Gujarati,Punjabi
કાર્યનું ડોમેન,ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ
વ્યાખ્યા-પ્રાંત,ਪਰਿਭਾਸ਼ਾ-ਪ੍ਰਾਂਤ
અસ્તિત્વની સ્થિતિ,ਹੋਂਦ ਦੀ ਸਥਿਤੀ
ઓવરરાઇડિંગ ઉપકરણ,ਓਵਰਰਾਈਡਿੰਗ ਡਿਵਾਈਸ
ડોપ્લર અસર,ਡੋਪਲਰ ਪ੍ਰਭਾਵ
"બિંદુ ઉત્પાદન, સ્કેલર ઉત્પાદન","ਬਿੰਦੂ ਉਤਪਾਦ, ਸਕੇਲਰ ਉਤਪਾਦ"
ડોટેડ વળાંક,ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ
બેવડા તફાવત,ਦੋਹਰਾ ਅੰਤਰ
ડબલ ઘાતાંકીય વિતરણ,ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ
ડબલ કોઇલ,ਡਬਲ ਕੋਇਲ
દ્વિસંગી અભિન્ન,ਬਾਈਨਰੀ ਅਟੁੱਟ
દ્વિસંગી એકીકરણ,ਬਾਈਨਰੀ ਏਕੀਕਰਣ
ડબલ મર્યાદા,ਡਬਲ ਸੀਮਾ
ડબલ સેમ્પલિંગ ઇવેન્ટ,ਡਬਲ ਨਮੂਨਾ ਲੈਣ ਦੀ ਘਟਨਾ
ડબલ ક્રમ,ਡਬਲ ਕ੍ਰਮ
ડબલ શ્રેણી,ਡਬਲ ਸੀਰੀਜ਼
ડબલ-જોડાયેલ નોટેશન,ਡਬਲ-ਅਟੈਚਡ ਨੋਟੇਸ਼ਨ
ડબલ સંકલન,ਡਬਲ ਸੰਕਲਨ
નીચે તરફ પ્રવેગક,ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ
નીચે તરફનું વિસ્થાપન,ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ
નીચેની ગતિ,ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ
નીચે તરફનો વેગ,ਹੇਠਾਂ ਵੱਲ ਦੀ ਗਤੀ
ટ્રેક્શન,ਖਿੱਚ
ટ્રેક્શન બળ,ਟ੍ਰੈਕਸ਼ਨ ਫੋਰਸ
"બેવડી દ્વૈતતા,",ਦੋਹਰਾ ਦਵੈਤ
ડ્યુઅલ બેઝ,ਦੋਹਰਾ ਅਧਾਰ
દ્વિ આંતરિક ઉત્પાદન,ਦੋਹਰਾ ਅੰਦਰੂਨੀ ਉਤਪਾਦ
ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા,ਦੋਹਰੀ ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਸਮੱਸਿਆ
"ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન","ਡਬਲ ਓਪਰੇਸ਼ਨ, ਦੋਹਰੀ ਕਾਰਵਾਈ"
બેવડી સમસ્યા,ਦੋਹਰੀ ਸਮੱਸਿਆ
ડ્યુઅલ સિંગલ અલ્ગોરિધમ,ਦੋਹਰਾ ਸਿੰਗਲ ਐਲਗੋਰਿਦਮ
ડ્યુઅલ સિંગલ પદ્ધતિ,ਦੋਹਰਾ ਸਿੰਗਲ ਢੰਗ
બેવડી જગ્યા,ਦੋਹਰੀ ਸਪੇਸ
દ્વિ ચલ,ਦੋਹਰਾ ਵੇਰੀਏਬਲ
ડ્યુઅલ વેક્ટર જગ્યા,ਦੋਹਰੀ ਵੈਕਟਰ ਸਪੇਸ
મૌન અનુક્રમણિકા,ਚੁੱਪ ਸੂਚਕਾਂਕ
મૌન ફૂટર,ਚੁੱਪ ਫੁੱਟਰ
મૌન કરાર,ਚੁੱਪ ਇਕਰਾਰਨਾਮਾ
શાંત ચલ,ਚੁੱਪ ਵੇਰੀਏਬਲ
ડુપ્લિકેશન,ਨਕਲ
ગતિશીલ,ਗਤੀਸ਼ੀਲ
ગતિશીલ સિસ્ટમ,ਗਤੀਸ਼ੀਲ ਸਿਸਟਮ
ગતિશીલ માંગ કાર્ય,ਗਤੀਸ਼ੀਲ ਮੰਗ ਫੰਕਸ਼ਨ
ગતિશીલ મોડેલ,ਗਤੀਸ਼ੀਲ ਮਾਡਲ
ગતિશીલ પ્રોગ્રામિંગ,ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ
ગતિશીલ પ્રોગ્રામિંગ અભિગમ,ਡਾਇਨਾਮਿਕ ਪ੍ਰੋਗਰਾਮਿੰਗ ਪਹੁੰਚ
ગતિશીલ પ્રોગ્રામિંગ તકનીકો,ਗਤੀਸ਼ੀਲ ਪ੍ਰੋਗਰਾਮਿੰਗ ਤਕਨੀਕ
"ગતિશીલતા, ગતિશીલતા","ਗਤੀਸ਼ੀਲਤਾ, ਗਤੀਸ਼ੀਲਤਾ"
કણ ગતિશીલતા,ਕਣ ਗਤੀਸ਼ੀਲਤਾ
સખત શરીરની ગતિશીલતા,ਸਖ਼ਤ ਸਰੀਰ ਦੀ ਗਤੀਸ਼ੀਲਤਾ
"પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી સંપર્ક (ver.)","ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ, ਧਰਤੀ ਸੰਪਰਕ (ਵਰ.)"
ભૂકંપની તીવ્રતા,ਭੂਚਾਲ ਦੀ ਤੀਬਰਤਾ
તરંગીતા,ਸਨਕੀਤਾ
ધારણા,ਧਾਰਨਾ
ઇકોનોમેટ્રિક આગાહી,ਆਰਥਿਕ ਪੂਰਵ ਅਨੁਮਾਨ
અર્થશાસ્ત્રી,ਅਰਥ ਸ਼ਾਸਤਰੀ
અર્થશાસ્ત્ર,ਅਰਥ ਗਣਿਤ
અર્થશાસ્ત્ર,ਅਰਥ ਸ਼ਾਸਤਰ
"કોર, ધાર, આંસુ","ਕੋਰ, ਕਿਨਾਰਾ, ਅੱਥਰੂ"
એકંદર કોરનો સામનો કરવો,ਸਮੁੱਚੇ ਕੋਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
કાર્યક્ષમતા સૂચકાંક,ਕੁਸ਼ਲਤਾ ਸੂਚਕਾਂਕ
લાક્ષણિક તત્વ,ਗੁਣ ਤੱਤ
લાક્ષણિક કાર્ય,ਵਿਸ਼ੇਸ਼ਤਾ ਫੰਕਸ਼ਨ
"eigen મૂલ્ય, લાક્ષણિકતા મૂલ્ય","eigen ਮੁੱਲ, ਗੁਣ ਮੁੱਲ"
લાક્ષણિક મૂલ્ય સમીકરણ,ਗੁਣ ਮੁੱਲ ਸਮੀਕਰਨ
"ઇજેન વેક્ટર, લાક્ષણિક વેક્ટર","ਈਜੇਨ ਵੈਕਟਰ, ਗੁਣ ਵੈਕਟਰ"
સ્થિતિસ્થાપક,ਲਚਕੀਲੇ
સ્થિતિસ્થાપક કાસ્ટ,ਲਚਕੀਲੇ ਪਲੱਸਤਰ
સ્થિતિસ્થાપક સંતુલન,ਲਚਕੀਲੇ ਸੰਤੁਲਨ
સ્થિતિસ્થાપકતા,ਲਚਕਤਾ
સ્થિતિસ્થાપકતા પાનું,ਲਚਕੀਲਾ ਪੰਨਾ
"ઇલેક્ટ્રોનિક કમ્પ્યુટર, ઇલેક્ટ્રોનિક કમ્પ્યુટર","ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ, ਇਲੈਕਟ੍ਰਾਨਿਕ ਕੰਪਿਊਟਰ"
"તત્વ, તત્વ, તત્વ","ਤੱਤ, ਤੱਤ, ਤੱਤ"
પ્રારંભિક કૉલમ કામગીરી,ਸ਼ੁਰੂਆਤੀ ਕਾਲਮ ਕਾਰਵਾਈ
પ્રારંભિક ઘટના,ਸ਼ੁਰੂਆਤੀ ਘਟਨਾ
પ્રારંભિક કાર્ય,ਸ਼ੁਰੂਆਤੀ ਫੰਕਸ਼ਨ
પ્રારંભિક કામગીરી,ਸ਼ੁਰੂਆਤੀ ਕਾਰਵਾਈ
પ્રારંભિક પરિણામો,ਸ਼ੁਰੂਆਤੀ ਨਤੀਜੇ
પ્રારંભિક સંભાવના નિયમ,ਸ਼ੁਰੂਆਤੀ ਸੰਭਾਵਨਾ ਨਿਯਮ
શરૂઆતની લાઇન કામગીરી,ਲਾਈਨ ਓਪਰੇਸ਼ਨ ਸ਼ੁਰੂ ਕਰਨਾ
"નાશ કરવો, નાશ કરવો,","ਨਾਸ ਕਰਨਾ, ਨਸ਼ਟ ਕਰਨਾ"
રિઝોલ્યુશન પ્રક્રિયા,ਰੈਜ਼ੋਲੂਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
"એલિપ્સ, એલિપ્સ","ਅੰਡਾਕਾਰ, ਅੰਡਾਕਾਰ"
લંબગોળ,ਅੰਡਾਕਾਰ
લંબગોળ,ਅੰਡਾਕਾਰ
લંબગોળ સપાટી,ਅੰਡਾਕਾਰ ਸਤਹ
લંબગોળ શરીર,ਅੰਡਾਕਾਰ ਸਰੀਰ
એમ્બેડિંગ,ਏਮਬੈਡਿੰਗ
ઉત્સર્જન,ਨਿਕਾਸ
પ્રયોગમૂલક વિશ્વાસ,ਅਨੁਭਵੀ ਭਰੋਸਾ
પ્રયોગમૂલક સૂત્ર,ਅਨੁਭਵੀ ਫਾਰਮੂਲਾ
પ્રયોગમૂલક સંભાવના,ਅਨੁਭਵੀ ਸੰਭਾਵਨਾ
પ્રયોગમૂલક સંબંધ,ਅਨੁਭਵੀ ਸਬੰਧ
ખાલી સેટ,ਖਾਲੀ ਸੈੱਟ
બંધાયેલ,ਬੰਨ੍ਹਿਆ ਹੋਇਆ
"એન્કોડિંગ, કોડિંગ","ਏਨਕੋਡਿੰਗ, ਕੋਡਿੰਗ"
આંતરકાર્યક્ષમતા,ਅੰਤਰਕਾਰਜਸ਼ੀਲਤਾ
અંતિમ બિંદુ,ਅੰਤ ਬਿੰਦੂ
વર્ગ અંતરાલનો અંતિમ બિંદુ,ਕਲਾਸ ਅੰਤਰਾਲ ਦਾ ਅੰਤ ਬਿੰਦੂ
ઊર્જા,ਊਰਜਾ
ઊર્જા-વેગ ઘટક,ਊਰਜਾ-ਮੋਮੈਂਟਮ ਕੰਪੋਨੈਂਟ
પ્રવેશ ચલ,ਇੰਦਰਾਜ਼ ਵੇਰੀਏਬਲ
ગણવાયોગ્ય સમૂહ,ਗਿਣਨਯੋਗ ਸੈੱਟ
"ગણતરી, ગણતરી","ਗਿਣਤੀ, ਗਿਣਤੀ"
"સમાન, સમાન, સમાન, સમાન","ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ, ਬਰਾਬਰ"
"સમાનતા, સમાનતા","ਸਮਾਨਤਾ, ਸਮਾਨਤਾ"
શક્યતા,ਸੰਭਾਵਨਾ
પણ સંભાવના પસંદગી પદ્ધતિ,ਵੀ ਸੰਭਾਵਨਾ ਚੋਣ ਵਿਧੀ
બરાબરી,ਬਰਾਬਰ
"સમીકરણ, સમીકરણ","ਸਮੀਕਰਨ, ਸਮੀਕਰਨ"
ચતુર્ભુજ સમીકરણ,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
ચતુર્ભુજ સમીકરણ,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
ચતુર્ભુજ સમીકરણ,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
"વિષુવવૃત્ત, વિષુવવૃત્ત, મધ્યરેખા","ਭੂਮੱਧ ਰੇਖਾ, ਭੂਮੱਧ ਰੇਖਾ, ਮੱਧ ਰੇਖਾ"
સુસંગત,ਇਕਸਾਰ
સમભુજ,ਬਰਾਬਰ
"સંતુલન, સંતુલન, સંતુલન","ਸੰਤੁਲਨ, ਸੰਤੁਲਨ, ਸੰਤੁਲਨ"
બળ સંતુલન,ਬਲ ਸੰਤੁਲਨ
સંતુલન બિંદુ,ਸੰਤੁਲਨ ਬਿੰਦੂ
સમાનતા,ਸਮਾਨਤਾ
સમાનતા વર્ગ,ਸਮਾਨਤਾ ਵਰਗ
સમાનતા સંબંધ,ਸਮਾਨਤਾ ਸਬੰਧ
"સમકક્ષ, સમકક્ષ (v.), સમકક્ષ (ed.)","ਬਰਾਬਰ, ਬਰਾਬਰ (v.), ਬਰਾਬਰ (ed.)"
સમકક્ષ મેટ્રિક્સ,ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ
સમકક્ષ સમૂહ,ਬਰਾਬਰ ਸੈੱਟ
વૃત્તિઓ,ਰੁਝਾਨ
"ભૂલ, ભૂલ, ભૂલ, અચોક્કસતા","ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ"
ભૂલ વિશ્લેષણ,ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
ભૂલ કોડ,ਗਲਤੀ ਕੋਡ
ભૂલ ગુણાંક,ਗਲਤੀ ਗੁਣਾਂਕ
ચોરસ સરેરાશ ભૂલ,ਵਰਗ ਮਤਲਬ ਗਲਤੀ
પ્રથમ પ્રકારની ભૂલ,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
બીજા પ્રકારની ભૂલ,ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
બચવાની સંભાવના,ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ
એસ્કેપ વેગ,ਬਚਣ ਦੀ ਗਤੀ
ઇ. શ્મિટ મોબિલાઇઝેશન પ્રક્રિયા,ਈ. ਸ਼ਮਿਟ ਮੋਬਿਲਾਈਜ਼ੇਸ਼ਨ ਪ੍ਰਕਿਰਿਆ
બહિર્મુખ,ਬਾਹਰੀ
"આવશ્યક, આવશ્યક","ਜ਼ਰੂਰੀ, ਜ਼ਰੂਰੀ"
વર્ચ્યુઅલ અનન્ય,ਲਗਭਗ ਵਿਲੱਖਣ
"મૂલ્યાંકન કરવું, મૂલ્યાંકન કરવું (વેર.), મૂલ્યાંકન કરવું (સં.)","ਮੁਲਾਂਕਣ ਕਰਨਾ, ਮੁਲਾਂਕਣ ਕਰਨਾ (ਵੇਰ.), ਮੁਲਾਂਕਣ ਕਰਨਾ (ਐਡੀ.)"
અંદાજ પદ્ધતિ,ਅੰਦਾਜ਼ਾ ਵਿਧੀ
યુક્લિડિયન કોઓર્ડિનેટ્સ,ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟਸ
યુક્લિડિયન ડોમેન,ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ
યુક્લિડિયન ભૂમિતિ,ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ
યુક્લિડિયન એન-સ્પેસ,ਯੂਕਲੀਡੀਅਨ ਐਨ-ਸਪੇਸ
યુક્લિડિયન પ્લેન,ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼
યુલરનું પ્રમેય,ਯੂਲਰ ਦਾ ਸਿਧਾਂਤ
"મૂલ્યાંકન, મૂલ્યાંકન","ਮੁਲਾਂਕਣ ਕਰਨਾ, ਮੁਲਾਂਕਣ ਕਰਨਾ"
સમ,ਵੀ
પણ વળાંક,ਵੀ ਕਰਵ
સમ કાર્ય,ਵੀ ਫੰਕਸ਼ਨ
પ્રત્યાવર્તન પણ,ਇੱਥੋਂ ਤੱਕ ਕਿ ਰਿਫ੍ਰੈਕਟਰੀ
બેકી સંખ્યા,ਸਮ ਸੰਖਿਆ
વિચિત્ર સમપ્રમાણતા,ਅਜੀਬ ਸਮਰੂਪਤਾ
પણ ક્રમચય,ਵੀ ਕ੍ਰਮ-ਕ੍ਰਮ
"ઘટના, એપિસોડ","ਘਟਨਾ, ਕਿੱਸਾ"
આઇસોમેટ્રિક,isomorphism
"બરાબર, બરાબર, બરાબર","ਬਿਲਕੁਲ, ਬਿਲਕੁਲ, ਬਿਲਕੁਲ"
ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ,ਸਹੀ ਚੀ-ਵਰਗ ਟੈਸਟ
ચોક્કસ તફાવત,ਸਹੀ ਅੰਤਰ
ચોક્કસ સમીકરણ,ਸਹੀ ਸਮੀਕਰਨ
ઉદાહરણ,ਉਦਾਹਰਨ
વિનિમય,ਐਕਸਚੇਂਜ
ચોક્કસ ઘટના,ਖਾਸ ਘਟਨਾ
અસ્તિત્વનો સ્વયંસિદ્ધ,ਹੋਂਦ ਸੰਬੰਧੀ axiom
જીવન ટકાવી રાખવાની સંભાવના,ਬਚਣ ਦੀ ਸੰਭਾਵਨਾ
અસ્તિત્વ પ્રમેય,ਹੋਂਦ ਦਾ ਸਿਧਾਂਤ
બાહ્ય ચલ,ਬਾਹਰੀ ਵੇਰੀਏਬਲ
"ફેલાવો, ફેલાવો","ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ"
અપેક્ષા કાર્ય,ਉਮੀਦ ਫੰਕਸ਼ਨ
અપેક્ષિત આવર્તન,ਉਮੀਦ ਕੀਤੀ ਬਾਰੰਬਾਰਤਾ
અપેક્ષિત મૂલ્ય,ਅਨੁਮਾਨਿਤ ਮੁੱਲ
પ્રયોગ,ਪ੍ਰਯੋਗ
"પ્રાયોગિક ભૂલ, પ્રાયોગિક ભૂલ","ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ, ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ"
"સમજૂતી, સમજૂતી","ਵਿਆਖਿਆ, ਵਿਆਖਿਆ"
સ્પષ્ટ સમીકરણ,ਸਪੱਸ਼ਟ ਸਮੀਕਰਨ
સ્પષ્ટપણે,ਸਪੱਸ਼ਟ ਤੌਰ &#39;ਤੇ
સ્પષ્ટ કાર્ય,ਸਾਫ ਫੰਕਸ਼ਨ
સ્પષ્ટ ઉકેલ,ਸਾਫ ਹੱਲ
ઘાત,ਘਾਤਕ
ઘાતાંકીય વળાંક,ਘਾਤਕ ਵਕਰ
ઘાતાંકીય સંભાવના કાર્ય,ਘਾਤਕ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ
ઘાતાંકીય વિતરણ,ਘਾਤਕ ਵੰਡ
ઘાતાંકીય સમીકરણ,ਘਾਤਕ ਸਮੀਕਰਨ
ઘાતાંકીય કાર્ય,ਘਾਤਕ ਫੰਕਸ਼ਨ
"ઘાતાંકીય વૃદ્ધિ, ઘાતાંકીય વૃદ્ધિ","ਘਾਤਕ ਵਾਧਾ, ਘਾਤਕ ਵਾਧਾ"
ઘાતાંકીય નિયમ,ਘਾਤਕ ਨਿਯਮ
ઘાતાંકીય નકશો,ਘਾਤਕ ਨਕਸ਼ਾ
"ઘાતાંકીય શ્રેણી, ઘાતાંકીય શ્રેણી","ਘਾਤਕ ਲੜੀ, ਘਾਤਕ ਲੜੀ"
"અભિવ્યક્તિ, અભિવ્યક્તિ, ચહેરાના હાવભાવ, અભિવ્યક્તિ","ਸਮੀਕਰਨ, ਸਮੀਕਰਨ, ਚਿਹਰੇ ਦੇ ਹਾਵ-ਭਾਵ, ਪ੍ਰਗਟਾਵੇ"
વિસ્તૃત અંતરાલ,ਵਿਸਤ੍ਰਿਤ ਅੰਤਰਾਲ
વિસ્તૃત વાસ્તવિક રેખા,ਵਧੀ ਹੋਈ ਅਸਲ ਲਾਈਨ
વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ,ਵਿਸਤ੍ਰਿਤ ਅਸਲ ਨੰਬਰ ਸਿਸਟਮ
મેપિંગ એક્સ્ટેંશન,ਮੈਪਿੰਗ ਐਕਸਟੈਂਸ਼ਨ
બાહ્ય કોણ,ਬਾਹਰੀ ਕੋਣ
બાહ્ય ઝોન,ਬਾਹਰੀ ਜ਼ੋਨ
બાહ્ય બિંદુ,ਬਾਹਰੀ ਬਿੰਦੂ
બાહ્ય,ਬਾਹਰੀ
અનુમાન મૂલ્યનું એક્સ્ટ્રાપોલેશન,predicate ਮੁੱਲ ਦਾ ਐਕਸਟਰਪੋਲੇਸ਼ਨ
એક્સ્ટ્રાપોલેશન તકનીક,ਐਕਸਟਰਪੋਲੇਸ਼ਨ ਤਕਨੀਕ
ટોચનું મૂલ્ય,ਸਿਖਰ ਮੁੱਲ
"આત્યંતિક, અંત, આત્યંતિક, પરાકાષ્ઠા","ਅਤਿਅੰਤ, ਅੰਤ, ਅਤਿ, ਸਿਖਰ"
ઉચ્ચ બિંદુ,ਉੱਚ ਬਿੰਦੂ
વિરોધી સમૂહનો આત્યંતિક બિંદુ,ਉਲਟ ਸੈੱਟ ਦਾ ਅਤਿ ਬਿੰਦੂ
કાર્યનું આત્યંતિક મૂલ્ય,ਫੰਕਸ਼ਨ ਦਾ ਅਤਿ ਮੁੱਲ
આત્યંતિક ગુણધર્મો,ਅਤਿ ਗੁਣ
"ચહેરો, બાજુ, આગળ","ਚਿਹਰਾ, ਪਾਸੇ, ਸਾਹਮਣੇ"
ફેસ વેલ્યુ,ਅੰਕਿਤ ਮੁੱਲ
"ઘટક, પરિબળ, પરિબળ, કલમ,","ਭਾਗ, ਕਾਰਕ, ਕਾਰਕ, ਧਾਰਾ"
પરિબળ વિશ્લેષણ,ਕਾਰਕ ਵਿਸ਼ਲੇਸ਼ਣ
ખંડિત,ਖੰਡਿਤ
ફેક્ટોરિયલ,ਕਾਰਕ ਸੰਬੰਧੀ
બહુવિધ પરિબળ ડિઝાઇન,ਮਲਟੀਪਲ ਫੈਕਟਰ ਡਿਜ਼ਾਈਨ
ફેક્ટરીકરણ,ਕਾਰਕੀਕਰਨ
પરિબળ માટે,ਕਾਰਕ ਨੂੰ
ન્યાય રમત,ਨਿਆਂ ਦੀ ਖੇਡ
"વર્ચ્યુઅલ, ખોટા, કોડ","ਵਰਚੁਅਲ, ਗਲਤ, ਕੋਡ"
"કુટુંબ, કુટુંબ, કુળ, કુટુંબ","ਪਰਿਵਾਰ, ਪਰਿਵਾਰ, ਕਬੀਲਾ, ਪਰਿਵਾਰ"
વર્તુળ કુલ,ਕੁੱਲ ਚੱਕਰ
વળાંક કુલ,ਕਰਵ ਕੁੱਲ
કાર્યોનું કુટુંબ,ਫੰਕਸ਼ਨਾਂ ਦਾ ਪਰਿਵਾਰ
કુલ રેખા,ਕੁੱਲ ਲਾਈਨ
પ્રતિકૃતિ,ਪ੍ਰਤੀਕ੍ਰਿਤੀ
F-વિતરણ,F-ਵੰਡ
સુસંગત આધાર ઉકેલ,ਇਕਸਾਰ ਅਧਾਰ ਹੱਲ
સુસંગત ઉકેલ,ਅਨੁਕੂਲ ਹੱਲ
"રિચાર્જ, પુનઃરોકાણ","ਰੀਚਾਰਜ, ਮੁੜ ਨਿਵੇਸ਼"
ફર્મનો કાયદો,ਫਰਮਾ ਦਾ ਕਾਨੂੰਨ
ફર્માના પ્રમેય,ਫਰਮਾ ਦਾ ਸਿਧਾਂਤ
ફર્મી-ડિરાક-સ્ટેટિસ્ટિક્સ,ਫਰਮੀ-ਡੀਰਾਕ-ਅੰਕੜੇ
ફિબોનાકી નંબરો,ਫਿਬੋਨਾਚੀ ਨੰਬਰ
ફિબોનાકી શ્રેણી,ਫਿਬੋਨਾਚੀ ਸੀਮਾ
"ક્ષેત્ર, ક્ષેત્ર, ક્ષેત્ર, ક્ષેત્ર","ਖੇਤਰ, ਖੇਤਰ, ਖੇਤਰ, ਖੇਤਰ"
અંતિમ વેગ,ਅੰਤਮ ਵੇਗ
"મર્યાદિત, મર્યાદિત","ਸੀਮਤ, ਸੀਮਤ"
મર્યાદિત આધાર,ਸੀਮਿਤ ਅਧਾਰ
મર્યાદિત દશાંશ,ਸੀਮਿਤ ਦਸ਼ਮਲਵ
મર્યાદિત તફાવત,ਸੀਮਤ ਅੰਤਰ
મર્યાદિત તફાવત પદ્ધતિ,ਸੀਮਤ ਅੰਤਰ ਵਿਧੀ
મર્યાદિત પરિમાણીય,ਸੀਮਿਤ ਆਯਾਮੀ
મર્યાદિત પરિમાણીય વેક્ટર,ਸੀਮਿਤ ਅਯਾਮੀ ਵੈਕਟਰ
મર્યાદિત રમત,ਸੀਮਿਤ ਖੇਡ
મર્યાદિત ભૂમિતિ,ਸੀਮਿਤ ਜਿਓਮੈਟਰੀ
મર્યાદિત અભિન્ન,ਸੀਮਿਤ ਅਟੁੱਟ
મર્યાદિતતા,ਸੀਮਤਤਾ
મર્યાદિત માર્કોવ સાંકળ,ਸੀਮਿਤ markov ਚੇਨ
મર્યાદિતતા પુરાવો,ਸੀਮਿਤਤਾ ਦਾ ਸਬੂਤ
મર્યાદિત સંખ્યા,ਸੀਮਤ ਸੰਖਿਆ
મર્યાદિત વસ્તી,ਸੀਮਤ ਆਬਾਦੀ
મર્યાદિત સંભાવના,ਸੀਮਤ ਸੰਭਾਵਨਾ
અંતિમ ગ્રેડ,ਅੰਤ ਗ੍ਰੇਡ
મર્યાદિત સમૂહ,ਸੀਮਿਤ ਸੈੱਟ
મર્યાદિત વેગ,ਸੀਮਤ ਵੇਗ
મર્યાદિત વોલ્યુમ,ਸੀਮਤ ਵਾਲੀਅਮ
"ભળવું, ગોઠવવું","ਮਿਲਾਉਣਾ, ਅਨੁਕੂਲ ਕਰਨਾ"
વળાંક ગોઠવણ,ਕਰਵ ਵਿਵਸਥਾ
સીધી રેખા ગોઠવણ,ਸਿੱਧੀ ਲਾਈਨ ਵਿਵਸਥਾ
નિશ્ચિત બિંદુ પ્રમેય,ਸਥਿਰ ਬਿੰਦੂ ਥਿਊਰਮ
નિશ્ચિત નમૂના,ਸਥਿਰ ਨਮੂਨਾ
ફ્લાઇટ વેગ,ਉਡਾਣ ਦੀ ਗਤੀ
ફ્લોટિંગ પોઈન્ટ ગણતરી,ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ ਦੀ ਗਣਨਾ
"ફ્લોટિંગ પોઈન્ટ સિસ્ટમ, ફ્લોટિંગ પોઈન્ટ સિસ્ટમ","ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ ਸਿਸਟਮ, ਫਲੋਟਿੰਗ ਪੁਆਇੰਟ ਸਿਸਟਮ"
ફ્લો ચાર્ટ,ਵਹਾਅ ਚਾਰਟ
પ્રવાહ વેગ,ਵਹਾਅ ਦੀ ਗਤੀ
પ્રવાહી ગતિશીલતા,ਤਰਲ ਗਤੀਸ਼ੀਲਤਾ
"ફોકલ, કોન્ફોકલ, ફોકલ","ਫੋਕਲ, ਕਨਫੋਕਲ, ਫੋਕਲ"
કેન્દ્રીય તાર,ਫੋਕਲ ਕੋਰਡ
કેન્દ્રીય અંતર,ਫੋਕਲ ਦੂਰੀ
ફોકલ લંબાઈ,ਫੋਕਲ ਲੰਬਾਈ
"નાભિ, ધ્યાન, મૂળ","ਨਾਭੀ, ਫੋਕਸ, ਮੂਲ"
"પગ, પગ, પગ","ਪੈਰ, ਪੈਰ, ਪੈਰ"
ઓર્થોગોનલ,ਆਰਥੋਗੋਨਲ
ગુરુત્વાકર્ષણ બળ,ਗਰੈਵੀਟੇਸ਼ਨਲ ਫੋਰਸ
આગાહી,ਪੂਰਵ ਅਨੁਮਾਨ
ફોર્મ્યુલા,ਫਾਰਮੂਲਾ
થ્રેડીંગ,ਥਰਿੱਡਿੰਗ
"ફોર્મેટિંગ, ફોર્મેટિંગ, ફોર્મ્યુલેશન","ਫਾਰਮੈਟਿੰਗ, ਫਾਰਮੈਟਿੰਗ, ਫਾਰਮੂਲੇਸ਼ਨ"
આગળ,ਅੱਗੇ
આગળ નિવેશ,ਅੱਗੇ ਸੰਮਿਲਨ
ગણિતનો પાયો,ਗਣਿਤ ਦੀ ਬੁਨਿਆਦ
ફોરિયર વિશ્લેષણ,ਚਾਰਵਰ ਵਿਸ਼ਲੇਸ਼ਣ
