Hindi,Telugu
वृत्तीयतः धुवित ऐन्टेना,వృత్తాకార ధ్రువణ యాంటెన్నా
वृत्तीयतः धुवित संचरण,వృత్తాకార ధ్రువణ ప్రసారం
परिसंचारक,సర్క్యులేటర్
आवरण,క్లాడింగ్
"शिकंजा, क्लैम्प",బిగింపు
"बंधन-परिपथ, क्लैम्पन परिपथ",బిగింపు సర్క్యూట్
"ए वर्ग प्रचालन, A वर्ग प्रचालन",క్లాస్ ఎ ఆపరేషన్
"सी वर्ग समस्वरित प्रवर्धक, C वर्ग समस्वरित प्रचालन",క్లాస్ సి ట్యూన్డ్ యాంప్లిఫైయర్
उत्सर्जन वर्ग,ఉద్గార తరగతి
चिरसम्मत भौतिकी,క్లాసికల్ ఫిజిక్స్
वगबकरण,వర్గీకరణ
शोधन मार्जक,శుభ్రపరిచే ఏజెంట్
"अपमार्जित, अपमार्जन",క్లియర్
अपमार्जित चैनल,ఛానెల్ క్లియర్
क्लिक,క్లిక్ చేయండి
"ग्राहक, क्लाइंट",క్లయింట్
"ग्राहक संबंध, (सर्वर संबंध)",క్లయింట్ సంబంధం (సర్వర్ సంబంధం)
क्लिफ प्रभाव,క్లిఫ్ ప్రభావం
क्लिप बोर्ड,క్లిప్ బోర్డు
"कर्तन, क्लिपिंग",క్లిప్పింగ్
"घड़ी स्पंद, कालद स्पंद, क्लॉक पल्स",క్లాక్ పల్స్
काल फ्लिप-फ्लॉप,క్లాక్డ్ ఫ్లిప్ ఫ్లాప్
कालदमुखी माइक,క్లాక్ఫేస్డ్ మైక్
कालद-आवृत्ति,గడియారం-ఫ్రీక్వెన్సీ
दक्षिणावर्त,సవ్యదిశలో
संवृत परिपथ,క్లోజ్డ్ సర్క్యూట్
"संवृत पाश, संवृत लूप",నిర్భంద వలయం
"गुच्छ, क्लस्टर",క్లస్టర్
गुच्छन,క్లస్టరింగ్
कोलाहल,అస్తవ్యస్తంగా
"कोलाहल हानि, कोलाहल क्षति",అయోమయ నష్టం
"आलेप, विलेपन",పూత
समाक्ष केबल,ఏకాక్షక కేబుల్
समाक्ष लाइन,ఏకాక్షక రేఖ
समाक्ष संचरण लाइन,ఏకాక్షక ప్రసార రేఖ
सह-चैनल,కో-ఛానెల్
"सह-चैनल व्यतिकरण, सह-चैनल बाधा",కో-ఛానెల్ జోక్యం
कर्णावर्त,కోక్లియా
"कोड, कूट",కోడ్
कूट संख्या,కోడ్ సంఖ్య
कोड दर,కోడ్ రేటు
"कोड शब्द, कूट शब्द",కోడ్ పదం
कोडक (कोडन-विकोडन),కోడెక్ (కోడింగ్ డీకోడింగ్)
कोडित श्रव्य,కోడెడ్ ఆడియో
"कोडक, कूटक",కోడర్
"कोडन, कूटन",కోడింగ్
कोडन-विकोडन तकनीक,కోడింగ్ డీకోడింగ్ టెక్నిక్
"कोडन त्रुटि, कूटन त्रुटि",కోడింగ్ లోపం
कोडन दर,కోడింగ్ రేటు
"कोडन तकनीक, कूटन तकनीक",కోడింగ్ టెక్నిక్
गुणांक,గుణకం
निग्राहिता,బలవంతపు
संसक्त मॉडुलन,పొందికైన మాడ్యులేషన్
कुंडली,కాయిల్
सहयोग,సహకారం
निपात,కూలిపోతుంది
"संग्राहक, संग्राही, कलेक्टर",కలెక్టర్
"संग्राहक धारा, कलेक्टर धारा",కలెక్టర్ కరెంట్
संग्राही-आधार चालकत्व,బేస్ కండక్టెన్స్ నుండి కలెక్టర్
आधार-संग्राही जंक्शन,కలెక్టర్-బేస్ జంక్షన్
"वर्ण, रंग",రంగు
वर्ण विष्लेषक,కలర్ ఎనలైజర్
वर्ण संतुलन,రంగు సమతుల్యత
वर्ण प्रस्फोट,రంగు పేలుడు
वर्ण चार्ट,రంగు చార్ట్
वर्ण संयोजन,రంగు కలయిక
वर्णांक,రంగు స్థిరాంకం
वर्ण नियंत्रण,రంగు నియంత్రణ (క్రోమ్ నియంత్రణ)
"रंग गहराई, वर्ण गभीरता",రంగు లోతు
वर्ण श्रांति,రంగు అలసట
"वर्ण फिल्टर, वर्ण निस्यंदक",కలర్ ఫిల్టర్
वर्णांतक परिपथ,కలర్ కిల్లర్ సర్క్యూట్
"वर्ण चित्रनलिका,",కలర్ కైన్‌కోప్
वर्ण मिश्रक,కలర్ మిక్సర్
"वर्ण विन्यास, वर्ण प्रतिरूप",రంగు నమూనా
वर्णावगम,రంగు అవగాహన
"वर्ण चित्रपट्ट, वर्ण चित्र स्क्रीन",కలర్ పిక్చర్ స్క్రీన్
रंग समष्टि,రంగు స్థలం
रंग उपवाहक,రంగు సబ్‌కారియర్
"रंग ताप, वर्ण ताप",రంగు ఉష్ణోగ్రత
"रंगीन प्रसारण, कलर ट्रांसमिशन",రంగు ప్రసారం
वर्ण नलिका,కలర్ ట్యూబ్
रंजन,రంగు
वर्णहीन,రంగులేని
संयोजन,కలయిక
संयोजक,కాంబినర్
संयोजन प्रक्रम,కలయిక ప్రక్రియ
दहन,దహన
"समादेश, कमान",కమాండ్
प्रारंभ,ప్రారంభం
वाणिज्यिक प्रसारण,వాణిజ్య ప్రసారం
"वाणिज्यिक टेलीविजन, वाणिज्यिक दूरदर्शन",వాణిజ్య టెలివిజన్
उभयनिष्ठ संग्राही परिपथ,సాధారణ కలెక్టర్ సర్క్యూట్
संचार,కమ్యూనికేషన్
संचार उपग्रह,కమ్యూనికేషన్ ఉపగ్రహం
सामुदायिक रेडियो केंद्र,కమ్యూనిటీ రేడియో సెంటర్
"सामुदायिक रेडियो स्टेशन, सामुदायिक रेडियो केंद्र",కమ్యూనిటీ రేడియో స్టేషన్
कॉम्पैक्ट डिस्क (सीडी),కాంపాక్ట్ డిస్క్ (సిడి)
कॉम्पैक्ट डिस्क प्लेयर,కాంపాక్ట్ డిస్క్ ప్లేయర్
संपीडन-प्रसारित्र,కంపాండర్
संपीडन-प्रसारण,కంపాండింగ్
सुसंगतता,అనుకూలత
सुसंगत,అనుకూలంగా
" संकलक , क्रमादेश अंतरक",కంపైలర్
पूरक,పరిపూరకరమైనది
पूरक ट्रांजिस्टर,కాంప్లిమెంటరీ ట్రాన్సిస్టర్
सम्मिश्र तरंग,సంక్లిష్ట తరంగం
घटक,భాగం
"संयुक्त, ,संयोजित, ,सम्मिश्र",మిశ్రమ
संयुक्त परिपथ,మిశ్రమ సర్క్యూట్
संयुक्त डिजिटल,మిశ్రమ డిజిటల్
संयुक्त रेडियो आवृत्ति संकेत,మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్
संयुक्त संकेत,మిశ్రమ సిగ్నల్
संयुक्त वीडियो,మిశ్రమ వీడియో
संयुक्त –श्य संकेत,మిశ్రమ వీడియో సిగ్నల్
"बनावट, रचना",కూర్పు
संपीडित आंकड़ा,కంప్రెస్డ్ డేటా
संपीडित अंकीकृत –श्य,కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో
संपीडित वीडियो,కంప్రెస్డ్ వీడియో
संपीडन,కుదింపు
संपीडन विरूपण साक्ष्य,కంప్రెషన్ ఆర్టిఫ్యాక్ట్
संपीडन संकट,కుదింపు ప్రమాదం
संपीडन तकनीक,కంప్రెషన్ టెక్నిక్
संपीडित्र,కంప్రెసర్
अभिकलन,కంప్యూట్
"अभिकलित्र, कंप्यूटर",కంప్యూటర్
कंप्यूटर आधारित बहुमाध्यम,కంప్యూటర్ ఆధారిత మల్టీమీడియా
कंप्यूटर प्रोग्रामन,కంప్యూటర్ ప్రోగ్రామింగ్
कंप्यूटर प्रौद्योगिकी,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
अवतल लेन्स,పుటాకార లెన్స్
अवतल दर्पण,పుటాకార అద్దం
"प्रच्छादन, गोपन",దాచడం
"सांद्रित, गाढ़ा, संकेंद्रित",సాంద్రీకృత
"संकेंद्रण, सांद्रण",ఏకాగ్రత
संकेंद्रिक लेन्स,కేంద్రీకృత లెన్స్
"संधारित्र माइक्रोफोन, कन्डेंसर माइक्रोफोन",కండెన్సర్ మైక్రోఫోన్
साम्यावस्था,సమతుల్యత యొక్క పరిస్థితి
चालन,ప్రసరణ
चालन धारा,ప్రసరణ ప్రస్తుత
चालकता,వాహకత
चालक,కండక్టర్
"संरूपण, विन्यास",ఆకృతీకరణ
"संबंधन, संयोजन",కనెక్షన్
"संबद्धता, योजकता",కనెక్టివిటీ
"संबंधक, योजक",కనెక్టర్
सुसंगति,స్థిరత్వం
सुसंगततः,స్థిరంగా
कन्सोल,కన్సోల్
" स्थिर , नियतांक, स्थिरांक   , नियत",స్థిరాంకం
" अचर कोणांक  , अचर आयाम",స్థిరమైన వ్యాప్తి
संपर्क माइक्रोफोन,మైక్రోఫోన్‌ను సంప్రదించండి
पात्र आरूप,కంటైనర్ ఫార్మాట్
संदूषण,కాలుష్యం
" अंतर्वस्तु , अंश",విషయము
" निकटस्थ, समीपस्थ  , संलग्न , संस्पशब",పరస్పర
"सांतत्य, सातत्य, निरंतरता",కొనసాగింపు
सातत्य बूथ,కొనసాగింపు బూత్
सातत्य घुंडी,కొనసాగింపు నాబ్
"सतत, निरंतर, अविरल, अविच्छिन्न",నిరంతర
"सतत चाप, अविच्छिन्न चाप",నిరంతర ఆర్క్
सतत तरंग,నిరంతర వేవ్
समोच्च रेखा,ఆకృతి రేఖ
समोच्च रेखीय योजना,ఆకృతి ప్రణాళిక
" संविदा  , संकुचित करना",ఒప్పందం
संकुचन,సంకోచం
विपर्यास अनुपात,కాంట్రాస్ట్ రేషియో
नियंत्रण परिपथ,కంట్రోల్ సర్క్యూట్
नियंत्रण इलेक्ट्रोड,కంట్రోల్ ఎలక్ట్రోడ్
नियंत्रण उपस्कर,నియంత్రణ పరికరాలు
नियंत्रण ग्रिड,కంట్రోల్ గ్రిడ్
नियंत्रण रेखा,నియంత్రణ రేఖ
नियंत्रण पैनल,నియంత్రణ ప్యానెల్
नियंत्रण कक्ष,నియంత్రణ గది
नियंत्रण सारणी,నియంత్రణ పట్టిక
"नियंत्रण मीनार, नियंत्रण टावर",కంట్రోల్ టవర్
नियंत्रक,నియంత్రిక
अभिसरण,కన్వర్జెన్స్
अभिसारी लेन्स,కన్వర్జెంట్ లెన్స్
परिवर्तक,కన్వర్టర్
उत्तल लेन्स,కుంభాకార లెన్స్
संवलन,కన్విల్యూషన్
संवलन कोडित,కన్వల్యూషన్ కోడెడ్
"संवलनात्मक अंतरापत्र, संवलनीय अंतरापत्र",కన్వల్యూషనల్ ఇంటర్‌లీవ్
"संवलनात्मक अंतरापत्रण, संवलनीय अंतरापत्रण",కన్వల్యూషనల్ ఇంటర్‌లీవింగ్
कुकी,కుకీ
कुकियर,కుకీయర్
सहप्रक्रमक,కోప్రాసెసర్
"डोरी, कॉर्ड",త్రాడు
"किरीट, कोरोना",కరోనా
किरीट विसर्जन,కరోనా ఉత్సర్గ
सहसंबंधन,సహసంబంధం
"कोसाइन घटक, कोज्या घटक",కొసైన్ భాగం
"कोज्या तरंग, कोसाइन तरंग",కొసైన్ వేవ్
अंतरिक्ष रव,విశ్వ శబ్దం
"गणक, काउंटर",కౌంటర్
वामावर्त,కౌంటర్ సవ్యదిశలో
युग्मक,కప్లర్
युग्मन,కలపడం
युग्मन संधारित्र,కప్లింగ్ కండెన్సర్
"युग्मन जालक्रम, युग्मन नेटवर्क",కలపడం నెట్‌వర్క్
युग्मन प्रतिरोध,కలపడం నిరోధకత
सहसंयोजी आबंध,సమయోజనీయ బంధం
"व्याप्ति, कवरेज",కవరేజ్
ध्वंस,క్రాష్
क्रांतिक बैंड,క్రిటికల్ బ్యాండ్
क्रांतिक अवस्था,క్లిష్ట పరిస్థితి
क्रांतिक युग्मन,క్లిష్టమైన కలపడం
क्रांतिक आवृत्ति,క్లిష్టమైన ఫ్రీక్వెన్సీ
क्रांतिक प्राचल,క్లిష్టమైన పరామితి
मकरदंती क्लिप,క్రోకోడైల్ క్లిప్
पार मंदन,క్రాస్ ఫేడింగ్
क्रॉस मॉडुलन,క్రాస్ మాడ్యులేషన్
"क्रॉस वार्ता, क्रॉस टाक, संकर वार्ता",క్రాస్ టాక్
पारमंद,క్రాస్ఫేడ్
" गूढ़लेखन  , गूढ़लेखिकी,  क्रिप्टोग्राफी",క్రిప్టోగ్రఫీ
क्रिस्टल,క్రిస్టల్
क्रिस्टल फिल्टर,క్రిస్టల్ ఫిల్టర్
"अनुसंकेत, इंगित",క్యూ
अनुसंकेत चिह्न,క్యూ మార్కులు
अनुसंकेत युक्ति,క్యూయింగ్ పరికరం
धारा अपवाह,ప్రస్తుత కాలువ
धारामापी,ప్రస్తుత మీటర్
धारा ट्रांसफार्मर,ప్రస్తుత ట్రాన్స్ఫార్మర్
"प्रसंकेतक, कर्सर",కర్సర్
वक्र,వక్రరేఖ
अंतक आवृत्ति,ఫ్రీక్వెన్సీని కత్తిరించండి
कर्तक,కట్టర్
साइबर कैफे,సైబర్ కేఫ్
साइबर सुरक्षा,సైబర్ భద్రతా
साइबर स्पेस,సైబర్ స్థలం
"चक्र, आवर्तन",చక్రం
चक्रीय,చక్రీయ
डी.सी. (दिष्टधारा) घटक,డి.సి. భాగం
डी.सी. प्लेट षक्ति,డి.సి. ప్లేట్ శక్తి
डी.सी. पुनः स्थापन,డి.సి. పునరుద్ధరణ
अवमंदक डायोड,డంపర్ డయోడ్
अवमंदन,డంపింగ్
अदीप्त,చీకటి
"आंकड़ा, डाटा",సమాచారం
आंकड़ा प्रसारण,డేటా ప్రసారం
आंकड़ा संपीडन,డేటా కుదింపు
"आंकड़ा प्रवेधन, डाटा प्रवेधन",డేటా డ్రిల్లింగ్
"डाटा कूटलेखन, आंकड़ा कूटलेखन",డేటా గుప్తీకరణ
आंकड़ा संचिका,సమాచార దస్తా
"डाटा संचालन, आंकड़ा संचालन",డేటా నిర్వహణ
आंकड़ा खनन,డేటా మైనింగ్
"आंकड़ा प्रक्रमण, डाटा प्रक्रमण",డేటా ప్రాసెసింగ్
"डाटा प्रक्रमक, आंकड़ा प्रक्रमक",డేటా ప్రాసెసర్
आंकड़ा लघुकृत बिट तंत्र,డేటా తగ్గించిన బిట్ సిస్టమ్
आंकड़ा सेवा,డేటా సేవ
"डाटा पत्र, आंकड़ा पत्र, डाटा शीट",సమాచార పట్టిక
"डाटा भंडारण, आंकड़ा भंडारण",డేటా నిల్వ
"डाटा प्रवाह, आंकड़ा प्रवाह",డేటా స్ట్రీమ్
आंकड़ा रूपांतरण,డేటా పరివర్తన
"डाटा संचरण, आंकड़ा संचरण",డేటా ప్రసారం
"आंकड़ा आधार,  डाटा बेस",డేటాబేస్
आंकड़ा प्रसारण,డేటాకాస్టింగ్
"आंकड़ा-लेख, डाटाग्राम",డేటాగ్రామ్
"डेसिबल मीटर, dB मीटर",DB మీటర్
अमॉडुलित प्रसारण,చనిపోయిన గాలి
पूर्ण लघु परिपथ,డెడ్ షార్ట్ సర్క్యూట్
मूक स्थल,డెడ్ స్పాట్
गतिरोध,డెడ్లాక్
दोषमार्जन कार्यक्रम,డీబగ్ ప్రోగ్రామ్
"डीबगिंग, दोषमार्जन",డీబగ్గింగ్
ध्वनि-क्षय,ధ్వని క్షయం
डेसिबल,డిసిబెల్
"दशमलव, दशमिक",దశాంశం
दशमिक कोड,దశాంశ కోడ్
दशमिक डिजिट,దశాంశ అంకె
कूटवाचन,డెసిఫరింగ్
"कूट वाचक, विकोडक",డీకోడర్
"कूट वाचन, विकोडन",డీకోడింగ్
अंकीय संचरण विकोडन,డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్
विसंपीडन,డికంప్రెషన్
वियुग्मन,డికప్లింగ్
वियुग्मन परिपथ,డికప్లింగ్ సర్క్యూట్
"वियुग्मन जालक्रम, वियुग्मन नेटवर्क",డికప్లింగ్ నెట్‌వర్క్
"विकोडन, विकूटन, विगोपन",డిక్రిప్షన్
समर्पित लाइन,అంకితమైన పంక్తి
वि-अंतः स्थापन,డి-ఎంబెడింగ్
विप्रबलन,డి-ఎంఫాసిస్
"स्वतः निर्धारित, डिफाल्ट",డిఫాల్ట్
गुणता दोष,నాణ్యతలో లోపం
"सदोष, दोषपूर्ण",లోపభూయిష్ట
"सदोष एकक, दोषपूर्ण एकक",లోపభూయిష్ట యూనిట్
"परिभाषा, स्पष्टता",నిర్వచనం
विक्षेपण,విక్షేపం
"विरूपण, विकृति",వైకల్యం
एकीकरण,డీఫ్రాగ్మెంటేషన్
"चुंबकीय विक्षेत्रण कुंडली, विगासिंग कुंडली",డి-గాస్సింగ్ కాయిల్
"डिग्री, अंश",డిగ్రీ
वि-अंतरापत्रक,డి-ఇంటర్‌లీవర్
डिले लाइन,ఆలస్యం లైన్
विलंब काल,సమయం ఆలస్యం
विलंबित फ्रेम स्मृति,ఫ్రేమ్ మెమరీ ఆలస్యం
विलंबित क्रमवीक्षण,ఆలస్యం స్కానింగ్
विलंबित तुल्यकालन संकेत,ఆలస్యం సమకాలీకరణ సిగ్నల్
"प्रदान, प्रस्तुति",డెలివరీ
"वितरण तंत्र, वितरण प्रणाली, प्रदान तंत्र, प्रदान प्रणाली",బట్వాడా వ్యవస్థ
विमॉडुलन,డెమోడ్యులేషన్
विमॉडुलक कार्ड,డెమోడ్యులేటర్ కార్డ్
विबहुसंकेतक,డెమల్టిప్లెక్సర్
क्षेत्र गहराई,ఫీల్డ్ యొక్క లోతు
अवरोहण,అవరోహణ
अभिकल्प विनिर्देश,డిజైన్ స్పెసిఫికేషన్
डेस्कटॉप,డెస్క్‌టాప్
"संसूचक उत्पाद, संसूचक निर्गत",డిటెక్టర్ అవుట్పుట్
विचलन,విచలనం
"युक्ति, साधन",పరికరం
युक्ति चालक,పరికర డ్రైవర్
नैदानिकी,విశ్లేషణ
आरेख,రేఖాచిత్రం
संवाद पथ,డైలాగ్ ట్రాక్
व्यासीय विधा,వ్యాసమైన మోడ్
"हीरक स्टाइलस, हीरक सुई",డైమండ్ స్టైలస్
"मध्यपट, तनुपट",ఉదరవితానం
तनुपटीय अवशोषक,డయాఫ్రాగ్మాటిక్ అబ్జార్బర్
द्विशाखी श्रवण,డైకోటిక్ లిజనింగ్
"डाइइलेक्ट्रिक, परावैद्युत",విద్యుద్వాహక
"डाइइलेक्ट्रिक भंग, परावैद्युत भंग",విద్యుద్వాహక విచ్ఛిన్నం- డౌన్
परावैद्युत हानि,విద్యుద్వాహక నష్టం
अंतर आवृत्ति,తేడా ఫ్రీక్వెన్సీ
अंतर आवृत्ति विरूपण,తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD)
"अंतर स्वरक, अंतर टोन",తేడా టోన్
विभेदी प्रवर्धक,అవకలన యాంప్లిఫైయర్
विवर्तन,విక్షేపం
विसारक,డిఫ్యూజర్
अंक,అంకె
"अंकीय, डिजिटल",డిజిటల్
अंकीय विरूपण साक्ष्य,డిజిటల్ ఆర్టిఫ్యాక్ట్
अंकीय श्रव्य,డిజిటల్ ఆడియో
"डिजिटल ऑडियो फिल्टर, अंकीय श्रव्य फिल्टर",డిజిటల్ ఆడియో ఫిల్టర్
"डिजिटल ऑडियो कार्य स्टेशन, अंकीय श्रव्य कार्य केन्द्र",డిజిటల్ ఆడియో వర్క్ స్టేషన్
"अंकीय कैमरा, डिजिटल कैमरा",డిజిటల్ కెమెరా
"अंकीय कंप्यूटर, डिजिटल कंप्यूटर",డిజిటల్ కంప్యూటర్
"अंकीय आंकड़ा, अंकीय डाटा",డిజిటల్ డేటా
अंकीय संपादन,డిజిటల్ ఎడిటింగ్
"अंकीय उत्तेजक, डिजिटल एक्साइटर",డిజిటల్ ఎక్సైటర్
"अंकीय फिल्टर, अंकीय निस्यंदक",డిజిటల్ ఫిల్టర్
अंकीय फ्रेम तुल्यकालक,డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్
अंकीय विरासत,డిజిటల్ వారసత్వం
अंकीय प्रतिबिंब,డిజిటల్ చిత్రం
अंकीय लाइबेरी,డిజిటల్ లైబ్రరీ
"डिजिटल मीटर, अंकीयमापी",డిజిటల్ మీటర్
अंकीय मॉडुलन,డిజిటల్ మాడ్యులేషన్
अंकीय बहुसंकेत,డిజిటల్ మల్టీప్లెక్స్
अंकीय जालक्रम,డిజిటల్ నెట్‌వర్క్
अंकीय निर्गत,డిజిటల్ అవుట్పుట్
"अंकीय प्रतिश्रवण, अंकीय प्लेबैक",డిజిటల్ ప్లేబ్యాక్
विष्वव्यापी अंकीय रेडियो,డిజిటల్ రేడియో మొండియాల్ (DRM)
अंकीय अभिलेखन,డిజిటల్ రికార్డింగ్
अंकीय क्रांति,డిజిటల్ విప్లవం
अंकीय संकेत,డిజిటల్ సిగ్నల్
डिजिटल सिगनल प्रक्रमण,డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP)
"अंकीय हस्ताक्षर, अंकीय चिd",డిజిటల్ సంతకం
"अंकीय प्रौद्योगिकी , डिजिटल प्रौद्योगिकी",డిజిటల్ టెక్నాలజీ
अंकीय-अनुरूप परिवर्तक,డిజిటల్ టు అనలాగ్ కన్వర్టర్
"अंकीय –ष्य, डिजिटल वीडियो",డిజిటల్ వీడియో
अंकीय वोल्टतामापी,డిజిటల్ వోల్టమీటర్
अंकरूपण,డిజిటలైజేషన్
"अंकरूपण, अंकीकरण",డిజిటలైజేషన్
"अंकीकृत –ष्य, अंकीकृत वीडियो",డిజిటలైజ్డ్ వీడియో
"अंकक, अंकरूपक",డిజిటైజర్
मंद,మసక
"विमा, विस्तार",పరిమాణం
मंदक,మసకబారిన
डायोड,డయోడ్
नति,ముంచు
द्विसंकेतक,డిప్లెక్సర్
द्विधुवी ऐन्टेना,డైపోల్ యాంటెన్నా
सीधा प्रसारण,ప్రత్యక్ష ప్రసారం
दिष्टधारा (डी सी),ప్రత్యక్ష కరెంట్
"सीधा पिकअप, पकड़ना",ప్రత్యక్ష పికప్
प्रत्यक्ष पठन यंत्र,ప్రత్యక్ష పఠన పరికరం
प्रत्यक्ष अभिलेखन,ప్రత్యక్ష రికార్డింగ్
दिशिक ऐन्टेना,డైరెక్షనల్ యాంటెన్నా
दिशिक युग्मक,డైరెక్షనల్ కప్లర్
दिशिक माइक्रोफोन,డైరెక్షనల్ మైక్రోఫోన్
"दिशात्मकता, दिशिकता",డైరెక్టివిటీ
निर्देशिका,డైరెక్టరీ
असमर्थ,డిసేబుల్
डिस्क ऐन्टेना,డిస్క్ యాంటెన్నా
डिस्क आधारित भंडारण,డిస్క్ ఆధారిత నిల్వ
"अलग, विविक्त, भिन्न",వివిక్త
"डिस्क, चक्रिका",డిస్క్
"डिस्क ड्राइव, चालक",డిస్క్ డ్రైవ్
डिस्क नियतांश,డిస్క్ కోటా
डिस्केट,డిస్కెట్
"विस्थापन, प्रभ्रंश",తొలగుట
"प्रकीर्णन, परिक्षेपण",చెదరగొట్టడం
विस्थापन,స్థానభ్రంశం
प्रदर्शित करना; प्रदर्श,ప్రదర్శన
प्रदर्श एकक (कन्सोल),ప్రదర్శన యూనిట్ (కన్సోల్)
क्षय,వెదజల్లడం
"बेसुरापन, असंनादिता",వైరుధ్యం
आसुत जल,పరిశుద్ధమైన నీరు
विरूपण,వక్రీకరణ
वितरण,పంపిణీ
वितरण प्रवर्धक,పంపిణీ యాంప్లిఫైయర్
"विभाजन, प्रभाग",విభజన
भाजक,విభజన
"प्रलेख, दस्तावेज",పత్రం
"डोल्बी अंकीय, डोल्बी डिजिटल",డాల్బీ డిజిటల్
प्रक्षेत्र,డొమైన్
प्रक्षेत्र नियंत्रक,డొమైన్ కంట్రోలర్
डॉप्लर प्रभाव,డాప్లర్ ప్రభావం
द्विधुव,ద్వారం)
द्विधुव एकल क्षेप स्विच,డబుల్ పోల్ సింగిల్ త్రో స్విచ్
"द्विपार्ष्व चक्रिका, द्विपार्ष्व डिस्क",డబుల్ సైడెడ్ డిస్క్
द्विक,డబుల్
अधोगामी तरंग,డౌన్ రాబోయే వేవ్
अनुप्रवाह,డౌన్ స్ట్రీమ్
"अधोयोजन, डाउनलिंक",డౌన్‌లింక్
"डाउनलोड, अधोभार",డౌన్‌లోడ్
अधोभारण,డౌన్‌లోడ్
" आरेखण , आहरण",డ్రాయింగ్
"प्रवेधन बिट, बरमा अणी",డ్రిల్లింగ్ బిట్
प्रवेधन यंत्र,డ్రిల్లింగ్ మెషిన్
"चालन, ड्राइव",డ్రైవ్
"ड्रम, ढोल",డ్రమ్
शुष्क बल्ब तापमान,పొడి బల్బ్ ఉష్ణోగ్రత
शुष्क सेल,పొడి సెల్
"ड्राई सोल्डर, विफल सोल्डर",డ్రై టంకము
द्वि चैनल विधा,ద్వంద్వ ఛానల్ మోడ్
"डबीकरण, काट-छाँट, अंतरण",డబ్బింగ్
"निष्फल, निरर्थक",డడ్
निपात,డంప్
द्वैध,డ్యూప్లెక్స్
अवधि,వ్యవధి
"धूल, धूलि",దుమ్ము
धूलि दोष,డస్ట్ బగ్
धूलि रोधी,డస్ట్ ప్రూఫ్
"झाड़न, धूलित्र",డస్టర్
"गतिक, गतिशील",డైనమిక్
गतिक बिट नियतन,డైనమిక్ బిట్ కేటాయింపు
गतिक अंतरामॉडुलन विरूपण,డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM)
"गतिक क्वांटमन, गतिक क्वांटमीकरण",డైనమిక్ పరిమాణీకరణ
गतिक परास,డైనమిక్ పరిధి
गतिक परास नियंत्रण,డైనమిక్ పరిధి నియంత్రణ
डाइनेमो,డైనమో
"कर्णफोन, ईयरफोन",చెవి ఫోన్
भूमि,భూమి
भू-उभार,భూమి ఉబ్బెత్తు
भू-प्रतिरोध,భూమి నిరోధకత
भू-छड़,ఎర్త్ రాడ్
भू-उपग्रह,ఎర్త్ ఉపగ్రహం
भू-केंद्र,ఎర్త్ స్టేషన్
भू-टर्मिनल,ఎర్త్ టెర్మినల్
"भू-संपर्क करना, भू-संपर्कन",ఎర్తింగ్
प्रतिध्वनि,ఎకో
प्रतिध्वनि कक्ष,ఎకో చాంబర్
भंवर धारा,ఎడ్డీ కరెంట్
भंवर धारा हानि,ఎడ్డీ కరెంట్ నష్టం
"एजवाइज मीटर, अधिकोर मापी",ఎడ్జ్వైస్ మీటర్
संपादन,ఎడిటింగ్
प्रभावी ऐन्टेना ऊंचाई,ప్రభావవంతమైన యాంటెన్నా ఎత్తు
प्रभावी ऐन्टेना लंबाई,ప్రభావవంతమైన యాంటెన్నా పొడవు
प्रभावी वोल्टता,ప్రభావవంతమైన వోల్టేజ్
दक्षता,సామర్థ్యం
प्रत्यास्थता,స్థితిస్థాపకత
विद्युत् विसर्जन,విద్యుత్ ఉత్సర్గ
विद्युत् क्षेत्र,ఎలక్ట్రిక్ ఫీల్డ్
विद्युत् फ्लैश,ఎలక్ట్రిక్ ఫ్లాష్
विद्युत् तापक,విద్యుత్ హీటర్
विद्युत् मापी,ఎలక్ట్రిక్ మీటర్
विद्युत् मोटर,విద్యుత్ మోటారు
"बिजली का झटका, विद्युत् प्रघात",విద్యుదాఘాతం
"विद्युत् चिनगारी, विद्युत् स्फुलिंग",ఎలక్ట్రిక్ స్పార్క్
विद्युत् उपकरण,విద్యుత్ ఉపకరణం
विद्युत् रव,విద్యుత్ శబ్దం
विद्युत् तूफान,విద్యుత్ తుఫాను
विद्युत् चालित वाद्यसंगीत यंत्र,విద్యుత్తుతో పనిచేసే సంగీత పరికరం
विद्युत्,విద్యుత్
विद्युत् प्रदाय,విద్యుత్ సరఫరా
विद्युत् गतिक,ఎలెక్ట్రోడైనమిక్
विद्युत् अपघटनी संधारित्र,ఎలక్ట్రోలైటిక్ కెపాసిటర్
विद्युत्चुंबकीय,విద్యుదయస్కాంత
