Tamil,English
மேசை கால்குலேட்டர்,desk calculator
"அடையாளம், கண்டறிதல்",detection
"நிர்ணயம் செய்பவர், தீர்மானிப்பவர், தீர்மானிப்பவர்",determinant
தீர்மானிக்கும் ஒழுங்கு,determinant rank
தீர்மானிக்க,determine
தீர்மானிக்கும் மாதிரி,deterministic model
தீர்மானிக்கும் பிரச்சனை,deterministic problem
விலகல்,deviation
விலகல் குணகம்,deviation coefficient
பைனரி அமைப்பு,diadic system
"மூலைவிட்ட ஹைப்போடென்யூஸ்,",diagonal
அணி மூலைவிட்டமாக்கல்,diagonalization of a matrix
"மூலைவிட்ட அணி, மூலைவிட்ட அணி",diagonal matrix
மூலைவிட்ட சமத்துவம்,diagonal similarity
வரைபடம்,diagram
வரைதல் முறை,diagrammatic method
வரைகலை பிரதிநிதித்துவம்,diagrammatic presentation
விட்டம்,diameter
விட்டம் அமைக்கவும்,diameter of a set
முற்றிலும் எதிர்,diametrically opposite
"குறுக்குவெட்டு, பகடை வீசு",dice throw
நீர்வீழ்ச்சி வகைப்பாடு,dichotomous classification
"பிளவு, பாதி",dichotomy
அகராதி,dictionary order
வேறுபட்ட கணக்கீடு,difference calculus
வகையீட்டு சமன்பாடு,difference equation
வேறுபட்ட சூத்திரம்,difference formula
வேறுபட்ட முறை,difference method
தொகுப்புகளின் வேறுபாடு,difference of sets
வேறுபடுத்தக்கூடியது,differentiable
வேறுபட்ட வளைவு,differentiable curve
வேறுபட்ட செயல்பாடு,differentiable function
"வேறுபாடு, வேறுபாடு, வேறுபாடு, இடைநிலை, இடைநிலை, வேறுபாடு",differential
வேறுபட்ட கணிதம்,differential calculus
வேறுபட்ட குணகம்,differential coefficient
வகையீட்டு சமன்பாடு,differential equation
வேறுபட்ட மோதல்,differential form
வேறுபட்ட சூத்திரம்,differential formula
வேறுபட்ட செயல்பாடு,differential function
வேறுபட்ட வடிவவியல்,differential geometry
உயர் வரிசை வேறுபாடு,differential of higher order
வேறுபட்ட பிரிவு,differential quotient
வேறுபடுத்தி,differentiate
"வேறுபாடு, வேறுபாடு",differentiation
வேறுபட்ட சூத்திரம்,differentiation formula
திசையன் வேறுபாடு,differentiation of vector
"பரவல், பரவல்",diffusion
"எண், டயடம், விரல்",digit
டிஜிட்டல் கணினி,digital computer
அங்கி தத்,digital data
"அளவு, அகலம், பரிமாணம், சக்தி",dimension
பரிமாணம்,dimensionality
பரிமாணமற்ற,dimensionless
சமன்பாடு பரிமாணம்,dimension of an equation
டியோபாண்டஸ் சமன்பாடு,diophantine equation
வீழ்ச்சியின் கோணம்,dip angle
இருமுனை ஒருங்கிணைப்புகள்,dipolar coordinates
இருமுனை,dipole
இருபிரமிட்,dipyramid (bipyramid)
dirac டெல்டா செயல்பாடு,Dirac delta function
பொதுவான தொடுகோடு,direct common tangent
வலது கோணம்,directed angle
நேரடியான இணைப்பு,directed line
விண்வெளி வழித்தோன்றல்,directional derivative
"டிகோசின், டிகோ-கொசைன்",direction cosine
அதிகபட்ச திசை,direction of maxima
திட்ட திசை,direction of projection
திசை விகிதம்,direction ratio
ஒழுங்குமுறை வட்டம்,director circle
ஒழுங்குமுறை வட்டம்,director sphere
அனுலோமா தயாரிப்பு,direct product
"நேரடி ஆதாரம், நேரடி ஆதாரம்",direct proof
வரிசை விகிதம்,direct proportion
விதி,directrix
அனுலோம தொகை,direct sum
பிரிக்கப்பட்ட தொகுப்பு,disconncted sets
"இடைநிறுத்தம், இடைநிறுத்தம், முறிவு",discontinuity
வழித்தோன்றலின் தொடர்ச்சியின்மை,discontinuity of derivative
முதல் வகை இடைநிறுத்தம்,discontinuity of the first kind
இரண்டாவது வகை இடைநிறுத்தம்,discontinuity of the second kind
இடைவிடாத விநியோகம்,discontinuous distribution
இடைவிடாத செயல்பாடு,discontinuous function
இடைவிடாத மாறுபாடு,discontinuous variate
துகள்கள்,discrete
இடைவிடாத விநியோகம்,discrete distribution
இடைவிடாத நிகழ்தகவு விநியோகம்,discrete probability distribution
இடைவிடாத சீரற்ற மாறி,discrete random variable
இடைவிடாத மாதிரி இடம்,discrete sample space
தனித்த மொத்த,discrete set
தனித்துவமான மக்கள் தொகை,discrete space
தனித்துவமான நிலை,discrete topology
இடைவிடாத மாறுபாடு,discrete variate
விநியோக வரி,discriminant
பாரபட்சமான பகுப்பாய்வு,discriminatory analysis (=discriminant analysis)
பிரிந்த,disjoint
முரண்பட்ட நிகழ்வு,disjoint events
பிரிக்கப்பட்ட தொகுப்பு,disjoint sets
இணையான செருகல்,disjoint union
"விலகல், பகுத்தறிவுத் தொகை",disjunction
"சிதறல், சிதறல்",dispersion
சிதறல் விளக்கப்படம்,dispersion chart
சிதறல் குறியீடு,dispersion constant
சிதறல் வரைபடம்,dispersion diagram
சிதறல் அணி,dispersion matrix (=covariance matrix)
இடப்பெயர்ச்சி,displacement
கண்காட்சி,display
பணியகம்,display unit (=consol)
"சீரற்ற, சீரற்ற",dissimilar
சிதறடிக்கும் சக்தி,dissipative forces
தூர செயல்பாடு,distance function
தூர மாடுலஸ்,distance modulus
விநியோகிக்காதது,distribution-free method
"விநியோக விதி, விநியோக விதி",distributive law
"கலைக்க, கலைக்க",diverge
"வேற்றுமை, வேற்றுமை, வேற்றுமை",divergence
வேறுபாடு தேற்றம்,divergence theorem
மாறுபட்ட,divergent
மாறுபட்ட வரம்பு,divergent series
பிளவு வேறுபாடு,divided difference
"வகுத்தல், வகுத்தல்",divisibility
"வகுபடக்கூடிய, வகுபடக்கூடிய",divisible
"பிரிவு, பிரிவு, பிரிவு",division
பிரிவு அல்காரிதம்,division algorithm
பிளவு வளையம்,division ring
நாற்கர,dodecagon
தசாகோணம்,dodecahedron
"டொமைன், டொமைன், மாகாணம், பிரதேசம்",domain
செயல்பாட்டின் களம்,domain of a function
வரையறை-மாகாணம்,domain of definition
இருப்பு நிலை,domain of existence
மேலெழுந்து சாதனம்,dominant strategy
டாப்ளர் விளைவு,doppler effect
"புள்ளி தயாரிப்பு, அளவிடல் தயாரிப்பு",dot product
புள்ளியிடப்பட்ட வளைவு,dotted curve
இரட்டை வேறுபாடு,double differentiation
இரட்டை அதிவேக விநியோகம்,double exponential distribution
இரட்டை சுருள்,double helix
பைனரி ஒருங்கிணைப்பு,double integral
பைனரி ஒருங்கிணைப்பு,double integration
இரட்டை வரம்பு,double limit
இரட்டை மாதிரி நிகழ்வு,double sampling plan
இரட்டை வரிசை,double sequence
இரட்டை தொடர்,double series
இரட்டை இணைக்கப்பட்ட குறியீடு,double suffix notation
இரட்டை தொகுப்பு,double summation
கீழ்நோக்கிய முடுக்கம்,downward acceleration
கீழ்நோக்கிய இடப்பெயர்ச்சி,downward displacement
கீழ்நோக்கிய இயக்கம்,downward motion
கீழ்நோக்கிய வேகம்,downward velocity
இழுவை,drag
இழுவை சக்தி,drag force
"இரட்டை இருமை,",dual
இரட்டை அடிப்படை,dual basis
இரட்டை உள் தயாரிப்பு,dual inner product
இரட்டை நேரியல் நிரலாக்க சிக்கல்,dual linear programming problem
"இரட்டை செயல்பாடு, இரட்டை செயல்பாடு",dual operation
இரட்டை பிரச்சனை,dual problem
இரட்டை ஒற்றை அல்காரிதம்,dual simplex algorithm
இரட்டை ஒற்றை முறை,dual simplex technique
இரட்டை இடம்,dual space
இரட்டை மாறி,dual variable
இரட்டை திசையன் இடம்,dual vector space
அமைதியான குறியீடு,dummy index
அமைதியான அடிக்குறிப்பு,dummy subscript
அமைதியான ஒப்பந்தம்,dummy suffix
அமைதியான மாறி,dummy variable
நகல்,duplicator process
மாறும்,dynamical
மாறும் அமைப்பு,dynamical system
மாறும் தேவை செயல்பாடு,dynamic demand function
டைனமிக் மாதிரி,dynamic model
மாறும் நிரலாக்க,dynamic programming
மாறும் நிரலாக்க அணுகுமுறை,dynamic programming approach
டைனமிக் நிரலாக்க நுட்பங்கள்,dynamic programming technique
"இயக்கவியல், இயக்கவியல்",dynamics
துகள் இயக்கவியல்,dynamics of a particle
கடினமான உடல் இயக்கவியல்,dynamics of rigid bodies
"பூமி, பூமி, பூமி, பூமி, பூமி, பூமி, பூமி தொடர்பு (ver.)",earth
பூகம்பத்தின் தீவிரம்,earthquake intensity
விசித்திரத்தன்மை,eccentricity
அனுமானம்,eclipse
பொருளாதார கணிப்பு,econometric forecast
பொருளாதார நிபுணர்,econometrician
பொருளாதார அளவியல்,econometrics
பொருளாதாரம்,economics
"கோர், விளிம்பு, கண்ணீர்",edge
ஒட்டுமொத்த மையத்தை எதிர்கொள்ளும்,edge of a convex set
செயல்திறன் குறியீடு,efficiency factor
பண்பு உறுப்பு,eigen element
பண்பு செயல்பாடு,eigen function
"ஈஜென் மதிப்பு, பண்பு மதிப்பு",eigen value
பண்பு மதிப்பு சமன்பாடு,eigen value equation
"ஈஜென் திசையன், பண்பு திசையன்",eigen vector
மீள்,elastic
மீள் நடிகர்,elastic constant
மீள் சமநிலை,elastic equilibrium
நெகிழ்ச்சி,elasticity
நெகிழ்ச்சி பக்கம்,elasticity surface
"மின்னணு கணினி, மின்னணு கணினி",electronic computer
"உறுப்பு, உறுப்பு, உறுப்பு",element
ஆரம்ப நெடுவரிசை செயல்பாடு,elementary column operation
ஆரம்ப நிகழ்வு,elementary event
ஆரம்ப செயல்பாடு,elementary function
துவக்க செயல்பாடு,elementary operation
ஆரம்ப முடிவுகள்,elementary outcome
ஆரம்ப நிகழ்தகவு விதி,elementary probability law
தொடக்க வரி செயல்பாடு,elementary row operation
"அழித்து, அழித்து,",eliminate
தீர்வு செயல்முறை,elemination procedure
"நீள்வட்டம், நீள்வட்டம்",ellipse
நீள்வட்டம்,ellipsoid
நீள்வட்டம்,ellipsoidal
நீள்வட்ட மேற்பரப்பு,ellipsoidal surface
நீள்வட்ட உடல்,elliptical body
உட்பொதித்தல்,embedding
உமிழ்வுகள்,emission
அனுபவ நம்பிக்கை,empirical data
அனுபவ சூத்திரம்,empirical formula
அனுபவ நிகழ்தகவு,empirical probability
அனுபவ உறவு,empirical relation
வெற்று தொகுப்பு,empty set
கட்டுப்பட்டது,enclosed
"குறியாக்கம், குறியாக்கம்",encoding
இயங்கக்கூடிய தன்மை,endomorphism
இறுதி புள்ளி,end point
வகுப்பு இடைவெளியின் இறுதிப் புள்ளி,end point of class interval
ஆற்றல்,energy
ஆற்றல் வேக கூறு,energy momentum component
நுழைவு மாறி,entering variable
கணக்கிடக்கூடிய தொகுப்பு,enumerable set
"எண்ணு, எண்ணு",enumeration
"சம, சம, சம, சம",equal
"சமத்துவம், சமத்துவம்",equality
வாய்ப்பு,equally likely
கூட நிகழ்தகவு தேர்வு முறை,equal probability selection method (=epsem)
சமன்,equate
"சமன்பாடு, சமன்பாடு",equation
இருபடி சமன்பாடு,equation of first degree
இருபடி சமன்பாடு,equation of second degree
இருபடி சமன்பாடு,equation of third degree
"பூமத்திய ரேகை, பூமத்திய ரேகை, நடுக்கோடு",equator
சீரான,equicontinuous
சமபக்க,equilateral
"சமநிலை, சமநிலை, சமநிலை",equilibrium
சக்தி சமநிலை,equilibrium of forces
சமநிலை புள்ளி,equilibrium point
சமத்துவம்,equivalence
சமநிலை வகுப்பு,equivalence class
சமமான உறவு,equivalence relation
"சமமான, சமமான (வி.), சமமான (எட்.)",equivalent
சமமான மேட்ரிக்ஸ்,equivalent matrix
சமமான தொகுப்பு,equivalent set
போக்குகள்,ergodicity
"பிழை, தவறு, தவறு, துல்லியமின்மை",error
பிழை பகுப்பாய்வு,error analysis
பிழை குறியீடு,error code
பிழை குணகம்,error coefficient
சதுர சராசரி பிழை,error of mean square
முதல் வகை பிழை,error of the first kind
இரண்டாவது வகை பிழை,error of the second kind
தப்பிக்கும் நிகழ்தகவு,escape probability
தப்பிக்கும் வேகம்,escape velocity
E. ஷ்மிட்டின் அணிதிரட்டல் செயல்முறை,E. Schmidt's orthogonalization process
சகஜமாகப்பழகு,escribed circle
"அத்தியாவசியமான, அத்தியாவசியமான",essential
கிட்டத்தட்ட தனித்துவமானது,essentially unique
"மதிப்பிடுவதற்கு, மதிப்பிடுவதற்கு (ver.), மதிப்பிடுவதற்கு (ed.)",estimate
மதிப்பீட்டு முறை,estimation method
யூக்ளிடியன் ஆயத்தொகுப்புகள்,Euclidean coordinate
யூக்ளிடியன் டொமைன்,Euclidean domain
யூக்ளிடியன் வடிவியல்,Euclidean geometry
யூக்ளிடியன் n-வெளி,Euclidean n-space
யூக்ளிடியன் விமானம்,Euclidean plane
ஆய்லரின் தேற்றம்,Euler's theorem
"மதிப்பிடு, மதிப்பிடு",evaluate
கூட,even
கூட வளைவு,even curve
கூட செயல்பாடு,even function
கூட பயனற்றது,even multiple
இரட்டைப்படை எண்,even number
ஒற்றைப்படை சமச்சீர்,even odd symmetry
வரிசைமாற்றம் கூட,even permutation
"நிகழ்வு, அத்தியாயம்",event
ஐசோமெட்ரிக்,even term
"துல்லியமான, துல்லியமான, சரியாக",exact
துல்லியமான சி-சதுர சோதனை,exact chi-square test
சரியான வேறுபாடு,exact differential
சரியான சமன்பாடு,exact equation
உதாரணமாக,example
பரிமாற்றம்,exchange
குறிப்பிட்ட நிகழ்வு,exhaustive event
இருத்தலியல் கோட்பாடு,existence axiom
உயிர்வாழும் நிகழ்தகவு,existence probability(= a priori probability)
இருப்பு தேற்றம்,existence theorem
வெளிப்புற மாறி,exogenous variable
"பரவியது, பரவியது",expansion
எதிர்பார்ப்பு செயல்பாடு,expectation function
எதிர்பார்க்கப்படும் அதிர்வெண்,expected frequency
எதிர்பார்க்கப்படும் மதிப்பு,expected value
பரிசோதனை,experiment
"சோதனை பிழை, சோதனை பிழை",experimental error
"விளக்கம், விளக்கம்",explanation
தெளிவான சமன்பாடு,explicit equation
தெளிவாக,explicit form
தெளிவான செயல்பாடு,explicit function
தெளிவான தீர்வு,explicit solution
அடுக்கு,exponent
அதிவேக வளைவு,exponential curve
அதிவேக நிகழ்தகவு செயல்பாடு,exponential density function
அதிவேக விநியோகம்,exponential distribution
அதிவேக சமன்பாடு,exponential equation
அதிவேக செயல்பாடு,exponential function
"அதிவேக வளர்ச்சி, அதிவேக வளர்ச்சி",exponential growth
அதிவேக விதி,exponential law
அதிவேக வரைபடம்,exponential map
"அதிவேகத் தொடர், அதிவேகத் தொடர்",exponential series
"வெளிப்பாடு, வெளிப்பாடு, முகபாவனை, வெளிப்பாடு",expression
நீட்டிக்கப்பட்ட இடைவெளி,extended interval
அதிகரித்த உண்மையான வரி,extended real line
நீட்டிக்கப்பட்ட உண்மையான எண் அமைப்பு,extended real number system
மேப்பிங் நீட்டிப்பு,extension of a mapping
வெளிப்புற கோணம்,exterior angle
வெளி மண்டலம்,exterior area
வெளிப்புற புள்ளி,exterior point
வெளிப்புற,external
முன்னறிவிப்பு மதிப்பின் விரிவாக்கம்,extrapolation of trend value
எக்ஸ்ட்ராபோலேஷன் நுட்பம்,extrapolation technique
உச்ச மதிப்பு,extremal value
"தீவிர, முடிவு, தீவிர, உச்சம்",extreme
உயர் முனை,extreme point
எதிர் தொகுப்பின் தீவிர புள்ளி,extreme point of convex set
செயல்பாட்டின் தீவிர மதிப்பு,extremum of a function
தீவிர பண்புகள்,extremum property
"முகம், பக்கம், முன்",face
முக மதிப்பு,face value
"கூறு, காரணி, காரணி, உட்பிரிவு,",factor
காரணி பகுப்பாய்வு,factor analysis
துண்டு துண்டாக,factored
காரணியான,factorial
பல காரணி வடிவமைப்பு,factorial design
காரணியாக்கம்,factorization
காரணியாக,factorise
நீதி விளையாட்டு,fair game
"மெய்நிகர், தவறான, குறியீடு",FALSE
"குடும்பம், குடும்பம், குலம், குடும்பம்",family
மொத்த வட்டம்,family of circles
வளைவு மொத்தம்,family curves
செயல்பாடுகளின் குடும்பம்,family of functions
வரி மொத்தம்,family of lines
பிரதி,facsimile
எஃப்-விநியோகம்,F-distribution
நிலையான அடிப்படை தீர்வு,feasible basic solution
இணக்கமான தீர்வு,feasible solution
"ரீசார்ஜ், மறு முதலீடு",feed back
ஃபெர்மாவின் சட்டம்,Fermat principle
ஃபெர்மாவின் தேற்றம்,Fermat's theorem
ஃபெர்மி-டிராக்-புள்ளிவிவரங்கள்,Fermi-Dirac statistics
ஃபைபோனச்சி எண்கள்,Fibonacci number
ஃபைபோனச்சி வரம்பு,Fibonacci series
"வயல், வயல், வயல், வயல்",field
இறுதி வேகம்,final velocity
"வரையறுக்கப்பட்ட, வரையறுக்கப்பட்ட",finite
வரையறுக்கப்பட்ட அடிப்படை,finite basis
வரையறுக்கப்பட்ட தசம,finite decimal
வரையறுக்கப்பட்ட வேறுபாடு,finite difference
வரையறுக்கப்பட்ட வேறுபாடு முறை,finite difference method
வரையறுக்கப்பட்ட பரிமாணம்,finite dimensional
வரையறுக்கப்பட்ட பரிமாண திசையன்,finite dimensional vector space
வரையறுக்கப்பட்ட விளையாட்டு,finite game
வரையறுக்கப்பட்ட வடிவியல்,finite geometry
வரையறுக்கப்பட்ட ஒருங்கிணைந்த,finite intersection
இறுதித்தன்மை,finite many
வரையறுக்கப்பட்ட மார்க்கோவ் சங்கிலி,finite Markov chain
finiteness ஆதாரம்,finiteness proof
வரையறுக்கப்பட்ட எண்,finite number
வரையறுக்கப்பட்ட மக்கள் தொகை,finite population
வரையறுக்கப்பட்ட நிகழ்தகவு,finite probability
இறுதி தரம்,finite series
வரையறுக்கப்பட்ட தொகுப்பு,finite set
வரையறுக்கப்பட்ட வேகம்,finite velocity
வரையறுக்கப்பட்ட அளவு,finite volume
"கலக்கவும், சரிசெய்யவும்",fitting
வளைவு சரிசெய்தல்,fitting of curve
நேர் கோடு சரிசெய்தல்,fitting of straight line
நிலையான புள்ளி தேற்றம்,fixed point theorem
நிலையான மாதிரி,fixed sample
விமான வேகம்,flight velocity
மிதக்கும் புள்ளி கணக்கீடு,floating point arithmetic
"மிதக்கும் புள்ளி அமைப்பு, மிதக்கும் புள்ளி அமைப்பு",floating point system
ஓட்ட விளக்கப்படம்,flow chart
ஓட்டம் வேகம்,flow velocity
திரவ இயக்கவியல்,fluid dynamics
"குவிய, குவிய, குவிய",focal
குவிய நாண்,focal chord
குவிய தூரம்,focal distance
குவியத்தூரம்,focal length
"தொப்புள், கவனம், தோற்றம்",focus
"கால், கால், கால்",foot
ஆர்த்தோகனல்,foot of perpendicular
புவியீர்ப்பு விசை,force of gravity
முன்னறிவிப்பு,forecasting
சூத்திரம்,formula
த்ரெடிங்,formulate
"வடிவமைத்தல், வடிவமைத்தல், உருவாக்குதல்",formulation
முன்னோக்கி,forward difference
முன்னோக்கி செருகுதல்,forward interpolation
கணிதத்தின் அடித்தளம்,foundation of mathematics
நான்கு வகை பகுப்பாய்வு,Fourier's analysis
நான்கு தொடர்,Fourier's series
ஃபோரியர் மாற்றம்,Fourier's transform
வெவ்வேறு,fraction
பகுதி ஆயத்தொலைவுகள்,fractional coordinate
பின்ன எண்,fractional number
பகுதி நிரலாக்கம்,fractional programming
இலவச பாதை,free path
இலவச திசையன் இலவச திசையன்,free vector
"அதிர்வெண், அதிர்வெண்",frequency
அதிர்வெண் நெடுவரிசை,frequency column
"அதிர்வெண் வளைவு, அதிர்வெண் வளைவு",frequency curve
அதிர்வெண் விநியோகம்,frequency distribution
அதிர்வெண் ஹிஸ்டோகிராம்,frequency histogram
நிகழ்வு அதிர்வெண்,frequency of occurrence
அதிர்வெண்-பலகோணம்,frequency polygon
அதிர்வெண் அட்டவணை,frequency table
விரக்தி,frustum
பிரமிட் விரக்தி,frustum of a pyramid
ஷெல் விரக்தி,frustum of a sphere
முழு பரவல்,full expansion
"செயல்பாடுகள், செயல்பாடுகள், பண்புகள் (குழுக்கள்)",function
செயல்பாடு பகுப்பாய்வு,functional analysis
"அசல், அசல்",fundamental
அடிப்படை தேற்றம்,fundamental theorem
இயற்கணிதத்தின் அடிப்படை தேற்றம்,fundamental theorem of algebra
"கேலக்ஸி, ஸ்கை-கங்கா",galaxy
கலோயிஸ் பகுதி,Galois field
கலோயிஸ் குழு,Galois group
சூதாட்டக்காரரின் நிதி,gambler's ruin
விளையாட்டுகள் மற்றும் தந்திரங்கள்,game and move
வாய்ப்பு விளையாட்டு,game of chance
பகடை விளையாட்டு,game of dice
விளையாட்டு கோட்பாடு,games theory
சரியான நினைவக விளையாட்டுகள்,games with perfect recall
விளையாட்டு மதிப்பு,game value
காமா செயல்பாடு,gamma function
காஸ்-ஆர்கான் பிளாட்,Gauss-Argand plane
காஸ்-வளைவு,Gaussian curve
காஸியன் தீர்வு,Gaussian elimination
காஸ்-விமானம்,Gaussian plane
காஸ்-முக்கியத்துவம் சரிசெய்தல்,Gauss-Jordan reduction
பரந்த நிலை,general case
பொது ஒருங்கிணைப்பு தேற்றம்,general convergence theorem
பொது சமன்பாடு,general equation
விரிவான காரணி,general factor
"பொது வடிவம், பரந்த",general form
பொது சூத்திரம்,general formula
பரந்த விளையாட்டு,general game
பொது மதிப்பீடு,general inference
விரிவான ஒருங்கிணைந்த,general integral
பொதுமைப்படுத்தல்,generalization
பொதுவான துணை விதி,generalised associative law
பொதுவான தொடர்ச்சியான கருதுகோள்,generalised continuum hypothesis
பொதுவான இறங்கு செயல்பாடு,generalised convex function
பொதுவான ஆயத்தொகுப்புகள்,generalised coordinates
பொதுவான ஈஜென் மதிப்பு சிக்கல்,generalised eigen value problem
பொது ஒருங்கிணைப்பு தேற்றம்,general convergence theorem
பொது சமன்பாடு,general equation
விரிவான காரணி,general factor
"பொது வடிவம், பரந்த",general form
பொது சூத்திரம்,general formula
பரந்த விளையாட்டு,general game
பொது மதிப்பீடு,general inference
விரிவான ஒருங்கிணைந்த,general integral
பொதுமைப்படுத்தல்,generalization
பொதுவான துணை விதி,generalised associative law
பொதுவான தொடர்ச்சியான கருதுகோள்,generalised continuum hypothesis
பொதுவான இறங்கு செயல்பாடு,generalised convex function
பொதுவான ஆயத்தொகுப்புகள்,generalised coordinates
பொதுவான ஈஜென் மதிப்பு சிக்கல்,generalised eigen value problem
"குலப் பெயர், வர்க்கப் பெயர், சாதிப் பெயர்",generic name
பக்க எண்,genus of surface
"மாற்று, புவிசார்",geodesic
வடிவியல்,geometrical
வடிவியல் வடிவமைப்பு,geometrical construction
வடிவியல் சராசரி,geometrical mean
வடிவியல் பெருக்கம்,geometrical multiplicity
வடிவியல் நிகழ்தகவு,geometrical probability
வடிவியல் முன்னேற்றம்,geometrical progression
வடிவியல் தொடர்,geometrical series
வடிவியல் உருவம்,geometrical shape
வடிவியல் எண்கணித தொடர்,geometrico arithmetic series
"வடிவியல், வடிவியல்",geometry
உலகளாவிய அதிகபட்சம்,global maximum
உலகளாவிய குறைந்தபட்ச சொத்து,global property
உலகளாவிய குறைந்தபட்சம்,global minimum
உலகளாவிய உகந்தது,global optimum
உலகளாவிய சொத்து,global property
உலகளாவிய அணுகல் புள்ளி,global saddle point
வழுவழுப்பு,goodness of fit
தரவரிசை தொடர்பு,grade correlation
வகைப்படுத்தப்பட்ட தரவு,graded data
"சாய்வு, சாய்வு",gradient
சாய்வு அடர்த்தி,gradient density
வரி சாய்வு,gradient of line
வேகம் சாய்வு,gradient of velocity
சாய்வு திசையன்,gradient vector
சாய்வு வேகம்,gradient velocity
"கிரேடிங், கிரேடிங், கிரேடிங், லெவல் பேலன்சிங்",grading
தர பகுப்பாய்வு,grading analysis
கிராம்,gram
கிராம் வகுத்தல்,Gram determinant
கிராம்-ஷ்மிட் அணிதிரட்டல் செயல்முறை,Gram - Schmidt orthogonalization process
பெரிய சராசரி,grand mean
சர்வயோகம்,grand total
"வரைபடம், வரைபடம், வரைபடம்",graph
வரைகலை,graphic
"வரைகலை, வரைபடம்",graphical
வரைகலை கணக்கீடு,graphical computation
"வரைகலை வடிவமைப்பு, வரைகலை வடிவமைப்பு",graphical construction
வரைகலை ஒருங்கிணைப்பு,graphical integration
வரைகலை செருகல்,graphical interpolation
கிராஃபிக் முறை,graphical method
"வரைகலை பிரதிநிதித்துவம், வரைகலை பிரதிநிதித்துவம்",graphical representation
"கிராஃபிக் ரெசிபிகள், கிராஃபிக்",graphic expression
"வரைபடத் தாள், சதுரக் காகிதம், வரைபடத் தாள்",graph paper
"ஈர்ப்பு, ஈர்ப்பு",gravitation
ஈர்ப்பு முடுக்கம்,gravitational accelaration
"ஈர்ப்பு, ஈர்ப்பு ஈர்ப்பு",gravitational attraction
ஈர்ப்பு மாறிலி,gravitational constant
ஈர்ப்பு வளைவு,gravitational curvature
புவியீர்ப்பு விசை,gravitational force
ஈர்ப்பு விசை,gravitational pull
புவியீர்ப்பு,gravity
சப்தர்ஷி,great bear
பெரிய வட்டம்,great circle
பெரிய வட்ட விமானம்,great - circle plane
பரந்த வட்டம்,great circle route
மிகப்பெரிய காரணி,greatest common measure
மேல் உறுப்பு,greatest element
மிகப் பெரிய கீழ் எல்லை,greatest lower bound
பெரிய எண்,great number
பலகோணம்,great triangle
கிரேக்க நாட்காட்டி,Gregorian calendar
கிரிகோரியன் திருத்தம்,Gregorian correction
கிரிகோரியன் சூத்திரம்,Gregory formula
கிரிகோரி-நியூட்டன் சூத்திரம்,Gregory - Newton formula
கிரிகோரியன் வகை,Gregory series
"மொத்த, மொத்தம் (v.) மொத்த (n.)",gross
மொத்த தொடர்பு,gross correlation
மொத்த பிழை,gross error
மொத்த வருமானம் ரூ,gross income
"வர்க்கம், குழு, சங்கம்",group
குழு ஏற்பு,group automorphism
குழு கோட்பாடு,group axiom
குழு கட்டுப்பாடு,group control
தொகுக்கப்பட்ட வகை,grouped series
சமச்சீர்களின் தொகுப்பு,group of symmetries
மாற்று குழு,group of transformation
கூட்டு,groupoid
குழு கோட்பாடு யோசனை,group theoretical assumption
குழு கோட்பாடு,group theory
வளர்ச்சி,growth
வளர்ச்சி சூத்திரம்,growth formula
வளர்ச்சி விகிதம்,growth rate
g-மாதிரி,g-statistic
மதிப்பிடப்பட்ட சராசரி,guessed average
அரை சேர்ப்பான்,half adder
அரை மூடிய இடைவெளி,half open interval
பாதி மக்கள் தொகை,half space
ஹாமில்டன் கெல்லி தேற்றம்,Hamilton Cayley Theorem
ஹாமில்டோனி ஆபரேட்டர்,Hamiltonian operator
ஹாமில்டனின் நான்கு மடங்கு,Hamilton's quaternion algebra
"ஹார்மோனிக், ஹார்மோனிக், ஹார்மோனிக், ஹார்மோனிக்",harmonic
ஹார்மோனிக் கவர்,harmonic envelope
ஹார்மோனிக் சராசரி,harmonic mean
ஹார்மோனிக் முன்னேற்றம்,harmonic progression
"ஊடாடும் பகுப்பாய்வு, தரம்",harmonics
ஹார்மோனிக் வரம்பு,harmonic series
"உயரம், உயரம், உயரம்",height
"அரைக்கோளம், அரைக்கோளம்",hemisphere
அரைக்கோளமானது,hemispherical
அரைக்கோளத் திட்டம்,hemispherical projection
ஹெப்டகன்,heptagon
ஹெர்மிட் கான்ஜுகேட் ஆபரேட்டர்,Hermitian conjugate operator
ஹெர்மீடிக் போர்,Hermitian form
ஹெர்மீடிக் அணி,Hermitian matrix
ஹெர்மீடிக் ஆபரேட்டர்,Hermitian operator
துறவி தயாரிப்பு,Hermitian product
ஹெர்மீடிக் குழு,Hermitian semigroup
துறவு மக்கள்,Hermitian space
ஹெர்மீடிக் மாற்றம்,Hermitian transformation
ஹெஸ் வரைபடம்,Hess diagram
ஹெஸியன் அணி,Hessian matrix
செயல்பாடு ஹெஸியன்,Hessian of function
பன்முகத்தன்மை சோதனை,heterogeneity test
"பன்முகத்தன்மை, பன்முகத்தன்மை, பன்முகத்தன்மை",heterogeneous
பன்முக உருவங்கள்,heterogeneous data
பன்முக மக்கள் தொகை,heterogeneous population
இயற்கை,heuristic
இயற்கையாகவே,heuristically
அறுகோணம்,hexagon
அறுகோணம்,hexahedron
படிநிலை உட்பிரிவு,hierarchial subdivision
