English,Punjabi
Heat of wetting,ਗਿੱਲਾ ਕਰਨ ਦੀ ਗਰਮੀ
High alumina cement,ਉੱਚ ਐਲੂਮਿਨਾ ਸੀਮਿੰਟ
Hip,ਕਮਰ
Hip capping,ਹਿੱਪ ਕੈਪਿੰਗ
Hipped end,ਛੁਪੇ ਸਿਰੇ
Hood,ਹੁੱਡ
Hood moulding,ਹੁੱਡ ਮੋਲਡਿੰਗ
Hook's law,ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ
Hoop iron,ਹੂਪ ਲੋਹਾ
Horizon,ਹੋਰੀਜ਼ਨ
Humidification,ਨਮੀ
"Humidity, absolute","ਨਮੀ, ਪੂਰਨ"
"Humidity, relative","ਨਮੀ, ਰਿਸ਼ਤੇਦਾਰ"
Hump yard,ਹੰਪ ਵਿਹੜਾ
Hydraulic pressure,ਹਾਈਡ੍ਰੌਲਿਕ ਦਬਾਅ
Hydration,ਹਾਈਡ੍ਰੇਸ਼ਨ
Hydrolysis,ਹਾਈਡ੍ਰੌਲਿਸਿਸ
Hydrolytic acidity,ਹਾਈਡਰੋਲਾਈਟਿਕ ਐਸਿਡਿਟੀ
Hydromorphic soil,ਹਾਈਡ੍ਰੋਮੋਰਫਿਕ ਮਿੱਟੀ
Hydrophilic colloid,ਹਾਈਡ੍ਰੋਫਿਲਿਕ ਕੋਲਾਇਡ
Hydrophobic colloid,ਹਾਈਡ੍ਰੋਫੋਬਿਕ ਕੋਲਾਇਡ
Hydrostatic pressure ratio,ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ ਅਨੁਪਾਤ
Hygroscaptic coefficient,ਹਾਈਗਰੋਸਕੈਪਟਿਕ ਗੁਣਾਂਕ
Hygroscopic moisture,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ
Hydroscopicity,ਹਾਈਡ੍ਰੋਸਕੋਪੀਸੀਟੀ
Hygroscopic moisture,ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ
Hyperbaric chamber,ਹਾਈਪਰਬਰਿਕ ਚੈਂਬਰ
Hyperstatic frame,ਹਾਈਪਰਸਟੈਟਿਕ ਫਰੇਮ
Hypsometer,ਹਾਈਪਸੋਮੀਟਰ
Illumination,ਪ੍ਰਕਾਸ਼
Imbibation moisture,ਇਮਬਿਬੇਸ਼ਨ ਨਮੀ
Immature soil,ਅਸ਼ੁੱਧ ਮਿੱਟੀ
Impounded dock,ਜਬਤ ਡੌਕ
Increment of land revenue,ਜ਼ਮੀਨੀ ਮਾਲੀਏ ਵਿੱਚ ਵਾਧਾ
Independent scaffold,ਸੁਤੰਤਰ ਪਾੜ
Indurated,ਇੰਡਿਊਰੇਟਿਡ
Initial prestress,ਸ਼ੁਰੂਆਤੀ ਪ੍ਰੀਸਟਰੈਸ
Initial tension,ਸ਼ੁਰੂਆਤੀ ਤਣਾਅ
Inland waterway port,ਅੰਦਰੂਨੀ ਜਲ ਮਾਰਗ ਬੰਦਰਗਾਹ
Insulating board,ਇੰਸੂਲੇਟਿੰਗ ਬੋਰਡ
Intermediate port,ਵਿਚਕਾਰਲਾ ਪੋਰਟ
Internal friction,ਅੰਦਰੂਨੀ ਰਗੜ
Intrazonal soil,ਇੰਟਰਾਜ਼ੋਨਲ ਮਿੱਟੀ
Ion,ਆਇਨ
Ion exchange,ਆਇਨ ਐਕਸਚੇਂਜ
Iron pan,ਲੋਹੇ ਦਾ ਪੈਨ
Irrigated land,ਸਿੰਜਾਈ ਵਾਲੀ ਜ਼ਮੀਨ
Irrigation,ਸਿੰਚਾਈ
Irrigation cess,ਸਿੰਚਾਈ ਸੈੱਸ
Jamb,ਜਾਮ
Joggle,ਜੌਗਲ
Joggle pin,ਜੌਗਲ ਪਿੰਨ
Joule,ਜੂਲ
Jumper,ਜੰਪਰ
Kilogram,ਕਿਲੋਗ੍ਰਾਮ
Kilogram force,ਕਿਲੋਗ੍ਰਾਮ ਬਲ
Kilogram force meter,ਕਿਲੋਗ੍ਰਾਮ ਫੋਰਸ ਮੀਟਰ
Kilowatt hour,ਕਿਲੋਵਾਟ ਘੰਟਾ
King closure,ਰਾਜਾ ਬੰਦ
Kitchen,ਰਸੋਈ
Laced column,ਲੇਸਡ ਕਾਲਮ
Lagging,ਪਛੜ ਰਿਹਾ ਹੈ
Lamella root,ਲਮੇਲਾ ਜੜ੍ਹ
Laminar flow,ਲੈਮਿਨਰ ਵਹਾਅ
Lamp hole,ਲੈਂਪ ਮੋਰੀ
Land accretion,ਜ਼ਮੀਨ ਦਾ ਵਾਧਾ
Land sliding,ਲੈਂਡ ਸਲਾਈਡਿੰਗ
Laterite,ਲੈਟਰਾਈਟ
Laterite soil,ਲੈਟਰਾਈਟ ਮਿੱਟੀ
Law of large numbers,ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ
Layout plan,ਖਾਕਾ ਯੋਜਨਾ
Ledger,ਲੇਜ਼ਰ
Lime pan,ਚੂਨਾ ਪੈਨ
Lintel,ਲਿੰਟਲ
Liquid limit,ਤਰਲ ਸੀਮਾ
Live load,ਲਾਈਵ ਲੋਡ
Loam,ਲੋਮ
Local exhaust ventilation,ਸਥਾਨਕ ਨਿਕਾਸ ਹਵਾਦਾਰੀ
Loco yard,ਲੋਕੋ ਵਿਹੜਾ
Loess,ਲੋਸ
Lower plastic limit,ਘੱਟ ਪਲਾਸਟਿਕ ਸੀਮਾ
Low heat cement,ਘੱਟ ਗਰਮੀ ਸੀਮਿੰਟ
Machine moulding,ਮਸ਼ੀਨ ਮੋਲਡਿੰਗ
Macrostructure,ਮੈਕਰੋਸਟ੍ਰਕਚਰ
Main head regulator,ਮੁੱਖ ਹੈੱਡ ਰੈਗੂਲੇਟਰ
Main port,ਮੁੱਖ ਪੋਰਟ
Makeup air,ਮੇਕਅਪ ਏਅਰ
Mansard,ਮਾਨਸਾਰਡ
Marshalling yard,ਮਾਰਸ਼ਲਿੰਗ ਯਾਰਡ
Masonry,ਚਿਣਾਈ
Maturing temperature,ਪਰਿਪੱਕ ਤਾਪਮਾਨ
Mezzanine floor,ਮੇਜ਼ਾਨਾਈਨ ਮੰਜ਼ਿਲ
Mechanical analysis,ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ
Mechanical ventilation,ਮਕੈਨੀਕਲ ਹਵਾਦਾਰੀ
Metric system,ਮੈਟ੍ਰਿਕ ਸਿਸਟਮ
Microstructure,ਮਾਈਕਰੋਸਟ੍ਰਕਚਰ
Milli equivalent,ਮਿਲਿ ਬਰਾਬਰ
Milli equivalent per litre,ਮਿਲੀ ਬਰਾਬਰ ਪ੍ਰਤੀ ਲੀਟਰ
Mineral,ਖਣਿਜ
Mineral soil,ਖਣਿਜ ਮਿੱਟੀ
Minor port,ਮਾਮੂਲੀ ਪੋਰਟ
Mitred closure,Mitred ਬੰਦ
Mobile soil colloid,ਮੋਬਾਈਲ ਮਿੱਟੀ ਕੋਲਾਇਡ
Moisture content,ਨਮੀ ਸਮੱਗਰੀ
Moisture gradient,ਨਮੀ ਗਰੇਡੀਐਂਟ
Monolith,ਮੋਨੋਲਿਥ
Monorail,ਮੋਨੋਰੇਲ
National harbour council,ਨੈਸ਼ਨਲ ਹਾਰਬਰ ਕੌਂਸਲ
Natural bed,ਕੁਦਰਤੀ ਬਿਸਤਰਾ
Natural finish,ਕੁਦਰਤੀ ਮੁਕੰਮਲ
Natural harbour,ਕੁਦਰਤੀ ਬੰਦਰਗਾਹ
Natural ventilation,ਕੁਦਰਤੀ ਹਵਾਦਾਰੀ
Naval harbour,ਨੇਵਲ ਬੰਦਰਗਾਹ
Newton,ਨਿਊਟਨ
Non uniform flow,ਗੈਰ ਇਕਸਾਰ ਵਹਾਅ
Occupies water rate,ਪਾਣੀ ਦੀ ਦਰ &#39;ਤੇ ਕਬਜ਼ਾ ਕਰਦਾ ਹੈ
Oil paint,ਤੇਲ ਰੰਗਤ
Oil well cement,ਤੇਲ ਖੂਹ ਸੀਮਿੰਟ
Open channel flow,ਚੈਨਲ ਦਾ ਪ੍ਰਵਾਹ ਖੋਲ੍ਹੋ
Optimum moisture,ਸਰਵੋਤਮ ਨਮੀ
Organic soil,ਜੈਵਿਕ ਮਿੱਟੀ
Orientation,ਸਥਿਤੀ
Orthogonal,ਆਰਥੋਗੋਨਲ
Ortstein,ਓਰਟਸਟਾਈਨ
Outer signal,ਬਾਹਰੀ ਸੰਕੇਤ
Oxidation,ਆਕਸੀਕਰਨ
Pantry,ਪੈਂਟਰੀ
Parapet,ਪੈਰਾਪੇਟ
Parapet wall,ਪੈਰਾਪੇਟ ਕੰਧ
Parent material,ਮਾਪੇ ਸਮੱਗਰੀ
Pebble cast plaster,ਪੇਬਲ ਕਾਸਟ ਪਲਾਸਟਰ
Pedalfer,ਪੈਡਲਫਰ
Pedocal,ਪੈਡੋਕਲ
Pedogenesis,ਪੀਡੋਜਨੇਸਿਸ
Pedology,ਪੈਡੌਲੋਜੀ
Pedosphere,ਪੀਡੋਸਫੀਅਰ
Penetrometer,ਪੈਨੇਟ੍ਰੋਮੀਟਰ
Pent roof,ਪੈਂਟ ਛੱਤ
Peptizing agent,ਪੈਪਟਾਈਜ਼ਿੰਗ ਏਜੰਟ
Period of analysis,ਵਿਸ਼ਲੇਸ਼ਣ ਦੀ ਮਿਆਦ
Perpend,ਪਰਪੇਂਡ
Persorption,ਸ਼ੋਸ਼ਣ
Pier,ਪੀਅਰ
Pilaster,ਪਿਲਾਸਟਰ
Pitch,ਪਿੱਚ
Pitched roof,ਟੋਏ ਵਾਲੀ ਛੱਤ
Plain concrete,ਸਾਦਾ ਕੰਕਰੀਟ
Plane angle,ਪਲੇਨ ਕੋਣ
Plain yard,ਸਾਦਾ ਵਿਹੜਾ
Plansol,ਪਲੈਨਸੋਲ
Plastic consistency,ਪਲਾਸਟਿਕ ਇਕਸਾਰਤਾ
Plasticity,ਪਲਾਸਟਿਕਤਾ
Plasticity index,ਪਲਾਸਟਿਕਤਾ ਸੂਚਕਾਂਕ
Plasticity limit,ਪਲਾਸਟਿਕ ਸੀਮਾ
Plasticity range,ਪਲਾਸਟਿਕ ਸੀਮਾ
Platy structure,ਪਲੇਟੀ ਬਣਤਰ
Plinth,ਪਲਿੰਥ
Plough soil,ਹਲ ਮਿੱਟੀ
Plum stone,Plum ਪੱਥਰ
Podzole,ਪੋਡਜ਼ੋਲ
Pointing,ਇਸ਼ਾਰਾ
Polygonal wall,ਬਹੁਭੁਜ ਕੰਧ
Pore space,ਪੋਰ ਸਪੇਸ
Port,ਪੋਰਟ
Positive ventilation,ਸਕਾਰਾਤਮਕ ਹਵਾਦਾਰੀ
Prairie soil,ਪ੍ਰੈਰੀ ਮਿੱਟੀ
Precision,ਸ਼ੁੱਧਤਾ
Primary particle,ਪ੍ਰਾਇਮਰੀ ਕਣ
Prismatic structure,ਪ੍ਰਿਜ਼ਮੈਟਿਕ ਬਣਤਰ
Productive work,ਲਾਭਕਾਰੀ ਕੰਮ
Project justification,ਪ੍ਰੋਜੈਕਟ ਜਾਇਜ਼ਤਾ
Protective work,ਸੁਰੱਖਿਆ ਦਾ ਕੰਮ
Pseudo-mycelium,ਸੂਡੋ-ਮਾਈਸੀਲੀਅਮ
Puddle,ਛੱਪੜ
Pugging,ਪੁੱਗਿੰਗ
Pumice,ਪਿਊਮਿਸ
Puncheon,ਪੰਚ
Puppet,ਕਠਪੁਤਲੀ
Putlog,ਪੁਟਲੌਗ
Putlog scaffold,ਪੁਟਲੌਗ ਸਕੈਫੋਲਡ
Quantity surveyor,ਮਾਤਰਾ ਸਰਵੇਖਣ
Quarry sap,ਖੱਡ ਦਾ ਰਸ
Quay,ਕਵੇ
Queen closure,ਰਾਣੀ ਬੰਦ
Quoin,ਕੋਇਨ
Raft foundation,ਬੇੜਾ ਬੁਨਿਆਦ
Raker,ਰੇਕਰ
Raking,ਰੈਕਿੰਗ
Raking bond,ਰੈਕਿੰਗ ਬਾਂਡ
Raking flashing,ਰੈਕਿੰਗ ਫਲੈਸ਼ਿੰਗ
Rapidly varying flow,ਤੇਜ਼ੀ ਨਾਲ ਵੱਖ-ਵੱਖ ਵਹਾਅ
Recoverable payment,ਰਿਕਵਰੀਯੋਗ ਭੁਗਤਾਨ
Red earth,ਲਾਲ ਧਰਤੀ
Red loam,ਲਾਲ ਦੋਮਟ
Regulator,ਰੈਗੂਲੇਟਰ
Regur or black cotton soil,ਰੈਗੂਰ ਜਾਂ ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ
Repayment contract,ਮੁੜ ਅਦਾਇਗੀ ਦਾ ਇਕਰਾਰਨਾਮਾ
Residual shrinkage,ਬਕਾਇਆ ਸੰਕੁਚਨ
Residual soil,ਬਕਾਇਆ ਮਿੱਟੀ
Reveal,ਪ੍ਰਗਟ
Reveal pin,ਪਿੰਨ ਪ੍ਰਗਟ ਕਰੋ
Reveal tie,ਟਾਈ ਪ੍ਰਗਟ ਕਰੋ
Ridge,ਰਿਜ
Ridge capping,ਰਿਜ ਕੈਪਿੰਗ
River,ਨਦੀ
Road stead,ਸੜਕ ਦੀ ਸਥਿਤੀ
Rough plaster,ਮੋਟਾ ਪਲਾਸਟਰ
Rubble,ਮਲਬਾ
Rubble masonry,ਮਲਬੇ ਦੀ ਚਿਣਾਈ
Rubble walling,ਮਲਬੇ ਦੀ ਕੰਧ
Running measurement,ਚੱਲ ਰਿਹਾ ਮਾਪ
Safe bearing capacity,ਸੁਰੱਖਿਅਤ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
Salt glaze,ਲੂਣ ਗਲੇਜ਼
Sample size,ਨਮੂਨਾ ਦਾ ਆਕਾਰ
Sampling distribution,ਨਮੂਨਾ ਵੰਡ
Sampling error,ਨਮੂਨਾ ਲੈਣ ਵਿੱਚ ਗੜਬੜ
Sand,ਰੇਤ
Sand finish,ਰੇਤ ਮੁਕੰਮਲ
Sand hand moulding,ਰੇਤ ਹੱਥ ਮੋਲਡਿੰਗ
Sanding,ਸੈਂਡਿੰਗ
Saturated soil,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ
Saturated soil paste,ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ ਦਾ ਪੇਸਟ
Saturation extract,ਸੰਤ੍ਰਿਪਤ ਐਬਸਟਰੈਕਟ
Saturation percentage,ਸੰਤ੍ਰਿਪਤ ਪ੍ਰਤੀਸ਼ਤਤਾ
Saucer dome,ਸਾਸਰ ਗੁੰਬਦ
Scaffold,ਸਕੈਫੋਲਡ
Schist,ਸ਼ਿਸਟ
Sea port,ਸਮੁੰਦਰੀ ਬੰਦਰਗਾਹ
Secret gutter,ਗੁਪਤ ਗਟਰ
Second,ਦੂਜਾ
Sedimentation analysis,ਸੈਡੀਮੈਂਟੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ
Semi-artificial harbour,ਅਰਧ-ਨਕਲੀ ਬੰਦਰਗਾਹ
Semi tidal dock,ਸੈਮੀ ਟਾਈਡਲ ਡੌਕ
Senile,ਬਜ਼ੁਰਗ
Shale,ਸ਼ੈਲ
Sheet pile,ਸ਼ੀਟ ਦੇ ਢੇਰ
Shrinkage limit,ਸੁੰਗੜਨ ਦੀ ਸੀਮਾ
Shuttering,ਸ਼ਟਰਿੰਗ
Siallitic soil,ਸਿਏਲੀਟਿਕ ਮਿੱਟੀ
Sierozem,ਸੀਰੋਜ਼ਮ
Sill,ਸਿਲ
Silt,ਗਾਦ
Single flemish blood,ਸਿੰਗਲ ਫਲੇਮਿਸ਼ ਲਹੂ
Single grained structure,ਸਿੰਗਲ ਦਾਣੇਦਾਰ ਬਣਤਰ
Skeletal soil,ਪਿੰਜਰ ਮਿੱਟੀ
Skirting,ਸਕਰਟਿੰਗ
Sleeper wall,ਸਲੀਪਰ ਕੰਧ
Side gutter,ਸਾਈਡ ਗਟਰ
Slide rule,ਸਲਾਈਡ ਨਿਯਮ
Slip dock,ਸਲਿਪ ਡੌਕ
Smoniza,Smoniza
Soaking,ਭਿੱਜਣਾ
Soil association,ਮਿੱਟੀ ਦੀ ਸਾਂਝ
Soil class,ਮਿੱਟੀ ਦੀ ਸ਼੍ਰੇਣੀ
Soil complex,ਮਿੱਟੀ ਕੰਪਲੈਕਸ
Soil consistency,ਮਿੱਟੀ ਦੀ ਇਕਸਾਰਤਾ
Soil family,ਮਿੱਟੀ ਪਰਿਵਾਰ
Soil frame work,ਮਿੱਟੀ ਫਰੇਮ ਦਾ ਕੰਮ
Soil moisture,ਮਿੱਟੀ ਦੀ ਨਮੀ
Soil moisture accretion,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦਾ ਵਾਧਾ
Soil moisture deficit,ਮਿੱਟੀ ਦੀ ਨਮੀ ਦੀ ਘਾਟ
Soil morphology,ਮਿੱਟੀ ਰੂਪ ਵਿਗਿਆਨ
Soil particle,ਮਿੱਟੀ ਦਾ ਕਣ
Soil phase,ਮਿੱਟੀ ਦਾ ਪੜਾਅ
Soil profile,ਮਿੱਟੀ ਪਰੋਫਾਇਲ
Soil reaction,ਮਿੱਟੀ ਪ੍ਰਤੀਕਰਮ
Soil separates,ਮਿੱਟੀ ਵੱਖ ਕਰਦੀ ਹੈ
Soil series,ਮਿੱਟੀ ਦੀ ਲੜੀ
Soil solution,ਮਿੱਟੀ ਦਾ ਹੱਲ
Soil structure,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
Soil texture,ਮਿੱਟੀ ਦੀ ਬਣਤਰ
Soil type,ਮਿੱਟੀ ਦੀ ਕਿਸਮ
Solum,ਸੋਲਮ
Sorption,ਸੋਰਪਸ਼ਨ
Spalls,ਸਪੱਲਸ
Specific ion effect,ਖਾਸ ਆਇਨ ਪ੍ਰਭਾਵ
Squared coursed rubble masonry,ਵਰਗਾਕਾਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
Squared regular coursed rubble masonry,ਵਰਗਾਕਾਰ ਰੈਗੂਲਰ ਕੋਰਸਡ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
Steady flow,ਸਥਿਰ ਵਹਾਅ
Stepped flashing,ਸਟੈਪਡ ਫਲੈਸ਼ਿੰਗ
Stickiness,ਚਿਪਕਣਾ
Sticking point,ਸਟਿਕਿੰਗ ਪੁਆਇੰਟ
Stone,ਪੱਥਰ
Slop hand moulding,ਢਲਾਣ ਹੱਥ ਮੋਲਡਿੰਗ
Strap hinge,ਪੱਟੜੀ ਦਾ ਕਬਜਾ
Straw board,ਤੂੜੀ ਬੋਰਡ
Stream,ਸਟ੍ਰੀਮ
Stress,ਤਣਾਅ
Stretcher,ਸਟ੍ਰੈਚਰ
Stretcher bond,ਸਟ੍ਰੈਚਰ ਬਾਂਡ
Stretcher course,ਸਟਰੈਚਰ ਕੋਰਸ
String,ਸਤਰ
String course,ਸਤਰ ਕੋਰਸ
Structure factor,ਬਣਤਰ ਕਾਰਕ
Structure index,ਬਣਤਰ ਸੂਚਕਾਂਕ
Stucco,ਸਟੁਕੋ
Stud,ਸਟੱਡ
Stylobate,ਸਟਾਈਲੋਬੇਟ
Sub soil,ਉਪ ਮਿੱਟੀ
Sub structure,ਉਪ ਬਣਤਰ
Summation curve,ਸਮੀਕਰਨ ਵਕਰ
Sun mica,ਸੂਰਜ ਮੀਕਾ
Super structure,ਸੁਪਰ ਬਣਤਰ
Surveyor,ਸਰਵੇਖਣ ਕਰਨ ਵਾਲਾ
S-value,S-ਮੁੱਲ
Swag,ਸਵੈਗ
Swan neck,ਹੰਸ ਦੀ ਗਰਦਨ
Tabernacle,ਤੰਬੂ
Table hand moulding,ਟੇਬਲ ਹੱਥ ਮੋਲਡਿੰਗ
Tanking,ਟੈਂਕਿੰਗ
Tempietto,ਟੈਂਪੀਏਟੋ
Tempering,ਟੈਂਪਰਿੰਗ
Template,ਟੈਂਪਲੇਟ
Template,ਟੈਂਪਲੇਟ
Tepidarium,ਟੇਪੀਡੇਰਿਅਮ
Terracotta,ਟੈਰਾਕੋਟਾ
Terra rosa,ਟੈਰਾ ਰੋਜ਼ਾ
Terrazzo,ਟੈਰਾਜ਼ੋ
Tetra style,ਟੈਟਰਾ ਸ਼ੈਲੀ
Threshold limit value,ਥ੍ਰੈਸ਼ਹੋਲਡ ਸੀਮਾ ਮੁੱਲ
Throat,ਗਲਾ
Through stone,ਪੱਥਰ ਦੁਆਰਾ
Tidal basin,ਟਾਈਡਲ ਬੇਸਿਨ
Tie bar,ਟਾਈ ਪੱਟੀ
Tie beam,ਟਾਈ ਬੀਮ
Tie rod,ਟਾਈ ਰਾਡ
Tirs,ਤਿਰਸ
Tolerance,ਸਹਿਣਸ਼ੀਲਤਾ
Toothing,ਟੂਥਿੰਗ
Top soil or surface soil,ਉਪਰਲੀ ਮਿੱਟੀ ਜਾਂ ਸਤਹੀ ਮਿੱਟੀ
Total porosity,ਕੁੱਲ porosity
Tracery,ਟਰੇਸਰੀ
Train resistance,ਟ੍ਰੇਨ ਪ੍ਰਤੀਰੋਧ
Transept,ਟਰਾਂਸੇਪਟ
Transitional soil,ਪਰਿਵਰਤਨਸ਼ੀਲ ਮਿੱਟੀ
Transom,ਟ੍ਰਾਂਸੋਮ
Transport soil,ਆਵਾਜਾਈ ਮਿੱਟੀ
Tributary,ਸਹਾਇਕ
Triforium,ਟ੍ਰਾਈਫੋਰੀਅਮ
Triglyph,ਟ੍ਰਾਈਗਲਾਈਫ
Truncated soil,ਕੱਟੀ ਹੋਈ ਮਿੱਟੀ
Turbulent flow,ਗੜਬੜ ਵਾਲਾ ਵਹਾਅ
Turret,ਬੁਰਜ
Tympar num,Tympar ਨੰਬਰ
Ultimate bearing capacity,ਅੰਤਮ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ
Ultimate ph,ਅੰਤਮ ph
Uncoursed random rubble masonry,ਬੇਤਰਤੀਬੇ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
Uncoursed squared rubble masonry,ਅਨਕੋਰਸਡ ਵਰਗ ਮਲਬੇ ਦੀ ਚਿਣਾਈ
Undercroft,ਅੰਡਰਕ੍ਰਾਫਟ
Unfilled porosity,ਅਪੂਰਣ ਪੋਰੋਸਿਟੀ
Uniform flow,ਇਕਸਾਰ ਵਹਾਅ
Unit frame type scaffold,ਯੂਨਿਟ ਫਰੇਮ ਦੀ ਕਿਸਮ ਸਕੈਫੋਲਡ
Unproductive work,ਗੈਰ-ਉਤਪਾਦਕ ਕੰਮ
Unsaturated soil,ਅਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ
Unsteady flow,ਅਸਥਿਰ ਵਹਾਅ
Upper plastic limit,ਉਪਰਲੀ ਪਲਾਸਟਿਕ ਸੀਮਾ
Valley gutter,ਵੈਲੀ ਗਟਰ
Vault,ਵਾਲਟ
Vetarium,ਵੈਟੇਰੀਅਮ
Ventilation,ਹਵਾਦਾਰੀ
Ventilator,ਵੈਂਟੀਲੇਟਰ
Veramdah,ਵਰਮਦਾਹ
Vestibule,ਵੈਸਟੀਬਿਊਲ
Villa,ਵਿਲਾ
