Marathi,Odiya
संगणकीकरण,କମ୍ପ୍ୟୁଟରୀକରଣ
संगणक भाषा,କମ୍ପ୍ୟୁଟର ଭାଷା
संगणक  भाषा प्रतीक,କମ୍ପ୍ୟୁଟର  ଭାଷା ପ୍ରତୀକ |
संगणक शिक्षण,କମ୍ପ୍ୟୁଟର ଶିକ୍ଷା
संगणक पत्र,କମ୍ପ୍ୟୁଟର ଚିଠି
संगणक मर्यादित,କମ୍ପ୍ୟୁଟର ସୀମିତ
संगणक  देखभाल,କମ୍ପ୍ୟୁଟର  ରକ୍ଷଣାବେକ୍ଷଣ
संगणक  व्यवस्थापित  सूचना,କମ୍ପ୍ୟୁଟର  ପରିଚାଳନା  ନିର୍ଦ୍ଦେଶ
संगणक  मायक्रोग्राफिक्स,କମ୍ପ୍ୟୁଟର  ଅଶୁଦ୍ରତା
संगणक संगीत,କମ୍ପ୍ୟୁଟର ସଙ୍ଗୀତ
संगणक नेटवर्क,କମ୍ପ୍ୟୁଟର ନେଟୱାର୍କ |
संगणक संख्यात्मक नियंत्रण,କମ୍ପ୍ୟୁଟର ସାଂଖ୍ୟିକ ନିୟନ୍ତ୍ରଣ |
संगणक ऑपरेशन,କମ୍ପ୍ୟୁଟର ଅପରେସନ୍
संगणकभिमुख भाषा,କମ୍ପ୍ୟୁଟର ଆଧାରିତ ଭାଷା |
संगणक आउटपुट,କମ୍ପ୍ୟୁଟର ଆଉଟପୁଟ୍
संगणक आउटपुट मायक्रोफिल्म,କମ୍ପ୍ୟୁଟର ଆଉଟପୁଟ୍ ମାଇକ୍ରୋଫିଲେମ୍ |
संगणक कामगिरी,କମ୍ପ୍ୟୁଟର ପ୍ରଦର୍ଶନ
संगणक प्रिंटर,କମ୍ପ୍ୟୁଟର ପ୍ରିଣ୍ଟର୍
संगणक प्रोग्राम,କମ୍ପ୍ୟୁଟର ପ୍ରୋଗ୍ରାମ
संगणक प्रोग्राम भाष्य,କମ୍ପ୍ୟୁଟର ପ୍ରୋଗ୍ରାମ ଟିପ୍ପଣୀ |
संगणक प्रोग्राम मूळ,କମ୍ପ୍ୟୁଟର ପ୍ରୋଗ୍ରାମ ମୂଳ
संगणक शास्त्र,କମ୍ପ୍ୟୁଟର ବିଜ୍ଞାନ
संगणक सुरक्षा,କମ୍ପ୍ୟୁଟର ସୁରକ୍ଷା
संगणक सामायिकरण,କମ୍ପ୍ୟୁଟର ବାଣ୍ଟିବା |
संगणक सिम्युलेशन,କମ୍ପ୍ୟୁଟର ସିମୁଲେସନ୍
संगणक सिम्युलेटर,କମ୍ପ୍ୟୁଟର ସିମୁଲେଟର |
संगणक आज्ञावली,କମ୍ପ୍ୟୁଟର ସଫ୍ଟୱେର୍ |
संगणक तज्ञ,କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |
संगणक प्रणाली,କମ୍ପ୍ୟୁଟର ବ୍ୟବସ୍ଥା
संगणक प्रणाली ऑडिट,କମ୍ପ୍ୟୁଟର ସିଷ୍ଟମ୍ ଅଡିଟ୍ |
संगणक तंत्रज्ञान,କମ୍ପ୍ୟୁଟର ଟେକ୍ନୋଲୋଜି |
संगणक टर्मिनल,କମ୍ପ୍ୟୁଟର ଟର୍ମିନାଲ୍ |
संगणक वेळ,କମ୍ପ୍ୟୁଟର ସମୟ
संगणक शब्द,କମ୍ପ୍ୟୁଟର ୱାର୍ଡ
संगणकीय केंद्र,ଗଣିବା କେନ୍ଦ୍ର
संगणकीय घटक,ଗଣନା ଉପାଦାନ |
संगणकीय शक्ती,ଗଣିବା ଶକ୍ତି
संगणकीय प्रणाली,ଗଣିବା ବ୍ୟବସ୍ଥା
Contenate,ଏକତ୍ରିତ |
एकत्रित डेटा सेट,କଂକାଦ୍ୟ ତଥ୍ୟ ସେଟ୍ |
एकत्रित की,କୀଟନାଶକ ଚାବି |
सहकार्य,ସଂଯୋଗ
CONTENATION वर्ण,ଅଧିବେଶନ ଅକ୍ଷର |
एकाग्र संदेश,ଏକାଗ୍ର ବାର୍ତ୍ତା |
एकाग्रता,ଏକାଗ୍ରତା
एकाग्रता,ଧାରଣା
कॉन्सेन्ट्रेटर टर्मिनल बफर,ଧାରଣାଗୁଡ଼ିକ ଟର୍ମିନାଲ୍ ବଫର୍ |
संकल्पना शिक्षण,ଧାରଣା ଶିକ୍ଷଣ
वैचारिक मॉडेल,ଧାରଣା ମଡେଲ
एकमत,କନକର୍ଡାନ୍ସ
एकमत,କନକର୍ଡାନ୍ଣ୍ଟ
समवर्ती,ଏକାସାଙ୍ଗ |
समवर्ती ऑपरेशन,ଏକାସନା କାର୍ଯ୍ୟ
समवर्ती प्रक्रिया,ଏକୀକରଣ ପ୍ରକ୍ରିୟାକରଣ |
सशर्त असेंब्ली,ସର୍ତ୍ତମୂଳକ ସଭା |
सशर्त असेंब्ली अभिव्यक्ती,କଣ୍ଡିଶନାଲ୍ ବିଧାନସଭା ଏକ୍ସପ୍ରେସନ୍ |
सशर्त असेंब्ली सूचना,ସର୍ତ୍ତମୂଳକ ବିଧାନସଭା ନିର୍ଦ୍ଦେଶ |
सशर्त शाखा सूचना,ସର୍ତ୍ତମୂଳକ ଶାଖା ନିର୍ଦ୍ଦେଶାବଳୀ |
सशर्त ब्रेकपॉईंट,ସର୍ତ୍ତମୂଳକ ବ୍ରେକପଏଣ୍ଟ |
सशर्त,ସର୍ତ୍ତମୂଳକ
सशर्त ब्रेकपॉईंट सूचना,ସର୍ତ୍ତମୂଳକ ବ୍ରେକପଏଣ୍ଟ ନିର୍ଦ୍ଦେଶ |
सशर्त एन्ट्रोपी,ସର୍ତ୍ତମୂଳକ ଏଣ୍ଟ୍ରପି |
सशर्त अभिव्यक्ती,ସର୍ତ୍ତମୂଳକ ଅଭିବ୍ୟକ୍ତି |
सशर्त परिणाम ऑपरेशन,ସର୍ତ୍ତମୂଳକ ପ୍ରଭାବଶାଳୀ ଅପରେସନ୍ |
सशर्त माहिती सामग्री,ସର୍ତ୍ତମୂଳକ ସୂଚନା ବିଷୟବସ୍ତୁ |
सशर्त उडी,ସର୍ତ୍ତମୂଳକ ଡେଇଁବା
सशर्त उडी सूचना,କଣ୍ଡିଶନାଲ୍ ଜମ୍ପ ନିର୍ଦ୍ଦେଶ |
सशर्त ऑपरेटर,ସର୍ତ୍ତମୂଳକ ଅପରେଟର୍ |
सशर्त विधान,ସର୍ତ୍ତମୂଳକ ବକ୍ତବ୍ୟ
सशर्त स्टॉप सूचना,ସର୍ତ୍ତମୂଳକ ଷ୍ଟପ୍ ନିର୍ଦ୍ଦେଶ |
सशर्त हस्तांतरण सूचना,ସର୍ତ୍ତମୂଳକ ସ୍ଥାନାନ୍ତର ନିର୍ଦ୍ଦେଶ |
सशर्त चल,ସର୍ତ୍ତମୂଳକ ଭେରିଏବଲ୍
अट सेल,ସ୍ଥିତି କକ୍ଷ
अट कोड,ସ୍ଥିତି କୋଡ୍
कंडिशन सर्किट,କଣ୍ଡିଶନ୍ ସର୍କିଟ୍ |
कंडिशनिंग,କଣ୍ଡିସନର ନିୟନ୍ତ୍ରଣ |
कंडिशनिंग उपकरणे,କଣ୍ଡିସନର ଉପକରଣ |
अट यादी,ସର୍ତ୍ତ ତାଲିକା
अट नाव,ସର୍ତ୍ତ ନାମ
अट नावाची स्थिती,ସର୍ତ୍ତ ନାମ ସ୍ଥିତି
अट उपसर्ग,ସ୍ଥିତି ଉପସର୍ଗ
परिषद नियंत्रण (= संवेदनशीलता नियंत्रण),ସମ୍ମିଳନୀ ନିୟନ୍ତ୍ରଣ (= ସମ୍ବେଦନଶୀଳ ନିୟନ୍ତ୍ରଣ)
आत्मविश्वास पातळी,ଆତ୍ମବିଶ୍ୱାସ ସ୍ତର
गोपनीयता,ଗୋପନୀୟତା |
कॉन्फिगरेशन,ବିନ୍ୟାସ
कॉन्फिगरेशन विभाग,ବିନ୍ୟାସ ବିଭାଗ
पुष्टीकरण,ନିଶ୍ଚିତକରଣ
गोंधळ मॅट्रिक्स,ଦ୍ୱନ୍ଦ୍ୱ ମୂଖ୍ୟ |
गर्दी,ଯାତାୟାତ
संयोजन,ମିଳିତତା
कनेक्ट केलेला संदर्भ,ସଂଯୁକ୍ତ ସନ୍ଦର୍ଭ
कनेक्ट केलेले स्टोरेज,ସଂଯୁକ୍ତ ଷ୍ଟୋରେଜ୍
कनेक्ट फंक्शन,କାର୍ଯ୍ୟ
कनेक्टिंग व्यवस्था,ସଂଯୋଗ ବ୍ୟବସ୍ଥା |
कनेक्टिंग व्यवस्था सेवा,କନେକ୍ଟିଙ୍ଗ୍ ବ୍ୟବସ୍ଥା ସେବା |
कनेक्शन,ସଂଯୋଗ
संयोजी,ସଂଯୋଗ
कनेक्टर,ସଂଯୋଜକ |
वेळ कनेक्ट करा,ସମୟ ସଂଯୋଗ କରନ୍ତୁ |
सलग,ଲଗାତାର
सलग ऑपरेशन,କ୍ରମାଗତ କାର୍ଯ୍ୟ
सलग अनुक्रम संगणक,କ୍ରମାଗତ କ୍ରମ କମ୍ପ୍ୟୁଟର |
परिणामी सुसंगतता तपासणी शोधणे,ଏହାର ପରିଣାମ ସ୍ଥିରତା ଯାଞ୍ଚ ଖୋଜିବା |
कन्सोल,କନସୋଲ୍ |
कन्सोल शब्द-प्रक्रिया उपकरणे,ସାନ୍ତ୍ୱନା ଶବ୍ଦ-ପ୍ରକ୍ରିୟାକରଣ ଉପକରଣ |
एकत्रीकरण,ସଂସ୍ଥାଗୁଡ଼ିକ
कन्सोलिडेटर,କନସୋଲିଡକ୍ଟର |
सतत क्षेत्र,ନିରନ୍ତର କ୍ଷେତ୍ର
सतत सूचना,କ୍ରମାଗତ ନିର୍ଦ୍ଦେଶ
सतत लांबीचे फील्ड,କ୍ରମାଗତ ଲମ୍ବ କ୍ଷେତ୍ର |
स्थिर प्रमाण कोड,ନିରନ୍ତର ଅନୁପାତ କୋଡ୍ |
सतत संचयन,ନିରନ୍ତର ଷ୍ଟୋରେଜ୍ |
सतत शब्द,ନିରନ୍ତର ଶବ୍ଦ
प्रतिबंधित सेट,ବାଧ୍ୟତାମୂଳକ ସେଟ୍ |
मर्यादा,ପ୍ରତିବନ୍ଧକ
समाविष्ट मजकूर,ବିଷୟବସ୍ତୁ ଧାରଣ କରେ |
सामग्री,ବିଷୟବସ୍ତୁ
सामग्री संबोधित स्टोरेज (= असोसिएटिव्ह स्टोरेज),ବିଷୟବସ୍ତୁ ସମ୍ବିଦ୍ ସ୍ଥାନାନ୍ତର (= ଆସୋସିଏଟିଭ୍ ଷ୍ଟୋରେଜ୍)
सामग्री विश्लेषण,ବିଷୟବସ୍ତୁ ଆନୁଦ୍ରାଏସ |
वाद,ବ conିବା
कॉन्टेन्शन सिस्टम,ବିବାଦ ବ୍ୟବସ୍ଥା
सामग्री सूची,ବିଷୟବସ୍ତୁ ତାଲିକା |
संदर्भ,ପ୍ରସଙ୍ଗ
संदर्भ संपादन,ପ୍ରସଙ୍ଗ ସମ୍ପାଦନା |
संदर्भ संपादक,ପ୍ରସଙ୍ଗ ସମ୍ପାଦକ
संदर्भ मुक्त भाषा,ପ୍ରସଙ୍ଗ ମୁକ୍ତ ଭାଷା |
संदर्भ मुक्त रचना,ପ୍ରସଙ୍ଗ ମାଗଣା ସଂରଚନା |
संदर्भ संवेदनशील भाषा,ପ୍ରସଙ୍ଗ ସମ୍ବେଦନଶୀଳ ଭାଷା |
संदर्भित घोषणा,ବିଷୟବସ୍ତୁ ଘୋଷଣାନସନ୍ |
आकस्मिक प्रक्रिया,କଣ୍ଟିଜେନ୍ସି ପ୍ରଣାଳୀ |
सुरू ठेवण्याचे कार्ड,ଜାରି କାର୍ଡ
सातत्य तपासणी,ନିରନ୍ତର ଯାଞ୍ଚ |
सतत फॉर्म,ନିରନ୍ତର ଫର୍ମ |
सतत फॉर्म कार्ड,ନିରନ୍ତର ଫର୍ମ କାର୍ଡ |
सतत फॉर्म पेपर,କ୍ରମାଗତ ଫର୍ମ କାଗଜ |
सतत प्रक्रिया नियंत्रण,କ୍ରମାଗତ ପ୍ରକ୍ରିୟା ନିୟନ୍ତ୍ରଣ |
सतत सिम्युलेशन,ନିରନ୍ତର ଅନୁକରଣ |
सतत सिस्टम मॉडेलिंग प्रोग्राम,କ୍ରମାଗତ ସିଷ୍ଟମ୍ ମଡେଲିଂ ପ୍ରୋଗ୍ରାମ |
सतत सिस्टम सिम्युलेशन भाषा,ନିରନ୍ତର ସିଷ୍ଟମ୍ ସିମୁଲେସନ୍ ଭାଷା |
समोच्च मॉडेल,ବିଷୟବସ୍ତୁ ମଡେଲ
कॉन्ट्रास्ट,ବିପରୀତ
कॉन्ट्रास्ट शार्पनिंग,ବିପରୀତ ତୀକ୍ଷ୍ଣ |
नियंत्रण,ନିୟନ୍ତ୍ରଣ
नियंत्रण क्षेत्र,ନିୟନ୍ତ୍ରଣ କ୍ଷେତ୍ର |
बिट नियंत्रित करा,ନିୟନ୍ତ୍ରଣ ବିଟ୍
नियंत्रण ब्लॉक,ନିୟନ୍ତ୍ରଣ ବ୍ଲକ
नियंत्रण बस,ନିୟନ୍ତ୍ରଣ ବସ୍ |
नियंत्रण बाइट,ନିୟନ୍ତ୍ରଣ ବାଇଟ୍ |
नियंत्रण कार्ड,ନିୟନ୍ତ୍ରଣ କାର୍ଡ
नियंत्रण वर्ण,ନିୟନ୍ତ୍ରଣ ବର୍ଣ୍ଣ
नियंत्रण सर्किट,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
नियंत्रण लिपिक,କଣ୍ଟ୍ରୋଲ୍ କିରାଣୀ |
नियंत्रण आदेश भाषा,ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦେଶ ଭାଷା |
संगणक नियंत्रित करा,ନିୟନ୍ତ୍ରଣ କମ୍ପ୍ୟୁଟର |
कंट्रोल काउंटर,କାଉଣ୍ଟର ନିୟନ୍ତ୍ରଣ |
नियंत्रण चक्र,ନିୟନ୍ତ୍ରଣ ଚକ୍ର
डेटा नियंत्रित करा,ନିୟନ୍ତ୍ରଣ ତଥ୍ୟ |
नियंत्रण शब्दकोश,ନିୟନ୍ତ୍ରଣ କରିକା ପରାକାନ୍ତ |
नियंत्रण अभियांत्रिकी,ନିୟନ୍ତ୍ରଣ ଇଞ୍ଜିନିୟରିଂ
नियंत्रण फील्ड,ନିୟନ୍ତ୍ରଣ କ୍ଷେତ୍ର |
नियंत्रण स्वरूप आयटम,ଫର୍ମାଟ୍ ଆଇଟମ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
नियंत्रण कार्य,ନିୟନ୍ତ୍ରଣ କାର୍ଯ୍ୟ
नियंत्रण शीर्षक,ନିୟନ୍ତ୍ରଣ ହେଡିଙ୍ଗ୍ |
नियंत्रण भोक,ନିୟନ୍ତ୍ରଣ ଛିଦ୍ର |
नियंत्रित सूचना,ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦେଶ
नियंत्रण सूचना नोंदणी,ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦେଶନାମା ରେଜିଷ୍ଟର |
भाषा नियंत्रित करा,ନିୟନ୍ତ୍ରଣ ଭାଷା |
नियंत्रित पॅरामीटर,ନିୟନ୍ତ୍ରିତ ପାରାମିଟର |
नियंत्रित स्टोरेज वाटप,ନିୟନ୍ତ୍ରିତ ଷ୍ଟୋରେଜ୍ ଆବଣ୍ଟନ |
नियंत्रित व्हेरिएबल,ନିୟନ୍ତ୍ରିତ ଭେରିଏବଲ୍ |
नियंत्रित शब्दसंग्रह,ନିୟନ୍ତ୍ରିତ ଶବ୍ଦକୋଷ |
नियंत्रक,ନିୟନ୍ତ୍ରକ
कंट्रोलर फंक्शन,କଣ୍ଟ୍ରୋଲର୍ ଫଙ୍କସନ୍
नियंत्रण ओळ,ନିୟନ୍ତ୍ରଣ ରେଖା
तर्कशास्त्र नियंत्रित करा,ତର୍କଗୁଡ଼ିକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
नियंत्रण पळवाट,ନିୟନ୍ତ୍ରଣ ଲୁପ୍ |
नियंत्रण चिन्ह,ନିୟନ୍ତ୍ରଣ ଚିହ୍ନ
कंट्रोल-मॅसेज प्रदर्शन,ନିୟନ୍ତ୍ରଣ-ମସାଜ୍ ଡିସପ୍ଲେ |
मायक्रोप्रोग्रामिंग नियंत्रित करा,ମାଇକ୍ରୋପ୍ରୋଗ୍ରାମିଂ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
नियंत्रण मोड,ନିୟନ୍ତ୍ରଣ ମୋଡ୍
नियंत्रण क्रमांक,ନିୟନ୍ତ୍ରଣ ସଂଖ୍ୟା |
नियंत्रण उद्दीष्ट,ନିୟନ୍ତ୍ରଣ ଉଦ୍ଦେଶ୍ୟ |
नियंत्रण ऑपरेशन,ନିୟନ୍ତ୍ରଣ ଅପରେସନ୍ |
नियंत्रण ऑपरेटर,ନିୟନ୍ତ୍ରଣ ଅପରେଟର୍ |
नियंत्रण ऑपरेटरचे टर्मिनल,ନିୟନ୍ତ୍ରଣ ଅପରେଟୋର ଟର୍ମିନାଲ୍ |
नियंत्रण पॅनेल,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
नियंत्रण बिंदू,ନିୟନ୍ତ୍ରଣ ବିନ୍ଦୁ |
नियंत्रण मुद्रण,ନିୟନ୍ତ୍ରଣ ମୁଦ୍ରଣ
नियंत्रण कार्यक्रम,ନିୟନ୍ତ୍ରଣ ପ୍ରୋଗ୍ରାମ୍
पंच नियंत्रित करा,କଣ୍ଟ୍ରୋଲ୍ ପଞ୍ଚ |
नियंत्रण रेकॉर्ड,ନିୟନ୍ତ୍ରଣ ରେକର୍ଡ |
नियंत्रण नोंदणी,ନିୟନ୍ତ୍ରଣ ରେଜିଷ୍ଟର |
नियमित नियंत्रण,ନିୟନ୍ତ୍ରଣ ରୁଟିନ୍ |
नियंत्रण विभाग,ନିୟନ୍ତ୍ରଣ ବିଭାଗ
नियंत्रण अनुक्रम,ନିୟନ୍ତ୍ରଣ କ୍ରମ |
नियंत्रण तपशील,ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ
नियंत्रण स्टॅक,ନିୟନ୍ତ୍ରଣ ଷ୍ଟାକ
नियंत्रण मानक,ନିୟନ୍ତ୍ରଣ ମାନକ
नियंत्रण विधान,ନିୟନ୍ତ୍ରଣ ବକ୍ତବ୍ୟ
नियंत्रण स्टेशन,ନିୟନ୍ତ୍ରଣ ଷ୍ଟେସନ |
नियंत्रण संचयन,ନିୟନ୍ତ୍ରଣ ଷ୍ଟୋରେଜ୍ |
कंट्रोल स्टोरेज सेव्ह,ନିୟନ୍ତ୍ରଣ ଷ୍ଟୋରେଜ୍ ସେଭ୍ |
नियंत्रण स्विच,ନିୟନ୍ତ୍ରଣ ସୁଇଚ୍
नियंत्रण यंत्रणा,ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା
नियंत्रण टेप,ନିୟନ୍ତ୍ରଣ ଟେପ୍
नियंत्रण तंत्र,ନିୟନ୍ତ୍ରଣ କ techni ଶଳ |
नियंत्रण टर्मिनल,କଣ୍ଟ୍ରୋଲ୍ ଟର୍ମିନାଲ୍ |
एकूण नियंत्रण,ସମୁଦାୟ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
नियंत्रण हस्तांतरण विधान,ସ୍ଥାନାନ୍ତର ବିବୃତ୍ତି ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
नियंत्रण युनिट,ନିୟନ୍ତ୍ରଣ ୟୁନିଟ୍ |
नियंत्रण व्हेरिएबल,ନିୟନ୍ତ୍ରଣ ଭେରିଏବଲ୍ |
नियंत्रण खंड,ଭଲ୍ୟୁମ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
शब्द नियंत्रित करा,ନିୟନ୍ତ୍ରଣ ଶବ୍ଦ |
अधिवेशन,ସମ୍ମିଳନୀ
अधिवेशन उपकरणे,ସମ୍ମିଳନୀ ଉପକରଣଗୁଡ଼ିକ
अभिसरण,ଏକତ୍ରିତତା
संभाषण,ବାର୍ତ୍ତାଳାପ |
संभाषणात्मक,କଥାବାର୍ତ୍ତା |
संभाषण बीजगणित भाषा,ବାର୍ତ୍ତାଳାପିକ ବୀଜ ବର୍ଣ୍ଣିତ ଭାଷା |
संभाषण कंपाईलर,କଥାବାର୍ତ୍ତା ସଂକଳନ |
संभाषणात्मक संगणन,କଥାବାର୍ତ୍ତା ଗଣନା
संभाषणात्मक भाषा,କଥାବାର୍ତ୍ତା ଭାଷା |
संभाषण मोड,କଥାବାର୍ତ୍ତା ମୋଡ୍
संभाषण प्रणाली,ବାର୍ତ୍ତାଳାପିକରଣ ପ୍ରଣାଳୀ |
संभाषणात्मक टर्मिनल,ବାର୍ତ୍ତାଳାପିକରଣ ଟର୍ମିନାଲ୍ |
संभाषणात्मक वेळ सामायिकरण,ବାର୍ତ୍ତାଳାପ ସମୟାନୁବର୍ତ୍ତୀ ସମୟ ବାଣ୍ଟିବା |
रूपांतरण,ରୂପାନ୍ତର
रूपांतरण किंमत,ରୂପାନ୍ତର ମୂଲ୍ୟ
रूपांतरण डिव्हाइस,ରୂପାନ୍ତର ଉପକରଣ
रूपांतरण मोड,ରୂପାନ୍ତର ମୋଡ୍
रूपांतरण दिनचर्या,ରୂପାନ୍ତର ରୁଟିନ୍ |
रूपांतरित करा,ରୂପାନ୍ତର
कन्व्हर्टर,Convercer
बहिर्गोल प्रोग्रामिंग,କନଭକ୍ସ ପ୍ରୋଗ୍ରାମିଂ |
समन्वयित मेमरी,ଠିକଣା ଠିକଣା ସ୍ମୃତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |
समन्वय डेटा,ତଥ୍ୟକୁ ସମନ୍ୱୟ କରନ୍ତୁ |
समन्वय भूमिती भाषा,ଜ୍ୟାମେଟ୍ରି ଭାଷା ସମନ୍ୱୟ କରନ୍ତୁ |
समन्वय ग्राफिक्स,ଗ୍ରାଫିକ୍ସ ସଂଯୋଜନା |
समन्वय नेटवर्क,ନେଟୱାର୍କ ସଂଯୋଜନା କରନ୍ତୁ |
समन्वय वेळ स्केल,ସମୟ ସ୍କେଲକୁ ସମନ୍ୱୟ କରନ୍ତୁ |
कॉपी,କପି କରନ୍ତୁ |
कॉर्डलेस प्लग,କର୍ଡଲେସ୍ ପ୍ଲଗ୍ |
कॉर्डनोनिअर सिस्टम,କର୍ଡୋନିଅର୍ ସିଷ୍ଟମ୍ |
कोअर,ମୂଳ
कोअर डंप,ମୂଳ ଡମ୍ପ
कोर प्रतिमा,ମୂଳ ପ୍ରତିଛବି |
कोर प्रतिमा लायब्ररी,ମୂଳ ପ୍ରତିଛବି ଲାଇବ୍ରେରୀ |
कोअर मेमरी,ମୂଳ ମେମୋରୀ |
कोर नेटवर्क,ମୂଳ ନେଟୱାର୍କ |
सह-रहिवासी,ସହଭାଗୀ |
कोर स्टोरेज,ମୂଳ ସଂରକ୍ଷଣ
कोर सिस्टम,ମୂଳ ବ୍ୟବସ୍ଥା
सह-रुटीन,ସହ-ରୁଟିନ୍ |
बरोबर आणि कॉपी,ସଠିକ୍ ଏବଂ କପି କରନ୍ତୁ |
दुरुस्ती वैशिष्ट्य,ସଠିକ୍ ବ feature ଶିଷ୍ଟ୍ୟ ସଂଶୋଧନ କରିବା |
दुरुस्ती,ସଂଶୋଧନ
सुधार माहिती,ସଂଶୋଧନ ସୂଚନା
सुधारात्मक देखभाल,ସଂଶୋଧନ ରକ୍ଷଣାବେକ୍ଷଣ |
सुधारात्मक देखभाल वेळ,ସଂଶୋଧନ ରକ୍ଷଣାବେକ୍ଷଣ ସମୟ |
खर्च विश्लेषण,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
खर्च-केंद्र लेखा,ମୂଲ୍ୟ-କେନ୍ଦ୍ର ଆକାଉଣ୍ଟିଂ |
गणना,ଗଣନା
काउंटर,କାଉଣ୍ଟର
काउंटर इनहिबिट,କାଉଣ୍ଟର ପ୍ରତିରୋଧକ |
काउंट-की-डेटा डिव्हाइस,ଗଣନା-କି-ଡାଟା ଉପକରଣ |
राष्ट्र संकेतांक,ଦେଶ କୋଡ୍
गंभीर पथ पद्धत,ଜଟିଳ ପଥ ପଦ୍ଧତି |
क्रॉस बार स्विच,କ୍ରସ୍ ବାର୍ ସୁଇଚ୍ |
क्रॉस बार सिस्टम,କ୍ରସ୍ ବାର୍ ସିଷ୍ଟମ୍ |
फेर पडताळणी,କ୍ରସ୍ ଚେକ୍ |
क्रॉस कंपाईलर,କ୍ରସ୍ କମ୍ପାଇଲ୍ର୍ |
क्रॉस डोमेन संप्रेषण,କ୍ରୁଡ୍ ଡୋମେନ୍ ଯୋଗାଯୋଗ |
क्रॉस फायर,କ୍ରସ୍ ଅଗ୍ନି
क्रॉस फूट,କ୍ରସ୍ ପାଦ
क्रॉस फूटिंग टेस्ट,କ୍ରସ୍ ଟେଷ୍ଟ୍ କ୍ରୋକ୍ |
क्रॉस पॉईंट अ‍ॅरे,କ୍ରସ୍ ପଏଣ୍ଟ ଆରେ |
क्रॉस सेक्शनल टेस्टिंग,କ୍ରସ୍ ବିଭାଗୀୟ ପରୀକ୍ଷା |
अ‍ॅरेचा क्रॉस विभाग,ଏକ ଆରେ କ୍ରସ୍ ବିଭାଗ |
क्रॉस सॉफ्टवेअर,କ୍ରସ୍ ସଫ୍ଟୱେର୍ |
क्रॉस सुबेरिया दुवा,କ୍ରସ୍ ସବାର୍ ଲିଙ୍କ୍ |
क्रॉस टॉक,କ୍ରସ୍ ଟକ୍ |
क्रॉस ट्रॅकिंग,କ୍ରସ୍ ଟ୍ରାକିଂ |
गर्दी,ଭିଡ଼
क्रायोजेनिक्स,କ୍ରାସୋଗେନିକ୍ସ |
क्रायोजेनिक स्टोरेज,କ୍ରାସୋଗେନିକ୍ ଷ୍ଟୋରେଜ୍ |
क्रायोजेनिक स्टोअर,କ୍ରାଇଗେନିକ୍ ଷ୍ଟୋର୍ |
क्रायोस्टॅट,କ୍ରିଟାଟାଟ
क्रिओट्रॉन,କାନ୍ଦୁଛି
क्रिप्टोग्राफिक,କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍
क्रिप्टोग्राफिक अल्गोरिदम,କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍ ଆଲଗୋରିଦମ |
क्रिप्टोग्राफी,କ୍ରିପ୍ଟୋଗ୍ରାଫି
संचयी निर्देशांक,ସଂକଳନ ସୂଚକାଙ୍କ |
चलन प्रतीक,ମୁଦ୍ରା ପ୍ରତୀକ
वर्तमान बीम स्थिती,ସାମ୍ପ୍ରତିକ ବିମ୍ ସ୍ଥିତି |
वर्तमान कनेक्ट गट,ସାମ୍ପ୍ରତିକ ସଂଯୋଗ ଗୋଷ୍ଠୀ |
चालू पिढी,ସାମ୍ପ୍ରତିକ ପି generation େଇ |
वर्तमान सूचना  नोंदणी करा,ସାମ୍ପ୍ରତିକ ନିର୍ଦ୍ଦେଶନାମା |  ପଞ୍ଜିକରଣ କର |
चालू ओळ  पॉईंटर,ସାମ୍ପ୍ରତିକ ରେଖା  ସୂଚକ
वर्तमान लूप (=  वर्तमान अँटिनोड),ସାମ୍ପ୍ରତିକ ଲୁପ୍ (=  ସାମ୍ପ୍ରତିକ ଆଣ୍ଟିବାଡ୍)
चालू मोड लॉजिक,ସାମ୍ପ୍ରତିକ ମୋଡ୍ ଲଜିକ୍ |
वर्तमान रेकॉर्ड,ସାମ୍ପ୍ରତିକ ରେକର୍ଡ |
कर्सर,କର୍ସର୍
कर्सर कंट्रोल की,କର୍ସର୍ କଣ୍ଟ୍ରୋଲ୍ କୀ |
