Marathi,Assamese
मोफत चर्च,ফ্ৰী চাৰ্চ
फ्रीहोल्डर,ফ্ৰীহোল্ডাৰ
फ्रीलान्स सैनिक,ফ্ৰীলান্স সৈনিক
फ्रीलान्स सैनिक,ফ্ৰীলান্স সৈনিক
फ्रीमॅन,ফ্ৰীমেন
फ्रीमॅन,ফ্ৰীমেন
मोफत पास,ফ্ৰীপাছ
फ्रेंच क्रांती,ফৰাচী বিপ্লৱ
तपस्वी,ফ্ৰাইয়াৰ
फ्रियाशियन भाडोत्री,ফ্ৰিয়াছিয়ান ভাড়াতীয়া
सीमावर्ती माणूस,সীমান্ত&#39;এ মানুহ
गॅलिओन,গেলিয়ন
गॅलिकन (=गॅलिकनिस्ट),গ্যালিকান (=গ্যালিকানিষ্ট)
गॅलिकनिझम,গ্যালিকানিজম
गॅरिसन,গেৰিছন
गॉल,গল
गॉन्टलेट,গাউণ্টলেট
गॉन्टलेट,গাউণ্টলেট
गॅझेबो,গেজেবো
गॅझेबो,গেজেবো
गॅझेबो,গেজেবো
वंशावळीचा इतिहास,বংশাৱলীৰ ইতিহাস
वंशावळी रेकॉर्ड,বংশাৱলীৰ ৰেকৰ্ড
वंशावळी सारणी,বংশাৱলীৰ তালিকা
वंशावळीचे झाड,বংশাৱলীৰ গছ
वंशावळी,বংশাৱলী
वंशावळी,বংশাৱলী
पिढी,প্ৰজন্ম
नरसंहार,গণহত্যা
परराष्ट्रीय,অনা-ইহুদী
परराष्ट्रीय,অনা-ইহুদী
परराष्ट्रीय,অনা-ইহুদী
परराष्ट्रीय,অনা-ইহুদী
वस्ती,গেট্টো
वस्ती,গেট্টো
गिबेट,গিবেট
गिल्ड (=गिल्ड),গিল্ড (=গিল্ড)
ग्लॅडिएटर,গ্লেডিয়েটাৰ
गौरवशाली क्रांती,গৌৰৱময় বিপ্লৱ
गोल्डन हॉर्डे,গোল্ডেন হৰ্ড
महाआघाडी,গ্ৰেণ্ড এলায়েন্স
ग्रँडी,গ্ৰেণ্ডী
ग्रँड सिग्नर,গ্ৰেণ্ড চাইন&#39;ৰ
ग्रँड सिग्नर,গ্ৰেণ্ড চাইন&#39;ৰ
महान गृहयुद्ध,মহান গৃহযুদ্ধ
महान प्रस्थान (बुद्धाचे),মহান প্ৰস্থান (বুদ্ধৰ)
ग्रेटर इंडिया,বৃহত্তৰ ভাৰত
ग्रेट हेलास,গ্ৰেট হেলাছ
ग्रेट होर्डे,গ্ৰেট হৰ্ড
महान त्याग (=महान प्रस्थान),মহান পৰিত্যাগ (=মহান প্ৰস্থান)
ग्रेट सील,গ্ৰেট ছিল
ग्रेट ट्रॅक,গ্ৰেট ট্ৰেক
उत्तम वाहन,গ্ৰেট ভেহিকেল
चीनची महान भिंत,চীনৰ গ্ৰেট ৱাল
ग्रीव्ह,গ্ৰেভ
गार्ड-चेंबर,গাৰ্ড-চেম্বাৰ
गार्ड-चेंबर,গাৰ্ড-চেম্বাৰ
गार्ड-चेंबर,গাৰ্ড-চেম্বাৰ
गुप्ता,গুপ্তাছ
हॅगिओग्राफी,হেজিঅ’গ্ৰাফী
हॅगिओग्राफी,হেজিঅ’গ্ৰাফী
हॅगिओलॉजी,হেজিঅ’লজি
हॅगिओलॉजी,হেজিঅ’লজি
खाजगी प्रेक्षकांचा हॉल,ব্যক্তিগত দৰ্শকৰ হল
सार्वजनिक प्रेक्षकांचा हॉल,ৰাজহুৱা দৰ্শকৰ হল
हॅचमेंट,হেচমেণ্ট
हिथन,হেথেন
हिथन,হেথেন
हिथिनिझम,হেথেনিজম
हेगिरा (हेजेरा),হেগিৰা (হেজেৰা)
हेलेनिझम,হেলেনিজম
हेलोट,হেলট
हेरलड्री,হেৰাল্ড্ৰি
वारसा,ঐতিহ্য
चित्रलिपी रेखीय वर्ण,হাইৰ’গ্লিফিক ৰৈখিক আখৰ
चित्रलिपी लिपी,হাইৰ&#39;গ্লিফিক লিপি
उच्च चर्च,হাই চাৰ্চ
उंच लँडर,হাই লেণ্ডাৰ
हिंदू धर्म,হিন্দু ধৰ্ম
इतिहासकार,ইতিহাসবিদ
इतिहासकार,ইতিহাসবিদ
ऐतिहासिक भौतिकवाद,ঐতিহাসিক বস্তুবাদ
ऐतिहासिक युग,ঐতিহাসিক যুগ
ऐतिहासिक सीमा,ঐতিহাসিক সীমান্ত
इतिहासकार,ইতিহাসবিদ
इतिहासकार,ইতিহাসবিদ
इतिहासलेखन,ইতিহাস লেখা
इतिहासलेखन,ইতিহাস লেখা
इतिहास,ইতিহাস
हिटाइट साम्राज्य,হিট্টী সাম্ৰাজ্য
पवित्र युती,পবিত্ৰ মিত্ৰতা
पवित्र शहर,পবিত্ৰ নগৰ
पवित्र शहर,পবিত্ৰ নগৰ
पवित्र भूमी,পবিত্ৰ ভূমি
पवित्र भूमी,পবিত্ৰ ভূমি
होली लीग,হলি লীগ
होली लीग,হলি লীগ
पवित्र रोमन साम्राज्य (=द एम्पायर),পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire)
पवित्र समुद्र,পবিত্ৰ সাগৰ
पवित्र समुद्र,পবিত্ৰ সাগৰ
पवित्र युद्ध,পবিত্ৰ যুদ্ধ
पवित्र युद्ध,পবিত্ৰ যুদ্ধ
गृह सरकार,গৃহ চৰকাৰ
होमगार्ड,হোম গাৰ্ড
जन्मभुमी,গৃহভূমি
घरचा नियम,গৃহ শাসন
होम रूल,হোম ৰুল
होर्डे,হৰ্ড
होर्डे,হৰ্ড
शत्रु देश,শত্ৰুতাপূৰ্ণ দেশ
प्रतिकूल जमीन,শত্ৰুতাপূৰ্ণ ভূমি
गरम पाठलाग,hot pursuit
घर,ঘৰ
घर,ঘৰ
हाऊस ऑफ कॉमन्स,হাউচ অৱ কমনছ
हाऊस ऑफ लॉर्ड्स,হাউচ অৱ লৰ্ডছ
प्रतिनिधीगृह,প্ৰতিনিধি সদন
Huguenots,হুগুয়েনট
मानवतावाद,মানৱতাবাদ
मानवतावादी,মানৱতাবাদী
शंभर येसर्स युद्ध,শত Yesrs&#39; যুদ্ধ
हुंकार,হাংকাৰ
इबादत खाना (पूजागृह),ইবাদাত খানা (পূজাৰ ঘৰ)
आयकॉनोक्लास्ट,আইকনক্লাষ্ট
मूर्तिपूजक,মূৰ্তিপূজক
इलाही युग,ইলাহি যুগ
बेकायदेशीर युद्ध,অবৈধ যুদ্ধ
प्रकाशित हस्तलिखित,আলোকিত পাণ্ডুলিপি
सचित्र हस्तलिखित,সচিত্ৰ পাণ্ডুলিপি
सचित्र हस्तलिखित,সচিত্ৰ পাণ্ডুলিপি
इमाम (इम्माम),ইমাম (ইমাউম)
इमामते,ইমামত
इमामते,ইমামত
इमामबारा,ইমাম্বৰা
शाही,ইম্পেৰিয়েল
शाही शहर,ইম্পেৰিয়েল চিটি
साम्राज्यवाद,সাম্ৰাজ্যবাদ
शाही प्राधान्य,ইম্পেৰিয়েল পছন্দ
बेधडकपणा,নীতিহীনতা
ढोंगी,ভণ্ড
तुरुंगवास,কাৰাবাস
तुरुंगवास,কাৰাবাস
घुसखोरी,আক্ৰমণ
घुसखोर,আক্ৰমণকাৰী
स्वातंत्र्य,স্বাধীনতা
स्वातंत्र्यदिन,স্বাধীনতা দিৱস
इंडिपेंडन्स हॉल,স্বাধীনতা প্ৰেক্ষাগৃহ
भारतीय अमेरिकन (=रेड इंडियन=अमेरिकन भारतीय),ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান)
इंडियन होम रूल लीग,ইণ্ডিয়ান হোম ৰুল লীগ
औद्योगिक क्रांती,ঔদ্যোগিক বিপ্লৱ
काफिर,কাফিৰ
काफिर,কাফিৰ
घुसखोरी,অনুপ্ৰৱেশ
घुसखोर,অনুপ্ৰৱেশকাৰী
माहिती देणारा,তথ্যদাতা
माहिती देणारा,তথ্যদাতা
माहिती देणारा,তথ্যদাতা
माहिती देणारा,তথ্যদাতা
प्रवेश,প্ৰৱেশ
प्रवेश,প্ৰৱেশ
प्रवेश,প্ৰৱেশ
वस्ती,বাসস্থান
रहिवासी,বাসিন্দা
वारसा,উত্তৰাধিকাৰ
वारसा,উত্তৰাধিকাৰ
वारसा,উত্তৰাধিকাৰ
शिलालेख,শিলালিপি
बोधचिन्ह,চিহ্ন
प्रवेशाचे साधन,যোগদানৰ যন্ত্ৰ
शासनाचे साधन,চৰকাৰৰ আহিলা
बंड (बंड),বিদ্ৰোহ (বিদ্ৰোহ)
बंडखोर,বিদ্ৰোহী
बंड,বিদ্ৰোহ
बंड,বিদ্ৰোহ
एकत्रीकरण,সংহতি
रेकॉर्डची अखंडता,ৰেকৰ্ডৰ অখণ্ডতা
राज्यांची अखंडता,ৰাজ্যসমূহৰ অখণ্ডতা
बुद्धिमत्ता (बुद्धिमान),বুদ্ধিমান (Intelligentzia)
मध्यस्थी,মধ্যস্থতা
मध्यस्थी करणारा,মধ্যস্থতাকাৰী
मध्यस्थ,মধ্যস্থতাকাৰী
आंतरराष्ट्रीयवाद,আন্তৰ্জাতিকতাবাদ
आंतरराष्ट्रीयवाद,আন্তৰ্জাতিকতাবাদ
आंतरराष्ट्रीयवादी,আন্তৰ্জাতিকতাবাদী
परस्पर युद्ध,আন্তঃসংযোগী যুদ্ধ
इंटर्नी,ইণ্টাৰনী
इंटर्नी,ইণ্টাৰনী
इंटर्नी कॅम्प,ইণ্টাৰনী শিবিৰ
नजरबंदी,আৱদ্ধ কৰি ৰখা
नजरबंदी,আৱদ্ধ কৰি ৰখা
नजरबंदी,আৱদ্ধ কৰি ৰখা
Internuncio,Internuncio
दुभाषी,ব্যাখ্যাকৰোতা
दुभाषी,ব্যাখ্যাকৰোতা
दुभाषी,ব্যাখ্যাকৰোতা
हस्तक्षेप,হস্তক্ষেপ
Intestacy,ইনটেষ্টেচি
Intestate,ইনটেষ্টেট
कारस्थान,কুটিলতা
घुसखोर,অনুপ্ৰৱেশকাৰী
घुसखोर,অনুপ্ৰৱেশকাৰী
घुसखोरी,অনুপ্ৰৱেশ
आक्रमण,আক্ৰমণ
आक्रमण,আক্ৰমণ
गुंतवणूक करा,বিনিয়োগ কৰা
गुंतवणूक करा,বিনিয়োগ কৰা
गुंतवणूक करा,বিনিয়োগ কৰা
गुंतवणूक करा,বিনিয়োগ কৰা
गुंतवणूक,বিনিয়োগ
गुंतवणूक,বিনিয়োগ
गुंतवणूक,বিনিয়োগ
गुंतवणूक समारंभ,বিনিয়োগ অনুষ্ঠান
राष्ट्रीयत्वासह गुंतवणूक करा,জাতীয়তাৰ সৈতে বিনিয়োগ কৰক
अजिंक्य आरमार,অজেয় আৰ্মাডা
उल्लंघन (राज्याचे),অলংঘনীয়তা (ৰাষ্ট্ৰৰ)
उल्लंघन स्थिती,অলংঘিত অৱস্থা
अभेद्य किल्ला,অক্ষম দুৰ্গ
लोह वय,লোৰ যুগ
लोखंडी पडदा,লোহাৰ পৰ্দা
लोखंडी रक्षक,লোহাৰ ৰক্ষক
लोखंडी शिधा,লোহাৰ ৰেচন
लोखंडी बाजू,লোহাৰ কাষ
लोखंडी टिपलेला बाण,লোহাৰ টিপযুক্ত কাঁড়
इस्थमियन खेळ,ইষ্টমিয়ান খেল
जॅनिसरी,জেনিছাৰী
रखवालदार,জেনিটৰ
रखवालदार,জেনিটৰ
भाला,জেভেলিন
जिम क्रो कायदे,জিম ক&#39;ৰ&#39; ল&#39;ছ
जिंगो,জিংগো
जिंगो,জিংগো
जिंगो,জিংগো
जिंगोइझम,জিংগোবাদ
संयुक्त कारवाई,যৌথ ব্যৱস্থা
संयुक्त नियंत्रण,যৌথ নিয়ন্ত্ৰণ
संयुक्त वहिवाट,যৌথ দখল
ज्युरी,জুৰী
फक्त कारण,মাত্ৰ কাৰণ
ठेवा,ৰাখক
अभिलेखागाराचा रक्षक,আৰ্কাইভৰ ৰক্ষক
केटल-ड्रम,কেটলি-ড্ৰাম
मुख्य शब्द,মূল শব্দ
राजा,ৰজা
राज्य,ৰাজ্য
किंगलेट,কিংলেট
किंग मेकर,ৰজা নিৰ্মাতা
राजेशाही,ৰজাৰ পদ
राजेशाही,ৰজাৰ পদ
किचन कॅबिनेट,পাকঘৰৰ কেবিনেট
नाइट,ৰজা
राजत्व,ৰজাৰত্ব
Kinghts हॉस्पिटलर्स,Kinghts হস্পিতালৰ লোক
सेंट जॉनचे शूरवीर,নাইটছ অৱ চেণ্ট জন
नाइट टेम्पलर,নাইট টেম্পলাৰ
कु क्लक्स क्लान (KKK),কু ক্লাক্স ক্লান (KKK)
कुमिंतंग,কুমিনতাং
सामान्य,লেইটি
लान्स,লেন্স
लान्सर,লেন্সাৰ
नंतर गुप्ता,পিছলৈ গুপ্তাছ
कायदेशीर वारस,বৈধ উত্তৰাধিকাৰী
अराजकता (=विकार),আইন-শৃংখলাহীনতা (=বিকাৰ)
अराजकता (=विकार),আইন-শৃংখলাহীনতা (=বিকাৰ)
कायद्याचे प्रभू,আইন প্ৰভুসকল
धार्मिकतेचा कायदा,ধৰ্মপৰায়ণতাৰ নিয়ম
लीग ऑफ नेशन्स,লীগ অৱ নেচনছ
वारसा (= मृत्युपत्र),লিগেচি (=উইল)
वारसा (= मृत्युपत्र),লিগেচি (=উইল)
कायदेशीर वारस,আইনী উত্তৰাধিকাৰী
लेगेट,লেগেট
लेगेट,লেগেট
लेगेट,লেগেট
दंतकथा,কিংবদন্তী
दंतकथा,কিংবদন্তী
फौज,লিজিয়ন
फौज,লিজিয়ন
लीजन ऑफ ऑनर,লিজিয়ন অৱ অনাৰ
Lese majeste (=lese majeste),লেচে মহিমা (=lese majeste)
कमी राज्ये,ক্ষুদ্ৰ ৰাজ্য
विश्वासपत्रे,বিশ্বাসযোগ্যতাৰ পত্ৰ
लीज-स्वामी,লিয়েজ-লৰ্ড
लीग माणूस,লিয়েজ মানুহ
लीग माणूस,লিয়েজ মানুহ
जन्मठेप,আজীৱন কাৰাদণ্ড
वंश,বংশ
लिटल इंग्‍लंडर,লিটিল ইংলেণ্ডৰ
लहान वाहन (= कमी वाहन),লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন)
किनारी राज्य,উপকূলীয় অৱস্থা
धार्मिक विधी,লিটাৰ্জী
पूजाविधी,লিটাৰ্জী
स्थानिक निष्ठा,স্থানীয় আনুগত্য
स्थानिक स्वराज्य संस्था,স্থানীয়-আত্ম চৰকাৰ
लांब संसद,দীঘলীয়া সংসদ
कमी देश,নিম্ন দেশ
निष्ठावंत,অনুগত
निष्ठा,আনুগত্য
मॅकियाव्हेलियन धोरण,মেকিয়াভেলিয়ান নীতি
मॅग्ना कार्टा,মেগনা কাৰ্টা
मॅग्नम कॉन्सिलियम,মেগনাম কনচিলিয়াম
मलम निषेध,মালুম প্ৰহিবিটাম
मंदामस,মাণ্ডামছ
आज्ञापत्र,আদেশ
"आदेश, वर्ग &#39;अ&#39;","আদেশ, ক্লাছ &#39;ক&#39;।"
"आदेश, वर्ग &#39;ब&#39;","আদেশ, ক্লাছ &#39;খ&#39;।"
"आदेश, वर्ग &#39;क&#39;","আদেশ, শ্ৰেণী &#39;গ&#39;।"
आदेश प्रणाली,আদেশ ব্যৱস্থা
अनिवार्य राज्य,বাধ্যতামূলক ৰাজ্য
मँगोनेल,মেংগোনেল
जाहीरनामा,ইস্তাহাৰ
युक्ती,কৌশল
मॅन ऑफ वॉर,যুদ্ধৰ মানুহ
मनोर,মেন&#39;ৰ
मनोर,মেন&#39;ৰ
मनुष्य-शक्ती,মানুহ-শক্তি
मनुष्य-शक्ती,মানুহ-শক্তি
मॅन्युमिशन,মানুমিচন
मनुमित,মনুমিত
हस्तलिखित,পাণ্ডুলিপি
हस्तलिखित,পাণ্ডুলিপি
हस्तलिखित,পাণ্ডুলিপি
लुटारू,মাৰাউডাৰ
सागरी पट्टा,সামুদ্ৰিক বেল্ট
सागरी सभ्यता,সামুদ্ৰিক সভ্যতা
सागरी ध्वज,সামুদ্ৰিক পতাকা
सागरी शक्ती,সামুদ্ৰিক শক্তিসমূহ
सागरी सार्वभौमत्व,সামুদ্ৰিক সাৰ্বভৌমত্ব
सागरी युद्ध,সামুদ্ৰিক যুদ্ধ
मार्क्विस,মাৰ্কিছ
Marquisate,মাৰ্কিজেট
मार्शल लॉ,সামৰিক আইন
मार्शल रेस,যুদ্ধ দৌৰ
हुतात्मा,শ্বহীদ
नरसंहार,হত্যাকাণ্ড
युक्तीचा वस्तुमान,কৌশলৰ ভৰ
मास्टर-एट-आर्म्स,মাষ্টাৰ-এট-আৰ্মছ
समारंभांचा गुरु,অনুষ্ঠানৰ মাষ্টাৰ
गृहस्थ,মাষ্টাৰ অৱ হাউচহ’ল্ড
घोड्याचा मास्टर,ঘোঁৰাৰ মাষ্টাৰ
मास्टर ऑफ द रोल्स,মাষ্টাৰ অৱ দ্য ৰোলছ
जुळवा,মিল থকা
जुळवा,মিল থকা
मॅचलॉक,মেচলক
वैवाहिक युती,বৈবাহিক মিত্ৰতা
भूमध्य शक्ती,ভূমধ্যসাগৰীয় শক্তিসমূহ
मेन्शेविक,মেনশ্বেভিক
भाडोत्री सैन्य,ভাড়াতীয়া সেনাবাহিনী
भाडोत्री सैनिक,ভাড়াতীয়া সৈনিক
व्यापारी,ব্যৱসায়ী
मध्यम वयोगटातील,মধ্যযুগ
मध्य पूर्व,মৈদ্ধ পূৰ্ব
मधला रस्ता,মধ্যম অংশ
मधला मार्ग,মধ্যম পথ
मध्यम मार्ग (=मध्यम मार्ग),মধ্যম পথ (=মধ্যম পথ)
स्थलांतरित,প্ৰব্ৰজনকাৰী
स्थलांतर,প্ৰব্ৰজন
स्थलांतर,প্ৰব্ৰজন
स्थलांतर,প্ৰব্ৰজন
सैन्यवाद,সামৰিকতাবাদ
सैन्यवाद,সামৰিকতাবাদ
सैन्यवाद,সামৰিকতাবাদ
सैन्यवाद,সামৰিকতাবাদ
सैन्यवादी,সামৰিকবাদী
सैन्यवादी,সামৰিকবাদী
सैन्यीकरण,সামৰিককৰণ
सैन्यीकरण,সামৰিককৰণ
सैन्यीकरण,সামৰিককৰণ
लष्करी रणनीतीकार (=रणनीती),সামৰিক কৌশলবিদ (=কৌশলবিদ)
लष्करी रणनीतीकार (=रणनीती),সামৰিক কৌশলবিদ (=কৌশলবিদ)
लष्करी डावपेच (=रणनीती),সামৰিক কৌশল (=কৌশল)
मिलिशिया,মিলিচীয়া
मिलिशिया,মিলিচীয়া
कुशासन,অপশাসন
गहाळ लिंक,লিংক হেৰাই গৈছে
मिशन,উদ্দেশ্য
मिशन,উদ্দেশ্য
मिशन,উদ্দেশ্য
मिश्र शर्यत,মিশ্ৰ জাতিৰ
आधुनिक इतिहास,আধুনিক ইতিহাস
मोडस विवेंडी,মডাছ ভিভেণ্ডি
एकतावाद,মনাচিজম
सम्राट,মনাৰ্ক
सम्राट,মনাৰ্ক
राजेशाही,ৰাজতন্ত্ৰবাদ
राजेशाही,ৰাজতন্ত্ৰবাদ
राजसत्तावादी,ৰাজতন্ত্ৰবাদী
राजेशाही,ৰাজতন্ত্ৰ
मठ,মঠ
मठ,মঠ
मठ,মঠ
संन्यासी,মঠ-মন্দিৰ
संन्यासी,মঠ-মন্দিৰ
संन्यासी,সন্ন্যাসী
मातृ देश,মাতৃ দেশ
मातृभूमी,মাতৃভূমি
संसदेची जननी,সংসদৰ মাতৃ
मुक्रकर्स,মাকৰেকাৰছ
मम्मी,মামী
संग्रहालय,সংগ্ৰাহালয়
मस्केट,মাস্কেট
मस्केटियर,মাস্কেটিয়াৰ
कस्तुरी,মাস্কেট্ৰি
कस्तुरी,মাস্কেট্ৰি
मस्टर मास्टर,মাষ্টাৰ মাষ্টাৰ
मस्टर-रोल,মাষ্টাৰ-ৰোল
मस्टर-रोल,মাষ্টাৰ-ৰোল
विद्रोह,বিদ্ৰোহ
विद्रोह कायदा,বিদ্ৰোহ আইন
गूढ जहाज,ৰহস্য জাহাজ
आख्यान,বৰ্ণনা
राष्ट्र,জাতি
मुळ,স্থানীয়
मूळ राज्य,থলুৱা ৰাজ্য
निसर्गवाद,প্ৰকৃতিবাদ
नैसर्गिक हक्क,প্ৰাকৃতিক অধিকাৰ
नाझी,নাজী
नाझी क्रांती,নাজী বিপ্লৱ
नाझीवाद,নাজীবাদ
पूर्वे जवळ,পূবৰ ওচৰত
निग्रो,নিগ্ৰো
निग्रोफिल,নেগ্ৰ&#39;ফিল
निग्रोफिलिझम,নিগ্ৰোফিলিজম
नेग्रोफोबिया,নিগ্ৰোফ’বিয়া
तटस्थ,নিৰপেক্ষ
तटस्थ देश,নিৰপেক্ষ দেশ
नवीन करार,নিউ ডিল
नवीन जग,নতুন পৃথিৱী
कुलीनता,আভিজাত্য
नोबल,নোবেল
नोबल,নোবেল
भटक्या,যাযাবৰী
भटक्यांचा जमाव,যাযাবৰী গোট
भटक्या,যাযাবৰীতা
गैर-आक्रमकता करार,অ-আগ্ৰাসন চুক্তি
गैर-आक्रमकता करार,অ-আগ্ৰাসন চুক্তি
युद्धविरहित राज्य,অযুদ্ধপ্ৰায় অৱস্থা
असहकार,অসহযোগিতা
असहकार चळवळ,অসহযোগ আন্দোলন
उलट,আগফালৰ অংশ
उलट,আগফালৰ অংশ
ऑक्लोक्रसी (=मोबोक्रसी),অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি)
ऑक्लोक्रॅट,অক্লক্ৰেট
अधिकृत दस्तऐवज,চৰকাৰী নথি
जुने जग,পুৰণি পৃথিৱী
कुलीन वर्ग,অলিগাৰ্চি
हल्ला,আক্ৰমণ
ओपन वाटाघाटी,মুকলি আলোচনা
खुला प्रश्न,মুকলি প্ৰশ্ন
रेकॉर्ड उघडा,ৰেকৰ্ডসমূহ খোলা
ओरिएंट,অৰিয়েণ্ট
प्राच्यविद्या,প্ৰাচ্যবাদ
प्राच्यविद्या,প্ৰাচ্যবাদ
ओरिएंटलिस्ट,প্ৰাচ্যবিদ
मूळ,মূলত
मूळ,মূলত
ऑर्थोग्राफी,অৰ্থগ্ৰাফী
शत्रुत्वाचा उद्रेक,শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ
आउट-पोस्ट,আউট-পোষ্ট
अतिप्रभु,অভাৰ-লৰ্ড
ओव्हर-राईड,অভাৰ-ৰাইড
ओव्हर-राईड,অভাৰ-ৰাইড
मूर्तिपूजक,পৌত্তলিক
मूर्तिपूजक,পৌত্তলিক
मूर्तिपूजक,পৌত্তলিকতাবাদ
मूर्तिपूजक,পৌত্তলিকতাবাদ
पॅगोडा,পেগোডা
पॅगोडा,পেগোডা
पॅगोडा,পেগোডা
राजवाड्याचे कारस्थान,প্ৰাসাদৰ কুটিলতা
पॅलेटिनेट,পেলেটিনেট
ताडपत्री,কল-পাত
पाम रविवार,পাম দেওবাৰ
Panegyrist,পেনেগিৰিষ্ট
घबराट,ত্ৰাস
घबराट,ত্ৰাস
घाबरणारा,আতংক-মংগাৰ
पोपपद,পোপৰ পদ
पोपपद,পোপৰ পদ
पोपपद,পোপৰ পদ
पोपपद,পোপৰ পদ
पोपचा बैल,পোপৰ ম&#39;হ
पोपवाद,পোপবাদ
पोपवाद,পোপবাদ
पोपवादी,পোপবাদী
पोप राज्य,পোপৰ ৰাজ্য
पापवाद (=पॅपिस्ट्री),পেপিজম (=পেপিষ্ট্ৰি)
पापिस्ट,পেপিষ্ট
पॅपिरस,পেপিৰাছ
बोधकथा,দৃষ্টান্ত
परम,পেৰামাউণ্ট
सर्वोच्चता (=सर्वोच्च शक्ती),Paramountcy (=পৰম শক্তি)
सर्वोत्कृष्ट महिला,পেৰামাউণ্ট লেডী
परम स्वामी,পৰম প্ৰভু
चर्मपत्र,পাৰ্চমেণ্ট
चर्मपत्र,পাৰ্চমেণ্ট
चर्मपत्र,পাৰ্চমেণ্ট
क्षमा करा,ক্ষমা কৰিব
पारले,পাৰ্লিছ
पारले,পাৰ্লিছ
संसद (=संसद),সংসদ (=সংসদ)
संसद,সংসদ
संसद,সংসদ
संसद,সংসদ
संसद कायदा,সংসদ আইন
संसदपटू,সংসদ সদস্য
संसदपटू,সংসদ সদস্য
संसदीय प्रतिनिधी,সংসদীয় এজেণ্ট
पारनेलिझम,পাৰ্নেলিজম
पॅरोल,পেৰ’ল
पॅरोल,পেৰ’ল
पॅरिसाइड,পেৰিচাইড
पॅरिसाइड,পেৰিচাইড
पक्षपाती,পাৰ্টিছান
पक्षपाती,পাৰ্টিছান
पक्षपाती,পাৰ্টিছান
पास,উত্তীৰ্ণ
पास शब्द (=वॉच शब्द),পাছ ৱৰ্ড (=watch word)
कुलपिता,পেট্ৰিয়াৰ্ক
कुलपिता,পিতৃপুৰুষসকল
पॅट्रिशियन,পেট্ৰিচিয়ান
घराणेशाही,পৈতৃকত্ব
पॅक्स ब्रिटानिका,পেক্স ব্ৰিটানিকা
पॅक्स रोमाना,পেক্স ৰোমানা
वंशावळ,বংশবৃক্ষ
वंशावळ,বংশবৃক্ষ
वंशानुगत व्यक्ती,বংশবৃক্ষ ব্যক্তি
समवयस्क,সহকৰ্মী
समवयस्क,সহকৰ্মী
पिरेज,পিৰেজ
पिरेज,পিৰেজ
पिरेज,পিৰেজ
आयर्लंडचे समवयस्क,আয়াৰলেণ্ডৰ সমনীয়া
स्कॉटलंडचे समवयस्क,স্কটলেণ্ডৰ সমনীয়া
द्वीपकल्प मोहीम,উপদ্বীপীয় অভিযান
द्वीपकल्पीय युद्ध,উপদ্বীপীয় যুদ্ধ
पेनंट,পেনেণ্ট
लोकांची सनद (=राष्ट्रीय सनद),জনসাধাৰণৰ চনদ (=ৰাষ্ট্ৰীয় চনদ)
लोकांचा मोर्चा (=लोकप्रिय आघाडी),জনমূখ (=জনপ্ৰিয় ফ্ৰণ্ট)
लबाडी,পাৰ্ফিডি
कालावधी,সময়কাল
कालावधी,সময়কাল
परिघ,পেৰিফেৰী
कायमस्वरूपी तोडगा,স্থায়ী বন্দোবস্ত
शाश्वत जागीर,চিৰন্তন ফিফ
फॅलान्क्स,ফালানক্স
फॅलान्क्स,ফালানক্স
फारो,ফ্ৰাউন
चित्रचित्र,চিত্ৰচিত্ৰ
चित्रचित्र,পিক্টোগ্ৰাফ
चित्रचित्र,পিক্টোগ্ৰাফ
यात्रेकरू,তীৰ্থযাত্ৰী
यात्रेकरू पिता,তীৰ্থযাত্ৰী পিতৃসকল
लुटणे,লুটপাত
लुटणे,লুটপাত
खांब,স্তম্ভ
स्तंभलेख (अशोकाचे),স্তম্ভ আদেশ (অশোকৰ)
स्तंभलेख (अशोकाचे),স্তম্ভ আদেশ (অশোকৰ)
स्तंभलेख (अशोकाचे),স্তম্ভ আদেশ (অশোকৰ)
समुद्री डाकू,পাইৰেট
समुद्री डाकू,পাইৰেট
खडबडीत लढाई,পিটচড যুদ্ধ
प्लॉट,পটভূমি
पोलिस,পলিছ
पोलिस,পলিছ
पोलिटार्क,পলিটাৰ্চ
पोलिटिकल एजंट,ৰাজনৈতিক এজেন্ট
राजकीय आश्रय,ৰাজনৈতিক আশ্ৰয়
राजकीय निवासी,ৰাজনৈতিক আৱাসী
राजकीय दहशतवाद,ৰাজনৈতিক সন্ত্ৰাসবাদ
मतदान कर,ভোটগ্ৰহণ কৰ
पोंटून,পণ্টুন
प्रीमियर,প্ৰধানমন্ত্ৰী
प्रीमियर,প্ৰধানমন্ত্ৰী
प्रीमियरशिप,প্ৰিমিয়াৰ লীগ
अध्यक्षपद,ৰাষ্ট্ৰপতিত্ব
अध्यक्षपद,ৰাষ্ট্ৰপতিত্ব
राष्ट्रपती,ৰাষ্ট্ৰপতি
राष्ट्रपती,ৰাষ্ট্ৰপতি
प्रेसीडियम,প্ৰেচিডিয়াম
पंतप्रधान,প্ৰধানমন্ত্ৰী
