Assamese,Kannada
"bifurcation, অৰ্ধ-কলা","ವಿಭಜನೆ, ಅರೆ ಕಲೆ"
ডাইক্ৰ&#39;মেট কোষ,ಡೈಕ್ರೋಮೇಟ್ ಕೋಶ
"দ্বৈততা, দৃশ্যমান দ্বৈততা, স্তৰৰ দ্বৈততা","ದ್ವಂದ್ವ, ದೃಶ್ಯ ದ್ವಿಗುಣ, ಮಟ್ಟದ ದ್ವಿಗುಣ"
ডিক্টাফোন,ಡಿಕ್ಟಾಫೋನ್
ডাইলেক্ট্ৰিক,ಡೈಎಲೆಕ್ಟ್ರಿಕ್
ডাইলেক্ট্ৰিকছ,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ಸ್
ডিজেল চক্ৰ,ಡೀಸೆಲ್ ಸೈಕಲ್
গেপ,ಅಂತರ
"ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক","ಡಿಫರೆನ್ಷಿಯಲ್ ಫ್ರೀಕ್ವೆನ್ಸಿ, ವಿಚಲನ ಆವರ್ತನ"
"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ইন্টাৰষ্টিচিয়েল, ডিফাৰেন্সিয়েল","ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಸ್ಟಿಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್"
ভিন্নতামূলক শোষণ,ಭೇದಾತ್ಮಕ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
ডিষ্টিংচন এম্প্লিফায়াৰ,ಡಿಸ್ಟಿಂಕ್ಷನ್ ಆಂಪ್ಲಿಫೈಯರ್
"পেনেট্ৰেটিভ কেলৰিমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ","ಪೆನೆಟ್ರೇಟಿವ್ ಕ್ಯಾಲೋರಿಮೀಟರ್, ಪೆನೆಟ್ರೇಟಿವ್ ಕ್ಯಾಲೋರಿಮೀಟರ್"
ডিফাৰেন্সিয়েল কেপাচিটৰ,ಡಿಫರೆನ್ಷಿಯಲ್ ಕೆಪಾಸಿಟರ್
ডিফাৰেন্সিয়েল জ&#39;ন,ಭೇದಾತ್ಮಕ ವಲಯ
ডিফাৰেন্সিয়েল প্ৰসাৰণ,ಭೇದಾತ್ಮಕ ಪ್ರಸರಣ
অৱভেদ্য সমীকৰণ,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
ভিন্নতামূলক বিলুপ্তি সহগ,ಡಿಫರೆನ್ಷಿಯಲ್ ಅಳಿವಿನ ಗುಣಾಂಕ
ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ,ಇಂಟರ್ಮೀಟರ್ ಅಯಾನೀಕರಣ ಚೇಂಬರ್
ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি,ಡಿಫರೆನ್ಷಿಯಲ್ ಐಸೊಟೋಪ್ ವಿಧಾನ
ডিফাৰেন্সিয়েল বেগ,ಭೇದಾತ್ಮಕ ವೇಗ
পাৰ্থক্য কৰা,ಪ್ರತ್ಯೇಕಿಸಿ
"পৃথক, পৃথক","ವಿಭಿನ್ನ, ವಿಭಿನ್ನ"
"পাৰ্থক্য, পাৰ্থক্য","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
বিবৰ্তন,ವಿವರ್ತನೆ
বিবৰ্তনমাপক,ಡಿಫ್ರಾಕ್ಟೋಮೀಟರ್
"বিক্ষিপ্ত, বিক্ষিপ্ত","ಪ್ರಸರಣ, ಪ್ರಸರಣ"
বিক্ষিপ্ত,ಹರಡಿದೆ
প্ৰসাৰণ,ಪ್ರಸರಣ
বিস্তাৰ ক্ষমতা,ಡಿಫ್ಯೂಸಿವಿಟಿ
"অংক, ব্যাস, আঙুলি","ಅಂಕೆ, ವ್ಯಾಸ, ಬೆರಳು"
ডিজিটেল ৰেকৰ্ডিং,ಡಿಜಿಟಲ್ ರೆಕಾರ್ಡಿಂಗ್
ডিজিটেল ভল্টমিটাৰ,ಡಿಜಿಟಲ್ ವೋಲ್ಟ್ಮೀಟರ್
দ্বি-আইছ’ট’পিক মৌল,ದ್ವಿ-ಐಸೋಟೋಪಿಕ್ ಅಂಶಗಳು
প্ৰসাৰণ,ಪ್ರಸರಣ
প্ৰসাৰণ বিকৃতি,ವಿಸ್ತರಣೆ ವಿರೂಪ
বহিঃতাপমাপক,ಎಕ್ಸೋಮೀಟರ್
ভিছফাৰিনি,ವಿಸ್ಫಾರಿಣಿ
"সম্প্ৰসাৰণ, দৈৰ্ঘ্য-প্ৰস্থ, মাত্ৰা, শক্তি","ವಿಸ್ತರಣೆ, ಉದ್ದ-ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ"
মাত্ৰিক,ಆಯಾಮದ
মাত্ৰাগততা,ಆಯಾಮ
বীমা ইউনিট,ವಿಮಾ ಘಟಕ
মাত্ৰাহীন মাত্ৰা,ಆಯಾಮವಿಲ್ಲದ ಆಯಾಮ
"মূল্য হ্ৰাস, হ্ৰাস","ಸವಕಳಿ, ಕಡಿತ"
উজ্জ্বল,ವಿಕಿರಣ
ডাইঅ&#39;ড,ಡಯೋಡ್
ডাইঅপ্টাৰ,ಡಯೋಪ್ಟರ್
বিবৰ্তন অঞ্চল,ವಕ್ರೀಭವನ ವಲಯ
ৰিফ্ৰেক্টিং লেন্স,ವಕ್ರೀಭವನದ ಮಸೂರ
"bow down, প্ৰণাম কৰা, ট্ৰাফ","ಬಾಗಿ, ಬಾಗಿ, ತೊಟ್ಟಿ"
পতনৰ কোণ,ಪತನದ ಕೋನ
ডাইপোল,ದ್ವಿಧ್ರುವಿ
বাইপোলাৰ স্তৰ,ಬೈಪೋಲಾರ್ ಪದರ
dirac ডেল্টা ফাংচন,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
"পোন, পোন, পোন, প্ৰত্যক্ষ, বিপৰীত","ನೇರ, ನೇರ, ನೇರ, ನೇರ, ವಿರುದ್ಧ"
anulom সম্পৰ্ক,ಅನುಲೋಮ್ ಪರಸ್ಪರ ಸಂಬಂಧ
প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ,ಏಕಮುಖ ವಿದ್ಯುತ್
পোনপটীয়া,ನೇರ
"প্ৰত্যক্ষ প্ৰভাৱ, প্ৰত্যক্ষ প্ৰভাৱ","ನೇರ ಹೊಡೆತ, ನೇರ ಹೊಡೆತ"
"দিশ, দিশ","ನಿರ್ದೇಶನ, ನಿರ್ದೇಶನ"
দিশগত,ದಿಕ್ಕಿನ
স্থানৰ স্থিৰতা,ಬಾಹ್ಯಾಕಾಶ ಸ್ಥಿರತೆ
"ডাইকোচিন, ডাইকো-কোচাইন","ಡಿಕೋಸಿನ್, ಡಿಕೋಸಿನ್"
"দিশগত, দিশগত, দিশগত","ದಿಕ್ಕು, ದಿಕ್ಕು, ದಿಕ್ಕು"
দিশগততা,ದಿಕ್ಕು
সাধাৰণ জালি,ಸಾಮಾನ್ಯ ಜಾಲರಿ
সৰলৰেখা,ಸರಳ ರೇಖೆ
ক্ৰমিক অনুপাত,ಅನುಕ್ರಮ ಅನುಪಾತ
প্ৰত্যক্ষ পদ্ধতি,ನೇರ ವಿಧಾನ
দিশ,ನಿರ್ದೇಶನ
প্ৰত্যক্ষ পঢ়া যন্ত্ৰ,ನೇರ ಓದುವ ಸಾಧನ
সন্মুখত টেলিস্কোপ,ಮುಂದೆ ದೂರದರ್ಶಕ
"বস্তু, বৃত্ত, ডিস্ক, ডিস্ক","ವಸ್ತು, ವೃತ್ತ, ಡಿಸ್ಕ್, ಡಿಸ್ಕ್"
"বিসৰ্জন, ইফিউচন, ব্লিচিং","ಇಮ್ಮರ್ಶನ್, ಎಫ್ಯೂಷನ್, ಬ್ಲೀಚಿಂಗ್"
পানীত ডুবাই ৰখা,ನೀರಿನ ಇಮ್ಮರ್ಶನ್
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, ভাঙন","ಸ್ಥಗಿತ, ಸ್ಥಗಿತ, ಮುರಿತ"
বিচ্ছিন্ন,ನಿರಂತರ
"গৱেষণা, অনুসন্ধান","ಸಂಶೋಧನೆ, ಹುಡುಕಾಟ"
অমিল,ವ್ಯತ್ಯಾಸ
কণা,ಕಣಗಳು
"অৱতল এন্টেনা,ডিচ এন্টেনা","ಕಾನ್ಕೇವ್ ಆಂಟೆನಾ, ಡಿಶ್ ಆಂಟೆನಾ"
"দ্ৰৱণ, দানা","ಕರಗುವಿಕೆ, ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್"
দ্ৰৱণ ধ্ৰুৱক,ವಿಸರ್ಜನೆ ಸ್ಥಿರ
অপচয় শক্তি,ಪ್ರಸರಣ ಶಕ್ತಿ
দ্ৰৱীভূত আধাজীৱন,ವಿಸರ್ಜನೆಯ ಅರ್ಧ-ಜೀವಿತಾವಧಿ
দ্ৰৱণীয় পৰিসৰ,ವಿಸರ್ಜನೆಯ ದರ್ಜೆ
"ডিচলকেচন, ডিচলকেচন, ডিচলকেচন, ডিচলকেচন","ಡಿಸ್ಲೊಕೇಶನ್, ಡಿಸ್ಲೊಕೇಶನ್, ಡಿಸ್ಲೊಕೇಶನ್, ಡಿಸ್ಲೊಕೇಶನ್"
"ফল্ট লাইন, ফল্ট কোৰ","ತಪ್ಪು ರೇಖೆ, ದೋಷದ ತಿರುಳು"
দোষ লুপ,ತಪ್ಪು ಲೂಪ್
"বিকাৰ, বিকাৰ, বিকাৰ","ಅಸ್ವಸ್ಥತೆ, ಅಸ್ವಸ್ಥತೆ, ಅಸ್ವಸ್ಥತೆ"
বিশৃংখলতা,ಅವ್ಯವಸ್ಥೆ
"বিভ্ৰান্তি, বিভ্ৰান্তি","ಗೊಂದಲ, ಗೊಂದಲ"
"বিক্ষিপ্ত, বিক্ষিপ্ত","ಚದುರಿದ, ಚದುರಿದ"
"বিক্ষিপ্ততা, বিক্ষিপ্ততা","ಪ್ರಸರಣ, ಚದುರುವಿಕೆ"
প্ৰজেক্টাইল,ಉತ್ಕ್ಷೇಪಕ
বিক্ষিপ্তকাৰী,ಚೆದುರಿದ
প্ৰতিফলনশীলতা,ಪ್ರತಿಫಲನ
স্থানচ্যুতি,ಸ್ಥಳಾಂತರ
প্ৰদৰ্শন,ಪ್ರದರ್ಶನ
কনছ&#39;ল,ಕನ್ಸೋಲ್
বিচ্ছিন্নতা বল,ಬಿಡಿಸಿಕೊಳ್ಳುವ ಶಕ್ತಿ
অসমান,ಅಸಮಾನ
ক্ষয় সহগ,ಕೊಳೆಯುವ ಗುಣಾಂಕ
জাৰণকাৰী,ನಾಶಕಾರಿ
ক্ষয় ব্যৱস্থা,ಕೊಳೆತ ವ್ಯವಸ್ಥೆ
পৃথক কৰিব পৰা,ಬೇರ್ಪಡಿಸಬಹುದಾದ
পৃথক কৰা হৈছে,ಬೇರ್ಪಡಿಸಲಾಗಿದೆ
disposition,ಇತ್ಯರ್ಥ
অসংগততা,ಅಸಂಗತತೆ
দূৰত্ব,ದೂರ
দূৰৈৰ,ದೂರದ
"সুকীয়া, সুকীয়া, সুকীয়া, প্ৰকাশভংগী","ವಿಭಿನ್ನ, ವಿಭಿನ್ನ, ವಿಭಿನ್ನ, ಅಭಿವ್ಯಕ್ತಿಶೀಲ"
বৈষম্য,ತಾರತಮ್ಯ
বিচ্ছিন্ন সম্পত্তি,ಪ್ರತ್ಯೇಕ ಆಸ್ತಿ
"পাৰ্থক্য কৰা, পাৰ্থক্য কৰা","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
বিকৃত,ವಿಕೃತ
বিকৃতি,"ವಿರೂಪ, ವಿರೂಪ"
বিকৃতিৰ স্থিতিস্থাপকতা,ವಿರೂಪ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
বিতৰণ কৰা এম্প্লিফায়াৰ,ವಿತರಿಸಿದ ಆಂಪ್ಲಿಫಯರ್
"বিতৰণ, বিতৰণ","ವಿತರಣೆ, ವಿತರಣೆ"
"বিতৰণ নিয়ম, বিতৰণ নিয়ম","ವಿತರಣಾ ನಿಯಮ, ವಿತರಣಾ ನಿಯಮ"
বিঘিনি,ಅಡಚಣೆ
"distressed, বিঘ্নিত ভাৰসাম্য","ತೊಂದರೆಗೊಳಗಾದ, ತೊಂದರೆಗೊಳಗಾದ ಸಮತೋಲನ"
বিৰক্তিকৰ শক্তি,ಗೊಂದಲದ ಶಕ್ತಿ
"আহনিক, দিবাচাৰ, দিবা, দৈনিক","ಅಹ್ನಿಕ್, ದಿವಾಚಾರ್, ದಿವಾ, ಡೈಲಿ"
দৈনিক গতি,ದೈನಂದಿನ ವೇಗ
দ্বিসম্বন্ধীয়,ದ್ವಿಗುಣ
"dissipate, বিসৰ্জন","ವಿಸರ್ಜಿಸು, ವಿಸರ್ಜಿಸು"
"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা","ಭಿನ್ನತೆ, ಭಿನ್ನತೆ, ಭಿನ್ನತೆ"
ডাইভাৰ্জেন্ট,ವಿಭಿನ್ನ
ডাইভাৰচন,ತಿರುವು
"বিভক্ত, বিভক্ত","ವಿಂಗಡಿಸಲಾಗಿದೆ, ವಿಂಗಡಿಸಲಾಗಿದೆ"
"বিভাজন, বিভাজন, বিভাজন","ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ"
আয়নমণ্ডলৰ D স্তৰ,ಅಯಾನುಗೋಳದ ಡಿ ಪದರ
"অঞ্চল, প্ৰদেশ, অঞ্চল, ডমেইন","ಪ್ರದೇಶ, ಪ್ರಾಂತ್ಯ, ಪ್ರದೇಶ, ಡೊಮೇನ್"
"গম্বুজ, গম্বুজ","ಗುಮ್ಮಟ, ಗುಮ್ಮಟ"
প্ৰভাৱশালী স্থান,ಪ್ರಭಾವಿ ಸ್ಥಾನ
দাতাৰ স্তৰত,ದಾನಿ ಮಟ್ಟ
মদিত সন্ধি,ಮ್ಯಾಡಿಟ್ ಒಪ್ಪಂದ
"ব্যভিচাৰ, ব্যভিচাৰ","ಕಲಬೆರಕೆ, ಕಲಬೆರಕೆ"
ডপলাৰ ইফেক্ট,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
"ডোজ, ডোজ","ಡೋಸೇಜ್, ಡೋಸೇಜ್"
কোৱাণ্টোমিটাৰ,ಕ್ವಾಂಟೊಮೀಟರ್
"বিন্দুযুক্ত, বিন্দুযুক্ত","ಚುಕ್ಕೆ, ಚುಕ್ಕೆ"
"দ্বৈত, দ্বৈত, যোৰ, দ্বৈত, সাধাৰণ, দ্বৈত","ದ್ವಂದ್ವ, ಡಿಪ್ಲಾಯ್ಡ್, ಜೋಡಿ, ಉಭಯ, ಸಾಮಾನ್ಯ, ದ್ವಿಮುಖ"
ডাবল বণ্ড,ಡಬಲ್ ಬಾಂಡ್
দ্বি-উত্তল লেন্স,ಬೈಕಾನ್ವೆಕ್ಸ್ ಲೆನ್ಸ್
দ্বি-উত্তল লেন্স,ಬೈಕಾನ್ವೆಕ್ಸ್ ಲೆನ್ಸ್
বাইনাৰী ডিফাৰেন্সিয়েল,ಬೈನರಿ ಡಿಫರೆನ್ಷಿಯಲ್
ডাবল আয়নীয়কৰণ,ಡಬಲ್ ಅಯಾನೀಕರಣ
ডাবল অণু,ಎರಡು ಅಣು
ডাবল প্ৰিচিচন,ಡಬಲ್ ನಿಖರತೆ
ডাবল ৰিফ্ৰেকচন,ಡಬಲ್ ವಕ್ರೀಭವನ
ডাবল ছিৰিজ,ಡಬಲ್ ಸರಣಿ
যোৰ তৰা,ಜೋಡಿ ನಕ್ಷತ್ರಗಳು
দুণ্ডণ,ದುಪ್ಪಟ್ಟು
achromatic লেন্স যোৰ,ವರ್ಣರಹಿತ ಲೆನ್ಸ್ ಜೋಡಿ
"প্ৰসাৰণ, প্ৰসাৰণ","ಪ್ರಸರಣ, ವಿಸ್ತರಣೆ"
দুগুণ আধানযুক্ত কণা,ದುಪ್ಪಟ್ಟು ಚಾರ್ಜ್ಡ್ ಕಣ
উভচৰ দুৰ্নীতিগ্ৰস্ত,ಉಭಯಚರ ಭ್ರಷ್ಟ
ডাবল আয়নীয়কৃত,ಡಬಲ್ ಅಯಾನೀಕೃತ
তললৈ,ಕೆಳಕ್ಕೆ
ট্ৰেকচন অক্সিজেন অক্সিজেন অৰ্ধ কম্পেক্ট,ಎಳೆತ ಅದಿರು ಅರೆ ಕಾಂಪ್ಯಾಕ್ಟ್
ট্ৰেকচন বল,ಎಳೆತ ಬಲ
"wah, runoff, apodh, drift (খনন), পাঞ্জ (খাদ্য), বিচ্যুতি","ವಾಹ್, ಹರಿವು, ಅಪೋಧ್, ಡ್ರಿಫ್ಟ್ (ಗಣಿಗಾರಿಕೆ), ಪಂಜ್ (ಆಹಾರ), ಸ್ಥಳಾಂತರ"
ৰানঅফ ষ্ট্ৰিম,ಹರಿಯುವ ಸ್ಟ್ರೀಮ್
কাৰ্য্যকৰী,ಕಾರ್ಯಾಚರಣೆ
পৰিবাহী ভল্টেজ,ವಹನ ವೋಲ್ಟೇಜ್
pety ball,ಸಣ್ಣ ಚೆಂಡು
হঠাৎ বিৰতি,ಹಠಾತ್ ವಿರಾಮ
"বিন্দু, মাইক্ৰ’ পইণ্ট, ড্ৰপলেট","ಚುಕ್ಕೆ, ಸೂಕ್ಷ್ಮ ಬಿಂದು, ಹನಿ"
পৰি যোৱা,ಪತನ
শুকান,ಒಣ
শুকান শুকান হাইগ্ৰ’মিটাৰ,ಒಣ ಒಣ ಹೈಗ್ರೋಮೀಟರ್
বিফল যোগাযোগ,ವಿಫಲ ಸಂಪರ್ಕ
"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন","ಎರಡು ಕಾರ್ಯಾಚರಣೆ, ಎರಡು ಕಾರ್ಯಾಚರಣೆ"
ডাক্ট,ನಾಳ
টান,ಕರ್ಷಕ
টান,ಕರ್ಷಕ
ডিম,ಮಂದ
নিঃশব্দ,ಮ್ಯೂಟ್ ಮಾಡಿ
নিক্ষেপ,ನಿಕ್ಷೇಪ
বমন তাৰা,ವಾಮನ್ ತಾರಾ
ডাবল অক্ষ,ಎರಡು ಅಕ್ಷ
গতিশীল,ಕ್ರಿಯಾತ್ಮಕ
গতিশীল,ಕ್ರಿಯಾತ್ಮಕ
"গতিশীলতা, গতিশীলতা","ಡೈನಾಮಿಕ್ಸ್, ಡೈನಾಮಿಕ್ಸ್"
ডাইনামো,ಡೈನಮೋ
ডাইন কৰক,ಊಟ ಮಾಡು
"পৃথিৱী, পৃথিৱী","ಭೂಮಿ, ಭೂಮಿ"
ভূমিকম্পৰ তীব্ৰতা,ಭೂಕಂಪದ ತೀವ್ರತೆ
পৃথিৱী উপগ্ৰহ,ಭೂಮಿಯ ಉಪಗ್ರಹ
আৰ্থ সংযোগ ব্যৱস্থা,ಭೂಮಿಯ ಸಂಪರ್ಕ ವ್ಯವಸ್ಥೆ
মাটিৰ তাঁৰ,ನೆಲದ ತಂತಿ
"কেন্দ্ৰ, কেন্দ্ৰবিন্দু","ಕೇಂದ್ರ, ಕೇಂದ್ರಾಭಿಮುಖ"
কেন্দ্ৰীয়তা,ವಿಕೇಂದ್ರೀಯತೆ
echelon,ಶ್ರೇಣಿ
প্ৰতিধ্বনি,ಪ್ರತಿಧ್ವನಿ
ধাৰণা,ಊಹೆ
বিপ্লৱৰ বৃত্তাকাৰ স্থানাংক,ಕ್ರಾಂತಿ ವೃತ್ತಾಕಾರದ ನಿರ್ದೇಶಾಂಕಗಳು
ঘূৰ্ণীবতাহ,ಸುಂಟರಗಾಳಿ
প্ৰান্তৰ দোষ,ಅಂಚಿನ ದೋಷ
মূল-প্ৰভাৱ,ಪ್ರಮುಖ ಪರಿಣಾಮ
এডিছন কোষ,ಎಡಿಸನ್ ಕೋಶ
সম্পাদনা কৰক,ತಿದ್ದು
কাৰ্যকৰী,ಪರಿಣಾಮಕಾರಿ
দক্ষতা,ದಕ್ಷತೆ
চেষ্টা কৰা,ಪ್ರಯತ್ನ
এৰি দিয়া,ವಿಸರ್ಜನೆ
"ৰূপক, eigen","ಸಾಂಕೇತಿಕ, ಐಜೆನ್"
অষ্টভুজ,ಅಷ್ಟಭುಜಾಕೃತಿ
আইনষ্টাইন-বোজ বিতৰণ নিয়ম,ಐನ್ಸ್ಟೈನ್-ಬೋಸ್ ವಿತರಣಾ ಕಾನೂನು
তৎক্ষণাত প্ৰভাৱ,ತತ್ಕ್ಷಣದ ಪರಿಣಾಮ
আইনষ্টাইনিয়াম,ಐನ್ಸ್ಟೈನಿಯಮ್
আইনষ্টাইন স্মোলুচ’ভস্কি সমীকৰণ,ಐನ್ಸ್ಟೈನ್ ಸ್ಮೊಲುಚೋವ್ಸ್ಕಿ ಸಮೀಕರಣ
আইনষ্টাইন-জনসংখ্যা,ಐನ್ಸ್ಟೈನ್-ಜನಸಂಖ್ಯೆ
বহিষ্কাৰ কৰা,ಹೊರಹಾಕುವಿಕೆ
ইজেক্টৰ কেপচুল,ಎಜೆಕ್ಟರ್ ಕ್ಯಾಪ್ಸುಲ್
ইজেক্টৰ,ಎಜೆಕ್ಟರ್
ক্লিয়াৰেন্স বৰ্ড,ಕ್ಲಿಯರೆನ್ಸ್ ಬೋರ್ಡ್
বিপৰীত ধাৰণক্ষমতা,ವಿಲೋಮ ಧಾರಣ
ইলাষ্টিক,ಸ್ಥಿತಿಸ್ಥಾಪಕ
"ইলাষ্টিক ভংগীমাৰ প্ৰভাৱ, ইলাষ্টিক ভংগীমা","ಸ್ಥಿತಿಸ್ಥಾಪಕ ಭಂಗಿ ಪರಿಣಾಮ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಭಂಗಿ"
দোলনীয় শৰীৰ,ಆಂದೋಲಕ ದೇಹ
ইলাষ্টিকতা,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
"ইলাষ্টিকমিটাৰ, ইলাষ্টিকমিটাৰ","ಸ್ಥಿತಿಸ್ಥಾಪಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮಾಪಕ"
ইলাষ্টিক নমনীয়তা,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮೃದುತ್ವ
আয়নমণ্ডল ই-স্তৰ,ಅಯಾನುಗೋಳದ ಇ-ಪದರ
ইলেক্ট্ৰেট,ಎಲೆಕ್ಟ್ರೆಟ್
"বৈদ্যুতিক, বৈদ্যুতিক","ವಿದ್ಯುತ್, ವಿದ್ಯುತ್"
বিদ্যুৎ,ವಿದ್ಯುತ್
"বিদ্যুৎকৰণ, চাৰ্জিং","ವಿದ್ಯುದೀಕರಣ, ಚಾರ್ಜಿಂಗ್"
বিদ্যুৎস্পৃষ্ট,ವಿದ್ಯುದೀಕರಣಗೊಂಡಿದೆ
"আধানযুক্ত কণা, আধানযুক্ত কণা","ಚಾರ್ಜ್ಡ್ ಕಣ, ಚಾರ್ಜ್ಡ್ ಕಣ"
ইলেক্ট্ৰ&#39;একাউষ্টিক,ಎಲೆಕ್ಟ್ರೋಕಾಸ್ಟಿಕ್
ইলেক্ট্ৰ&#39;-একাউষ্টিকছ,ಎಲೆಕ್ಟ್ರೋ-ಅಕೌಸ್ಟಿಕ್ಸ್
ইলেক্ট্ৰ&#39;-থাৰ্মেল,ಎಲೆಕ್ಟ್ರೋ-ಥರ್ಮಲ್
ইলেক্ট্ৰ&#39;কেমিকেল,ಎಲೆಕ್ಟ್ರೋಕೆಮಿಕಲ್
সমান্তৰাল,ಸಮಾನ
ইলেক্ট্ৰ&#39;ড,ವಿದ್ಯುದ್ವಾರ
ইলেক্ট্ৰ&#39;ডাইনেমিক্স,ಎಲೆಕ್ಟ್ರೋಡೈನಾಮಿಕ್ಸ್
ইলেক্ট্ৰ&#39;ডাইনেমিক ইফেক্ট,ಎಲೆಕ್ಟ್ರೋಡೈನಾಮಿಕ್ ಪರಿಣಾಮ
গেলভানিক পৃথকীকৰণ,ಗಾಲ್ವನಿಕ್ ಪ್ರತ್ಯೇಕತೆ
ইলেক্ট্ৰলাইট,ವಿದ್ಯುದ್ವಿಚ್ಛೇದ್ಯ
ইলেক্ট্ৰ&#39;লাইটিক,ವಿದ್ಯುದ್ವಿಚ್ಛೇದ್ಯ
"ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ, ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ","ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್, ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್"
বিদ্যুৎচুম্বক,ವಿದ್ಯುತ್ಕಾಂತ
বিদ্যুৎচুম্বকীয় ক্ষেত্ৰ,ವಿದ್ಯುತ್ಕಾಂತೀಯ ಕ್ಷೇತ್ರ
বিদ্যুৎচুম্বকত্ব,ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ
বিদ্যুৎচুম্বকত্ব,ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ
"ইলেক্ট্ৰ&#39;মিটাৰ নজেল,ইলেক্ট্ৰ&#39;মিটাৰ ভালভ","ಎಲೆಕ್ಟ್ರೋಮೀಟರ್ ನಳಿಕೆ, ಎಲೆಕ್ಟ್ರೋಮೀಟರ್ ಕವಾಟ"
বিদ্যুৎচালিত বল,ವಿದ್ಯುತ್ಕಾಂತ ಶಕ್ತಿ
ইলেক্ট্ৰন,ಎಲೆಕ್ಟ್ರಾನ್
ঋণ-বিদ্যুৎ,ಸಾಲ-ವಿದ್ಯುತ್
ইলেক্ট্ৰনিক,ಎಲೆಕ್ಟ್ರಾನಿಕ್
ইলেক্ট্ৰনিক eigenfunction,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಐಜೆನ್ಫಂಕ್ಷನ್
ইলেক্ট্ৰনিক শক্তি,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಶಕ್ತಿ
ইলেক্ট্ৰনিক্স,ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
ইলেক্ট্ৰন অপটিক্স,ಎಲೆಕ್ಟ್ರಾನ್ ಆಪ್ಟಿಕ್ಸ್
ইলেক্ট্ৰ&#39;-অপ্টিক্স,ಎಲೆಕ್ಟ್ರೋ-ಆಪ್ಟಿಕ್ಸ್
বিদ্যুৎচুম্বকত্ব,ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ
ইলেক্ট্ৰস্কোপ,ಎಲೆಕ್ಟ್ರೋಸ್ಕೋಪ್
ইলেক্ট্ৰষ্টেটিক,ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ
ইলেক্ট্ৰষ্টেটিক্স,ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್
বৈদ্যুতিক সংযোগ,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ
বৈদ্যুতিক সংযোগকাৰী,ವಿದ್ಯುತ್ ಕನೆಕ್ಟರ್
"উপাদান, সংখ্যালঘু, উপাদান","ಅಂಶಗಳು, ಅಲ್ಪಸಂಖ್ಯಾತರು, ಘಟಕಗಳು"
"প্ৰাথমিক, মৌলিক, মৌলিক","ಪ್ರಾಥಮಿಕ, ಪ್ರಾಥಮಿಕ, ಧಾತುರೂಪದ"
মূল চাৰ্জ,ಮೂಲ ಶುಲ್ಕ
