Assamese,Bengali
"১.ডাটা চুইচ, ২.ডাটা চুইচ","1.ডেটা স্যুইচ, 2.ডেটা সুইচ"
"1.তথ্য টেবুল, 2.তথ্য টেবুল","1.ডেটা টেবিল, 2.ডেটা টেবিল"
"1.ডাটা শেষ, 2. ডাটা শেষ","1.ডেটা শেষ, 2. তথ্য শেষ"
"১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন","1. ডেটা ট্রান্সক্রিপশন, 2. ডেটা ট্রান্সক্রিপশন"
"1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ","1.ডেটা ট্রান্সফার, 2. তথ্য স্থানান্তর"
"1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন","1. ডাটা ট্রান্সমিশন, 2. ডাটা ট্রান্সমিশন"
"1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম","1.ডেটা ট্রান্সমিশন সিস্টেম, 2.ডেটা ট্রান্সমিশন সিস্টেম"
"1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট","1. ডেটা বিন্যাস, 2. ডেটা বিন্যাস"
"১.ডাটা ইউনিট, ২.ডাটা ইউনিট","1. ডেটা ইউনিট, 2. ডেটা ইউনিট"
"1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ","1.ডেটা ভ্যালিডেশন, 2.ডেটা ভ্যালিডেশন"
ডাটাবেছ,তথ্যশালা
ডাটাবেছ প্ৰশাসন,ডাটাবেস প্রশাসন
ডাটাবেছ ডিজাইন,ডাটাবেস ডিজাইন
ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা,ডাটাবেস ম্যানেজমেন্ট সিস্টেম
"১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ","1.ডেটাগ্রেভ, 2.ডেটাগ্রেভ"
"1. ডেটাম, 2. ডাটা","1. ডেটাম, 2. ডেটা"
"১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল","1. নিষ্ক্রিয় অঞ্চল, 2. নিষ্ক্রিয় অঞ্চল"
ডেডলক,অচলাবস্থা
ডেডলক প্ৰতিৰোধ,অচলাবস্থা প্রতিরোধ
দোষ নিষ্কাশন,ফল্ট ক্লিয়ারেন্স
"১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ","1. জাজমেন্ট সেল, 2. বিচার বাক্স"
সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া,সিদ্ধান্ত গ্রহণের প্রক্রিয়া
সিদ্ধান্ত সমৰ্থন ব্যৱস্থা,সিদ্ধান্ত সমর্থন সিস্টেম
সিদ্ধান্ত গছ,সিদ্ধান্ত গাছ
"১.ডিকোডাৰ, ২.ডিকোডাৰ","1. ডিকোডার, 2. ডিকোডার"
দ্ৰৱণ নীতি,দ্রবীভূতকরণ নীতি
ডিকোডিং,ডিকোডিং
ডেডিকেটেড চিষ্টেম,ডেডিকেটেড সিস্টেম
ডেডিকেটেড প্ৰেছ,ডেডিকেটেড প্রেস
প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN),ইমিউনাইজেশন ডেটা নেটওয়ার্ক (DDN)
টিকাকৰণ তথ্য ব্যৱস্থা,ইমিউনাইজেশন তথ্য সিস্টেম
সংহতি,মিশ্রণ
পলম কৰা,বিলম্ব
বিলম্ব কাউণ্টাৰ,বিলম্ব পাল্টা
বিলম্বৰ সময়,বিলম্ব সময়
"১.মচি পেলোৱা, ২.মচি পেলোৱা","1.মুছুন, 2.মুছুন"
ডিলিচন ৰেকৰ্ড,মুছে ফেলার রেকর্ড
সীমা নিৰ্ধাৰণকাৰী,ডিলিমিটার
ডেল্টা মডুলেচন,ডেল্টা মড্যুলেশন
ৰিকুইজিচন পৃষ্ঠা,অনুরোধ পৃষ্ঠা
প্ৰদৰ্শন,কর্মক্ষমতা
ডিমডুলেচন,demodulation
ভি-মাল্টিপ্লেক্সাৰ,V- মাল্টিপ্লেক্সার
ডিনৰ্মেলাইজেচন,অস্বাভাবিককরণ
"১.ঘনত্ব, ২.ঘনত্ব","1. ঘনত্ব, 2. ঘনত্ব"
"১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা","1. নির্ভরতা, 2. নির্ভরতা"
নিৰ্ভৰশীল একক,নির্ভরশীল ইউনিট
লানি পতা,কিউ
"১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স","1. dereference, 2. dereference"
ব্যুৎপত্তি কৰা গছ,প্রাপ্ত গাছ
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,প্রাপ্ত ক্ষেত্র
অৱনমিত সজাই পৰাই তোলা,সাজানো সাজানো
ডিজাইন,নকশা
ডেস্ক কেলকুলেটৰ,ডেস্ক ক্যালকুলেটর
ডেস্কটপ কম্পিউটাৰ,ডেস্কটপ কম্পিউটার
ডেস্কটপ উপস্থাপন,ডেস্কটপ উপস্থাপনা
ডেস্কটপ প্ৰকাশন,ডেস্কটপ পাবলিশিং
ডেস্কটপ ভিডিঅ&#39;,ডেস্কটপ ভিডিও
গন্তব্যস্থানৰ ঠিকনা,গন্তব্য ঠিকানা
"১.ধ্বংসী, ২.নাশক","1. ধ্বংসকারী, 2. ধ্বংসকারী"
ডিটাৰ্মিনিষ্টিক automata,নির্ধারক স্বয়ংক্রিয়তা
ডেভেলপাৰ,বিকাশকারী
উন্নয়ন ব্যৱস্থা,উন্নয়ন ব্যবস্থা
ডিভাইচ,যন্ত্র
ডিভাইচ নিয়ন্ত্ৰণ একক,ডিভাইস নিয়ন্ত্রণ ইউনিট
ডিভাইচ নিয়ন্ত্ৰক,ডিভাইস নিয়ামক
ডিভাইচ ব্যৱস্থাপনা,যন্ত্র ব্যবস্থাপনা
ডিভাইচ ধৰণ,ডিভাইস মোড
নিদান,রোগ নির্ণয়
ডায়েগনষ্টিক চিষ্টেম,ডায়াগনস্টিক সিস্টেম
"১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ","1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস"
ডায়েগ্ৰাম,চিত্র
ডায়েল কৰক,ডায়াল
ডায়েল লাইন,ডায়াল লাইন
ডায়েল টোন,ডায়াল টোন
ডায়েল আপ কৰক,ডায়াল আপ
"১/ সংলাপ, ২/ কথোপকথন","1. সংলাপ, 2. কথোপকথন"
কথোপকথন কক্ষ,কথোপকথন ঘর
ডায়েলআপ মডেম,ডায়ালআপ মডেম
বীমা,বীমা
অভিধান,অভিধান
"১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য","1. ডিফারেনশিয়াল, 2. পৃথকীকরণ"
সংখ্যাগত,সংখ্যাসূচক
ডিজিটেল ব্যৱস্থা,ডিজিটাল সিস্টেম
ডিজিটেল বৰ্তনী,ডিজিটাল সার্কিট
ডিজিটেল কম্পিউটাৰ,ডিজিটাল কম্পিউটার
"1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা","1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা"
ডিজিটেল সুবিধা,ডিজিটাল সুবিধা
ডিজিটেল ফিল্টাৰ,ডিজিটাল ফিল্টার
ডিজিটেল লাইব্ৰেৰী,ডিজিটাল লাইব্রেরি
ডিজিটেল মডুলেচন,ডিজিটাল মড্যুলেশন
"1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ","1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর"
ডিজিটেল ইমেজ,ডিজিটাল ইমেজ
"১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ","1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর"
ডিজিটেল চুইচ,ডিজিটাল সুইচ
ডিজিটেল এনালগ কনভাৰ্টাৰ,ডিজিটাল এনালগ রূপান্তরকারী
ডিজিটাইজেচন,ডিজিটাইজেশন
ডিজিটাইজেচন,ডিজিটাইজেশন
ডিজিটাইজাৰ,ডিজিটাইজার
ডাইঅ&#39;ড,ডায়োড
পোনপটীয়া,প্রথম দৃষ্টিতে
প্ৰত্যক্ষ ঠিকনা,সরাসরি ঠিকানা
প্ৰত্যক্ষ ৰূপান্তৰ,সরাসরি রূপান্তর
প্ৰত্যক্ষ সংযোজন,সরাসরি সংযোগ
"1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)","1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)"
প্ৰত্যক্ষ মেমৰি অভিগম (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
প্ৰত্যক্ষ পদ্ধতি,সরাসরি পদ্ধতি
দিশ নিৰ্দেশনা,দিকনির্দেশ
ডাইৰেকটৰী,ডিরেক্টরি
"1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ","1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার"
ডাইৰেকটৰি সেৱা,ডিরেক্টরি সেবা
অক্ষম,অক্ষম
সংকেত নিষ্ক্ৰিয় কৰা,অক্ষম সংকেত
"১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা","1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন"
"১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন","1. বিচ্ছিন্ন, 2. বিযুক্ত"
"১.ডিস্ক, ২.ডিস্ক","1. ডিস্ক, 2. ডিস্ক"
"1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা","1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা"
"1. ডিস্ক এৰে, 2. ডিস্ক এৰে","1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ","1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ"
ডিস্ক নথিপত্ৰ,ডিস্ক ফাইল
"1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি","1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি"
ডিস্ক অপাৰেটিং চিস্টেম (DoS),ডিস্ক অপারেটিং সিস্টেম (DoS)
ডিস্ক পেকেজ,ডিস্ক প্যাকেজ
"1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ","1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার"
"1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ","1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ"
ডিস্কেট,ডিস্কেট
ফাইল প্ৰদৰ্শন কৰক,প্রদর্শন ফাইল
ছবি প্ৰদৰ্শন কৰক,প্রদর্শন চিত্র
নিষ্পত্তি,নিষ্পত্তি
দূৰত্ব,দূরত্ব
দূৰত্বৰ ফলন,দূরত্ব ফাংশন
বিকৃতি,বিকৃতি
বিলি কৰা হ’ল,বিতরণ করা
বিতৰণ কৰা তথ্য,বিতরণ করা তথ্য
বিতৰণ কৰা চাৰ্ভাৰ,বিতরণ করা সার্ভার
"1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা","1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম"
বিতৰক,পরিবেশক
নথিপত্ৰ,নথি
নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত,নথি স্বীকৃত
"1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো","1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো"
নথিপত্ৰ,ডকুমেন্টেশন
"ডমেইন, ডমেইন","ডোমেইন, ডোমেইন"
ডমেইনৰ নাম,ডোমেন নাম
"1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ","1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার"
"তলত, তলত","নীচে, নীচে"
"১.এভালিংক, ২.বৰ্গ","1.Avallink, 2.Square"
ডাউনল’ড,ডাউনলোড
ডাউনলোড সময়,ডাউনলোড সময়
ট্ৰেকচন,আকর্ষণ
DRAM (ডাইনামিক ৰেম),DRAM (ডাইনামিক RAM)
ৰানঅফ,রানঅফ
ড্ৰাইভাৰ,ড্রাইভার
পাত,পাতা
তালিকা বাকচ ড্ৰপ কৰক,ড্রপ লিস্ট বক্স
ড্ৰাম ড্ৰাইভ,ড্রাম ড্রাইভ
"1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ","1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার"
"১.ইম ইউনিট, ২.ড্ৰাম ইউনিট","1. আইএম ইউনিট, 2. ড্রাম ইউনিট"
"১.দ্বৈততা, ২. bi","1. দ্বৈততা, 2. দ্বি"
দ্বৈত ঘনত্ব,দ্বৈত ঘনত্ব
"১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা","1. নীরব ঠিকানা, 2. জাল ঠিকানা"
ভাণ্ডাৰ,ডাম্প
ডুপ্লেক্স বৰ্তনী,ডুপ্লেক্স সার্কিট
বৈধকৰণ,বৈধকরণ
কি&#39; কি&#39;,কী কী
"১.ডি ভি ডি আৰ./ডব্লিউ , ২. ডিভিডি পঢ়া, ৩. লিখা","1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা"
DVD ROM,ডিভিডি রম
গতিশীল নিৰ্দেশনা,গতিশীল নির্দেশ
"1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি","1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি"
"১.গতিবিদ্যা, ২.গতিশীলতা","1. গতিবিদ্যা, 2. গতিবিদ্যা"
ই খ গ ঘ আই চি,E B C D I C
ই-ব্যৱসায়,ই-ব্যবসা
প্ৰতিধ্বনি,প্রতিধ্বনি
"১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ","1.e-commerce, 2.e-commerce"
সম্পাদনা কৰা,সম্পাদনা
সম্পাদক,সম্পাদক
শিক্ষাগত প্ৰযুক্তি,শিক্ষাবিষয়ক প্রযুক্তি
ই ই প ৰম,e e p rom
"১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা","1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা"
অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা,অর্থপূর্ণ অপারেন্ড ঠিকানা
ফলপ্ৰসূ কাৰ্য্য,কার্যকর পদক্ষেপ
ফলপ্ৰসূ UID,কার্যকরী ইউআইডি
ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য,কার্যকর ট্রান্সমিশন অপারেশন
অক্টল বাইট,অক্টাল বাইট
"ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং","ইলেকট্রনিক লার্নিং, ই-লার্নিং"
নিৰ্বাচন এলগৰিদম,নির্বাচন অ্যালগরিদম
ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল),ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল)
"১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ","1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার"
বৈদ্যুতিক একাউণ্টিং মেচিন,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
ইলেক্ট্ৰনিক্স,ইলেকট্রনিক্স
ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS),ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS)
ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI),ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ,ইলেকট্রনিক ব্রোশিওর
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS)
"১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল","1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল"
ইলেক্ট্ৰনিক প্ৰকাশন,ইলেকট্রনিক প্রকাশনা
ইলেক্ট্ৰনিক চুইচ,ইলেকট্রনিক সুইচ
"উপাদান, উপাদান","উপাদান, উপাদান"
ই-মেইল,ই-মেইল
"১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা","1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা"
এম্বেডেড চিস্টেম,এমবেডেড সিস্টেম
এম্বেডিং,এমবেডিং
এমিটাৰ সংযুক্ত লজিক (ECL),ইমিটার কাপলড লজিক (ইসিএল)
খালী ঠাই,ফাঁকা স্থান
"১.উকা শিকলি, ২.উকা শিকলি","1. ফাঁকা চেইন, 2. ফাঁকা চেইন"
যান্ত্ৰিকীকৰণ,যান্ত্রিকীকরণ
"১.কেপচুলেচন, ২.কেপচুলেচন","1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন"
ডিকোডাৰ,ডিকোডার
এনকোডিং,এনকোডিং
"১.এনকোডাৰ, ২.কোডাক","1. এনকোডার, 2. কোডাক"
লুকাই থকা তথ্য,লুকানো তথ্য
লুকাই থকা নথিপত্ৰপ্ৰণালী,লুকানো ফাইল সিস্টেম
"1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং","1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং"
ব্লকৰ শেষ,ব্লক শেষ
ফাইল-অন্ত,ফাইল-এন্ড
ব্যৱহাৰকাৰী,ব্যবহারকারী
প্ৰৱেশদ্বাৰ,প্রবেশ করা
প্ৰৱেশ চাবি,এন্ট্রি কী
"১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক","1. উদ্যম সারওয়ার, 2. উদ্যম সেবক"
উদ্যোগ ব্যৱস্থা,এন্টারপ্রাইজ সিস্টেম
ক্ষমতা,শক্তি
ক্ষমতা আত্মীয়তা,শক্তি সখ্যতা
প্ৰৱেশৰ সময়,প্রবেশের সময়
ইনপুট ভেৰিয়েবল,ইনপুট পরিবর্তনশীল
গণনাযোগ্য,গণনার যোগ্য
পৰিৱেশ,পরিবেশ
"১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত","1.Epoch, 2. যুগ, 3. নির্দেশের মুহূর্ত"
EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি),EPRAM (ফাইনান্স প্রোগ্রামেবল রিড-ওনলি মেমরি)
এপ্সিলন কনষ্ট্ৰিক্টৰ,epsilon constrictor
ইকুৱেলাইজাৰ,সমানকারী
সঁজুলি,সরঞ্জাম
সমতুল্যতা শ্ৰেণী,সমতা শ্রেণী
সমতুল্য সম্পৰ্ক,সমতুল্য সম্পর্ক
"১/ বিলুপ্তি, ২) নিৰ্মূল","1. বিলুপ্তি, 2. নির্মূল"
ভুল সংশোধন ক&#39;ড,ত্রুটি সংশোধন কোড
ভুল সংশোধন,ত্রুটি সংশোধন
ভুল ধৰা পেলোৱা,ত্রুটি সনাক্তকরণ
ভুল নিয়ন্ত্ৰণ,শিল্প খাত
ত্ৰুটি বাৰ্তা,ভুল বার্তা
ভুলৰ হাৰ,ত্রুটি হার
ত্ৰুটি পুনৰুদ্ধাৰ,ত্রুটি পুনরুদ্ধার
ভুলৰ নাম,ত্রুটির নাম
পলায়ন চিহ্ন,পালাবার প্রতীক
ইথাৰনেট,ইথারনেট
কাৰ্যক্ৰম,ঘটনা
ইভেন্ট শৃংখল,ইভেন্ট চেইন
ইভেন্ট নিয়ন্ত্ৰণ,ঘটনা নিয়ন্ত্রণ
ইভেন্ট কাউণ্টাৰ,ইভেন্ট কাউন্টার
ব্যতিক্ৰম নিয়ন্ত্ৰণ,ব্যতিক্রম হ্যান্ডলিং
বিনিময় ডিষ্ক সংৰক্ষণ,বিনিময় ডিস্ক স্টোরেজ
বৰ্জন,বর্জন
একচেটিয়া আৰু (x বা),একচেটিয়া এবং (x বা)
এক্সিকিউটেবল প্ৰগ্ৰেম,এক্সিকিউটেবল প্রোগ্রাম
এক্সিকিউচন ষ্টেটমেন্ট,মৃত্যুদন্ড বিবৃতি
নিৰ্বাচিত অনুসন্ধান,নির্বাচনী অনুসন্ধান
বিদ্যমান,বিদ্যমান
সমস্যা,সমস্যা
বিশেষজ্ঞ ব্যৱস্থা,দক্ষ পদ্ধতি
"১.প্ৰকাশ, ২. অভিব্যক্তি","1. অভিব্যক্তি, 2. অভিব্যক্তি"
সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a),বর্ধিত গ্রাফিক্যাল ম্যাট্রিক্স (x g a)
বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS),বর্ধিত শিল্প মান (EIS)
অভাৰলোড মেচিন,ওভারলোড মেশিন
বৰ্ধিত স্মৃতিশক্তি,বর্ধিত মেমরি
"১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা","1. বর্ধিত নির্ভুলতা, 2. বর্ধিত নির্ভুলতা"
"1.Extended Sorting, 2.Extended পৃথকীকৰণ","1. বর্ধিত বাছাই, 2. বর্ধিত বিচ্ছেদ"
কল আউট কৰক,ডাক
বাহ্যিক ভুল,বাহ্যিক ত্রুটি
বাহিৰৰ কাৰ্য্য,বাইরের ফাংশন
বাহ্যিক বাধা,বাহ্যিক বাধা
"1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি","1. বাহ্যিক মেমরি, 2. বহিরাগত মেমরি"
বাহ্যিক স্মৃতিশক্তি,বাহ্যিক স্মৃতি
বাহ্যিক মডেম,বাহ্যিক মডেম
বাহ্যিক উল্লেখ,বাহ্যিক রেফারেন্স
বাহ্যিক অনুসন্ধান,বাহ্যিক অনুসন্ধান
বাহ্যিক সংৰক্ষণ ডিভাইচ,বাহ্যিক স্টোরেজ ডিভাইস
নিষ্কাশন,নিষ্কাশন
বহিঃপ্ৰক্ষেপণ,এক্সট্রাপোলেশন
পেনেল আখৰ প্ৰিন্টাৰ,প্যানেল অক্ষর প্রিন্টার
বিফল-নিৰাপদ কাৰ্য্য,ব্যর্থ-নিরাপত্তা অপারেশন
বিফলতাৰ হাৰ,ব্যর্থতার হার
বিফলতা নিৰ্গমন,ব্যর্থতা স্রাব
মিছা ক&#39;ড,মিথ্যা কোড
মিছা ভুল,মিথ্যা ত্রুটি
"১.বিনিয়োগ, ২.বিনিয়োগ পইণ্ট","1.বিনিয়োগ, 2.বিনিয়োগ পয়েন্ট"
"1. ইছ্যু, 2. ইছ্যু নম্বৰ","1. ইস্যু, 2. ইস্যু নম্বর"
"1. প্ৰতিলিপি I/O ডিভাইচ, 2. প্ৰতিলিপি ইনপুট ডিভাইচ/আউটপুট","1. প্রতিলিপি I/O ডিভাইস, 2. প্রতিরূপ ইনপুট ডিভাইস/আউটপুট"
দ্ৰুত ফোৰিয়াৰ স্থানান্তৰ,দ্রুত ফোরিয়ার স্থানান্তর
মাৰাত্মক ভুল,মারাত্মক ত্রুটি
ত্ৰুটি ধৰা পেলোৱা,ত্রুটি সনাক্তকরণ
দোষ নিদান,ত্রুটি নির্ণয়
দোষ সহনশীলতা,দোষ সহনশীলতা
ফেক্স,ফ্যাক্স
ফেক্স বাৰ্তা,ফ্যাক্স বার্তা
f dc,f dc
লক্ষণ ধৰা পেলোৱা,লক্ষণ সনাক্তকরণ
ফিল চকা,ভরাট চাকা
পুনৰ বিনিয়োগ,পুনঃবিনিয়োগ
"1.যোগানকাৰী, 2.পুষ্টি, 3.ফিডাৰ","1. সরবরাহকারী, 2. পুষ্টি, 3. ফিডার"
আনন,anan
ফিবোনাচি আৱিষ্কাৰ,ফিবোনাচি আবিষ্কার
ফিবোনাচি ক্ৰম,ফিবোনাচি ক্রম
ফিবোনাচি ছিৰিজ,ফিবোনাচি সিরিজ
ফাইবাৰ অপটিক্স,ফাইবার অপটিক্স
ফিডো ফান্দ,ফিডো ফাঁদ
অঞ্চল,অঞ্চল
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,পঞ্চম প্রজন্মের কম্পিউটার
"1.ফাইল, 2. ফাইল","1. ফাইল, 2। ফাইল"
ফাইল অভিগম পদ্ধতি,ফাইল অ্যাক্সেস পদ্ধতি
ফাইল আবণ্টন টেবুল,ফাইল বরাদ্দ টেবিল
ফাইল সংকোচন,ফাইল কম্প্রেশন
ফাইল কপি কৰা,ফাইল কপি করা
নথিপত্ৰ বিন্যাস,ফাইল কনফিগারেশন
ফাইল মাৰ্জ কৰক,ফাইল মার্জ
ফাইল পুনৰুদ্ধাৰ,ফাইল পুনরুদ্ধার
নথিপত্ৰ সংৰক্ষণ,ফাইল স্টোরেজ
নথিপত্ৰ গঠন,ফাইল গঠন
নথিপত্ৰপ্ৰণালী,নথি ব্যবস্থা
ফাইল স্থানান্তৰ,ফাইল স্থানান্তর
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),ফাইল ট্রান্সফার প্রোটোকল (FTP)
ফিল্টাৰ,ছাঁকনি
শেষৰ স্থান,শেষ অবস্থান
সন্ধান,অনুসন্ধান করুন
সসীম অৱস্থাৰ যন্ত্ৰ,সসীম রাষ্ট্র মেশিন
জুইৰ দেৱাল,আগুন প্রাচীর
ফাৰ্মৱেৰ,ফার্মওয়্যার
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,আগে আসলে আগে পাবেন
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,প্রথম প্রজন্মের কম্পিউটার
প্ৰথম ইনপুট প্ৰথম সংখ্যা (FIFO),ফার্স্ট ইনপুট ফার্স্ট ইস্যু (FIFO)
প্ৰথম ক্ৰমৰ যুক্তি,প্রথম আদেশের যুক্তি
প্ৰথম ক্ৰমৰ নীতি,প্রথম আদেশ নীতি
ফিক্সড ডিভিজন,স্থির বিভাগ
চহী,চিহ্ন
নমনীয় ডিস্ক,নমনীয় ডিস্ক
ফ্লপি ডিস্ক,ফ্লপি ডিস্ক
ফ্লপি ডিস্ক ড্ৰাইভ (FDD),ফ্লপি ডিস্ক ড্রাইভ (FDD)
ফ্ল&#39; চাৰ্ট,ফ্লো চার্ট
নিয়ন্ত্ৰণ প্ৰবাহ,নিয়ন্ত্রণ প্রবাহ
predawn,প্রভাত
ফোল্ডাৰ,ফোল্ডার
ফন্ট,ফন্ট
ফন্ট পৰিয়াল,ফন্ট পরিবার
বাহ্যিক কি&#39;,বাহ্যিক কী
প্ৰপত্ৰ,ফর্ম
প্ৰতীকী ভাষা,প্রতীকী ভাষা
প্ৰতীকী পদ্ধতি,প্রতীকী পদ্ধতি
"1.ফৰ্মেট, 2.ফৰ্ম","1.ফর্ম্যাট, 2.ফর্ম"
অংকন কৰি থকা,অঙ্কন
fortron,fortron
