Tamil,Bengali
"1. தரவு வழக்கம், 2. தரவு வழக்கம்","1. ডেটা রুটিন, 2. ডেটা রুটিন"
"1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு","1.ডেটা সিকিউরিটি, 2.ডেটা সিকিউরিটি"
"1.தரவு தொகுப்பு, 2. தரவு தொகுப்பு","1.ডেটা সেট, 2. ডেটা সেট"
"1.தரவு சமிக்ஞை, 2.தரவு சமிக்ஞை","1.ডেটা সিগন্যাল, 2.ডেটা সিগন্যাল"
"1. தரவு அணுகல், 2. தரவு அணுகல்","1. ডেটা অ্যাক্সেস, 2. ডেটা অ্যাক্সেস"
"1.தரவு ஆதாரம், 2.தரவு ஆதாரம்","1.ডেটা সোর্স, 2.ডেটা সোর্স"
"1.தரவு விவரக்குறிப்பு, 2. தரவு விவரக்குறிப்பு","1.ডেটা স্পেসিফিকেশন, 2. ডেটা স্পেসিফিকেশন"
"1.தரவு மையம், 2.தரவு மையம்","1.ডেটা সেন্টার, 2.ডেটা সেন্টার"
"1. தரவு சேமிப்பு, 2. தரவு சேமிப்பு","1. ডেটা স্টোরেজ, 2. ডেটা স্টোরেজ"
தரவு சேமிப்பு அமைப்பு,ডেটা স্টোরেজ কাঠামো
"1. தரவுக் கட்டமைப்பு, 2. தரவுக் கட்டமைப்பு","1. ডেটা স্ট্রাকচার, 2. ডেটা স্ট্রাকচার"
"1.டேட்டா ஸ்விட்ச், 2.டேட்டா ஸ்விட்ச்","1.ডেটা স্যুইচ, 2.ডেটা সুইচ"
"1.தரவு அட்டவணை, 2.தரவு அட்டவணை","1.ডেটা টেবিল, 2.ডেটা টেবিল"
"1.தரவு முடிவு, 2. தரவு முடிவு","1.ডেটা শেষ, 2. তথ্য শেষ"
"1. டேட்டா டிரான்ஸ்கிரிப்ஷன், 2. டேட்டா டிரான்ஸ்கிரிப்ஷன்","1. ডেটা ট্রান্সক্রিপশন, 2. ডেটা ট্রান্সক্রিপশন"
"1.தரவு பரிமாற்றம், 2. தரவு பரிமாற்ற","1.ডেটা ট্রান্সফার, 2. তথ্য স্থানান্তর"
"1. தரவு பரிமாற்றம், 2. தரவு பரிமாற்றம்","1. ডাটা ট্রান্সমিশন, 2. ডাটা ট্রান্সমিশন"
"1.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம், 2.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம்","1.ডেটা ট্রান্সমিশন সিস্টেম, 2.ডেটা ট্রান্সমিশন সিস্টেম"
"1. தரவு வடிவம், 2. தரவு வடிவம்","1. ডেটা বিন্যাস, 2. ডেটা বিন্যাস"
"1. தரவு அலகு, 2. தரவு அலகு","1. ডেটা ইউনিট, 2. ডেটা ইউনিট"
"1.தரவு சரிபார்ப்பு, 2.தரவு சரிபார்ப்பு","1.ডেটা ভ্যালিডেশন, 2.ডেটা ভ্যালিডেশন"
தரவுத்தளம்,তথ্যশালা
தரவுத்தள நிர்வாகம்,ডাটাবেস প্রশাসন
தரவுத்தள வடிவமைப்பு,ডাটাবেস ডিজাইন
தரவுத்தள மேலாண்மை அமைப்பு,ডাটাবেস ম্যানেজমেন্ট সিস্টেম
"1.டேட்டாகிரேவ், 2.டேட்டாகிரேவ்","1.ডেটাগ্রেভ, 2.ডেটাগ্রেভ"
"1. தரவு, 2. தரவு","1. ডেটাম, 2. ডেটা"
"1.செயலற்ற மண்டலம், 2.செயலற்ற மண்டலம்","1. নিষ্ক্রিয় অঞ্চল, 2. নিষ্ক্রিয় অঞ্চল"
முட்டுக்கட்டை,অচলাবস্থা
முட்டுக்கட்டை தடுப்பு,অচলাবস্থা প্রতিরোধ
குறைபாடு நீக்கம்,ফল্ট ক্লিয়ারেন্স
"1. தீர்ப்பு செல், 2. தீர்ப்பு பெட்டி","1. জাজমেন্ট সেল, 2. বিচার বাক্স"
முடிவெடுக்கும் செயல்முறை,সিদ্ধান্ত গ্রহণের প্রক্রিয়া
முடிவு ஆதரவு அமைப்பு,সিদ্ধান্ত সমর্থন সিস্টেম
முடிவு மரம்,সিদ্ধান্ত গাছ
"1. குறிவிலக்கி, 2. குறிவிலக்கி","1. ডিকোডার, 2. ডিকোডার"
கலைப்பு கொள்கை,দ্রবীভূতকরণ নীতি
டிகோடிங்,ডিকোডিং
அர்ப்பணிக்கப்பட்ட அமைப்பு,ডেডিকেটেড সিস্টেম
அர்ப்பணிக்கப்பட்ட பத்திரிகை,ডেডিকেটেড প্রেস
நோய்த்தடுப்பு தரவு நெட்வொர்க் (DDN),ইমিউনাইজেশন ডেটা নেটওয়ার্ক (DDN)
நோய்த்தடுப்பு தகவல் அமைப்பு,ইমিউনাইজেশন তথ্য সিস্টেম
ஒருங்கிணைப்பு,মিশ্রণ
தாமதம்,বিলম্ব
தாமத கவுண்டர்,বিলম্ব পাল্টা
தாமத நேரம்,বিলম্ব সময়
"1.நீக்கு, 2.நீக்கு","1.মুছুন, 2.মুছুন"
நீக்குதல் பதிவு,মুছে ফেলার রেকর্ড
பிரிப்பான்,ডিলিমিটার
டெல்டா பண்பேற்றம்,ডেল্টা মড্যুলেশন
கோரிக்கை பக்கம்,অনুরোধ পৃষ্ঠা
செயல்திறன்,কর্মক্ষমতা
டிமாடுலேஷன்,demodulation
வி-மல்டிபிளெக்சர்,V- মাল্টিপ্লেক্সার
இயல்புநிலைப்படுத்தல்,অস্বাভাবিককরণ
"1. அடர்த்தி, 2. அடர்த்தி","1. ঘনত্ব, 2. ঘনত্ব"
"1. சார்பு, 2. சார்பு","1. নির্ভরতা, 2. নির্ভরতা"
சார்பு அலகு,নির্ভরশীল ইউনিট
வரிசை,কিউ
"1. dereference, 2. dereference","1. dereference, 2. dereference"
பெறப்பட்ட மரம்,প্রাপ্ত গাছ
பெறப்பட்ட புலம்,প্রাপ্ত ক্ষেত্র
இறங்கு வகை,সাজানো সাজানো
வடிவமைப்பு,নকশা
மேசை கால்குலேட்டர்,ডেস্ক ক্যালকুলেটর
டெஸ்க்டாப் கணினிகள்,ডেস্কটপ কম্পিউটার
டெஸ்க்டாப் விளக்கக்காட்சி,ডেস্কটপ উপস্থাপনা
டெஸ்க்டாப் வெளியீடு,ডেস্কটপ পাবলিশিং
டெஸ்க்டாப் வீடியோ,ডেস্কটপ ভিডিও
இலக்கு முகவரி,গন্তব্য ঠিকানা
"1. அழிப்பவர், 2. அழிப்பவர்","1. ধ্বংসকারী, 2. ধ্বংসকারী"
தீர்மானிக்கும் தானியங்கு,নির্ধারক স্বয়ংক্রিয়তা
டெவலப்பர்,বিকাশকারী
வளர்ச்சி அமைப்பு,উন্নয়ন ব্যবস্থা
சாதனம்,যন্ত্র
சாதன கட்டுப்பாட்டு அலகு,ডিভাইস নিয়ন্ত্রণ ইউনিট
சாதனம் கட்டுப்படுத்தி,ডিভাইস নিয়ামক
சாதன மேலாண்மை,যন্ত্র ব্যবস্থাপনা
சாதன முறை,ডিভাইস মোড
நோய் கண்டறிதல்,রোগ নির্ণয়
கண்டறியும் அமைப்பு,ডায়াগনস্টিক সিস্টেম
"1. கண்டறிதல், 2. கண்டறிதல்","1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস"
வரைபடம்,চিত্র
டயல்,ডায়াল
டயல் வரி,ডায়াল লাইন
டயல் தொனி,ডায়াল টোন
அழைக்கவும்,ডায়াল আপ
"1. உரையாடல், 2. உரையாடல்","1. সংলাপ, 2. কথোপকথন"
உரையாடல் அறை,কথোপকথন ঘর
டயல்அப் மோடம்,ডায়ালআপ মডেম
காப்பீடு,বীমা
அகராதி,অভিধান
"1. வேறுபாடு, 2. வேறுபாடு","1. ডিফারেনশিয়াল, 2. পৃথকীকরণ"
எண்ணியல்,সংখ্যাসূচক
டிஜிட்டல் அமைப்பு,ডিজিটাল সিস্টেম
டிஜிட்டல் சுற்று,ডিজিটাল সার্কিট
டிஜிட்டல் கணினி,ডিজিটাল কম্পিউটার
"1.டிஜிட்டல் டேட்டா, 2.டிஜிட்டல் டேட்டா","1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা"
டிஜிட்டல் வசதி,ডিজিটাল সুবিধা
டிஜிட்டல் வடிகட்டி,ডিজিটাল ফিল্টার
டிஜிட்டல் நூலகம்,ডিজিটাল লাইব্রেরি
டிஜிட்டல் பண்பேற்றம்,ডিজিটাল মড্যুলেশন
"1. டிஜிட்டல் டிஸ்ப்ளே, 2. டிஜிட்டல் மானிட்டர்","1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর"
டிஜிட்டல் படம்,ডিজিটাল ইমেজ
"1. டிஜிட்டல் கையொப்பம், 2. டிஜிட்டல் கையொப்பம்","1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর"
டிஜிட்டல் சுவிட்ச்,ডিজিটাল সুইচ
டிஜிட்டல் அனலாக் மாற்றி,ডিজিটাল এনালগ রূপান্তরকারী
டிஜிட்டல் மயமாக்கல்,ডিজিটাইজেশন
டிஜிட்டல் மயமாக்கல்,ডিজিটাইজেশন
இலக்கமாக்கி,ডিজিটাইজার
டையோடு,ডায়োড
முதன்மையான தோற்றம்,প্রথম দৃষ্টিতে
நேரடி முகவரி,সরাসরি ঠিকানা
நேரடி மாற்றம்,সরাসরি রূপান্তর
நேரடி இணைப்பு,সরাসরি সংযোগ
"1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)","1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)"
நேரடி நினைவக அணுகல் (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
நேரடி முறை,সরাসরি পদ্ধতি
திசைகள்,দিকনির্দেশ
அடைவு,ডিরেক্টরি
"1. அடைவு சேவையகம், 2. அடைவு சேவையகம்","1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার"
அடைவு சேவை,ডিরেক্টরি সেবা
முடியவில்லை,অক্ষম
சமிக்ஞையை முடக்குகிறது,অক্ষম সংকেত
"1. துண்டித்தல், 2. துண்டித்தல்","1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন"
"1. தனித்தனி, 2. தனித்தனி","1. বিচ্ছিন্ন, 2. বিযুক্ত"
"1. வட்டு, 2. வட்டு","1. ডিস্ক, 2. ডিস্ক"
"1. வட்டு முகவரி, 2. வட்டு முகவரி","1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা"
"1. வட்டு வரிசை, 2. வட்டு வரிசை","1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে"
"1. வட்டு திறன், 2. வட்டு திறன்","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. வட்டு இயக்கி, 2. வட்டு இயக்கி","1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ"
வட்டு கோப்பு,ডিস্ক ফাইল
"1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்","1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি"
வட்டு இயக்க முறைமை (DoS),ডিস্ক অপারেটিং সিস্টেম (DoS)
வட்டு தொகுப்பு,ডিস্ক প্যাকেজ
"1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்","1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার"
"1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு","1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ"
வட்டு,ডিস্কেট
காட்சி கோப்பு,প্রদর্শন ফাইল
காட்சி படத்தை,প্রদর্শন চিত্র
அகற்றல்,নিষ্পত্তি
தூரம்,দূরত্ব
தூர செயல்பாடு,দূরত্ব ফাংশন
திரித்தல்,বিকৃতি
வழங்கப்பட்டது,বিতরণ করা
விநியோகிக்கப்பட்ட தரவு,বিতরণ করা তথ্য
விநியோகிக்கப்பட்ட சேவையகம்,বিতরণ করা সার্ভার
"1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு","1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম"
விநியோகஸ்தர்,পরিবেশক
ஆவணம்,নথি
அங்கீகாரம் பெற்ற ஆவணம்,নথি স্বীকৃত
"1. ஆவண சாளரம், 2. ஆவண சாளரம்","1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো"
ஆவணங்கள்,ডকুমেন্টেশন
"களம், களம்","ডোমেইন, ডোমেইন"
டொமைன் பெயர்,ডোমেন নাম
"1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்","1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার"
"கீழ், கீழே","নীচে, নীচে"
"1.அவலின்க், 2.சதுரம்","1.Avallink, 2.Square"
பதிவிறக்க Tamil,ডাউনলোড
பதிவிறக்க நேரம்,ডাউনলোড সময়
இழுவை,আকর্ষণ
DRAM (டைனமிக் ரேம்),DRAM (ডাইনামিক RAM)
ஓட்டம்,রানঅফ
இயக்கி,ড্রাইভার
இலைகள்,পাতা
டிராப் பட்டியல் பெட்டி,ড্রপ লিস্ট বক্স
டிரம் டிரைவ்,ড্রাম ড্রাইভ
"1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்","1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার"
"1. இம் யூனிட், 2. டிரம் யூனிட்","1. আইএম ইউনিট, 2. ড্রাম ইউনিট"
"1. இருமை, 2. இரு","1. দ্বৈততা, 2. দ্বি"
இரட்டை அடர்த்தி,দ্বৈত ঘনত্ব
"1. அமைதியான முகவரி, 2. போலி முகவரி","1. নীরব ঠিকানা, 2. জাল ঠিকানা"
திணிப்பு,ডাম্প
இரட்டை சுற்று,ডুপ্লেক্স সার্কিট
சட்டப்பூர்வமாக்குதல்,বৈধকরণ
முக்கிய திறவுகோல்,কী কী
"1.டி வி டி ஆர்./டபிள்யூ, 2. டிவிடி படித்தல், 3. எழுதுதல்","1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা"
டிவிடி ரோம்,ডিভিডি রম
மாறும் அறிவுறுத்தல்,গতিশীল নির্দেশ
"1.டைனமிக் மெமரி, 2.டைனமிக் மெமரி","1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি"
"1. இயக்கவியல், 2. இயக்கவியல்","1. গতিবিদ্যা, 2. গতিবিদ্যা"
ஈ பி சி டி ஐ சி,E B C D I C
மின் வணிகம்,ই-ব্যবসা
எதிரொலி,প্রতিধ্বনি
"1.இ-காமர்ஸ், 2.இ-காமர்ஸ்","1.e-commerce, 2.e-commerce"
திருத்துதல்,সম্পাদনা
ஆசிரியர்,সম্পাদক
கல்வி தொழில்நுட்பம்,শিক্ষাবিষয়ক প্রযুক্তি
e e p rom,e e p rom
"1. அர்த்தமுள்ள முகவரி, 2. பயனுள்ள முகவரி","1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা"
அர்த்தமுள்ள செயல்பாட்டு முகவரி,অর্থপূর্ণ অপারেন্ড ঠিকানা
பயனுள்ள நடவடிக்கை,কার্যকর পদক্ষেপ
பயனுள்ள UID,কার্যকরী ইউআইডি
பயனுள்ள பரிமாற்ற செயல்பாடு,কার্যকর ট্রান্সমিশন অপারেশন
ஆக்டல் பைட்,অক্টাল বাইট
"மின்னணு கற்றல், மின் கற்றல்","ইলেকট্রনিক লার্নিং, ই-লার্নিং"
தேர்தல் அல்காரிதம்,নির্বাচন অ্যালগরিদম
மின்னணு அஞ்சல் சேவை (மின்னஞ்சல்),ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল)
"1.எலக்ட்ரானிக் பிரிண்டிங், 2.எலக்ட்ரானிக் பிரிண்டர்","1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার"
மின் கணக்கியல் இயந்திரம்,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
மின்னணுவியல்,ইলেকট্রনিক্স
மின்னணு வெளியேற்ற அமைப்பு (ECS),ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS)
மின்னணு தரவு பரிமாற்றம் (EDI),ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI)
மின்னணு தரவு செயலாக்கம்,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
மின்னணு சிற்றேடு,ইলেকট্রনিক ব্রোশিওর
மின்னணு நிதி பரிமாற்ற வழிமுறை (EFTS),ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS)
"1.எலக்ட்ரானிக் ஜர்னல், 2.எலக்ட்ரானிக் ஜர்னல்","1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল"
மின்னணு வெளியீடு,ইলেকট্রনিক প্রকাশনা
மின்னணு சுவிட்ச்,ইলেকট্রনিক সুইচ
"உறுப்பு, உறுப்பு","উপাদান, উপাদান"
மின்னஞ்சல்,ই-মেইল
"1. மின்னஞ்சல் முகவரி, 2. மின்னணு அஞ்சல் முகவரி","1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা"
உட்பொதிக்கப்பட்ட அமைப்பு,এমবেডেড সিস্টেম
உட்பொதித்தல்,এমবেডিং
உமிழ்ப்பான் இணைந்த தர்க்கம் (ECL),ইমিটার কাপলড লজিক (ইসিএল)
காலியான இடம்,ফাঁকা স্থান
"1. வெற்று சங்கிலி, 2. வெற்று சங்கிலி","1. ফাঁকা চেইন, 2. ফাঁকা চেইন"
இயந்திரமயமாக்கல்,যান্ত্রিকীকরণ
"1.கேப்சுலேஷன், 2.கேப்சுலேஷன்","1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন"
குறிவிலக்கி,ডিকোডার
குறியாக்கம்,এনকোডিং
"1. குறியாக்கி, 2. கோடாக்","1. এনকোডার, 2. কোডাক"
மறைக்கப்பட்ட தரவு,লুকানো তথ্য
மறைக்கப்பட்ட கோப்பு முறைமை,লুকানো ফাইল সিস্টেম
"1. என்க்ரிப்ஷன், 2. கோடிங், 3. என்கோடிங்","1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং"
தொகுதி முடிவு,ব্লক শেষ
கோப்பு-முடிவு,ফাইল-এন্ড
பயனர்,ব্যবহারকারী
நுழைய,প্রবেশ করা
நுழைவு விசை,এন্ট্রি কী
"1. உத்யம் சர்வர், 2. உத்யம் சேவக்","1. উদ্যম সারওয়ার, 2. উদ্যম সেবক"
நிறுவன அமைப்பு,এন্টারপ্রাইজ সিস্টেম
சக்தி,শক্তি
சக்தி தொடர்பு,শক্তি সখ্যতা
நுழைவு நேரம்,প্রবেশের সময়
உள்ளீடு மாறி,ইনপুট পরিবর্তনশীল
எண்ணத்தக்க,গণনার যোগ্য
சூழல்,পরিবেশ
"1. சகாப்தம், 2. சகாப்தம், 3. அறிவுறுத்தல் தருணம்","1.Epoch, 2. যুগ, 3. নির্দেশের মুহূর্ত"
EPRAM (நிதி நிரல்படுத்தக்கூடிய படிக்க-மட்டும் நினைவகம்),EPRAM (ফাইনান্স প্রোগ্রামেবল রিড-ওনলি মেমরি)
epsilon constrictor,epsilon constrictor
சமநிலைப்படுத்தி,সমানকারী
உபகரணங்கள்,সরঞ্জাম
சமநிலை வகுப்பு,সমতা শ্রেণী
சமமான உறவு,সমতুল্য সম্পর্ক
"1. அழிவு, 2. ஒழிப்பு","1. বিলুপ্তি, 2. নির্মূল"
பிழை திருத்தம் குறியீடு,ত্রুটি সংশোধন কোড
பிழை திருத்தம்,ত্রুটি সংশোধন
பிழை கண்டறிதல்,ত্রুটি সনাক্তকরণ
பிழை கையாளுதல்,শিল্প খাত
பிழை செய்தி,ভুল বার্তা
பிழை விகிதம்,ত্রুটি হার
பிழை மீட்பு,ত্রুটি পুনরুদ্ধার
பிழை பெயர்,ত্রুটির নাম
தப்பிக்கும் சின்னம்,পালাবার প্রতীক
ஈதர்நெட்,ইথারনেট
நிகழ்வு,ঘটনা
நிகழ்வு சங்கிலி,ইভেন্ট চেইন
நிகழ்வு கட்டுப்பாடு,ঘটনা নিয়ন্ত্রণ
நிகழ்வு கவுண்டர்,ইভেন্ট কাউন্টার
விதிவிலக்கு கையாளுதல்,ব্যতিক্রম হ্যান্ডলিং
பரிமாற்ற வட்டு சேமிப்பு,বিনিময় ডিস্ক স্টোরেজ
விலக்குதல்,বর্জন
பிரத்தியேக மற்றும் (x அல்லது),একচেটিয়া এবং (x বা)
இயங்கக்கூடிய நிரல்,এক্সিকিউটেবল প্রোগ্রাম
மரணதண்டனை அறிக்கை,মৃত্যুদন্ড বিবৃতি
தேர்ந்தெடுக்கப்பட்ட தேடல்,নির্বাচনী অনুসন্ধান
இருக்கும்,বিদ্যমান
பிரச்சினை,সমস্যা
நிபுணர் அமைப்பு,দক্ষ পদ্ধতি
"1. வெளிப்பாடு, 2. வெளிப்பாடு","1. অভিব্যক্তি, 2. অভিব্যক্তি"
விரிவாக்கப்பட்ட வரைகலை அணி (x g a),বর্ধিত গ্রাফিক্যাল ম্যাট্রিক্স (x g a)
விரிவாக்கப்பட்ட தொழில்துறை தரநிலைகள் (EIS),বর্ধিত শিল্প মান (EIS)
அதிக சுமை கொண்ட இயந்திரம்,ওভারলোড মেশিন
நீட்டிக்கப்பட்ட நினைவகம்,বর্ধিত মেমরি
"1. விரிவாக்கப்பட்ட துல்லியம், 2. விரிவாக்கப்பட்ட துல்லியம்","1. বর্ধিত নির্ভুলতা, 2. বর্ধিত নির্ভুলতা"
"1. விரிவாக்கப்பட்ட வரிசையாக்கம், 2. விரிவாக்கப்பட்ட பிரித்தல்","1. বর্ধিত বাছাই, 2. বর্ধিত বিচ্ছেদ"
கூப்பிடு,ডাক
வெளிப்புற பிழை,বাহ্যিক ত্রুটি
வெளிப்புற செயல்பாடு,বাইরের ফাংশন
வெளிப்புற குறுக்கீடு,বাহ্যিক বাধা
"1.புற நினைவகம், 2.புற நினைவகம்","1. বাহ্যিক মেমরি, 2. বহিরাগত মেমরি"
வெளிப்புற நினைவகம்,বাহ্যিক স্মৃতি
வெளிப்புற மோடம்,বাহ্যিক মডেম
வெளிப்புற குறிப்பு,বাহ্যিক রেফারেন্স
வெளிப்புற தேடல்,বাহ্যিক অনুসন্ধান
வெளிப்புற சேமிப்பக சாதனம்,বাহ্যিক স্টোরেজ ডিভাইস
பிரித்தெடுத்தல்,নিষ্কাশন
எக்ஸ்ட்ராபோலேஷன்,এক্সট্রাপোলেশন
பேனல் எழுத்து அச்சுப்பொறி,প্যানেল অক্ষর প্রিন্টার
தோல்வி-பாதுகாப்பு செயல்பாடு,ব্যর্থ-নিরাপত্তা অপারেশন
தோல்வி விகிதம்,ব্যর্থতার হার
தோல்வி வெளியேற்றம்,ব্যর্থতা স্রাব
தவறான குறியீடு,মিথ্যা কোড
தவறான பிழை,মিথ্যা ত্রুটি
"1.முதலீடு, 2.முதலீட்டு புள்ளிகள்","1.বিনিয়োগ, 2.বিনিয়োগ পয়েন্ট"
"1. வெளியீடு, 2. வெளியீடு எண்","1. ইস্যু, 2. ইস্যু নম্বর"
"1. பிரதி I/O சாதனம், 2. பிரதி உள்ளீட்டு சாதனம்/வெளியீடு","1. প্রতিলিপি I/O ডিভাইস, 2. প্রতিরূপ ইনপুট ডিভাইস/আউটপুট"
விரைவான நான்கு பரிமாற்றம்,দ্রুত ফোরিয়ার স্থানান্তর
கொடிய பிழை,মারাত্মক ত্রুটি
தவறு கண்டறிதல்,ত্রুটি সনাক্তকরণ
தவறு கண்டறிதல்,ত্রুটি নির্ণয়
தவறு சகிப்புத்தன்மை,দোষ সহনশীলতা
தொலைநகல்,ফ্যাক্স
தொலைநகல் செய்தி,ফ্যাক্স বার্তা
எஃப் டிசி,f dc
அறிகுறி கண்டறிதல்,লক্ষণ সনাক্তকরণ
நிரப்பு சக்கரம்,ভরাট চাকা
மறு முதலீடு,পুনঃবিনিয়োগ
"1.சப்ளையர், 2.ஊட்டச்சத்து, 3.ஊட்டி","1. সরবরাহকারী, 2. পুষ্টি, 3. ফিডার"
அயன்,anan
ஃபைபோனச்சி கண்டுபிடிப்பு,ফিবোনাচি আবিষ্কার
ஃபைபோனச்சி வரிசை,ফিবোনাচি ক্রম
ஃபைபோனச்சி தொடர்,ফিবোনাচি সিরিজ
ஃபைபர் ஆப்டிக்ஸ்,ফাইবার অপটিক্স
ஃபிடோ பொறி,ফিডো ফাঁদ
பிராந்தியம்,অঞ্চল
ஐந்தாம் தலைமுறை கணினி,পঞ্চম প্রজন্মের কম্পিউটার
"1.கோப்பு, 2. கோப்பு","1. ফাইল, 2। ফাইল"
கோப்பு அணுகல் முறை,ফাইল অ্যাক্সেস পদ্ধতি
கோப்பு ஒதுக்கீடு அட்டவணை,ফাইল বরাদ্দ টেবিল
கோப்பு சுருக்கம்,ফাইল কম্প্রেশন
கோப்பு நகலெடுக்கிறது,ফাইল কপি করা
கோப்பு கட்டமைப்பு,ফাইল কনফিগারেশন
கோப்பு ஒன்றிணைத்தல்,ফাইল মার্জ
கோப்பு மீட்பு,ফাইল পুনরুদ্ধার
கோப்பு சேமிப்பு,ফাইল স্টোরেজ
கோப்பு அமைப்பு,ফাইল গঠন
கோப்பு முறை,নথি ব্যবস্থা
கோப்பு பரிமாற்றம்,ফাইল স্থানান্তর
கோப்பு பரிமாற்ற நெறிமுறை (FTP),ফাইল ট্রান্সফার প্রোটোকল (FTP)
வடிகட்டி,ছাঁকনি
கடைசி நிலை,শেষ অবস্থান
தேடு,অনুসন্ধান করুন
வரையறுக்கப்பட்ட நிலை இயந்திரம்,সসীম রাষ্ট্র মেশিন
தீ சுவர்,আগুন প্রাচীর
நிலைபொருள்,ফার্মওয়্যার
முதலில் வருபவர்களுக்கு முன்னுரிமை,আগে আসলে আগে পাবেন
முதல் தலைமுறை கணினி,প্রথম প্রজন্মের কম্পিউটার
முதல் உள்ளீடு முதல் வெளியீடு (FIFO),ফার্স্ট ইনপুট ফার্স্ট ইস্যু (FIFO)
முதல் வரிசை வாதம்,প্রথম আদেশের যুক্তি
முதல் வரிசை கொள்கை,প্রথম আদেশ নীতি
நிலையான பிரிவு,স্থির বিভাগ
கையெழுத்து,চিহ্ন
நெகிழ்வான வட்டு,নমনীয় ডিস্ক
நெகிழ் வட்டு,ফ্লপি ডিস্ক
பிளாப்பி டிஸ்க் டிரைவ் (FDD),ফ্লপি ডিস্ক ড্রাইভ (FDD)
ஓட்ட விளக்கப்படம்,ফ্লো চার্ট
கட்டுப்பாடு ஓட்டம்,নিয়ন্ত্রণ প্রবাহ
முந்தியது,প্রভাত
கோப்புறை,ফোল্ডার
எழுத்துரு,ফন্ট
எழுத்துரு குடும்பம்,ফন্ট পরিবার
வெளிப்புற விசை,বাহ্যিক কী
படிவம்,ফর্ম
குறியீட்டு மொழி,প্রতীকী ভাষা
குறியீட்டு முறை,প্রতীকী পদ্ধতি
"1.வடிவம், 2.வடிவம்","1.ফর্ম্যাট, 2.ফর্ম"
வரைதல்,অঙ্কন
ஃபோர்ட்ரான்,fortron
"1.Fortran (ஒரு கணினி மொழி) நிரல், 2.Fortran நிரலாக்க","1.ফরট্রান (একটি কম্পিউটার ভাষা) প্রোগ্রাম, 2.ফরট্রান প্রোগ্রামিং"
முன்னோக்கி சாய்வு,ফরোয়ার্ড স্ল্যাশ
4வது தலைமுறை கணினி,৪র্থ প্রজন্মের কম্পিউটার
பிரிவு,অধ্যায়
சட்டகம்,ফ্রেম
"1.இலவச வலை, 2.இலவச வலை","1.ফ্রি নেট, 2.ফ্রি নেট"
