Punjabi,Tamil
ਤੋਂ ਭਟਕਣਾ  ਰੇਖਾ,இருந்து விலகல்  நேரியல்
ਜੰਤਰ,சாதனம்
ਜੰਤਰ ਦਾ ਪਤਾ,சாதன முகவரி
ਜੰਤਰ ਬੈਕਅਪ,சாதன காப்புப்பிரதி
ਡਿਵਾਈਸ ਕੰਟਰੋਲ  ਅੱਖਰ,சாதனக் கட்டுப்பாடு  எழுத்து
ਡਿਵਾਈਸ ਕੰਟਰੋਲਰ,சாதன கட்டுப்படுத்தி
ਡਿਵਾਈਸ ਕੰਟਰੋਲ ਯੂਨਿਟ,சாதன கட்டுப்பாட்டு அலகு
ਜੰਤਰ ਕੋਆਰਡੀਨੇਟ,சாதன ஒருங்கிணைப்பு
ਡਿਵਾਈਸ-ਨਿਰਭਰ,சாதனம் சார்ந்தது
ਉਪਕਰਣ ਨਿਰਭਰ  ਪ੍ਰੋਗਰਾਮ,சாதனம் சார்ந்தது  திட்டம்
ਜੰਤਰ ਝੰਡਾ,சாதனக் கொடி
ਜੰਤਰ  ਆਜ਼ਾਦੀ,சாதனம்  சுதந்திரம்
ਜੰਤਰ  ਸੁਤੰਤਰ,சாதனம்  சுயாதீனமான
ਜੰਤਰ  ਆਜ਼ਾਦੀ  ਪ੍ਰੋਗਰਾਮ,சாதனம்  சுதந்திரம்  திட்டம்
ਜੰਤਰ ਲਾਈਨ  (= ਡਿਸਪਲੇਅ ਲਾਈਨ),சாதன வரி  (= காட்சி வரி)
ਡਿਵਾਈਸ ਮੀਡੀਆ  ਕੰਟਰੋਲ ਭਾਸ਼ਾ,சாதன மீடியா  மொழியைக் கட்டுப்படுத்துங்கள்
ਜੰਤਰ ਦਾ ਨਾਮ,சாதனத்தின் பெயர்
ਜੰਤਰ ਨੰਬਰ,கருவி எண்
ਜੰਤਰ ਕਤਾਰ,சாதன வரிசை
ਜੰਤਰ ਸਥਿਤੀ ਸ਼ਬਦ,சாதன நிலை சொல்
ਜੰਤਰ ਕਿਸਮ,கருவியின் வகை
ਡੱਡੀਿਕ ਬੂਲੀਅਨ  ਓਪਰੇਸ਼ਨ,டயடிக் பூலியன்  செயல்பாடு
ਨਿਦਾਨ,நோயறிதல்
ਡਾਇਗਨੌਸਟਿਕ ਚੈੱਕ,கண்டறியும் காசோலை
ਡਾਇਗਨੋਸਟਿਕ ਫੰਕਸ਼ਨ  ਟੈਸਟ,கண்டறியும் செயல்பாடு  சோதனை
ਡਾਇਗਨੌਸਟਿਕ ਵਿਧੀ,கண்டறியும் வழிமுறை
ਡਾਇਗਨੌਸਟਿਕ  ਸੁਨੇਹਾ,கண்டறியும்  செய்தி
ਡਾਇਗਨੌਸਟਿਕ  ਪ੍ਰੋਗਰਾਮ,கண்டறியும்  திட்டம்
ਡਾਇਗਨੋਸਟਿਕ ਰੁਟੀਨ,கண்டறியும் வழக்கம்
ਨਿਦਾਨ,பரிசோதனை
ਡਾਇਗਨੌਸਟਿਕ  ਤਕਨੀਕ,கண்டறியும்  நுட்பம்
ਡਾਇਗਨੌਸਟਿਕ ਟੈਸਟ,கண்டறியும் சோதனை
ਚਿੱਤਰ,வரைபடம்
ਡਾਇਲ,டயல்
ਡਾਇਲਡ ਲਾਈਨ,டயல் செய்யப்பட்ட வரி
ਡਾਇਲ ਐਕਸਚੇਂਜ,டயல் பரிமாற்றம்
ਡਾਇਲਿੰਗ,டயல்
ਡਾਇਲ ਲਾਈਨ,டயல் வரி
ਵਾਰਤਾਲਾਪ,உரையாடல்
ਡਾਇਲ ਨਬਜ਼,டயல் துடிப்பு
ਦੁਹਰਾਉਣਾ  ਤਣੇ,மீண்டும் மீண்டும் டயல்  டிரங்க்
ਡਾਇਲ ਟੋਨ,டயல் டோன்
ਡਾਇਲ ਟੋਨ ਦੇਰੀ,டயல் டோன் தாமதம்
ਡਾਇਲ ਟ੍ਰਾਂਸਫਰ,பரிமாற்ற பரிமாற்றம்
ਡਾਇਲ ਕਰੋ,அழைக்கவும்
ਡਾਇਲ-ਅਪ ਟਰਮੀਨਲ,டயல்-அப் முனையம்
Dibit,டிபிட்
Dichotoming ਖੋਜ,இருவகையான தேடல்
Dichotomy,இருவகை
ਸ਼ਬਦਕੋਸ਼,அகராதி
ਅੰਤਰ ਇੰਜਣ,வேறுபாடு இயந்திரம்
ਅੰਤਰ  ਓਪਰੇਸ਼ਨ,வேறுபாடு  செயல்பாடு
ਅੰਤਰ ਰਿਪੋਰਟ,வேறுபாடு அறிக்கை
ਵੱਖਰਾ  ਵਿਸ਼ਲੇਸ਼ਕ,வேறுபாடு  பகுப்பாய்வி
ਵੱਖਰੀ ਦੇਰੀ,வேறுபட்ட தாமதம்
ਵੱਖਰਾ ਗੇਅਰ,வேறுபட்ட கியர்
ਵੱਖਰਾ  ਸੋਧ,வேறுபாடு  மாடுலேஷன்
ਵੱਖਰਾ,வேறுபாடு
ਅੰਕ,இலக்கு
ਡਿਜੀਟਲ ਬਲਾਕ,டிஜிட்டல் தொகுதி
ਡਿਜੀਟਲ ਕੈਰੀਅਰ  ਸਿਸਟਮ,டிஜிட்டல் கேரியர்  அமைப்பு
ਡਿਜੀਟਲ  ਗੁਣ,டிஜிடல்  பண்பு
ਡਿਜੀਟਲ ਕੰਪਿਟਰ,டிஜிட்டல் கணினி
ਡਿਜੀਟਲ ਡਾਟਾ,டிஜிட்டல் தரவு`
ਡਿਜੀਟਲ ਡਾਟਾ  ਬਦਲਣਾ,டிஜிட்டல் தரவு  மாறுதல்
ਡਿਜੀਟਲ ਡਾਟਾ ਸਿਸਟਮ,டிஜிட்டல் தரவு அமைப்பு
ਡਿਜੀਟਲ ਸਹੂਲਤ,டிஜிட்டல் வசதி
ਡਿਜੀਟਲ ਸਹੂਲਤ  ਅਖੀਰੀ ਸਟੇਸ਼ਨ,டிஜிட்டல் வசதி  முனையத்தில்
ਡਿਜੀਟਲ ਫਿਲਟਰ,டிஜிட்டல் வடிகட்டி
ਡਿਜੀਟਲ ਗ੍ਰਾਫਿਕਸ,டிஜிட்டல் கிராபிக்ஸ்
ਡਿਜੀਟਲ ਵਾਧਾ  ਪਲਾਟਰ,டிஜிட்டல் அதிகரிப்பு  சதித்திட்டம்
ਡਿਜੀਟਲ ਲਾਈਨ ਮਾਰਗ,டிஜிட்டல் வரி பாதை
ਡਿਜੀਟਲ ਲਾਈਨ ਸੈਕਸ਼ਨ,டிஜிட்டல் வரி பிரிவு
ਡਿਜੀਟਲ ਮਲਟੀਪਲੈਕਸ  ਉਪਕਰਣ,டிஜிட்டல் மல்டிபிளக்ஸ்  உபகரணங்கள்
ਡਿਜੀਟਲ ਆਪਟੀਕਲ  ਰਿਕਾਰਡਿੰਗ,டிஜிட்டல் ஆப்டிகல்  பதிவு
ਡਿਜੀਟਲ ਤਸਵੀਰ,டிஜிட்டல் படம்
ਡਿਜੀਟਲ ਰੇਡੀਓ ਮਾਰਗ,டிஜிட்டல் வானொலி பாதை
ਡਿਜੀਟਲ ਰੇਡੀਓ ਭਾਗ,டிஜிட்டல் ரேடியோ பிரிவு
ਡਿਜੀਟਲ ਰੀਡ-ਆਉਟ,டிஜிட்டல் ரீட்-அவுட்
ਡਿਜੀਟਲ ਰਿਕਾਰਡਰ,டிஜிட்டல் ரெக்கார்டர்
ਡਿਜੀਟਲ  ਪ੍ਰਤੀਨਿਧਤਾ,டிஜிடல்  பிரதிநிதித்துவம்
ਡਿਜੀਟਲ ਭਾਗ,டிஜிட்டல் பிரிவு
ਡਿਜੀਟਲ ਸਿਗਨਲ,டிஜிட்டல் சிக்னல்
ਡਿਜੀਟਲ ਦਸਤਖਤ,டிஜிட்டல் கையொப்பம்
ਡਿਜੀਟਲ ਲੜੀਬੱਧ,டிஜிட்டல் வரிசை
ਡਿਜੀਟਲ ਸਟੋਰੇਜ  ਤੱਤ,டிஜிட்டல் சேமிப்பு  உறுப்பு
ਡਿਜੀਟਲ ਸਟੋਰੇਜ  ਮੀਡੀਆ,டிஜிட்டல் சேமிப்பு  ஊடகங்கள்
ਡਿਜੀਟਲ ਸਵਿਚਿੰਗ,டிஜிட்டல் மாறுதல்
ਡਿਜੀਟਲ ਸਮਾਪਤੀ  ਸਿਸਟਮ,டிஜிட்டல் முடித்தல்  அமைப்பு
ਐਨਾਲਾਗ ਤੋਂ ਡਿਜੀਟਲ  ਕਨਵਰਟਰ,டிஜிட்டல் முதல் அனலாக்  மாற்றி
ਡਿਜੀਟਲ  ਸੰਚਾਰ,டிஜிடல்  பரவும் முறை
ਅੰਕ ਦਾ ਹਿਸਾਬ,இலக்க எண்கணிதம்
ਅੰਕ ਦੇ ਸੰਕੁਚਨ,இலக்க சுருக்க
ਅੰਕ ਦੇ ਦੇਰੀ ਤੱਤ,இலக்க தாமத உறுப்பு
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ,டிஜிட்டல் மயமாக்கல்
ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ ਭਾਸ਼ਣ,டிஜிட்டல்மயமாக்கல் பேச்சு
ਡਿਜੀਟਾਈਜ਼,டிஜிட்டல் செய்யுங்கள்
ਡਿਡੀਕਿਜ਼ਰ,டிஜிட்டல்சர்
ਅੰਕ ਦੀ ਮਿਆਦ,இலக்க காலம்
ਅੰਕ ਦਾ ਸਥਾਨ,இலக்க இடம்
ਅੰਕ ਦੀ ਸਥਿਤੀ,இலக்க நிலை
ਅੰਕ ਪੰਚ,இலக்க பஞ்ச்
ਅੰਕ  ਪੁਨਰ ਵਿਵਸਥਾ,இலக்கு  மறுசீரமைப்பு
ਅੰਕ ਦਾ ਸਮਾਂ,இலக்க நேரம்
ਅੰਕ-ਤੋਂ-ਐਨਾਲਾਗ  ਤਬਦੀਲੀ,இலக்க-அனலாக்  மாற்றம்
ਪੈਦਾਵਾਰ,பிரிவு
ਮਾਪ,பரிமாணம்
ਘਟੀਆ ਰੈਡਿਕਸ  ਸਹਾਇਕਣ,குறைந்தது ரேடிக்ஸ்  பூர்த்தி
ਡੀਪਲੈਕਸਰ,டிப்ளெக்ஸர்
ਡਿਪੋਲ ਐਂਟੀਨਾ,இருமுனை ஆண்டெனா
ਡਿਪੋਲ ਇਨਫਰਮੇਸ਼ਨ,இருமுனை பண்பேற்றம்
ਸਿੱਧੀ ਪਹੁੰਚ,நேரடி அணுகல்
ਸਿੱਧੀ ਪਹੁੰਚ  ਪ੍ਰਬੰਧ,நேரடி அணுகல்  ஏற்பாடு
ਸਿੱਧੀ ਪਹੁੰਚ  ਪੜਤਾਲ,நேரடி அணுகல்  விசாரணை
ਸਿੱਧੀ ਪਹੁੰਚ ਹੈਸ਼,நேரடி அணுகல் ஹாஷ்
ਸਿੱਧੀ ਪਹੁੰਚ  ਵਿਧੀ,நேரடி அணுகல்  முறை
ਸਿੱਧੀ ਪਹੁੰਚ  ਸਟੋਰੇਜ,நேரடி அணுகல்  சேமிப்பு
ਸਿੱਧਾ ਪਤਾ,நேரடி முகவரி
ਸਿੱਧਾ ਪਤਾ,நேரடி முகவரி
ਸਿੱਧੀ ਕਾਲ,நேரடி அழைப்பு
ਸਿੱਧਾ ਕੋਡ,நேரடி குறியீடு
ਸਿੱਧੀ ਕੋਡਿੰਗ,நேரடி குறியீட்டு முறை
ਸਿੱਧਾ ਜੋੜ  ਫਲਿਪ ਫਲਾਪ,நேரடி இணைந்த  ஃபிளிப்-ஃப்ளாப்
ਸਿੱਧਾ ਜੋੜ,நேரடி இணைப்பு
ਸਿੱਧਾ ਡਾਟਾ  ਸੰਗਠਨ,நேரடி தரவு  அமைப்பு
ਸਿੱਧਾ ਡਾਟਾ ਸੈਟ,நேரடி தரவு தொகுப்பு
ਸਿੱਧੀ ਡਿਵਾਈਸ,நேரடி சாதனம்
ਸਿੱਧਾ ਡਿਜੀਟਲ  ਨਿਯੰਤਰਣ,நேரடி டிஜிட்டல்  கட்டுப்பாடு
ਸਿੱਧੀ ਦੂਰੀ  ਡਾਇਲਿੰਗ,நேரடி தூரம்  டயல்
ਨਿਰਦੇਸ਼ਤ ਬੀਮ  ਸਕੈਨ,இயக்கிய கற்றை  ஊடுகதிர்
ਨਿਰਦੇਸ਼ਿਤ ਗ੍ਰਾਫ,இயக்கிய வரைபடம்
ਨਿਰਦੇਸ਼ਿਤ ਸਕੈਨ,இயக்கிய ஸ்கேன்
ਸਿੱਧੀ-ਦਾਖਲਾ  ਅਖੀਰੀ ਸਟੇਸ਼ਨ,நேரடி நுழைவு  முனையத்தில்
ਸਿੱਧੀ ਲੜੀ  ਨਿਯੰਤਰਣ,நேரடி வரிசைமுறை  கட்டுப்பாடு
ਸਿੱਧਾ ਸੰਮਿਲਨ  ਰੁਟੀਨ,நேரடி செருகல்  வழக்கமான
ਸਿੱਧਾ ਸੰਮਿਲਨ  ਸਬਬਰੋਟਾਈਨ,நேரடி செருகல்  சப்ரூட்டீன்
ਸਿੱਧੀ ਹਦਾਇਤ,நேரடி வழிமுறை
ਦਿਸ਼ਾ ਨਿਰਦੇਸ਼ਕ,திசை கப்ளர்
ਨਿਰਦੇਸ਼,உத்தரவு
ਸਿੱਧੀ ਵੈਲਿੰਗ  ਜੰਤਰ,நேரடி கீயிங்  சாதனம்
ਸਿੱਧੀ ਯਾਦਦਾਸ਼ਤ  ਪਹੁੰਚ,நேரடி நினைவகம்  அணுகல்
ਸਿੱਧਾ ਸੰਖਿਆਤਮਕ  ਨਿਯੰਤਰਣ,நேரடி எண்  கட்டுப்பாடு
ਡਾਇਰੈਕਟਰੀ,அடைவு
ਡਾਇਰੈਕਟਰੀ  ਸਹਾਇਤਾ ਬਿ Bureau ਰੋ,அடைவு  உதவி பணியகம்
ਡਾਇਰੈਕਟਰੀ  ਸਹਾਇਤਾ  ਓਪਰੇਟਰ,அடைவு  உதவி  ஆபரேட்டர்
ਡਾਇਰੈਕਟਰੀ ਜੰਤਰ,அடைவு சாதனம்
ਸਿੱਧਾ ਬਾਹਰ ਵੱਲ  ਡਾਇਲਿੰਗ,நேரடியான வெளிப்புறமாக  டயல்
ਸਿੱਧੀ ਪ੍ਰਤੀਸ਼ਤਤਾ,நேரடி சதவீதம்
ਸਿੱਧਾ ਬਿੰਦੂ  ਰੀਪੀਟਰ,நேரடி புள்ளி  ரிப்பேட்டர்
ਸਿੱਧਾ ਪ੍ਰਸਾਰਣ  ਸੈਟੇਲਾਈਟ,நேரடி பரிமாற்றம்  செயற்கைக்கோள்
ਸਿੱਧਾ ਵੌਇਸ ਇੰਪੁੱਟ,நேரடி குரல் உள்ளீடு
ਅਯੋਗ ਮੋਡੀ .ਲ,முடக்கப்பட்ட தொகுதி
ਸਿਗਨਲ ਨੂੰ ਅਸਮਰੱਥ ਬਣਾਉਣਾ,சிக்னலை முடக்குதல்
ਵਿਗੜਨਾ,பிரித்தல்
ਡਿਸਸਿਬਲਰ,பிரித்தெடுத்தல்
ਬਿਪਤਾ ਡੰਪ,பேரழிவு டம்ப்
ਡੈਟਾ ਡੇਟਾ,தனித்துவமான தரவு
ਵਿਪਰੀਤ ਉਪਕਰਣ,தனித்துவமான சாதனம்
ਚਾਰ  ਤਬਦੀਲੀ,தனித்துவமான ஃபோரியர்  மாற்றவும்
ਵੱਖਰਾ  ਪ੍ਰੋਗਰਾਮਿੰਗ,தனித்துவமான  நிரலாக்க
ਵੱਖਰਾ  ਪ੍ਰਤੀਨਿਧਤਾ,தனித்துவமான  பிரதிநிதித்துவம்
ਵਿਵੇਕਸ਼ੀਲ  ਹਾਈਫਨ,விவேகம்  ஹைபன்
ਵਿਵੇਕਸ਼ੀਲਤਾ,தனிப்பயனாக்கம்
ਵਿਵੇਕਸ਼ੀਲਤਾ  ਗਲਤੀ,தனிப்பயனாக்கம்  பிழை
ਪੱਖਪਾਤ  ਵਿਸ਼ਲੇਸ਼ਣ,பாகுபாடு  பகுப்பாய்வு
ਵਿਤਕਰਾ  ਹਦਾਇਤ,பாகுபாடு  வழிமுறைகள்
ਵਿਤਕਰਾ ਕਰਨ ਵਾਲਾ,பாகுபாடு காட்டுபவர்
ਡਿਸਜੈਕਸ਼ਨ,பிரிவு
ਡਿਸਕ ਪਹੁੰਚ,வட்டு அணுகல்
ਡਿਸਕ-ਅਧਾਰਤ,வட்டு அடிப்படையிலான
ਡਿਸਕ ਕੰਟਰੋਲਰ  ਕਾਰਡ,வட்டு கட்டுப்படுத்தி  அட்டை
ਡਿਸਕੀਟ,டிஸ்கெட்
ਡਿਸਕੇਟ-ਫੌਰਮੈਟਡ  ਚੇਪੀ,வட்டு வடிவமைக்கப்பட்டுள்ளது  டேப்
ਕਠੋਰ ਮੋਰੀ,வட்டு கடின துளை
ਡਿਸਕੀਟ ਸਟੋਰੇਜ,வட்டு சேமிப்பு
ਡਿਸਕੀਟ ਸਟੋਰੇਜ  ਜੰਤਰ,வட்டு சேமிப்பு  சாதனம்
ਡਿਸਕ ਫਾਈਲ,வட்டு கோப்பு
ਡਾਟਾ  ਸੰਚਾਰ  ਇੰਟਰਫੇਸ,தகவல்கள்  தொடர்பு  இடைமுகம்
ਡਿਸਕ ਓਪਰੇਟਿੰਗ  ਸਿਸਟਮ,வட்டு இயங்கும்  அமைப்பு
ਡਿਸਕ ਪੈਕ,வட்டு பேக்
ਡਿਸਕ ਸੈਕਟਰ,வட்டு துறை
ਡਿਸਕ ਛਾਂਟੀ,வட்டு வரிசையாக்கம்
ਡਿਸਕ ਸਟੋਰੇਜ,வட்டு சேமிப்பு
ਡਿਸਕ ਸਟੋਰੇਜ਼ ਡਿਵਾਈਸ,வட்டு சேமிப்பு சாதனம்
ਡਿਸਕ ਸਟੋਰੇਜ  ਮੋਡੀ ule ਲ,வட்டு சேமிப்பு  தொகுதி
ਡਿਸਕ-ਟੂ-ਪ੍ਰਿੰਟਰ  ਸਹੂਲਤ,வட்டு முதல் பிரிந்து  பயன்பாடு
ਡਿਸਕ ਇਕਾਈ,வட்டு அலகு
ਡਿਸਕ ਵਾਲੀਅਮ,வட்டு தொகுதி
ਭੇਜਣ,அனுப்பவும்
ਡਿਸਪੈਚਰ,அனுப்பியவர்
ਭੇਜਣਾ ਖੇਤਰ,அனுப்பும் பகுதி
ਭੇਜਣਾ  ਤਰਜੀਹ,அனுப்புதல்  முன்னுரிமை
ਖਿੰਡਾ ਦਿੱਤਾ  ਬੁੱਧੀਮਾਨ,சிதறியது  நுண்ணறிவு
ਫੈਲਾਅ,சிதறல்
ਪ੍ਰਦਰਸ਼ਿਤ ਕਰੋ ਅਤੇ  ਛਪਾਈ  ਕੈਲਕੁਲੇਟਰ,காட்சி மற்றும்  அச்சிடுதல்  கால்குலேட்டர்
ਡਿਸਪਲੇਅ ਗੁਣ,பண்புக்கூறு காட்சி
ਡਿਸਪਲੇਅ  ਪਿਛੋਕੜ,காட்சி  பின்னணி
ਡਿਸਪਲੇਅ ਕੈਲਕੁਲੇਟਰ,கால்குலேட்டரைக் காண்பி
ਡਿਸਪਲੇਅ ਸੈਂਟਰ,காட்சி மையம்
ਡਿਸਪਲੇਅ ਅੱਖਰ  ਜੇਨਰੇਟਰ,காட்சி எழுத்து  ஜெனரேட்டர்
ਡਿਸਪਲੇਅ ਕਾਲਮ,நெடுவரிசை காட்சி
ਡਿਸਪਲੇਅ ਕਮਾਂਡ,காட்சி கட்டளை
ਡਿਸਪਲੇਅ ਕੰਪੋਨੈਂਟ,காட்சி கூறு
ਡਿਸਪਲੇਅ ਕੰਸੋਲ,காட்சி கன்சோல்
ਡਿਸਪਲੇਅ ਚੱਕਰ,காட்சி சுழற்சி
ਡਿਸਪਲੇਅ ਸਾਈਕਲ ਟਾਈਮ,சுழற்சி நேரத்தைக் காண்பி
ਡਿਸਪਲੇਅ ਡਿਵਾਈਸ,சாதனம் காட்சி
ਡਿਸਪਲੇਅ ਡਰੱਮ,காட்சி டிரம்
ਡਿਸਪਲੇ ਐਲੀਮੈਂਟ,உறுப்பு காட்சி
ਪ੍ਰਦਰਸ਼ਿਤ ਖੇਤਰ,காட்சி புலம்
ਫੌਰਗਰਾਉਂਡ ਪ੍ਰਦਰਸ਼ਤ ਕਰੋ,முன்புறத்தைக் காண்பி
ਡਿਸਪਲੇ ਫਰੇਮ,காட்சி சட்டகம்
ਡਿਸਪਲੇਅ ਸਮੂਹ,காட்சி குழு
ਡਿਸਪਲੇਅ ਚਿੱਤਰ,படத்தைக் காண்பி
ਡਿਸਪਲੇਅ ਲਾਈਨ,காட்சி வரி
ਡਿਸਪਲੇਅ ਆਰਡਰ,காட்சி வரிசை
ਡਿਸਪਲੇ ਪੈਨਲ,காட்சி குழு
ਡਿਸਪਲੇਅ ਸਥਿਤੀ,காட்சி நிலை
ਪ੍ਰਦਰਸ਼ਤ ਪ੍ਰੋਸੈਸਿੰਗ  ਯੂਨਿਟ,காட்சி செயலாக்கம்  அலகு
ਡਿਸਕੈਲ ਡਿਸਪਲੇਅ  ਨਿਯੰਤਰਣ,காட்சி நினைவுகூரல்  கட்டுப்பாடு
ਡਿਸਪਲੇ ਖੰਡ,காட்சி பிரிவு
ਡਿਸਪਲੇਅ ਸਪੇਸ,இடத்தைக் காண்பி
ਸਤਹ ਪ੍ਰਦਰਸ਼ਿਤ ਕਰੋ,காட்சி மேற்பரப்பு
ਡਿਸਪਲੇਅ ਟਰਮੀਨਲ,காட்சி முனையம்
ਡਿਸਪਲੇਅ ਟਿ .ਬ,குழாய் காட்சி
ਡਿਸਪਲੇਅ ਯੂਨਿਟ,காட்சி அலகு
ਭੰਗ ਧੁਨ,சிதைவு தொனி
ਵਿਗਾੜ ਖੇਤਰ,அளவு புலம்
ਵਿਗਾੜ ਦੀ ਫਾਈਲ,அளவு கோப்பு
ਵੱਖਰੀ ਰਿੰਗਿੰਗ,தனித்துவமான ரிங்கிங்
ਭਟਕਣਾ,சிதைவு
ਵੰਡਿਆ  ਕੰਪਿ uting ਟਿੰਗ,விநியோகிக்கப்பட்டது  கம்ப்யூட்டிங்
ਡਿਸਟ੍ਰੀਬਿਡ ਡਾਟਾ  ਕਾਰਵਾਈ,விநியோகிக்கப்பட்ட தரவு  செயலாக்கம்
ਡਿਸਟ੍ਰੀਬਿ .ਟਡ ਡੇਟਾ-ਪ੍ਰੋਸੈਸਿੰਗ ਨੈਟਵਰਕ,விநியோகிக்கப்பட்ட தரவு செயலாக்க நெட்வொர்க்
ਵੰਡਿਆ  ਫੰਕਸ਼ਨ,விநியோகிக்கப்பட்டது  செயல்பாடு
ਵੰਡਿਆ  ਬੁੱਧੀਮਾਨ,விநியோகிக்கப்பட்டது  நுண்ணறிவு
ਵੰਡਿਆ ਤਰਕ,விநியோகிக்கப்பட்ட தர்க்கம்
ਵੰਡਿਆ  ਨੈੱਟਵਰਕ,விநியோகிக்கப்பட்டது  வலைப்பின்னல்
ਵੰਡਿਆ  ਕਾਰਵਾਈ,விநியோகிக்கப்பட்டது  செயலாக்கம்
ਵੰਡਿਆ  ਕਾਰਵਾਈ  ਨੈੱਟਵਰਕ,விநியோகிக்கப்பட்டது  செயலாக்கம்  வலைப்பின்னல்
ਵੰਡਿਆ  ਪ੍ਰੋਸੈਸਰ,விநியோகிக்கப்பட்டது  செயலி
ਡਿਸਟ੍ਰੀਬਿ .ਟਿੰਗ ਫਰੇਮ,விநியோகிருத்தல் சட்டகம்
ਵੰਡ ਕੇਬਲ,விநியோக கேபிள்
ਵੰਡ ਫਰੇਮ,விநியோக சட்டகம்
ਵਿਭਿੰਨਤਾ,பன்முகத்தன்மை
ਵਿਭਿੰਨਤਾ,பன்முகத்தன்மை இணைத்தல்
ਵੰਡੋ,காசோலை பிரிக்கவும்
ਵੰਡਿਆ ਗਿਆ ਸਲਿਟ ਸਕੈਨ,பிரிக்கப்பட்ட பிளவு ஸ்கேன்
ਡਿਵੀਜ਼ਨ ਹੈਡਰ,பிரிவு தலைப்பு
ਵੰਡ-ਰੀਮਾਈਂਡਰ  ਵਿਧੀ,பிரிவு-மறுபரிசீலனை  முறை
ਵਿਭਾਜਨ,வகுப்பான்
ਦਸਤਾਵੇਜ਼,ஆவணம்
ਦਸਤਾਵੇਜ਼  ਅਸੈਂਬਲੀ,ஆவணம்  சட்டசபை
ਦਸਤਾਵੇਜ਼,ஆவணம்
ਦਸਤਾਵੇਜ਼  ਕਿਤਾਬ,ஆவணம்  நூல்
ਦਸਤਾਵੇਜ਼ ਪ੍ਰੋਗਰਾਮ,ஆவணம் திட்டம்
ਦਸਤਾਵੇਜ਼  ਕਿਸਮ,ஆவணம்  தட்டச்சு செய்க
ਦਸਤਾਵੇਜ਼  ਸੰਭਾਲਣਾ,ஆவணம்  கையாளுதல்
ਦਸਤਾਵੇਜ਼ ਅਗਵਾਈ  ਕਿਨਾਰੇ,ஆவணம் முன்னணி  விளிம்பு
ਦਸਤਾਵੇਜ਼ ਮਾਰਕ,ஆவண குறி
ਦਸਤਾਵੇਜ਼  ਤਿਆਰੀ,ஆவணம்  தயாரிப்பு
ਦਸਤਾਵੇਜ਼ ਰੀਡਰ,ஆவண வாசகர்
ਦਸਤਾਵੇਜ਼  ਹਵਾਲਾ ਕਿਨਾਰਾ,ஆவணம்  குறிப்பு விளிம்பு
ਦਸਤਾਵੇਜ਼ ਪ੍ਰਾਪਤੀ,ஆவண மீட்டெடுப்பு
Docuterm,Doguterm
ਘਰੇਲੂ ਸੈਟੇਲਾਈਟ  ਕੈਰੀਅਰ,வீட்டு செயற்கைக்கோள்  கார்
ਕੁਝ ਨਾ ਕਰੋ  ਓਪਰੇਸ਼ਨ  (= ਕੋਈ ਕਾਰਵਾਈ ਨਹੀਂ  ਹਦਾਇਤ),செய்யாதது  செயல்பாடு  (= செயல்பாடு இல்லை  உத்தரவாதம்)
ਡਪੈਂਟ,டோபண்ட்
ਬਿੰਦੀ- ਅੱਖਰ  ਪ੍ਰਿੰਟਰ,புள்ளி- எழுத்து  அச்சுப்பொறி
ਡੌਟ ਮੈਟ੍ਰਿਕਸ,புள்ளி அணி
ਡੌਟ ਪ੍ਰਿੰਟਰ (= ਮੈਟ੍ਰਿਕਸ  ਪ੍ਰਿੰਟਰ),புள்ளி அச்சுப்பொறி (= மேட்ரிக்ஸ்  அச்சுப்பொறி)
ਡਬਲ ਬੱਫਲਿੰਗ,இரட்டை இடையக
ਡਬਲ ਕਾਰਡ,இரட்டை அட்டை
ਡਬਲ-ਸੰਘਣਾ  ਰਿਕਾਰਡਿੰਗ,இரட்டை அடர்த்தியான  பதிவு
ਦੋਹਰਾ ਘਣਤਾ  ਰਿਕਾਰਡਿੰਗ,இரட்டை அடர்த்தி  பதிவு
ਦੋਹਰਾ ਖਤਮ ਹੋ ਗਿਆ  ਕਤਾਰ,இரட்டை முடிவு  வரிசை
ਡਬਲ-ਐਂਟਰੀ ਕਾਰਡ,இரட்டை நுழைவு அட்டை
ਦੋਹਰੀ ਲੰਬਾਈ  ਰਜਿਸਟਰ,இரட்டை நீளம்  பதிவு
ਡਬਲ ਸ਼ੁੱਧਤਾ,இரட்டை துல்லியம்
ਡਬਲ ਸ਼ੁੱਧਤਾ  ਹਿਸਾਬ,இரட்டை துல்லியம்  எண்கணித
ਡਬਲ ਸ਼ੁੱਧਤਾ  ਫੰਕਸ਼ਨ,இரட்டை துல்லியம்  செயல்பாடு
ਡਬਲ ਸ਼ੁੱਧਤਾ  ਗਿਣਤੀ,இரட்டை துல்லியம்  எண்
ਡਬਲ-ਪਲਸ  ਰਿਕਾਰਡਿੰਗ,இரட்டை துடிப்பு  பதிவு
ਡਬਲ ਪੰਚ,இரட்டை பஞ்ச்
ਡਬਲ ਰੇਲ ਲੌਜਿਕ,இரட்டை ரயில் தர்க்கம்
ਡਬਲ ਰਜਿਸਟਰ,இரட்டை பதிவு
