Malayalam,Kannada
ഇലക്ട്രോൺ ഒഴുക്ക്,ಎಲೆಕ್ಟ್ರಾನ್ ಹರಿವು
ഇലക്ട്രോൺ വാതകം,ಎಲೆಕ್ಟ್ರಾನ್ ಅನಿಲ
ഇലക്ട്രോൺ ഉപകരണം,ಎಲೆಕ್ಟ್ರಾನ್ ಸಾಧನ
ഇലക്ട്രോൺ ദ്വാര ജോഡി,ಎಲೆಕ್ಟ್ರಾನ್ ರಂಧ್ರ ಜೋಡಿ
ഇലക്ട്രോൺ മൈക്രോസ്കോപ്പ്,ಎಲೆಕ್ಟ್ರಾನ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ
ഇലക്ട്രോൺ പരിക്രമണം,ಎಲೆಕ್ಟ್ರಾನ್ ಕಕ್ಷೆ
ഇലക്ട്രോൺ ഷെൽ,ಎಲೆಕ್ಟ್ರಾನ್ ಶೆಲ್
ഇലക്ട്രോൺ വോൾട്ട്,ಎಲೆಕ್ಟ್ರಾನ್ ವೋಲ್ಟ್
ഇലക്ട്രോൺ വേവ് ട്യൂബ്,ಎಲೆಕ್ಟ್ರಾನ್ ತರಂಗ ಟ್ಯೂಬ್
ഇലക്ട്രോണിക് ചാർജ്,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಚಾರ್ಜ್
ഇലക്ട്രോണിക് ഡാറ്റ സമ്മർദ്ദം,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಒತ್ತಡ
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
ഇലക്ട്രോണിക് കീ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕೀ
ഇലക്ട്രോണിക് മെയിൽ (ഇ-മെയിൽ),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ (ಇ-ಮೇಲ್)
ഇലക്ട്രോണിക് പിണ്ഡം,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ದ್ರವ್ಯರಾಶಿ
ഇലക്ട്രോണിക് സംഖ്യാശാസ്ത്രം,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಂಖ್ಯಾಶಾಸ್ತ್ರ
ഇലക്ട്രോണിക് സ്വിച്ചിംഗ്,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚಿಂಗ್
ഇലക്ട്രോണിക് വോൾട്ട്മീറ്റർ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ವೋಲ್ಟ್ಮೀಟರ್
ഇലക്ട്രോണിക് ട്യൂൺ ചെയ്ത റിസീവർ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಟ್ಯೂನ್ ರಿಸೀವರ್
ഇലക്ട്രോണിക്സ് വ്യവസായ അസോസിയേഷൻ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್ ಉದ್ಯಮ ಸಂಘ
ഇലക്ട്രോപ്ലേറ്റിംഗ്,ಎಲೆಕ್ಟ್ರೋಪ್ಲೇಟಿಂಗ್
ഇലക്ട്രോസ്കോപ്പ്,ಎಲೆಕ್ಟ್ರೋಸ್ಕೋಪ್
വൈദ്യുതകാന്തികത,ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ
ഇലക്ട്രോസ്റ്റാറ്റിക് ഫ്ലക്സ്,ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಹರಿವು
ഇലക്ട്രോസ്റ്റാറ്റിക് പ്രിസർവേറ്റീവ്,ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಸಂರಕ್ಷಕ
ഘടകം,ಅಂಶ
നവീകരിക്കുക,ಅಪ್ಗ್ರೇಡ್
പുരോഗതി ആംഗിൾ,ಪ್ರಗತಿ ಕೋನ
ദീർഘവൃത്താകൃതിയിലുള്ള പ്രതിഫലനം,ದೀರ್ಘವೃತ್ತದ ಪ್ರತಿಫಲಕ
ദീർഘവൃത്താകൃതിയിലുള്ള ഫിൽട്ടർ,ದೀರ್ಘವೃತ್ತದ ಫಿಲ್ಟರ್
ദീർഘവൃത്താകൃതിയിലുള്ള ധ്രുവം,ದೀರ್ಘವೃತ್ತದ ಧ್ರುವ
എംബഡഡ് സിസ്റ്റം,ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್
അബ്സിഡിക് കോഡ്,ಅಬ್ಸಿಡಿಕ್ ಕೋಡ್
എമിറ്റർ,ಹೊರಸೂಸುವವನು
എമിറ്റർ ഓറിയന്റേഷൻ കോൺഫിഗറേഷൻ,ಹೊರಸೂಸುವ ದೃಷ್ಟಿಕೋನ ಸಂರಚನೆ
എമിറ്റർ ബൈപാസ് കപ്പാസിറ്റർ,ಹೊರಸೂಸುವ ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್
എമിറ്റിംഗ് സവിശേഷതകൾ,ಹೊರಸೂಸುವ ಗುಣಲಕ್ಷಣಗಳು
എമിറ്റർ കപ്പിൾഡ് ആംപ്ലിഫയർ,ಹೊರಸೂಸುವ ಸಂಯೋಜಿತ ಆಂಪ್ಲಿಫಯರ್
എമിറ്റർ ഡിഫ്യൂഷൻ,ಹೊರಸೂಸುವ ಪ್ರಸರಣ
എമിറ്റർ ട്രെയിലിംഗ്,ಹೊರಸೂಸುವ ಹಿಂಬಾಲಕ
എമിറ്റർ റെസിസ്റ്റർ,ಹೊರಸೂಸುವ ಪ್ರತಿರೋಧಕ
എമിറ്റർ സ്ഥിരതയുള്ള ഓറിയന്റേഷൻ കോൺഫിഗറേഷൻ,ಹೊರಸೂಸುವ ಸ್ಥಿರೀಕೃತ ದೃಷ್ಟಿಕೋನ ಸಂರಚನೆ
എമിറ്റർ ബേസ് ജംഗ്ഷൻ,ಹೊರಸೂಸುವ ಮೂಲ ಜಂಕ್ಷನ್
"എമിറ്റർ കപ്പിൾഡ് ലോജിക്, ECL","ಎಮಿಟರ್ ಕಪಲ್ಡ್ ಲಾಜಿಕ್, ECL"
യന്ത്രവത്കൃതം,ಯಾಂತ್ರಿಕೃತ
പ്രാപ്തമാക്കുക,ಸಕ್ರಿಯಗೊಳಿಸಿ
എൻക്യാപ്സുലേഷൻ,ಆವರಿಸುವಿಕೆ
കൊടിത്ര,ಕೊಡಿಟ್ರಾ
എൻക്രിപ്ഷൻ,ಗೂಢಲಿಪೀಕರಣ
വൃത്താകൃതിയിലുള്ള നേട്ടം,ವೃತ್ತಾಕಾರದ ಲಾಭ
പരിവർത്തനം,ಪರಿವರ್ತನೆ
വ്യവസ്ഥാപിത,ವ್ಯವಸ್ಥಿತ
വൃത്താകൃതിയിലുള്ള സ്ഥാനചലനം,ವೃತ್ತಾಕಾರದ ಸ್ಥಳಾಂತರ
രേഖാംശ ആന്റിന,ಉದ್ದದ ಆಂಟೆನಾ
രേഖാംശ ശ്രേണി,ರೇಖಾಂಶದ ರಚನೆ
ഊർജ്ജം,ಶಕ್ತಿ
ഊർജ്ജ ബാർ,ಶಕ್ತಿ ಬಾರ್
ബാൻഡ് വിടവ്,ಬ್ಯಾಂಡ್ ಅಂತರ
ഊർജ്ജ നില,ಶಕ್ತಿಯ ಮಟ್ಟ
ഊർജ്ജ നില ഡയഗ്രം,ಶಕ್ತಿ ಮಟ್ಟದ ರೇಖಾಚಿತ್ರ
മെച്ചപ്പെടുത്തിയ വിപുലീകരിച്ച മാസ് സ്പെസിഫിക്കേഷൻ,ವರ್ಧಿತ ವಿಸ್ತರಿತ ಮಾಸ್ ನಿರ್ದಿಷ್ಟತೆ
ഇൻക്രിമെന്റഡ് ആർട്ടിക്കിൾ രജിസ്ട്രാർ,ಹೆಚ್ಚಿದ ಲೇಖನ ರಿಜಿಸ್ಟ್ರಾರ್
വളർച്ച,ಬೆಳವಣಿಗೆ
വളർച്ച പാറ്റേൺ,ಬೆಳವಣಿಗೆಯ ಮಾದರಿ
മെച്ചപ്പെടുത്തിയ മോസ്ഫെറ്റ്,ವರ್ಧಿತ ಮೊಸ್ಫೆಟ್
എൻട്രോപ്പി,ಎಂಟ್ರೊಪಿ
envelop demodulator,ಹೊದಿಕೆ ಡಿಮೋಡ್ಯುಲೇಟರ್
പരിസ്ഥിതി,ಪರಿಸರ
"epitaxy വളർച്ച, ആരോഹണ വളർച്ച","ಎಪಿಟಾಕ್ಸಿ ಬೆಳವಣಿಗೆ, ಆರೋಹಣ ಬೆಳವಣಿಗೆ"
"epitracheal പാളി, ആരോഹണ പാളി","ಎಪಿಟ್ರಾಶಿಯಲ್ ಪದರ, ಆರೋಹಣ ಪದರ"
"എപ്പിറ്റാക്സി, അസാധുവാക്കൽ","ಎಪಿಟಾಕ್ಸಿ, ಅತಿಕ್ರಮಣ"
എപ്പോക്സി-ഫൈബർ ഗ്ലാസ് ലെവൽ,ಎಪಾಕ್ಸಿ ಫೈಬರ್ ಗಾಜಿನ ಮಟ್ಟ
EP-ROM,EP-ROM
എപ്സിലോൺ,ಎಪ್ಸಿಲಾನ್
സമനില,ಸಮೀಕರಣ
സമനില സർക്യൂട്ട്,ಸಮೀಕರಣ ಸರ್ಕ್ಯೂಟ್
സമത്വം,ಸಮಾನತೆ
സമവാക്യം,ಸಮೀಕರಣ
സമനില ഫിൽട്ടർ,ಈಕ್ವಲೈಜರ್ ಫಿಲ್ಟರ್
സമവാക്യം,ಸಮೀಕರಣ
ഭൂമധ്യരേഖാ തലം,ಸಮಭಾಜಕ ಸಮತಲ
ഐസോപൊട്ടൻഷ്യൽ ലൈൻ,ಐಸೊಪೊಟೆನ್ಷಿಯಲ್ ಲೈನ್
equipotential പേജ്,equipotential ಪುಟ
തുല്യമായ സർക്യൂട്ട്,ಸಮಾನ ಸರ್ಕ್ಯೂಟ್
തുല്യമായ ഇൻപുട്ട് നോയ്സ് ജനറേറ്റർ,ಸಮಾನ ಇನ್ಪುಟ್ ಶಬ್ದ ಜನರೇಟರ್
തുല്യമായ ഇൻപുട്ട് ശബ്ദ പ്രതിരോധം,ಸಮಾನವಾದ ಇನ್ಪುಟ್ ಶಬ್ದ ಪ್ರತಿರೋಧ
തുല്യമായ ഐസോടോപ്പിക് റേഡിയേറ്റഡ് പവർ,ಸಮಾನವಾದ ಐಸೊಟೋಪಿಕ್ ವಿಕಿರಣ ಶಕ್ತಿ
ഇല്ലാതാക്കുക,ಅಳಿಸಿ
ഊർജ്ജ പ്രക്രിയ,ಶಕ್ತಿ ಪ್ರಕ್ರಿಯೆ
പിശക് നിയന്ത്രണ കോഡിംഗ്,ದೋಷ ನಿಯಂತ್ರಣ ಕೋಡಿಂಗ್
പിശക് തിരുത്തൽ കോഡ്,ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್
പിശക് കണ്ടെത്തൽ കോഡ്,ದೋಷ ಪತ್ತೆ ಕೋಡ್
പിശക് കൈകാര്യം ചെയ്യൽ,ದೋಷ ನಿರ್ವಹಣೆ
പിശക് നിരക്ക്,ದೋಷ ದರ
പിശക് വോൾട്ടേജ്,ದೋಷ ವೋಲ್ಟೇಜ್
പിശക് ആംപ്ലിഫയർ,ದೋಷ ಆಂಪ್ಲಿಫಯರ್
ഇസക്കി ഡയോഡ്,ಇಸಾಕಿ ಡಯೋಡ್
കൊത്തുപണി,ಎಚ್ಚಣೆ
ഇഥർനെറ്റ്,ಈಥರ್ನೆಟ್
യൂലറുടെ സിദ്ധാന്തം,ಯೂಲರ್ ಪ್ರಮೇಯ
ആംപ്ലിറ്റ്യൂഡ് റിഡക്ഷൻ മോഡ്,ವೈಶಾಲ್ಯ ಕಡಿತ ಮೋಡ್
ബാഷ്പീകരണ പ്രക്രിയ,ಆವಿಯಾಗುವಿಕೆ ಪ್ರಕ್ರಿಯೆ
ഇ-വെക്റ്റർ,ಇ-ವೆಕ್ಟರ್
തുല്യത,ಸಮಾನತೆ
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ
അധിക ശബ്ദ അനുപാതം,ಹೆಚ್ಚುವರಿ ಶಬ್ದ ಅನುಪಾತ
ട്രിപ്പിൾ കോഡ്,ಟ್ರಿಪಲ್ ಕೋಡ್
ഉത്തേജക പട്ടിക,ಪ್ರಚೋದನೆ ಕೋಷ್ಟಕ
echo XOR ഗേറ്റ്,ಪ್ರತಿಧ್ವನಿ XOR ಗೇಟ್
എക്സിക്യൂഷൻ സോഫ്റ്റ്വെയർ,ಮರಣದಂಡನೆ ಸಾಫ್ಟ್ವೇರ್
നിർവ്വഹണ നീക്കം,ಮರಣದಂಡನೆ ಚಲನೆ
നിർവ്വഹണ സമയം,ಮರಣದಂಡನೆ ಸಮಯ
എക്സ്ക്ലൂസീവ് നോർ ഗേറ്റ്,ವಿಶೇಷವಾದ ನಾರ್ ಗೇಟ್
പ്രക്ഷേപകൻ,ಪ್ರಸಾರಕ
എക്സ്പോണൻഷ്യൽ ശോഷണം,ಘಾತೀಯ ಕೊಳೆತ
എക്സ്പോണൻഷ്യൽ ഡയോഡ്,ಘಾತೀಯ ಡಯೋಡ್
എക്‌സ്‌പോണൻഷ്യൽ ഫോറിയർ സീരീസ്,ಘಾತೀಯ ಫೋರಿಯರ್ ಸರಣಿ
എക്‌സ്‌പോണൻഷ്യൽ ഫംഗ്‌ഷൻ,ಘಾತೀಯ ಕಾರ್ಯ
ബാഹ്യ ആവൃത്തി പ്രതിരോധം,ಬಾಹ್ಯ ಆವರ್ತನ ಪ್ರತಿರೋಧ
വളരെ ഉയർന്ന ആവൃത്തി,ಅತಿ ಹೆಚ್ಚಿನ ಆವರ್ತನ
ഉയർന്ന സാധ്യത,ಹೆಚ್ಚಿನ ಸಾಮರ್ಥ್ಯ
വളരെ ചെറിയ ആവൃത്തി,ಬಹಳ ಕಡಿಮೆ ಆವರ್ತನ
അഭേദ്യമായ അർദ്ധചാലകം,ತೂರಲಾಗದ ಅರೆವಾಹಕ
ഫയൽ തുറക്കുക,ಫೈಲ್ ತೆರೆಯಿರಿ
അർദ്ധചാലക നിർമ്മാണം,ಅರೆವಾಹಕ ತಯಾರಿಕೆ
ഫാബ്രി പെറോ റെസൊണേറ്റർ,ಫ್ಯಾಬ್ರಿ ಪೆರೋ ರೆಸೋನೇಟರ್
പാനൽ,ಫಲಕ
ഗുണനം,ಗುಣಕ
ഘടകാംശം,ಅಪವರ್ತನೀಯ
മന്ത്രം,ಮಂತ್ರಾಕ್ಷತೆ
ശോഷണം,ಕ್ಷೀಣತೆ
ശോഷണം,ಕ್ಷೀಣತೆ
ഫാഹി ഏകപക്ഷീയമായ പെർമബിലിറ്റി മെഷറർ,ಫಾಹಿ ಏಕಪಕ್ಷೀಯ ಪ್ರವೇಶಸಾಧ್ಯತೆ ಮಾಪಕ
പരാജയം,ವೈಫಲ್ಯ
പരാജയ മോഡ്,ವಿಫಲ ಮೋಡ್
പരാജയതോത്,ವಿಫಲತೆಯ ದರ
ഫെയർ ചൈൽഡ് സെമികണ്ടക്ടർ,ಫೇರ್ ಚೈಲ್ಡ್ ಸೆಮಿಕಂಡಕ್ಟರ್
വീഴ്ച കാലയളവ്,ಶರತ್ಕಾಲದ ಅವಧಿ
പതി കാലാട് കോർ,ಪತಿ ಕಾಲಡ್ ಕೋರ್
പാറ്റ് കോർ,ಪ್ಯಾಟ್ ಕೋರ್
തകർച്ച,ಕುಸಿತ
തെറ്റായ,ಸುಳ್ಳು
മടക്കിയ കടലാസ്,ಮಡಿಸಿದ ಕಾಗದ
ഇൻപുട്ട്,ಇನ್ಪುಟ್
ഇഷ്യൂ നമ്പർ,ಸಂಚಿಕೆ ಸಂಖ್ಯೆ
ഫറാദ്,ಫರಾದ್
ഫാരഡേ പ്രഭാവം,ಫ್ಯಾರಡೆ ಪರಿಣಾಮ
ഫാരഡേ റൊട്ടേഷൻ,ಫ್ಯಾರಡೆ ತಿರುಗುವಿಕೆ
ഫാരഡേ സ്ക്രീൻ,ಫ್ಯಾರಡೆ ಪರದೆ
ഫാരഡേ സ്ഥിരാങ്കം,ಫ್ಯಾರಡೆ ಸ್ಥಿರ
ഫാരഡെയുടെ നിയമം,ಫ್ಯಾರಡೆ ಕಾನೂನು
പകർപ്പ്,ಪ್ರತಿಕೃತಿ
റെപ്ലിക്ക റിസീവർ,ಪ್ರತಿಕೃತಿ ರಿಸೀವರ್
റെപ്ലിക്ക കമ്മ്യൂണിക്കേറ്റർ,ಪ್ರತಿಕೃತಿ ಸಂವಹನಕಾರ
പകർപ്പ്,ಪ್ರತಿಕೃತಿ
റെപ്ലിക്കേഷൻ സിഗ്നൽ,ಪ್ರತಿಕೃತಿ ಸಂಕೇತ
മൂർച്ചയുള്ള കാമ്പ്,ಚೂಪಾದ ಕೋರ್
ദ്രുത ഫോറിയർ പരിവർത്തനം,ತ್ವರಿತ ನಾಲ್ಕು ರೂಪಾಂತರ
കപ്പൽ രസീത് ഡിങ്കരി,ಹಡಗು ರಶೀದಿ ದಿನಕಾರಿ
ഫയൽ അലോക്കേഷൻ ഷെഡ്യൂൾ,ಫೈಲ್ ಹಂಚಿಕೆ ವೇಳಾಪಟ್ಟಿ
മാരകമായ തെറ്റ്,ಗಂಭೀರವಾದ ತಪ್ಪು
പാരന്റ് ഫയൽ,ಮೂಲ ಫೈಲ್
ഇൻപുട്ട്,ಇನ್ಪುಟ್
"തെറ്റ്, തെറ്റ്","ತಪ್ಪು, ತಪ್ಪು"
തെറ്റ് വിശകലനം,ದೋಷ ವಿಶ್ಲೇಷಣೆ
തെറ്റ് റേറ്റിംഗ്,ತಪ್ಪು ರೇಟಿಂಗ್
തെറ്റായ പ്രാദേശികവൽക്കരണം,ದೋಷ ಸ್ಥಳೀಕರಣ
പ്രാദേശിക പാലത്തിന്റെ തകരാർ,ಸ್ಥಳೀಯ ಸೇತುವೆ ದೋಷ
തെറ്റായ ഫിൽട്ടർ ടോഗിൾ ചെയ്യുക,ದೋಷ ಫಿಲ್ಟರ್ ಟಾಗಲ್
വീഴ്ച സഹിഷ്ണുത,ಪತನ ಸಹಿಷ್ಣುತೆ
ഫാനോയുടെ അൽഗോരിതം,ಫ್ಯಾನೋ ಅಲ್ಗಾರಿದಮ್
ഇഷ്യൂ നമ്പർ,ಸಂಚಿಕೆ ಸಂಖ್ಯೆ
ഇഷ്യൂ നമ്പർ ട്രീ,ಸಂಚಿಕೆ ಸಂಖ್ಯೆ ಮರ
ഫാക്സ്,ಫ್ಯಾಕ್ಸ್
ഫയൽ കോമ്പിനേഷൻ,ಫೈಲ್ ಸಂಯೋಜನೆ
എഫ് കണക്റ്റർ,ಎಫ್ ಕನೆಕ್ಟರ್
ഫ്രീക്വൻസി ഡിവിഷൻ മൾട്ടിപ്ലക്സർ,ಆವರ್ತನ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
FEC കോഡ്,FEC ಕೋಡ್
ഫെഡറൽ കമ്മ്യൂണിക്കേഷൻസ് കമ്മീഷൻ,ಫೆಡರಲ್ ಕಮ್ಯುನಿಕೇಷನ್ಸ್ ಕಮಿಷನ್
പുനർനിക്ഷേപ ലൂപ്പ് നേട്ടം,ಮರುಹೂಡಿಕೆ ಲೂಪ್ ಲಾಭ
ക്ഷയിച്ച കാന്തിക പദാർത്ഥം,ದುರ್ಬಲಗೊಂಡ ಕಾಂತೀಯ ವಸ್ತು
ഇൻപുട്ട്,ಇನ್ಪುಟ್
പുനർനിക്ഷേപ വിളവ്,ಮರುಹೂಡಿಕೆ ಇಳುವರಿ
ഉപജീവന നഷ്ടം,ಜೀವನಾಂಶ ನಷ್ಟ
പുനർനിക്ഷേപം,ಮರುಹೂಡಿಕೆ
പുനർനിക്ഷേപ ആംപ്ലിഫയർ,ಮರುಹೂಡಿಕೆ ಆಂಪ್ಲಿಫಯರ್
പുനരവതരണം വക്രീകരണം,ಮರುಪರಿಚಯ ಅಸ್ಪಷ್ಟತೆ
റീഇൻവെസ്റ്റ്മെന്റ് ബ്ലോക്ക് ഡയഗ്രം,ಮರುಹೂಡಿಕೆ ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
പുനർനിക്ഷേപ സ്ട്രീം ഡയഗ്രം,ಮರುಹೂಡಿಕೆಯ ಸ್ಟ್ರೀಮ್ ರೇಖಾಚಿತ್ರ
പുനഃസ്ഥാപിക്കൽ ലൂപ്പ്,ಮರುಸ್ಥಾಪನೆ ಲೂಪ್
പുനർനിക്ഷേപ ഓസിലേറ്റർ,ಮರುಹೂಡಿಕೆ ಆಂದೋಲಕ
പുനർനിക്ഷേപ ഓട്ടം,ಮರುಹೂಡಿಕೆ ರೇಸ್
റീഇൻവെസ്റ്റ്മെന്റ് ഡിസ്പ്ലേസ്മെന്റ് രജിസ്റ്റർ,ಮರುಹೂಡಿಕೆ ಸ್ಥಳಾಂತರ ನೋಂದಣಿ
പുനർനിക്ഷേപ തത്വ ഡയഗ്രം,ಮರುಹೂಡಿಕೆ ತತ್ವ ರೇಖಾಚಿತ್ರ
വീണ്ടും പരിചയപ്പെടുത്തൽ വോൾട്ടേജ് ഡയഗ്രം,ಮರುಪರಿಚಯ ವೋಲ್ಟೇಜ್ ರೇಖಾಚಿತ್ರ
ഫെർമി ലെവൽ,ಫೆರ್ಮಿ ಮಟ್ಟ
ഫെറിക് ഇൻഡക്റ്റർ,ಫೆರಿಕ್ ಇಂಡಕ್ಟರ್
ഫെറൈറ്റ്,ಫೆರೈಟ್
ഫെറൈറ്റ് ആന്റിന,ಫೆರೈಟ್ ಆಂಟೆನಾ
ഫെറൈറ്റ് കള,ಫೆರೈಟ್ ಕಳೆ
ഫെറൈറ്റ് സ്പിന്നർ,ಫೆರೈಟ್ ಸ್ಪಿನ್ನರ್
ഫെറൈറ്റ് സെപ്പറേറ്റർ,ಫೆರೈಟ್ ವಿಭಜಕ
ഫെറൈറ്റ് ലൈൻ വിപുലീകരണം,ಫೆರೈಟ್ ಲೈನ್ ವಿಸ್ತರಣೆ
ഫെറൈറ്റ്-കോർ ട്രാൻസ്ഫോർമർ,ಫೆರೈಟ್-ಕೋರ್ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
ഫെറോ ക്രോം ടേപ്പ്,ಫೆರೋ ಕ್ರೋಮ್ ಟೇಪ್
ഫെറോകാന്തികത,ಫೆರೋಮ್ಯಾಗ್ನೆಟಿಸಮ್
വിധി,ವಿಧಿ
ഫീൽഡ് ഇഫക്റ്റ് ട്രാൻസിസ്റ്റർ (FET),ಫೀಲ್ಡ್ ಎಫೆಕ್ಟ್ ಟ್ರಾನ್ಸಿಸ್ಟರ್ (FET)
കൊഴുപ്പ് ബൂസ്റ്റർ,ಫ್ಯಾಟ್ ಬೂಸ್ಟರ್
fret complement symmetry,fret ಪೂರಕ ಸಮ್ಮಿತಿ
കൊഴുപ്പ് കുറയ്ക്കൽ മോഡ്,ಕೊಬ್ಬು ಸವಕಳಿ ಮೋಡ್
"വിധി ദ്വൈത കവാടം, ദ്വിത്വ ഗേറ്റ്","ವಿಧಿ ದ್ವಂದ್ವ ದ್ವಾರ, ದ್ವಂದ್ವ ದ್ವಾರ"
കൊഴുപ്പ് വളർച്ച മോഡ്,ಕೊಬ್ಬಿನ ಬೆಳವಣಿಗೆಯ ಮೋಡ್
fret ഫ്രീക്വൻസി പ്രതികരണം,fret ಆವರ್ತನ ಪ್ರತಿಕ್ರಿಯೆ
കൊഴുപ്പ് ഗ്രാഫിക് വിശകലനം,ಫ್ಯಾಟ್ ಗ್ರಾಫಿಕ್ ವಿಶ್ಲೇಷಣೆ
ഫേറ്റ് ഇൻവെസ്റ്റ്‌മെന്റ് സേഫ്റ്റി,ಫೇಟ್ ಇನ್ವೆಸ್ಟ್ಮೆಂಟ್ ಸುರಕ್ಷತೆ
കൊഴുപ്പ് വിപരീതം,ಕೊಬ್ಬಿನ ವಿಲೋಮ
വിധി ഉടമ്പടി,ವಿಧಿಯ ಒಪ್ಪಂದ
കൊഴുപ്പ് മോസ്ഫെറ്റ്,ಕೊಬ್ಬಿನ ಮೊಸ್ಫೆಟ್
കൊഴുപ്പ് ചാലകത,ಕೊಬ್ಬಿನ ವಾಹಕತೆ
ഉറക്കം സമയം,ಮಲಗುವ ಸಮಯ
ഫയൽ ഇറക്കുമതി,ಫೈಲ್ ಆಮದು
നാര്,ಫೈಬರ್
ഫൈബർ കണക്റ്റർ,ಫೈಬರ್ ಕನೆಕ್ಟರ್
ഫൈബർ വിതരണം ചെയ്ത ഡാറ്റാ ഇന്റർഫേസ്,ಫೈಬರ್ ವಿತರಿಸಿದ ಡೇಟಾ ಇಂಟರ್ಫೇಸ್
ഫൈബർ ഗ്ലാസ്,ಫೈಬರ್ ಗ್ಲಾಸ್
ഫൈബർ ഒപ്റ്റിക് ലിങ്ക്,ಫೈಬರ್ ಆಪ್ಟಿಕ್ ಲಿಂಕ್
ഫൈബർ ഒപ്റ്റിക്സ് ട്രാൻസ്മിഷൻ വിൻഡോ,ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ವಿಂಡೋ
ഫൈബർ ലൈറ്റ് ഡിറ്റക്ടർ,ಫೈಬರ್ ಲೈಟ್ ಡಿಟೆಕ್ಟರ್
ഫൈബർ ബോണ്ടിംഗ്,ಫೈಬರ್ ಬಂಧ
ഫിബൊനാച്ചി നമ്പറുകൾ,ಫಿಬೊನಾಕಿ ಸಂಖ್ಯೆಗಳು
വെർച്വൽ നോയ്സ് ജനറേറ്റർ,ವರ್ಚುವಲ್ ಶಬ್ದ ಜನರೇಟರ್
സ്വീകർത്താവിന്റെ വിശ്വസ്തത,ಸ್ವೀಕರಿಸುವವರ ನಿಷ್ಠೆ
വ്യാജം,ನಕಲಿ
ഏരിയ എയ്ഡഡ്,ಪ್ರದೇಶ ನೆರವು
ഫീൽഡ് ഇഫക്റ്റ് ഉപകരണം,ಕ್ಷೇತ್ರ ಪರಿಣಾಮ ಸಾಧನ
ഫീൽഡ് ഇഫക്റ്റ് സ്വിച്ച്,ಕ್ಷೇತ್ರ ಪರಿಣಾಮ ಸ್ವಿಚ್
ഫീൽഡ് ഫലപ്രദമായ ട്രാൻസിസ്റ്റർ,ಕ್ಷೇತ್ರ ಪರಿಣಾಮಕಾರಿ ಟ್ರಾನ್ಸಿಸ್ಟರ್
ഫീൽഡ് എമിഷൻ,ಕ್ಷೇತ್ರ ಹೊರಸೂಸುವಿಕೆ
ഈയം ശരീരം,ಸೀಸದ ದೇಹ
ഫീൽഡ് ഫ്രീക്വൻസി,ಕ್ಷೇತ್ರ ಆವರ್ತನ
ഫീൽഡ് തീവ്രത,ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ
ഫീൽഡ് പ്രോഗ്രാം ലോജിക് അറേ,ಕ್ಷೇತ್ರ ಪ್ರೋಗ್ರಾಂ ಲಾಜಿಕ್ ಅರೇ
ഫീൽഡ് ടെസ്റ്റ്,ಕ್ಷೇತ್ರ ಪರೀಕ್ಷೆ
ഫീൽഡ് റദ്ദാക്കൽ,ಕ್ಷೇತ್ರ ರದ್ದತಿ
FIFO മെമ്മറി,FIFO ಮೆಮೊರಿ
കാര്യക്ഷമത സൂചിക,ದಕ್ಷತೆ ಸೂಚ್ಯಂಕ
ഫയൽ,ಕಡತ
ഫയൽ ഫില്ലർ,ಫೈಲ್ ಫಿಲ್ಲರ್
ഫയൽ കമാൻഡ്,ಫೈಲ್ ಆಜ್ಞೆ
ഫയൽ സെർവർ,ಫೈಲ್ ಸರ್ವರ್
പാളി കപ്പാസിറ്റർ,ಲೇಯರ್ ಕೆಪಾಸಿಟರ್
പാളി റെസിസ്റ്റർ,ಲೇಯರ್ ರೆಸಿಸ್ಟರ್
