Telugu,Bengali
ఫైవ్ మైల్ చట్టం,পাঁচ মাইল আইন
జెండా,পতাকা
ఫ్లేమెన్ డయాలిస్,ফ্ল্যামেন ডায়ালিস
ఫ్లేమెన్ మార్టియాలిస్,ফ্ল্যামেন মার্শালিস
జ్వలించే జ్యోతి,জ্বলন্ত মশাল
పార్శ్వము,ফ্ল্যাঙ্ক
పార్శ్వ కదలిక,ফ্ল্যাঙ্কিং আন্দোলন
వర్ధిల్లుతున్న నాగరికత,বিকশিত সভ্যতা
ఫ్లూవియలిస్టిక్ నమ్మకం,fluvialistic বিশ্বাস
జానపద దేవుడు,লোকদেবতা
జానపద దేవత,লোকদেবী
జానపద జ్ఞాపకం,লোক স্মৃতি
జానపద పురాణం (=జానపదం),লোককথা (=লোককাহিনী)
మేత వెదకడం,চারণ
ఫోరే,অভিযান
ముందరివాడు,পূর্বাবস্থায়
పూర్వీకుడు,পূর্বপুরুষ
ముందున్నవాడు,অগ্রদূত
చితికిపోయిన ఆశ,অসহায় আশা
నిర్మాణ దశ,গঠনমূলক পর্যায়
కోట,দুর্গ
కోట,দুর্গ
పటిష్టమైన పట్టణం,সুরক্ষিত শহর
కోట,দুর্গ
ఫార్చ్యూనా,ফরচুনা
ఫోరమ్ రోమనుమ్,ফোরাম রোমানাম
ఫ్రాన్సిస్కాన్,ফ্রান্সিসকান
ఫ్రాంక్లిన్,ফ্র্যাঙ্কলিন
భ్రాతృహత్య యుద్ధం,ভ্রাতৃঘাতী যুদ্ধ
ఉచిత చర్చి,বিনামূল্যে চার্চ
ఫ్రీహోల్డర్,ফ্রিহোল্ডার
స్వతంత్ర సైనికుడు,ফ্রিল্যান্স সৈনিক
స్వతంత్ర సైనికుడు,ফ্রিল্যান্স সৈনিক
ఫ్రీమాన్,ফ্রিম্যান
ఫ్రీమాన్,ফ্রিম্যান
ఫ్రీపాస్,ফ্রিপাস
ఫ్రెంచ్ విప్లవం,ফরাসি বিপ্লব
సన్యాసి,ভদ্র
ఫ్రైసియన్ కిరాయి సైనికులు,ফ্রিশিয়ান ভাড়াটে
సరిహద్దు మనిషి,সীমান্তের মানুষ
గాలియన్,গ্যালিওন
గల్లికన్ (=గల్లికనిస్ట్),গ্যালিকান (=গ্যালিকানিস্ট)
గల్లికానిజం,গ্যালিকানিজম
దండు,গ্যারিসন
గౌల్,গল
గాంట్లెట్,গান্টলেট
గాంట్లెట్,গান্টলেট
గెజిబో,গাজেবো
గెజిబో,গাজেবো
గెజిబో,গাজেবো
వంశ చరిత్ర,বংশগত ইতিহাস
వంశపారంపర్య రికార్డు,বংশগত রেকর্ড
వంశపారంపర్య పట్టిక,বংশগত সারণী
వంశవృక్షం,বংশগত গাছ
వంశావళి,বংশতালিকা
వంశావళి,বংশতালিকা
తరం,প্রজন্ম
మారణహోమం,গণহত্যা
అన్యజనుడు,বিধর্মী
అన్యజనుడు,বিধর্মী
అన్యజనుడు,বিধর্মী
అన్యజనుడు,বিধর্মী
ఘెట్టో,ঘেটো
ఘెట్టో,ঘেটো
గిబ్బెట్,গিবত
గిల్డ్ (=గిల్డ్),গিল্ড (=গিল্ড)
గ్లాడియేటర్,গ্ল্যাডিয়েটার
అద్భుతమైన విప్లవం,গৌরবময় বিপ্লব
గోల్డెన్ హోర్డ్,গোল্ডেন হোর্ড
మహా కూటమి,মহাজোট
గ్రాండీ,গ্র্যান্ডি
గ్రాండ్ సిగ్నర్,গ্র্যান্ড সাইনর
గ్రాండ్ సిగ్నర్,গ্র্যান্ড সাইনর
గొప్ప అంతర్యుద్ధం,মহান গৃহযুদ্ধ
గొప్ప నిష్క్రమణ (బుద్ధుని),মহান প্রস্থান (বুদ্ধের)
గ్రేటర్ ఇండియా,বৃহত্তর ভারত
గ్రేట్ హెల్లాస్,গ্রেট হেলাস
గ్రేట్ హోర్డ్,গ্রেট হোর্ড
గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ),মহান ত্যাগ (= মহান প্রস্থান)
గొప్ప ముద్ర,মহান সীল
గ్రేట్ ట్రాక్,মহান Trak
గొప్ప వాహనం,দারুণ যানবাহন
గ్రేట్ వాల్ ఆఫ్ చైనా,চীনের মহাপ্রাচীর
గ్రీవ్,গ্রীভ
గార్డ్-ఛాంబర్,গার্ড-চেম্বার
గార్డ్-ఛాంబర్,গার্ড-চেম্বার
గార్డ్-ఛాంబర్,গার্ড-চেম্বার
గుప్తులు,গুপ্ত
హాజియోగ్రఫీ,হ্যাজিওগ্রাফি
హాజియోగ్రఫీ,হ্যাজিওগ্রাফি
హగియాలజీ,হ্যাজিওলজি
హగియాలజీ,হ্যাজিওলজি
ప్రైవేట్ ప్రేక్షకుల హాల్,ব্যক্তিগত দর্শকদের হল
పబ్లిక్ ప్రేక్షకుల హాల్,পাবলিক দর্শক হল
హాచ్మెంట్,হ্যাচমেন্ট
హీతేన్,বিধর্মী
హీతేన్,বিধর্মী
హీతేనిజం,হিথেনিজম
హెగిరా (హెజెరా),হেগিরা (হেজেরা)
హెలెనిజం,হেলেনবাদ
హెలట్,হেলট
హెరాల్డ్రీ,হেরাল্ড্রি
వారసత్వం,ঐতিহ্য
చిత్రలిపి సరళ అక్షరాలు,হায়ারোগ্লিফিক রৈখিক অক্ষর
చిత్రలిపి స్క్రిప్ట్,হায়ারোগ্লিফিক লিপি
హై చర్చి,উচ্চ গির্জা
హై ల్యాండర్,উচ্চ ল্যান্ডার
హిందూమతం,হিন্দুধর্ম
చరిత్రకారుడు,ঐতিহাসিক
చరిత్రకారుడు,ঐতিহাসিক
చారిత్రక భౌతికవాదం,ঐতিহাসিক বস্তুবাদ
చారిత్రక యుగం,ঐতিহাসিক যুগ
చారిత్రక సరిహద్దు,ঐতিহাসিক সীমান্ত
చరిత్రకారుడు,ইতিহাসবিদ
చరిత్రకారుడు,ইতিহাসবিদ
చరిత్ర చరిత్ర,ইতিহাস রচনা
చరిత్ర చరిత్ర,ইতিহাস রচনা
చరిత్ర,ইতিহাস
హిట్టైట్ సామ్రాజ్యం,হিট্টাইট সাম্রাজ্য
పవిత్ర కూటమి,পবিত্র জোট
పవిత్ర నగరం,পবিত্র শহর
పవిత్ర నగరం,পবিত্র শহর
పవిత్ర భూమి,পবিত্র ভূমি
పవిత్ర భూమి,পবিত্র ভূমি
హోలీ లీగ్,পবিত্র লীগ
హోలీ లీగ్,পবিত্র লীগ
పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం),পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য)
పవిత్ర సముద్రం,পবিত্র সাগর
పవిత్ర సముద్రం,পবিত্র সাগর
పవిత్ర యుద్ధం,জেহাদ
పవిత్ర యుద్ధము,জেহাদ
హోం ప్రభుత్వం,হোম সরকার
హోంగార్డు,ঘরের রক্ষক
జన్మభూమి,স্বদেশ
గృహ నియమం,স্বায়ত্তশাসন
హోమ్ రూల్,স্বায়ত্তশাসন
గుంపు,Horde
గుంపు,Horde
శత్రు దేశం,শত্রু দেশ
శత్రుభూమి,প্রতিকূল ভূমি
వేడి ముసుగులో,গরম সাধনা
ఇల్లు,গৃহ
ఇల్లు,গৃহ
హౌస్ ఆఫ్ కామన్స్,হাউস অফ কমন্স
హౌస్ ఆఫ్ లార్డ్స్,হাউস অফ লর্ডস
ప్రతినిధుల సభ,হাউস অফ রিপ্রেজেন্টেটিভস
హ్యూగ్నోట్స్,Huguenots
మానవతావాదం,মানবতাবাদ
మానవతావాది,মানবতাবাদী
హండ్రెడ్ యెస్సర్స్ వార్,শত ইয়েসের যুদ্ধ
హంకర్,হুংকার
ఇబాదత్ ఖానా (ఆరాధనా గృహం),ইবাদত খানা (উপাসনা ঘর)
ఐకానోక్లాస్ట్,আইকনোক্লাস্ট
విగ్రహారాధకుడు,মূর্তিপূজক
ఇలాహి యుగం,ইলাহী যুগ
చట్టవిరుద్ధమైన యుద్ధం,অবৈধ যুদ্ধ
ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్,আলোকিত পাণ্ডুলিপি
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,সচিত্র পাণ্ডুলিপি
ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్,সচিত্র পাণ্ডুলিপি
ఇమామ్ (ఇమ్మామ్),ইমাম (ইমাম)
ఇమామత్,ইমামতি
ఇమామత్,ইমামতি
ఇమాంబరః,ইমামবাড়া
ఇంపీరియల్,ইম্পেরিয়াল
ఇంపీరియల్ నగరం,ইম্পেরিয়াল সিটি
సామ్రాజ్యవాదం,সাম্রাজ্যবাদ
ఇంపీరియల్ ప్రాధాన్యత,ইম্পেরিয়াল পছন্দ
అసంబద్ధం,ইমপলিসি
మోసగాడు,প্রতারক
జైలు శిక్ష,কারাবাস
జైలు శిక్ష,কারাবাস
చొరబాటు,অনুপ্রবেশ
చొరబాటుదారుడు,অনুপ্রবেশকারী
స్వాతంత్ర్యం,স্বাধীনতা
స్వాతంత్ర్య దినోత్సవం,স্বাধীনতা দিবস
ఇండిపెండెన్స్ హాల్,স্বাধীনতা হল
ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్),ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়)
ఇండియన్ హోమ్ రూల్ లీగ్,ইন্ডিয়ান হোম রুল লিগ
పారిశ్రామిక విప్లవం,শিল্প বিপ্লব
అవిశ్వాసం,কাফের
అవిశ్వాసం,কাফের
చొరబాటు,অনুপ্রবেশ
చొరబాటుదారుడు,অনুপ্রবেশকারী
సమాచారం ఇచ్చేవాడు,তথ্যদাতা
సమాచారం ఇచ్చేవాడు,তথ্যদাতা
ఇన్ఫార్మర్,তথ্যদাতা
ఇన్ఫార్మర్,তথ্যদাতা
ప్రవేశము,প্রবেশ
ప్రవేశము,প্রবেশ
ప్రవేశము,প্রবেশ
నివాసం,বাসস্থান
నివాసి,বাসিন্দা
వారసత్వం,উত্তরাধিকার
వారసత్వం,উত্তরাধিকার
వారసత్వం,উত্তরাধিকার
శాసనం,শিলালিপি
చిహ్నము,চিহ্ন
ప్రవేశ పరికరం,যোগদানের যন্ত্র
ప్రభుత్వ సాధనం,সরকারের যন্ত্র
తిరుగుబాటు (తిరుగుబాటు),বিদ্রোহ (বিদ্রোহ)
తిరుగుబాటుదారుడు,বিদ্রোহী
తిరుగుబాటు,বিদ্রোহ
తిరుగుబాటు,বিদ্রোহ
అనుసంధానం,মিশ্রণ
రికార్డుల సమగ్రత,রেকর্ডের অখণ্ডতা
రాష్ట్రాల సమగ్రత,রাজ্যের অখণ্ডতা
మేధావి (ఇంటెలిజెంట్జియా),ইন্টেলিজেন্টসিয়া (বুদ্ধিমত্তা)
మధ్యవర్తిత్వం,মধ্যস্থতা
మధ్యవర్తి,মধ্যস্থতাকারী
మధ్యవర్తి,মধ্যস্থতাকারী
అంతర్జాతీయవాదం,আন্তর্জাতিকতাবাদ
అంతర్జాతీయవాదం,আন্তর্জাতিকতাবাদ
అంతర్జాతీయవాది,আন্তর্জাতিকতাবাদী
అంతర్గత యుద్ధం,আন্তঃযুদ্ধ
ఇంటర్నీ,ইন্টার্নী
ఇంటర్నీ,ইন্টারনি
ఇంటర్నీ క్యాంపు,ইন্টারনি ক্যাম্প
ఇంటర్న్మెంట్,অন্তরীণ
ఇంటర్న్మెంట్,অন্তরীণ
ఇంటర్న్మెంట్,অন্তরীণ
ఇంటర్నేషనల్,ইন্টারনুনসিও
వ్యాఖ్యాత,দোভাষী
వ్యాఖ్యాత,দোভাষী
వ్యాఖ్యాత,দোভাষী
జోక్యం,হস্তক্ষেপ
ఇంటస్టేసి,ইন্টেস্ট্যাসি
పేగు,ইনটেস্টেট
చమత్కారం,চক্রান্ত
చొరబాటుదారుడు,অনুপ্রবেশকারী
చొరబాటుదారుడు,অনুপ্রবেশকারী
చొరబాటు,অনধিকারপ্রবেশ
దండయాత్ర,আক্রমণ
దండయాత్ర,আক্রমণ
పెట్టుబడి,বিনিয়োগ করুন
పెట్టుబడి,বিনিয়োগ করুন
పెట్టుబడి,বিনিয়োগ করুন
పెట్టుబడి,বিনিয়োগ করুন
పెట్టుబడి,ইনভেস্টিচার
పెట్టుబడి,ইনভেস্টিচার
పెట్టుబడి,ইনভেস্টিচার
పెట్టుబడి వేడుక,বিনিয়োগ অনুষ্ঠান
జాతీయతతో పెట్టుబడి పెట్టండి,জাতীয়তার সাথে বিনিয়োগ করুন
ఇన్విన్సిబుల్ ఆర్మడ,অজেয় আরমাদা
ఉల్లంఘన (రాష్ట్రం),অমান্যতা (রাষ্ট্রের)
ఉల్లంఘించిన స్థితి,লঙ্ঘন রাষ্ট্র
అభేద్యమైన కోట,অভেদ্য দুর্গ
ఇనుప యుగం,আয়রন বয়স
ఇనుప తెర,লোহার পর্দা
ఐరన్ గార్డ్,আয়রন গার্ড
ఇనుము రేషన్లు,লোহার রেশন
ఇనుప వైపులా,লোহার দিক
ఇనుప చిట్కా బాణం,লোহার টিপযুক্ত তীর
ఇస్త్మియన్ ఆటలు,ইস্তমিয়ান গেমস
జానిసరీ,জেনিসারি
కాపలాదారు,দারোয়ান
కాపలాదారు,দারোয়ান
జావెలిన్,জ্যাভলিন
జిమ్ క్రో చట్టాలు,জিম ক্রো আইন
జింగో,জিঙ্গো
జింగో,জিঙ্গো
జింగో,জিঙ্গো
జింగోయిజం,জিঙ্গোইজম
ఉమ్మడి చర్య,যৌথ অভিযান
ఉమ్మడి నియంత్రణ,যৌথ নিয়ন্ত্রণ
ఉమ్మడి ఆక్యుపెన్సీ,যৌথ দখল
జ్యూరీ,জুরি
కారణం మాత్రమే,শুধু কারণ
ఉంచండి,রাখা
ఆర్కైవ్స్ కీపర్,আর্কাইভের রক্ষক
కెటిల్-డ్రమ్,কেটলি-ড্রাম
కీలక పదం,মূল শব্দ
రాజు,রাজা
రాజ్యం,রাজ্য
కింగ్లెట్,কিংলেট
కింగ్ మేకర్,কিং মেকার
రాజ్యాధికారం,রাজত্ব
రాజ్యాధికారం,রাজত্ব
కిచెన్ క్యాబినెట్,রান্নাঘরের তাক
నైట్,নাইট
రాజ్యం,রাজত্ব
కింగ్స్ హాస్పిటల్స్,Kinghts হাসপাতালের
నైట్స్ ఆఫ్ సెయింట్ జాన్,সেন্ট জন নাইট
నైట్ టెంప్లర్,নাইট টেম্পলার
కు క్లక్స్ క్లాన్ (KKK),Ku Klux Klan (KKK)
కుమింటాంగ్,কুমিন্তং
లౌకికత్వం,সাধারণ
లాన్స్,ল্যান্স
లాన్సర్,ল্যান্সার
తరువాత గుప్తులు,পরে গুপ্তরা
చట్టబద్ధమైన వారసుడు,বৈধ উত্তরাধিকারী
చట్టవిరుద్ధం (=అక్రమం),অনাচার (=বিশৃঙ্খলা)
చట్టవిరుద్ధం (=అక్రమం),অনাচার (=বিশৃঙ্খলা)
చట్ట ప్రభువులు,আইন প্রভুরা
భక్తి చట్టం,ধার্মিকতার আইন
దేశముల సమాహారం,জাতির লীগ
లెగసీ (=బిక్వెస్ట్),উত্তরাধিকার (= উইল)
లెగసీ (=బిక్వెస్ట్),উত্তরাধিকার (= উইল)
చట్టపరమైన వారసుడు,আইনগত উত্তরাধিকারী
చట్టబద్ధత,লিগেট
చట్టబద్ధత,লিগেট
చట్టబద్ధత,লিগেট
లెజెండ్,কিংবদন্তি
లెజెండ్,কিংবদন্তি
లెజియన్,সৈন্যদল
లెజియన్,সৈন্যদল
లెజియన్ ఆఫ్ ఆనర్,লিজিয়ন অফ অনার
లెస్ మెజెస్టి (=లెస్ మెజెస్టే),লেস ম্যাজেস্টি (=লেস ম্যাজেস্ট)
తక్కువ రాష్ట్రాలు,কম রাজ্য
విశ్వసనీయత లేఖలు,বিশ্বাস পত্র
లీజ్-లార్డ్,লিজ-প্রভু
లీజ్ మనిషి,লিজ ম্যান
లీజ్ మనిషి,লিজ ম্যান
జీవిత ఖైదు,যাবজ্জীবন কারাদণ্ড
వంశం,বংশ
లిటిల్ ఇంగ్లాండు,লিটল ইংল্যান্ডার
చిన్న వాహనం (=తక్కువ వాహనం),ছোট যান (= কম যানবাহন)
లిటోరల్ రాష్ట్రం,উপকূলীয় রাষ্ট্র
ప్రార్ధనలు,লিটার্জি
ప్రార్ధన,লিটার্জি
స్థానిక విధేయత,স্থানীয় আনুগত্য
స్థానిక-స్వయం ప్రభుత్వం,স্থানীয় স্ব-সরকার
సుదీర్ఘ పార్లమెంటు,দীর্ঘ সংসদ
తక్కువ దేశాలు,নিম্ন দেশগুলি
విశ్వాసపాత్రుడు,অনুগত
విధేయత,আনুগত্য
మాకియవెల్లియన్ విధానం,ম্যাকিয়াভেলিয়ান নীতি
మాగ్నా కార్టా,ম্যাগনা কার্টা
మాగ్నమ్ కన్సిలియం,ম্যাগনাম কনসিলিয়াম
మలం నిషేధం,মালুম নিষেধ
మాండమస్,মান্দামুস
ఆదేశం,ম্যান্ডেট
"ఆదేశం, తరగతి &#39;A&#39;","আদেশ, শ্রেণী &#39;ক&#39;"
"ఆదేశం, తరగతి &#39;B&#39;","আদেশ, শ্রেণী &#39;বি&#39;"
"ఆదేశం, తరగతి &#39;సి&#39;","ম্যান্ডেট, ক্লাস &#39;সি&#39;"
ఆదేశ వ్యవస్థ,ম্যান্ডেট সিস্টেম
తప్పనిసరి స్థితి,বাধ্যতামূলক অবস্থা
మాంగోనెల్,ম্যাঙ্গোনেল
మేనిఫెస్టో,ঘোষণাপত্র
యుక్తులు,কৌশল
మ్యాన్ ఆఫ్ వార్,যুদ্ধের মানুষ
మనోర్,ম্যানর
మనోర్,ম্যানর
మానవ శక్తి,জনশক্তি
మానవ శక్తి,জনশক্তি
మాన్యుమిషన్,ম্যানুমিশন
మనుమిత్,মনুমিত
మాన్యుస్క్రిప్ట్,পাণ্ডুলিপি
మాన్యుస్క్రిప్ట్,পাণ্ডুলিপি
మాన్యుస్క్రిప్ట్,পাণ্ডুলিপি
మారౌడర్,ডাকাত
సముద్ర బెల్ట్,সামুদ্রিক বেল্ট
సముద్ర నాగరికత,সামুদ্রিক সভ্যতা
సముద్ర జెండా,সামুদ্রিক পতাকা
సముద్ర శక్తులు,সামুদ্রিক ক্ষমতা
సముద్ర సార్వభౌమాధికారం,সামুদ্রিক সার্বভৌমত্ব
సముద్ర యుద్ధం,সামুদ্রিক যুদ্ধ
మార్క్విస్,মার্কুইস
మార్క్విసేట్,মার্কুইসেট
మార్షల్ లా,সেনাশাসন
మార్షల్ రేసులు,মার্শাল রেস
అమరవీరుడు,শহীদ
నరమేధం,হত্যাকাণ্ড
మాస్ యుక్తి,কৌশলের ভর
మాస్టర్-ఎట్-ఆర్మ్స్,মাস্টার-এ-আর্মস
మాస్టర్ ఆఫ్ వేడుకలు,অনুষ্ঠান - এর গুরু
ఇంటి యజమాని,গৃহকর্তা
మాస్టర్ ఆఫ్ ది హార్స్,ঘোড়ার মাস্টার
మాస్టర్ ఆఫ్ ది రోల్స్,রোলস মাস্টার
మ్యాచ్,ম্যাচ
మ్యాచ్,ম্যাচ
అగ్గిపెట్టె,ম্যাচলক
వైవాహిక మైత్రి,বৈবাহিক জোট
మధ్యధరా శక్తులు,ভূমধ্য শক্তি
మెన్షెవిక్,মেনশেভিক
కిరాయి సైన్యం,ভাড়াটে বাহিনী
కిరాయి సైనికుడు,ভাড়াটে সৈনিক
వ్యాపారి,বণিক
మధ్య యుగాలు,মধ্যবয়সী
మధ్యప్రాచ్యం,মধ্যপ্রাচ্য
మధ్య మార్గము,মধ্যপথ
మధ్య మార్గం,মধ্যপথ
మధ్య మార్గం (=మిడిల్ కోర్సు),মধ্য পথ (=মিডল কোর্স)
వలసదారు,অভিবাসী
వలస,মাইগ্রেশন
వలస,মাইগ্রেশন
వలస,মাইগ্রেশন
మిలిటరిజం,সামরিকবাদ
మిలిటరిజం,সামরিকবাদ
మిలిటరిజం,সামরিকবাদ
మిలిటరిజం,সামরিকবাদ
మిలిటరిస్ట్,সামরিকবাদী
మిలిటరిస్ట్,সামরিকবাদী
సైనికీకరణ,সামরিকীকরণ
సైనికీకరణ,সামরিকীকরণ
సైనికీకరణ,সামরিকীকরণ
సైనిక వ్యూహకర్త (= వ్యూహకర్త),সামরিক কৌশলবিদ (=কৌশলবিদ)
సైనిక వ్యూహకర్త (= వ్యూహకర్త),সামরিক কৌশলবিদ (=কৌশলবিদ)
సైనిక వ్యూహాలు (=వ్యూహాలు),সামরিক কৌশল (=কৌশল)
మిలిషియా,মিলিশিয়া
మిలిషియా,মিলিশিয়া
దుష్పరిపాలన,দুঃশাসন
లింక్ లేదు,হারানো সুত্র
మిషన్,মিশন
మిషన్,মিশন
మిషన్,মিশন
మిశ్రమ జాతి,মিশ্র জাতি
ఆధునిక చరిత్ర,আধুনিক ইতিহাস
మోడ్స్ వీవెండి,জীবনযাত্রাপ্রণালী
మోనాకిజం,একাধিপত্য
చక్రవర్తి,রাজা
చక్రవర్తి,রাজা
రాచరికం,রাজতন্ত্র
రాచరికం,রাজতন্ত্র
రాచరికవాది,রাজতন্ত্রবাদী
రాచరికం,রাজতন্ত্র
మఠం,মঠ
మఠం,মঠ
మఠం,মঠ
సన్యాసం,সন্ন্যাস
సన్యాసం,সন্ন্যাস
సన్యాసి,সন্ন্যাসী
మాతృదేశం,মাতৃভূমি
మాతృభూమి,মাতৃভূমি
పార్లమెంటుల తల్లి,সংসদের মা
ముక్రాకర్స్,মুক্রকারস
మమ్మీ,মমি
మ్యూజియం,যাদুঘর
మస్కెట్,মাস্কেট
మస్కటీర్,মাস্কেটিয়ার
మస్కెట్రీ,মাস্কেট্রি
మస్కెట్రీ,মাস্কেট্রি
మస్టర్ మాస్టర్,মাস্টার মাস্টার
మస్టర్-రోల్,মাস্টার-রোল
మస్టర్-రోల్,মাস্টার-রোল
తిరుగుబాటు,বিদ্রোহ
తిరుగుబాటు చట్టం,বিদ্রোহ আইন
మిస్టరీ షిప్,রহস্য জাহাজ
కథనం,বর্ণনামূলক
దేశం,জাতি
స్థానికుడు,স্থানীয়
స్థానిక రాష్ట్రం,দেশীয় রাজ্য
సహజత్వం,প্রকৃতিবাদ
సహజ హక్కులు,প্রাকৃতিক অধিকার
నాజీ,নাৎসি
నాజీ విప్లవం,নাৎসি বিপ্লব
నాజీయిజం,নাৎসিবাদ
తూర్పు సమీపంలో,পূর্ব কাছাকাছি
నీగ్రో,নিগ্রো
నీగ్రోఫిల్,নিগ্রোফিল
నీగ్రోఫిలిజం,নেগ্রোফিলিজম
నీగ్రోఫోబియా,নিগ্রোফোবিয়া
తటస్థ,নিরপেক্ষ
తటస్థ దేశం,নিরপেক্ষ দেশ
నూతన ఒప్పందం,নতুন চুক্তি
కొత్త ప్రపంచం,নতুন বিশ্ব
ప్రభువు,আভিজাত্য
కీర్తిగల,উন্নতচরিত্র
కీర్తిగల,উন্নতচরিত্র
సంచార జాతులు,যাযাবর
సంచార గుంపు,যাযাবর দল
సంచారము,যাযাবর
దురాక్రమణ రహిత ఒప్పందం,অহিংস সন্ধি
దురాక్రమణ రహిత ఒప్పందం,অ-আগ্রাসন চুক্তি
యుద్ధం చేయని రాష్ట్రం,যুদ্ধহীন রাষ্ট্র
నాన్-కో-ఆపరేషన్,অসহযোগিতা
సహాయ నిరాకరణ ఉద్యమం,অসহযোগ আন্দোলন
ఎదురుగా,বিপরীত
ఎదురుగా,বিপরীত
ఓక్లోక్రసీ (=మొబోక్రసీ),গণতন্ত্র (=জনতাতন্ত্র)
ఓక్లోక్రాట్,অক্লোক্র্যাট
అధికారిక పత్రం,অফিসের নথিপত্র
పాత ప్రపంచం,পুরোনো জগৎ
ఒలిగార్కీ,অলিগার্কি
దాడి,আক্রমণ
బహిరంగ చర్చలు,খোলা আলোচনা
ఓపెన్ ప్రశ్న,খোলা প্রশ্ন
రికార్డులను తెరవండి,রেকর্ড খুলুন
ఓరియంట్,প্রাচ্য
ఓరియంటలిజం,প্রাচ্যবাদ
ఓరియంటలిజం,প্রাচ্যবাদ
ఓరియంటలిస్ట్,প্রাচ্যবিদ
మూలం,উৎপত্তি
మూలం,উৎপত্তি
ఆర్థోగ్రఫీ,অর্থোগ্রাফি
శత్రుత్వాలు చెలరేగడం,শত্রুতার প্রাদুর্ভাব
అవుట్-పోస్ట్,আউট-পোস্ট
పైగా ప్రభువు,ওভার-লর্ড
ఓవర్ రైడ్,অগ্রাহ্য করা
ఓవర్ రైడ్,অগ্রাহ্য করা
పాగన్,পৌত্তলিক
పాగన్,পৌত্তলিক
పాగనిజం,পৌত্তলিকতা
పాగనిజం,পৌত্তলিকতা
పగోడా,প্যাগোডা
పగోడా,প্যাগোডা
పగోడా,প্যাগোডা
ప్యాలెస్ కుట్రలు,প্রাসাদ চক্রান্ত
పాలటినేట్,প্যালাটিনেট
తాటి ఆకు,তাল পাতা
పామ్ ఆదివారం,অব্যবহিত পূর্ববর্তী রবিবার
పానెజిరిస్ట్,প্যানেগরিস্ট
భయాందోళనలు,আতঙ্ক
భయాందోళనలు,আতঙ্ক
భయాందోళనలు కలిగించేవాడు,আতঙ্কগ্রস্ত
పాపసీ,পোপপদ
పాపసీ,পোপপদ
పాపసీ,পোপপদ
పాపసీ,পোপপদ
పాపల్ ఎద్దు,পাপল বলদ
పాపాలిజం,পোপবাদ
పాపాలిజం,পোপবাদ
పాపాలిస్ట్,পোপবাদী
పాపల్ రాష్ట్రం,পোপ রাজ্য
పాపిజం (=పాపిస్ట్రీ),প্যাপিজম (=পেপিস্ট্রি)
పాపిస్ట్,পাপিস্ট
పాపిరస్,প্যাপিরাস
ఉపమానం,উপমা
పారామౌంట్,প্যারামাউন্ট
పారామౌంట్సీ (=పారామౌంట్ పవర్),সর্বশ্রেষ্ঠতা (=পরামাউন্ট শক্তি)
పారామౌంట్ లేడీ,প্যারামাউন্ট ভদ্রমহিলা
పరమ ప్రభువు,পরম প্রভু
పార్చ్మెంట్,পার্চমেন্ট
పార్చ్మెంట్,পার্চমেন্ট
పార్చ్మెంట్,পার্চমেন্ট
క్షమించు,ক্ষমা
పార్లేస్,কথাবার্তা
పార్లేస్,কথাবার্তা
పార్లమెంట్ (=పార్లమెంట్),সংসদ (=সংসদ)
పార్లమెంట్,সংসদ
పార్లమెంట్,সংসদ
పార్లమెంట్,সংসদ
పార్లమెంట్ చట్టం,সংসদ আইন
పార్లమెంటేరియన్,সংসদ সদস্য
పార్లమెంటేరియన్,সংসদ সদস্য
పార్లమెంటరీ ఏజెంట్,সংসদীয় এজেন্ট
పార్నెలిజం,পারনেলিজম
పెరోల్,প্যারোল
పెరోల్,প্যারোল
పారిసిడ్,প্যারিসাইড
పారిసిడ్,প্যারিসাইড
పక్షపాతం,পক্ষপাতমূলক
పక్షపాతం,পক্ষপাতমূলক
పక్షపాతం,পক্ষপাতমূলক
పాస్,পাস
పాస్ వర్డ్ (=వాచ్ వర్డ్),পাস শব্দ (=ঘড়ি শব্দ)
జాతిపిత,প্যাট্রিয়ার্ক
పితృదేవతలు,প্যাট্রিয়ার্কস
పాట్రిషియన్,প্যাট্রিশিয়ান
పితృస్వామ్యం,পিতৃত্ব
పాక్స్ బ్రిటానికా,প্যাক্স ব্রিটানিকা
పాక్స్ రొమానా,প্যাক্স রোমানা
పూర్వీకుల నుండి వంశక్రమము,বংশ
పూర్వీకుల నుండి వంశక్రమము,বংশ
వంశపారంపర్య వ్యక్తి,বংশানুক্রমিক ব্যক্তি
పీర్,সমকক্ষ ব্যক্তি
పీర్,সমকক্ষ ব্যক্তি
పీరేజ్,পিরেজ
పీరేజ్,পিরেজ
పీరేజ్,পিরেজ
ఐర్లాండ్ సహచరులు,আয়ারল্যান্ডের সহকর্মীরা
స్కాట్లాండ్ సహచరులు,স্কটল্যান্ডের সহকর্মীরা
