English,Tamil
Caudex,சாடெக்ஸ்
Causal agent,காரண முகவர்
Cedrus deodara (cedar),செட்ரஸ் தியோடாரா (சிடார்)
Celastrales,செலஸ்ட்ரேல்ஸ்
Cell biologist,செல் உயிரியலாளர்
Cell biology,செல் உயிரியல்
Cell cycle,செல் சுழற்சி
Cell enlargement,செல் விரிவாக்கம்
Cell envelope,செல் உறை
Cell fractionation,செல் பின்னம்
Cell homogenate,செல் ஒத்திசைவு
Cell mediated immunity,செல் மத்தியஸ்த நோய் எதிர்ப்பு சக்தி
Cell membrane,செல் சவ்வு
Cell proliferation,செல் பெருக்கம்
Cell structure,செல் அமைப்பு
Cell theory,செல் கோட்பாடு
Cell wall,சிறைசாலை சுவர்
Cellophane membrane,செலோபேன் சவ்வு
Cellulae,செல்லுலே
Cellular defence,செல்லுலார் பாதுகாப்பு
Cellular energy transfer-system,செல்லுலார் ஆற்றல் பரிமாற்ற அமைப்பு
Cellular enzyme,செல்லுலார் என்சைம்
Cellular level,செல்லுலார் நிலை
Cellular oxidation,செல்லுலார் ஆக்சிஜனேற்றம்
Cellular pool,செல்லுலார் பூல்
Cellulose,செல்லுலோஸ்
Cellulose microfibril,செல்லுலோஸ் மைக்ரோஃபைப்ரில்
Cementum,எரிமலம்
Cenchrus,செஞ்ச்ரஸ்
Cenozoic era,செனோசோயிக் சகாப்தம்
Census,மக்கள் தொகை கணக்கெடுப்பு
Census,மக்கள் தொகை கணக்கெடுப்பு
Centimorgan,சென்டிமோர்கன்
Centipeda orbicularis,சென்டிபெடா ஆர்பிகுலரிஸ்
Central axis,மைய அச்சு
Central cell,மைய செல்
Central core,மைய கோர்
Central dogma,மத்திய பிடிப்பு
Central Drug Research institute,மத்திய மருந்து ஆராய்ச்சி நிறுவனம்
Central field,மைய புலம்
Central lacteal,மத்திய லாக்டீல்
Central nervous system,மத்திய நரம்பு அமைப்பு
Central sulcus,மத்திய சல்கஸ்
Centrifugation,மையவிலக்கு
Centriole,சென்ட்ரியோல்
Centromere,சென்ட்ரோமியர்
Centrosome,சென்ட்ரோசோம்
Centrosphere,சென்ட்ரோஸ்பியர்
Cephalochordate,செபாலோகோர்டேட்
Cephalochordates,செபாலோகோர்டேட்ஸ்
Cephalosporin,செபலோஸ்போரின்
Cephalothorax,செபலோதோராக்ஸ்
Ceratophyllaceae,செரடோபில்லேசி
Cereal grain,தானிய தானியங்கள்
Cerebellar peduncle,செரிபெல்லர் பென்குல்
Cerebellum,செரிபெல்லம்
Cerebral aqueduct,பெருமூளை நீர்வாழ்
Cerebral cortex,பெருமூளை புறணி
Cerebral hemisphere,பெருமூளை அரைக்கோளம்
Cerebral ventricle,பெருமூளை வென்ட்ரிக்கிள்
Cerebrospinal fluid (CSF),பெருமூளை திரவம் (சி.எஸ்.எஃப்)
Cerebrum,பெருமூளை
Certified seed,சான்றளிக்கப்பட்ட விதை
Cerumenous gland,செருமெனஸ் சுரப்பி
Cervical,கர்ப்பப்பை
Cervical cap,கர்ப்பப்பை வாய் தொப்பி
Cervical vertebra,கர்ப்பப்பை வாய் முதுகெலும்பு
Cervix,கருப்பை வாய்
Cesium chloride,சீசியம் குளோரைடு
Cesspool,செஸ்பூல்
Cetaceans,செட்டேசியன்கள்
Chaetopterus,சைட்டோப்டெரஸ்
Chalaza,சலாசா
Chalaza,சலாசா
Chalazal end,சலாசல் முடிவு
Chalina,பாதினா
Chameleon (chamaeleon),பச்சோந்தி (சாமேலியன்)
Chancroid,சான்கிராய்டு
Channel,சேனல்
Channel,சேனல்
Chaperon,சேப்பரோன்
Chara,சாரா
Characteristic vegetation,சிறப்பியல்பு தாவரங்கள்
Charcoal,கரி
Chargaff's rule,சார்ஜாப்பின் விதி
Charge coupled device (CCD),கட்டணம் இணைந்த சாதனம் (சிசிடி)
Charging,சார்ஜிங்
Chasmogamous,சாஸ்மோகாமஸ்
Chathamalus,சாதமலஸ்
Chelone,செலோன்
Chemical analyzer,வேதியியல் பகுப்பாய்வி
Chemical bond,வேதியியல் பிணைப்பு
Chemical breakdown,வேதியியல் முறிவு
Chemical complexity,வேதியியல் சிக்கலானது
Chemical environment,வேதியியல் சூழல்
Chemical evolution,வேதியியல் பரிணாமம்
Chemical method,வேதியியல் முறை
Chemical mutagen,வேதியியல் பிறழ்வு
Chemical origin,வேதியியல் தோற்றம்
Chemical oxygen demand,வேதியியல் ஆக்ஸிஜன் தேவை
Chemical potential,வேதியியல் சாத்தியம்
Chemical scalpel,வேதியியல் ஸ்கால்பெல்
Chemical signal,வேதியியல் சமிக்ஞை
Chemical synapse,வேதியியல் சினாப்ஸ்
Chemiosmotic hypothesis,செமியோஸ்மோடிக் கருதுகோள்
Chemist,வேதியியலாளர்
Chemistry,வேதியியல்
Chemosynthesis,வேதியியல்
Chemo-autorophic bacteria,கீமோ-நீரோபிக் பாக்டீரியா
Chemonasty,கெமோனாஸ்டி
Chemosynthesis,வேதியியல்
Chemosynthetic autotroph,வேதியியல் ஆட்டோட்ரோஃப்
Chemosynthetic bacteria,வேதியியல் பாக்டீரியா
Chemotaxis,கெமோடாக்சிஸ்
Chemotaxonomy,வேதியியல்
Chemotherapy,கீமோதெரபி
Chenopodiaceae,செனோபோடியாசே
Chiasmata,சியாஸ்மாட்டா
Chiasmna type hypothesis,சியாஸ்னா வகை கருதுகோள்
Chickunguniya,சிக்கனுனியா
Chicory,சிக்கரி
Childhood,குழந்தை பருவம்
Chili mosaic virus,மிளகாய் மொசைக் வைரஸ்
Cinchona officinalis,சின்சோனா அஃபிசினாலிஸ்
Chiropterophily,சிரோப்டெரோஃபிலி
Chitin,சிடின்
Chitinous,சிட்டினஸ்
Chlamydia trachomatis,கிளமிடியா டிராக்கோமாடிஸ்
Chlamydiasis,கிளமிடியாசிஸ்
Chlamydomonas,கிளமிடோமோனாஸ்
Chloramphenicol,குளோரம்பெனிகால்
Chlorella,குளோரெல்லா
Chlorenchyma,குளோரென்கிமா
Chloride cell,குளோரைடு செல்
Chlorine,குளோரின்
Chlorofluoro carbon (CFCs),குளோரோஃப்ளூரோ கார்பன் (சி.எஃப்.சி.எஸ்)
Chloroform,குளோரோஃபார்ம்
Chlorophyceae,குளோரோபீசி
Chlorophyte ancestor,குளோரோஃபைட் மூதாதையர்
Chlorosis,குளோரோசிஸ்
Chlorosis,குளோரோசிஸ்
Choanocyte,சோனோசைட்
Cholecystokinesis,கோலிசிஸ்டோகினேசிஸ்
Cholecystokinin,கோலிசிஸ்டோகினின்
Cholesterol,கொழுப்பு
Cholinergic,கோலினெர்ஜிக்
Chondrichthyes,காண்டிரிக்தியஸ்
Chondrin,காண்டரின்
Chondrocyte,காண்ட்ரோசைட்
Chordae tendinae,சோர்டே டெண்டினே
Chordata,நான்டேட்டா
Chorioallantoic placenta,கோரியோஅல்லண்டோயிக் நஞ்சுக்கொடி
Chorion,கோரியன்
Chorionic corticotropin,கோரியானிக் கார்டிகோட்ரோபின்
Chorionic gonadotropin,கோரியானிக் கோனாடோட்ரோபின்
Chorionic thyrotropin,கோரியானிக் தைரோட்ரோபின்
Choroid,கோரோயிட்
Chromatid,குரோமாடிட்
Chromatin fibre,குரோமாடின் நார்ச்சத்து
Chromatin,குரோமாடின்
Chromatographic technique,குரோமடோகிராஃபிக் நுட்பம்
Chromatography,குரோமடோகிராபி
Chromatophore,குரோமடோபோர்
Chromogenic substrate,குரோமோஜெனிக் அடி மூலக்கூறு
Chromonema,குரோமோனிமா
Chromophore,குரோமோபோர்
Chromoplast,குரோமோபிளாஸ்ட்
Chromosomal aberration,குரோமோசோமால் மாறுபாடு
Chromosomal defect,குரோமோசோமால் குறைபாடு
Chromosome mapping,குரோமோசோம் மேப்பிங்
Chromosome theory of heredity,பரம்பரை குரோமோசோம் கோட்பாடு
Chromosome theory of inheritance,பரம்பரை குரோமோசோம் கோட்பாடு
Chronic bronchitis,நாட்பட்ட மூச்சுக்குழாய் அழற்சி
Chronic myoid leukaemia,நாள்பட்ட மயாய்டு லுகேமியா
Chronicle,குரோனிக்கிள்
Chronologically,காலவரிசைப்படி
Chrysanthemum cinerarialfolium,கிரிஸான்தமம் சினீரரியல்ஃபோலியம்
Chrysanthemum indicum,கிரிஸான்தமம் இண்டிகம்
Chryanthemum roseum,கிறைந்தேமை ரோஸம்
Chrysophyta,கிரிசோபிட்டா
Chrysophyte,கிரிசோபைட்
Chylomicron,கைலோமிக்ரான்
Chyme,சைம்
Chymotrypsin,சைமோட்ரிப்சின்
Cicada,சிக்காடா
Cicer arietinum,சிசர் அரியெட்டினம்
Cichlid fish,சிச்லிட் மீன்
C-horizone,சி-ஹோரிசோன்
Cilia,சிலியா
Ciliary body,சிலியரி உடல்
Ciliary ganglion,சிலியரி கேங்க்லியன்
Ciliary movement,சிலியரி இயக்கம்
Ciliary,குறுக்குவழி
Ciliate,சிலியேட்
Cilium (cilia),சிலிமம் (சிலியா)
Cinchona,சின்சோனா
Ciona,சியோனா
Ciprofloxacin,சிப்ரோஃப்ளோக்சசின்
Circulation,சுழற்சி
Circulatory system,சுற்றோட்ட அமைப்பு
Circumoesophageal commissure,சுற்றறிக்கை கமிஷர்
Cirrhose,சிரோஸ்
Cirrhosis,சிரோசிஸ்
Cirrhous,சிரஸ்
Cisterna,சிஸ்டெர்னா
Cistron,சிஸ்ட்ரான்
Citrulline,சிட்ரூலின்
Citrus fruit,சிட்ரஸ் பழங்கள்
Cladistics,கிளாடிக்ஸ்
Cladode,கிளாடோட்
Cladophora,கிளாடோபோரா
Clarias gariepinus,கிளாரியாஸ் கரிபினஸ்
Class,வர்க்கம்
Class,வர்க்கம்
Classification,வகைப்பாடு
Claviceps,கிளாவிசெப்ஸ்
Clavicle,கிளாவிகல்
Clawless digit,கிளாச்லெஸ் இலக்க
Clay,களிமண்
Cleavage furrow,பிளத்தல்
Cleistogamous,கிளீஸ்டோகமஸ்
Clematis,க்ளிமேடிஸ்
Climate,காலநிலை
Climate zone,காலநிலை மண்டலம்
Climatic parameter,காலநிலை அளவுரு
Climax community,க்ளைமாக்ஸ் சமூகம்
Climber,ஏறுபவர்
Climbing,ஏறும்
Clinical period,மருத்துவ காலம்
Clitellar,கிளிடெல்லர்
Clitellum,கிளிடெல்லம்
Clitoria,கிளிட்டோரியா
Clitoris,கிளிட்டோரிஸ்
Cloaca,க்ளோகா
Clonal frog,குளோனல் தவளை
Clonal propagation,குளோனல் பரப்புதல்
Clonal selection,குளோனல் தேர்வு
Clone,குளோன்
Cloning,குளோனிங்
Close marriage,திருமணத்தை மூடு
Closed system,மூடிய அமைப்பு
Clostridium,க்ளோஸ்ட்ரிடியம்
Clostridium butylicium,க்ளோஸ்ட்ரிடியம் பியூட்டிலிசியம்
Clot buster,க்ளோட் பஸ்டர்
Clotting of blood,இரத்தம் உறைதல்
Clover bean,க்ளோவர் பீன்
Clover-leaf model,க்ளோவர்-இலை மாதிரி
Clown fish,கோமாளி மீன்
Cnidarians,சினிடேரியன்ஸ்
Cnidoblast,Cnidoplast
Coacervate,Coacevate
Coarse adjustment knob,கரடுமுரடான சரிசெய்தல் குமிழ்
Coarse sand,சொரசொரப்பான மண்
Coastal dune,கடலோர மணல்
Coastal prawn culture farm,கடலோர இறால் கலாச்சார பண்ணை
Cobalt,கோபால்ட்
Cocaine,கோகோயின்
Coccidiosis,கோசிடியோசிஸ்
Coccus,கோகஸ்
Coccyx,கோசிக்ஸ்
Cochlea,கோக்லியா
Cochlea,கோக்லியா
Cocoon,COCOON
Coded genetic programme,குறியிடப்பட்ட மரபணு திட்டம்
Codeine,கோடீன்
Coding,குறியீட்டு முறை
Coding,குறியீட்டு முறை
Coding,குறியீட்டு முறை
Coding strand,குறியீட்டு ஸ்ட்ராண்ட்
Codominance,குறியீட்டு
Codon,கோடான்
Coelenterate,கோலண்டரேட்
Coelenteron,கோலெண்டெரோன்
Coeliac ganglion,செலியாக் கேங்க்லியன்
Coelomate,கோலோமேட்
Coelome,கோலோம்
Coelomic epithelium,கோலமிக் எபிட்டிலியம்
Coelomic fluid,கோலமிக் திரவம்
Coelomo sac,கோலோமோ சாக்
Coenocytic,கோனோசைடிக்
Coenopodiaceae,கோயனோபோடியாசே
Coenzyme,கோஎன்சைம்
Co-evolution,இணை பரிணாமம்
Co-extinction,இணை அழிவு
Co-factor,இணை காரணி
Cohesion,ஒத்திசைவு
Cohesion force,ஒத்திசைவு சக்தி
Cohesion theory,ஒத்திசைவு கோட்பாடு
Cohesion-tension-transpiration,ஒத்திசைவு-பதற்றம்-தடுப்பு
Cohort,கோஹார்ட்
Coiled spirally or helically,சுழல் அல்லது ஹெலிகலாக சுருண்டது
Coiled,சுருண்ட
Coitus,கோயிட்டஸ்
Coitus interruptus (withdrawal),கோயிட்டஸ் குறுக்கீடு (திரும்பப் பெறுதல்)
Colchicine,கொல்கிசின்
Colchicum autumnale,கொல்கிகம் இலையுதிர் காலம்
Cold blooded,குளிர் இரத்தம்
Cold desert,குளிர் பாலைவனம்
Cold receptor,குளிர் ஏற்பி
Coleopteran,கோலியோப்டரன்
Coleoptile,கோலியோப்டைல்
Coleorhiza,கோலோஹிசா
Coleus,கோலியஸ்
Collagen,கொலாஜன்
Collagen fibre,கொலாஜன் ஃபைபர்
Collar,காலர்
Collateral gland,இணை சுரப்பி
Collecting tubule,குழாய் சேகரித்தல்
Collecting duct,சேகரிக்கும் குழாய்
Colletotrichum,கோலெட்டோட்ரிச்சம்
Colloblast cell,கோலோபிளாஸ்ட் செல்
Colloid,கூழ்
Colloidal,கூழ்
Colocasia,கொலோகாசியா
Colon,பெருங்குடல்
Colonial form,காலனித்துவ வடிவம்
Colonial nostoc,காலனித்துவ நாஸ்டாக்
Colonization,காலனித்துவம்
Colony,காலனி
Colostrum,கொலஸ்ட்ரம்
Colour blindness,வண்ண குருட்டுத்தன்மை
Column chromatography,நெடுவரிசை நிறமூர்த்தம்
Column of Bertini,பெர்டினியின் நெடுவரிசை
Columnar epithelium,நெடுவரிசை எபிட்டிலியம்
Comb plate,சீப்புத் தட்டு
Combined immune deficiency syndrome,ஒருங்கிணைந்த நோயெதிர்ப்பு குறைபாடு நோய்க்குறி
Combined weight,ஒருங்கிணைந்த எடை
Comb-jelly,சீப்பு-ஜெல்லி
Combustion,எரிப்பு
Combustion process,எரிப்பு செயல்முறை
Comma,கமா
Commensalism,துவக்கவாதம்
Commissural vessel,கமிஷரல் கப்பல்
Common ancestor,பொதுவான மூதாதையர்
Common carotid artery,பொதுவான கரோடிட் தமனி
Common Indian toad,பொது இந்திய தேரை
Community diversity,சமூக பன்முகத்தன்மை
Community interaction,சமூக தொடர்பு
Compaction,சுருக்கம்
Companion cell,தோழர் செல்
Comparative anatomy,ஒப்பீட்டு உடற்கூறியல்
Comparative morphology,ஒப்பீட்டு உருவவியல்
Compatibility,பொருந்தக்கூடிய தன்மை
Compatibility,பொருந்தக்கூடிய தன்மை
Compensatory regeneration,ஈடுசெய்யும் மீளுருவாக்கம்
Competent cell,திறமையான செல்
Competent host,திறமையான புரவலன்
Competition,போட்டி
Competitive inhibition,போட்டி தடுப்பு
Competitive inhibitor,போட்டி தடுப்பான்
Complementarity,நிரப்புத்தன்மை
Complementary filter,நிரப்பு வடிகட்டி
Complementary gene,நிரப்பு மரபணு
Complementary pair,நிரப்பு ஜோடி
Complete digestive tract,முழுமையான செரிமான பாதை
Complete linkage,முழுமையான இணைப்பு
Complete oxidation,முழுமையான ஆக்சிஜனேற்றம்
Complex,சிக்கலான
Complex,சிக்கலான
Complex,சிக்கலான
Complex tissue,சிக்கலான திசு
Composite,கூட்டு
Compound corymb,CORRYMB கூட்டு
Compound epithelium,கலவை எபிட்டிலியம்
Compound eyes,கூட்டு கண்கள்
Compound umbel,கூட்டு அம்பல்
Compulsive action,கட்டாய நடவடிக்கை
Computational biology,கணக்கீட்டு உயிரியல்
Computed tomography,கணக்கிடப்பட்ட டோமோகிராபி
Computer screen,கணினி திரை
Concentrated urine,செறிவூட்டப்பட்ட சிறுநீர்
Concentration,செறிவு
Concentration gradient,செறிவு சாய்வு
Conception,கருத்து
Condensation,நெய்யுதல்
Condensation,நெய்யுதல்
Condensation decondensation cycle,மின்தேக்கி டிகண்டென்சேஷன் சுழற்சி
Condensed state,ஒடுக்கப்பட்ட நிலை
Condenser lens,மின்தேக்கி லென்ஸ்
Conditional,நிபந்தனை
Conditional,நிபந்தனை
Conduction of nerve impulse,நரம்பு தூண்டுதல் கடத்தல்
Conduction of water,நீர் கடத்தல்
Conductive electrolyte gel,கடத்தும் எலக்ட்ரோலைட் ஜெல்
Cone,கூம்பு
Conform,ஒத்துப்போகிறது
Conformer,கன்ஃபார்மர்
Congenital,பிறவி
Conical root,கூம்பு வேர்
Conical,கூம்பு
Conidia,கொனிடியா
Conifer,கூம்பு
Conifereae,கோனிஃபெரி
Coniferopsida,கோனிஃபெரோப்சிடா
Conjoint vascular bundle,இணைக்கும் வாஸ்குலர் மூட்டை
Conjugated,இணைந்த
Conjugation,இணைவு
Conjunctiva,கான்ஜுன்டிவா
Conjunctive tissue,ஒருங்கிணைந்த திசு
Connective tissue,இணைப்பு திசு
Connell's experiment,கோனலின் சோதனை
Conservation forestry,பாதுகாப்பு வனவியல்
Conservational tillage,கன்சர்வேஷனல் உழவு
Constancy,நிலைத்தன்மை
Constituent,தொகுதி
Constitutive enzyme,அமைப்புரீதியான நொதி
Consumer,நுகர்வோர்
Contact inhibition,தொடர்பு தடுப்பு
Contagious disease,தொற்று நோய்
Contaminate,மாசுபடுத்துங்கள்
Contamination,மாசுபாடு
Contemporary biology,தற்கால உயிரியல்
Continent,கண்டம்
Contour ploughing,விளிம்பு உழுதல்
Contractibility,ஒப்பந்தம்
Contractile fiber,சுருக்க ஃபைபர்
Contractile protein,சுருக்க புரதம்
Contractile response,சுருக்கமான பதில்
Contractile vacuole,சுருக்க வெற்றிடம்
Contrast agent,மாறுபட்ட முகவர்
Contrast agent,மாறுபட்ட முகவர்
Contrast agent,மாறுபட்ட முகவர்
Contrasting trait,மாறுபட்ட பண்பு
Centrifugal force,மையவிலக்கு விசை
Control factor,கட்டுப்பாட்டு காரணி
Controlled experiment,கட்டுப்படுத்தப்பட்ட சோதனை
Conus,கோனஸ்
Conus arteriosus,கோனஸ் தமனி
Conventional tillage,வழக்கமான உழவு
Converged,மாற்றப்பட்டது
Convergent,ஒருங்கிணைந்த
Convergent (evolution),குவிந்த (பரிணாமம்)
Convolvulaceae,Convolvulaceae
Convoluted tubule,சுருண்ட குழாய்
Coordination,ஒருங்கிணைப்பு
Copolymer,கோபாலிமர்
Copper,தாமிரம்
Coprolite,காப்ரோலைட்
Coprophilous,கோப்ரோபிலஸ்
Copulate,சமாளிக்கவும்
Copulation,சமாளிப்பு
Copulation,சமாளிப்பு
Copulatory pad,கோபூலேட்டரி பேட்
Coral reef community,பவளப்பாறை சமூகம்
Coral,பவளம்
Cordate,கோர்டேட்
Core area,மைய பகுதி
Core zone,மைய மண்டலம்
Corepressor,கோர்ரெசர்
Coriphosphine,கோரிபாஸ்பின்
Cork,கார்க்
Cork cambium,கார்க் காம்பியம்
Cork screw,கார்க் திருகு
Corm,கோர்ம்
Corn borer,சோளம் துளைப்பான்
Cornea,கார்னியா
Corneagen cell,கார்னீஜென் செல்
Corneal lens,கார்னியல் லென்ஸ்
Corolla,கொரோலா
Corona,கொரோனா
Corona penetrating enzyme,கொரோனா ஊடுருவும் நொதி
Corona radiata,கொரோனா ரேடியாடா
Coronarieae,கொரோனாரியா
Coronary artery,கரோனரி தமனி
Coronary artery bypass,கரோனரி தமனி பைபாஸ்
Coronary artery disease,கரோனரி தமனி நோய்
Coronary sulcus,கரோனரி சல்கஸ்
Corpora cavernosa (of penis),கார்போரா கேவர்னோசா (ஆண்குறியின்)
Corpora quadrigemina,கார்போரா குவாட்ரிகெமினா
Corpus,கார்பஸ்
Corpus albicans,கார்பஸ் அல்பிகான்ஸ்
Corpus callosum,கார்பஸ் கால்சம்
Corpus luteum,கார்பஸ் லியூடியம்
Corpus spongiosum,கார்பஸ் ஸ்போங்கியோசம்
Corpus striatum,கார்பஸ் ஸ்ட்ரைட்டம்
Corrode,அரிப்பு
Cortex,கோர்டெக்ஸ்
Cortical nephron,கார்டிகல் நெஃப்ரான்
Corticosterone,கார்டிகோஸ்டிரோன்
Corticotrophic,கார்டிகோட்ரோபிக்
Cortisol,கார்டிசோல்
Cortisone,கார்டிசோன்
Corvus,கோர்வஸ்
Corymb,கோரிம்ப்
Cosmic origin,அண்ட தோற்றம்
Cosmic ray,காஸ்மிக் ரே
Cosmid,காஸ்மிட்
Cosmozoan theory,காஸ்மோசோவன் கோட்பாடு
Cotton bollworm,பருத்தி போல் புழு
Counselling,ஆலோசனை
Counter-current system,எதிர்-நடப்பு அமைப்பு
Cousin marriage,உறவினர் திருமணம்
Covalent bond,சக பிணைப்பு
Cover,கவர்
Covering epithelium,எபிட்டிலியத்தை உள்ளடக்கியது
Cowper's gland,கபரின் சுரப்பி
Coxa,காக்ஸா
Coxa,காக்ஸா
Coxal bone,காக்ஸல் எலும்பு
Coxal process,கோக்ஸல் செயல்முறை
Crack,கிராக்
Cracker blasting,கிராக்கர் வெடிப்பு
Cranial bone,கிரானியல் எலும்பு
Cranial meninges,கிரானியல் மெனிங்க்கள்
Cranial nerve,கிரானியல் நரம்பு
Craniosacral outflow,கிரானியோசாக்ரல் வெளிச்செல்லும்
Cranium,கிரானியம்
Crassulacean acid metabolism,கிராசுலேசியன் அமில வளர்சிதை மாற்றம்
Cray fish,நண்டு மீன்
Creatinine,கிரியேட்டினின்
Creature,உயிரினம்
Creeper,க்ரீப்பர்
Crenulation,கிரெனுலேஷன்
Crenulation,கிரெனுலேஷன்
Cretaceous period,கிரெட்டேசியஸ் காலம்
Cretinism,கிரெட்டினிசம்
Cri-du-chat syndrome,CRI-DU-CHAT CINDROME
Cristae,கிறிஸ்டே
Critical link species,சிக்கலான இணைப்பு இனங்கள்
Critical process,சிக்கலான செயல்முறை
Critically endangered species,ஆபத்தான ஆபத்தான உயிரினங்கள்
Crop,பயிர்
Crop engineering,பயிர் பொறியியல்
Cropland,பயிர்நிலம்
Cross,குறுக்கு
Cross breeding,கலப்பினம்
Cross-bridge,குறுக்கு-பாலம்
Cross linked,குறுக்கு இணைக்கப்பட்டுள்ளது
Cross pollinated,குறுக்கு மகரந்தச் சேர்க்கை
Cross pollination,குறுக்கு மகரந்தச் சேர்க்கை
Crossing over,கடந்து
Crotalaria,க்ரோடலேரியா
Croton,க்ரோட்டன்
Crown gall tumor,கிரீடம் கால் கட்டி
Crown grafting,கிரீடம் ஒட்டுதல்
Cruciform,சிலுவை
Crude birth rate,கச்சா பிறப்பு விகிதம்
Crude death rate,கச்சா இறப்பு விகிதம்
Crustacean,ஓட்டப்பந்தயம்
Cry IA c,அழுகிறேன் ia c
Cry IIA b,க்ரை iia b
Cryopreservation,கிரையோபிரசர்வேஷன்
Cryosurgery,கிரையோசர்ஜரி
Cryptic,ரிப்டிக்
Cryptic appearance,கிரிப்டிக் தோற்றம்
Cryptic color,ரகசிய நிறம்
Cryptically - coloured,இரகசியமாக - வண்ணம்
Cryptogamae,கிரிப்டோகாமே
Cryptogamia,கிரிப்டோகாமியா
Crypts of Lieberkuhn,லிபர்குனின் கிரிப்ட்கள்
Crystal,படிக
Crystalline,படிக
Ctenophorans,Ctenophorans
Ctenophore,Ctenophore
Ctenoplana,Ctenoplana
Cuckoo,கொக்கு
Cucumber,வெள்ளரி
Cucurbit,கிகர்பிட்
Cucurbita,கிகர்பிட்டா
Culm,அடிம்
Cultivar,சாகுபடி
Cultivated crop,பயிரிடப்பட்ட பயிர்
Cultivated plant,பயிரிடப்பட்ட ஆலை
Cultural or accelerated eutrophication,கலாச்சார அல்லது துரிதப்படுத்தப்பட்ட யூட்ரோஃபிகேஷன்
Culture,கலாச்சாரம்
Cumulus oophorus,குமுலஸ் ஓஃபோரஸ்
Cupressus torulosa,கியூபிரெசஸ் டோருலோசா
Cupula,குபுலா
Cupule,Fupule
Curcumin,கர்குமின்
Cursorial,கர்சோரியல்
Curvembryae,கர்வெம்ப்ரியா
Curvembryonic,வளைவு
Cuscuta,கஸ்குட்டா
Cuspidate,கஸ்பேட்
Cuticle,வெட்டு
Cutting,கட்டிங்
Cutting,கட்டிங்
Cuttlefish,கட்ஃபிஷ்
Cyanobacteria,சயனோபாக்டீரியா
Cyanobacterium,சயனோபாக்டீரியம்
Cyanocobalamin (B12),சயனோகோபாலமின் (பி 12)
Cyanophycean granule,சயனோஃபைசியன் கிரானுல்
Cyathium,சியாதியம்
Cycad,சைக்காட்
Cycadaceae,சைக்காடேசி
Cycadopsida,சைக்காடோப்சிடா
Cyclic guanosine monophosphate,சுழற்சி குவானோசின் மோனோபாஸ்பேட்
Cyclic photophosphorylation,சுழற்சி ஒளிச்சேர்க்கை
Cyclonic separator,சூறாவளி பிரிப்பான்
Cyclops,சைக்ளோப்ஸ்
Cyclosporin A,சைக்ளோஸ்போரின் அ
Cyclostomata,சைக்ளோஸ்டோமாட்டா
Cycus,சைகஸ்
Cymose,சைமோஸ்
Cymose type,சைமோஸ் வகை
Cypress,சைப்ரஸ்
Cypsela,சிப்செலா
Cysteine,சிஸ்டைன்
Cystic fibrosis,சிஸ்டிக் ஃபைப்ரோஸிஸ்
Cytokinesis,சைட்டோகினேசிஸ்
Cytochrome,சைட்டோக்ரோம்
Cytokine barrier,சைட்டோகைன் தடை
Cytokinin,சைட்டோகினின்
Cytology,சைட்டாலஜி
Cyton,சைட்டன்
Cytoplasm,சைட்டோபிளாசம்
Cytoplasmic bridge,சைட்டோபிளாஸ்மிக் பாலம்
Cytoplasmic globule,சைட்டோபிளாஸ்மிக் குளோபுல்
Cytosine,சைட்டோசின்
Cytoskeleton,சைட்டோஸ்கெலட்டன்
Cytosol,சைட்டோசோல்
Cytotaxonomy,சைட்டோடாக்சோனமி
Dehydration,நீரிழப்பு
Dairy technology,பால் தொழில்நுட்பம்
Daphnales,டாப்னல்ஸ்
Daphnia,டாப்னியா
Dark back ground,இருண்ட பின் தரையில்
Dark field microscopy,இருண்ட புலம் நுண்ணோக்கி
Dark reaction,இருண்ட எதிர்வினை
Darwinism,டார்வினிசம்
Darwin's finch,டார்வின் பிஞ்ச்
Data deficient,தரவு குறைபாடு
Date palm,தேதி பனை
Datura stramonium,டதுரா ஸ்ட்ராமோனியம்
Daughter cell,மகள் செல்
Day neutral plant,நாள் நடுநிலை ஆலை
Day-length,நாள் நீளம்
Degrowth,சிதைவு
Dead shoot,இறந்த படப்பிடிப்பு
Deafness,காது கேளாமை
Decamer,டிகேமர்
Decaying organic matter,அழுகும் கரிமப் பொருட்கள்
Decibel,டெசிபல்
Decidua basalis,டெசிடுவா பாசலிஸ்
Decidua capsularis,டெசிடுவா காப்ஸ்யூலரிஸ்
Decidua,Decidua
Deciduous,இலையுதிர்
Decompose,சிதைவு
Decomposer,டிகம்போசர்
Decomposing detritus,டெட்ரிட்டஸை சிதைக்கும்
Decomposition rate,சிதைவு வீதம்
Decumbent,டிகுமண்ட்
Dedifferentiated cell,பிரிக்கப்பட்ட செல்
Deep ocean trench,ஆழமான கடல் அகழி
Deep water body,ஆழமான நீர் உடல்
Defibrillation,டிஃபிபிரிலேஷன்
Defibrillator,டிஃபிபிரிலேட்டர்
Deficiency,குறைபாடு
Deflation,பணவாட்டம்
Deflection wave,விலகல் அலை
Deforestation,காடழிப்பு
Degeneracy of codon,கோடனின் சீரழிவு
Degenerate,சிதைந்துவிடும்
Degenerate code,சிதைந்த குறியீடு
Degeneration,சிதைவு
Degenerative joint,சீரழிவு கூட்டு
Degradation of grassland,புல்வெளியின் சீரழிவு
Degrowth,சிதைவு
Dehiscent fruit,மதிப்புமிக்க பழம்
