Odiya,Gujarati
ଆଇନଷ୍ଟାଇନ ଜନ-ଶକ୍ତି ସମ୍ପର୍କ |,આઈન્સ્ટાઈન સમૂહ-ઊર્જા સંબંધ
ଆଇନଷ୍ଟାଇନଙ୍କ ତତ୍ତ୍। |,આઈન્સ્ટાઈનનું પ્રમેય
ଆଇନଷ୍ଟେନିୟମ୍ |,આઈન્સ્ટાઈનિયમ
"ବହିଷ୍କାର, ବହିଷ୍କାର","હકાલપટ્ટી, હકાલપટ્ટી"
ପ୍ରତିବାଦ,બહાર નીકળવું
ejector,ઇજેક્ટર
କ୍ଲିୟରାନ୍ସ ପ୍ଲେକ୍ |,ક્લિયરન્સ તકતી
ବିସ୍ମୟ ପ୍ରତ୍ୟାହାର ପିନ୍ |,ઉદ્ગારવાચક પાછો ખેંચવાની પિન
ବିସ୍ମୟ ଦଣ୍ଡ,ઉદ્ગારવાચક દંડ
ଇଲେକ୍ଟ୍ରେଟ୍ |,ઇલેક્ટ્રીટ
ଓଲଟା କ୍ୟାପିଟାନ୍ସ |,વ્યસ્ત ક્ષમતા
ଇଲାଷ୍ଟିକ୍ |,સ્થિતિસ્થાપક
"ଇଲାଷ୍ଟିକ୍ ପ୍ରତିକ୍ରିୟା ପ୍ରଭାବ, ଇଲାଷ୍ଟିକ୍ ପରବର୍ତ୍ତୀ |","સ્થિતિસ્થાપક પ્રતિભાવ અસર, સ્થિતિસ્થાપક પશ્ચાદવર્તી"
ଇଲାଷ୍ଟିକ୍ ଏବଂ ନମନୀୟ ପ୍ରତିଫଳନ |,સ્થિતિસ્થાપક અને લવચીક રીફ્લેક્સ
ଇଲାଷ୍ଟିକ୍ କୋଣାର୍କ ଗତି |,સ્થિતિસ્થાપક કોણીય વેગ
ଇଲଷ୍ଟିକ୍ ପ୍ରତିବନ୍ଧକ |,સ્થિતિસ્થાપક અવરોધ
ଇଲଷ୍ଟିକ୍ ଆଚରଣ |,સ્થિતિસ્થાપક આચાર
ଇଲଷ୍ଟିକ୍ ଭଗ୍ନ ପଦାର୍ଥ |,સ્થિતિસ્થાપક બરડ સામગ્રી
ଇଲଷ୍ଟିକ୍ ସଂକୋଚନ |,સ્થિતિસ્થાપક સંકોચન
ଇଲାଷ୍ଟିକ୍ କେନ୍ଦ୍ର |,સ્થિતિસ્થાપક કેન્દ્ર
ଇଲଷ୍ଟିକ୍ ଚରିତ୍ର |,સ્થિતિસ્થાપક પાત્ર
"ଇଲାଷ୍ଟିକ୍ ଧକ୍କା, ଇଲାଷ୍ଟିକ୍ ଧକ୍କା |","સ્થિતિસ્થાપક અથડામણ, સ્થિતિસ્થાપક અથડામણ"
ଇଲଷ୍ଟିକ୍ ସହାୟକତା |,સ્થિતિસ્થાપક નિર્વાહ
"ଇଲାଷ୍ଟିକ୍ ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ଥିର, ଇଲାଷ୍ଟିକ୍ ସ୍ଥିର |","સ્થિતિસ્થાપક આવર્તન સ્થિર, સ્થિતિસ્થાપક સ્થિરાંક"
ସବଷ୍ଟ୍ରିଙ୍ଗ୍ |,સબસ્ટ્રિંગ
ଇଲାଷ୍ଟିକ୍ ସ୍ପେସ୍ |,સ્થિતિસ્થાપક જગ્યા
ଇଲାଷ୍ଟିକ୍ କ୍ରମାଗତ |,સ્થિતિસ્થાપક સાતત્ય
ଇଲଷ୍ଟିକ୍ ଯୋଡି |,સ્થિતિસ્થાપક જોડાણ
ଇଲାଷ୍ଟିକ୍ ପରିସର |,સ્થિતિસ્થાપક શ્રેણી
"ଇଲାଷ୍ଟିକ୍ ବକ୍ର, ଇଲାଷ୍ଟିକ୍ ବକ୍ର |","સ્થિતિસ્થાપક વળાંક, સ્થિતિસ્થાપક વળાંક"
ଇଲଷ୍ଟିକ୍ ବିକୃତି |,સ્થિતિસ્થાપક વિરૂપતા
ଇଲଷ୍ଟିକ୍ ବିଚ୍ଛିନ୍ନତା |,સ્થિતિસ્થાપક વિરામ
ଇଲଷ୍ଟିକ୍ ତ୍ରୁଟି |,સ્થિતિસ્થાપક ખામી
ଇଲାଷ୍ଟିକ୍ ଶକ୍ତି |,સ્થિતિસ્થાપક ઊર્જા
ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |,સ્થિતિસ્થાપક સંતુલન
ଇଲେଷ୍ଟିକ୍ ଫାଇନାନ୍ସ |,સ્થિતિસ્થાપક ફાઇનાન્સ
"ଇଲଷ୍ଟିକ୍ ଚଳଚ୍ଚିତ୍ର, ଇଲଷ୍ଟିକ୍ ଫିଲ୍ମ |","સ્થિતિસ્થાપક ફિલ્મ, સ્થિતિસ્થાપક ફિલ્મ"
ଇଲାଷ୍ଟିକ୍ ପ୍ରବାହ |,સ્થિતિસ્થાપક પ્રવાહ
ଇଲଷ୍ଟିକ୍ ତରଳ |,સ્થિતિસ્થાપક પ્રવાહી
ଇଲାଷ୍ଟିକ୍ ଫୋର୍ସ |,સ્થિતિસ્થાપક બળ
ଇଲାଷ୍ଟିକ୍ ମୁକ୍ତ ଶକ୍ତି |,સ્થિતિસ્થાપક મુક્ત ઊર્જા
ଇଲେଷ୍ଟିକ୍ ହାଇଷ୍ଟେରେସିସ୍ କନଷ୍ଟାଣ୍ଟ |,સ્થિતિસ્થાપક હિસ્ટેરેસિસ કોન્સ્ટન્ટ
"ପ୍ରୋଥେଟିକ୍ ହିଷ୍ଟେରାଇସିସ୍, ଇଲାଷ୍ଟିକ୍ ସିଫିଲିସ୍ |","પ્રોસ્થેટિક હિસ્ટેરેસિસ, સ્થિતિસ્થાપક સિફિલિસ"
ଇଲଷ୍ଟିକ୍ ଅସ୍ଥିରତା |,સ્થિતિસ્થાપક અસ્થિરતા
ଇଲାଷ୍ଟିକ୍ ସ୍ତର |,સ્થિતિસ્થાપક સ્તર
ଇଲାଷ୍ଟିକ୍ ସୀମା |,સ્થિતિસ્થાપક મર્યાદા
ନମନୀୟତାର ରେଖା |,સ્થિતિસ્થાપક રેખા
ଇଲଷ୍ଟିକ୍ ମାଧ୍ୟମ |,સ્થિતિસ્થાપક માધ્યમ
ଇଲାସ୍ଟିସିଟିର ମଡ୍ୟୁଲସ୍ |,સ્થિતિસ્થાપકતાનું મોડ્યુલસ
ଇଲାସ୍ଟିସିଟିର ମଡ୍ୟୁଲସ୍ |,સ્થિતિસ્થાપકતાનું મોડ્યુલસ
ଇଲାଷ୍ଟିକ୍ ଦୋହରିବା |,સ્થિતિસ્થાપક ઓસિલેશન
ଇଲଷ୍ଟିକ୍ ମାସ |,સ્થિતિસ્થાપક સમૂહ
ଇଲଷ୍ଟିକ୍ ପ୍ଲେନ୍ |,સ્થિતિસ્થાપક વિમાન
ଇଲେଷ୍ଟିକ୍ ନମନୀୟ ସୀମା |,સ્થિતિસ્થાપક લવચીક મર્યાદા
ଇଲଷ୍ଟିକ୍ ପଦାର୍ଥ |,સ્થિતિસ્થાપક સામગ્રી
ଇଲଷ୍ଟିକ୍ ସମ୍ଭାବନା |,સ્થિતિસ્થાપક સંભવિત
ଇଲାଷ୍ଟିକ୍ ସମ୍ପତ୍ତି |,સ્થિતિસ્થાપક મિલકત
ଇଲାଷ୍ଟିକ୍ ପୁନର୍ଗଠନ |,સ્થિતિસ્થાપક પુનર્જીવન
ଇଲାଷ୍ଟିକ୍ ରିଫ୍ଲେକ୍ସ |,સ્થિતિસ્થાપક રીફ્લેક્સ
ଇଲାଷ୍ଟିକ୍ ରିଫ୍ଲେକ୍ସ ସିଦ୍ଧାନ୍ତ |,સ્થિતિસ્થાપક રીફ્લેક્સ સિદ્ધાંત
ଇଲଷ୍ଟିକ୍ ପ୍ରତିକ୍ରିୟା |,સ્થિતિસ્થાપક પ્રતિભાવ
ଇଲଷ୍ଟିକ୍ ବିଛାଇବା |,સ્થિતિસ્થાપક સ્કેટરિંગ
ଇଲାଷ୍ଟିକ୍ କଠିନ |,સ્થિતિસ્થાપક ઘન
ଇଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |,સ્થિતિસ્થાપક સ્થિરતા
ଇଲଷ୍ଟିକ୍ ନମନୀୟତା ସ୍ଥିର |,સ્થિતિસ્થાપક અસ્થિરતા સતત
ଇଲଷ୍ଟିକ୍ ବିକୃତି |,સ્થિતિસ્થાપક વિરૂપતા
ଇଲେଷ୍ଟିକ୍ ଡିଫର୍ମେସନ୍ ସ୍ପେକ୍ଟ୍ରମ୍ |,સ્થિતિસ્થાપક વિરૂપતા સ્પેક્ટ્રમ
ଇଲେଷ୍ଟିକ୍ ଡିଫର୍ମେସନ୍ ଭେକ୍ଟର୍ |,સ્થિતિસ્થાપક વિરૂપતા વેક્ટર
ଇଲାଷ୍ଟିକ୍ ଚାପ |,સ્થિતિસ્થાપક તાણ
ଇଲାଷ୍ଟିକ୍ ସମୃଦ୍ଧତା |,સ્થિતિસ્થાપક સમપ્રમાણતા
ଶକ୍ତିର ଇଲଷ୍ଟିକ୍ ସ୍ଥାନାନ୍ତର |,ઊર્જાનું સ્થિતિસ્થાપક સ્થાનાંતરણ
ଇଲାଷ୍ଟିକ୍ ଭିସକସ୍ ମାସ |,સ્થિતિસ્થાપક ચીકણું સમૂહ
ଇଲଷ୍ଟିକ୍ ତରଙ୍ଗ |,સ્થિતિસ્થાપક તરંગ
"ଇଲେଷ୍ଟିକ୍ କ୍ୟୁବ୍ ସିଦ୍ଧାନ୍ତ, ଇଲେଷ୍ଟିକ୍ ସଲିଡ୍ ସିଦ୍ଧାନ୍ତ |","સ્થિતિસ્થાપક ઘન સિદ્ધાંત, સ્થિતિસ્થાપક ઘન સિદ્ધાંત"
ଦର୍ପଣ ଶରୀର |,ઓસીલેટરી બોડી
ଆଇସୋଟୋପିକ୍ ଶରୀର |,આઇસોટોપિક શરીર
ନମନୀୟତା,સ્થિતિસ્થાપકતા
ଅନୁରୋଧ ପୃଷ୍ଠା |,વિનંતી પૃષ્ઠ
ଇଲାଷ୍ଟିକ୍ |,સ્થિતિસ્થાપક
"ଇଲେଷ୍ଟିକ୍ମିଟର, ଇଲେଷ୍ଟିକ୍ମିଟର |","સ્થિતિસ્થાપક યંત્ર, સ્થિતિસ્થાપક યંત્ર"
ଇଲାଷ୍ଟିକ୍ ଭିଜକସ୍ ପଦାର୍ଥ |,સ્થિતિસ્થાપક ચીકણું સામગ્રી
ଇଲାଷ୍ଟିକ୍ ଗତିଶୀଳତା |,સ્થિતિસ્થાપક ગતિશીલતા
"ଏଲାଷ୍ଟୋମର୍, ଇଲାଷ୍ଟିକ୍ (ଇଲାଷ୍ଟିକ୍ ପଲିମର)","ઇલાસ્ટોમર, સ્થિતિસ્થાપક (સ્થિતિસ્થાપક પોલિમર)"
"ଇଲାଷ୍ଟିକ୍, ଏଲାଷ୍ଟୋମେରୀ |","સ્થિતિસ્થાપક, ઇલાસ્ટોમેરી"
"ଇଲାଷ୍ଟିକ୍ ପ୍ଲାଷ୍ଟିକ୍, ଇଲାଷ୍ଟିକ୍ ପ୍ଲାଷ୍ଟିକ୍ |","સ્થિતિસ્થાપક પ્લાસ્ટિક, સ્થિતિસ્થાપક પ્લાસ્ટિક"
ଇଲଷ୍ଟିକ୍ ପ୍ଲାଷ୍ଟିକ୍ |,સ્થિતિસ્થાપક પ્લાસ્ટિસિટી
ଇଲଷ୍ଟିକ୍ ପ୍ରତିରୋଧ |,સ્થિતિસ્થાપક પ્રતિકાર
ଇଲେକ୍ଟ୍ରନ୍ ମଡେଲ୍ |,ઇલેક્ટ્રોન મોડેલ
ଇଲେକ୍ଟ୍ରନ୍ ଚାପ |,ઇલેક્ટ્રોન દબાણ
ବ electrical ଦୁତିକ ଘଟଣା |,વિદ્યુત ઘટના
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସିଙ୍କ୍ରୋଟ୍ରନ୍ |,ઇલેક્ટ્રોનિક સિંક્રોટ્રોન
ଇଲେକ୍ଟ୍ରୋଟ୍ ମାଇକ୍ରୋଫୋନ୍ |,ઇલેક્ટ્રિક માઇક્રોફોન
ବ electrical ଦୁତିକ ଉପକରଣ,વિદ્યુત ઉપકરણ
ଇଲେକ୍ଟ୍ରିକ୍ ଆର୍ ଫର୍ଣ୍ଣେସ୍ |,ઇલેક્ટ્રિક આર્ક ભઠ્ઠી
ବ electrical ଦୁତିକ ଅସୀମିତ ତରଙ୍ଗ |,વિદ્યુત અસમપ્રમાણ તરંગ
ବ electric ଦୁତିକ ଅକ୍ଷ,ઇલેક્ટ્રિક અક્ષ
ଇଲେକ୍ଟ୍ରୋହେଟର,ઇલેક્ટ્રોહીટર
କ୍ଷମତା,ક્ષમતા
ଇଲେକ୍ଟ୍ରୋ-ସେଣ୍ଟ୍ରିଫୁଗ୍ |,ઇલેક્ટ્રો-સેન્ટ્રીફ્યુજ
ଇଲେକ୍ଟ୍ରିକ୍ ସର୍କିଟ୍ |,ઇલેક્ટ્રિક સર્કિટ
ବ electric ଦ୍ୟୁତିକ ଘଣ୍ଟା |,ઇલેક્ટ્રિક ઘડિયાળ
ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ |,ઇલેક્ટ્રોસ્ટેટિક
ଇଲେକ୍ଟ୍ରିକ୍ ଡିପୋଲ୍ ମୁହୂର୍ତ୍ତ |,ઇલેક્ટ્રિક દ્વિધ્રુવ ક્ષણ
ବିଦ୍ୟୁତ୍ ସଂଯୋଗ,વીજળી
ବ electrical ଦୁତିକ ବିସ୍ଥାପନ,વિદ્યુત વિસ્થાપન
ଇଲେକ୍ଟ୍ରିକ୍ ଡୁଆଲ୍ |,ઇલેક્ટ્રિક ડ્યુઅલ
ଇଲେକ୍ଟ୍ରିକ୍ ଭର୍ଟେକ୍ସ ଫିଲ୍ଡ |,ઇલેક્ટ્રિક વમળ ક્ષેત્ર
ବ electric ଦୁତିକ ଶକ୍ତି ସାନ୍ଧ୍ରତା |,ઇલેક્ટ્રિક ઊર્જા ઘનતા
ବ electrical ଦୁତିକ ଉତ୍ସାହ,વિદ્યુત ઉત્તેજના
ବ electric ଦ୍ୟୁତିକ କ୍ଷେତ୍ର,ઇલેક્ટ્રિક ક્ષેત્ર
ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର ବ electric ଦ୍ୟୁତିକ କ୍ଷେତ୍ର |,ચુંબકીય ક્ષેત્ર ઇલેક્ટ્રિક ક્ષેત્ર
ବ electric ଦୁତିକ କ୍ଷେତ୍ରର ତୀବ୍ରତା |,ઇલેક્ટ્રિક ક્ષેત્રની તીવ્રતા
ଇଲେକ୍ଟ୍ରିକ୍ ଫ୍ଲାସ୍ |,ઇલેક્ટ્રિક ફ્લેશ
ଇଲେକ୍ଟ୍ରୋ-ତରଳ |,ઇલેક્ટ્રો-પ્રવાહી
ଇଲେକ୍ଟ୍ରିକ୍ ଫ୍ଲକ୍ସ ଲାଇନଗୁଡିକ |,ઇલેક્ટ્રિક પ્રવાહ રેખાઓ
ବ electric ଦ୍ୟୁତିକ ଚୁଲା |,ઇલેક્ટ્રિક ભઠ્ઠી
ଇଲେକ୍ଟ୍ରିକ୍ ଗିଟାର୍ |,ઇલેક્ટ્રિક ગિટાર
"ଇଲେକ୍ଟ୍ରିକ୍ ହିଟର, ଇଲେକ୍ଟ୍ରିକ୍ ହିଟର |","ઇલેક્ટ્રિક હીટર, ઇલેક્ટ્રિક હીટર"
ଇଲେକ୍ଟ୍ରୋ-ଗରମ,ઇલેક્ટ્રો-હીટિંગ
ଇଲେକ୍ଟ୍ରିକ୍ ଇମର୍ସନ୍ ହିଟର |,ઇલેક્ટ્રિક નિમજ્જન હીટર
ଇଲେକ୍ଟ୍ରୋମୋଟିଭ୍ |,ઇલેક્ટ્રોમોટિવ
ବିଦ୍ୟୁତ୍-ଚୁମ୍ବକୀୟତାର ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ |,ઇલેક્ટ્રોમેગ્નેટિઝમનું ચુંબકીય ક્ષેત્ર પ્રદર્શન
ବ electric ଦୁତିକ ତୀବ୍ରତା |,ઇલેક્ટ્રિક તીવ્રતા
"ଇଲେକ୍ଟ୍ରିକ୍ ଲ୍ୟାମ୍ପ, ଇଲେକ୍ଟ୍ରିକ୍ ଲ୍ୟାମ୍ପ |","ઇલેક્ટ્રિક લેમ્પ, ઇલેક્ટ્રિક લેમ્પ"
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟତା |,ઇલેક્ટ્રોમેગ્નેટિઝમ
ବ electric ଦ୍ୟୁତିକ ଆଲୋକ,ઇલેક્ટ્રિક લાઇટ
ଇଲେକ୍ଟ୍ରିକ୍ ଲୁପ୍ ଟେନସନ୍ |,ઇલેક્ટ્રિક લૂપ તણાવ
ବ electrical ଦୁତିକ ଶକ୍ତି ବିସ୍ତାର,વિદ્યુત ઉર્જાનું વિસર્જન
ଇଲେକ୍ଟ୍ରୋମେକାନିକାଲ୍ |,ઇલેક્ટ્રોમિકેનિકલ
ଇଲେକ୍ଟ୍ରୋମିଟର,ઇલેક્ટ્રોમીટર
ଇଲେକ୍ଟ୍ରୋମାଇକ୍ରୋସ୍କୋପ୍ ଲ୍ୟାମ୍ପ |,ઇલેક્ટ્રોમાઇક્રોસ્કોપ લેમ્પ
ବ electric ଦୁତିକ ମୁହୂର୍ତ୍ତ |,ઇલેક્ટ્રિક ક્ષણ
ନିଷ୍କ୍ରିୟତାର ବ electric ଦୁତିକ ମୁହୂର୍ତ୍ତ |,જડતાની ઇલેક્ટ્રિક ક્ષણ
ଇଲେକ୍ଟ୍ରିକ୍ ମୋଟର |,ઇલેક્ટ્રિક મોટર
ବ electric ଦ୍ୟୁତିକ ପୋଲ,ઇલેક્ટ્રિક પોલ
ଇଲେକ୍ଟ୍ରୋନେଟୱାର୍କ ଗଣନା |,ઇલેક્ટ્રોનેટવર્ક ગણતરી
ଇଲେକ୍ଟ୍ରୋ-ଶବ୍ଦ ସ୍ତର |,ઇલેક્ટ્રો-અવાજ સ્તર
ଇଲେକ୍ଟ୍ରୋ ପୋଲାରିଟି |,ઇલેક્ટ્રો પોલેરિટી
ଇଲେକ୍ଟ୍ରୋ ପୋଲାରାଇଜେସନ୍ |,ઇલેક્ટ્રો ધ્રુવીકરણ
ବ electric ଦୁତିକ ସମ୍ଭାବ୍ୟ ଗ୍ରେଡିଏଣ୍ଟ୍ |,ઇલેક્ટ્રિક સંભવિત ઢાળ
ବିଦ୍ୟୁତ୍ ଶକ୍ତି,વિદ્યુત શક્તિ
ବ electric ଦୁତିକ ଗତି,ઇલેક્ટ્રિક પ્રોપલ્શન
ବ electric ଦୁତିକ ଚତୁର୍ଭୁଜ ପାରସ୍ପରିକ କ୍ରିୟା |,ઇલેક્ટ્રિક ક્વાડ્રપોલ ક્રિયાપ્રતિક્રિયા
ବ electric ଦ୍ୟୁତିକ ରେଫ୍ରିଜରେଜେସନ୍,ઇલેક્ટ્રિક રેફ્રિજરેશન
ଇଲେକ୍ଟ୍ରୋ ପ୍ରତିରୋଧକ ଡେନାଟୁରୋମିଟର |,ઇલેક્ટ્રો રેઝિસ્ટિવ ડેનેટોરોમીટર
ବ electrical ଦୁତିକ ପ୍ରତିରୋଧକତା |,વિદ્યુત પ્રતિકારકતા
ଇଲେକ୍ଟ୍ରିକ୍ କରେଣ୍ଟ୍ ରିଙ୍ଗ୍ |,ઇલેક્ટ્રિક વર્તમાન રિંગ
"ଇଲେକ୍ଟ୍ରିକାଲ୍ ସିଟ୍, ଟ୍ରାନ୍ସଫର୍ମର ସିଟ୍ |","ઇલેક્ટ્રિકલ શીટ, ટ્રાન્સફોર્મર શીટ"
ବ electrical ଦୁତିକ ଇନପୁଟ୍ ପାଇପ୍ |,ઇલેક્ટ્રિકલ ઇનપુટ પાઇપ
"ଇଲେକ୍ଟ୍ରିକ୍ ସଟର, ଇଲେକ୍ଟ୍ରିକ୍ ସଟର |","ઇલેક્ટ્રિક શટર, ઇલેક્ટ્રિક શટર"
"ସ୍ପାର୍କ, ବିଦ୍ୟୁତ୍ ସ୍ପାର୍କ |","તણખા, વીજળીના તણખા"
ବ electrical ଦୁତିକ ସ୍ପେକ୍ଟ୍ରମ୍ |,વિદ્યુત સ્પેક્ટ્રમ
ବ electrical ଦୁତିକ ଉତ୍ସାହ,વિદ્યુત ઉત્તેજના
ଇଲେକ୍ଟ୍ରୋଷ୍ଟିମ୍ୟୁଲେସନ୍,ઇલેક્ટ્રોસ્ટીમ્યુલેશન
"ବିଦ୍ୟୁତ storm ଡ଼, ବିଦ୍ୟୁତ storm ଡ଼","ઇલેક્ટ્રિક તોફાન, ઇલેક્ટ્રિક તોફાન"
ବ electric ଦୁତିକ ପ୍ରବୃତ୍ତି |,ઇલેક્ટ્રિક વલણ
"ଇଲେକ୍ଟ୍ରୋ-ଟାଇମର୍, ଇଲେକ୍ଟ୍ରୋ-ଟାଇମର୍ |","ઇલેક્ટ્રો-ટાઈમર, ઇલેક્ટ્રો-ટાઈમર"
"ଇଲେକ୍ଟ୍ରିକ୍ ଭେକ୍ଟର, ଇଲେକ୍ଟ୍ରିକ୍ ଭେକ୍ଟର |","ઇલેક્ટ્રિક વેક્ટર, ઇલેક્ટ્રિક વેક્ટર"
ଇଲେକ୍ଟ୍ରିକ୍ ଭେକ୍ଟର ସମ୍ଭାବନା |,ઇલેક્ટ્રિક વેક્ટર સંભવિત
ଇଲେକ୍ଟ୍ରିକ୍ ୱିଚ୍ |,ઇલેક્ટ્રિક વિંચ
ବ electric ଦୁତିକ ପବନ |,ઇલેક્ટ્રિક પવન
ବ electric ଦୁତିକ ତରଙ୍ଗ ତରଙ୍ଗ ଆକାର ତରଙ୍ଗ |,વિદ્યુત તરંગ વેવફોર્મ તરંગ
"ଇଲେକ୍ଟ୍ରିକ୍, ଇଲେକ୍ଟ୍ରିକ୍","ઇલેક્ટ્રિક, ઇલેક્ટ્રિક"
ବ elect ଦ୍ୟୁତିକ ଶକ୍ତି,ઇલેક્ટ્રોમોટિવ બળ
ବ electrical ଦୁତିକ ଏକାଗ୍ରତା |,વિદ્યુત એકાગ્રતા
ବ electrical ଦୁତିକ କଣ୍ଡକ୍ଟିଭିଟି |,વિદ્યુત વાહકતા
ବ electrical ଦୁତିକ ସଂଯୋଗ,વિદ્યુત જોડાણ
ଗୋଲମରିଚ |,ખિસકોલી
ବ electric ଦ୍ୟୁତିକ ବିଳମ୍ବ ରେଖା |,ઇલેક્ટ્રિક વિલંબ લાઇન
ବ electric ଦୁତିକ ଘନତା |,ઇલેક્ટ્રિક ઘનતા
ଇଲେକ୍ଟ୍ରୋ-ଇମର୍ସନ୍-ଲ୍ୟାମ୍ପ |,ઇલેક્ટ્રો-નિમજ્જન-દીવો
ବିଦ୍ୟୁତକରଣ,ઇલેક્ટ્રોપોરેશન
"ଇଲେକ୍ଟ୍ରିକ୍ ଡବଲ୍ ଲେଭଲ୍, ଇଲେକ୍ଟ୍ରିକ୍ ଡବଲ୍ ଲେଭଲ୍ |","ઇલેક્ટ્રિક ડબલ લેવલ, ઇલેક્ટ્રિક ડબલ લેવલ"
ଇଲେକ୍ଟ୍ରିକ୍ ଡବଲ୍ ରିଫ୍ରାକ୍ସନ୍ |,ઇલેક્ટ્રિક ડબલ રીફ્રેક્શન
ବ electrical ଦ୍ୟୁତିକ ଉପକରଣ,ઇલેક્ટ્રિકલ સાધનો
ବ electrical ଦୁତିକ ଧ୍ୟାନ |,વિદ્યુત ધ્યાન
ଇଲେକ୍ଟ୍ରୋପ୍ଲେଟିଂ,ઇલેક્ટ્રોપ્લેટિંગ
ଇଲେକ୍ଟ୍ରୋପ୍ଲେଟିଂ ପ୍ରକ୍ରିୟା |,ઇલેક્ટ્રોપ્લેટિંગ પ્રક્રિયા
ବ electric ଦୁତିକ ପ୍ରତିଛବି |,ઇલેક્ટ્રિક છબી
ବ electric ଦୁତିକ ପ୍ରତିଫଳନ ଶକ୍ତି |,વિદ્યુત પ્રતિબિંબ બળ
ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟ ମାସ |,ઇલેક્ટ્રોમેગ્નેટિક સમૂહ
ବ electric ଦ୍ୟୁତିକ ପୋଲ,ઇલેક્ટ્રિક પોલ
ଇଲେକ୍ଟ୍ରିକ୍ ପଲିପୋଲ୍ କ୍ରମ |,ઇલેક્ટ્રિક પોલીપોલ ઓર્ડર
ବ electrical ଦୁତିକ ନେଟୱାର୍କ,વિદ્યુત નેટવર્ક
ବ electrical ଦୁତିକ ଦୋହରିବା |,ઇલેક્ટ્રિકલ ઓસિલેશન્સ
ଇଲେକ୍ଟ୍ରୋ ପୋଲାରାଇଜେସନ୍ |,ઇલેક્ટ્રો ધ્રુવીકરણ
ବ electric ଦୁତିକ ସମ୍ଭାବନା |,ઇલેક્ટ્રિક સંભવિત
ବ electric ଦୁତିକ ଚାପ,ઇલેક્ટ્રિક દબાણ
ବ electrical ଦୁତିକ ଅନୁସନ୍ଧାନ |,વિદ્યુત તપાસ
ବ electric ଦୁତିକ ଚତୁର୍ଭୁଜ ମୁହୂର୍ତ୍ତ |,ઇલેક્ટ્રિક ક્વાડ્રપોલ મોમેન્ટ
ବ electrical ଦୁତିକ ପ୍ରତିରୋଧକତା |,વિદ્યુત પ્રતિકારકતા
ବ electrical ଦୁତିକ ଅନୁକରଣ,ઇલેક્ટ્રિકલ સિમ્યુલેશન
ବ electrical ଦ୍ୟୁତିକ ବ୍ୟବସ୍ଥା,વિદ્યુત સિસ્ટમ
ଇଲେକ୍ଟ୍ରୋ-ଟେନସନ୍ |,ઇલેક્ટ્રો-ટેન્શન
ବ electrical ଦୁତିକ ନୀତି,વિદ્યુત સિદ્ધાંત
ଇଲେକ୍ଟ୍ରିକ୍ ସେଣ୍ଟ୍ରିଫୁଗ୍ |,ઇલેક્ટ્રિક સેન્ટ્રીફ્યુજ
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,ઇલેક્ટ્રોફોરેસિસ
ଇଲେକ୍ଟ୍ରୋନେଗେଟିଭ୍ କଣିକା |,ઇલેક્ટ્રોનેગેટિવ કણો
ବିଦ୍ୟୁତ୍,વીજળી
ଇଲେକ୍ଟ୍ରିକ୍ ଗ୍ରୀଡ୍ |,ઇલેક્ટ્રિક ગ્રીડ
"ବିଦ୍ୟୁତିକରଣ, ଚାର୍ଜ","વીજળીકરણ, ચાર્જ"
ବିଦ୍ୟୁତକରଣ,ઇલેક્ટ્રિફાઇડ
"ଚାର୍ଜ ହୋଇଥିବା କଣିକା, ଚାର୍ଜ ହୋଇଥିବା କଣିକା |","ચાર્જ કણ, ચાર્જ કણ"
"ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟତା, ଇଲେକ୍ଟ୍ରୋପ୍ଲେଟିଂ |","ઇલેક્ટ્રોમેગ્નેટિઝમ, ઇલેક્ટ્રોપ્લેટિંગ"
ବ electric ଦ୍ୟୁତିକ ଜମା,ઇલેક્ટ્રિક ડિપોઝિટ
ଇଲେକ୍ଟ୍ରୋ-ଡାୟଲିସିସ୍ |,ઇલેક્ટ્રો-ડાયલિસિસ
ଇଲେକ୍ଟ୍ରୋଲୁମାଇନ୍ସେନ୍ସ |,ઇલેક્ટ્રોલ્યુમિનેસેન્સ
"ଇଲେକ୍ଟ୍ରୋ-ଆକ୍ୟୁଷ୍ଟିକ୍ ଟ୍ରାନ୍ସଡ୍ୟୁସର, ଇଲେକ୍ଟ୍ରୋ-ଆକ୍ୟୁଷ୍ଟିକ୍ ଏନର୍ଜି କନଭର୍ଟର |","ઇલેક્ટ્રો-એકોસ્ટિક ટ્રાન્સડ્યુસર, ઇલેક્ટ્રો-એકોસ્ટિક એનર્જી કન્વર્ટર"
