Punjabi,English
ਸੈੱਲ ਐਨੀਮੇਸ਼ਨ,cell animation
ਸੈਲੂਲਰ ਫ਼ੋਨ,cellular phone
"1. ਕੇਂਦਰੀ ਮੈਮੋਰੀ, 2. ਕੇਂਦਰੀ ਮੈਮੋਰੀ",central memory
ਕੇਂਦਰੀ ਪ੍ਰੋਸੈਸਿੰਗ ਯੂਨਿਟ (CPU),central processing unit (CPU)
ਕੇਂਦਰੀ ਸਿਸਟਮ,centralized system
ਪ੍ਰਮਾਣਿਤ ਟੇਪ,certified tape
ਚੇਨ,chain
"1. ਸੀਰੀਜ਼ ਡਾਟਾ, 2. ਸੀਰੀਜ਼ ਸਮੱਗਰੀ",chain data
ਚੇਨ ਲਿੰਕ,chain link
ਚੇਨਿੰਗ,chaining
"1.ਚੈਨਲ, 2.ਚੈਨਲ",channel
"1.ਚੈਨਲ ਬਿਜ਼ੀ ਟੋਨ, 2.ਚੈਨਲ ਬਿਜ਼ੀ ਟੋਨ",channel busy tone
"1.ਚੈਨਲ ਸਮਰੱਥਾ, 2.ਚੈਨਲ ਸਮਰੱਥਾ",channel capacity
"1.ਚੈਨਲ ਕੰਟਰੋਲਰ, 2.ਚੈਨਲ ਕੰਟਰੋਲਰ",channel controller
"1.ਚੈਨਲ ਗਲਤੀ, 2.ਚੈਨਲ ਗਲਤੀ",channel error
"1.ਚੈਨਲ ਪ੍ਰੋਗਰਾਮ, 2.ਚੈਨਲ ਪ੍ਰੋਗਰਾਮ",channel program
"1.ਚੈਨਲ ਭਰੋਸੇਯੋਗਤਾ, 2.ਚੈਨਲ ਭਰੋਸੇਯੋਗਤਾ",channel reliability
"1.ਚੈਨਲ ਸੈੱਟ, 2.ਚੈਨਲ ਸੈੱਟ",channel set
ਪ੍ਰਤੀਕ,character
"1. ਅੱਖਰ ਕੋਡ, 2. ਅੱਖਰ ਕੋਡ",character code
ਅੱਖਰ ਕੁੰਜੀ,character key
ਅੱਖਰ ਪਾਠਕ,character reader
"1. ਚਿੰਨ੍ਹ ਦਾ ਆਕਾਰ, 2. ਚਿੰਨ੍ਹ ਦਾ ਆਕਾਰ",character size
ਚਿੱਤਰਕਾਰੀ,chart
"1.ਚੈਸਿਸ, 2.ਚੈਸਿਸ",chassis
ਚੈੱਕ ਬਿੱਟ,check bit
ਚੈੱਕ ਪੁਆਇੰਟ,check digit
ਕੁੱਲ ਚੈੱਕ ਕਰੋ,check sum
ਚੈੱਕ ਸ਼ਬਦ,check word
ਚਿੱਪ,chip
ਚਿੱਪ ਸੈੱਟ,chip set
"1. ਚੁਣੋ, 2. ਚੁਣੋ",choose
ਵਰਣਮਾਲਾ ਅਨੁਸਾਰ,chromatically
"1.ਸਫਰ, 2. ਜ਼ੀਰੋ, 3. ਸਮੁੰਦਰੀ ਜਹਾਜ਼",cipher
ਸਰਕਟ,circuit
ਚੱਕਰ ਸੂਚੀ,circular list
ਸੇਰੇਸ,cirus
ਜ਼ਿਕਰ,citation
"1.ਸ਼੍ਰੇਣੀ, 2.ਸ਼੍ਰੇਣੀ",class
ਕਲਾਸ ਵੇਰੀਏਬਲ,class variable
ਵਰਗੀਕਰਨ,classification
ਸਫ਼ਾਈ,clear
ਸਾਫ਼ ਕੀਤਾ ਖੇਤਰ,clear area
"1. ਸਿਸਟਮ ਸਾਫ਼ ਕਰੋ, 2. ਚੈਨਲ ਸਾਫ਼ ਕਰੋ",clear channel
ਪ੍ਰੈਸ,click
"1. ਗਾਹਕ, 2. ਗਾਹਕ",client
"1. ਕਲਾਇੰਟ ਸਰਵਰ, 2. ਕਲਾਇੰਟ ਸਰਵਰ",client server
ਗਾਹਕ ਸਟੱਬ,client stub
ਕਟਾਈ,clip art
ਸ਼ੀਅਰਿੰਗ ਆਰਟ ਲਾਇਬ੍ਰੇਰੀ,clip art library
ਕਲਿੱਪ ਬੋਰਡ,clip board
ਕਲਿੱਪਰ,clipper
ਕਲਿਪਰ ਚਿੱਪ,clipper chip
ਧੜੇ,clique
"1. ਵਾਚ, 2. ਕੈਲਾਡ",clock
ਘੜੀ ਚੱਕਰ,clock cycle
ਘੜੀ ਦੀ ਬਾਰੰਬਾਰਤਾ,clock frequency
ਕਲਾਡ ਹਾਰਡਵੇਅਰ,clock hardware
ਕਲਾਡ ਸਪੈਂਡ,clock pulse
ਘੜੀ ਦੀ ਗਤੀ,clock speed
ਸਮਾਂ ਸਮਕਾਲੀਕਰਨ,clock synchronization
ਘੜੀ ਦੀ ਟਿੱਕ,clock tick
ਕਲੋਨ,clone
ਬੰਦ,close
ਬੰਦ ਸਰਕਟ ਟੀ.ਵੀ (ਸੀ.ਸੀ.ਟੀ.ਵੀ.),close circuit TV (CCTV)
ਵਰਣਨ,closure
"1. ਕਲਾਉਡ ਕੰਪਿਊਟਿੰਗ, 2. ਕਲਾਉਡ ਕੰਪਿਊਟਿੰਗ",cloud computing
ਝੁੰਡ,cluster
"1. ਕਵਰਡ ਕਾਰਡ, 2. ਕੋਟੇਡ ਸ਼ੀਟ",coated card
ਕੋਟੇਡ ਕਾਗਜ਼,coated paper
coaxial,coaxial
coaxial ਕੇਬਲ,coaxial cable
ਕੋਡਾਸਿਲ,codasyl
"1. ਕੋਡ, 2. ਕੋਡ",code
"1. ਕੋਡ ਜਨਰੇਟਰ, 2. ਕੋਡ ਜਨਰੇਟਰ",code generator
ਕੋਡ ਪੰਨਾ,code page
"1. ਕੋਡ ਸ਼ਬਦ, 2. ਕੋਡ ਸ਼ਬਦ",code word
"1.ਕੋਡਰ, 2.ਕੋਡਰ",coder
"1. ਏਨਕੋਡਿੰਗ ਟੈਸਟ, 2. ਕੋਡਿੰਗ ਟੈਸਟ",coding check
ਏਨਕੋਡਿੰਗ ਫਾਰਮ,coding form
"1. ਏਨਕੋਡਿੰਗ ਸ਼ੀਟ, 2. ਕੋਡਿੰਗ ਸ਼ੀਟ",coding sheet
ਗੁਣਾਂਕ,coefficient
ਤਾਲਮੇਲ,coherence
"1.ਕੋਲਡ ਬੂਟ, 2.ਕੋਲਡ ਸਟਾਰਟ",cold boot
ਠੰਡੀ ਸ਼ੁਰੂਆਤ,cold start
ਮਦਦ ਕਰੋ,collaboration
ਢਹਿ,collapse
"1.ਇਨਕਾਰਪੋਰੇਸ਼ਨ, 2.ਕੰਕਟੇਨੇਟ",collate
"1. ਇੰਡੈਕਸਡ ਟੇਪ, 2. callet ਟੇਪ",collate tape
ਟੱਕਰ,collision
ਕੋਲਨ,colon
"1.ਅੱਖਰ, 2.ਰੰਗ",colour (color)
ਰੰਗ ਸੰਤ੍ਰਿਪਤਾ,colour saturation
ਰੰਗ ਸਾਰਣੀ,colour table
ਥੰਮ੍ਹ,column
ਸੁਮੇਲ,combination
ਮਿਸ਼ਰਿਤ ਬਾਕਸ,combo box
"1.command, 2.command",command
ਕਮਾਂਡ ਬਟਨ,command button
ਹੁਕਮ ਸੂਚੀ,command list
ਟਿੱਪਣੀ,comment
"1. ਵਚਨਬੱਧਤਾ, 2. ਵਚਨਬੱਧਤਾ",commitment
ਗੱਲ,commodity
ਕਾਮਨ ਬਿਜ਼ਨਸ ਓਰੀਐਂਟਿਡ ਲੈਂਗੂਏਜ (COBOL),Common Business Oriented Language (Cobol)
ਆਮ ਗਲਤੀ,common error
ਆਮ ਭਾਸ਼ਾ,common language
"1. ਆਮ ਨਾਮ, 2. ਆਮ ਰੁਟੀਨ",common routine
ਸੰਚਾਰ,communication
ਸੰਚਾਰ ਲਾਈਨ,communication line
ਸੰਚਾਰ ਮੋਡ,communication mode
"1. ਸੰਚਾਰ ਨੈੱਟਵਰਕ, 2. ਸੰਚਾਰ ਨੈੱਟਵਰਕ",communication network
ਸੰਚਾਰ ਪੈਰਾਮੀਟਰ,communication parameter
ਸੰਚਾਰ ਸਿਸਟਮ,communication system
ਸੰਕੁਚਿਤ,compaction
ਕੰਪ੍ਰੈਸਰ,compander
ਸੰਕੁਚਨ ਸੰਚਾਰ,companding
ਕੰਪਨੀ ਨੈੱਟਵਰਕ,company network
ਤੁਲਨਾ ਟੈਸਟ,comparison test
"1. ਇਕਸਾਰਤਾ, 2. ਅਨੁਕੂਲਤਾ",compatibility
ਅਨੁਕੂਲ,compatible
ਸੰਕਲਨ,compilation
ਸੰਕਲਨ ਅਤੇ ਐਗਜ਼ੀਕਿਊਸ਼ਨ,compile and go
"1.ਕੰਪਾਈਲਰ, 2.ਪ੍ਰੋਗਰਾਮ ਟ੍ਰਾਂਸਫਰਰ",compiler
ਕੰਪਾਈਲਰ ਭਾਸ਼ਾ,compiler language
ਪੂਰਕ,complementary
ਦਸ ਦਾ ਪੂਰਕ,complement-on-ten
ਪੂਰਕ,complementor
"1. ਪੂਰੀ ਤਰ੍ਹਾਂ ਗ੍ਰਹਿਣ ਕੀਤਾ, 2. ਪੂਰੀ ਤਰ੍ਹਾਂ ਹਾਸਲ ਕੀਤਾ",complete carry
ਮਿਸ਼ਰਿਤ,complex
ਕੰਪਲੈਕਸ ਨੰਬਰ,complex number
ਸੰਵਿਧਾਨਕ,component
com,component object model (COM)
ਸੰਯੁਕਤ,composite
ਸੁਮੇਲ,composition
"1.ਕੰਪਿਊਟੇਬਲ, 2.ਕੰਪਿਊਟੇਬਲ",computational
ਕੰਪਿਊਟਰ,computer
ਕੰਪਿਊਟਰ ਸੈਂਟਰ,computer centre
ਕੰਪਿਊਟਰ ਮਾਹਰ,computer expert
ਕੰਪਿਊਟਰ ਗਰਾਫਿਕਸ,computer graphics
ਕੰਪਿਊਟਰ ਦੀ ਹਦਾਇਤ,computer instruction
"1.ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ, 2.ਕੰਪਿਊਟਰ ਭਾਸ਼ਾ",computer language
"1. ਕੰਪਿਊਟਰ ਨੈੱਟਵਰਕ, 2. ਕੰਪਿਊਟਰ ਨੈੱਟਵਰਕ",computer network
ਕੰਪਿਊਟਰ ਵਿਗਿਆਨ,computer science
ਕੰਪਿਊਟਰ ਸੁਰੱਖਿਆ,computer security
ਕੰਪਿਊਟਰ ਸਿਮੂਲੇਸ਼ਨ,computer simulaton
ਕੰਪਿਊਟਰ ਮਾਹਰ,computer specialist
ਕੰਪਿਊਟਰੀਕਰਨ,computerisation
ਕੰਪਿਊਟਰਿਸਟ,computerist
ਕੰਪਿਊਟਰੀਕਰਨ,computerize
"1.ਗਣਨਾ, 2. ਗਣਨਾ",computing
ਸੰਕਲਪ,concept
"1. ਸਮਰੂਪਤਾ, 2. ਇਕਸਾਰਤਾ, 3. ਇਕਸਾਰਤਾ",concurrency
"ਸਮਕਾਲੀ, ਸਮਾਨ",concurrent
ਪਾਬੰਦੀ ਵੇਰੀਏਬਲ,condition variable
ਪ੍ਰਤਿਬੰਧਿਤ ਓਪਰੇਟਰ,conditional operator
ਪ੍ਰਤੀਬੰਧਿਤ ਬਿਆਨ,conditional statement
ਡਰਾਈਵਰ,conductor
"1. ਦੂਰ ਦੀ ਕਾਨਫਰੰਸ, 2. ਕਾਨਫਰੰਸ",conferencing
ਗੋਪਨੀਯਤਾ,confidentiality
"1. ਸੰਰਚਨਾ, 2. ਸੰਰਚਨਾ",configuration
ਭੀੜ,congestion
ਸੁਮੇਲ,conjunction
ਕੁਨੈਕਸ਼ਨ ਦੀ ਗਤੀ,connect speed
ਕੁਨੈਕਸ਼ਨ,connection
ਕੁਨੈਕਸ਼ਨ ਰਹਿਤ ਸੰਚਾਰ,connection less communication
ਮਾਨਤਾ ਰੀਲੀਜ਼,connection release
ਕਨੈਕਟੀਵਿਟੀ,connectivity
"1. ਕਨੈਕਟਰ, 2. ਕਨੈਕਟਰ",connector
ਲਗਾਤਾਰ,consecutive
Ran leti,consequent
ਕੰਸੋਲ,console
ਏਕੀਕਰਨ,consolidation
"1. ਅਸਾਈਨਮੈਂਟ, 2. ਸਥਿਰ",constant
ਲਗਾਤਾਰ ਹਦਾਇਤ,constant instruction
ਪ੍ਰਤਿਬੰਧਿਤ,constraint
ਕੰਸਟਰਕਟਰ,constructor
ਘੜਾ,container
"1. ਸਮੱਗਰੀ, 2. ਅੰਸ਼",content
ਸੰਦਰਭ,context
ਸੰਦਰਭ ਮੁਕਤ ਵਿਆਕਰਣ (cfg),context free grammar (CFG)
ਸੰਦਰਭ ਸਵਿੱਚ,context switch
"1.ਆਮ, 2.ਸੰਬੰਧੀ",contingency
ਅੰਤਰ,contraction
ਉਲਟ,contrast
ਕੰਟਰੋਲ,control
ਕੰਟੇਨਮੈਂਟ ਜ਼ੋਨ,control area
ਕੰਟਰੋਲ ਬਿੱਟ,control bit
ਕੰਟਰੋਲਰ ਬੱਸ,control bus
ਕੰਟਰੋਲ ਕਾਰਡ,control card
ਕੰਟਰੋਲ ਸਰਕਟ,control circuit
ਕੰਟਰੋਲ ਵੀਲ,control cycle
"1. ਕੰਟਰੋਲ ਇੰਜੀਨੀਅਰਿੰਗ, 2. ਕੰਟਰੋਲ ਇੰਜੀਨੀਅਰਿੰਗ",control engineering
ਕੰਟਰੋਲ ਕੁੰਜੀ,control key
ਨਿਯੰਤਰਣ ਤਰਕ,control logic
ਕੰਟਰੋਲ ਲੂਪ,control loop
ਕੰਟਰੋਲ ਚਿੰਨ੍ਹ,control mark
ਕੰਟਰੋਲ ਕਾਰਵਾਈ,control operation
ਕਨ੍ਟ੍ਰੋਲ ਪੈਨਲ,control panel
ਕੰਟਰੋਲ ਸਿਗਨਲ,control signal
ਕੰਟਰੋਲ ਸਵਿੱਚ,control switch
ਕੰਟਰੋਲ ਟੇਪ,control tape
"1. ਕੰਟਰੋਲ ਟਰਮੀਨਲ, 2. ਕੰਟਰੋਲ ਟਰਮੀਨਲ",control terminal
"1. ਕੰਟਰੋਲ ਯੂਨਿਟ, 2. ਕੰਟਰੋਲ ਯੂਨਿਟ",control unit (CU)
ਕਨਵਰਜੈਂਸ,convergence
ਸੰਵਾਦ,conversation
ਗੱਲਬਾਤ ਕਾਲ,conversational time sharing
ਤਬਦੀਲੀ,conversion
ਪਰਿਵਰਤਕ,converter
ਕੁੱਕ ਦਾ ਸਿਧਾਂਤ,Cook's theorem
ਸਹਿ-ਪ੍ਰੋਸੈਸਰ,co-processor
ਕਾਪੀ,copy
ਕਾਪੀਰਾਈਟ,copyright
ਰੱਸੀ,cord
"1.ਤਾਰ ਰਹਿਤ ਟੈਲੀਫੋਨ, 2. ਵਾਇਰਲੈੱਸ ਟੈਲੀਫ਼ੋਨ, 3. ਵਾਇਰਲੈੱਸ ਟੈਲੀਫ਼ੋਨ",cordless telephone
ਸਬਥੀਓਰਮ,corollary
ਸੋਧ,correction
"1. ਬੇਕਾਰ, 2. ਵਿਗੜਿਆ",corrupted
ਗਣਨਾ,count
ਸਕੋਰਰ,counter
ਦੇਸ਼ ਦਾ ਕੋਡ,country code
ਸਹਿਵਿਹਾਰ,covariance
"1. ਸਕੋਪ ਖੇਤਰ, 2. ਪ੍ਰਸਾਰਣ",coverage
ਢਹਿ,crash
ਨਾਜ਼ੁਕ ਮਾਰਗ,critical path
ਨਾਜ਼ੁਕ ਮਾਰਗ ਵਿਧੀ (CPM),critical path method (CPM)
"1. ਕਰਾਸ ਟੈਸਟ, 2. ਕਰਾਸ ਟੈਸਟ",cross check
"1.ਕਰਾਸ ਪ੍ਰੋਗਰਾਮੇਬਲ-ਟ੍ਰਾਂਸਫਰ, 2. ਪ੍ਰਤੀ ਪ੍ਰੋਗਰਾਮੇਬਲ",cross compiler
ਅਪ੍ਰਸੰਗਿਕ ਸਿਗਨਲ,cross fire
ਬੇਲੋੜੀ ਗੱਲ,cross talk
ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ,cryptographic
"1. ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ, 2. ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ, 3. ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ",cryptography
ਮੁਦਰਾ ਪ੍ਰਤੀਕ,currency symbol
ਮੌਜੂਦਾ ਡਾਇਰੈਕਟਰੀ,current directory
ਮੌਜੂਦਾ ਵਿੰਡੋ,current window
ਕਰਸਰ,cursor
ਕਰਵ,curve
"1. ਕੱਟੋ ਅਤੇ ਪੇਸਟ ਕਰੋ, 2. ਕੱਟੋ ਅਤੇ ਪੇਸਟ ਕਰੋ",cut and paste
ਕੱਟਣ ਦਾ ਤਰੀਕਾ,cut method
ਸਾਈਬਰ,cyber
ਸਾਈਬਰ ਕੈਫੇ,cyber café
ਸਾਈਬਰ ਨਕਦ,cyber cash
ਸਾਈਬਰ ਅਪਰਾਧ,cyber crime
ਸਾਈਬਰ ਡੇਲੇਕਸ,cyber delics
ਸਾਈਬਰ ਕਾਨੂੰਨ,cyber law
ਸਾਈਬਰ ਸੈਕਸ,cyber sex
"1. ਸਾਈਬਰ ਸਾਇੰਸ, 2. ਸਾਈਬਰਨੇਟਿਕਸ",cybernatics
"1.ਸਾਈਬਰੀਕਰਨ, 2. ਸਾਈਬਰੀਕਰਨ",cybernation
ਚੱਕਰ,cycle
"1. ਚੱਕਰ ਮੈਮੋਰੀ, 2. ਚੱਕਰ ਮੈਮੋਰੀ",cycle memory
ਚੱਕਰ ਦਾ ਨੁਕਸਾਨ,cycle steal
ਚੱਕਰ ਵਾਰ,cycle time
ਚੱਕਰੀ,cyclic
ਡੈਮਨ,daemon
ਡੇਜ਼ੀ ਚੱਕਰ,daisy wheel
ਡਾਟਾ ਪ੍ਰਬੰਧਕ,data administrator
ਡਾਟਾ ਵੰਡ,data allocation
"1.ਡਾਟਾ ਖੇਤਰ, 2.ਡਾਟਾ ਖੇਤਰ",data area
"1. ਡਾਟਾ ਐਰੇ, 2. ਡਾਟਾ ਐਰੇ",data array
"1.ਡਾਟਾ-ਬੇਸ, 2.ਡਾਟਾਬੇਸ",data base
ਡਾਟਾ ਫਰੈਗਮੈਂਟੇਸ਼ਨ,data break
"1. ਡਾਟਾ ਬੱਸ, 2. ਡਾਟਾ ਬੱਸ",data bus
"1.ਡਾਟਾ ਕੈਰੀਅਰ, 2.ਡਾਟਾ ਕੈਰੀਅਰ",data carrier
ਡਾਟਾ ਸੈੱਲ,data cell
"1.ਡਾਟਾ ਸਿਸਟਮ, 2.ਡਾਟਾ ਚੈਨਲ",data channel
ਡਾਟਾ ਸੰਚਾਰ,data communication
"1.ਡਾਟਾ ਕੰਪਰੈਸ਼ਨ, 2.ਡਾਟਾ ਕੰਪਰੈਸ਼ਨ",data compression
ਡਾਟਾ ਖੇਤਰ,data field
ਡਾਟਾ ਫਾਇਲ,data file
"1. ਡੇਟਾ ਫਲੋ, 2. ਡੇਟਾ ਫਲੋ",data flow
"1.ਡਾਟਾ ਫਲੋਚਾਰਟ, 2.ਚਾਰਟ",data flow Chart
ਡਾਟਾ ਲੜੀ,data hierarchy
ਡਾਟਾ ਪੱਧਰ,data level
"1.ਡਾਟਾ ਕਲੈਕਸ਼ਨ, 2.ਡਾਟਾ ਲਾਇਬ੍ਰੇਰੀ",data library
ਡਾਟਾ ਲਿੰਕ ਪਰਤ,data link layer
ਡਾਟਾ ਲਿੰਕ ਲੇਅਰ (DLL),data link layer (DLL)
"1.ਡਾਟਾ ਪ੍ਰਬੰਧਨ, 2.ਡਾਟਾ ਪ੍ਰਬੰਧਨ",data management
"1.ਡਾਟਾ ਗਣਨਾ, 2.ਡਾਟਾ ਗਣਨਾ",data manipulation
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਭਾਸ਼ਾ (DML),data manipulation language (DML)
ਡਾਟਾ ਮਾਡਮ ਡਾਟਾ ਮਾਡਮ,data modem
"1.ਡਾਟਾ ਸੋਧ, 2.ਡਾਟਾ ਸੋਧ",data modification
"1.ਡਾਟਾ ਨੈੱਟਵਰਕ, 2.ਡਾਟਾ ਨੈੱਟਵਰਕ",data network
"1.ਡਾਟਾ ਓਪਰੇਸ਼ਨ, 2.ਡਾਟਾ ਓਪਰੇਸ਼ਨ",data operation
"1. ਡਾਟਾ ਸੰਸਥਾਵਾਂ, 2. ਡਾਟਾ ਸੰਗਠਨ",data organization
"1. ਡਾਟਾ ਆਉਟਪੁੱਟ, 2. ਡਾਟਾ ਆਉਟਪੁੱਟ",data output
"1.ਡਾਟਾ ਪਾਥ, 2.ਡਾਟਾ ਪਾਥ",data path
"1. ਡੇਟਾ ਤਿਆਰੀ, 2. ਡੇਟਾ ਤਿਆਰੀ",data prepration
"1.ਡਾਟਾ ਗੋਪਨੀਯਤਾ, 2.ਡਾਟਾ ਗੋਪਨੀਯਤਾ",data privacy
"1. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ, 2. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ",data processor
"1.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ, 2.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ",data protection
"1. ਡਾਟਾ ਰਿਕਾਰਡ, 2. ਡਾਟਾ ਰਿਕਾਰਡ",data record
"1. ਡਾਟਾ ਪ੍ਰਾਪਤੀ, 2. ਡਾਟਾ ਪ੍ਰਾਪਤੀ",data retrieval
"1. ਡੇਟਾ ਰੁਟੀਨ, 2. ਡੇਟਾ ਰੁਟੀਨ",data routine
"1.ਡਾਟਾ ਸੁਰੱਖਿਆ, 2.ਡਾਟਾ ਸੁਰੱਖਿਆ",data security
"1.ਡਾਟਾ ਸੈੱਟ, 2. ਡਾਟਾ ਸੈੱਟ",data set
"1.ਡਾਟਾ ਸਿਗਨਲ, 2.ਡਾਟਾ ਸਿਗਨਲ",data signal
"1. ਡੇਟਾ ਐਕਸੈਸ, 2. ਡੇਟਾ ਐਕਸੈਸ",data sink
"1.ਡਾਟਾ ਸਰੋਤ, 2.ਡਾਟਾ ਸਰੋਤ",data source
"1.ਡਾਟਾ ਨਿਰਧਾਰਨ, 2. ਡਾਟਾ ਨਿਰਧਾਰਨ",data specification
"1.ਡਾਟਾ ਸੈਂਟਰ, 2.ਡਾਟਾ ਸੈਂਟਰ",data station
"1. ਡੇਟਾ ਸਟੋਰੇਜ, 2. ਡੇਟਾ ਸਟੋਰੇਜ",data storage
ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ,data storage structure
"1. ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਡਾਟਾ ਸਟ੍ਰਕਚਰ",data structure
"1.ਡਾਟਾ ਸਵਿੱਚ, 2.ਡਾਟਾ ਸਵਿੱਚ",data switch
"1.ਡਾਟਾ ਸਾਰਣੀ, 2.ਡਾਟਾ ਸਾਰਣੀ",data table
"1.ਡਾਟਾ ਅੰਤ, 2. ਡਾਟਾ ਖਤਮ",data terminal
"1. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ, 2. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ",data transcription
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ, 2. ਡਾਟਾ ਸੰਚਾਰ",data transfer
"1. ਡਾਟਾ ਸੰਚਾਰ, 2. ਡਾਟਾ ਸੰਚਾਰ",data transmission
"1.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ, 2.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ",data transmission Channel
"1. ਡੇਟਾ ਫਾਰਮੈਟ, 2. ਡੇਟਾ ਫਾਰਮੈਟ",data type
"1. ਡੇਟਾ ਯੂਨਿਟ, 2. ਡੇਟਾ ਯੂਨਿਟ",data unit
"1.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ, 2.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ",data validation
ਡਾਟਾਬੇਸ,database
ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ,database adminstration
ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ,database design
ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ,database management system
"1.ਡਾਟਾਗਰੇਵ, 2.ਡਾਟਾਗਰੇਵ",datagrav
"1. ਡਾਟਾ, 2. ਡਾਟਾ",datum
"1.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ, 2.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ",dead zone
ਡੈੱਡਲਾਕ,deadlock
ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ,deadlock prevention
ਨੁਕਸ ਕਲੀਅਰੈਂਸ,debug
"1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ",decision box
ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ,decision making process
ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ,decision support system
ਫੈਸਲੇ ਦਾ ਰੁੱਖ,decision tree
"1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ",decoder
ਭੰਗ ਅਸੂਲ,decomposition principle
ਡੀਕੋਡਿੰਗ,decryption
ਸਮਰਪਿਤ ਸਿਸਟਮ,dedicated channel
ਸਮਰਪਿਤ ਪ੍ਰੈਸ,dedicated port
ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN),defence data network (DDN)
ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ,defence information system
ਏਕੀਕਰਣ,defragmentation
ਦੇਰੀ,delay
ਦੇਰੀ ਕਾਊਂਟਰ,delay counter
ਦੇਰੀ ਦਾ ਸਮਾਂ,delay time
"1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ",delete
ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ,deletion record
ਡੀਲੀਮੀਟਰ,delimiter
ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ,delta modulation
ਮੰਗ ਪੰਨਾ,demand paging
ਪ੍ਰਦਰਸ਼ਨ,demo
demodulation,demodulation
ਵਿ- ਮਲਟੀਪਲੈਕਸਰ,demultiplexer
ਅਸਧਾਰਨਕਰਨ,denormalization
"1. ਘਣਤਾ, 2. ਘਣਤਾ",density
"1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ",dependency
ਨਿਰਭਰ ਇਕਾਈ,dependent unit
ਕਤਾਰ,dequeue
"1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ",dereferencing
ਲਿਆ ਰੁੱਖ,derivation tree
ਪ੍ਰਾਪਤ ਖੇਤਰ,derived field
ਘਟਦੀ ਲੜੀ,descending sort
ਡਿਜ਼ਾਈਨ,design
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,desk calculator
ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ,desk top computer
ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ,desktop presentation
ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ,desktop publishing (DTP)
ਡੈਸਕਟਾਪ ਵੀਡੀਓ,desktop video
ਮੰਜ਼ਿਲ ਪਤਾ,destination address
"1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ",destructer
ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ,deterministric automats
ਵਿਕਾਸਕਾਰ,developer
ਵਿਕਾਸ ਸਿਸਟਮ,development system
ਜੰਤਰ,device
ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ,device control unit
ਜੰਤਰ ਕੰਟਰੋਲਰ,device controller
ਜੰਤਰ ਪ੍ਰਬੰਧਨ,device management
