Odiya,Kannada
ବିପରୀତରେ |,ಇದಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ
ପ୍ରତିକ୍ରିୟା,ಉಲ್ಲಂಘನೆ
ଯୋଗୋଦାନ,ಕೊಡುಗೆ
ଯୋଗଦାନୀ ପେନ୍ସନ୍ ସ୍କିମ୍ |,ಕೊಡುಗೆ ಪಿಂಚಣಿ ಯೋಜನೆ
ଯୋଗଦାନ ପ୍ରଦାନକାରୀ ପାଣ୍ଠି |,ಕೊಡುಗೆ ಭವಿಷ್ಯ ನಿಧಿ
ନିୟନ୍ତ୍ରଣ,ನಿಯಂತ್ರಣ
ନିୟନ୍ତ୍ରଣକାରୀ ଅଧିକାରୀ |,ನಿಯಂತ್ರಕ ಅಧಿಕಾರಿ
ବିବାଦୀୟ,ವಿವಾದಕ
ବିବାଦୀୟ ବିଷୟ |,ವಿವಾದಾತ್ಮಕ ವಿಷಯ
ବିବାଦ |,ವಿವಾದ
ସୁବିଧା,ಅನುಕೂಲ
ସମ୍ମିଳନୀ,ಸಮಾವೇಶ
ପାରମ୍ପାରିକ |,ಸಾಂಪ್ರದಾಯಿಕ
କଥାବାର୍ତ୍ତା,ಹೇಸಿಕೆ
ରୂପାନ୍ତର,ಪರಿವರ್ತಿಸು
ରୂପାନ୍ତରିତ ଛୁଟି |,ಪರಿವರ್ತಿಸಿದ ರಜೆ
ମିଳନ,ರವಾನೆ
ମିଳନ ଭତ୍ତା,ಸಾಗಣೆ ಭತ್ಯೆ
ପରିବହନ କାର୍ଯ୍ୟ,ಸಾಗಣೆ ಪತ್ರ
ପରିବହନ ଖର୍ଚ୍ଚ,ಸಾಗಣೆ ವೆಚ್ಚಗಳು
ଦୋଷୀ,ಅಪರಾಧಿ
ବିଶ୍ୱାସ,ಅಪರಾಧ
ସମନ୍ୱୟ,ಸಮಾವೇಶ
ସମୟ ବନ୍ଦ କରିବା |,ಅವಧಿ ತಂಪಾಗಿಸುವುದು
ସହଯୋଗ,ಸಹಕಾರ
ସହଯୋଗୀ,ಸಹಕಾರಿ
ସହଯୋଗୀ ସମାଜ |,ಸಹಕಾರಿ ಸಮಾಜ
ସହ-ଅପ୍ଟ,ಸಹಕಾರ
ସହ-ବିକଳ୍ପ ସଦସ୍ୟ |,ಸಹಕಾರ ಸದಸ್ಯ
ସହଯୋଗୀ,ಸಮನ್ವಯ
ସହ-ମାଲିକ,ಸಹ-ಮಾಲೀಕ
ସହ-ଅଂଶୀଦାର,ಸಹಕಾರ
କପି କରନ୍ତୁ |,ನಕಲು
କପି କରିବା,ನಕಲು ಮಾಡುವುದು
କପିରାଇଟ୍,ಕೃತಿಸ್ವಾಮ್ಯ
କର୍ଡିଆଲ୍,ಸೌಜನ್ಯದ
କରୋନର୍,ಪಟ್ಟಣ
କର୍ପୋରେଟ୍ ଶରୀର |,ಸಾಂಸ್ಥಿಕ
କର୍ପୋରେଟ୍ ଯୋଜନା,ಕಾರ್ಪೊರೇಟ್ ಯೋಜನೆ
ନିଗମ,ನಿಗಮ
ନିଗମ କର,ಸಂಸ್ಥೆಯ ತೆರಿಗೆ
ସଂଶୋଧନ,ತಿದ್ದುಪಡಿ
ସଂଶୋଧନ ପଦକ୍ଷେପ (= ସଂଶୋଧନ),ಸರಿಪಡಿಸುವ ಕ್ರಮಗಳು (= ಸರಿಯಾದತೆಗಳು)
ଚିଠି,ಪತ್ರವ್ಯವಹಾರ
ସମ୍ବାଦଯୁକ୍ତ ପାଠ୍ୟକ୍ରମ |,ಪತ್ರವ್ಯವಹಾರ
ଚିଠି ଅଂଶ |,ಪತ್ರವ್ಯವಹಾರ
ସମ୍ବାଦଦାତା,ವರದಿಗಾರ
ଅନୁରୂପ,ಅನುಗುಣವಾದ
କର୍ତ୍ତିରିଣ୍ଡୁମ,ಒಂದು ಬಗೆಯ ರಾಶಿ
ସ୍ମରଣ କର,ದೃobಿಸು
ଅହଂକାର,ದೃobೀಕರಣ
ଦୁର୍ନୀତିଗ୍ରସ୍ତ,ಭ್ರಷ್ಟ
ଦୁର୍ନୀତି,ಭ್ರಷ್ಟಾಚಾರ
ଭ୍ରଷ୍ଟ ଅଭ୍ୟାସ |,ಭ್ರಷ್ಟ ಅಭ್ಯಾಸ
କସମୋପଲିଟାନ ସହର |,ಕಾಸ್ಮೋಪಾಲಿಟನ್ ನಗರ
ମୂଲ୍ୟ,ಬೆಲೆ
ମୂଲ୍ୟ,ವೆಚ್ಚ ಅಕೌಂಟೆಂಟ್
ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
ମୂଲ୍ୟ ଛାତ,ವೆಚ್ಚದ ಸೀಲಿಂಗ್
ଫଳ ପ୍ରଭାବଶାଳୀତା |,ವೆಚ್ಚ ಪರಿಣಾಮಕಾರಿತ್ವ
ଜୀବନର ମୂଲ୍ୟ,ಜೀವನ ವೆಚ್ಚ
ମୂଲ୍ୟ ଓଭରରୁନ୍,ವೆಚ್ಚ ಅತಿಕ್ರಮಣ
କୁଟିଜ ଶିଳ୍ପ |,ಕಾಟೇಜ್ ಉದ್ಯಮ
ପରିଷଦ,ಸಮಾಧಿ ಮಂಡಳಿ
ମନ୍ତ୍ରୀଙ୍କ ପରିଷଦ,ಮಂತ್ರಿಗಳ ಮಂಡಳಿ
ପରିଷଦର ପରିଷଦ |,ಕೌನ್ಸಿಲ್ ಆಫ್ ಸ್ಟೇಟ್ಸ್
ପରାମର୍ଶ,ವಕೀಲ
କାଉନସେଲିଂ,ಸಮಾಲೋಚನೆ
କାଉଣ୍ଟର,ಪ್ರತಿಕೂಲತೆ
କାଉଣ୍ଟର କାର୍ଯ୍ୟ,ಕೌಂಟರ್ ಕ್ರಿಯೆ
କାଉଣ୍ଟର ଆଫିଡେଭିଟ୍ |,ಕೌಂಟರ್ ಅಫಿಡವಿಟ್
କାଉଣ୍ଟର ଚାର୍ଜ |,ಕೌಂಟರ್ ಚಾರ್ಜ್
କାଉଣ୍ଟର ଦାବି,ಪ್ರತಿರೋಧ
ନକଲି ମୁଦ୍ରା |,ನಕಲಿ ಕರೆನ್ಸಿ
ନକଲି,ನಕಲಿಸುವುದು
Cauterfel,ನಕಲಿ
କାଉଣ୍ଟର ଅଫର୍ |,ಕೌಂಟರ್ ಕೊಡುಗೆ
କାଉଣ୍ଟରଜିନ୍ସ |,ಪ್ರತಿರೋಧಿಸು
ପୁଲୱାମା ଆକ୍ରମଣ,ದಂಗ
କୁପନ୍ |,ಕೂಪನ್
କ୍ୟୁରିଅର୍,ಕೊರಿಯಾ
କ୍ୟୁରିଅର୍ ସେବା,ಕೊರಿಯರ್ ಸೇವೆ
ପାଠ୍ୟକ୍ରମ,ಕೋರ್ಸ್
ଅଧ୍ୟୟନର ପାଠ୍ୟକ୍ରମ,ಅಧ್ಯಯನದ ಕೋರ್ಸ್‌ಗಳು
କୋର୍ଟ କେସ୍,ನ್ಯಾಯಾಲಯದ ಪ್ರಕರಣ
ସ es ଜନ୍ୟ,ಸೌಜನ್ಯ
ଛୋଟ କାରଣର କୋର୍ଟ |,ಸಣ್ಣ ಕಾರಣಗಳ ನ್ಯಾಯಾಲಯ
ଚୁକ୍ତି,ಒಡಂಬಡಿಕೆ
ଆବରଣ |,ಹೊದಿಕೆ
କଭରେଜ୍,ವ್ಯಾಪ್ತಿ
ଅକ୍ଷର ଅକ୍ଷର,ಪತ್ರ
ମେମୋ ଆଚ୍ଛାଦନ କରେ |,ಒಳಗೊಂಡ ಜ್ಞಾಪಕ ಪತ್ರ
ନୋଟ୍ ନୋଟ୍ |,ಒಳಗೊಂಡಿರುವ ಟಿಪ್ಪಣಿ
କ୍ରାସ୍ ପ୍ରୋଗ୍ରାମ୍ |,ಕ್ರ್ಯಾಶ್ ಕಾರ್ಯಕ್ರಮ
କ୍ରିମି ସ୍ତର |,ಕೆನೆಮಾರ್ಗ
ସୃଷ୍ଟି,ರಚನೆ
ସୃଜନଶୀଳ |,ಸೃಜನಶೀಲ
ସୃଜନଶୀଳତା,ಸೃಜನಶೀಲತೆ
କିରେ,ಕ್ರೀಚ್
ପରିଚୟପତ୍ର କମିଟି |,ರುಜುವಾತುಗಳ ಸಮಿತಿ
ବିଶ୍ୱସନୀୟତା,ವಿಶ್ವಾಸಾರ್ಹತೆ
କ୍ରେଡିଟ୍,ಮನ್ನಣೆ
କ୍ରେଡିଟ୍,ಹಿತಕರವಾದ
କ୍ରେଡିଟ୍ ପରାମର୍ଶ |,ಮನ್ನಣೆ ಸಲಹೆ
କ୍ରେଡିଟ୍ ଏବଂ ଥ୍ରିଫ୍ଟ ସମାଜ |,ಕ್ರೆಡಿಟ್ ಮತ್ತು ಮಿತವ್ಯಯದ ಸಮಾಜ
କ୍ରେଡିଟ୍ କାର୍ଡ଼,ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್
କ୍ରେଡିଟ୍ ସୁବିଧା,ಸಾಲ ಸೌಲಭ್ಯಗಳು
କ୍ରେଡିଟ୍ ଏଣ୍ଟ୍ରି,ಕ್ರೆಡಿಟ್ ಪ್ರವೇಶ
କ୍ରେଡିଟ୍ ଟିପ୍ପଣୀ,ಕ್ರೆಡಿಟ್ ಟಿಪ್ಪಣಿ
କ୍ରେସର୍ମର,ಸಾಲದಾತ
ଶବଦାହ,ದಹನ
ଶବଦାହ ଭୂମି,ದಹನ ಮೈದಾನ
କ୍ରୁ,ಸಿಬ್ಬಂದಿ
ଅପରାଧ,ಅಪರಾಧ
ବିଶ୍ୱାସର ଅପରାଧ ଉଲ୍ଲଂଘନ |,ನಂಬಿಕೆಯ ಕ್ರಿಮಿನಲ್ ಉಲ್ಲಂಘನೆ
ଅପରାଧିକ କୋର୍ଟ |,ಅಪರಾಧ ನ್ಯಾಯಾಲಯ
ଅପରାଧିକ ଅବହେଳା |,ಕ್ರಿಮಿನಲ್ ನಿರ್ಲಕ್ಷ್ಯ
ଅପରାଧିକ ଅପରାଧ |,ಕ್ರಿಮಿನಲ್ ಅಪರಾಧ
ଅପରାଧିକ ପ୍ରଣାଳୀ କୋଡ୍ |,ಕ್ರಿಮಿನಲ್ ಪ್ರೊಸೀಜರ್ ಕೋಡ್
ସଙ୍କଟ,ಬಿಕ್ಕಟ್ಟು
ସଙ୍କଟ ପରିଚାଳନା,ಬಿಕ್ಕಟ್ಟು ನಿರ್ವಹಣೆ
ମାନଦଣ୍ଡ,ಮಾನದಂಡ
ସମାଲୋଚନା,ವಿಚಾರಣೆ
କ୍ରସ୍,ಶಿಲುಬೆ
କ୍ରସ୍ ପ୍ରଜାତି,ಅಡ್ಡ -ತಳಿ
କ୍ରସ୍ ଯାଞ୍ଚ |,ಅಡ್ಡ ಪರಿಶೀಲನೆ
କ୍ରସ୍ ଚେକ୍ |,ಅಡ್ಡ ಚೆಕ್
କ୍ରସ୍ ପରୀକ୍ଷା,ಅಡ್ಡ -ಪರೀಕ್ಷೆ
କ୍ରସ୍ ରେଫରେନ୍ସ,ಅಡ್ಡ -ಉಲ್ಲೇಖ
ବହିଷ୍କାର,ಅಡ್ಡ ಮತದಾನ
ବହୁମୂଲିକ ତାରିଖ,ನಿರ್ಣಾಯಕ ದಿನಾಂಕ
ଅଶୋଧିତ,ಕಚ್ಚಾ
କୁଲିପେବଲ୍ ହୋମିଡ୍ |,ಅಪರಾಧಿ ನರಹತ್ಯೆ
ଦୋଷୀ,ಅಪರಾಧಿ
ଚାଷ,ಕೃಷಿ
ସାଂସ୍କୃତିକ ବିନିମୟ କାର୍ଯ୍ୟକ୍ରମ |,ಸಾಂಸ್ಕೃತಿಕ ವಿನಿಮಯ ಕಾರ್ಯಕ್ರಮ
ଜମୁଲେଟିଭ୍ |,ಸಂಚಿತ
ମୁଦ୍ରା |,ಕರೆನ್ಸಿ
ମୁଦ୍ରା ବିନିମୟ,ಕರೆನ್ಸಿ ವಿನಿಮಯ
ମୁଦ୍ରା ଟିପ୍ପଣୀ,ಕರೆನ್ಸಿ ಟಿಪ್ಪಣಿ
ସାମ୍ପ୍ରତିକ,ಪ್ರಸ್ತುತ
ସାମ୍ପ୍ରତିକ ଆକାଉଣ୍ଟ୍ |,ಚಾಲ್ತಿ ಖಾತೆ
ସାମ୍ପ୍ରତିକ କାର୍ଯ୍ୟଗୁଡିକ |,ಪ್ರಸ್ತುತ ಕರ್ತವ್ಯಗಳು
ସାମ୍ପ୍ରତିକ ଅଧିବେଶନ |,ಪ್ರಸ್ತುತ ಅಧಿವೇಶನ
ପାଠ୍ୟକ୍ରମ ଭିଟା |,ಪಠ್ಯಕ್ರಮ ವಿಟಾ
କୋର୍ଟସେଲ,ಮೊಟಕುಗೊಳಿಸು
ରକ୍ଷକ,ಪಾಲಕ
ହେପାଜତ,ಪಾಲನೆ
କଷ୍ଟମ୍,ರೂ customಿ
କଷ୍ଟମ୍,ರೂ customಿ
ପ୍ରଥା,ರೂ customಿಯ
ପାରମ୍ପାରିକ ପଦ୍ଧତି |,ರೂ customಿಯ ವಿಧಾನ
କଷ୍ଟମ୍ ଡ୍ୟୁଟି |,ಕಸ್ಟಮ್ ಕರ್ತವ್ಯ
ଗ୍ରାହକ,ಗ್ರಾಹಕ
ଗ୍ରାହକ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ |,ಗ್ರಾಹಕ ಸ್ನೇಹಿ
କଷ୍ଟମ୍ ପରୀକ୍ଷା,ಕಸ್ಟಮ್ ಪರೀಕ್ಷೆ
କାଟିଦେବା,ಕತ್ತರಿಸು
କାଟିବା,ಕತ್ತರಿಸಿ
ତାରିଖ କାଟିବା,ದಿನಾಂಕವನ್ನು ಕತ್ತರಿಸಿ
ଚକ୍ର,ಚಕ್ರ
ପ୍ରତିଦିନ |,ದೈನಂದಿನ
ଦ Daily ନିକ ଭତ୍ତା,ದೈನಂದಿನ ಭತ್ಯೆ
ଦ Daily ନିକ ଡାଏରୀ |,ದೈನಂದಿನ ದಿನಚರಿ
ଦ Daily ନିକ ରେଜିଷ୍ଟର |,ದೈನಂದಿನ ನೋಂದಣಿ
ଦ Daily ନିକ ରିପୋର୍ଟ,ದೈನಂದಿನ ವರದಿ
ଦ Daily ନିକ ରୁଟିନ୍ |,ದಿನಚರಿ
ଦ daily ନିକ ବେତନ,ದೈನಂದಿನ ವೇತನ
DAK ପର୍ଯ୍ୟାୟ |,ಡಾಕ್ ಹಂತ
ଧର,ಬಿರಡೆ
କ୍ଷତି,ಹಾನಿ
କ୍ଷତି,ಹಾನಿ
ବିପଜ୍ଜନକ |,ಅಪಾಯಕರ
ସାହସୀ,ಧೈರ್ಯ
ତଥ୍ୟ,ದತ್ತ
ଡାଟା ବ୍ୟାଙ୍କ |,ದತ್ತಾಂಶ ಬ್ಯಾಂಕ್
ତଥ୍ୟ ବେସ,ದತ್ತಾಂಶಗಳು
ତଥ୍ୟ ସଂଗ୍ରହ,ಮಾಹಿತಿ ಸಂಗ್ರಹ
ତଥ୍ୟ ଖାଇବାକୁ,ದತ್ತಾಂಶ ಪೋಷಣೆ
ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |,ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ
ତାରିଖ,ದಿನಾಂಕ
ଆସିବାର ତାରିଖ,ಆಗಮನದ ದಿನಾಂಕ
ଜନ୍ମଦିନ,ಹುಟ್ತಿದ ದಿನ
ପ୍ରସ୍ଥାନ ତାରିଖ,ನಿರ್ಗಮನ ದಿನಾಂಕ
ଡିସଚାର୍ଜ ତାରିଖ |,ವಿಸರ್ಜನೆಯ ದಿನಾಂಕ
ପରିପକ୍ୱତା ତାରିଖ,ಪಕ್ವತೆಯ ದಿನಾಂಕ
ରସିଦ ତାରିଖ,ರಶೀದಿ ದಿನಾಂಕ
ତାରିଖ ଷ୍ଟାମ୍ପ |,ದಿನಾಂಕದ ಅಂಚೆಚೀಟಿ
ଦିନ ସ୍କୋଲାର୍ |,ದಿನದ ವಿದ್ವಾಂಸ
ଦିନ ଶିଫ୍ଟ |,ಹಗಲನ
ଅନୁଗ୍ରହର ଦିନ |,ಅನುಗ್ರಹದ ದಿನಗಳು
ଦିନ କାମକୁ ଦିନ |,ದಿನನಿತ್ಯದ ಕೆಲಸ
ମୃତ ଖାତା,ಜರಡಿ ಖಾತೆ
ସମୟସୀମା,ಜಡ ರೇಖೆ
ଜଳଖିଆ,ಅಸ್ತವ್ಯಸ್ತತೆ
ଡେଡ୍ ଷ୍ଟକ୍ ରେଜିଷ୍ଟର |,ಸತ್ತ ಸ್ಟಾಕ್ ರಿಜಿಸ್ಟರ್
ମୃତ ଓଜନ,ತೂಕ
କାରବାର,ಒಪ್ಪಂದ
ସହାୟକ କାରବାର |,ವ್ಯವಹಾರ ಸಹಾಯಕ
କାରବାର,ವ್ಯವಹಾರ
ମୃତ୍ୟୁ ବାର୍ଷିକୀ |,ಸಾವು ವಾರ್ಷಿಕೋತ್ಸವ
ପ୍ରିୟତା ଭତ୍ତା |,ತುಟ್ಟಿ ಭತ್ಯ
ମୃତ୍ୟୁ ଲାଭ,ಸಾವಿನ ಲಾಭ
ମୃତ୍ୟୁ-ଜମ୍-ଅବସର ଗ୍ରାଟେରୀତା |,ಡೆತ್-ಕಮ್-ರಿಟೈರೆಮೆಂಟ್ ಗ್ರಾಚ್ಯುಟಿ
ସେବାରେ ମୃତ୍ୟୁ,ಸೇವೆಯಲ್ಲಿ ಸಾವು
ଡାଉଟରଜୋଜାଓନିନ୍ |,ಡೌಥೊರಿಜಾಟಿಯೊ
ଦେବର,ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು
ଡେବିଟ୍,ಡೆಬಿಟ್
ଡେବିଟ୍ ପରାମର୍ଶ |,ಡೆಬಿಟ್ ಸಲಹೆ
ରୂଣ,ಸಾಲ
Debt ଣ ପରିଚାଳନା,ಸಾಲದ ನಿರ್ವಹಣೆ
Deb ଣଦାତା,ಸಾಲದವನು
ମୃତ,ಮರಣಹೊಂದಿದ
ଶାସନ,ಸಭ್ಯತೆ
ବିକେନ୍ଦ୍ରୀକରଣ,ವಿಕೇಂದ್ರೀಕರಣ
ନିଷ୍ପତ୍ତି ନେବେ,ನಿರ್ಧರಿಸುವ ಅಂಶ
ନିଷ୍ପତ୍ତି,ನಿರ್ಧಾರ
ନିର୍ଣ୍ଣୟ ନେବା,ತೀರ್ಮಾನ ಮಾಡುವಿಕೆ
ନିଷ୍ପତ୍ତି ନେବା ପ୍ରକ୍ରିୟା |,ನಿರ್ಧಾರ ಪ್ರಕ್ರಿಯೆ
ଘୋଷଣା,ಪ್ರಕಟಿಸುವುದು
ଆୟର ଘୋଷଣା |,ಆದಾಯದ ಘೋಷಣೆ
ଘୋଷିତ ମୂଲ୍ୟ |,ಘೋಷಿಸಿದ ಮೌಲ್ಯ
ଶପଥ କର,ಪ್ರಮಾಣವಚನದಲ್ಲಿ ಘೋಷಿಸಿ
ଡିକୋଡ୍ କରନ୍ତୁ |,ಹಗಲು
ଡେକଣ୍ଟ୍ରୋଲ୍ |,ಹತೋಟಿ ಮಾಡು
ବିଗାମୀ,ಅಲಂಕಾರ
କମିବା,ಇಳಿಸು
ଏହି ପରିସେଇ,ಸುಗಂಧ
ସମର୍ପଣ,ಸಮರ್ಪಣೆ
ରିହାତି,ಕಳೆಯಬಹುದಾದ
ରିହାତି,ಕಡಿತ
ଉତ୍ସରେ ରିହାତି,ಮೂಲದಲ್ಲಿ ಕಡಿತ
ଦରମାରୁ ରିହାତି,ಸಂಬಳದಿಂದ ಕಡಿತ
କାର୍ଯ୍ୟ,ಪತ್ರ
ବନ୍ଧକ କାର୍ଯ୍ୟ,ಅಡಮಾನದ ಪತ್ರ
ବିଶ୍ୱବିଦ୍ୟାଳୟ ବୋଲି ବିବେଚନା କରାଯାଏ |,ಡೀಮ್ಡ್ ಯೂನಿವರ್ಸಿಟಿ
ବଦନାମ,ಅಪಹರಿಸು
ଦେ ଫ୍ୟାକ୍ଟୋ,ವಸ್ತುತಃ
ନକଲ,ಅಪಹರಣ
ବଦନାମ,ಮಾನನಷ್ಟತೆ
ଡିଫଲ୍ଟ |,ಗಡಿಬಿಡಿ
ଡିଫଲ୍ଟର |,ಕಾಲ್ಚೀಲ
ତ୍ରୁଟିଯୁକ୍ତ,ದೋಷಯುಕ್ತ
ପ୍ରତିରକ୍ଷା,ರಕ್ಷಣೆ
ପ୍ରତିରକ୍ଷା ଉପଦେଶ,ರಕ್ಷಣಾ ಸಲಹೆಗಾರ
ପ୍ରତିରକ୍ଷା ଉତ୍ପାଦନ |,ರಕ್ಷಣಾ ಉತ್ಪಾದನೆ
ଅଭିଯୁକ୍ତ,ಪ್ರತಿವಾದಿ
ସ୍ଥଗିତ ରଖ |,ಮುಂದೂಡಿಕೆ
ସ୍ଥଗିତ ଖର୍ଚ୍ଚ,ಮುಂದೂಡಲ್ಪಟ್ಟ ಖರ್ಚು
ଅବମାନନା,ಧಿಕ್ಕಾರ
ନିଅଣ୍ଟ,ಕೊರತೆ
ନିଅଣ୍ଟ ବଜେଟ୍ |,ಕೊರತೆ ಬಜೆಟ್
ପରିଭାଷିତ କରନ୍ତୁ,ವಿವರಿಸು
ଅଟୋ,ಧಿಕ್ಕರಿಸು
ଭିକେସନ୍,ಅವನತಿ
ଡିଗ୍ରୀ,ಪದ
ନିର୍ବନ୍ଧ,ಕೈದಿಸು
ବିଳମ୍ବ,ವಿಳಂಬ
ପ୍ରତିନିଧୀ |,ನಿಯೋಗಿ
ପ୍ରତିନିଧୀ କର୍ତ୍ତୃପକ୍ଷ |,ನಿಯೋಜಿತ ಅಧಿಕಾರ
ପ୍ରତିନିଧୀ,ನಿಯೋಗ
ଶକ୍ତିର ପ୍ରତିନିଧୀ |,ಅಧಿಕಾರಗಳ ನಿಯೋಗ
ବିଲୋପ କରନ୍ତୁ |,ಅಳಿಸು
ବିଲୋପାଘ,ಅಳಿಸುವುದು
ଜାଣିଶୁଣି |,ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ
ବିଚାରପତି,ವಿವೇಚನೆ
ଦେଦକାର କରିବା |,ಭವ್ಯತೆ
ପ୍ରତାରଣା,ಗೋಪುರ
ବିତରଣ କର |,ತಲುಪಿಸು
ବିତରଣ,ವಿತರಣೆ
ଚାହିଦା,ಬೇಡಿಕೆ
ଟିପ୍ପଣୀ ଟିପ୍ପଣୀ ଟିପ୍ପଣୀ |,ಬೇಡಿಕೆಯ ಟಿಪ್ಪಣಿ
ଛକ,ಗಡಸು
Demi-garieruler,ಅರ್ಧಾಧಿಕಾರದ
ଗଣତନ୍ତ୍ର,ಪ್ರಜಾಪ್ರಭುತ್ವ
ପ୍ରଦର୍ଶନ,ಪ್ರದರ್ಶನ
ଗଣନିରୋଗରକରଣ,ನಿಡೂ
ଡେମୁରିଜ୍ |,ತುತ್ತಾಗಿಸು
ଅସ୍ୱୀକାର,ನಿರಾಕರಣೆ
ନାମ,ಪಂಗಡ
ଦେ ନୋଭୋ |,ದಾವೆ
ଅସ୍ୱୀକାର କର |,ನಿರಾಕರಿಸು
ବିଦାୟ,ಹೊರಟು ಹೋಗು
ବିଭାଗ,ವಿಭಾಗ
ବିଭାଗୀୟ,ಇಲಾಖೆಯ
ବିଭାଗୀୟ କାର୍ଯ୍ୟ,ಇಲಾಖಾ ಕ್ರಿಯೆ
ବିଭାଗୀୟ ଅନୁସନ୍ଧାନ |,ಇಲಾಖಾ ವಿಚಾರಣೆ
ବିଭାଗୀୟ ଅନୁସନ୍ଧାନ,ಇಲಾಖಾ ತನಿಖೆ
ବିଭାଗୀୟ ଅନିୟମିତତା |,ಇಲಾಖೆಯ ಅಕ್ರಮ
ବିଭାଗୀୟ ଲାଇବ୍ରେରୀ |,ವಿಭಾಗೀಯ ಗ್ರಂಥಾಲಯ
ବିଭାଗୀୟ ଅବହେଳା |,ಇಲಾಖಾ ನಿರ್ಲಕ್ಷ್ಯ
ବିଭାଗୀୟ ଅନୁମତି,ಇಲಾಖೆಯ ಅನುಮತಿ
ବିଭାଗୀୟ ଯୋଗ୍ୟତା ପରୀକ୍ଷା |,ವಿಭಾಗೀಯ ಅರ್ಹತಾ ಪರೀಕ್ಷೆ
ପ୍ରସ୍ଥାନ,ನಿರ್ಗಮನ
ନିର୍ଭରଶୀଳତା ପ୍ରମାଣପତ୍ର,ಅವಲಂಬನೆ ಪ್ರಮಾಣಪತ್ರ
ନିର୍ଭରଶୀଳ |,ಅವಲಂಬಿತ
ନିର୍ଭରଶୀଳ ପିଲାମାନେ |,ಅವಲಂಬಿತ ಮಕ್ಕಳು
ନିୟୋଜନ କରନ୍ତୁ |,ನಿಯೋಜಿಸು
ଭିକ୍ଟର |,ದೊಡ್ಡ ವ್ಯಕ್ತಿ
ନିର୍ବାସନ,ಗಡೀಪಾರು
କ୍ଷତିପୂରଣ,ಶೋಧಿಸು
ଜମା,ಠೇವಣಿ
ଡିପୋ,ಡಿಪೊ
ଅବିଶ୍ୱାସନୀୟ,ಸವಕಳಿ
ଉଦାସୀନ ଶ୍ରେଣୀ |,ಖಿನ್ನತೆಗೆ ಒಳಗಾದ ವರ್ಗ
ବଞ୍ଚିତ,ನೀಚಿಸು
ପ୍ରତିନିଧିତ୍,ತತ್ತ್ವ
ଡେପୁଟେସନ୍ ଭତ୍ତା,ಕಪಾಟಿ ಭತ್ಯೆ
ଡେପୁଟି,ಉಪ
ପଞ୍ଜୀକୃତ |,ಪದದ
ଡ୍ୟୁଟିର ଦି,ಕರ್ತವ್ಯದ ಅಪನಗದೀಕರಣ
ନିର୍ଯ୍ୟାତନା,ಸೋಗು
ପୁନରୁତ୍ଥାନ,ಅವಹೇಳನ
ଅପମାନଜନକ,ಅಪಹರಣಕಾರಕ
ଅପମାନଜନକ ଟିପ୍ପଣୀ |,ಅವಹೇಳನಕಾರಿ ಹೇಳಿಕೆ
ବଂଶଧର,ವಾಣಿಜ್ಯ
ବର୍ଣ୍ଣନା,ವಿವರಣೆ
ଯୋଗ୍ୟ,ಅರ್ಹ
ଡିଜାଇନ୍,ವಿನ್ಯಾಸ
ନିଯୁକ୍ତ କରନ୍ତୁ |,ಗೊತ್ತುಮಾಡು
ନିଯୁକ୍ତ,ಹುದ್ದೆ
ପଠନ,ರವಾನಿಸು
ଡେସପ୍ୟାଚ୍ ନୋଟ୍ |,ರವಾನೆ ಟಿಪ್ಪಣಿ
ପଠନ ରେଜିଷ୍ଟର |,ರವಾನೆ
ଗନ୍ତବ୍ୟସ୍ଥଳ,ತಲುಪುವ ದಾರಿ
ଦରିଦ୍ର,ನಿರ್ದಯವಾಗಿ
ସବିଶେଷ,ವಿವರ
ବିସ୍ତୃତ,ವಿವರವಾದ
ଚିହ୍ନଟ କର |,ಪತ್ತೆ ಮಾಡು
ବନ୍ଦନା,ಬಂಧನ
ଡିସେନୁ |,ಬಂಧನ
ନିଷ୍ଠା,ನಿರ್ಣಯ
ନିବେଦନ,ತಡೆಯುವಿಕೆ
କ୍ଷତିକାରକ,ಹಾನಿ
କ୍ଷତିକାରକ |,ಹಾನಿಕಾರಕ
ମୂଲ୍ୟ ହ୍ରାସ,ಅಪಮೌಲ್ಯೀಕರಣ
ବିନାଶ,ವಿನಯ
ବିକାଶ,ಅಭಿವೃದ್ಧಿ
ବିଚ୍ୟୁତ,ತಿರುಗು
ଉପକରଣ,ಸಾಧನ
ଭକ୍ତି,ಭಕ್ತಿ
ନିରାକରଣ,ರೋಗ ನಿರ್ಣಯಿಸು
ଚିତ୍ର,ರೇಖಾಚಿತ್ರ
ଡାଏରୀ,ಡೈರಿ
ନିର୍ଦ୍ଦେଶ,ನಿರ್ದೇಶನ
ଅଣ ମୁସ୍ କରେ |,ಅಲ್ಲ
ଡାଏଟ୍,ಆಹಾರ
