Kannada,Malayalam
"1. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್, 2. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್","1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ"
ಡೈರೆಕ್ಟರಿ ಸೇವೆ,ഡയറക്ടറി സേവനം
ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ,സാധ്യമല്ല
ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು,സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു
"1. ಸಂಪರ್ಕ ಕಡಿತ, 2. ಸಂಪರ್ಕ ಕಡಿತ","1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ"
"1. ಡಿಸ್ಕ್ರೀಟ್, 2. ಡಿಸ್ಕ್ರೀಟ್","1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്"
"1. ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್","1. ഡിസ്ക്, 2. ഡിസ്ക്"
"1. ಡಿಸ್ಕ್ ವಿಳಾಸ, 2. ಡಿಸ್ಕ್ ವಿಳಾಸ","1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം"
"1. ಡಿಸ್ಕ್ ಅರೇ, 2. ಡಿಸ್ಕ್ ಅರೇ","1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ"
"1. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ, 2. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ","1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി"
"1. ಡಿಸ್ಕ್ ಡ್ರೈವರ್, 2. ಡಿಸ್ಕ್ ಡ್ರೈವ್","1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്"
ಡಿಸ್ಕ್ ಫೈಲ್,ഡിസ്ക് ഫയൽ
"1. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 2. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 3. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 4. ಡಿಸ್ಕ್ ಮೆಮೊರಿ","1. ഡിസ്ക് മെമ്മറി, 2. ഡിസ്ക് മെമ്മറി, 3. ഡിസ്ക് മെമ്മറി, 4. ഡിസ്ക് മെമ്മറി"
ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DoS),ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DoS)
ಡಿಸ್ಕ್ ಪ್ಯಾಕೇಜ್,ഡിസ്ക് പാക്കേജ്
"1.ಚಕ್ರಿಕಾ ಸರ್ವರ್, 2.ಡಿಸ್ಕ್ ಸರ್ವರ್","1.ചക്രിക സെർവർ, 2.ഡിസ്ക് സെർവർ"
"1. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ, 2. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ","1. ഡിസ്ക് സംഭരണം, 2. ഡിസ്ക് സംഭരണം"
ಡಿಸ್ಕೆಟ್,ഡിസ്കെറ്റ്
ಪ್ರದರ್ಶನ ಫೈಲ್,ഫയൽ പ്രദർശിപ്പിക്കുക
ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ,ചിത്രം പ്രദർശിപ്പിക്കുക
ವಿಲೇವಾರಿ,നിർമാർജനം
ದೂರ,ദൂരം
ದೂರ ಕಾರ್ಯ,ദൂരം പ്രവർത്തനം
ಅಸ್ಪಷ್ಟತೆ,വളച്ചൊടിക്കൽ
ವಿತರಿಸಲಾಯಿತು,എത്തിച്ചു
ವಿತರಿಸಿದ ಡೇಟಾ,വിതരണം ചെയ്ത ഡാറ്റ
ವಿತರಿಸಿದ ಸರ್ವರ್,വിതരണം ചെയ്ത സെർവർ
"1.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್, 2.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್","1.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം, 2.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം"
ವಿತರಕ,വിതരണക്കാരൻ
ದಾಖಲೆ,പ്രമാണം
ಡಾಕ್ಯುಮೆಂಟ್ ಮಾನ್ಯತೆ ಪಡೆದಿದೆ,പ്രമാണം അംഗീകൃത
"1. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ, 2. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ","1. ഡോക്യുമെന്റ് വിൻഡോ, 2. ഡോക്യുമെന്റ് വിൻഡോ"
ದಸ್ತಾವೇಜನ್ನು,പ്രമാണീകരണം
"ಡೊಮೇನ್, ಡೊಮೇನ್","ഡൊമെയ്ൻ, ഡൊമെയ്ൻ"
ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು,ഡൊമെയ്ൻ നാമം
"1. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್","1. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ, 2. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ"
"ಕೆಳಗೆ, ಕೆಳಗೆ","താഴെ, താഴെ"
"1.ಅವಲಿಂಕ್, 2.ಚದರ","1.അവലിങ്ക്, 2.ചതുരം"
ಡೌನ್ಲೋಡ್,ഡൗൺലോഡ്
ಡೌನ್‌ಲೋಡ್ ಸಮಯ,ഡൗൺലോഡ് സമയം
ಎಳೆತ,ട്രാക്ഷൻ
DRAM (ಡೈನಾಮಿಕ್ RAM),DRAM (ഡൈനാമിക് റാം)
ಹರಿವು,ഒഴുക്ക്
ಚಾಲಕ,ഡ്രൈവർ
ಎಲೆಗಳು,ഇലകൾ
ಡ್ರಾಪ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್,ഡ്രോപ്പ് ലിസ്റ്റ് ബോക്സ്
ಡ್ರಮ್ ಡ್ರೈವ್,ഡ്രം ഡ്രൈവ്
"1.ಡ್ರಮ್ ಪ್ರಿಂಟರ್, 2.ಡ್ರಮ್ ಪ್ರಿಂಟರ್","1.ഡ്രം പ്രിന്റർ, 2.ഡ്രം പ്രിന്റർ"
"1. ಇಮ್ ಘಟಕ, 2. ಡ್ರಮ್ ಘಟಕ","1. Im യൂണിറ്റ്, 2. ഡ്രം യൂണിറ്റ്"
"1. ದ್ವಂದ್ವತೆ, 2. ದ್ವಿ","1. ദ്വൈതത, 2. ദ്വി"
ಉಭಯ ಸಾಂದ್ರತೆ,ഇരട്ട സാന്ദ്രത
"1. ಮೌನ ವಿಳಾಸ, 2. ನಕಲಿ ವಿಳಾಸ","1. നിശബ്ദ വിലാസം, 2. വ്യാജ വിലാസം"
ಡಂಪ್,തള്ളുക
ಡಬಲ್ ಸರ್ಕ್ಯೂಟ್,ഇരട്ട സർക്യൂട്ട്
ಕಾನೂನುಬದ್ಧಗೊಳಿಸುವಿಕೆ,നിയമവിധേയമാക്കൽ
ಪ್ರಮುಖ ಕೀ,കീ കീ
"1.ಡಿ ವಿ ಡಿ ಆರ್./ಡಬ್ಲ್ಯೂ, 2. ಡಿವಿಡಿ ಓದುವಿಕೆ, 3. ಬರವಣಿಗೆ","1.D V D R./W, 2. ഡിവിഡി വായന, 3. എഴുത്ത്"
ಡಿವಿಡಿ ರಾಮ್,ഡിവിഡി റോം
ಡೈನಾಮಿಕ್ ಸೂಚನೆ,ചലനാത്മക നിർദ്ദേശം
"1.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ, 2.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ","1.ഡൈനാമിക് മെമ്മറി, 2.ഡൈനാമിക് മെമ്മറി"
"1. ಡೈನಾಮಿಕ್ಸ್, 2. ಡೈನಾಮಿಕ್ಸ್","1. ഡൈനാമിക്സ്, 2. ഡൈനാമിക്സ്"
ಇ ಬಿ ಸಿ ಡಿ ಐ ಸಿ,ഇ ബി സി ഡി ഐ സി
ಇ-ವ್ಯವಹಾರ,ഇ-ബിസിനസ്
ಪ್ರತಿಧ್ವನಿ,പ്രതിധ്വനി
"1.ಇ-ಕಾಮರ್ಸ್, 2.ಇ-ಕಾಮರ್ಸ್","1.ഇ-കൊമേഴ്‌സ്, 2.ഇ-കൊമേഴ്‌സ്"
ಸಂಪಾದನೆ,എഡിറ്റിംഗ്
ಸಂಪಾದಕ,എഡിറ്റർ
ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ,വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ
ಇ ಇ ಪಿ ರೋಮ್,ഇ ഇ പി റോം
"1. ಅರ್ಥಪೂರ್ಣ ವಿಳಾಸ, 2. ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ","1. അർത്ഥവത്തായ വിലാസം, 2. ഫലപ്രദമായ വിലാസം"
ಅರ್ಥಪೂರ್ಣ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ,അർത്ഥവത്തായ പ്രവർത്തന വിലാസം
ಪರಿಣಾಮಕಾರಿ ಕ್ರಮ,ഫലപ്രദമായ പ്രവർത്തനം
ಪರಿಣಾಮಕಾರಿ UID,ഫലപ്രദമായ യുഐഡി
ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯಾಚರಣೆ,ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം
ಆಕ್ಟಲ್ ಬೈಟ್,ഒക്ടൽ ബൈറ്റ്
"ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಲಿಕೆ, ಇ-ಕಲಿಕೆ","ഇലക്ട്രോണിക് പഠനം, ഇ-ലേണിംഗ്"
ಚುನಾವಣಾ ಅಲ್ಗಾರಿದಮ್,തിരഞ്ഞെടുപ്പ് അൽഗോരിതം
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ ಸೇವೆ (ಇ-ಮೇಲ್),ഇലക്ട്രോണിക് മെയിൽ സേവനം (ഇ-മെയിൽ)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟಿಂಗ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟರ್","1.ഇലക്‌ട്രോണിക് പ്രിന്റിംഗ്, 2.ഇലക്‌ട്രോണിക് പ്രിന്റർ"
ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ,ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್,ഇലക്ട്രോണിക്സ്
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಎಕ್ಸಾಸ್ಟ್ ಸಿಸ್ಟಮ್ (ECS),ഇലക്ട്രോണിക് എക്‌സ്‌ഹോസ്റ്റ് സിസ്റ്റം (ഇസിഎസ്)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ವಿನಿಮಯ (EDI),ഇലക്ട്രോണിക് ഡാറ്റ എക്സ്ചേഞ്ച് (EDI)
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ,ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕರಪತ್ರ,ഇലക്ട്രോണിക് ബ്രോഷർ
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫಂಡ್ ಟ್ರಾನ್ಸ್ಫರ್ ಮೆಕ್ಯಾನಿಸಂ (EFTS),ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ മെക്കാനിസം (ഇഎഫ്ടിഎസ്)
"1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್","1.ഇലക്‌ട്രോണിക് ജേണൽ, 2.ഇലക്‌ട്രോണിക് ജേണൽ"
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಟಣೆ,ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം
ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್,ഇലക്ട്രോണിക് സ്വിച്ച്
"ಅಂಶ, ಅಂಶ","ഘടകം, ഘടകം"
ಇ-ಮೇಲ್,ഇ-മെയിൽ
"1. ಇಮೇಲ್ ವಿಳಾಸ, 2. ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲಿಂಗ್ ವಿಳಾಸ","1. ഇ-മെയിൽ വിലാസം, 2. ഇലക്ട്രോണിക് മെയിലിംഗ് വിലാസം"
ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್,എംബഡഡ് സിസ്റ്റം
ಎಂಬೆಡಿಂಗ್,ഉൾച്ചേർക്കൽ
ಹೊರಸೂಸುವ ಕಪಲ್ಡ್ ಲಾಜಿಕ್ (ECL),എമിറ്റർ കപ്പിൾഡ് ലോജിക് (ECL)
ಖಾಲಿ ಜಾಗ,ശൂന്യമായ ഇടം
"1. ಖಾಲಿ ಸರಪಳಿ, 2. ಖಾಲಿ ಸರಪಳಿ","1. ബ്ലാങ്ക് ചെയിൻ, 2. ബ്ലാങ്ക് ചെയിൻ"
ಯಾಂತ್ರೀಕರಣ,യന്ത്രവൽക്കരണം
"1.ಕ್ಯಾಪ್ಸುಲೇಶನ್, 2.ಕ್ಯಾಪ್ಸುಲೇಶನ್","1.ക്യാപ്സുലേഷൻ, 2.ക്യാപ്സുലേഷൻ"
ಡಿಕೋಡರ್,ഡീകോഡർ
ಎನ್ಕೋಡಿಂಗ್,എൻകോഡിംഗ്
"1. ಎನ್‌ಕೋಡರ್, 2. ಕೊಡಾಕ್","1. എൻകോഡർ, 2. കൊഡാക്ക്"
ಗುಪ್ತ ಡೇಟಾ,മറച്ച ഡാറ്റ
ಗುಪ್ತ ಫೈಲ್ ಸಿಸ್ಟಮ್,മറഞ്ഞിരിക്കുന്ന ഫയൽ സിസ്റ്റം
"1. ಎನ್‌ಕ್ರಿಪ್ಶನ್, 2. ಕೋಡಿಂಗ್, 3. ಎನ್‌ಕೋಡಿಂಗ್","1. എൻക്രിപ്ഷൻ, 2. കോഡിംഗ്, 3. എൻകോഡിംഗ്"
ಬ್ಲಾಕ್ ಅಂತ್ಯ,ബ്ലോക്ക് അവസാനം
ಕಡತ-ಅಂತ್ಯ,ഫയൽ-അവസാനം
ಬಳಕೆದಾರ,ഉപയോക്താവ്
ನಮೂದಿಸಿ,നൽകുക
ಪ್ರವೇಶ ಕೀ,എൻട്രി കീ
"1. ಉದ್ಯಮ ಸರ್ವರ್, 2. ಉದ್ಯಮ ಸೇವಕ","1. ഉദ്യം സർവാർ, 2. ഉദ്യം സേവക്"
ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ,എന്റർപ്രൈസ് സിസ്റ്റം
ಶಕ್ತಿ,ശക്തി
ಶಕ್ತಿ ಬಾಂಧವ್ಯ,ശക്തി ബന്ധം
ಪ್ರವೇಶ ಸಮಯ,പ്രവേശന സമയം
ಇನ್ಪುಟ್ ವೇರಿಯಬಲ್,ഇൻപുട്ട് വേരിയബിൾ
ಎಣಿಸಬಹುದಾದ,എണ്ണാവുന്ന
ಪರಿಸರ,പരിസ്ഥിതി
"1.ಯುಗ, 2. ಯುಗ, 3. ಸೂಚನೆಯ ಕ್ಷಣ","1.യുഗം, 2. യുഗം, 3. നിർദ്ദേശ നിമിഷം"
EPRAM (ಹಣಕಾಸು ಪ್ರೋಗ್ರಾಮೆಬಲ್ ಓದಲು-ಮಾತ್ರ ಮೆಮೊರಿ),EPRAM (ഫിനാൻസ് പ്രോഗ്രാമബിൾ റീഡ്-ഓൺലി മെമ്മറി)
ಎಪ್ಸಿಲಾನ್ ಸಂಕೋಚಕ,എപ്സിലോൺ കൺസ്ട്രക്റ്റർ
ಈಕ್ವಲೈಜರ್,സമനില
ಉಪಕರಣ,ഉപകരണങ്ങൾ
ಸಮಾನತೆಯ ವರ್ಗ,തുല്യതാ ക്ലാസ്
ಸಮಾನ ಸಂಬಂಧ,തുല്യമായ ബന്ധം
"1. ಅಳಿವು, 2. ನಿರ್ಮೂಲನೆ","1. വംശനാശം, 2. ഉന്മൂലനം"
ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್,പിശക് തിരുത്തൽ കോഡ്
ದೋಷ ತಿದ್ದುಪಡಿ,തെറ്റ് തിരുത്തൽ
ದೋಷ ಪತ್ತೆ,പിശക് കണ്ടെത്തൽ
ದೋಷ ನಿರ್ವಹಣೆ,പിശക് കൈകാര്യം ചെയ്യൽ
ತಪ್ಪು ಸಂದೇಶ,പിശക് സന്ദേശം
ದೋಷ ದರ,പിശക് നിരക്ക്
ದೋಷ ಚೇತರಿಕೆ,പിശക് വീണ്ടെടുക്കൽ
ದೋಷ ಹೆಸರು,പിശക് പേര്
ಪಾರು ಚಿಹ್ನೆ,രക്ഷപ്പെടൽ ചിഹ്നം
ಈಥರ್ನೆಟ್,ഇഥർനെറ്റ്
ಈವೆಂಟ್,സംഭവം
ಈವೆಂಟ್ ಸರಣಿ,ഇവന്റ് ചെയിൻ
ಈವೆಂಟ್ ನಿಯಂತ್ರಣ,ഇവന്റ് നിയന്ത്രണം
ಈವೆಂಟ್ ಕೌಂಟರ್,ഇവന്റ് കൗണ്ടർ
ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ,ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ
ವಿನಿಮಯ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ,എക്സ്ചേഞ്ച് ഡിസ്ക് സംഭരണം
ಹೊರಗಿಡುವಿಕೆ,ഒഴിവാക്കൽ
ವಿಶೇಷ ಮತ್ತು (x ಅಥವಾ),എക്സ്ക്ലൂസീവ് കൂടാതെ (x അല്ലെങ്കിൽ)
ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ,എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം
ಮರಣದಂಡನೆ ಹೇಳಿಕೆ,നിർവ്വഹണ പ്രസ്താവന
ಆಯ್ದ ಹುಡುಕಾಟ,തിരഞ്ഞെടുത്ത തിരയൽ
ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ,നിലവിലുള്ള
ಸಮಸ್ಯೆ,ഇഷ്യൂ
ತಜ್ಞ ವ್ಯವಸ್ಥೆ,വിദഗ്ധ സംവിധാനം
"1. ಅಭಿವ್ಯಕ್ತಿ, 2. ಅಭಿವ್ಯಕ್ತಿ","1. എക്സ്പ്രഷൻ, 2. ആവിഷ്കാരം"
ವಿಸ್ತೃತ ಗ್ರಾಫಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (x g a),വിപുലീകരിച്ച ഗ്രാഫിക്കൽ മാട്രിക്സ് (x g a)
ವಿಸ್ತೃತ ಕೈಗಾರಿಕಾ ಮಾನದಂಡಗಳು (EIS),വിപുലീകരിച്ച വ്യാവസായിക മാനദണ്ഡങ്ങൾ (EIS)
ಓವರ್ಲೋಡ್ ಯಂತ್ರ,ഓവർലോഡഡ് മെഷീൻ
ವಿಸ್ತೃತ ಸ್ಮರಣೆ,വിപുലീകരിച്ച മെമ്മറി
"1. ವಿಸ್ತೃತ ನಿಖರತೆ, 2. ವಿಸ್ತೃತ ನಿಖರತೆ","1. എക്സ്റ്റൻഡഡ് പ്രിസിഷൻ, 2. എക്സ്റ്റൻഡഡ് കൃത്യത"
"1.ವಿಸ್ತರಿತ ವಿಂಗಡಣೆ, 2.ವಿಸ್ತರಿತ ಪ್ರತ್ಯೇಕತೆ","1.എക്സ്റ്റെൻഡഡ് സോർട്ടിംഗ്, 2.എക്സ്റ്റെൻഡഡ് സെപ്പറേഷൻ"
ಕರೆ ಮಾಡಿ,സഹായത്തിനായി വിളിക്കുക
ಬಾಹ್ಯ ದೋಷ,ബാഹ്യ പിശക്
ಬಾಹ್ಯ ಕಾರ್ಯ,ബാഹ്യ പ്രവർത്തനം
ಬಾಹ್ಯ ಅಡಚಣೆ,ബാഹ്യ തടസ്സം
"1.ಬಾಹ್ಯ ಸ್ಮರಣೆ, 2.ಬಾಹ್ಯ ಸ್ಮರಣೆ","1. ബാഹ്യ മെമ്മറി, 2. ബാഹ്യ മെമ്മറി"
ಬಾಹ್ಯ ಸ್ಮರಣೆ,ബാഹ്യ മെമ്മറി
ಬಾಹ್ಯ ಮೋಡೆಮ್,ബാഹ്യ മോഡം
ಬಾಹ್ಯ ಉಲ್ಲೇಖ,ബാഹ്യ റഫറൻസ്
ಬಾಹ್ಯ ಹುಡುಕಾಟ,ബാഹ്യ തിരയൽ
ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ,ബാഹ്യ സംഭരണ ഉപകരണം
ಹೊರತೆಗೆಯುವಿಕೆ,വേർതിരിച്ചെടുക്കൽ
ಹೊರತೆಗೆಯುವಿಕೆ,എക്സ്ട്രാപോളേഷൻ
ಫಲಕ ಅಕ್ಷರ ಮುದ್ರಕ,പാനൽ പ്രതീക പ്രിന്റർ
ವೈಫಲ್ಯ-ಸುರಕ್ಷತಾ ಕಾರ್ಯಾಚರಣೆ,പരാജയപ്പെടാത്ത പ്രവർത്തനം
ವಿಫಲತೆಯ ದರ,പരാജയതോത്
ವೈಫಲ್ಯ ವಿಸರ್ಜನೆ,പരാജയം ഡിസ്ചാർജ്
ತಪ್ಪು ಕೋಡ್,തെറ്റായ കോഡ്
ತಪ್ಪು ದೋಷ,തെറ്റായ പിശക്
"1.ಹೂಡಿಕೆ, 2.ಹೂಡಿಕೆ ಅಂಕಗಳು","1.നിക്ഷേപം, 2.നിക്ഷേപ പോയിന്റുകൾ"
"1. ಸಂಚಿಕೆ, 2. ಸಂಚಿಕೆ ಸಂಖ್ಯೆ","1. ലക്കം, 2. ലക്കം നമ്പർ"
"1. ರೆಪ್ಲಿಕೇಶನ್ I/O ಸಾಧನ, 2. ಪ್ರತಿಕೃತಿ ಇನ್‌ಪುಟ್ ಸಾಧನ/ಔಟ್‌ಪುಟ್","1. റെപ്ലിക്കേഷൻ I/O ഉപകരണം, 2. റെപ്ലിക്ക ഇൻപുട്ട് ഉപകരണം/ഔട്ട്‌പുട്ട്"
ಕ್ಷಿಪ್ರ ಫೋರ್ಯರ್ ವರ್ಗಾವಣೆ,ദ്രുത ഫോർയർ ട്രാൻസ്ഫർ
ಗಂಭೀರವಾದ ತಪ್ಪು,മാരകമായ തെറ്റ്
ದೋಷ ಪತ್ತೆ,തെറ്റ് കണ്ടെത്തൽ
ದೋಷ ರೋಗನಿರ್ಣಯ,തെറ്റ് രോഗനിർണയം
ದೋಷಸಹಿಷ್ಣುತೆ,തെറ്റ് സഹിഷ്ണുത
ಫ್ಯಾಕ್ಸ್,ഫാക്സ്
ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ,ഫാക്സ് സന്ദേശം
ಎಫ್ ಡಿಸಿ,എഫ് ഡിസി
ರೋಗಲಕ್ಷಣ ಪತ್ತೆ,ലക്ഷണം കണ്ടുപിടിക്കൽ
ತುಂಬುವ ಚಕ್ರ,ചക്രം നിറയ്ക്കുക
ಮರುಹೂಡಿಕೆ,പുനർനിക്ഷേപം
"1. ಪೂರೈಕೆದಾರ, 2. ಪೋಷಣೆ, 3. ಫೀಡರ್","1.വിതരണക്കാരൻ, 2. പോഷകാഹാരം, 3. തീറ്റ"
ಯಾವುದೇ,ഏതെങ്കിലും
ಫಿಬೊನಾಕಿ ಅನ್ವೇಷಣೆ,ഫിബൊനാച്ചിയുടെ കണ്ടെത്തൽ
ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ,ഫിബൊനാച്ചി സീക്വൻസ്
ಫಿಬೊನಾಕಿ ಸರಣಿ,ഫിബൊനാച്ചി സീരീസ്
ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್,ഫൈബർ ഒപ്റ്റിക്സ്
ಫಿಡೋ ಬಲೆ,ഫിഡോ കെണി
ಪ್ರದೇಶ,പ്രദേശം
ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,അഞ്ചാം തലമുറ കമ്പ്യൂട്ടർ
"1. ಫೈಲ್, 2. ಕಡತ","1. ഫയൽ, 2. ഫയൽ"
ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ,ഫയൽ ആക്സസ് രീതി
ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ,ഫയൽ അലോക്കേഷൻ പട്ടിക
ಫೈಲ್ ಕಂಪ್ರೆಷನ್,ഫയൽ കംപ്രഷൻ
ಫೈಲ್ ನಕಲು,ഫയൽ പകർത്തൽ
ಫೈಲ್ ಕಾನ್ಫಿಗರೇಶನ್,ഫയൽ കോൺഫിഗറേഷൻ
ಫೈಲ್ ವಿಲೀನ,ഫയൽ ലയിപ്പിക്കുക
ಫೈಲ್ ಚೇತರಿಕೆ,ഫയൽ വീണ്ടെടുക്കൽ
ಫೈಲ್ ಸಂಗ್ರಹಣೆ,ഫയൽ സംഭരണം
ಫೈಲ್ ರಚನೆ,ഫയൽ ഘടന
ಕಡತ ವ್ಯವಸ್ಥೆ,ഫയൽ സിസ്റ്റം
ಫೈಲ್ ವರ್ಗಾವಣೆ,ഫയൽ കൈമാറ്റം
ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP),ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP)
ಫಿಲ್ಟರ್,ഫിൽട്ടർ
ಕೊನೆಯ ಸ್ಥಾನ,അവസാന സ്ഥാനം
ಹುಡುಕಿ Kannada,തിരയുക
ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ,പരിമിത സംസ്ഥാന യന്ത്രം
ಬೆಂಕಿ ಗೋಡೆ,അഗ്നി മതിൽ
ಫರ್ಮ್ವೇರ್,ഫേംവെയർ
ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ,ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക
ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್,ആദ്യ തലമുറ കമ്പ്യൂട്ടർ
ಮೊದಲ ಇನ್‌ಪುಟ್ ಮೊದಲ ಸಂಚಿಕೆ (FIFO),ആദ്യ ഇൻപുട്ട് ആദ്യ ലക്കം (FIFO)
ಮೊದಲ ಆದೇಶದ ವಾದ,ആദ്യ ഓർഡർ വാദം
ಮೊದಲ ಆದೇಶದ ತತ್ವ,ആദ്യ ഓർഡർ തത്വം
ಸ್ಥಿರ ವಿಭಾಗ,നിശ്ചിത വിഭജനം
ಸಹಿ ಮಾಡಿ,അടയാളം
ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್,ഫ്ലെക്സിബിൾ ഡിസ്ക്
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್,ഫ്ലോപ്പി ഡിസ്ക്
ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (FDD),ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (FDD)
ಹರಿವಿನ ಚಾರ್ಟ್,ഫ്ലോ ചാർട്ട്
