Punjabi,Malayalam
ਕਲਿਟੇਲਰ,ക്ലിറ്റലാർ
ਕਲਾਈਟਲਮ,ധാരണയല്
ਕਲਾਕਾਰ,ക്ലിറ്റോറിയ
ਕਲਿਟਰਿਸ,ക്ലിറ്റോറിസ്
ਕਲੋਕਾ,വലോക്ക
ਕਲੋਨਲ ਡੱਡੂ,ക്ലോണൽ തവള
ਕਲੋਨਲ ਪ੍ਰਸਾਰ,ക്ലോണൽ പ്രചരണം
ਕਲੋਨਲ ਚੋਣ,ക്ലോണൽ തിരഞ്ഞെടുക്കൽ
ਕਲੋਨ,ക്ലോൺ
ਕਲੋਨਿੰਗ,ക്ലോണിംഗ്
ਵਿਆਹ ਨੂੰ ਬੰਦ ਕਰੋ,അടുത്ത വിവാഹം
ਬੰਦ ਸਿਸਟਮ,അടച്ച സിസ്റ്റം
ਕਲੋਸਟ੍ਰਿਡਿਅਮ,ക്ലോസ്ട്രിഡിയം
ਕਲੋਸਟ੍ਰਿਡਿਅਮ ਬੋਟਲਿ iiialium ਜ਼ੀਅਮ,ക്ലോസ്ട്രിഡിയം ബ്യൂട്ടലിസിയം
ਕਲੋਟ ਬੁਸਟਰ,കട്ട്ട്ട് ബസ്റ്റർ
ਖੂਨ ਦੀ ਜੰਮਣਾ,രക്തത്തിന്റെ കട്ടപിടിക്കുന്നത്
ਕਲੋਵਰ ਬੀਨ,ക്ലോവർ ബീൻ
ਕਲੋਵਰ-ਪੱਤਾ ਮਾਡਲ,ക്ലോവർ-ഇല മോഡൽ
ਕਲੋਨ ਫਿਸ਼,കോമാളി മത്സ്യം
ਸੀਨੀਡੀਆਕਾਰ,സിനിദാരിയൻമാർ
Cnidblast,Cnidoblatst
ਸਹਿਣਸ਼ੀਲਤਾ,കൂടെതാരം
ਮੋਟੇ ਐਡਜਸਟਮੈਂਟ ਨੋਬ,നാടൻ ക്രമീകരണ നോബ്
ਮੋਟੇ ਰੇਤ,നാടൻ മണൽ
ਤੱਟਵਰਤੀ ਡੀਸ,തീരദേശ ചരട്
ਤੱਟਵਰਤੀ ਪ੍ਰਤ ਸਭਿਆਚਾਰ ਫਾਰਮ,തീരദേശ ചെമ്മൻ കൾച്ചർ ഫാം
ਕੋਬਾਲਟ,കോബാൾട്ട്
ਕੋਕੀਨ,കൊക്കെയ്ൻ
ਕੋਕਸੀਡੀਓਸਿਸ,കോസിഡിയോസിസ്
COCCUS,കോക്കണ
ਕੋਸੈਕੈਕਸ,കോകെസിക്സ്
ਕੋਚਲਿਆ,കോക്ലിയ
ਕੋਚਲਿਆ,കോക്ലിയ
ਕੋਕੂਨ,കീടകോശം
ਕੋਡ ਜੈਨੇਟਿਕ ਪ੍ਰੋਗਰਾਮ,കോഡ് ചെയ്ത ജനിതക പ്രോഗ്രാം
ਕੋਡਾਈਨ,കോഡിൻ
ਕੋਡਿੰਗ,കോഡിംഗ്
ਕੋਡਿੰਗ,കോഡിംഗ്
ਕੋਡਿੰਗ,കോഡിംഗ്
ਕੋਡਿੰਗ ਸਟ੍ਰੈਂਡ,കോഡിംഗ് സ്ട്രാന്റ്
ਕੋਡੋਮਾਈਨੈਂਸ,കോഡിമിനൻസ്
ਕੋਡੋਨ,കോഡൺ
ਕੋਇਰੇਟਰਰੇਟ,കോളറേറ്റ്
ਕੋਲੇਨਟਰੋਨ,കോലെൻഡെറോൺ
ਸੇਲੀਆਕ ਗੈਂਗਲੀਅਨ,സീലിയാക് ഗാംഗ്ലിയൻ
ਕੋਲੀਮੈਟ,കോളമറ്റ്
ਕੋਮਲ,വസനാഥൻ
ਕੋਨੇਮਿਕ ਐਪੀਥੀਲਿਅਮ,കോലോമിക് എപിത്തീലിയം
ਕੋਮਲ ਤਰਲ,കോലോമിക് ദ്രാവകം
Coelomo SAC,കോലോമോ സാക്
ਕੋਨੋਵਿਟਿਕ,Coinocytic
ਕੋਨੋਪੋਡੀਆਸੈ,Coenopodiayeae
ਸਿੱਕੇ,Coenzyme
ਸਹਿ-ਵਿਕਾਸ,സഹ-പരിണാമം
ਸਹਿ-ਵਿਗਾੜ,കോ-വംശനാശം
ਸਹਿ-ਕਾਰਕ,സഹ-ഘടകം
ਏਕਤਾ,ഏകീകരണം
ਸਹਿਣਸ਼ੀਲਤਾ,ഏകീകൃത ശക്തി
ਸਹਿਯੋਗੀ ਸਿਧਾਂਤ,കോഹെസിയ സിദ്ധാന്തം
ਏਕਤਾ-ਤਣਾਅ-ਪਾਰਦਰਸ਼ੀ,കോഹെഷൻ-ടെൻഷൻ-ട്രാൻസ്പിറേഷൻ
ਕੋਹੋਰਟ,കൂഓട്ട്
ਰਾਇਕੁਲਰ ਜਾਂ ਹੈਲੀਕਲੀ,സർപ്പികളായി അല്ലെങ്കിൽ ഹെയ്ലിലായി
ਕੋਇਲਡ,കോയിഡ് ചെയ്തു
ਕੋਇਟਸ,കോത്തീസ്
CITUs ਇੰਟਰਫੋਟਸ (ਕ withdrawal ਵਾਉਣ),COITUS ഇന്ററമ്പസ് (പിൻവലിക്കൽ)
ਕੋਲਚਿਨ,കോൾചിക്കൈൻ
ਕੋਲਚਿਕਮ ਆਟੋਮੈਨੇਲ,കോൾകികം ശരത്നം
ਠੰਡੇ ਲਹੂ ਨਾਲ,കഠിനഹൃദയനായ
ਠੰਡੇ ਮਾਰੂਥਲ,തണുത്ത മരുഭൂമി
ਕੋਲਡ ਰੀਸੈਪਟਰ,തണുത്ത റിസപ്റ്റർ
ਕੋਲੀਓਪਲੇਨ,കോൾഫോപ്റ്റർ
ਕੋਲੀਓਪੈਟਾਈਲ,കൊലിപ്റ്റൈൽ
ਕੋਲੀੋਰਹਿਜ਼ਾ,കൊലോഹിസ
ਕੋਲੇਸ,കൊളാസ്
ਕੋਲੇਜਨ,കൊളാജൻ
ਕੋਲੇਜਨ ਫਾਈਬਰ,കൊളാജൻ ഫൈബർ
ਕਾਲਰ,കുപ്പായക്കഴുത്ത്
ਜਮਾਂਦਰੂ ਗਲੈਂਡ,കൊളാറ്ററൽ ഗ്രന്ഥി
ਤੁਲੇ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ,സ്ക്യൂബുൾ ശേഖരിക്കുന്നു
ਡੈਕਟ ਨੂੰ ਇਕੱਠਾ ਕਰਨਾ,നാളം ശേഖരിക്കുന്നു
ਕੁਲੋਟ੍ਰਿਚਮ,കൊളീറ്റോട്രിചിം
ਕੋਲੋਬਲਾਸਟ ਸੈੱਲ,കോളിബ്ലാസ്റ്റ് സെൽ
ਕੋਲੋਇਡ,കൊളോയിഡ്
ਕੋਲੋਇਡਲ,കൊളീരിക്കൽ
ਕੋਲੋਕੈਸੀਆ,കൊളോസാസിയ
ਕੋਲਨ,കോളമില്ല
ਬਸਤੀਵਾਦੀ ਰੂਪ,കൊളോണിയൽ ഫോം
ਬਸਤੀਵਾਦੀ ਨੋਂਕੋਕ,കൊളോണിയൽ നസ്റ്റോക്ക്
ਬਸਤੀਕਰਨ,കോളനിവൽക്കരണം
ਕਲੋਨੀ,കോളനി
ਕੋਲੋਸਟ੍ਰਮ,കൊളസ്ട്രം
ਰੰਗ ਅੰਨ੍ਹੇਪਣ,വർണ്ണ അന്ധത
ਕਾਲਮ ਕ੍ਰੋਮੈਟੋਗ੍ਰਾਫੀ,നിര ക്രോമാറ്റോഗ്രാഫി
ਬਰਟਿਨੀ ਦਾ ਕਾਲਮ,ബെർട്ടിനിയുടെ നിര
ਕਾਲਮਨਰ ਐਪੀਥੀਲਿਅਮ,നിര എപിത്തീലിയം
ਕੰਘੀ ਪਲੇਟ,കോം പ്ലേറ്റ്
ਸੰਯੁਕਤ ਇਮਿ .ਨ ਦੀ ਘਾਟ ਸਿੰਡਰੋਮ,സംയോജിത രോഗപ്രതിരോധ സിൻഡ്രോം
ਸੰਯੁਕਤ ਭਾਰ,സംയോജിത ഭാരം
ਕੰਘੇ-ਜੈਲੀ,കോം-ജെബി
ਜਲਣ,ജ്വലിക്കുക
ਜਲਣ ਪ੍ਰਕਿਰਿਆ,ജ്വലന പ്രക്രിയ
ਕਾਮੇ,അര്ധവിരാമചിഹ്നം
ਰਿਮੈਂਸੀਵਾਦ,ആമേനസം
ਕਾਮੀਸਚਰਲ ਭਾਂਡੇ,കമ്മീഷൻ പാത്രം
ਆਮ ਪੂਰਵਜ,പൊതു പൂർവ്വികൻ
ਆਮ ਕੈਰੋਟਿਡ ਆਰਟਰੀ,സാധാരണ കരോട്ടിഡ് ധമനി
ਆਮ ਭਾਰਤੀ ਮੋੜ,സാധാരണ ഇന്ത്യൻ ടോഡ്
ਕਮਿ Community ਨਿਟੀ ਵਿਭਿੰਨਤਾ,കമ്മ്യൂണിറ്റി വൈവിധ്യം
ਕਮਿ Community ਨਿਟੀ ਗੱਲਬਾਤ,കമ്മ്യൂണിറ്റി ഇടപെടൽ
ਸੰਕੁਚਨ,തൊഴില്മുതൽ
ਸਾਥੀ ਸੈੱਲ,കൺവീൻ സെൽ
ਤੁਲਨਾਤਮਕ ਸਰੀਰ ਵਿਗਿਆਨ,താരതമ്യ അനാട്ടമി
ਤੁਲਨਾਤਮਕ ਰੂਪ ਵਿਗਿਆਨ,താരതമ്യ രചനയുടെ രചന
ਅਨੁਕੂਲਤਾ,അനുയോജ്യത
ਅਨੁਕੂਲਤਾ,അനുയോജ്യത
ਮੁਆਵਜ਼ਾ,നഷ്ടപരിഹാര പുനരുജ്ജീവിപ്പിക്കൽ
ਸਮਰੱਥ ਸੈੱਲ,യോഗ്യതയുള്ള സെൽ
ਸਮਰੱਥ ਹੋਸਟ,യോഗ്യതയുള്ള ഹോസ്റ്റ്
ਮੁਕਾਬਲਾ,മത്സരം
ਮੁਕਾਬਲੇਬਾਜ਼ੀ ਰੋਕਥਾਮ,മത്സര തടസ്സം
ਮੁਕਾਬਲੇ ਵਾਲੇ ਇਨਿਹਿਬਟਰ,മത്സര ഇൻഹിബിറ്റർ
ਪੂਰਕਤਾ,പരസ്പരവാതം
ਪੂਰਕ ਫਿਲਟਰ,പരസ്പര പൂരക ഫിൽട്ടർ
ਪੂਰਕ ਜੀਨ,പൂരക ജീൻ
ਪੂਰਕ ਜੋੜੀ,പൂരക ജോഡി
ਪੂਰਾ ਪਾਚਨ ਟ੍ਰੈਕਟ,ദഹനനാളത്തെ പൂർത്തിയാക്കുക
ਪੂਰਾ ਲਿੰਕ,ലിങ്കേജ് പൂർത്തിയാക്കുക
ਮੁਕੰਮਲ ਆਕਸੀਕਰਨ,ഓക്സിഡേഷൻ പൂർത്തിയാക്കുക
ਗੁੰਝਲਦਾਰ,കോംപ്ലമായ
ਗੁੰਝਲਦਾਰ,കോംപ്ലമായ
ਗੁੰਝਲਦਾਰ,കോംപ്ലമായ
ਗੁੰਝਲਦਾਰ ਟਿਸ਼ੂ,സങ്കീർണ്ണ ടിഷ്യു
ਕੰਪੋਜ਼ਿਟ,സംയോജിത
ਮਿਸ਼ਰਿਤ ਕੋਰੀਬ,കോമ്പൗണ്ട് കോറിഎംബി
ਮਿਸ਼ਰਿਤ ਐਪੀਥੀਹਾਈਲ,കോമ്പൗണ്ട് എപിത്തീലിയം
ਮਿਸ਼ਰਿਤ ਅੱਖਾਂ,കമ്പൻ കണ്ണുകൾ
ਮਿਸ਼ਰਿਤ ਅੰਬੈਲ,കോമ്പൗണ്ട് അംബൽ
ਮਜਬੂਰੀ ਕਾਰਵਾਈ,നിർബന്ധിത പ്രവർത്തനം
ਕੰਪਿ ut ਟੇਸ਼ਨਲ ਜੀਵ-ਵਿਗਿਆਨ,കമ്പ്യൂട്ടേഷണൽ ബയോളജി
ਕੰਪਿ ut ਟਿਡ ਟੋਮੋਗ੍ਰਾਫੀ,കണക്കാക്കിയ ടോമോഗ്രഫി
ਕੰਪਿ Computer ਟਰ ਸਕਰੀਨ,കമ്പ്യൂട്ടര് സ്ക്രീന്
ਮਕੁਰਾਂ ਦਾ ਕੇਂਦਰਿਤ,ഏകാന്തമായ മൂത്രം
ਧਿਆਨ ਟਿਕਾਉਣਾ,ഏകാഗത
ਇਕਾਗਰਤਾ ਗਰੇਡੀਐਂਟ,ഏകാഗ്രത ഗ്രേഡിയന്റ്
ਸੰਕਲਪ,കല്പന
ਸੰਘਣੇਪਣ,കട്ടിയാക്കല്
ਸੰਘਣੇਪਣ,കട്ടിയാക്കല്
ਸੰਘਣੇਤਾ ਵਿਧੀ ਚੱਕਰ,കണ്ടൻസേഷൻ ഡെക്കൻസേഷൻ സൈക്കിൾ
ਸੰਘਣੀ ਰਾਜ,ബാഷ്പീകരിച്ച അവസ്ഥ
ਕੰਡੈਂਸਰ ਲੈਂਜ਼,കണ്ടൻസർ ലെൻസ്
ਸ਼ਰਤ,സോപാധികമായ
ਸ਼ਰਤ,സോപാധികമായ
ਨਸ ਪ੍ਰਭਾਵ ਦਾ ਸੰਚਾਲਨ,നാഡി പ്രേരണയുടെ ചാലകം
ਪਾਣੀ ਦੀ ਸੰਚਾਲਨ,ജലത്തിന്റെ ചാലകം
ਕੰਡਕੈਕਟਿਵ ਇਲੈਕਟ੍ਰੋਲਾਈਟ ਜੈੱਲ,പാലകങ്ങൾ ഇലക്ട്രോലൈറ്റ് ജെൽ
ਕੋਨ,കോൺ
ਅਨੁਕੂਲ,അനുരൂപമാക്കുക
ਪ੍ਰੇਸ਼ਾਨ,കീറെക്കല്
ਜਮਾਂਦਰੂ,അശഹരമായ
ਕੌਨਲ ਰੂਟ,കോണിക്കൽ റൂട്ട്
ਕੋਨਿਕਲ,കോണാകൃതി
ਕਨਾਇਡੀਆ,സിയ
ਕੋਨੀਫੋਰ,കോണിഫർ
ਕਨਫੈਸੀ,കോണിഫീറിയ
ਕੋਨਿਫਰੋਫਿਡਾ,കോനിഫീരോപ്സിഡ
ਭਾਂਤ ਭਾਂਤ ਭੰਗ,കഞ്ചാവ് വാസ്കുലർ ബണ്ടിൽ
ਕੀਤਾ,സംയോജിതമായി
ਸੰਜੋਗ,സംയോജനം
ਕੰਨਜੰਵਾਵਾ,കൺജക്റ്റിവ
ਸੰਜੋਗ ਟਿਸ਼ੂ,കൺജക്റ്റീവ് ടിഷ്യു
ਕਨੈਕਟਿਵ ਟਿਸ਼ੂ,കണക്റ്റീവ് ടിഷ്യു
ਕੁਨੈਲ ਦਾ ਤਜਰਬਾ,കോണലിന്റെ പരീക്ഷണം
ਸੰਭਾਲ ਜੰਗਲਾਤ,കൺസർവേഷൻ ഫോറസ്റ്റ്
ਕੰਜ਼ਰਵੇਸ਼ਨਲ ਟਿਲੇਜ,യാഥാസ്ഥിതിക കൃഷി
ਸਥਿਰਤਾ,സ്ഥിരാങ്കം
ਸੰਵਿਧਾਨ,ഘടകമായ
ਗਠਿਤ ਪਾਚਕ,ഘടനാപരമായ എൻസൈം
ਖਪਤਕਾਰ,ഉപഭോക്താവ്
ਸੰਪਰਕ ਰੋਕ,ബന്ധപ്പെടാനുള്ള തടസ്സം
ਛੂਤ ਵਾਲੀ ਬਿਮਾਰੀ,പകർച്ചവ്യാധി
ਦੂਸ਼ਿਤ,മലിനമാക്കുക
ਗੰਦਗੀ,മലിനമാക്കല്
ਸਮਕਾਲੀ ਜੀਵ ਵਿਗਿਆਨ,സമകാലിക ബയോളജി
ਮਹਾਂਦੀਪ,ഭൂഖണ്ഡം
ਸਮਤਲ,കോണ്ടൂർ ഉഴുന്നു
ਇਕਰਾਰਨਾਮਾ,കരാർ
ਇਕਰਾਰਨਾਮੇ ਦੇ ਫਾਈਬਰ,കരാറൽ ഫൈബർ
ਇਕਰਾਰਨਾਮੇ ਦੇ ਪ੍ਰੋਟੀਨ,ചുരുക്കമില്ലാത്ത പ്രോട്ടീൻ
ਇਕਰਾਰਨਾਮੇ ਦਾ ਜਵਾਬ,ചുരുങ്ങിയ പ്രതികരണം
ਇਕਰਾਰਨਾਮੇ ਦੀ ਖਾਲੀ ਥਾਂ,ചുരുക്കമില്ലാത്ത വാക്യം
ਕੰਟਰਸਸਟ ਏਜੰਟ,ദൃശ്യതീവ്രത ഏജന്റ്
ਕੰਟਰਸਸਟ ਏਜੰਟ,ദൃശ്യതീവ്രത ഏജന്റ്
ਕੰਟਰਸਸਟ ਏਜੰਟ,ദൃശ്യതീവ്രത ഏജന്റ്
ਵਿਪਰੀਤ ਗੁਣ,വ്യത്യാസപ്പെടുന്ന സ്വഭാവം
ਸੈਂਟਰਿਫੁਗਲ ਫੋਰਸ,അപകേന്ദ്ര ബലം
ਕੰਟਰੋਲ ਕਾਰਕ,നിയന്ത്രണ ഘടകം
ਨਿਯੰਤਰਿਤ ਪ੍ਰਯੋਗ,നിയന്ത്രിത പരീക്ഷണം
ਕੋਨਸ,കറസുള്ള
ਕੌਨਸ ਆਰਟਰੀਓਸਸ,കോണസ് ആർട്ട്റ്ററിയോസസ്
ਰਵਾਇਤੀ ਖੇਤ,പരമ്പരാഗത കൃഷി
ਸੰਨਿਆਸ,സംയോജിപ്പോടെ
ਪਰਿਵਰਤਨ,സംയോജിക്കുന്നു
ਪਰਿਵਰਤਨ (ਵਿਕਾਸ),സംയോജിത (പരിണാമം)
ਕਨਵੋਲਵੂਲਸੀ,കോൺവെൾവേലസ്
ਪੱਕਾ ਟਿ ule ਬਲੇ,ചുരുങ്ങിയ ട്യൂളർ
ਤਾਲਮੇਲ,സമനയം
ਕੋਪੋਲਮਰ,കോപോളിമർ
ਤਾਂਬਾ,ചെന്വ്
ਕੋਪਰੂਲੀਟ,കൊപ്പിളിറ്റിന്റെ
ਕਾਪੀਰੋਫਿਲਸ,കോപ്രോഫിലസ്
ਕਾੱਪੀ,കോപ്പുലേറ്റ്
ਕਾੱਪੀ,കോപ്പുലേഷൻ
ਕਾੱਪੀ,കോപ്പുലേഷൻ
ਕਪੂਲਟਰੀ ਪੈਡ,കോപ്പുലേറ്ററി പാഡ്
ਕੋਰਲ ਰੀਫ ਕਮਿ Community ਨਿਟੀ,കോറൽ റീഫ് കമ്മ്യൂണിറ്റി
ਕੋਰਲ,പവിഴം
ਕੋਰਡੇਟ,കോരൻ
ਕੋਰ ਖੇਤਰ,കോർ ഏരിയ
ਕੋਰ ਜ਼ੋਨ,കോർ സോൺ
ਕੋਰਪ੍ਰੈਸਰ,കോർബെർസർ
ਕੋਰਿਪੋਸਫਾਈਨ,കൊറിഫോസ്ഫിൻ
ਦਰੱਖਤ ਦਾ ਸੱਕ,അടപ്പ്
ਕਾਰ੍ਕ ਕੰਬਿਅਮ,കോർക്ക് കാംബിയം
ਕਾਰ੍ਕ ਪੇਚ,കോർക്ക് സ്ക്രൂ
ਕੋਰਮ,വലം
ਮੱਕੀ ਦਾ ਬੋਰਡ,ധാന്യം ബോറർ
ਕੌਰਨੀਆ,കൊറിയ
ਕੋਰਨੇਗੇਨ ਸੈੱਲ,കോർണിജെൻ സെൽ
ਕੋਰਨੇਲ ਲੈਂਜ਼,കോർണിയൽ ലെൻസ്
ਕੋਰੋਲਾ,കൊറോള്ള
ਕੋਰੋਨਾ,കൊറോണ
ਕੋਨਾ ਪ੍ਰਵੇਸ਼ ਕਰਨ ਵਾਲੇ ਪਾਚਕ,കൊറോണ നുഴഞ്ഞുകയറുന്ന എൻസൈമിനെ
ਕੋਰੋਨਾ ਰੇਡੀਏਟਾ,കൊറോണ റേഡിയേറ്റ
ਕੋਰੋਨਰੀਆ,കൊറോണറിയേ
ਕੋਰੋਨਰੀ ਆਰਟਰੀ,കൊറോണറി ആർട്ടറി
ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਬਾਈਪਾਸ,കൊറോണറി ആർട്ടറി ബൈപാസ്
ਕੋਰੋਨਰੀ ਆਰਟਰੀ ਦੀ ਬਿਮਾਰੀ,കൊറോണറി ആർട്ടറി രോഗം
ਕੋਰੋਨਰੀ ਸਲੈਕਸ,കൊറോണറി സുൽക്കസ്
ਕਾਰਪੋਰਾ ਕਾਵਰਨੋਸਾ (ਲਿੰਗ ਦਾ),കോർപ്പറേസ് കാമോസ (പെനിസിന്റെ)
ਕਾਰਪੋਰਾ ਚਾਵਡ੍ਰਿਗਮਿਨਾ,കോർപ്പറ ക്വാഡ്രിഗീന
ਕਾਰਪਸ,സൈനികോഹിര്ണം
ਕਾਰਪਸ ਐਲਬਿਕਸ,കോർപ്പസ് ആൽബികാൻസ്
ਕਾਰਪਸ ਕਾਲੋਸਮ,കോർപ്പസ്ലോസം
ਕਾਰਪਸ ਲਯੂਟਮ,കോർപ്പസ് ടു
ਕਾਰਪੋਸੀਓਸਮ,കോർപ്പസ് സ്പോഞ്ചിയോമൊമാൻ
ਕਾਰਪਸ ਸਟ੍ਰੇਟਮ,കോർപ്പസ് സ്ട്രൈയം
ਕੋਰੋਡ,കോയിര്ഡ്
ਕੋਰਟੇਕਸ,Cuortex
ਕੋਰਟੀਕਲ ਨੇਫਰਨ,കോർട്ടിക്കൽ നെമ്മന്വി
ਕੋਰਟੀਕੋਸਟੀਟਰੋਨ,കോർട്ടികോസ്റ്റെറോൺ
ਕੋਰਟੀਕੋਫਿਕ,കോർട്ടികോട്രോഫിക്ക്
ਕੋਰਟੀਸੋਲ,കോർട്ടിസോൾ
ਕੋਰਟੀਸੋਨ,കോർട്ടിസോൺ
ਕੋਰਵੋਸ,കൊഗ്രാസ്
ਕੋਰੀਮ,Corymb
ਬ੍ਰਹਿਮੰਡ ਮੂਲ,കോസ്മിക് ഉത്ഭവം
ਬ੍ਰਹਿਮੰਡੀ ਰੇ,കോസ്മിക് റേ
ਕੋਸ਼ਨ,കോസ്മിഡ്
ਕੋਸਮੋਜ਼ੋਆਨ ਸਿਧਾਂਤ,കോസ്മോസോൺ സിദ്ധാന്തം
ਕਪਾਹ ਦਾ ਬੋਲਾ ਕੀੜਾ,കോട്ടൺ ബോൾവർം
ਕਾਉਂਸਲਿੰਗ,കൗല്സിംഗ്
ਵਿਰੋਧੀ ਪ੍ਰਣਾਲੀ,ക er ണ്ടർ-നിലവിലെ സിസ്റ്റം
ਚਚੇਰਾ ਭਰਾ ਵਿਆਹ,കസിൻ വിവാഹം
ਸਹਿਕਾਰਤਾ,കോവാലന്റ് ബോണ്ട്
ਕਵਰ,മൂടി
ਐਪੀਥੀਲੀਅਮ ਨੂੰ covering ੱਕਣਾ,ഉൾക്കൊള്ളുന്ന പതിപ്പിലിയം
ਕਾਉਪਰ ਦੀ ਗਲੈਂਡ,കൂപ്പരുടെ ഗ്രന്ഥി
ਕੋਕਸ਼ਾ,കോക്സ
ਕੋਕਸ਼ਾ,കോക്സ
ਕੋਕਸਾਲ ਹੱਡੀ,കോക്സൽ അസ്ഥി
ਕੋਕਸਾਲ ਪ੍ਰਕਿਰਿਆ,കോക്സൽ പ്രക്രിയ
ਕਰੈਕ,പിളര്പ്പ്
ਕਰੈਕਰ ਬਲੇਸਟਿੰਗ,ക്രാക്കർ സ്ഫോടനം
ਕਰੈਨਿਅਲ ਹੱਡੀ,തലയോട്ടി അസ്ഥി
ਕ੍ਰੇਨੀਅਲ ਮੈਨਿੰਜ,വാടകയ്ക്കെടുക്കൽ
ਕਰੈਨਿਅਲ ਨਰਵ,ക്രാനിയൽ നാഡി
ਕ੍ਰੇਨੀਆੋਸਕਲ ਆਉਟਫਲੋ,ക്രാനോസേക്രൽ ഒഴുക്ക്
ਕ੍ਰੈਨਿਅਮ,ക്രാനോണ്ട്
ਕ੍ਰਾਸੁਲਾਸਾਨ ਐਸਿਡ ਮੈਟਾਬੋਲਿਜ਼ਮ,ക്രാസ്യുലാസിയൻ ആസിഡ് മെറ്റബോളിസം
ਕਰੇਫਿਸ਼,ക്രെഫിഷ്
ਕਰੀਏਟੀਨਾਈਨ,സൃഷ്ടിപരമായ
ਜੀਵ,ജന്തു
ਕਰੀਪਰ,അരന്തം
ਕਾਨਾ,അപര്യാപ്തത
ਕਾਨਾ,അപര്യാപ്തത
ਕ੍ਰਿਸਟਸੀਅਸ ਪੀਰੀਅਡ,ക്രോറ്റേഷ്യസ് കാലയളവ്
ਕ੍ਰਿਟੀਨੀਵਾਦ,ക്രാറ്റിനിസം
ਕ੍ਰਿਪਾ-ਡੂ-ਚੈਟ ਸਿੰਡਰੋਮ,ക്രി-ഡു-ചാറ്റ് സിൻഡ്രോം
ਕਰਸਟੇ,ക്രിസ്റ്റ
ਨਾਜ਼ੁਕ ਲਿੰਕ ਸਪੀਸੀਜ਼,ഗുരുതരമായ ലിങ്ക് സ്പീഷീസ്
ਨਾਜ਼ੁਕ ਪ੍ਰਕਿਰਿਆ,ഗുരുതരമായ പ്രക്രിയ
ਆਲੋਚਨਾਤਮਕ ਤੌਰ 'ਤੇ ਖ਼ਤਰੇ ਵਾਲੀਆਂ ਕਿਸਮਾਂ,വിമർശനാത്മകമായി വംശനാശഭീഷണി നേരിടുന്ന ജീവിവർഗ്ഗങ്ങൾ
ਫਸਲ,വിള
ਫਸਲੀ ਇੰਜੀਨੀਅਰਿੰਗ,ക്രോപ്പ് എഞ്ചിനീയറിംഗ്
ਕ੍ਰੌਲੈਂਡ,ക്രോപ്ലാൻഡ്
ਕਰਾਸ,കുരിശ്
ਕਰਾਸ ਪ੍ਰਜਨਨ,സങ്കരയിന പ്രജനനം
ਕਰਾਸ-ਬ੍ਰਿਜ,ക്രോസ്-ബ്രിഡ്ജ്
ਕਰਾਸ ਨਾਲ ਜੁੜਿਆ,ക്രോസ് ലിങ്കുചെയ്തു
ਪਰਾਗ ਲਗਾਇਆ,ക്രോസ് പോളിനേറ്റഡ്
ਕਰਾਸ ਪਰਾਗਿਤਣ,ക്രോസ് പരാഗണം
ਪਾਰ ਕਰ ਰਿਹਾ ਹੈ,കടക്കുന്നു
ਕਰਾਟਾਲੀਆ,ക്രോട്ടാലാരിയ
ਕਰੌਟਨ,ക്രോട്ടൺ
ਤਾਜ ਗੈਲ ਟਿ or ਮਰ,കിൽ ഗ്രാം ട്യൂമർ
ਤਾਜ ਗ੍ਰੈਫਟਿੰਗ,കിരീടം ഒട്ടിക്കൽ
ਕਰੂਸੀਫਾਰਮ,ക്രൂശോ
ਕੱਚੇ ਜਨਮ ਦੀ ਦਰ,ക്രൂഡ് ജനന നിരക്ക്
ਕੱਚੀ ਮੌਤ ਦਰ,ക്രൂഡ് ഡെത്ത് നിരക്ക്
ਕ੍ਰਾਸਟੀਸੀਅਨ,ക്രസ്റ്റേഷ്യൻ
ਰੋਵੋ IA C,ക്രേ സി
ਰੋਵੋ IIA ਬੀ,കരയുക iia b
ਕ੍ਰੋਪੀਰੇਸੇਸ਼ਨ,ക്രയോപ്രക്ഷൻ
ਕ੍ਰੋਸਰਚਰੀ,ക്രയോസർജറി
ਕ੍ਰਿਪਟਿਕ,ക്രപ്റ്റിക്
ਕ੍ਰਿਪਟਿਕ ਦਿੱਖ,ക്രിപ്റ്റിക് രൂപം
ਕ੍ਰਿਪਟਿਕ ਰੰਗ,ക്രിപ്റ്റിക് നിറം
Crypy ੰਗ ਨਾਲ - ਰੰਗੀਨ,ക്രാപ്റ്റിലായി - നിറമുള്ള
ਕ੍ਰਿਪਟੂਗਾਮਾ,ക്രിപ്റ്റോഗാമി
ਕ੍ਰਿਪਟੌਗੀਆ,ക്രിപ്റ്റോഗാമിയ
ਲੀਬਰਕੁਆਨ ਦੇ ਕ੍ਰਿਪਟਸ,ലീബർകുൻ ക്രൈപ്റ്റുകൾ
ਕ੍ਰਿਸਟਲ,സ്ഫടികം
ਕ੍ਰਿਸਟਲਲਾਈਨ,ക്രിസ്റ്റലിൻ
ਸੀਨਟੋਫੋਰੇਨਜ਼,Centoforans
ਕ੍ਰਿਨਫੋਰ,സെട്ടോഫോർ
ਕੈਟੇਨੋਪਲਾਨਾ,Ctentoplana
ਕੁਕੂ,കൊക്കി
ਖੀਰਾ,വെള്ളരിക്ക
