Kannada,Hindi
ಕ್ರೇಮರ್-ರಾವ್ ಅಸಮಾನತೆ,क्रैमर-राव असमिका
ವಸ್ತುನಿಷ್ಠ ಕಾರ್ಯ,उद्देश्य फलन
ನಿರ್ಣಾಯಕ ಕೋನ,क्रांतिक कोण
ನಿರ್ಣಾಯಕ ಬಿಂದು,क्रांतिक बिंदु
ಕಾರ್ಯದ ನಿರ್ಣಾಯಕ ಅಂಶ,फलन का क्रांतिक बिंदु
ನಿರ್ಣಾಯಕ ಮೌಲ್ಯ,क्रांतिक मान
ನಿರ್ಣಾಯಕ ವೇಗ,क्रांतिक वेग
ವಿಲೋಮ ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ,व्यतिसहसंबंध फलन
"ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ, ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ","वेक्टर-गुणनफल, सदिश गुणनफल"
ಥಂಡರ್ಬೋಲ್ಟ್ ಅನುಪಾತ,वज्रानुपात
ಅಡ್ಡ ವಿಭಾಗ,अनुप्रस्थ परिच्छेदन
ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ,गूढ़लेख
"ಘನ, ಘನ","घन, क्यूब"
ಘನ ಸಂಖ್ಯೆ,घन संख्या
ಘನ ಮೂಲ,घनमूल
"ಘನ, ಘನ, ಘನ, ಚತುರ್ಭುಜ, ತ್ರಿಕೋನ, ಘನ","घन, घनाकृति, घनीय, त्रिघात, त्रिसमलंबाक्ष, घनीय"
"ಘನ, ಘನ, ಘನ","घन, घनाकृति, घनीय"
ಚತುರ್ಭುಜ ಸಮೀಕರಣ,त्रिघात समीकरण
ಘನ ಇಂಚುಗಳು,घन इंच
ಘನ ಮೀಟರ್,घन मीटर
ಕ್ವಾಡ್ರಾಟಿಕ್ ಪ್ಯಾರಾಬೋಲಾ,त्रिघात परवलय
ಘನ ಮೂಲ,घनमूल
ಟ್ರಿಪಲ್ ಪದ,त्रिघाती पद
ಆರ್ಥೋಗೋನಲ್ ಸಮಾನಾಂತರ,लंबकोणिक समांतर
"ಸಂಚಿತ ಸಂಕಲನ,",संचयी संकलित
ಸಂಚಿತ ಕರ್ವ್,संचयी वक्र
ಸಂಚಿತ ವಿತರಣೆ ಕಾರ್ಯ,संचयी बंटन फलन
ಸಂಚಿತ ಆವರ್ತನ,संचयी बारंबारता
ಸಂಚಿತ ಆವರ್ತನ ಕಾರ್ಯ,संचयी बारंबारता फलन
ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್ ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್,"संचयी बारंबारता आलेख, संचयी बारंबारता ग्राफ"
ಸಂಚಿತ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ,संचयी प्रायिकता फलन
"ಸುರುಳಿ, ಕ್ವಿಂಟಾಲ್","कर्ल, कुंतल"
ದ್ವಿಪಕ್ಷೀಯ ವಕ್ರರೇಖೆ,द्विप्राचल वक्र-कुल का कर्ल
ವೆಕ್ಟರ್ ಕರ್ಲ್,सदिश का कर्ल
"ಬಿಲ್ಲು, ಕಮಾನು","धनुःकोष्ठक, धनुर्बधनी"
ಸ್ಟ್ರೀಮ್,धारा
ಚಲಿಸುವ ಬಿಂದು,चलित बिंदु
ವಕ್ರತೆ,वक्रता
ವಕ್ರತೆಯ ಪರಿಣಾಮ,वक्रता-प्रभाव
ವಕ್ರರೇಖೆ,वक्र
ಬಾಗಿದ ರೇಖೆ,वक्र रेखा
ಕರ್ವ್ ಟ್ರೇಸಿಂಗ್,वक्र अनुरेखण
ಕರ್ವಿಲಿನಿಯರ್ ಅಸಿಂಪ್ಟೋಟ್,वक्रेखी अनंतस्पर्शी
ಕರ್ವಿಲಿನಿಯರ್ ನಿರ್ದೇಶಾಂಕಗಳು,वक्रेखी निर्देशांक
ಕರ್ವಿಲಿನಿಯರ್ ರಿಗ್ರೆಷನ್,वक्रेखी समाश्रयण
"ಉಭಯಚರ, cusp","उभयाग्र, कस्प"
"ಚಕ್ರ, ತಿರುಗುವಿಕೆ, ಚಕ್ರ, ಎರಕದ ಚಕ್ರ, ಸಂಕುಚಿತ ಚಕ್ರ","चक्र, आवर्तन, साइकिल, ढलाई चक्र, संचन चक्र"
ಆವರ್ತಕ ವ್ಯತ್ಯಾಸ,चक्रीय विचरण
ಆವರ್ತಕ ವೆಕ್ಟರ್ ಉತ್ಪನ್ನ,चक्रीय सदिश गुणनफल
ಆವರ್ತಕ ಬೇಡಿಕೆ,चक्रीय मांग
ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ,चक्रीय व्यंजक
ಆವರ್ತಕ ಗುಂಪು,चक्रीय समूह
ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ,चकीय क्रमचय
"ಸೈಕ್ಲೋಯ್ಡ್, ಸೈಕ್ಲೋಯ್ಡ್","चक्रज, साइक्लोइड"
"ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್","बेलन, सिलिन्डर"
"ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್","बेलनाकार, सिलिन्डराकार, बेलनी, सिलिन्डरी"
ಸಿಲಿಂಡರ್ ಪುಟ,सिलिन्डराकार पृ्ष्ठ
"ಶೂನ್ಯ, ಸೈಫರ್","शून्य, सिफर"
ಡಿಲ್ಬರ್ಟ್ನ ಸಿದ್ಧಾಂತ,डिलंबर्ट-सिद्‌धांत
ಸರಳ ಹಾರ್ಮೋನಿಕ್ ಚಲನೆಯನ್ನು ತೇವಗೊಳಿಸಿತು,अवमंदित सरल आवर्त गति
ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ,अवमंदन स्थिरांक
"ದತ್, ಉಪತ್ತಾ, ಡೇಟಾ, ಟ್ರಸ್ಟ್","दत्त, उपात्त, आंकड़ा, न्यास"
ದತ್ ಕೈಗೊಂಡಿದ್ದಾರೆ,दत्त उपक्रमण
ವಿಶ್ವಾಸಾರ್ಹ ಸಂಪನ್ಮೂಲ ವ್ಯವಸ್ಥೆ,न्यास संसाधन प्रणाली
ಡೇಟಾ ಪ್ರೊಸೆಸರ್,आंकड़ा संसाधित्र
ಮಾಹಿತಿಯ ಕಾಗದ,आंकड़ा पत्र
ದಶಭುಜ,दशभुज
ಡೆಕಾಗ್ರಾಮ್,डेकाग्राम
ಡೆಕಾಮೀಟರ್,डेकामीटर
ಕೊಳೆತ ಸೂಚ್ಯಂಕ,क्षयांक
ಕೊಳೆತ ವಕ್ರರೇಖೆ,क्षय वक्र
ಸೊಗಸಾದ ಕಾರ್ಯ,शिष्ट फलन
ದೇಸಿಗ್ರಾಮ್,डेसीग्राम
ದಶಮಾಂಶ,दशमक
"ದಶಮಾಂಶ, ದಶಮಾಂಶ","दशमलव, दशमिक"
ದಶಮಾಂಶ ಕೋಡ್,दशमिक कोड
ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ,दशमलव कोडित अंक
ದಶಮಾಂಶ ವಿಸ್ತರಣೆ,दशमिक प्रसार
ದಶಮಾಂಶ ಭಾಗ,दशमलव भिन्न
ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ,दशमलव संकेतन पद्‌धति
ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ,दशमलव अंकन पद्‌धति
ದಶಮಾಂಶ ಬಿಂದು,दशमलव बिंदु
ದಶಮಾಂಶ ಪ್ರಮಾಣ,दशमलव मापक्रम
ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ,दशमलव पद्‌धति
ಡೆಸಿಮೀಟರ್,डेसीमीटर
ಎನ್ಕೋಡಿಂಗ್,कूटवाचन
ನಿರ್ಧಾರ ಮಾದರಿ,निर्णय निदर्श
ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ,निर्णय सिद्‌धांत
ನಿರ್ಧಾರ ವೇರಿಯಬಲ್,निर्णय चर
"ಡಿಕೋಡರ್, ಡಿಕೋಡರ್","कूटवाचक, विकोडक"
"ಎನ್ಕೋಡಿಂಗ್, ಡಿಕೋಡಿಂಗ್","कूटवाचन, विकोडन"
ಬೇರ್ಪಡಿಸಬಹುದಾದ ಸೆಟ್,वियोज्य समुच्चय
ಕಡಿಮೆಯಾಗುತ್ತಿದೆ,ह्रासमान
ಕ್ಷೀಣಿಸುವ ಕಾರ್ಯ,ह्रासमान फलन
ಡೆಡೆಕಿಂಡ್-ಕಟ್,डेडेकिन्ड-कट
ಡೆಡೆಕಿಂಡ್-ಪ್ರಮೇಯ,डेडेकिन्ड-प्रमेय
ಸಂಯೋಜಿಸಲು,निगमन करना
ಕಾರ್ಪೊರೇಟ್ ಅಭ್ಯಾಸ,निगमनिक रीति
ತಪ್ಪು,सदोष
ವ್ಯಾಖ್ಯಾನ ಸಮೀಕರಣ,परिभाषी समीकरण
ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ,निश्चित समाकल
ಸ್ಥಿರ ಮ್ಯಾಟ್ರಿಕ್ಸ್,निश्चित मैट्रिक्स
"ವ್ಯಾಖ್ಯಾನ, ಸ್ಪಷ್ಟತೆ, ಖಚಿತತೆ","परिभाषा, स्पष्टता, निश्चय"
ವಿರೂಪ ಕರ್ವ್,विरूपण वक्र
ವಿಕೃತ ಪುಟ,विकृत पृष्ठ
"ದುರಾಚಾರ, ದುರಾಚಾರ","अपभ्रष्टता, अपह्रास"
ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ನಿಖರತೆ,परिवहन समस्याओं में अपभ्रष्टता
"ಪದವಿ, ಪದವಿ, ಶಕ್ತಿ, ಪದವಿ, ಪ್ರಮಾಣ, ಪ್ರಮಾಣ, ಪದವಿ","डिग्री, अंश, घात, कोटि, मात्रा, परिमाण, अंशांक"
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣದ ಶಕ್ತಿ,अवकल समीकरण का घात
"ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ, ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ","स्वतंत्रता की कोटि, स्वातंत्र्य कोटि"
ಬಹುಪದದ ಶಕ್ತಿ,बहुपद का घात
ಪರಿವಾರವನ್ನು ಹೊರಹಾಕಿದರು,निष्कासित प्रतिवेश
ಡೆಲ್ಟಾ ಕಾರ್ಯ,डेल्टा फलन
ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ,मांग और उपयोगिता वक्र
ಬೇಡಿಕೆ ಸಮೀಕರಣ,मांग समीकरण
ಬೇಡಿಕೆ ಕಾರ್ಯ,मांग फलन
ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನಗಳು,जनसांख्यिकीय अध्ययन
ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ,जनसांख्यिकी
ಮೊವರ್ ಪ್ರಮೇಯ,द-मॉयवर प्रमेय
"ಪ್ರದರ್ಶಿಸಲು, ಸಾಕ್ಷ್ಯ ನೀಡಲು, ಪ್ರದರ್ಶಿಸಲು","निरूपण करना, प्रमाण देना, निदर्शन करना"
"ಪ್ರಾತಿನಿಧ್ಯ, ಪುರಾವೆ, ಪ್ರದರ್ಶನ, ಪ್ರದರ್ಶನ","निरूपण, प्रमाण, निदर्शन, प्रदर्शन"
ಪ್ರಾತಿನಿಧ್ಯ ಜ್ಯಾಮಿತಿ,निरूपणात्मक ज्यामिति
ಪ್ರತಿ,हर
ದಟ್ಟವಾದ ಸಮುಚ್ಚಯ,सघन समुच्चय
"ಸಾಂದ್ರತೆ, ಸಾಂದ್ರತೆ","घनत्व, सघनता"
ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್,प्रगणनीय समुच्चय
ಆರೋಹಣ ಸ್ಥಿರ,अपगामी अचर
ಅವಲಂಬಿತ ಘಟನೆ,आश्रित घटना
ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,आश्रित यादृच्छिक चर
ಅವಲಂಬಿತ ವೇರಿಯಬಲ್,परतंत्र चर
ಅವಲಂಬಿತ ವೇರಿಯಬಲ್,परतंत्र विचर
ಖಿನ್ನತೆಯ ಕೋನ,अवनमन कोण
"ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ, ವ್ಯತ್ಯಾಸ","व्युत्पत्ति, व्युत्पन्न, अवकलन"
"ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ","व्युत्पन्न, अवकलज"
ಪಡೆದ ಶ್ರೇಣಿ,व्युत्पन्न श्रेणी
ಪಡೆದ ಸೆಟ್,व्युत्पन्न समुच्चय
"ಅವರೋಹಣ, ಅವರೋಹಣ","अवरोही, अवरोहण"
ಅವರೋಹಣ ಕ್ರಮ,अवरोही क्रम
ಅವರೋಹಣ ಶ್ರೇಣಿ,अवरोही श्रेणी
ಪ್ರಕ್ಷೇಪಕ ಜ್ಯಾಮಿತಿ,प्रक्षेपात्मक ज्यामिति
ವಿವರಣಾತ್ಮಕ ಮಾದರಿ,वर्णनात्मक निदर्श
ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು,वर्णनात्मक सांख्यिकी
"ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಕ್ಕೆ (ಸಂ.), ವಿನ್ಯಾಸಕ್ಕೆ, ವಿನ್ಯಾಸಕ್ಕೆ (ಎನ್.)","अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)"
ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ,प्रयोग की अभिकल्पना
ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್,डेस्क परिकलित्र
"ಗುರುತಿಸುವಿಕೆ, ಪತ್ತೆ","पहचान, संसूचन"
"ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ","सारणिक, डिटर्मिनेंट, निर्धारक"
ನಿರ್ಣಾಯಕ ಕ್ರಮ,सारणिक कोटि
ನಿರ್ಧರಿಸಲು,निर्धारित करना
ನಿರ್ಣಾಯಕ ಮಾದರಿ,निर्धारणात्मक निदर्श
ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ,निर्धारणात्मक समस्या
ವಿಚಲನ,विचलन
ವಿಚಲನ ಗುಣಾಂಕ,विचलन गुणांक
ಬೈನರಿ ಸಿಸ್ಟಮ್,द्वि-आधारी प्रणाली
"ಕರ್ಣ ಹೈಪೊಟೆನ್ಯೂಸ್,",विकर्ण कर्ण
ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಕರ್ಣೀಕರಣ,आव्यूह-विकर्णन
"ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್","विकर्ण मैट्रिक्स, विकर्ण आव्यूह"
ಕರ್ಣೀಯ ಸಮಾನತೆ,विकर्णी समानता
ರೇಖಾಚಿತ್ರ,आरेख
ರೇಖಾಚಿತ್ರ ವಿಧಾನ,आरेखी विधि
ಚಿತ್ರಾತ್ಮಕ ಪ್ರಾತಿನಿಧ್ಯ,आरेखी प्रस्तुतिकरण
ವ್ಯಾಸ,व्यास
ಸೆಟ್ ವ್ಯಾಸ,समुच्चय-व्यास
ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ,व्यासतः सम्मुख
"ಕ್ರಾಸ್ ಫೈರ್, ದಾಳ ಎಸೆಯಿರಿ","पाशकक्षेप, पासा फेंकना"
ಉಭಯಚರ ವರ್ಗೀಕರಣ,द्विधा वर्गीकरण
"ಕವಲೊಡೆಯುವಿಕೆ, ಅರ್ಧ","द्विभाजन, अर्धक"
ನಿಘಂಟು,कोशक्रम
ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ,अंतर कलन
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,अंतर समीकरण
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,अंतर सूत्र
ಭೇದಾತ್ಮಕ ವಿಧಾನ,अंतर विधि
ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ,समुच्चयों का अंतर
ಭಿನ್ನವಾಗಬಲ್ಲ,अवकलनीय
ಡಿಫರೆನ್ಷಿಯಲ್ ಕರ್ವ್,अवकलनीय वक्र
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,अवकलनीय फलन
"ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಟ್ರಿಯಲ್, ಇಂಟರಾಜೆನ್ಸಿ, ಡಿಫರೆನ್ಷಿಯಲ್","विभेदक, भेददर्शी, अवकल, अंतरात्रयी, अंतरात्मक, विभेदी"
ಭೇದಾತ್ಮಕ ಗಣಿತ,अवकल गणित
ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ,अवकल गुणांक
ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ,अवकल समीकरण
ಭೇದಾತ್ಮಕ ಘರ್ಷಣೆ,अवकल समघात
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,अवकल सूत्र
ಭೇದಾತ್ಮಕ ಕಾರ್ಯ,अवकल फलन
ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ,अवकल ज्यामिति
ಹೆಚ್ಚಿನ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ,उच्चतर कोटि का अवकल
ಭೇದಾತ್ಮಕ ವಿಭಾಗ,अवकल खंड
ಪ್ರತ್ಯೇಕಿಸಿ,अवकलन करना
"ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ","विभेदन, अवकलन"
ಭೇದಾತ್ಮಕ ಸೂತ್ರ,अवकलन सूत्र
ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ,सदिश का अवकलन
"ಪ್ರಸರಣ, ಪ್ರಸರಣ","विसरण, विसार"
"ಅಂಕಿ, ವಜ್ರ, ಬೆರಳು","अंक, व्यास का द्वादशांश, अंगुलि"
ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್,अंकीय अभिकलित्र
ಆಂಕಿ ದತ್,अंकीय दत्त
"ವಿಸ್ತಾರ, ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ","विस्तार, लंबाई-चौड़ाई, विमा, घात"
ಆಯಾಮ,विमीयता
ಆಯಾಮವಿಲ್ಲದ,"विमाहीन, अविम"
ಸಮೀಕರಣದ ಆಯಾಮ,समीकरण विमा
ಡಯೋಫಾಂಟಸ್ ಸಮೀಕರಣ,डायोफैन्टस का समीकरण
ಪತನದ ಕೋನ,नति कोण
ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು,द्वियुग्मध्रुवी निर्देशांक
ದ್ವಿಧ್ರುವಿ,द्विध्रुव
ಬೈಪಿರಮಿಡ್,द्विपिरामिड
ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ,डिरैक डेल्टा फलन
ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ,उभयनिष्ठ अनुस्पर्श रेखा
ಬಲ ಕೋನ,दिष्ट कोण
ನೇರ ಲೈನ್,दिष्ट रेखा
ಬಾಹ್ಯಾಕಾಶ ಉತ್ಪನ್ನ,दिक्-अवकलज
"ಡಿಕೋಸಿನ್, ಡಿಕೋ-ಕೊಸೈನ್","दिक्कोज्या, दिक्-कोसाइन"
ಗರಿಷ್ಠ ದಿಕ್ಕಿನಲ್ಲಿ,उच्चिष्ठ की दिशा
ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ,प्रक्षेपण दिशा
ದಿಕ್ಕಿನ ಅನುಪಾತ,दिक्-अनुपात
ನಿಯಂತ್ರಕ ವೃತ್ತ,नियामक वृत्त
ನಿಯಂತ್ರಕ ವೃತ್ತ,नियामक गोला
ಅನುಲೋಮಾ ಉತ್ಪನ್ನ,अनुलोम गुणनफल
"ನೇರ ಪುರಾವೆ, ನೇರ ಪುರಾವೆ","प्रत्यक्ष प्रमाण, प्रत्यक्ष उपपत्ति"
ಅನುಕ್ರಮ ಅನುಪಾತ,अनुक्रमानुपात
ವಿಧಿ,नियता
ಅನುಲೋಮ ಮೊತ್ತ,अनुलोम योगफल
ಬೇರ್ಪಟ್ಟ ಸೆಟ್,असंबद्‌ध समुच्चय
"ಸ್ಥಗಿತ, ಸ್ಥಗಿತ, ವಿರಾಮ","असांतत्य, असातत्य, भंग"
ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ,अवकलज का असांतत्य
ಮೊದಲ ವಿಧದ ಸ್ಥಗಿತ,प्रथम प्रकार का असांतत्य
ಎರಡನೇ ವಿಧದ ಸ್ಥಗಿತ,द्वितीय प्रकार का असांतत्य
ನಿರಂತರ ವಿತರಣೆ,असंतत वितरण
ನಿರಂತರ ಕಾರ್ಯ,असंतत फलन
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,असंतत विचर
ಕಣಗಳು,विविक्त
ನಿರಂತರ ವಿತರಣೆ,असंतत बंटन
ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ,असंतत प्रायिकता बंटन
ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್,असंतत यादृच्छिक चर
ನಿರಂತರ ಮಾದರಿ ಜಾಗ,असंतत प्रतिदर्श समष्टि
ಪ್ರತ್ಯೇಕವಾದ ಒಟ್ಟು,विविक्त समुच्चय
ಪ್ರತ್ಯೇಕ ಜನಸಂಖ್ಯೆ,विविक्त समष्टि
ಪ್ರತ್ಯೇಕ ರಾಜ್ಯ,विविक्त संस्थिति
ನಿರಂತರ ವ್ಯತ್ಯಾಸ,असंतत विचर
ವಿತರಣಾ ತೆರಿಗೆ,विविक्तकर
ತಾರತಮ್ಯದ ವಿಶ್ಲೇಷಣೆ,विविक्तकर विश्लेषण
ಬೇರ್ಪಟ್ಟ,असंयुक्त
ಅಸಂಬದ್ಧ ಘಟನೆ,असंयुक्त घटना
ಬೇರ್ಪಟ್ಟ ಸೆಟ್,असंयुक्त समुच्चय
ಅಸಂಯೋಜಿತ ಅಳವಡಿಕೆ,असंयुक्त सम्मिलन
"ವಿಂಗಡಣೆ, ತರ್ಕಬದ್ಧ ಮೊತ್ತ","वियोजन, तर्क-संगत योग"
"ಪ್ರಸರಣ, ಚದುರುವಿಕೆ","परिक्षेपण, प्रकीर्णन"
ಪ್ರಸರಣ ಚಾರ್ಟ್,परिक्षेपण संचित्र
ಪ್ರಸರಣ ಸೂಚ್ಯಂಕ,परिक्षेपणांक
ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ,परिक्षेपण-आरेख
ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್,परिक्षेपण-मैट्रिक्स
ಸ್ಥಳಾಂತರ,विस्थापन
ಪ್ರದರ್ಶನ,प्रदर्श
ಕನ್ಸೋಲ್,कन्सोल
"ಅಸಮ, ಅಸಮ","असमरूप, असमान"
ಚದುರಿಸುವ ಶಕ್ತಿ,क्षयकारी बल
ದೂರ ಕಾರ್ಯ,दूरी-फलन
ದೂರ ಮಾಡ್ಯುಲಸ್,दूरी-मापांक
ವಿತರಕವಲ್ಲದ,बंटन-निरपेक्ष
"ವಿತರಣಾ ನಿಯಮ, ವಿತರಣಾ ನಿಯಮ","वितरण-नियम, बंटननियम"
"ಚದುರಿಸಲು, ವಿಸರ್ಜಿಸಲು","अपसारित करना, अपसारित होना"
"ಭಿನ್ನತೆ, ಭಿನ್ನತೆ, ಭಿನ್ನತೆ","अपसरण, अपसारिता, डाइवर्जेन्स"
ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ,अपसरण प्रमेय
ವಿಭಿನ್ನ,अपसारी
ವಿಭಿನ್ನ ಶ್ರೇಣಿ,अपसारी श्रेणी
ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ,विभाजित अंतर
"ವಿಭಜನೆ, ವಿಭಜನೆ","भाज्यता, विभाज्यता"
"ಭಾಗಿಸಬಹುದಾದ, ಭಾಗಿಸಬಹುದಾದ","भाज्य, विभाज्य"
"ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ","भाग, प्रभाग, विभाजन"
ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್,विभाजन-कलन विधि
ವಿಭಜಿತ ಉಂಗುರ,विभाजन-वलय
ಚತುರ್ಭುಜ,द्वादशभुज
ದಶಭುಜ,द्वादशफलक
"ಡೊಮೇನ್, ಡೊಮೇನ್, ಪ್ರಾಂತ್ಯ, ಪ್ರದೇಶ","प्रक्षेत्र, डोमेन, प्रांत, प्रदेश"
ಕಾರ್ಯದ ಡೊಮೇನ್,फलन का प्रांत
ವ್ಯಾಖ್ಯಾನ-ಪ್ರಾಂತ್ಯ,परिभाषा-प्रांत
ಅಸ್ತಿತ್ವದ ಸ್ಥಿತಿ,अस्तित्व-प्रांत
ಅತಿಕ್ರಮಿಸುವ ಸಾಧನ,अभिभावी युक्ति
ಡಾಪ್ಲರ್ ಪರಿಣಾಮ,डॉप्लर प्रभाव
"ಪಾಯಿಂಟ್ ಉತ್ಪನ್ನ, ಸ್ಕೇಲಾರ್ ಉತ್ಪನ್ನ","बिन्दु-गुणनफल, अदिशगुणनफल"
ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ,बिन्दुकित वक्र
ಡ್ಯುಯಲ್ ಡಿಫರೆನ್ಷಿಯಲ್,द्विशः अवकलन
ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ,द्विक चरघातांकीय बंटन
ಡಬಲ್ ಕಾಯಿಲ್,द्विकुंडली
ಬೈನರಿ ಅವಿಭಾಜ್ಯ,द्विशः समाकल
ಬೈನರಿ ಏಕೀಕರಣ,द्विशः समाकलन
ಎರಡು ಮಿತಿ,द्विक सीमा
ಎರಡು ಮಾದರಿ ಈವೆಂಟ್,द्विशः प्रतिचयन आयोजन
ಎರಡು ಅನುಕ್ರಮ,द्विक अनुक्रम
ಡಬಲ್ ಸರಣಿ,द्विक श्रेणी
ಎರಡು-ಲಗತ್ತಿಸಲಾದ ಸಂಕೇತ,द्वि-अनुलग्नी संकेतन
ಎರಡು ಸಂಕಲನ,द्विक संकलन
ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ,अधोमुखी त्वरण
ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ,अधोमुखी विस्थापन
ಕೆಳಮುಖ ಚಲನೆ,अधोमुखी गति
ಕೆಳಮುಖ ವೇಗ,अधोमुखी वेग
ಎಳೆತ,कर्षण
ಎಳೆತ ಬಲ,कर्षण-बल
"ಉಭಯ ದ್ವಂದ್ವತೆ,",द्वैती द्वैती
ಡ್ಯುಯಲ್ ಬೇಸ್,द्वैत आधार
ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ,द्वैत आंतरिक गुणनफल
ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ,द्वैती रैखिक प्रोग्रामन समस्या
"ಎರಡು ಕಾರ್ಯಾಚರಣೆ, ಎರಡು ಕಾರ್ಯಾಚರಣೆ","द्वि प्रचालन, द्वैती संक्रिया"
ಉಭಯ ಸಮಸ್ಯೆ,द्वैत समस्या
