Assamese,Punjabi
সমতুল্য উষ্ণতা,ਬਰਾਬਰ ਦਾ ਤਾਪਮਾਨ
সমতুল্য শৰীৰ,ਬਰਾਬਰ ਸਰੀਰ
সমতুল্যতা উপপাদ্য,ਸਮਾਨਤਾ ਪ੍ਰਮੇਯ
সমতুল্য সংবহন লাইন,ਬਰਾਬਰ ਟਰਾਂਸਮਿਸ਼ਨ ਲਾਈਨ
সমবাহু ত্ৰিভুজ পথ,ਸਮਭੁਜ ਤਿਕੋਣ ਮਾਰਗ
সমতুল্য ভালভ,ਬਰਾਬਰ ਵਾਲਵ
সমতুল্য আঠাযুক্ত ডেম্পিং,ਬਰਾਬਰ ਲੇਸਦਾਰ ਨਮ
সমতুল্য প্ৰস্থ,ਬਰਾਬਰ ਚੌੜਾਈ
"মচি পেলাওক, লিখি বন্ধ কৰক","ਮਿਟਾਓ, ਲਿਖੋ"
লেখক উৎপাদক,ਲੇਖਕ ਜਨਰੇਟਰ
লেখক দোলক,ਲੇਖਕ ਔਸਿਲੇਟਰ
লিখাৰ মূৰ,ਲਿਖਣ ਦਾ ਸਿਰ
"উলম্ব ছবি, উলম্ব ছবি","ਲੰਬਕਾਰੀ ਚਿੱਤਰ, ਸਿੱਧਾ ਚਿੱਤਰ"
উলম্ব লেন্স,ਲੰਬਕਾਰੀ ਲੈਂਸ
উলম্ব,ਲੰਬਕਾਰੀ
erg,erg
"শক্তিৰ অনুমান, প্ৰৱণতা অনুমান","ਊਰਜਾ ਪਰਿਕਲਪਨਾ, ਪ੍ਰਵਿਰਤੀ ਅਨੁਮਾਨ"
ফাইব্ৰ&#39;মিটাৰ,ਫਾਈਬਰੋਮੀਟਰ
eros,ਈਰੋਜ਼
ভুল ভুল,ਗਲਤ ਗਲਤੀ
মোহময়ী আৱৰণ,ਭਰਮ ਦੀ ਪਰਤ
"ভুল, ভুল, ভুল, ভুল","ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ, ਗਲਤੀ"
চপোৱাৰ ভুল,ਗਲਤੀ ਵਾਢੀ
ভুল বিশ্লেষণ,ਗਲਤੀ ਵਿਸ਼ਲੇਸ਼ਣ
ভুলৰ পৰিসৰ,ਗਲਤੀ ਸੀਮਾ
ভুল ক&#39;ড,ਗਲਤੀ ਕੋਡ
ভুল সহগ,ਗਲਤੀ ਗੁਣਾਂਕ
ভুল সংশোধন প্ৰমপ্ট,ਗਲਤੀ ਸੁਧਾਰ ਪ੍ਰੋਂਪਟ
ভুল ধৰা পেলোৱা,ਗਲਤੀ ਖੋਜ
ভুল ধৰা পেলোৱা সংকেত,ਗਲਤੀ ਖੋਜ ਸਿਗਨਲ
ভুল ধৰা পেলোৱাৰ ৰুটিন,ਗਲਤੀ ਖੋਜ ਰੁਟੀਨ
ভুল বিতৰণ,ਗਲਤੀ ਵੰਡ
স্মৃতিশক্তিৰ ত্ৰুটি,ਮੈਮੋਰੀ ਗਲਤੀ
ভুল অনুমানক,ਗਲਤੀ ਅਨੁਮਾਨਕ
ভুল কাৰক,ਗਲਤੀ ਕਾਰਕ
ভুল কাৰ্য্য,ਗਲਤੀ ਫੰਕਸ਼ਨ
ভুল ফাংচন বিভৱ,ਗਲਤੀ ਫੰਕਸ਼ਨ ਸੰਭਾਵੀ
ভুল বাৰ,ਗਲਤੀ ਬਾਰ
ভুল-অবিচ্ছেদ্য,ਗਲਤੀ - ਅਟੁੱਟ
ত্ৰুটি বাৰ্তা,ਗਲਤੀ ਸੁਨੇਹਾ
ত্ৰুটি গেজ,ਗਲਤੀ ਗੇਜ
পৰ্যবেক্ষণৰ ভুল,ਨਿਰੀਖਣ ਗਲਤੀ
প্ৰথম ধৰণৰ ভুল,ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
দ্বিতীয় ধৰণৰ ভুল,ਦੂਜੀ ਕਿਸਮ ਦੀ ਗਲਤੀ
ভুল সংকেত ভুল সংকেত,ਗਲਤੀ ਸੰਕੇਤ ਗਲਤੀ ਸੰਕੇਤ
ত্ৰুটি-চুইচ,ਗਲਤੀ-ਸਵਿੱਚ
ভুল শব্দ,ਗਲਤੀ ਦੀ ਮਿਆਦ
ভুল ভ্যাৰিয়েন্স,ਗਲਤੀ ਪਰਿਵਰਤਨ
সুৰংগ ডাইঅ&#39;ড,ਸੁਰੰਗ ਡਾਇਓਡ
"পলায়ন, প্ৰস্থান (adj.), পলায়ন, প্ৰস্থান (ver.)","ਬਚਣਾ, ਬਾਹਰ ਨਿਕਲਣਾ (ਐਡਜ.), ਬਚਣਾ, ਬਾਹਰ ਨਿਕਲਣਾ (ਵਰ.)"
এক্সজেষ্ট চিষ্টেম,ਨਿਕਾਸ ਸਿਸਟਮ
পলায়ন দক্ষতা,ਬਚਣ ਦੀ ਕੁਸ਼ਲਤਾ
বাহিৰলৈ যোৱা ইলেক্ট্ৰন,ਬਾਹਰ ਜਾਣ ਵਾਲੇ ਇਲੈਕਟ੍ਰੋਨ
"এস্কেপ ফ্ৰেকচন, এস্কেপ ফ্ৰেকচন","ਫਰੈਕਸ਼ਨ ਤੋਂ ਬਚੋ, ਫਰੈਕਸ਼ਨ ਤੋਂ ਬਚੋ"
পলায়নৰ দক্ষতা,ਬਚਣ ਦੇ ਹੁਨਰ
নিষ্কাশন পদ্ধতি,ਨਿਪਟਾਰੇ ਦੀ ਵਿਧੀ
পলায়নৰ বেগ,ਬਚਣ ਦੀ ਗਤੀ
ৰিডেম্পচন চকা,ਛੁਟਕਾਰਾ ਪਹੀਆ
খোদিত ক্ষমতা,ਉੱਕਰੀ ਯੋਗਤਾ
প্ৰয়োজনীয় উপাদান,ਜ਼ਰੂਰੀ ਹਿੱਸਾ
অত্যাৱশ্যকীয় উপাদান অপৰিহাৰ্য উপাদান,ਜ਼ਰੂਰੀ ਤੱਤ ਜ਼ਰੂਰੀ ਤੱਤ
মূল তথ্য,ਮੁੱਢਲੀ ਜਾਣਕਾਰੀ
আৱশ্যকীয় স্বৰবৰ্ণ,ਲਾਜ਼ਮੀ ਸਵਰ
এছিয়াট্ৰন,asiatron
etalon,etalon
ইথাৰ,ਈਥਰ
ইথাৰ তৰংগ,ਈਥਰ ਲਹਿਰ
ইউক্লিডীয় স্থানাংক,ਯੂਕਲੀਡੀਅਨ ਕੋਆਰਡੀਨੇਟਸ
ইউক্লিডিয়ান ডমেইন,ਯੂਕਲੀਡੀਅਨ ਡੋਮੇਨ
ইউক্লিডিয়ান ব্যৱস্থা,ਯੂਕਲੀਡੀਅਨ ਸਿਸਟਮ
ইউক্লিডীয় জ্যামিতি,ਯੂਕਲੀਡੀਅਨ ਜਿਓਮੈਟਰੀ
"ইউক্লিডীয় ক্ষেত্ৰ, ইউক্লিডীয় ক্ষেত্ৰ","ਯੂਕਲੀਡੀਅਨ ਖੇਤਰ, ਯੂਕਲੀਡੀਅਨ ਖੇਤਰ"
ইউক্লিডীয় সমতল,ਯੂਕਲੀਡੀਅਨ ਜਹਾਜ਼
গেছ ভলিউমমিটাৰ,ਗੈਸ ਵਾਲੀਅਮਮੀਟਰ
গেছ ভলিউমেট্ৰিক টিউব,ਗੈਸ ਵਾਲੀਅਮ ਟਿਊਬ
গেছ ভলিউমেট্ৰিক পদ্ধতি,ਗੈਸ ਵੋਲਯੂਮੈਟ੍ਰਿਕ ਵਿਧੀ
গেছ ভলিউমেট্ৰিক,ਗੈਸ ਵਾਲੀਅਮ
অইলাৰ-কোণ,ਯੂਲਰ-ਕੋਣ
তেলীয়া দোলক,ਤੇਲਯੁਕਤ ਔਸਿਲੇਟਰ
ইউৰেকা ৰাডাৰ ব্যৱস্থা,ਯੂਰੇਕਾ ਰਾਡਾਰ ਸਿਸਟਮ
"ইউৰেকা বাৰ্নাৰ, ইউৰেকা বাৰ্নাৰ","ਯੂਰੇਕਾ ਬਰਨਰ, ਯੂਰੇਕਾ ਬਰਨਰ"
"ইউটেকটিক, ইউটেকটিক","eutectic, eutectic"
ইউটেকটিক মিশ্ৰণ,eutectic ਮਿਸ਼ਰਤ
ইউটেকটিক মিশ্ৰণ,eutectic ਮਿਸ਼ਰਣ
ইউটেকটিক পইণ্ট,eutectic ਬਿੰਦੂ
ইউটেকটিক অনুপাত,eutectic ਅਨੁਪਾਤ
ইউটেকটিক উষ্ণতা,eutectic ਤਾਪਮਾਨ
ইভি,ਈ.ਵੀ
"খালী কৰা, খালী কৰা","ਖਾਲੀ ਕਰਨ ਲਈ, ਖਾਲੀ ਕਰਨ ਲਈ"
"খালী কৰা, খালী কৰা","ਕੱਢਿਆ, ਕੱਢਿਆ"
খালী কৰা হৈছে ছুটী,ਖਾਲੀ ਛੁੱਟੀ
"ভেকুৱাম, খালী কৰা","ਵੈਕਿਊਮ, ਖਾਲੀ ਕਰਨਾ"
"মূল্যায়ন, মূল্যায়ন","ਮੁਲਾਂਕਣ, ਮੁਲਾਂਕਣ"
সঠিকতা মূল্যায়ন,ਸ਼ੁੱਧਤਾ ਦਾ ਮੁਲਾਂਕਣ
প্ৰসাৰণ-হ্ৰাস কৰা ধৰণ,ਐਪਲੀਟਿਊਡ-ਘਟਾਉਣ ਮੋਡ
ফটোগ্ৰাফ প্ৰক্ৰিয়া,ਫੋਟੋ ਪ੍ਰਕਿਰਿਆ
বাষ্পীভৱন হয়,ਵਾਸ਼ਪੀਕਰਨ
"বাষ্পীভৱন, বাষ্পীভৱন, বাষ্পীভৱন","evaporation, evaporation, evaporation"
বাষ্পীভৱন আৰ্হি,ਵਾਸ਼ਪੀਕਰਨ ਮਾਡਲ
বাষ্পীভৱনকাৰী,vaporizer
নিৰ্গমন সহগ,ਨਿਕਾਸ ਗੁਣਾਂਕ
যুগ্ম,ਵੀ
আনকি ইলেক্ট্ৰনিক অৱস্থাও,ਵੀ ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਥਿਤੀ
আনকি কাৰ্য্যও,ਵੀ ਫੰਕਸ਼ਨ
আনকি লোড,ਵੀ ਲੋਡ
যুগ্ম সংখ্যা,ਸਮ ਸੰਖਿਆ
"আনকি সমতা, আনকি সমতাও","ਵੀ ਬਰਾਬਰੀ, ਵੀ ਬਰਾਬਰੀ"
সমতা পৰীক্ষা,ਸਮਾਨਤਾ ਦੀ ਜਾਂਚ
পাৰ পেৰিটি সংকেত,ਬਰਾਬਰ ਸਮਾਨਤਾ ਸੰਕੇਤ
আনকি ভগ্নাংশ ভগ্নাংশও,ਇੱਥੋਂ ਤੱਕ ਕਿ ਅੰਸ਼ਿਕ ਅੰਸ਼
সাদৃশ্য অৱস্থা,ਸਮਾਨਤਾ ਰਾਜ
সমৰূপতা,isometric
আনকি নিউক্লাইডো,ਵੀ nuclides
আনকি বিকিৰণ কৰাও,ਵੀ ਕਿਰਨ
"ইভেন্ট, এপিচ&#39;ড","ਘਟਨਾ, ਕਿੱਸਾ"
ইভেন্ট ৰেকৰ্ডাৰ,ਘਟਨਾ ਰਿਕਾਰਡਰ
"চিৰস্থায়ী, চিৰ নিৰাপদ","ਸਦੀਵੀ, ਸਦਾ ਲਈ ਸੁਰੱਖਿਅਤ"
বহিঃকেন্দ্ৰ,exocentre
"হুবহু, হুবহু, হুবহু","ਬਿਲਕੁਲ, ਬਿਲਕੁਲ, ਬਿਲਕੁਲ"
সঠিক সমীকৰণ,ਸਹੀ ਸਮੀਕਰਨ
সঁচা অনুৰণন,ਸੱਚੀ ਗੂੰਜ
নিখুঁত বিজ্ঞান,ਸ਼ੁੱਧਤਾ ਵਿਗਿਆਨ
সঠিক পৰীক্ষা,ਸਹੀ ਟੈਸਟ
তথ্য,ਤੱਥ
এম্প্লিফাইড কেৰিয়াৰ ৱেভ,ਵਿਸਤ੍ਰਿਤ ਕੈਰੀਅਰ ਵੇਵ
উপকেন্দ্ৰ,ਭੂਚਾਲ ਦਾ ਕੇਂਦਰ
centripetal,centripetal
কেন্দ্ৰীয়তা,ਸਨਕੀਤਾ
ব্যতিক্ৰম,ਅਪਵਾਦ
ব্যতিক্ৰম গেট,ਅਪਵਾਦ ਗੇਟ
ব্যতিক্ৰম নিয়ম পদ্ধতি,ਅਪਵਾਦ ਨਿਯਮ ਵਿਧੀ
অতিৰিক্ত ইলেক্ট্ৰন,ਵਾਧੂ ਇਲੈਕਟ੍ਰੋਨ
"বহুগুণক বহুগুণক, অতিৰিক্ত বহুগুণক","ਗੁਣਕ ਗੁਣਕ, ਵਾਧੂ ਗੁਣਕ"
অভাৰফ্ল&#39; ভালভ,ਓਵਰਫਲੋ ਵਾਲਵ
অতিৰিক্ত বিক্ষিপ্ত,ਵਾਧੂ ਖਿੰਡੇ ਹੋਏ
অভাৰ-ফ&#39;ল&#39; কৰক,ਓਵਰ-ਫਾਲੋ
বিনিময়,ਐਕਸਚੇਂਜ
ঘূৰ্ণীবতাহৰ সহগ,ਵੌਰਟੇਕਸ ਗੁਣਾਂਕ
বিনিময় সংযোজন,ਵਟਾਂਦਰਾ ਜੋੜ
বিনিময় দুৰ্নীতি,ਵਟਾਂਦਰਾ ਭ੍ਰਿਸ਼ਟਾਚਾਰ
শক্তি বিনিময় কৰা,ਐਕਸਚੇਂਜ ਊਰਜਾ
"বিনিময় মণ্ডল, পাৰমাণৱিক মণ্ডল","ਐਕਸਚੇਂਜ ਜ਼ੋਨ, ਐਟਮੀ ਜ਼ੋਨ"
বিনিময় শক্তি,ਐਕਸਚੇਂਜ ਫੋਰਸ
বিনিময়যোগ্য পাৰস্পৰিক ক্ৰিয়া,ਪਰਿਵਰਤਨਯੋਗ ਪਰਸਪਰ ਪ੍ਰਭਾਵ
বিনিময় লাইন,ਐਕਸਚੇਂਜ ਲਾਈਨ
বিনিময় প্ৰকৃতি,ਵਟਾਂਦਰਾ ਕੁਦਰਤ
বিনিময় সংযোজন,ਵਟਾਂਦਰਾ ਜੋੜ
এক্সচেঞ্জাৰ,ਐਕਸਚੇਂਜਰ
বিনিময় হাৰ,ਐਕਸਚੇਂਜ ਦਰ
বিনিময় বিক্ৰিয়া,ਵਟਾਂਦਰਾ ਪ੍ਰਤੀਕਰਮ
বিনিময়যোগ্য বিকিৰণ,ਪਰਿਵਰਤਨਯੋਗ ਸਕੈਟਰਿੰਗ
বিনিময়যোগ্য বৈশিষ্ট্য,ਪਰਿਵਰਤਨਯੋਗ ਵਿਸ਼ੇਸ਼ਤਾਵਾਂ
বিনিময় সম্পত্তি,ਐਕਸਚੇਂਜ ਜਾਇਦਾਦ
বিনিময় পোষ্ট,ਐਕਸਚੇਂਜ ਪੋਸਟ
"উত্তেজনা, উত্তেজনা","ਉਤੇਜਨਾ, ਉਤੇਜਨਾ"
উত্তেজনা বেণ্ড,ਉਤੇਜਨਾ ਬੈਂਡ
উত্তেজনা বক্ৰ,ਉਤੇਜਨਾ ਕਰਵ
উত্তেজনা শক্তি,ਉਤੇਜਨਾ ਊਰਜਾ
উত্তেজনাৰ কম্পাঙ্ক,ਉਤੇਜਨਾ ਦੀ ਬਾਰੰਬਾਰਤਾ
উত্তেজনা কাৰ্য্য,ਉਤੇਜਨਾ ਫੰਕਸ਼ਨ
উত্তেজনা ফলন বক্ৰ,ਉਤੇਜਨਾ ਫੰਕਸ਼ਨ ਵਕਰ
উদ্দীপক সংখ্যা,ਉਤੇਜਕ ਸੰਖਿਆ
উত্তেজনা সম্ভাৱনা,ਉਤੇਜਨਾ ਦੀ ਸੰਭਾਵਨਾ
উদ্দীপক সম্ভাৱনা,ਉਤੇਜਨਾ ਦੀ ਸੰਭਾਵਨਾ
উদ্দীপনা সঠিকতা সহগ,ਉਤੇਜਨਾ ਸ਼ੁੱਧਤਾ ਗੁਣਾਂਕ
উত্তেজনা অৱস্থা,ਉਤਸ਼ਾਹ ਰਾਜ
উত্তেজনা তাপ,ਉਤੇਜਨਾ ਦੀ ਗਰਮੀ
উদ্দীপক স্থানান্তৰ,ਉਤੇਜਨਾ ਦਾ ਤਬਾਦਲਾ
উত্তেজনা ভেক্টৰ,ਉਤੇਜਨਾ ਵੈਕਟਰ
উত্তেজনা তৰংগ,ਉਤੇਜਨਾ ਦੀ ਲਹਿਰ
উদ্দীপক ব্যৱস্থা,ਉਤੇਜਕ ਵਿਧੀ
"উদ্দীপিত কৰা, শক্তিশালী কৰা","ਉਤੇਜਿਤ ਕਰਨ ਲਈ, ਊਰਜਾਵਾਨ ਕਰਨ ਲਈ"
উত্তেজিত পৰমাণু,ਉਤਸ਼ਾਹਿਤ ਪਰਮਾਣੂ
উত্তেজিত পাৰমাণৱিক ঘনত্ব,ਉਤਸ਼ਾਹਿਤ ਪਰਮਾਣੂ ਘਣਤਾ
উত্তেজিত ইলেক্ট্ৰন,ਉਤਸ਼ਾਹਿਤ ਇਲੈਕਟ੍ਰੋਨ
উত্তেজিত ক্ষেত্ৰৰ লাউডস্পীকাৰ,ਉਤਸ਼ਾਹਿਤ ਖੇਤਰ ਲਾਊਡਸਪੀਕਰ
উত্তেজিত আয়ন,ਉਤੇਜਿਤ ਆਇਨ
উত্তেজিত অণু,ਉਤੇਜਿਤ ਅਣੂ
আৱেগিক অৱস্থা,ਭਾਵਨਾਤਮਕ ਸਥਿਤੀ
উত্তেজিত কম্পন অৱস্থা,ਉਤੇਜਿਤ ਵਾਈਬ੍ਰੇਸ਼ਨਲ ਅਵਸਥਾ
উদ্দীপক ব্যৱস্থা,ਉਤੇਜਕ ਵਿਧੀ
"শব্দ প্ৰযোজক, শব্দৰ উৎস","ਧੁਨੀ ਨਿਰਮਾਤਾ, ਧੁਨੀ ਸਰੋਤ"
উদ্দীপক প্ৰভাৱ,ਉਤੇਜਕ ਪ੍ਰਭਾਵ
উত্তেজনাপূৰ্ণ কাৰেণ্ট,ਦਿਲਚਸਪ ਵਰਤਮਾਨ
উত্তেজক,exciton
exciton বেণ্ড,exciton ਬੈਂਡ
এক্সাইট্ৰন,excitron
বৰ্জনৰ নিয়ম,ਬੇਦਖਲੀ ਨਿਯਮ
নিৰ্দিষ্ট,ਖਾਸ
একক বৰ্তনী,ਸਿੰਗਲ ਸਰਕਟ
নিষ্পাদন সময়,ਚੱਲਣ ਦਾ ਸਮਾਂ
নিয়ন্ত্ৰক ৰুটিন,ਕੰਟਰੋਲਰ ਰੁਟੀਨ
অপাৰেটিং চিষ্টেম,ਆਪਰੇਟਿੰਗ ਸਿਸਟਮ
এক্সজেষ্ট ভালভ,ਨਿਕਾਸ ਵਾਲਵ
এক্সজেষ্ট ফেন,ਐਗਜ਼ਾਸਟ ਪੱਖਾ
"ভেকুৱাম পাম্প, ৰেচক পাম্প","ਵੈਕਿਊਮ ਪੰਪ, ਜੁਲਾਬ ਪੰਪ"
"ৰেচক পৰ্যায়, কেথাৰ্চিছ ষ্ট্ৰোক, উশাহ লোৱাৰ পৰ্যায়","ਜੁਲਾਬ ਪੜਾਅ, ਕੈਥਾਰਸਿਸ ਸਟ੍ਰੋਕ, ਸਾਹ ਛੱਡਣ ਦਾ ਪੜਾਅ"
ৰেচক নলী,ਜੁਲਾਬ ਟਿਊਬ
catharsis বেগ,ਕੈਥਾਰਸਿਸ ਦੀ ਗਤੀ
"খালী কৰা, কেথাৰ্চিছ, এক্সট্ৰুচন, এলিমিনেচন","ਨਿਕਾਸੀ, ਕੈਥਾਰਸਿਸ, ਬਾਹਰ ਕੱਢਣਾ, ਖਾਤਮਾ"
সমস্যা,ਮੁੱਦੇ
আউটপুট এংগেল,ਆਉਟਪੁੱਟ ਕੋਣ
আউটপুট আউটলেট,ਆਉਟਪੁੱਟ ਆਊਟਲੈੱਟ
"আউটপুট চেনেল স্পিন, আউটপুট চেনেল স্পিন","ਆਉਟਪੁੱਟ ਚੈਨਲ ਸਪਿਨ, ਆਉਟਪੁੱਟ ਚੈਨਲ ਸਪਿਨ"
আউটপুট আউটলেট,ਆਉਟਪੁੱਟ ਆਊਟਲੈੱਟ
"প্ৰস্থান বিন্দু, প্ৰস্থান বিন্দু","ਐਗਜ਼ਿਟ ਪੁਆਇੰਟ, ਐਗਜ਼ਿਟ ਪੁਆਇੰਟ"
আউটপুট উইণ্ড&#39;,ਆਉਟਪੁੱਟ ਵਿੰਡੋ
শক্তি দক্ষ প্ৰক্ৰিয়া,ਊਰਜਾ ਕੁਸ਼ਲ ਪ੍ਰਕਿਰਿਆ
বহিঃমণ্ডল,ਬਾਹਰੀ ਖੇਤਰ
"বহিঃতাপীয়, তাপ উত্তেজক","exothermic, ਗਰਮੀ ਉਤੇਜਕ"
বহিঃতাপীয় প্ৰক্ৰিয়া,exothermic ਪ੍ਰਕਿਰਿਆ
বহিঃতাপীয় বিক্ৰিয়া,exothermic ਪ੍ਰਤੀਕਰਮ
অস্বাভাৱিক ইন্ধন,ਅਸਾਧਾਰਨ ਬਾਲਣ
বিয়পি পৰা,ਫੈਲਾਣਾ
সম্প্ৰচাৰ,ਪ੍ਰਸਾਰਣ
ৰিং ফৰ্ম চেণ্টাৰ প্ৰদৰ্শন,ਰਿੰਗ ਫਾਰਮ ਸੈਂਟਰ ਡਿਸਪਲੇ
বৰ্ধিত কনট্ৰাষ্ট,ਵਿਸਤ੍ਰਿਤ ਉਲਟ
প্ৰচাৰিত ছবি,ਪ੍ਰਸਾਰਿਤ ਫਿਲਮ
চুম্বকীয় ক্ষেত্ৰ বিস্তাৰ কৰা,ਚੁੰਬਕੀ ਖੇਤਰ ਫੈਲਾਉਣਾ
"বৃদ্ধি কৰা নিৰ্দেশনা, বৃদ্ধি কৰা ট্ৰেচ","ਵੱਡਦਰਸ਼ੀ ਹਦਾਇਤਾਂ, ਵੱਡਦਰਸ਼ੀ ਟਰੇਸ"
সম্প্ৰসাৰিত সম্প্ৰসাৰণ,ਵਿਸਤ੍ਰਿਤ ਵਿਸਤਾਰ
"বৃদ্ধি কৰা ট্ৰেচ, বৃদ্ধি কৰা মডেল","ਵੱਡਦਰਸ਼ੀ ਟਰੇਸ, ਵੱਡਦਰਸ਼ੀ ਮਾਡਲ"
সম্প্ৰচাৰক,ਪ੍ਰਸਾਰਕ
চুম্বকীয় ক্ষেত্ৰ বিস্তাৰ কৰা,ਚੁੰਬਕੀ ਖੇਤਰ ਫੈਲਾਉਣਾ
এক্সটেনছৰ,ਐਕਸਟੈਂਸਰ
বিস্তাৰ,ਵਿਸਥਾਰ
"spread, বিয়পি পৰা","ਫੈਲਾਉਣਾ, ਫੈਲਾਉਣਾ"
"এক্সটেনচন চেল, এক্সটেনচন ৰুম","ਐਕਸਟੈਂਸ਼ਨ ਸੈੱਲ, ਐਕਸਟੈਂਸ਼ਨ ਰੂਮ"
প্ৰসাৰ কুণ্ডলী,ਪ੍ਰਸਾਰ ਕੁੰਡਲੀ
প্ৰসাৰণ ফেন,ਪ੍ਰਸਾਰ ਪੱਖਾ
প্ৰসাৰণ অনুপাত,ਫੈਲਾਅ ਅਨੁਪਾਤ
প্ৰসাৰণ ষ্ট্ৰোক,ਫੈਲਾਅ ਸਟਰੋਕ
ভেৰিয়েচন টাৰ্বাইন,ਪਰਿਵਰਤਨ ਟਰਬਾਈਨ
প্ৰসাৰণ ভালভ,ਫੈਲਾਅ ਵਾਲਵ
প্ৰসাৰণ তৰংগ,ਪ੍ਰਸਾਰ ਲਹਿਰ
ভেৰিয়েন্সৰ প্ৰবাহ,ਵਿਭਿੰਨਤਾ ਦਾ ਵਹਾਅ
সম্প্ৰসাৰণযোগ্যতা,ਵਿਸਤਾਰਯੋਗਤਾ
শক্তি অনুৰাগী,ਊਰਜਾ ਉਤਸ਼ਾਹੀ
পৰীক্ষণ,ਪ੍ਰਯੋਗ
"পৰীক্ষামূলক, পৰীক্ষামূলক","ਪ੍ਰਯੋਗਾਤਮਕ, ਪ੍ਰਯੋਗਾਤਮਕ"
পৰীক্ষামূলক ভিত্তিত,ਪ੍ਰਯੋਗਾਤਮਕ ਆਧਾਰ
"পৰীক্ষামূলক ভুল, পৰীক্ষামূলক ভুল","ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ, ਪ੍ਰਯੋਗਾਤਮਕ ਗਲਤੀ"
পৰীক্ষামূলক বিমান পৰিবহণ,ਪ੍ਰਯੋਗਾਤਮਕ ਹਵਾਬਾਜ਼ੀ
ব্যৱহাৰৰ বাবে গোট,ਵਰਤਣ ਲਈ ਗਰੁੱਪ
পৰীক্ষামূলক গড় ব্যৱধান,ਪ੍ਰਯੋਗਾਤਮਕ ਮੱਧ ਅੰਤਰਾਲ
পৰীক্ষামূলক অনুকূলন,ਪ੍ਰਯੋਗਾਤਮਕ ਅਨੁਕੂਲਨ
পৰীক্ষামূলক পদাৰ্থ বিজ্ঞান,ਪ੍ਰਯੋਗਾਤਮਕ ਭੌਤਿਕ ਵਿਗਿਆਨ
পৰীক্ষামূলক প্ৰমাণ,ਪ੍ਰਯੋਗਾਤਮਕ ਸਬੂਤ
পৰীক্ষামূলক ৰিয়েক্টৰ,ਪ੍ਰਯੋਗਾਤਮਕ ਰਿਐਕਟਰ
পৰীক্ষামূলক বিজ্ঞান,ਪ੍ਰਯੋਗਾਤਮਕ ਵਿਗਿਆਨ
পৰীক্ষামূলক অৱস্থা,ਪ੍ਰਯੋਗਾਤਮਕ ਸਥਿਤੀ
পৰীক্ষামূলক মূল্য,ਪ੍ਰਯੋਗਾਤਮਕ ਮੁੱਲ
উপযোগী,ਲਾਭਦਾਇਕ
"পৰীক্ষামূলক কাম, পৰীক্ষা","ਪ੍ਰਯੋਗਾਤਮਕ ਕੰਮ, ਪ੍ਰਯੋਗ"
ব্যৱহাৰকাৰী,ਉਪਭੋਗਤਾ
পৰিপূৰক,ਪੂਰਕ
ক্লিয়াৰ eigen ফাংচন,ਸਾਫ਼ eigen ਫੰਕਸ਼ਨ
স্পষ্ট সমীকৰণ,ਸਪੱਸ਼ਟ ਸਮੀਕਰਨ
স্পষ্টভাৱে,ਸਪੱਸ਼ਟ ਤੌਰ &#39;ਤੇ
ক্লিয়াৰ ফাংচন,ਸਾਫ ਫੰਕਸ਼ਨ
স্পষ্ট আৰ্হি,ਸਾਫ ਮਾਡਲ
বিস্ফোৰণ হোৱা পাৰমাণৱিক,ਪ੍ਰਮਾਣੂ ਵਿਸਫੋਟ
"সন্ধান কুণ্ডলী, তদন্তকাৰী কুণ্ডলী","ਖੋਜ ਕੁੰਡਲੀ, ਖੋਜੀ ਕੁੰਡਲੀ"
প্ৰ&#39;ব ইলেক্ট্ৰ&#39;ড,ਪੜਤਾਲ ਇਲੈਕਟ੍ਰੋਡ
"বিস্ফোৰণ, বিস্ফোৰণ","ਧਮਾਕਾ, ਧਮਾਕਾ"
বিস্ফোৰণ বৰ্ণালী,ਵਿਸਫੋਟ ਸਪੈਕਟ੍ਰਮ
বিস্ফোৰণ বিস্ফোৰণ,ਧਮਾਕਾ ਧਮਾਕਾ
বিস্ফোৰিত বোমা,ਵਿਸਫੋਟ ਬੰਬ
বিস্ফোৰক যৌগ,ਵਿਸਫੋਟਕ ਮਿਸ਼ਰਣ
বিস্ফোৰক ডিকম্প্ৰেছন,ਵਿਸਫੋਟਕ decompression
বিস্ফোৰক বিভাজন,ਵਿਸਫੋਟਕ ਵਿਘਨ
ঘাতক,ਘਾਤਕ
"ঘাতীয়, ঘাতীয়","ਘਾਤਕ, ਘਾਤਕ"
ঘাতীয় শোষণ,ਘਾਤਕ ਸਮਾਈ
ঘাতীয় পৰিবৰ্ধক,ਘਾਤਕ ਐਂਪਲੀਫਾਇਰ
ঘাতীয় আনুমানিককৰণ,ਘਾਤਕ ਅਨੁਮਾਨ
ঘাতীয় বায়ুমণ্ডল,ਘਾਤਕ ਮਾਹੌਲ
ঘাতীয় ব্যৱস্থা,ਘਾਤਕ ਸਿਸਟਮ
ঘাতীয় বক্ৰ,ਘਾਤਕ ਵਕਰ
ঘাতীয় ক্ষয়,ਘਾਤਕ ਸੜਨ
