Gujarati,Tamil
ભળી ગયેલું,கலக்கப்பட்டது
આંધળ,குருட்டு சாக்
આંધળી સ્થળ,குருட்டு புள்ளி
રક્ત -ગંઠાવાનું પરિબળ,இரத்த உறைவு காரணி
રક્તગાડી,இரத்த கார்பஸல்
રક્ત પ્રવાહ,இரத்த ஓட்டம்
રક્તસૃષ્ટિ,இரத்த வகை
લોહીનું સીરજ,இரத்த சீரம்
રક્ત વાહિનીમાં,இரத்த நாளம்
લોહીનો પ્રવાહ,இரத்த ஓட்டம்
ફાલ,வெடிப்பு
વાદળી બાળક સિન્ડ્રોમ,நீல குழந்தை நோய்க்குறி
વાદળી,நீல பெர்ரி
વાદળી લીલી શેવાળ,நீல பச்சை ஆல்கா
ક્રાંતિ,நீல புரட்சி
ભૂરી વ્હેલ,நீல திமிங்கிலம்
કળા,நீல முடிவு லிகேஷன்
દ્રષ્ટિની અસ્પષ્ટતા,பார்வை மங்கலானது
બ bobબકેટ,பாப்காட்
મંડળ,உடல்
શરીર (સોમેટિક) કોષ,உடல் (சோமாடிக்) செல்
શરીરના પ્રવાહી,உடல் திரவம்
કોઇ,போயர்ஹாவியா
ધબકવું,போக்
Bણપત્ર,போல் புழு
કોઇ,போலஸ்
કેલરીઓમીટર,கலோரியோமீட்டர் வெடிகுண்டு
બોમ્બ,பம்பாய் வாத்து
બ Bom મબીએક્સ,குண்டுவெடிப்பு
મજ્જા,எலும்பு மஜ்ஜை
એક જાતની એક જાત,போனெல்லியா
હાડકાની ભુલભુલામણી,போனி லாபிரிந்த்
હાડકાંનું માળખું,போனி அமைப்பு
પુસ્તક ગિલ,புத்தக கில்
સરહદ ખાડો,எல்லைக் குழி
વનસ્પતિ -વનસ્પતિને લગતું,தாவரவியல்
વનસ્પતિ -બાગ,தாவரவியல் பூங்கா
વનસ્પતિ -નામ,தாவரவியல் பெயரிடல்
વનસ્પતિશાસ્ત્ર,தாவரவியலாளர்
વનસ્પતિશાસ્ત્ર,தாவரவியல்
સાંજની અસર,சிக்கல் விளைவு
તળિયેવાસી,கீழே வசிப்பவர்
તળિયે રહેઠાણ,கீழே வசிக்கும்
બોગૈનવિલે,Bougainvillea
ધનુષ્ય,போமன் காப்ஸ்யூல்
બોમન ગ્રંથિ,போமனின் சுரப்பி
કૌંસ ફૂગ,அடைப்புக்குறி பூஞ்சை
શ્કૃપ,Pract
ઉદ્ધત,Bracteate
ઉદ્ધત,Bracteoolate
તંગ,Bracteole
મગજ,மூளை
મગજનું પેટી,மூளை பெட்டி
મગજનું મોત નીપજ્યું,மூளைச்சாவு
મગજની ગેંગલીઓન,மூளை கேங்க்லியன்
મગજની દાંડી,மூளை தண்டு
શાખા,கிளைகள்
શાખાઓ,கிளாஸ்டோஸ்டோமா
ભાંગી,பிரஸ்ஜின்
બ્રેડનો ઘાટ,ரொட்டி அச்சு
સ્તન નું દૂધ,தாய்ப்பால்
સંવર્ધક,வளர்ப்பவர்
જીવવિજ્ biાન,இனப்பெருக்க உயிரியல்
બ્રૂઅરનો ખમીર,ப்ரூவரின் ஈஸ்ட்
પુલ,பாலம்
તેજસ્વી ક્ષેત્ર માઇક્રોસ્કોપ,பிரகாசமான புலம் நுண்ணோக்கி
ભડકેલો તારો,உடையக்கூடிய நட்சத்திரம்
વ્યાપક બીન,பிராட் பீன்
કોતરણી,ப்ரோக்கோலி
શ્વાસનળી,மூச்சுக்குழாய்
શ્વાસનળીનો સોજો,மூச்சுக்குழாய் அழற்சி
શ્વાસનળીની દવા,மூச்சுக்குழாய் மருந்து
ક brંગું,அடைகாக்கும்
ક brંગું,அடைகாக்கும்
ભ્રષ્ટ પરોપજીવી,அடைகாக்கும் ஒட்டுண்ணித்தனம்
કોઇ,அடைகாக்கும் பை
બ્રોથ,குழம்பு
ભુરો,பழுப்பு கரடி
ભૂરા રંગનું,பழுப்பு துரு
બ્રાઉઝર,உலாவி
બ્રશ-બોર્ડર,தூரிகை-எல்லை சிலியேட் எபிட்டிலியம்
બ્રસેલ્સ sprout,பிரஸ்ஸல்ஸ் முளை
હાસ્ય,பிரையோபில்லம்
શબપેટી,பிரையோபிடா
સંસાધન,பிரையோபைட்
બ્રાયોપ્સિડા,பிரையோப்சிடா
ક buંગું,புபோ
હાસ્યજનક પોલાણ,புக்கால் குழி
બ્યુકો-ફેરીંજિયલ પોલાણ,புக்கோ-ஃபார்னீஜியல் குழி
જાંબુડી,வளரும்
બફર બાયકાર્બોનેટ,இடையக பைகார்பனேட்
બફર,இடையக
બફર ક્ષેત્ર,இடைப்பகுதி
બફરિંગ ક્રિયા,இடையக நடவடிக்கை
બુરો,புஃபோ
ગોળાકાર,விளக்கை
બુલબિલ,புல்பில்
બલ્બો મૂત્રમાર્ગ,பல்போ சிறுநீர்க்குழாய் சுரப்பி
જ્વનનો પ્રવાહ,மொத்தமாக ஓட்டம்
બુલ્ફોર્મ સેલ,புல்லிஃபார்ம் செல்
ભડકો,பம்பல் தேனீ
બંડલ શાખા,மூட்டை கிளை
બંડલ આવરણ,மூட்டை உறை
બંડલ આવરણ કોષ,மூட்டை உறை செல்
ઉમંગ,மிதப்பு
ઘનતા કેન્દ્રીકરણ,மிதவை அடர்த்தி மையவிலக்கு
ઉશ્કેરણીજનક ઘનતા,மிதவை அடர்த்தி
જનનુભારી,வளர்
બળતણ,பர்ரோவிங்
ઝાડવું,புஷ்
બુટિયા મોનોસ્પર્મા,பியூட்டியா மோனோஸ்பெர்மா
બૂચ,புட்டஸ்
બટ્રેસ (સોજો સ્ટેમ બેઝ),பட்ரஸ் (வீங்கிய ஸ்டெம் பேஸ்)
પેટા-પેદાશ,துணை தயாரிப்பு
પીપાઇડ,சி-பெப்டைட்
કactક્ટસ,கற்றாழை
ક cadડમીયમ પ્રદૂષણ,காட்மியம் மாசுபாடு
Cadતરતું,காடுகஸ்
ઉશ્કેરણી,Caecum
સાનગાળ,கெய்னோராப்டிடிஸ் எலிகன்ஸ்
સીઝીયમ,சீசியம்
કોફી,காஃபின்
કેલરીઅસ સ્પિક્યુલ,சுண்ணாம்பு ஸ்பிகுலே
ચુસપીરિયો,கணக்கீட்டு ஷெல்
ઘેરાયેલું ગ્રંથિ,கால்சிஃபஸ் சுரப்பி
ચુન્યાસ,கணக்கீடு
કોસ્ટીટોનિન,கால்சிட்டோனின்
કેલ્શમ,கால்சியம்
કેલ્શિયમ પુલ,கால்சியம் பாலம்
કેલ્શિયમ કાર્બોનેટ,கால்சியம் கார்பனேட்
ક calંડન,காலெண்டுலா
ક callલિપસ,காலிபஸ்
ક callલસ,கால்சஸ்
બોલતી સંસ્કૃતિ,காலஸ் கலாச்சாரம்
કોલોકસીયા,கொலோகாசியா
કેલેટ,Calotes
કેલટ્રોપિસ,கலோட்ரோபிஸ்
કેલોટ્રોપિસ,CALOTROPIS PROCERA
કેલ્વિન ચક્ર,கால்வின் சுழற்சி
Calંચી,கலிசினே
Calાળ,கலிக்ஸ்
Calાળ,கலிக்ஸ்
કેમ્બ્રિયન સમયગાળો,கேம்ப்ரியன் காலம்
છળક,ஒட்டகம்
છદ્લાગણી,உருமறைப்பு
છીપ,காம்பானெல்ஸ்
કેનેબિનોઇડ,கனபினாய்டு
નહેરક્યુલસ,கால்வாய்
કર્કશ,புற்றுநோய்
કેન્સર (સામાન્ય કરચલો),புற்றுநோய் (பொதுவான நண்டு)
કેન્ડીટુફ્ટ,கேண்டிடூஃப்ட்
શેરડી,கரும்பு சர்க்கரை
ક canનીડે,கனிடே
કેનાઇન (દાંત),கோரை (பற்கள்)
કેનિસ પરિચિત,கேனிஸ் பழக்கமானது
ઝેર,கன்னா
ગાંજાના સટિવા,கஞ்சா சாடிவா
છત્ર,விதானம்
ખેલ,கொள்ளளவு
કેફાઈ,கேபிலரிட்டி
કેશિકા,தந்துகி
કેશિકા,தந்துகி சுழற்சி
ખલાસ,கேபிடல்லம்
કળણ,கபாரிஸ்
Cોળાવ,கேப்பிங்
Capતરતું,கேப்சிட்
કેપ્સોમેર,கேப்சோமியர்
ક capંગલ,காப்ஸ்யூல்
કાર્બામિનોહેમોગ્લોબિન,கார்பமினோஹமோகுளோபின்
કાર્બોહાઇડ્રેટ,கார்போஹைட்ரேட்
કાર્બન ડાયોક્સાઇડ,கார்பன் டை ஆக்சைடு
કાર્બન,கார்பன் டிஸல்பைட்
કાર્બન,கார்பன் மூலக்கூறு
કાર્બન,கார்பனேட்
કાર્બન એસિડ,கார்போனிக் அமிலம்
કાર્બનિક એન્હાઇડ્રેઝ,கார்போனிக் அன்ஹைட்ரேஸ்
કાર્બનફોર્સીવ,கார்போனிஃபிஸஸ் காலம்
કાર્બસિલ,கார்பாக்சைல்
કાર્બોક્સિલ જૂથ,கார்பாக்சைல் குழு
કાર્બોક્સિલેઝ,கார்பாக்சிலேஸ்
કાર્બોક્સિલેશન,கார்பாக்சிலேஷன்
કોતરણી,கார்சார்ரோடான்
કાર્સિનોજેનેતત્વ,புற்றுநோயியல்
કોતર,புற்றுநோய்
કોતરણી,கார்சினோமா
હૃદય -ચક્ર,இதய சுழற்சி
કાર્ડિયાક ગ્લાયકોસાઇડ,இதய கிளைகோசைடு
હૃદય સ્નાયુ,இதய தசை
કાર્ડિયાક પેસમેકર,இதய இதயமுடுக்கி
રક્તવાહિની,கார்டோஸ்கோப்
કાર્નિવોરા,கார்னிவோரா
માંસાહારી,கார்னிவோர்
માંસાહારી,தாமதம்
માંસાહારી વિમાન,தாமதம் விமானம்
માંસાહારી ચતુર્ભુજ,மாமிச நான்கு மடங்கு
દંભી,கரோட்டின்
મેલ,கரோட்டினாய்டு
જાંબુડિયા રંગનું,கார்பல்
કળ,கார்பல்
કળશ,கார்பஸ்
શબલ,கராஜீன்
વાહક પદ્ધતિ,கேரியர் பொறிமுறை
વહન ક્ષમતા,தாங்கும் திறன்
કારભારી માછલી,குருத்தெலும்பு மீன்
કારભારી,குருத்தெலும்பு
કોણી,CARUNCLE
કારીગ,கார்டோகாமி
Aryન,காரியோபில்லேசி
કારીગર,காரியோபில்லேசியஸ்
કારીકો,காரியோப்சிஸ்
સાથોસાથ,கேசின்
કાસ્પરિયન પટ્ટી,காஸ்பாரியன் துண்டு
કાસિયા,காசியா
કળશ,காசோவரி
એરપોર,ஆமணக்கு
ક casસૂરિના,காசுவரினா
અવસ્થાન,காசுவரினா அல்னஸ்
વિસર્જન,வினையூக்கம்
જાસૂસ,வினையூக்கி
સૂચિ,அட்டவணை
ઉદ્દીપન,வினையூக்கம்
ઉદ્દીપક,வினையூக்கி
ઉત્પ્રેરક કન્વર્ટર,வினையூக்க மாற்றி
મોરી,கண்புரை
આપત્તિ,பேரழிவு
ક catન્ટોલામાઇન,கேடகோலமைன்
ક catન્ટોલોમાઇન હોર્મોન,கேடகோலோமின் ஹார்மோன்
થિયતરો,கதை
શયતાન,கேஷன்
કkinન,கேட்கின்
ક catંગર,கேட்லா
બિલાડીની નેઇલ (બિગનોનીયા-એંગુઇસ કેટ),பூனையின் ஆணி (பிக்னோனியா-உங்குயிஸ் கேட்டி)
Cattleોર ચરાઈ,கால்நடை மேய்ச்சல்
પશુચડી,கால்நடை பண்ணையில்
પશુપાલન,கால்நடைகளின் ருமேன்
પશુ -શૈલી,கால்நடைகளின் நடை
શૌર્ય વર્ટીબ્રા,காடால் முதுகெலும்பு
શણગારવું,சாடெக்ஸ்
કારણભૂત એજન્ટ,காரண முகவர்
સીડ્રસ દિયોદરા (દેવદાર),செட்ரஸ் தியோடாரா (சிடார்)
કિલ્લો,செலஸ்ட்ரேல்ஸ்
કોષ -જીવવિજ્ologistાની,செல் உயிரியலாளர்
કોષ -જીવવિજ્ologyાન,செல் உயிரியல்
કોષ ચક્ર,செல் சுழற்சி
કોષ -વૃદ્ધિ,செல் விரிவாக்கம்
કોષ પરબિડીયું,செல் உறை
કોષ અપૂર્ણાંક,செல் பின்னம்
કોષ સમકક્ષ,செல் ஒத்திசைவு
મધ્યસ્થ પ્રતિરક્ષા,செல் மத்தியஸ்த நோய் எதிர்ப்பு சக்தி
કોષ પટલ,செல் சவ்வு
કોષ -પ્રસાર,செல் பெருக்கம்
કોષનું માળખું,செல் அமைப்பு
કોષ સિદ્ધાંત,செல் கோட்பாடு
"પેશી, કોષ ની દીવાલ",சிறைசாலை சுவர்
સેલોફેન પટલ,செலோபேன் சவ்வு
કોયડો,செல்லுலே
કોષોનો બચાવ,செல்லுலார் பாதுகாப்பு
સેલ્યુલર energy ર્જા પરિણામે,செல்லுலார் ஆற்றல் பரிமாற்ற அமைப்பு
સેલ્યુલર,செல்லுலார் என்சைம்
કોષ -સ્તર,செல்லுலார் நிலை
સેલ્યુલર ઓક્સિડેશન,செல்லுலார் ஆக்சிஜனேற்றம்
કોષો,செல்லுலார் பூல்
કોષો,செல்லுலோஸ்
સેલ્યુલોઝ માઇક્રોફિબ્રિલ,செல்லுலோஸ் மைக்ரோஃபைப்ரில்
સિમેન્ટમ,எரிமலம்
કણ,செஞ்ச்ரஸ்
સિનોઝોઇક યુગ,செனோசோயிக் சகாப்தம்
વસ્તી -ગણતરી,மக்கள் தொகை கணக்கெடுப்பு
વસ્તી -ગણતરી,மக்கள் தொகை கணக்கெடுப்பு
સેન્ટિમન,சென்டிமோர்கன்
શતાબ્દી,சென்டிபெடா ஆர்பிகுலரிஸ்
કેન્દ્રીય ધરી,மைய அச்சு
કેન્દ્રીય કોષ,மைய செல்
મધ્યવર્તી કેન્દ્ર,மைய கோர்
કેન્દ્રીય પદ,மத்திய பிடிப்பு
કેન્દ્રીય દવા સંશોધન સંસ્થા,மத்திய மருந்து ஆராய்ச்சி நிறுவனம்
કેન્દ્રીય ક્ષેત્ર,மைய புலம்
કેન્દ્રીય સ્તનપાન,மத்திய லாக்டீல்
મધ્યસ્થ ચેતાતંત્ર,மத்திய நரம்பு அமைப்பு
કેન્દ્રીય સુલ્કસ,மத்திய சல்கஸ்
કેન્દ્રો,மையவிலக்கு
કેન્દ્ર,சென்ட்ரியோல்
કેન્દ્રોમીર,சென்ட்ரோமியர்
કેન્દ્રો,சென்ட்ரோசோம்
કેન્દ્ર,சென்ட்ரோஸ்பியர்
અકસ્માત,செபாலோகோர்டேட்
કephંગલોકર્ડેટ્સ,செபாலோகோர்டேட்ஸ்
અકસ્માત,செபலோஸ்போரின்
અનોખા,செபலோதோராக்ஸ்
સીરેટોફિલેસી,செரடோபில்லேசி
અનાજ અનાજ,தானிய தானியங்கள்
પાન,செரிபெல்லர் பென்குல்
કોયડો,செரிபெல்லம்
મગજનો જળચર,பெருமூளை நீர்வாழ்
મગજનો આચ્છાદન,பெருமூளை புறணி
મગજનો ગોળાર્ધ,பெருமூளை அரைக்கோளம்
મગજનો વેન્ટ્રિકલ,பெருமூளை வென்ட்ரிக்கிள்
સેરેબ્રોસ્પાઇનલ પ્રવાહી (સીએસએફ),பெருமூளை திரவம் (சி.எஸ்.எஃப்)
મગજ,பெருமூளை
પ્રમાણિત બીજ,சான்றளிக்கப்பட்ட விதை
સિમ્પ્યુસર ગ્રંથિ,செருமெனஸ் சுரப்பி
શિષ્ટાચાર સંબંધી,கர்ப்பப்பை
ક capિપ,கர்ப்பப்பை வாய் தொப்பி
સર્વાઇકલ,கர்ப்பப்பை வாய் முதுகெலும்பு
કૂદકો,கருப்பை வாய்
સીઝિયમ,சீசியம் குளோரைடு
ક cસપૂલ,செஸ்பூல்
સીટસીનો,செட்டேசியன்கள்
એક જાતની કળા,சைட்டோப்டெரஸ்
ચલાઝા,சலாசா
ચલાઝા,சலாசா
ચલઝલનો અંત,சலாசல் முடிவு
ચલીના,பாதினா
કાચંડો (ચામાલેઓન),பச்சோந்தி (சாமேலியன்)
ચક,சான்கிராய்டு
માર્ગ,சேனல்
માર્ગ,சேனல்
એક જાતની સગીર,சேப்பரோன்
શણગાર,சாரா
લાક્ષણિક વનસ્પતિ,சிறப்பியல்பு தாவரங்கள்
કોલસો,கரி
ચર્ગેફનો નિયમ,சார்ஜாப்பின் விதி
ચાર્જ જોડી ઉપકરણ (સીસીડી),கட்டணம் இணைந்த சாதனம் (சிசிடி)
શુલ્ક,சார்ஜிங்
ચસ્મગેમસ,சாஸ்மோகாமஸ்
અણી,சாதமலஸ்
ચેલો,செலோன்
રાસાયણિક વિશ્લેષક,வேதியியல் பகுப்பாய்வி
રાસાયણિક ખત,வேதியியல் பிணைப்பு
રાસાયણિક ભંગાણ,வேதியியல் முறிவு
રાસાયણિક જટિલતા,வேதியியல் சிக்கலானது
રાસાયણિક વાતાવરણ,வேதியியல் சூழல்
રસાયણિક ઉત્ક્રાંતિ,வேதியியல் பரிணாமம்
રાસાયણિક પદ્ધતિ,வேதியியல் முறை
રાસાયણિક પરિવર્તન,வேதியியல் பிறழ்வு
રસાયણિક ઉદ્દભવ,வேதியியல் தோற்றம்
રાસાયણિક ઓક્સિજન માંગ,வேதியியல் ஆக்ஸிஜன் தேவை
રાસાયણિક સંભાવના,வேதியியல் சாத்தியம்
રાસાયણિક ખોપરી ઉપરની ચામડી,வேதியியல் ஸ்கால்பெல்
રાસાયણિક સંકેત,வேதியியல் சமிக்ஞை
રાસાયણિક પ્રકાર,வேதியியல் சினாப்ஸ்
રસાયણશાસ્ત્ર,செமியோஸ்மோடிக் கருதுகோள்
રસાયણશાસ્ત્રી,வேதியியலாளர்
રસાયણશાસ્ત્ર,வேதியியல்
ચોરસિન્થેસિસ,வேதியியல்
કીમો-ઓટોરોફિક બેક્ટેરિયા,கீமோ-நீரோபிக் பாக்டீரியா
ચિત્તભ્રમ,கெமோனாஸ்டி
ચોરસિન્થેસિસ,வேதியியல்
કીમોસિન્થેટીક ot ટોટ્રોફ,வேதியியல் ஆட்டோட்ரோஃப்
બેક્ટેરિયા,வேதியியல் பாக்டீரியா
કીમોટાક્સીસ,கெமோடாக்சிஸ்
ગેમોટાએક્સોનોમી,வேதியியல்
કીમોથોરાપરાણી,கீமோதெரபி
ચેતિયો,செனோபோடியாசே
ચિયાસ્માતા,சியாஸ்மாட்டா
ચિયાસ્ના પ્રકાર પૂર્વધારણા,சியாஸ்னா வகை கருதுகோள்
કોયડો,சிக்கனுனியா
જંગલક,சிக்கரி
બાળપણ,குழந்தை பருவம்
મરચાંની મોઝેક વાયરસ,மிளகாய் மொசைக் வைரஸ்
સિંચોના,சின்சோனா அஃபிசினாலிஸ்
કથિતપણે,சிரோப்டெரோஃபிலி
ચિત્ત,சிடின்
શણગારું,சிட்டினஸ்
ક્લેમીડિયા ટ્રેકોમેટિસ,கிளமிடியா டிராக்கோமாடிஸ்
કલહર,கிளமிடியாசிஸ்
રંગબદ,கிளமிடோமோனாஸ்
ક્લોરમ્ફેનિકોલ,குளோரம்பெனிகால்
કળણ,குளோரெல்லா
કળશ,குளோரென்கிமா
કળ,குளோரைடு செல்
ક્લોરિન,குளோரின்
ક્લોરોફ્લોરો કાર્બન (સીએફસી),குளோரோஃப்ளூரோ கார்பன் (சி.எஃப்.சி.எஸ்)
કળણ,குளோரோஃபார்ம்
હરિતદ્રવ્ય,குளோரோபீசி
હરિતદ્રવ્ય પૂર્વજ,குளோரோஃபைட் மூதாதையர்
હરિતદ્રવ્ય,குளோரோசிஸ்
હરિતદ્રવ્ય,குளோரோசிஸ்
ચોઆનોસાઇટ,சோனோசைட்
ચોલેસિસ્ટોકિનેસિસ,கோலிசிஸ்டோகினேசிஸ்
ચોલેસિસ્ટોકિન,கோலிசிஸ்டோகினின்
કોલેસ્ટરોલ,கொழுப்பு
Ergતરતી,கோலினெர்ஜிக்
ચ ond ન્ડ્રિચાઇઝ,காண்டிரிக்தியஸ்
કોથળી,காண்டரின்
કોથળી,காண்ட்ரோசைட்
કોર્દાની,சோர்டே டெண்டினே
દંભી,நான்டேட்டா
કોરિઓએલેન્ટોઇક પ્લેસેન્ટા,கோரியோஅல்லண்டோயிக் நஞ்சுக்கொடி
સુગરો,கோரியன்
કોરિઓનિક કોર્ટીકોટ્રોપિન,கோரியானிக் கார்டிகோட்ரோபின்
કોરિઓનિક ગોનાડોટ્રોપિન,கோரியானிக் கோனாடோட்ரோபின்
કોરિઓનિક થાઇરોટ્રોપિન,கோரியானிக் தைரோட்ரோபின்
સોપગરી,கோரோயிட்
ક્રોમેટિડ,குரோமாடிட்
ક્રોમેટિન ફાઇબર,குரோமாடின் நார்ச்சத்து
ક્રોમટિન,குரோமாடின்
ક્રોધાહિત તકનીક,குரோமடோகிராஃபிக் நுட்பம்
ક્રોમશલિઓ,குரோமடோகிராபி
ક્રોમેટોફોર,குரோமடோபோர்
ક્રોમોજેનિક સબસ્ટ્રેટ,குரோமோஜெனிக் அடி மூலக்கூறு
રંગબકીનો રંગ,குரோமோனிமா
ક્રોમોફોર,குரோமோபோர்
ક્રોમોપ્લાસ્ટ,குரோமோபிளாஸ்ட்
રંગસૂત્રીય વિક્ષેપ,குரோமோசோமால் மாறுபாடு
રંગસૂત્રીય ખામી,குரோமோசோமால் குறைபாடு
રંગસૂત્ર મેપિંગ,குரோமோசோம் மேப்பிங்
આનુવંશિકતાના રંગસૂત્ર સિદ્ધાંત,பரம்பரை குரோமோசோம் கோட்பாடு
વારસોની રંગસૂત્ર સિદ્ધાંત,பரம்பரை குரோமோசோம் கோட்பாடு
લાંબી શ્વાસનળીનો સોજો,நாட்பட்ட மூச்சுக்குழாய் அழற்சி
ક્રોનિક માયોઇડ લ્યુકેમિયા,நாள்பட்ட மயாய்டு லுகேமியா
સંવાદિતા,குரோனிக்கிள்
કાલક્રમથી,காலவரிசைப்படி
ક્રાયસન્થેમમ સિનેરિયલફોલિયમ,கிரிஸான்தமம் சினீரரியல்ஃபோலியம்
ક્રાયસન્થેમમ સૂચક,கிரிஸான்தமம் இண்டிகம்
ક્રાયન્થેમમ રોઝમ,கிறைந்தேமை ரோஸம்
ક્રાયસોફિટા,கிரிசோபிட்டா
શૃંગ્રણ,கிரிசோபைட்
રખડુ,கைலோமிக்ரான்
કિલ્લો,சைம்
એક જાતની એક જાત,சைமோட்ரிப்சின்
સિકડા,சிக்காடா
સિસર એરિએટિનમ,சிசர் அரியெட்டினம்
તડતી માછલી,சிச்லிட் மீன்
સી-આડી,சி-ஹோரிசோன்
કોથળી,சிலியா
સિલિઅરી સંસ્થા,சிலியரி உடல்
સિલિઅરી ગેંગલીયન,சிலியரி கேங்க்லியன்
સિલિઅરી આંદોલન,சிலியரி இயக்கம்
સિલનનું,குறுக்குவழி
છીંકવું,சிலியேட்
સિલિયમ (સિલિયા),சிலிமம் (சிலியா)
સિંહાન,சின்சோனா
એક જાતની cતી,சியோனா
ઉદ્ધત,சிப்ரோஃப்ளோக்சசின்
પરિભ્રમણ,சுழற்சி
પરિમાણીય પદ્ધતિ,சுற்றோட்ட அமைப்பு
પરિણીકરણ,சுற்றறிக்கை கமிஷர்
Rલટા,சிரோஸ்
સિરોસિસ,சிரோசிஸ்
આતુરતા,சிரஸ்
કળશ,சிஸ்டெர்னா
સિંટો,சிஸ்ட்ரான்
સાઇટ્રોલિન,சிட்ரூலின்
સાઇટ્રસ ફળ,சிட்ரஸ் பழங்கள்
અણગમો,கிளாடிக்ஸ்
કવડો,கிளாடோட்
કળ,கிளாடோபோரா
ક્લેરિયસ ગેરેપિનસ,கிளாரியாஸ் கரிபினஸ்
વર્ગ,வர்க்கம்
વર્ગ,வர்க்கம்
વર્ગીકરણ,வகைப்பாடு
કણક,கிளாவிசெப்ஸ்
ખરબચડું,கிளாவிகல்
નિરુપયોગી,கிளாச்லெஸ் இலக்க
માટી,களிமண்
Clોંગ,பிளத்தல்
રખડતું,கிளீஸ்டோகமஸ்
ક્લેમટિસ,க்ளிமேடிஸ்
વાતાવરણ,காலநிலை
હવામાન ક્ષેત્ર,காலநிலை மண்டலம்
આબોહવા પરિમાણ,காலநிலை அளவுரு
પરાકાષ્ઠા સમુદાય,க்ளைமாக்ஸ் சமூகம்
ફરવું,ஏறுபவர்
ચડવું,ஏறும்
નળીઓનો સમય,மருத்துவ காலம்
ઝેર,கிளிடெல்லர்
કોતરણી,கிளிடெல்லம்
ઉપદેશક,கிளிட்டோரியா
ઉપદેશ,கிளிட்டோரிஸ்
ગટુદ,க்ளோகா
કળદાર દેડકા,குளோனல் தவளை
કલમનો પ્રચાર,குளோனல் பரப்புதல்
ગઠ્ઠો પસંદગી,குளோனல் தேர்வு
ક્લોન,குளோன்
ચોરસ,குளோனிங்
લગ્ન,திருமணத்தை மூடு
બંધ પદ્ધતિ,மூடிய அமைப்பு
તલવાર,க்ளோஸ்ட்ரிடியம்
તલવાર,க்ளோஸ்ட்ரிடியம் பியூட்டிலிசியம்
ગંઠકો,க்ளோட் பஸ்டர்
લોહીનો ગંઠાઈ જવા,இரத்தம் உறைதல்
ક્વોવર બીન,க்ளோவர் பீன்
પાંદડાનાં નમૂનારૂપ,க்ளோவர்-இலை மாதிரி
રંગદ્રવ્ય માછલી,கோமாளி மீன்
સંવેદનશીલ લોકો,சினிடேரியன்ஸ்
સંવેદનશીલ,Cnidoplast
કોશિશ કરવી,Coacevate
બરછટ ગોઠવણ નોબ,கரடுமுரடான சரிசெய்தல் குமிழ்
બરછટ રેતી,சொரசொரப்பான மண்
દરિયાકાંઠાનો ગુઘો,கடலோர மணல்
દરિયાકાંઠાની સંસ્કૃતિ ફાર્મ,கடலோர இறால் கலாச்சார பண்ணை
કોથળી,கோபால்ட்
કોકેન,கோகோயின்
કોકીડિઓસિસ,கோசிடியோசிஸ்
કોકડો,கோகஸ்
Cyાળ,கோசிக்ஸ்
કોચલી,கோக்லியா
કોચલી,கோக்லியா
કોપરો,COCOON
આનુવંશિક કાર્યક્રમ,குறியிடப்பட்ட மரபணு திட்டம்
કોડીન,கோடீன்
સંજ્ codા,குறியீட்டு முறை
સંજ્ codા,குறியீட்டு முறை
સંજ્ codા,குறியீட்டு முறை
સંહિતાશાળા,குறியீட்டு ஸ்ட்ராண்ட்
સહયોગ,குறியீட்டு
કોડ,கோடான்
સંવાદિતા,கோலண்டரேட்
કોયલેંટન,கோலெண்டெரோன்
કિલ્લેક ગેંગલીયન,செலியாக் கேங்க்லியன்
સંલગ્ન,கோலோமேட்
સંલગ્ન,கோலோம்
સંવાદિતા,கோலமிக் எபிட்டிலியம்
સંયોગ પ્રવાહી,கோலமிக் திரவம்
કોયલોકો,கோலோமோ சாக்
ષડયંત્ર,கோனோசைடிக்
સહસંવેદન,கோயனோபோடியாசே
કોનઝાઇમ,கோஎன்சைம்
સમતળ ઉત્ક્રાંતિ,இணை பரிணாமம்
સમતૈલી,இணை அழிவு
સહયોગી,இணை காரணி
સુશોભન,ஒத்திசைவு
સુસંગત બળ,ஒத்திசைவு சக்தி
સંકુચિત સિદ્ધાંત,ஒத்திசைவு கோட்பாடு
સંવાદિતા-સંક્રમણ,ஒத்திசைவு-பதற்றம்-தடுப்பு
સમૂહ,கோஹார்ட்
સર્પાકાર અથવા હેલ્લીલી રીતે બંધાયેલ,சுழல் அல்லது ஹெலிகலாக சுருண்டது
કોઇલ કરેલું,சுருண்ட
કોઇ,கோயிட்டஸ்
કોઇટસ ઇન્ટરપ્ટસ (ઉપાડ),கோயிட்டஸ் குறுக்கீடு (திரும்பப் பெறுதல்)
કોયડો,கொல்கிசின்
પાનખર,கொல்கிகம் இலையுதிர் காலம்
ઠંડું,குளிர் இரத்தம்
ઠંડા રણ,குளிர் பாலைவனம்
ઠંડા રીસેપ્ટર,குளிர் ஏற்பி
કોલપેટરન,கோலியோப்டரன்
કોયડો,கோலியோப்டைல்
કોયડો,கோலோஹிசா
કોલસ,கோலியஸ்
કોથળી,கொலாஜன்
કોલેજન ફાઇબર,கொலாஜன் ஃபைபர்
કોઠાર,காலர்
સઘન ગ્રંથિ,இணை சுரப்பி
