English,Odiya
dequeue,ଧାଡି
dereferencing,"1. ଡିଫେରେନ୍ସ, 2. ଡିଫେରେନ୍ସ"
derivation tree,ଉତ୍ପନ୍ନ ଗଛ |
derived field,ପ୍ରାପ୍ତ କ୍ଷେତ୍ର
descending sort,ଅବତରଣ କ୍ରମ |
design,ଡିଜାଇନ୍
desk calculator,ଡେସ୍କ କାଲକୁଲେଟର
desk top computer,ଡେସ୍କଟପ୍ କମ୍ପ୍ୟୁଟରଗୁଡିକ
desktop presentation,ଡେସ୍କଟପ୍ ଉପସ୍ଥାପନା
desktop publishing (DTP),ଡେସ୍କଟପ୍ ପ୍ରକାଶନ |
desktop video,ଡେସ୍କଟପ୍ ଭିଡିଓ
destination address,ଗନ୍ତବ୍ୟସ୍ଥଳ ଠିକଣା
destructer,"1. ବିନାଶକାରୀ, 2. ବିନାଶକାରୀ |"
deterministric automats,ନିର୍ଣ୍ଣୟକାରୀ ଅଟୋମାଟା |
developer,ବିକାଶକାରୀ
development system,ବିକାଶ ବ୍ୟବସ୍ଥା
device,ଉପକରଣ
device control unit,ଉପକରଣ ନିୟନ୍ତ୍ରଣ ଏକକ
device controller,ଉପକରଣ ନିୟନ୍ତ୍ରକ
device management,ଉପକରଣ ପରିଚାଳନା
device mode,ଉପକରଣ ମୋଡ୍
diagnosis,ନିରାକରଣ
diagnostic system,ଡାଇଗ୍ନୋଷ୍ଟିକ୍ ସିଷ୍ଟମ୍ |
diagnostics,"1. ନିଦାନ, 2. ନିଦାନ"
diagram,ଚିତ୍ର
dial,ଡାଏଲ୍ କରନ୍ତୁ |
dial line,ଡାଏଲ୍ ଲାଇନ୍ |
dial tone,ଡାଏଲ୍ ସ୍ୱର
dial up,ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |
dialog,"1. ସଂଳାପ, 2. ବାର୍ତ୍ତାଳାପ"
dialog box,ବାର୍ତ୍ତାଳାପ କକ୍ଷ |
dialup modem,ଡାଏଲଅପ୍ ମୋଡେମ୍ |
diamension,ବୀମା
dictionary,ଅଭିଧାନ
differentiation,"1. ଭିନ୍ନକ୍ଷମ, 2 ଭିନ୍ନତା"
digital,ସାଂଖ୍ୟିକ
digital channel,ଡିଜିଟାଲ୍ ସିଷ୍ଟମ୍ |
digital circuit,ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |
digital computer,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
digital data,"1. ଡିଜିଟାଲ୍ ଡାଟା, 2. ଡିଜିଟାଲ୍ ଡାଟା |"
digital facility,ଡିଜିଟାଲ୍ ସୁବିଧା
digital filter,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |
digital library,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
digital modulation,ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍
digital monitor,"1. ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ, 2. ଡିଜିଟାଲ୍ ମନିଟର |"
digital picture,ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |
digital signature,"1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |"
digital switch,ଡିଜିଟାଲ୍ ସୁଇଚ୍ |
digital to analog (D/A) converter,ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |
digitization,ଡିଜିଟାଇଜେସନ୍
digitize,ଡିଜିଟାଇଜେସନ୍
digitizer,ଡିଜିଟାଇଜର୍
diode,ଡାୟୋଡ୍
direct,ପ୍ରିମା ଫେସୀ |
direct address,ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା
direct conversion,ସିଧାସଳଖ ରୂପାନ୍ତର |
direct coupling,ସିଧାସଳଖ ଯୋଡି |
direct memory access (DMA),"1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)"
direct memory acess (DMA),ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)
direct method,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
directive,ଦିଗଗୁଡିକ
directory,ଡିରେକ୍ଟୋରୀ
directory server,"1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |"
directory service,ଡିରେକ୍ଟୋରୀ ସେବା
disable,ଅସମର୍ଥ |
disabling signal,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
disconnect,"1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା"
discrete,"1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |"
disk,"1. ଡିସ୍କ, 2. ଡିସ୍କ"
disk address,"1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା"
disk array,"1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |"
disk capacity,"1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |"
disk drive,"1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |"
disk file,ଡିସ୍କ ଫାଇଲ୍ |
disk memory,"1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ"
disk operating system (DOS),ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS)
disk pack,ଡିସ୍କ ପ୍ୟାକେଜ
disk server,"1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |"
disk storage,"1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ"
diskette,ଡିସ୍କେଟ୍ |
display file,ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
display image,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
disposal,ନିଷ୍କାସନ
distance,ଦୂରତା
distance function,ଦୂରତା କାର୍ଯ୍ୟ
distortion,ବିକୃତି
distributed,ବିତରଣ
distributed data,ବଣ୍ଟିତ ତଥ୍ୟ |
distributed server,ବଣ୍ଟିତ ସର୍ଭର |
distributed system,"1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |"
distributive,ବିତରକ
document,ଡକ୍ୟୁମେଣ୍ଟ୍
document retrieved,ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |
document window,"1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |"
documentation,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
domain,"ଡୋମେନ୍, ଡୋମେନ୍"
domain name,ଡୋମେନ୍ ନାମ
dot matrix printer,"1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |"
down,"ତଳେ, ତଳେ"
down link,"1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |"
down loading,ଡାଉନଲୋଡ୍ କରନ୍ତୁ |
down time,ଡାଉନଲୋଡ୍ ସମୟ |
dragging,ଟ୍ରାକ୍ସନ୍
DRAM (dynamic RAM),DRAM (ଡାଇନାମିକ୍ RAM)
drift,ରନ୍ ଅଫ୍
driver,ଡ୍ରାଇଭର |
drop,ପତ୍ର
drop down list box,ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ
drum drive,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
drum printer,"1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |"
drum unit,"1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |"
dual,"1. ଦ୍ୱ ual ତ୍ୟ, 2 bi"
dual density,ଦ୍ୱ ual ତ ଘନତା |
dummy address,"1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |"
dump,ଡମ୍ପିଂ
duplex circuit,ଡବଲ୍ ସର୍କିଟ୍ |
duplexing,ଆଇନଗତକରଣ |
duplicate,କି କି
DVD R/W,"1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା"
DVD ROM,DVD ROM
dynamic instruction,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
dynamic memory,"1. ଡାଇନାମିକ୍ ମେମୋରୀ, 2. ଡାଇନାମିକ୍ ମେମୋରୀ |"
dynamics,"1. ଡାଇନାମିକ୍ସ, 2. ଡାଇନାମିକ୍ସ"
EBCDIC,E B C D I C
e-business,ଇ-ବ୍ୟବସାୟ |
echo,ଇକୋ
e-commerce,"1.e- ବାଣିଜ୍ୟ, 2.e- ବାଣିଜ୍ୟ |"
edit,ସମ୍ପାଦନା
editor,ସମ୍ପାଦକ
educational technology,ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
EEP rom,e e p rom
effective address (floating address),"1. ଅର୍ଥପୂର୍ଣ୍ଣ ଠିକଣା, 2. ପ୍ରଭାବଶାଳୀ ଠିକଣା |"
effective operand address,ଅର୍ଥପୂର୍ଣ୍ଣ ଅପରେଣ୍ଡ୍ ଠିକଣା |
effective procedure,ପ୍ରଭାବଶାଳୀ କାର୍ଯ୍ୟ
effective UID (user identification),ପ୍ରଭାବଶାଳୀ UID |
efffective transmission operand,ପ୍ରଭାବଶାଳୀ ସଂକ୍ରମଣ କାର୍ଯ୍ୟ
eight-bit byte,ଅକ୍ଟାଲ୍ ବାଇଟ୍ |
e-learning,"ଇଲେକ୍ଟ୍ରୋନିକ୍ ଶିକ୍ଷା, ଇ-ଲର୍ନିଂ |"
election-algirthm,ନିର୍ବାଚନ ଆଲଗୋରିଦମ |
electric mailing (e-mail),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ ସେବା (ଇ-ମେଲ୍)
electric printer,"1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟିଙ୍ଗ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟର୍ |"
electrical accounting machine,ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |
electronic,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ
electronic clearance system (ECS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ନିଷ୍କାସନ ସିଷ୍ଟମ୍ (ECS)
electronic data interchange (EDI),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଏକ୍ସଚେଞ୍ଜ୍ (EDI)
electronic data processing,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
electronic filing,ଇଲେକ୍ଟ୍ରୋନିକ୍ ବ୍ରୋସର |
electronic funds transfer System (EFTS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ଯାନ୍ତ୍ରିକତା (EFTS)
electronic journals,"1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍ |"
electronic publishing,ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |
electronic switch,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |
element,"ଉପାଦାନ, ଉପାଦାନ"
e-mail,ଇ-ମେଲ୍ |
e-mail address,"1. ଇ-ମେଲ୍ ଠିକଣା, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲିଂ ଠିକଣା |"
embedded system,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
embedding,ଏମ୍ବେଡିଂ
emitter couple logic (ECL),ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ (ECL)
empty stack,ଖାଲି ସ୍ଥାନ
empty string,"1. ଖାଲି ଶୃଙ୍ଖଳା, 2. ଖାଲି ଶୃଙ୍ଖଳା |"
emulation,ଯାନ୍ତ୍ରିକରଣ
encapsulation,"1. କ୍ୟାପସୁଲେସନ୍, 2. କ୍ୟାପସୁଲେସନ୍ |"
encipher,ଡିକୋଡର୍ |
encode,ଏନକୋଡିଂ
encoder,"1. ଏନକୋଡର୍, 2. କୋଡାକ୍ |"
encrepted data,ଲୁକ୍କାୟିତ ତଥ୍ୟ |
encripting file system,ଲୁକ୍କାୟିତ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
encryption,"1. ଏନକ୍ରିପସନ୍, 2. କୋଡିଂ, 3. ଏନକୋଡିଂ |"
end of block,ବ୍ଲକ ଶେଷ
end of file (EOF),ଫାଇଲ୍-ଏଣ୍ଡ୍ |
end-user,ଉପଯୋଗକର୍ତ୍ତା |
enter,ପ୍ରବେଶ କର |
enter-key,ପ୍ରବେଶ ଚାବି |
enterprise server,"1. ଉଦୟମ୍ ସ war ରଭ, 2. ଉଦୟ ସେବାକ୍ |"
enterprise system,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |
entity,ଶକ୍ତି
entity-relationship,ଶକ୍ତି ସମ୍ବନ୍ଧ
entry time,ପ୍ରବେଶ ସମୟ
entry variable,ଇନପୁଟ୍ ଭେରିଏବଲ୍ |
enumerable,ଗଣନାଯୋଗ୍ୟ
environment,ପରିବେଶ
epoch,"1. ଯୁଗ, 2 ଯୁଗ, 3 ନିର୍ଦ୍ଦେଶ ମୁହୂର୍ତ୍ତ"
EPROM,EPRAM (ଫାଇନାନ୍ସିଆଲ୍ ପ୍ରୋଗ୍ରାମେବଲ୍ ପଠନୀୟ ମେମୋରୀ)
epsilon closure,ଏପସିଲନ୍ କନଷ୍ଟ୍ରିକ୍ଟର୍ |
equalizer,ସମାନତା
equipment,ଉପକରଣ
equivalence class,ସମାନତା ଶ୍ରେଣୀ
equivalence relation,ସମାନ ସମ୍ପର୍କ
erase,"1. ବିଲୁପ୍ତ, 2. ବିଲୋପ"
error correcting code,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |
error correction,ତ୍ରୁଟି ସଂଶୋଧନ
error detection,ତ୍ରୁଟି ଚିହ୍ନଟ
error handling,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
error message,ତ୍ରୁଟି ସନ୍ଦେଶ |
error rate,ତ୍ରୁଟି ହାର
error recovery,ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
error routine,ତ୍ରୁଟି ନାମ
escape character,ପଳାୟନ ପ୍ରତୀକ |
ethernet,ଇଥରନେଟ୍ |
event,ଘଟଣା
event chain,ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |
event control,ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |
event counter,ଇଭେଣ୍ଟ କାଉଣ୍ଟର
exception handling,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
exchangeable disk storage,ଡିସ୍କ ସଂରକ୍ଷଣ ବିନିମୟ କରନ୍ତୁ |
exclusion,ବହିଷ୍କାର
exclusive Or (XOR),ସ୍ୱତନ୍ତ୍ର ଏବଂ (x କିମ୍ବା)
executable program,ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍
executive statement,ନିଷ୍ପାଦନ ଷ୍ଟେଟମେଣ୍ଟ
exhaustive search,ଚୟନ ସନ୍ଧାନ |
exist,ବିଦ୍ୟମାନ
exit,ସମସ୍ୟା
expert system,ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |
expression,"1. ଅଭିବ୍ୟକ୍ତି, 2 ଅଭିବ୍ୟକ୍ତି"
extended graphic array (XGA),ବିସ୍ତାରିତ ଗ୍ରାଫିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ (x g a)
extended industry standard (EIS),ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS)
extended machine,ଓଭରଲୋଡ୍ ମେସିନ୍ |
extended memory,ବିସ୍ତୃତ ସ୍ମୃତି
extended precision,"1. ବିସ୍ତାରିତ ସଠିକତା, 2. ବିସ୍ତାରିତ ସଠିକତା |"
extended sorting,"1. ବିସ୍ତାରିତ ସର୍ଟିଂ, 2. ବିସ୍ତାରିତ ପୃଥକତା |"
external call,ପାଟିକରି ଡାକିବା
external error,ବାହ୍ୟ ତ୍ରୁଟି |
external function,ବାହ୍ୟ କାର୍ଯ୍ୟ
external interrupt,ବାହ୍ୟ ବାଧା
external memory,"1. ବାହ୍ୟ ସ୍ମୃତି, 2. ବାହ୍ୟ ସ୍ମୃତି"
external memory,ବାହ୍ୟ ସ୍ମୃତି
external modem,ବାହ୍ୟ ମୋଡେମ୍ |
external reference,ବାହ୍ୟ ସନ୍ଦର୍ଭ
external searching,ବାହ୍ୟ ସନ୍ଧାନ |
external storage device,ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ
extraction,ନିଷ୍କାସନ
extrapolation,ବହିଷ୍କାର
face-character printer,ପ୍ୟାନେଲ୍ ବର୍ଣ୍ଣ ପ୍ରିଣ୍ଟର୍
fail-safe operation,ବିଫଳ-ସୁରକ୍ଷା କାର୍ଯ୍ୟ
failure rate,ବିଫଳତା ହାର
failure recovery,ବିଫଳତା ନିଷ୍କାସନ
false code,ମିଥ୍ୟା କୋଡ୍
false error,ମିଥ୍ୟା ତ୍ରୁଟି |
fan-in,"1. ନିବେଶ, 2. ନିବେଶ ପଏଣ୍ଟ |"
fan-out,"1. ଇସୁ, 2. ସଂଖ୍ୟା ସଂଖ୍ୟା"
fascimile I/O device,"1. ନକଲ I / O ଉପକରଣ, 2 ନକଲ ଇନପୁଟ୍ ଉପକରଣ / ଆଉଟପୁଟ୍"
fast fourier transform (FFT),ଦ୍ରୁତ ଫୁରିଅର୍ ସ୍ଥାନାନ୍ତର |
fatal error,ସାଂଘାତିକ ତ୍ରୁଟି |
fault detection,ତ୍ରୁଟି ଚିହ୍ନଟ
fault diagnosis,ତ୍ରୁଟି ନିଦାନ
fault tolerance,ଦୋଷ ସହନଶୀଳତା |
fax,ଫ୍ୟାକ୍ସ
fax message,ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |
FDC,f dc
feature detection,ଲକ୍ଷଣ ଚିହ୍ନଟ
feed cycle,ପୂର୍ଣ୍ଣ ଚକ
feedback,ପୁନ vest ନିବେଶ
feeder,"1. ଯୋଗାଣକାରୀ, 2. ପୁଷ୍ଟିକର ଖାଦ୍ୟ, 3. ଫିଡର୍ |"
fetch,anan
fibonacci search,ଫିବୋନାକ୍ସି ଆବିଷ୍କାର |
fibonacci sequence,ଫିବୋନାକ୍ସି କ୍ରମ |
fibonacci series,ଫିବୋନାକ୍ସି ସିରିଜ୍ |
fibre optics,ଫାଇବର ଅପ୍ଟିକ୍ସ |
fido net,ଫିଡୋ ଜାଲ |
field,ଅଞ୍ଚଳ
fifth generation computers,ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
file,"1. ଫାଇଲ, 2 ଫାଇଲ୍ |"
file access method,ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |
file allocation table,ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |
file compression,ଫାଇଲ୍ ସଙ୍କୋଚନ |
file copying,ଫାଇଲ୍ କପି
file layout,ଫାଇଲ୍ ବିନ୍ୟାସ
file merge,ଫାଇଲ୍ ମିଶ୍ରଣ |
file recovery,ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର
file storage,ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |
file structure,ଫାଇଲ୍ ଗଠନ
file system,ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
file transfer,ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |
file transfer protocol (FTP),ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP)
filter,ଫିଲ୍ଟର୍
final state,ଶେଷ ସ୍ଥିତି |
find,ସନ୍ଧାନ କର |
finite state machine,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
fire wall,ଅଗ୍ନି କାନ୍ଥ
firmware,ଫର୍ମୱେୟାର |
first come first serve,ପ୍ରଥମେ ସେବା କର |
first generation computer,ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
first in first out (FIFO),ପ୍ରଥମ ଇନପୁଟ୍ ପ୍ରଥମ ଇସ୍ୟୁ (FIFO)
first order logic,ପ୍ରଥମ କ୍ରମ ଆର୍ଗୁମେଣ୍ଟ୍ |
first order theory,ପ୍ରଥମ କ୍ରମ ନୀତି |
fixed partition,ସ୍ଥିର ବିଭାଜନ |
flag,ସାଇନ୍ କରନ୍ତୁ |
flexible disk,ନମନୀୟ ଡିସ୍କ |
floppy disk,ଫ୍ଲପି ଡିସ୍କ |
flopy disk drive (Fdd),ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (FDD)
flow chart,ଫ୍ଲୋ ଚାର୍ଟ
flow of control,ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ
flush,ପୂର୍ବାବଲୋକନ
folder,ଫୋଲ୍ଡର
font,ଫଣ୍ଟ
font family,ଫଣ୍ଟ ପରିବାର
foreign key,ବାହ୍ୟ ଚାବି |
form,ଫର୍ମ |
formal language,ସାଙ୍କେତିକ ଭାଷା |
formal system,ସାଙ୍କେତିକ ପଦ୍ଧତି |
format,"1. ଫର୍ମାଟ୍, 2.ଫର୍ମ"
formatting,ଚିତ୍ରାଙ୍କନ
fortran,ଦୁର୍ଗ
fortran programming,"1. ଫର୍ଟ୍ରାନ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା) ପ୍ରୋଗ୍ରାମ୍, 2. ଫୋର୍ଟ୍ରାନ୍ ପ୍ରୋଗ୍ରାମିଂ |"
forward slash,ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |
fourth generation computer,4th ର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
fragment,ବିଭାଗ
frame,ଫ୍ରେମ୍
free net,"1. ମାଗଣା ଜାଲ, 2. ମାଗଣା ଜାଲ |"
free software foundation,ମାଗଣା ସଫ୍ଟୱେର୍ ଟ୍ରଷ୍ଟ |
free storage,ମାଗଣା ସଂରକ୍ଷଣ
freeware,ମାଗଣା |
front end,ଆଗ
front panel,"1. ଫ୍ରଣ୍ଟ୍ ପ୍ୟାନେଲ୍, 2. ଫ୍ରଣ୍ଟ୍ ପ୍ୟାନେଲ୍ |"
function,"1. କାର୍ଯ୍ୟ, 2 କାର୍ଯ୍ୟ"
function key,ଫଙ୍କସନ୍ କୀ
function reference,ଫଙ୍କସନ୍ ରେଫରେନ୍ସ
functional dependency,କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |
functional testing,କାର୍ଯ୍ୟ ପରୀକ୍ଷା
fuzzy logic,"1. ଅସ୍ପଷ୍ଟ ତର୍କ, 2. ଅସ୍ପଷ୍ଟ ତର୍କ |"
fuzzy set,"1. ଫୁଜି ସେଟ୍, 2. ଫୁଜି ସେଟ୍ |"
gain,ଲାଭ
game tree,କ୍ରୀଡା ବୃକ୍ଷ |
gap character,ବ୍ୟବଧାନ ବର୍ଣ୍ଣ
garbage,ଅଳିଆ
garbage collection,ଅଳିଆ ସଂଗ୍ରହ
garbage collection,ଅଳିଆ ସଂଗ୍ରହ
garbage in garbage out (GIGO),ଆବର୍ଜନା ଭିତରେ ଆବର୍ଜନା (ଜିଗୋ)
gate,ଦ୍ୱାର
gateway,ଦ୍ୱାର ପଥ (ନେଟୱର୍କ ପ୍ରସଙ୍ଗରେ)
general program,ବିସ୍ତୃତ କାର୍ଯ୍ୟକ୍ରମ |
general program,ବିସ୍ତୃତ କାର୍ଯ୍ୟକ୍ରମ |
general purpose computer,ବ୍ୟାପକ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
general purpose computer,ସାଧାରଣ ଉଦ୍ଦେଶ୍ୟ କମ୍ପ୍ୟୁଟର |
general register,ସାଧାରଣ ରେଜିଷ୍ଟର |
generalization,ସାଧାରଣକରଣ
generalization,ସାଧାରଣକରଣ
general-purpose language,ବିସ୍ତୃତ ବସ୍ତୁ ଭାଷା |
general-purpose operating sysem,ବ୍ରଡ୍ ପର୍ପୋଜ୍ ଅପରେସନ୍ ସିଷ୍ଟମ୍ |
general-purpose regisgter,ବିସ୍ତୃତ ଉଦ୍ଦେଶ୍ୟ ପଞ୍ଜିକରଣ |
generated error,ତ୍ରୁଟି ସୃଷ୍ଟି ହୋଇଛି |
generating function,ପ୍ରଜନନ କାର୍ଯ୍ୟ
generic class,ଶ୍ରେଣୀ ସାଧାରଣ
generic function,ଶ୍ରେଣୀ କାର୍ଯ୍ୟ
generic name,ସାଧାରଣ ଶ୍ରେଣୀ ନାମ
gigo,ଜିଗୋ
global,"1. ୟୁନିଭର୍ସାଲ୍, 2. ଗ୍ଲୋବାଲ୍"
global code,ସର୍ବଭାରତୀୟ କୋଡ୍ |
global lock,ସର୍ବଭାରତୀୟ ଲକ୍ |
global network,"1. ୟୁନିଭର୍ସାଲ୍ ନେଟୱାର୍କ, 2. ୟୁନିଭର୍ସାଲ୍ ନେଟୱାର୍କ |"
global network,ସର୍ବଭାରତୀୟ ନେଟୱାର୍କ |
global user,"1. ବିଶ୍ user ବ୍ୟବହାରକାରୀ, 2. ସର୍ବସାଧାରଣ ଉପଭୋକ୍ତା, 3. ସର୍ବଭାରତୀୟ ଉପଭୋକ୍ତା |"
global variable,ଗ୍ଲୋବାଲ୍ ଭେରିଏବଲ୍ |
globalisation,"1. ଗ୍ଲୋବାଲାଇଜେସନ୍, 2. ଗ୍ଲୋବାଲାଇଜେସନ୍"
gopher,ଗୋଫର୍ (ଏକ ନେଟୱାର୍କରେ ଏକ ପ୍ରୋଟୋକଲ୍)
gopher client,ଗୋଫର୍ ରିସେପ୍ଟର୍ |
gopher server,"1. ଗୋଫର୍ ସର୍ଭର, 2. ଗୋଫର୍ ସର୍ଭର |"
gopher site,ଗୋଫର୍ ସାଇଟ୍ |
gopher space,ଗୋଫର୍ ସ୍ପେସ୍ |
graceful degradation,ଆକର୍ଷଣୀୟ ଅବକ୍ଷୟ |
grammar checker,ବ୍ୟାକରଣ ପରିବର୍ତ୍ତନକାରୀ
grammar graceful exit,ବ୍ୟାକରଣ ହଟ୍ଟି ଏକ୍ସଟ୍ରୋଭର୍ସନ୍ |
grand total,"ସମୁଦାୟ ସମୁଦାୟ, 2. ବୃହତ୍ ସମୁଦାୟ, 3. ସମୁଦାୟ ସମୁଦାୟ |"
graph,"1. ଗ୍ରାଫ୍, 2. ଗ୍ରାଫ୍"
graph plotting,"1. ଗ୍ରାଫ୍ ନୋଟେସନ୍, 2. ଗ୍ରାଫ୍ ନୋଟେସନ୍ |"
graphic character,"1. ଗ୍ରାଫିକ୍ ଅକ୍ଷର, 2. ଗ୍ରାଫିକାଲ୍ ଅକ୍ଷର |"
graphic controller,"1. ଗ୍ରାଫିକାଲ୍ କଣ୍ଟ୍ରୋଲର୍, 2. ଗ୍ରାଫିକାଲ୍ କଣ୍ଟ୍ରୋଲର୍ |"
