Malayalam,Assamese
ഓഡിബിലിറ്റി ഗ്രാഫ്,শ্ৰৱণ ক্ষমতা গ্ৰাফ
ഓഡിബിലിറ്റി ഗ്രാഫ് കവർ,শ্ৰৱণ ক্ষমতা গ্ৰাফ কভাৰ
ഓഡിയോ ഫീഡ്,অডিঅ&#39; ফিড
കേൾവി ശാസ്ത്രം,শ্ৰৱণ বিজ্ঞান
ഓഡിയോമീറ്റർ,অডিঅ&#39;মিটাৰ
ഓഡിയോമെട്രി,অডিঅ&#39;মেট্ৰি
ഓഡിയോമെട്രിക് കവറേജ്,অডিঅ&#39;মেট্ৰিক কভাৰেজ
ഓഡിയോ,অডিঅ&#39;
ഓഡിയോ ഗേജ്,অডিঅ&#39; গেজ
കേൾക്കുന്ന രാഗി,শুনি থকা ৰাগি
കേൾക്കാവുന്ന ഫ്രീക്വൻസി ട്രാൻസ്മിറ്റ് ചെയ്തു,শ্ৰৱণযোগ্য কম্পাঙ্ক প্ৰেৰণ কৰা হয়
ഓഡിയോവിഷ്വൽ അസിസ്റ്റന്റ്,দৃশ্য-শ্ৰাব্য সহায়ক
ഓഡിയോവിഷ്വൽ ശബ്ദ പരിശോധന,দৃশ্য-শ্ৰাব্য শব্দ পৰীক্ষা
"ഓഡിറ്റോറിയം, ഓഡിറ്റോറിയം","অডিটৰিয়াম, অডিটৰিয়াম"
ഓഡിറ്റോറിയം അക്കോസ്റ്റിക്സ്,অডিটৰিয়াম শব্দবিজ্ঞান
ഓഡിറ്റോറിയം ശബ്ദം,অডিটৰিয়ামৰ শব্দ
ശ്രവണ സഹായി,শ্ৰৱণ যন্ত্ৰ
ഓഡിബിലിറ്റി വീക്ഷണം,শ্ৰৱণ ক্ষমতাৰ দৃষ্টিভংগী
കേൾവി പരിശീലനം (ബധിരർക്ക്),শ্ৰৱণ প্ৰশিক্ষণ (বধিৰসকলৰ বাবে)
നിർമ്മാണ നിയമങ്ങൾ,নিৰ্মাণৰ নিয়ম
ആഗർ-ബർമീസ്,auger-বাৰ্মিজ
OZ ഗുണകം,অজ সহগ
oz പ്രഭാവം,oz প্ৰভাৱ
oz ഇലക്ട്രോൺ,oz ইলেক্ট্ৰন
oze പ്രക്രിയ,oze প্ৰক্ৰিয়া
ഊസ് മഴ,বৰষুণৰ পৰা ওলোৱা
പ്രമോഷൻ,প্ৰচাৰ
സമ്പുഷ്ടീകരണ തിരുത്തൽ,সমৃদ্ধি সংশোধন
എക്സ്ട്രാപോളേഷൻ ദൂരം,বহিঃপ্ৰকাশৰ দূৰত্ব
പേജ് പ്രൊമോഷൻ,পৃষ্ঠাৰ প্ৰচাৰ
വർദ്ധിച്ച ത്രസ്റ്റ് അനുപാതം,বৃদ্ধি কৰা ঠেলা অনুপাত
വർദ്ധിച്ച വേഗത,বৃদ্ধি পোৱা বেগ
പ്രമോഷൻ ഘടകം,পদোন্নতিৰ কাৰক
എൻഹാൻസർ,এনহান্সাৰ
ഓഡിറ്ററി കവർ,শ্ৰৱণীয় আৱৰণ
ശബ്ദ ശൂന്യത,শব্দ শূন্য
ശബ്‌ദ ശൂന്യ നിർണ്ണയം,শব্দ শূন্য নিৰ্ণায়ক
"അക്കോസ്റ്റിക് ബീക്കൺ, റേഡിയോ സൗണ്ട് റേഞ്ച്","একাউষ্টিক বিকন, ৰেডিঅ’ শব্দ ৰেঞ্জ"
ഓഡിറ്ററി റിസപ്ഷൻ,শ্ৰৱণীয় অভ্যৰ্থনা
"ഓഡിയോ സിഗ്നൽ, ശബ്ദ സിഗ്നൽ","অডিঅ&#39; সংকেত, শব্দ সংকেত"
ശബ്ദം കൈമാറി,শব্দ প্ৰেৰণ কৰা হয়
കർണജ സന്നദി,কৰ্ণজ সন্নদি
ധ്രുവജ്വാല,মেৰু শিখা
ദക്ഷിണ ധ്രുവജ്വാല,দক্ষিণ মেৰু শিখা
ഉത്തരധ്രുവ പ്രകാശം,উত্তৰ মেৰুৰ পোহৰ
ധ്രുവജ്വാല സജീവമാക്കൽ,মেৰু শিখা সক্ৰিয়কৰণ
ധ്രുവജ്വാല ആവേശം,মেৰু শিখা উত্তেজনা
ധ്രുവജ്വാല ഇടപെടൽ,মেৰু শিখাৰ পাৰস্পৰিক ক্ৰিয়া
പോളാർ ലൈറ്റ് ലൈൻ,মেৰু পোহৰৰ ৰেখা
ധ്രുവ പ്രതിഫലനം,মেৰু প্ৰতিফলন
"പോളാർ ലൈറ്റ് സ്പെക്ട്രം, അറോറി സ്പെക്ട്രം","মেৰু পোহৰৰ বৰ্ণালী, অৰোৰি বৰ্ণালী"
ധ്രുവജ്വാല കൊടുങ്കാറ്റ് (അയണോസ്ഫെറിക് കൊടുങ്കാറ്റ്),মেৰু শিখা ধুমুহা (আয়নমণ্ডলীয় ধুমুহা)
പോളാർ ലൈറ്റ് സോൺ,মেৰু পোহৰৰ অঞ্চল
ഓസ്കൾട്ടേഷൻ,auscultation
വംശനാശം,বিলুপ্তি
എക്സ്ചേഞ്ച് കോഫിഫിഷ്യന്റ്,বিনিময় সহগ
വിനിമയ നിയമങ്ങൾ,বিনিময়ৰ নিয়ম
അംഗീകൃത കാരിയർ ആവൃത്തി,অনুমোদিত বাহক কম্পাঙ্ক
ഓഡിയോ ഫ്രീക്വൻസി ആംപ്ലിഫയർ,অডিঅ&#39; ফ্ৰিকুৱেন্সি এম্প্লিফায়াৰ
ഓഡിറ്ററി ബാലൻസ്,শ্ৰৱণ ভাৰসাম্য
മാപ്പ് കംപാറേറ്റർ,মানচিত্ৰ তুলনাকাৰী
ഓട്ടോ രജിസ്റ്റർ,অটো ৰেজিষ্টাৰ
ഓട്ടോ പാരലൽ സ്പെക്ട്രോമീറ്റർ,অটো সমান্তৰাল বৰ্ণালীমাপক
selfheterodyne,selfheterodyne
ഓട്ടോ അയോണൈസേഷൻ,অটো আয়নীয়কৰণ
യാന്ത്രിക മുന്നറിയിപ്പ്,স্বয়ংক্ৰিয় সতৰ্কবাণী
കപ്പാസിറ്റൻസ് കപ്ലിംഗ്,self capacitance কাপলিং
"സ്വകൂട്ട്, സ്വകൂട്ട്","স্বকুট, স্বকুট"
സ്വയം സമാന്തര ദൂരദർശിനി,স্ব-সমান্তৰাল টেলিস্কোপ
യാന്ത്രിക-സമാന്തരം,স্বয়ংক্ৰিয় সমান্তৰাল
ഓട്ടോ പാരലലൈസർ,অটো সমান্তৰালকাৰী
ഓട്ടോകോറിലേഷൻ ഡയഗ്രം,স্বয়ংসম্বন্ধ ডায়াগ্ৰাম
ഓട്ടോഡിൻ,অটোডিন
ഓട്ടോഡൈൻ സർക്യൂട്ട്,অটোডাইন বৰ্তনী
"ഓട്ടോ കോഡിംഗ്, ഓട്ടോ കോഡിംഗ്","অটো ক&#39;ডিং, অটো ক&#39;ডিং"
ഓട്ടോഫ്ലൂറസെൻസ്,অটোফ্লু&#39;ৰেচেন্স
യാന്ത്രിക ട്രാക്കിംഗ്,অটো ট্ৰেকিং
ഓട്ടോഗൈറോ,autogyro
സ്വയം ജ്വലനം,self ignition
സ്വയം പ്രൊപ്പല്ലന്റ്,self propellant
സ്വയം ജ്വലനം ചൂടാക്കൽ,স্বয়ং প্ৰজ্বলন উত্তাপ
ഓട്ടോഇൻഡക്റ്റീവ് കപ്ലിംഗ്,অটোইণ্ডাক্টিভ কাপলিং
"ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്, ഓട്ടോമാറ്റിക്","স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়, স্বয়ংক্ৰিয়"
സ്വയം തിരുത്തൽ,স্বয়ং সংশোধন
യാന്ത്രിക സമീപനവും ലാൻഡിംഗും,স্বয়ংক্ৰিয় এপ্ৰ&#39;চ আৰু লেণ্ডিং
സ്വയം ഇൻപുട്ട് ബാക്ക് ബയസ്,self input back bias
ഓട്ടോമാറ്റിക് ബീം ഓറിയന്റേഷൻ,স্বয়ংক্ৰিয় ৰশ্মি অৰিয়েণ্টেচন
യാന്ത്രിക പക്ഷപാതം,স্বয়ংক্ৰিয় পক্ষপাতিত্ব
ഓട്ടോമാറ്റിക് ബയസ് നഷ്ടപരിഹാരം,স্বয়ংক্ৰিয় পক্ষপাতিত্ব ক্ষতিপূৰণ
യാന്ത്രിക പിശക് തിരുത്തൽ,স্বয়ংক্ৰিয় ভুল সংশোধন
സ്വയം കണക്കുകൂട്ടൽ,আত্ম-গণনা
ഓട്ടോമാറ്റിക് കമ്പ്യൂട്ടർ,স্বয়ংক্ৰিয় কম্পিউটাৰ
ഓട്ടോമാറ്റിക് demagnetizer,স্বয়ংক্ৰিয় ডিমেগনেটাইজাৰ
ഓട്ടോമാറ്റിക് ടാക്കോമീറ്റർ,স্বয়ংক্ৰিয় টেকোমিটাৰ
ഓട്ടോമാറ്റിക് ഗൈഡ്,স্বয়ংক্ৰিয় গাইড
യാന്ത്രിക നവീകരണ അളവ്,স্বয়ংক্ৰিয় উন্নীতকৰণ জোখ
ഓട്ടോമേറ്റഡ് ടെലിഫോൺ സെന്റർ,স্বয়ংক্ৰিয় টেলিফোন চেণ্টাৰ
ഓട്ടോമാറ്റിക് പൂരിപ്പിക്കൽ ഉപകരണം,স্বয়ংক্ৰিয় ভৰোৱা যন্ত্ৰ
യാന്ത്രിക ട്രാക്കിംഗ്,অটো ট্ৰেকিং
"ഓട്ടോമാറ്റിക് ഗ്രേറ്റ്, ഓട്ടോമാറ്റിക് റെറ്റിക്കിൾ","স্বয়ংক্ৰিয় গ্ৰেট, স্বয়ংক্ৰিয় ৰেটিকল"
യാന്ത്രിക അറിയിപ്പ് നീക്കംചെയ്യൽ,অটো অধিসূচনা আঁতৰোৱা
ഓട്ടോമാറ്റിക് ലിമിറ്റർ,স্বয়ংক্ৰিয় সীমাবদ্ধক
യാന്ത്രിക ഉദ്ധരണി,স্বয়ংক্ৰিয় উদ্ধৃতি
സ്വയം ഫോൺമെ വർഗ്ഗീകരണം,self ধ্বনি শ্ৰেণীবিভাজন
ഓട്ടോമാറ്റിക് ഫോട്ടോ ട്രാൻസ്മിഷൻ,স্বয়ংক্ৰিয় ফটো ট্ৰেন্সমিছন
ഓട്ടോമാറ്റിക് പ്ലോട്ടർ,স্বয়ংক্ৰিয় প্লটাৰ
ഓട്ടോമാറ്റിക് പ്രോഗ്രാമിംഗ്,স্বয়ংক্ৰিয় প্ৰগ্ৰেমিং
യാന്ത്രിക ദൂരം അളക്കൽ,স্বয়ংক্ৰিয় দূৰত্ব জোখা
യാന്ത്രിക റെക്കോർഡ് കൺവെർട്ടർ,অটো ৰেকৰ্ড কনভাৰ্টাৰ
ഓട്ടോ ആർക്കൈവർ,অটো আৰ্কাইভাৰ
യാന്ത്രിക റെക്കോർഡിംഗ്,অটো ৰেকৰ্ডিং
സ്വയം റെക്കോർഡിംഗ് പോളാരിമീറ്റർ,স্বয়ং ৰেকৰ্ডিং মেৰুমাপক
ഓട്ടോ റീസെറ്റ് പ്രോഗ്രാം,অটো ৰিছেট প্ৰগ্ৰেম
ഓട്ടോമാറ്റിക് റീസെറ്റ്,স্বয়ংক্ৰিয় ৰিছেট
യാന്ത്രിക ദിനചര്യ,স্বয়ংক্ৰিয় ৰুটিন
ഓട്ടോമാറ്റിക് ബാഷ്പീകരണം,স্বয়ংক্ৰিয় বাষ্পীভৱনকাৰী
ഓട്ടോമാറ്റിക് പ്രോബ് കണക്റ്റർ,স্বয়ংক্ৰিয় প্ৰ&#39;ব সংযোগকাৰী
ഓട്ടോമാറ്റിക് വാൽവ്,স্বয়ংক্ৰিয় ভালভ
സ്വയമേവയുള്ള സംസാരം,স্বয়ং-বক্তৃতা
യാന്ത്രിക സമന്വയം,স্বয়ংক্ৰিয় সমন্বয়
ഓട്ടോമാറ്റിക് ടെലിഫോൺ,স্বয়ংক্ৰিয় টেলিফোন
ഓട്ടോമാറ്റിക് താപനില നിയന്ത്രണം,স্বয়ংক্ৰিয় উষ্ণতা নিয়ন্ত্ৰণ
ഓട്ടോ കോമ്പൻസേറ്റർ,অটো কম্পেন্সেটৰ
യാന്ത്രിക ഫോളോ അപ്പ്,অটো ফ&#39;ল&#39; আপ
ഓട്ടോമാറ്റിക് വോൾട്ടേജ് റെഗുലേറ്റർ,স্বয়ংক্ৰিয় ভল্টেজ নিয়ন্ত্ৰক
ഓട്ടോമാറ്റിക് ഉച്ചത്തിലുള്ള കംപ്രസർ,স্বয়ংক্ৰিয় লাউডনেছ কম্প্ৰেছাৰ
ഓട്ടോമാറ്റിക് ലൗഡ്നസ് എക്സ്പാൻഡർ,স্বয়ংক্ৰিয় লাউডনেছ এক্সপাণ্ডাৰ
"ഓട്ടോമേഷൻ, ഓട്ടോമേഷൻ","স্বয়ংক্ৰিয়কৰণ, স্বয়ংক্ৰিয়কৰণ"
"ഓട്ടോറേഡിയോഗ്രാഫ്, ഓട്ടോറേഡിയോഗ്രാഫ്","অটোৰেডিঅ&#39;গ্ৰাফ, অটোৰেডিঅ&#39;গ্ৰাফ"
ഓട്ടോറേഡിയോഗ്രാഫ് എക്സ്പോഷർ,অটোৰেডিঅ&#39;গ্ৰাফৰ সংস্পৰ্শ
ഓട്ടോറേഡിയോഗ്രാഫ് മെക്കാനിസം,অটোৰেডিঅ&#39;গ্ৰাফ ব্যৱস্থা
ഓട്ടോറേഡിയോഗ്രാഫ് പാറ്റേൺ,অটোৰেডিঅ&#39;গ্ৰাফ আৰ্হি
ഓട്ടോറേഡിയേഷൻ ചിത്രീകരണം,অটোৰেডিয়চন চিত্ৰণ
ഓട്ടോ റിട്ടാർഡേഷൻ,অটো ৰিটাৰ্ডেচন
ഓട്ടോ സെവ്കോം,অটো সেভকম
ഓട്ടോ പാരലൽ സ്പെക്ട്രോഗ്രാഫർ,অটো সমান্তৰাল বৰ্ণালীবিজ্ঞানী
"autotransformer, autotransformer","অটোট্ৰেন্সফৰ্মাৰ, অটোট্ৰেন্সফৰ্মাৰ"
"സഹായി, സഹകരണം, അധിക","সহায়ক, সমবায়, অতিৰিক্ত"
സഹായ അക്ഷം,সহায়ক অক্ষ
സാധനങ്ങൾ,আনুষংগিক বস্তু
അധിക സ്വരാക്ഷരങ്ങൾ,অতিৰিক্ত স্বৰবৰ্ণ
സഹായ പുനരുൽപാദന തല,সহায়ক প্ৰজনন মূৰ
അസിസ്റ്റന്റ് അക്യുമുലേറ്റർ,"সহকাৰী এক্যুলেটৰ, সহায়ক এক্যুলেটৰ"
സഹായ യൂണിറ്റ്,সহায়ক একক
സഹായ ഇലക്ട്രോഡ്,সহায়ক ইলেক্ট্ৰ&#39;ড
പോഷകനദി വിഭാഗം,সহায়ক ধাৰা
സഹായ ദിനചര്യ,সহায়ক ৰুটিন
ഉപയോഗപ്രദമായ ലൈൻ,উপযোগী শাৰী
ഊർജ്ജം ലഭ്യമാണ്,উপলব্ধ শক্তি
ആക്സസ് പേജ്,প্ৰৱেশ পৃষ্ঠা
നിരീക്ഷിക്കാവുന്ന നിരീക്ഷണങ്ങൾ,পৰ্যবেক্ষণযোগ্য পৰ্যবেক্ষণসমূহ
സാധ്യമായ ഊർജ്ജം,লাভ কৰিব পৰা সম্ভাৱ্য শক্তি
വൈദ്യുതി ലഭ്യമാണ്,উপলব্ধ শক্তি
പ്രാപ്യമായ ഊർജ്ജ കാര്യക്ഷമത,প্ৰাপ্ত শক্তিৰ কাৰ্যক্ষমতা
സ്വീകാര്യമായ ശക്തി പ്രതികരണം,গ্ৰহণযোগ্য শক্তিৰ সঁহাৰি
പ്രാപ്യമായ ചൂട്,লাভযোগ্য তাপ
ഉപയോഗ സമയം,ব্যৱহাৰৰ সময়
"അവദവ, ഹിമപാതം, മഞ്ഞുവീഴ്ച","অৱদাভা, হিমস্খলন, তুষাৰপাত"
സൂപ്പർഅനുവേഷൻ ലംഘനം,superannuation ভংগ
വോൾട്ടായിക് ബ്രേക്ക് വോൾട്ടേജ്,বেগ ভাঙি ভল্টেজ
തടസ്സം പ്രഭാവം,বাধাৰ প্ৰভাৱ
"അർത്ഥം, അർത്ഥം*","গড়, গড়*"
ശരാശരി-നിലത്തിന് മുകളിലുള്ള ആന്റിന ഉയരം,গড়-মাটিৰ স্তৰৰ ওপৰত এন্টেনাৰ উচ্চতা
"ശരാശരി ഘർഷണ ഗുണകം, അർത്ഥം ഘർഷണ ഗുണകം","গড় ঘৰ্ষণ সহগ, গড় ঘৰ্ষণ সহগ"
ശരാശരി കണക്കുകൂട്ടൽ,গড় গণনা
ശരാശരി ആവേശം സാധ്യത,গড় উত্তেজনা সম্ভাৱনা
ശരാശരി ഫോർവേഡ് കറന്റ്,গড় ফৰৱাৰ্ড কাৰেণ্ট
ശരാശരി നീളം,হিচাপৰ ওখ
"ശരാശരി പ്രായം, ശരാശരി പ്രായം","গড় বয়স, গড় বয়স"
"അർത്ഥം സമ്മർദ്ദം, അർത്ഥം സമ്മർദ്ദം","গড় চাপ, গড় চাপ"
ശരാശരി മഴ,গড় বৰষুণ
ഓരോ വോൾട്ടേജിനും ശരാശരി,প্ৰতি ভল্টেজত গড়
"അർത്ഥം മുറിയുടെ അവസ്ഥ, അർത്ഥം മുറിയുടെ അവസ്ഥ","গড় কোঠাৰ অৱস্থা, গড় কোঠাৰ অৱস্থা"
ശരാശരി സംസാരശേഷി,গড় বাক্য শক্তি
"അർത്ഥം വേഗത, അർത്ഥം വേഗത","গড় গতি, গড় গতি"
സമ്മർദ്ദം എന്നാണ് അർത്ഥമാക്കുന്നത്,মানে মানসিক চাপ
ശരാശരി താപനില,গড় উষ্ণতা
ശരാശരി കാത്തിരിപ്പ് സമയം,গড় অপেক্ষাৰ সময়
ശരാശരി സാന്ദ്രത,গড় ঘনত্ব
"ശരാശരി കണക്കുകൂട്ടൽ, ശരാശരി","গড়-গণনা, গড়"
ശരാശരി കണക്കുകൂട്ടൽ രീതി,গড় গণনা পদ্ধতি
മധ്യസ്ഥ വല,মধ্যস্থতাকাৰী নেট
പരിവാരൻ,পৰিৱৰণ
ദൂരദർശിനി അക്ഷം,টেলিস্কোপিক অক্ষ
അച്ചുതണ്ട്,অক্ষীয়
അക്ഷീയ വ്യതിയാനം,অক্ষীয় বিচ্যুতি
അക്ഷീയ ബോണ്ട്,অক্ষীয় বন্ধন
അക്ഷീയ പിളർപ്പ്,অক্ষীয় বিভাজন
അക്ഷീയ ദ്വിധ്രുവ മണ്ഡലം,অক্ষীয় ডাইপোল ক্ষেত্ৰ
"അച്ചുതണ്ട് ത്രെഡ്, അച്ചുതണ്ട് ഫൈബർ","অক্ষীয় সূতা, অক্ষীয় আঁহ"
അക്ഷീയ പ്രവാഹം,অক্ষীয় প্ৰবাহ
അക്ഷീയ ഒഴുക്ക്-പമ്പ്,অক্ষীয় প্ৰবাহ-পাম্প
അച്ചുതണ്ട് ലോഡ്,অক্ষীয় বোজা
അക്ഷീയ മാഗ്നിഫിക്കേഷൻ,অক্ষীয় বৃদ্ধি
ശുദ്ധമായ രേഖാംശ ഇലാസ്തികത,বিশুদ্ধ দীৰ্ঘায়িত স্থিতিস্থাপকতা
അക്ഷീയ തലം,অক্ষীয় সমতল
അക്ഷീയ തലം പിളർപ്പ്,অক্ষীয় সমতল বিভাজন
അക്ഷീയ പോയിന്റ്,অক্ষীয় বিন্দু
അച്ചുതണ്ട് മർദ്ദം ഗ്രേഡിയന്റ്,অক্ষীয় চাপৰ গ্ৰেডিয়েণ্ট
അനുപാത അനുപാതം,অনুপাত অনুপাত
അക്ഷീയ ബീം,অক্ষীয় ৰশ্মি
അക്ഷീയ രേഖ,অক্ষীয় ৰেখা
അക്ഷീയ സംവേദനക്ഷമത,অক্ষীয় সংবেদনশীলতা
അക്ഷീയ സമ്മർദ്ദം,অক্ষীয় চাপ
അക്ഷീയ പേജ്,অক্ষীয় পৃষ্ঠা
അക്ഷീയ സമമിതി,অক্ষীয় প্ৰতিসমতা
അക്ഷീയ ത്രസ്റ്റ്,অক্ষীয় ঠেলা
അക്ഷീയ പ്രവേഗം,অক্ষীয় বেগ
ആക്സിയൽ ഫ്ലോ കംപ്രസർ,অক্ষীয় প্ৰবাহ কম্প্ৰেছাৰ
ലംബമായി സമമിതി പ്രവാഹം,উলম্বভাৱে প্ৰতিসম প্ৰবাহ
ഫലത്തിൽ സമമിതി തല മിക്സിംഗ്,কাৰ্যতঃ প্ৰতিসম হেড মিক্সিং
ലംബമായി സമമിതിയിലുള്ള തുമ്പിക്കൈ,উলম্বভাৱে প্ৰতিসম ডাল
ലംബമായി സമമിതി സാധ്യത,উলম্বভাৱে প্ৰতিসম বিভৱ
ലംബമായ സമമിതി പ്രശ്നം,উলম্ব প্ৰতিসম সমস্যা
ലംബമായി സമമിതി സമ്മർദ്ദ വിതരണം,উলম্বভাৱে প্ৰতিসম চাপ বিতৰণ
ലംബമായി സമമിതിയുള്ള സൂപ്പർസോണിക് പ്രവാഹം,উলম্বভাৱে প্ৰতিসম ছুপাৰছনিক প্ৰবাহ
ലംബമായി സമമിതി ഭ്രമണം,উলম্বভাৱে প্ৰতিসম বিক্ষিপ্ততা
അച്ചുതണ്ട്,axicon
അക്സിയോട്രോൺ,এক্সিঅ&#39;ট্ৰন
അച്ചുതണ്ട്,অক্ষ
അസമമായ അക്ഷം,অসমতাপূৰ্ণ অক্ষ
ഭൂമിയുടെ അച്ചുതണ്ട്,পৃথিৱীৰ অক্ষ
ജഡത്വ അക്ഷം,জড়তা অক্ষ
യന്ത്ര അക്ഷം,মেচিন অক্ষ
പരിക്രമണ അക്ഷം,কক্ষপথৰ অক্ষ
ആന്ദോളന അക്ഷം,দোলনীয় অক্ষ
പ്രൊപ്പൽഷൻ അക്ഷം,প্ৰপালচন অক্ষ
പ്രൊജക്ഷൻ അക്ഷം,প্ৰক্ষেপণ অক্ষ
ഭ്രമണ അക്ഷം,ঘূৰ্ণন অক্ষ
സ്പിൻ അച്ചുതണ്ട്,স্পিন অক্ষ
അഭിവാദന അക്ഷം,প্ৰণাম অক্ষ
അഭിവാദന അക്ഷം,প্ৰণাম অক্ষ
ടോർക്കിന്റെ അച്ചുതണ്ട്,টৰ্কৰ অক্ষ
ട്രാൻസിറ്റ് അക്ഷം,ট্ৰেনজিট অক্ষ
വഴിതിരിച്ചുവിടൽ അക്ഷം,ডাইভাৰচন অক্ষ
അച്ചുതണ്ട് വ്യതിചലനം,অক্ষৰ বিচ্যুতি
esraph സംയോജന ഉപകരണം,ezraph সংহতি ডিভাইচ
അസിമുത്ത് വ്യൂവർ,azimuth দৰ্শক
അസിമുത്ത്,এজিমুথ
അസിമുത്ത് വൃത്തം,azimuth বৃত্ত
"അസിമുത്ത് ഡയഫ്രം, അസിമുത്ത് ഡയഫ്രം","এজিমুথ ডায়েফ্ৰাম, এজিমুথ ডায়েফ্ৰাম"
അസിമുത്ത് പ്രഭാവം,এজিমুথ ইফেক্ট
അസിമുത്ത് പിശക്,azimuth ত্ৰুটি
അസിമുത്ത് ടാൽക്,azimuth টালক
അസിമുത്ത് കണ്ണാടി,azimuth দাপোন
അസിമുത്ത്,এজিমুথ
നിശ്ചിത അസിമുത്ത്,ফিক্সড এজিমুথ
അസിമുത്ത്,এজিমুথ
ദിശാസൂചിക,দিশগত পইণ্টাৰ
അസിമുത്ത് ക്വാണ്ടം നമ്പർ,এজিমুথ কোৱাণ্টাম সংখ্যা
ഭ്രമണ അക്ഷം,ঘূৰ্ণন অক্ষ
ഐസെൻ,আইজেন
"ezren, അസിമുത്ത് പാരാസ്","এজ্ৰেন, এজিমুথ পেৰা"
ഐസുസ,আইজুসা
"ബി-ക്ലാസ് ആംപ്ലിഫയർ, ബി-ക്ലാസ് ആംപ്ലിഫയർ","বি-ক্লাছ এম্প্লিফায়াৰ, বি-ক্লাছ এম্প্লিফায়াৰ"
ബി-എക്സിബിറ്റ്,খ-প্ৰদৰ্শনী
BH കർവ്,BH বক্ৰ
മാക്രോ നെഗറ്റീവ് ചാലകത,মেক্ৰ&#39; ঋণাত্মক পৰিবাহীতা
ബി-സ്ക്രീനിംഗ് അവതരണം,বি-স্ক্ৰীণিং উপস্থাপন
ദ്വി കാഴ്ചക്കാരൻ,দ্বি-দৰ্শক
ബി-വ്യൂ റഡാർ,বি-ভিউ ৰাডাৰ
ബാബേൽ,বাবেল
ബേബിന്റെ പ്രതികാരം,বেবিনৰ প্ৰতিশোধকাৰী
ബാബ്സ് (ബ്ലൈൻഡ് അപ്രോച്ച് ബീക്കൺ സിസ്റ്റം),বাবছ (ব্লাইণ্ড এপ্ৰ&#39;চ বিকন চিষ্টেম)
പിന്നിലെ ഘടകം,পিছফালৰ উপাদান
തിരികെ ചാലകത,পিঠিৰ পৰিবাহীতা
പിൻഭാഗത്തെ വ്യാപനം,পশ্চাৎ প্ৰসাৰণ
ബാക്ക് ഡയോഡ്,বেক ডাইঅ&#39;ড
എതിരാളി vs. ബി. (ആന്റി ഇലക്ട്രോമോട്ടീവ് ഫോഴ്സ്),প্ৰতিপক্ষ বনাম। খ. (বৈদ্যুতিক বিৰোধী শক্তি)
ബാക്ക് എക്കോ,পিছলৈ প্ৰতিধ্বনি
തിരിച്ച് തീ,পিছফালে জুই
പിന്നോട്ടുള്ള ഒഴുക്ക്,বেক ফ্ল&#39;
റിയർ ഫോക്കസ് ദൂരം,পিছফালৰ ফ&#39;কাচ দূৰত্ব
മാനസാന്തരം,অনুতাপ কৰা
പിൻഭാഗം,পশ্চাৎ লোব
"പിന്നിലെ ചിത്രം, പിന്നിലെ ഇടവേള","পিছফালৰ ছবি, পিছফালৰ ব্যৱধান"
"ചിത്രം ശേഷം പ്രഭാവം, ബാക്ക് ലാഗ് പ്രഭാവം","ইফেক্টৰ পিছত ছবি, বেক লেগ ইফেক্ট"
വൈകി കാലയളവ്,লেট পিৰিয়ড
പിൻഭാഗം നിപ്പിഡ്,পশ্চাৎ nipped
പിന്നിലെ പ്രതിഫലനം,পিঠিৰ প্ৰতিফলন
തിരികെ പ്രതിരോധം,পিঠিৰ প্ৰতিৰোধ ক্ষমতা
റിയർ ഡിസ്പ്ലേസ്മെന്റ് പരിഷ്ക്കരണം,পিছফালৰ বিচ্যুতি পৰিৱৰ্তন
ബാക്ക് ഷണ്ട് കീയിംഗ്,পিছলৈ শ্বাণ্ট কী কৰা
പിൻ സ്പീഡ് ലിമിറ്റർ,ৰিয়াৰ স্পীড লিমিটাৰ
പോസ്റ്റ്-റിലേഷൻഷിപ്പ്,সম্পৰ্কৰ পিছৰ
എതിർ ബ്രാക്കറ്റ് ജോഡി,বিপৰীত ব্ৰেকেট যোৰ
ബാക്ക്-റിപ്പീറ്റർ,বেক-ৰিপিটাৰ
തിരിച്ചടവ്,ৰিইম্বৰ্চেমেণ্ট
ആന്റി വോൾട്ടേജ്,এন্টি ভল্টেজ
ഇന്റർസ്റ്റീഷ്യൽ വേവ്,অন্তৰ্স্থলীৰ তৰংগ
റിയർ റിഫ്ലക്ഷൻ എക്സ്-റേ ക്യാമറ,পিছফালৰ প্ৰতিফলন এক্স-ৰে কেমেৰা
ബാക്ക് സ്കാറ്റർ ഘടകം,বেক স্কেটাৰ ফ্যাক্টৰ
തിരികെ ചിതറിക്കിടക്കുക,পিছলৈ বিক্ষিপ্ততা
പിന്നോട്ട് ത്വരണം,পিছলৈ ত্বৰণ
പ്രിയപ്പെട്ട പ്രിന്റർ,লালন-পালন কৰা প্ৰিন্টাৰ
എതിർ കമാനം,বিপৰীত তোৰণ
പശ്ചാത്തല സിനിമ,পটভূমি ফিল্ম
പശ്ചാത്തല ചിത്രങ്ങൾ,পটভূমিৰ ছবি
"പശ്ചാത്തലം, പശ്ചാത്തലം","পটভূমি, পটভূমি"
പശ്ചാത്തല എണ്ണം,পটভূমি গণনা
പശ്ചാത്തല സ്ട്രീം,পটভূমিৰ প্ৰবাহ
