Punjabi,Malayalam
"ਵੰਡ ਨਿਯਮ, ਵੰਡ ਨਿਯਮ","വിതരണ നിയമം, വിതരണ നിയമം"
"ਵਿਗਾੜਿਆ ਸੰਤੁਲਨ, ਵਿਗਾੜਿਆ ਸੰਤੁਲਨ","അസ്വസ്ഥമായ സന്തുലിതാവസ്ഥ, അസ്വസ്ഥമായ സന്തുലിതാവസ്ഥ"
ਗੜਬੜ,അസ്വസ്ഥത
ਗੜਬੜ ਵੇਵ ਨੰਬਰ,അസ്വസ്ഥത തരംഗ നമ്പർ
ਪਰੇਸ਼ਾਨ ਗੱਲਬਾਤ ਦੀ ਪ੍ਰਕਿਰਿਆ,അസ്വസ്ഥമായ സംഭാഷണ പ്രക്രിയ
ਖਰਾਬ ਹਰੀਜੱਟਲ ਫਲਾਈਟ,അസ്വസ്ഥമായ തിരശ്ചീന ഫ്ലൈറ്റ്
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲੀ ਗਤੀ,ശല്യപ്പെടുത്തുന്ന വേഗത
ਪਰੇਸ਼ਾਨ ਵਰਗ,അസ്വസ്ഥമായ ക്ലാസ്
ਪਰੇਸ਼ਾਨ oscillation,അസ്വസ്ഥമായ ആന്ദോളനം
ਪਰੇਸ਼ਾਨ ਕਰਨ ਵਾਲੀ ਤਾਕਤ,ശല്യപ്പെടുത്തുന്ന ശക്തി
ਪਰੇਸ਼ਾਨੀ ਫੰਕਸ਼ਨ,അസ്വസ്ഥത പ്രവർത്തനം
ਪਰੇਸ਼ਾਨੀ ਦੀ ਸੰਭਾਵਨਾ,അസ്വസ്ഥത സാധ്യത
ਡਿਸਕ ਸਟੋਰੇਜ਼,ഡിസ്ക് സംഭരണം
"ਵਿਗਾੜ, ਵਿਗਾੜ, ਬਰੇਕ","നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഇടവേള"
ਗਿਰਾਵਟ ਜੰਤਰ,വീഴ്ച ഉപകരണം
"ਅਹਨਿਕ, ਦਿਵਾ, ਦਿਵਾਚਾਰ, ਨਿੱਤ","അഹ്നിക്, ദിവ, ദിവാചർ, ദിനപത്രം"
ਰੋਜ਼ਾਨਾ ਸ਼ੈਡਿੰਗ,ദൈനംദിന ചൊരിയൽ
ਰੋਜ਼ਾਨਾ ਸ਼ੈਡਿੰਗ,ദൈനംദിന ചൊരിയൽ
ਰੋਜ਼ਾਨਾ ਤਬਦੀਲੀ,ദൈനംദിന മാറ്റം
ਰੋਜ਼ਾਨਾ ਚੱਕਰ,ദൈനംദിന സർക്കിൾ
"ਰੋਜ਼ਾਨਾ ਚੱਕਰ, ਦਿਨ ਦਾ ਚੱਕਰ","ദൈനംദിന ചക്രം, ദിവസ ചക്രം"
ਰੋਜ਼ਾਨਾ ਭਾਸ਼ਣ,ദൈനംദിന പ്രസംഗം
ਰੋਜ਼ਾਨਾ ਗਰਮੀ ਦੀ ਲਹਿਰ,ദൈനംദിന ചൂട് തരംഗം
ਰੋਜ਼ਾਨਾ ਅਸਮਾਨਤਾ,ദൈനംദിന അസമത്വം
ਰੋਜ਼ਾਨਾ ਦੀ ਗਤੀ,ദൈനംദിന വേഗത
ਰੋਜ਼ਾਨਾ ਪੈਰਾਲੈਕਸ,പ്രതിദിന പാരലാക്സ്
"ਰੋਜ਼ਾਨਾ ਤਾਪਮਾਨ, ਰੋਜ਼ਾਨਾ ਤਾਪਮਾਨ","ദൈനംദിന താപനില, ദൈനംദിന താപനില"
"ਅੱਗ ਤਬਦੀਲੀ, ਰੋਜ਼ਾਨਾ ਤਬਦੀਲੀ","തീ മാറ്റം, ദൈനംദിന മാറ്റം"
ਰੋਜ਼ਾਨਾ ਨਜ਼ਰ,ദൈനംദിന ദർശനം
ਦੁਵਿਧਾ,ദ്വിമുഖം
ਦੋ-ਪੱਖੀ,ദ്വിമുഖം
divalent ion,ഡൈവാലന്റ് അയോൺ
ਡਬਲ ਸਿਸਟਮ,ഇരട്ട സംവിധാനം
ਉਤਰਦੇ ਪੈਰ,ഇറങ്ങുന്ന കാൽ
"ਗੁਜ਼ਰਨਾ, ਗੁਜ਼ਰਨਾ","കടന്നുപോകുക, കടന്നുപോകുക"
"ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ","വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം"
ਵਿਭਿੰਨਤਾ ਦਾ ਨੁਕਸਾਨ,വ്യതിചലന നഷ്ടം
ਵੇਗ ਵਿਭਿੰਨਤਾ,വേഗത വ്യതിചലനം
ਵਿਭਿੰਨਤਾ ਦੀ ਦਰ,വ്യതിചലന നിരക്ക്
ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ,വ്യതിചലന സിദ്ധാന്തം
ਵੱਖਰੇ,വിഭിന്ന
ਵੱਖਰਾ ਸਿਸਟਮ,വ്യത്യസ്‌ത സംവിധാനം
ਵਿਭਿੰਨ ਪਰਿਵਰਤਨ ਪੁੰਜ,വ്യത്യസ്‌ത ഒത്തുചേരൽ പിണ്ഡം
ਵੱਖਰਾ ਵਹਾਅ,വ്യത്യസ്തമായ ഒഴുക്ക്
ਵੱਖਰਾ ਲੈਂਸ,വ്യതിചലിക്കുന്ന ലെൻസ്
ਵੱਖ ਕਰਨ ਵਾਲੀ ਰੋਸ਼ਨੀ,വ്യതിചലിക്കുന്ന പ്രകാശം
ਵੱਖਰੀ ਗਤੀ,വ്യത്യസ്ത വേഗത
ਵੱਖ ਕਰਨ ਵਾਲੀਆਂ ਕਿਰਨਾਂ,വ്യതിചലിക്കുന്ന കിരണങ്ങൾ
ਵੱਖਰਾ ਲੈਂਸ,വ്യതിചലിക്കുന്ന ലെൻസ്
ਡਾਇਵਰਸ ਤਰਲ,വൈവിധ്യമാർന്ന ദ്രാവകം
ਡਾਇਵਰਸ਼ਨ,വഴിതിരിച്ചുവിടൽ
ਪਰਿਵਰਤਨ ਐਂਟੀਨਾ,വേരിയേഷൻ ആന്റിന
ਪਰਿਵਰਤਨ ਰਾਡਾਰ,വ്യതിയാനം റഡാർ
ਪਰਿਵਰਤਨ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,വ്യതിയാന റിസീവർ
ਪਰਿਵਰਤਨ ਸਿਸਟਮ,വ്യതിയാന സംവിധാനം
"ਵਿਭਾਜਕ (ਐਨ.), ਵੰਡਣਾ, ਵੰਡਣਾ, ਵੰਡਣਾ (ਵਰ.)","divisor (n.), വിഭജിക്കുക, വിഭജിക്കുക, വിഭജിക്കുക (ver.)"
"ਵੰਡਿਆ, ਵੰਡਿਆ","വിഭജിച്ചിരിക്കുന്നു, വിഭജിച്ചിരിക്കുന്നു"
ਸਪਲਿਟ ਸਰਕਟ,സ്പ്ലിറ്റ് സർക്യൂട്ട്
ਸਪਲਿਟ ਟੱਚ,സ്പ്ലിറ്റ് ടച്ച്
ਸਪਲਿਟ ਟਚ ਵਿਧੀ,സ്പ്ലിറ്റ് ടച്ച് രീതി
"ਵੰਡਣ ਵਾਲੇ, ਵੰਡਣ ਵਾਲੇ","വിഭജനങ്ങൾ, വിഭജനങ്ങൾ"
"ਪਰਿਵਰਤਨ ਜਾਲ, ਵੱਖਰਾ ਜਾਲ","സംക്രമണ മെഷ്, സെപ്പറേറ്റർ മെഷ്"
"ਇਮਰਸ਼ਨ-ਘੰਟੀ, ਡੁੱਬਣ ਵਾਲਾ ਭਾਂਡਾ","നിമജ്ജനം-മണി, നിമജ്ജന പാത്രം"
"ਵੰਡ, ਵੰਡ, ਵੰਡ","വിഭജനം, വിഭജനം, വിഭജനം"
ਸਪਲਿਟ ਸ਼ੋਰ,പിളർപ്പ് ശബ്ദം
ਸਕੇਲ ਵੰਡ,സ്കെയിൽ ഡിവിഷൻ
ਦੂਰੀ ਮਾਪਣ ਜੰਤਰ,ദൂരം അളക്കുന്നതിനുള്ള ഉപകരണം
ਦਸਤਾਵੇਜ਼ੀ,ഡോക്യുമെന്ററി
ਮਸ਼ੀਨ ਰੂਮ,യന്ത്ര മുറി
ਦੂਰੀ ਘਟਾਓ,ദൂരം കുറയ്ക്കുക
ਦੂਰੀ ਨੂੰ ਵਧਾਉਣਾ,ദൂരം വർദ്ധിപ്പിക്കുന്നു
"ਡੋਮੇਨ, ਡੋਮੇਨ, ਪ੍ਰਾਂਤ, ਖੇਤਰ","ഡൊമെയ്ൻ, ഡൊമെയ്ൻ, പ്രവിശ്യ, പ്രദേശം"
"ਡੋਮੇਨ-ਥਿਊਰੀ, ਡੋਮੇਨ-ਥਿਊਰੀ","ഡൊമെയ്ൻ സിദ്ധാന്തം, ഡൊമെയ്ൻ സിദ്ധാന്തം"
"ਗੁੰਬਦ, ਗੁੰਬਦ","താഴികക്കുടം, താഴികക്കുടം"
ਪੰਚਮ (ਸੰਗੀਤ),പഞ്ചം (സംഗീതം)
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਸਥਿਤੀ,സ്വാധീനമുള്ള സ്ഥാനം
ਪ੍ਰਮੁੱਖ ਲਹਿਰ,പ്രധാന തരംഗം
ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਤਰੰਗ ਲੰਬਾਈ,ഫലപ്രദമായ തരംഗദൈർഘ്യം
ਦਾਨੀ,ദാതാവിന്
ਦਾਨੀ ਪੱਧਰ,ദാതാക്കളുടെ നില
ਦਰਵਾਜ਼ੇ ਦੇ ਹੈਂਡਲ ਕੈਪਸੀਟਰ,വാതിൽ ഹാൻഡിൽ കപ്പാസിറ്റർ
ਮਦਿਤ,മാഡിറ്റ്
ਮਦਿਤ ਸੰਧੀ,മാഡിറ്റ് ഉടമ്പടി
"ਮਿਲਾਵਟ, ਮਿਲਾਵਟ","മായം ചേർക്കൽ, വ്യഭിചാരം"
ਸ਼ਰਾਬੀ ਬਦਲਾ,മദ്യപിച്ച പ്രതികാരം
ਡੋਪਲਰ ਵੱਖ ਕਰਨਾ,ഡോപ്ലർ വേർതിരിക്കൽ
ਡੋਪਲਰ ਕੋਰ,ഡോപ്ലർ കോർ
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,ഡോപ്ലർ പ്രഭാവം
ਡੋਪਲਰ-ਫੀਜੋ ਪ੍ਰਭਾਵ,ഡോപ്ലർ-ഫീജോ പ്രഭാവം
ਡੋਪਲਰ ਰਾਡਾਰ,ഡോപ്ലർ റഡാർ
ਡੋਪਲਰ ਵਿਸਥਾਪਨ,ഡോപ്ലർ സ്ഥാനചലനം
ਡੋਪਲਰ ਸਪੈਕਟ੍ਰਮ,ഡോപ്ലർ സ്പെക്ട്രം
ਡੋਪਲਰ ਢੰਗ,ഡോപ്ലർ രീതി
ਡੋਪਲਰ ਪ੍ਰਿਥੁਤਾ,ഡോപ്ലർ പൃഥുത
"ਡੋਰਨ, ਡੋਪਲਰ ਓਸਮੋਸਿਸ","ഡോറൻ, ഡോപ്ലർ ഓസ്മോസിസ്"
"quantification, quantification","അളവ്, അളവ്"
"ਖੁਰਾਕ, ਮਾਤਰਾ","അളവ്, അളവ്"
ਮਾਤਰਾ ਦੀ ਦਰ,അളവ് നിരക്ക്
ਵਾਲੀਅਮ ਦਰ ਪ੍ਰਭਾਵ,വോളിയം നിരക്ക് പ്രഭാവം
ਮਾਤਰਾ ਦਾ ਪੈਮਾਨਾ,അളവ് സ്കെയിൽ
ਵਾਲੀਅਮ ਪ੍ਰਭਾਵ,വോളിയം പ്രഭാവം
ਕੁਆਂਟੋਮੀਟਰ,ക്വാണ്ടോമീറ്റർ
ਮਾਤਰਾਤਮਕ,അളവ്
"ਬਿੰਦੀ, ਬਿੰਦੀ","ഡോട്ട്, ഡോട്ട്"
"ਘੇਰਾ ਅਤੇ ਸਮੂਹ, ਬਿੰਦੀ ਅਤੇ ਲਾਈਨ","ചുറ്റളവും ഗ്രൂപ്പും, ഡോട്ടും രേഖയും"
ਬਿੰਦੂ ਚੱਕਰ,പോയിന്റ് സർക്കിൾ
ਬਿੰਦੂ ਜਨਰੇਟਰ,പോയിന്റ് ജനറേറ്റർ
ਬਿੰਦੂ synapse,പോയിന്റ് സിനാപ്സ്
ਬਿੰਦੀ ਵਾਲਾ ਚਿੱਤਰ,ഡോട്ടുള്ള ഡയഗ്രം
ਬਿੰਦੀ ਕ੍ਰਮ ਰੰਗ ਟੈਲੀਵਿਜ਼ਨ,ഡോട്ട് സീക്വൻസ് കളർ ടെലിവിഷൻ
ਬਿੰਦੂ ਕ੍ਰਮਵਾਰ ਸਿਸਟਮ,പോയിന്റ് സീക്വൻഷ്യൽ സിസ്റ്റം
"ਬਿੰਦੀਆਂ ਵਾਲਾ, ਛਿੜਕਿਆ ਹੋਇਆ","കുത്തുകളുള്ള, ചിതറിക്കിടക്കുന്ന"
ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ,കുത്തുകളുള്ള വക്രം
"ਡਬਲ, ਡਿਪਲੋਇਡ, ਜੋੜਾ, ਦੋਹਰਾ, ਦੋਹਰਾ, ਦੁਵੱਲਾ","ഇരട്ട, ഡിപ്ലോയിഡ്, ജോഡി, ഇരട്ട, അവ്യക്തമായ, ദ്വിമുഖം"
ਡਬਲ ਸਵੀਕਾਰ ਕਰਨ ਵਾਲਾ,ഇരട്ട സ്വീകർത്താവ്
ਪੀਕ-ਪੀਕ ਮਾਪ,പീക്ക്-പീക്ക് അളവ്
ਡਬਲ ਬੈਂਡ,ഇരട്ട ബാൻഡ്
ਦੋਹਰੀ ਸਜ਼ਾ,ഇരട്ട ശിക്ഷ
ਡਬਲ ਪ੍ਰੋਪੇਲੈਂਟ,ഇരട്ട പ്രൊപ്പല്ലന്റ്
ਬਾਈਪੈਡਲ ਸੰਤੁਲਨ,ബൈപെഡൽ ബാലൻസ്
ਡਬਲ ਬੀਮ ਕੈਥੋਡ ਟਿਊਬ,ഇരട്ട ബീം കാഥോഡ് ട്യൂബ്
ਡਬਲ ਬੀਮ ਔਸਿਲੇਟਰ,ഇരട്ട ബീം ഓസിലേറ്റർ
ਡਬਲ ਬਾਂਡ ਗਠਨ,ഇരട്ട ബോണ്ട് രൂപീകരണം
ਡਬਲ ਬਾਂਡ,ഇരട്ട ബോണ്ട്
ਡਬਲ ਪੁਲ,ഇരട്ടപ്പാലം
ਦੋ-ਬਟਨ ਕਾਰਬਨ ਮਾਈਕ੍ਰੋਫੋਨ,ബൈ-ബട്ടൺ കാർബൺ മൈക്രോഫോൺ
ਡਬਲਕੈਂਪ,ഇരട്ടക്ലാമ്പ്
ਦੁਚਿੱਤੀ,ദ്വിമുഖം
biconvex ਲੈਨਜ,ബികോൺവെക്സ് ലെൻസ്
"ਦੋ-ਸੰਪਰਕ ਕੁੰਜੀ, ਦੋ-ਸੰਪਰਕ ਕੁੰਜੀ","രണ്ട്-കോൺടാക്റ്റ് കീ, രണ്ട്-കോൺടാക്റ്റ് കീ"
biconvex ਲੈਨਜ,ബികോൺവെക്സ് ലെൻസ്
ਡਬਲ ਦਖਲਅੰਦਾਜ਼ੀ,ഇരട്ട ഇടപെടൽ
ਦੋਹਰਾ ਅੰਤਰ,ഡ്യുവൽ ഡിഫറൻഷ്യൽ
ਦੋ-ਪ੍ਰਸਾਰ ਟਰਾਂਜ਼ਿਸਟਰ,ബൈ-ഡിഫ്യൂഷൻ ട്രാൻസിസ്റ്റർ
bidiode triode,ബിഡിയോഡ് ട്രയോഡ്
bidiode ਵੇਰੀਏਬਲ mu pentode,bidiode വേരിയബിൾ mu pentode
dipole ਇਲੈਕਟ੍ਰੋਡ,ദ്വിധ്രുവ ഇലക്ട്രോഡ്
bielectronic ਛਾਲ,bielectronic jump
ਡਾਇਲੈਕਟ੍ਰੋਨਿਕ ਉਤੇਜਨਾ,ഡൈഇലക്ട്രോണിക് ആവേശം
ਦੋਖੀ ਨਿਰੀਖਣ,അവ്യക്തമായ നിരീക്ഷണം
ਦੋ-ਫੋਕਸ,ദ്വി-ഫോക്കസ്
ਬਾਇਫੋਕਲ ਪੁੰਜ ਸਪੈਕਟਰੋਗ੍ਰਾਫਰ,ബൈഫോക്കൽ മാസ് സ്പെക്ട്രോഗ്രാഫർ
ਡਬਲ,ഇരട്ടി
bipropulsion,ബൈപ്രൊപ്പൽഷൻ
ਦੋ-ਹਾਈਪਰਨੀ ਧਾਰਾ,bi-hyperanie ക്ലോസ്
ਦੋ-ਰਿਫਲੈਕਟਿਵ ਪ੍ਰਿਜ਼ਮ,ദ്വി-പ്രതിഫലക പ്രിസം
ਡਬਲ ionized,ഇരട്ട അയോണൈസ്ഡ്
ਡਬਲ ionization,ഇരട്ട അയോണൈസേഷൻ
ਦੋ ਪੱਧਰ,ദ്വിതലം
"ਡਬਲ ਲਾਈਨ, ਡਬਲ ਲਾਈਨ","ഇരട്ട വര, ഇരട്ട വര"
ਸਥਿਰਤਾ ਨੰਬਰ,പെർസിസ്റ്റൻസ് നമ്പർ
ਡਬਲ ਮੇਨਿਸਕਸ ਸੋਧ,ഇരട്ട meniscus പരിഷ്ക്കരണം
ਡਬਲ ਸ਼ੀਸ਼ਾ,ഇരട്ട കണ്ണാടി
ਡਾਇਪੋਲ ਮੋਡੂਲੇਸ਼ਨ,ദ്വിധ്രുവ മോഡുലേഷൻ
ਡਬਲ ਅਣੂ,ഇരട്ട തന്മാത്ര
ਡਬਲ ਪੈਂਡੂਲਮ,ഇരട്ട പെൻഡുലം
ਦੋਹਰਾ ਬਿੰਦੂ,ഇരട്ട പോയിന്റ്
ਡਬਲ ਪੋਲ,ഇരട്ട ധ്രുവം
ਬਾਇਪੋਲਰ ਡਾਈਪੋਲ ਸਵਿੱਚ,ബൈപോളാർ ദ്വിധ്രുവ സ്വിച്ച്
ਡਬਲ ਸ਼ੁੱਧਤਾ,ഇരട്ട കൃത്യത
bipulsation,ബൈപൾസേഷൻ
bi-quadrant,ദ്വി-ചതുരം
ਦੋਧਰੁਵੀ ਲਾਗ,ബൈപോളാർ അണുബാധ
ਬਾਇਨੋਮੀਟਰ,ബൈനോമീറ്റർ
ਦੋਹਰਾ ਅਪਵਰਤਨ,ഇരട്ട അപവർത്തനം
ਡਬਲ ਸਕੈਟਰਿੰਗ,ഇരട്ട ചിതറിക്കൽ
ਡਬਲ ਸੀਰੀਜ਼,ഇരട്ട പരമ്പര
ਡਬਲ ਵਿਸਥਾਪਨ ਨਿਯਮ,ഇരട്ട സ്ഥാനചലന നിയമം
ਡਬਲ ਪ੍ਰਤੀਕ,ഇരട്ട ചിഹ്നം
"ਡਬਲ ਸਾਇਰਨ, ਡਬਲ ਸਾਇਰਨ","ഇരട്ട സൈറൺ, ഇരട്ട സൈറൺ"
ਡਬਲ ਗੋਲਾਕਾਰ ਪੈਂਡੂਲਮ,ഇരട്ട ഗോളാകൃതിയിലുള്ള പെൻഡുലം
ਡਬਲ ਟਿਊਨਿੰਗ,ഇരട്ട ട്യൂണിംഗ്
ਤਾਰਿਆਂ ਦੀ ਜੋੜੀ,ജോടി നക്ഷത്രങ്ങൾ
ਡੁਅਲ-ਸਟ੍ਰੀਮ ਐਂਪਲੀਫਾਇਰ,ഡ്യുവൽ-സ്ട്രീം ആംപ്ലിഫയർ
disuperheterodyne,ഡിസ്പർഹെറ്ററോഡൈൻ
ਦੋ-ਪੜਾਅ ਟਰਾਂਜ਼ਿਸਟਰ,രണ്ട്-ഘട്ട ട്രാൻസിസ്റ്റർ
ਡਬਲ ਟੱਚ,ഇരട്ട സ്പർശനം
ਡਬਲ ਟੱਚ ਵਿਧੀ,ഇരട്ട സ്പർശന രീതി
biway,ഇടവഴി
ਡਬਲ ਟੇਪ ਰਿਕਾਰਡਿੰਗ,ഇരട്ട ടേപ്പ് റെക്കോർഡിംഗ്
ਦੋ-ਸੰਚਾਰ ਪ੍ਰਭਾਵ,ദ്വി ആശയവിനിമയ പ്രഭാവം
ditriode,ഡിട്രിയോഡ്
ਦੋਹਰਾ ਟਿਊਨਡ ਐਂਪਲੀਫਾਇਰ,ഡ്യുവൽ ട്യൂൺ ചെയ്ത ആംപ്ലിഫയർ
ਡਬਲ ਟਿਊਨ ਸਰਕਟ,ഇരട്ട ട്യൂൺഡ് സർക്യൂട്ട്
ਡਬਲ ਲਹਿਰ,ഇരട്ട തരംഗം
ਡਬਲ ਵਜ਼ਨ,ഇരട്ട തൂക്കം
ਬਾਇਫੋਕਲ ਟਿਊਬ,ബൈഫോക്കൽ ട്യൂബ്
ਦੋ-ਗਾਮਾ-ਸੁਧਾਰਨ ਸਰਕਟ,ദ്വി-ഗാമ-തിരുത്തൽ സർക്യൂട്ട്
ਡਬਲ ਕੰਪਾਈਲੇਸ਼ਨ ਗਾਇਰੋ,ഇരട്ട സമാഹാരം ഗൈറോ
ਦੋ-ਲੀਨੀਅਰ ਸਪੈਕਟ੍ਰਲ ਜੋੜਾ ਤਾਰਾ,ബിലീനിയർ സ്പെക്ട്രൽ ജോടി നക്ഷത്രം
ਦੋ-ਦਿਸ਼ਾਵੀ ਸਰਕਟ,ദ്വിദിശ സർക്യൂട്ട്
ਡਬਲ ਰਿਫ੍ਰੈਕਟਰੀ,ഇരട്ട റിഫ്രാക്റ്ററി
bislide ਮਾਈਕ੍ਰੋਸਕੋਪ,ബിസ്ലൈഡ് മൈക്രോസ്കോപ്പ്
ਡਬਲ,ഇരട്ടി
ਅਕ੍ਰੋਮੈਟਿਕ ਲੈਂਸ ਜੋੜਾ,അക്രോമാറ്റിക് ലെൻസ് ജോഡി
ਦੋਹਰਾ antenna,ഡ്യുവൽ ആന്റിന
ਡਬਲ ਕੋਡ,ഇരട്ട കോഡ്
ਦੋਹਰਾ ਨਿਯਮ,ഇരട്ട ഭരണം
ਦੋਹਰਾ ਲੈਂਸ,ഇരട്ട ലെൻസ്
ਡਬਲ ਪੱਧਰ,ഇരട്ട നില
ਡਬਲ ਬਾਂਡ,ഇരട്ട ബോണ്ട്
ਦੋਹਰਾ ਢੰਗ,ഇരട്ട രീതി
ਡਬਲ ਅੰਤਰਾਲ,ഇരട്ട ഇടവേള
ਡਬਲ ਵੰਡਣਾ,ഇരട്ട വിഭജനം
ਦੋ-ਰੰਗੀ,ഇരുനിറമുള്ള
ਦੁਵਿਧਾ,ദ്വിമുഖം
ਦੁੱਗਣਾ ਚਾਰਜ ਵਾਲਾ ਕਣ,ഇരട്ടി ചാർജുള്ള കണിക
ਭ੍ਰਿਸ਼ਟ,ഉഭയജീവി അഴിമതി
"ਜੋੜਾ ਬੰਨ੍ਹਿਆ ਹੋਇਆ, ਜੋੜਾ ਬੰਨ੍ਹਿਆ ਹੋਇਆ","ജോടി ബന്ധിതം, ജോഡി ബന്ധിതം"
ਡਬਲ ਆਵਰਤੀ,ഇരട്ട ആവർത്തന
ਡਬਲ ਰਿਫ੍ਰੈਕਟਿਵ,ഇരട്ട റിഫ്രാക്റ്റീവ്
toroid ਡੋਨਟ,ടൊറോയിഡ് ഡോനട്ട്
toroidi ਕਿਸਮ,ടൊറോയ്ഡി തരം
biaxial ਕੰਡੈਂਸਰ,ബയാക്സിയൽ കണ്ടൻസർ
"ਡਵੇਪ, ਡੋਪਲਰ ਵੇਜ ਪਲੇਸਰ","ഡോവെപ്പ്, ഡോപ്ലർ വെഡ്ജ് പ്ലേസർ"
ਘੁੱਗੀ-ਪ੍ਰਿਜ਼ਮ,പ്രാവ്-പ്രിസം
ionospheric ਲਹਿਰ,അയണോസ്ഫെറിക് വേവ്
ਟ੍ਰੈਕਸ਼ਨ ਅਧੀਨ,ട്രാക്ഷൻ കീഴിൽ
ਹਾਈਪੋਪਿਗਮੈਂਟੇਸ਼ਨ,ഹൈപ്പോപിഗ്മെന്റേഷൻ
ਰੁਕਾਵਟ ਦਾ ਸਮਾਂ,തടസ്സം സമയം
ਅਨੁਪ੍ਰਯੋਗ,അനുകരണം
ਅੰਡਰਫਲੋ,അടിയൊഴുക്ക്
ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ,താഴേക്കുള്ള സ്ഥാനചലനം
ਹੇਠਾਂ ਵੱਲ ਮੋਡਿਊਲੇਸ਼ਨ,താഴേക്കുള്ള മോഡുലേഷൻ
ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ,താഴേക്കുള്ള ചലനം
ਹੇਠਾਂ ਵੱਲ ਗਤੀ,താഴേക്കുള്ള വേഗത
ਅੰਡਰਗਰੇਡੇਸ਼ਨ,ബിരുദം
ਸਲਾਈਡ ਕੋਣ,സ്ലൈഡ് ആംഗിൾ
"ਡਰਾਫ਼ਟਿੰਗ ਮਸ਼ੀਨ, ਡਰਾਇੰਗ ਮਸ਼ੀਨ","ഡ്രാഫ്റ്റിംഗ് മെഷീൻ, ഡ്രോയിംഗ് മെഷീൻ"
"ਟ੍ਰੈਕਸ਼ਨ, ਟ੍ਰੈਕਸ਼ਨ ਓਰ, ਅਰਧ ਸੰਖੇਪ","ട്രാക്ഷൻ, ട്രാക്ഷൻ അയിര്, സെമി കോംപാക്റ്റ്"
ਪਿਛਲਾ ਐਂਟੀਨਾ,പിന്നിലുള്ള ആന്റിന
ਟ੍ਰੈਕਸ਼ਨ ਗੁਣਾਂਕ,ട്രാക്ഷൻ കോഫിഫിഷ്യന്റ്
ਖਿੱਚ,ട്രാക്ഷൻ
ਟ੍ਰੈਕਸ਼ਨ ਕਾਰਕ,ട്രാക്ഷൻ ഘടകം
ਟ੍ਰੈਕਸ਼ਨ ਫੋਰਸ,ട്രാക്ഷൻ ഫോഴ്സ്
ਟ੍ਰੈਕਸ਼ਨ ਧਰੁਵੀ,ട്രാക്ഷൻ പോളാർ
ਕਨੈਕਟਿੰਗ ਰਾਡ ਅਨੁਪਾਤ,ബന്ധിപ്പിക്കുന്ന വടി അനുപാതം
ਟ੍ਰੈਕਸ਼ਨ-ਵਜ਼ਨ ਅਨੁਪਾਤ,ട്രാക്ഷൻ-ഭാരം അനുപാതം
ਟ੍ਰੈਕਸ਼ਨ ਗੁਣਾਂਕ,ട്രാക്ഷൻ കോഫിഫിഷ്യന്റ്
ਫਰੇਮ ਵੱਖ ਕਰਨ ਵਾਲਾ,ഫ്രെയിം സെപ്പറേറ്റർ
"ਵਾਹ, ਨਿਕਾਸੀ, ਅਪੋਧਾ, ਵਹਿਣਾ (ਮਾਈਨਿੰਗ), ਪੰਝ (ਭੋਜਨ), ਵਿਸਥਾਪਨ","വാ, ഡ്രെയിനർ, അപ്പോധ, ഡ്രിഫ്റ്റ് (ഖനനം), പഞ്ച് (ഭക്ഷണം), സ്ഥാനചലനം"
ਡਰੇਨੇਜ ਕੋਣ,ഡ്രെയിനേജ് കോൺ
ਰਨਆਫ ਸੁਧਾਰ ਕੋਣ,റൺഓഫ് തിരുത്തൽ ആംഗിൾ
ਰਨਆਫ ਸਟ੍ਰੀਮ,ഒഴുകുന്ന നീരൊഴുക്ക്
ਰਨਆਫ ਸਟ੍ਰੀਮ ਦੀ ਘਣਤਾ,ഒഴുകുന്ന സ്ട്രീം സാന്ദ്രത
ਵਹਾਅ ਊਰਜਾ,ഒഴുക്ക് ഊർജ്ജം
ਰਨਆਫ ਖੇਤਰ,ഒഴുകുന്ന പ്രദേശം
ਆਵਾਜਾਈ ਕਲਾਸ,ഗതാഗത ക്ലാസ്
ਡਰੇਨੇਜ ਖੇਤਰ,ഡ്രെയിനേജ് ഏരിയ
ਰਨਆਫ ਥਿਊਰੀ,ഒഴുക്ക് സിദ്ധാന്തം
ਰਨਆਫ ਸਮਾਂ,റൺഓഫ് സമയം
ਰਨਆਫ ਟਰਾਂਜ਼ਿਸਟਰ,റൺഓഫ് ട്രാൻസിസ്റ്റർ
ਡਰੇਨ ਪਾਈਪ,ചോർച്ച പൈപ്പ്
ਰਨਆਫ ਸੁਰੰਗ,ഒഴുകുന്ന തുരങ്കം
ਰਨਆਫ ਵੇਗ,ഒഴുക്ക് വേഗത
