Marathi,Tamil
एकाग्रता - मात्रा,செறிவு-தொகுதி
पृथक्करण प्रमाण,விலகல் அளவு
स्वातंत्र्याची डिग्री. स्वातंत्र्याची डिग्री,சுதந்திரம் பட்டம். சுதந்திரம் பட்டம்
आयनीकरणाचे प्रमाण,அயனியாக்கம் அளவு
ध्रुवीकरणाचे परिमाण,துருவமுனைப்பு அளவு
अचूकतेचे प्रमाण,துல்லியத்தின் அளவு
आर्द्रीकरण,ஈரப்பதம் நீக்குதல்
डीआयनीकरण,டீயோனைசேஷன்
विलंब,தாமதம்
उशीर झालेला,தாமதமாக
स्थानिकीकरण,உள்ளூர்மயமாக்கல்
डेल्टा फंक्शन,டெல்டா செயல்பாடு
विचुंबकीकरण,demagnetization
चुंबकीय वक्र,demagnetized வளைவு
डिमॅग्नेटायझर,காந்தமாக்கி
demodulation,டிமாடுலேஷன்
दाट गर्दी,அடர்த்தியான நெரிசல்
घनता मापक,அடர்த்தி அளவுகோல்
"घनता, घनता","அடர்த்தி, அடர்த்தி"
घसारा पातळी,தேய்மான நிலை
क्षीणता क्षेत्र,குறைப்பு மண்டலம்
अध्रुवीकरण,depolarization
depolarized,துருவப்படுத்தப்பட்டது
डिपोलायझर,டிபோலரைசர்
"फील्डची खोली, फील्डची तीव्रता","புலத்தின் ஆழம், புலத்தின் தீவிரம்"
"व्युत्पन्न polarogram, व्युत्पन्न polarogram","பெறப்பட்ட போலரோகிராம், பெறப்பட்ட போலரோகிராம்"
साधित,பெறப்பட்டது
"उतरते, उतरते","இறங்குதல், இறங்குதல்"
"वंश, वंश","இறங்குதல், இறங்குதல்"
"वर्णन करा, तयार करा, काढा","விவரிக்க, கட்ட, வரைய"
भाजक,வகுக்கும்
"रचना करणे, रचना करणे (n.) रचना करणे, रचना करणे (n.)","வடிவமைக்க, வடிவமைக்க (n.) வடிவமைக்க, வடிவமைக்க (n.)"
नाश,அழிவு
विध्वंसक हस्तक्षेप,அழிவு குறுக்கீடு
"विध्वंसक, विध्वंसक","அழிவு, அழிவு"
"ओळख, ओळख","அடையாளம், கண்டறிதல்"
कलेक्टर,ஆட்சியர்
निर्धारवाद,தீர்மானவாதம்
निर्धारक,தீர்மானிப்பவர்
निर्धार,உறுதியை
ठरवण्यासाठी,தீர்மானிக்க
ठरवले,தீர்மானிக்கப்பட்டது
ड्यूटरॉन,டியூடெரான்
"व्यक्त करणे, विकसित करणे, विकसित करणे","வெளிப்படுத்த, அபிவிருத்தி, அபிவிருத்தி"
"विकसक, विकसक","டெவலப்பர், டெவலப்பர்"
"विकास, विकास","வளர்ச்சி, வளர்ச்சி"
विचलन,விலகல்
दव,பனி
दव बिंदू,பனி புள்ளி
दक्षिण ध्रुवीकरण,தென் துருவமுனைப்பான்
निदान चाचणी,கண்டறியும் சோதனை
कर्ण,மூலைவிட்டமான
आकृती,வரைபடம்
आकृती,வரைபடம்
डायल,டயல்
डायमॅग्नेटिक,காந்தவியல்
"डायमॅग्नेटोलॉजी, डायमॅग्नेटिक सामग्री","diamagnetology, diamagnetic பொருள்"
डायमॅग्नेटिझम,காந்தவியல்
व्यासाचा,விட்டம்
diametrically विरुद्ध,முற்றிலும் எதிர்
"हिरा, हिरा","வைரம், வைரம்"
"डायाफ्राम, डायाफ्राम","உதரவிதானம், உதரவிதானம்"
उष्णता विनिमय,வெப்ப பரிமாற்றம்
उष्णता विनिमय,வெப்ப பரிமாற்றம்
"डायटोनिक स्वरग्राम, डायटोनिक स्वरग्राम","diatonic swaragram, diatonic swaragram"
"विभाजन, अर्ध-कला","பிளவு, அரை கலை"
डायक्रोमेट सेल,இருகுரோமேட் செல்
"द्विविभाजन, दृश्‍य द्वंद्व, पातळी द्वंद्व","இருவகை, காட்சி இருவகை, நிலை இருவகை"
डिक्टाफोन,டிக்டாஃபோன்
डायलेक्ट्रिक,மின்கடத்தா
डायलेक्ट्रिक्स,மின்கடத்தா
डिझेल सायकल,டீசல் சுழற்சி
अंतर,இடைவெளி
"विभेदक वारंवारता, विचलन वारंवारता","வேறுபட்ட அதிர்வெண், விலகல் அதிர்வெண்"
"भिन्नता, भिन्नता, भिन्नता, भिन्नता, अंतराळ, भिन्नता","வேற்றுமை, வேற்றுமை, வேறுபாடு, வேறுபாடு, இடைநிலை, வேறுபாடு"
विभेदक शोषण,வேறுபட்ட உறிஞ்சுதல்
डिस्टिंक्शन एम्पलीफायर,வேறுபாடு பெருக்கி
"penetrative calorimeter, penetrative calorimeter","ஊடுருவக்கூடிய கலோரிமீட்டர், ஊடுருவக்கூடிய கலோரிமீட்டர்"
विभेदक कॅपेसिटर,வேறுபட்ட மின்தேக்கி
विभेदक झोन,வேறுபட்ட மண்டலம்
विभेदक प्रसार,வேறுபட்ட பரவல்
विभेदक समीकरण,வகையீட்டு சமன்பாடு
विभेदक विलोपन गुणांक,வேறுபட்ட அழிவு குணகம்
इंटरमीटर आयनीकरण कक्ष,இடைநிலை அயனியாக்கம் அறை
विभेदक समस्थानिक पद्धत,வேறுபட்ட ஐசோடோப்பு முறை
विभेदक वेग,வேறுபட்ட வேகம்
वेगळे करणे,வேறுபடுத்தி
"भिन्न, भिन्नता","வேறுபடுத்தப்பட்ட, வேறுபடுத்தப்பட்ட"
"भिन्नता, भिन्नता","வேறுபாடு, வேறுபாடு"
विवर्तन,மாறுபாடு
डिफ्रॅक्टोमीटर,டிஃப்ராக்டோமீட்டர்
"पसरलेले, पसरलेले","பரவிய, பரவிய"
पसरलेले,பரவியது
प्रसार,பரவல்
प्रसार,பரவல்
"अंक, व्यास, बोट","இலக்கம், விட்டம், விரல்"
डिजिटल रेकॉर्डिंग,டிஜிட்டல் பதிவு
डिजिटल व्होल्टमीटर,டிஜிட்டல் வோல்ட்மீட்டர்
द्वि-समस्थानिक घटक,இரு-ஐசோடோபிக் கூறுகள்
प्रसार,பரவல்
विस्तार विकृती,விரிவாக்கம் சிதைவு
एक्सोथर्मोमीटर,எக்ஸோமீட்டர்
विसफरिणी,விஸ்ஃபரினி
"विस्तार, लांबी-रुंदी, परिमाण, शक्ती","நீட்டிப்பு, நீளம்-அகலம், பரிமாணம், சக்தி"
मितीय,பரிமாணமானது
आयाम,பரிமாணம்
विमा युनिट,காப்பீட்டு அலகு
आकारहीन परिमाण,பரிமாணமற்ற பரிமாணம்
"घसारा, घट","தேய்மானம், குறைப்பு"
तेजस्वी,கதிர்வீச்சு
डायोड,டையோடு
diopter,டையோப்டர்
अपवर्तन क्षेत्र,ஒளிவிலகல் மண்டலம்
अपवर्तक लेन्स,ஒளிவிலகல் லென்ஸ்
"नतमस्तक, नतमस्तक, कुंड","bow down, bow down, தொட்டி"
पडण्याचा कोन,வீழ்ச்சியின் கோணம்
द्विध्रुव,இருமுனை
द्विध्रुवीय थर,இருமுனை அடுக்கு
डायरॅक डेल्टा फंक्शन,dirac டெல்டா செயல்பாடு
"सरळ, सरळ, सरळ, थेट, विरुद्ध","நேராக, நேராக, நேராக, நேர், எதிர்"
अनुलोम सहसंबंध,அனுலோம் தொடர்பு
थेट वर्तमान,நேரடி மின்னோட்டம்
थेट,நேரடி
"थेट फटका, सरळ फटका","நேரடி அடி, நேராக அடி"
"दिशा, दिशा","திசை, திசை"
दिशात्मक,திசை
जागा स्थिरता,விண்வெளி நிலைத்தன்மை
"डिकोसाइन, डिको-कोसाइन","டிகோசின், டிகோ-கொசைன்"
"दिशात्मक, दिशात्मक, दिशात्मक","திசை, திசை, திசை"
दिशादर्शकता,திசை
सामान्य जाळी,பொதுவான லட்டு
सरळ रेषा,நேர் கோடு
अनुक्रमिक गुणोत्तर,வரிசை விகிதம்
थेट पद्धत,நேரடி முறை
दिशा,திசையில்
थेट वाचन साधन,நேரடி வாசிப்பு சாதனம்
समोर दुर्बीण,முன்னால் தொலைநோக்கி
"ऑब्जेक्ट, वर्तुळ, डिस्क, डिस्क","பொருள், வட்டம், வட்டு, வட்டு"
"विसर्जन, प्रवाह, ब्लीचिंग","மூழ்குதல், வெளியேற்றம், வெளுக்கும்"
पाण्यात विसर्जन,நீர் மூழ்குதல்
"खंडितता, खंडितता, फ्रॅक्चर","இடைநிறுத்தம், இடைநிறுத்தம், முறிவு"
खंडित,தொடர்ச்சியற்ற
"संशोधन, शोध","ஆராய்ச்சி, தேடல்"
विसंगती,முரண்பாடு
कण,துகள்கள்
"अवतल अँटेना, डिश अँटेना","குழிவான ஆண்டெனா, டிஷ் ஆண்டெனா"
"विघटन, दाणेदार","கரைதல், கிரானுலேஷன்"
विघटन स्थिर,கரைதல் மாறிலி
अपव्यय ऊर्जा,சிதறல் ஆற்றல்
विघटन अर्ध-जीवन,கரைதல் அரை ஆயுள்
विघटन श्रेणी,கலைப்பு தரம்
"अव्यवस्था, अव्यवस्था, अव्यवस्था, अव्यवस्था","இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி"
"फॉल्ट लाइन, फॉल्ट कोर","தவறு வரி, தவறு கோர்"
फॉल्ट लूप,தவறு வளையம்
"अव्यवस्था, अव्यवस्था, अव्यवस्था","கோளாறு, சீர்குலைவு, சீர்குலைவு"
गोंधळ,குழப்பம்
"गोंधळ, गोंधळ","குழப்பம், குழப்பம்"
"विखुरलेले, विखुरलेले","சிதறி, சிதறி"
"फैलाव, विखुरणे","சிதறல், சிதறல்"
प्रक्षेपण,எறிபொருள்
dispersant,சிதறி
चिंतनशीलता,பிரதிபலிப்பு
विस्थापन,இடப்பெயர்ச்சி
प्रदर्शन,கண்காட்சி
कन्सोल,பணியகம்
विघटन शक्ती,விலகல் படை
असमान,சமமற்ற
क्षय गुणांक,சிதைவு குணகம்
संक्षारक,அரிக்கும்
क्षय प्रणाली,சிதைவு அமைப்பு
वेगळे करण्यायोग्य,பிரிக்கக்கூடிய
वेगळे केले,பிரிக்கப்பட்டது
स्वभाव,மனநிலை
विसंगतता,இணக்கமின்மை
अंतर,தூரம்
दूरवर,தொலைவில்
"वेगळे, वेगळे, वेगळे, अर्थपूर्ण","தனித்துவமான, வேறுபட்ட, தனித்துவமான, வெளிப்படையான"
भेदभाव,பாகுபாடு
स्वतंत्र मालमत्ता,தனித்துவமான சொத்து
"वेगळे करणे, वेगळे करणे","வேறுபடுத்து, வேறுபடுத்து"
विकृत,வக்கிரம்
विकृती,சிதைவு
विकृत लवचिकता,உருமாற்றம் நெகிழ்ச்சி
वितरित अॅम्प्लीफायर,விநியோகிக்கப்பட்ட பெருக்கி
"वितरण, वितरण","விநியோகம், விநியோகம்"
"वितरण नियम, वितरण नियम","விநியோக விதி, விநியோக விதி"
अडथळा,தொந்தரவு
"व्यथित, विस्कळीत समतोल","மனச்சோர்வடைந்த, சமநிலை சீர்குலைந்துள்ளது"
त्रासदायक शक्ती,தொந்தரவு சக்தி
"आहनिक, दिवाचार, दिवा, दैनिक","அஹ்னிக், திவாச்சர், திவா, தினசரி"
रोजचा वेग,தினசரி வேகம்
द्विसंवेदी,இருவகை
"उधळणे, उधळणे","சிதறு, சிதறு"
"भिन्नता, विचलन, भिन्नता","வேற்றுமை, வேறுபாடு, வேறுபாடு"
वळवणारा,மாறுபட்ட
वळवणे,திசை திருப்புதல்
"विभागलेला, विभागलेला","பிரிக்கப்பட்ட, பிரிக்கப்பட்ட"
"विभागणी, विभागणी, विभागणी","பிரிவு, பிரிவு, பிரிவு"
आयनोस्फियरचा डी थर,அயனோஸ்பியரின் D அடுக்கு
"प्रदेश, प्रांत, प्रदेश, डोमेन","பிராந்தியம், மாகாணம், பிராந்தியம், டொமைன்"
"घुमट, घुमट","குவிமாடம், குவிமாடம்"
प्रभावशाली स्थिती,செல்வாக்குமிக்க நிலை
दाता पातळी,நன்கொடையாளர் நிலை
मदित तह,மடிட் ஒப்பந்தம்
"भेसळ, भेसळ","கலப்படம், கலப்படம்"
डॉपलर प्रभाव,டாப்ளர் விளைவு
"डोस, डोस","மருந்தளவு, மருந்தளவு"
क्वांटोमीटर,குவாண்டோமீட்டர்
"ठिपके, ठिपके","புள்ளியிடப்பட்ட, புள்ளியிடப்பட்ட"
"दुहेरी, द्विगुणित, जोडी, दुहेरी, सामान्य, द्विभाजक","இரட்டை, டிப்ளாய்டு, ஜோடி, இரட்டை, பொதுவான, இருவகை"
दुहेरी बाँड,இரட்டை பிணைப்பு
द्विकोनव्हेक्स लेन्स,பைகான்வெக்ஸ் லென்ஸ்
द्विकोनव्हेक्स लेन्स,பைகான்வெக்ஸ் லென்ஸ்
बायनरी भिन्नता,பைனரி வேறுபாடு
दुहेरी आयनीकरण,இரட்டை அயனியாக்கம்
दुहेरी रेणू,இரட்டை மூலக்கூறு
दुहेरी अचूकता,இரட்டை துல்லியம்
दुहेरी अपवर्तन,இரட்டை ஒளிவிலகல்
दुहेरी मालिका,இரட்டை தொடர்
तारे जोडी,ஜோடி நட்சத்திரங்கள்
दुप्पट,இரட்டை
अॅक्रोमॅटिक लेन्स जोडी,நிறமற்ற லென்ஸ் ஜோடி
"प्रसार, विस्तार","பரவல், விரிவாக்கம்"
दुप्पट चार्ज केलेला कण,இரட்டிப்பு மின்னூட்டப்பட்ட துகள்
उभयचर भ्रष्ट,ஆம்பிபியஸ் ஊழல்
दुहेरी ionized,இரட்டை அயனியாக்கம்
खालच्या दिशेने,கீழ்நோக்கி
ट्रॅक्शन अयस्क सेमी कॉम्पॅक्ट,இழுவை தாது அரை கச்சிதமான
कर्षण शक्ती,இழுவை சக்தி
"वाह, प्रवाह, अपोध, प्रवाह (खाण), पंझ (अन्न), विस्थापन","வா, ஓடுதல், அபோத், சறுக்கல் (சுரங்கம்), பஞ்ச் (உணவு), இடப்பெயர்ச்சி"
प्रवाह प्रवाह,ஓடை ஓடை
कार्यरत,செயல்பாட்டு
वहन व्होल्टेज,கடத்தல் மின்னழுத்தம்
लहान चेंडू,குட்டி பந்து
अचानक ब्रेक,திடீர் இடைவேளை
"बिंदू, सूक्ष्म बिंदू, थेंब","புள்ளி, நுண் புள்ளி, துளி"
पडणे,வீழ்ச்சி
कोरडे,உலர்
कोरडे कोरडे हायग्रोमीटर,உலர் உலர் ஹைக்ரோமீட்டர்
अयशस्वी संपर्क,தோல்வியுற்ற தொடர்பு
"दुहेरी ऑपरेशन, दुहेरी ऑपरेशन","இரட்டை செயல்பாடு, இரட்டை செயல்பாடு"
वाहिनी,குழாய்
तन्य,இழுவிசை
तन्य,இழுவிசை
मंद,மங்கலான
नि:शब्द करा,முடக்கு
पदच्युती,படிவு
वामन तारा,வாமன் தாரா
दुहेरी अक्ष,இரட்டை அச்சு
गतिमान,மாறும்
गतिमान,மாறும்
"गतिशीलता, गतिशीलता","இயக்கவியல், இயக்கவியல்"
डायनॅमो,டைனமோ
जेवण,சாப்பிடு
"पृथ्वी, पृथ्वी","பூமி, பூமி"
भूकंपाची तीव्रता,பூகம்பத்தின் தீவிரம்
पृथ्वी उपग्रह,பூமி செயற்கைக்கோள்
पृथ्वी कनेक्शन प्रणाली,பூமி இணைப்பு அமைப்பு
ग्राउंड वायर,தரையில் கம்பி
"केंद्र, मध्यवर्ती","மையம், மையவிலக்கு"
विलक्षणता,விசித்திரத்தன்மை
समकालीन,எச்சிலோன்
प्रतिध्वनी,எதிரொலி
गृहीतक,அனுமானம்
क्रांती परिपत्रक समन्वय,புரட்சி வட்ட ஒருங்கிணைப்புகள்
व्हर्लपूल,நீர்ச்சுழி
धार दोष,விளிம்பு தவறு
कोर-प्रभाव,முக்கிய விளைவு
एडिसन सेल,எடிசன் செல்
सुधारणे,தொகு
प्रभावी,பயனுள்ள
कार्यक्षमता,திறன்
प्रयत्न,முயற்சி
डिस्चार्ज,வெளியேற்றம்
"अलंकारिक, eigen","உருவக, ஈஜென்"
अष्टकोनी,எண்கோணம்
आईन्स्टाईन-बोस वितरण कायदा,ஐன்ஸ்டீன்-போஸ் விநியோக சட்டம்
तात्काळ प्रभाव,உடனடி விளைவு
आइन्स्टाईनियम,ஐன்ஸ்டீனியம்
आइन्स्टाईन स्मोलुचोव्स्की समीकरण,ஐன்ஸ்டீன் ஸ்மோலுச்சோவ்ஸ்கி சமன்பாடு
आइन्स्टाईन-लोकसंख्या,ஐன்ஸ்டீன்-மக்கள் தொகை
हकालपट्टी,வெளியேற்றம்
इजेक्टर कॅप्सूल,வெளியேற்றும் காப்ஸ்யூல்
इजेक्टर,வெளியேற்றி
मंजुरी बोर्ड,அனுமதி பலகை
व्यस्त क्षमता,தலைகீழ் கொள்ளளவு
लवचिक,மீள்
"लवचिक पवित्रा प्रभाव, लवचिक पवित्रा","மீள் தோரணை விளைவு, மீள் தோரணை"
दोलन शरीर,ஊசலாட்ட உடல்
लवचिकता,நெகிழ்ச்சி
"इलॅस्टिकोमीटर, इलास्टिकमीटर","எலாஸ்டிகோமீட்டர், எலாஸ்டிகோமீட்டர்"
लवचिक लवचिकता,மீள் இணக்கத்தன்மை
ionosphere ई-स्तर,அயனோஸ்பியர் மின் அடுக்கு
इलेक्ट्रेट,மின்சாரம்
"इलेक्ट्रिकल, इलेक्ट्रिकल","மின், மின்"
वीज,மின்சாரம்
"विद्युतीकरण, चार्जिंग","மின்மயமாக்கல், சார்ஜ் செய்தல்"
विद्युतीकृत,மின்மயமாக்கப்பட்டது
"चार्ज केलेला कण, चार्ज केलेला कण","மின்னூட்டப்பட்ட துகள், மின்னூட்டப்பட்ட துகள்"
इलेक्ट्रोकॉस्टिक,மின் ஒலி
इलेक्ट्रो-ध्वनीशास्त्र,மின் ஒலியியல்
इलेक्ट्रो-थर्मल,மின் வெப்ப
इलेक्ट्रोकेमिकल,மின்வேதியியல்
समतुल्य,இணையான
इलेक्ट्रोड,மின்முனை
इलेक्ट्रोडायनामिक्स,மின் இயக்கவியல்
इलेक्ट्रोडायनामिक प्रभाव,எலக்ட்ரோடைனமிக் விளைவு
गॅल्व्हनिक अलगाव,கால்வனிக் தனிமைப்படுத்தல்
इलेक्ट्रोलाइट,எலக்ட்ரோலைட்
इलेक्ट्रोलाइटिक,மின்னாற்பகுப்பு
"इलेक्ट्रोफोरेसीस, इलेक्ट्रोफोरेसीस","எலக்ட்ரோபோரேசிஸ், எலக்ட்ரோபோரேசிஸ்"
इलेक्ट्रोमॅग्नेट,மின்காந்தம்
इलेक्ट्रोमॅग्नेटिक फील्ड,மின்காந்த புலம்
विद्युत चुंबकत्व,மின்காந்தவியல்
विद्युत चुंबकत्व,மின்காந்தவியல்
"इलेक्ट्रोमीटर नोजल, इलेक्ट्रोमीटर वाल्व","எலக்ட்ரோமீட்டர் முனை, எலக்ட்ரோமீட்டர் வால்வு"
विद्युतचुंबकिय बल,மின்னோட்ட விசை
इलेक्ट्रॉन,எதிர் மின்னணு
कर्ज-वीज,கடன்-மின்சாரம்
इलेक्ट्रॉनिक,மின்னணு
इलेक्ट्रॉनिक इजिन फंक्शन,மின்னணு ஈஜென் செயல்பாடு
इलेक्ट्रॉनिक ऊर्जा,மின்னணு ஆற்றல்
इलेक्ट्रॉनिक्स,மின்னணுவியல்
इलेक्ट्रॉन ऑप्टिक्स,எலக்ட்ரான் ஒளியியல்
इलेक्ट्रो-ऑप्टिक्स,மின் ஒளியியல்
विद्युत चुंबकत्व,மின்காந்தவியல்
इलेक्ट्रोस्कोप,மின்னோக்கி
इलेक्ट्रोस्टॅटिक,மின்னியல்
इलेक्ट्रोस्टॅटिक्स,மின்னியல்
इलेक्ट्रोफोरेसीस,எலக்ட்ரோபோரேசிஸ்
विद्युत कनेक्टिव्हिटी,மின் இணைப்பு
इलेक्ट्रिकल कनेक्टर,மின் இணைப்பு
"घटक, अल्पसंख्याक, घटक","கூறுகள், சிறுபான்மையினர், கூறுகள்"
"प्राथमिक, प्राथमिक, प्राथमिक","முதன்மை, அடிப்படை, அடிப்படை"
मूळ शुल्क,அசல் கட்டணம்
"उंची, उंची, उंची, उंची, उंची","உயர்வு, உயர்வு, உயர்வு, உயர்வு, உயர்வு"
अल्टिमीटर,உயரமானி
"लिफ्ट, लिफ्ट","உயர்த்தி, உயர்த்தி"
नॉन-एलिप्स,அல்லாத நீள்வட்டம்
"वाढवणे, मोठे करणे, पसरण्याचा कोन","நீட்டிப்பு, உருப்பெருக்கம், பரவல் கோணம்"
"सोडणे, सोडणे","விடுதலை, விடுதலை"
"प्रसार, संतती","பெருக்கம், சந்ததி"
एम्बेड करणे,உட்பொதிக்க
एम्बेड केलेले,பதிக்கப்பட்ட
जारी,வெளியிடப்பட்டது
उत्सर्जन,உமிழ்வுகள்
"emissivity, emissivity","உமிழ்வு, உமிழ்வு"
उत्सर्जन,உமிழ்வு
"उत्सर्जक, उत्सर्जक","உமிழ்ப்பான், உமிழ்ப்பான்"
"पूर्व मजबुतीकरण, शक्ती","முன் வலுவூட்டல், படை"
अनुभवजन्य,அனுபவபூர்வமான
"रिकामे, न भरलेले","வெற்று, நிரப்பப்படாத"
"emulsifier, emulsifier","குழம்பாக்கி, குழம்பாக்கி"
"इमल्शन, इमल्शन","குழம்பு, குழம்பு"
"शेवट, शेवट, शेवट, शेवट","முடிவு, முடிவு, முடிவு, முடிவு"
अंतिम पुनरावृत्ती,இறுதி திருத்தம்
ऊर्जा कार्यक्षम,ஆற்றல் திறன்
"अक्षीय स्थिती, A-स्थिती","அச்சு நிலை, ஏ-நிலை"
"एंडोथर्मिक, एंडोथर्मिक","உள்வெப்ப, உள்வெப்ப"
एंडोथर्मिक प्रक्रिया,உட்புற வெப்ப செயல்முறை
उत्साही करणे,உற்சாகப்படுத்த
अंतर्निहित ऊर्जा,ஆற்றல் உள்ளார்ந்த
ऊर्जा ऊर्जा देणारा,ஆற்றல் சக்தியூட்டுபவர்
"इंजिन अभियांत्रिकी, अभियांत्रिकी","என்ஜின் இன்ஜினியரிங், இன்ஜினியரிங்"
वाढ,வளர்ச்சி
समृद्ध समस्थानिक,பணக்கார ஐசோடோப்புகள்
संवर्धित अणुभट्टी,பெரிதாக்கப்பட்ட உலை
समृद्धी,செறிவூட்டல்
समृद्धी,செழிப்பு
"सेट, समुदाय","தொகுப்பு, சமூகம்"
"एन्थाल्पी, परिपूर्ण उष्णता","என்டல்பி, முழுமையான வெப்பம்"
शक्ती,சக்தி
एन्ट्रॉपी,என்ட்ரோபி
प्रवेश,நுழைவு
"मोजणे, मोजणे","எண்ணு, எண்ணு"
पृष्ठांकन,பேஜினேஷன்
केंद्रबिंदू,மையப்பகுதி
"अपारदर्शक, एपिस्कोप","ஒளிபுகா, எபிஸ்கோப்"
एपिटॅक्सी लेयर,எபிடாக்ஸி அடுக்கு
"apitaxi, overrun","apitaxi, overrun"
"समान, समान, समान, समान","சம, சம, சம, சம"
तुल्यकारक,சமநிலைப்படுத்தி
समता,சமத்துவம்
समीकरण,சமன்பாடு
"विषुववृत्त, विषुववृत्त, विषुववृत्त, विषुववृत्त","பூமத்திய ரேகை, பூமத்திய ரேகை, பூமத்திய ரேகை, பூமத்திய ரேகை"
"विषुववृत्त, विषुववृत्त, मध्यवर्ती, विषुववृत्त","பூமத்திய ரேகை, பூமத்திய ரேகை, இடைநிலை, பூமத்திய ரேகை"
अवतल,குழிவான
अवतल,குழிவான
सममितीय,ஐசோமெட்ரிக்
"समांतर, समांतर","சம தூரம், இணை"
"समतोल, समतोल, समतोल","சமநிலை, சமநிலை, சமநிலை"
समविभाजन,சமபங்கு
उपकरणे,உபகரணங்கள்
"समानता, क्षमता","சமத்துவம், தகுதி"
इक्विपटेन्शिअल,சமபலம்
isobars,ஐசோபார்கள்
समतुल्यता,சமத்துவம்
"समतुल्य, समतुल्य (v.), समतुल्य (n.)","சமமான, சமமான (v.), சமமான (n.)"
समतुल्य शोषण,சமமான உறிஞ்சுதல்
"समतुल्य आचरण, समतुल्य आचरण","சமமான கடத்தல், சமமான கடத்தல்"
आयसोमेट्रिक लेन्स,ஐசோமெட்ரிக் லென்ஸ்
"अनुलंब प्रतिमा, सरळ प्रतिमा","செங்குத்து படம், நிமிர்ந்த படம்"
उभ्या,செங்குத்து
erg,erg
"उत्साही, मतप्रवाह","ஆற்றல் மிக்க, கருத்துள்ள"
"चूक, चूक, चूक, अयोग्यता","பிழை, தவறு, தவறு, துல்லியமின்மை"
बोगदा डायोड,சுரங்கப்பாதை டையோடு
सुटका,வெளியேறு
"आवश्यक, आवश्यक","அத்தியாவசியமான, அத்தியாவசியமான"
ईथर,ஈதர்
युक्लिडियन समन्वय,யூக்ளிடியன் ஆயத்தொகுப்புகள்
युलर-कोन,யூலர்-கோணம்
"eutectic, eutectic","eutectic, eutectic"
"बाहेर काढले, बाहेर काढले","வெளியேற்றப்பட்டது, வெளியேற்றப்பட்டது"
"निर्वासन, रिक्तीकरण","வெளியேற்றம், காலி செய்தல்"
"मूल्यांकन, मूल्यांकन","மதிப்பீடு, மதிப்பீடு"
बाष्पीभवन,ஆவியாகிவிட்டது
"बाष्पीभवन, बाष्पीभवन, बाष्पीभवन","ஆவியாதல், ஆவியாதல், ஆவியாதல்"
अगदी,கூட
"घटना, भाग","நிகழ்வு, அத்தியாயம்"
"कधीही सुरक्षित, कधीही सुरक्षित","எப்போதும் பாதுகாப்பானது, எப்போதும் பாதுகாப்பானது"
"खरे, खरे, अगदी","உண்மை, உண்மை, துல்லியம்"
एक्सोसेंटर,வெளிப்புற மையம்
केंद्रबिंदू,மையப்பகுதி
केंद्राभिमुख,மையவிலக்கு
विलक्षणता,விசித்திரத்தன்மை
जास्त,அதிகப்படியான
देवाणघेवाण,பரிமாற்றம்
"उत्साह, ऊर्जा","உற்சாகம், ஆற்றல்"
"उत्तेजित करणे, उत्साही करणे","தூண்டுவதற்கு, உற்சாகப்படுத்துவதற்கு"
उत्तेजित,உற்சாகம்
उत्तेजक,தூண்டும்
उत्तेजित होणे,தூண்டுதல்
बहिष्कार नियम,விலக்கு விதி
अंमलबजावणी,மரணதண்டனை
"निर्वासन, कॅथर्सिस, बाहेर काढणे, बंद करणे","வெளியேற்றம், கதர்சிஸ், வெளியேற்றம், மூடுதல்"
समस्या,பிரச்சினை
"exothermic, उष्णता उत्तेजित","வெளிப்புற வெப்பம், வெப்பம் தூண்டக்கூடியது"
एक्झोथर्मिक,வெளிப்புற வெப்ப
असामान्य इंधन,அசாதாரண எரிபொருள்
पसरवणे,பரவுவதற்கு
प्रसारण,ஒளிபரப்பு
प्रसारक,ஒளிபரப்பாளர்
विस्तार,விரிவாக்கம்
"पसरणे, पसरणे","பரவியது, பரவியது"
प्रयोग,பரிசோதனை
"प्रायोगिक, प्रायोगिक","சோதனை, சோதனை"
उपयुक्त,பயனுள்ள
"स्फोट, स्फोट","வெடிப்பு, வெடிப்பு"
घातांक,அடுக்கு
"घातांकीय, घातांकीय","அதிவேக, அதிவேக"
एक्सपोनेंटी संभाव्य विहीर,எக்ஸ்போனென்டி பொட்டன்ஷியல் வெல்
"एक्सपोजर, एक्सपोजर, एक्सपोजर, एक्सपोजर, कव्हर","வெளிப்பாடு, வெளிப்பாடு, வெளிப்பாடு, வெளிப்பாடு, கவர்"
"अभिव्यक्ती, अभिव्यक्ती","வெளிப்பாடு, வெளிப்பாடு"
विस्तारित,நீட்டிக்கப்பட்டது
"विस्तारणे, विस्तारणे, विस्तारणे, विस्तारणे, पसरवणे","விரிவடைகிறது, விரிகிறது, விரிகிறது, விரிகிறது, விரிகிறது"
"हद्द, विस्तार","அளவு, அளவு"
बाय,வருகிறேன்
"विलोपन, विलोपन","அழிவு, அழிவு"
नॉन-रेखीय बिंदू,நேரியல் அல்லாத புள்ளி
बाह्य,வெளிப்புற
बाह्य,புற அணு
"असामान्य, विलक्षण","அசாதாரண, அசாதாரண"
"ग्रहांचे आकाश, ग्रहांचे आकाश","கிரக வானம், கிரக வானம்"
बहिर्वाह,வெளியேற்றம்
बाहेर काढलेले,விரிவுபடுத்தப்பட்ட
