Tamil,Kannada
ஒட்டுமொத்த அலைவரிசை வரைபடம் ஒட்டுமொத்த அலைவரிசை வரைபடம்,ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್ ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್
ஒட்டுமொத்த நிகழ்தகவு செயல்பாடு,ಸಂಚಿತ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
"கார்ல், குண்டல்","ಸುರುಳಿ, ಕ್ವಿಂಟಾಲ್"
இரு இணை வளைவு,ದ್ವಿಪಕ್ಷೀಯ ವಕ್ರರೇಖೆ
திசையன் சுருட்டை,ವೆಕ್ಟರ್ ಕರ್ಲ್
"வில், வளைவு","ಬಿಲ್ಲು, ಕಮಾನು"
ஓடை,ಸ್ಟ್ರೀಮ್
நகரும் புள்ளி,ಚಲಿಸುವ ಬಿಂದು
வளைவு,ವಕ್ರತೆ
வளைவு விளைவு,ವಕ್ರತೆಯ ಪರಿಣಾಮ
வளைவு,ವಕ್ರರೇಖೆ
வளைந்த கோடு,ಬಾಗಿದ ರೇಖೆ
வளைவு தடமறிதல்,ಕರ್ವ್ ಟ್ರೇಸಿಂಗ್
வளைவான அறிகுறி,ಕರ್ವಿಲಿನಿಯರ್ ಅಸಿಂಪ್ಟೋಟ್
வளைவு ஆயத்தொகுப்புகள்,ಕರ್ವಿಲಿನಿಯರ್ ನಿರ್ದೇಶಾಂಕಗಳು
வளைவு பின்னடைவு,ಕರ್ವಿಲಿನಿಯರ್ ರಿಗ್ರೆಷನ್
"நீர்வீழ்ச்சி, cusp","ಉಭಯಚರ, cusp"
"சக்கரம், சுழற்சி, சுழற்சி, வார்ப்பு சக்கரம், சுருக்க சக்கரம்","ಚಕ್ರ, ತಿರುಗುವಿಕೆ, ಚಕ್ರ, ಎರಕದ ಚಕ್ರ, ಸಂಕುಚಿತ ಚಕ್ರ"
சுழற்சி மாறுபாடு,ಆವರ್ತಕ ವ್ಯತ್ಯಾಸ
சுழற்சி திசையன் தயாரிப்பு,ಆವರ್ತಕ ವೆಕ್ಟರ್ ಉತ್ಪನ್ನ
சுழற்சி தேவை,ಆವರ್ತಕ ಬೇಡಿಕೆ
சுழற்சி வெளிப்பாடு,ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ
சுழற்சி குழு,ಆವರ್ತಕ ಗುಂಪು
சுழற்சி வரிசைமாற்றம்,ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ
"cycloid, cycloid","ಸೈಕ್ಲೋಯ್ಡ್, ಸೈಕ್ಲೋಯ್ಡ್"
"உருளை, உருளை","ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್"
"உருளை, உருளை, உருளை, உருளை","ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್"
சிலிண்டர் பக்கம்,ಸಿಲಿಂಡರ್ ಪುಟ
"பூஜ்யம், மறைக்குறியீடு","ಶೂನ್ಯ, ಸೈಫರ್"
தில்பெர்ட்டின் கோட்பாடு,ಡಿಲ್ಬರ್ಟ್ನ ಸಿದ್ಧಾಂತ
எளிமையான ஹார்மோனிக் இயக்கத்தை குறைக்கிறது,ಸರಳ ಹಾರ್ಮೋನಿಕ್ ಚಲನೆಯನ್ನು ತೇವಗೊಳಿಸಿತು
damping மாறிலி,ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ
"தத், உபாட்டா, டேட்டா, டிரஸ்ட்","ದತ್, ಉಪತ್ತಾ, ಡೇಟಾ, ಟ್ರಸ್ಟ್"
தத் முயற்சி,ದತ್ ಕೈಗೊಂಡಿದ್ದಾರೆ
நம்பிக்கை வள அமைப்பு,ವಿಶ್ವಾಸಾರ್ಹ ಸಂಪನ್ಮೂಲ ವ್ಯವಸ್ಥೆ
தரவு செயலி,ಡೇಟಾ ಪ್ರೊಸೆಸರ್
தரவுத்தாள்,ಮಾಹಿತಿಯ ಕಾಗದ
தசாகோணம்,ದಶಭುಜ
டெகாகிராம்,ಡೆಕಾಗ್ರಾಮ್
தசமீட்டர்,ಡೆಕಾಮೀಟರ್
சிதைவு குறியீடு,ಕೊಳೆತ ಸೂಚ್ಯಂಕ
சிதைவு வளைவு,ಕೊಳೆತ ವಕ್ರರೇಖೆ
நேர்த்தியான செயல்பாடு,ಸೊಗಸಾದ ಕಾರ್ಯ
தேசிகிராம்,ದೇಸಿಗ್ರಾಮ್
தசம,ದಶಮಾಂಶ
"தசம, தசம","ದಶಮಾಂಶ, ದಶಮಾಂಶ"
தசம குறியீடு,ದಶಮಾಂಶ ಕೋಡ್
தசம குறியிடப்பட்ட இலக்கம்,ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ
தசம விரிவாக்கம்,ದಶಮಾಂಶ ವಿಸ್ತರಣೆ
தசம பின்னம்,ದಶಮಾಂಶ ಭಾಗ
தசம குறியீடு அமைப்பு,ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ
தசம குறியீடு அமைப்பு,ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ
தசம புள்ளி,ದಶಮಾಂಶ ಬಿಂದು
தசம அளவு,ದಶಮಾಂಶ ಪ್ರಮಾಣ
தசம அமைப்பு,ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
டெசிமீட்டர்,ಡೆಸಿಮೀಟರ್
குறியாக்கம்,ಎನ್ಕೋಡಿಂಗ್
முடிவு மாதிரி,ನಿರ್ಧಾರ ಮಾದರಿ
முடிவு கோட்பாடு,ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ
முடிவு மாறி,ನಿರ್ಧಾರ ವೇರಿಯಬಲ್
"குறிவிலக்கி, குறிவிலக்கி","ಡಿಕೋಡರ್, ಡಿಕೋಡರ್"
"குறியாக்கம், குறியாக்கம்","ಎನ್ಕೋಡಿಂಗ್, ಡಿಕೋಡಿಂಗ್"
பிரிக்கக்கூடிய தொகுப்பு,ಬೇರ್ಪಡಿಸಬಹುದಾದ ಸೆಟ್
குறைகிறது,ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
செயல்பாடு குறைகிறது,ಕ್ಷೀಣಿಸುವ ಕಾರ್ಯ
Dedekind-கட்,ಡೆಡೆಕಿಂಡ್-ಕಟ್
Dedekind-தேற்றம்,ಡೆಡೆಕಿಂಡ್-ಪ್ರಮೇಯ
இணைத்துக்கொள்ள,ಸಂಯೋಜಿಸಲು
பெருநிறுவன நடைமுறை,ಕಾರ್ಪೊರೇಟ್ ಅಭ್ಯಾಸ
தவறான,ತಪ್ಪು
வரையறை சமன்பாடு,ವ್ಯಾಖ್ಯಾನ ಸಮೀಕರಣ
திட்டவட்டமான ஒருங்கிணைந்த,ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ
நிலையான அணி,ಸ್ಥಿರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
"வரையறை, தெளிவு, உறுதி","ವ್ಯಾಖ್ಯಾನ, ಸ್ಪಷ್ಟತೆ, ಖಚಿತತೆ"
சிதைவு வளைவு,ವಿರೂಪ ಕರ್ವ್
சிதைந்த பக்கம்,ವಿಕೃತ ಪುಟ
"அநாகரிகம், துஷ்பிரயோகம்","ದುರಾಚಾರ, ದುರಾಚಾರ"
போக்குவரத்து சிக்கல்களில் துல்லியமின்மை,ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ನಿಖರತೆ
"பட்டம், பட்டம், சக்தி, பட்டம், அளவு, அளவு, பட்டம்","ಪದವಿ, ಪದವಿ, ಶಕ್ತಿ, ಪದವಿ, ಪ್ರಮಾಣ, ಪ್ರಮಾಣ, ಪದವಿ"
வேறுபட்ட சமன்பாட்டின் சக்தி,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣದ ಶಕ್ತಿ
"சுதந்திரத்தின் அளவு, சுதந்திரத்தின் அளவு","ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ, ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ"
பல்லுறுப்புக்கோவையின் சக்தி,ಬಹುಪದದ ಶಕ್ತಿ
வெளியேற்றப்பட்ட பரிவாரங்கள்,ಪರಿವಾರವನ್ನು ಹೊರಹಾಕಿದರು
டெல்டா செயல்பாடு,ಡೆಲ್ಟಾ ಕಾರ್ಯ
தேவை மற்றும் பயன்பாட்டு வளைவு,ಬೇಡಿಕೆ ಮತ್ತು ಉಪಯುಕ್ತತೆಯ ರೇಖೆ
கோரிக்கை சமன்பாடு,ಬೇಡಿಕೆ ಸಮೀಕರಣ
கோரிக்கை செயல்பாடு,ಬೇಡಿಕೆ ಕಾರ್ಯ
மக்கள்தொகை ஆய்வுகள்,ಜನಸಂಖ್ಯಾ ಅಧ್ಯಯನಗಳು
மக்கள்தொகையியல்,ಜನಸಂಖ್ಯಾಶಾಸ್ತ್ರ
அறுக்கும் தேற்றம்,ಮೊವರ್ ಪ್ರಮೇಯ
"நிரூபிக்க, சாட்சியமளிக்க, நிரூபிக்க","ಪ್ರದರ್ಶಿಸಲು, ಸಾಕ್ಷ್ಯ ನೀಡಲು, ಪ್ರದರ್ಶಿಸಲು"
"பிரதிநிதித்துவம், ஆதாரம், ஆர்ப்பாட்டம், ஆர்ப்பாட்டம்","ಪ್ರಾತಿನಿಧ್ಯ, ಪುರಾವೆ, ಪ್ರದರ್ಶನ, ಪ್ರದರ್ಶನ"
பிரதிநிதித்துவ வடிவியல்,ಪ್ರಾತಿನಿಧ್ಯ ಜ್ಯಾಮಿತಿ
ஒவ்வொரு,ಪ್ರತಿ
அடர்த்தியான மொத்த,ದಟ್ಟವಾದ ಸಮುಚ್ಚಯ
"அடர்த்தி, அடர்த்தி","ಸಾಂದ್ರತೆ, ಸಾಂದ್ರತೆ"
கணக்கிடக்கூடிய தொகுப்பு,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
ஏறுவரிசை மாறிலி,ಆರೋಹಣ ಸ್ಥಿರ
சார்ந்த நிகழ்வு,ಅವಲಂಬಿತ ಘಟನೆ
சார்பு சீரற்ற மாறி,ಅವಲಂಬಿತ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
சார்பு மாறி,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
சார்பு மாறி,ಅವಲಂಬಿತ ವೇರಿಯಬಲ್
மனச்சோர்வின் கோணம்,ಖಿನ್ನತೆಯ ಕೋನ
"derivation, derivative, வேறுபாடு","ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ, ವ್ಯತ್ಯಾಸ"
"வழித்தோன்றல், வழித்தோன்றல்","ವ್ಯುತ್ಪನ್ನ, ವ್ಯುತ್ಪನ್ನ"
பெறப்பட்ட வரம்பு,ಪಡೆದ ಶ್ರೇಣಿ
பெறப்பட்ட தொகுப்பு,ಪಡೆದ ಸೆಟ್
"இறங்குதல், இறங்குதல்","ಅವರೋಹಣ, ಅವರೋಹಣ"
இறங்கு வரிசை,ಅವರೋಹಣ ಕ್ರಮ
இறங்கு வரம்பு,ಅವರೋಹಣ ಶ್ರೇಣಿ
திட்ட வடிவியல்,ಪ್ರಕ್ಷೇಪಕ ಜ್ಯಾಮಿತಿ
விளக்க மாதிரி,ವಿವರಣಾತ್ಮಕ ಮಾದರಿ
விளக்கமான புள்ளிவிபரங்கள்,ವಿವರಣಾತ್ಮಕ ಅಂಕಿಅಂಶಗಳು
"வடிவமைக்க, வடிவமைக்க, வடிவமைக்க (எட்.), வடிவமைக்க, வடிவமைக்க (என்.)","ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಕ್ಕೆ (ಸಂ.), ವಿನ್ಯಾಸಕ್ಕೆ, ವಿನ್ಯಾಸಕ್ಕೆ (ಎನ್.)"
சோதனை வடிவமைப்பு,ಪ್ರಯೋಗದ ವಿನ್ಯಾಸ
மேசை கால்குலேட்டர்,ಮೇಜಿನ ಕ್ಯಾಲ್ಕುಲೇಟರ್
"அடையாளம், கண்டறிதல்","ಗುರುತಿಸುವಿಕೆ, ಪತ್ತೆ"
"நிர்ணயம் செய்பவர், தீர்மானிப்பவர், தீர்மானிப்பவர்","ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ, ನಿರ್ಣಾಯಕ"
தீர்மானிக்கும் ஒழுங்கு,ನಿರ್ಣಾಯಕ ಕ್ರಮ
தீர்மானிக்க,ನಿರ್ಧರಿಸಲು
தீர்மானிக்கும் மாதிரி,ನಿರ್ಣಾಯಕ ಮಾದರಿ
தீர்மானிக்கும் பிரச்சனை,ನಿರ್ಣಾಯಕ ಸಮಸ್ಯೆ
விலகல்,ವಿಚಲನ
விலகல் குணகம்,ವಿಚಲನ ಗುಣಾಂಕ
பைனரி அமைப்பு,ಬೈನರಿ ಸಿಸ್ಟಮ್
"மூலைவிட்ட ஹைப்போடென்யூஸ்,",ಕರ್ಣ ಹೈಪೊಟೆನ್ಯೂಸ್
அணி மூலைவிட்டமாக்கல்,ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಕರ್ಣೀಕರಣ
"மூலைவிட்ட அணி, மூலைவிட்ட அணி","ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಕರ್ಣೀಯ ಮ್ಯಾಟ್ರಿಕ್ಸ್"
மூலைவிட்ட சமத்துவம்,ಕರ್ಣೀಯ ಸಮಾನತೆ
வரைபடம்,ರೇಖಾಚಿತ್ರ
வரைதல் முறை,ರೇಖಾಚಿತ್ರ ವಿಧಾನ
வரைகலை பிரதிநிதித்துவம்,ಚಿತ್ರಾತ್ಮಕ ಪ್ರಾತಿನಿಧ್ಯ
விட்டம்,ವ್ಯಾಸ
விட்டம் அமைக்கவும்,ಸೆಟ್ ವ್ಯಾಸ
முற்றிலும் எதிர்,ಸಂಪೂರ್ಣವಾಗಿ ವಿರುದ್ಧವಾಗಿ
"குறுக்குவெட்டு, பகடை வீசு","ಕ್ರಾಸ್ ಫೈರ್, ದಾಳ ಎಸೆಯಿರಿ"
நீர்வீழ்ச்சி வகைப்பாடு,ಉಭಯಚರ ವರ್ಗೀಕರಣ
"பிளவு, பாதி","ಕವಲೊಡೆಯುವಿಕೆ, ಅರ್ಧ"
அகராதி,ನಿಘಂಟು
வேறுபட்ட கணக்கீடு,ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ
வகையீட்டு சமன்பாடு,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
வேறுபட்ட சூத்திரம்,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
வேறுபட்ட முறை,ಭೇದಾತ್ಮಕ ವಿಧಾನ
தொகுப்புகளின் வேறுபாடு,ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ
வேறுபடுத்தக்கூடியது,ಭಿನ್ನವಾಗಬಲ್ಲ
வேறுபட்ட வளைவு,ಡಿಫರೆನ್ಷಿಯಲ್ ಕರ್ವ್
வேறுபட்ட செயல்பாடு,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
"வேறுபாடு, வேறுபாடு, வேறுபாடு, இடைநிலை, இடைநிலை, வேறுபாடு","ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಟ್ರಿಯಲ್, ಇಂಟರಾಜೆನ್ಸಿ, ಡಿಫರೆನ್ಷಿಯಲ್"
வேறுபட்ட கணிதம்,ಭೇದಾತ್ಮಕ ಗಣಿತ
வேறுபட்ட குணகம்,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
வகையீட்டு சமன்பாடு,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
வேறுபட்ட மோதல்,ಭೇದಾತ್ಮಕ ಘರ್ಷಣೆ
வேறுபட்ட சூத்திரம்,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
வேறுபட்ட செயல்பாடு,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
வேறுபட்ட வடிவவியல்,ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
உயர் வரிசை வேறுபாடு,ಹೆಚ್ಚಿನ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ
வேறுபட்ட பிரிவு,ಭೇದಾತ್ಮಕ ವಿಭಾಗ
வேறுபடுத்தி,ಪ್ರತ್ಯೇಕಿಸಿ
"வேறுபாடு, வேறுபாடு","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
வேறுபட்ட சூத்திரம்,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
திசையன் வேறுபாடு,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
"பரவல், பரவல்","ಪ್ರಸರಣ, ಪ್ರಸರಣ"
"எண், டயடம், விரல்","ಅಂಕಿ, ವಜ್ರ, ಬೆರಳು"
டிஜிட்டல் கணினி,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
அங்கி தத்,ಆಂಕಿ ದತ್
"அளவு, அகலம், பரிமாணம், சக்தி","ವಿಸ್ತಾರ, ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ"
பரிமாணம்,ಆಯಾಮ
பரிமாணமற்ற,ಆಯಾಮವಿಲ್ಲದ
சமன்பாடு பரிமாணம்,ಸಮೀಕರಣದ ಆಯಾಮ
டியோபாண்டஸ் சமன்பாடு,ಡಯೋಫಾಂಟಸ್ ಸಮೀಕರಣ
வீழ்ச்சியின் கோணம்,ಪತನದ ಕೋನ
இருமுனை ஒருங்கிணைப்புகள்,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
இருமுனை,ದ್ವಿಧ್ರುವಿ
இருபிரமிட்,ಬೈಪಿರಮಿಡ್
dirac டெல்டா செயல்பாடு,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
பொதுவான தொடுகோடு,ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
வலது கோணம்,ಬಲ ಕೋನ
நேரடியான இணைப்பு,ನೇರ ಲೈನ್
விண்வெளி வழித்தோன்றல்,ಬಾಹ್ಯಾಕಾಶ ಉತ್ಪನ್ನ
"டிகோசின், டிகோ-கொசைன்","ಡಿಕೋಸಿನ್, ಡಿಕೋ-ಕೊಸೈನ್"
அதிகபட்ச திசை,ಗರಿಷ್ಠ ದಿಕ್ಕಿನಲ್ಲಿ
திட்ட திசை,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
திசை விகிதம்,ದಿಕ್ಕಿನ ಅನುಪಾತ
ஒழுங்குமுறை வட்டம்,ನಿಯಂತ್ರಕ ವೃತ್ತ
ஒழுங்குமுறை வட்டம்,ನಿಯಂತ್ರಕ ವೃತ್ತ
அனுலோமா தயாரிப்பு,ಅನುಲೋಮಾ ಉತ್ಪನ್ನ
"நேரடி ஆதாரம், நேரடி ஆதாரம்","ನೇರ ಪುರಾವೆ, ನೇರ ಪುರಾವೆ"
வரிசை விகிதம்,ಅನುಕ್ರಮ ಅನುಪಾತ
விதி,ವಿಧಿ
அனுலோம தொகை,ಅನುಲೋಮ ಮೊತ್ತ
பிரிக்கப்பட்ட தொகுப்பு,ಬೇರ್ಪಟ್ಟ ಸೆಟ್
"இடைநிறுத்தம், இடைநிறுத்தம், முறிவு","ಸ್ಥಗಿತ, ಸ್ಥಗಿತ, ವಿರಾಮ"
வழித்தோன்றலின் தொடர்ச்சியின்மை,ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ
முதல் வகை இடைநிறுத்தம்,ಮೊದಲ ವಿಧದ ಸ್ಥಗಿತ
இரண்டாவது வகை இடைநிறுத்தம்,ಎರಡನೇ ವಿಧದ ಸ್ಥಗಿತ
இடைவிடாத விநியோகம்,ನಿರಂತರ ವಿತರಣೆ
இடைவிடாத செயல்பாடு,ನಿರಂತರ ಕಾರ್ಯ
இடைவிடாத மாறுபாடு,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
துகள்கள்,ಕಣಗಳು
இடைவிடாத விநியோகம்,ನಿರಂತರ ವಿತರಣೆ
இடைவிடாத நிகழ்தகவு விநியோகம்,ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
இடைவிடாத சீரற்ற மாறி,ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
இடைவிடாத மாதிரி இடம்,ನಿರಂತರ ಮಾದರಿ ಜಾಗ
தனித்த மொத்த,ಪ್ರತ್ಯೇಕವಾದ ಒಟ್ಟು
தனித்துவமான மக்கள் தொகை,ಪ್ರತ್ಯೇಕ ಜನಸಂಖ್ಯೆ
தனித்துவமான நிலை,ಪ್ರತ್ಯೇಕ ರಾಜ್ಯ
இடைவிடாத மாறுபாடு,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
விநியோக வரி,ವಿತರಣಾ ತೆರಿಗೆ
பாரபட்சமான பகுப்பாய்வு,ತಾರತಮ್ಯದ ವಿಶ್ಲೇಷಣೆ
பிரிந்த,ಬೇರ್ಪಟ್ಟ
முரண்பட்ட நிகழ்வு,ಅಸಂಬದ್ಧ ಘಟನೆ
பிரிக்கப்பட்ட தொகுப்பு,ಬೇರ್ಪಟ್ಟ ಸೆಟ್
இணையான செருகல்,ಅಸಂಯೋಜಿತ ಅಳವಡಿಕೆ
"விலகல், பகுத்தறிவுத் தொகை","ವಿಂಗಡಣೆ, ತರ್ಕಬದ್ಧ ಮೊತ್ತ"
"சிதறல், சிதறல்","ಪ್ರಸರಣ, ಚದುರುವಿಕೆ"
சிதறல் விளக்கப்படம்,ಪ್ರಸರಣ ಚಾರ್ಟ್
சிதறல் குறியீடு,ಪ್ರಸರಣ ಸೂಚ್ಯಂಕ
சிதறல் வரைபடம்,ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ
சிதறல் அணி,ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್
இடப்பெயர்ச்சி,ಸ್ಥಳಾಂತರ
கண்காட்சி,ಪ್ರದರ್ಶನ
பணியகம்,ಕನ್ಸೋಲ್
"சீரற்ற, சீரற்ற","ಅಸಮ, ಅಸಮ"
சிதறடிக்கும் சக்தி,ಚದುರಿಸುವ ಶಕ್ತಿ
தூர செயல்பாடு,ದೂರ ಕಾರ್ಯ
தூர மாடுலஸ்,ದೂರ ಮಾಡ್ಯುಲಸ್
விநியோகிக்காதது,ವಿತರಕವಲ್ಲದ
"விநியோக விதி, விநியோக விதி","ವಿತರಣಾ ನಿಯಮ, ವಿತರಣಾ ನಿಯಮ"
"கலைக்க, கலைக்க","ಚದುರಿಸಲು, ವಿಸರ್ಜಿಸಲು"
"வேற்றுமை, வேற்றுமை, வேற்றுமை","ಭಿನ್ನತೆ, ಭಿನ್ನತೆ, ಭಿನ್ನತೆ"
வேறுபாடு தேற்றம்,ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ
மாறுபட்ட,ವಿಭಿನ್ನ
மாறுபட்ட வரம்பு,ವಿಭಿನ್ನ ಶ್ರೇಣಿ
பிளவு வேறுபாடு,ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ
"வகுத்தல், வகுத்தல்","ವಿಭಜನೆ, ವಿಭಜನೆ"
"வகுபடக்கூடிய, வகுபடக்கூடிய","ಭಾಗಿಸಬಹುದಾದ, ಭಾಗಿಸಬಹುದಾದ"
"பிரிவு, பிரிவு, பிரிவு","ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ"
பிரிவு அல்காரிதம்,ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್
பிளவு வளையம்,ವಿಭಜಿತ ಉಂಗುರ
நாற்கர,ಚತುರ್ಭುಜ
தசாகோணம்,ದಶಭುಜ
"டொமைன், டொமைன், மாகாணம், பிரதேசம்","ಡೊಮೇನ್, ಡೊಮೇನ್, ಪ್ರಾಂತ್ಯ, ಪ್ರದೇಶ"
செயல்பாட்டின் களம்,ಕಾರ್ಯದ ಡೊಮೇನ್
வரையறை-மாகாணம்,ವ್ಯಾಖ್ಯಾನ-ಪ್ರಾಂತ್ಯ
இருப்பு நிலை,ಅಸ್ತಿತ್ವದ ಸ್ಥಿತಿ
மேலெழுந்து சாதனம்,ಅತಿಕ್ರಮಿಸುವ ಸಾಧನ
டாப்ளர் விளைவு,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
"புள்ளி தயாரிப்பு, அளவிடல் தயாரிப்பு","ಪಾಯಿಂಟ್ ಉತ್ಪನ್ನ, ಸ್ಕೇಲಾರ್ ಉತ್ಪನ್ನ"
புள்ளியிடப்பட்ட வளைவு,ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ
இரட்டை வேறுபாடு,ಡ್ಯುಯಲ್ ಡಿಫರೆನ್ಷಿಯಲ್
இரட்டை அதிவேக விநியோகம்,ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ
இரட்டை சுருள்,ಡಬಲ್ ಕಾಯಿಲ್
பைனரி ஒருங்கிணைப்பு,ಬೈನರಿ ಅವಿಭಾಜ್ಯ
பைனரி ஒருங்கிணைப்பு,ಬೈನರಿ ಏಕೀಕರಣ
இரட்டை வரம்பு,ಎರಡು ಮಿತಿ
இரட்டை மாதிரி நிகழ்வு,ಎರಡು ಮಾದರಿ ಈವೆಂಟ್
இரட்டை வரிசை,ಎರಡು ಅನುಕ್ರಮ
இரட்டை தொடர்,ಡಬಲ್ ಸರಣಿ
இரட்டை இணைக்கப்பட்ட குறியீடு,ಎರಡು-ಲಗತ್ತಿಸಲಾದ ಸಂಕೇತ
இரட்டை தொகுப்பு,ಎರಡು ಸಂಕಲನ
கீழ்நோக்கிய முடுக்கம்,ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ
கீழ்நோக்கிய இடப்பெயர்ச்சி,ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ
கீழ்நோக்கிய இயக்கம்,ಕೆಳಮುಖ ಚಲನೆ
கீழ்நோக்கிய வேகம்,ಕೆಳಮುಖ ವೇಗ
இழுவை,ಎಳೆತ
இழுவை சக்தி,ಎಳೆತ ಬಲ
"இரட்டை இருமை,",ಉಭಯ ದ್ವಂದ್ವತೆ
இரட்டை அடிப்படை,ಡ್ಯುಯಲ್ ಬೇಸ್
இரட்டை உள் தயாரிப்பு,ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ
இரட்டை நேரியல் நிரலாக்க சிக்கல்,ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ
"இரட்டை செயல்பாடு, இரட்டை செயல்பாடு","ಎರಡು ಕಾರ್ಯಾಚರಣೆ, ಎರಡು ಕಾರ್ಯಾಚರಣೆ"
இரட்டை பிரச்சனை,ಉಭಯ ಸಮಸ್ಯೆ
இரட்டை ஒற்றை அல்காரிதம்,ಡ್ಯುಯಲ್ ಸಿಂಗಲ್ ಅಲ್ಗಾರಿದಮ್
இரட்டை ஒற்றை முறை,ಎರಡು ಏಕ ವಿಧಾನ
இரட்டை இடம்,ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್
இரட்டை மாறி,ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್
இரட்டை திசையன் இடம்,ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
அமைதியான குறியீடு,ಮೂಕ ಸೂಚ್ಯಂಕ
அமைதியான அடிக்குறிப்பு,ಮೂಕ ಅಡಿಟಿಪ್ಪಣಿ
