Malayalam,Tamil
വിലാസ എൻക്രിപ്ഷൻ,முகவரி குறியாக்கம்
എൻകോഡിംഗ് പ്രവർത്തനം,குறியாக்க செயல்பாடு
ഡാറ്റ വ്യതിയാനം,தரவு மாறுபாடு
ഡാറ്റ കൺവെർട്ടർ,தரவு மாற்றி
"വിഘടനം, പിരിച്ചുവിടൽ","சிதைவு, கரைதல்"
ഒറ്റപ്പെടൽ പ്രദേശം,தனிமைப்படுத்தப்பட்ட பகுதி
ഡിസോസിയേഷൻ നിയമം,விலகல் விதி
വിഘടിപ്പിക്കൽ വോൾട്ടേജ്,சிதைவு மின்னழுத்தம்
ഡീകംപ്രഷൻ,டிகம்பரஷ்ஷன்
അണുവിമുക്തമാക്കൽ,தூய்மைப்படுத்துதல்
മലിനീകരണ ഗുണകം,தூய்மையாக்கல் குணகம்
അലങ്കാരം,அலங்காரம்
സംയോജന ഫിൽട്ടർ,இணைத்தல் வடிகட்டி
സംയോജന കെണി,இணைத்தல் பொறி
സംയോജനം,இணைத்தல்
പ്രവർത്തനം കുറയുന്നു,செயல்பாடு குறைகிறது
കാലാവസ്ഥ,வானிலை
കാലാവസ്ഥാ മേഖല,வானிலை மண்டலம்
കാലാവസ്ഥ അടിസ്ഥാനമാക്കിയുള്ള ഗേജ്,வானிலை அடிப்படையிலான அளவீடு
താഴ്ന്ന ഗേജ്,குறைந்த அளவு
മനസ്സിലാക്കൽ,புரிந்துகொள்ளுதல்
ദശാബ്ദം,தசாப்தம்
ലംഘനം,மீறல்
വൈബ്രേഷൻ കെണി,அதிர்வு பொறி
demagnetizer,காந்தமாக்கி
"ഊർജ്ജസ്വലമാക്കുക, ഊർജമാക്കുക","de-energize, de-energize"
സബ്ഫ്ലോർ,அடித்தளம்
ആഴമുള്ള സ്ഥലം,ஆழமான இடம்
ആഴത്തിലുള്ള ബഹിരാകാശ പര്യവേക്ഷകൻ,ஆழமான விண்வெளி ஆய்வாளர்
ഈണം,மெல்லிசை
സ്റ്റാഗ് ഹോൺ ആന്റിന,ஸ்டாக் ஹார்ன் ஆண்டெனா
"വൈകല്യം, പിശക്, ക്ഷതം, കുറവ്","குறைபாடு, பிழை, சேதம், குறைபாடு"
തെറ്റായ,தவறான
മോശം കാഴ്ച,மோசமான பார்வை
കുറ്റവാളി,குற்றவாளி
"സംരക്ഷണ ഉപകരണം, പ്രതിരോധ ഉപകരണം","பாதுகாப்பு சாதனம், பாதுகாப்பு சாதனம்"
പ്രതിരോധ അഗ്നി ശേഷി,பாதுகாப்பு தீ திறன்
"പ്രതിരോധ ആയുധം, പ്രതിരോധ മിസൈൽ","பாதுகாப்பு ஆயுதம், பாதுகாப்பு ஏவுகணை"
രോഗപ്രതിരോധ ഗവേഷണം,நோய் எதிர்ப்பு ஆராய்ச்சி
ലിമിറ്റർ വാതിൽ,வரம்பு கதவு
ലിമിറ്റർ തടസ്സം,வரம்பு தடை
ലിമിറ്റർ കാൽക്കുലേറ്റർ,வரம்பு கால்குலேட்டர்
"നിർവചനം, വ്യക്തത, ഉറപ്പ്","வரையறை, தெளிவு, உறுதி"
ക്ലാരിറ്റി ടെസ്റ്റ് ചാർട്ട്,தெளிவு சோதனை விளக்கப்படம்
നിർണായക വൃത്തം,முடிவான வட்டம்
ചിത്രത്തിന്റെ വ്യക്തത,படத்தின் தெளிவு
സംഗീത വ്യക്തത,இசை தெளிவு
വിപുൽധര സെൽ,விபுல்தாரா செல்
വ്യതിചലിപ്പിക്കുക,திசைதிருப்ப
deflecting force pair,திசைதிருப்பும் விசை ஜோடி
"വ്യതിചലനം, വ്യതിചലനം","விலகல், விலகல்"
"വ്യതിചലനകോണ്, വ്യതിചലനകോണ്","விலகல் கோணம், விலகல் கோணம்"
വ്യതിചലന ഗുണകം,விலகல் குணகம்
"ഡിഫ്ലെക്ഷൻ കോയിൽ, ഡിഫ്ലെക്ഷൻ യോക്കർ","விலகல் சுருள், விலகல் யோக்கர்"
ഡിഫ്ലെക്റ്റീവ് ഫോക്കസ്,திசை திருப்பும் கவனம்
ഡിഫ്ലെക്ഷൻ ഇലക്ട്രോഡ്,விலகல் மின்முனை
വ്യതിചലന ഘടകം,விலகல் காரணி
വ്യതിചലന മേഖല,விலகல் மண்டலம்
ഡിഫ്ലെക്ഷൻ ജനറേറ്റർ,விலகல் ஜெனரேட்டர்
വ്യതിചലനം മോഡുലേറ്റ് ചെയ്തു,விலகல் பண்பேற்றப்பட்டது
ഗുരുത്വാകർഷണം ബാധിച്ച വ്യതിചലനം,ஈர்ப்பு-பாதிக்கப்பட்ட விலகல்
ചുരുക്കെഴുത്ത് പ്ലേറ്റുകൾ,சுருக்க தட்டுகள்
വ്യതിചലന പോയിന്റ്,விலகல் புள்ளி
വ്യതിചലനം ധ്രുവീകരണം,விலகல் துருவமுனைப்பு
ഡിഫ്ലെക്റ്റീവ് പൊട്ടൻഷിയോമീറ്റർ,deflective potentiometer
വ്യതിചലനം സംവേദനക്ഷമത,விலகல் உணர்திறன்
വ്യതിചലനം സംവിധാനം,விலகல் பொறிமுறை
ഡിഫ്ലെക്ഷൻ ടെൻസർ,விலகல் டென்சர்
"ഡിഫ്ലെക്ഷൻ വാൽവ്, ബീം ഡിഫ്ലെക്ഷൻ ട്യൂബ്","விலகல் வால்வு, பீம் விலகல் குழாய்"
ഡിഫ്ലെക്ഷൻ വോൾട്ടേജ്,விலகல் மின்னழுத்தம்
"ഡിഫ്ലെക്ഷൻ കോയിൽ, ഡിഫ്ലെക്ഷൻ യോക്കർ","விலகல் சுருள், விலகல் யோக்கர்"
വ്യതിചലനം-ഇരട്ട കണ്ണാടി,விலகல்-இரட்டை கண்ணாடி
കേന്ദ്രീകരിക്കപ്പെട്ട പ്രതിഫലനം,மையப்படுத்தப்பட்ட பிரதிபலிப்பு
ശ്രദ്ധ കേന്ദ്രീകരിക്കുക,கவனம்
ഡിഫോക്കസ് പ്രഭാവം,டிஃபோகஸ் விளைவு
വൈകല്യം,சிதைவு
രൂപഭേദം വരുത്താവുന്ന വസ്തു,சிதைக்கக்கூடிய பொருள்
രൂപഭേദം വരുത്തിയ ഇലക്ട്രോൺ,சிதைந்த எலக்ட்ரான்
"വക്രീകരണം, വക്രീകരണം","சிதைவு, சிதைவு"
രൂപഭേദം വക്രം,சிதைவு வளைவு
വക്രീകരണ പ്രഭാവം,சிதைவு விளைவு
രൂപഭേദം ദീർഘവൃത്താകൃതി,உருமாற்றம் நீள்வட்டம்
രൂപഭേദം ഊർജ്ജം,உருமாற்ற ஆற்றல்
അയോൺ വക്രീകരണം,அயன் சிதைவு
പാത വക്രീകരണം,பாதை சிதைவு
വക്രീകരണ പോയിന്റ്,விலகல் புள்ளி
രൂപഭേദം സാധ്യത,சிதைவு திறன்
രൂപഭേദം സാധ്യമായ സ്ഥിരാങ്കം,சிதைவு திறன் மாறிலி
വിഗാസൺ,விகாசன்
വിഗാസൺ,விகாசன்
"വിഗാസക്, വിഗസിത്ര","விகாசாக், விகாசித்ரா"
വിഗാസൺ,விகாசன்
വാതക നീക്കം,வாயு நீக்கம்
വിസരണം,சிதறல்
ഓട്ടോമാറ്റിക് (കാന്തിക) ഡീമാഗ്നെറ്റൈസർ,தானியங்கி (காந்த) டிமேக்னடைசர்
(കാന്തിക) വ്യാപനം,(காந்த) சிதறல்
(കാന്തിക) ഡിഫ്ലെക്ഷൻ കോയിൽ,(காந்த) விலகல் சுருள்
"ധിക്കാരം, ധിക്കാരം","அநாகரிகம், துஷ்பிரயோகம்"
അഴിമതി പോയിന്റ്,ஊழல் புள்ளி
വികലമായ ഘടകം,தவறான உருவாக்கம் காரணி
അശുദ്ധി പരാമീറ്റർ,தூய்மையற்ற அளவுரு
"തരംതാഴ്ത്തപ്പെടുക (പതിപ്പ്), തരംതാഴ്ത്തുക (എഡി.), തരംതാഴ്ത്തുക (വി.)","இழிவுபடுத்தப்பட (ver.), தாழ்த்தப்பட்ட (ed.), தாழ்த்தப்பட்ட (v.)"
അഴിമതി ചെയിൻ ബ്രാഞ്ച്,ஊழல் சங்கிலி கிளை
ഒഴിവാക്കിയ കോഡ്,நிறுத்தப்பட்ட குறியீடு
collimated കണ്ടക്ഷൻ ബാൻഡ്,collimated கடத்தல் பட்டை
ഡീജനറേറ്റ് ഇലക്ട്രോൺ വാതകം,சிதைந்த எலக்ட்ரான் வாயு
മാലിന്യ വാതകം,கழிவு வாயு
തരംതാഴ്ന്ന ചാരം,சிதைந்த சாம்பல்
പാഴ് വസ്തു,கழிவு பொருள்
ഡീജനറേറ്റ് അർദ്ധചാലകം,சிதைந்த குறைக்கடத்தி
അഴിമതി നിറഞ്ഞ സംവിധാനം,ஊழல் அமைப்பு
"ഡീജനറേഷൻ, ഡിനൈട്രിഫിക്കേഷൻ, ഡിഗ്രേഡേഷൻ, ഡീജനറേഷൻ","சிதைவு, சிதைவு, சிதைவு, சிதைவு"
ഊർജ്ജ വിസർജ്ജനം,ஆற்றல் சிதறல்
ശത്രുതാപരമായ പുനർനിക്ഷേപം,விரோதமான மறு முதலீடு
കപ്പാസിറ്റൻസ് വോൾട്ടേജ്,கொள்ளளவு மின்னழுத்தம்
"അപചയം, അധഃപതനം, അപചയം","degradation, degradation, degradation"
"ഷാഡോ ബാൻഡ്, അപൂർവ ബാൻഡ്","நிழல் பட்டை, அரிய இசைக்குழு"
"ബിരുദം, ബിരുദം, ബിരുദം, ബിരുദം, അളവ്, മാഗ്നിറ്റ്യൂഡ്, ന്യൂമറേറ്റർ","பட்டம், பட்டம், பட்டம், பட்டம், அளவு, அளவு, எண்"
ആംഗ്ലർ മോഡുലസ്,கோணல் மாடுலஸ்
കൃത്യതയുടെ അളവ്,துல்லியத்தின் அளவு
അഗ്രഗേഷൻ വോളിയം,திரட்டல் அளவு
ഏകാഗ്രത-വോളിയം,செறிவு-தொகுதி
"അശുദ്ധി-അളവ്, അശുദ്ധി അംശം","தூய்மை-அளவு, தூய்மையற்ற பின்னம்"
ഡിസോസിയേഷൻ അളവ്,விலகல் அளவு
സമൃദ്ധി മോഡുലസ്,செழிப்பு மாடுலஸ்
"സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം, സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം","சுதந்திரத்தின் அளவு, சுதந்திரத்தின் அளவு"
അയോണൈസേഷന്റെ അളവ്,அயனியாக்கம் அளவு
മോഡുലേഷന്റെ അളവ്,பண்பேற்றத்தின் அளவு
അസ്വസ്ഥത,மனம் கலங்கிய நிலை
ധ്രുവീകരണത്തിന്റെ വ്യാപ്തി,துருவமுனைப்பு அளவு
കൃത്യതയുടെ അളവ്,துல்லியத்தின் அளவு
ക്രമരഹിതത-അളവ്,சீரற்ற தன்மை-அளவு
dehumidification,ஈரப்பதமாக்குதல்
"വിവിമാൻ, വൈബർഫാൻ","விவிமேன், வைபர்ஃபன்"
ഡീയോണൈസേഷൻ സർക്യൂട്ട് ബ്രേക്കർ,டீயோனைசேஷன் சர்க்யூட் பிரேக்கர்
ഡീയോണൈസേഷൻ,டீயோனைசேஷன்
ഡീയോണൈസേഷൻ സാധ്യത,டீயோனைசேஷன் திறன்
ഡീയോണൈസേഷൻ നിരക്ക്,டீயோனைசேஷன் விகிதம்
ഡീയോണൈസേഷൻ കാലഘട്ടം,டீயோனைசேஷன் காலம்
deionizing ഗ്രിഡ്,deionizing கட்டம்
ഡീയോണൈസേഷൻ സാധ്യത,டீயோனைசேஷன் திறன்
ഡീയോണൈസർ,டீயோனைசர்
decapoise (യൂണിറ്റ്),சிதைவு (அலகு)
ഡെകാട്രോൺ,டெகாட்ரான்
ഡെൽ ഓപ്പറേറ്റർ,டெல் ஆபரேட்டர்
ഡെലബോൺ പ്രിസം,டெலாபோர்ன் ப்ரிஸம்
delaunay പരിക്രമണ മൂലകം,delaunay சுற்றுப்பாதை உறுப்பு
ഓട്ടോമാറ്റിക് ഉച്ചത്തിലുള്ള കൺട്രോളർ വൈകുക,தாமத தானியங்கி ஒலி கட்டுப்படுத்தி
കാലതാമസം കേബിൾ,தாமத கேபிள்
കാലതാമസം സർക്യൂട്ട്,தாமத சுற்று
വികലമാക്കൽ കാലതാമസം,தாமதம் விலகல்
ഡോപ്ലർ മാപ്പിംഗ് വൈകി,தாமதமான டாப்ளர் மேப்பிங்
കാലതാമസം ഘടകം,தாமத உறுப்பு
വൈകിയ ലെൻസ്,தாமதமான லென்ஸ்
കാലതാമസം ലൈൻ,தாமத வரி
കാലതാമസം ലൈൻ മെമ്മറി,தாமத வரி நினைவகம்
കാലതാമസം മൾട്ടിവൈബ്രേറ്റർ,தாமதம் multivibrator
കാലതാമസം ടാങ്ക്,தாமத தொட்டி
കാലതാമസം കാലയളവ്,தாமத காலம்
കാലതാമസം ചക്രം,தாமத சுழற்சி
കാലതാമസം ലൈൻ രജിസ്റ്റർ,தாமத வரி பதிவு
വൈകി ആൽഫ കണിക,தாமதமான ஆல்பா துகள்
വൈകി എ. വി.സി.,தாமதம் ஏ. வி.சி.
വൈകിയ ലാപ്സ് സിഗ്നൽ,தாமதமான லேப்ஸ் சிக்னல்
വൈകിയ ഇവന്റ്,தாமதமான நிகழ்வு
വൈകി വിപ്ലവം,தாமதமான புரட்சி
കാലതാമസം വ്യാപിച്ചു,தாமதமான பரவல்
ഫ്ലൂറസെൻസ് വൈകി,தாமதமான ஒளிரும் தன்மை
വൈകിയ ഗാമാ റേ,தாமதமான காமா கதிர்
വൈകിയ ന്യൂട്രോൺ,தாமதமான நியூட்ரான்
വൈകി ന്യൂട്രോൺ അംശം,தாமதமான நியூட்ரான் பின்னம்
വൈകിയ പ്രോട്ടോൺ,தாமதமான புரோட்டான்
കാലതാമസം വീണ്ടെടുക്കൽ,தாமதமான மீட்பு
സ്കാനിംഗ് വൈകി,தாமதமான ஸ்கேனிங்
വൈകി മടങ്ങിവരവ്,தாமதமாக திரும்புதல்
വൈകിയുള്ള സമന്വയ സിഗ്നൽ,தாமதமான ஒத்திசைவு சமிக்ஞை
വൈകി തോൽവി,தாமதமான தோல்வி
ജ്വലനം റിട്ടാർഡന്റ്,எரிப்பு தடுப்பு
ഡെൽബ്രൂക്ക് സ്കാറ്ററിംഗ്,டெல்புரூக் சிதறல்
വൈദ്യുതചാലകം,மின்கடத்தா
ഡിലിമിറ്റർ,பிரிப்பான்
അതിർത്തി നിർണയം,எல்லை நிர்ணயம்
പ്രാദേശികവൽക്കരണം,உள்ளூர்மயமாக்கல்
പ്രാദേശികവൽക്കരണ ഊർജ്ജം,உள்ளூர்மயமாக்கல் ஆற்றல்
"ഡെൽറ്റ() ആന്റിന, ത്രികോണ ആന്റിന","டெல்டா() ஆண்டெனா, முக்கோண ஆண்டெனா"
ഡെൽറ്റ ബാരിയോൺ,டெல்டா பேரியன்
ഡെൽറ്റ കണക്ഷൻ,டெல்டா இணைப்பு
ഡെൽറ്റ ഇ പ്രഭാവം,டெல்டா ஈ விளைவு
ഡെൽറ്റ പ്രവർത്തനം,டெல்டா செயல்பாடு
ഡെൽറ്റ മെസോൺ,டெல்டா மீசன்
ഡെൽറ്റ മോഡുലേഷൻ,டெல்டா பண்பேற்றம்
ഡെൽറ്റ ഓപ്പറേറ്റർ,டெல்டா ஆபரேட்டர்
ഡെൽറ്റ റേ,டெல்டா கதிர்
ഡെൽറ്റ റേ കണക്കുകൂട്ടൽ,டெல்டா கதிர் கணக்கீடு
ഡെൽറ്റ-ആന്റിന,டெல்டா ஆண்டெனா
Zelta Y പരിവർത്തനം,Zelta Y மாற்றம்
ഡെൽറ്റ പൊരുത്തപ്പെടുന്ന ഇം‌പെഡൻസ് ആന്റിന,டெல்டா பொருத்தப்பட்ட மின்மறுப்பு ஆண்டெனா
ഡെൽറ്റ പൊരുത്തപ്പെടുത്തൽ,டெல்டா பொருத்தம்
ഡെൽറ്റിക് (ഡിലേ ലൈൻ കോൾ തിരക്ക്),டெல்டிக் (தாமத வரி அழைப்பு நெரிசல்)
"ത്രികോണ അഷ്ടഹെഡ്രോൺ, ഡെൽറ്റോഹെഡ്രോൺ","முக்கோண எண்முகம், டெல்டோஹெட்ரான்"
ഇംപെല്ലർ സിസ്റ്റം,தூண்டுதல் அமைப்பு
demagnetization,demagnetization
demagnetization കോഫിഫിഷ്യന്റ് സ്പെക്ട്രം,demagnetization குணகம் ஸ்பெக்ட்ரம்
demagnetization ഘടകം,demagnetization காரணி
demagnetize,demagnetize
demagnetizer,காந்தமாக்கி
demagnetization സോൺ,demagnetization மண்டலம்
"പിരിച്ചുവിടൽ, ലിക്വിഡേഷൻ","கலைத்தல், கலைத்தல்"
"മങ്ങിയ പ്രഭാവം, പ്രകാശ-വ്യാപന പ്രഭാവം","மங்கலான விளைவு, ஒளி-பரவல் விளைவு"
demodulation,டிமாடுலேஷன்
demodulator,demodulator
മാക്സ്വെല്ലിന്റെ ഭൂതം,மாக்ஸ்வெல்லின் பேய்
"വേർപെടുത്താവുന്ന, വേർപെടുത്താവുന്ന","பிரிக்கக்கூடிய, பிரிக்கக்கூடிய"
വേർപെടുത്താവുന്ന ട്യൂബ്,பிரிக்கக்கூடிய குழாய்
ഡെംപ്സ്റ്റർ മാസ് സ്പെക്ട്രോഗ്രാഫർ,டெம்ப்ஸ்டர் மாஸ் ஸ்பெக்ட்ரோகிராஃபர்
ഡെംപ്സ്റ്റർ രീതി,டெம்ப்ஸ்டர் முறை
രൂപഭേദം വരുത്തുന്നു,சிதைக்கும்
ദെനെബ്,டெனெப்
ഡെനെബോള (രണ്ടാം സിംഹം),டெனெபோலா (இரண்டாம் சிங்கம்)
നിയുക്ത നമ്പർ,நியமிக்கப்பட்ட எண்
ഇടതൂർന്ന തിരക്ക്,அடர்த்தியான நெரிசல்
തീവ്രമായ എയർ റഫ്രിജറേഷൻ സൈക്കിൾ,தீவிர காற்று குளிர்பதன சுழற்சி
ഡെൻസിമീറ്റർ,அடர்த்திமானி
"ഡെൻസിറ്റോമീറ്റർ, കറുപ്പ് ഡെൻസിറ്റോമീറ്റർ","அடர்த்திமானி, கருமை அடர்த்திமானி"
ഡെൻസിറ്റോമെട്രിക് താരതമ്യം,டென்சிடோமெட்ரிக் ஒப்பீட்டாளர்
കറുപ്പ് ഡെൻസിറ്റോമീറ്റർ റെക്കോർഡ്,கருமை அடர்த்தி அளவி பதிவு
"സാന്ദ്രത, സാന്ദ്രത","அடர்த்தி, அடர்த்தி"
സാന്ദ്രത കുപ്പി,அடர்த்தி பாட்டில்
സാന്ദ്രത പ്രഭാവം,அடர்த்தி விளைவு
സാന്ദ്രത പ്രവർത്തനം,அடர்த்தி செயல்பாடு
സാന്ദ്രത ഗേജ്,அடர்த்தி அளவுகோல்
സാന്ദ്രത സൂചകം,அடர்த்தி காட்டி
സാന്ദ്രത നിയമം,அடர்த்தி சட்டம்
സാന്ദ്രത മാട്രിക്സ്,அடர்த்தி அணி
സാന്ദ്രത മോഡുലേഷൻ,அடர்த்தி பண்பேற்றம்
വിതരണ സാന്ദ്രത,விநியோக அடர்த்தி
വൈദ്യുതകാന്തിക ആവേഗത്തിന്റെ സാന്ദ്രത,மின்காந்த உந்தத்தின் அடர்த்தி
ഊർജ്ജ നില സാന്ദ്രത,ஆற்றல் மட்டத்தின் அடர்த்தி
ആകാശത്തിലെ ദ്രവ്യത്തിന്റെ സാന്ദ്രത,வானத்தில் உள்ள பொருளின் அடர்த்தி
കറുപ്പ് സാന്ദ്രത,கருமை அடர்த்தி
സ്ഥാന സാന്ദ്രത,நிலை அடர்த்தி
സാന്ദ്രത തരംഗ സിദ്ധാന്തം,அடர்த்தி அலை கோட்பாடு
ഡെന്റൽ വിഭവങ്ങൾ,பல் உணவுகள்
ദന്ത സ്പർശനം,பல் தொடுதல்
ആശ്രിതത്വം,சார்பு
ആശ്രിത സംഭവം,சார்ந்த நிகழ்வு
വിസരണം,சிதறல்
"ഡിസ്റ്റിലേറ്റ് റിഫൈനർ, ഡിസ്റ്റിലർ","காய்ச்சி சுத்திகரிப்பான், வடிப்பான்"
"അവശിഷ്ട അംശം, അവശിഷ്ട അംശം","வேகமான பின்னம், வீழ்படிந்த பின்னம்"
പെയ്യുക,வீழ்படிவு
അവശിഷ്ടമായ യുറേനിയം,துரிதப்படுத்தப்பட்ட யுரேனியம்
മൂല്യത്തകർച്ച നില,தேய்மான நிலை
മൂല്യത്തകർച്ച ലെവൽ ഹോൾഡിംഗ്,தேய்மான நிலை ஹோல்டிங்
ശോഷണ മേഖല,குறைப்பு பகுதி
ശോഷണ മേഖല,குறைப்பு மண்டலம்
മൂല്യത്തകർച്ച അമോർട്ടൈസേഷൻ,தேய்மானம் தேய்மானம்
ഡ്രോപ്പ് ലെവൽ ട്രാൻസിസ്റ്റർ,டிரான்சிஸ்டர் டிரான்சிஸ்டர்
ഫീൽഡ് ഇഫക്റ്റ് ട്രാൻസിസ്റ്റർ കുറയുന്നു,டிமினிஷிங் ஃபீல்ட் எஃபெக்ட் டிரான்சிஸ்டர்
പകർച്ച,பரவும் முறை
ഡിപോളറൈസേഷൻ,டிப்போலரைசேஷன்
ഡിപോളറൈസേഷൻ കോഫിഫിഷ്യന്റ്,டிபோலரைசேஷன் குணகம்
ഡിപോളറൈസേഷൻ ഘടകം,டிபோலரைசேஷன் காரணி
ഡിപോളറൈസേഷൻ സോൺ,டிப்போலரைசேஷன் மண்டலம்
ഡിപോളറൈസേഷൻ അനുപാതം,டிபோலரைசேஷன் விகிதம்
ഡിപോളറൈസ്ഡ്,துருவப்படுத்தப்பட்டது
ഡിപോളറൈസർ,டிபோலரைசர்
നിക്ഷേപത്തിന്റെ അളവ്,வைப்பு அளவு
ഡിപ്പോസിഷണൽ അവശിഷ്ട കാന്തികവൽക്കരണം,படிவு எஞ்சிய காந்தமாக்கல்
"അണ്ടർവാട്ടർ ബോംബ്, അണ്ടർവാട്ടർ സ്‌ഫോടകവസ്തു","நீருக்கடியில் வெடிகுண்டு, நீருக்கடியில் வெடிபொருள்"
വ്യത്യസ്ത തീവ്രത സൂചകം,மாறுபட்ட தீவிரத்தன்மை காட்டி
ഗ്രൗണ്ട് വോള്യം,தரை அளவு
ഗ്രൗണ്ട് മാഗ്നിഫിക്കേഷൻ,தரையில் உருப்பெருக்கம்
പ്രതിരോധം തീവ്രത,எதிர்ப்பு தீவிரம்
"ഫീൽഡിന്റെ ആഴം, ഫീൽഡിന്റെ തീവ്രത","புலத்தின் ஆழம், புலத்தின் தீவிரம்"
ഫോക്കസ് ഡെപ്ത്,கவனம் ஆழம்
മോഡുലേഷന്റെ അളവ്,பண்பேற்றத்தின் அளவு
കുറഞ്ഞ സ്കോർ,குறைந்த மதிப்பெண்
റേറ്റിംഗ് കുറയുന്ന വക്രം,மதிப்பீடு குறையும் வளைவு
"ഉരുത്തിരിഞ്ഞ പോളറോഗ്രാം, ഉരുത്തിരിഞ്ഞ ധ്രുവഗ്രാം","பெறப்பட்ட போலரோகிராம், பெறப்பட்ட போலரோகிராம்"
പദോൽപ്പത്തി,சொற்பிறப்பியல்
ഉരുത്തിരിഞ്ഞ സംഭവം,பெறப்பட்ட நிகழ்வு
ലഭിച്ച നമ്പർ,பெறப்பட்ட எண்
ഉരുത്തിരിഞ്ഞ അളവ്,பெறப்பட்ட அளவு
ഉരുത്തിരിഞ്ഞ സെറ്റ്,பெறப்பட்ட தொகுப்பு
ഉരുത്തിരിഞ്ഞ യൂണിറ്റ്,பெறப்பட்ட அலகு
ആർദ്രോയിഡ്,ஆர்த்ராய்டு
daryajin നമ്പർ,தர்யாஜின் எண்
ശൂന്യമായ പ്രതീകങ്ങൾ,செறிவூட்டப்பட்ட எழுத்துக்கள்
അപൂരിത റൂട്ട്,செறிவூட்டப்பட்ட வேர்
ദേസൗട്ടി സേതു,தேசூட்டி சேது
ഡക്കാർട്ടെയുടെ ഭരണം,டகார்ட்டின் விதி
ഡെസ്കാർട്ടിന്റെ അപവർത്തന നിയമം,டெஸ்கார்ட்டின் ஒளிவிலகல் விதி
"ഇറക്കം, ഇറക്കം","இறங்குதல், இறங்குதல்"
അവരോഹണ ഉപവ്യാപാരം,இறங்கு துணை வர்த்தகம்
ഇറക്കം ഡ്രോപ്പ്,வம்சாவளி வீழ்ச்சி
അവരോഹണ ക്രമം,இறங்கு வரிசை
അവരോഹണ ശ്രേണി,இறங்கு வரம்பு
"ഇറക്കം, ഇറക്കം","இறங்குதல், இறங்குதல்"
അവരോഹണ പാത,இறங்கு பாதை
ഡെസ്കാർട്ട് റേ,டெகார்ட் கதிர்
പദഭാഗം,வார்த்தை பத்தி
"വിവരിക്കുക, വരയ്ക്കുക, നിർമ്മിക്കുക","விவரிக்க, வரைய, கட்ட"
ഡിനോമിനേറ്റർ,வகுக்கும்
"രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എഡി.), രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എൻ.)","வடிவமைக்க, வடிவமைக்க, வடிவமைக்க (எட்.), வடிவமைக்க, வடிவமைக்க (என்.)"
ഡിസൈൻ പേപ്പർ,வடிவமைப்பு காகிதம்
ഡിസൈൻ നിലവാരം,வடிவமைப்பு தரம்
ഡിസൈൻ സ്പെസിഫിക്കേഷൻ,வடிவமைப்பு விவரக்குறிப்பு
പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന,சோதனை வடிவமைப்பு
delander പട്ടിക,delander அட்டவணை
നിശ്ശബ്ദം,அமைதி
ഡിസ്ട്ര്യൂ പ്രഭാവം,டெஸ்ட்ரூ விளைவு
നശീകരണ സർക്യൂട്ട്,அழிவு சுற்று
നശീകരണ രേഖ,அழிவு கோடு
നാശം,அழிவு
ദുരന്തം,பேரழிவு
വിനാശകരമായ ഇടപെടൽ,அழிவு குறுக்கீடு
"ബ്രേക്കിംഗ് ടെസ്റ്റ്, വിനാശകരമായ പരീക്ഷണം","உடைக்கும் சோதனை, அழிவுச் சோதனை"
വിനാശകരമായ പരീക്ഷണം,அழிவு சோதனை
വേർതിരിക്കാവുന്ന ആനോഡ്,பிரிக்கக்கூடிய நேர்மின்முனை
വേർതിരിക്കൽ ഗുണകം,பிரிப்பு குணகம்
ഒറ്റപ്പെട്ട സ്ട്രോക്ക്,தனிமைப்படுத்தப்பட்ட பக்கவாதம்
ഒറ്റപ്പെട്ട ഷോക്ക് തരംഗം,தனிமைப்படுத்தப்பட்ட அதிர்ச்சி அலை
വിവരണ കോൺട്രാസ്റ്റ് അനുപാതം,விளக்கம் மாறுபாடு விகிதம்
"എലബോറേറ്റ് ബാലൻസ്, സാംഗോപാംഗി ബാലൻസ്","விரிவான இருப்பு, சங்கோபாங்கி இருப்பு"
വിശാലമായ സിദ്ധാന്തം,பரந்த கோட்பாடு
"തിരിച്ചറിയൽ, ഡിറ്റക്ടർ","அடையாளம், கண்டறிதல்"
കണ്ടെത്തൽ ഗുണകം,கண்டறிதல் குணகம்
പിശക് കണ്ടെത്തൽ,பிழை கண்டறிதல்
ഡിറ്റക്ടീവ് ശ്രവണസഹായികൾ,துப்பறியும் செவிப்புலன் கருவிகள்
ഡിറ്റക്ടർ ബാലൻസ്ഡ് ബയസ്,டிடெக்டர் சமப்படுத்தப்பட்ட சார்பு
നിർണ്ണായക ഘടന,நிர்ணயிக்கும் கட்டமைப்பு
നിർണായകവാദം,நிர்ணயவாதம்
നിർണ്ണായക സമവാക്യം,தீர்மானிக்கும் சமன்பாடு
ദൃഢനിശ്ചയം,உறுதியை
നിശ്ചയിച്ചു,தீர்மானிக்கப்பட்டது
നിർണ്ണയിക്കാൻ,தீர்மானிக்க
നിർദ്ദേശിച്ച ശരീരം,பரிந்துரைக்கப்பட்ட உடல்
