English,Bengali
Dual slope conversion,ডাইপোল পরিবর্তন
Dual tracking voltage regulator,ডবল অনুসরণ ভোল্টেজ নিয়ামক
Duality,দ্বৈততা
Dual-m-line,ডবল সারিবদ্ধ
Dummy antenna,নীরব অ্যান্টেনা
Duplex transmission,ডুপ্লেক্স ট্রান্সমিশন
Duty cycle,ইউটিলিটি অনুপাত
Duty cycle modulation,ইউটিলিটি অনুপাত মড্যুলেশন
DV-25 connector,dB-25 সংযোগকারী
Dwell time,আবাস
Dynamic characteristic,গতিশীল বৈশিষ্ট্য
Dynamic characteristic,গতিশীল বৈশিষ্ট্য
Dynamic current,গতিশীল বর্তমান
Dynamic impedance,গতিশীল প্রতিবন্ধকতা
Dynamic load line,"গতিশীল লোড লাইন, লোড লাইন"
Dynamic memory,গতিশীল মেমরি
Dynamic memory cell,পরিবর্তনশীল মেমরি সেল
Dynamic memory refresh,গতিশীল মেমরি রিফ্রেশার
Dynamic MOS invertor,ডাইনামিক মাউস ইনভার্সন
Dynamic RAM,ডাইনামিক RAM ডাইনামিক RAM
Dynamic range,গতিশীল পরিসীমা
Dynamic resistance,গতিশীল প্রতিরোধের
Dynamic shift register,গতিশীল স্থানচ্যুতি রেজিস্টার
Dynamic testing,গতিশীল পরীক্ষা
Dynamic video random access memory  (DVRAM),ডায়নামিক ভিডিও র্যান্ডম অ্যাক্সেস মেমরি (DVRAM)
Dynamo,ডায়নামো
Dynamometer,ডায়নামোমিটার
Dynatron oscillator,ডিনিট্রন অসিলেটর
Early effect,"প্রারম্ভিক প্রভাব, প্রাথমিক প্রভাব"
EAROM (electrically alternate ROM),e a রম
Earth,পৃথিবী সংযোগ
Earth station,গ্রাউন্ড স্টেশন
Ebers-Moll-equation,Ebers-Moul-Equation
Ebers-Moll-Model,Ebers-Maul-Model
Echo,প্রতিধ্বনি
Echo suppressor,বিরোধী প্রতিধ্বনি
Eddy current,এডি কারেন্ট
Edge connector,স্ট্র্যান্ড সংযোগকারী
Edge detector,কোর ডিটেক্টর
Edge trigger flip flop,কোর ট্রিগার ফ্লিপ ফ্লপ
Edge -triggered latch,কোর ট্রিগার ল্যাচ
Edison effect,এডিসন প্রভাব
Editor,সম্পাদক
Effective area,কার্যকর এলাকা
Effective current,কার্যকর বর্তমান
Effective earth radius,কার্যকর স্থল ব্যাসার্ধ
Effective height,কার্যকর উচ্চতা
Effective length,কার্যকর দৈর্ঘ্য
Effective mass,কার্যকর ভর
Effective radiated power,কার্যকর বিকিরণ শক্তি
Effective voltage,কার্যকর ভোল্টেজ
Efficiency,দক্ষতা
EFP ROM,ই.ই.পি. রম
Eiconal equation,আইকনাল সমীকরণ
Elastance,বিপরীত ক্যাপাসিট্যান্স
E-layer,ই-স্তর
Electric current,বিদ্যুত্প্রবাহ
Electric field,বৈদ্যুতিক ক্ষেত্র
Electric field strength,বৈদ্যুতিক ক্ষেত্রের তীব্রতা
Electric line of force,বৈদ্যুতিক কারেন্ট লাইন
Electric potential,বৈদ্যুতিক সম্ভাব্য
Electric shock,ইলেক্ট্রোকশন
Electric solder,ইলেক্ট্রো-সোল্ডার
Electric wave,বৈদ্যুতিক তরঙ্গ
Electrical length,বৈদ্যুতিক দৈর্ঘ্য
Electrical power,বৈদ্যুতিক শক্তি
Electricity,বিদ্যুৎ
Electro cardiograph (ECG),ইসিজি
Electro dynamometer,বৈদ্যুতিক ডায়নামো মিটার
Electrode,ইলেক্ট্রোড
Electrode current,ইলেক্ট্রোড বর্তমান
Electroluminescence,ইলেক্ট্রোলুমিনেসেন্স
Electroluminescent display,ইলেক্ট্রোলুমিনেসেন্ট ডিসপ্লে
Electrolysis,গ্যালভানিক বিচ্ছিন্নতা
Electrolyte,ইলেক্ট্রোলাইট
Electrolytic capacitor,তড়িৎ - ধারক
Electrolytic capacitor,তড়িৎ - ধারক
Electromagnet,ইলেক্ট্রোম্যাগনেট
Electromagnetic energy,ইলেক্ট্রোম্যাগনেটিক শক্তি
Electromagnetic induction,ইলেক্ট্রোম্যাগনেটিক আনয়ন
Electromagnetic interference (EMI),"ইলেক্ট্রোম্যাগনেটিক ইন্টারফারেন্স, ইএমআই"
Electromagnetic spectrum,ইলেক্ট্রোম্যাগনেটিক বর্ণালী
Electromagnetic waves,ইলেক্ট্রোম্যাগনেটিক তরঙ্গ
Electromagnetism,তড়িৎচুম্বকত্ব
Electromechanical filter,ইলেক্ট্রো মেকানিক্যাল ফিল্টার
Electrometer,ইলেক্ট্রোমিটার
Electromotive force,তড়িচ্চালক বল
Electron,ইলেকট্রন
Electron beam,ইলেক্ট্রন মরীচি
Electron charge,ইলেকট্রন চার্জ
Electron emission,ইলেকট্রন নির্গমন
Electron flow,ইলেকট্রন প্রবাহ
Electron gas,ইলেকট্রন গ্যাস
Electron gun,ইলেকট্রন ডিভাইস
Electron hole pair,ইলেকট্রন গর্ত জোড়া
Electron microscope,ইলেকট্রন - অণুবীক্ষণ যন্ত্র
Electron orbit,ইলেকট্রন কক্ষপথ
Electron shell,ইলেকট্রন শেল
Electron volt,ইলেকট্রন ভোল্ট
Electron wave tube,ইলেক্ট্রন তরঙ্গ নল
Electronic charge,ইলেকট্রনিক চার্জ
Electronic data interchange (EDI),ইলেকট্রনিক ডেটা স্ট্রেস
Electronic data processing (EDP),ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
Electronic key,ইলেকট্রনিক কী
Electronic mail (E-mail),ইলেকট্রনিক মেইল (ই-মেইল)
Electronic mass,ইলেকট্রনিক ভর
Electronic numerical,ইলেকট্রনিক সংখ্যাসূচক
Electronic switching,ইলেকট্রনিক সুইচিং
Electronic voltmeter,ইলেকট্রনিক ভোল্টমিটার
Electronically tuned receiver (ETR),ইলেকট্রনিকভাবে টিউন করা রিসিভার
Electronics industry association (EIA),ইলেকট্রনিক্স শিল্প সমিতি
Electroplating,ইলেক্ট্রোপ্লেটিং
Electroscope,ইলেক্ট্রোস্কোপ
Electrostatic deflection,তড়িৎচুম্বকত্ব
Electrostatic flux,ইলেক্ট্রোস্ট্যাটিক প্রবাহ
Electrostatic shield,ইলেক্ট্রোস্ট্যাটিক সংরক্ষণকারী
Element,উপাদান
Elevation,আপগ্রেড
Elevation angle,অগ্রগতি কোণ
Ellipsodial reflector,উপবৃত্তাকার প্রতিফলক
Elliptical filter,উপবৃত্তাকার ফিল্টার
Elliptical polarisation,উপবৃত্তাকার মেরু
Embedded system,এমবেডেড সিস্টেম
EMCDIC code,অ্যাবসিডিক কোড
Emitter,নির্গতকারী
Emitter bias configuration,ইমিটার ওরিয়েন্টেশন কনফিগারেশন
Emitter bypass capacitor,ইমিটার বাইপাস ক্যাপাসিটর
Emitter characteristics,নির্গত বৈশিষ্ট্য
Emitter coupled amplifier,ইমিটার যুগল পরিবর্ধক
Emitter diffusion,বিকিরণকারী প্রসারণ
Emitter follower,ইমিটার ট্রেলিং
Emitter resister,বিকিরণকারী প্রতিরোধক
Emitter stabilized bias configuration,ইমিটার স্থিতিশীল অভিযোজন কনফিগারেশন
Emitter-base junction,ইমিটার বেস জংশন
Emitter-coupled logic (ECL),"emitter যুগল যুক্তি, ECL"
Emulator,যান্ত্রিক
Enable,সক্ষম
Encapsulation,encapsulation
Encoder,কোডিত্র
Encryption,জোড়া লাগানো
End around carry,বৃত্তাকার লাভ
End of conversion (EOC),রূপান্তর
End of file (EOF),পদ্ধতিগত
End-around shift,বৃত্তাকার স্থানচ্যুতি
End-fire antenna,অনুদৈর্ঘ্য অ্যান্টেনা
End-fire arrays,অনুদৈর্ঘ্য অ্যারে
Energy,শক্তি
Energy band,শক্তি বার
Energy gap,ব্যান্ড ফাঁক
Energy level,শক্তি স্তর
Energy level diagram,শক্তি স্তরের চিত্র
Enhanced expanded memory specification (EEMS),বর্ধিত প্রসারিত ভর স্পেসিফিকেশন
Enhanced graphics adapter (EGA),বর্ধিত নিবন্ধ নিবন্ধক
Enhancement,বৃদ্ধি
Enhancement type,বৃদ্ধি প্যাটার্ন
Enhancement typeMOSFET,উন্নত Mosfet
Entropy,এনট্রপি
Envelope demodulator,খাম demodulator
Environment,পরিবেশ
Epitaxial growth,"এপিটাক্সি বৃদ্ধি, আরোহী বৃদ্ধি"
Epitaxial layer,"epitracheal স্তর, আরোহী স্তর"
Epitaxy,"epitaxy, overriding"
Epoxy-fiber glass laminate,epoxy-ফাইবার গ্লাস স্তর
EPROM,ইপি-রম
Epsilon,epsilon
Equalisation,সমতা
Equalising circuit,সমীকরণ সার্কিট
Equality,সমতা
Equalization,সমীকরণ
Equalizer filter,ইকুয়ালাইজার ফিল্টার
Equation,সমীকরণটি
Equatorial plane,নিরক্ষীয় সমতল
Equipotential line,আইসোপোটেনশিয়াল লাইন
Equipotential surface,সমতুল্য পৃষ্ঠা
Equivalent circuit,সমতুল্য সার্কিট
Equivalent input noise generator,সমতুল্য ইনপুট নয়েজ জেনারেটর
Equivalent input noise resistance,সমতুল্য ইনপুট শব্দ প্রতিরোধের
Equivalent isotropic radiated power (ETRP),সমতুল্য আইসোটোপিক বিকিরণ শক্তি
Erase,মুছে ফেলা
Ergodic process,শক্তি প্রক্রিয়া
Error control coding,ত্রুটি নিয়ন্ত্রণ কোডিং
Error correcting code,ত্রুটি সংশোধন কোড
Error detecting code,ত্রুটি সনাক্তকরণ কোড
Error handling,শিল্প খাত
Error rate,ত্রুটি হার
Error voltage,ত্রুটি ভোল্টেজ
Error amplifier,ত্রুটি পরিবর্ধক
ESAKI diode,ইসাকি ডায়োড
Etching,এচিং
Ethernet,ইথারনেট
Euler's Theorem,অয়লারের উপপাদ্য
Evanescent mode,প্রশস্ততা হ্রাস মোড
Evaporation process,বাষ্পীভবন প্রক্রিয়া
E-vector,ই-ভেক্টর
Even parity,সমতা
Exception handling,ব্যতিক্রম হ্যান্ডলিং
Excess noise ratio (ENR),অতিরিক্ত শব্দ অনুপাত
Excess-3-code,ট্রিপল কোড
Excitation table,উদ্দীপনা টেবিল
Exclusive-OR-gate,ইকো XOR গেট
Executions software,এক্সিকিউশন সফটওয়্যার
Executions speed,মৃত্যুদন্ড সরানো
Executions time,সঞ্চালনের সময়
EX-NOR gate (exclusive NOR),এক্সক্লুসিভ নর গেট
Expander,সম্প্রচারক
Exponential decay,সূচকীয় ক্ষয়
Exponential diode,সূচকীয় ডায়োড
Exponential fourier series,সূচকীয় ফুরিয়ার সিরিজ
Exponential function,ব্যাখ্যামূলক কাজ
External frequency compensation,বাহ্যিক ফ্রিকোয়েন্সি প্রতিরোধের
Extremely high frequency (EHF),খুব উচ্চ ফ্রিকোয়েন্সি
Extremely high tension (EHT),উচ্চ সম্ভাবনা
Extremely low frequency (ELF),খুব সংক্ষিপ্ত ফ্রিকোয়েন্সি
Extrinsic semiconductor,দুর্ভেদ্য অর্ধপরিবাহী
F.O. (opening a file),খোলা ফাইল
Fabrication of semiconductor,সেমিকন্ডাক্টর ফ্যাব্রিকেশন
Fabry-pirot resonator,ফ্যাব্রি পারো রেজোনেটর
Face,প্যানেল
Factor,গুণক
Factorial,ফ্যাক্টোরিয়াল
Fade out,lacunae
Fading,ক্ষয়
Fading,ক্ষয়
FAHY simplex permeability meter,ফাহি একতরফা ব্যাপ্তিযোগ্যতা পরিমাপক
Failure,ব্যর্থতা
Failure mode,ব্যর্থ মোড
Failure rate,ব্যর্থতার হার
Fair child semiconductors,ফেয়ার চাইল্ড সেমিকন্ডাক্টর
Fall time,পতনের সময়কাল
Falling clock edge,পাতি কালাদ কোর
Falling edge,প্যাট কোর
Fallout,পতন
FALSE,মিথ্যা
Fan fold paper,ভাঁজ করা কাগজ
Fan-in,ইনপুট
Fan-out,সংস্করণ সংখ্যা
Farad,ফরাদ
Faraday effect,ফ্যারাডে প্রভাব
Faraday rotation,ফ্যারাডে ঘূর্ণন
Faraday screen,ফ্যারাডে পর্দা
Faraday's constant,ফ্যারাডে ধ্রুবক
Faraday's law,ফ্যারাডে এর আইন
Facsimile,প্রতিরূপ
Facsimile receiver,প্রতিরূপ রিসিভার
Facsimile transmitter,প্রতিরূপ যোগাযোগকারী
Facsinite,প্রতিরূপ
Facsinite signal,প্রতিলিপি সংকেত
Fast edge,ধারালো কোর
Fast fourier transform,দ্রুত ফোরিয়ার রূপান্তর
Fast recovery rectifier,জাহাজের রসিদ দিনকারি
FAT (file allocation table),ফাইল বরাদ্দের সময়সূচী
Fatal error,মারাত্মক ত্রুটি
Father file,মূল ফাইল
Fau-in,ইনপুট
Fault,"দোষ, দোষ"
Fault analysis,দোষ বিশ্লেষণ
Fault grading,ফল্ট রেটিং
Fault localization,দোষ স্থানীয়করণ
Fault localizing bridge,দোষ স্থানীয় সেতু
Fault node toggle,ফল্ট ফিল্টার টগল
Fault tolerance,পতন সহনশীলতা
Fauo's alogrithm,ফ্যানোর অ্যালগরিদম
Fau-out,সংস্করণ সংখ্যা
Fau-out tree,ইস্যু নম্বর গাছ
Fax,ফ্যাক্স
Fc (combining file),ফাইল সংমিশ্রণ
F-connector,F সংযোগকারী
FDM (frequency division multiplexer),ফ্রিকোয়েন্সি বিভাগ মাল্টিপ্লেক্সার
FEC code,FEC কোড
Federal communications commission (FCC),ফেডারেল কমিউনিকেশনস কমিশন
Feedback loop gain,পুনঃবিনিয়োগ লুপ লাভ
Feebly magnetic material,ক্ষয়প্রাপ্ত চৌম্বকীয় উপাদান
Feed,ইনপুট
Feed back gain,পুনঃবিনিয়োগ ফলন
Feed through loss,ভরণপোষণ ক্ষতি
Feedback,পুনঃবিনিয়োগ
Feedback amplifier,পুনঃবিনিয়োগ পরিবর্ধক
Feedback amplifier distortion,পুনঃপ্রবর্তন বিকৃতি
Feedback block diagram,পুনর্বিনিয়োগ ব্লক চিত্র
Feedback current diagram,পুনঃবিনিয়োগ স্ট্রীম চিত্র
Feedback loop,পুনঃস্থাপন লুপ
Feedback oscillator,পুনঃবিনিয়োগ অসিলেটর
Feedback racing,পুনঃবিনিয়োগের দৌড়
Feedback shift-register,পুনর্বিনিয়োগ স্থানচ্যুতি নিবন্ধন
Feedback theory diagram,পুনঃবিনিয়োগ নীতির চিত্র
Feedback voltage diagram,পুনঃপ্রবর্তন ভোল্টেজ ডায়াগ্রাম
Fermi level,ফার্মি স্তর
Ferric induction,ফেরিক প্রবর্তক
Ferrite,ফেরাইট
Ferrite antenna,ফেরাইট অ্যান্টেনা
Ferrite bealt,ফেরাইট আগাছা
Ferrite circulator,ফেরাইট স্পিনার
Ferrite isolator,ফেরাইট বিভাজক
Ferrite line width,ফেরাইট লাইন এক্সটেনশন
Ferrite-core transformer,ফেরাইট-কোর ট্রান্সফরমার
Ferro-chrome tape,ফেরো ক্রোম টেপ
Ferromagnetism,ফেরোম্যাগনেটিজম
FET,ভাগ্য
FET (field-effect transistor),ফিল্ড ইফেক্ট ট্রানজিস্টর (FET)
FET amplifier,ফ্যাট বুস্টার
FET complementary symmetry,fret পরিপূরক প্রতিসাম্য
FET depletion mode,চর্বি হ্রাস মোড
FET dual gate,"ভাগ্য দ্বৈত দরজা, দ্বৈত দরজা"
FET enhancement mode,চর্বি বৃদ্ধি মোড
FET frequency response,fret ফ্রিকোয়েন্সি প্রতিক্রিয়া
FET graphical analysis,ফ্যাট গ্রাফিক বিশ্লেষণ
FET input protection,ভাগ্য বিনিয়োগ নিরাপত্তা
FET inverter,চর্বি বিপরীত
FET junction,ভাগ্য চুক্তি
FET MOSFET,চর্বি mosfet
FET trans conductance,চর্বি পরিবাহিতা
Fetch time,ঘুমের সময়
FI (importing a file),ফাইল আমদানি
Fiber,ফাইবার
Fiber connector,ফাইবার সংযোগকারী
Fiber distributed data interface (FDDI),ফাইবার বন্টিত ডেটা ইন্টারফেস
Fiber glass,ফাইবার গ্লাস
Fiber optic link,ফাইবার অপটিক লিঙ্ক
Fiber optics propagation window,ফাইবার অপটিক্স ট্রান্সমিশন উইন্ডো
Fiber photo detector,ফাইবার আলো আবিষ্কারক
Fiber splicing,ফাইবার বন্ধন
Fibonocci numbers,ফিবোনাচি সংখ্যা
Fictitious noise generator,ভার্চুয়াল নয়েজ জেনারেটর
Fidelity of receiver,প্রাপকের বিশ্বস্ততা
Fidelity,জালিয়াতি
Field aiding,এলাকা সাহায্যপ্রাপ্ত
Field effect device,ফিল্ড ইফেক্ট ডিভাইস
Field effect switch,ক্ষেত্র প্রভাব সুইচ
Field effect transistor,ক্ষেত্র কার্যকর ট্রানজিস্টর
Field emission,ক্ষেত্র নির্গমন
Field forward system,সীসা শরীর
Field frequency,ক্ষেত্রের ফ্রিকোয়েন্সি
Field intensity,ক্ষেত্রের তীব্রতা
Field programmable logic array (FPLA),ফিল্ড প্রোগ্রাম লজিক অ্যারে
Field test,ক্ষেত্র পরীক্ষা
Fields cancelling,ক্ষেত্র বাতিল
FIFO memory,ফিফো মেমরি
Figure of merit,দক্ষতা সূচক
File,ফাইল
File backup,ফাইল ফিলার
File command,ফাইল কমান্ড
File server,ফাইল সার্ভার
Film capacitor,স্তর ক্যাপাসিটর
Film type register,স্তর প্রতিরোধক
Filter,ছাঁকনি
Filter characteristic,ফিল্টার বৈশিষ্ট্য
Filter circuit,ফিল্টার সার্কিট
Filter communication data,সংগ্রহ
Filter design,ফিল্টার ডিজাইন
Filter link,যোগাযোগ তথ্য
Filter method,ফিল্টার পদ্ধতি
Filter reconstruction,ফিল্টার পুনর্গঠন
Final assembly,চূড়ান্ত সমাবেশ
Finger print,আঙুলের ছাপ
Finite impulse response filter,সীমাবদ্ধ আবেগপূর্ণ রিপোর্টিং ফিল্টার
Finite parameters,সীমাবদ্ধ পরামিতি
Finite state machine,সসীম রাষ্ট্র মেশিন
Firing angle,ফায়ারিং কোণ
Firmware,ফার্মওয়্যার
First data word,প্রথম চিত্র শব্দ
First order loop,প্রথম আদেশ প্রশ
Fisher loop test,ফিশার লুপ পরীক্ষা
Fixed,ধ্রুবক
Fixed attenuator,স্থায়ী attenuator
Fixed bias,স্থির অভিযোজন
Fixed counter,স্থির ক্যালকুলেটর
Fixed field,নির্দিষ্ট এলাকা
Fixed instruction machine,অ্যাসাইনমেন্ট মেশিন
Fixed timer,নির্দিষ্ট সময় নিয়ামক
Flag,পতাকা
Flange,ফ্ল্যাঞ্জ
Flap attenuator,ফ্ল্যাপ অ্যাটেনুয়েটর
Flash,আভা
Flash converter,উজ্জ্বলতা রূপান্তরকারী
Flashing,flamboyant
Flat bed scanning,সমতল মেঝে স্ক্যানিং
Flat coil,সমতল কুণ্ডলী
Flat file,ফ্ল্যাট ফাইল
Flat filter,সমতল ফিল্টার
Flat pack,ফ্ল্যাট প্যাক
Flat ribbon cable,সমতল পটি তারের
Flat-topped sampling,সমতল শীর্ষ নমুনা
F-layer,F-স্তর
F-layer ionosphere,F-স্তর আয়নোস্ফিয়ার
Fleming,ফ্লেমিং
Fleming and Clinton commutator method,ফ্লেমিং এবং ক্লিনটনের বিচ্যুতি পদ্ধতি
Flicker,ফ্লাটার
Flicker noise,ফ্লটার আওয়াজ
Flicker photometer,ফ্লটার ফটোমিটার
Flip flop,ফ্লিপ ফ্লপ
Flip flop asynchronous input,ফ্লিপ ফ্লপ অ্যাসিঙ্ক্রোনাস বিনিয়োগ
Flip flop characteristic,ফ্লিপ ফ্লপ বৈশিষ্ট্য
Flip flop clock signal,ফ্লিপ ফ্লপ কল সংকেত
Flip flop clocked,ফ্লিপ ফ্লপ টাইমলাইন
Flip flop edge-triggered,ফ্লিপ ফ্লপ কোর-ট্রিগারড
Flip flop J-K triggered,ফ্লিপ ফ্লপ জে কে ট্রিগার
Flip flop latch,ফ্লিপ ফ্লপ ল্যাচ
Flip flop master-slave,ফ্লিপ ফ্লপ মাস্টার-দাস
Flip flop R-S,ফ্লিপ ফ্লপ RS
Flip flop set reset (SR),ফ্লিপ ফ্লপ স্টার্টআপ রিস্টার্ট সেট রিসেট (SR)
Flip flop synchronous input,ফ্লিপ ফ্লপ সিঙ্ক্রোনাস বিনিয়োগ
Float charging,ফ্লোটেশন চার্জ
Floating construction,ভাসা গঠন
Floating gate,ভাসমান গেট
Floating input,অপসারণ
Floating load,সংযোগহীন লোড
Floating supply,সম্পর্কহীন উৎস
Flood lightening,সম্পূর্ণ আলোকসজ্জা
Floppy,ফ্লপি
Floppy disk,ফ্লপি ডিস্ক
Flow,প্রবাহ
Flow chart,ফ্লো চার্ট
Flow diagram,গ্রেডিয়েন্ট ডায়াগ্রাম
Flow direction,প্রবাহ দিক
Flow line,প্রবাহ লাইন
Flow meter,ফ্লোমিটার
FLT-U2 filter,FLT U2 ফিল্টার
Fluctuation dissipation theorem,বহুবচন ক্ষয় উপপাদ্য
Fluid friction damping,তরল ঘর্ষণ স্যাঁতসেঁতে
Fluid level,তরল মেঝে
Fluorescence effect tube,ফ্লুরোসেন্স ইফেক্ট টিউব
Fluorescent,ফ্লুরোসেন্ট
Flutter,ফ্লাটার
Flux density,প্রবাহ ঘনত্ব
Flux gate magnetometer,ফ্লাক্স ডোর ম্যাগনেটোমিটার
Flux linkage,ফ্লাক্স বাঁধাই
Flux meter,"ফ্লাক্স মিটার, ফ্লাক্স মিটার"
Flux soldering,ফ্লাক্স সোল্ডার
Flyback,পাল্টা আঘাত
Flyback high voltage,প্রতিক্রিয়া উচ্চ ভোল্টেজ
Flyback transformer,কাউন্টারকারেন্ট ট্রান্সফরমার
Flywheel effect,আহরণ প্রভাব
FM digital detector,ফ্রিকোয়েন্সি মডুলেশন ডিজিটাল ডিটেক্টর
FM peak detector,ফ্রিকোয়েন্সি মড্যুলেশন পিক ডিটেক্টর
FM phase locked loop detector,এনভেলপড মডুলেশন আর্ট অ্যাডড লুপ ডিটেক্টর
FMVFT (FM voice frequency telegraph),এফএম ভয়েস ফ্রিকোয়েন্সি টেলিগ্রাফ
Focal,ফোকাল
Focus,ফোকাস
Focus camera,ফোকাস ক্যামেরা
Focus error amplifier,ফোকাস ত্রুটি পরিবর্ধক
Focus picture tube,ফোকাস পিকচার টিউব
Focus servo,ফোকাস servo
Focussing and tracking coil,ফোকাস এবং ফলো-আপ
Focussing and tracking system,ফোকাস এবং অনুসরণ শরীর
Foil type guage,ফয়েল-টাইপ গেজ
Foistbreakdown,প্রথম ফাটল
Fold back voltage limiting,ভাঁজ ফিরে ভোল্টেজ লিমিটার
Fold over value,সাদা লাইনের মান
Fold back current limiting,ভাঁজ ব্যাক বর্তমান লিমিটার
Folded architecture,ভাঁজ করা স্থাপত্য
Folded dipole,ভাঁজ ডাইপোল
Folded dipole,ভাঁজ ডাইপোল
Folded element,ভাঁজ করা উপাদান
Follower,অনুগামী
Font for display,ফন্ট প্রদর্শন
Foot print,খাদ্য মুদ্রণ
Forbidden band,নিষিদ্ধ ব্যান্ড
Forbidden gap energy,নিষিদ্ধ শক্তি ফাঁক
Forbidden region,বাধা অঞ্চল
Force,বল
Forced commutator,প্রপালসিভ কনভার্টার
Foreign object,বিদেশী বস্তু
Form factor,ফর্ম ফ্যাক্টর
Form feed,পৃষ্ঠা পূরণ
Formal logic,আনুষ্ঠানিক যুক্তি
Format number,বিন্যাস নম্বর
Fortran,ফরট্রান
Fortuitous distortion,আকস্মিক বিকৃতি
Forward bias,এগিয়ে পক্ষপাত
Forward bias,এগিয়ে পক্ষপাত
Forward biased junction,এগিয়ে পক্ষপাত যুগ্ম
Forward blocking state,ফরোয়ার্ড ব্লকিং অবস্থা
Forward breakdown voltage,ফরোয়ার্ড ব্রেক ভোল্টেজ
Forward error correction,সম্মুখ ভুল সংশোধন
Forward loop gain,সামনে লুপ লাভ
Forward path gain,সামনের রাস্তা লাভ
Forward polarity,অগ্রবর্তী পোলারিটি
Forward trans conductance,সামনের পরিবাহিতা
Forward transist time,ফরওয়ার্ড ট্রানজিট সময়
Foster-Seely discriminator,ফাস্টার সিলি বিবেক্কর
Four bit coding,চারগুণ এনকোডিং
Four inputs,quadrupole
Four state digital transmission,চতুর্ভুজ ডিজিটাল ট্রান্সমিশন
Four terminal network,চতুর্ভুজ নেটওয়ার্ক
Four terminal network,চতুর্মুখী নেটওয়ার্ক
Four tube camera,কোয়াড টিউব ক্যামেরা
Fourier coefficient,ফুরিয়ার সহগ
Fourier integral,ফুরিয়ার ইন্টিগ্রেশন
Fourier inverse,ফুরিয়ার বিপরীত
Fourier series,ফুরিয়ার সিরিজ
Fourier transmission,সংক্রমণ
Fouriertrigonometric series,ফুরিয়ার ত্রিকোণমিতিক সিরিজ
Fourier's theorem,ফুরিয়ার উপপাদ্য
Four-layer device,চারগুণ ডিভাইস
Four-layer diode,চতুর্মুখী ডায়োড
FPP (floating point processor),মোবাইল পয়েন্ট প্রসেসর
FPU/floating point unit,ভাসমান পয়েন্ট ইউনিট
FR (retriever a file),ফাইল প্রতিস্থাপন
Fractional error,ভগ্নাংশ ত্রুটি
Fractional transmissibility,ডিফারেনশিয়াল ট্রান্সমিশন
Frame,ফ্রেম
Frame buffer chip,ফ্রেম বাফার চিপ
Frame capture,ফ্রেম ক্যাপচার
Frame code word,ফ্রেম পাসওয়ার্ড
Frame format,ফ্রেম বিন্যাস
Frame frequency,ফ্রেম ফ্রিকোয়েন্সি
Frame ground,ফ্রেম জমি
Frame synchronising bit,ফ্রেম সিঙ্ক্রোনাস পয়েন্ট
Frame synchronization,ফ্রেম সিঙ্ক্রোনাইজেশন
Frame synchronizing signal,ফ্রেম সিঙ্ক্রোনাস সংকেত
Frank code,ফ্র্যাঙ্ক কোড
Free electron,বিনামূল্যে ইলেকট্রন
Free field,মুক্ত এলাকা
Free running oscillator,বিনামূল্যে চলমান অসিলেটর
Free space impedance,মুক্ত ব্যবধান প্রতিবন্ধকতা
Free space path loss,মুক্ত ব্যবধান
Free-running multivibrator,বিনামূল্যে চলমান multivibrator
Frequency,ফ্রিকোয়েন্সি
Frequency,ফ্রিকোয়েন্সি
Frequency,ফ্রিকোয়েন্সি
Frequency,ফ্রিকোয়েন্সি
Frequency adjacent channel,ফ্রিকোয়েন্সি সংযুক্ত চ্যানেল
Frequency allocation,ফ্রিকোয়েন্সি অ্যাসাইনমেন্ট
Frequency bands,ফ্রিকোয়েন্সি ব্যান্ড
Frequency changer,ফ্রিকোয়েন্সি রূপান্তরকারী
Frequency compensation,ফ্রিকোয়েন্সি ক্ষতিপূরণ
Frequency compensation,ফ্রিকোয়েন্সি ক্ষতিপূরণ
Frequency controlled oscillator,ফ্রিকোয়েন্সি নিয়ন্ত্রিত অসিলেটর
Frequency conversion,ফ্রিকোয়েন্সি রূপান্তর
Frequency demodulation,কম্পাংক একক
Frequency detector,ফ্রিকোয়েন্সি ডিটেক্টর
Frequency deviation,ফ্রিকোয়েন্সি বিচ্যুতি
Frequency deviation,ফ্রিকোয়েন্সি বিচ্যুতি
Frequency discrimination,ফ্রিকোয়েন্সি পার্থক্য
Frequency discriminator,ফ্রিকোয়েন্সি বৈষম্যকারী
Frequency distortion,ফ্রিকোয়েন্সি বিকৃতি
Frequency diversity,ফ্রিকোয়েন্সি বৈচিত্র্য
Frequency divider,ফ্রিকোয়েন্সি বিভাজক
Frequency division multiplexing,মাল্টিপ্লেক্সার ফ্রিকোয়েন্সি বিভাগ
Frequency doubler,ফ্রিকোয়েন্সি দ্বিগুণ
Frequency frogging,ফ্রিকোয়েন্সি স্যুইচিং
Frequency generation,ফ্রিকোয়েন্সি প্রজন্ম
Frequency independent antenna,ফ্রিকোয়েন্সি নির্ভর অ্যান্টেনা
Frequency interface,ফ্রিকোয়েন্সি ইন্টারফেস
Frequencyinterference,ফ্রিকোয়েন্সি হস্তক্ষেপ
Frequency inversion,ফ্রিকোয়েন্সি বিপরীত
Frequency modulation,কম্পাংক একক
Frequency modulation index,ফ্রিকোয়েন্সি মডুলেশন সূচক
Frequency modulator,ফ্রিকোয়েন্সি মডুলেটর
