Tamil,Malayalam
1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு,1. കൃഷി 2. കൃഷി 3. വളർത്തൽ
1.வளம் 2.தயாரிப்பு,1.വിഭവം 2.തയ്യാറെടുപ്പ്
1.குந்தலன் 2.குஞ்சன்,1.കുന്തളൻ 2.കുഞ്ചോൻ
தோரணை,ഭാവം
1. மேல்தோல் 2. க்யூட்டிகல்,1. പുറംതൊലി 2. പുറംതൊലി
1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்,1. പേന 2. മുറിക്കൽ 3. മുറിക്കൽ 4. മുറിക്കൽ 5. മുറിക്കൽ
1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்,1. വിര കോർപ്പസ് 2. സിസ്റ്റ് 3. സിസ്റ്റ് 4. വികലമായ മുഴ 5. നിയോപ്ലാസം
சைட்டோக்ரோம்,സൈറ്റോക്രോം
செல் இணைப்பு,സെൽ കപ്ലിംഗ്
செல் இனப்பெருக்கம்,കോശ പുനരുൽപാദനം
செல் மரபியல்,സെൽ ജനിതകശാസ്ത്രം
சைட்டோபிளாஸ்மிக் பிரிவு,സൈറ്റോപ്ലാസ്മിക് ഡിവിഷൻ
உயிரணு உயிரியல்,സെൽ ബയോളജി
செல் சிதைவு,സെൽ ലിസിസ്
1. சைட்டோமியர் 2. செல் பிரிவு,1. സൈറ്റോമിയർ 2. സെൽ സെഗ്മെന്റേഷൻ
சைட்டோபிளாசம்,സൈറ്റോപ്ലാസം
1. பால்பண்ணை 2. பால்பண்ணை,1. ഡയറി 2. ഡയറി
பால் தொழில்,ക്ഷീര വ്യവസായം
1. அணை 2. வளர்ப்பவர்,1. ഡാം 2. ബ്രീഡർ
நாள் முழுமையான தாவரம்,ദിവസം സമ്പൂർണ്ണ പ്ലാന്റ്
பூக்கும் மறுநாள்,പൂവിടുമ്പോൾ ദിവസം
முழு பூக்கும் மறுநாள்,മുഴുവൻ പൂവിടുമ്പോൾ ഒരു ദിവസം
திறமையின்மை,കാര്യക്ഷമതയില്ലായ്മ
சுண்ணாம்பு நீக்கம்,ഡീകാൽസിഫിക്കേഷൻ
1. அப்புறப்படுத்து 2. அப்புறப்படுத்து,1. ഡിസ്ലോഡ്ജ് 2. ഡിസ്ലോഡ്ജ്
சிதைவு,ക്ഷയം
இலையுதிர்,ഇലപൊഴിയും
1. தசமம் 2. தசம,1. ദശാംശം 2. ദശാംശം
தாழ்வு மனப்பான்மை,അപകർഷത
அனுரன் (மண்),അനുരൻ (മണ്ണ്)
விபுஷ்பன்,വിപുഷ്പൻ
பில்லிங்,ബില്ലിംഗ്
காடழிப்பு,വനനശീകരണം
அவமானம்,അപമാനം
சீரழிவு,തരംതാഴ്ത്തൽ
பகுதி நாள்,ഭാഗം ദിവസം
1. அளவு 2. பகுதி,1. അളവ് 2. ഭാഗം
விலகல்,അപചയം
உமி அகற்றுதல்,തൊണ്ട നീക്കം
உமி அகற்றுதல்,തൊണ്ട നീക്കം
நீரிழப்பு,നിർജ്ജലീകരണം
நீரற்ற,ജലരഹിതമായ
கோரிக்கை,ആവശ്യം
1. டினாட்டரேஷன் 2. பெருக்கல்,1. ഡീനാറ്ററേഷൻ 2. ഗുണനം
கண்டனம்,അപകീർത്തിപ്പെടുത്തൽ
1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்),1. നിക്ഷേപം (മണ്ണ്) 2. നിക്ഷേപം (സാമ്പത്തികശാസ്ത്രം)
வைப்பு,നിക്ഷേപം
1. தேய்மானம் 2. தேய்மானம்,1. മൂല്യത്തകർച്ച 2. മൂല്യത്തകർച്ച
உப்புநீக்கம்,ഉപ്പുനീക്കം
1. நீர் உலர்த்துதல் 2. நீரிழப்பு,1. വെള്ളം ഉണക്കൽ 2. നിർജ്ജലീകരണം
1. வடிவமைப்பு 2. வடிவமைப்பு,1. ഡിസൈൻ 2. ഡിസൈൻ
உலர்,വരണ്ട
கர்னல் அகற்றுதல்,കേർണൽ നീക്കം
இடைக்கணிப்பு,ഡി-ഇന്റർകലേഷൻ
இணைத்தல்,സംയോജനം
1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்,1. ആൺ മഞ്ജരി വേർതിരിച്ചെടുക്കൽ (ചോളം) 2. ബല്ലാർ വേർതിരിച്ചെടുക്കൽ
பல்லார் அல்லது குந்தன் வெட்டுதல்,ബല്ലാർ അല്ലെങ്കിൽ കുന്ദൻ മുറിക്കൽ
தீர்மானிப்பவர்,നിർണ്ണയിക്കുന്നയാൾ
மதிப்பிழப்பு,മൂല്യച്യുതി
தாவரங்களை நீக்கும்,സസ്യഭക്ഷണം
விலகல்,വ്യതിയാനം
இரட்டை,ഇരട്ടി
நோய் கண்டறிதல்,രോഗനിർണയം
வெவ்வேறு முதிர்ச்சி,വ്യത്യസ്ത പക്വത
பிளவு,വിഭജനം
1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை),1. ഡൈക്കോട്ടിലിഡൺ 2. ഡൈക്കോട്ടിലിഡൺ (വിത്ത്)
முதுகு நோய்,പുറം രോഗം
1. பரவல் 2. பரவல்,1. ഡിഫ്യൂഷൻ 2. ഡിഫ്യൂഷൻ
செரிமானம்,ദഹനക്ഷമത
இருகலப்பின,ഡൈഹൈബ്രിഡ്
1. அணை 2. வாய்க்கால் 3. குடும்பம்,1. ഡാം 2. ഡ്രെയിൻ 3. കുടുംബം
அற்ப,തുച്ഛമായ
1. தனிக்குடித்தனம் 2. ஒருதார மணம்,1. ഏകഭാര്യ 2. ഏകഭാര്യ
டிப்ளாய்டு,ഡിപ്ലോയിഡ്
1. டிப்ளாய்டு 2. டிப்ளாய்டு,1. ഡിപ്ലോയിഡ് 2. ഡിപ്ലോയിഡ്
இருமுனை,ദ്വിധ്രുവം
1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்,1. വേർതിരിച്ചെടുക്കൽ 2. ബഡ് നീക്കം
1. கலப்பை உழுதல் 2. நூற்பு,1. പ്ലോ പ്ലോവിംഗ് 2. സ്പിന്നിംഗ്
தள்ளுபடி,കിഴിവ്
கிருமி நீக்கம்,അണുനശീകരണം
1. சிதறல் 2. சிதறல்,1. ഡിസ്പർഷൻ 2. ചിതറിക്കൽ
1. சிதறல் 2. மாறுபாடு,1.ചിതറിക്കൽ 2.വ്യതിയാനം
பல்வகைப்படுத்தல்,വൈവിധ്യവൽക്കരണം
பல்வகைப்பட்ட விவசாயம்,വൈവിധ്യമാർന്ന കൃഷി
டிஎன்ஏ படி,ഡിഎൻഎ ഘട്ടം
டிஎன்ஏ பெறுபவர்,ഡിഎൻഎ റിസീവർ
கப்பல்துறை வாடகை,ഡോക്ക് വാടകയ്ക്ക്
பயனுள்ள,ഫലപ്രദമായ
செயலற்ற நிலை,സുഷുപ്തി
1. அளவு 2. அளவு 3. அளவு,1. അളവ് 2. അളവ് 3. അളവ്
இரட்டை சிக்மாய்டு வளைவு,ഇരട്ട സിഗ്മോയിഡ് കർവ്
1. புயல் 2. நீட்சி,1. കാറ്റ് 2. നീട്ടുക
1. வெளியேற்ற வடிகால் 2. கழிவுநீர்,1. എക്‌സ്‌ഹോസ്റ്റ് ഡ്രെയിൻ 2. മലിനജലം
வடிகால்,ഡ്രെയിനേജ്
இழுவை,ട്രാക്ഷൻ
1. மருந்து கொடு 2. நனை,1. മരുന്ന് കൊടുക്കുക 2. നനയ്ക്കുക
அழகுசாதனப் பொருட்கள் (விதைகள்),സൗന്ദര്യവർദ്ധക വസ്തുക്കൾ (വിത്തുകൾ)
1. ஆகர் 2. ஆழமற்ற தவறு 3. துளை 4. துருப்பு,1. ആഗർ 2. ആഴം കുറഞ്ഞ തകരാർ 3. ഡ്രിൽ 4. ആഗർ
1. துளை 2. துளை 3. துளை,1. ദ്വാരം 2. ഡ്രിൽ 3. ഡ്രിൽ
1. துளையிடுதல் 2. துரப்பணம் மூலம் விதைத்தல் 3. துரப்பணம் மூலம் ஊற்றுதல்,1. ഡ്രില്ലിംഗ് 2. ഡ്രിൽ ഉപയോഗിച്ച് വിതയ്ക്കൽ 3. ഡ്രിൽ ഉപയോഗിച്ച് ഒഴിക്കുക
சொட்டு நீர் பாசனம்,ഡ്രിപ്പ് ഇറിഗേഷൻ
உலர் விவசாயம்,ഉണങ്ങിയ കൃഷി
1.தூசி 2.புக்னி,1.പൊടി 2.ബുക്നെ
1. டஸ்டர் 2. சிதறல்,1. ഡസ്റ്റർ 2. സ്കാറ്ററർ
தெளிக்க,തളിക്കാൻ
1. குள்ளன் 2. வாமனன்,1. വാമനൻ 2. വാമനൻ
வாமன பிரமிட்,വാമന പിരമിഡ്
வாமினி பவன்,വാമിനി ഭവൻ
சூழலியல்,പരിസ്ഥിതി ശാസ്ത്രം
பொருளாதார அளவியல்,ഇക്കണോമെട്രിക്സ്
பொருளாதார திறன்,സാമ്പത്തിക കാര്യക്ഷമത
சூழ்நிலை வகை,സാഹചര്യ തരം
கூடுதல் அடுக்கு,അധിക-സ്ട്രാറ്റിഫൈഡ്
மென்மையான,മൃദുവായ
மண் அறிவியல்,മണ്ണ് ശാസ്ത്രം
1. பாலம் 2. விளிம்பு 3. இழை மூடல்,1. ബ്രിഡ്ജിംഗ് 2. എഡ്ജിംഗ് 3. സ്ട്രാൻഡ് ക്ലോഷർ
உணவு பகுதி,ഭക്ഷണ ഭാഗം
தேவை நெகிழ்ச்சி,ഡിമാൻഡിന്റെ ഇലാസ്തികത
உற்பத்தி நெகிழ்ச்சி,ഉത്പാദന ഇലാസ്തികത
மின்னாற்பகுப்பு,വൈദ്യുതവിശ്ലേഷണം
எலக்ட்ரோபோரேசிஸ்,ഇലക്ട്രോഫോറെസിസ്
ஆவியாதல்,ആവിയായി
1. சிரச்சேதம் 2. பிடிப்பவர் 3. தலை துண்டிப்பவர் 4. ஸ்டெரிலைசர்,1. ശിരഛേദം 2. വന്ധ്യംകരണം 3. ശിരഛേദം 4. വന്ധ്യംകരണം
1. வெயிர் பாண்டி 2. ஸ்ட்ராபாண்டி,1. വീർ ബാൻഡി 2. സ്ട്രോബണ്ടി
கரு,ഭ്രൂണം
1. கருவியல் 2. இயற்பியல்,1. ഭ്രൂണശാസ്ത്രം 2. ഭൗതികശാസ്ത്രം
1. வெளியேறு 2. வெளியேறு,1. പുറത്തുകടക്കുക 2. പുറത്തുകടക്കുക
குழம்பாக்கி,എമൽസിഫയർ
உட்புறம்,അന്തർജനകമായ
உள்-புள்ளி பிரிவு,ഇൻട്രാ പോയിന്റ് ഡിവിഷൻ
உள் ஒட்டுண்ணி,ഇൻട്രാ-പാരാസിറ്റിക്
எண்டோஸ்பெர்ம்,എൻഡോസ്പേം
நிறுவன,എന്റർപ്രൈസ്
பூச்சியியல்,കീടശാസ്ത്രം
சூழல்,പരിസ്ഥിതി
1. என்சைம் 2. என்சைம்,1. എൻസൈം 2. എൻസൈം
கொத்து ஒட்டுதல்,ക്ലസ്റ്റർ ഗ്രാഫ്റ്റിംഗ്
1. எபிஃபைட் 2. எபிஃபைட்,1. എപ്പിഫൈറ്റ് 2. എപ്പിഫൈറ്റ്
பங்கு,ഇക്വിറ്റി
நீக்குதல்,ഉന്മൂലനം
அத்தியாவசிய ஊட்டச்சத்துக்கள்,അവശ്യ പോഷകങ്ങൾ
1. அளவீடு 2. தாவி 3. மதிப்பீடு,1. അളവ് 2. ജമ്പ് 3. വിലയിരുത്തൽ
நேர்த்தியான,സൂക്ഷ്മത
சுஜன்னிக்,സുജനിക്
மதிப்பீடு,മൂല്യനിർണ്ണയം
நீராவி மானி,സ്റ്റീം ഗേജ്
ஆவியாதல்,ബാഷ്പീകരണ പ്രചോദനം
நித்திய புரட்சி,ശാശ്വത വിപ്ലവം
1. evergreen 2. evergreen,1. നിത്യഹരിതം 2. നിത്യഹരിതം
வளர்ச்சி,വികസനം
துண்டிக்கப்பட்டது,വിച്ഛേദിക്കുക
பரீக்ஷய் (கருவுறுதல்),പരീക്ഷയ് (ഫെർട്ടിലിറ്റി)
சுரண்டல்,ചൂഷണം
1. ஆய்வு 2. ஆய்வு,1. പര്യവേക്ഷണം 2. പര്യവേക്ഷണം
1. வெளியேற்றம் 2. உமிழ்வு,1. എക്സ്ട്രൂഷൻ 2. എമിഷൻ
கண்,കണ്ണ്
1. காரணி 2. கூறு 3. காரணி 4. வளம்,1. ഘടകം 2. ഘടകം 3. ഘടകം 4. റിസോഴ്സ്
காரணி உற்பத்தித்திறன்,ഘടകം ഉത്പാദനക്ഷമത
வர்த்தகர் தள்ளுபடி,വ്യാപാരിയുടെ കിഴിവ്
காரணி தொகுதி வடிவமைப்பு,ഫാക്‌ടോറിയൽ ബ്ലോക്ക് ഡിസൈൻ
மாற்று,ബദൽ
1. பட்டி 2. பலிஹார்,1. പട്ടി 2. പലിഹാർ
மொத்த,മൊത്തത്തിലുള്ള
கள மதிப்பீடு,ഫീൽഡ് മൂല്യനിർണ്ണയം
பண்ணை பட்ஜெட்,കാർഷിക ബജറ്റിംഗ്
விவசாய வணிகம்,കാർഷിക ബിസിനസ്സ്
கள திட்டமிடல்,ഫീൽഡ് ആസൂത്രണം
1. விவசாயி 2. விவசாயி,1. കർഷകൻ 2. കർഷകൻ
1. விவசாயம் 2. விவசாயம்,1. കൃഷി 2. കൃഷി
மோதல்,കൂട്ടിയിടി
பல இனப்பெருக்கம்,ഒന്നിലധികം പ്രജനനം
நொதித்தல்,അഴുകൽ
கருவுறுதல்,ഫെർട്ടിലിറ്റി
உரம்,വളം
உர பயன்பாடு திறன்,വളം ഉപയോഗം കാര്യക്ഷമത
நார்ச்சத்து,നാരുകളുള്ള
1. பண்ணை 2. பகுதி 3. இடம்,1. ഫാം 2. ഏരിയ 3. സ്ഥലം
மண் நீர் பிடித்து,മണ്ണ് വെള്ളം പിടിക്കൽ
கள ஆர்ப்பாட்டம்,ഫീൽഡ് പ്രദർശനം
1. அசையாமை 2. ஃபிக்சேஷன் 3. ஃபிக்சேஷன்,1. ഇമ്മൊബിലൈസേഷൻ 2. ഫിക്സേഷൻ 3. ഫിക്സേഷൻ
1. ஊடுருவல் 2. செறிவூட்டல்,1. വെള്ളപ്പൊക്കം 2. ഇംപ്രെഗ്നേഷൻ
ஓட்ட வரைபடம்,ഒഴുക്ക് ഡയഗ്രം
உணவு மதிப்பு,ഭക്ഷണ മൂല്യം
தீவனம்,കാലിത്തീറ്റ
முன்னறிவிப்பு,പ്രവചനം
காடு,വനം
காடு வளர்ப்பு,വനവൽക്കരണം
1. டாட்பார்ன் 2. படிவம்,1. ടാഡ്പാർൺ 2. ഫോം
உறைபனி எதிர்ப்பு,മഞ്ഞ് പ്രതിരോധം
1. பாலா 2. ப்ளைட்,1. പാലാ 2. ബ്ലൈറ്റ്
1. உறைந்த 2. உறைந்த,1. മരവിച്ച 2. മരവിച്ച
செயல்பாடு,പ്രവർത്തനം
1. பழம் வீழ்ச்சி 2. பழம் வீழ்ச்சி,1. ഫ്രൂട്ട് ഫാൾ 2. ഫ്രൂട്ട് ഫാൾ
பழங்கள் ஆக,ഫലമായിത്തീരുന്നു
1. புகைத்தல் 2. புகைத்தல்,1. ഫ്യൂമിഗേഷൻ 2. ഫ്യൂമിഗേഷൻ
பூஞ்சைக் கொல்லி,കുമിൾനാശിനി
பூஞ்சை எதிர்ப்பு,ആന്റിഫംഗൽ
பூஞ்சை,കുമിൾ
1. குத் 2. சீதா,1. ഖുദ് 2. സീത
1. இணைவு 2. இணைவு,1. ഫ്യൂഷൻ 2. ഫ്യൂഷൻ
பருத்தி கம்பளி,പഞ്ഞി
முடிகள் நிறைந்த,രോമമുള്ള
1. மரப்புண் 2. பிடிகா,1. ട്രീ അൾസർ 2. പിടിക
1. கேமட்கள் 2. கேமட்கள்,1. ഗേമറ്റുകൾ 2. ഗെയിമറ്റുകൾ
1. தோட்டம் 2. தோட்டம்,1. പൂന്തോട്ടം 2. പൂന്തോട്ടം
1. பான்சால் 2. ஹைட்ரோமீட்டர்,1. പൻസാൽ 2. ഹൈഡ്രോമീറ്റർ
மரபணு சேகரிப்பு,ജീൻ ശേഖരണം
ஜீன் டேகன்,ജീൻ ടാഗൺ
பரம்பரை,വംശാവലി
மரபணு வரைபடம்,ജീൻ മാപ്പ്
மரபியல்,ജനിതകശാസ്ത്രം
1. ஜீனோம் 2. சங்கீன்,1. ജീനോം 2. സംഗീൻ
சஞ்சினி சேகரிப்பு,സഞ്ജിനി ശേഖരം
மரபியல்,ജനിതകശാസ്ത്രം
மரபணு வகை,ജനിതകരൂപം
1. மரபணு அமைப்பு 2. மரபணு வகை,1. ജീൻ ഘടന 2. ജീൻ തരം
பரம்பரை,വംശാവലി
1. பேரினம் 2. பரம்பரை,1. ജനുസ്സ് 2. വംശം
1. கிருமி 2. கிருமி,1. ബീജം 2. ബീജം
கிருமி நாசினி,അണുനാശിനി
முளைத்தல்,മുളപ്പിക്കൽ
1. ஜெர்ம்பிளாசம் 2. ஜெர்ம்பிளாசம்,1. ജെർംപ്ലാസ്ം 2. ജെർംപ്ലാസം
ஜிபெரெலிக் அமிலம்,ഗിബ്ബെറലിക് ആസിഡ്
பொறுக்கி,പെറുക്കുക
துஷ்,തുഷ്
1. பசையம் 2. பெருந்தீனி,1. ഗ്ലൂറ്റൻ 2. ഗ്ലൂട്ടണി
கிளைகோலிசிஸ்,ഗ്ലൈക്കോളിസിസ്
நைஸ்,കൊള്ളാം
பொன் புரட்சி,സുവർണ്ണ വിപ്ലവം
1. வகைப்பாடு 2. வகைப்பாடு 3. அடுக்குப்படுத்தல்,1. വർഗ്ഗീകരണം 2. വർഗ്ഗീകരണം 3. വർഗ്ഗീകരണം
1. ஒட்டு செடி 2. பெனும்பிரல் செடி,1. ഒട്ടിച്ച ചെടി 2. പെൻബ്രൽ ചെടി
பேனா சீரற்ற,പേന പൊരുത്തമില്ലാത്ത
கிரானா,ഗ്രാന
குருணையாக்கம்,ഗ്രാനുലേഷൻ
பச்சை உரம்,പച്ചിലവളം
பசுமைப் புரட்சி,ഹരിത വിപ്ലവം
வளர்ச்சி மற்றும் வளர்ச்சி,വളർച്ചയും വികസനവും
1. ஈறு நோய்,1. മോണരോഗം
வேற்றுபாலின,ഭിന്നലിംഗക്കാരൻ
1. பிரகிருதி 2. இயல்பு 3. ரூபகுணம் 4. தோற்றம்,1. പ്രകൃതി 2. പ്രകൃതി 3. രൂപഗുണ 4. ഭാവം
1. ஓலா 2. கர்கபட் 3. கர்கா,1. ഓല 2. കർക്കപ്പട്ട് 3. കർക്ക
ரோமில்வாட்ச்,റോമിൽ വാച്ച്
உப்பு நீர்க்கட்டி,സലൈൻ സിസ്റ്റ്
ஹாரோ,ഹാരോ
1. அறுவடை குறியீடு 2. அறுவடை குறியீடு,1. വിളവെടുപ്പ് സൂചിക 2. വിളവെടുപ്പ് സൂചിക
1. அறுவடை 2. அறுவடை செய்த பயிர் 3. முடிக்கப்பட்ட பயிர் 4. மகசூல்,1. വിളവെടുപ്പ് 2. വിളവെടുത്ത വിള 3. പൂർത്തിയായ വിള 4. വിളവ്
1. பறித்தல் 2. அறுவடை 3. பறித்தல்,1. പറിക്കൽ 2. വിളവെടുപ്പ് 3. പറിക്കൽ
1. முட்டை இடுதல் 2. முட்டை படை,1. മുട്ടയിടൽ 2. മുട്ട ശക്തി
உலர்ந்த புல்,ഉണങ്ങിയ പുല്ല്
உலர் தீவனம்,ഉണങ്ങിയ തീറ്റ
கஞ்சி,ഗഞ്ചി
மூடுபனி,മൂടൽമഞ്ഞ്
மங்கலான,മൂടൽമഞ്ഞ്
1. பாலி 2. சித்தா 3. முண்டக் 4. மேல் 5. தலை 6. சிரா,1. ബാലി 2. സിത്ത 3. മുണ്ടക് 4. ടോപ്പ് 5. തല 6. സിറ
பள்ளத்தின் முடிவு,തോടിന്റെ അവസാനം
மேல் கத்தரித்து,മുകളിൽ അരിവാൾകൊണ്ടു
வேலி,വേലി
காவலில்,കസ്റ്റഡി
குண்டலினி,കുണ്ഡലിനി
ஹெமாடைட்,ഹെമറ്റൈറ്റ്
1. மூலிகை 2. மூலிகை,1. സസ്യം 2. സസ്യം
1.தாவரவியல் சேகரிப்பு 2.தாவரவியல் அருங்காட்சியகம்,1.ബൊട്ടാണിക്കൽ ശേഖരം 2.ബൊട്ടാണിക്കൽ മ്യൂസിയം
களைக்கொல்லி,കളനാശിനി
பரம்பரை,പാരമ്പര്യം
பரம்பரை,പാരമ്പര്യം
இருபாலினம்,ബൈസെക്ഷ്വൽ
ஹீட்டோரோக்ரோமடிக்,ഹെറ്ററോക്രോമാറ്റിക്
பன்முக கருத்தரித்தல்,heterofertilization
1. ஹைபிரிடோஸ் 2. ஹெட்டோரோசிஸ்,1. ഹൈബ്രിഡോസ് 2. ഹെറ്ററോസിസ്
செக்ஸ்க்ரோமோசோம்கள்,സെക്സ്ക്രോമസോമുകൾ
பராமரிக்கவில்லை,വളർത്തി
பதினாறுமாதம்,ഹെക്സാഡെസിമൽ
குளிர் உறக்கம்,തണുത്ത സുഷുപ്തി
அதிக அடர்த்தி நடவு,ഉയർന്ന സാന്ദ്രത നടീൽ
1. பிண்டலாக் 2. மலை (நெல்),1. പിൻഡ്ലക്ക് 2. കുന്ന് (നെല്ല്)
ஹிஸ்டோகிராம்,ഹിസ്റ്റോഗ്രാം
உயர் தொழில்நுட்ப தோட்டக்கலை,ഹൈടെക് ഹോർട്ടികൾച്ചർ
1.தயிர் 2. ஹைவ்,1.തൈര് 2. കൂട്
1. களையெடுத்தல் 2. களையெடுத்தல்,1. കളനിയന്ത്രണം 2. കളനിയന്ത്രണം
வைத்திருக்கும்,പിടിക്കുന്നു
தனியார் பண்ணை,സ്വകാര്യ ഫാം
ஹோமியோஸ்டாஸிஸ்,ഹോമിയോസ്റ്റാസിസ്
தாயகம்,മാതൃഭൂമി
ஒருமைப்பாடு,ഏകതാനത
1. ஒரே மாதிரியான 2. ஒரே மாதிரியான,1. ഏകതാനമായ 2. ഏകതാനമായ
அனுதாபம்,സഹതാപം
ஓரினச்சேர்க்கை,ഹോമോസൈഗസ്
1. குர்லிகா 2. உணவுப் பாத்திரம் 3. ஹாப்பர்,1. ഖുറിക്ക 2. ഭക്ഷണ പാത്രം 3. ഹാപ്പർ
1. அடுக்கு 2. அடிவானம்,1. പാളി 2. ചക്രവാളം
தோட்டக்கலை பயிர்கள்,ഹോർട്ടികൾച്ചറൽ വിളകൾ
1. தோட்டக்கலை 2. தோட்டக்கலை 3. தோட்டக்கலை 4. தோட்டக்கலை,1. ഹോർട്ടികൾച്ചർ 2. ഹോർട്ടികൾച്ചർ 3. ഹോർട്ടികൾച്ചർ 4. ഹോർട്ടികൾച്ചർ
