Kannada,Gujarati
ಕುರುಡು ವಿಮಾನಯಾನ,અંધ ઉડ્ડયન
ಕುರುಡುತನ,અંધ
ಕುರುಡು ಸಂಚರಣೆ,અંધ નેવિગેશન
ಕುರುಡು ವೇಗ,અંધ વેગ
"ಕಾನ್ಫೋಕಲ್ ಮೈಕ್ರೋಸ್ಕೋಪ್, ಬ್ಲಿಂಕ್ ಮೈಕ್ರೋಸ್ಕೋಪ್","કોન્ફોકલ માઇક્રોસ્કોપ, બ્લિંક માઇક્રોસ્કોપ"
ಮಿಟುಕಿಸುವ ಬೆಳಕು,ઝબકતો પ્રકાશ
ಮಿನುಗು,ઝબૂકવું
ಬ್ಲಿಪ್,બ્લીપ
ಹಿಮಪಾತದ ಮೇಲ್ಭಾಗ,બરફવર્ષા ટોચ
ಕ್ಲಸ್ಟರ್ ಎಣಿಕೆ,ક્લસ્ટર ગણતરી
ಬ್ಲಾಕ್ ಬ್ಯಾಂಡ್,બ્લોક બેન્ડ
ಬ್ಲೋಚ್ ಸಮೀಕರಣ,બ્લોચ સમીકરણ
ಬ್ಲಾಕ್ ಕಾರ್ಯ,બ્લોક કાર્ય
ಬ್ಲೋಚ್ ಪ್ರಮೇಯ,બ્લોચનું પ્રમેય
ಬ್ಲಾಕ್ ಮ್ಯೂರಲ್,બ્લોક ભીંતચિત્ર
ಬ್ಲಾಕ್ ಗೋಡೆಯ ವೇಗ,દિવાલની ગતિ અવરોધિત કરો
ಸಮುದಾಯ,સમુદાય
ಸಮುದಾಯ ಆಂಟೆನಾ,સમુદાય એન્ટેના
ಬ್ಲಾಕ್ ಕೋಡ್,બ્લોક કોડ
ಬ್ಲಾಕ್ ಕೆಪಾಸಿಟರ್,બ્લોક કેપેસિટર
ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ,રેખાક્રુતિ
ವಿಭಜನೆ,વિભાજન
ತಡೆಯುವ ಪ್ರತಿರೋಧ,અવરોધક અવરોધ
ಗ್ರಿಡ್ ಕೀಯಿಂಗ್ ಅನ್ನು ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ,અવરોધિત ગ્રીડ કીઇંગ
"ಬ್ಲಾಕ್, ಬ್ಲಾಕ್, ಬ್ಲಾಕ್","બ્લોક, બ્લોક, બ્લોક"
ತಡೆಯುವ ಕ್ರಿಯೆ,અવરોધિત ક્રિયા
ರೆಸಿಸ್ಟರ್ ಕೆಪಾಸಿಟರ್,રેઝિસ્ટર કેપેસિટર
ತಡೆಯುವ ಕೆಪಾಸಿಟರ್,રેઝિસ્ટર કેપેસિટર
ತಡೆ ಮಟ್ಟ,અવરોધ સ્તર
ತಡೆಗೋಡೆ ಪದರ ಕೋಶ,અવરોધ સ્તર કોષ
ತಡೆಯುವ ಆಂದೋಲಕ,અવરોધિત ઓસિલેટર
ಬ್ಲಾಕ್ ಸಮಯ,અવરોધ સમય
ಪ್ಯಾರಾಫಿನ್ ತಡೆಯುವ ಬಿಂದು,પેરાફિન અવરોધિત બિંદુ
ಪ್ರತಿಬಂಧ ಅನುಪಾತ,વિક્ષેપ ગુણોત્તર
"ವಿನಂತಿ ವೋಲ್ಟೇಜ್ ರೇಟಿಂಗ್, ಅನುಮತಿಸುವ ಗರಿಷ್ಠ ರಿವರ್ಸ್ ವೋಲ್ಟೇಜ್","વિનંતી વોલ્ટેજ રેટિંગ, અનુમતિપાત્ર પીક રિવર્સ વોલ્ટેજ"
ಬ್ಲೂಪ್,બ્લૂપ
ಬ್ಲೋಪ್ ದೋಷ,બ્લૂપ દોષ
"ಬ್ಲೋ, ಬ್ಲೋ, ಬ್ಲೋ","ફટકો, ફટકો, ફટકો"
ಸ್ಫೋಟದ ಪ್ರತ್ಯೇಕತೆ,વિસ્ફોટ અલગ
ಕುಸಿತ,ઘટાડો
ಸಬ್ಸಿಡೆನ್ಸ್ ವಾಲ್ವ್,સબસિડન્સ વાલ્વ
ಮುಳುಗುವಿಕೆ ಗಾಳಿ ಸುರಂಗ,સબસિડન્સ વિન્ડ ટનલ
ಭದ್ರತಾ ಮಂಡಳಿ,સુરક્ષા બોર્ડ
ನಿದ್ರಾಜನಕ ಮ್ಯಾಗ್ನೆಟ್,શામક ચુંબક
ಫ್ಯೂಸ್ ಬ್ಲೋ ಸೂಚಕ,ફ્યુઝ ફટકો સૂચક
ನೀಲಿ ಫೋನ್ ಲೈನ್,વાદળી ફોન લાઇન
ನೀಲನಕ್ಷೆ,બ્લુ પ્રિન્ટ
ಬೃಹತ್ ದ್ರವ್ಯರಾಶಿ,જથ્થાબંધ સમૂહ
ಅಸ್ಪಷ್ಟತೆಯ ವೃತ್ತ,અસ્પષ્ટતા વર્તુળ
ಅಸ್ಪಷ್ಟ ಚಿತ್ರ,અસ્પષ્ટ છબી
ಅಸ್ಪಷ್ಟ ಮಾತು,અસ્પષ્ટ બોલી
ಅಸ್ಪಷ್ಟತೆ,અસ્પષ્ટતા
ಅಸ್ಪಷ್ಟ,અસ્પષ્ટ
ಅರೋನಿಯನ್ ಪ್ರತಿರೋಧ ನಿರ್ಣಯ,એરોનિયન પ્રતિકાર નિર્ધારણ
"ಬೋರ್ಡ್, ಬೋರ್ಡ್","બોર્ડ, બોર્ડ"
ಬೆಲ್ಟ್ ಸಾಧನ,બેલ્ટ ઉપકરણ
ವ್ಯಾಪಾರ ಘಟಕ ಮಂಡಳಿ,બોર્ડ ઓફ ટ્રેડ યુનિટ
ಸಮಭಾಜಕ ನೌಕೆ,યાટ વિષુવવૃત્તીય
"ಸುತ್ತಿನಲ್ಲಿ, ಗೋಳ, ಪೆಂಡೆಂಟ್","ગોળાકાર, ગોળાકાર, પેન્ડન્ટ"
ಡೋಲನ್,ડોલન
"ದೇಹ, ವಸ್ತು, ದೇಹ","શરીર, પદાર્થ, શરીર"
ಪಿಂಡಾಕ್ಷ,પિંડક્ષા
ದೇಹದ ಕಣ್ಣು,શરીરની આંખ
ದೇಹದ ಪರಿಮಾಣ,શરીરનું પ્રમાણ
ದೈಹಿಕ ಸಾಮರ್ಥ್ಯ,શારીરિક ક્ષમતા
ಕೇಂದ್ರೀಕೃತವಾಗಿದೆ,કેન્દ્રિત
"ಕೇಂದ್ರೀಕೃತ ಕ್ಯೂಬ್ ರಚನೆ, ಇಂಟ್ರಾಸೆಂಟರ್ ಕ್ಯೂಬ್ ರಚನೆ","કોન્સેન્ટ્રિક ક્યુબ સ્ટ્રક્ચર, ઈન્ટ્રાસેન્ટર ક્યુબ સ્ટ્રક્ચર"
"ದೇಹ-ಕೇಂದ್ರೀಯ, ದೇಹ-ತಿರುಗುವ-ಕೇಂದ್ರೀಯ","બોડી-સેન્ટ્રોડ, બોડી-રોટેટિંગ-સેન્ટ્રોઇડ"
"ದೇಹದ ಬಣ್ಣ, ದೇಹದ ಬಣ್ಣ","શરીરનો રંગ, શરીરનો રંગ"
"ದೇಹ-ಕರ್ಣೀಯ, ಕರ್ಣೀಯ","શરીર-વિકર્ણ, ઇન-કર્ણ"
ಸಮೂಹ ಅಕ್ಷ,સમૂહ અક્ષ
ಸಾಮೂಹಿಕ ಶಕ್ತಿ,સામૂહિક બળ
ದೇಹದ ಬಲ ವೆಕ್ಟರ್,શરીર બળ વેક્ટર
"ದೇಹ-ಕೇಂದ್ರೀಯ, ದೇಹದ ತಿರುಗುವಿಕೆ, ಕೇಂದ್ರ-ಮಾರ್ಗ","શરીર-કેન્દ્રીય, શરીરનું પરિભ્રમણ, કેન્દ્ર-પાથ"
ಮೌಂಟೆಡ್ ಗೈರೊಸ್ಕೋಪ್,માઉન્ટ થયેલ જાયરોસ્કોપ
ಮೌಪಾ ದೇಹ,મૌપા શરીર
ಯಾವ ಅಲೆ,શું તરંગ
"ಬೋಗಿ, ಅಜ್ಞಾತ ಡಿಟೆಕ್ಟರ್ (ರೇಡಾರ್)","બોગી, અજાણ્યા ડિટેક્ટર (રડાર)"
ಕೊರೆ ಪರಿಣಾಮ,બોર અસર
ಬೋರ್ ಆವರ್ತನ ನಿರ್ಬಂಧ,બોર આવર્તન પ્રતિબંધ
ಬೋರ್ ಮ್ಯಾಗ್ನೆಟನ್,બોર મેગ્નેટન
ಬೋರ್ ತ್ರಿಜ್ಯ,બોર ત્રિજ્યા
ಬೋರ್ ಸಿದ್ಧಾಂತ,બોહરનો સિદ્ધાંત
ಬೋರ್ ವೀಲರ್ ತತ್ವ,બોર વ્હીલર સિદ્ધાંત
ಬೋರ್-ಸೋಮರ್‌ಫೆಲ್ಡ್ ಪರಮಾಣು,બોહર-સોમરફેલ્ડ અણુ
ಬೋರ್ ಮುಖ್ಯ ಕ್ವಾಂಟಮ್ ಪಾಯಿಂಟ್‌ಗಳು,બોર મુખ્ય ક્વોન્ટમ પોઈન્ટ્સ
"ಬಾಯ್ಲರ್, ಬಾಯ್ಲರ್","બોઈલર, બોઈલર"
ತಣಿಸುವ ದಕ್ಷತೆ,શમન કાર્યક્ષમતા
ಕುಂಬಾರಿಕೆ,માટીકામ
"ಕುದಿಯುವ, ಕುದಿಯುವ","ઉકળતા, ઉકળતા"
ಕುದಿಯುವ ಬಿಂದು,ઉત્કલન બિંદુ
ಕುದಿಯುವ ಬಿಂದು ಸಾಧನ,ઉત્કલન બિંદુ ઉપકરણ
ಕುದಿಯುವ ಬಿಂದು ಎತ್ತರ,ઉત્કલન બિંદુ એલિવેશન
ಕುದಿಯುವ ನೀರಿನ ರಿಯಾಕ್ಟರ್,ઉકળતા પાણીનું રિએક્ટર
"ಬೋಲೋಮೀಟರ್, ಬೋಲೋಮೀಟರ್","બોલોમીટર, બોલોમીટર"
ಗ್ಯಾಲ್ವನೋಮೀಟರ್,ગેલ્વેનોમીટર
ಬೋಲ್ಟ್ಸ್ಮನ್ ಸೂತ್ರ,બોલ્ટ્સમેન ફોર્મ્યુલા
ಬೋಲ್ಟ್ಸ್‌ಮನ್ ಪ್ರಮೇಯ,બોલ્ટ્સમેનનું પ્રમેય
ಬೋಲ್ಟ್ಸ್ಮನ್ ವ್ಲಾಸೊವ್ ಸಮೀಕರಣ,બોલ્ટ્સમેન વ્લાસોવ સમીકરણ
ಬೋಲ್ಟ್ಸ್‌ಮನ್-ಏಕಾಗ್ರತೆಯ ನಿಯಮ,બોલ્ટ્સમેન-એકાગ્રતાનો નિયમ
ಬೋಲ್ಟ್‌ಮನ್ ಸಮೀಕರಣ,બોલ્ટમેન સમીકરણ
ಬೋಲ್ಟ್ಸ್ಮನ್ ಗುಣಕ,બોલ્ટ્સમેન ગુણક
ಬೋಲ್ಟ್ಸ್‌ಮನ್ ಅಂಕಿಅಂಶಗಳು,બોલ્ટ્સમેનના આંકડા
ಬೋಲ್ಟ್ಸ್‌ಮನ್ ಪ್ರವೇಶ ಸಮೀಕರಣ,બોલ્ટ્સમેન એક્સેસ સમીકરણ
ಬೋಲ್ಟ್ಸ್‌ಮನ್-ಸ್ಟೀಫನ್ ಸಮೀಕರಣ,બોલ્ટ્સમેન-સ્ટીફન સમીકરણ
ಬೋಲ್ಟ್ಸ್‌ಮನ್ ಸ್ಥಿರ,બોલ્ટ્સમેન સતત
ಬೋಲ್ಟ್ಸ್‌ಮನ್ ಎಂಟ್ರೊಪಿ ಊಹೆ,બોલ્ટ્સમેન એન્ટ્રોપી પૂર્વધારણા
"ಬಾಂಬ್ ಕ್ಯಾಲೋರಿಮೀಟರ್, ಬಾಂಬ್ ಕ್ಯಾಲೋರಿಮೀಟರ್","બોમ્બ કેલરીમીટર, બોમ્બ કેલરીમીટર"
ಬಾಂಬರ್ ಎಲೆಕ್ಟ್ರಾನ್,બોમ્બર ઇલેક્ટ્રોન
"ಆಘಾತಕಾರಿ ಶಕ್ತಿ, ಬಾಂಬ್ ಸ್ಫೋಟದ ಶಕ್ತಿ","આઘાતજનક ઊર્જા, તોપમારો ઊર્જા"
ಬಾಂಬ್ ಸ್ಫೋಟದ ಸಿದ್ಧಾಂತ,બોમ્બમારો સિદ્ધાંત
ಬಾಂಬರ್ ವಿಮಾನ,બોમ્બર વિમાન
ಅಡಮಾನ ಕೋನ,ગીરો કોણ
ಬಾಂಡ್ ಹೈಬ್ರಿಡೈಸೇಶನ್,બોન્ડ હાઇબ્રિડાઇઝેશન
ಬಾಂಡ್ ಸಂಖ್ಯೆ,બોન્ડ નંબર
"ಬಾಂಡ್ ಆರ್ಡರ್, ಬಾಂಡ್ ಆರ್ಡರ್","બોન્ડ ઓર્ડર, બોન્ડ ઓર્ડર"
ಬಾಂಡ್ ಹರಿದುಹೋಗುತ್ತದೆ,બોન્ડ ફાડવું
ಬಂಧ,બંધન
ಬಂಧಿತ ಉಕ್ಕು,બંધાયેલ સ્ટીલ
ಬಂಧ,બંધન
ಬಂಧದ ಸಾಮರ್ಥ್ಯ,બંધન સંભવિત
"ಬಂಧಕ ಎಲೆಕ್ಟ್ರಾನ್, ಬಂಧಕ ಎಲೆಕ್ಟ್ರಾನ್","બંધન ઇલેક્ટ્રોન, બંધન ઇલેક્ટ્રોન"
ಬಂಧಿತ ಎಲೆಕ್ಟ್ರಾನ್ ಜೋಡಿ,બંધાયેલ ઇલેક્ટ્રોન જોડી
ಬಂಧ ಶಕ್ತಿ,બોન્ડ ઊર્જા
ಅಡಮಾನ ಗುಣಲಕ್ಷಣಗಳು,ગીરો મિલકત
ಬಂಧದ ಶಕ್ತಿ,બોન્ડ તાકાત
ಮೂಳೆ ಮುರಿತ,અસ્થિ ફ્રેક્ચર
ಆಸ್ಟಿಯೋಬ್ಲಾಸ್ಟಿಕ್,ઑસ્ટિઓબ્લાસ્ટિક
ಆಸ್ಟಿಯೋಬ್ಲಾಸ್ಟಿಕ್ ಅಂಶ,ઓસ્ટિઓબ્લાસ્ટિક તત્વ
ಮೂಳೆ ಸಹಿಷ್ಣುತೆ,અસ્થિ સહનશીલતા
ಬೂಲಿಯನ್ ಬೀಜಗಣಿತ*,બુલિયન બીજગણિત*
ಬೂಮ್ ಮೈಕ್ರೋಫಾಯಿಲ್,બૂમ માઇક્રોફોઇલ
"ಬೂಸ್ಟ್, ಬೂಸ್ಟ್","વધારો, વધારો"
ವರ್ಧಕ,વધારનાર
"ವರ್ಧಕ ಆಂಪ್ಲಿಫಯರ್, ಬೂಸ್ಟರ್ ಆಂಪ್ಲಿಫಯರ್","એમ્પ્લીફિકેશન એમ્પ્લીફાયર, બૂસ્ટર એમ્પ્લીફાયર"
ವರ್ಧಿಸುವ ಡಯೋಡ್,એમ્પ્લીફાઈંગ ડાયોડ
ಬೂಸ್ಟ್ ಬ್ರಾಡ್‌ಕಾಸ್ಟರ್,બુસ્ટ બ્રોડકાસ્ટર
"ಬೂಸ್ಟರ್ ಪ್ರದೀಪ್, ಬೂಸ್ಟರ್ ಪ್ರದೀಪ್","બુસ્ટર પ્રદીપ, બુસ્ટર પ્રદીપ"
"ಬೂಸ್ಟರ್ ಪಂಪ್, ಸಂಯೋಜಕ ಪಂಪ್","બૂસ્ટર પંપ, એડિટિવ પંપ"
ಬೂಸ್ಟರ್ ರಾಕೆಟ್,બૂસ્ટર રોકેટ
ಬೂಸ್ಟರ್ ವಾಹನ,બુસ્ટર વાહન
ವರ್ಧನೆ,વૃદ્ધિ
"ಗುರಾಣಿ, ಬೂಟ್","ઢાલ, બુટ"
ಬೂಟ್ ಸ್ಟ್ರಾಪಿಂಗ್,બુટસ્ટ્રેપિંગ
ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ಸರ್ಕ್ಯೂಟ್,બુટસ્ટ્રેપ સર્કિટ
ಬೂಟ್ ಸ್ಟ್ರಾಪ್ ತಂತ್ರಜ್ಞಾನ,બુટસ્ટ્રેપ ટેકનોલોજી
ಬೋರಜೋನ್,બોરાઝોન
"ರಂಧ್ರ, ರಂಧ್ರ, ಒಳ ವ್ಯಾಸ, ಬೋರ್, ಉಬ್ಬರವಿಳಿತದ ಗೋಡೆ","બોર, છિદ્ર, આંતરિક વ્યાસ, બોર, ભરતી દિવાલ"
ಆಪ್ಟಿಕಲ್ ಜೋಡಣೆ,ઓપ્ટિકલ સંરેખણ
ಆಪ್ಟಿಕಲ್ ಜೋಡಣೆ ಕಾಲಮ್,ઓપ્ટિકલ સંરેખણ કૉલમ
ಬೌರ್ನ್ ಅಂದಾಜು,બોર્ન અંદાજ
ಜನನ ಹೇಬರ್ ಸೈಕಲ್,હેબર ચક્રનો જન્મ
ಬಾರ್ನ್-ಮೇಯರ್ ಸಿದ್ಧಾಂತ,બાર્ન-મેયર થિયરી
ಜನನ ಒಪೆನ್ಹೈಮರ್ ಅಂದಾಜು,ઓપેનહેઇમર એપ્રોક્સિમેશનનો જન્મ
ಜನನ ಫಾನ್ ಕಾರ್ಮನ್ ಸಿದ್ಧಾಂತ,ફૉન કારમેન થિયરીનો જન્મ થયો
ಬೋರಾನ್ ಕೋಶ,બોરોન કોષ
ಬೌರ್ಮನ್ ಪರಿಣಾಮ,બૌરમેન અસર
ಬೋಸ್ ಐನ್ಸ್ಟೈನ್ ಘನೀಕರಣ,બોઝ આઈન્સ્ટાઈન કન્ડેન્સેશન
ಬೋಸ್-ಕಣ,બોસ-પાર્ટીકલ
ಬೋಸ್ ಐನ್ಸ್ಟೈನ್ ಅನಿಲ,બોસ આઈન્સ્ટાઈન ગેસ
ಬೋಸ್-ಐನ್ಸ್ಟೈನ್ ಅಂಕಿಅಂಶಗಳು,બોઝ-આઈન્સ્ટાઈન સ્ટેટિસ્ટિક્સ
ಬೋಸಾನ್,બોસોન
ಉಪಮೇಲ್ಮೈ ರಂಧ್ರ ಡಿಫರೆನ್ಷಿಯಲ್ ನಿಪಿಡ್,સબસર્ફેસ હોલ ડિફરન્શિયલ નિપિડ
"ತಾಲಿವಾಯು ಮಿಕ್ಸರ್, ತಾಲಿವಾಟಕ್","તાલિવાયુ મિક્સર, તાલિવાટક"
ಉಪಮೇಲ್ಮೈ ಒಣಗಿಸುವುದು,સપાટી સૂકવણી
ಸಮತಲ ಅನುರಣನ,પ્લેનર રેઝોનન્સ
ಮೇಲ್ಮೈ ತುಂಬುವ ವಿಧಾನ,સબસર્ફેસ ભરવાની પદ્ધતિ
ಭೂಗರ್ಭದ ಬಲ,ઉપસપાટી બળ
ಕ್ವಿಂಟೆಟ್ ಕ್ವಾರ್ಕ್,પંચક ક્વાર્ક
"ಜಂಪ್, ಜಂಪ್","કૂદકો, કૂદકો"
ಸೀಮಿತ ಆಯಾಮಗಳು,બંધાયેલ પરિમાણો
ಬೌಂಡ್ ಪ್ಯಾಶನ್,બંધાયેલ જુસ્સો
ಬೌಂಡ್ ಎಲೆಕ್ಟ್ರಾನ್,બંધાયેલ ઇલેક્ટ્રોન
ಸುತ್ತುವರಿದ ಕಣ,બંધાયેલ કણ
ಬೌಂಡ್ ರಾಜ್ಯ,બંધાયેલ રાજ્ય
"ಮಿತಿ, ಮಿತಿ (ಸಂ.), ಕನಿಷ್ಠ (ವಿ.)","મર્યાદા, મર્યાદા (ઇડી.), સીમાંત (વિ.)"
ಗಡಿ ಮಟ್ಟ,સીમા સ્તર
ಗಡಿ ಮಟ್ಟದ ಶಕ್ತಿ ಸಮೀಕರಣ,સીમા સ્તર ઊર્જા સમીકરણ
ಗಡಿ ಮಟ್ಟದ ಸಮೀಕರಣ,સીમા સ્તરનું સમીકરણ
ಗಡಿ ಮಟ್ಟದ ಶಬ್ದ,સીમા સ્તરનો અવાજ
ಸೀಮಂತ್ ಪ್ರದೀಪ್,સીમંત પ્રદીપ
ಕನಿಷ್ಠ ಮಾರ್ಕರ್,સીમાંત માર્કર
ಒತ್ತಡವನ್ನು ಸೀಮಿತಗೊಳಿಸುವುದು,તણાવ મર્યાદિત
ಗಡಿ ಮಟ್ಟದ ನಿಯಂತ್ರಣ,સીમા સ્તર નિયંત્રણ
"ಧನು ರಾಶಿ, ಗಾಜ್","ધનુરાશિ, ગાઝ"
ಕಮಾನುಗಳು,કમાનો
ನೌಕಾಯಾನ ಅಲೆ,સઢવાળી તરંગ
ಬಿಲ್ಲುಗಾರಿಕೆ,તીરંદાજી
ಐವತ್ತೆರಡು-ನಿದ್ರೆ ಕ್ಯಾಮೆರಾ,બાવન નિદ્રા કેમેરા
ಬಿಲ್ಲುಗಾರಿಕೆ,તીરંદાજી
ಬಾಕ್ಸ್ ಕಾರ್ ಪಟ್ಟಿ,બોક્સ કારનો પટ્ટો
"ಬಕ್ಸ್ ಕಂಪಾಸ್, ಬಾಕ್ಸ್ ಪಾಯಿಂಟರ್","બક્સ કંપાસ, બોક્સ પોઇન્ટર"
ಬಕ್ಸ್ ಕಾರು,બક્સ કાર
ಬಾಕ್ಸ್ ಕಾರ್ ಸರ್ಕ್ಯೂಟ್,બોક્સ કાર સર્કિટ
ಬಾಯ್ಲರ್ ತಾಪನ,બોઈલર હીટિંગ
ಬಾಯ್ಲೆ ಕಾನೂನು,બોયલનો કાયદો
ಬಾಯ್ಲರ್ ತಾಪನ,બોઈલર હીટિંગ
ಬ್ರಾ ವೆಕ್ಟರ್,બ્રા વેક્ટર
ಕಿರಿದಾದ ವಕ್ರರೇಖೆ,સૌથી સાંકડો વળાંક
ಚಿಕ್ಕ ಅಕ್ಷರ ಪ್ರಿಸ್ಮ್,ટૂંકા અક્ષર પ્રિઝમ
ಬ್ರಾಕೆಟ್-ವರ್ಗ,કૌંસ-વર્ગ
bragg ಸಮೀಕರಣ,બ્રેગ સમીકરણ
ಬಡಾಯಿ ನಿಯಮ,બ્રેગ નિયમ
ಬಡಿವಾರ ಸಂಬಂಧ,બ્રેગ સંબંધ
ಬ್ರಾಗ್ ಸ್ಕ್ಯಾಟರಿಂಗ್,બ્રેગ સ્કેટરિંગ
ಬ್ರಾಗ್ ಸ್ಪೆಕ್ಟ್ರೋಮೀಟರ್,બ્રેગ સ્પેક્ટ્રોમીટર
ಬ್ರಾಗ್-ಗ್ರೇ ಕೋಟರ್,બ્રેગ-ગ્રે કોટર
ಬ್ರಾಗ್-ಗ್ರೇ ಕೋಟರ್ ಸಿದ್ಧಾಂತ,બ્રેગ-ગ્રે કોટર થિયરી
ಬ್ರಾಗ್-ಬಾಟಮ್,બ્રેગ-બોટમ
ಬ್ರಾಗ್ ಮಧ್ಯಂತರ,બ્રેગ અંતરાલ
ಹೆಣೆದುಕೊಂಡ ತಂತಿ,ગૂંથેલા વાયર
ಬ್ರೇಕ್ ಅಶ್ವಶಕ್ತಿ,બ્રેક હોર્સપાવર
ಬ್ರೇಕ್ ಎಂದರೆ ಪರಿಣಾಮಕಾರಿ ಒತ್ತಡ,બ્રેક એટલે અસરકારક દબાણ
ಬ್ರೇಕ್ ಪ್ಯಾರಾಚೂಟ್,બ્રેક પેરાશૂટ
ಬ್ರೇಕ್ ಉಷ್ಣ ದಕ್ಷತೆ,બ્રેક થર્મલ કાર્યક્ષમતા
ಬ್ರೇಕ್ ವರ್ಗ,બ્રેક વર્ગ
ಬ್ರೇಕ್ ರಾಕೆಟ್,બ્રેક રોકેટ
ಬ್ರಾಮಾ ಸಂಕೋಚಕ,બ્રામા કોમ્પ્રેસર
ಶಾಖೆ ಸರ್ಕ್ಯೂಟ್,શાખા સર્કિટ
ಶಾಖೆಯ ಪ್ರತಿರೋಧ,શાખા અવબાધ
ಕವಲೊಡೆಯುವ ಸೂಚನೆಗಳು,શાખા સૂચનો
ಶಾಖೆಯ ಬಿಂದು,શાખા બિંદુ
ಕವಲೊಡೆಯುತ್ತಿದೆ,શાખાઓ
ಶಾಖೆಯ ಸರಪಳಿ,શાખા સાંકળ
ಕವಲೊಡೆಯುವ ಅನುಪಾತ,શાખા ગુણોત્તર
ಕವಲೊಡೆಯುವ ಪ್ರಕ್ರಿಯೆ,શાખા પ્રક્રિયા
ಕವಲೊಡೆಯುವ ಅನುಪಾತ,શાખા ગુણોત્તર
ಕವಲೊಡೆಯುವ ನಿಯಮ,શાખાનો નિયમ
"ಬ್ರೇವ್ ಲ್ಯಾಟಿಸ್, ಬ್ರೇವ್ ಲ್ಯಾಟಿಸ್","બહાદુર જાળી, બહાદુર જાળી"
"ಹಿತ್ತಾಳೆ ಬ್ರೇಜಿಂಗ್, ಹಿತ್ತಾಳೆ ಬೆಸುಗೆ ಹಾಕುವುದು","બ્રાસ બ્રેઝિંગ, બ્રાસ સોલ્ડરિંગ"
ಪ್ರಯೋಗ ಮಂಡಳಿ,પ્રયોગ બોર્ડ
ಬೇರ್ಪಡುವಿಕೆ,વિચ્છેદ
ಬ್ರೇಕ್ ಕನೆಕ್ಟರ್,બ્રેક કનેક્ટર
ಬಿರುಕು ಲಕ್ಷಣಗಳು,ક્રેક લક્ષણો
ಬ್ರೇಕ್-ಆಫ್ ಕನೆಕ್ಟರ್,બ્રેક-ઓફ કનેક્ટર
ಮಧ್ಯಂತರ ಕಾರ್ಯಾಚರಣೆ,અંતરાલ કામગીરી
ಮಧ್ಯಂತರ ಕೀಯಿಂಗ್,અંતરાલ કીઇંગ
ಓಡಿಹೋದ,ભાગી જાઓ
"ಫ್ರಾಕ್ಚರ್ ಡಯೋಡ್, ಝೀನರ್ ಝಯೋಡ್","ફ્રેક્ચર ડાયોડ, ઝેનર ઝાયોડ"
ಬ್ರೇಕಿಂಗ್ ಪ್ರತಿರೋಧ,અવરોધ તોડવો
ಬ್ರೇಕ್-ಔಟ್,બ્રેક-આઉટ
ಬ್ರೇಕಿಂಗ್ ವೋಲ್ಟೇಜ್,બ્રેકિંગ વોલ્ટેજ
ಮುರಿಯುವ ಶಕ್ತಿ,બ્રેકિંગ તાકાત
ಬಿರುಕು,ક્રેક
"ಬ್ರೀಡರ್ ರಿಯಾಕ್ಟರ್, ಬ್ರೀಡರ್ ನ್ಯೂಕ್ಲಿಯರ್ ಫರ್ನೇಸ್, ಬ್ರೀಡರ್ ಫರ್ನೇಸ್","બ્રીડર રિએક્ટર, બ્રીડર ન્યુક્લિયર ફર્નેસ, બ્રીડર ફર્નેસ"
"ನಿವಾರಕ ವಿಕಿರಣ, ಬ್ರಾಂಸ್ಟ್ರಾಲಂಗ್","રેટાડન્ટ રેડિયેશન, બ્રામસ્ટ્રલંગ"
ಬ್ರೂಸ್ಟರ್-ಕೋನ,બ્રુસ્ટર-એંગલ
ಬ್ರೂಸ್ಟರ್ ಫ್ರಿಂಜ್,બ્રુસ્ટર ફ્રિન્જ
ಬೂಸ್ಟರ್ ನಿಯಮಗಳು,બૂસ્ટર નિયમો
ಮೇರು,મેરુ
ಸೇತುವೆಯ &#39;ಟಿ&#39; ಜಾಲರಿ,બ્રિજ્ડ &#39;T&#39; મેશ
ಸೇತುವೆ ಸರ್ಕ್ಯೂಟ್,બ્રિજ સર્કિટ
ಸೇತುವೆ ಸಂಪರ್ಕ,પુલ જોડાણ
ಸೇತುವೆಯ ಸಂಯೋಜಿತ ಆಂಪ್ಲಿಫಯರ್,પુલ જોડી એમ્પ્લીફાયર
"ಸೇತುವೆ ವಿಧಾನ, ಸೇತುವೆ ವಿಧಾನ","પુલ પદ્ધતિ, પુલ પદ્ધતિ"
ಸೇತುವೆ ಮಾಡ್ಯುಲೇಟರ್,બ્રિજ મોડ્યુલેટર
ಸೇತುವೆ ವಿಭಜನೆಯ ಸಿದ್ಧಾಂತ,પુલ વિભાજન સિદ્ધાંત
ಸೇತುವೆಯ &#39;ಟಿ&#39; ಅಟೆನ್ಯೂಯೇಟರ್,બ્રિજ્ડ &#39;T&#39; એટેન્યુએટર
ಸೇತುವೆ ಲಿಂಕ್ ಲೈನ್,પુલ લિંક લાઇન
ಸೇತುವೆ ಬಂಧ,બ્રિજ બોન્ડ
ಸೇತುವೆ ಆಂಪ್ಲಿಫಯರ್,બ્રિજ એમ્પ્લીફાયર
ಸೇತುವೆ ಲಾಭ,પુલ લાભ
ಸೇತುವೆ ಗುಂಪು,પુલ જૂથ
