Hindi,Bengali
डायलअप मॉडम,ডায়ালআপ মডেম
विमा,বীমা
शब्दकोश,অভিধান
"1. अवकलन ,2. विभेदन","1. ডিফারেনশিয়াল, 2. পৃথকীকরণ"
अंकीय,সংখ্যাসূচক
अंकीय प्रणाल,ডিজিটাল সিস্টেম
अंकीय परिपथ,ডিজিটাল সার্কিট
अंकीय कंप्यूटर,ডিজিটাল কম্পিউটার
"1.अंकीय आँकड़ा, 2.अंकीय डाटा","1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা"
अंकीय सुविधा,ডিজিটাল সুবিধা
अंकीय फिल्टर,ডিজিটাল ফিল্টার
अंकीय लाइब्रेरी,ডিজিটাল লাইব্রেরি
अंकीय माडुलन,ডিজিটাল মড্যুলেশন
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर","1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর"
अंकीय चित्र,ডিজিটাল ইমেজ
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक","1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর"
अंकीय स्विच,ডিজিটাল সুইচ
अंकीय अनुरूप रूपांतरक,ডিজিটাল এনালগ রূপান্তরকারী
अंकरूपण,ডিজিটাইজেশন
अंकीकरण,ডিজিটাইজেশন
अंकरूपक,ডিজিটাইজার
डायोड,ডায়োড
प्रत्यक्ष,প্রথম দৃষ্টিতে
प्रत्यक्ष पता,সরাসরি ঠিকানা
प्रत्यक्ष रुपांतरण,সরাসরি রূপান্তর
प्रत्यक्ष युग्मन,সরাসরি সংযোগ
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)","1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)"
प्रत्यक्ष स्मृति अभिगम (डी एम ए),সরাসরি মেমরি অ্যাক্সেস (DMA)
प्रत्यक्ष विधि,সরাসরি পদ্ধতি
निदेश,দিকনির্দেশ
निर्देशिका,ডিরেক্টরি
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर","1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার"
निर्देशिका सेवा,ডিরেক্টরি সেবা
असमर्थ,অক্ষম
असमर्थकारी संकेत,অক্ষম সংকেত
"1.असंबंधन, 2. विसंबंधन","1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন"
"1.असतत , 2. विविक्त","1. বিচ্ছিন্ন, 2. বিযুক্ত"
"1.चक्रिका, 2. डिस्क","1. ডিস্ক, 2. ডিস্ক"
"1.चक्रिका पता, 2. डिस्क पता","1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা"
"1.चक्रिका सरणी, 2. डिस्क सरणी","1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে"
"1.चक्रिका क्षमता, 2. डिस्क क्षमता","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1.चक्रिका चालक, 2.डिस्क ड्रािव","1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ"
चक्रिका संचिका,ডিস্ক ফাইল
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी","1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি"
चक्रिका परिचालन तंत्र (डी ओ एस),ডিস্ক অপারেটিং সিস্টেম (DoS)
चक्रिका संकुल,ডিস্ক প্যাকেজ
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर","1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার"
"1.चक्रिका भंडारण, 2. डिस्क भंडारण","1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ"
डिस्केट,ডিস্কেট
प्रदर्श संचिका,প্রদর্শন ফাইল
प्रदर्श प्रतिबिंब,প্রদর্শন চিত্র
निपटान,নিষ্পত্তি
दूरी,দূরত্ব
दूरी फलन,দূরত্ব ফাংশন
विरूपण,বিকৃতি
वितरित,বিতরণ করা
वितरित आँकड़ा,বিতরণ করা তথ্য
वितरित परिसेवक,বিতরণ করা সার্ভার
"1.वितरित प्रणाली, 2. वितरित तंत्र","1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম"
वितरक,পরিবেশক
प्रलेख,নথি
प्रलेख प्रत्यानयित,নথি স্বীকৃত
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो","1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো"
प्रलेखन,ডকুমেন্টেশন
"डोमेन, प्रक्षेत्र","ডোমেইন, ডোমেইন"
डोमेन नाम,ডোমেন নাম
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर","1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার"
"अध:, नीचे","নীচে, নীচে"
"1.अवलिंक , 2.अवकड़ी","1.Avallink, 2.Square"
अधोभारण,ডাউনলোড
अधोभारण काल,ডাউনলোড সময়
कर्षण,আকর্ষণ
डीरैम (गतिक रैम),DRAM (ডাইনামিক RAM)
अपवाह,রানঅফ
चालक,ড্রাইভার
पात,পাতা
निपात सूची बॉक्स,ড্রপ লিস্ট বক্স
ड्रम ड्रािव,ড্রাম ড্রাইভ
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर","1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার"
"1.इम एकक, 2. ड्रम इकाई","1. আইএম ইউনিট, 2. ড্রাম ইউনিট"
"1.द्वैत,2. द्वि","1. দ্বৈততা, 2. দ্বি"
द्वैत घनत्व,দ্বৈত ঘনত্ব
"1.मूक पता, 2. छद्म पता","1. নীরব ঠিকানা, 2. জাল ঠিকানা"
सन्निक्षेप,ডাম্প
दवैध परिपथ,ডুপ্লেক্স সার্কিট
दवैधीकरण,বৈধকরণ
केय्प्रतिकुंजी,কী কী
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन","1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা"
डी वी डी रॉम,ডিভিডি রম
गतिक अनुदेश,গতিশীল নির্দেশ
"1.गतिक स्मृति, 2.गतिक मेमोरी","1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি"
"1.गति विज्ञान, 2. गतिकी","1. গতিবিদ্যা, 2. গতিবিদ্যা"
ई बी सी डी आई सी,E B C D I C
ई व्यवसाय,ই-ব্যবসা
प्रतिध्वनि,প্রতিধ্বনি
"1.ई-कॉमर्स, 2.ई-वाणिज्य","1.e-commerce, 2.e-commerce"
संपादन,সম্পাদনা
संपादक,সম্পাদক
शैक्षिक प्रौद्योगिकी,শিক্ষাবিষয়ক প্রযুক্তি
ई ई पी रॉम,e e p rom
"1.सार्थक पता , 2.प्रभावी पता","1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা"
सार्थक संकार्य पता,অর্থপূর্ণ অপারেন্ড ঠিকানা
प्रभावी क्रिया,কার্যকর পদক্ষেপ
प्रभावी यू.आई.डी.,কার্যকরী ইউআইডি
प्रभावी संचरण संकार्य,কার্যকর ট্রান্সমিশন অপারেশন
अष्टबिट बािट,অক্টাল বাইট
"इलेक्ट्रॉनिक अधिगम, ई अधिगम","ইলেকট্রনিক লার্নিং, ই-লার্নিং"
चुनाव एल्गोरिथम,নির্বাচন অ্যালগরিদম
इलेक्ट्रोनिक डाकसेवा (ई. मेल),ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर","1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার"
विद्युत लेखा मशीन,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
इलेक्ट्रोनिकी,ইলেকট্রনিক্স
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
इलेक्ट्रॉनिक विवरणिक,ইলেকট্রনিক ব্রোশিওর
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका","1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল"
इलेक्ट्रॉनिक प्रकाशन,ইলেকট্রনিক প্রকাশনা
इलेक्ट्रॉनिक स्विच,ইলেকট্রনিক সুইচ
"तत्व, अवयव","উপাদান, উপাদান"
ई-मेल,ই-মেইল
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता","1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা"
अंत:स्थापित तंत्र,এমবেডেড সিস্টেম
अंत:स्थापन,এমবেডিং
उत्सर्जक युग्मित तर्क (ई.सी.एल.),ইমিটার কাপলড লজিক (ইসিএল)
रिक्त चिति,ফাঁকা স্থান
"1.रिक्त श्रृंखला, 2. रिक्त माला","1. ফাঁকা চেইন, 2. ফাঁকা চেইন"
यंत्रानुकरण,যান্ত্রিকীকরণ
"1.केप्सूलीकरण, 2. केप्सूलन","1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন"
कूटलेखक,ডিকোডার
कूटलेखन,এনকোডিং
"1.कूटलेखक, 2. कोडक","1. এনকোডার, 2. কোডাক"
गूढ आंकडा,লুকানো তথ্য
गूढ फािल सिस्टम,লুকানো ফাইল সিস্টেম
"1.गोपन, 2. कोडन, 3. कूटलेखन","1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং"
खंडक अंत,ব্লক শেষ
संचिका-अन्त,ফাইল-এন্ড
प्रयोक्ता,ব্যবহারকারী
प्रवेश,প্রবেশ করা
प्रवेश कुंजी,এন্ট্রি কী
"1.उद्यम सरवर, 2. उद्यम सेवक","1. উদ্যম সারওয়ার, 2. উদ্যম সেবক"
उद्यम तंत्र,এন্টারপ্রাইজ সিস্টেম
सत्ता,শক্তি
सत्ता संबंधता,শক্তি সখ্যতা
प्रवेश काल,প্রবেশের সময়
प्रविष्ट चर,ইনপুট পরিবর্তনশীল
गणनीय,গণনার যোগ্য
परिवेश,পরিবেশ
"1.ईपोच,2. युग,3. निर्देश क्षण","1.Epoch, 2. যুগ, 3. নির্দেশের মুহূর্ত"
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPRAM (ফাইনান্স প্রোগ্রামেবল রিড-ওনলি মেমরি)
एपसिलॉन संवरक,epsilon constrictor
तुल्यकारक,সমানকারী
उपस्कर,সরঞ্জাম
तुल्यता वर्ग,সমতা শ্রেণী
तुल्य संबंध,সমতুল্য সম্পর্ক
"1.विलोपन, 2.मिटान","1. বিলুপ্তি, 2. নির্মূল"
त्रुटि संशोधन कूट,ত্রুটি সংশোধন কোড
त्रुटि संशोधन,ত্রুটি সংশোধন
त्रुटि संसूचन,ত্রুটি সনাক্তকরণ
त्रुटि प्रहस्तन,শিল্প খাত
त्रुटि संदेश,ভুল বার্তা
त्रुटि दर,ত্রুটি হার
त्रुटि पुनर्डद्धार,ত্রুটি পুনরুদ্ধার
त्रुटि नेमक,ত্রুটির নাম
पलायन संप्रतीक,পালাবার প্রতীক
ईथरनेट,ইথারনেট
घटना,ঘটনা
घटना श्रृंखला,ইভেন্ট চেইন
घटना नियंत्रण,ঘটনা নিয়ন্ত্রণ
घटना गणक,ইভেন্ট কাউন্টার
अपवाद प्रहस्तन,ব্যতিক্রম হ্যান্ডলিং
विनिमय डिस्क भंडारण,বিনিময় ডিস্ক স্টোরেজ
अपवर्जन,বর্জন
अनन्य और (एक्स ऑर),একচেটিয়া এবং (x বা)
निष्पाद्य क्रमादेश,এক্সিকিউটেবল প্রোগ্রাম
निष्पादन कथन,মৃত্যুদন্ড বিবৃতি
चयनिक खोज,নির্বাচনী অনুসন্ধান
विदयमान,বিদ্যমান
निर्गम,সমস্যা
विशेषज्ञ तंत्र,দক্ষ পদ্ধতি
"1. अभिव्यक्ति ,2. व्यंजक","1. অভিব্যক্তি, 2. অভিব্যক্তি"
विस्तारित आलेखीय आव्यूह (एक्स जी ए),বর্ধিত গ্রাফিক্যাল ম্যাট্রিক্স (x g a)
विस्तारित औदयोगिक मानक (इ.आई.एस.),বর্ধিত শিল্প মান (EIS)
अतिदेशित मशीन,ওভারলোড মেশিন
विस्तारित स्मृति,বর্ধিত মেমরি
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता","1. বর্ধিত নির্ভুলতা, 2. বর্ধিত নির্ভুলতা"
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण","1. বর্ধিত বাছাই, 2. বর্ধিত বিচ্ছেদ"
वाह्य आह्वान,ডাক
वाह्य त्रुटि,বাহ্যিক ত্রুটি
वाह्य फलन,বাইরের ফাংশন
वाह्य अंतरायन,বাহ্যিক বাধা
"1.वाह्य स्मृति, 2. वाह्य मेमोरी","1. বাহ্যিক মেমরি, 2. বহিরাগত মেমরি"
वाह्य स्मृति,বাহ্যিক স্মৃতি
वाह्य मॉडेम,বাহ্যিক মডেম
वाह्य संदर्भ,বাহ্যিক রেফারেন্স
वाह्य खोज,বাহ্যিক অনুসন্ধান
वाह्य भंडारण युक्ति,বাহ্যিক স্টোরেজ ডিভাইস
निष्कर्षण,নিষ্কাশন
बहिर्वेशन,এক্সট্রাপোলেশন
फलक संप्रतीक मुद्रक,প্যানেল অক্ষর প্রিন্টার
विफल-सुरक्षा संक्रिया,ব্যর্থ-নিরাপত্তা অপারেশন
विफलता दर,ব্যর্থতার হার
विफलता मुक्ति,ব্যর্থতা স্রাব
मिथ्या कूट,মিথ্যা কোড
मिथ्या त्रुटि,মিথ্যা ত্রুটি
"1.निवेशाँक, 2. निवेश-अंक","1.বিনিয়োগ, 2.বিনিয়োগ পয়েন্ট"
"1.निर्गताँक, 2. निर्गत-अंक","1. ইস্যু, 2. ইস্যু নম্বর"
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम","1. প্রতিলিপি I/O ডিভাইস, 2. প্রতিরূপ ইনপুট ডিভাইস/আউটপুট"
द्रुत फौरिएर अन्तरण,দ্রুত ফোরিয়ার স্থানান্তর
घातक त्रुटि,মারাত্মক ত্রুটি
दोष संसूचन,ত্রুটি সনাক্তকরণ
दोष निदान,ত্রুটি নির্ণয়
दोष सहिष्णुता,দোষ সহনশীলতা
फैक्स,ফ্যাক্স
फैक्स संदेश,ফ্যাক্স বার্তা
एफ डी सी,f dc
लक्षण संसूचन,লক্ষণ সনাক্তকরণ
भरण चक्र,ভরাট চাকা
पुनर्निवेश,পুনঃবিনিয়োগ
"1.प्रदायक,2.पोषक, 3.फीडर","1. সরবরাহকারী, 2. পুষ্টি, 3. ফিডার"
आनयन,anan
फिबोनेकी खोज,ফিবোনাচি আবিষ্কার
फिबोनेकी अनुक्रम,ফিবোনাচি ক্রম
फिबोनेकी श्रेणी,ফিবোনাচি সিরিজ
तंतु प्रकाशिकी,ফাইবার অপটিক্স
फिडो जाल,ফিডো ফাঁদ
क्षेत्र,অঞ্চল
पंचम पीढ़ी कम्प्यूटर,পঞ্চম প্রজন্মের কম্পিউটার
"1.संचिका,2. फािल","1. ফাইল, 2। ফাইল"
संचिका अभिगम विधि,ফাইল অ্যাক্সেস পদ্ধতি
संचिका नियतन सारणी,ফাইল বরাদ্দ টেবিল
संचिका संपीडन,ফাইল কম্প্রেশন
संचिका प्रतिलिपिकरण,ফাইল কপি করা
संचिका विन्यास,ফাইল কনফিগারেশন
संचिका विलय,ফাইল মার্জ
संचिका पुन:प्राप्ति,ফাইল পুনরুদ্ধার
संचिका भंडारण,ফাইল স্টোরেজ
संचिका संरचना,ফাইল গঠন
संचिका तंत्र,নথি ব্যবস্থা
संचिका अंतरण,ফাইল স্থানান্তর
फाील अंतरण प्रोटोकॉल (एफ टी पी),ফাইল ট্রান্সফার প্রোটোকল (FTP)
फिल्टर,ছাঁকনি
अंतिम स्थिति,শেষ অবস্থান
खोज,অনুসন্ধান করুন
परिमित अवस्था यंत्र,সসীম রাষ্ট্র মেশিন
फायर वॉल,আগুন প্রাচীর
फर्मवेयर,ফার্মওয়্যার
पहले आो पहले पाो,আগে আসলে আগে পাবেন
प्रथम पीढ़ी कंप्यूटर,প্রথম প্রজন্মের কম্পিউটার
प्रथम निवेश प्रथम निर्गम (फीफो ),ফার্স্ট ইনপুট ফার্স্ট ইস্যু (FIFO)
प्रथम कोटि तर्क,প্রথম আদেশের যুক্তি
प्रथम कोटि सिद्धांत,প্রথম আদেশ নীতি
नियत विभाजन,স্থির বিভাগ
चिन्ह,চিহ্ন
नम्य डिस्क,নমনীয় ডিস্ক
फ्लॉपी डिस्क,ফ্লপি ডিস্ক
फ्लापी डिस्क चालन (एफ डी डी),ফ্লপি ডিস্ক ড্রাইভ (FDD)
प्रवाह संचित्र,ফ্লো চার্ট
नियंत्रण प्रवाह,নিয়ন্ত্রণ প্রবাহ
प्रधावन,প্রভাত
फोल्डर,ফোল্ডার
फाँट,ফন্ট
फाँट परिवार,ফন্ট পরিবার
वाह्य कुंजी,বাহ্যিক কী
रूप,ফর্ম
प्रतीकात्मक भाषा,প্রতীকী ভাষা
प्रतीकात्मक विधि,প্রতীকী পদ্ধতি
"1.फॉरमैट, 2.आरूप","1.ফর্ম্যাট, 2.ফর্ম"
आरूपण,অঙ্কন
फोरट्रॉन,fortron
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन","1.ফরট্রান (একটি কম্পিউটার ভাষা) প্রোগ্রাম, 2.ফরট্রান প্রোগ্রামিং"
अग्रतिर्यक स्लैश,ফরোয়ার্ড স্ল্যাশ
चतुर्थ पीढ़ी कंप्यूटर,৪র্থ প্রজন্মের কম্পিউটার
खंड,অধ্যায়
फ्रेम,ফ্রেম
"1.मुक्त नेट, 2.मुक्त जाल","1.ফ্রি নেট, 2.ফ্রি নেট"
मुक्त सॉफ्टवेयर न्यास,বিনামূল্যে সফ্টওয়্যার বিশ্বাস
मुक्त भंडारण,বিনামূল্যে সঞ্চয়স্থান
फ्रीवेयर,বিনামূল্যের
अग्रांत,সামনে
"1.अग्र पट्टिका, 2.अग्र पैनल","1.ফ্রন্ট প্যানেল, 2.ফ্রন্ট প্যানেল"
"1.प्रकार्य,2. फलन","1. ফাংশন, 2. ফাংশন"
प्रकार्य कुंजी,ফাংশন কী
प्रकार्य संदर्भ,ফাংশন রেফারেন্স
प्रकार्यात्मक निर्भरता,কার্যকরী নির্ভরতা
प्रकार्य परीक्षण,ফাংশন পরীক্ষা
"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक","1.অস্পষ্ট যুক্তি, 2.অস্পষ্ট যুক্তি"
"1.अस्पष्ट समुच्चय, 2.फज्जी सेट","1.ফাজি সেট, 2.ফাজি সেট"
लब्धि,লাভ করা
खेल तरू,ক্রীড়া গাছ
अंतराल संप्रतीक,ব্যবধান চরিত্র
कचरा,আবর্জনা
कचरा संग्रहण,আবর্জনা সংগ্রহ
कचरा संग्रहण,আবর্জনা সংগ্রহ
कचरा अंदर कचरा बाहर (गीगो),ট্র্যাশ ইনসাইড ট্র্যাশ আউট (গিগো)
द्वार,দরজা
दवार पथ (नेटवर्क के संदर्भ में),দরজার পথ (নেটওয়ার্কের প্রসঙ্গে)
व्यापक क्रमादेश,ব্যাপক প্রোগ্রাম
व्यापक क्रमादेश,ব্যাপক প্রোগ্রাম
व्यापक उद्देश्य कंप्यूटर,ব্যাপক উদ্দেশ্য কম্পিউটার
व्यापकीकृत उद्देश्य कंप्यूटर,সাধারণ উদ্দেশ্য কম্পিউটার
सामान्य पंजी,সাধারণ রেজিস্টার
व्यापकीकरण,সাধারণীকরণ
व्यापकीकरण,সাধারণীকরণ
व्यापक उद्देशीय भाषा,বিস্তৃত বস্তুর ভাষা
व्यापक उद्देश्य संक्रिया प्रणाली,ব্রড পারপাস অপারেশন সিস্টেম
व्यापक उद्देश्य पंजी,ব্যাপক উদ্দেশ্য নিবন্ধন
जनित त्रुटि,ত্রুটি উত্পন্ন
जनन प्रकार्य,প্রজনন ফাংশন
वर्ग सामान्य,শ্রেণী সাধারণ
वर्ग प्रकार्य,ক্লাস ফাংশন
सामान्य वर्गनाम,সাধারণ শ্রেণীর নাম
गीगो,গিগো
"1.सार्वत्रिक, 2.वैश्विक","1. সর্বজনীন, 2. বিশ্বব্যাপী"
सार्वत्रिक कूट,সার্বজনীন কোড
सार्वत्रिक ताला,সার্বজনীন লক
"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क","1. ইউনিভার্সাল নেটওয়ার্ক, 2. ইউনিভার্সাল নেটওয়ার্ক"
सार्वत्रिक जालक्रम,সার্বজনীন নেটওয়ার্ক
"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता","1. বিশ্ব ব্যবহারকারী, 2. সর্বজনীন ব্যবহারকারী, 3. সর্বজনীন ব্যবহারকারী"
सार्वत्रिक चर,গ্লোবাল ভেরিয়েবল
"1.वैश्वीकरण, 2.भूमण्डलीकरण","1.বিশ্বায়ন, 2.বিশ্বায়ন"
गोफर (नेटवर्क में एक प्रोटोकॉल),গোফার (একটি নেটওয়ার্কে একটি প্রোটোকল)
गोफर ग्राही,গোফার রিসেপ্টর
"1.गोफर परिसेवक, 2.गोफर सर्वर","1. গোফার সার্ভার, 2. গোফার সার্ভার"
गोफर स्थल,গোফার সাইট
गोफर स्पेस,গোফার স্থান
आकर्षक निम्नीकरण,আকর্ষণীয় অধঃপতন
व्याकरण संशोधक,ব্যাকরণ সংশোধনকারী
व्याकरण आकर्षक बहिगर्मन,ব্যাকরণ হটি বহির্মুখী
"1.कुल जोड़, 2.महायोग, 3.कुल योग","1.মোট মোট, 2.গ্রেট মোট, 3.মোট মোট"
"1.ग्राफ, 2.आलेख","1.গ্রাফ, 2.গ্রাফ"
"1.ग्राफ अंकन, 2.आलेख अंकन","1.গ্রাফ স্বরলিপি, 2.গ্রাফ স্বরলিপি"
"1.ग्राफीय संप्रतीक, 2.आलेखीय संप्रतीक","1. গ্রাফিক অক্ষর, 2. গ্রাফিকাল অক্ষর"
"1.ग्राफीय नियंत्रक, 2.आलेखीय नियंत्रक","1. গ্রাফিক্যাল কন্ট্রোলার, 2. গ্রাফিকাল কন্ট্রোলার"
"1.ग्राफीय आंकड़ा संरचना, 2.आलेखीय आंकड़ा संरचना","1. গ্রাফিকাল ডেটা স্ট্রাকচার, 2. গ্রাফিকাল ডেটা স্ট্রাকচার"
"1.ग्राफीय प्रदर्श क्रमादेश, 2.आलेखीय प्रदर्श क्रमादेश","1. গ্রাফিক ডিসপ্লে প্রোগ্রাম, 2. গ্রাফিকাল ডিসপ্লে প্রোগ্রাম"
"1.ग्राफीय प्रदर्श विभेदन, 2.आलेख प्रदर्श","1.গ্রাফিকাল ডিসপ্লে রেজোলিউশন, 2.গ্রাফিক ডিসপ্লে"
"1.ग्राफीय भाषा, 2.आलेखीय भाषा","1. গ্রাফিক ভাষা, 2. গ্রাফিকাল ভাষা"
"1.ग्राफीय भाषा, 2.आलेखीय भाषा","1. গ্রাফিক ভাষা, 2. গ্রাফিকাল ভাষা"
"1.ग्राफीय पट्टिका, 2.आलेखीय पट्टिका","1. গ্রাফিকাল প্লেট, 2. গ্রাফিকাল প্লেট"
"1.ग्राफी एनीमेशन, 2.आलेखी एनीमेशन","1.গ্রাফিক অ্যানিমেশন, 2.গ্রাফিক অ্যানিমেশন"
ग्राफी अन्तरण फारमेट (जीाईेफ),গ্রাফিক ট্রান্সফার ফরম্যাট (GIF)
"1.ग्राफी प्रयोक्ता इंटरफेस (जीयूाई), 2.ग्राफीय प्रयोक्ता अंतरापृष्ठ","1.গ্রাফিক ইউজার ইন্টারফেস (GUI), 2.গ্রাফিক ইউজার ইন্টারফেস"
"1.आलेखी, 2.ग्राफिक्स","1.গ্রাফিক্স, 2.গ্রাফিক্স"
"1.ग्राफिक्स अनुप्रयोग, 2.आलेखीय अनुप्रयोग","1.গ্রাফিক্স অ্যাপ্লিকেশন, 2.গ্রাফিকাল অ্যাপ্লিকেশন"
"1.ग्राफिक्स कर्सर, 2.आलेखी कर्सर","1.গ্রাফিক্স কার্সার, 2.গ্রাফিকাল কার্সার"
"1.ग्राफिक्स मोड, 2.आलेखी विधा","1.গ্রাফিক্স মোড, 2.গ্রাফিক মোড"
"1.ग्राफिक्स पैकेज, 2.आलेखी पैकेज","1.গ্রাফিক্স প্যাকেজ, 2.গ্রাফিকাল প্যাকেজ"
"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर","1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার"
"1.ग्राफिक्स सॉफ्टवेयर, 2.आलेखी सॉफ्टवेयर","1.গ্রাফিক্স সফটওয়্যার, 2.গ্রাফিক্স সফটওয়্যার"
"1.ग्राफिक्स सॉफ्टवेयर पैकेज, 2.आलेखीय सॉफ्टवेयर पैकेज","1.গ্রাফিক্স সফটওয়্যার প্যাকেজ, 2.গ্রাফিকাল সফটওয়্যার প্যাকেজ"
ग्रे स्केल,ধূসর স্কেল
"1.लालची विधि, 2.ग्रीडी विधि","1. লোভী পদ্ধতি, 2. লোভী পদ্ধতি"
ग्रेप,আঙ্গুর
ग्रिड,গ্রিড
ग्रिड संचित्र,গ্রিড চার্ট
ग्रिड अभिकलन,গ্রিড গণনা
ग्रिड मॉडुलन,গ্রিড মড্যুলেশন
भू-तरंग,স্থল তরঙ্গ
समूह,দল
समूह पता,গ্রুপ ঠিকানা
समूह कूट,শঙ্ঘবদ্ধ কোড
समूह संचार,গ্রুপ যোগাযোগ
समूह संचार,গ্রুপ যোগাযোগ
"1.समूह पहचान, 2.समूह अभिज्ञान","1.গ্রুপ আইডেন্টিটি, 2.গ্রুপ আইডেন্টিটি"
समूह नाम,দলের নাম
समूहवेयर,গ্রুপওয়্যার
वृद्धि,বৃদ্ধি
"1.रक्षक, 2.गार्ड","1.গার্ড, 2.গার্ড"
निर्देशित माध्यम,নির্দেশিত মিডিয়া
गनजिप,বন্দুক
कूट विच्छेदन,ডিকোড
कूट विच्छेदक,ডিকোডার
कूट विच्छेदक शब्द कोश,ডিকোডার অভিধান
अर्ध योजक,অর্ধেক যোগকারী
अर्ध सेतु,অর্ধেক সেতু
अर्ध द्वैध,অর্ধেক দ্বৈত
अर्ध द्वैध लाइन,হাফ ডুপ্লেক্স লাইন
अर्ध द्वैध विधा,হাফ ডুপ্লেক্স মোড
अर्ध तीव्रता,অর্ধেক তীব্রতা
अर्ध अनुमार्गक,আধা রাউটার
अर्ध व्यवकलक,আধা-বিভাগীয়
अर्ध छविकरण,অর্ধেক ছবি
अर्ध शब्द,অর্ধেক শব্দ
हेमिलटोनी चक्र,হ্যামিলটোনিয়ান চক্র
हैमिंग कूट,হ্যামিং কোড
हस्त,হাত
मुद्रित प्रति,মুদ্রিত কপি
प्रहस्तन,হ্যান্ডলিং
प्रहस्तन,হ্যান্ডলিং
निलंबन,সাসপেনশন
सुखद जाल,আনন্দদায়ক ফাঁদ
