Telugu,Gujarati
జీవన వ్యయం,જીવન ખર્ચ
ఖర్చును అధిగమిస్తుంది,પડછાયા
కుటీర పరిశ్రమ,કુટિર ઉદ્યોગ
కౌన్సిల్,પરિષદ
మంత్రుల మండలి,મંત્રી -પરિષદ
కౌన్సిల్ ఆఫ్ స్టేట్స్,રાજનીતિ પરિષદ
న్యాయవాది,સલાહ
కౌన్సెలింగ్,સલાહ
కౌంటర్,કાઉન્ટર
కౌంటర్ చర్య,પ્રતિકૂળ કાર્યવાહી
కౌంటర్ అఫిడవిట్,પ્રતિ -સોગંદ
కౌంటర్ ఛార్జ్,પ્રતિ -ખર્ચ
కౌంటర్ దావా,પ્રતિ -દાવા
నకిలీ కరెన్సీ,નકલી ચલણ
నకిలీ,બનાવટી
కౌంటర్ ఫాయిల్,પ્રતિરો
కౌంటర్ ఆఫర్,કાઉન્ટર ઓફર
కౌంటర్సైన్,મુકદ્દમા
తిరుగుబాటు,ફટકો
కూపన్,કૂપન
కొరియర్,કુરીય
కొరియర్ సేవ,કુરિયર સેવા
కోర్సు,અભ્યાસક્રમ
అధ్యయనం యొక్క కోర్సులు,અભ્યાસ અભ્યાસક્રમો
కోర్టు కేసు,કોર્ટનો કેસ
మర్యాద,સૌજન્ય
చిన్న కారణాల న్యాయస్థానం,કોર્ટ
ఒడంబడిక,કરારબદ્ધ
కవర్,આવરણ
కవరేజ్,કવરેજ
కవరింగ్ లెటర్,સામેલ પત્ર
కవరింగ్ మెమో,આવરણ
గమనిక,Coverાંકવાની નોંધ
క్రాష్ ప్రోగ్రామ్,પેશ
క్రీము పొర,ક્રીમી સ્તર
సృష్టి,નિર્માણ
సృజనాత్మక,સર્જનાત્મક
సృజనాత్మకత,રચનાત્મકતા
క్రీచ్,ક crંગું
క్రెడెన్షియల్స్ కమిట్,ઓળખપત્ર સમિતિ
విశ్వసనీయత,વિશ્વસનીયતા
క్రెడిట్,જમા
విశ్వసనీయమైనది,શાશ્વત
క్రెడిట్ సలహా,જમા સલાહ
క్రెడిట్ మరియు పొదుపు సమాజం,ધિરાણ અને કરકસર સમાજ
క్రెడిట్ కార్డు,ક્રેડીટ કાર્ડ
ఋణ వసతులు,શાખ સુવિધા
క్రెడిట్ ఎంట్రీ,ધિરાણ નોંધ
క్రెడిట్ గమనిక,ઉધાર નોધ
రుణదాత,લેણદાર
శ్మశానవాటిక,અંતિમ પરિશ્રમ
శ్మశానవాటిక గ్రౌండ్,પરીક્ષાનું મેદાન
సిబ్బంది,ક્રૂર
నేరం,અપરાધ
నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం,ગુનાહિત વિશ્વાસનો ભંગ
క్రిమినల్ కోర్ట్,ફોજદારી અદાલત
నేర నిర్లక్ష్యం,ફોજદારી બેદરકારી
క్రిమినల్ నేరం,ગુનાખોરી
క్రిమినల్ ప్రొసీజర్ కోడ్,ફોજદારી કાર્યપદ્ધતિ સંહિતા
సంక్షోభం,સંકટ
సంక్షోభ నిర్వహణ,કટોકટી વ્યવસ્થાપન
ప్రమాణం,માપદંડ
విమర్శ,ટીકા
క్రాస్,આગળના ભાગમાં
క్రాస్ బ్రీడ్,પ્રકૃતિ
క్రాస్ చెకింగ్,ઉપરથી તપાસ કરવી
క్రాస్డ్ చెక్,ક્રોસ ચેક
క్రాస్ ఎగ్జామినేషన్,Crossલટ પરીક્ષા
ఆధార సూచిక,Crossલટ સંદર્ભ
క్రాస్ ఓటింగ్,Crossલટ મતદાન
కీలకమైన తేదీ,નિર્ણાયક તારીખ
ముడి,ક્રૂડ
అపరాధ నరహత్య,અપરિચિત હત્યાકાંડ
అపరాధి,ગુનેગાર
సాగు,ખેતી
సాంస్కృతిక మార్పిడి కార్యక్రమం,સાંસ્કૃતિક વિનિમય કાર્યક્રમ
సంచిత,સંચિત
కరెన్సీ,ચલણ
ద్రవ్య మారకం,ચલણ વિનિમય
కరెన్సీ గమనిక,ચલણી નોંધ
ప్రస్తుత,વર્તમાન
వాడుక ఖాతా,ચાલુ ખાતાની
ప్రస్తుత విధులు,વર્તમાન ફરતે
ప్రస్తుత సెషన్,વર્તમાન સત્ર
కరికులం విటే,અભ્યાસક્રમ
కర్లేట్,ઘટાડવું
సంరక్షకుడు,યજમાનુસાર
కస్టడీ,કસ્ટડીમાં
ఆచారం,રિવાજ
ఆచారం,રિવાજ
ఆచారం,રૂ custom
ఆచారం విధానం,રૂ customિવારક કાર્યપદ્ધતિ
కస్టమ్ డ్యూటీ,કસ્ટમ ફરજ
కస్టమర్,ગ્રાહક
కస్టమర్ ఫ్రెండ్లీ,ગ્રાહક મૈત્રીપૂર્ણ
అనుకూల పరీక్ష,પરાકાષ્ઠા
కత్తిరించండి,કાપવું
కట్ మోషన్,ઘાટા દરખાસ્ત
తేదీని కత్తిరించండి,છેલ્લી તારીખ
చక్రం,ચક્ર
రోజువారీ,દૈનિક
రోజువారీ భత్యం,દૈનિક ભથ્થું
రోజువారీ డైరీ,રોજિંદી ડાયરી
రోజువారీ రిజిస్టర్,દૈનિક રજિસ્ટર
రోజువారీ నివేదిక,રોજના અહેવાલ
దినచర్య,રોજિંદુ કામ
రోజువారీ వేతనాలు,દૈનિક વેતન
డాక్ స్టేజ్,ડેક સ્ટેજ
డాక్ ట్రే,ડેક ટ્રે
నష్టం,નુકસાન
నష్టాలు,નુકસાન
ప్రమాదకరమైనది,જોખમી
ధైర్యం,હિંમત
సమాచారం,માહિતી
డేటా బ్యాంక్,આંકડા -બેંક
డేటా బేస్,આંકડાકીય આધાર
వివరాల సేకరణ,માહિતી સંગ્રહ
డేటా దాణా,આધાર સામગ્રી
డేటా ప్రాసెసింగ్,આંકડા
తేదీ,તારીખ
రాక తేదీ,આગમનની તારીખ
పుట్టిన తేది,જન્મ તારીખ
బయలుదేరే తేదీ,વિદાય થયાની તારીખ
ఉత్సర్గ తేదీ,વિસારની તારીખ
పరిపక్వత తేదీ,પરિપક્વતાની તારીખ
రశీదు తేదీ,પહોંચ તારીખ
తేదీ స్టాంప్,તારીખનો સિક્કો
రోజు పండితుడు,દિવસના વિદ્વાન
డే షిఫ్ట్,દિવસ પાળી
దయ యొక్క రోజులు,દિવસ
రోజు నుండి రోజు పని,રોજિંદા કામ
డెడ్ ఖాతా,મૃત હિસાબ
గడువు,અન્તિમ રેખા
డెడ్లాక్,મડાગાંઠ
డెడ్ స్టాక్ రిజిస్టర్,ડેડ સ્ટ stockક રજિસ્ટર
చనిపోయిన బరువు,મરણું
ఒప్పందం,વ્યવહાર
వ్యవహార సహాయకుడు,વ્યવહાર મદદનીશ
వ్యవహారం,ધન
మరణ వార్షికోత్సవం,વર્ષગાંઠ
ప్రియమైన భత్యం,અણગમો ભથ્થું
మరణ ప్రయోజనం,મૃત્યુ લાભ
డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ,મૃત્યુ-આપ-નિવૃત્તિ ગ્રેચ્યુઇટી
సేవలో మరణం,નોકરીમાં મૃત્યુ
Deauthorizatioin,અધોગતિ
డెబార్,મક્કમ
డెబిట్,ઉધાર
డెబిట్ సలహా,ઉધાર
అప్పు,દેવું
రుణ నిర్వహణ,દેવા વ્યવસ્થા
రుణగ్రహీత,દેવાદાર
మరణించిన,મૃત
మర్యాద,શિષ્ટતા
వికేంద్రీకరణ,વિકેન્દ્રીકરણ
నిర్ణయాత్మక కారకం,નિર્ણાયક પરિબળ
నిర్ణయం,નિર્ણય
నిర్ణయం తీసుకోవడం,નિર્ણય લેવો
నిర్ణయం తీసుకునే ప్రక్రియ,નિર્ણય લેવાની પ્રક્રિયા
ప్రకటన,જાહેરાત
ఆదాయ ప్రకటన,આવકની ઘોષણા
ప్రకటించిన విలువ,ઘોષિત મૂલ્ય
ప్రమాణం చేయండి,શપથ પર જાહેર કરવું
డీకోడ్,ક decંગ કરવું
డీకోంట్రోల్,અંકુશ
డెకోరం,શિષ્ટાચાર
తగ్గుదల,ઘટાડો
డిక్రీ,હુકમનામું
అంకితం,સમર્પણ
మినహాయింపు,કપાતપાત્ર
మినహాయింపు,બાદબાકી
మూలం వద్ద మినహాయింపు,મૂળમાં કપાત
జీతం నుండి మినహాయింపు,પગારમાંથી કપાત
దస్తావేజు,Deedણ
తనఖా యొక్క దస్తావేజు,ગીરો -ખત
డీమ్డ్ విశ్వవిద్యాలయం,માનવામાં આવતી યુનિવર્સિટી
Deface,ઠપકો
వాస్తవ,વાસ્તવિક
డీప్లేషన్,પરાકાષ્ઠા
పరువు నష్టం,બદનામી
డిఫాల్ట్,ચૂક
డిఫాల్టర్,ચુકવણી કરનાર
లోపభూయిష్ట,ખામીયુક્ત
రక్షణ,બચાવ
రక్షణ న్యాయవాది,સંરક્ષણ સલાહ
రక్షణ ఉత్పత్తి,સંરક્ષણ ઉત્પાદન
ప్రతివాది,પ્રતિવાદી
వాయిదా వేయండి,વિલંબ કરવો
వాయిదా వేసిన వ్యయం,વિલંબિત ખર્ચ
ధిక్కరణ,અવજ્ defા
లోటు,ક્ષતિ
లోటు బడ్జెట్,ખાધ બજેટ
నిర్వచించండి,વ્યાખ્યા કરવી
ధిక్కరించండి,બદનામી કરવી
క్షీణత,અધોગતિ
డిగ్రీ,પ્રમાણ
Dejure,નિશ્ચય કરવો
ఆలస్యం,વિલંબ
ప్రతినిధి,પ્રતિનિધિ
అప్పగించిన అధికారం,સોંપાયેલ સત્તાધિકારી
ప్రతినిధి బృందం,પ્રતિનિધિમંડળ
అధికారాల ప్రతినిధి బృందం,સત્તાઓનું પ્રતિનિધિમંડર
తొలగించు,કા delી નાખવું
తొలగింపు,કા delી નાખવું તે
ఉద్దేశపూర్వకంగా,જાણી જોઈને
చర్చ,વિચાર -વિમર્શ
రుచికరమైన,દખલ
డీలిమిటేషన్,સીમત્તિ
బట్వాడా,પહોંચાડવું
డెలివరీ,ડિલિવરી
డిమాండ్,માંગ
డిమాండ్ గమనిక,માંગ -નોંધ
సరిహద్దు,સીમાંકન
డెమి-అఫీషియల్,કમી-સરકારી
ప్రజాస్వామ్యం,લોકશાહી
ప్రదర్శన,નિદર્શન
అవమానం,વિપુલતા
డెమరేజ్,દુરાગ્રહી
తిరస్కరణ,અસ્વીકાર
విలువ కలిగిన,સંપ્રદાય
డి నోవో,નવેસર
తిరస్కరించండి,નામંજૂર કરવું
బయలుదేరండి,રવાના થવું
విభాగం,વિભાગ
డిపార్ట్‌మెంటల్,વિભાગ સંબંધી
డిపార్ట్‌మెంటల్ చర్య,ખાતાકીય કાર્યવાહી
డిపార్ట్‌మెంటల్ ఎంక్వైరీ,ખાતાકીય તપાસ
విభాగ దర్యాప్తు,વિભાગીય તપાસ
డిపార్ట్‌మెంటల్ అవకతవకలు,વિભાગીય અનિયમિતતા
డిపార్ట్‌మెంటల్ లైబ్రరీ,વિભાગીય ગ્રંથાલય
విభాగ నిర్లక్ష్యం,ખાતાકીય બેદરકારી
విభాగ అనుమతి,ખાતાકીય પરવાનગી
డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్,વિભાગીય લાયકાત પરીક્ષા
నిష్క్రమణ,વિદાય
డిపెండెన్సీ సర్టిఫికేట్,પર આધારીત પ્રમાણપત્ર
ఆధారపడి ఉంటుంది,આશ્રિત
ఆధారపడిన పిల్లలు,આશ્રિત બાળકોને
మోహరించేందుకు,તંગ
డిపోనెంట్,શાપર
బహిష్కరణ,દેશવટો
డిసెజ్,ચોકી કરવી
డిపాజిట్,થાપણ
డిపో,ડિપો
తరుగుదల,અવમૂલ્યન
అణగారిన తరగతి,હતાશ વર્ગ
కోల్పోతారు,વંચિત કરવું
డిప్యుటేషన్,પ્રતિનિધિમંડળ
డిప్యుటేషన్ భత్యం,પ્રતિનિયુક્તિ ભથ્થું
డిప్యూటీ,નાયબ
పునర్నిర్మించబడింది,નિકાલ કરેલું
విధి యొక్క విడదీయడం,કર્તવ્યન
డెజర్వేషన్,વિલંબ
అవమానకరమైన,અપમાન
అవమానకరమైన,અપમાનજનક
అవమానకరమైన వ్యాఖ్య,અપમાનજનક નોંધ
వారసుడు,વંશજ
వివరణ,વર્ણન
అర్హమైనది,લાયક
రూపకల్పన,આચાર
నియమించండి,હોદ્દો
హోదా,હોદ્દો
డెస్పాచ్,રવાનગી
డెస్పాచ్ నోట్,રવાનગી નોંધ
డెస్పాచ్ రిజిస్టర్,રવાનગી રજિસ્ટર
గమ్యం,ગંતવ્ય
నిరాశ్రయుల,નિરાધાર
వివరాలు,વિગત
వివరంగా,વિગતવાર
గుర్తించడం,શોધી કાectવું
నిర్బంధ,અટકાયત
డిటెనూ,અટકાયત
సంకల్పం,નિશ્ચય
నిరోధం,વિસ્ફોટ
హాని,હાનિ
హానికరం,હાનિકારક
విలువ తగ్గింపు,અવમૂલ્યન
వినాశనం,બરછટ
అభివృద్ధి,વિકાસ
విడదీయండి,વિચલિત થવું
పరికరం,સાધન
భక్తి,ભક્તિ
రోగ నిర్ధారణ,નિદાન કરવું
రేఖాచిత్రం,ચિત્ર
డైరీ,ડાયરી
డిక్టేషన్,શરતી
చనిపోతుంది,મૃત્યુ ન
ఆహారం,આહાર
డైజెస్ట్,પટા
గౌరవప్రదమైన,ગૌરવપૂર્ણ
గౌరవం,ગૌરવ
డైగ్రెషన్,ભિન્નતા
డైలేటరీ,પાતળું
సందిగ్ధత,મૂંઝવણ
శ్రద్ధ,મહેનતુ
పరిమాణం,પરિમાણ
డిప్లొమా,ડિપ્લોમા
దౌత్యం,રાજનીતિ
దౌత్య రోగనిరోధక శక్తి,રાજનીતિની પ્રતિરક્ષા
డైరెక్ట్,સીધું કરવું
ప్రత్యక్ష పోటీ,સીધી હરીફાઈ
ప్రత్యక్ష ఇంటర్వ్యూ,પ્રત્યક્ષ મુલાકાત
దిశ,દિશા
డైరెక్టరీ,ડિરેક્ટરી
ప్రత్యక్ష నియామకం,સીધી ભરતી
అనుమతించవద్దు,નકારી કાallવું
వైకల్యం,અપંગતા
వికలాంగుడు,અપંગ વ્યક્તિ
డిసేబుల్మెంట్ ప్రయోజనం,અપંગ લાભ
ప్రతికూలత,ગેરફાયદા
అంగీకరించలేదు,અસંમત થવું
అనుమతించబడలేదు,અસ્વીકાર
నిరాకరణ,અસ્વીકાર
విపత్తు,આપત્તિ
విపత్తూ నిర్వహణ,આપત્તિનું સંચાલન
రద్దు,વિખેરી નાખવું
పంపిణీ,વિતરણ
విస్మరించండి,કા discી નાખવા
ఉత్సర్గ,રજા
ఉత్సర్గ స్లిప్,-નાગરી કાપલી
క్రమశిక్షణా చర్య,શિસ્તબદ્ધ પગલાં
క్రమశిక్షణా విధానం,શિસ્તબદ્ધ કાર્યપદ્ધતિ
క్రమశిక్షణ,શિસ્ત
నిరాకరణ,રાજદ્રોહ
బహిర్గతం,જાહેર કરવું
అసంతృప్తి,અણબનાવ
నిలిపివేత,અસંગત
నిలిపివేయండి,બંધ કરવું
అసమ్మతి,અસંગત
డిస్కౌంట్,છૂટ
కనుగొనండి,શોધવું
అపఖ్యాతి,અણીદાર
వ్యత్యాసం,અસંગતિ
అభీష్టానుసారం,વિવેક
విచక్షణ మంజూరు,વિવેકાધીન
విచక్షణ శక్తి,વિવેકાધિકાર
వివక్ష,ભેદભાવ
చర్చ,ચર્ચા
నిజాయితీ,અપ્રમાણિક
అవమానం,અપરાધ
విచ్ఛిన్నం,વિઘટન
డిస్క్,ઝૂંપડી
తొలగుట,વિઘટન
నమ్మకద్రోహం,બેભાન
రద్దుచేసే,નાબૂદ કરવું
తొలగింపు,બરતરફ
తొలగింపు విధానం,રોકી કાર્યવાહી
అవిధేయత,અનાદર કરવો
రుగ్మత,અવ્યવસ્થા
అస్తవ్యస్తత,ગોટાળો
అసమానత,તફાવત
డిస్పాచ్ విభాగం,રવાનગી અનુભાગ
పంపిణీ చేయదగినది,વિઘટનક્ષમ
చెదరగొట్టండి,વિખેરી નાખવું
స్థానభ్రంశం,અપશુકવિક
ప్రదర్శన,પ્રદર્શન
అసంతృప్తి,નારાજી
పారవేయడం,નિકાલ
పారవేసేందుకు,નિકાલ
స్థానభ్రంశం,સ્વભાવ
తొలగింపు,નિકાલ
వివాదం,વિવાદ
అనర్హత,ગેરલાયકાત
విస్మరించండి,ઉપેક્ષા
అంతరాయం,ભંગાણ
అసంతృప్తి,અસંતોષ
అసమ్మతి,જુલમ કરવું
అపచారం,વિધ્વંસ
డిసోసియేట్,વિખેરી નાખવું
రద్దు,વિચ્છેદ
కరిగించండి,વિસર્જન કરવું
దూరవిద్య,અંતર શિક્ષણ
డిస్టిలరీ,નિસ્યંદન
విభిన్న,અલગ
వేరు,ભેદ પાડવો
వక్రీకరణ,વિકૃતિ
బాధ,તક
పంపిణీ,વહેચણી
పంపిణీ,વિતરણ
జిల్లా,જિલ્લો
జిల్లా కేంద్రం,જિલ્લા કેન્દ્ર
భంగం,ખલેલ
డిట్టో,બેવકૂફ
మళ్లింపు,માર્ગાન્તર
డివిడెండ్,ડિવિડન્ડ
విభజన,ભાગ
విడాకులు,છૂટાછેડા
డాకెట్,ડોકેટ
వైద్యుడు,ડોક્ટર
పత్రం,દસ્તાવેજ
డాక్యుమెంటరీ సాక్ష్యం,દસ્તાવેજી પુરાવો
డాక్యుమెంటేషన్,દસ્તાવેજીકરણ
నివాసం,વસાહત
నివాస ధృవీకరణ పత్రం,વસવાટી પ્રમાણપત્ર
ఆధిపత్యం,પ્રભુત્વપૂર્ણ
విరాళం,દાન
డోసియర్,ડોળ
సందేహాస్పదంగా,શંકાસ્પદ
డోవ్ టైలింగ్,કબૂતર
డౌన్ గ్రేడ్,ગાળો
ముసాయిదా,મુસદ્દો
ముసాయిదా ప్రత్యుత్తరం,મુસદ્દો
తీవ్రమైన కొలత,સખત માપ
డ్రా,ખેંચાણ
డ్రాయర్,દોરડું
డ్రాయింగ్,ચિત્ર
కరువు,દુકાળ
పొడి ప్రమోషన్,ભાંગી બ promotionતી
ద్వంద్వ ఛార్జ్,બેવડી ખર્ચ
ద్వంద్వ పౌరసత్వం,દ્વિ નાગરિકતા
గడువు,યોગ્ય
తగిన శ్రద్ధ,કારણે ખંત
బకాయిలు,લેણું
సరిగా,યથાર્થ
నకిలీ,નકલ કરવી
వ్యవధి,સમયગાળો
డ్యూరెస్,બળજબરી
విధి,ફરજ
విధి భత్యం,ફરજિયાત ભથ્થું
డ్యూటీ చార్ట్,ફરજ -ચાર્ટ
డ్యూటీ సెలవు,ફરજની રજા
డ్యూటీ రూమ్,ફરજ -ખંડ
డైయింగ్ డిక్లరేషన్,મરણ
డైనమిక్స్,ગતિશાસ્ત્ર
కేటాయింపు,નિર્ધારિત કરવું
సంపాదించిన సెలవు,મળેલ રજા
ఆదాయాలు,કમાણી
పర్యావరణ అనుకూలమైనది,પર્યાવરણમિત્ર એવી
ఎకాలజీ,પરિસ્થિતિવિજ્ologyાન
ఆర్థిక,આર્થિક
ఆర్థిక దోపిడీ,આર્થિક શોષણ
ఆర్థిక వ్యవస్థ,અર્થતંત્ર
ఎకానమీ తరగతి,ઈકોનોમી વર્ગ
ఎడిటింగ్,સંપાદન
ఎడిషన్,આવૃત્તિ
సంపాదకీయం,સંપાદકીય
చదువు,શિક્ષણ
విద్యా వృత్తి,શૈક્ષણિક કારકિર્દી
ఎడ్యుకేషనల్ ఇన్స్టిట్యూట్,શૈક્ષણિક સંસ્થા
అర్హతలు,શૈક્ષણિક લાયકાત
ప్రభావం,અસર
ప్రభావవంతమైనది,યોગ્ય
ప్రభావవంతమైన తేదీ,અસરકારક તારીખ
ప్రభావాలు,અસુપ્રતિરોધ
సమర్థత,કાર્યપ્રધાન
సామర్థ్యం,કાર્યક્ષમતા
సమర్థవంతమైనది,કાર્યદક્ષ
ఎజెక్ట్మెంట్,હદ
విస్తృతమైన,વિસ્તૃત
సాపేక్ష,સમય
ఎన్నుకోబడిన ప్రతినిధి,ચૂંટાયેલા પ્રતિનિધિ
ఎన్నికల,ચૂંટણી
ఎలక్టోరల్ కాలేజీ,મતદાર કોલેજ
ఓటర్లు,મતદાર
విద్యుదీకరణ,વીજળીકરણ
ఎలక్ట్రానిక్ మీడియా,વીજ માધ્યમ
ప్రాథమిక,પ્રારંભિક
అర్హత,પાત્રતા
అర్హత పరీక్ష,યોગ્યતા કસોટી
ఎలిమినేషన్,દૂર કરવું તે
వాగ్ధాటి,છટણી
ఇబ్బంది,શરમજનક
అపహరణ,ઉચાપત
చిహ్నం,મુદ્રા
ఎంబోసింగ్ సీల్,એમ્બ os સિંગ સીલ
అత్యవసర పరిస్థితి,કટોકટી
అత్యవసర ఉపశమనం,કટોકટી રાહત
ఎమర్జెంట్,ઉત્તરાધિકાર
వలస,વિવાદ
ఎమోల్యూమెంట్స్,મળતકામ
ఎంపానెల్మెంట్,દાન
సానుభూతిగల,સહાનુભૂતિ
ఉద్యోగం,નોકરીમાં રાખવું
ఉద్యోగి,કર્મચારી
ఉద్యోగుల భాగస్వామ్యం,કર્મચારીની સહભાગિતા
ఉద్యోగి సహకారం,કર્મચારી ફાળો
ఉద్యోగి యొక్క ప్రావిడెంట్ ఫండ్,કર્મચારીનું પ્રોવિડન્ટ ફંડ
యజమాని,નિયોક્તા
ఉపాధి,રોજગાર
ఉపాధి మార్పిడి,રોજગાર
ఉపాధి నోటీసు,રોજગાર -નોટિસ
ఉపాధి కార్యాలయం,રોજગાર કચેરી
సాధికారత,સત્તા આપવી
సాధికారత,શક્તિ
అమలు,કાયદો ઘડવો
చట్టం,કાયદા
ఎన్ బ్లాక్,Bloc
ENCASH,બંધ કરવું
పరివేష్టిత,બંધ કરવું
ప్రోత్సాహం,પ્રોત્સાહન
ఆక్రమణ,અતિક્રમણ
ఎన్‌కంబ్రాన్స్,સસલા
ఎండోర్స్,શેરો
ఎండోమెంట్,દેણગી
ముగింపు ఉత్పత్తి,અંતનું ઉત્પાદન
శక్తి,શક્તિ
అమలు,દબાણ
నిమగ్నమవ్వండి,સંલગ્ન કરવું
మెరుగుదల,વૃદ્ધિ
ఆంథ్యం,આદેશ આપવો
ఎన్ మాస్సే,અહંકાર
విచారణ,તપાસ
నమోదు,નોંધણી કરવી
నమోదు (= నమోదు),નોંધણી (= નોંધણી)
నమోదు సంఖ్య,પ્રવેશ -નંબર
దారిలో,Enrંચું કરવું
తరువాత,આગામી
నిర్ధారించడానికి,ખાતરી કરવી
నమోదు చేయండి,પ્રવેશ
ఎంటర్ప్రైజ్,સાહસ
వినోదం,મનોરંજન કરવું
వినోదం,મનોરંજન
అర్హత,હકદાર બનાવવું
అర్హత,હકદાર
అర్హత,હકદાર
ప్రవేశం,પ્રવેશદ્વાર
ప్రవేశం,પ્રવેશદ્વાર
ప్రవేశం,પ્રવેશ
ప్రవేశ స్థాయి ఉద్యోగం,પ્રવેશ સ્તરનું કામ
గణన,ગણવું તે
పర్యావరణం,વાતાવરણ
రాయబారి,દૂત
అంటువ్యాధి,મહામારી
ఎపిటోమ్,સાર
సమానత్వం,સમાનતા
సమతౌల్య,સંતુલન
పరికరాలు,સામાન
ఈక్విటీ,સમાનતા
సమానం,સમાન
సమస్యాత్మక,સમૃદ્ધ
నిర్మూలించేందుకు,નાબૂદ કરવું
లోపటా,ભંડાર
లోపం,ભૂલ
ఎస్కలేషన్,વધારાનું કામ
ఎస్కార్ట్,ક escંગર
అవసరం,આવશ્યક
స్థాపన,સ્થાપના
అంచనా,અંદાજ
అంచనా ఖర్చు,અંદાજિત ખર્ચ
నీతి,શિશ્મિક
మర్యాద,શિષ્ટાચાર
తరలింపు,ખાલી કરાવવું તે
తప్పించుకుంటుంది,ટકી રહેવું
మూల్యాంకనం,મૂલ્યાંકન
సరి సంఖ్య,બેકી સંખ્યા
చివరికి,સંભવિત
తొలగింపు,હદ
సాక్ష్యం,પુરાવો
పరిణామం,વિકસિત થવું
ఖచ్చితమైనది,ચોક્કસ
పరీక్ష,પરીક્ષા
ఎగ్జామినే,પરીક્ષક
ఎగ్జామినర్,પરીક્ષક
ఉదాహరణ,ઉદાહરણ
తవ్వకం,ખોદકામ
అద్భుతమైన,ઉત્તમ
మినహాయింపు,અપવાદ
అసాధారణమైనది,અસાધારણ
అదనపు,વધારાની
మార్పిడి,વિનિમય
ఖజానా,સરકારી ખજાનો
ఎక్సైజ్ (= ఎక్సైజ్ డ్యూటీ),આબકારી (= આબકારી ફરજ)
మినహాయించండి,બાકાત રાખવું
ప్రత్యేకమైనది,વિશિષ્ટ
సాకు,માફી
అమలు చేయండి,અમલમાં મૂકવું
ఎగ్జిక్యూటివ్,કારોબારી
కార్య నిర్వాహక కమిటీ,કારોબારી સમિતિ
ఎగ్జిక్యూటివ్ పవర్,કારોબારી સત્તા
ఎగ్జిక్యూటివ్స్,અધિકારીઓ
ఎగ్జిక్యూటివ్ సిబ్బంది,કારોબારી કર્મચારી
మినహాయింపు,મુક્તિ
మినహాయింపు,મુક્તિ
వ్యాయామం,કસરત
మాజీ గ్రాటియా,ભૂતપૂર્વ ગ્રેટિયા
మాజీ గ్రాటియా చెల్లింపు,પૂર્વ-ગ્રેટિયા ચુકવણી
ఎగ్జాస్ట్,અઘોષ
సమగ్ర,નિષ્ઠુર
ప్రదర్శన,પ્રદર્શિત કરવું
బహిర్గతం,ઉગાડવી
ఎక్సిమ్ పాలసీ,એકમંત્રી નીતિ
బయటకి దారి,બહાર નીકળવું
నిష్క్రమణ ఇంటర్వ్యూ,બહાર નીકળતા મુલાકાત
నిష్క్రమణ విధానం,બહાર નીકળો નીતિ
ఎగ్జిట్ పోల్,એક્ઝિટ પોલ
మాజీ ఉద్యోగి,અપરિપક્વ
ఎక్సోనెరేట్,નિર્દોષ કહેવું
విస్తరణ,વિસ્તરણ
మాజీ పార్టే,એકપક્ષી
బహిష్కరణ,દેશનિકાલ
ప్రయోజనకరమైన,યોગ્ય
వేగవంతం చేయండి,જલદી કરવી
బహిర్గతం,હાંકી કાelવું
వ్యయం,ખર્ચ
అనుభవం,અનુભવ
ప్రయోగం,પ્રયોગ
నిపుణుడు,નિષ્ણાત
గడువు,સમાપ્તિ
గడువు తీరు తేదీ,અંતિમ તારીખ
వివరణ,સમજૂતી
స్పష్టంగా,સ્પષ્ટ
దోపిడీ,શોષણ
అన్వేషించండి,અન્વેષણ કરવું
పేలుడు,વિસ્ફોટ
ఎగుమతి,નિકાસ
మాజీ పోస్ట్ వాస్తవం,ભૂતપૂર્વ
ఎక్స్‌ప్రెస్,સ્પષ્ટ
వ్యక్తీకరణ,અભિમાન
బహిష్కరణ,હાંકી કાulsionવું
ఎక్స్‌క్గెన్స్,કા expી નાખવું
విస్తరించండి,વધારવું
విస్తృతమైన,હદ
బాహ్య,બાહ્ય
దోపిడీ,મુકાબલો
అదనపు,વધારે
సారం,અર્ક
అసాధారణ,અસાધારણ
విపరీత,ઉડાઉ
ఉగ్రవాది,ઉગ્રતાવાદી
ఎక్స్‌ట్రావర్ట్,બહિર્મુખ
కంటి సాక్షి,ચોખ્ખા સાક્ષી
కల్పించండి,રચના કરવી
ముఖ విలువ,ફેસ વેલ્યુ
సులభతరం,સરળતા કરવી
సౌకర్యం,સગવડ
ఫేస్‌సిమైల్,પ્રેક્ષય
వాస్తవం,હકીકત
కక్షవాదం,જૂથબંધી
కారకం,પરિબળ
ఫ్యాక్టరీ,કારખાનું
వాస్తవం,વાસ્તવિક
అధ్యాపకులు,શક્તિ
విఫలం,નિષ્ફળ થવું
ఫెయిర్,ન્યાયી
విశ్వాసం,વિશ્વાસ
నకిలీ,બનાવટી
కుటుంబం,કુટુંબ
కరువు,દુકાળ
ఛార్జీల,ભાડું
వీడ్కోలు,વિદાય
వ్యవసాయం,ખેતી
అలసట,થાક
తప్పు,દોષ
అనుకూలంగా,તરફેણ
సాధ్యత,શક્યતા
సమాఖ్య,સંઘ
రుసుము,ફી
