Hindi,Gujarati
संगति प्रतिबंध,સુસંગતતા પ્રતિબંધો
समाकलनीयता का प्रतिबंध,અખંડિતતા પ્રતિબંધ
स्पर्श का प्रतिबंध,સ્પર્શ પ્રતિબંધ
"शंकु, कोन","શંકુ, શંકુ"
विश्वास्यता अंतराल,આત્મવિશ્વાસ અંતરાલ
विश्वास्यता अंतराल आकल,આત્મવિશ્વાસ અંતરાલ અંદાજ
विश्वास्यता सीमाएँ,વફાદારી મર્યાદા
विश्वास्यता क्षेत्र,આત્મવિશ્વાસ ઝોન
विरोध स्थिति,વિરોધ સ્થિતિ
संनाभि शांकव,કોન્ફોકલ કોનિક
संनाभि दीर्घवृत्त,confocal ellipsoid
संनाभि ज्यामिति,કોન્ફોકલ ભૂમિતિ
संनाभि अतिपरवलय,કોન્ફોકલ હાઇપરબોલા
संनाभि अतिपरवलयज,કોન્ફોકલ હાઇપરબોલા
संनाभि परवलय,કોન્ફોકલ પેરાબોલા
संनाभि परवलयजीय निर्देशांक,કોન્ફોકલ પેરાબોલિક કોઓર્ડિનેટ્સ
"अनुकोण, अनुरूप","સમાન, સમાન"
अनुकोण प्रतिचित्रण,કોણ મેપિંગ
" सर्वांगसमता , द्विप्राचल रेखा-कुल , समशेषता","સુસંગતતા, દ્વિસમાંતર રેખા-કુલ, સમાનતા"
द्विप्राचल वृत्त-कुल,દ્વિ સમાંતર વર્તુળ કુલ
" सर्वांगसम , समशेष","સુસંગત, સમ"
समतुल्य आव्यूह,સમકક્ષ મેટ્રિક્સ
"शांकव, कॉनिक","શંકુદ્રુપ, શંકુદ્રુપ"
शंकु-छिन्नक,શંક્વાકાર ફ્રસ્ટમ
शंकु-कुण्डलिनी,શંકુ-કુંડલિની
"शांकव काट,शांकव","કોનિક કટ, કોનિક"
शांकव गणित,શંકુ ગણિત
"शंकु-काट, शंकु-परिच्छेद","શંકુ-કટ, શંકુ-વિભાગ"
"संयुग्मी (वि.), संयुग्मन होना (क्रि.)","સંયોજિત થવું (વિ.), જોડવું (વિ.)"
संयुग्मी कोण,સંયોજક કોણ
संयुग्मी अक्ष,સંયુક્ત અક્ષ
संयुग्मी सम्मिश्र संख्याएँ,સંયોજન જટિલ સંખ્યાઓ
संयुग्मी दिशा,સંયુક્ત દિશા
संयुग्मी फलन,સંયુક્ત કાર્ય
मैटिक्स का संयुग्मी,મેટ્રિક્સનું જોડાણ
संयुग्मी क्रमचय,સંયુક્ત ક્રમચય
संयुग्मी परिवर्त,સંયોજક ચલ
"योग, युति","યોગ, સંયોજન"
क्रमागत,સળંગ
क्रमागत संख्याएँ,સળંગ સંખ્યાઓ
ऊर्जा-संरक्षण,ઊર્જા સંરક્ષણ
संहति-संरक्षण,સામૂહિક સંરક્ષણ
संरक्षी,આશ્રયદાતા
" संगति, अविरोध , गाढ़ता, गाढ़ापन","સુસંગતતા, સુસંગતતા, સુસંગતતા, સુસંગતતા"
संगति प्रतिबंध,સુસંગતતા પ્રતિબંધો
"संगत आकल, अविरोधी आकल","સુસંગત અંદાજ, વિપરીત અંદાજ"
"संगत आकलक, अविरोधी आकलक","સુસંગત અંદાજકાર, બિન-વિરોધાભાસી અંદાજકાર"
"अविरोधी प्रतिदर्शज, संगत प्रतिदर्शज","બિન-વિરોધાભાસી નમૂના, સુસંગત નમૂના"
"संगत निकाय, अविरोधी निकाय","સુસંગત એન્ટિટીઝ, બિન-વિરોધાભાસી એન્ટિટીઝ"
कन्सॉल,કન્સોલ
"नियत, स्थिर, अचर, अचल, अपरिवर्ती, एकसमान","સ્થિર, સ્થિર, સ્થિર, સ્થાવર, અપરિવર્તનશીલ, સમાન"
एकसमान त्वरण,સમાન પ્રવેગક
अचर फलन,સતત કાર્ય
गुरुत्वांक,ગુરુત્વાકર્ષણ બિંદુ
समाकलन-अचर,એકીકરણ સતત
आनुपातिकता स्थिरांक,પ્રમાણસરતા સ્થિર
अचर प्राचल,સતત પરિમાણ
अचर बहुपद,સતત બહુપદી
नियत समानुपात,નિશ્ચિત પ્રમાણ
एकसमान चाल,સમાન ચાલ
अचर पद,સતત મુદત
एकसमान वेग,સમાન વેગ
रचक समीकरण,સર્જકનું સમીકરણ
व्यवरोध,અવરોધ
"रचना करना, निर्माण करना","બનાવવા માટે, બનાવવા માટે"
रचना,રચના
उपभोक्ता वरीयता,ગ્રાહક પસંદગીઓ
उपभोग फलन,વપરાશ કાર્ય
स्पर्श-कोण,સ્પર્શકોણ
संपर्क बिंदु,સંપર્ક બિંદુ
अंतर्विष्ट,સમાયેલ
आसंग सारणी,જોડાણ ટેબલ
सांतत्यक यांत्रिकी,સાતત્ય મિકેનિક્સ
वितत भिन्न,અલગ નાણા
वितत गुणनफल,નાણાકીય ઉત્પાદન
" सांतत्य , सातत्य","સાતત્ય, સાતત્ય"
फलन का सांतत्य,કાર્યોનું સાતત્ય
सांतत्य परीक्षण,સાતત્ય પરીક્ષણ
" संतत, अखंड, अविछिन्न, अविरत , सतत","સતત, અખંડ, અખંડ, સતત, સતત"
संतत अवकलज,સતત વ્યુત્પન્ન
संतत बंटन,સતત વિતરણ
उपरितः संतत,સતત ઉપર
संतत फलन,સતત કાર્ય
संतततः अवकलनीय,સતત વિભેદક
संतत प्रतिचित्र,સતત નકશો
संतत प्रतिचित्रण,સતત મેપિંગ
संतत प्रायिकता घनत्व फलन,સતત સંભાવના ઘનતા કાર્ય
संतत प्रायिकता बंटन,સતત સંભાવના વિતરણ
संतत यादृच्छिक चर,સતત રેન્ડમ ચલ
संतत प्रतिदर्श समष्टि,સતત નમૂના જગ્યા
संतत चर,સતત ચલ
संतत तरंग,સતત તરંગ
"सांतत्यक, कन्टिनुअम","સાતત્ય, સાતત્ય"
सांतत्यक-अभिगृहीत,અખંડ સ્વયંસિદ્ધ
वास्तविक-संख्या समुच्चय,વાસ્તવિક સંખ્યા સમૂહ
सांतत्यक सिद्‌धांत,સાતત્ય સિદ્ધાંત
कन्टूर समाकलन,સમોચ્ચ એકીકરણ
संकुचन प्रतिचित्रण,સંકોચન મેપિંગ
विरोध,વિરોધ કરો
प्रतिपरिवर्त,પ્રતિબિંબ
नियंत्रण,નિયંત્રણ
नियंत्रण-संचित्र,નિયંત્રણ ચાર્ટ
माध्यों का नियंत्रण संचित्र,સરેરાશ નિયંત્રણ ચાર્ટ
दोषों का नियंत्रण,ખામીઓનું નિયંત્રણ
परिसरों का नियंत्रण,જગ્યાનું નિયંત્રણ
चरों का नियंत्रण,ચલોનું નિયંત્રણ
"अभिसरित करना, अभिसरित होना","એકરૂપ થવું, એકરૂપ થવું"
माध्य अभिसरण,અર્થ સંકલન
वर्ग माध्य अभिसरण,ચોરસ અર્થ કન્વર્જન્સ
प्रायिकता में अभिसरण,સંભાવનામાં સંકલન
अभिसरण सीमा,કન્વર્જન્સ મર્યાદા
अभिसरण त्रिज्या,કન્વર્જન્સ ત્રિજ્યા
अभिसरण प्रदेश,કન્વર્જન્સ પ્રદેશ
"अभिसारी (क्रि.), अभिसरक (सं.)","કન્વર્જ (વર.), કન્વર્જ (n.)"
अभिसारी अनुक्रम,કન્વર્જન્ટ ક્રમ
अभिसारी श्रेणी,કન્વર્જન્ટ શ્રેણી
"विलोम, विपरीत","વિરુદ્ધ, વિરુદ્ધ"
"विलोमतः व्यत्यासाने,","તેનાથી વિપરીત, વૈત્યસને"
रूपांतरण भिन्न,રૂપાંતર અપૂર્ણાંક
रूपांतरण सारणी,રૂપાંતર કોષ્ટક
अवमुख,દૂર સામનો કરવો
अवमुख पिंड,શરીરનો સામનો કરવો
अवमुख संयोजन,વિરોધી સંયોજન
अवमुख समावरक,સામનો આવરણ
अवमुख फलन,વિચલિત કાર્ય
अवमुख रैखिक संचय,રેખીય સંચયનો સામનો કરવો
अवमुख रैखिक प्रोग्रामन,રેખીય પ્રોગ્રામિંગનો સામનો કરવો
अवमुख दूरीक समष्टि,અંતરની વસ્તીનો સામનો કરી રહ્યા છે
अवमुख बहुफलक,પોલિહેડ્રોનનો સામનો કરવો
अवमुख प्रोग्रामन,પ્રોગ્રામિંગનો સામનો કરવો
अवमुख प्रदेश,સામનો પ્રદેશ
अवमुख समुच्चय,ફેસિંગ સેટ
संवलन,સંવહન
संवलन समाकल,સંકલન અભિન્ન
संवलन प्रमेय,કમ્પ્રેશન પ્રમેય
" निर्देशी, निर्देशांक , उपसहसंयोजकता","સંકલન, સંકલન, સહસંકલન"
निर्देशक अक्ष,ડિરેક્ટર અક્ષ
निर्देशांक ज्यामिति,સંકલન ભૂમિતિ
निर्देशांक समतल,સંકલન વિમાન
निर्देशांक,સંકલન
"निर्देशांक पद्‌धति, निर्देश तंत्र","સંકલન સિસ્ટમ, સૂચના સિસ્ટમ"
कोपर्निकस-निकाय,કોપરનિકસ-બોડી
समतलीय,પ્લેનર
समतलीय बल,કોપ્લાનર ફોર્સ
समतलीयता,સપાટતા
असहभाज्य संख्या,અવિભાજ્ય સંખ્યા
"संशोधन गुणक, संशुद्‌धिगुणक","સુધારણા ગુણક, સુધારણા ગુણક"
सही हल,સાચો ઉકેલ
सहसंबंध,સહ-સંબંધ
सहसंबंध गुणांक,સહસંબંધ ગુણાંક
सहसंबंध आरेख,સહસંબંધ રેખાકૃતિ
सहसंबंध फलन,સહસંબંધ કાર્ય
"सहसंबंध आव्यूह, सहसंबंध मैट्रिक्स","સહસંબંધ મેટ્રિક્સ, સહસંબંધ મેટ્રિક્સ"
सहसंबंधानुपात,સહસંબંધ ગુણોત્તર
सहसंबंध-चित्र,સહસંબંધ રેખાકૃતિ
सहसंबंध-चित्र विश्लेषण,સહસંબંધ-ચિત્ર વિશ્લેષણ
"संगत होना, तदनुरूपी होना","પત્રવ્યવહાર કરવો, પત્રવ્યવહાર કરવો"
संगति-नियम,સંગઠનના નિયમો
संगत कोण,અનુરૂપ કોણ
संगत पार्श्व,સુસંગત બાજુ
सहसमुच्चय,સેટ
"कोसाइन, कोटिज्या","cosine, cotizya"
कोटिज्या नियम,કોસાઇન્સ નિયમ
लागत विश्लेषण,ખર્ચ વિશ્લેષણ
लागत अधिकतमीकरण,ખર્ચ મહત્તમ
गणनीयता-अभिगृहीत,ગણતરીક્ષમતા સ્વયંસિદ્ધ
गणनीय,ગણતરીપાત્ર
गणनीय योज्यता,ગણતરીપાત્ર ઉમેરણ
गणनीय आधार,ગણતરીપાત્ર આધાર
गणनीय आधार,ગણતરીપાત્ર આધાર
गणनीय समुच्चय,ગણવાયોગ્ય સમૂહ
गणनीयतः अनंत,ગણતરીપૂર્વક અનંત
" गणित्र , फलक, काउंटर","કેલ્ક્યુલેટર, પેનલ, કાઉન્ટર"
वामावर्त अपसव्य,કાઉન્ટરક્લોકવાઇઝ બગાડ
प्रत्युदाहरण,પ્રતિઉદાહરણ
सहप्रसरण,સહપ્રવૃત્તિ
सहप्रसरण नियम,સહપ્રવર્તન નિયમ
सहप्रसरण आव्यूह,સહપ્રવર્તન મેટ્રિક્સ
सहप्रसरण विधि,સહપ્રવર્તન પદ્ધતિ
सहप्रसरण विधि,સહપ્રવર્તન પદ્ધતિ
क्रैमर-नियम,ક્રેમરનો કાયદો
क्रैमर-राव असमिका,ક્રેમર-રાવ અસમાનતા
उद्देश्य फलन,ઉદ્દેશ્ય કાર્ય
क्रांतिक कोण,નિર્ણાયક કોણ
क्रांतिक बिंदु,નિર્ણાયક બિંદુ
फलन का क्रांतिक बिंदु,કાર્યનો નિર્ણાયક મુદ્દો
क्रांतिक मान,નિર્ણાયક મૂલ્ય
क्रांतिक वेग,નિર્ણાયક વેગ
व्यतिसहसंबंध फलन,વ્યસ્ત સહસંબંધ કાર્ય
"वेक्टर-गुणनफल, सदिश गुणनफल","વેક્ટર-ઉત્પાદન, વેક્ટર-ઉત્પાદન"
वज्रानुपात,થન્ડરબોલ્ટ રેશિયો
अनुप्रस्थ परिच्छेदन,ક્રોસ વિભાગ
गूढ़लेख,સંકેતલિપી
"घन, क्यूब","ક્યુબ, ક્યુબ"
घन संख्या,ક્યુબ નંબર
घनमूल,ઘનમૂળ
" घन, घनाकृति, घनीय, त्रिघात , त्रिसमलंबाक्ष, घनीय","ઘન, ઘન, ઘન, ચતુર્ભુજ, ત્રિકોણીય, ઘન"
"घन, घनाकृति, घनीय","ક્યુબ, ક્યુબ, ક્યુબિક"
त्रिघात समीकरण,ચતુર્ભુજ સમીકરણ
घन इंच,ઘન ઇંચ
घन मीटर,ઘન મીટર
त्रिघात परवलय,ચતુર્ભુજ પેરાબોલા
घनमूल,ઘનમૂળ
त्रिघाती पद,ટ્રિપલ ટર્મ
लंबकोणिक समांतर,ઓર્થોગોનલ સમાંતર
"संचयी संकलित,",સંચિત સંકલિત
संचयी वक्र,સંચિત વળાંક
संचयी बंटन फलन,સંચિત વિતરણ કાર્ય
संचयी बारंबारता,સંચિત આવર્તન
संचयी बारंबारता फलन,સંચિત આવર્તન કાર્ય
"संचयी बारंबारता आलेख, संचयी बारंबारता ग्राफ",સંચિત આવર્તન ગ્રાફ સંચિત આવર્તન ગ્રાફ
संचयी प्रायिकता फलन,સંચિત સંભાવના કાર્ય
"कर्ल, कुंतल","કાર્લ, કુંતલ"
द्विप्राचल वक्र-कुल का कर्ल,બાયસમાંતર વળાંક
सदिश का कर्ल,વેક્ટર કર્લ
"धनुःकोष्ठक, धनुर्बधनी","ધનુષ્ય, કમાન"
धारा,પ્રવાહ
चलित बिंदु,ગતિશીલ બિંદુ
वक्रता,વક્રતા
वक्रता-प्रभाव,વક્રતા અસર
वक्र,વળાંક
वक्र रेखा,વક્ર રેખા
वक्र अनुरेखण,વળાંક ટ્રેસિંગ
वक्रेखी अनंतस्पर्शी,વક્રીય એસિમ્પ્ટોટ
वक्रेखी निर्देशांक,વક્રીય કોઓર્ડિનેટ્સ
वक्रेखी समाश्रयण,વક્રીકૃત રીગ્રેશન
"उभयाग्र, कस्प","અસ્પષ્ટ, કુશળ"
"चक्र, आवर्तन , साइकिल , ढलाई चक्र, संचन चक्र","વ્હીલ, પરિભ્રમણ, ચક્ર, કાસ્ટિંગ વ્હીલ, કોમ્પેક્શન વ્હીલ"
चक्रीय विचरण,ચક્રીય વિચલન
चक्रीय सदिश गुणनफल,ચક્રીય વેક્ટર ઉત્પાદન
चक्रीय मांग,ચક્રીય માંગ
चक्रीय व्यंजक,ચક્રીય અભિવ્યક્તિ
चक्रीय समूह,ચક્રીય જૂથ
चकीय क्रमचय,ચક્રીય ક્રમચય
"चक्रज, साइक्लोइड","ચક્રવાત, ચક્રવાત"
"बेलन, सिलिन्डर","સિલિન્ડર, સિલિન્ડર"
"बेलनाकार, सिलिन्डराकार, बेलनी, सिलिन्डरी","નળાકાર, સિલિન્ડર, નળાકાર, સિલિન્ડર"
सिलिन्डराकार पृ्ष्ठ,સિલિન્ડર પૃષ્ઠ
"शून्य, सिफर","શૂન્ય, સાઇફર"
डिलंबर्ट-सिद्‌धांत,ડિલ્બર્ટનો સિદ્ધાંત
अवमंदित सरल आवर्त गति,ભીની સરળ હાર્મોનિક ગતિ
अवमंदन स्थिरांक,સતત ભીનાશ
" दत्त, उपात्त , आंकड़ा, न्यास","દત્ત, ઉપત્તા, ડેટા, ટ્રસ્ટ"
दत्त उपक्रमण,દત્ત ઉપક્રમ
न्यास संसाधन प्रणाली,સંસાધન સિસ્ટમ પર વિશ્વાસ કરો
आंकड़ा संसाधित्र,ડેટા પ્રોસેસર
आंकड़ा पत्र,ડેટા શીટ
दशभुज,દશકોણ
डेकाग्राम,ડેકગ્રામ
डेकामीटर,ડેકેમીટર
क्षयांक,સડો સૂચકાંક
क्षय वक्र,સડો વળાંક
शिष्ट फलन,ભવ્ય કાર્ય
डेसीग्राम,દેશીગ્રામ
दशमक,દશાંશ
"दशमलव, दशमिक","દશાંશ, દશાંશ"
दशमिक कोड,દશાંશ કોડ
दशमलव कोडित अंक,દશાંશ કોડેડ અંક
दशमिक प्रसार,દશાંશ વિસ્તરણ
दशमलव भिन्न,દશાંશ અપૂર્ણાંક
दशमलव संकेतन पद्‌धति,દશાંશ સંકેત સિસ્ટમ
दशमलव अंकन पद्‌धति,દશાંશ સંકેત સિસ્ટમ
दशमलव बिंदु,દશાંશ બિંદુ
दशमलव मापक्रम,દશાંશ સ્કેલ
दशमलव पद्‌धति,દશાંશ સિસ્ટમ
डेसीमीटर,ડેસીમીટર
कूटवाचन,એન્કોડિંગ
निर्णय निदर्श,નિર્ણય મોડલ
निर्णय सिद्‌धांत,નિર્ણય સિદ્ધાંત
निर्णय चर,નિર્ણય ચલ
"कूटवाचक, विकोडक","ડીકોડર, ડીકોડર"
"कूटवाचन, विकोडन","એન્કોડિંગ, ડીકોડિંગ"
वियोज्य समुच्चय,અલગ કરી શકાય તેવો સમૂહ
ह्रासमान,ઘટતું
ह्रासमान फलन,ઘટતું કાર્ય
डेडेकिन्ड-कट,Dedekind-કટ
डेडेकिन्ड-प्रमेय,ડેડકાઇન્ડ-પ્રમેય
निगमन करना,સમાવિષ્ટ કરવું
निगमनिक रीति,કોર્પોરેટ પ્રેક્ટિસ
सदोष,ખોટું
परिभाषी समीकरण,વ્યાખ્યાત્મક સમીકરણ
निश्चित समाकल,ચોક્કસ અભિન્ન
निश्चित मैट्रिक्स,નિશ્ચિત મેટ્રિક્સ
" परिभाषा , स्पष्टता , निश्चय","વ્યાખ્યા, સ્પષ્ટતા, નિશ્ચિતતા"
विरूपण वक्र,વિરૂપતા વળાંક
विकृत पृष्ठ,વિકૃત પૃષ્ઠ
"अपभ्रष्टता, अपह्रास","વ્યભિચાર, બદનામી"
परिवहन समस्याओं में अपभ्रष्टता,પરિવહન સમસ્યાઓમાં અસ્પષ્ટતા
" डिग्री, अंश , घात , कोटि , मात्रा, परिमाण , अंशांक","ડિગ્રી, ડિગ્રી, ડિગ્રી, ડિગ્રી, જથ્થો, તીવ્રતા, ડિગ્રી"
अवकल समीकरण का घात,વિભેદક સમીકરણની શક્તિ
"स्वतंत्रता की कोटि, स्वातंत्र्य कोटि","સ્વતંત્રતાની ડિગ્રી, સ્વતંત્રતાની ડિગ્રી"
बहुपद का घात,બહુપદીની શક્તિ
निष्कासित प्रतिवेश,હાંકી કાઢવામાં આવેલ ટોળકી
डेल्टा फलन,ડેલ્ટા કાર્ય
मांग और उपयोगिता वक्र,માંગ અને ઉપયોગિતા વળાંક
मांग समीकरण,માંગ સમીકરણ
मांग फलन,માંગ કાર્ય
जनसांख्यिकीय अध्ययन,વસ્તી વિષયક અભ્યાસ
जनसांख्यिकी,વસ્તી વિષયક
द-मॉयवर प्रमेय,મોવર પ્રમેય
" निरूपण करना , प्रमाण देना , निदर्शन करना","દર્શાવવું, સાક્ષી આપવી, દર્શાવવું"
" निरूपण , प्रमाण , निदर्शन, प्रदर्शन","રજૂઆત, પુરાવો, પ્રદર્શન, પ્રદર્શન"
निरूपणात्मक ज्यामिति,પ્રતિનિધિત્વ ભૂમિતિ
हर,દરેક
सघन समुच्चय,ગાઢ એકંદર
" घनत्व , सघनता","ઘનતા, ઘનતા"
प्रगणनीय समुच्चय,ગણવાયોગ્ય સમૂહ
अपगामी अचर,ચડતી સ્થિર
आश्रित घटना,આશ્રિત ઘટના
आश्रित यादृच्छिक चर,આશ્રિત રેન્ડમ ચલ
परतंत्र चर,આશ્રિત ચલ
परतंत्र विचर,આશ્રિત ચલ
अवनमन कोण,હતાશાનો કોણ
" व्युत्पत्ति, व्युत्पन्न , अवकलन","વ્યુત્પન્ન, વ્યુત્પન્ન, તફાવત"
" व्युत्पन्न , अवकलज","વ્યુત્પન્ન, વ્યુત્પન્ન"
व्युत्पन्न श्रेणी,વ્યુત્પન્ન શ્રેણી
व्युत्पन्न समुच्चय,મેળવેલ સમૂહ
"अवरोही, अवरोहण","ઉતરતા, ઉતરતા"
अवरोही क्रम,ઉતરતા ક્રમમાં
अवरोही श्रेणी,ઉતરતી શ્રેણી
प्रक्षेपात्मक ज्यामिति,પ્રોજેક્ટિવ ભૂમિતિ
वर्णनात्मक निदर्श,વર્ણનાત્મક મોડેલ
वर्णनात्मक सांख्यिकी,વર્ણનાત્મક આંકડા
"अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)","ડિઝાઇન કરવી, ડિઝાઇન કરવી, ડિઝાઇન કરવી (ed.), ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)"
प्रयोग की अभिकल्पना,પ્રયોગની ડિઝાઇન
डेस्क परिकलित्र,ડેસ્ક કેલ્ક્યુલેટર
"पहचान, संसूचन","ઓળખ, શોધ"
" सारणिक, डिटर्मिनेंट , निर्धारक","નિર્ધારક, નિર્ધારક, નિર્ધારક"
सारणिक कोटि,નિર્ણાયક ક્રમ
निर्धारित करना,નક્કી કરવા માટે
निर्धारणात्मक निदर्श,નિર્ધારિત મોડેલ
निर्धारणात्मक समस्या,નિર્ણાયક સમસ્યા
विचलन,વિચલન
विचलन गुणांक,વિચલન ગુણાંક
द्वि-आधारी प्रणाली,દ્વિસંગી સિસ્ટમ
"विकर्ण कर्ण,",વિકર્ણ કર્ણ
आव्यूह-विकर्णन,મેટ્રિક્સ કર્ણકરણ
"विकर्ण मैट्रिक्स, विकर्ण आव्यूह","વિકર્ણ મેટ્રિક્સ, વિકર્ણ મેટ્રિક્સ"
विकर्णी समानता,કર્ણ સમાનતા
आरेख,રેખાકૃતિ
आरेखी विधि,ચિત્રકામ પદ્ધતિ
आरेखी प्रस्तुतिकरण,ગ્રાફિકલ રજૂઆત
व्यास,વ્યાસ
समुच्चय-व्यास,વ્યાસ સેટ કરો
व्यासतः सम्मुख,ડાયમેટ્રિકલી વિરુદ્ધ
"पाशकक्षेप, पासा फेंकना","ક્રોસફાયર, ડાઇસ ફેંકો"
द्विधा वर्गीकरण,ઉભયજીવી વર્ગીકરણ
" द्विभाजन , अर्धक","વિભાજન, અડધું"
कोशक्रम,શબ્દકોશ
अंतर कलन,વિભેદક કલન
अंतर समीकरण,વિભેદક સમીકરણ
अंतर सूत्र,વિભેદક સૂત્ર
अंतर विधि,વિભેદક પદ્ધતિ
समुच्चयों का अंतर,સેટનો તફાવત
अवकलनीय,વિભેદક
अवकलनीय वक्र,વિભેદક વળાંક
अवकलनीय फलन,વિભેદક કાર્ય
" विभेदक, भेददर्शी , अवकल , अंतरात्रयी, अंतरात्मक , विभेदी","વિભેદક, વિભેદક, વિભેદક, આંતરપ્રાપ્તિ, આંતરવ્યક્તિ, વિભેદક"
अवकल गणित,વિભેદક ગણિત
अवकल गुणांक,વિભેદક ગુણાંક
अवकल समीकरण,વિભેદક સમીકરણ
अवकल समघात,વિભેદક અથડામણ
अवकल सूत्र,વિભેદક સૂત્ર
अवकल फलन,વિભેદક કાર્ય
अवकल ज्यामिति,વિભેદક ભૂમિતિ
उच्चतर कोटि का अवकल,ઉચ્ચ ઓર્ડર તફાવત
अवकल खंड,વિભેદક સેગમેન્ટ
अवकलन करना,તફાવત કરવો
"विभेदन, अवकलन","ભેદભાવ, ભેદભાવ"
अवकलन सूत्र,વિભેદક સૂત્ર
सदिश का अवकलन,વેક્ટરનો તફાવત
"विसरण, विसार","પ્રસરણ, પ્રસરણ"
"अंक, व्यास का द्वादशांश, अंगुलि","અંક, મુદ્રા, આંગળી"
अंकीय अभिकलित्र,ડિજિટલ કમ્પ્યુટર
अंकीय दत्त,અંકી દત્ત
" विस्तार, लंबाई-चौड़ाई, विमा , घात","હદ, પહોળાઈ, પરિમાણ, શક્તિ"
विमीयता,પરિમાણ
"विमाहीन, अविम",પરિમાણહીન
समीकरण विमा,સમીકરણ પરિમાણ
डायोफैन्टस का समीकरण,ડાયોફન્ટસનું સમીકરણ
नति कोण,પતનનો કોણ
द्वियुग्मध्रुवी निर्देशांक,દ્વિધ્રુવ કોઓર્ડિનેટ્સ
द्विध्रुव,દ્વિધ્રુવ
द्विपिरामिड,બાયપીરામિડ
डिरैक डेल्टा फलन,ડીરાક ડેલ્ટા કાર્ય
उभयनिष्ठ अनुस्पर्श रेखा,સામાન્ય સ્પર્શક
दिष्ट कोण,જમણો ખૂણો
दिष्ट रेखा,સીધી રેખા
दिक्-अवकलज,જગ્યા વ્યુત્પન્ન
"दिक्कोज्या, दिक्-कोसाइन","ડીકોસિન, ડીકો-કોસાઇન"
उच्चिष्ठ की दिशा,મહત્તમ દિશા
प्रक्षेपण दिशा,પ્રક્ષેપણ દિશા
दिक्-अनुपात,દિશા ગુણોત્તર
नियामक वृत्त,નિયમનકારી વર્તુળ
नियामक गोला,નિયમનકાર વર્તુળ
अनुलोम गुणनफल,અનુલોમા ઉત્પાદન
" प्रत्यक्ष प्रमाण , प्रत्यक्ष उपपत्ति","સીધો પુરાવો, સીધો પુરાવો"
अनुक्रमानुपात,અનુક્રમિક ગુણોત્તર
नियता,નિયતિ
अनुलोम योगफल,અનુલોમા સરવાળો
असंबद्‌ध समुच्चय,અસંબંધિત સમૂહ
" असांतत्य , असातत्य , भंग","નિરંતરતા, નિરંતરતા, વિરામ"
अवकलज का असांतत्य,વ્યુત્પન્નતાની વિરામ
प्रथम प्रकार का असांतत्य,પ્રથમ પ્રકારનું વિરામ
द्वितीय प्रकार का असांतत्य,બીજા પ્રકારનું વિરામ
असंतत वितरण,અવ્યવસ્થિત વિતરણ
असंतत फलन,અવ્યવસ્થિત કાર્ય
असंतत विचर,અવ્યવસ્થિત તફાવત
विविक्त,રજકણ
असंतत बंटन,અવ્યવસ્થિત વિતરણ
असंतत प्रायिकता बंटन,અસંતુલિત સંભાવના વિતરણ
असंतत यादृच्छिक चर,અવ્યવસ્થિત રેન્ડમ ચલ
असंतत प्रतिदर्श समष्टि,અવિરત નમૂના જગ્યા
विविक्त समुच्चय,અલગ એકંદર
विविक्त समष्टि,અલગ વસ્તી
विविक्त संस्थिति,અલગ રાજ્ય
असंतत विचर,અવ્યવસ્થિત તફાવત
विविक्तकर,વિતરણ કર
विविक्तकर विश्लेषण,ભેદભાવપૂર્ણ વિશ્લેષણ
असंयुक्त,અસંબંધિત
असंयुक्त घटना,અસંબદ્ધ ઘટના
असंयुक्त समुच्चय,અસંબંધિત સમૂહ
असंयुक्त सम्मिलन,અસંબંધિત નિવેશ
" वियोजन , तर्क-संगत योग","વિભાજન, તર્કસંગત સરવાળો"
" परिक्षेपण , प्रकीर्णन","વિખેરવું, વિખેરવું"
परिक्षेपण संचित्र,વિક્ષેપ ચાર્ટ
परिक्षेपणांक,વિક્ષેપ સૂચકાંક
परिक्षेपण-आरेख,વિક્ષેપ રેખાકૃતિ
परिक्षेपण-मैट्रिक्स,વિક્ષેપ મેટ્રિક્સ
विस्थापन,વિસ્થાપન
प्रदर्श,પ્રદર્શન
कन्सोल,કન્સોલ
"असमरूप, असमान","અસમાન, અસમાન"
क्षयकारी बल,વિસર્જન બળ
दूरी-फलन,અંતર કાર્ય
दूरी-मापांक,અંતર મોડ્યુલસ
बंटन-निरपेक्ष,બિન-વિતરણકારક
"वितरण-नियम, बंटननियम","વિતરણ નિયમ, વિતરણ નિયમ"
"अपसारित करना, अपसारित होना","વિખેરી નાખવું, વિખેરી નાખવું"
" अपसरण, अपसारिता , डाइवर्जेन्स","ભિન્નતા, ભિન્નતા, ભિન્નતા"
अपसरण प्रमेय,વિચલન પ્રમેય
अपसारी,જુદીજુદી
अपसारी श्रेणी,અલગ શ્રેણી
विभाजित अंतर,વિભાજિત તફાવત
"भाज्यता, विभाज्यता","વિભાજ્યતા, વિભાજ્યતા"
"भाज्य, विभाज्य","વિભાજ્ય, વિભાજ્ય"
" भाग, प्रभाग , विभाजन","વિભાજન, વિભાજન, વિભાજન"
विभाजन-कलन विधि,વિભાજન અલ્ગોરિધમ
विभाजन-वलय,વિભાજિત રિંગ
द्वादशभुज,ચતુર્ભુજ
द्वादशफलक,દશકોણ
