Punjabi,Tamil
ਸੰਚਾਰ,தொடர்பு
ਸੰਚਾਰ ਪਾੜਾ,தொடர்பு இடைவெளி
ਕਮਿ commun ਨੀਕ,தொடர்பு
ਕਮਿ Community ਨਿਟੀ,சமூக
ਕਮਿ Community ਨਿਟੀ ਸੈਂਟਰ,சமூக மையம்
ਕਮਿ Community ਨਿਟੀ ਡਿਵੈਲਪਮੈਂਟ ਪ੍ਰੋਜੈਕਟ,சமூக மேம்பாட்டு திட்டம்
ਕਮਿ Community ਨਿਟੀ ਸੇਵਾ,சமூக சேவை
ਕਮਿ icutation ਟੇਸ਼ਨ,மாற்றுதல்
ਅਪਣਾਇਆ ਛੁੱਟੀ,மாற்றப்பட்ட விடுப்பு
ਤਿਆਗਿਆ ਮੁੱਲ,மாற்றப்பட்ட மதிப்பு
ਤੁਲਨਾ,ஒப்பீடு
ਹਮਦਰਦੀ,இரக்கம்
ਦਿਆਲੂ ਧਰਤੀ,இரக்கமுள்ள தரை
ਹਮਦਰਦੀ ਦੀ ਛੁੱਟੀ,இரக்கமுள்ள விடுப்பு
ਅਨੁਕੂਲ,இணக்கமான
ਮਜਬੂਰ,கட்டாயப்படுத்தவும்
ਸਮਪੈਂਟਿਅਮ,காம்பென்டியம்
ਮੁਆਵਜ਼ਾ,இழப்பீடு
ਮੁਆਵਜ਼ਾ ਭੱਤਾ,ஈடுசெய்யும் கொடுப்பனவு
ਮੁਆਵਜ਼ਾ ਛੁੱਟੀ,ஈடுசெய்யும் விடுப்பு
ਯੋਗਤਾ,திறன்
ਕਾਬਲ,திறமையான
ਸਮਰੱਥ ਅਥਾਰਟੀ,தகுதிவாய்ந்த அதிகாரம்
ਮੁਕਾਬਲਾ,போட்டி
ਮੁਕਾਬਲੇ ਵਾਲੀ ਪ੍ਰੀਖਿਆ,போட்டி தேர்வு
ਸੰਗ੍ਰਹਿ,தொகுப்பு
ਸ਼ਿਕਾਇਤ,புகார்
ਸ਼ਿਕਾਇਤ ਕਿਤਾਬ,புகார் புத்தகம்
ਸਹਾਇਕਣ,பூர்த்தி
ਪੂਰਕ,நிரப்பு
ਪੂਰਾ,முழுமை
ਸੰਪੂਰਨਤਾ ਸਰਟੀਫਿਕੇਟ,நிறைவு சான்றிதழ்
ਰਹਿਤ,இணக்கம்
ਗੁੰਝਲਦਾਰ,சிக்கலானது
ਤਾਰੀਫ,பாராட்டு
ਪ੍ਰਸੰਸਾਯੋਗ ਕਾੱਪੀ,பாராட்டு நகல்
ਮੰਨਣਾ,இணங்க
ਕੰਪੋਜ਼ਿਟ ਸਭਿਆਚਾਰ,கூட்டு கலாச்சாரம்
ਰਚਨਾ,கலவை
ਵਿਆਪਕ,விரிவான
ਵਿਆਪਕ ਬੀਮਾ,விரிவான காப்பீடு
ਸਮਝੌਤਾ,சமரசம்
ਲਾਜ਼ਮੀ,கட்டாய
ਲਾਜ਼ਮੀ ਰਿਟਾਇਰਮੈਂਟ,கட்டாய ஓய்வு
ਕੰਪਿ computer ਟਰ,கணினி
ਕੰਪਿ Computer ਟਰ ਸੈਂਟਰ,கணினி மையம்
ਕੰਪਿ computer ਟਰ ਦੇ ਅਨੁਕੂਲ,கணினி நட்பு
ਕੰਪਿ computer ਟਰਾਈਜ਼ੇਸ਼ਨ,கணினிமயமாக்கல்
ਕੰਪਿ Computer ਟਰ ਭਾਸ਼ਾ,கணினி மொழி
ਕੰਪਿਊਟਰ ਸਾਖਰਤਾ,கணினி கல்வி
ਸੰਕਲਪ,கருத்து
ਚਿੰਤਾ,அக்கறை
ਰਿਆਇਤ,சலுகை
ਰਿਆਇਤ ਰੇਟ,சலுகை விகிதம்
ਰਿਆਇਤ ਸਰਟੀਫਿਕੇਟ,சலுகை சான்றிதழ்
ਸਮਝੌਤਾ,சமரசம்
ਸਮਾਰੋਹ,இறுதியான குறிப்புகள்
ਸਿੱਟਾ,முடிவுரை
ਸਿੱਟਾ,முடிவானது
ਸੰਜੋਗ,ஒத்துப்போகிறது
ਸਹਿਜ,ஒத்துழைப்பு
ਨਿੰਦਾ,கண்டனம்
ਸ਼ਰਤ,நிலை
ਸ਼ਰਤ,நிபந்தனை
ਸ਼ਰਤ ਸਵੀਕਾਰ,நிபந்தனை ஏற்றுக்கொள்வது
ਇਕਰਾਰਨਾਮੇ ਦੀਆਂ ਸਥਿਤੀਆਂ,ஒப்பந்தத்தின் நிபந்தனைகள்
ਸੇਵਾ ਦੀਆਂ ਸ਼ਰਤਾਂ,சேவையின் நிபந்தனைகள்
ਸ਼ੋਕ,இரங்கல்
ਕਨਡੋਨ,மன்னிப்பு
ਆਚਰਣ,நடத்தை
ਨਿਯਮ ਚਲਾਓ,விதிகளை நடத்துங்கள்
ਕਾਨਫਰੰਸ,மாநாடு
ਕਾਨਫਰੰਸ ਰੂਮ,மாநாட்டு அறை
ਕਾਨਫਰੰਸ ਦੀ ਸਹੂਲਤ,கான்பரன்சிங் வசதி
ਮੰਨਿਆ,மாநாடு
ਗੁਪਤ,ரகசியமானது
ਕੈਦ,சிறைவாசம்
ਪੁਸ਼ਟੀ ਕਰੋ,உறுதிப்படுத்தவும்
ਪੁਸ਼ਟੀਕਰਣ,உறுதிப்படுத்தல்
ਸੇਵਾ ਦੀ ਪੁਸ਼ਟੀ,சேவையின் உறுதிப்படுத்தல்
ਪੁਸ਼ਟੀਕਰਣ ਆਰਡਰ,உறுதிப்படுத்தல் ஆணை
ਜ਼ਬਤ ਕਰਨ ਵਾਲਾ,பறிமுதல்
ਟਕਰਾਅ,மோதல்
ਵਿਵਾਦਪੂਰਨ ਦ੍ਰਿਸ਼,முரண்பட்ட பார்வைகள்
ਅਨੁਕੂਲਤਾ,ஏற்ப
ਵਧਾਈ,வாழ்த்து
ਕੁਨੈਕਸ਼ਨ,இணைப்பு
ਸਹਿਮਤ,ஒத்துழைப்பு
ਜ਼ਮੀਰ,மனசாட்சி
ਸਹਿਮਤੀ,ஒருமித்த கருத்து
ਸਹਿਮਤੀ,ஒப்புதல்
ਨਤੀਜਾ,விளைவு
ਨਤੀਜੇ ਵਜੋਂ,இதன் விளைவாக
ਸੰਭਾਲ,பாதுகாப்பு
ਵਿਚਾਰ ਜ਼ੋਨ,கருத்தில் கொள்ளுங்கள் மண்டலம்
ਖਪਤਕਾਰ,சரக்கு
ਖੇਪ,சரக்கு
ਖੇਪ ਨੋਟ,சரக்கு குறிப்பு
ਇਕਸਾਰ,சீரானது
ਇਕਜੁਟ ਫੰਡ,ஒருங்கிணைந்த நிதி
ਏਕੀਕ੍ਰਿਤ ਤਨਖਾਹ,ஒருங்கிணைந்த ஊதியம்
ਏਕੀਕ੍ਰਿਤ ਬਿਆਨ,ஒருங்கிணைந்த அறிக்கை
ਇਕਜੁੱਟ,ஒருங்கிணைப்பு
ਸਪੱਸ਼ਟ ਤੌਰ 'ਤੇ,பகட்டான
ਸਾਜ਼ਿਸ਼,சதி
ਨਿਰੰਤਰ,மாறிலி
ਹਲਕੇ,தொகுதி
ਸੰਵਿਧਾਨ,தொகுதி
ਸੰਵਿਧਾਨ,அரசியலமைப்பு
ਪਾਬੰਦੀ,கட்டுப்பாடு
ਉਸਾਰੀ,கட்டுமானம்
ਸਲਾਹਕਾਰ,ஆலோசகர்
ਸਲਾਹ-ਮਸ਼ਵਰਾ,ஆலோசனை
ਸਲਾਹਕਾਰ ਕਮੇਟੀ,ஆலோசனைக் குழு
ਖਪਤ ਕਰਨ ਯੋਗ ਚੀਜ਼,நுகர்வு உருப்படி
ਖਪਤ,நுகர்வு
ਖਪਤਕਾਰਾਂ ਦਾ ਮਾਲ,நுகர்வோரின் பொருட்கள்
ਖਪਤਕਾਰ ਫੋਰਮ / ਕੌਂਸਲ,நுகர்வோர் மன்றம்/கவுன்சில்
ਖਪਤਕਾਰ ਰੁਝਾਨ,நுகர்வோர் நோக்குநிலை
ਖਪਤ,நுகர்வு
ਸੰਪਰਕ,தொடர்பு
ਸੰਪਰਕ ਪ੍ਰੋਗਰਾਮ,தொடர்பு திட்டம்
ਛੂਤ ਵਾਲੀ ਬਿਮਾਰੀ,தொற்று நோய்
ਸ਼ਾਮਲ,கட்டுப்படுத்தவும்
ਵਿਚਾਰ,சிந்தியுங்கள்
ਸਮਕਾਲੀ,சமகால
ਅਦਾਲਤ ਦਾ ਅਪਮਾਨ,நீதிமன்ற அவமதிப்பு
ਵਿਵਾਦ,சர்ச்சை
ਸਮੱਗਰੀ,உள்ளடக்கங்கள்
ਮੁਕਾਬਲਾ,போட்டி
ਪ੍ਰਸੰਗ,சூழல்
ਸੰਕਟਕਾਲੀਨ,தற்செயல்கள்
ਸੰਕਟਕਾਲੀਨ,தற்செயல்
ਸੰਕਟਕਾਲੀ ਭੱਤਾ,தற்செயல் கொடுப்பனவு
ਸੰਕਟਕਾਲੀਨ ਫੰਡ,தற்செயல் நிதி
ਸੰਕਟਕਾਲੀਨ ਗ੍ਰਾਂਟ,தற்செயல் மானியம்
ਸੰਕਟਕਾਲੀ ਯੋਜਨਾ,தற்செயல் திட்டம்
ਟੁਕੜਿਆਂ ਨੂੰ,தொடர்ச்சியான கட்டணங்கள்
ਨਿਰੰਤਰ ਮੁਲਾਕਾਤ,தொடர்ச்சியான நியமனம்
ਨਿਰੰਤਰ ਵਿਕਾਸ,தொடர்ச்சியான வளர்ச்சி
ਨਿਰੰਤਰ ਪ੍ਰਕਿਰਿਆ,தொடர்ச்சியான செயல்முறை
ਨਿਰੰਤਰ ਸੇਵਾ,தொடர்ச்சியான சேவை
ਰੋਕਥਬੰਦ,தடை
ਇਕਰਾਰਨਾਮਾ,ஒப்பந்த
ਸਮਝੌਤਾ ਕਰਨ ਦਾ ਕੰਮ,ஒப்பந்த பத்திரம்
ਰੁਜ਼ਗਾਰ ਦਾ ਇਕਰਾਰਨਾਮਾ,வேலைவாய்ப்பு ஒப்பந்தம்
ਇਕਰਾਰਨਾਮਾ ਅਵਧੀ,ஒப்பந்த காலம்
ਇਕਰਾਰਨਾਮੇ ਦਸਤਾਵੇਜ਼,ஒப்பந்த ஆவணம்
ਇਕਰਾਰਨਾਮਾ ਦੇਣਦਾਰੀ,ஒப்பந்த பொறுப்பு
ਠੇਕੇਦਾਰੀ ਸੇਵਾ,ஒப்பந்த சேவை
ਵਿਰੋਧਤਾਈ,முரண்பாடு
ਵਿਰੋਧੀ ਬਿਆਨ,முரண்பாடான அறிக்கை
ਉਲਝਣ,மாறாக
ਉਲੰਘਣਾ,முரண்பாடு
ਯੋਗਦਾਨ,பங்களிப்பு
ਯੋਗਦਾਨਕਾਰੀ ਪੈਨਸ਼ਨ ਸਕੀਮ,பங்களிப்பு ஓய்வூதிய திட்டம்
ਯੋਗਦਾਨ ਪਾਉਣ ਵਾਲੇ ਪ੍ਰੋਡੈਂਟ ਫੰਡ,பங்களிப்பு வருங்கால வைப்பு நிதி
ਨਿਯੰਤਰਣ,கட்டுப்பாடு
ਨਿਯੰਤਰਣ ਅਧਿਕਾਰੀ,கட்டுப்பாட்டு அதிகாரி
ਵਿਵਾਦਪੂਰਨ,சர்ச்சைக்குரிய
ਵਿਵਾਦਪੂਰਨ ਮਾਮਲਾ,சர்ச்சைக்குரிய விஷயம்
ਵਿਵਾਦ,சர்ச்சை
ਸਹੂਲਤ,வசதி
ਸੰਮੇਲਨ,மாநாடு
ਰਵਾਇਤੀ,வழக்கமான
ਤਬਦੀਲੀ,உரையாடல்
ਤਬਦੀਲ,மாற்றவும்
ਤਬਦੀਲ ਛੁੱਟੀ,மாற்றப்பட்ட விடுப்பு
ਕੰਵਿਡੈਂਸ,அனுப்புதல்
ਕਨਵੀਨੈਂਸ ਭੱਤਾ,அனுப்பும் கொடுப்பனவு
ਕੰਵਿਡੈਂਸ ਡੀਡ,அனுப்பும் பத்திரம்
ਕਨਵੀਸ਼ਨ ਖਰਚੇ,அனுப்பும் செலவுகள்
ਦੋਸ਼ੀ,குற்றவாளி
ਦੋਸ਼ੀ,தண்டனை
ਕਨਵੋਕੇਸ਼ਨ,மாநாடு
ਮੌਕੇ ਬੰਦ,குளிரூட்டும் காலம்
ਸਹਿਕਾਰਤਾ,ஒத்துழைப்பு
ਸਹਿਕਾਰੀ,கூட்டுறவு
ਸਹਿਕਾਰੀ ਸੁਸਾਇਟੀ,கூட்டுறவு சமூகம்
ਸਹਿ-ਚੋਣ,இணையாக
ਸਹਿ-ਚੁਣੇ ਮੈਂਬਰ,ஒத்துழைக்கப்பட்ட உறுப்பினர்
ਕੋਆਰਡੀਨੇਸ਼ਨ,ஒருங்கிணைப்பு
ਸਹਿ-ਮਾਲਕ,இணை உரிமையாளர்
ਸਹਿ-ਸਾਥੀ,இணை கூட்டாளர்
ਕਾਪੀ,நகலெடு
ਨਕਲ ਕਰਨਾ,நகலெடுக்கும்
ਕਾਪੀਰਾਈਟ,பதிப்புரிமை
ਗੜਬਖ,நல்ல
ਕੋਰੋਨਰ,கொரோனர்
ਕਾਰਪੋਰੇਟ ਬਾਡੀ,கார்ப்பரேட் உடல்
ਕਾਰਪੋਰੇਟ ਯੋਜਨਾਬੰਦੀ,கார்ப்பரேட் திட்டமிடல்
ਕਾਰਪੋਰੇਸ਼ਨ,கார்ப்பரேஷன்
ਕਾਰਪੋਰੇਸ਼ਨ ਟੈਕਸ,மாநகராட்சி வரி
ਸੁਧਾਰ,திருத்தம்
ਸੁਧਾਰਾਤਮਕ ਉਪਾਅ (= ਸਹੀ),சரியான நடவடிக்கைகள் (= திருத்தங்கள்)
ਲਿਖਤ - ਪੜ੍ਹਤ,கடித தொடர்பு
ਪੱਤਰ ਵਿਹਾਰ ਕੋਰਸ,கடித பாடநெறி
ਪੱਤਰ ਵਿਹਾਰ,கடிதப் பகுதி
ਪੱਤਰਕਾਰ,நிருபர்
ਅਨੁਸਾਰੀ,தொடர்புடைய
ਕੋਰਿਜੇਂਡਮ,கோரிஜெண்டம்
ਕਾਰਪੋਰੇਟ,உறுதிப்படுத்துதல்
ਰੱਦਬਰੇਸ਼ਨ,உறுதிப்படுத்தல்
ਭ੍ਰਿਸ਼ਟ,சிதைந்த கோப்பு
ਭ੍ਰਿਸ਼ਟਾਚਾਰ,ஊழல்
ਭ੍ਰਿਸ਼ਟ ਅਭਿਆਸ,ஊழல் பயிற்சி
ਬ੍ਰਹਿਮੰਡੀ ਸ਼ਹਿਰ,காஸ்மோபாலிட்டன் நகரம்
ਲਾਗਤ,செலவு
ਲਾਗਤ ਦਾ ਲੇਖਾਕਾਰ,செலவு கணக்காளர்
ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ,செலவு பகுப்பாய்வு
ਲਾਗਤ ਛੱਤ,செலவு உச்சவரம்பு
ਲਾਗਤ ਪ੍ਰਭਾਵ,செலவு செயல்திறன்
ਰਹਿਣ ਸਹਿਣ ਦਾ ਖਰਚ,வாழ்க்கை செலவு
ਲਾਗਤ ਓਵਰਰਨ,செலவு மீறப்பட்டது
ਕਾਟੇਜ ਉਦਯੋਗ,குடிசை தொழில்
ਕੌਂਸਲ,சபை
ਮੰਤਰੀਆਂ ਦੀ ਕਾਉਂਸਲ,அமைச்சர்கள் சபை
ਰਾਜਾਂ ਦੀ ਕਾਉਂਸਲ,மாநில சபை
ਸਲਾਹ,ஆலோசனை
ਕਾਉਂਸਲਿੰਗ,ஆலோசனை
ਕਾ counter ਂਟਰ,கவுண்டர்
ਕਾ counter ਂਟਰ ਐਕਸ਼ਨ,எதிர் நடவடிக்கை
ਜਵਾਬੀ ਹਲਫੀਆ ਬਿਆਨ,எதிர் வாக்குமூலம்
ਕਾ counter ਂਟਰ ਚਾਰਜ,எதிர் கட்டணம்
ਕਾ counter ਂਟਰ ਦਾ ਦਾਅਵਾ,எதிர் உரிமைகோரல்
ਨਕਲੀ ਕਰੰਸੀ,கள்ள நாணயம்
ਨਕਲੀ,கள்ளநோட்டுதல்
ਕਾਉਂਟਰਫਾਇਲ,கள்ளநூல்
ਵਿਰੋਧੀ ਪੇਸ਼ਕਸ਼,எதிர் சலுகை
ਕਾ toud ਂਟਰਸਾਈਨ,கவுண்டர்ன்
ਕੂੜਾ,சதி
ਕੂਪਨ,கூப்பன்
ਕੋਰੀਅਰ,கூரியர்
ਕੋਰੀਅਰ ਸੇਵਾ,கூரியர் சேவை
ਕੋਰਸ,பாடநெறி
ਅਧਿਐਨ ਦੇ ਕੋਰਸ,படிப்பு படிப்புகள்
ਕੋਰਟ ਕੇਸ,நீதிமன்ற வழக்கு
ਸ਼ਿਸ਼ਟਾਚਾਰ,மரியாதை
ਛੋਟੇ ਕਾਰਨਾਂ ਦੀ ਅਦਾਲਤ,சிறிய காரணங்களின் நீதிமன்றம்
ਨੇਮ,உடன்படிக்கை
ਕਵਰ,கவர்
ਕਵਰੇਜ,பாதுகாப்பு
ਪੱਤਰ ਨੂੰ covering ੱਕਣਾ,முகப்பு அல்லது அறிமுக கடிதம்
ਮੀਮੋ ਨੂੰ covering ੱਕਣਾ,மெமோவை உள்ளடக்கியது
ਨੋਟਿੰਗ ਨੋਟ,குறிப்பு
ਕਰੈਸ਼ ਪ੍ਰੋਗਰਾਮ,செயலிழப்பு திட்டம்
ਕਰੀਮੀ ਪਰਤ,கிரீமி லேயர்
ਸ੍ਰਿਸ਼ਟੀ,உருவாக்கம்
ਰਚਨਾਤਮਕ,படைப்பு
ਰਚਨਾਤਮਕਤਾ,படைப்பாற்றல்
ਕਰੈਕ,கிரெச்
ਪ੍ਰਮਾਣ ਪੱਤਰ,நற்சான்றிதழ்கள் குழு
ਭਰੋਸੇਯੋਗਤਾ,நம்பகத்தன்மை
ਕ੍ਰੈਡਿਟ,கடன்
ਕ੍ਰੈਡਿਟਯੋਗ,நம்பத்தகுந்த
ਕ੍ਰੈਡਿਟ ਸਲਾਹ,கடன் ஆலோசனை
ਕ੍ਰੈਡਿਟ ਅਤੇ ਥ੍ਰਿਫਟ ਸੁਸਾਇਟੀ,கடன் மற்றும் சிக்கன சமூகம்
ਕਰੇਡਿਟ ਕਾਰਡ,கடன் அட்டை
ਕ੍ਰੈਡਿਟ ਸਹੂਲਤਾਂ,கடன் வசதிகள்
ਕ੍ਰੈਡਿਟ ਇੰਦਰਾਜ਼,கடன் நுழைவு
ਕਰੈਡਿਟ ਸੂਚਨਾ,கடன் குறிப்பு
ਲੈਣਦਾਰ,கடன் வழங்குபவர்
ਸਸਕਾਰ,தகனம்
ਸਸਕਾਰ ਗਰਾਉਂਡ,தகனம் மைதானம்
ਚਾਲਕ ਦਲ,குழு
ਅਪਰਾਧ,குற்றம்
ਅਪਰਾਧ ਦੀ ਉਲੰਘਣਾ ਦੀ ਉਲੰਘਣਾ,நம்பிக்கையின் குற்றவியல் மீறல்
ਅਪਰਾਧਿਕ ਅਦਾਲਤ,குற்றவியல் நீதிமன்றம்
ਅਪਰਾਧਿਕ ਲਾਪਰਵਾਹੀ,குற்றவியல் அலட்சியம்
ਅਪਰਾਧਿਕ ਅਪਰਾਧ,குற்றவியல் குற்றம்
ਅਪਰਾਧਿਕ ਪ੍ਰਕਿਰਿਆ ਕੋਡ,குற்றவியல் நடைமுறை குறியீடு
ਸੰਕਟ,நெருக்கடி
ਸੰਕਟ ਪ੍ਰਬੰਧਨ,நெருக்கடி மேலாண்மை
ਮਾਪਦੰਡ,அளவுகோல்
ਆਲੋਚਨਾ,திறனாய்வு
ਕਰਾਸ,குறுக்கு
ਕਰਾਸ ਨਸਲ,குறுக்கு இனம்
ਕਰਾਸ ਚੈਕਿੰਗ,குறுக்கு சோதனை
ਕ੍ਰਾਸਡ ਚੈੱਕ,குறுக்கு காசோலை
ਕਰਾਸ ਪ੍ਰੀਖਿਆ,குறுக்கு விசாரணை
ਕਰਾਸ ਦਾ ਹਵਾਲਾ,குறுக்கு குறிப்பு
ਕਰਾਸ ਵੋਟ,குறுக்கு வாக்களிப்பு
ਮਹੱਤਵਪੂਰਨ ਤਾਰੀਖ,முக்கியமான தேதி
ਕੱਚਾ,கச்சா
ਦੋਸ਼ੀ ਹਾਈਡਾਈਡ,குற்றவாளி கொலை
ਦੋਸ਼ੀ,குற்றவாளி
ਕਾਸ਼ਤ,சாகுபடி
ਸਭਿਆਚਾਰਕ ਵਟਾਂਦਰੇ ਦਾ ਪ੍ਰੋਗਰਾਮ,கலாச்சார பரிமாற்ற திட்டம்
ਸੰਚਤ,ஒட்டுமொத்த
ਮੁਦਰਾ,நாணய
ਮੁਦਰਾ ਐਕਸਚੇਂਜ,நாணய மாற்று
ਮੁਦਰਾ ਨੋਟ,நாணய குறிப்பு
ਮੌਜੂਦਾ,நடப்பு
ਮੌਜੂਦਾ ਖਾਤਾ,நடப்பு கணக்கு
ਮੌਜੂਦਾ ਡਿ duties ਟੀਆਂ,தற்போதைய கடமைகள்
ਮੌਜੂਦਾ ਸੈਸ਼ਨ,நடப்பு அமர்வு
ਬਾਔਡੇਟਾ,கல்வி மற்றும் தொழில்பற்றிய சிறுதொகுப்பு
ਕਰਟੈਲ,குறைத்தல்
ਰਖਵਾਲਾ,பாதுகாவலர்
ਹਿਰਾਸਤ,காவல்
ਪ੍ਰਥਾ,வழக்கம்
ਪ੍ਰਥਾ,வழக்கம்
ਰਿਵਾਜ,வழக்கம்
ਰਿਵਾਜ ਵਿਧੀ,வழக்கமான நடைமுறை
ਕਸਟਮ ਡਿ duty ਟੀ,சுங்க வரி
ਗਾਹਕ,வாடிக்கையாளர்
ਗਾਹਕ ਦੋਸਤਾਨਾ,வாடிக்கையாளர் நட்பு
ਕਸਟਮ ਇਮਤਿਹਾਨ,தனிப்பயன் தேர்வு
ਘਟਾਓੁਣਾ,வெட்டு
ਮੋਸ਼ਨ ਕੱਟ,வெட்டு இயக்கம்
ਤਾਰੀਖ ਕੱਟ,இறுதி நாள்
ਚੱਕਰ,மிதிவண்டி
ਰੋਜ਼ਾਨਾ,தினசரி
ਰੋਜ਼ਾਨਾ ਭੱਤਾ,தினசரி கொடுப்பனவு
ਰੋਜ਼ਾਨਾ ਡਾਇਰੀ,தினசரி நாட்குறிப்பு
ਰੋਜ਼ਾਨਾ ਰਜਿਸਟਰ,தினசரி பதிவு
ਰੋਜਾਨਾ ਰਿਪੋਰਟ,தினசரி அறிக்கை
ਰੋਜ਼ਾਨਾ ਰੁਟੀਨ,தினசரி வழக்கமான
ਰੋਜ਼ਾਨਾ ਤਨਖਾਹ,தினசரி ஊதியங்கள்
ਡੀਕ ਪੜਾਅ,டக் ஸ்டேஜ்
ਡਕ ਟਰੇ,டக் ட்ரே
ਨੁਕਸਾਨ,சேதம்
ਨੁਕਸਾਨ,சேதங்கள்
ਖਤਰਨਾਕ,ஆபத்தானது
ਹਿੰਮਤ,தைரியம்
ਡਾਟਾ,தகவல்கள்
ਡਾਟਾ ਬੈਂਕ,தரவு வங்கி
ਡਾਟਾ ਬੇਸ,தரவுத் தளம்
ਡਾਟਾ ਇਕੱਠਾ ਕਰਨ,தரவு சேகரிப்பு
ਡਾਟਾ ਫੀਡਿੰਗ,தரவு உணவு
ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ,தகவல் செயல்முறை
ਤਾਰੀਖ਼,தேதி
ਪਹੁੰਚਣ ਦੀ ਤਾਰੀਖ,வந்த தேதி
ਜਨਮ ਤਾਰੀਖ,பிறந்த தேதி
ਰਵਾਨਗੀ ਦੀ ਤਾਰੀਖ,புறப்பட்ட தேதி
ਡਿਸਚਾਰਜ ਦੀ ਮਿਤੀ,வெளியேற்றும் தேதி
ਮਿਆਦ ਪੂਰੀ ਹੋਣ ਦੀ ਮਿਤੀ,முதிர்ச்சியின் தேதி
ਰਸੀਦ ਦੀ ਮਿਤੀ,ரசீது தேதி
ਮਿਤੀ ਸਟੈਂਪ,நாள் முத்திரை
ਦਿਵਸ ਸਕਾਲਰ,நாள் அறிஞர்
ਦਿਵਸ ਸ਼ਿਫਟ,பகல் நேரப்பணி
ਕਿਰਪਾ ਦੇ ਦਿਨ,அருளின் நாட்கள்
ਦਿਨ ਦਾ ਕੰਮ,அன்றாட வேலை
ਮਰੇ ਖਾਤਾ,இறந்த கணக்கு
ਮਰੇ ਲਾਈਨ,காலக்கெடுவை
ਡੈੱਡਲਾਕ,முட்டுக்கட்டை
ਡੈੱਡ ਸਟਾਕ ਰਜਿਸਟਰ,இறந்த பங்கு பதிவு
ਮਰੇ ਭਾਰ,இறந்த எடை
ਸੌਦਾ,ஒப்பந்தம்
ਸਹਾਇਕ ਦਾ ਸੌਦਾ ਕਰਨਾ,உதவியாளரைக் கையாளுதல்
ਨਜਿੱਠਣਾ,கையாளுதல்
ਮੌਤ ਦੀ ਵਰ੍ਹੇਗੰ,மரண ஆண்டுவிழா
ਪਿਆਰੇ ਭੱਤਾ,அன்புள்ள கொடுப்பனவு
ਮੌਤ ਦਾ ਲਾਭ,மரண நன்மை
ਮੌਤ-ਰਿਟਾਇਰਮੈਂਟ ਗ੍ਰੈਚੁਟੀ,இறப்பு-கம்-ஓய்வூதிய கிராச்சுட்டி
ਸੇਵਾ ਵਿਚ ਮੌਤ,சேவையில் மரணம்
ਡੀਅਥੋਰਾਈਜ਼ੈਟਿਓਇਨ,Deauthorizatioin
ਡੈਬਾਰ,டெபார்
ਡੈਬਿਟ,பற்று
ਡੈਬਿਟ ਸਲਾਹ,பற்று ஆலோசனை
ਕਰਜ਼ਾ,கடன்
ਡੈਬਟ ਮੈਨੇਜਮੈਂਟ,கடன் மேலாண்மை
ਕਰਜ਼ਦਾਰ,கடனாளி
ਮ੍ਰਿਤਕ,இறந்தவர்
ਸ਼ਿਸ਼ਟਾਚਾਰ,ஒழுக்கம்
ਵਿਕੇਂਦਰੀਕਰਣ,பரவலாக்கம்
ਫੈਕਟਰ ਦਾ ਫੈਸਲਾ ਕਰਨਾ,தீர்மானிக்கும் காரணி
ਫੈਸਲਾ,முடிவு
ਫੈਸਲਾ ਲੈਣਾ,முடிவெடுக்கும்
ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ,முடிவெடுக்கும் செயல்முறை
ਘੋਸ਼ਣਾ,அறிவிப்பு
ਆਮਦਨੀ ਦਾ ਐਲਾਨ,வருமான அறிவிப்பு
ਘੋਸ਼ਿਤ ਮੁੱਲ,அறிவிக்கப்பட்ட மதிப்பு
ਸਹੁੰ ਬਾਰੇ ਐਲਾਨ ਕਰੋ,சத்தியப்பிரமாணத்தை அறிவிக்கவும்
ਡੀਕੋਡ,டிகோட்
ਡੀਕੋਡ੍ਰੋਲ,Decontrol
ਸਜਾਵਟ,அலங்கார
ਕਮੀ,குறைவு
ਫ਼ਰਮਾਨ,ஆணை
ਸਮਰਪਣ,அர்ப்பணிப்பு
ਕਟੌਤੀਯੋਗ,விலக்கு
ਕਟੌਤੀ,கழித்தல்
ਸਰੋਤ 'ਤੇ ਕਟੌਤੀ,மூலத்தில் கழித்தல்
ਤਨਖਾਹ ਤੋਂ ਕਟੌਤੀ,சம்பளத்திலிருந்து விலக்கு
ਡੀਡ,பத்திரம்
ਗਿਰਵੀਨਾਮੇ ਦਾ ਕੰਮ,அடமானத்தின் பத்திரம்
ਮੰਨਿਆ ਗਿਆ ਯੂਨੀਵਰਸਿਟੀ,கருதப்பட்ட பல்கலைக்கழகம்
ਖਰਾਬ,தூக்கி எறியுங்கள்
ਹਕ਼ੀਕ਼ੀ,நடைமுறையில்
Defalcation,Defalcation
ਮਾਣਹਾਨੀ,அவதூறு
ਮੂਲ,இயல்புநிலை
ਡਿਫਾਲਟਰ,தவறியவர்
ਨੁਕਸਦਾਰ,குறைபாடுள்ள
ਬਚਾਅ,பாதுகாப்பு
ਬਚਾਅ ਪੱਖ,பாதுகாப்பு ஆலோசகர்
ਰੱਖਿਆ ਉਤਪਾਦਨ,பாதுகாப்பு உற்பத்தி
