Gujarati,Assamese
બિન-નિયમિત પૃષ્ઠ,অ-ৰুটিন পৃষ্ঠা
બિન-વિકલાંગતા,অ-অক্ষমতা
મિરર વિકૃતિ,দাপোনৰ বিচ্যুতি
અપોક્રોમેટ,apochromat
"હાયપરક્રોમેટિક લેન્સ, અપોક્રોમેટિક લેન્સ","হাইপাৰক্ৰ’মেটিক লেন্স, এপ’ক্ৰ’মেটিক লেন্স"
સુપર ક્રોમેટિક બોડી,অতিৰঙীন শৰীৰ
હાયપરક્રોમેટિટી,হাইপাৰক্ৰমেটিচিটি
apogee અંતર,apogee দূৰত্ব
એપોજી રોકેટ,apogee ৰকেট
"જમીન-ઊંચી, apogee","ভূমি-উচ্চ, apogee"
apolar,apolar
બિનધ્રુવીય શોષણ,অমেৰু শোষণ
પેરાપોલરીટી,পেৰাপোলাৰিটি
apostilbe,apostilbe
ઉપકરણ,সঁজুলি
ઉપકરણ ભૂલ,ডিভাইচৰ ভুল
વર્ચ્યુઅલ,অপাৰ্থিৱ
વર્ચ્યુઅલ ઊંચાઈ,ভাৰ্চুৱেল উচ্চতা
વર્ચ્યુઅલ વાર્ષિક ઝડપ,ভাৰ্চুৱেল বাৰ্ষিক গতি
વર્ચ્યુઅલ ગુણાંક,ভাৰ্চুৱেল সহগ
વર્ચ્યુઅલ રંગ,ভাৰ্চুৱেল ৰং
વર્ચ્યુઅલ હાફ વેવ સંભવિત,ভাৰ্চুৱেল হাফ ৱেভ পটেনচিয়েল
વર્ચ્યુઅલ પ્રતિકાર,ভাৰ্চুৱেল ৰেজিষ্টেন্স
વર્ચ્યુઅલ પ્રતિકારકતા,ভাৰ্চুৱেল ৰেজিষ্টিভিটি
વર્ચ્યુઅલ સૌર દિવસ,ভাৰ্চুৱেল সৌৰ দিন
વર્ચ્યુઅલ સૌર સમય,ভাৰ্চুৱেল সৌৰ সময়
વર્ચ્યુઅલ સ્પેક્ટ્રમ,ভাৰ্চুৱেল স্পেকট্ৰম
દૃશ્યમાન સૂર્ય,দৃশ্যমান সূৰ্য্য
દ્રશ્ય સમય,দৃশ্যমান সময়
વર્ચ્યુઅલ વોટ,ভাৰ্চুৱেল ৱাট
વર્ચ્યુઅલ લોડ,ভাৰ্চুৱেল লোড
વિઝ્યુઅલ ઝોન,ভিজুৱেল জ&#39;ন
"ઇમર્જન્ટ સંભવિત, ઉભરતી સંભવિત","উদীয়মান সম্ভাৱনা, উদীয়মান সম্ভাৱনা"
એપીલ નળી,এপিল ডাক্ট
એપ્લીગેટ ડાયાગ્રામ,applegate ডায়াগ্ৰাম
સાધન,সঁজুলি
લાગુ પડવાની ક્ષમતા,প্ৰযোজ্যতা
લાગુ મિકેનિક્સ,প্ৰয়োগ কৰা বলবিজ্ঞান
લાગુ પડતી જગ્યા,প্ৰযোজ্যতা চৌহদ
લાગુ સંભવિત,প্ৰয়োগ কৰা বিভৱ
એડિટિવ સર્કિટ,যোগকৰণ বৰ্তনী
અવલોકનક્ષમ,পৰ্যবেক্ষণযোগ্য
સહાનુભૂતિપૂર્ણ,সহানুভূতিশীল
અભિગમ,পদ্ধতি
ઍક્સેસ રૂમ,প্ৰৱেশ কক্ষ
અભિગમ દીવાદાંડી,এপ্ৰ&#39;চ বিকন
અભિગમ નિયંત્રણ રડાર,এপ্ৰ&#39;চ কন্ট্ৰ&#39;ল ৰাডাৰ
અભિગમ સૂચક,এপ্ৰ&#39;চ সূচক
પ્રદીપનો સંપર્ક કરો,প্ৰদীপৰ কাষ চাপিব
સેટેલાઇટ બીકન ટ્રાન્સમીટર,চেটেলাইট বিকন ট্ৰেন্সমিটাৰ
અભિગમ નેવિગેશન,এপ্ৰ&#39;চ নেভিগেচন
અભિગમ પાથ,approach path
"નજીક, આશરે","ওচৰত, প্ৰায়"
અંદાજિત શોષણ ફેરફાર,আনুমানিক শোষণ পৰিৱৰ্তন
"મેક્રો પદ્ધતિ, અંદાજ પદ્ધતિ","মেক্ৰ&#39; পদ্ধতি, আনুমানিক পদ্ধতি"
અંદાજ,আনুমানিককৰণ
સહાયક વીજ પુરવઠો,সহায়ক শক্তি যোগান
સુન્નતા*,অজ্ঞানতা*
સુન્નતા,অজ্ঞানতা
જડ રેખા,অজ্ঞান ৰেখা
કોણીય કોણ,কৌণিক কোণ
નિષ્ક્રિયતાનું અંતર,অজ্ঞানতা দূৰত্ব
જડ રેખા,অজ্ঞান ৰেখা
ઇલેક્ટ્રોસ્ટેટિક ગતિ,ইলেক্ট্ৰষ্টেটিক গতি
નિષ્ક્રિયતા (બિંદુ),অজ্ঞানতা (বিন্দু)
એક્વાડેગ,aquadag
બાષ્પ દબાણ,বাষ্পৰ চাপ
એર્ગો પોઈન્ટ,ergo বিন্দু
"એરાગો ડિસ્ક, ઓરેગો સર્કલ","এৰাগো ডিস্ক, অৰাগো বৃত্ত"
"રેન્ડમ, રેન્ડમ","random, যাদৃচ্ছিক"
મનસ્વી ઉમેરણ સ્થિરાંક,ইচ্ছাকৃত সংযোজক ধ্ৰুৱক
મનસ્વી સતત,ইচ্ছাকৃত ধ্ৰুৱক
મનસ્વી વળાંક,ইচ্ছাকৃত বক্ৰ
મુક્ત ટ્રેક્શન ધ્રુવીય,মুক্ত ট্ৰেকচন মেৰু
મફત ઇલેક્ટ્રોન સ્વીકારનાર,মুক্ত ইলেক্ট্ৰন গ্ৰহণকাৰী
સ્વૈચ્છિક વિસ્તરણ વિસ્તાર,স্বেচ্ছামূলক সম্প্ৰসাৰণ এলেকা
મનસ્વી સ્કેલ,ইচ্ছাকৃত স্কেল
રેન્ડમ સ્કેલ,ৰেণ্ডম স্কেল
સ્વૈચ્છિક સેવા,স্বেচ্ছাসেৱী সেৱা
કોઓર્ડિનેટ્સનો મનસ્વી સમૂહ,স্থানাংকৰ ইচ্ছাকৃত গোট
કમાન,arch
ચાપ પ્રતિકાર,চাপ ৰেজিষ্টেন্স
ઉચ્ચારણ ઘટક,চিলেবল উপাদান
આર્ક કન્વર્ટર,চাপ ৰূপান্তৰক
આર્ક સંભવિત ડ્રોપ,চাপ বিভৱ হ্ৰাস
"આર્ક ફર્નેસ, આર્ક ફર્નેસ","চাপ চুলা, চাপ চুলা"
ચાપ દીવો,চাপ লেম্প
દ્રશ્ય ચાપ,ভিজুৱেল চাপ
આર્ક ઓસિલેટર,চাপ দোলক
આર્ક-સ્પેક્ટ્રમ,চাপ-বৰ্ণালী
આર્ક વેલ્ડીંગ,চাপ ৱেল্ডিং
ચાપ દર,চাপ হাৰ
પુરાતત્વીય,প্ৰত্নতাত্ত্বিক
આર્કિમીડિયન એન્ટિપ્રિઝમ,আৰ্কিমিডিয়ান এন্টিপ্ৰিজম
આર્કિમીડ મિલકત,আৰ্কিমিড সম্পত্তি
આર્કિમીડ સ્ક્રૂ,আৰ্কিমিড স্ক্ৰু
આર્કિમીડ આકારણી,আৰ্কিমিড মূল্যায়ন
આર્કિમિડીઝનો કાયદો,আৰ্কিমিডিছৰ নিয়ম
આર્કિટેક્ચરલ ધ્વનિશાસ્ત્ર,স্থাপত্যৰ ধ্বনিবিজ্ঞান
અર્કેન,গোপনীয়তা
આર્ચી ભવન,আৰ্চি ভৱন
"વિસ્તાર, વિસ્તાર","এলেকা, এলেকা"
રાજ્ય નિયંત્રણ,ৰাজ্য নিয়ন্ত্ৰণ
રાજ્ય નિયંત્રણ રડાર,ৰাজ্য নিয়ন্ত্ৰণ ৰাডাৰ
ક્ષેત્ર ટ્રેક્શન,ফিল্ড ট্ৰেকচন
સ્પર્શક,স্পৰ্শক
"ફીલ્ડ મોનીટરીંગ, ફીલ્ડ સ્ક્રુટીની","ক্ষেত্ৰ নিৰীক্ষণ, ক্ষেত্ৰ পৰীক্ষা"
ફ્રેસ્નલ ઝોન વિસ્તાર,ফ্ৰেনেল জ&#39;ন এলেকা
"પ્રાદેશિક, પ્રાદેશિક","আঞ্চলিক, আঞ্চলিক"
પ્રાદેશિક પ્રવેગક,আঞ্চলিক ত্বৰণ
જડતાની પ્રાદેશિક ક્ષણ,জড়তাৰ আঞ্চলিক মুহূৰ্ত
પ્રાદેશિક વેગ,আঞ্চলিক বেগ
અંગ કોષ,অংগ কোষ
અંગ દીપ્તિ લેમ્પ,অংগ ব্রিলিয়েন্স লেম্প
અંગ આયનીકરણ ડિટેક્ટર,অংগ আয়নীয়কৰণ ডিটেক্টৰ
"કોણ, તર્ક","কোণ, যুক্তি"
અંકગણિત ભાગ,গাণিতিক অংশ
"હાથ, હાથ, શાખા","বাহু, বাহু, শাখা"
આર્મેચર,আৰ্মেচাৰ
આર્મેચર રૅટલ,আৰ্মেচাৰ ৰেটল
આર્મેચર પ્રતિક્રિયા,আৰ্মেচাৰ বিক্ৰিয়া
"આર્મેચર કોઇલ, આર્મેચર કોઇલ","আৰ্মেচাৰ কইল, আৰ্মেচাৰ কইল"
સુંદરતા,সৌন্দৰ্য্যকৰণ
સજ્જનની નિશાની,ভদ্ৰলোকৰ চিন
આર્મસ્ટ્રોંગ મિકેનિઝમ,আৰ্মষ্ট্ৰং মেকানিজম
"એરે, એરે","এৰে, এৰে"
એરે ગુણક,এৰে বহুগুণক
એરેની શ્રેણી,এৰেৰ এৰে
ફોલ્ટ એરે,দোষ এৰে
રેખા એરે,লাইন এৰে
બિંદુ એરે,পইণ্ট এৰে
અરે સોનાર (અવાજ અને અભિસરણ),এৰে সোনাৰ (কণ্ঠ আৰু অস্মোছিছ)
"બેરલ વિકૃતિ, ડ્રમર વિકૃતિ","বেৰেল বিকৃতি, ড্ৰামবাদক বিকৃতি"
રીસીવર,ৰিচিভাৰ
ખંત,অধ্যৱসায়
સ્થિર મિસાઇલ,স্থিতিশীল মিছাইল
શાર્ક પીછા,হাঁহৰ পাখি
ઉચ્ચાર સ્પષ્ટતા,উচ্চাৰণৰ স্পষ্টতা
ઉચ્ચાર લાભ,উচ্চাৰণ লাভ
"ઉચ્ચાર સ્પષ્ટતા, શ્રાવ્ય સ્પષ્ટતા","উচ্চাৰণৰ স্পষ্টতা, শ্ৰৱণ স্পষ্টতা"
જંકશન પોઈન્ટ,জংচন পইণ্ট
ઉચ્ચારણ પરીક્ષણ,উচ্চাৰণ পৰীক্ষা
ઉચ્ચારણ રૂપરેખાંકન,উচ্চাৰণ বিন্যাস
કૃત્રિમ એન્ટેના,কৃত্ৰিম এন্টেনা
કૃત્રિમ વિસર્જન,কৃত্ৰিম দ্ৰৱণ
કૃત્રિમ ગરમી,কৃত্ৰিম তাপ
કૃત્રિમ ક્ષિતિજ,কৃত্ৰিম দিগন্ত
કૃત્રિમ બુદ્ધિ,কৃত্ৰিম বুদ্ধিমত্তা
કૃત્રિમ આઇસોટોપ્સ,কৃত্ৰিম আইছ’ট’প
કૃત્રિમ ભાષા,কৃত্ৰিম ভাষা
કૃત્રિમ લિફ્ટ,কৃত্ৰিম উত্তোলন
કૃત્રિમ પ્રકાશ,কৃত্ৰিম পোহৰ
કૃત્રિમ પ્રકાશ એક્સપોઝર,কৃত্ৰিম পোহৰৰ সংস্পৰ্শ
કૃત્રિમ રેખા,কৃত্ৰিম ৰেখা
કૃત્રિમ ભાર,কৃত্ৰিম বোজা
કૃત્રિમ માધ્યમ,কৃত্ৰিম মাধ্যম
કૃત્રિમ મોઇટી,কৃত্ৰিম অংশ
કૃત્રિમ ગ્રહ,কৃত্ৰিম গ্ৰহ
કૃત્રિમ કિરણોત્સર્ગી તત્વ,কৃত্ৰিম তেজস্ক্রিয় মৌল
કૃત્રિમ રેડિયોએક્ટિવિટી,কৃত্ৰিম তেজস্ক্ৰীয়তা
કૃત્રિમ વરસાદ,কৃত্ৰিম বৰষুণ
કૃત્રિમ ઉપગ્રહ,কৃত্ৰিম উপগ্ৰহ
કૃત્રિમ ટ્રાન્સમ્યુટેશન,কৃত্ৰিম ৰূপান্তৰ
કૃત્રિમ વક્તા,কৃত্ৰিম বক্তা
ચડતા,আৰোহী
ચઢાણ,আৰোহণ
ચડવું,বগাই যোৱা
asdic,asdic
"અભિગમ, છબી","orientation, ছবি"
પાસા ગુણોત્તર,এস্পেক্ট ৰেচিঅ&#39;
અગોલી,আগোলি
ગોળાકાર પૃષ્ઠ,গোলাকাৰ পৃষ্ঠা
ગોળાકાર લેન્સ,গোলাকাৰ লেন্স
એકત્રીકરણ,একত্ৰীকৰণ
સક્શન હાઇગ્રોમીટર,চুষণ হাইগ্ৰ&#39;মিটাৰ
માપ,জোখ-মাখ কৰা
નો સમૂહ,set of
"એસેમ્બલીંગ, એસેમ્બલીંગ","একত্ৰিত কৰা, একত্ৰিত কৰা"
"એસેમ્બલીંગ, એસેમ્બલીંગ, એસેમ્બલીંગ","একত্ৰিত কৰা, একত্ৰিত কৰা, একত্ৰিত কৰা"
એસેમ્બલી મશીન,সমাবেশ মেচিন
"એસેમ્બલર, એસેમ્બલર","এছেম্বলাৰ, এছেম্বলাৰ"
એસેમ્બલર ભાષા,এছেম্বলাৰ ভাষা
એસેમ્બલર પ્રોગ્રામ,এছেম্বলাৰ প্ৰগ্ৰেম
એસેમ્બલીંગ પ્રોગ્રામ,প্ৰগ্ৰেম একত্ৰিত কৰা
ચોકસાઇ અંદાજ,নিখুঁত অনুমান
સ્પષ્ટ,নিৰ্দিষ্ট কৰা হৈছে
(ક્વોન્ટમ નંબરોની) વિશિષ્ટતાઓ,(কোৱাণ্টাম সংখ্যাৰ) নিৰ্দিষ্টতাসমূহ
"સાથી, સહયોગી, સંયોજક","allied, সংযুক্ত, সংযুক্ত"
સાથી જન્માક્ષર,সহযোগী ৰাশিফল
સાથી ઊર્જા,সংগী শক্তি
સહયોગી સમૂહ,সহযোগী ভৰ
સહયોગી સંચયક,এছ&#39;চিয়েটিভ এক্যুলেটৰ
સ્વર અવાજ,স্বৰধ্বনি
સ્વીકૃત સ્થિતિ,নামভৰ্তি কৰা পদ
સ્વચાલિત મલ્ટિવાઇબ્રેટર,স্বয়ংক্ৰিয় মাল্টিভাইব্ৰেটৰ
અસ્થેનિક,এষ্টেনিক
એસ્થેનિક હાથ,এষ্টেনিক বাহু
નોનસ્ટેટિક જોડી,অস্থিতিশীল যোৰ
"સ્થિર સંતુલન, નોનસ્ટેટિક સંતુલન","স্থিতিশীল ভাৰসাম্য, অস্থিৰ ভাৰসাম্য"
નોનસ્ટેટિક ગેલ્વેનોમીટર,ননষ্টেটিক গেলভানোমিটাৰ
નોનસ્ટેટિક મેગ્નેટોમીટર,ননষ্টেটিক মেগনেটোমিটাৰ
સ્થિર માઇક્રોફોન,ষ্টেটিক মাইক্ৰ&#39;ফোন
"સ્થિર યાદી, સ્થિર સોય","স্থিতিশীল তালিকা, স্থিতিশীল বেজী"
સ્થિર લોલક,ষ্টেটিক পেণ্ডুলাম
astatine,এষ্টাটিন
સ્ટારલાઇટ,ষ্টাৰলাইট
બિંદુ,বিন্দু
બિંદુ ફોકસ,পইণ্ট ফ&#39;কাচ
બિંદુ ફોકસ,পইণ্ট ফ&#39;কাচ
બિંદુ બીમ,বিন্দু ৰশ্মি
"ત્યાગ, અસ્પષ્ટતા","বিৰতি, দৃষ্টিশক্তি"
પૃષ્ઠ ક્રમાંકન,পৃষ্ঠাকৰণ
એસ્ટોન શ્યામ પ્રદેશ,aston ডাৰ্ক অঞ্চল
એસ્ટોન ધન કિરણ સાધન,এষ্টন ধন কিৰণ সঁজুলি
એસ્ટોન કાયદો,aston আইন
સ્ટાર બીમ,তৰা ৰশ্মি
અવકાશ યાત્રા ઇલેક્ટ્રોનિક્સ,মহাকাশ ভ্ৰমণ ইলেক্ট্ৰনিকছ
b-પ્રોજેક્ટિવ રકમ,খ-প্ৰজেক্টিভ পৰিমাণ
એસ્ટ્રો-હોકાયંત્ર,জ্যোতিৰ্-কম্পাছ
એસ્ટ્રો ડોમ,astro গম্বুজ
અવકાશ નેવિગેશન,মহাকাশ নেভিগেচন
તારો,তৰা
એસ્ટ્રોલેબ,astrolabe
ખગોળીય સ્થિતિ,জ্যোতিৰ্বিজ্ঞানৰ অৱস্থান
ખગોળશાસ્ત્ર,জ্যোতিৰ্বিজ্ঞান
અવકાશયાત્રી,মহাকাশচাৰী
એસ્ટ્રોનોટિકલ એન્જિનિયર,মহাকাশ অভিযন্তা
અવકાશ વિજ્ઞાન,মহাকাশ বিজ্ঞান
ખાણકામ કામગીરી,খনন কাৰ্য্যকলাপ
ખાણિયો,খনিকৰ
ખગોળશાસ્ત્રી*,জ্যোতিৰ্বিজ্ঞানী*
આકાશી,আকাশী
ખગોળીય કોણ,জ্যোতিৰ্বিজ্ঞানৰ কোণ
ખગોળશાસ્ત્રીય ગણતરીઓ,জ্যোতিৰ্বিজ্ঞানৰ গণনা
ખગોળશાસ્ત્રીય ઘડિયાળ,জ্যোতিৰ্বিজ্ঞানৰ ঘড়ী
ખગોળશાસ્ત્રીય સ્થિરાંક,জ্যোতিৰ্বিজ্ঞান ধ্ৰুৱক
ખગોળીય સંકલન,জ্যোতিৰ্বিজ্ঞান স্থানাংক
ખગોળીય દિવસ,জ্যোতিৰ্বিজ্ঞানৰ দিন
ખગોળશાસ્ત્રીય આકૃતિ,জ্যোতিৰ্বিজ্ঞানৰ ডায়েগ্ৰাম
આકાશી આંખ,আকাশী চকু
અવકાશી ક્ષિતિજ,আকাশী দিগন্ত
ખગોળીય અક્ષાંશ,জ্যোতিৰ্বিজ্ঞানৰ অক্ষাংশ
ખગોળીય રેખાંશ,জ্যোতিৰ্বিজ্ঞান দ্ৰাঘিমাংশ
એસ્ટ્રો-નકશો,জ্যোতিৰ্-মানচিত্ৰ
ખગોળશાસ્ત્રીય સરેરાશ સૂર્ય,জ্যোতিৰ্বিজ্ঞানৰ গড় সূৰ্য্য
ખગોળશાસ્ત્રીય અવલોકન,জ্যোতিৰ্বিজ্ঞান পৰ্যবেক্ষণ
ખગોળશાસ્ત્રીય ફોટોગ્રાફી,জ্যোতিৰ্বিজ্ঞান ফটোগ্ৰাফী
ખગોળશાસ્ત્રીય રીફ્રેક્શન,জ্যোতিৰ্বিজ্ঞানৰ বিবৰ্তন
ખગોળશાસ્ત્રીય કેન્દ્ર,জ্যোতিৰ্বিজ্ঞান কেন্দ্ৰ
ખગોળીય ટેલિસ્કોપ,জ্যোতিৰ্বিজ্ঞানৰ দূৰবীণ
આકાશી ભરતી,আকাশী জোৱাৰ
ખગોળશાસ્ત્રીય સમય,জ্যোতিৰ্বিজ্ঞানৰ সময়
અવકાશી ભવ્યતા,আকাশী মহিমা
ખગોળશાસ્ત્રીય એકમ,জ্যোতিৰ্বিজ্ঞানৰ একক
અવકાશી શિરોબિંદુ,আকাশী শিখৰ
આકાશી ભરતી બળ,আকাশী জোৱাৰ-ভাটাৰ বল
ખગોળશાસ્ત્ર,জ্যোতিৰ্বিজ্ঞান
અપ્રમાણિત,অনিশ্চিত
ખગોળ ભૌતિકશાસ્ત્રી,জ্যোতিৰ্পদাৰ্থবিজ্ঞানী
એસ્ટ્રોફિઝિક્સ,জ্যোতিৰ্পদাৰ্থ বিজ্ঞান
અસમપ્રમાણ વિચલન,অসমতাপূৰ্ণ বিচ্যুতি
"શેષ લેટરલ બેન્ડ, વેસ્ટિજીયલ લેટરલ બેન્ડ","অৱশিষ্ট পাৰ্শ্বীয় বেণ্ড, ভেষ্টিজিয়াল পাৰ্শ্বীয় বেণ্ড"
અસમપ્રમાણ અણુ,অসমতাপূৰ্ণ পৰমাণু
અસમપ્રમાણ વિતરણ,অসমতাপূৰ্ণ বিতৰণ
અસમપ્રમાણ ભાર,অসমতাপূৰ্ণ বোজা
અસમપ્રમાણ મોડ્યુલેશન,অসমতাপূৰ্ণ মডুলেচন
અસમપ્રમાણ પરીક્ષણ,অসমতাপূৰ্ণ পৰীক্ষা
અસમપ્રમાણ ટોચ પરમાણુ,অসমতাপূৰ্ণ শীৰ্ষ অণু
અસમપ્રમાણ અસર,অসমতাপূৰ্ণ প্ৰভাৱ
અસમપ્રમાણ ઊર્જા,অসমতাপূৰ্ণ শক্তি
અસમપ્રમાણ સંભવિત,অসমতাপূৰ্ণ বিভৱ
અસમપ્રમાણ મૂલ્ય,অসমতাপূৰ্ণ মান
એસિમ્પટોટિક,নক্ষত্ৰীয়
ઉત્તેજક,গুৰুতৰ কৰি তোলা
ઉપરની તરફ ફેલાવો,ওপৰলৈ বিয়পি পৰা
અપસ્ટ્રીમ ફર્નેસ સિદ્ધાંત,আপষ্ট্ৰিম ফাৰ্নেচ নীতি
એસિમ્પ્ટોટિક અભિગમ,এছিম্পটটিক পদ্ধতি
અસુમેળ,এচিনক্ৰ&#39;নাছ
અસુમેળ કમ્પ્યુટર,এচিনক্ৰ&#39;নাছ কম্পিউটাৰ
અસુમેળ કન્વર્ટર,এচিনক্ৰ&#39;নাছ ৰূপান্তৰক
અસુમેળ મલ્ટિપ્લેક્સિંગ,এচিনক্ৰ&#39;নাছ মাল্টিপ্লেক্সিং
અસુમેળ મલ્ટિપ્લેક્સીંગ,এচিনক্ৰ&#39;নাছ মাল্টিপ্লেক্সিং
અસુમેળ અમલ,এচিনক্ৰ&#39;নাছ এক্সিকিউচন
ગરમીની અપૂર્ણતા,তাপৰ অপৰ্যাপ্ততা
અણુ વ્યાસ,পাৰমাণৱিক ব্যাস
"વાતાવરણ, વાતાવરણ, વાતાવરણ","বায়ুমণ্ডল, বায়ুমণ্ডল, বায়ুমণ্ডল"
હવાનું વિકૃતિકરણ,বায়ুৰ ৰং সলনি হোৱা
વાતાવરણનું ધોરણ,বায়ুমণ্ডলৰ মানদণ্ড
વાતાવરણીય,বায়ুমণ্ডলীয়
વાતાવરણીય શોષણ,বায়ুমণ্ডলীয় শোষণ
"વાતાવરણીય સંચય, વાતાવરણીય સંચય","বায়ুমণ্ডলীয় সঞ্চয়, বায়ুমণ্ডলীয় সঞ্চয়"
વાતાવરણીય બ્રેક,বায়ুমণ্ডলীয় ব্ৰেক
વાતાવરણીય પરિભ્રમણ,বায়ুমণ্ডলীয় পৰিসঞ্চালন
વાતાવરણીય ઘનતા,বায়ুমণ্ডলীয় ঘনত্ব
"વાતાવરણીય ઊંડાઈ, વાતાવરણીય ઉગ્રતા","বায়ুমণ্ডলৰ গভীৰতা, বায়ুমণ্ডলৰ তীব্ৰতা"
વાતાવરણીય જહાજ,বায়ুমণ্ডলীয় পাত্ৰ
વાતાવરણીય ધૂળ,বায়ুমণ্ডলীয় ধূলি
"પવન શક્તિ, વાતાવરણીય વીજળી","বায়ু শক্তি, বায়ুমণ্ডলীয় বিদ্যুৎ"
વાતાવરણીય સંતુલન,বায়ুমণ্ডলীয় ভাৰসাম্যতা
વાતાવરણીય પરિબળ,বায়ুমণ্ডলীয় কাৰক
વાતાવરણીય ભેજ,বায়ুমণ্ডলীয় আৰ্দ্ৰতা
વાતાવરણીય અસ્થિરતા,বায়ুমণ্ডলীয় অস্থিৰতা
વાતાવરણીય વિક્ષેપ,বায়ুমণ্ডলীয় বিক্ষিপ্ততা
વાતાવરણીય ગરમી,বায়ুমণ্ডলৰ উষ্ণতা বৃদ্ধি
વાતાવરણીય મિકેનિક્સ,বায়ুমণ্ডলীয় বলবিজ্ঞান
વાતાવરણીય મોડેલ,বায়ুমণ্ডলীয় আৰ্হি
વાતાવરણીય અવાજ,বায়ুমণ্ডলীয় শব্দ
વાતાવરણીય ઓપ્ટિક્સ,বায়ুমণ্ডলীয় অপটিক্স
વાતાવરણીય ઓસિલેશન,বায়ুমণ্ডলীয় দোলন
વાતાવરણીય ઓઝોન,বায়ুমণ্ডলীয় অ’জন
વાતાવરણીય ભૌતિકશાસ્ત્ર,বায়ুমণ্ডলীয় পদাৰ্থ বিজ্ঞান
વાતાવરણ નુ દબાણ,বায়ুমণ্ডলীয় চাপ
વાતાવરણીય રેડિયો તરંગો,বায়ুমণ্ডলীয় ৰেডিঅ&#39; তৰংগ
વાતાવરણીય રીફ્રેક્શન,বায়ুমণ্ডলীয় বিবৰ্তন
વાતાવરણીય સ્થિરતા,বায়ুমণ্ডলীয় স্থিৰতা
વાતાવરણીય ભરતી,বায়ুমণ্ডলীয় জোৱাৰ
વાતાવરણીય વિક્ષેપ,বায়ুমণ্ডলীয় বিক্ষিপ্ততা
ઇલેક્ટ્રોફોરેસિસ,ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
પરમાણુ,পাৰমাণৱিক
પરમાણુ કોર,নিউক্লিয়াৰ কোৰ
અણુ-ઇલેક્ટ્રોન ગુણોત્તર,পৰমাণু-ইলেক্ট্ৰন অনুপাত
પરમાણુ ધ્રુવીકરણ,পাৰমাণৱিক মেৰুকৰণ
અણુ,পাৰমাণৱিক
અણુ શોષણ ગુણાંક,পাৰমাণৱিক শোষণ সহগ
અણુ કોણીય વેગ,পাৰমাণৱিক কৌণিক গতিবেগ
અણુ એરે,পাৰমাণৱিক এৰে
અણુ બીમ,পৰমাণু ৰশ্মি
અણુ બોમ્બ,পৰমাণু বোমা
અણુ બોન્ડ ઊર્જા,পাৰমাণৱিক বন্ধন শক্তি
પરમાણુ કેશન,নিউক্লিয়াৰ কেটিয়ন
અણુ ઘડિયાળ,পাৰমাণৱিক ঘড়ী
પરમાણુ અથડામણ,পাৰমাণৱিক সংঘৰ্ষ
અણુ રૂપરેખાંકન,পাৰমাণৱিক বিন্যাস
અણુ સ્થિરાંક,পাৰমাণৱিক ধ্ৰুৱক
અણુ કોઓર્ડિનેટ્સ,পাৰমাণৱিক স্থানাংক
પરમાણુ કોર,নিউক্লিয়াৰ কোৰ
અણુ વળાંક,পাৰমাণৱিক বক্ৰ
પરમાણુ વિઘટન,পাৰমাণৱিক বিভাজন
અણુ ડોમેન,পাৰমাণৱিক ডমেইন
પરમાણુ ઊર્જા,পাৰমাণৱিক শক্তি
અણુ ઊર્જા સ્તર,পাৰমাণৱিক শক্তিৰ স্তৰ
અણુ ઉત્તેજના કાર્ય,পাৰমাণৱিক উত্তেজনা কাৰ্য্য
પરમાણુ ક્ષેત્ર,পাৰমাণৱিক ক্ষেত্ৰ
અણુ ફ્લોરોસેન્સ,পাৰমাণৱিক প্ৰতিসৰণ
અણુ માળખું પરિબળ,পাৰমাণৱিক গঠন কাৰক
અણુ આવર્તન,পাৰমাণৱিক কম্পাঙ্ক
પરમાણુ ગરમી,পাৰমাণৱিক তাপ
અણુ સંભવિત ગરમી,পাৰমাণৱিক বিভৱ তাপ
અણુ હાઇડ્રોજન,পাৰমাণৱিক হাইড্ৰজেন
અણુ હાઇડ્રોજન મેસર,পাৰমাণৱিক হাইড্ৰজেন মেজাৰ
અણુ પૂર્વધારણા,পাৰমাণৱিক অনুমান
અણુ રાખ,পাৰমাণৱিক ছাই
અણુ ઊર્જા સ્તર,পাৰমাণৱিক শক্তিৰ স্তৰ
અણુ રેખા તાકાત,পাৰমাণৱিক ৰেখাৰ শক্তি
પરમાણુ સમૂહ,পাৰমাণৱিক ভৰ
અણુ માસ કન્વર્ઝન ગુણક,পাৰমাণৱিক ভৰ ৰূপান্তৰ বহুগুণক
અણુ સમૂહ એકમ,পাৰমাণৱিক ভৰ একক
"અણુ મોડેલ, અણુ મોડેલ","পাৰমাণৱিক আৰ্হি, পাৰমাণৱিক আৰ্হি"
અણુ પરમાણુ,পাৰমাণৱিক অণু
અણુ ક્ષણ,পাৰমাণৱিক মুহূৰ্ত
અણુ ન્યુક્લિયસ,নিউক্লিয়াছ নিউক্লিয়াছ
અણુ સંખ્યા,পাৰমাণৱিক সংখ্যা
અણુ ચેમ્બર,পাৰমাণৱিক কক্ষ
અણુ-ભ્રમણકક્ષા,পাৰমাণৱিক-কক্ষপথ
અણુ ઓક્સિજન,পাৰমাণৱিক অক্সিজেন
અણુ પરિમાણ,পাৰমাণৱিক প্ৰাচল
