Marathi,Hindi
संदर्भ स्विच,सन्दर्भ स्विच
"1. प्रासंगिक, 2. आकस्मिक","1.आकस्मिक, 2.आकस्मिकता"
विसंगती,विसंगति
कॉन्ट्रास्ट,विपर्यास
नियंत्रण,नियंत्रण
प्रतिबंधित क्षेत्र,नियंत्रण क्षेत्र
नियंत्रण बिट,नियंत्रण बिट
कंट्रोलर बस,नियंत्रक बस
नियंत्रण कार्ड,नियंत्रण कार्ड
नियंत्रण सर्किट,नियंत्रण परिपथ
नियंत्रण चाक,नियंत्रण चक्र
"1. नियंत्रण अभियांत्रिकी, 2. नियंत्रण अभियांत्रिकी","1.नियंत्रण अभियांत्रिकी, 2.नियंत्रण इंजीनियरी"
नियंत्रण की,नियंत्रण कुंजी
नियंत्रण तर्क,नियंत्रण तर्क
नियंत्रण लूप,नियंत्रण पाश
नियंत्रण चिन्ह,नियंत्रण चिन्ह
नियंत्रण ऑपरेशन,नियंत्रण संक्रिया
नियंत्रण पॅनेल,नियंत्रण पैनल
नियंत्रण सिग्नल,नियंत्रण संकेत
नियंत्रण स्विच,नियंत्रण स्विच
नियंत्रण टेप,नियंत्रण टेप
"1. कंट्रोल टर्मिनल, 2. कंट्रोल टर्मिनल","1.नियंत्रण टर्मिनल, 2.नियंत्रण अंतक"
"1. कंट्रोल युनिट, 2. नियंत्रण युनिट","1.नियंत्रण एकक, 2. नियंत्रण इकाई"
अभिसरण,अभिसरण
संवाद,संवाद
संभाषण कॉल,संवादी काल भाजन
रूपांतरण,रूपांतरण
कनवर्टर,परिवर्तक
कुकचे प्रमेय,कुक-प्रमेय
सह-प्रोसेसर,सह प्रक्रमक
कॉपी,प्रतिलिपि
कॉपीराइट,सर्वाधिकार
दोरखंड,कॉर्ड
"1.कॉर्डलेस टेलिफोन, 2. वायरलेस टेलिफोन, 3. वायरलेस टेलिफोन","1.कॉर्डलेस टेलीफोन, 2. तार रहित टेलीफोन, 3. तार रहित दूरभाष"
subtheorem,उपप्रमेय
दुरुस्ती,संशोधन
"1. निरुपयोगी, 2. विकृत","1.अनुपयोगी, 2. विकृत"
गणना,गणना
स्कोअरर,गणक
राष्ट्र संकेतांक,देश कूट
सहप्रसरण,सहप्रसरण
"1. कार्यक्षेत्र, 2. प्रसारण","1.व्याप्ति क्षेत्र, 2. प्रसारण"
कोसळणे,ध्वंस
गंभीर मार्ग,क्रांतिक पथ
क्रिटिकल पाथ मेथड (CPM),क्रांतिक पथ विधि (सी पी एम)
"1.क्रॉस टेस्ट, 2.क्रॉस टेस्ट","1.प्रति परीक्षण, 2.क्रास जांच"
"1.क्रॉस प्रोग्रामेबल-हस्तांतरण, 2. प्रोग्राम करण्यायोग्य प्रति","1.क्रॉस क्रमादेश-अंतरक, 2. प्रति क्रमादेश-अंतरक"
असंबद्ध सिग्नल,अप्रासंगिक सिग्नल
असंबद्ध चर्चा,अप्रासंगिक वार्ता
क्रिप्टोग्राफी,गूढालेखी
"1. क्रिप्टोग्राफी, 2. क्रिप्टोग्राफी, 3. क्रिप्टोग्राफी","1.गूढालेखन, 2.गूढालेखिकी, 3.क्रिप्टोग्राफी"
चलन चिन्ह,मुद्रा प्रतीक
वर्तमान निर्देशिका,वर्तमान निर्देशिका
वर्तमान विंडो,वर्तमान विंडो
कर्सर,कर्सर
वक्र,वक्र
"1. कट आणि पेस्ट, 2. कट आणि पेस्ट","1.काटो और चिपकाओ, 2.कर्तन और चिपकाना"
कातरणे पद्धत,कर्तन विधि
सायबर,सािबर
सायबर कॅफे,सािबर कैफे
सायबर रोख,सािबर कैश
सायबर गुन्हे,सािबर अपराध
सायबर डॅलेक्स,सािबर डेलिक्स
सायबर कायदा,सािबर कानून
सायबर सेक्स,सािबर सेक्स
"1. सायबर सायन्स, 2. सायबरनेटिक्स","1.सािबर विज्ञान, 2. साइबरनेटिक्स"
"1.सायबरायझेशन, 2. सायबरीकरण","1.सािबरकरण, 2. सािबरीकरण"
सायकल,चक्र
"1.चक्र स्मृती, 2.चक्र स्मृती","1.चक्र स्मृति, 2.चक्र मेमोरी"
सायकल नुकसान,चक्र हरण
सायकल वेळ,चक्र काल
चक्रीय,चक्रीय
डिमन,डेमॉन
डेझी चक्र,डेजी चक्र
डेटा प्रशासक,आँकड़ा प्रशासक
डेटा वाटप,आँकड़ा नियतन
"1.डेटा फील्ड, 2.डेटा फील्ड","1.आँकड़ा क्षेत्र, 2.डाटा क्षेत्र"
"1.डेटा अॅरे, 2. डेटा अॅरे","1.आँकड़ा सरणी, 2. ऑकड़ा व्यूह"
"1.डेटा-बेस, 2.डेटाबेस","1.डाटा-बेस, 2. आँकड़ा आधार"
डेटा विखंडन,डाटा विभंग
"1. डेटा बस, 2. डेटा बस","1.आँकडा बस, 2. डाटा बस"
"1.डेटा वाहक, 2.डेटा वाहक","1.ऑकड़ा वाहक, 2.डाटा वाहक"
डेटा सेल,आँकड़ा कोष्ठिका
"1.डेटा प्रणाली, 2.डेटा चॅनेल","1.आँकड़ा प्रणाल, 2. आँकड़ा चैनल"
डेटा संप्रेषण,आँकड़ा संचार
"1.डेटा कॉम्प्रेशन, 2.डेटा कॉम्प्रेशन","1.आँकड़ा संपीडन, 2. डाटा संपीडन"
डेटा फील्ड,आँकड़ा क्षेत्र
डेटा फाइल,आँकड़ा संचिका
"1. डेटा प्रवाह, 2. डेटा प्रवाह","1.आँकड़ा प्रवाह, 2. डाटा प्रवाह"
"1.डेटा फ्लोचार्ट, 2.चार्ट","1.आँकड़ा प्रवाह संचित्र, 2.चार्ट"
डेटा पदानुक्रम,आँकड़ा पदानुक्रम
डेटा पातळी,आँकड़ा स्तर
"1.डेटा संकलन, 2.डेटा लायब्ररी","1.आँकड़ा संग्रह, 2. आँकड़ा लाइब्रेरी"
डेटा लिंक स्तर,आँकड़ा कड़ी परत
डेटा लिंक लेयर (DLL),आँकड़ा कड़ी परत (डी एल एल)
"1.डेटा व्यवस्थापन, 2.डेटा व्यवस्थापन","1.आँकड़ा प्रबंधन, 2.डाटा प्रबंधन"
"1.डेटा गणना, 2.डेटा गणना","1.ऑकड़ा प्रकलन, 2.डाटा प्रकलन"
डेटा प्रोसेसिंग भाषा (DML),आँकड़ा प्रकलन भाषा (डी एम एल)
डेटा मोडेम डेटा मोडेम,"आँकड़ा माडेम, डाटा माडेम"
"1.डेटा मॉडिफिकेशन, 2.डेटा मॉडिफिकेशन","1.आँकड़ा आपरिवर्तन, 2. आँकड़ा आशोधन"
"1.डेटा नेटवर्क, 2.डेटा नेटवर्क","1.आँकड़ा जालक्रम, 2.डाटा नेटवर्क"
"1.डेटा ऑपरेशन, 2.डेटा ऑपरेशन","1.आँकड़ा संक्रिया, 2.डाटा संक्रिया"
"1.डेटा संस्था, 2. डेटा संस्था","1.आँकड़ा संगठन्अ, 2. डाटा संगठन"
"1. डेटा आउटपुट, 2. डेटा आउटपुट","1.आँकड़ा निर्गम, 2.डाटा निर्गम"
"1.डेटा पथ, 2.डेटा पथ","1.आँकड़ा पथ, 2. डाटा पथ"
"1. डेटा तयार करणे, 2. डेटा तयार करणे","1.आँकड़ा तैयारी, 2. डाटा तैयारी"
"1.डेटा गोपनीयता, 2.डेटा गोपनीयता","1.आँकड़ा गोपनीयता, 2. डाटा गोपनीयता"
"1. डेटा प्रोसेसर, 2. डेटा प्रोसेसर","1.ऑकड़ा प्रक्रमक, 2. डाटा प्रक्रमक"
"1.डेटा संरक्षण, 2.डेटा संरक्षण","1.आँकड़ा रक्षण, 2. डाटा रक्षण"
"1. डेटा रेकॉर्ड, 2. डेटा रेकॉर्ड","1.आँकड़ा अभिलेख, 2. डाटा अभिलेख"
"1. डेटा पुनर्प्राप्ती, 2. डेटा पुनर्प्राप्ती","1.आँकड़ा पुनः-प्राप्ति, 2. डाटा पुन:प्राप्ति"
"1. डेटा रूटीन, 2. डेटा रूटीन","1.आँकड़ा नेमिक, 2. आँकड़ा रुटीन"
"1.डेटा सुरक्षा, 2.डेटा सुरक्षा","1.आँकड़ा सुरक्षा, 2. डाटा सुरक्षा"
"१.डेटा संच, २. डेटा सेट","1.आँकड़ा समुच्चय, 2. डाटा समुच्चय"
"1.डेटा सिग्नल, 2.डेटा सिग्नल","1.आँकड़ा संकेत, 2.डाटा संकेत"
"1. डेटा ऍक्सेस, 2. डेटा ऍक्सेस","1.आँकड़ा अभिगम, 2. डाटा अभिगम"
"1.डेटा स्रोत, 2.डेटा स्रोत","1.आँकड़ा स्रोत, 2.डाटा स्रोत"
"1.डेटा तपशील, 2. डेटा तपशील","1.आँकड़ा विनिर्देश, 2. डाटा विनिर्देश"
"1.डेटा सेंटर, 2.डेटा सेंटर","1.आँकड़ा केंद्र, 2. डाटा केंद्र"
"1. डेटा स्टोरेज, 2. डेटा स्टोरेज","1.ऑकड़ा भंडारण, 2. डाटा भंडारण"
डेटा स्टोरेज संरचना,आँकड़ा भंडारण संरचना
"1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर","1.ऑकड़ा संरचना, 2. डाटा संरचना"
"1.डेटा स्विच, 2.डेटा स्विच","1.आँकड़ा स्विच, 2. डाटा स्विच"
"1.डेटा टेबल, 2.डेटा टेबल","1.आँकड़ा सारणी, 2.डाटा सारणी"
"1.डेटा एंड, 2. डेटा समाप्त","1.आँकड़ा अंतक, 2. डाटा अंतक"
"1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन","1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन"
"1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर","1.आँकड़ा अंतरण, 2. डाटा अंतरण"
"1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन","1.आँकड़ा संचरण, 2. डाटा संचरण"
"1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम","1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली"
"1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट","1.आँकड़ा प्रारुप, 2. डाटा प्रारुप"
"1. डेटा युनिट, 2. डेटा युनिट","1.आँकड़ा एकक, 2. डाटा एकक"
"1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण","1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण"
डेटाबेस,डाटाबेस
डेटाबेस प्रशासन,डाटाबेस प्रशासन
डेटाबेस डिझाइन,डाटाबेस अभिकल्प
डेटाबेस व्यवस्थापन प्रणाली,डाटाबेस प्रबंधन तंत्र
"1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह","1.आँकड़ाग्रेव, 2. डाटाग्रेव"
"1. डेटाम, 2. डेटा","1.डेटम, 2. ऑकड़ा"
"1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र","1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
गतिरोध,गतिरोध
गतिरोध प्रतिबंध,गतिरोध रोकथाम
दोष क्लिअरन्स,दोष मार्जन
"1. जजमेंट सेल, 2. जजमेंट बॉक्स","1.निर्णय कोष्ठ, 2. निर्णय पेटी"
निर्णयप्रक्रिया,निर्णय निर्धारण प्रक्रम
निर्णय समर्थन प्रणाली,निर्णय सहायक तंत्र
निर्णयाचे झाड,निर्णय वृक्ष
"1. डीकोडर, 2. डीकोडर","1.कुटवाचक, 2. विकोडक"
विघटन तत्त्व,विघटन सिद्धांत
डीकोडिंग,विकोडन
समर्पित प्रणाली,समर्पित प्रणाल
समर्पित प्रेस,समर्पित दवारक
लसीकरण डेटा नेटवर्क (DDN),प्रतिरक्षण आँकडा नेटवर्क (डी डी एन)
लसीकरण माहिती प्रणाली,प्रतिरक्षण सूचना प्रणाली
एकीकरण,एकीकरण
विलंब,विलंब
विलंब काउंटर,विलंब गणक
विलंब वेळ,विलंब काल
"1.हटवा, 2.हटवा","1.मिटाना, 2. हटाना"
हटवणे रेकॉर्ड,विलोपन अभिलेख
परिसीमक,परिसीमक
डेल्टा मॉड्युलेशन,डेल्टा माँडुलन
मागणी पृष्ठ,माँग पृष्ठन
कामगिरी,प्रदर्शन
demodulation,विमाडुलन
V- मल्टीप्लेक्सर,वि-बहुसंकेतक
विकृतीकरण,असमान्यीकरण
"1. घनता, 2. घनता","1.घनत्व, 2. सधनता"
"1. अवलंबित्व, 2. अवलंबित्व","1.आश्रिता, 2. निर्भरता"
अवलंबून युनिट,आश्रित एकक
रांग,विपंक्ति
"1. dereference, 2. dereference","1.अपनिर्देशन, 2. अपसंदर्भन"
व्युत्पन्न झाड,व्युत्पन्न वृक्ष
व्युत्पन्न फील्ड,व्युत्पन्न क्षेत्र
उतरत्या क्रमवारी,अवरोही छंटाई
डिझाइन,अभिकल्प
डेस्क कॅल्क्युलेटर,डेस्क परिकलक
डेस्कटॉप संगणक,डेस्कटॉप कंप्यूटर
डेस्कटॉप सादरीकरण,डेस्कटॉप प्रस्तुतिकरण
डेस्कटॉप प्रकाशन,डेस्कटॉप प्रकाशन
डेस्कटॉप व्हिडिओ,डेस्कटॉप वीडियो
गंतव्य पत्ता,गंतव्य पता
"1. विनाशक, 2. विनाशक","1.विनाशक, 2.अपध्वंशक"
निर्धारक ऑटोमेटा,निर्धारणात्मक ऑटोमेटा
विकसक,विकासक
विकास प्रणाली,विकास तन्त्र
साधन,युक्ति
डिव्हाइस नियंत्रण युनिट,युक्ति नियंत्रण एकक
डिव्हाइस नियंत्रक,युक्ति नियंत्रक
डिव्हाइस व्यवस्थापन,युक्ति प्रबंधन
डिव्हाइस मोड,युक्ति विधा
निदान,निदान
निदान प्रणाली,निदानी तंत्र
"1. निदान, 2. निदान","1.निदान, 2. निदानिकी"
आकृती,आरेख
डायल,डायल
डायल लाइन,डायल लाइन
डायल टोन,डायल टोन
डायल करा,डायल अप
"1. संवाद, 2. संभाषण","1.संवाद, 2. वार्तालाप"
संभाषण कक्ष,वार्तालाप कोष्ठ
डायलअप मॉडेम,डायलअप मॉडम
विमा,विमा
शब्दकोश,शब्दकोश
"1. भिन्नता, 2. भिन्नता","1. अवकलन, 2. विभेदन"
संख्यात्मक,अंकीय
डिजिटल प्रणाली,अंकीय प्रणाल
डिजिटल सर्किट,अंकीय परिपथ
डिजिटल संगणक,अंकीय कंप्यूटर
"1.डिजिटल डेटा, 2.डिजिटल डेटा","1.अंकीय आँकड़ा, 2.अंकीय डाटा"
डिजिटल सुविधा,अंकीय सुविधा
डिजिटल फिल्टर,अंकीय फिल्टर
डिजिटल लायब्ररी,अंकीय लाइब्रेरी
डिजिटल मॉड्यूलेशन,अंकीय माडुलन
"1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर","1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर"
डिजिटल प्रतिमा,अंकीय चित्र
"1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी","1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक"
डिजिटल स्विच,अंकीय स्विच
डिजिटल अॅनालॉग कनवर्टर,अंकीय अनुरूप रूपांतरक
डिजिटायझेशन,अंकरूपण
डिजिटायझेशन,अंकीकरण
डिजिटायझर,अंकरूपक
डायोड,डायोड
प्रथमदर्शनी,प्रत्यक्ष
थेट पत्ता,प्रत्यक्ष पता
थेट रूपांतरण,प्रत्यक्ष रुपांतरण
थेट जोडणी,प्रत्यक्ष युग्मन
"1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)","1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)"
डायरेक्ट मेमरी ऍक्सेस (DMA),प्रत्यक्ष स्मृति अभिगम (डी एम ए)
थेट पद्धत,प्रत्यक्ष विधि
दिशानिर्देश,निदेश
निर्देशिका,निर्देशिका
"1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर","1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर"
निर्देशिका सेवा,निर्देशिका सेवा
अक्षम,असमर्थ
सिग्नल अक्षम करणे,असमर्थकारी संकेत
"1. डिस्कनेक्शन, 2. डिस्कनेक्शन","1.असंबंधन, 2. विसंबंधन"
"1. स्वतंत्र, 2. स्वतंत्र","1.असतत, 2. विविक्त"
"1. डिस्क, 2. डिस्क","1.चक्रिका, 2. डिस्क"
"1. डिस्क पत्ता, 2. डिस्क पत्ता","1.चक्रिका पता, 2. डिस्क पता"
"1. डिस्क अॅरे, 2. डिस्क अॅरे","1.चक्रिका सरणी, 2. डिस्क सरणी"
"1. डिस्क क्षमता, 2. डिस्क क्षमता","1.चक्रिका क्षमता, 2. डिस्क क्षमता"
"1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह","1.चक्रिका चालक, 2.डिस्क ड्रािव"
डिस्क फाइल,चक्रिका संचिका
"1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी","1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति, 4. डिस्क मेमोरी"
डिस्क ऑपरेटिंग सिस्टम (DoS),चक्रिका परिचालन तंत्र (डी ओ एस)
डिस्क पॅकेज,चक्रिका संकुल
"1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर","1.चक्रिका परिसेवक, 2. डिस्क सर्वर"
"1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज","1.चक्रिका भंडारण, 2. डिस्क भंडारण"
डिस्केट,डिस्केट
फाइल प्रदर्शित करा,प्रदर्श संचिका
प्रतिमा प्रदर्शित करा,प्रदर्श प्रतिबिंब
विल्हेवाट,निपटान
अंतर,दूरी
अंतर कार्य,दूरी फलन
विकृती,विरूपण
वितरित,वितरित
वितरित डेटा,वितरित आँकड़ा
वितरित सर्व्हर,वितरित परिसेवक
"1.वितरित प्रणाली, 2.वितरित प्रणाली","1.वितरित प्रणाली, 2. वितरित तंत्र"
वितरक,वितरक
दस्तऐवज,प्रलेख
दस्तऐवज मान्यताप्राप्त,प्रलेख प्रत्यानयित
"1. दस्तऐवज विंडो, 2. दस्तऐवज विंडो","1.प्रलेख खिडक़ी, 2. प्रलेख विंडो"
दस्तऐवजीकरण,प्रलेखन
"डोमेन, डोमेन","डोमेन, प्रक्षेत्र"
डोमेनचे नाव,डोमेन नाम
"1. डॉट मॅट्रिक्स प्रिंटर, 2. डॉट मॅट्रिक्स प्रिंटर","1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर"
"खाली, खाली","अध:, नीचे"
"1.अवलिंक, 2.स्क्वेअर","1.अवलिंक, 2.अवकड़ी"
डाउनलोड करा,अधोभारण
डाउनलोड वेळ,अधोभारण काल
कर्षण,कर्षण
DRAM (डायनॅमिक रॅम),डीरैम (गतिक रैम)
प्रवाह,अपवाह
चालक,चालक
पाने,पात
ड्रॉप लिस्ट बॉक्स,निपात सूची बॉक्स
ड्रम ड्राइव्ह,ड्रम ड्रािव
"1.ड्रम प्रिंटर, 2.ड्रम प्रिंटर","1.ड्रम मुद्रक, 2. ड्रम प्रिंटर"
"1. इम युनिट, 2. ड्रम युनिट","1.इम एकक, 2. ड्रम इकाई"
"1. द्वैत, 2. द्वि","1.द्वैत, 2. द्वि"
दुहेरी घनता,द्वैत घनत्व
"1. मूक पत्ता, 2. बनावट पत्ता","1.मूक पता, 2. छद्म पता"
डंप,सन्निक्षेप
डुप्लेक्स सर्किट,दवैध परिपथ
कायदेशीरकरण,दवैधीकरण
की की,केय्प्रतिकुंजी
"1.D V D R./W, 2. डीव्हीडी वाचन, 3. लेखन","1.डी वी डी आर./डब्ल्यू, 2. डी वी डी पठन, 3.लेखन"
डीव्हीडी रॉम,डी वी डी रॉम
डायनॅमिक सूचना,गतिक अनुदेश
"1.डायनॅमिक मेमरी, 2.डायनॅमिक मेमरी","1.गतिक स्मृति, 2.गतिक मेमोरी"
"1. डायनॅमिक्स, 2. डायनॅमिक्स","1.गति विज्ञान, 2. गतिकी"
E B C D I C,ई बी सी डी आई सी
ई-व्यवसाय,ई व्यवसाय
प्रतिध्वनी,प्रतिध्वनि
"1.ई-कॉमर्स, 2.ई-कॉमर्स","1.ई-कॉमर्स, 2.ई-वाणिज्य"
संपादन,संपादन
संपादक,संपादक
शैक्षणिक तंत्रज्ञान,शैक्षिक प्रौद्योगिकी
e e p rom,ई ई पी रॉम
"1. अर्थपूर्ण पत्ता, 2. प्रभावी पत्ता","1.सार्थक पता, 2.प्रभावी पता"
अर्थपूर्ण ऑपरेंड पत्ता,सार्थक संकार्य पता
प्रभावी कृती,प्रभावी क्रिया
प्रभावी UID,प्रभावी यू.आई.डी.
प्रभावी ट्रांसमिशन ऑपरेशन,प्रभावी संचरण संकार्य
ऑक्टल बाइट,अष्टबिट बािट
"इलेक्ट्रॉनिक शिक्षण, ई-लर्निंग","इलेक्ट्रॉनिक अधिगम, ई अधिगम"
निवडणूक अल्गोरिदम,चुनाव एल्गोरिथम
इलेक्ट्रॉनिक मेल सेवा (ई-मेल),इलेक्ट्रोनिक डाकसेवा (ई. मेल)
"1.इलेक्ट्रॉनिक प्रिंटिंग, 2.इलेक्ट्रॉनिक प्रिंटर","1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर"
इलेक्ट्रिकल अकाउंटिंग मशीन,विद्युत लेखा मशीन
इलेक्ट्रॉनिक्स,इलेक्ट्रोनिकी
इलेक्ट्रॉनिक एक्झॉस्ट सिस्टम (ECS),इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.)
इलेक्ट्रॉनिक डेटा एक्सचेंज (EDI),इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.)
इलेक्ट्रॉनिक डेटा प्रोसेसिंग,इलेक्ट्रोनिक आंकड़ा संसाधन
इलेक्ट्रॉनिक ब्रोशर,इलेक्ट्रॉनिक विवरणिक
इलेक्ट्रॉनिक निधी हस्तांतरण यंत्रणा (EFTS),इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रॉनिक जर्नल","1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका"
इलेक्ट्रॉनिक प्रकाशन,इलेक्ट्रॉनिक प्रकाशन
इलेक्ट्रॉनिक स्विच,इलेक्ट्रॉनिक स्विच
"घटक, घटक","तत्व, अवयव"
ई-मेल,ई-मेल
"1. ई-मेल पत्ता, 2. इलेक्ट्रॉनिक मेलिंग पत्ता","1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता"
एम्बेडेड प्रणाली,अंत:स्थापित तंत्र
एम्बेडिंग,अंत:स्थापन
एमिटर कपल्ड लॉजिक (ECL),उत्सर्जक युग्मित तर्क (ई.सी.एल.)
मोकळी जागा,रिक्त चिति
"1. कोरी साखळी, 2. कोरी साखळी","1.रिक्त श्रृंखला, 2. रिक्त माला"
यांत्रिकीकरण,यंत्रानुकरण
"1.कॅप्सुलेशन, 2.कॅप्सुलेशन","1.केप्सूलीकरण, 2. केप्सूलन"
डिकोडर,कूटलेखक
एन्कोडिंग,कूटलेखन
"1. एन्कोडर, 2. कोडॅक","1.कूटलेखक, 2. कोडक"
लपलेला डेटा,गूढ आंकडा
लपलेली फाइल सिस्टम,गूढ फािल सिस्टम
"1. एन्क्रिप्शन, 2. कोडिंग, 3. एन्कोडिंग","1.गोपन, 2. कोडन, 3. कूटलेखन"
ब्लॉक एंड,खंडक अंत
फाइल-एंड,संचिका-अन्त
वापरकर्ता,प्रयोक्ता
प्रविष्ट करा,प्रवेश
एंट्री की,प्रवेश कुंजी
"१.उद्यम सरवर, २.उद्यम सेवक","1.उद्यम सरवर, 2. उद्यम सेवक"
एंटरप्राइझ प्रणाली,उद्यम तंत्र
शक्ती,सत्ता
शक्ती आत्मीयता,सत्ता संबंधता
प्रवेश वेळ,प्रवेश काल
इनपुट व्हेरिएबल,प्रविष्ट चर
मोजण्यायोग्य,गणनीय
वातावरण,परिवेश
"1.युग, 2. युग, 3. सूचना क्षण","1.ईपोच, 2. युग, 3. निर्देश क्षण"
EPRAM (फायनान्स प्रोग्राम करण्यायोग्य वाचनीय मेमरी),ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति)
एप्सिलॉन कन्व्हेक्टर,एपसिलॉन संवरक
तुल्यकारक,तुल्यकारक
उपकरणे,उपस्कर
समतुल्य वर्ग,तुल्यता वर्ग
समतुल्य संबंध,तुल्य संबंध
"1. विलोपन, 2. निर्मूलन","1.विलोपन, 2.मिटान"
त्रुटी सुधारणे कोड,त्रुटि संशोधन कूट
त्रुटी सुधारणे,त्रुटि संशोधन
त्रुटी शोधणे,त्रुटि संसूचन
त्रुटी हाताळणी,त्रुटि प्रहस्तन
त्रुटी संदेश,त्रुटि संदेश
त्रुटी दर,त्रुटि दर
त्रुटी पुनर्प्राप्ती,त्रुटि पुनर्डद्धार
त्रुटी नाव,त्रुटि नेमक
सुटका प्रतीक,पलायन संप्रतीक
इथरनेट,ईथरनेट
कार्यक्रम,घटना
कार्यक्रम साखळी,घटना श्रृंखला
घटना नियंत्रण,घटना नियंत्रण
कार्यक्रम काउंटर,घटना गणक
अपवाद हाताळणी,अपवाद प्रहस्तन
एक्सचेंज डिस्क स्टोरेज,विनिमय डिस्क भंडारण
बहिष्कार,अपवर्जन
अनन्य आणि (x किंवा),अनन्य और (एक्स ऑर)
एक्झिक्युटेबल प्रोग्राम,निष्पाद्य क्रमादेश
अंमलबजावणी विधान,निष्पादन कथन
निवडक शोध,चयनिक खोज
विद्यमान,विदयमान
समस्या,निर्गम
तज्ञ प्रणाली,विशेषज्ञ तंत्र
"1. अभिव्यक्ती, 2. अभिव्यक्ती","1. अभिव्यक्ति, 2. व्यंजक"
विस्तारित ग्राफिकल मॅट्रिक्स (x g a),विस्तारित आलेखीय आव्यूह (एक्स जी ए)
विस्तारित औद्योगिक मानके (EIS),विस्तारित औदयोगिक मानक (इ.आई.एस.)
ओव्हरलोड मशीन,अतिदेशित मशीन
विस्तारित मेमरी,विस्तारित स्मृति
"1. विस्तारित अचूकता, 2. विस्तारित अचूकता","1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता"
"1.विस्तारित वर्गीकरण, 2.विस्तारित पृथक्करण","1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण"
कॉल करा,वाह्य आह्वान
बाह्य त्रुटी,वाह्य त्रुटि
बाह्य कार्य,वाह्य फलन
बाह्य व्यत्यय,वाह्य अंतरायन
"1.बाह्य मेमरी, 2.बाह्य मेमरी","1.वाह्य स्मृति, 2. वाह्य मेमोरी"
बाह्य मेमरी,वाह्य स्मृति
बाह्य मोडेम,वाह्य मॉडेम
बाह्य संदर्भ,वाह्य संदर्भ
बाह्य शोध,वाह्य खोज
बाह्य स्टोरेज डिव्हाइस,वाह्य भंडारण युक्ति
काढणे,निष्कर्षण
एक्सट्रापोलेशन,बहिर्वेशन
पॅनेल वर्ण प्रिंटर,फलक संप्रतीक मुद्रक
अयशस्वी-सुरक्षा ऑपरेशन,विफल-सुरक्षा संक्रिया
अपयशाचा दर,विफलता दर
अयशस्वी डिस्चार्ज,विफलता मुक्ति
खोटा कोड,मिथ्या कूट
खोटी चूक,मिथ्या त्रुटि
"1.गुंतवणूक, 2.गुंतवणुकीचे गुण","1.निवेशाँक, 2. निवेश-अंक"
"1. अंक, 2. अंक क्रमांक","1.निर्गताँक, 2. निर्गत-अंक"
"1. प्रतिकृती I/O डिव्हाइस, 2. प्रतिकृती इनपुट डिव्हाइस/आउटपुट","1.प्रतिकृति आई/ ओ युक्ति, 2. प्रतिकृति निवेश युक्ति/निर्गम"
जलद फोरियर हस्तांतरण,द्रुत फौरिएर अन्तरण
गंभीर त्रुटी,घातक त्रुटि
