Kannada,Tamil
1. ಒರಟು 2. ಒರಟು 3. ಕಚ್ಚಾ 4. ಒರಟು,1. கரடுமுரடான 2. கரடுமுரடான 3. கச்சா 4. கரடுமுரடான
1. ಕವರ್ 2. ಲೆಥೆರೆಟ್,1. கவர் 2. leatherette
ಕೋಯಾ,கோயா
1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ,1. கோஎன்சைம் 2. கோ-என்சைம்
ಒಗ್ಗಟ್ಟು,ஒற்றுமை
1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು,1. நார்ச்சத்து (சணல் சணல்) 2. தேங்காய் கரடுமுரடானது
ಮುಳಂಕೂರು ಚೋಳ,மூலங்கூர் சோழன்
,
ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು),கொலாய்டு (மண்)
1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ,1.நெடுவரிசை 2.கொலுமல்லா
1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್,1. தண்டனை 2. நெடுவரிசை 3. நெடுவரிசை
ಕಮ್ಯುನಿಯನ್,ஒற்றுமை
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,வணிக வங்கி
1. ಸರಕು 2. ಸರಕು,1. சரக்கு 2. வணிகப் பொருட்கள்
ಸಮುದಾಯ,சமூக
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),சுருக்கம் (மண்)
1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ,1. இணக்கம் 2. இணக்கம்
ಹೊಂದಾಣಿಕೆ,பொருந்தக்கூடிய தன்மை
1. ಪರಿಹಾರ 2. ಪರಿಹಾರ,1. இழப்பீடு 2. இழப்பீடு
ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ,போட்டி தொடர்பு
ಪೂರಕ ಬೆಳೆ,துணை பயிர்
1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ,1.கலவை 2. சிக்கலானது
ಘಟಕ,தொகுதி
ಸಂಯೋಜನೆ,கலவை
ಗೊಬ್ಬರ,உரம்
ಚಕ್ರಬಡ್ಡಿ,கூட்டு வட்டி
ಗಣನೆ,கணக்கீடு
1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್,1. கணினி 2. கணினி
1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ,1. செறிவு 2. செறிவு
1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್,1. Optimizer 2. Revitalizer
ವಾಹಕತೆ,கடத்துத்திறன்
1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್,1. கட்டமைப்பு 2. கட்டமைப்பு
1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ,1. இணக்கம் 2. கட்டமைப்பு 3. இணக்கம்
1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್,1. ஒருங்கிணைப்பு 2. கலப்பு
ಸಂಯೋಗ,இணைத்தல்
1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ,1. சேர்க்கை 2. இணைப்பு
ರಕ್ಷಣೆ,பாதுகாப்பு
ಬಲವರ್ಧನೆ,ஒருங்கிணைப்பு
1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು,1. மூலப்பொருள் 2. தேவையான பொருட்கள்
ಗ್ರಾಹಕ,நுகர்வோர்
ಬಳಕೆ,நுகர்வு
ಮಾಲಿನ್ಯ,மாசுபடுதல்
ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ,விளிம்பு நடவு
ಬಾಹ್ಯರೇಖೆ ರೇಖೆ,விளிம்பு கோடு
1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ,1. ஒப்பந்த விவசாயம் 2. ஒப்பந்த விவசாயம் 3. ஒப்பந்த விவசாயம்
ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ,கட்டுப்படுத்தப்பட்ட வளிமண்டல சேமிப்பு
ಸಹಕಾರಿ ಬ್ಯಾಂಕ್,கூட்டுறவு வங்கி
ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ,கூட்டுறவு சங்க உறுப்பினர்
ಗುಲ್ಮಾವನ್,குல்மவன்
ಘನಾಕೃತಿಯ,க்யூப்ஸ்
1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ,1. தல்புஞ்ச் 2. கொரோலா
1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್,1. கோர்டெக்ஸ் 2. கார்டெக்ஸ்
ವೆಚ್ಚ,செலவு
ಕೋಟಿಲ್ಡನ್,கோட்டிலிடன்
ಕ್ರೆಡಿಟ್ ಸಮಿತಿ,கடன் குழு
1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್,1. கடன் கொடுத்தல் 2. கடன்
1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ,1. கடன் கொடுத்தவர் 2. கடன் கொடுத்தவர்
1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ,1. முகடு 2. உச்சி 3. கோபுரம்
ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ,திரும்பப் பெறுதல்
ಸಮಸ್ಯೆ,பிரச்சனை
ಪರೀಕ್ಷೆ,சோதனை
ನಿರ್ಣಾಯಕ,முக்கியமான
ಬೆಳೆ ವಿಮೆ,பயிர் காப்பீடு
ಬೆಳೆ ಸಾಲ,பயிர் கடன்
1. ಬೆಳೆ 2. ಬೆಳೆ,1. பயிர் 2. பயிர்
ಕೃಷಿ ಪ್ರದೇಶ,சாகுபடி பகுதி
ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ,குறுக்கு இணக்கமற்ற
1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ),1. கிரீடம் 2. உச்சம் (தாவரம்)
ಮೃದು ಕಣಗಳು,மென்மையான துகள்கள்
ಕ್ರಸ್ಟ್,மேல் ஓடு
1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ,1. கிரிப்டோகம் 2. புளோரிஃபார்ம் அல்லாதது
ಕತ್ತರಿಸು (ಹಣ್ಣು),கொடிமுந்திரி (பழம்)
ಪೆನ್ನು,பேனா
ತಳಿ ವೈವಿಧ್ಯ,சாகுபடி வகை
1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ,1. இழுவை 2. விவசாயம் 3. விவசாயம்
1. ರೈತ 2. ಕೃಷಿಕ,1. விவசாயி 2. உழவர்
1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ,1. சாகுபடி 2. சாகுபடி 3. வளர்ப்பு
1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ,1.வளம் 2.தயாரிப்பு
1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್,1.குந்தலன் 2.குஞ்சன்
ಭಂಗಿ,தோரணை
1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ,1. மேல்தோல் 2. க்யூட்டிகல்
1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು,1. பேனா 2. வெட்டுதல் 3. வெட்டுதல் 4. வெட்டுதல் 5. வெட்டுதல்
1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ,1. புழு கார்பஸ் 2. நீர்க்கட்டி 3. நீர்க்கட்டி 4. சிதைந்த கட்டி 5. நியோபிளாசம்
ಸೈಟೋಕ್ರೋಮ್,சைட்டோக்ரோம்
ಜೀವಕೋಶದ ಜೋಡಣೆ,செல் இணைப்பு
ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ,செல் இனப்பெருக்கம்
ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ,செல் மரபியல்
ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ,சைட்டோபிளாஸ்மிக் பிரிவு
ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ,உயிரணு உயிரியல்
ಜೀವಕೋಶದ ವಿಘಟನೆ,செல் சிதைவு
1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ,1. சைட்டோமியர் 2. செல் பிரிவு
ಸೈಟೋಪ್ಲಾಸಂ,சைட்டோபிளாசம்
1. ಡೈರಿ 2. ಡೈರಿ,1. பால்பண்ணை 2. பால்பண்ணை
ಡೈರಿ ಉದ್ಯಮ,பால் தொழில்
1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ,1. அணை 2. வளர்ப்பவர்
ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ,நாள் முழுமையான தாவரம்
ಹೂಬಿಡುವ ನಂತರ ದಿನ,பூக்கும் மறுநாள்
ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ,முழு பூக்கும் மறுநாள்
ಅಸಮರ್ಥತೆ,திறமையின்மை
ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,சுண்ணாம்பு நீக்கம்
1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು,1. அப்புறப்படுத்து 2. அப்புறப்படுத்து
ಕೊಳೆತ,சிதைவு
ಪತನಶೀಲ,இலையுதிர்
1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ,1. தசமம் 2. தசம
ಕೀಳರಿಮೆ,தாழ்வு மனப்பான்மை
ಅನುರಾನ್ (ಮಣ್ಣು),அனுரன் (மண்)
ವಿಪುಷ್ಪನ್,விபுஷ்பன்
ಬಿಲ್ಲಿಂಗ್,பில்லிங்
ಅರಣ್ಯನಾಶ,காடழிப்பு
ಅವಮಾನ,அவமானம்
ಅವನತಿ,சீரழிவு
ಭಾಗ ದಿನ,பகுதி நாள்
1. ಪ್ರಮಾಣ 2. ಭಾಗ,1. அளவு 2. பகுதி
ಅಳಿವು,விலகல்
ಹೊಟ್ಟು ತೆಗೆಯುವುದು,உமி அகற்றுதல்
ಹೊಟ್ಟು ತೆಗೆಯುವುದು,உமி அகற்றுதல்
ನಿರ್ಜಲೀಕರಣ,நீரிழப்பு
ಜಲರಹಿತ,நீரற்ற
ಬೇಡಿಕೆ,கோரிக்கை
1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ,1. டினாட்டரேஷன் 2. பெருக்கல்
ನಿಂದನೆ,கண்டனம்
1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ),1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்)
ಠೇವಣಿ,வைப்பு
1. ಸವಕಳಿ 2. ಸವಕಳಿ,1. தேய்மானம் 2. தேய்மானம்
ನಿರ್ಲವಣೀಕರಣ,உப்புநீக்கம்
1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ,1. நீர் உலர்த்துதல் 2. நீரிழப்பு
1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ,1. வடிவமைப்பு 2. வடிவமைப்பு
ಒಣ,உலர்
ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ,கர்னல் அகற்றுதல்
ಡಿ-ಇಂಟರ್ಕಲೇಶನ್,இடைக்கணிப்பு
ಸಂಯೋಗ,இணைத்தல்
1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ,1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்
ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು,பல்லார் அல்லது குந்தன் வெட்டுதல்
ನಿರ್ಣಯಕ,தீர்மானிப்பவர்
ಅಪಮೌಲ್ಯೀಕರಣ,மதிப்பிழப்பு
ಸಸ್ಯರಹಿತ,தாவரங்களை நீக்கும்
ವಿಚಲನ,விலகல்
ದುಪ್ಪಟ್ಟು,இரட்டை
ರೋಗನಿರ್ಣಯ,நோய் கண்டறிதல்
ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ,வெவ்வேறு முதிர்ச்சி
ಕವಲೊಡೆಯುವಿಕೆ,பிளவு
1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ),1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை)
ಬೆನ್ನು ರೋಗ,முதுகு நோய்
1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ,1. பரவல் 2. பரவல்
ಜೀರ್ಣಸಾಧ್ಯತೆ,செரிமானம்
ಡೈಹೈಬ್ರಿಡ್,இருகலப்பின
1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ,1. அணை 2. வாய்க்கால் 3. குடும்பம்
ಅತ್ಯಲ್ಪ,அற்ப
1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ,1. தனிக்குடித்தனம் 2. ஒருதார மணம்
ಡಿಪ್ಲಾಯ್ಡ್,டிப்ளாய்டு
1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್,1. டிப்ளாய்டு 2. டிப்ளாய்டு
ದ್ವಿಧ್ರುವಿ,இருமுனை
1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ,1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்
1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ,1. கலப்பை உழுதல் 2. நூற்பு
ರಿಯಾಯಿತಿ,தள்ளுபடி
ಸೋಂಕುಗಳೆತ,கிருமி நீக்கம்
1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್,1. சிதறல் 2. சிதறல்
1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ,1. சிதறல் 2. மாறுபாடு
ವೈವಿಧ್ಯೀಕರಣ,பல்வகைப்படுத்தல்
ವೈವಿಧ್ಯಮಯ ಕೃಷಿ,பல்வகைப்பட்ட விவசாயம்
ಡಿಎನ್ಎ ಹೆಜ್ಜೆ,டிஎன்ஏ படி
ಡಿಎನ್ಎ ರಿಸೀವರ್,டிஎன்ஏ பெறுபவர்
ಡಾಕ್ ಬಾಡಿಗೆ,கப்பல்துறை வாடகை
ಪರಿಣಾಮಕಾರಿ,பயனுள்ள
ಸುಪ್ತಾವಸ್ಥೆ,செயலற்ற நிலை
1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್,1. அளவு 2. அளவு 3. அளவு
ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್,இரட்டை சிக்மாய்டு வளைவு
1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ,1. புயல் 2. நீட்சி
1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್,1. வெளியேற்ற வடிகால் 2. கழிவுநீர்
ಒಳಚರಂಡಿ,வடிகால்
ಎಳೆತ,இழுவை
1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು,1. மருந்து கொடு 2. நனை
ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು),அழகுசாதனப் பொருட்கள் (விதைகள்)
1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್,1. ஆகர் 2. ஆழமற்ற தவறு 3. துளை 4. துருப்பு
1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್,1. துளை 2. துளை 3. துளை
1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು,1. துளையிடுதல் 2. துரப்பணம் மூலம் விதைத்தல் 3. துரப்பணம் மூலம் ஊற்றுதல்
ಹನಿ ನೀರಾವರಿ,சொட்டு நீர் பாசனம்
ಒಣ ಬೇಸಾಯ,உலர் விவசாயம்
1.ಧೂಳು 2.ಬುಕ್ನೆ,1.தூசி 2.புக்னி
1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್,1. டஸ்டர் 2. சிதறல்
ಚಿಮುಕಿಸಲು,தெளிக்க
1. ಕುಬ್ಜ 2. ವಾಮನ,1. குள்ளன் 2. வாமனன்
ವಾಮನ ಪಿರಮಿಡ್,வாமன பிரமிட்
ವಾಮಿನಿ ಭವನ,வாமினி பவன்
ಪರಿಸರ ವಿಜ್ಞಾನ,சூழலியல்
ಅರ್ಥಶಾಸ್ತ್ರ,பொருளாதார அளவியல்
ಆರ್ಥಿಕ ದಕ್ಷತೆ,பொருளாதார திறன்
ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ,சூழ்நிலை வகை
ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ,கூடுதல் அடுக்கு
ಮೃದು,மென்மையான
ಮಣ್ಣಿನ ವಿಜ್ಞಾನ,மண் அறிவியல்
1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ,1. பாலம் 2. விளிம்பு 3. இழை மூடல்
ಆಹಾರ ಭಾಗ,உணவு பகுதி
ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,தேவை நெகிழ்ச்சி
ಉತ್ಪಾದನಾ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,உற்பத்தி நெகிழ்ச்சி
ವಿದ್ಯುದ್ವಿಭಜನೆ,மின்னாற்பகுப்பு
ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್,எலக்ட்ரோபோரேசிஸ்
ಆವಿಯಾಗುವಿಕೆ,ஆவியாதல்
1. ಶಿರಚ್ಛೇದಕ 2. ಕ್ರಿಮಿನಾಶಕ 3. ಶಿರಚ್ಛೇದಕ 4. ಕ್ರಿಮಿನಾಶಕ,1. சிரச்சேதம் 2. பிடிப்பவர் 3. தலை துண்டிப்பவர் 4. ஸ்டெரிலைசர்
1. ವೀರ್ ಬಂಡಿ 2. ಸ್ಟ್ರಾಬಂಡಿ,1. வெயிர் பாண்டி 2. ஸ்ட்ராபாண்டி
ಭ್ರೂಣ,கரு
1. ಭ್ರೂಣಶಾಸ್ತ್ರ 2. ಭೌತಶಾಸ್ತ್ರ,1. கருவியல் 2. இயற்பியல்
1. ನಿರ್ಗಮನ 2. ನಿರ್ಗಮನ,1. வெளியேறு 2. வெளியேறு
ಎಮಲ್ಸಿಫೈಯರ್,குழம்பாக்கி
ಅಂತರ್ವರ್ಧಕ,உட்புறம்
ಇಂಟ್ರಾ ಪಾಯಿಂಟ್ ವಿಭಾಗ,உள்-புள்ளி பிரிவு
ಒಳ-ಪರಾವಲಂಬಿ,உள் ஒட்டுண்ணி
ಎಂಡೋಸ್ಪರ್ಮ್,எண்டோஸ்பெர்ம்
ಉದ್ಯಮ,நிறுவன
ಕೀಟಶಾಸ್ತ್ರ,பூச்சியியல்
ಪರಿಸರ,சூழல்
1. ಕಿಣ್ವ 2. ಕಿಣ್ವ,1. என்சைம் 2. என்சைம்
ಕ್ಲಸ್ಟರ್ ಕಸಿ,கொத்து ஒட்டுதல்
1. ಎಪಿಫೈಟ್ 2. ಎಪಿಫೈಟ್,1. எபிஃபைட் 2. எபிஃபைட்
ಈಕ್ವಿಟಿ,பங்கு
ನಿವಾರಣೆ,நீக்குதல்
ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು,அத்தியாவசிய ஊட்டச்சத்துக்கள்
1. ಅಳತೆ 2. ಜಂಪ್ 3. ಮೌಲ್ಯಮಾಪನ,1. அளவீடு 2. தாவி 3. மதிப்பீடு
ಕೈಚಳಕ,நேர்த்தியான
ಸುಜನ್ನಿಕ್,சுஜன்னிக்
ಮೌಲ್ಯಮಾಪನ,மதிப்பீடு
ಉಗಿ ಮಾಪಕ,நீராவி மானி
ಆವಿಯಾಗುವಿಕೆ,ஆவியாதல்
ಶಾಶ್ವತ ಕ್ರಾಂತಿ,நித்திய புரட்சி
1. ನಿತ್ಯಹರಿದ್ವರ್ಣ 2. ನಿತ್ಯಹರಿದ್ವರ್ಣ,1. evergreen 2. evergreen
ಅಭಿವೃದ್ಧಿ,வளர்ச்சி
ಕತ್ತರಿಸಿದ,துண்டிக்கப்பட்டது
ಪರೀಕ್ಷಯ್ (ಫಲವತ್ತತೆ),பரீக்ஷய் (கருவுறுதல்)
ಶೋಷಣೆ,சுரண்டல்
1. ಅನ್ವೇಷಣೆ 2. ಪರಿಶೋಧನೆ,1. ஆய்வு 2. ஆய்வு
1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಹೊರಸೂಸುವಿಕೆ,1. வெளியேற்றம் 2. உமிழ்வு
ಕಣ್ಣು,கண்
1. ಅಂಶ 2. ಘಟಕ 3. ಅಂಶ 4. ಸಂಪನ್ಮೂಲ,1. காரணி 2. கூறு 3. காரணி 4. வளம்
ಅಂಶ ಉತ್ಪಾದಕತೆ,காரணி உற்பத்தித்திறன்
ವ್ಯಾಪಾರಿಯ ರಿಯಾಯಿತಿ,வர்த்தகர் தள்ளுபடி
ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ,காரணி தொகுதி வடிவமைப்பு
ಪರ್ಯಾಯ,மாற்று
1. ಪಟ್ಟಿ 2. ಪಲಿಹಾರ್,1. பட்டி 2. பலிஹார்
ಒಟ್ಟು,மொத்த
ಕ್ಷೇತ್ರ ಮೌಲ್ಯಮಾಪನ,கள மதிப்பீடு
ಕೃಷಿ ಬಜೆಟ್,பண்ணை பட்ஜெட்
ಕೃಷಿ ವ್ಯಾಪಾರ,விவசாய வணிகம்
ಕ್ಷೇತ್ರ ಯೋಜನೆ,கள திட்டமிடல்
1. ರೈತ 2. ರೈತ,1. விவசாயி 2. விவசாயி
1. ಕೃಷಿ 2. ಕೃಷಿ,1. விவசாயம் 2. விவசாயம்
ಘರ್ಷಣೆ,மோதல்
ಬಹು ಸಂತಾನೋತ್ಪತ್ತಿ,பல இனப்பெருக்கம்
ಹುದುಗುವಿಕೆ,நொதித்தல்
ಫಲವತ್ತತೆ,கருவுறுதல்
ಗೊಬ್ಬರ,உரம்
ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ,உர பயன்பாடு திறன்
ನಾರಿನಂತಿರುವ,நார்ச்சத்து
1. ಫಾರ್ಮ್ 2. ಪ್ರದೇಶ 3. ಸ್ಥಳ,1. பண்ணை 2. பகுதி 3. இடம்
ಮಣ್ಣಿನ ನೀರನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು,மண் நீர் பிடித்து
ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ,கள ஆர்ப்பாட்டம்
1. ನಿಶ್ಚಲತೆ 2. ಸ್ಥಿರೀಕರಣ 3. ಸ್ಥಿರೀಕರಣ,1. அசையாமை 2. ஃபிக்சேஷன் 3. ஃபிக்சேஷன்
1. ಮುಳುಗುವಿಕೆ 2. ಒಳಸೇರಿಸುವಿಕೆ,1. ஊடுருவல் 2. செறிவூட்டல்
ನಿರ್ವಹಣಾ ಚಿತ್ರ,ஓட்ட வரைபடம்
ಆಹಾರ ಮೌಲ್ಯ,உணவு மதிப்பு
ಮೇವು,தீவனம்
ಮುನ್ಸೂಚನೆ,முன்னறிவிப்பு
ಅರಣ್ಯ,காடு
ಅರಣ್ಯೀಕರಣ,காடு வளர்ப்பு
1. ತಾಡ್ಪರ್ನ್ 2. ಫಾರ್ಮ್,1. டாட்பார்ன் 2. படிவம்
ಹಿಮ ನಿರೋಧಕ,உறைபனி எதிர்ப்பு
1. ಪಾಲಾ 2. ಬ್ಲೈಟ್,1. பாலா 2. ப்ளைட்
1. ಹೆಪ್ಪುಗಟ್ಟಿದ 2. ಹೆಪ್ಪುಗಟ್ಟಿದ,1. உறைந்த 2. உறைந்த
ಕಾರ್ಯ,செயல்பாடு
1. ಹಣ್ಣಿನ ಪತನ 2. ಹಣ್ಣಿನ ಪತನ,1. பழம் வீழ்ச்சி 2. பழம் வீழ்ச்சி
ಹಣ್ಣಾಗುತ್ತವೆ,பழங்கள் ஆக
1. ಧೂಮೀಕರಣ 2. ಧೂಮೀಕರಣ,1. புகைத்தல் 2. புகைத்தல்
ಶಿಲೀಂಧ್ರನಾಶಕ,பூஞ்சைக் கொல்லி
ಶಿಲೀಂಧ್ರನಾಶಕ,பூஞ்சை எதிர்ப்பு
ಶಿಲೀಂಧ್ರ,பூஞ்சை
1. ಖುದ್ 2. ಸೀತಾ,1. குத் 2. சீதா
1. ಫ್ಯೂಷನ್ 2. ಫ್ಯೂಷನ್,1. இணைவு 2. இணைவு
ಹತ್ತಿ ಉಣ್ಣೆ,பருத்தி கம்பளி
ಕೂದಲುಳ್ಳ,முடிகள் நிறைந்த
1. ಮರದ ಹುಣ್ಣು 2. ಪಿಟಿಕಾ,1. மரப்புண் 2. பிடிகா
1. ಗ್ಯಾಮೆಟ್‌ಗಳು 2. ಗ್ಯಾಮೆಟ್‌ಗಳು,1. கேமட்கள் 2. கேமட்கள்
1. ಉದ್ಯಾನ 2. ಉದ್ಯಾನ,1. தோட்டம் 2. தோட்டம்
1. ಪಾನ್ಸಾಲ್ 2. ಹೈಡ್ರೋಮೀಟರ್,1. பான்சால் 2. ஹைட்ரோமீட்டர்
ಜೀನ್ ಸಂಗ್ರಹ,மரபணு சேகரிப்பு
ಜೀನ್ ಟ್ಯಾಗನ್,ஜீன் டேகன்
ವಂಶಾವಳಿ,பரம்பரை
ಜೀನ್ ನಕ್ಷೆ,மரபணு வரைபடம்
ಆನುವಂಶಿಕ,மரபியல்
1. ಜಿನೋಮ್ 2. ಸಂಜೀನ್,1. ஜீனோம் 2. சங்கீன்
ಸಂಜಿನಿ ಸಂಗ್ರಹ,சஞ்சினி சேகரிப்பு
ಜೀನೋಮಿಕ್ಸ್,மரபியல்
ಜೀನೋಟೈಪ್,மரபணு வகை
1. ಜೀನ್ ರಚನೆ 2. ಜೀನ್ ಪ್ರಕಾರ,1. மரபணு அமைப்பு 2. மரபணு வகை
ವಂಶಾವಳಿ,பரம்பரை
1. ಕುಲ 2. ವಂಶ,1. பேரினம் 2. பரம்பரை
1. ಸೂಕ್ಷ್ಮಾಣು 2. ಸೂಕ್ಷ್ಮಾಣು,1. கிருமி 2. கிருமி
ಕ್ರಿಮಿನಾಶಕ,கிருமி நாசினி
ಮೊಳಕೆಯೊಡೆಯುವಿಕೆ,முளைத்தல்
