Bengali,Tamil
ফ্ল্যামেন ডায়ালিস,ஃபிளமன் டயாலிஸ்
ফ্ল্যামেন মার্শালিস,ஃபிளமன் மார்ஷியலிஸ்
জ্বলন্ত মশাল,எரியும் ஜோதி
ফ্ল্যাঙ্ক,பக்கவாட்டு
ফ্ল্যাঙ্কিং আন্দোলন,பக்கவாட்டு இயக்கம்
বিকশিত সভ্যতা,செழிக்கும் நாகரிகம்
fluvialistic বিশ্বাস,ஃப்ளூவியலிஸ்டிக் நம்பிக்கை
লোকদেবতা,நாட்டுப்புற கடவுள்
লোকদেবী,நாட்டுப்புற தெய்வம்
লোক স্মৃতি,நாட்டுப்புற நினைவகம்
লোককথা (=লোককাহিনী),நாட்டுப்புற புராணம் (=நாட்டுப்புறவியல்)
চারণ,இரை தேடும்
অভিযান,களமிறங்குதல்
পূর্বাবস্থায়,முன்னோடி
পূর্বপুরুষ,முன்னோர்
অগ্রদূত,முன்னோடி
অসহায় আশা,கெட்ட நம்பிக்கை
গঠনমূলক পর্যায়,உருவாக்கும் நிலை
দুর্গ,கோட்டை
দুর্গ,வலுவூட்டல்
সুরক্ষিত শহর,அரணான நகரம்
দুর্গ,கோட்டை
ফরচুনা,Fortuna
ফোরাম রোমানাম,மன்றம் ரோமானம்
ফ্রান্সিসকান,பிரான்சிஸ்கன்
ফ্র্যাঙ্কলিন,பிராங்க்ளின்
ভ্রাতৃঘাতী যুদ্ধ,சகோதர யுத்தம்
বিনামূল্যে চার্চ,இலவச தேவாலயம்
ফ্রিহোল্ডার,இலவச உரிமையாளர்
ফ্রিল্যান্স সৈনিক,சுதந்திர சிப்பாய்
ফ্রিল্যান্স সৈনিক,சுதந்திர சிப்பாய்
ফ্রিম্যান,ஃப்ரீமேன்
ফ্রিম্যান,ஃப்ரீமேன்
ফ্রিপাস,இலவச நுழைவு சீட்டு
ফরাসি বিপ্লব,பிரஞ்சு புரட்சி
ভদ্র,துறவி
ফ্রিশিয়ান ভাড়াটে,ஃப்ராசியன் கூலிப்படையினர்
সীমান্তের মানুষ,எல்லைப்புற மனிதன்
গ্যালিওন,கேலியன்
গ্যালিকান (=গ্যালিকানিস্ট),காலிகன் (=கல்லிகனிஸ்ட்)
গ্যালিকানিজম,கல்லிக்கனிசம்
গ্যারিসন,பாதுகாப்பு அரண்
গল,கோல்
গান্টলেট,கௌண்ட்லெட்
গান্টলেট,கௌண்ட்லெட்
গাজেবো,கெஸெபோ
গাজেবো,கெஸெபோ
গাজেবো,கெஸெபோ
বংশগত ইতিহাস,மரபியல் வரலாறு
বংশগত রেকর্ড,மரபியல் பதிவு
বংশগত সারণী,மரபியல் அட்டவணை
বংশগত গাছ,மரபுவழி மரம்
বংশতালিকা,மரபியல்
বংশতালিকা,மரபியல்
প্রজন্ম,தலைமுறை
গণহত্যা,இனப்படுகொலை
বিধর্মী,புறஜாதி
বিধর্মী,புறஜாதி
বিধর্মী,புறஜாதி
বিধর্মী,புறஜாதி
ঘেটো,கெட்டோ
ঘেটো,கெட்டோ
গিবত,கிபெட்
গিল্ড (=গিল্ড),கில்ட் (=கில்ட்)
গ্ল্যাডিয়েটার,கிளாடியேட்டர்
গৌরবময় বিপ্লব,புகழ்பெற்ற புரட்சி
গোল্ডেন হোর্ড,கோல்டன் ஹார்ட்
মহাজোট,மகா கூட்டணி
গ্র্যান্ডি,பேரறிஞர்
গ্র্যান্ড সাইনর,கிராண்ட் சிக்னர்
গ্র্যান্ড সাইনর,கிராண்ட் சிக்னர்
মহান গৃহযুদ্ধ,பெரும் உள்நாட்டுப் போர்
মহান প্রস্থান (বুদ্ধের),பெரிய புறப்பாடு (புத்தரின்)
বৃহত্তর ভারত,பெரிய இந்தியா
গ্রেট হেলাস,கிரேட் ஹெல்லாஸ்
গ্রেট হোর্ড,பெரிய கூட்டம்
মহান ত্যাগ (= মহান প্রস্থান),பெரிய துறவு (=பெரும் புறப்பாடு)
মহান সীল,பெரிய முத்திரை
মহান Trak,பெரிய டிராக்
দারুণ যানবাহন,பெரிய வாகனம்
চীনের মহাপ্রাচীর,சீனப் பெருஞ்சுவர்
গ্রীভ,க்ரீவ்
গার্ড-চেম্বার,காவலர்-அறை
গার্ড-চেম্বার,காவலர்-அறை
গার্ড-চেম্বার,காவலர்-அறை
গুপ্ত,குப்தாக்கள்
হ্যাজিওগ্রাফি,ஹாகியோகிராபி
হ্যাজিওগ্রাফি,ஹாகியோகிராபி
হ্যাজিওলজি,ஹேகியோலஜி
হ্যাজিওলজি,ஹேகியோலஜி
ব্যক্তিগত দর্শকদের হল,தனிப்பட்ட பார்வையாளர்களின் மண்டபம்
পাবলিক দর্শক হল,பொது பார்வையாளர்களின் மண்டபம்
হ্যাচমেন্ট,குஞ்சு பொரிப்பது
বিধর্মী,ஹீத்தன்
বিধর্মী,ஹீத்தன்
হিথেনিজম,ஹீத்தனிசம்
হেগিরা (হেজেরা),ஹெகிரா (ஹெஜேரா)
হেলেনবাদ,ஹெலனிசம்
হেলট,ஹெலட்
হেরাল্ড্রি,ஹெரால்ட்ரி
ঐতিহ্য,பாரம்பரியம்
হায়ারোগ্লিফিক রৈখিক অক্ষর,ஹைரோகிளிஃபிக் நேரியல் எழுத்துக்கள்
হায়ারোগ্লিফিক লিপি,ஹைரோகிளிஃபிக் ஸ்கிரிப்ட்
উচ্চ গির্জা,உயர் தேவாலயம்
উচ্চ ল্যান্ডার,உயர் லேண்டர்
হিন্দুধর্ম,இந்து மதம்
ঐতিহাসিক,வரலாற்றாசிரியர்
ঐতিহাসিক,வரலாற்றாசிரியர்
ঐতিহাসিক বস্তুবাদ,வரலாற்று பொருள்முதல்வாதம்
ঐতিহাসিক যুগ,வரலாற்று சகாப்தம்
ঐতিহাসিক সীমান্ত,வரலாற்று எல்லை
ইতিহাসবিদ,வரலாற்றாசிரியர்
ইতিহাসবিদ,வரலாற்றாசிரியர்
ইতিহাস রচনা,வரலாற்று வரலாறு
ইতিহাস রচনা,வரலாற்று வரலாறு
ইতিহাস,வரலாறு
হিট্টাইট সাম্রাজ্য,ஹிட்டிட் பேரரசு
পবিত্র জোট,புனித கூட்டணி
পবিত্র শহর,புனித நகரம்
পবিত্র শহর,புனித நகரம்
পবিত্র ভূমি,புனித நிலம்
পবিত্র ভূমি,புனித நிலம்
পবিত্র লীগ,புனித லீக்
পবিত্র লীগ,புனித லீக்
পবিত্র রোমান সাম্রাজ্য (= সাম্রাজ্য),புனித ரோமானியப் பேரரசு (=பேரரசு)
পবিত্র সাগর,புனித கடல்
পবিত্র সাগর,புனித கடல்
জেহাদ,புனிதப் போர்
জেহাদ,புனிதப் போர்
হোম সরকার,உள்நாட்டு அரசாங்கம்
ঘরের রক্ষক,ஊர்க்காவல்படை
স্বদেশ,தாயகம்
স্বায়ত্তশাসন,வீட்டு விதி
স্বায়ত্তশাসন,வீட்டு விதி
Horde,கூட்டம்
Horde,கூட்டம்
শত্রু দেশ,விரோத நாடு
প্রতিকূল ভূমি,பகை நிலம்
গরম সাধনা,ஒருவரை துரத்தி செல்லுதல்
গৃহ,வீடு
গৃহ,வீடு
হাউস অফ কমন্স,ஹவுஸ் ஆஃப் காமன்ஸ்
হাউস অফ লর্ডস,ஹவுஸ் ஆஃப் லார்ட்ஸ்
হাউস অফ রিপ্রেজেন্টেটিভস,பிரதிநிதிகள் சபை
Huguenots,ஹ்யூஜினோட்ஸ்
মানবতাবাদ,மனிதநேயம்
মানবতাবাদী,மனிதநேயவாதி
শত ইয়েসের যুদ্ধ,நூறு யேசர்ஸ் போர்
হুংকার,ஹங்கர்
ইবাদত খানা (উপাসনা ঘর),இபாதத் கானா (வழிபாட்டு இல்லம்)
আইকনোক্লাস্ট,ஐகானோக்ளாஸ்ட்
মূর্তিপূজক,உருவ வழிபாடு செய்பவர்
ইলাহী যুগ,இலாஹி சகாப்தம்
অবৈধ যুদ্ধ,சட்டவிரோத போர்
আলোকিত পাণ্ডুলিপি,ஒளிரும் கையெழுத்துப் பிரதி
সচিত্র পাণ্ডুলিপি,விளக்கப்பட கையெழுத்துப் பிரதி
সচিত্র পাণ্ডুলিপি,விளக்கப்பட கையெழுத்துப் பிரதி
ইমাম (ইমাম),இமாம் (இம்மாம்)
ইমামতি,இமாமேட்
ইমামতি,இமாமேட்
ইমামবাড়া,இமாம்பரா
ইম্পেরিয়াল,ஏகாதிபத்தியம்
ইম্পেরিয়াল সিটি,ஏகாதிபத்திய நகரம்
সাম্রাজ্যবাদ,ஏகாதிபத்தியம்
ইম্পেরিয়াল পছন্দ,ஏகாதிபத்திய விருப்பம்
ইমপলিসি,முறையற்ற தன்மை
প্রতারক,வஞ்சகர்
কারাবাস,சிறைவாசம்
কারাবাস,சிறைவாசம்
অনুপ্রবেশ,ஊடுருவல்
অনুপ্রবেশকারী,ஊடுருவல்காரன்
স্বাধীনতা,சுதந்திரம்
স্বাধীনতা দিবস,சுதந்திர தினம்
স্বাধীনতা হল,சுதந்திர மண்டபம்
ভারতীয় আমেরিকান (=লাল ভারতীয়=আমেরিকান ভারতীয়),இந்தியன் அமேரியன் (=சிவப்பு இந்தியன்=அமெரிக்க இந்தியன்)
ইন্ডিয়ান হোম রুল লিগ,இந்தியன் ஹோம் ரூல் லீக்
শিল্প বিপ্লব,தொழில் புரட்சி
কাফের,காஃபிர்
কাফের,காஃபிர்
অনুপ্রবেশ,ஊடுருவல்
অনুপ্রবেশকারী,ஊடுருவி
তথ্যদাতা,தகவல் தருபவர்
তথ্যদাতা,தகவல் தருபவர்
তথ্যদাতা,தகவல் தருபவர்
তথ্যদাতা,தகவல் தருபவர்
প্রবেশ,நுழைவு
প্রবেশ,நுழைவு
প্রবেশ,நுழைவு
বাসস্থান,குடியிருப்பு
বাসিন্দা,வசிப்பிடத்தை
উত্তরাধিকার,பரம்பரை
উত্তরাধিকার,பரம்பரை
উত্তরাধিকার,பரம்பரை
শিলালিপি,கல்வெட்டு
চিহ্ন,சின்னம்
যোগদানের যন্ত্র,அணுகல் கருவி
সরকারের যন্ত্র,அரசாங்கத்தின் கருவி
বিদ্রোহ (বিদ্রোহ),கிளர்ச்சி (கிளர்ச்சி)
বিদ্রোহী,கிளர்ச்சியாளர்
বিদ্রোহ,கிளர்ச்சி
বিদ্রোহ,கிளர்ச்சி
মিশ্রণ,ஒருங்கிணைப்பு
রেকর্ডের অখণ্ডতা,பதிவுகளின் நேர்மை
রাজ্যের অখণ্ডতা,மாநிலங்களின் ஒருமைப்பாடு
ইন্টেলিজেন্টসিয়া (বুদ্ধিমত্তা),புத்திஜீவிகள் (புத்திசாலித்தனம்)
মধ্যস্থতা,பரிந்து பேசுதல்
মধ্যস্থতাকারী,பரிந்து பேசுபவர்
মধ্যস্থতাকারী,இடைத்தரகர்
আন্তর্জাতিকতাবাদ,சர்வதேசியம்
আন্তর্জাতিকতাবাদ,சர்வதேசியம்
আন্তর্জাতিকতাবাদী,சர்வதேசியவாதி
আন্তঃযুদ্ধ,உள்நாட்டுப் போர்
ইন্টার্নী,பயிற்சியாளர்
ইন্টারনি,பயிற்சியாளர்
ইন্টারনি ক্যাম্প,பயிற்சி முகாம்
অন্তরীণ,அடைப்பு
অন্তরীণ,அடைப்பு
অন্তরীণ,அடைப்பு
ইন্টারনুনসিও,இன்டர்னுன்சியோ
দোভাষী,மொழிபெயர்ப்பாளர்
দোভাষী,மொழிபெயர்ப்பாளர்
দোভাষী,மொழிபெயர்ப்பாளர்
হস্তক্ষেপ,தலையீடு
ইন্টেস্ট্যাসি,குடலிறக்கம்
ইনটেস্টেট,குடல்
চক্রান্ত,சூழ்ச்சி
অনুপ্রবেশকারী,ஊடுருவும் நபர்
অনুপ্রবেশকারী,ஊடுருவும் நபர்
অনধিকারপ্রবেশ,ஊடுருவல்
আক্রমণ,படையெடுப்பு
আক্রমণ,படையெடுப்பு
বিনিয়োগ করুন,முதலீடு செய்யுங்கள்
বিনিয়োগ করুন,முதலீடு செய்யுங்கள்
বিনিয়োগ করুন,முதலீடு செய்யுங்கள்
বিনিয়োগ করুন,முதலீடு செய்யுங்கள்
ইনভেস্টিচার,முதலீடு
ইনভেস্টিচার,முதலீடு
ইনভেস্টিচার,முதலீடு
বিনিয়োগ অনুষ্ঠান,முதலீட்டு விழா
জাতীয়তার সাথে বিনিয়োগ করুন,தேசியத்துடன் முதலீடு செய்யுங்கள்
অজেয় আরমাদা,வெல்ல முடியாத அர்மடா
অমান্যতা (রাষ্ট্রের),மீறல் (அரசு)
লঙ্ঘন রাষ্ট্র,மீறல் நிலை
অভেদ্য দুর্গ,அழிக்க முடியாத கோட்டை
আয়রন বয়স,இரும்பு யுகம்
লোহার পর্দা,இரும்புத்திரை
আয়রন গার্ড,இரும்பு பாதுகாப்பு
লোহার রেশন,இரும்பு ரேஷன்
লোহার দিক,இரும்பு பக்கங்கள்
লোহার টিপযুক্ত তীর,இரும்பு முனை அம்பு
ইস্তমিয়ান গেমস,இஸ்த்மியா விளையாட்டுகள்
জেনিসারি,ஜானிசரி
দারোয়ান,காவலாளி
দারোয়ান,காவலாளி
জ্যাভলিন,ஈட்டி
জিম ক্রো আইন,ஜிம் க்ரோ சட்டங்கள்
জিঙ্গো,ஜிங்கோ
জিঙ্গো,ஜிங்கோ
জিঙ্গো,ஜிங்கோ
জিঙ্গোইজম,ஜிங்கோயிசம்
যৌথ অভিযান,கூட்டு நடவடிக்கை
যৌথ নিয়ন্ত্রণ,கூட்டு கட்டுப்பாடு
যৌথ দখল,கூட்டு ஆக்கிரமிப்பு
জুরি,நடுவர் மன்றம்
শুধু কারণ,வெறும் காரணம்
রাখা,வை
আর্কাইভের রক্ষক,காப்பக காப்பாளர்
কেটলি-ড্রাম,கெட்டில்-டிரம்
মূল শব্দ,முக்கிய வார்த்தை
রাজা,அரசன்
রাজ্য,இராச்சியம்
কিংলেট,கிங்லெட்
কিং মেকার,கிங் மேக்கர்
রাজত্ব,அரசாட்சி
রাজত্ব,அரசாட்சி
রান্নাঘরের তাক,சமையலறை அமைச்சரவை
নাইট,மாவீரர்
রাজত্ব,அரசாட்சி
Kinghts হাসপাতালের,கிங்ட்ஸ் மருத்துவமனைகள்
সেন্ট জন নাইট,செயின்ட் ஜான் மாவீரர்கள்
নাইট টেম্পলার,நைட் டெம்ப்ளர்
Ku Klux Klan (KKK),கு க்ளக்ஸ் கிளான் (KKK)
কুমিন্তং,குமிண்டாங்
সাধারণ,பாமர மக்கள்
ল্যান্স,லான்ஸ்
ল্যান্সার,லான்சர்
পরে গুপ্তরা,பின்னர் குப்தர்கள்
বৈধ উত্তরাধিকারী,சட்டப்படியான வாரிசு
অনাচার (=বিশৃঙ্খলা),சட்டமின்மை (=சீர்குலைவு)
অনাচার (=বিশৃঙ্খলা),சட்டமின்மை (=சீர்குலைவு)
আইন প্রভুরা,சட்ட அதிபதிகள்
ধার্মিকতার আইন,பக்தியின் சட்டம்
জাতির লীগ,உலக நாடுகள் சங்கம்
উত্তরাধিকার (= উইল),மரபு (=விருப்பம்)
উত্তরাধিকার (= উইল),மரபு (=விருப்பம்)
আইনগত উত্তরাধিকারী,சட்டப்படியான வாரிசு
লিগেট,சட்டப்படி
লিগেট,சட்டப்படி
লিগেট,சட்டப்படி
কিংবদন্তি,புராண
কিংবদন্তি,புராண
সৈন্যদল,படையணி
সৈন্যদল,படையணி
লিজিয়ন অফ অনার,லெஜியன் ஆஃப் ஹானர்
লেস ম্যাজেস্টি (=লেস ম্যাজেস্ট),Lese majesty (=lese majeste)
কম রাজ্য,குறைவான மாநிலங்கள்
বিশ্বাস পত্র,நம்பிக்கைக் கடிதங்கள்
লিজ-প্রভু,லீஜ்-பிரபு
লিজ ম্যান,லீஜ் மனிதன்
লিজ ম্যান,லீஜ் மனிதன்
যাবজ্জীবন কারাদণ্ড,ஆயுள் தண்டனை
বংশ,பரம்பரை
লিটল ইংল্যান্ডার,குட்டி இங்கிலாந்துக்காரர்
ছোট যান (= কম যানবাহন),சிறிய வாகனம் (=குறைவான வாகனம்)
উপকূলীয় রাষ্ট্র,கடல்சார் மாநிலம்
লিটার্জি,வழிபாட்டு முறைகள்
লিটার্জি,வழிபாட்டு முறை
স্থানীয় আনুগত্য,உள்ளூர் விசுவாசம்
স্থানীয় স্ব-সরকার,உள்ளாட்சி-சுய அரசு
দীর্ঘ সংসদ,நீண்ட பாராளுமன்றம்
নিম্ন দেশগুলি,தாழ்ந்த நாடுகள்
অনুগত,விசுவாசமான
আনুগত্য,விசுவாசம்
ম্যাকিয়াভেলিয়ান নীতি,மச்சியாவெல்லியன் கொள்கை
ম্যাগনা কার্টা,மேக்னா கார்ட்டா
ম্যাগনাম কনসিলিয়াম,மேக்னம் கான்சிலியம்
মালুম নিষেধ,மாலும் தடை
মান্দামুস,மாண்டமஸ்
ম্যান্ডেট,ஆணை
"আদেশ, শ্রেণী &#39;ক&#39;","ஆணை, வகுப்பு &#39;ஏ&#39;"
"আদেশ, শ্রেণী &#39;বি&#39;","ஆணை, வகுப்பு &#39;பி&#39;"
"ম্যান্ডেট, ক্লাস &#39;সি&#39;","ஆணை, வகுப்பு &#39;சி&#39;"
ম্যান্ডেট সিস্টেম,ஆணை அமைப்பு
বাধ্যতামূলক অবস্থা,கட்டாய நிலை
ম্যাঙ্গোনেল,மங்கோனல்
ঘোষণাপত্র,அறிக்கை
কৌশল,சூழ்ச்சிகள்
যুদ্ধের মানুষ,போர் நாயகன்
ম্যানর,மேனர்
ম্যানর,மேனர்
জনশক্তি,மனித சக்தி
জনশক্তি,மனித சக்தி
ম্যানুমিশন,மனுமிஷன்
মনুমিত,மனுமித்
পাণ্ডুলিপি,கையெழுத்துப் பிரதி
পাণ্ডুলিপি,கையெழுத்துப் பிரதி
পাণ্ডুলিপি,கையெழுத்துப் பிரதி
ডাকাত,கொள்ளைக்காரன்
সামুদ্রিক বেল্ট,கடல் பெல்ட்
সামুদ্রিক সভ্যতা,கடல் நாகரிகம்
সামুদ্রিক পতাকা,கடல்சார் கொடி
সামুদ্রিক ক্ষমতা,கடல்சார் சக்திகள்
সামুদ্রিক সার্বভৌমত্ব,கடல்சார் இறையாண்மை
সামুদ্রিক যুদ্ধ,கடல் போர்
মার্কুইস,மார்க்விஸ்
মার্কুইসেট,மார்க்விசேட்
সেনাশাসন,இராணுவ சட்டம்
মার্শাল রেস,தற்காப்பு இனங்கள்
শহীদ,தியாகி
হত্যাকাণ্ড,படுகொலை
কৌশলের ভর,சூழ்ச்சி நிறை
মাস্টার-এ-আর্মস,மாஸ்டர்-அட்-ஆர்ம்ஸ்
অনুষ্ঠান - এর গুরু,விழாக்களின் மாஸ்டர்
গৃহকর্তা,வீட்டு மாஸ்டர்
ঘোড়ার মাস্টার,குதிரையின் மாஸ்டர்
রোলস মাস্টার,மாஸ்டர் ஆஃப் தி ரோல்ஸ்
ম্যাচ,பொருத்துக
ম্যাচ,பொருத்துக
ম্যাচলক,தீப்பெட்டி
বৈবাহিক জোট,திருமண கூட்டணி
ভূমধ্য শক্তি,மத்திய தரைக்கடல் சக்திகள்
মেনশেভিক,மென்ஷிவிக்
ভাড়াটে বাহিনী,கூலிப்படை
ভাড়াটে সৈনিক,கூலிப்படை வீரர்
বণিক,வியாபாரி
মধ্যবয়সী,இடைக்காலம்
মধ্যপ্রাচ্য,மத்திய கிழக்கு
মধ্যপথ,நடுத்தர பாதை
মধ্যপথ,நடுத்தர பாதை
মধ্য পথ (=মিডল কোর্স),நடுத்தர வழி (=நடுவழி)
অভিবাসী,புலம் பெயர்ந்தவர்
মাইগ্রেশন,இடம்பெயர்தல்
মাইগ্রেশন,இடம்பெயர்தல்
মাইগ্রেশন,இடம்பெயர்தல்
সামরিকবাদ,இராணுவவாதம்
সামরিকবাদ,இராணுவவாதம்
সামরিকবাদ,இராணுவவாதம்
সামরিকবাদ,இராணுவவாதம்
সামরিকবাদী,இராணுவவாதி
সামরিকবাদী,இராணுவவாதி
সামরিকীকরণ,இராணுவமயமாக்கல்
সামরিকীকরণ,இராணுவமயமாக்கல்
সামরিকীকরণ,இராணுவமயமாக்கல்
সামরিক কৌশলবিদ (=কৌশলবিদ),இராணுவ தந்திரவாதி (=தந்திரவாதி)
সামরিক কৌশলবিদ (=কৌশলবিদ),இராணுவ தந்திரவாதி (=தந்திரவாதி)
সামরিক কৌশল (=কৌশল),இராணுவ தந்திரங்கள் (=தந்திரங்கள்)
মিলিশিয়া,மிலிஷியா
মিলিশিয়া,மிலிஷியா
দুঃশাসন,தவறான ஆட்சி
হারানো সুত্র,விடுபட்ட இணைப்பு
মিশন,பணி
মিশন,பணி
মিশন,பணி
মিশ্র জাতি,கலப்பு இனம்
আধুনিক ইতিহাস,நவீன வரலாறு
জীবনযাত্রাপ্রণালী,மோடஸ் விவேண்டி
একাধিপত্য,ஒற்றையாட்சி
রাজা,மன்னர்
রাজা,மன்னர்
রাজতন্ত্র,முடியாட்சி
রাজতন্ত্র,முடியாட்சி
রাজতন্ত্রবাদী,மன்னராட்சியாளர்
রাজতন্ত্র,முடியாட்சி
মঠ,மடாலயம்
মঠ,மடாலயம்
মঠ,மடாலயம்
সন্ন্যাস,துறவறம்
সন্ন্যাস,துறவறம்
সন্ন্যাসী,துறவி
মাতৃভূমি,தாய் நாடு
মাতৃভূমি,தாய்நாடு
সংসদের মা,பாராளுமன்றங்களின் தாய்
মুক্রকারস,முக்ராக்கர்கள்
মমি,மம்மி
যাদুঘর,அருங்காட்சியகம்
মাস্কেট,மஸ்கட்
মাস্কেটিয়ার,மஸ்கடியர்
মাস্কেট্রি,மஸ்கெட்ரி
মাস্কেট্রি,மஸ்கெட்ரி
মাস্টার মাস্টার,மஸ்டர் மாஸ்டர்
মাস্টার-রোল,மஸ்டர்-ரோல்
মাস্টার-রোল,மஸ்டர்-ரோல்
বিদ্রোহ,கலகம்
বিদ্রোহ আইন,கலகம் சட்டம்
রহস্য জাহাজ,மர்ம கப்பல்
বর্ণনামূলক,விவரிப்பு
জাতি,தேசம்
স্থানীয়,பூர்வீகம்
দেশীয় রাজ্য,சொந்த மாநிலம்
প্রকৃতিবাদ,இயற்கைவாதம்
প্রাকৃতিক অধিকার,இயற்கை உரிமைகள்
নাৎসি,நாஜி
নাৎসি বিপ্লব,நாஜி புரட்சி
নাৎসিবাদ,நாசிசம்
পূর্ব কাছাকাছি,கிழக்குக்கு அருகில்
নিগ্রো,நீக்ரோ
নিগ্রোফিল,நீக்ரோபில்
নেগ্রোফিলিজম,நீக்ரோபிலிசம்
নিগ্রোফোবিয়া,நீக்ரோபோபியா
নিরপেক্ষ,நடுநிலை
নিরপেক্ষ দেশ,நடுநிலை நாடு
নতুন চুক্তি,புதிய ஒப்பந்தம்
নতুন বিশ্ব,புதிய உலகம்
আভিজাত্য,பெருந்தன்மை
উন্নতচরিত্র,உன்னத
উন্নতচরিত্র,உன்னத
যাযাবর,நாடோடி
যাযাবর দল,நாடோடி கூட்டம்
যাযাবর,நாடோடிகள்
অহিংস সন্ধি,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
অ-আগ্রাসন চুক্তি,ஆக்கிரமிப்பு அல்லாத ஒப்பந்தம்
যুদ্ধহীন রাষ্ট্র,போர் புரியாத நிலை
অসহযোগিতা,ஒத்துழையாமை
অসহযোগ আন্দোলন,ஒத்துழையாமை இயக்கம்
বিপরীত,முகப்பு
বিপরীত,முகப்பு
গণতন্ত্র (=জনতাতন্ত্র),ஓக்லோக்ரசி (=மொபோக்ரசி)
অক্লোক্র্যাট,ஓக்லோக்ராட்
অফিসের নথিপত্র,அதிகாரப்பூர்வ ஆவணம்
পুরোনো জগৎ,பழைய உலகம்
অলিগার্কি,தன்னலக்குழு
আক্রমণ,தாக்குதல்
খোলা আলোচনা,திறந்த பேச்சுவார்த்தை
খোলা প্রশ্ন,திறந்த கேள்வி
রেকর্ড খুলুন,பதிவுகளைத் திற
প্রাচ্য,ஓரியண்ட்
প্রাচ্যবাদ,ஓரியண்டலிசம்
প্রাচ্যবাদ,ஓரியண்டலிசம்
প্রাচ্যবিদ,ஓரியண்டலிஸ்ட்
উৎপত্তি,தோற்றம்
উৎপত্তি,தோற்றம்
অর্থোগ্রাফি,ஆர்த்தோகிராபி
শত্রুতার প্রাদুর্ভাব,பகைமை வெடிப்பு
আউট-পোস্ট,அவுட்-போஸ்ட்
ওভার-লর্ড,ஓவர்-லார்ட்
অগ্রাহ্য করা,ஓவர்-ரைடு
অগ্রাহ্য করা,ஓவர்-ரைடு
পৌত্তলিক,பாகன்
পৌত্তলিক,பாகன்
পৌত্তলিকতা,பேகனிசம்
পৌত্তলিকতা,பேகனிசம்
প্যাগোডা,பகோடா
প্যাগোডা,பகோடா
প্যাগোডা,பகோடா
প্রাসাদ চক্রান্ত,அரண்மனை சூழ்ச்சிகள்
প্যালাটিনেট,பாலடினேட்
তাল পাতা,பனை ஓலை
অব্যবহিত পূর্ববর্তী রবিবার,பாம் ஞாயிறு
প্যানেগরিস্ট,பேனெஜிரிஸ்ட்
আতঙ্ক,பீதி
আতঙ্ক,பீதி
আতঙ্কগ্রস্ত,பீதியை உண்டாக்குபவர்
পোপপদ,பாப்பாசி
পোপপদ,பாப்பாசி
পোপপদ,பாப்பாசி
পোপপদ,பாப்பாசி
পাপল বলদ,பாப்பல் காளை
পোপবাদ,பாப்பாலிசம்
পোপবাদ,பாப்பாலிசம்
পোপবাদী,பாப்பாலிஸ்ட்
পোপ রাজ্য,போப்பாண்டவர் மாநிலம்
প্যাপিজম (=পেপিস্ট্রি),பாபிசம் (=பாபிஸ்ட்ரி)
পাপিস্ট,பாபிஸ்ட்
প্যাপিরাস,பாப்பிரஸ்
উপমা,உவமை
প্যারামাউন্ট,பாரமவுண்ட்
সর্বশ্রেষ্ঠতা (=পরামাউন্ট শক্তি),பாரமவுன்சி (=முக்கிய சக்தி)
প্যারামাউন্ট ভদ্রমহিলা,பரம பெண்மணி
পরম প্রভু,பரம பிரபு
পার্চমেন্ট,காகிதத்தோல்
পার্চমেন্ট,காகிதத்தோல்
পার্চমেন্ট,காகிதத்தோல்
ক্ষমা,மன்னிக்கவும்
কথাবার্তা,பார்லிஸ்
কথাবার্তা,பார்லிஸ்
সংসদ (=সংসদ),பாராளுமன்றம் (=பாராளுமன்றம்)
সংসদ,பாராளுமன்றம்
সংসদ,பாராளுமன்றம்
সংসদ,பாராளுமன்றம்
সংসদ আইন,பாராளுமன்ற சட்டம்
সংসদ সদস্য,பாராளுமன்ற உறுப்பினர்
সংসদ সদস্য,பாராளுமன்ற உறுப்பினர்
সংসদীয় এজেন্ট,பாராளுமன்ற முகவர்
পারনেলিজম,பார்னெலிசம்
প্যারোল,பரோல்
প্যারোল,பரோல்
প্যারিসাইড,பாரிசைட்
প্যারিসাইড,பாரிசைட்
পক্ষপাতমূলক,கட்சிக்காரன்
পক্ষপাতমূলক,கட்சிக்காரன்
পক্ষপাতমূলক,கட்சிக்காரன்
পাস,பாஸ்
পাস শব্দ (=ঘড়ি শব্দ),கடவுச்சொல் (=வாட்ச் சொல்)
প্যাট্রিয়ার্ক,தேசபக்தர்
প্যাট্রিয়ার্কস,தேசபக்தர்கள்
প্যাট্রিশিয়ান,பேட்ரிசியன்
পিতৃত্ব,பரம்பரை
প্যাক্স ব্রিটানিকা,பாக்ஸ் பிரிட்டானிக்கா
প্যাক্স রোমানা,பாக்ஸ் ரோமானா
বংশ,பரம்பரை
বংশ,பரம்பரை
বংশানুক্রমিক ব্যক্তি,பரம்பரை நபர்
সমকক্ষ ব্যক্তি,இணையர்
সমকক্ষ ব্যক্তি,இணையர்
পিরেজ,பீரேஜ்
পিরেজ,பீரேஜ்
পিরেজ,பீரேஜ்
আয়ারল্যান্ডের সহকর্মীরা,அயர்லாந்தின் சகாக்கள்
