Telugu,Bengali
కలెక్టర్-బేస్ జంక్షన్,সংগ্রাহক-বেস জংশন
రంగు,রঙ
కలర్ ఎనలైజర్,রঙ বিশ্লেষক
రంగు సమతుల్యత,রঙ ভারসাম্য
రంగు పేలుడు,রঙ ফেটে
రంగు చార్ట్,রঙ চার্ট
రంగు కలయిక,রঙ সংমিশ্রণ
రంగు స్థిరాంకం,রঙ ধ্রুবক
రంగు నియంత్రణ (క్రోమ్ నియంత్రణ),রঙ নিয়ন্ত্রণ (ক্রোম নিয়ন্ত্রণ)
రంగు లోతు,রঙ গভীরতা
రంగు అలసట,রঙ ক্লান্তি
కలర్ ఫిల్టర్,রঙ ফিল্টার
కలర్ కిల్లర్ సర్క్యూట్,রঙিন কিলার সার্কিট
కలర్ కైన్‌కోప్,রঙিন কাইনেসপ
కలర్ మిక్సర్,রঙ মিশ্রণ
రంగు నమూనా,রঙিন প্যাটার্ন
రంగు అవగాహన,রঙ উপলব্ধি
కలర్ పిక్చర్ స్క్రీన్,রঙিন চিত্রের স্ক্রিন
రంగు స్థలం,রঙ স্থান
రంగు సబ్‌కారియర్,রঙ সাবকারিয়ার
రంగు ఉష్ణోగ్రత,রঙের তাপমাত্রা
రంగు ప్రసారం,রঙ সংক্রমণ
కలర్ ట్యూబ్,রঙ টিউব
రంగు,রঙিন
రంగులేని,বর্ণহীন
కలయిక,সংমিশ্রণ
కాంబినర్,কম্বাইনার
కలయిక ప్రక్రియ,সংমিশ্রণ প্রক্রিয়া
దహన,দহন
కమాండ్,কমান্ড
ప్రారంభం,শুরু
వాణిజ్య ప్రసారం,বাণিজ্যিক সম্প্রচার
వాణిజ్య టెలివిజన్,বাণিজ্যিক টেলিভিশন
సాధారణ కలెక్టర్ సర్క్యూట్,সাধারণ সংগ্রাহক সার্কিট
కమ్యూనికేషన్,যোগাযোগ
కమ్యూనికేషన్ ఉపగ్రహం,যোগাযোগ স্যাটেলাইট
కమ్యూనిటీ రేడియో సెంటర్,সম্প্রদায় রেডিও কেন্দ্র
కమ్యూనిటీ రేడియో స్టేషన్,সম্প্রদায় রেডিও স্টেশন
కాంపాక్ట్ డిస్క్ (సిడి),কমপ্যাক্ট ডিস্ক (সিডি)
కాంపాక్ట్ డిస్క్ ప్లేయర్,কমপ্যাক্ট ডিস্ক প্লেয়ার
కంపాండర్,সামরিক
కంపాండింగ్,তুলনা করা
అనుకూలత,সামঞ্জস্যতা
అనుకూలంగా,উপযুক্ত
కంపైలర్,সংকলক
పరిపూరకరమైనది,পরিপূরক
కాంప్లిమెంటరీ ట్రాన్సిస్టర్,পরিপূরক ট্রানজিস্টর
సంక్లిష్ట తరంగం,জটিল তরঙ্গ
భాగం,উপাদান
మిశ్రమ,সংমিশ্রণ
మిశ్రమ సర్క్యూట్,যৌগিক সার্কিট
మిశ్రమ డిజిటల్,যৌগিক ডিজিটাল
మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్,যৌগিক রেডিও ফ্রিকোয়েন্সি সিগন্যাল
మిశ్రమ సిగ్నల్,যৌগিক সংকেত
మిశ్రమ వీడియో,যৌগিক ভিডিও
మిశ్రమ వీడియో సిగ్నల్,যৌগিক ভিডিও সংকেত
కూర్పు,গঠন
కంప్రెస్డ్ డేటా,সংকুচিত ডেটা
కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో,সংকুচিত ডিজিটাইজড ভিডিও
కంప్రెస్డ్ వీడియో,সংকুচিত ভিডিও
కుదింపు,সঙ্কোচন
కంప్రెషన్ ఆర్టిఫ్యాక్ట్,সংক্ষেপণ শিল্পকর্ম
కుదింపు ప్రమాదం,সংকোচনের ঝুঁকি
కంప్రెషన్ టెక్నిక్,সংক্ষেপণ কৌশল
కంప్రెసర్,সংক্ষেপক
కంప్యూట్,গণনা
కంప్యూటర్,কম্পিউটার
కంప్యూటర్ ఆధారిత మల్టీమీడియా,কম্পিউটার ভিত্তিক মাল্টিমিডিয়া
కంప్యూటర్ ప్రోగ్రామింగ్,কম্পিউটার প্রোগ্রামিং
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",কম্পিউটার প্রযুক্তি
పుటాకార లెన్స్,অবতল লেন্স
పుటాకార అద్దం,অবতল আয়না
దాచడం,গোপন
సాంద్రీకృత,কেন্দ্রীভূত
ఏకాగ్రత,একাগ্রতা
కేంద్రీకృత లెన్స్,কেন্দ্রীভূত লেন্স
కండెన్సర్ మైక్రోఫోన్,কনডেনসার মাইক্রোফোন
సమతుల్యత యొక్క పరిస్థితి,ভারসাম্য শর্ত
ప్రసరణ,চালনা
ప్రసరణ ప్రస్తుత,পরিবাহিতা বর্তমান
వాహకత,পরিবাহিতা
కండక్టర్,কন্ডাক্টর
ఆకృతీకరణ,কনফিগারেশন
కనెక్షన్,সংযোগ
కనెక్టివిటీ,সংযোগ
కనెక్టర్,সংযোগকারী
స్థిరత్వం,ধারাবাহিকতা
స్థిరంగా,ধারাবাহিকভাবে
కన్సోల్,কনসোল
స్థిరాంకం,ধ্রুবক
స్థిరమైన వ్యాప్తి,ধ্রুবক প্রশস্ততা
మైక్రోఫోన్‌ను సంప్రదించండి,মাইক্রোফোনের সাথে যোগাযোগ করুন
కంటైనర్ ఫార్మాట్,ধারক ফর্ম্যাট
కాలుష్యం,দূষণ
విషయము,বিষয়বস্তু
పరస్పర,সংলগ্ন
కొనసాగింపు,ধারাবাহিকতা
కొనసాగింపు బూత్,ধারাবাহিকতা বুথ
కొనసాగింపు నాబ్,ধারাবাহিকতা গিঁট
నిరంతర,একটানা
నిరంతర ఆర్క్,অবিচ্ছিন্ন চাপ
నిరంతర వేవ్,অবিচ্ছিন্ন তরঙ্গ
ఆకృతి రేఖ,কনট্যুর লাইন
ఆకృతి ప్రణాళిక,কনট্যুর পরিকল্পনা
ఒప్పందం,চুক্তি
సంకోచం,সংকোচন
కాంట్రాస్ట్ రేషియో,বৈপরীত্য অনুপাত
కంట్రోల్ సర్క్యూట్,নিয়ন্ত্রণ বর্তনী
కంట్రోల్ ఎలక్ట్రోడ్,বৈদ্যুতিন নিয়ন্ত্রণ করুন
నియంత్రణ పరికరాలు,নিয়ন্ত্রণ সরঞ্জাম
కంట్రోల్ గ్రిడ్,গ্রিড নিয়ন্ত্রণ করুন
నియంత్రణ రేఖ,নিয়ন্ত্রণ লাইন
నియంత్రణ ప్యానెల్,নিয়ন্ত্রণ প্যানেল
నియంత్రణ గది,নিয়ন্ত্রণ কক্ষ
నియంత్రణ పట్టిక,নিয়ন্ত্রণ টেবিল
కంట్రోల్ టవర్,নিয়ন্ত্রণ টাওয়ার
నియంత్రిక,নিয়ামক
కన్వర్జెన్స్,রূপান্তর
కన్వర్జెంట్ లెన్స్,কনভারজেন্ট লেন্স
కన్వర్టర్,রূপান্তরকারী
కుంభాకార లెన్స్,উত্তল লেন্স
కన్విల్యూషన్,সমঝোতা
కన్వల్యూషన్ కోడెడ్,কনভোলিউশন কোডড
కన్వల్యూషనల్ ఇంటర్‌లీవ్,কনভোলিউশনাল ইন্টারলিভ
కన్వల్యూషనల్ ఇంటర్‌లీవింగ్,কনভোলিউশনাল ইন্টারলিভিং
కుకీ,কুকি
కుకీయర్,কুকিয়ার
కోప్రాసెసర్,Coprocessor
త్రాడు,কর্ড
కరోనా,করোনা
కరోనా ఉత్సర్గ,করোনার স্রাব
సహసంబంధం,পারস্পরিক সম্পর্ক
కొసైన్ భాగం,কোসাইন উপাদান
కొసైన్ వేవ్,কোসাইন ওয়েভ
విశ్వ శబ్దం,মহাজাগতিক শব্দ
కౌంటర్,কাউন্টার
కౌంటర్ సవ్యదిశలో,ঘড়ির কাঁটার বিপরীতে
కప్లర్,কাপলার
కలపడం,কাপলিং
కప్లింగ్ కండెన్సర్,কাপলিং কনডেনসার
కలపడం నెట్‌వర్క్,কাপলিং নেটওয়ার্ক
కలపడం నిరోధకత,কাপলিং প্রতিরোধের
సమయోజనీయ బంధం,সমযোজী বন্ধন
కవరేజ్,কভারেজ
క్రాష్,ক্র্যাশ
క్రిటికల్ బ్యాండ్,সমালোচনামূলক ব্যান্ড
క్లిష్ట పరిస్థితి,গুরুতর অবস্থায়
క్లిష్టమైన కలపడం,সমালোচনামূলক কাপলিং
క్లిష్టమైన ఫ్రీక్వెన్సీ,সমালোচনামূলক ফ্রিকোয়েন্সি
క్లిష్టమైన పరామితి,সমালোচনামূলক প্যারামিটার
క్రోకోడైల్ క్లిప్,কুমির ক্লিপ
క్రాస్ ఫేడింగ్,ক্রস বিবর্ণ
క్రాస్ మాడ్యులేషన్,ক্রস মড্যুলেশন
క్రాస్ టాక్,ক্রস টক
క్రాస్ఫేడ్,ক্রসফ্যাড
క్రిప్టోగ్రఫీ,ক্রিপ্টোগ্রাফি
క్రిస్టల్,স্ফটিক
క్రిస్టల్ ఫిల్టర్,স্ফটিক ফিল্টার
క్యూ,কিউ
క్యూ మార్కులు,কিউ চিহ্ন
క్యూయింగ్ పరికరం,কিউইং ডিভাইস
ప్రస్తుత కాలువ,বর্তমান ড্রেন
ప్రస్తుత మీటర్,বর্তমান মিটার
ప్రస్తుత ట్రాన్స్ఫార్మర్,বর্তমান ট্রান্সফরমার
కర్సర్,কার্সার
వక్రరేఖ,বক্ররেখা
ఫ్రీక్వెన్సీని కత్తిరించండి,ফ্রিকোয়েন্সি কেটে ফেলুন
కట్టర్,কাটার
సైబర్ కేఫ్,সাইবার ক্যাফে
సైబర్ భద్రతా,সাইবার নিরাপত্তা
సైబర్ స్థలం,সাইবার স্পেস
చక్రం,সাইকেল
చక్రీయ,চক্রীয়
డి.సి. భాగం,ডিসি উপাদান
డి.సి. ప్లేట్ శక్తి,ডিসি প্লেট পাওয়ার
డి.సి. పునరుద్ధరణ,ডিসি পুন: প্রতিষ্ঠা
డంపర్ డయోడ్,ড্যাম্পার ডায়োড
డంపింగ్,স্যাঁতসেঁতে
చీకటి,অন্ধকার
సమాచారం,ডেটা
డేటా ప్రసారం,ডেটা সম্প্রচার
డేటా కుదింపు,তথ্য সংকোচন
డేటా డ్రిల్లింగ్,ডেটা ড্রিলিং
డేటా గుప్తీకరణ,তথ্য এনক্রিপশন
సమాచార దస్తా,আমার স্নাতকের
డేటా నిర్వహణ,ডেটা হ্যান্ডলিং
డేటా మైనింగ్,ডেটা মাইনিং
డేటా ప్రాసెసింగ్,তথ্য প্রক্রিয়াজাতকরণ
డేటా ప్రాసెసర్,ডাটা প্রসেসর
డేటా తగ్గించిన బిట్ సిస్టమ్,ডেটা হ্রাস বিট সিস্টেম
డేటా సేవ,তথ্য সেবা
సమాచార పట్టిక,তথ্য তালিকা
డేటా నిల్వ,তথ্য ভান্ডার
డేటా స్ట్రీమ్,তথ্য প্রবাহ
డేటా పరివర్తన,ডেটা রূপান্তর
డేటా ప్రసారం,ডেটা ট্রান্সমিশন
డేటాబేస్,তথ্যশালা
డేటాకాస్టింగ్,ডেটাকাস্টিং
డేటాగ్రామ్,ডেটাগ্রাম
DB మీటర్,ডিবি মিটার
చనిపోయిన గాలి,মৃত বায়ু
డెడ్ షార్ట్ సర్క్యూట్,মৃত শর্ট সার্কিট
డెడ్ స్పాట్,ডেড স্পট
డెడ్లాక్,অচলাবস্থা
డీబగ్ ప్రోగ్రామ్,ডিবাগ প্রোগ্রাম
డీబగ్గింగ్,ডিবাগিং
ధ్వని క్షయం,শব্দ ক্ষয়
డిసిబెల్,ডেসিবেল (ডিবি)
దశాంశం,দশমিক
దశాంశ కోడ్,দশমিক কোড
దశాంశ అంకె,দশমিক অঙ্ক
డెసిఫరింగ్,ডেসিফারিং
డీకోడర్,ডিকোডার
డీకోడింగ్,ডিকোডিং
డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్,ডিজিটাল সংক্রমণে ডিকোডিং
డికంప్రెషన్,ডিকম্প্রেশন
డికప్లింగ్,ডিকোপলিং
డికప్లింగ్ సర్క్యూట్,ডিকোপলিং সার্কিট
డికప్లింగ్ నెట్‌వర్క్,ডিকোপলিং নেটওয়ার্ক
డిక్రిప్షన్,ডিক্রিপশন
అంకితమైన పంక్తి,ডেডিকেটেড লাইন
డి-ఎంబెడింగ్,ডি-এমবেডিং
డి-ఎంఫాసిస్,ডি-জোর
డిఫాల్ట్,ডিফল্ট
నాణ్యతలో లోపం,গুণমান ত্রুটি
లోపభూయిష్ట,ত্রুটিযুক্ত
లోపభూయిష్ట యూనిట్,ত্রুটিযুক্ত ইউনিট
నిర్వచనం,সংজ্ঞা
విక్షేపం,ডিফ্লেশন
వైకల్యం,বিকৃতি
డీఫ్రాగ్మెంటేషన్,ডিফ্র্যাগমেন্টেশন
డి-గాస్సింగ్ కాయిల్,ডি-গাউসিং কয়েল
డిగ్రీ,ডিগ্রি
డి-ఇంటర్‌లీవర్,ডি-ইন্টারলিভার
ఆలస్యం లైన్,বিলম্ব লাইন
సమయం ఆలస్యం,বিলম্ব সময়
ఫ్రేమ్ మెమరీ ఆలస్యం,বিলম্বিত ফ্রেম মেমরি
ఆలస్యం స్కానింగ్,বিলম্বিত স্ক্যানিং
ఆలస్యం సమకాలీకరణ సిగ్నల్,বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত
డెలివరీ,বিতরণ
బట్వాడా వ్యవస్థ,বিতরণ ব্যবস্থাপনা
డెమోడ్యులేషన్,ডিমোডুলেশন
డెమోడ్యులేటర్ కార్డ్,ডেমোডুলেটর কার্ড
డెమల్టిప్లెక్సర్,ডেমাল্টিপ্লেক্সার
ఫీల్డ్ యొక్క లోతు,মাঠের গভীরতা
అవరోహణ,অবতরণ
డిజైన్ స్పెసిఫికేషన్,নকশার সবিস্তার বিবরণী
డెస్క్‌టాప్,ডেস্কটপ
డిటెక్టర్ అవుట్పుట్,ডিটেক্টর আউটপুট
విచలనం,বিচ্যুতি
పరికరం,যন্ত্র
పరికర డ్రైవర్,ডিভাইস ড্রাইভার
విశ్లేషణ,কারণ নির্ণয়
రేఖాచిత్రం,চিত্র
డైలాగ్ ట్రాక్,ডায়ালগ ট্র্যাক
వ్యాసమైన మోడ్,ব্যাস মোড
డైమండ్ స్టైలస్,ডায়মন্ড স্টাইলাস
ఉదరవితానం,ডায়াফ্রাম
డయాఫ్రాగ్మాటిక్ అబ్జార్బర్,ডায়াফ্রাম্যাটিক শোষণকারী
డైకోటిక్ లిజనింగ్,ডাইচোটিক শ্রবণ
విద్యుద్వాహక,ডাইলেট্রিক
విద్యుద్వాహక విచ్ఛిన్నం- డౌన్,ডাইলেট্রিক ব্রেক- ডাউন
విద్యుద్వాహక నష్టం,ডাইলেট্রিক ক্ষতি
తేడా ఫ్రీక్వెన్సీ,পার্থক্য ফ্রিকোয়েন্সি
తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD),পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি)
తేడా టోన్,পার্থক্য টোন
అవకలన యాంప్లిఫైయర్,ডিফারেনশিয়াল এম্প্লিফায়ার
విక్షేపం,বিচ্ছুরণ
డిఫ్యూజర్,ডিফিউজার
అంకె,অঙ্ক
డిజిటల్,ডিজিটাল
డిజిటల్ ఆర్టిఫ్యాక్ట్,ডিজিটাল আর্টিফ্যাক্ট
డిజిటల్ ఆడియో,ডিজিটাল অডিও
డిజిటల్ ఆడియో ఫిల్టర్,ডিজিটাল অডিও ফিল্টার
డిజిటల్ ఆడియో వర్క్ స్టేషన్,ডিজিটাল অডিও ওয়ার্ক স্টেশন
డిజిటల్ కెమెరా,ডিজিটাল ক্যামেরা
డిజిటల్ కంప్యూటర్,ডিজিটাল কম্পিউটার
డిజిటల్ డేటా,ডিজিটাল ডেটা
డిజిటల్ ఎడిటింగ్,ডিজিটাল সম্পাদনা
డిజిటల్ ఎక్సైటర్,ডিজিটাল এক্সাইটার
డిజిటల్ ఫిల్టర్,ডিজিটাল ফিল্টার
డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్,ডিজিটাল ফ্রেম সিঙ্ক্রোনাইজার
డిజిటల్ వారసత్వం,ডিজিটাল heritage তিহ্য
డిజిటల్ చిత్రం,ডিজিটাল চিত্র
డిజిటల్ లైబ్రరీ,ডিজিটাল লাইব্রেরি
డిజిటల్ మీటర్,ডিজিটাল মিটার
డిజిటల్ మాడ్యులేషన్,ডিজিটাল মড্যুলেশন
డిజిటల్ మల్టీప్లెక్స్,ডিজিটাল মাল্টিপ্লেক্স
డిజిటల్ నెట్‌వర్క్,ডিজিটাল নেটওয়ার্ক
డిజిటల్ అవుట్పుట్,ডিজিটাল ফলাফল
డిజిటల్ ప్లేబ్యాక్,ডিজিটাল প্লেব্যাক
డిజిటల్ రేడియో మొండియాల్ (DRM),ডিজিটাল রেডিও মন্ডিয়াল (ডিআরএম)
డిజిటల్ రికార్డింగ్,ডিজিটাল রেকর্ডিং
డిజిటల్ విప్లవం,ডিজিটাল বিপ্লব
డిజిటల్ సిగ్నల్,ডিজিটাল সিগন্যাল
డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP),ডিজিটাল সিগন্যাল প্রসেসিং (ডিএসপি)
డిజిటల్ సంతకం,ডিজিটাল স্বাক্ষর
డిజిటల్ టెక్నాలజీ,ডিজিটাল প্রযুক্তি
డిజిటల్ టు అనలాగ్ కన్వర్టర్,অ্যানালগ রূপান্তরকারী ডিজিটাল
డిజిటల్ వీడియో,ডিজিটাল ভিডিও
డిజిటల్ వోల్టమీటర్,ডিজিটাল ভোল্টমিটার
డిజిటలైజేషన్,ডিজিটালাইজেশন
డిజిటలైజేషన్,ডিজিটাইজেশন
డిజిటలైజ్డ్ వీడియో,ডিজিটাইজড ভিডিও
డిజిటైజర్,ডিজিটাইজার
మసక,ম্লান
పరిమాణం,মাত্রা
మసకబారిన,ডিমার
డయోడ్,ডায়োড
ముంచు,ডুব
డిప్లెక్సర్,ডিপ্লেক্সার
డైపోల్ యాంటెన్నా,ডিপোল অ্যান্টেনা
ప్రత్యక్ష ప్రసారం,সরাসরি সম্প্রচার
ప్రత్యక్ష కరెంట్,সরাসরি কারেন্ট (ডি সি)
ప్రత్యక్ష పికప్,সরাসরি বাছাই
ప్రత్యక్ష పఠన పరికరం,সরাসরি পড়ার যন্ত্র
ప్రత్యక్ష రికార్డింగ్,সরাসরি রেকর্ডিং
డైరెక్షనల్ యాంటెన్నా,দিকনির্দেশক অ্যান্টেনা
డైరెక్షనల్ కప్లర్,দিকনির্দেশক কাপলার
డైరెక్షనల్ మైక్రోఫోన్,দিকনির্দেশক মাইক্রোফোন
డైరెక్టివిటీ,নির্দেশিকা
డైరెక్టరీ,ডিরেক্টরি
డిసేబుల్,অক্ষম করুন
డిస్క్ యాంటెన్నా,ডিস্ক অ্যান্টেনা
డిస్క్ ఆధారిత నిల్వ,ডিস্ক ভিত্তিক স্টোরেজ
వివిక్త,বিচ্ছিন্ন
డిస్క్,ডিস্ক
డిస్క్ డ్రైవ్,তথ্য ধারণ করে যে চাকতি
డిస్క్ కోటా,ডিস্ক কোটা
డిస్కెట్,ডিস্কেট
తొలగుట,স্থানচ্যুতি
చెదరగొట్టడం,বিচ্ছুরণ
స్థానభ్రంశం,উত্পাটন
ప్రదర్శన,প্রদর্শন
ప్రదర్శన యూనిట్ (కన్సోల్),প্রদর্শন ইউনিট (কনসোল)
వెదజల్లడం,অপচয়
వైరుధ్యం,বিচ্ছিন্নতা
పరిశుద్ధమైన నీరు,বিশুদ্ধ পানি
వక్రీకరణ,বিকৃতি
పంపిణీ,বিতরণ
పంపిణీ యాంప్లిఫైయర్,বিতরণ পরিবর্ধক
విభజన,বিভাগ
విభజన,বিভাজক
పత్రం,নথি
డాల్బీ డిజిటల్,Dolby ডিজিটাল
డొమైన్,ডোমেইন
డొమైన్ కంట్రోలర్,ডোমেন নিয়ন্ত্রক
డాప్లర్ ప్రభావం,ডপলার এফেক্ট
ద్వారం),ডাবল মেরু (ডিপোল)
డబుల్ పోల్ సింగిల్ త్రో స్విచ్,ডাবল মেরু একক থ্রো সুইচ
డబుల్ సైడెడ్ డిస్క్,ডাবল পার্শ্বযুক্ত ডিস্ক
డబుల్,ডাবল্ট
డౌన్ రాబోయే వేవ్,ডাউন ওয়েভ ডাউন
డౌన్ స్ట్రీమ్,ডাউন স্ট্রিম
డౌన్‌లింక్,ডাউনলিংক
డౌన్‌లోడ్,ডাউনলোড
డౌన్‌లోడ్,ডাউনলোড করা
డ్రాయింగ్,অঙ্কন
డ్రిల్లింగ్ బిట్,ড্রিলিং বিট
డ్రిల్లింగ్ మెషిన్,ড্রিলিং মেশিন
డ్రైవ్,ড্রাইভ
డ్రమ్,ড্রাম
పొడి బల్బ్ ఉష్ణోగ్రత,শুকনো বাল্ব তাপমাত্রা
పొడి సెల్,শুকনো সেল
డ్రై టంకము,শুকনো সোল্ডার
ద్వంద్వ ఛానల్ మోడ్,দ্বৈত চ্যানেল মোড
డబ్బింగ్,ডাবিং
డడ్,ডুড
డంప్,ডাম্প
డ్యూప్లెక్స్,দ্বৈত
వ్యవధి,সময়কাল
దుమ్ము,ধুলো
డస్ట్ బగ్,ডাস্ট বাগ
డస్ట్ ప్రూఫ్,ধুলা প্রমাণ
డస్టర్,ডাস্টার
డైనమిక్,গতিশীল
డైనమిక్ బిట్ కేటాయింపు,গতিশীল বিট বরাদ্দ
డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM),গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম)
డైనమిక్ పరిమాణీకరణ,গতিশীল পরিমাণ
డైనమిక్ పరిధి,গতিশীল পরিসীমা
డైనమిక్ పరిధి నియంత్రణ,গতিশীল পরিসীমা নিয়ন্ত্রণ
డైనమో,ডায়নামো
చెవి ఫోన్,কানের ফোন
భూమి,পৃথিবী
భూమి ఉబ్బెత్తు,পৃথিবী বাল্জ
భూమి నిరోధకత,পৃথিবী প্রতিরোধ
ఎర్త్ రాడ్,আর্থ রড
ఎర్త్ ఉపగ్రహం,আর্থ স্যাটেলাইট
ఎర్త్ స్టేషన్,আর্থ স্টেশন
ఎర్త్ టెర్మినల్,আর্থ টার্মিনাল
ఎర్తింగ్,আর্থিং
ఎకో,প্রতিধ্বনি
ఎకో చాంబర్,প্রতিধ্বনির কামরা
ఎడ్డీ కరెంట్,এডি কারেন্ট
ఎడ్డీ కరెంట్ నష్టం,এডি বর্তমান ক্ষতি
ఎడ్జ్వైస్ మీటర్,এজওয়াইজ মিটার
ఎడిటింగ్,সম্পাদনা
ప్రభావవంతమైన యాంటెన్నా ఎత్తు,কার্যকর অ্যান্টেনা উচ্চতা
ప్రభావవంతమైన యాంటెన్నా పొడవు,কার্যকর অ্যান্টেনার দৈর্ঘ্য
ప్రభావవంతమైన వోల్టేజ్,কার্যকর ভোল্টেজ
సామర్థ్యం,দক্ষতা
స్థితిస్థాపకత,স্থিতিস্থাপকতা
విద్యుత్ ఉత్సర్గ,বৈদ্যুতিক স্রাব
ఎలక్ట్రిక్ ఫీల్డ్,বৈদ্যুতিক ক্ষেত্র
ఎలక్ట్రిక్ ఫ్లాష్,বৈদ্যুতিন ফ্ল্যাশ
విద్యుత్ హీటర్,বৈদ্যুতিক চুলা
ఎలక్ట్రిక్ మీటర్,বৈদ্যুতিক মিটার
విద్యుత్ మోటారు,বৈদ্যুতিক মটর
విద్యుదాఘాతం,বৈদ্যুতিক শক
ఎలక్ట్రిక్ స్పార్క్,বৈদ্যুতিক স্পার্ক
విద్యుత్ ఉపకరణం,বৈদ্যুতিক সরঞ্জাম
విద్యుత్ శబ్దం,বৈদ্যুতিক শব্দ
విద్యుత్ తుఫాను,বৈদ্যুতিক ঝড়
విద్యుత్తుతో పనిచేసే సంగీత పరికరం,বৈদ্যুতিকভাবে পরিচালিত বাদ্যযন্ত্র
విద్యుత్,বিদ্যুৎ
విద్యుత్ సరఫరా,বিদ্যুৎ সরবরাহ
ఎలెక్ట్రోడైనమిక్,ইলেক্ট্রোডাইনামিক
ఎలక్ట్రోలైటిక్ కెపాసిటర్,তড়িৎ - ধারক
విద్యుదయస్కాంత,বৈদ্যুতিন চৌম্বক
విద్యుదయస్కాంత భంగం,বৈদ্যুতিন চৌম্বকীয় ব্যাঘাত
విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్,বৈদ্যুতিন চৌম্বকীয় হস্তক্ষেপ
విద్యుదయస్కాంత వర్ణపటం,ইলেক্ট্রোম্যাগনেটিক বর্ণালী
విద్యుదయస్కాంత తరంగం,ইলেক্ট্রোম্যাগনেটিক তরঙ্গ
విద్యుదయస్కాంత తరంగ ప్రచారం,বৈদ্যুতিন চৌম্বকীয় তরঙ্গ প্রচার
ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్,ইলেক্ট্রন একাধিক ফটোোট ्यूब
ఎలక్ట్రానిక్ కాలిక్యులేటర్,বৈদ্যূতিক গণকযন্ত্র
ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి),বৈদ্যুতিন ডেটা প্রসেসিং (ইডিপি)
ఇ-మెయిల్,বৈদ্যুতিন মেল (ই-মেইল)
ఎలక్ట్రానిక్ స్విచింగ్ సిస్టమ్,বৈদ্যুতিন স্যুইচিং সিস্টেম
ఎలక్ట్రానిక్స్,ইলেকট্রনিক্স
ఎలక్ట్రోప్లేటింగ్,ইলেক্ট্রোপ্লেটিং
ఎలెక్ట్రోస్టాటిక్,ইলেক্ট্রোস্ট্যাটিক
ఎలివేషన్,উচ্চতা
పొందుపరచబడింది,এম্বেড
పొందుపరిచిన ఆడియో,এম্বেডড অডিও
పొందుపర్చిన వ్యవస్థ,এম্বেডেড সিস্টেম
చిహ్నం,প্রতীক
అభివృద్ధి చెందుతున్న పోకడలు,উঠতি প্রবণতা
ఉద్గార,নিঃসরণ
ఉద్గారిణి,ইমিটার
ఉద్గారిణి అనుచరుడు,ইমিটার অনুসরণকারী
ఉద్గారిణి టెర్మినల్,ইমিটার টার্মিনাল
ఉద్గారిణి-బేస్-జంక్షన్,ইমিটার-বেস-জংশন
ఎనేబుల్,সক্ষম করুন
ఎనామెల్డ్ వైర్,Enamelled তার
ఎన్‌సిఫర్,এনসিফার
ఆవరణ,ঘের
ఎన్కోడ్,এনকোড
ఎన్కోడర్,এনকোডার
ఎన్కోడింగ్,এনকোডিং
గుప్తీకరణ,জোড়া লাগানো
ముగింపు గుర్తు,শেষ চিহ্ন
తుది వినియోగదారుడు,শেষ ব্যবহারকারী
శక్తి,শক্তি
శక్తి వ్యాప్తి,শক্তি ছত্রভঙ্গ
శక్తి పంపిణీ,শক্তি বিতরণ
అమలు,প্রয়োগ
ఇంజిన్,ইঞ্জিন
ఇంజనీర్,প্রকৌশলী
ఇంజనీరింగ్,প্রকৌশল
ఇంజనీరింగ్ స్టోర్,ইঞ্জিনিয়ারিং স্টোর
చెక్కడం,খোদাই করা
మెరుగుపరచండి,উন্নত
సమిష్టి,এনসেম্বল
కీని నమోదు చేయండి,কী প্রবেশ করান
ఎంటర్ప్రైజ్ ఆర్కిటెక్చర్,এন্টারপ্রাইজ আর্কিটেকচার
ఎంథాల్పీ,এনথালপি
ఎంట్రోపీ,এনট্রপি
ఎంట్రోపీ కోడింగ్,এনট্রপি কোডিং
ఎంట్రోపీ రిడెండెన్సీ,এনট্রপি অপ্রয়োজনীয়তা
సమం,সমান
ఈక్వలైజేషన్,সমতা
ఈక్వలైజర్,সমতুল্য
పరికరాలు,সরঞ্জাম
పరికరాల కవర్,সরঞ্জাম কভার
సమానం,সমতুল্য
చెరిపివేయండి,মুছুন
తల తొలగించండి,মাথা মুছুন
ఎరోషన్,ক্ষয়
అవాంఛనీయ,অনিশ্চিত
లోపం,ত্রুটি
