Assamese,Tamil
হীনমন্যতা,தாழ்வு மனப்பான்மை
অনুৰণ (মাটি),அனுரன் (மண்)
বিপুষ্পন,விபுஷ்பன்
বিলিং,பில்லிங்
বনাঞ্চল ধ্বংস কৰা,காடழிப்பு
বদনাম,அவமானம்
অৱক্ষয়,சீரழிவு
অংশ দিন,பகுதி நாள்
১.পৰিমাণ ২.অংশ,1. அளவு 2. பகுதி
ডিহিচেন্স,விலகல்
খোলা আঁতৰোৱা,உமி அகற்றுதல்
খোলা আঁতৰোৱা,உமி அகற்றுதல்
পানীলগা,நீரிழப்பு
জলহীন,நீரற்ற
দাবী কৰা,கோரிக்கை
১.ডিনেচাৰেচন ২.গুণন,1. டினாட்டரேஷன் 2. பெருக்கல்
ডেনুডেচন,கண்டனம்
1. জমা (মাটি) 2. জমা (অৰ্থনীতি),1. வைப்பு (மண்) 2. வைப்பு (பொருளாதாரம்)
জমা,வைப்பு
১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস,1. தேய்மானம் 2. தேய்மானம்
ডিচেলাইনেচন,உப்புநீக்கம்
১/ পানী শুকুৱাই লোৱা ২/ পানীলগা,1. நீர் உலர்த்துதல் 2. நீரிழப்பு
1. ডিজাইন 2. ডিজাইন,1. வடிவமைப்பு 2. வடிவமைப்பு
শুকান,உலர்
কাৰ্ণেল আঁতৰোৱা,கர்னல் அகற்றுதல்
ডি-ইণ্টাৰকেলেচন,இடைக்கணிப்பு
সংযোজন,இணைத்தல்
১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন,1. ஆண் மஞ்சரி பிரித்தெடுத்தல் (சோளம்) 2. பல்லார் பிரித்தெடுத்தல்
বল্লাৰ বা কুন্দন কাটিব পৰা,பல்லார் அல்லது குந்தன் வெட்டுதல்
নিৰ্ণায়ক,தீர்மானிப்பவர்
বিমুদ্ৰাকৰণ,மதிப்பிழப்பு
ডি-ভেজিটেট,தாவரங்களை நீக்கும்
বিচ্যুতি,விலகல்
দুণ্ডণ,இரட்டை
নিদান,நோய் கண்டறிதல்
ভিন্ন পৰিপক্কতা,வெவ்வேறு முதிர்ச்சி
bifurcation,பிளவு
1. দ্বিবিষাক্ত (বীজ),1. டைகோடைலிடன் 2. டைகோடைலிடன் (விதை)
পিঠিৰ ৰোগ,முதுகு நோய்
১.প্ৰসাৰণ ২.প্ৰসাৰণ,1. பரவல் 2. பரவல்
হজম ক্ষমতা,செரிமானம்
ডাইহাইব্ৰিড,இருகலப்பின
১.বান্ধ ২.নলা ৩.পৰিয়াল,1. அணை 2. வாய்க்கால் 3. குடும்பம்
সামান্য,அற்ப
১.একপত্নী ২.একপত্নী,1. தனிக்குடித்தனம் 2. ஒருதார மணம்
ডিপ্লয়ড,டிப்ளாய்டு
১.দ্বিগুণী ২.দ্বিগুণী,1. டிப்ளாய்டு 2. டிப்ளாய்டு
ডাইপোল,இருமுனை
১.নিষ্কাশন ২.কলি আঁতৰোৱা,1. பிரித்தெடுத்தல் 2. மொட்டு அகற்றுதல்
১.হালোৱা হাল বাই ২.ঘূৰোৱা,1. கலப்பை உழுதல் 2. நூற்பு
ৰেহাই,தள்ளுபடி
বীজাণুনাশক,கிருமி நீக்கம்
১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা,1. சிதறல் 2. சிதறல்
1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স,1. சிதறல் 2. மாறுபாடு
বৈচিত্ৰ্যতা,பல்வகைப்படுத்தல்
বৈচিত্ৰময় কৃষি,பல்வகைப்பட்ட விவசாயம்
dna পদক্ষেপ,டிஎன்ஏ படி
ডি এন এ ৰিচিভাৰ,டிஎன்ஏ பெறுபவர்
ডক ভাড়া,கப்பல்துறை வாடகை
কাৰ্যকৰী,பயனுள்ள
নিদ্ৰাহীনতা,செயலற்ற நிலை
১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা,1. அளவு 2. அளவு 3. அளவு
ডাবল চিগম&#39;ইড বক্ৰ,இரட்டை சிக்மாய்டு வளைவு
1. gust 2. টানিব পৰা,1. புயல் 2. நீட்சி
1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট,1. வெளியேற்ற வடிகால் 2. கழிவுநீர்
নিষ্কাশন,வடிகால்
ট্ৰেকচন,இழுவை
1. ঔষধ দিয়া 2. তিয়াই পেলোৱা,1. மருந்து கொடு 2. நனை
প্ৰসাধন সামগ্ৰী (বীজ),அழகுசாதனப் பொருட்கள் (விதைகள்)
1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ,1. ஆகர் 2. ஆழமற்ற தவறு 3. துளை 4. துருப்பு
১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল,1. துளை 2. துளை 3. துளை
১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া,1. துளையிடுதல் 2. துரப்பணம் மூலம் விதைத்தல் 3. துரப்பணம் மூலம் ஊற்றுதல்
ড্ৰিপ জলসিঞ্চন,சொட்டு நீர் பாசனம்
শুকান খেতি কৰা,உலர் விவசாயம்
১.ধূলি ২.বুকনি,1.தூசி 2.புக்னி
১.ডাষ্টাৰ ২.বিকিৰণকাৰী,1. டஸ்டர் 2. சிதறல்
ছটিয়াই দিয়া,தெளிக்க
১.বামন ২.ৱামন,1. குள்ளன் 2. வாமனன்
বামন পিৰামিড,வாமன பிரமிட்
বামিণী ভৱন,வாமினி பவன்
পৰিৱেশ বিজ্ঞান,சூழலியல்
অৰ্থনীতি,பொருளாதார அளவியல்
অৰ্থনৈতিক দক্ষতা,பொருளாதார திறன்
পৰিস্থিতিগত ধৰণ,சூழ்நிலை வகை
অতিৰিক্ত স্তৰযুক্ত,கூடுதல் அடுக்கு
কোমল,மென்மையான
soil বিজ্ঞান,மண் அறிவியல்
1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা,1. பாலம் 2. விளிம்பு 3. இழை மூடல்
খাদ্যৰ অংশ,உணவு பகுதி
চাহিদাৰ স্থিতিস্থাপকতা,தேவை நெகிழ்ச்சி
উৎপাদন স্থিতিস্থাপকতা,உற்பத்தி நெகிழ்ச்சி
ইলেক্ট্ৰ&#39;লাইছিছ,மின்னாற்பகுப்பு
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,எலக்ட்ரோபோரேசிஸ்
বাষ্পীভৱন,ஆவியாதல்
১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ,1. சிரச்சேதம் 2. பிடிப்பவர் 3. தலை துண்டிப்பவர் 4. ஸ்டெரிலைசர்
১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী,1. வெயிர் பாண்டி 2. ஸ்ட்ராபாண்டி
ভ্ৰূণ,கரு
১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান,1. கருவியல் 2. இயற்பியல்
1. প্ৰস্থান 2. প্ৰস্থান,1. வெளியேறு 2. வெளியேறு
ইমালচাইফায়াৰ,குழம்பாக்கி
অন্তৰ্জাতীয়,உட்புறம்
ইন্ট্ৰা-পইণ্ট ডিভিজন,உள்-புள்ளி பிரிவு
অন্তঃপৰজীৱী,உள் ஒட்டுண்ணி
এণ্ডোস্পাৰ্ম,எண்டோஸ்பெர்ம்
উদ্যোগ,நிறுவன
পতংগবিজ্ঞান,பூச்சியியல்
পৰিৱেশ,சூழல்
১.এনজাইম ২.এনজাইম,1. என்சைம் 2. என்சைம்
ক্লাষ্টাৰ গ্ৰাফটিং,கொத்து ஒட்டுதல்
১.এপিফাইট ২.এপিফাইট,1. எபிஃபைட் 2. எபிஃபைட்
ন্যায়,பங்கு
নিৰ্মূলকৰণ,நீக்குதல்
প্ৰয়োজনীয় পুষ্টিকৰ উপাদান,அத்தியாவசிய ஊட்டச்சத்துக்கள்
1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন,1. அளவீடு 2. தாவி 3. மதிப்பீடு
সূক্ষ্মতা,நேர்த்தியான
সুজাননিক,சுஜன்னிக்
মূল্যায়ন,மதிப்பீடு
ভাপ গেজ,நீராவி மானி
বাষ্পীভৱন,ஆவியாதல்
চিৰন্তন বিপ্লৱ,நித்திய புரட்சி
১.চিৰসেউজ ২.চিৰসেউজ,1. evergreen 2. evergreen
বিকাশ,வளர்ச்சி
কাটি পেলোৱা,துண்டிக்கப்பட்டது
পৰীক্ষয় (উৰ্বৰতা),பரீக்ஷய் (கருவுறுதல்)
শোষণ,சுரண்டல்
১.অন্বেষণ ২.অন্বেষণ,1. ஆய்வு 2. ஆய்வு
১.এক্সট্ৰুচন ২.নিগমন,1. வெளியேற்றம் 2. உமிழ்வு
নয়ন,கண்
1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ,1. காரணி 2. கூறு 3. காரணி 4. வளம்
কাৰক উৎপাদনশীলতা,காரணி உற்பத்தித்திறன்
ট্ৰেডছমেনৰ ৰেহাই,வர்த்தகர் தள்ளுபடி
ফেক্টৰিয়েল ব্লক ডিজাইন,காரணி தொகுதி வடிவமைப்பு
বিকল্প,மாற்று
১.পট্টি ২.পালিহাৰ,1. பட்டி 2. பலிஹார்
গোটেই অংশ,மொத்த
ক্ষেত্ৰ মূল্যায়ন,கள மதிப்பீடு
ফাৰ্ম বাজেট,பண்ணை பட்ஜெட்
কৃষি ব্যৱসায়,விவசாய வணிகம்
ক্ষেত্ৰ পৰিকল্পনা,கள திட்டமிடல்
১.কৃষক ২.কৃষক,1. விவசாயி 2. விவசாயி
১.কৃষি ২.খেতি কৰা,1. விவசாயம் 2. விவசாயம்
সংঘৰ্ষ,மோதல்
একাধিক প্ৰজনন,பல இனப்பெருக்கம்
কিম্বন,நொதித்தல்
উৰ্বৰতা,கருவுறுதல்
সাৰ,உரம்
সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা,உர பயன்பாடு திறன்
আঁহযুক্ত,நார்ச்சத்து
১.পাম ২.এলেকা ৩.অৱস্থান,1. பண்ணை 2. பகுதி 3. இடம்
মাটিৰ পানী ধৰি ৰখা,மண் நீர் பிடித்து
ক্ষেত্ৰ প্ৰদৰ্শন,கள ஆர்ப்பாட்டம்
1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা,1. அசையாமை 2. ஃபிக்சேஷன் 3. ஃபிக்சேஷன்
1. প্লাৱন 2. গৰ্ভধাৰণ,1. ஊடுருவல் 2. செறிவூட்டல்
ফ্ল&#39; ডায়াগ্ৰাম,ஓட்ட வரைபடம்
খাদ্য মূল্য,உணவு மதிப்பு
পশুখাদ্য,தீவனம்
পুৰ্বানুমান,முன்னறிவிப்பு
অৰণ্য,காடு
বনানীকৰণ,காடு வளர்ப்பு
১.তাদপৰ্ণ ২.ফৰ্ম,1. டாட்பார்ன் 2. படிவம்
হিম প্ৰতিৰোধী,உறைபனி எதிர்ப்பு
১.পালা ২.ব্লাইট,1. பாலா 2. ப்ளைட்
1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন,1. உறைந்த 2. உறைந்த
অনুষ্ঠান,செயல்பாடு
১/ ফলৰ পতন ২.ফলৰ পতন,1. பழம் வீழ்ச்சி 2. பழம் வீழ்ச்சி
ফল হৈ পৰে,பழங்கள் ஆக
1. ধূমপান 2. ধূমপান,1. புகைத்தல் 2. புகைத்தல்
ভেঁকুৰনাশক,பூஞ்சைக் கொல்லி
এন্টিফাংগেল,பூஞ்சை எதிர்ப்பு
ভেঁকুৰ,பூஞ்சை
১.খুদ ২.সীতা,1. குத் 2. சீதா
1. সংযোজন 2. সংযোজন,1. இணைவு 2. இணைவு
কপাহী উল,பருத்தி கம்பளி
লোমশ,முடிகள் நிறைந்த
১/ গছৰ ঘা ২.পিতিকা,1. மரப்புண் 2. பிடிகா
1. গেমেট 2. গেমেট,1. கேமட்கள் 2. கேமட்கள்
১.বাৰী ২.বাগিচা,1. தோட்டம் 2. தோட்டம்
১.পান্সাল ২.হাইড্ৰমিটাৰ,1. பான்சால் 2. ஹைட்ரோமீட்டர்
জিন সংগ্ৰহ,மரபணு சேகரிப்பு
জিন টেগন,ஜீன் டேகன்
বংশাৱলী,பரம்பரை
জিন মেপ,மரபணு வரைபடம்
জেনেটিক্স,மரபியல்
১/ জিনম ২.সাংগেনে,1. ஜீனோம் 2. சங்கீன்
সঞ্জিনী সংগ্ৰহ,சஞ்சினி சேகரிப்பு
জিনমিক্স,மரபியல்
জিন প্ৰকাৰ,மரபணு வகை
১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ,1. மரபணு அமைப்பு 2. மரபணு வகை
বংশ,பரம்பரை
১. প্ৰজাতি ২. বংশ,1. பேரினம் 2. பரம்பரை
১.বীজাণু ২.বীজাণু,1. கிருமி 2. கிருமி
বীজাণুনাশক,கிருமி நாசினி
অংকুৰণ,முளைத்தல்
১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম,1. ஜெர்ம்பிளாசம் 2. ஜெர்ம்பிளாசம்
জিবেৰেলিক এচিড,ஜிபெரெலிக் அமிலம்
গোটাওক,பொறுக்கி
তুষ,துஷ்
১/ গ্লুটেন ২,1. பசையம் 2. பெருந்தீனி
গ্লাইকোলাইছিছ,கிளைகோலிசிஸ்
বঢ়িয়া,நைஸ்
সোণালী বিপ্লৱ,பொன் புரட்சி
1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস,1. வகைப்பாடு 2. வகைப்பாடு 3. அடுக்குப்படுத்தல்
1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ,1. ஒட்டு செடி 2. பெனும்பிரல் செடி
কলম অসামঞ্জস্যপূৰ্ণ,பேனா சீரற்ற
গ্ৰানা,கிரானா
গ্ৰেনুলেচন,குருணையாக்கம்
সেউজীয়া গোবৰ,பச்சை உரம்
সেউজ বিপ্লৱ,பசுமைப் புரட்சி
বৃদ্ধি আৰু বিকাশ,வளர்ச்சி மற்றும் வளர்ச்சி
১/ আঁঠুৰ ৰোগ,1. ஈறு நோய்
বিষমযৌন,வேற்றுபாலின
1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ,1. பிரகிருதி 2. இயல்பு 3. ரூபகுணம் 4. தோற்றம்
১.অলা ২.কৰকাপাট ৩.কৰ্কা,1. ஓலா 2. கர்கபட் 3. கர்கா
ৰোমিলৱাচ,ரோமில்வாட்ச்
চেলাইন চিষ্ট,உப்பு நீர்க்கட்டி
harrow,ஹாரோ
১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক,1. அறுவடை குறியீடு 2. அறுவடை குறியீடு
১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন,1. அறுவடை 2. அறுவடை செய்த பயிர் 3. முடிக்கப்பட்ட பயிர் 4. மகசூல்
১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা,1. பறித்தல் 2. அறுவடை 3. பறித்தல்
১/ কণী পৰা ২) কণী বল,1. முட்டை இடுதல் 2. முட்டை படை
শুকান ঘাঁহ,உலர்ந்த புல்
শুকান খাদ্য,உலர் தீவனம்
গঞ্জি,கஞ்சி
কুঁৱলী,மூடுபனி
কুঁৱলীময়,மங்கலான
১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা,1. பாலி 2. சித்தா 3. முண்டக் 4. மேல் 5. தலை 6. சிரா
খাঁজৰ শেষ,பள்ளத்தின் முடிவு
শীৰ্ষ ছাঁটনি,மேல் கத்தரித்து
বেৰা,வேலி
জিম্মাত ৰখা,காவலில்
কুণ্ডলিনী,குண்டலினி
হেমাটাইট,ஹெமாடைட்
১.বনৌষধি ২.বনৌষধি,1. மூலிகை 2. மூலிகை
১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়,1.தாவரவியல் சேகரிப்பு 2.தாவரவியல் அருங்காட்சியகம்
ঘাঁহনিনাশক,களைக்கொல்லி
বংশগততা,பரம்பரை
বংশগততা,பரம்பரை
উভলিংগী,இருபாலினம்
হেটেৰ&#39;ক্ৰ&#39;মেটিক,ஹீட்டோரோக்ரோமடிக்
হেটেৰ&#39;ফাৰ্টিলাইজেচন,பன்முக கருத்தரித்தல்
১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ,1. ஹைபிரிடோஸ் 2. ஹெட்டோரோசிஸ்
লিংগক্ৰম&#39;জম,செக்ஸ்க்ரோமோசோம்கள்
লালন-পালন কৰা,பராமரிக்கவில்லை
হেক্সাডেচিমেল,பதினாறுமாதம்
ঠাণ্ডা নিদ্ৰা,குளிர் உறக்கம்
উচ্চ ঘনত্বৰ ৰোপণ কৰা,அதிக அடர்த்தி நடவு
১.পিণ্ডলক ২.পাহাৰ (ধান),1. பிண்டலாக் 2. மலை (நெல்)
হিষ্টোগ্ৰাম,ஹிஸ்டோகிராம்
হাই টেক উদ্যান শস্য,உயர் தொழில்நுட்ப தோட்டக்கலை
১.দৈ ২.মৌচাক,1.தயிர் 2. ஹைவ்
1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা,1. களையெடுத்தல் 2. களையெடுத்தல்
ধৰি ৰখা,வைத்திருக்கும்
ব্যক্তিগত পাম,தனியார் பண்ணை
হোমিঅ&#39;ষ্টেছিছ,ஹோமியோஸ்டாஸிஸ்
গৃহভূমি,தாயகம்
সমতা,ஒருமைப்பாடு
1. সমজাতীয় 2. সমজাতীয়,1. ஒரே மாதிரியான 2. ஒரே மாதிரியான
সহানুভূতিশীল,அனுதாபம்
সমযোজী,ஓரினச்சேர்க்கை
১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ,1. குர்லிகா 2. உணவுப் பாத்திரம் 3. ஹாப்பர்
১.স্তৰ ২.দিগন্ত,1. அடுக்கு 2. அடிவானம்
উদ্যান শস্য,தோட்டக்கலை பயிர்கள்
১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য,1. தோட்டக்கலை 2. தோட்டக்கலை 3. தோட்டக்கலை 4. தோட்டக்கலை
