Assamese,Marathi
আনুলাৰ ৰশ্মি,कंकणाकृती तुळई
কণা তত্ত্ব,कण सिद्धांत
সংশোধিত,सुधारित
"শুদ্ধ, শুদ্ধ, শুদ্ধ","बरोबर, बरोबर, बरोबर"
সংশোধিত দিশ অনুপাত,सुधारित गुणोत्तर
পৰিৱৰ্তিত Decman,सुधारित Decman
"চুম্বকীয় দিশ, চুম্বক উত্তৰ কোণ","चुंबकीय दिशा, चुंबक उत्तर कोन"
পৰিৱৰ্তিত দৈৰ্ঘ্য,सुधारित लांबी
পৰিৱৰ্তিত ঘূৰ্ণনশীল খোজ,सुधारित रोटेशनल चाल
শিখৰণ কুণ্ডলী,शिखरन कुंडली
পৰিবৰ্তক জাল,सुधारक जाळी
"শুধৰণি, সংশোধন","सुधारणा, सुधारणा"
সংশোধন বক্ৰ,सुधारणा वक्र
পৰিবৰ্তক উপাদান,सुधारक घटक
"সংশোধন বহুগুণক, সংশোধন বহুগুণক","सुधारणा गुणक, सुधार गुणक"
সংশোধন কৰা দক্ষতা,दुरुस्त करण्याचे कौशल्य
পুনৰীক্ষণ স্লিপ,पुनरावृत्ती स्लिप
পুনৰীক্ষণ পোষ্ট,पुनरावृत्ती पोस्ट
পুনৰীক্ষণৰ সময়সীমা,पुनरावृत्ती कालावधी
পৰিৱৰ্তক ক্ৰিয়া,सुधारक क्रियापद
আকৃতি পৰিবৰ্তক জাল,आकार सुधारक जाळी
পৰিৱৰ্তক,सुधारक
ৰেক্টিফায়াৰ চাৰ্কিট,रेक्टिफायर सर्किट
পৰিৱৰ্তক সূত্ৰ,सुधारक सूत्र
মডিফায়াৰ লেন্স,सुधारक लेन्स
জাৰণযুক্ত ইলেক্ট্ৰ&#39;ড,गंजलेले इलेक्ट्रोड
সম্পৰ্কিত চৰিত্ৰৰ উষ্ণতা,सहसंबंधित वर्ण तापमान
সম্পৰ্কিত ভুল,सहसंबंधित त्रुटी
সহ - সম্পৰ্ক,सह - संबंध
বিক্ষিপ্ত বেগৰ সম্পৰ্ক সহগ,गोंधळलेल्या वेगाचा सहसंबंध गुणांक
সম্পৰ্কীয় ডায়েগ্ৰাম,सहसंबंध आकृती
সম্পৰ্কীয় ফলন,सहसंबंध कार्य
"সম্পৰ্ক মেট্ৰিক্স, সম্পৰ্ক মেট্ৰিক্স","सहसंबंध मॅट्रिक्स, सहसंबंध मॅट्रिक्स"
সম্পৰ্ক পদ্ধতি,सहसंबंध पद्धत
সম্পৰ্কীয় অনুপাত,सहसंबंध गुणोत्तर
সম্পৰ্ককৰ্তা,सहसंबंधक
সম্পৰ্কীয় ডায়েগ্ৰাম,सहसंबंध आकृती
আত্মীয়তা বিশ্লেষণ,नातेसंबंध विश्लेषण
"to correspond, to correspond","पत्रव्यवहार करणे, पत्रव्यवहार करणे"
সংঘৰ নিয়মাৱলী,असोसिएशनचे नियम
সংশ্লিষ্ট মজিয়া,संबंधित मजला
সামঞ্জস্যপূৰ্ণ অৱস্থা,सुसंगत स्थिती
"ঢৌৱা তৰংগপথ, ঢৌৱা তৰংগ পথ, নিৰ্ণায়ক, ঢৌৱা তৰংগ ষ্ট্ৰিপ","वेव्ही वेव्हगाइड, वेव्ही वेव्ह पथ, निर्धारक, वेव्ही वेव्ह स्ट्रिप"
কৰ্টিছন থেৰাপী,कोर्टिसोन थेरपी
বহিঃতাপীয় বিস্ফোৰক,एक्झोथर्मिक स्फोटक
"বিপৰীত খণ্ডিত বৰ্গ ৰশ্মি, ক’চিকেণ্ট বৰ্গ ৰশ্মি","इन्व्हर्स सेगमेंटेड स्क्वेअर बीम, कॉसिकंट स्क्वेअर बीम"
cosecant বৰ্গক্ষেত্ৰৰ এন্টেনা,cosecant स्क्वेअर अँटेना
cosines নিয়ম,कोसाइन नियम
কোচাইন কইল,कोसाइन कॉइल
স্থানৰ প্ৰাচুৰ্য্য,जागा विपुलता
মহাকাশ ৰশ্মি ফাটি গ’ল,अंतराळ किरण फुटला
মহাজাগতিক মৌল,वैश्विक घटक
মহাকাশৰ পোহৰৰ উৎস,अंतराळ प्रकाश स्रोत
মহাকাশ নিউট্ৰন,स्पेस न्यूट्रॉन
মহাকাশৰ শব্দ,जागा आवाज
স্থানৰ উৎপত্তি,अंतराळ मूळ
মহাকাশ পৰিঘটনা,अवकाशातील घटना
মহাকাশ বিকিৰণ,स्पेस रेडिएशन
"মহাকাশ ৰশ্মি, মহাজাগতিক ৰশ্মি","अंतराळ किरण, वैश्विक किरण"
মহাকাশ ৰশ্মি পৰিপূৰকতা অক্ষাংশ,अंतराळ किरण संपृक्तता अक्षांश
মহাকাশ ৰশ্মি,स्पेस बीम
মহাকাশ ৰশ্মি তৰা,अंतराळ किरण तारा
মহাকাশ ৰশ্মি দূৰবীণ,अंतराळ किरण दुर्बीण
স্পেচ ৰশ্মি ৰেকৰ্ডাৰ,स्पेस रे रेकॉर्डर
মহাকাশৰ বৰষুণ,जागा पर्जन्य
স্থান,जागा
মহাজাগতিক,वैश्विक
মহাজাগতিক বিকৰ্ষণ,वैश्विक प्रतिकर्षण
মহাজাগতিক শব্দ,वैश्विक संज्ञा
ব্ৰহ্মাণ্ডীয় ধ্ৰুৱক,वैश्विक स्थिरांक
মহাজাগতিক ৰেখা উপাদান,वैश्विक रेखा घटक
মহাজাগতিক আৰ্হি,वैश्विक मॉडेल
মহাজাগতিক পৰিঘটনা,वैश्विक घटना
মহাজাগতিক প্ৰক্ৰিয়া,वैश्विक प्रक्रिया
মহাজাগতিক নীতি,वैश्विक तत्त्व
"ব্ৰহ্মাণ্ডবিজ্ঞান, ব্ৰহ্মাণ্ডবিজ্ঞান","cosmology, cosmology"
মহাকাশচাৰী,अंतराळवीर
মহাকাশ বিজ্ঞান,अंतराळविज्ञान
"cosmos, বিশ্বব্ৰহ্মাণ্ড","कॉसमॉस, ब्रह्मांड"
কচমোট্ৰন,कॉस्मोट्रॉन
বিন্দু কম্পাঙ্ক,बिंदू वारंवारता
কোটাৰ,कोतार
কপাহী ফিল্টাৰ,कापूस फिल्टर
কট্ৰেল কঠিন হোৱা,कॉट्रेल कडक होणे
"কট্ৰেল মেনেজমেণ্ট, কট্ৰেল টেলন","कॉट्रेल मॅनेजमेंट, कॉट्रेल टॅलोन"
কট্ৰেল পদ্ধতি,कॉटरेल पद्धत
কট্ৰেল প্ৰেচিপিটেটৰ,कॉट्रेल प्रीसिपिटेटर
ডাইপোল পাৰস্পৰিক চুইচ,द्विध्रुवीय परस्पर स्विच
quet ভিস্কোমিটাৰ,क्वेट व्हिस्कोमीटर
কুলমাৰ এৰে,coulmer अॅरे
কুলম্ব,कूलॉम्ब
কুলম্ব বাধা,कूलॉम्ब अडथळा
কুলম্ব-ব্যাসাৰ্ধ,कूलॉम्ब-त्रिज्या
কুলম্ব ডেম্পিং,कूलॉम्ब ओलसर करणे
কুলম্ব অসৎতা,कूलॉम्ब विकृती
কুলম্ব শক্তি,कूलॉम्ब ऊर्जा
কুলম্ব উদ্দীপনা,कूलॉम्ब उत्तेजित होणे
কুলম্ব বল,कूलॉम्ब बल
কুলম্ব-ঘৰ্ষণ,कूलॉम्ब-घर्षण
কুলম্ব ভগ্নাংশ,कूलॉम्ब अपूर्णांक
"কুলম্ব বিকিৰণ, ৰাদাৰফোৰ্ড বিক্ষিপ্ততা","कुलॉम्ब स्कॅटरिंग, रदरफोर्ड स्कॅटरिंग"
coulomb ৰ নিয়ম,कूलॉम्बचा कायदा
কুলম্বি উদ্দীপনা,कौलोम्बी उत्तेजित होणे
কুলোমি এলেকা,कुलोमी क्षेत्र
কুলোমিটাৰ,क्युलोमीटर
কুলোমেট্ৰি,क्युलोमेट्री
ড্ৰাইভিং ৰুম,ड्रायव्हिंग रूम
"গণনা, গণনা, গণনা, গণনা, লোকপিয়ল","मोजणे, मोजणे, गणना करणे, मोजणे, जनगणना करणे"
"গণনা, বিপৰীত গণনা","मोजणी, उलट मोजणी"
ৰিভাৰ্ছল চাৰ্কিট,रिव्हर्सल सर्किट
"গণনাৰ হাৰ, গণনাৰ হাৰ","गणना दर, गणना दर"
কেলকুলেটৰ,कॅल्क्युलेटर
ওলোটা প্ৰক্ৰিয়া,उलट प्रक्रिया
"কেলকুলেটৰ, পেনেল, কাউণ্টাৰ","कॅल्क्युलेटर, पॅनेल, काउंटर"
কাউণ্টাৰবেলেন্স,प्रतिसंतुलन
ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত,घड्याळाच्या उलट दिशेने
গণিত-নিয়ন্ত্ৰিত,गणित-नियंत्रित
"ৰিভাৰ্ছ কাৰেণ্ট, কাউণ্টাৰ কাৰেণ্ট","रिव्हर्स करंट, काउंटर करंट"
ৰিভাৰ্ছ কাৰেণ্ট ডিভাইচ,वर्तमान डिव्हाइस उलट करा
কাউণ্টাৰ কাৰেণ্ট,काउंटर करंट
ৰিভাৰ্ছ কাৰেণ্ট চেণ্ট্ৰিফিউজ,रिव्हर्स करंट सेंट्रीफ्यूज
কাউণ্টাৰকাৰেণ্ট প্ৰবাহ পদ্ধতি,प्रतिवर्ती प्रवाह पद्धत
কাউণ্টাৰকাৰেণ্ট তত্ত্ব,प्रतिवर्ती सिद्धांत
গাণিতিক দক্ষতা,गणितीय प्रवीणता
বিপৰীতমুখী বিদ্যুৎ গতিশীল বল,विरोधी इलेक्ट्रोमोटिव्ह शक्ती
তাপ বিনিময়কাৰী,उष्णता विनिमयकार
বিপৰীত ছবি,व्यस्त प्रतिमा
উপদেশ,उपदेश
Mathematica বৰ্ণালীমাপক,मॅथेमॅटिका स्पेक्ट्रोमीटर
সমান্তৰাল চতুৰ্ভুজ,समांतरभुज चौकोन
গণিতৰ নলী,गणिताची नळी
কাউণ্টাৰৱেট,काउंटरवेट
কাউণ্টাৰ কাৰেণ্ট এক্সচেঞ্জ,काउंटर वर्तमान विनिमय
নমুনা,मॉडेल
ডেপুটেচন,प्रतिनियुक्ती
"reverse, ধড়","उलट, धड"
ৰিবাউণ্ড এন্টেনা,प्रतिक्षेप अँटेना
"কেপাচিটেন্স আৰ্থ সংযোগ, বিপৰীত আৰ্থ সংযোগ","कॅपेसिटन्स अर्थ कनेक्टिव्हिटी, रिव्हर्स अर्थ कनेक्टिव्हिटी"
কাউণ্টাৰৱেট,काउंटरवेट
প্ৰতিভাৰসাম্য ৰক্ষা কৰা,प्रतिसंतुलित
"গণনা বৰ্তনী, গণনা বৰ্তনী","मोजणी सर्किट, मोजणी सर्किट"
গণ্ডিয়াল,गोंडियल
গণনা কৰা ডিস্ক,मोजणी डिस्क
গণনাৰ ক্ষেত্ৰত অভাৱ,गणना मध्ये कमतरता
গণনাৰ হাৰ,गणना दर
গণনাৰ হাৰ জুখিব পাৰি,मोजणी दर मोजला
ৰিলে গণনা কৰা,रिले मोजणे
"গণনা, গণনা-সংখ্যা, গণনা, গণনা","मोजणे, मोजणे-संख्या, मोजणे, मोजणे"
বিশ্লেষণত গণনা কৰা,विश्लेषण मध्ये गणना
বল যোৰ,सक्तीची जोडी
সংযুক্ত বৰ্তনী,जोडलेले सर्किट
সংযুক্ত প্ৰসাৰণ ব্যৱস্থা,जोडलेली प्रसार यंत्रणा
সংযুক্ত ইম্পিডেন্স,जोडलेला प्रतिबाधा
সংযুক্ত পেণ্ডুলাম,जोडलेला पेंडुलम
সংযুক্ত বিক্ৰিয়া,जोडलेली प्रतिक्रिया
সংযুক্ত ব্যৱস্থা,जोडलेली प्रणाली
সংযুক্ত তৰংগ,जोडलेली लहर
কাপলাৰ,जोडणारा
কাপলিং উপাদান,कपलिंग घटक
কাপলিং ফুটা,कपलिंग भोक
কাপলিং মান,कपलिंग मूल्य
কাপলিং,जोडणी
কাপলিং সহগ,कपलिंग गुणांक
কাপলিং যৌগ,कपलिंग कंपाऊंड
কাপলাৰ কেপাচিটৰ,कपलर कॅपेसिटर
কাপলিং,जोडणी
কাপলিং পৰিশোধন,कपलिंग परिष्करण
সংযোজন শক্তি,जोडणी ऊर्जा
কাপলিং এক্সজেষ্ট,कपलिंग एक्झॉस्ट
কাপলিং লুপ,कपलिंग लूप
কাপলিং মেছ,कपलिंग जाळी
কাপলিং প্ৰ&#39;ব,कपलिंग प्रोब
কাপলিং ৰেজিষ্টেন্স,कपलिंग प्रतिकार
কাপলিং দৃঢ়তা,जोडणीची दृढता
কাপলিং ব্যৱস্থা,जोडणी प्रणाली
কাপলিং ফুটা,कपलिंग भोक
এডাৰ বাৰ,जोडणारा बार
"উদ্দেশ্যপ্ৰণোদিত দিশ, পথ, পথ","इच्छित दिशा, मार्ग, मार्ग"
"পথ কম্পিউটাৰ, পথ কম্পিউটাৰ","पथ संगणक, पथ संगणक"
ডাইভাৰচন সূচক,वळवणे सूचक
পথ সূচক বিকন,पथ सूचक बीकन
পথ,मार्ग
"পথ কম্পিউটাৰ, পথ কম্পিউটাৰ","पथ संगणक, पथ संगणक"
পথটো অনুসৰণ কৰিলে,मार्ग अनुसरला
পথৰ চিন,रस्ता चिन्ह
ষ্ট্ৰ&#39;কিং,स्ट्रोकिंग
পথ সংবেদনশীলতা,मार्ग संवेदनशीलता
ধপধপনি,धडधडणे
সহযোগীতা,सहसंयोजकता
সহযোগীতা,सहसंयोजकता
সহযোগী,सहकारी
সসঙ্কেত বন্ধন,सहसंयोजक बंध
সসঙ্কেত বন্ধন,सहसंयोजक बंध
সসঙ্কেত যৌগ,सहसंयोजक संयुग
সসঙ্কেত বন্ধন,सहसंयोजक बंध
সসঙ্কেত বণ্ডিং,सहसंयोजक बंधन
সসঙ্কেত ব্যাসাৰ্ধ,सहसंयोजक त्रिज्या
সসঙ্কেত গঠন,सहसंयोजक रचना
সহাৱস্থান,सहप्रसरण
সমান্তৰাল,सहवर्ती
সম্প্ৰচাৰ এলেকাৰ ডায়েগ্ৰাম,प्रसारण क्षेत्र आकृती
কভাৰ শ্বীট,कव्हर शीट
"কভাৰেজ এলেকা, সম্প্ৰচাৰ এলেকা","कव्हरेज क्षेत्र, प्रसारण क्षेत्र"
"আৰামদায়ক, যোগাযোগ মণ্ডল সূচক","आरामदायक, कम्युनिकेशन झोन इंडिकेटर"
প্ৰতিহত কৰা ৰাশিফল,प्रतिकारित जन्मकुंडली
পৰিপূৰক মডিউলাৰ জালি,पूरक मॉड्यूलर जाळी
অবিৰত তৰংগ,सतत लहर
এছ&#39;চিয়েটিভ এক্যুলেটৰ,सहयोगी संचयक
কৰ্কট ৰোগৰ কোণ,कर्करोगाचा कोन
ফাঁট,क्रॅक
chatter,बडबड
chatter,बडबड
ক্ৰেগ-প্ৰভাৱ,क्रेग-प्रभाव
"ক্ৰেন, ক্ৰেন","क्रेन, क्रेन"
"ক্ৰেংক, কেন্দ্ৰীয়","विक्षिप्त, विक्षिप्त"
ক্ৰেংক চেম্বাৰ,क्रॅंक चेंबर
"ক্ৰেংক হিল্ট, ক্ৰেংক খাদ","क्रॅंक हिल्ट, क्रॅंक शाफ्ट"
ক্ৰেংক প্ৰেছ,क्रॅंक प्रेस
ক্ৰেংক চকা,क्रॅंक चाक
ক্ৰেংকশ্বাফ্ট,क्रँकशाफ्ट
ক্ৰেংককেছ পাতল কৰা,क्रॅंककेस पातळ करणे
ক্ৰেংককেছ তেল,क्रॅंककेस तेल
"ফুটা-গভীৰ, গহ্বৰ-গভীৰ","छिद्र-खोल, पोकळी-खोल"
ৱেভাৰ মডেল,विणकर मॉडेल
ক্ৰিক কৰক,क्रॅक
বীজাণুৰ হাৰ,जंतू दर
সৃষ্টিশীল বিকাশ,सर्जनशील विकास
লেহেমীয়া বিকৃতি Diff,मंद विकृती फरक
ক্ৰিপ জাম্প,रांगणे उडी
দ্বিঘাত ত্বৰণ,चतुर्भुज प्रवेग
"শিখৰ, শিখৰ","शिखर, शिखर"
শৃংগ,शिखर
শিং-শৃংগ,हॉर्न-पीक
শীৰ্ষ ভল্টমিটাৰ,पीक व्होल्टमीटर
ডাবল ষ্টেজ উচ্চ চাপ,दुहेरी टप्पा उच्च दाब
ডাবল ষ্টেজ সৰ্বোচ্চ উষ্ণতা,दुहेरी टप्पा सर्वोच्च तापमान
ক্লাচ কন্টাক্ট,क्लच संपर्क
crinal,क्रिनल
পক্ষাঘাতগ্ৰস্ত ডালৰ পৰীক্ষা,पक्षाघात झालेला पिसारा चाचणी
ক্ৰাঞ্চ,क्रंच
"কনট্যুৰ, চোকা কৰা","समोच्च, तीक्ष्ण करणे"
বিপ্লৱী,क्रांतिकारी
"মাপকাঠী, মাপকাঠী","निकष, निकष"
জটিল কোণ,गंभीर कोन
জটিল বিচনা,गंभीर बेड
জটিল বৈশিষ্ট্যসমূহ,गंभीर वैशिष्ट्ये
জটিল সহগ,गंभीर गुणांक
জটিল ঘনত্ব,गंभीर एकाग्रता
জটিল পৰ্যায়,गंभीर टप्पा
জটিল ধ্ৰুৱক,गंभीर स्थिरांक
ক্ৰিটিকেল কাপলিং,गंभीर जोडणी
জটিল বক্ৰ,गंभीर वक्र
জটিল বিষণ্ণতা,गंभीर उदासीनता
জটিল দোষ,गंभीर दोष
জটিল বিকৃতি শক্তি,गंभीर विकृती ऊर्जा
জটিল ঘনত্ব,गंभीर घनता
জটিল বীমা,गंभीर विमा
"জটিল-বিক্ষেপণৰ আকাৰ, জটিল-বিক্ষেপণৰ আকাৰ","गंभीर-विक्षेपण आकार, गंभीर-विक्षेपण आकार"
জটিল শক্তি,गंभीर ऊर्जा
জটিল সমীকৰণ,गंभीर समीकरण
"জটিল ভাৰসাম্য, জটিল ভাৰসাম্য","गंभीर समतोल, गंभीर समतोल"
জটিল পলায়নৰ উচ্চতা,गंभीर सुटका उंची
সমালোচনাত্মক পৰীক্ষা,गंभीर प्रयोग
জটিল অঞ্চল,गंभीर क्षेत्र
সমালোচনাত্মক ৰূপ,गंभीर स्वरूप
জটিল কাৰ্য্য,गंभीर कार्य
ক্ৰিটিকেল ইণ্ডাকচন,गंभीर प्रेरण
"জটিল সমতাপ বক্ৰ, জটিল সমতাপ","क्रिटिकल आयसोथर्म वक्र, गंभीर समस्थानिक"
জটিল সমতাপ,गंभीर समसमान
জটিল বোজা,गंभीर भार
ক্ৰিটিকেল মেক নম্বৰ,गंभीर माच क्रमांक
জটিল ভৰ,गंभीर वस्तुमान
জটিল সৰ্বোচ্চ উষ্ণতা,गंभीर कमाल तापमान
জটিল ব্যৱস্থা,गंभीर यंत्रणा
জটিল নূন্যতম জোখ,गंभीर किमान मापन
জটিল সংখ্যা,गंभीर संख्या
জটিল অপাৰেটিং পইণ্ট,गंभीर ऑपरेटिंग पॉइंट
জটিল অপাৰেচন,गंभीर ऑपरेशन
marmag,marmag
জটিল সময়,गंभीर कालावधी
জটিল বিন্দু,गंभीर मुद्दा
ফলনৰ জটিল বিন্দু,कार्याचा गंभीर मुद्दा
জটিল সম্ভাৱনা,गंभीर क्षमता
জটিল চাপৰ অনুপাত,गंभीर दबाव प्रमाण
জটিল চাপ,गंभीर दबाव
জটিল পৰিমাণ,गंभीर रक्कम
"সমালোচনাত্মক ব্যাসাৰ্ধ, সমালোচনাত্মক ব্যাসাৰ্ধ","गंभीर त्रिज्या, गंभीर त्रिज्या"
জটিল অনুপাত,गंभीर गुणोत्तर
সমালোচনাত্মক কাৰ্য্য,गंभीर कृती
"জটিল অঞ্চল, নিৰপেক্ষ অঞ্চল","गंभीर क्षेत्र, तटस्थ क्षेत्र"
জটিল প্ৰতিৰোধ ক্ষমতা,गंभीर प्रतिकार
জটিল পৃথকীকৰণ,गंभीर पृथक्करण
সমালোচনাত্মক চিত্ৰ,गंभीर आकृती
"জটিল পৰিমাণ, জটিল পৰিমাণ","क्रिटिकल क्वांटिटी, क्रिटिकल क्वांटिटी"
জটিল স্পাৰ্কিং দৈৰ্ঘ্য,गंभीर स्पार्किंग लांबी
জটিল পদক্ষেপ,गंभीर हालचाल
জটিল মানসিক চাপ,गंभीर ताण
সমালোচনাত্মক পৃষ্ঠা,गंभीर पृष्ठ
"জটিল উষ্ণতা, জটিল উষ্ণতা","गंभीर तापमान, गंभीर तापमान"
জটিল টৰ্ক,गंभीर टॉर्क
জটিল মূল্য,गंभीर मूल्य
জটিল বেগ,गंभीर वेग
জটিল ভল্টেজ,गंभीर व्होल्टेज
জটিল ভল্টেজ বক্ৰ,गंभीर व्होल्टेज वक्र
জটিল আয়তন,गंभीर खंड
সমালোচনাত্মকতা,गंभीरता
জটিলভাৱে শক্তিশালী,गंभीरपणे उत्साही
হুহুকি থকাৰ শব্দ,घरघर आवाज
অৰ্ধস্বন,सेमीटोन
মকৰ ৰাশিৰ ক্লিপ,मकर क्लिप
কুটিলৰ অন্ধকাৰ ৰাজ্য,बदमाशांचे गडद साम्राज्य
crooks কাঁচ,बदमाश काच
crux অঞ্চল,क्रक्स प्रदेश
crooks ৰেডিঅ&#39;মিটাৰ,बदमाश रेडिओमीटर
crooks নলী,crooks duct
crux-ভেকুৱাম,क्रक्स-व्हॅक्यूम
"ক্ৰছ, হাইব্ৰিড, হাইব্ৰিডাইজেচন","क्रॉस, संकरित, संकरितीकरण"
ক্ৰছ আৰ্ম,क्रॉस हात
"ক্ৰছ বেণ্ড, আন্তঃযোগাযোগ","क्रॉस बँड, परस्परसंवाद"
আন্তঃসংযোগ ট্ৰেন্সপণ্ডাৰ,इंटरकम्युनिकेशन ट्रान्सपॉन्डर
ক্ৰছ ট্ৰেন্সমিছন,क्रॉस ट्रांसमिशन
ক্ৰছ-বাৰ চুইচ,क्रॉस-बार स्विच
"ট্ৰেন্সভাৰ্ছ ডেকমেন, ক্ৰছ ডেকমেন","ट्रान्सव्हर्स डेकमॅन, क्रॉस डेकमन"
অপ্রাসংগিক চৰিত্ৰৰ হস্তক্ষেপ,अप्रासंगिक वर्ण हस्तक्षेप
ক্ৰছ টাই,क्रॉस संबंध
আন্তঃসম্পৰ্ক,परस्परसंबंध
বিপৰীত সম্পৰ্কীয় ফলন,व्यस्त सहसंबंध कार्य
ক্ৰছ কোৰিলেটৰ,क्रॉस सहसंबंधक
ক্ৰছ কাপলিং,क्रॉस कपलिंग
ক্ৰছ কাপলিং কেপাচিটৰ,क्रॉस कपलिंग कॅपेसिटर
অনুপ্ৰস্থ আঁহ,ट्रान्सव्हर्स फायबर
অপ্রাসংগিক সংকেত,असंबद्ध सिग्नल
ভিন্ন পদ্ধতি,वेगळी पद्धत
ক্ৰছ ফায়াৰড ফাৰ্নেচ,क्रॉस फायर्ड भट्टी
অনুপ্ৰস্থ প্ৰবাহৰ অঞ্চল,आडवा प्रवाह क्षेत्र
ক্ৰছ পোষ্ট,क्रॉस पोस्ट
ক্ৰছ তাঁৰ,क्रॉस वायर
ক্ৰছ ষ্টেণ্ডিং চিত্ৰম,क्रॉस उभे चित्रम
ক্ৰছ টপ,क्रॉस टॉप
"ক্ৰছ ৱেব, ক্ৰছ ৱেব","क्रॉस वेब, क्रॉस वेब"
"অপ্ৰত্যাৱৰ্তনীয় মডুলেচন, ক্ৰছ মডুলেচন","अपरिवर्तनीय मॉड्युलेशन, क्रॉस मॉड्युलेशन"
ক্ৰছ নিউট্ৰেলাইজেচন,क्रॉस न्यूट्रलायझेशन
"ট্ৰেঞ্জিচন মেছ, বিভাজক মেছ","संक्रमण जाळी, विभाजक जाळी"
ট্ৰেঞ্জিচন পইণ্ট,संक्रमण बिंदू
ক্ৰছপ্লট,क्रॉसप्लॉट
অজ্ঞান বিন্দু,सुन्न बिंदू
ক্ৰছ মেৰুত্ব,क्रॉस ध्रुवता
ক্ৰছ মেৰুকৃত উপাদানসমূহ,क्रॉस ध्रुवीकृत घटक
ক্ৰছ-পাৱাৰ স্পেকট্ৰম,क्रॉस-पॉवर स्पेक्ट्रम
ক্ৰছ-প্ৰেচাৰ সম্পৰ্ক,क्रॉस-प्रेशर सहसंबंध
"ভেক্টৰ-উৎপাদন, ভেক্টৰ-উৎপাদন","सदिश-उत्पादन, सदिश-उत्पादन"
বজ্ৰপাতৰ অনুপাত,गडगडाट प्रमाण
"ক্ৰছ ছেকচন, ক্ৰছ ছেকচন","क्रॉस सेक्शन, क्रॉस सेक्शन"
প্ৰত্যাৰ্পণ,प्रत्यार्पण
ক্ৰছ বৰ্ণালী ঘনত্ব,क्रॉस स्पेक्ट्रल घनता
অপ্রাসংগিক সংকেত,असंबद्ध सिग्नल
অনিয়মিত সংকেত জুখিব পাৰি,अनियमित सिग्नल मोजले
"একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম","एकाधिक संज्ञा, संकरित संज्ञा"
ক্ৰছ তাঁৰ,क्रॉस वायर
উলম্ব চিত্ৰম জেনেৰেটৰ,अनुलंब चित्रम जनरेटर
"ক্ৰছ ফাইবাৰ ৰিং, ক্ৰছ ফাইবাৰ ৰিং","क्रॉस फायबर रिंग, क्रॉस फायबर रिंग"
ক্ৰছ হিয়াৰিং,क्रॉस सुनावणी
ক্ৰছ টাই,क्रॉस टाय
ট্ৰেঞ্জিচন জ&#39;ন,संक्रमण क्षेत्र
হাইব্ৰিড পৰিঘটনা,संकरित घटना
ক্ৰছ কৰা এন্টেনা,ओलांडलेला अँटेना
ক্ৰছ কৰা কইল এন্টেনা,क्रॉस कॉइल अँटेना
ক্ৰছ কৰা কইল ডিভাইচ,क्रॉस कॉइल डिव्हाइस
ক্ৰছ কৰা চিলিণ্ডাৰ,ओलांडलेले सिलेंडर
ক্ৰছ কৰা এলেকা,ओलांडलेले क्षेत्र
থাণ্ডাৰবল্ট এৰিয়া বহুগুণক,थंडरबोल्ट क्षेत्र गुणक
ক্ৰছড ফ্লাক্স,ओलांडलेला प्रवाह
লেষ্ট এবেৰেচন লেন্স,किमान विकृती लेन्स
ক্ৰছিট নিকল,क्रॉसिट निकोल
ক্ৰছ প্ৰডাক্ট,क्रॉस उत्पादन
মজিয়াৰ বেদখল,मजल्यांचे अतिक्रमण
ট্ৰেঞ্জিচন ফ্ৰিকুৱেন্সি,संक्रमण वारंवारता
বিনিময় মূল্য,विनिमय मूल्य
"ৰম্ভা, সব্বাল, খান্টি, অধিপৰক","रंभा, सब्बल, खंती, अधिपरक"
বৃন্দায়ন,वृंदायन
"মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ","क्राउन ऑप्टिकल ग्लास, क्राउन ऑप्टिकल ग्लास"
শক্তি উৎপাদন,ऊर्जा उत्पादन
ক্ৰছ ফৰ্ম,क्रॉस फॉर्म
অবাঞ্চিত সামগ্ৰী,अवांछित उत्पादन
শীতল কৰা মিশ্ৰণ,थंड मिश्रण
কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ,कमी तापमान इलेक्ट्रॉनिक्स
ক্ৰাইজেনিক ফিল্ম,क्रायोजेनिक फिल्म
হাইপোথাৰ্মিয়া,हायपोथर्मिया
কম উষ্ণতাৰ পৰীক্ষাগাৰ,कमी तापमान प्रयोगशाळा
হাইপোথাৰ্মিয়া ব্যৱস্থা,हायपोथर्मिया प्रणाली
হাইপোথাৰ্মিয়া,हायपोथर्मिया
কম উষ্ণতাৰ চুম্বকীয় বিজুতি,कमी तापमान चुंबकीय विसंगती
হাইগ্ৰ&#39;মিটাৰ,हायग्रोमीटर
হিমবাহৰ,हिमनदी
"ক্ৰাইঅ&#39;ফ&#39;ৰ, বাষ্পীভৱন","cryophores, बाष्पीभवन"
ক্ৰাইঅ&#39;ছৰ,क्रायोसॉर
ফ্ৰীজিং গেজ,अतिशीत गेज
ফ্ৰীজিং পইণ্ট পদ্ধতি,अतिशीत बिंदू पद्धत
ক্ৰাইমেট্ৰিক ধ্ৰুৱক,क्रायोमेट्रिक स्थिरांक
"ক্ৰাইমেট্ৰিক্স, ফ্ৰীজিং পইণ্ট জোখা","क्रायोमेट्रिक्स, फ्रीझिंग पॉइंट मापन"
