Telugu,Odiya
నిరంతర నియామకం,ନିରନ୍ତର ନିଯୁକ୍ତି |
నిరంతర అభివృద్ధి,ନିରନ୍ତର ବିକାଶ |
నిరంతర ప్రక్రియ,ନିରନ୍ତର ପ୍ରକ୍ରିୟା |
నిరంతర సేవ,ନିରନ୍ତର ସେବା |
నిషేధం,ନିଷେଧାଦେଶ
ఒప్పందం,ଚୁକ୍ତିନାମା
కాంట్రాక్ట్ డీడ్,ଚୁକ୍ତିନାମା କାର୍ଯ୍ୟ
ఉపాధి ఒప్పందం,ରୋଜଗାରର ଚୁକ୍ତି
ఒప్పంద కాలం,ଚୁକ୍ତିନାମା ଅବଧି |
ఒప్పంద పత్రం,ଚୁକ୍ତିଭିତ୍ତିକ ଡକ୍ୟୁମେଣ୍ଟ୍ |
ఒప్పంద బాధ్యత,ଚୁକ୍ତିଭିତ୍ତିକ ଦାୟିତ୍। |
ఒప్పంద సేవ,ଚୁକ୍ତିଭିତ୍ତିକ ସେବା
వైరుధ్యం,ପ୍ରତିବାଦ
విరుద్ధమైన ప్రకటన,ବିପରୀତ ବକ୍ତବ୍ୟ |
విరుద్ధంగా,ବିପରୀତରେ |
ఉల్లంఘన,ପ୍ରତିକ୍ରିୟା
సహకారం,ଯୋଗୋଦାନ
కంట్రిబ్యూటరీ పెన్షన్ స్కీమ్,ଯୋଗଦାନୀ ପେନ୍ସନ୍ ସ୍କିମ୍ |
కంట్రిబ్యూటరీ ప్రావిడెంట్ ఫండ్,ଯୋଗଦାନ ପ୍ରଦାନକାରୀ ପାଣ୍ଠି |
నియంత్రణ,ନିୟନ୍ତ୍ରଣ
నియంత్రించే అధికారి,ନିୟନ୍ତ୍ରଣକାରୀ ଅଧିକାରୀ |
వివాదాస్పద,ବିବାଦୀୟ
వివాదాస్పద విషయం,ବିବାଦୀୟ ବିଷୟ |
వివాదం,ବିବାଦ |
సౌలభ్యం,ସୁବିଧା
కన్వెన్షన్,ସମ୍ମିଳନୀ
సాంప్రదాయిక,ପାରମ୍ପାରିକ |
సంభాషణ,କଥାବାର୍ତ୍ତା
మార్చండి,ରୂପାନ୍ତର
మార్చబడిన సెలవు,ରୂପାନ୍ତରିତ ଛୁଟି |
రవాణా,ମିଳନ
రవాణా భత్యం,ମିଳନ ଭତ୍ତା
రవాణా దస్తావేజు,ପରିବହନ କାର୍ଯ୍ୟ
రవాణా ఖర్చులు,ପରିବହନ ଖର୍ଚ୍ଚ
దోషి,ଦୋଷୀ
నమ్మకం,ବିଶ୍ୱାସ
కాన్వొకేషన్,ସମନ୍ୱୟ
శీతలీకరణ ఆఫ్ పీరియడ్,ସମୟ ବନ୍ଦ କରିବା |
సహకారం,ସହଯୋଗ
సహకార,ସହଯୋଗୀ
కోఆపరేటివ్ సొసైటీ,ସହଯୋଗୀ ସମାଜ |
సహకార,ସହ-ଅପ୍ଟ
సహ-ఎంపిక సభ్యుడు,ସହ-ବିକଳ୍ପ ସଦସ୍ୟ |
సమన్వయ,ସହଯୋଗୀ
సహ యజమాని,ସହ-ମାଲିକ
సహ-భాగస్వామి,ସହ-ଅଂଶୀଦାର
కాపీ,କପି କରନ୍ତୁ |
కాపీ చేస్తోంది,କପି କରିବା
కాపీరైట్,କପିରାଇଟ୍
కార్డియల్,କର୍ଡିଆଲ୍
కరోనర్,କରୋନର୍
కార్పొరేట్ బాడీ,କର୍ପୋରେଟ୍ ଶରୀର |
కార్పొరేట్ ప్రణాళిక,କର୍ପୋରେଟ୍ ଯୋଜନା
కార్పొరేషన్,ନିଗମ
కార్పొరేషన్ పన్ను,ନିଗମ କର
దిద్దుబాటు,ସଂଶୋଧନ
దిద్దుబాటు చర్యలు (= సరిదిద్దారు),ସଂଶୋଧନ ପଦକ୍ଷେପ (= ସଂଶୋଧନ)
కరస్పాండెన్స్,ଚିଠି
కరస్పాండెన్స్ కోర్సు,ସମ୍ବାଦଯୁକ୍ତ ପାଠ୍ୟକ୍ରମ |
కరస్పాండెన్స్ భాగం,ଚିଠି ଅଂଶ |
కరస్పాండెంట్,ସମ୍ବାଦଦାତା
సంబంధిత,ଅନୁରୂପ
కొరిగెండం,କର୍ତ୍ତିରିଣ୍ଡୁମ
ధృవీకరించండి,ସ୍ମରଣ କର
ధృవీకరణ,ଅହଂକାର
అవినీతి,ଦୁର୍ନୀତିଗ୍ରସ୍ତ
అవినీతి,ଦୁର୍ନୀତି
అవినీతి సాధన,ଭ୍ରଷ୍ଟ ଅଭ୍ୟାସ |
కాస్మోపాలిటన్ సిటీ,କସମୋପଲିଟାନ ସହର |
ధర,ମୂଲ୍ୟ
ఖర్చు అకౌంటెంట్,ମୂଲ୍ୟ
వ్యయ విశ్లేషణ,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
ఖర్చు పైకప్పు,ମୂଲ୍ୟ ଛାତ
వ్యయ ప్రభావం,ଫଳ ପ୍ରଭାବଶାଳୀତା |
జీవన వ్యయం,ଜୀବନର ମୂଲ୍ୟ
ఖర్చును అధిగమిస్తుంది,ମୂଲ୍ୟ ଓଭରରୁନ୍
కుటీర పరిశ్రమ,କୁଟିଜ ଶିଳ୍ପ |
కౌన్సిల్,ପରିଷଦ
మంత్రుల మండలి,ମନ୍ତ୍ରୀଙ୍କ ପରିଷଦ
కౌన్సిల్ ఆఫ్ స్టేట్స్,ପରିଷଦର ପରିଷଦ |
న్యాయవాది,ପରାମର୍ଶ
కౌన్సెలింగ్,କାଉନସେଲିଂ
కౌంటర్,କାଉଣ୍ଟର
కౌంటర్ చర్య,କାଉଣ୍ଟର କାର୍ଯ୍ୟ
కౌంటర్ అఫిడవిట్,କାଉଣ୍ଟର ଆଫିଡେଭିଟ୍ |
కౌంటర్ ఛార్జ్,କାଉଣ୍ଟର ଚାର୍ଜ |
కౌంటర్ దావా,କାଉଣ୍ଟର ଦାବି
నకిలీ కరెన్సీ,ନକଲି ମୁଦ୍ରା |
నకిలీ,ନକଲି
కౌంటర్ ఫాయిల్,Cauterfel
కౌంటర్ ఆఫర్,କାଉଣ୍ଟର ଅଫର୍ |
కౌంటర్సైన్,କାଉଣ୍ଟରଜିନ୍ସ |
తిరుగుబాటు,ପୁଲୱାମା ଆକ୍ରମଣ
కూపన్,କୁପନ୍ |
కొరియర్,କ୍ୟୁରିଅର୍
కొరియర్ సేవ,କ୍ୟୁରିଅର୍ ସେବା
కోర్సు,ପାଠ୍ୟକ୍ରମ
అధ్యయనం యొక్క కోర్సులు,ଅଧ୍ୟୟନର ପାଠ୍ୟକ୍ରମ
కోర్టు కేసు,କୋର୍ଟ କେସ୍
మర్యాద,ସ es ଜନ୍ୟ
చిన్న కారణాల న్యాయస్థానం,ଛୋଟ କାରଣର କୋର୍ଟ |
ఒడంబడిక,ଚୁକ୍ତି
కవర్,ଆବରଣ |
కవరేజ్,କଭରେଜ୍
కవరింగ్ లెటర్,ଅକ୍ଷର ଅକ୍ଷର
కవరింగ్ మెమో,ମେମୋ ଆଚ୍ଛାଦନ କରେ |
గమనిక,ନୋଟ୍ ନୋଟ୍ |
క్రాష్ ప్రోగ్రామ్,କ୍ରାସ୍ ପ୍ରୋଗ୍ରାମ୍ |
క్రీము పొర,କ୍ରିମି ସ୍ତର |
సృష్టి,ସୃଷ୍ଟି
సృజనాత్మక,ସୃଜନଶୀଳ |
సృజనాత్మకత,ସୃଜନଶୀଳତା
క్రీచ్,କିରେ
క్రెడెన్షియల్స్ కమిట్,ପରିଚୟପତ୍ର କମିଟି |
విశ్వసనీయత,ବିଶ୍ୱସନୀୟତା
క్రెడిట్,କ୍ରେଡିଟ୍
విశ్వసనీయమైనది,କ୍ରେଡିଟ୍
క్రెడిట్ సలహా,କ୍ରେଡିଟ୍ ପରାମର୍ଶ |
క్రెడిట్ మరియు పొదుపు సమాజం,କ୍ରେଡିଟ୍ ଏବଂ ଥ୍ରିଫ୍ଟ ସମାଜ |
క్రెడిట్ కార్డు,କ୍ରେଡିଟ୍ କାର୍ଡ଼
ఋణ వసతులు,କ୍ରେଡିଟ୍ ସୁବିଧା
క్రెడిట్ ఎంట్రీ,କ୍ରେଡିଟ୍ ଏଣ୍ଟ୍ରି
క్రెడిట్ గమనిక,କ୍ରେଡିଟ୍ ଟିପ୍ପଣୀ
రుణదాత,କ୍ରେସର୍ମର
శ్మశానవాటిక,ଶବଦାହ
శ్మశానవాటిక గ్రౌండ్,ଶବଦାହ ଭୂମି
సిబ్బంది,କ୍ରୁ
నేరం,ଅପରାଧ
నమ్మకంతో నేరస్థుడిని ఉల్లంఘించడం,ବିଶ୍ୱାସର ଅପରାଧ ଉଲ୍ଲଂଘନ |
క్రిమినల్ కోర్ట్,ଅପରାଧିକ କୋର୍ଟ |
నేర నిర్లక్ష్యం,ଅପରାଧିକ ଅବହେଳା |
క్రిమినల్ నేరం,ଅପରାଧିକ ଅପରାଧ |
క్రిమినల్ ప్రొసీజర్ కోడ్,ଅପରାଧିକ ପ୍ରଣାଳୀ କୋଡ୍ |
సంక్షోభం,ସଙ୍କଟ
సంక్షోభ నిర్వహణ,ସଙ୍କଟ ପରିଚାଳନା
ప్రమాణం,ମାନଦଣ୍ଡ
విమర్శ,ସମାଲୋଚନା
క్రాస్,କ୍ରସ୍
క్రాస్ బ్రీడ్,କ୍ରସ୍ ପ୍ରଜାତି
క్రాస్ చెకింగ్,କ୍ରସ୍ ଯାଞ୍ଚ |
క్రాస్డ్ చెక్,କ୍ରସ୍ ଚେକ୍ |
క్రాస్ ఎగ్జామినేషన్,କ୍ରସ୍ ପରୀକ୍ଷା
ఆధార సూచిక,କ୍ରସ୍ ରେଫରେନ୍ସ
క్రాస్ ఓటింగ్,ବହିଷ୍କାର
కీలకమైన తేదీ,ବହୁମୂଲିକ ତାରିଖ
ముడి,ଅଶୋଧିତ
అపరాధ నరహత్య,କୁଲିପେବଲ୍ ହୋମିଡ୍ |
అపరాధి,ଦୋଷୀ
సాగు,ଚାଷ
సాంస్కృతిక మార్పిడి కార్యక్రమం,ସାଂସ୍କୃତିକ ବିନିମୟ କାର୍ଯ୍ୟକ୍ରମ |
సంచిత,ଜମୁଲେଟିଭ୍ |
కరెన్సీ,ମୁଦ୍ରା |
ద్రవ్య మారకం,ମୁଦ୍ରା ବିନିମୟ
కరెన్సీ గమనిక,ମୁଦ୍ରା ଟିପ୍ପଣୀ
ప్రస్తుత,ସାମ୍ପ୍ରତିକ
వాడుక ఖాతా,ସାମ୍ପ୍ରତିକ ଆକାଉଣ୍ଟ୍ |
ప్రస్తుత విధులు,ସାମ୍ପ୍ରତିକ କାର୍ଯ୍ୟଗୁଡିକ |
ప్రస్తుత సెషన్,ସାମ୍ପ୍ରତିକ ଅଧିବେଶନ |
కరికులం విటే,ପାଠ୍ୟକ୍ରମ ଭିଟା |
కర్లేట్,କୋର୍ଟସେଲ
సంరక్షకుడు,ରକ୍ଷକ
కస్టడీ,ହେପାଜତ
ఆచారం,କଷ୍ଟମ୍
ఆచారం,କଷ୍ଟମ୍
ఆచారం,ପ୍ରଥା
ఆచారం విధానం,ପାରମ୍ପାରିକ ପଦ୍ଧତି |
కస్టమ్ డ్యూటీ,କଷ୍ଟମ୍ ଡ୍ୟୁଟି |
కస్టమర్,ଗ୍ରାହକ
కస్టమర్ ఫ్రెండ్లీ,ଗ୍ରାହକ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ |
అనుకూల పరీక్ష,କଷ୍ଟମ୍ ପରୀକ୍ଷା
కత్తిరించండి,କାଟିଦେବା
కట్ మోషన్,କାଟିବା
తేదీని కత్తిరించండి,ତାରିଖ କାଟିବା
చక్రం,ଚକ୍ର
రోజువారీ,ପ୍ରତିଦିନ |
రోజువారీ భత్యం,ଦ Daily ନିକ ଭତ୍ତା
రోజువారీ డైరీ,ଦ Daily ନିକ ଡାଏରୀ |
రోజువారీ రిజిస్టర్,ଦ Daily ନିକ ରେଜିଷ୍ଟର |
రోజువారీ నివేదిక,ଦ Daily ନିକ ରିପୋର୍ଟ
దినచర్య,ଦ Daily ନିକ ରୁଟିନ୍ |
రోజువారీ వేతనాలు,ଦ daily ନିକ ବେତନ
డాక్ స్టేజ్,DAK ପର୍ଯ୍ୟାୟ |
డాక్ ట్రే,ଧର
నష్టం,କ୍ଷତି
నష్టాలు,କ୍ଷତି
ప్రమాదకరమైనది,ବିପଜ୍ଜନକ |
ధైర్యం,ସାହସୀ
సమాచారం,ତଥ୍ୟ
డేటా బ్యాంక్,ଡାଟା ବ୍ୟାଙ୍କ |
డేటా బేస్,ତଥ୍ୟ ବେସ
వివరాల సేకరణ,ତଥ୍ୟ ସଂଗ୍ରହ
డేటా దాణా,ତଥ୍ୟ ଖାଇବାକୁ
డేటా ప్రాసెసింగ్,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |
తేదీ,ତାରିଖ
రాక తేదీ,ଆସିବାର ତାରିଖ
పుట్టిన తేది,ଜନ୍ମଦିନ
బయలుదేరే తేదీ,ପ୍ରସ୍ଥାନ ତାରିଖ
ఉత్సర్గ తేదీ,ଡିସଚାର୍ଜ ତାରିଖ |
పరిపక్వత తేదీ,ପରିପକ୍ୱତା ତାରିଖ
రశీదు తేదీ,ରସିଦ ତାରିଖ
తేదీ స్టాంప్,ତାରିଖ ଷ୍ଟାମ୍ପ |
రోజు పండితుడు,ଦିନ ସ୍କୋଲାର୍ |
డే షిఫ్ట్,ଦିନ ଶିଫ୍ଟ |
దయ యొక్క రోజులు,ଅନୁଗ୍ରହର ଦିନ |
రోజు నుండి రోజు పని,ଦିନ କାମକୁ ଦିନ |
డెడ్ ఖాతా,ମୃତ ଖାତା
గడువు,ସମୟସୀମା
డెడ్లాక్,ଜଳଖିଆ
డెడ్ స్టాక్ రిజిస్టర్,ଡେଡ୍ ଷ୍ଟକ୍ ରେଜିଷ୍ଟର |
చనిపోయిన బరువు,ମୃତ ଓଜନ
ఒప్పందం,କାରବାର
వ్యవహార సహాయకుడు,ସହାୟକ କାରବାର |
వ్యవహారం,କାରବାର
మరణ వార్షికోత్సవం,ମୃତ୍ୟୁ ବାର୍ଷିକୀ |
ప్రియమైన భత్యం,ପ୍ରିୟତା ଭତ୍ତା |
మరణ ప్రయోజనం,ମୃତ୍ୟୁ ଲାଭ
డెత్-కమ్-రిటైర్మెంట్ గ్రాట్యుటీ,ମୃତ୍ୟୁ-ଜମ୍-ଅବସର ଗ୍ରାଟେରୀତା |
సేవలో మరణం,ସେବାରେ ମୃତ୍ୟୁ
Deauthorizatioin,ଡାଉଟରଜୋଜାଓନିନ୍ |
డెబార్,ଦେବର
డెబిట్,ଡେବିଟ୍
డెబిట్ సలహా,ଡେବିଟ୍ ପରାମର୍ଶ |
అప్పు,ରୂଣ
రుణ నిర్వహణ,Debt ଣ ପରିଚାଳନା
రుణగ్రహీత,Deb ଣଦାତା
మరణించిన,ମୃତ
మర్యాద,ଶାସନ
వికేంద్రీకరణ,ବିକେନ୍ଦ୍ରୀକରଣ
నిర్ణయాత్మక కారకం,ନିଷ୍ପତ୍ତି ନେବେ
నిర్ణయం,ନିଷ୍ପତ୍ତି
నిర్ణయం తీసుకోవడం,ନିର୍ଣ୍ଣୟ ନେବା
నిర్ణయం తీసుకునే ప్రక్రియ,ନିଷ୍ପତ୍ତି ନେବା ପ୍ରକ୍ରିୟା |
ప్రకటన,ଘୋଷଣା
ఆదాయ ప్రకటన,ଆୟର ଘୋଷଣା |
ప్రకటించిన విలువ,ଘୋଷିତ ମୂଲ୍ୟ |
ప్రమాణం చేయండి,ଶପଥ କର
డీకోడ్,ଡିକୋଡ୍ କରନ୍ତୁ |
డీకోంట్రోల్,ଡେକଣ୍ଟ୍ରୋଲ୍ |
డెకోరం,ବିଗାମୀ
తగ్గుదల,କମିବା
డిక్రీ,ଏହି ପରିସେଇ
అంకితం,ସମର୍ପଣ
మినహాయింపు,ରିହାତି
మినహాయింపు,ରିହାତି
మూలం వద్ద మినహాయింపు,ଉତ୍ସରେ ରିହାତି
జీతం నుండి మినహాయింపు,ଦରମାରୁ ରିହାତି
దస్తావేజు,କାର୍ଯ୍ୟ
తనఖా యొక్క దస్తావేజు,ବନ୍ଧକ କାର୍ଯ୍ୟ
డీమ్డ్ విశ్వవిద్యాలయం,ବିଶ୍ୱବିଦ୍ୟାଳୟ ବୋଲି ବିବେଚନା କରାଯାଏ |
Deface,ବଦନାମ
వాస్తవ,ଦେ ଫ୍ୟାକ୍ଟୋ
డీప్లేషన్,ନକଲ
పరువు నష్టం,ବଦନାମ
డిఫాల్ట్,ଡିଫଲ୍ଟ |
డిఫాల్టర్,ଡିଫଲ୍ଟର |
లోపభూయిష్ట,ତ୍ରୁଟିଯୁକ୍ତ
రక్షణ,ପ୍ରତିରକ୍ଷା
రక్షణ న్యాయవాది,ପ୍ରତିରକ୍ଷା ଉପଦେଶ
రక్షణ ఉత్పత్తి,ପ୍ରତିରକ୍ଷା ଉତ୍ପାଦନ |
ప్రతివాది,ଅଭିଯୁକ୍ତ
వాయిదా వేయండి,ସ୍ଥଗିତ ରଖ |
వాయిదా వేసిన వ్యయం,ସ୍ଥଗିତ ଖର୍ଚ୍ଚ
ధిక్కరణ,ଅବମାନନା
లోటు,ନିଅଣ୍ଟ
లోటు బడ్జెట్,ନିଅଣ୍ଟ ବଜେଟ୍ |
నిర్వచించండి,ପରିଭାଷିତ କରନ୍ତୁ
ధిక్కరించండి,ଅଟୋ
క్షీణత,ଭିକେସନ୍
డిగ్రీ,ଡିଗ୍ରୀ
Dejure,ନିର୍ବନ୍ଧ
ఆలస్యం,ବିଳମ୍ବ
ప్రతినిధి,ପ୍ରତିନିଧୀ |
అప్పగించిన అధికారం,ପ୍ରତିନିଧୀ କର୍ତ୍ତୃପକ୍ଷ |
ప్రతినిధి బృందం,ପ୍ରତିନିଧୀ
అధికారాల ప్రతినిధి బృందం,ଶକ୍ତିର ପ୍ରତିନିଧୀ |
తొలగించు,ବିଲୋପ କରନ୍ତୁ |
తొలగింపు,ବିଲୋପାଘ
ఉద్దేశపూర్వకంగా,ଜାଣିଶୁଣି |
చర్చ,ବିଚାରପତି
రుచికరమైన,ଦେଦକାର କରିବା |
డీలిమిటేషన్,ପ୍ରତାରଣା
బట్వాడా,ବିତରଣ କର |
డెలివరీ,ବିତରଣ
డిమాండ్,ଚାହିଦା
డిమాండ్ గమనిక,ଟିପ୍ପଣୀ ଟିପ୍ପଣୀ ଟିପ୍ପଣୀ |
సరిహద్దు,ଛକ
డెమి-అఫీషియల్,Demi-garieruler
ప్రజాస్వామ్యం,ଗଣତନ୍ତ୍ର
ప్రదర్శన,ପ୍ରଦର୍ଶନ
అవమానం,ଗଣନିରୋଗରକରଣ
డెమరేజ్,ଡେମୁରିଜ୍ |
తిరస్కరణ,ଅସ୍ୱୀକାର
విలువ కలిగిన,ନାମ
డి నోవో,ଦେ ନୋଭୋ |
తిరస్కరించండి,ଅସ୍ୱୀକାର କର |
బయలుదేరండి,ବିଦାୟ
విభాగం,ବିଭାଗ
డిపార్ట్‌మెంటల్,ବିଭାଗୀୟ
డిపార్ట్‌మెంటల్ చర్య,ବିଭାଗୀୟ କାର୍ଯ୍ୟ
డిపార్ట్‌మెంటల్ ఎంక్వైరీ,ବିଭାଗୀୟ ଅନୁସନ୍ଧାନ |
విభాగ దర్యాప్తు,ବିଭାଗୀୟ ଅନୁସନ୍ଧାନ
డిపార్ట్‌మెంటల్ అవకతవకలు,ବିଭାଗୀୟ ଅନିୟମିତତା |
డిపార్ట్‌మెంటల్ లైబ్రరీ,ବିଭାଗୀୟ ଲାଇବ୍ରେରୀ |
విభాగ నిర్లక్ష్యం,ବିଭାଗୀୟ ଅବହେଳା |
విభాగ అనుమతి,ବିଭାଗୀୟ ଅନୁମତି
డిపార్ట్‌మెంటల్ క్వాలిఫైయింగ్ ఎగ్జామినేషన్,ବିଭାଗୀୟ ଯୋଗ୍ୟତା ପରୀକ୍ଷା |
నిష్క్రమణ,ପ୍ରସ୍ଥାନ
డిపెండెన్సీ సర్టిఫికేట్,ନିର୍ଭରଶୀଳତା ପ୍ରମାଣପତ୍ର
ఆధారపడి ఉంటుంది,ନିର୍ଭରଶୀଳ |
ఆధారపడిన పిల్లలు,ନିର୍ଭରଶୀଳ ପିଲାମାନେ |
మోహరించేందుకు,ନିୟୋଜନ କରନ୍ତୁ |
డిపోనెంట్,ଭିକ୍ଟର |
బహిష్కరణ,ନିର୍ବାସନ
డిసెజ్,କ୍ଷତିପୂରଣ
డిపాజిట్,ଜମା
డిపో,ଡିପୋ
తరుగుదల,ଅବିଶ୍ୱାସନୀୟ
అణగారిన తరగతి,ଉଦାସୀନ ଶ୍ରେଣୀ |
కోల్పోతారు,ବଞ୍ଚିତ
డిప్యుటేషన్,ପ୍ରତିନିଧିତ୍
డిప్యుటేషన్ భత్యం,ଡେପୁଟେସନ୍ ଭତ୍ତା
డిప్యూటీ,ଡେପୁଟି
పునర్నిర్మించబడింది,ପଞ୍ଜୀକୃତ |
విధి యొక్క విడదీయడం,ଡ୍ୟୁଟିର ଦି
డెజర్వేషన్,ନିର୍ଯ୍ୟାତନା
అవమానకరమైన,ପୁନରୁତ୍ଥାନ
అవమానకరమైన,ଅପମାନଜନକ
అవమానకరమైన వ్యాఖ్య,ଅପମାନଜନକ ଟିପ୍ପଣୀ |
వారసుడు,ବଂଶଧର
వివరణ,ବର୍ଣ୍ଣନା
అర్హమైనది,ଯୋଗ୍ୟ
రూపకల్పన,ଡିଜାଇନ୍
నియమించండి,ନିଯୁକ୍ତ କରନ୍ତୁ |
హోదా,ନିଯୁକ୍ତ
డెస్పాచ్,ପଠନ
డెస్పాచ్ నోట్,ଡେସପ୍ୟାଚ୍ ନୋଟ୍ |
డెస్పాచ్ రిజిస్టర్,ପଠନ ରେଜିଷ୍ଟର |
గమ్యం,ଗନ୍ତବ୍ୟସ୍ଥଳ
నిరాశ్రయుల,ଦରିଦ୍ର
వివరాలు,ସବିଶେଷ
వివరంగా,ବିସ୍ତୃତ
గుర్తించడం,ଚିହ୍ନଟ କର |
నిర్బంధ,ବନ୍ଦନା
డిటెనూ,ଡିସେନୁ |
సంకల్పం,ନିଷ୍ଠା
నిరోధం,ନିବେଦନ
హాని,କ୍ଷତିକାରକ
హానికరం,କ୍ଷତିକାରକ |
విలువ తగ్గింపు,ମୂଲ୍ୟ ହ୍ରାସ
వినాశనం,ବିନାଶ
అభివృద్ధి,ବିକାଶ
విడదీయండి,ବିଚ୍ୟୁତ
పరికరం,ଉପକରଣ
భక్తి,ଭକ୍ତି
రోగ నిర్ధారణ,ନିରାକରଣ
రేఖాచిత్రం,ଚିତ୍ର
డైరీ,ଡାଏରୀ
డిక్టేషన్,ନିର୍ଦ୍ଦେଶ
చనిపోతుంది,ଅଣ ମୁସ୍ କରେ |
ఆహారం,ଡାଏଟ୍
డైజెస్ట్,ହଜମ କରନ୍ତୁ |
గౌరవప్రదమైన,ସମ୍ମାନିତ
గౌరవం,ସମ୍ମାନ
డైగ్రెషన్,ଖୋଳା
డైలేటరీ,ଦିଲାଟନକାରୀ
సందిగ్ధత,ଦ୍ୱନ୍ଦ୍ୱ
శ్రద్ధ,ପରିଶ୍ରମୀ
పరిమాణం,ପରିମାପ
డిప్లొమా,ଡିପ୍ଲୋମା
దౌత్యం,କୂଟନୀତି |
దౌత్య రోగనిరోధక శక్తి,କୂଟନ omatic ତିକ ରୋଗୀତା |
డైరెక్ట్,ସିଧାସଳଖ |
ప్రత్యక్ష పోటీ,ସିଧାସଳଖ ପ୍ରତିଯୋଗିତା |
ప్రత్యక్ష ఇంటర్వ్యూ,ସିଧାସଳଖ ସାକ୍ଷାତକାର |
దిశ,ଦିଗ
డైరెక్టరీ,ଡିରେକ୍ଟୋରୀ
ప్రత్యక్ష నియామకం,ସିଧାସଳଖ ନିଯୁକ୍ତି |
అనుమతించవద్దు,ଅନୁମୋଦିତ
వైకల్యం,ଅକ୍ଷମତା
వికలాంగుడు,ଅକ୍ଷମ ବ୍ୟକ୍ତି
డిసేబుల్మెంట్ ప్రయోజనం,ଅକ୍ଷମତା ଲାଭ
ప్రతికూలత,ଅସୁବିଧା
అంగీకరించలేదు,ସହମତ ନୁହେଁ
అనుమతించబడలేదు,ଅନୁମୋଦିତ |
నిరాకరణ,ନାପସନ୍ଦ
విపత్తు,ବିପର୍ଯ୍ୟୟ |
విపత్తూ నిర్వహణ,ବିପର୍ଯ୍ୟୟ ପରିଚାଳନା
రద్దు,ବିଚ୍ଛିନ୍ନ କର |
పంపిణీ,ବିବାଦ
విస్మరించండి,ପରିତ୍ୟାଗ କରନ୍ତୁ |
ఉత్సర్గ,ମୁକ୍ତି
ఉత్సర్గ స్లిప్,ଡିସଚାର୍ଜ ସ୍ଲିପ୍ |
క్రమశిక్షణా చర్య,ଶୃଙ୍ଖଳାଗତ କାର୍ଯ୍ୟ
క్రమశిక్షణా విధానం,ଶୃଙ୍ଖଳାଗତ ପ୍ରଣାଳୀ |
క్రమశిక్షణ,ଅନୁଶାସନ
నిరాకరణ,ପ୍ରତ୍ୟାଖ୍ୟାନ |
బహిర్గతం,ପ୍ରକାଶ
అసంతృప్తి,ଅସମ୍ମାନ
నిలిపివేత,ବନ୍ଦ
నిలిపివేయండి,ବନ୍ଦ କରନ୍ତୁ
అసమ్మతి,ମୁକ୍ତି
డిస్కౌంట్,ରିହାତି
కనుగొనండి,ଆବିଷ୍କାର କରନ୍ତୁ |
అపఖ్యాతి,ଅସମ୍ମାନ
వ్యత్యాసం,ଅସଙ୍ଗତି
అభీష్టానుసారం,ବିବେକ
విచక్షణ మంజూరు,ବିବେକ ଅନୁଦାନ
విచక్షణ శక్తి,ବିଚକ୍ଷଣ ଶକ୍ତି
వివక్ష,ଭେଦଭାବ
చర్చ,ଆଲୋଚନା
నిజాయితీ,ଅସାଧୁ
అవమానం,ଅପମାନ
విచ్ఛిన్నం,ବିଚ୍ଛିନ୍ନତା
డిస్క్,ଡିସ୍କ
తొలగుట,ସ୍ଥାନାନ୍ତର
నమ్మకద్రోహం,ଅବିଶ୍ୱାସ
రద్దుచేసే,ବରଖାସ୍ତ
తొలగింపు,ବରଖାସ୍ତ
తొలగింపు విధానం,ବରଖାସ୍ତ ପଦ୍ଧତି |
అవిధేయత,ଅବମାନନା
రుగ్మత,ବିଶୃଙ୍ଖଳା |
అస్తవ్యస్తత,ଅବସାନିଜଜ୍
అసమానత,ପାର୍ଥକ୍ୟ
డిస్పాచ్ విభాగం,ପଠାଇବା ବିଭାଗ |
పంపిణీ చేయదగినది,ବିତରଣ ଯୋଗ୍ୟ
చెదరగొట్టండి,ବିସର୍ଜନ କର |
స్థానభ్రంశం,ବିସ୍ଥାପିତ |
ప్రదర్శన,ପ୍ରଦର୍ଶନ
అసంతృప్తి,ଅସଦାଚରଣ
పారవేయడం,ଚିହ୍ନ
పారవేసేందుకు,ବିସର୍ଜନ କରନ୍ତୁ |
స్థానభ్రంశం,ମାନ୍ୟତା
తొలగింపు,ଅବସାଦ
వివాదం,ବିବାଦ
అనర్హత,ଅଯୋଗ୍ୟତା
విస్మరించండి,ଅବମାନନା
అంతరాయం,ବ୍ୟାଘାତ
అసంతృప్తి,ଅସନ୍ତୋଷ
అసమ్మతి,ଅସଂଗୁଣିତ
అపచారం,ବିକଶିତ
డిసోసియేట్,ବିସୟରେ
రద్దు,ବିସର୍ଜନ
కరిగించండి,ଦ୍ରବଣ
దూరవిద్య,ଦୂରତା ଶିକ୍ଷା
డిస్టిలరీ,ଡିଷ୍ଟିଲାରୀ |
విభిన్న,ଭିନ୍ନ
వేరు,ପୃଥକ କର |
వక్రీకరణ,ବିକୃତି
బాధ,ଦୁ distress ଖ
పంపిణీ,ବଣ୍ଟନ କର |
పంపిణీ,ବଣ୍ଟନ
జిల్లా,ଜିଲ୍ଲା
