English,Kannada
dichotomy,"ಕವಲೊಡೆಯುವಿಕೆ, ಅರ್ಧ"
dictionary order,ನಿಘಂಟು
difference calculus,ಭೇದಾತ್ಮಕ ಕಲನಶಾಸ್ತ್ರ
difference equation,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
difference formula,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
difference method,ಭೇದಾತ್ಮಕ ವಿಧಾನ
difference of sets,ಸೆಟ್ಗಳ ವ್ಯತ್ಯಾಸ
differentiable,ಭಿನ್ನವಾಗಬಲ್ಲ
differentiable curve,ಡಿಫರೆನ್ಷಿಯಲ್ ಕರ್ವ್
differentiable function,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
differential,"ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಟ್ರಿಯಲ್, ಇಂಟರಾಜೆನ್ಸಿ, ಡಿಫರೆನ್ಷಿಯಲ್"
differential calculus,ಭೇದಾತ್ಮಕ ಗಣಿತ
differential coefficient,ಭೇದಾತ್ಮಕ ಗುಣಾಂಕ
differential equation,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
differential form,ಭೇದಾತ್ಮಕ ಘರ್ಷಣೆ
differential formula,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
differential function,ಭೇದಾತ್ಮಕ ಕಾರ್ಯ
differential geometry,ಭೇದಾತ್ಮಕ ಜ್ಯಾಮಿತಿ
differential of higher order,ಹೆಚ್ಚಿನ ಕ್ರಮಾಂಕದ ವ್ಯತ್ಯಾಸ
differential quotient,ಭೇದಾತ್ಮಕ ವಿಭಾಗ
differentiate,ಪ್ರತ್ಯೇಕಿಸಿ
differentiation,"ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
differentiation formula,ಭೇದಾತ್ಮಕ ಸೂತ್ರ
differentiation of vector,ವೆಕ್ಟರ್ನ ವ್ಯತ್ಯಾಸ
diffusion,"ಪ್ರಸರಣ, ಪ್ರಸರಣ"
digit,"ಅಂಕಿ, ವಜ್ರ, ಬೆರಳು"
digital computer,ಡಿಜಿಟಲ್ ಕಂಪ್ಯೂಟರ್
digital data,ಆಂಕಿ ದತ್
dimension,"ವಿಸ್ತಾರ, ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ"
dimensionality,ಆಯಾಮ
dimensionless,ಆಯಾಮವಿಲ್ಲದ
dimension of an equation,ಸಮೀಕರಣದ ಆಯಾಮ
diophantine equation,ಡಯೋಫಾಂಟಸ್ ಸಮೀಕರಣ
dip angle,ಪತನದ ಕೋನ
dipolar coordinates,ದ್ವಿಧ್ರುವಿ ನಿರ್ದೇಶಾಂಕಗಳು
dipole,ದ್ವಿಧ್ರುವಿ
dipyramid (bipyramid),ಬೈಪಿರಮಿಡ್
Dirac delta function,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
direct common tangent,ಸಾಮಾನ್ಯ ಸ್ಪರ್ಶಕ
directed angle,ಬಲ ಕೋನ
directed line,ನೇರ ಲೈನ್
directional derivative,ಬಾಹ್ಯಾಕಾಶ ಉತ್ಪನ್ನ
direction cosine,"ಡಿಕೋಸಿನ್, ಡಿಕೋ-ಕೊಸೈನ್"
direction of maxima,ಗರಿಷ್ಠ ದಿಕ್ಕಿನಲ್ಲಿ
direction of projection,ಪ್ರೊಜೆಕ್ಷನ್ ನಿರ್ದೇಶನ
direction ratio,ದಿಕ್ಕಿನ ಅನುಪಾತ
director circle,ನಿಯಂತ್ರಕ ವೃತ್ತ
director sphere,ನಿಯಂತ್ರಕ ವೃತ್ತ
direct product,ಅನುಲೋಮಾ ಉತ್ಪನ್ನ
direct proof,"ನೇರ ಪುರಾವೆ, ನೇರ ಪುರಾವೆ"
direct proportion,ಅನುಕ್ರಮ ಅನುಪಾತ
directrix,ವಿಧಿ
direct sum,ಅನುಲೋಮ ಮೊತ್ತ
disconncted sets,ಬೇರ್ಪಟ್ಟ ಸೆಟ್
discontinuity,"ಸ್ಥಗಿತ, ಸ್ಥಗಿತ, ವಿರಾಮ"
discontinuity of derivative,ಉತ್ಪನ್ನದ ಸ್ಥಗಿತ
discontinuity of the first kind,ಮೊದಲ ವಿಧದ ಸ್ಥಗಿತ
discontinuity of the second kind,ಎರಡನೇ ವಿಧದ ಸ್ಥಗಿತ
discontinuous distribution,ನಿರಂತರ ವಿತರಣೆ
discontinuous function,ನಿರಂತರ ಕಾರ್ಯ
discontinuous variate,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
discrete,ಕಣಗಳು
discrete distribution,ನಿರಂತರ ವಿತರಣೆ
discrete probability distribution,ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
discrete random variable,ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
discrete sample space,ನಿರಂತರ ಮಾದರಿ ಜಾಗ
discrete set,ಪ್ರತ್ಯೇಕವಾದ ಒಟ್ಟು
discrete space,ಪ್ರತ್ಯೇಕ ಜನಸಂಖ್ಯೆ
discrete topology,ಪ್ರತ್ಯೇಕ ರಾಜ್ಯ
discrete variate,ನಿರಂತರ ವ್ಯತ್ಯಾಸ
discriminant,ವಿತರಣಾ ತೆರಿಗೆ
discriminatory analysis (=discriminant analysis),ತಾರತಮ್ಯದ ವಿಶ್ಲೇಷಣೆ
disjoint,ಬೇರ್ಪಟ್ಟ
disjoint events,ಅಸಂಬದ್ಧ ಘಟನೆ
disjoint sets,ಬೇರ್ಪಟ್ಟ ಸೆಟ್
disjoint union,ಅಸಂಯೋಜಿತ ಅಳವಡಿಕೆ
disjunction,"ವಿಂಗಡಣೆ, ತರ್ಕಬದ್ಧ ಮೊತ್ತ"
dispersion,"ಪ್ರಸರಣ, ಚದುರುವಿಕೆ"
dispersion chart,ಪ್ರಸರಣ ಚಾರ್ಟ್
dispersion constant,ಪ್ರಸರಣ ಸೂಚ್ಯಂಕ
dispersion diagram,ಪ್ರಸರಣ ರೇಖಾಚಿತ್ರ
dispersion matrix (=covariance matrix),ಪ್ರಸರಣ ಮ್ಯಾಟ್ರಿಕ್ಸ್
displacement,ಸ್ಥಳಾಂತರ
display,ಪ್ರದರ್ಶನ
display unit (=consol),ಕನ್ಸೋಲ್
dissimilar,"ಅಸಮ, ಅಸಮ"
dissipative forces,ಚದುರಿಸುವ ಶಕ್ತಿ
distance function,ದೂರ ಕಾರ್ಯ
distance modulus,ದೂರ ಮಾಡ್ಯುಲಸ್
distribution-free method,ವಿತರಕವಲ್ಲದ
distributive law,"ವಿತರಣಾ ನಿಯಮ, ವಿತರಣಾ ನಿಯಮ"
diverge,"ಚದುರಿಸಲು, ವಿಸರ್ಜಿಸಲು"
divergence,"ಭಿನ್ನತೆ, ಭಿನ್ನತೆ, ಭಿನ್ನತೆ"
divergence theorem,ಡೈವರ್ಜೆನ್ಸ್ ಪ್ರಮೇಯ
divergent,ವಿಭಿನ್ನ
divergent series,ವಿಭಿನ್ನ ಶ್ರೇಣಿ
divided difference,ವಿಭಜಿತ ವ್ಯತ್ಯಾಸ
divisibility,"ವಿಭಜನೆ, ವಿಭಜನೆ"
divisible,"ಭಾಗಿಸಬಹುದಾದ, ಭಾಗಿಸಬಹುದಾದ"
division,"ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ"
division algorithm,ವಿಭಾಗ ಅಲ್ಗಾರಿದಮ್
division ring,ವಿಭಜಿತ ಉಂಗುರ
dodecagon,ಚತುರ್ಭುಜ
dodecahedron,ದಶಭುಜ
domain,"ಡೊಮೇನ್, ಡೊಮೇನ್, ಪ್ರಾಂತ್ಯ, ಪ್ರದೇಶ"
domain of a function,ಕಾರ್ಯದ ಡೊಮೇನ್
domain of definition,ವ್ಯಾಖ್ಯಾನ-ಪ್ರಾಂತ್ಯ
domain of existence,ಅಸ್ತಿತ್ವದ ಸ್ಥಿತಿ
dominant strategy,ಅತಿಕ್ರಮಿಸುವ ಸಾಧನ
doppler effect,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
dot product,"ಪಾಯಿಂಟ್ ಉತ್ಪನ್ನ, ಸ್ಕೇಲಾರ್ ಉತ್ಪನ್ನ"
dotted curve,ಚುಕ್ಕೆಗಳ ವಕ್ರರೇಖೆ
double differentiation,ಡ್ಯುಯಲ್ ಡಿಫರೆನ್ಷಿಯಲ್
double exponential distribution,ಡಬಲ್ ಘಾತೀಯ ವಿತರಣೆ
double helix,ಡಬಲ್ ಕಾಯಿಲ್
double integral,ಬೈನರಿ ಅವಿಭಾಜ್ಯ
double integration,ಬೈನರಿ ಏಕೀಕರಣ
double limit,ಎರಡು ಮಿತಿ
double sampling plan,ಎರಡು ಮಾದರಿ ಈವೆಂಟ್
double sequence,ಎರಡು ಅನುಕ್ರಮ
double series,ಡಬಲ್ ಸರಣಿ
double suffix notation,ಎರಡು-ಲಗತ್ತಿಸಲಾದ ಸಂಕೇತ
double summation,ಎರಡು ಸಂಕಲನ
downward acceleration,ಕೆಳಮುಖ ವೇಗವರ್ಧನೆ
downward displacement,ಕೆಳಮುಖ ಸ್ಥಳಾಂತರ
downward motion,ಕೆಳಮುಖ ಚಲನೆ
downward velocity,ಕೆಳಮುಖ ವೇಗ
drag,ಎಳೆತ
drag force,ಎಳೆತ ಬಲ
dual,ಉಭಯ ದ್ವಂದ್ವತೆ
dual basis,ಡ್ಯುಯಲ್ ಬೇಸ್
dual inner product,ಎರಡು ಆಂತರಿಕ ಉತ್ಪನ್ನ
dual linear programming problem,ಡ್ಯುಯಲ್ ಲೀನಿಯರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಸಮಸ್ಯೆ
dual operation,"ಎರಡು ಕಾರ್ಯಾಚರಣೆ, ಎರಡು ಕಾರ್ಯಾಚರಣೆ"
dual problem,ಉಭಯ ಸಮಸ್ಯೆ
dual simplex algorithm,ಡ್ಯುಯಲ್ ಸಿಂಗಲ್ ಅಲ್ಗಾರಿದಮ್
dual simplex technique,ಎರಡು ಏಕ ವಿಧಾನ
dual space,ಡ್ಯುಯಲ್ ಸ್ಪೇಸ್
dual variable,ಡ್ಯುಯಲ್ ವೇರಿಯಬಲ್
dual vector space,ಡ್ಯುಯಲ್ ವೆಕ್ಟರ್ ಸ್ಪೇಸ್
dummy index,ಮೂಕ ಸೂಚ್ಯಂಕ
dummy subscript,ಮೂಕ ಅಡಿಟಿಪ್ಪಣಿ
dummy suffix,ಮೌನ ಒಪ್ಪಂದ
dummy variable,ಮೂಕ ವೇರಿಯಬಲ್
duplicator process,ನಕಲು
dynamical,ಕ್ರಿಯಾತ್ಮಕ
dynamical system,ಕ್ರಿಯಾತ್ಮಕ ವ್ಯವಸ್ಥೆ
dynamic demand function,ಡೈನಾಮಿಕ್ ಬೇಡಿಕೆ ಕಾರ್ಯ
dynamic model,ಕ್ರಿಯಾತ್ಮಕ ಮಾದರಿ
dynamic programming,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
dynamic programming approach,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ವಿಧಾನ
dynamic programming technique,ಡೈನಾಮಿಕ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ತಂತ್ರಗಳು
dynamics,"ಡೈನಾಮಿಕ್ಸ್, ಡೈನಾಮಿಕ್ಸ್"
dynamics of a particle,ಕಣದ ಡೈನಾಮಿಕ್ಸ್
dynamics of rigid bodies,ಕಠಿಣ ದೇಹದ ಡೈನಾಮಿಕ್ಸ್
earth,"ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿ, ಭೂಮಿಯ ಸಂಪರ್ಕ (ver.)"
earthquake intensity,ಭೂಕಂಪದ ತೀವ್ರತೆ
eccentricity,ವಿಕೇಂದ್ರೀಯತೆ
eclipse,ಊಹೆ
econometric forecast,ಆರ್ಥಿಕ ಮುನ್ಸೂಚನೆ
econometrician,ಅರ್ಥಶಾಸ್ತ್ರಜ್ಞ
econometrics,ಅರ್ಥಶಾಸ್ತ್ರ
economics,ಅರ್ಥಶಾಸ್ತ್ರ
edge,"ಕೋರ್, ಅಂಚು, ಕಣ್ಣೀರು"
edge of a convex set,ಎದುರಿಸುತ್ತಿರುವ ಒಟ್ಟು ಕೋರ್
efficiency factor,ದಕ್ಷತೆ ಸೂಚ್ಯಂಕ
eigen element,ವಿಶಿಷ್ಟ ಅಂಶ
eigen function,ವಿಶಿಷ್ಟ ಕಾರ್ಯ
eigen value,"ಐಜೆನ್ ಮೌಲ್ಯ, ವಿಶಿಷ್ಟ ಮೌಲ್ಯ"
eigen value equation,ವಿಶಿಷ್ಟ ಮೌಲ್ಯ ಸಮೀಕರಣ
eigen vector,"ಐಜೆನ್ ವೆಕ್ಟರ್, ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್"
elastic,ಸ್ಥಿತಿಸ್ಥಾಪಕ
elastic constant,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಎರಕಹೊಯ್ದ
elastic equilibrium,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಮತೋಲನ
elasticity,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
elasticity surface,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ ಪುಟ
electronic computer,"ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್, ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಂಪ್ಯೂಟರ್"
element,"ಅಂಶ, ಅಂಶ, ಅಂಶ"
elementary column operation,ಆರಂಭಿಕ ಕಾಲಮ್ ಕಾರ್ಯಾಚರಣೆ
elementary event,ಆರಂಭಿಕ ಘಟನೆ
elementary function,ಆರಂಭಿಕ ಕಾರ್ಯ
elementary operation,ಆರಂಭಿಕ ಕಾರ್ಯಾಚರಣೆ
elementary outcome,ಪ್ರಾಥಮಿಕ ಫಲಿತಾಂಶಗಳು
elementary probability law,ಆರಂಭಿಕ ಸಂಭವನೀಯತೆಯ ನಿಯಮ
elementary row operation,ಆರಂಭಿಕ ಸಾಲಿನ ಕಾರ್ಯಾಚರಣೆ
eliminate,"ನಾಶಮಾಡು, ನಾಶಮಾಡು"
elemination procedure,ನಿರ್ಣಯ ಪ್ರಕ್ರಿಯೆ
ellipse,"ಎಲಿಪ್ಸ್, ಎಲಿಪ್ಸ್"
ellipsoid,ಅಂಡಾಕಾರದ
ellipsoidal,ದೀರ್ಘವೃತ್ತಾಕಾರದ
ellipsoidal surface,ದೀರ್ಘವೃತ್ತಾಕಾರದ ಮೇಲ್ಮೈ
elliptical body,ದೀರ್ಘವೃತ್ತಾಕಾರದ ದೇಹ
embedding,ಎಂಬೆಡಿಂಗ್
emission,ಹೊರಸೂಸುವಿಕೆಗಳು
empirical data,ಪ್ರಾಯೋಗಿಕ ನಂಬಿಕೆ
empirical formula,ಪ್ರಾಯೋಗಿಕ ಸೂತ್ರ
empirical probability,ಪ್ರಾಯೋಗಿಕ ಸಂಭವನೀಯತೆ
empirical relation,ಪ್ರಾಯೋಗಿಕ ಸಂಬಂಧ
empty set,ಖಾಲಿ ಸೆಟ್
enclosed,ಬಂಧಿಸಲಾಗಿದೆ
encoding,"ಎನ್ಕೋಡಿಂಗ್, ಕೋಡಿಂಗ್"
endomorphism,ಪರಸ್ಪರ ಕಾರ್ಯಸಾಧ್ಯತೆ
end point,ಅಂತಿಮ ಬಿಂದು
end point of class interval,ವರ್ಗ ಮಧ್ಯಂತರದ ಅಂತಿಮ ಬಿಂದು
energy,ಶಕ್ತಿ
energy momentum component,ಶಕ್ತಿ-ಮೊಮೆಂಟಮ್ ಘಟಕ
entering variable,ಪ್ರವೇಶ ವೇರಿಯಬಲ್
enumerable set,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
enumeration,"ಎಣಿಸು, ಎಣಿಸು"
equal,"ಸಮಾನ, ಸಮಾನ, ಸಮ, ಸಮಾನ"
equality,"ಸಮಾನತೆ, ಸಮಾನತೆ"
equally likely,ಸಾಧ್ಯತೆ
equal probability selection method (=epsem),ಸಹ ಸಂಭವನೀಯತೆ ಆಯ್ಕೆ ವಿಧಾನ
equate,ಸಮಗೊಳಿಸು
equation,"ಸಮೀಕರಣ, ಸಮೀಕರಣ"
equation of first degree,ಚತುರ್ಭುಜ ಸಮೀಕರಣ
equation of second degree,ಚತುರ್ಭುಜ ಸಮೀಕರಣ
equation of third degree,ಚತುರ್ಭುಜ ಸಮೀಕರಣ
equator,"ಸಮಭಾಜಕ, ಸಮಭಾಜಕ, ಮಧ್ಯರೇಖೆ"
equicontinuous,ಸ್ಥಿರ
equilateral,ಸಮಬಾಹು
equilibrium,"ಸಮತೋಲನ, ಸಮತೋಲನ, ಸಮತೋಲನ"
equilibrium of forces,ಬಲ ಸಮತೋಲನ
equilibrium point,ಸಮತೋಲನ ಬಿಂದು
equivalence,ಸಮಾನತೆ
equivalence class,ಸಮಾನತೆಯ ವರ್ಗ
equivalence relation,ಸಮಾನತೆಯ ಸಂಬಂಧ
equivalent,"ಸಮಾನ, ಸಮಾನ (ವಿ.), ಸಮಾನ (ಸಂ)"
equivalent matrix,ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
equivalent set,ಸಮಾನ ಸೆಟ್
ergodicity,ಪ್ರವೃತ್ತಿಗಳು
error,"ದೋಷ, ತಪ್ಪು, ತಪ್ಪು, ಅಸಮರ್ಪಕತೆ"
error analysis,ದೋಷ ವಿಶ್ಲೇಷಣೆ
error code,ದೋಷ ಕೋಡ್
error coefficient,ದೋಷ ಗುಣಾಂಕ
error of mean square,ಚದರ ಅರ್ಥ ದೋಷ
error of the first kind,ಮೊದಲ ವಿಧದ ದೋಷ
error of the second kind,ಎರಡನೇ ರೀತಿಯ ದೋಷ
escape probability,ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ಸಂಭವನೀಯತೆ
escape velocity,ತಪ್ಪಿಸಿಕೊಳ್ಳುವ ವೇಗ
E. Schmidt's orthogonalization process,E. ಸ್ಮಿತ್ ಸಜ್ಜುಗೊಳಿಸುವ ಪ್ರಕ್ರಿಯೆ
escribed circle,ಬಹಿರ್ಮುಖಿ
essential,"ಅಗತ್ಯ, ಅಗತ್ಯ"
essentially unique,ವಾಸ್ತವಿಕವಾಗಿ ಅನನ್ಯ
estimate,"ನಿರ್ಣಯಿಸಲು, ನಿರ್ಣಯಿಸಲು (ver.), ನಿರ್ಣಯಿಸಲು (ed.)"
estimation method,ಅಂದಾಜು ವಿಧಾನ
Euclidean coordinate,ಯೂಕ್ಲಿಡಿಯನ್ ನಿರ್ದೇಶಾಂಕಗಳು
Euclidean domain,ಯೂಕ್ಲಿಡಿಯನ್ ಡೊಮೇನ್
Euclidean geometry,ಯೂಕ್ಲಿಡಿಯನ್ ರೇಖಾಗಣಿತ
Euclidean n-space,ಯೂಕ್ಲಿಡಿಯನ್ ಎನ್-ಸ್ಪೇಸ್
Euclidean plane,ಯೂಕ್ಲಿಡಿಯನ್ ವಿಮಾನ
Euler's theorem,ಯೂಲರ್ ಪ್ರಮೇಯ
evaluate,"ಮೌಲ್ಯಮಾಪನ, ಮೌಲ್ಯಮಾಪನ"
even,ಸಹ
even curve,ಸಹ ಕರ್ವ್
even function,ಸಹ ಕಾರ್ಯ
even multiple,ಸಹ ವಕ್ರೀಕಾರಕ
even number,ಸಮ ಸಂಖ್ಯೆ
even odd symmetry,ಬೆಸ ಸಮ್ಮಿತಿ
even permutation,ಕ್ರಮಪಲ್ಲಟನೆ ಕೂಡ
event,"ಘಟನೆ, ಸಂಚಿಕೆ"
even term,ಸಮಮಾಪನ
exact,"ನಿಖರ, ನಿಖರ, ನಿಖರವಾಗಿ"
exact chi-square test,ನಿಖರವಾದ ಚಿ-ಚದರ ಪರೀಕ್ಷೆ
exact differential,ನಿಖರವಾದ ವ್ಯತ್ಯಾಸ
exact equation,ನಿಖರವಾದ ಸಮೀಕರಣ
example,ಉದಾಹರಣೆ
exchange,ವಿನಿಮಯ
exhaustive event,ನಿರ್ದಿಷ್ಟ ಘಟನೆ
existence axiom,ಅಸ್ತಿತ್ವವಾದದ ಮೂಲತತ್ವ
existence probability(= a priori probability),ಬದುಕುಳಿಯುವ ಸಂಭವನೀಯತೆ
existence theorem,ಅಸ್ತಿತ್ವದ ಪ್ರಮೇಯ
exogenous variable,ಬಾಹ್ಯ ವೇರಿಯಬಲ್
expansion,"ಹರಡಿ, ಹರಡಿ"
expectation function,ನಿರೀಕ್ಷೆಯ ಕಾರ್ಯ
expected frequency,ನಿರೀಕ್ಷಿತ ಆವರ್ತನ
expected value,ನಿರೀಕ್ಷಿತ ಮೌಲ್ಯ
experiment,ಪ್ರಯೋಗ
experimental error,"ಪ್ರಾಯೋಗಿಕ ದೋಷ, ಪ್ರಾಯೋಗಿಕ ದೋಷ"
explanation,"ವಿವರಣೆ, ವಿವರಣೆ"
explicit equation,ಸ್ಪಷ್ಟ ಸಮೀಕರಣ
explicit form,ಸ್ಪಷ್ಟವಾಗಿ
explicit function,ಸ್ಪಷ್ಟ ಕಾರ್ಯ
explicit solution,ಸ್ಪಷ್ಟ ಪರಿಹಾರ
exponent,ಘಾತ
exponential curve,ಘಾತೀಯ ಕರ್ವ್
exponential density function,ಘಾತೀಯ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
exponential distribution,ಘಾತೀಯ ವಿತರಣೆ
exponential equation,ಘಾತೀಯ ಸಮೀಕರಣ
exponential function,ಘಾತೀಯ ಕಾರ್ಯ
exponential growth,"ಘಾತೀಯ ಬೆಳವಣಿಗೆ, ಘಾತೀಯ ಬೆಳವಣಿಗೆ"
exponential law,ಘಾತೀಯ ನಿಯಮ
exponential map,ಘಾತೀಯ ನಕ್ಷೆ
exponential series,"ಘಾತೀಯ ಸರಣಿ, ಘಾತೀಯ ಸರಣಿ"
expression,"ಅಭಿವ್ಯಕ್ತಿ, ಅಭಿವ್ಯಕ್ತಿ, ಮುಖಭಾವ, ಅಭಿವ್ಯಕ್ತಿ"
extended interval,ವಿಸ್ತೃತ ಮಧ್ಯಂತರ
extended real line,ವರ್ಧಿತ ನೈಜ ರೇಖೆ
extended real number system,ವಿಸ್ತೃತ ನೈಜ ಸಂಖ್ಯೆ ವ್ಯವಸ್ಥೆ
extension of a mapping,ಮ್ಯಾಪಿಂಗ್ ವಿಸ್ತರಣೆ
exterior angle,ಬಾಹ್ಯ ಕೋನ
exterior area,ಹೊರ ವಲಯ
exterior point,ಬಾಹ್ಯ ಬಿಂದು
external,ಬಾಹ್ಯ
extrapolation of trend value,ಮುನ್ಸೂಚನೆಯ ಮೌಲ್ಯದ ಎಕ್ಸ್ಟ್ರಾಪೋಲೇಶನ್
extrapolation technique,ಹೊರತೆಗೆಯುವ ತಂತ್ರ
extremal value,ಗರಿಷ್ಠ ಮೌಲ್ಯ
extreme,"ವಿಪರೀತ, ಅಂತ್ಯ, ತೀವ್ರ, ಪರಾಕಾಷ್ಠೆ"
extreme point,ಉನ್ನತ ಶಿಖರ
extreme point of convex set,ವಿರುದ್ಧ ಗುಂಪಿನ ತೀವ್ರ ಬಿಂದು
extremum of a function,ಕಾರ್ಯದ ವಿಪರೀತ ಮೌಲ್ಯ
extremum property,ವಿಪರೀತ ಗುಣಲಕ್ಷಣಗಳು
face,"ಮುಖ, ಬದಿ, ಮುಂಭಾಗ"
face value,ಮುಖ ಬೆಲೆ
factor,"ಘಟಕ, ಅಂಶ, ಅಂಶ, ಷರತ್ತು"
factor analysis,ಅಂಶ ವಿಶ್ಲೇಷಣೆ
factored,ಛಿದ್ರಗೊಂಡಿದೆ
factorial,ಅಪವರ್ತನೀಯ
factorial design,ಬಹು ಅಂಶ ವಿನ್ಯಾಸ
factorization,ಅಪವರ್ತನೀಕರಣ
factorise,ಅಂಶಕ್ಕೆ
fair game,ನ್ಯಾಯದ ಆಟ
FALSE,"ವರ್ಚುವಲ್, ತಪ್ಪು, ಕೋಡ್"
family,"ಕುಟುಂಬ, ಕುಟುಂಬ, ಕುಲ, ಕುಟುಂಬ"
family of circles,ಒಟ್ಟು ವೃತ್ತ
family curves,ಕರ್ವ್ ಒಟ್ಟು
family of functions,ಕಾರ್ಯಗಳ ಕುಟುಂಬ
family of lines,ಒಟ್ಟು ಸಾಲು
facsimile,ಪ್ರತಿಕೃತಿ
F-distribution,ಎಫ್-ವಿತರಣೆ
feasible basic solution,ಸ್ಥಿರವಾದ ಮೂಲ ಪರಿಹಾರ
feasible solution,ಹೊಂದಾಣಿಕೆಯ ಪರಿಹಾರ
feed back,"ರೀಚಾರ್ಜ್, ಮರುಹೂಡಿಕೆ"
Fermat principle,ಫೆರ್ಮಾ ಕಾನೂನು
Fermat's theorem,ಫೆರ್ಮಾ ಪ್ರಮೇಯ
Fermi-Dirac statistics,ಫರ್ಮಿ-ಡಿರಾಕ್-ಅಂಕಿಅಂಶ
Fibonacci number,ಫಿಬೊನಾಕಿ ಸಂಖ್ಯೆಗಳು
Fibonacci series,ಫಿಬೊನಾಕಿ ಶ್ರೇಣಿ
field,"ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರ, ಕ್ಷೇತ್ರ"
final velocity,ಅಂತಿಮ ವೇಗ
finite,"ಸೀಮಿತ, ಸೀಮಿತ"
finite basis,ಸೀಮಿತ ಬೇಸ್
finite decimal,ಸೀಮಿತ ದಶಮಾಂಶ
finite difference,ಸೀಮಿತ ವ್ಯತ್ಯಾಸ
finite difference method,ಸೀಮಿತ ವ್ಯತ್ಯಾಸ ವಿಧಾನ
finite dimensional,ಸೀಮಿತ ಆಯಾಮದ
finite dimensional vector space,ಸೀಮಿತ ಆಯಾಮದ ವೆಕ್ಟರ್
finite game,ಸೀಮಿತ ಆಟ
finite geometry,ಸೀಮಿತ ರೇಖಾಗಣಿತ
finite intersection,ಸೀಮಿತ ಅವಿಭಾಜ್ಯ
finite many,ಸೀಮಿತತೆ
finite Markov chain,ಸೀಮಿತ ಮಾರ್ಕೊವ್ ಸರಪಳಿ
finiteness proof,ಸೀಮಿತತೆಯ ಪುರಾವೆ
finite number,ಸೀಮಿತ ಸಂಖ್ಯೆ
finite population,ಸೀಮಿತ ಜನಸಂಖ್ಯೆ
finite probability,ಸೀಮಿತ ಸಂಭವನೀಯತೆ
finite series,ಅಂತಿಮ ದರ್ಜೆ
finite set,ಸೀಮಿತ ಸೆಟ್
finite velocity,ಸೀಮಿತ ವೇಗ
finite volume,ಸೀಮಿತ ಪರಿಮಾಣ
fitting,"ಮಿಶ್ರಣ, ಸರಿಹೊಂದಿಸಿ"
fitting of curve,ಕರ್ವ್ ಹೊಂದಾಣಿಕೆ
fitting of straight line,ನೇರ ರೇಖೆಯ ಹೊಂದಾಣಿಕೆ
fixed point theorem,ಸ್ಥಿರ ಬಿಂದು ಪ್ರಮೇಯ
fixed sample,ಸ್ಥಿರ ಮಾದರಿ
flight velocity,ಹಾರಾಟದ ವೇಗ
floating point arithmetic,ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಲೆಕ್ಕಾಚಾರ
floating point system,"ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಸಿಸ್ಟಮ್, ಫ್ಲೋಟಿಂಗ್ ಪಾಯಿಂಟ್ ಸಿಸ್ಟಮ್"
flow chart,ಹರಿವಿನ ಚಾರ್ಟ್
flow velocity,ಹರಿವಿನ ವೇಗ
fluid dynamics,ದ್ರವ ಡೈನಾಮಿಕ್ಸ್
focal,"ಫೋಕಲ್, ಕಾನ್ಫೋಕಲ್, ಫೋಕಲ್"
