Hindi,Odiya
" काउंसेल ,परामर्श देना,मंत्रणा देना",ପରାମର୍ଶ
" परामर्श, परामर्श सेवा, उपबोधन",କାଉନସେଲିଂ
" काउंटर,पटल ,प्रति,जवाबी ,गणित्र",କାଉଣ୍ଟର
जवाबी कार्रवाई,କାଉଣ୍ଟର କାର୍ଯ୍ୟ
"प्रति-शपथपत्र,जवाबी हलफ़नामा",କାଉଣ୍ଟର ଆଫିଡେଭିଟ୍ |
प्रत्यारोप,କାଉଣ୍ଟର ଚାର୍ଜ |
प्रतिदावा,କାଉଣ୍ଟର ଦାବି
"जाली मुद्रा, जाली करेंसी",ନକଲି ମୁଦ୍ରା |
" जालसाजी , कूटकरण",ନକଲି
"प्रतिपर्ण,अधपन्ना",Cauterfel
प्रतिप्रस्ताव,କାଉଣ୍ଟର ଅଫର୍ |
प्रतिहस्ताक्षर करना,କାଉଣ୍ଟରଜିନ୍ସ |
"बलात् राजपरिवर्तन, तख्ता-पलट",ପୁଲୱାମା ଆକ୍ରମଣ
कूपन,କୁପନ୍ |
"वार्ताहर,कूरियर",କ୍ୟୁରିଅର୍
कूरियर सेवा,କ୍ୟୁରିଅର୍ ସେବା
" मार्ग,दिशा ,क्रम,,प्रक्रिया , पाठ्यक्रम",ପାଠ୍ୟକ୍ରମ
पाठ़्यक्रम,ଅଧ୍ୟୟନର ପାଠ୍ୟକ୍ରମ
"अदालती मामला, न्यायालयी प्रकरण",କୋର୍ଟ କେସ୍
"सौजन्य,शिष्‍टाचार",ସ es ଜନ୍ୟ
लघुवाद न्यायालय,ଛୋଟ କାରଣର କୋର୍ଟ |
प्रसंविदा,ଚୁକ୍ତି
" आवरण,लिफ़ाफ़ा , संरक्षण",ଆବରଣ |
" व्याप्ति , संरक्षण , समावेशन, कवरेज",କଭରେଜ୍
सहपत्र,ଅକ୍ଷର ଅକ୍ଷର
"सहज्ञापन, सहमेमो",ମେମୋ ଆଚ୍ଛାଦନ କରେ |
सह टिप्पणी,ନୋଟ୍ ନୋଟ୍ |
द्रुत कार्यक्रम,କ୍ରାସ୍ ପ୍ରୋଗ୍ରାମ୍ |
नवोन्नत वर्ग,କ୍ରିମି ସ୍ତର |
"सर्जन, रचना, निर्माण",ସୃଷ୍ଟି
सर्जनात्मक,ସୃଜନଶୀଳ |
"सर्जनशीलता, सर्जनात्मकता",ସୃଜନଶୀଳତା
"शिशु सदन,बालवाड़ी",କିରେ
प्रत्ययपत्र समिति,ପରିଚୟପତ୍ର କମିଟି |
"विश्‍वसनीयता,साख",ବିଶ୍ୱସନୀୟତା
" ऋण, उधार ,साख ,जमा",କ୍ରେଡିଟ୍
"प्रशंसनीय,सराहनीय",କ୍ରେଡିଟ୍
जमा संज्ञापन,କ୍ରେଡିଟ୍ ପରାମର୍ଶ |
बचत और उधार समिति,କ୍ରେଡିଟ୍ ଏବଂ ଥ୍ରିଫ୍ଟ ସମାଜ |
क्रेडिट कार्ड,କ୍ରେଡିଟ୍ କାର୍ଡ଼
"उधार सुविधाएं, ऋण सुविधाएं",କ୍ରେଡିଟ୍ ସୁବିଧା
जमा प्रविष्‍टि,କ୍ରେଡିଟ୍ ଏଣ୍ଟ୍ରି
जमा पत्र,କ୍ରେଡିଟ୍ ଟିପ୍ପଣୀ
"लेनदार,ऋणदाता",କ୍ରେସର୍ମର
दाह संस्कार,ଶବଦାହ
"श्‍मशान भूमि, शवदाहगृह",ଶବଦାହ ଭୂମି
कर्मीदल,କ୍ରୁ
अपराध,ଅପରାଧ
आपराधिक विश्‍वास भंग,ବିଶ୍ୱାସର ଅପରାଧ ଉଲ୍ଲଂଘନ |
"दंड न्यायालय, फ़ौजदारी अदालत",ଅପରାଧିକ କୋର୍ଟ |
"आपराधिक उपेक्षा, घोर उपेक्षा",ଅପରାଧିକ ଅବହେଳା |
"दंडनीय अपराध, दांडिक अपराध",ଅପରାଧିକ ଅପରାଧ |
दंड प्रक्रिया संहिता,ଅପରାଧିକ ପ୍ରଣାଳୀ କୋଡ୍ |
संकट,ସଙ୍କଟ
संकट प्रबंधन,ସଙ୍କଟ ପରିଚାଳନା
"मानदंड,कसौटी",ମାନଦଣ୍ଡ
आलोचना,ସମାଲୋଚନା
" क्रॉस लगाना;काट देना , संकर,",କ୍ରସ୍
संकर नस्ल,କ୍ରସ୍ ପ୍ରଜାତି
दुतरफ़ा पड़ताल,କ୍ରସ୍ ଯାଞ୍ଚ |
"क्रॉस चैक,रेखित चैक",କ୍ରସ୍ ଚେକ୍ |
प्रतिपरीक्षा;जिरह,କ୍ରସ୍ ପରୀକ୍ଷା
परस्पर संदर्भ,କ୍ରସ୍ ରେଫରେନ୍ସ
पक्षांतर मतदान,ବହିଷ୍କାର
निर्णायक तिथि,ବହୁମୂଲିକ ତାରିଖ
" कच्चा;अपरिष्कृत, अशोधित , अशिष्‍ट ",ଅଶୋଧିତ
आपराधिक मानव वध,କୁଲିପେବଲ୍ ହୋମିଡ୍ |
" अपराधी,दोषी , अभियुक्‍त",ଦୋଷୀ
" खेती , कृषि , संवर्धन",ଚାଷ
सांस्कृतिक विनिमय कार्यक्रम,ସାଂସ୍କୃତିକ ବିନିମୟ କାର୍ଯ୍ୟକ୍ରମ |
संचयी,ଜମୁଲେଟିଭ୍ |
"मुद्रा, करेंसी",ମୁଦ୍ରା |
मुद्रा विनिमय,ମୁଦ୍ରା ବିନିମୟ
करेंसी नोट,ମୁଦ୍ରା ଟିପ୍ପଣୀ
"चालू,प्रचलित, वर्तमान",ସାମ୍ପ୍ରତିକ
चालू खाता,ସାମ୍ପ୍ରତିକ ଆକାଉଣ୍ଟ୍ |
वर्तमान कर्तव्यभार,ସାମ୍ପ୍ରତିକ କାର୍ଯ୍ୟଗୁଡିକ |
"चालू सत्र,चालू अधिवेशन",ସାମ୍ପ୍ରତିକ ଅଧିବେଶନ |
जीवनवृत्‍त,ପାଠ୍ୟକ୍ରମ ଭିଟା |
कम करना,କୋର୍ଟସେଲ
अभिरक्षक,ରକ୍ଷକ
" अभिरक्षा ,हिरासत",ହେପାଜତ
"रूढ़ि, प्रथा",କଷ୍ଟମ୍
सीमा शुल्क,କଷ୍ଟମ୍
"रूढिगत, प्रथागत",ପ୍ରଥା
प्रथागत प्रक्रिया,ପାରମ୍ପାରିକ ପଦ୍ଧତି |
सीमा शुल्क,କଷ୍ଟମ୍ ଡ୍ୟୁଟି |
"ग्राहक,गाहक",ଗ୍ରାହକ
ग्राहक हितैषी,ଗ୍ରାହକ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ |
सीमा-शुल्क जाँच,କଷ୍ଟମ୍ ପରୀକ୍ଷା
कम करना,କାଟିଦେବା
कटौती-प्रस्ताव,କାଟିବା
विभेदक तिथि,ତାରିଖ କାଟିବା
चक्र,ଚକ୍ର
दैनिक,ପ୍ରତିଦିନ |
दैनिक भत्‍ता,ଦ Daily ନିକ ଭତ୍ତା
"दैनिक डायरी,दैनिकी,दैनंदिनी, रोजनामचा",ଦ Daily ନିକ ଡାଏରୀ |
दैनिक रजिस्टर,ଦ Daily ନିକ ରେଜିଷ୍ଟର |
दैनिक रिपोर्ट,ଦ Daily ନିକ ରିପୋର୍ଟ
"दैनिक कार्य,रोज़ का काम",ଦ Daily ନିକ ରୁଟିନ୍ |
"दैनिक मज़दूरी,दिहाड़ी",ଦ daily ନିକ ବେତନ
डाक स्तर,DAK ପର୍ଯ୍ୟାୟ |
डाक ट्रे,ଧର
"क्षति, हानि, नुकसान",କ୍ଷତି
" नुक़सानी  , हर्जाना",କ୍ଷତି
खतरनाक,ବିପଜ୍ଜନକ |
"साहसी, साहसिक, निर्भीक",ସାହସୀ
"आधार सामग्री;आंकड़े,डाटा",ତଥ୍ୟ
आकंडा बैंक,ଡାଟା ବ୍ୟାଙ୍କ |
आंकड़ा संचय,ତଥ୍ୟ ବେସ
" आंकड़ा संग्रहण , आधार-सामग्री संग्रहण",ତଥ୍ୟ ସଂଗ୍ରହ
आंकडा भरण,ତଥ୍ୟ ଖାଇବାକୁ
आंकड़ा संसाधन,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |
"दिनांक,तारीख़,तिथि",ତାରିଖ
"आगमन तिथि,आने की तारीख़",ଆସିବାର ତାରିଖ
जन्म तिथि,ଜନ୍ମଦିନ
"प्रस्थान तारीख,जाने की तारीख़",ପ୍ରସ୍ଥାନ ତାରିଖ
"कार्यमुक्‍ति तारीख,  छुट्टी की तारीख",ଡିସଚାର୍ଜ ତାରିଖ |
परिपक्वता तारीख,ପରିପକ୍ୱତା ତାରିଖ
"प्राप्ति तारीख, प्राप्ति तिथि",ରସିଦ ତାରିଖ
"तारीख़ मोहर, दिनांकन",ତାରିଖ ଷ୍ଟାମ୍ପ |
अनावासी छात्र,ଦିନ ସ୍କୋଲାର୍ |
दिन की पारी,ଦିନ ଶିଫ୍ଟ |
रियायती दिन,ଅନୁଗ୍ରହର ଦିନ |
"दैनंदिन कार्य, रोजमर्रा का काम",ଦିନ କାମକୁ ଦିନ |
निष्क्रिय खाता,ମୃତ ଖାତା
समय सीमा,ସମୟସୀମା
गतिरोध,ଜଳଖିଆ
जड़ स्टॉक रजिस्टर,ଡେଡ୍ ଷ୍ଟକ୍ ରେଜିଷ୍ଟର |
कुल भार,ମୃତ ଓଜନ
" सौदा ,व्यवहार करना",କାରବାର
संबंधित सहायक,ସହାୟକ କାରବାର |
"व्यवहार,लेनदेन",କାରବାର
पुण्यतिथि,ମୃତ୍ୟୁ ବାର୍ଷିକୀ |
महंगाई भत्‍ता,ପ୍ରିୟତା ଭତ୍ତା |
मृत्यु हितलाभ,ମୃତ୍ୟୁ ଲାଭ
मृत्यु-सह-निवृत्‍ति उपदान,ମୃତ୍ୟୁ-ଜମ୍-ଅବସର ଗ୍ରାଟେରୀତା |
सेवा के दौरान मृत्यु,ସେବାରେ ମୃତ୍ୟୁ
प्राधिकार निरसन,ଡାଉଟରଜୋଜାଓନିନ୍ |
"रोकना,विवर्जित करना ",ଦେବର
"नामे,नामे डालना",ଡେବିଟ୍
नामे संज्ञापन,ଡେବିଟ୍ ପରାମର୍ଶ |
ऋण,ରୂଣ
ऋण प्रबंधन,Debt ଣ ପରିଚାଳନା
"ऋणी, देनदार",Deb ଣଦାତା
"मृत, मृतक, दिवंगत",ମୃତ
शिष्‍टता,ଶାସନ
विकेंद्रीकरण,ବିକେନ୍ଦ୍ରୀକରଣ
निर्णायक कारक,ନିଷ୍ପତ୍ତି ନେବେ
"निर्णय,फैसला;विनिश्‍चय ",ନିଷ୍ପତ୍ତି
निर्णयन,ନିର୍ଣ୍ଣୟ ନେବା
निर्णयन प्रक्रिया,ନିଷ୍ପତ୍ତି ନେବା ପ୍ରକ୍ରିୟା |
घोषणा,ଘୋଷଣା
आय की घोषणा,ଆୟର ଘୋଷଣା |
घोषित मूल्य,ଘୋଷିତ ମୂଲ୍ୟ |
"सशपथ घोषित करना,शपथपूर्वक घोषणा करना",ଶପଥ କର
कूट वाचन,ଡିକୋଡ୍ କରନ୍ତୁ |
"विनियंत्रण, नियंत्रण हटाना",ଡେକଣ୍ଟ୍ରୋଲ୍ |
शिष्‍टता;शालीनता;मर्यादा,ବିଗାମୀ
"घटत,कमी",କମିବା
"डिगरी,डिक्री",ଏହି ପରିସେଇ
समर्पण,ସମର୍ପଣ
कटौती-योग्य,ରିହାତି
"कटौती,घटाव",ରିହାତି
स्रोत पर कटौती,ଉତ୍ସରେ ରିହାତି
वेतन से कटौती,ଦରମାରୁ ରିହାତି
विलेख,କାର୍ଯ୍ୟ
बंधक विलेख,ବନ୍ଧକ କାର୍ଯ୍ୟ
मानित विश्‍वविद्‌यालय,ବିଶ୍ୱବିଦ୍ୟାଳୟ ବୋଲି ବିବେଚନା କରାଯାଏ |
"विरूपित करना, विकृत करना",ବଦନାମ
वस्तुतः,ଦେ ଫ୍ୟାକ୍ଟୋ
ग़बन,ନକଲ
मानहानि,ବଦନାମ
" चूक,व्यतिक्रम ,बक़ाया",ଡିଫଲ୍ଟ |
" चूक करने वाला ,बक़ायादार,बाक़ीदार",ଡିଫଲ୍ଟର |
"सदोष, त्रुटिपूर्ण",ତ୍ରୁଟିଯୁକ୍ତ
" रक्षा,बचाव ,प्रतिवाद ",ପ୍ରତିରକ୍ଷା
बचाव काउंसेल,ପ୍ରତିରକ୍ଷା ଉପଦେଶ
रक्षा-उत्पादन,ପ୍ରତିରକ୍ଷା ଉତ୍ପାଦନ |
प्रतिवादी,ଅଭିଯୁକ୍ତ
आस्थगित करना,ସ୍ଥଗିତ ରଖ |
आस्थगित व्यय,ସ୍ଥଗିତ ଖର୍ଚ୍ଚ
अवज्ञा,ଅବମାନନା
"घाटा,कमी",ନିଅଣ୍ଟ
घाटे का बजट,ନିଅଣ୍ଟ ବଜେଟ୍ |
" निश्‍चित करना ,परिभाषा देना",ପରିଭାଷିତ କରନ୍ତୁ
अवज्ञा करना,ଅଟୋ
" पद घटाना,ग्रेड घटाना , निम्नीकरण",ଭିକେସନ୍
" डिग्री,उपाधि, उपाधिपत्र ,मात्रा ,अंश ,कोटि,घात",ଡିଗ୍ରୀ
विधितः,ନିର୍ବନ୍ଧ
विलंब,ବିଳମ୍ବ
" प्रतिनिधि ,प्रत्यायोजित करना",ପ୍ରତିନିଧୀ |
प्रत्यायोजित प्राधिकार,ପ୍ରତିନିଧୀ କର୍ତ୍ତୃପକ୍ଷ |
" प्रतिनिधि मंडल, शिष्‍टमंडल ,प्रत्यायोजन",ପ୍ରତିନିଧୀ
शक्‍तियों का प्रत्यायोजन,ଶକ୍ତିର ପ୍ରତିନିଧୀ |
"हटाना, निकालना",ବିଲୋପ କରନ୍ତୁ |
"लोप,हटा दिया जाना",ବିଲୋପାଘ
जानबूझकर,ଜାଣିଶୁଣି |
विचार-विमर्श,ବିଚାରପତି
" लाइसेंस रद्‌द करना,लाइसेंस हटाना",ଦେଦକାର କରିବା |
परिसीमन,ପ୍ରତାରଣା
" देना,सौंपना ,जन्म देना,जनना",ବିତରଣ କର |
" वितरण, सुपुर्दगी, परिदान ,प्रसव",ବିତରଣ
"मांग,अभियाचना",ଚାହିଦା
मांग नोट,ଟିପ୍ପଣୀ ଟିପ୍ପଣୀ ଟିପ୍ପଣୀ |
सीमांकन,ଛକ
अर्ध-शासकीय,Demi-garieruler
लोकतंत्र,ଗଣତନ୍ତ୍ର
" प्रदर्शन , निदर्शन ,निरूपण",ପ୍ରଦର୍ଶନ
"मनोबल-ह्रास, नैतिक पतन",ଗଣନିରୋଗରକରଣ
"विलंब-शुल्क,डेमरेज",ଡେମୁରିଜ୍ |
" इनकार, नकार , प्रत्याख्यान ",ଅସ୍ୱୀକାର
" अभिधान ,अंकित मूल्य , मूल्यवर्ग , पंथ",ନାମ
नए सिरे से,ଦେ ନୋଭୋ |
" प्रत्याख्यान करना ,नकारना",ଅସ୍ୱୀକାର କର |
" प्रस्थान करना,रवाना होना ,विचलित होना,हटना ,दिवंगत होना",ବିଦାୟ
विभाग,ବିଭାଗ
विभागीय,ବିଭାଗୀୟ
विभागीय कार्रवाई,ବିଭାଗୀୟ କାର୍ଯ୍ୟ
विभागीय जांच,ବିଭାଗୀୟ ଅନୁସନ୍ଧାନ |
विभागीय जांच-पड़ताल,ବିଭାଗୀୟ ଅନୁସନ୍ଧାନ
विभागीय अनियमितता,ବିଭାଗୀୟ ଅନିୟମିତତା |
विभागीय पुस्तकालय,ବିଭାଗୀୟ ଲାଇବ୍ରେରୀ |
विभागीय उपेक्षा,ବିଭାଗୀୟ ଅବହେଳା |
विभागीय अनुमति,ବିଭାଗୀୟ ଅନୁମତି
विभागीय अर्हक परीक्षा,ବିଭାଗୀୟ ଯୋଗ୍ୟତା ପରୀକ୍ଷା |
" प्रस्थान ,  विचलन",ପ୍ରସ୍ଥାନ
आश्रितता प्रमाणपत्र,ନିର୍ଭରଶୀଳତା ପ୍ରମାଣପତ୍ର
आश्रित,ନିର୍ଭରଶୀଳ |
आश्रित संतान,ନିର୍ଭରଶୀଳ ପିଲାମାନେ |
परिनियोजित करना,ନିୟୋଜନ କରନ୍ତୁ |
अभिसाक्षी,ଭିକ୍ଟର |
"देश-निकाला,विवासन",ନିର୍ବାସନ
अभिसाक्ष्य देना,କ୍ଷତିପୂରଣ
"निक्षेप,जमा",ଜମା
"डिपो,आगार",ଡିପୋ
"मूल्यह्रास,अवक्षय",ଅବିଶ୍ୱାସନୀୟ
दलित वर्ग,ଉଦାସୀନ ଶ୍ରେଣୀ |
वंचित करना,ବଞ୍ଚିତ
" प्रतिनियुति , शिष्‍टमंडल",ପ୍ରତିନିଧିତ୍
प्रतिनियुक्‍ति भत्‍ता,ଡେପୁଟେସନ୍ ଭତ୍ତା
उप,ଡେପୁଟି
विपंजीकृत,ପଞ୍ଜୀକୃତ |
कर्तव्य की अवहेलना,ଡ୍ୟୁଟିର ଦି
वि-आरक्षण,ନିର୍ଯ୍ୟାତନା
" अनादर , अल्पीकरण",ପୁନରୁତ୍ଥାନ
अनादरसूचक,ଅପମାନଜନକ
अनादरसूचक अभ्युक्‍ति,ଅପମାନଜନକ ଟିପ୍ପଣୀ |
वंशज,ବଂଶଧର
"वर्णन,विवरण",ବର୍ଣ୍ଣନା
सुपात्र,ଯୋଗ୍ୟ
"अभिकल्प,डिज़ाइन",ଡିଜାଇନ୍
" नामोद्‌दिष्‍ट करना, नामोद्‌दिष्‍ट , मनोनीत, अभिहित करना",ନିଯୁକ୍ତ କରନ୍ତୁ |
पदनाम,ନିଯୁକ୍ତ
"प्रेषण,रवानगी,प्रेषित करना,रवाना करना,भेजना",ପଠନ
" प्रेषण नोट ,रवानगी पत्र",ଡେସପ୍ୟାଚ୍ ନୋଟ୍ |
प्रेषण रजिस्टर,ପଠନ ରେଜିଷ୍ଟର |
" गंतव्य , लक्ष्य",ଗନ୍ତବ୍ୟସ୍ଥଳ
"निराश्रित, बेसहारा",ଦରିଦ୍ର
" ब्योरा , काम पर भेजना",ସବିଶେଷ
"विस्तृत, ब्योरेवार",ବିସ୍ତୃତ
पता लगाना,ଚିହ୍ନଟ କର |
" निरोध , रोक देना ",ବନ୍ଦନା
"नजरबंद, निरूद्‌ध व्यक्‍ति",ଡିସେନୁ |
" निर्धारण , अवधारण ,संकल्प",ନିଷ୍ଠା
प्रतिवारण,ନିବେଦନ
अहित,କ୍ଷତିକାରକ
अहितकर,କ୍ଷତିକାରକ |
अवमूल्यन,ମୂଲ୍ୟ ହ୍ରାସ
"विध्वंस,विनाश",ବିନାଶ
विकास,ବିକାଶ
विचलित होना,ବିଚ୍ୟୁତ
" युक्‍ति , साधन",ଉପକରଣ
निष्ठा,ଭକ୍ତି
निदान करना,ନିରାକରଣ
आरेख,ଚିତ୍ର
"डायरी, दैनिकी,दैनंदिनी",ଡାଏରୀ
"श्रुतलेख,बोलकर लिखाना",ନିର୍ଦ୍ଦେଶ
"अकार्य दिवस,अदिन",ଅଣ ମୁସ୍ କରେ |
आहार,ଡାଏଟ୍
"सार-संग्रह,चयनिका",ହଜମ କରନ୍ତୁ |
गरिमापूर्ण,ସମ୍ମାନିତ
गरिमा,ସମ୍ମାନ
विषयांतरण,ଖୋଳା
विलंबकारी,ଦିଲାଟନକାରୀ
दुविधा,ଦ୍ୱନ୍ଦ୍ୱ
"अध्यवसायी,परिश्रमी",ପରିଶ୍ରମୀ
"विमा,विस्तार",ପରିମାପ
डिप्लोमा,ଡିପ୍ଲୋମା
" राजनय ,कूटनीति",କୂଟନୀତି |
राजनयिक उन्मुक्‍ति,କୂଟନ omatic ତିକ ରୋଗୀତା |
" प्रत्यक्ष,सीधा ,निदेश देना",ସିଧାସଳଖ |
सीधी प्रतियोगिता,ସିଧାସଳଖ ପ୍ରତିଯୋଗିତା |
सीधा साक्षात्कार,ସିଧାସଳଖ ସାକ୍ଷାତକାର |
"निदेश,निदेशन",ଦିଗ
निर्देशिका,ଡିରେକ୍ଟୋରୀ
सीधे भर्ती(व्यक्‍ति),ସିଧାସଳଖ ନିଯୁକ୍ତି |
नांमजूर करना,ଅନୁମୋଦିତ
" अशक्‍ततता  , निर्योग्यता , अपंगता, अपांगता",ଅକ୍ଷମତା
अशक्‍त व्यक्‍ति,ଅକ୍ଷମ ବ୍ୟକ୍ତି
" अशक्‍तता हित लाभ , अपंगता हित लाभ, अपांगता हितलाभ",ଅକ୍ଷମତା ଲାଭ
अपहित,ଅସୁବିଧା
"असहमत होना,असहमति",ସହମତ ନୁହେଁ
नामंजूर,ଅନୁମୋଦିତ |
निरनुमोदन,ନାପସନ୍ଦ
विपदा,ବିପର୍ଯ୍ୟୟ |
विपदा प्रबंधन,ବିପର୍ଯ୍ୟୟ ପରିଚାଳନା
"तोड़ देना,भंग करना",ବିଚ୍ଛିନ୍ନ କର |
संवितरण,ବିବାଦ
"अलग करना,हटा देना, निकाल देना, व्यक्‍त करना",ପରିତ୍ୟାଗ କରନ୍ତୁ |
"  निर्वहन, पालन ,ऋण उन्मोचन , सेवा-मुक्‍ति, कार्य-मुक्‍ति ,  छुट्‌टी",ମୁକ୍ତି
छुट्टी की पर्ची,ଡିସଚାର୍ଜ ସ୍ଲିପ୍ |
अनुशासनिक कार्रवाई,ଶୃଙ୍ଖଳାଗତ କାର୍ଯ୍ୟ
अनुशासनिक प्रकिया,ଶୃଙ୍ଖଳାଗତ ପ୍ରଣାଳୀ |
अनुशासन,ଅନୁଶାସନ
" दावा छोड़ना, दावा त्यागना ,अस्वीकार करना",ପ୍ରତ୍ୟାଖ୍ୟାନ |
"प्रकटन, प्रकटीकरण",ପ୍ରକାଶ
असंतोष,ଅସମ୍ମାନ
" समापन , समाप्ति, रोक",ବନ୍ଦ
"बंद करना, रोकना, समाप्त करना",ବନ୍ଦ କରନ୍ତୁ
"अनबन, मतभेद",ମୁକ୍ତି
"बट्टा, छूट",ରିହାତି
"खोजना, पता लगाना",ଆବିଷ୍କାର କରନ୍ତୁ |
" अविश्‍वसनीय मानना,साख गिराना",ଅସମ୍ମାନ
विसंगति,ଅସଙ୍ଗତି
विवेक,ବିବେକ
विवेकानुदान,ବିବେକ ଅନୁଦାନ
विवेकाधिकार,ବିଚକ୍ଷଣ ଶକ୍ତି
"भेदभाव, विभेद",ଭେଦଭାବ
" विचार-विमर्श,चर्चा ,बहस",ଆଲୋଚନା
बेईमान,ଅସାଧୁ
"  अस्वीकार करना, नकारना ,अनादर करना",ଅପମାନ
विघटन,ବିଚ୍ଛିନ୍ନତା
डिस्क,ଡିସ୍କ
" विस्थापन , विस्थानन , अस्तव्यस्त हो जाना",ସ୍ଥାନାନ୍ତର
निष्ठाहीन,ଅବିଶ୍ୱାସ
" पदच्युत करना,बरख़ास्त करना ,खारिज करना",ବରଖାସ୍ତ
"पदच्युति,बरख़ास्तगी",ବରଖାସ୍ତ
बरख़ास्तगी प्रकिया,ବରଖାସ୍ତ ପଦ୍ଧତି |
"आज्ञा न मानना,अवज्ञा करना",ଅବମାନନା
" अव्यवस्था,गड़बड़ी, शांति भंग",ବିଶୃଙ୍ଖଳା |
अव्यवस्थित करना/होना,ଅବସାନିଜଜ୍
असमानता,ପାର୍ଥକ୍ୟ
प्रेषण अनुभाग,ପଠାଇବା ବିଭାଗ |
परिहार्य,ବିତରଣ ଯୋଗ୍ୟ
"विसर्जित होना,तितर-बितर करना या होना",ବିସର୍ଜନ କର |
विस्थापित,ବିସ୍ଥାପିତ |
" सज्जा, सजावट , प्रदर्शन, प्रदर्शित करना",ପ୍ରଦର୍ଶନ
"अप्रसाद,नाखुशी",ଅସଦାଚରଣ
" निपटान,निवर्तन ,व्ययन",ଚିହ୍ନ
" निपटाना , बेचना",ବିସର୍ଜନ କରନ୍ତୁ |
"प्रवृत्‍ति,स्वभाव",ମାନ୍ୟତା
"बेकब्ज़ा करना, कब्जा छीनना",ଅବସାଦ
"विवाद, झगड़ा",ବିବାଦ
निरर्हता,ଅଯୋଗ୍ୟତା
अवहेलना,ଅବମାନନା
" विच्छिन्नता ,बाधा ,भंग, भंग करना",ବ୍ୟାଘାତ
असंतोष,ଅସନ୍ତୋଷ
"विमति, विसम्मति ",ଅସଂଗୁଣିତ
"अपकार, कुसेवा",ବିକଶିତ
" वियोजित करना,असंबद्‌ध होना,अलग होना",ବିସୟରେ
" भंग,विघटन",ବିସର୍ଜନ
" विघटित करना ,भंग करना",ଦ୍ରବଣ
दूरस्थ अधिगम,ଦୂରତା ଶିକ୍ଷା
" मद्‌य निर्माणशाला , आसवनी",ଡିଷ୍ଟିଲାରୀ |
" भिन्न,अलग,सुभिन्न  , सुस्पष्‍ट, सुव्यक्‍त",ଭିନ୍ନ
" भेद करना , विशिष्‍टता पाना",ପୃଥକ କର |
" विकृति  ,तोड़-मरोड़",ବିକୃତି
"विपत्‍ति,कष्‍ट",ଦୁ distress ଖ
"वितरण करना,बाँटना",ବଣ୍ଟନ କର |
"वितरण,बंटन",ବଣ୍ଟନ
"जिला,जनपद",ଜିଲ୍ଲା
" डिस्ट्रिक्टसेंटर,व्यावसायिक केंद्र , जिला केंद्र, प्रधान केंद्र",ଜିଲ୍ଲା କେନ୍ଦ୍ର
" उपद्रव ,गड़बड़ी,अशांति , बाधा",ବିଶୃଙ୍ଖଳା
"यथोपरि,जैसे ऊपर",ଡିଟ୍ଟୋ |
" विषयांतर ,पथांतर,पथांतरण ,  अपयोजन",ଡାଇଭର୍ସନ
लाभांश,ଡିଭିଡେଣ୍ଡ
"  प्रभाग , मंडल, डिवीजन , विभाजन , श्रेणी , डिवीजन",ବିଭାଜନ
"तलाक़,विवाह-विच्छेद,तलाक़ देना,विवाह-विच्छेद करना",ଛାଡପତ୍ର
डॉकेट,ଡକେଟ୍
"डॉक्टर,चिकित्सक",ଡାକ୍ତର
"दस्तावेज़,प्रलेख",ଡକ୍ୟୁମେଣ୍ଟ୍
दस्तावेजी साक्ष्य,ଡକ୍ୟୁମେଣ୍ଟ୍ ପ୍ରମାଣପତ୍ର |
"प्रलेखीकरण,प्रलेखन",ଡକ୍ୟୁମେଣ୍ଟେସନ୍
अधिवास,ବାସସ୍ଥାନ
अधिवास प्रमाणपत्र,ଡୋମିକାଇଲ୍ ସାର୍ଟିଫିକେଟ୍ |
" प्रभावी , प्रबल, प्रधान",ପ୍ରାଧାନ୍ୟ
" दान, संदान , चंदा",ଦାନ
"डोसियर, खरीता",ସ୍ଥାନ
संदिग्ध,ସନ୍ଦେହଜନକ |
क्रमवेशन,କପୋତ ଲାଙ୍ଗୁଳ |
अवनयन,ତଳକୁ ଗ୍ରେଡ୍
" दस्ता,टुकड़ी ,ड्राफ्ट ,प्रारूप, मसौदा",ଡ୍ରଫ୍ଟ
उत्‍तर का मसौदा,ଡ୍ରାଫ୍ଟ ଉତ୍ତର |
कठोर उपाय,କଠୋର ପରିମାପ |
" आहरण ,निकालना, काटना,चैक लिखना",ଡ୍ର
" चेक काटने वाला, लेखीवाल , आहरणकर्ता , दराज",ଡ୍ରୟର
" ड्राइंग,रेखाचित्र, आहरण",ଚିତ୍ରାଙ୍କନ
"अनावृष्‍टि,सूखा",ମରୁଡ଼ି
निर्लाभ पदोन्नति,ଶୁଖିଲା ପଦୋନ୍ନତି |
" दोहरा प्रभार , दोहरा कार्यभार",ଦ୍ୱ ual ତା
दोहरी नागरिकता,ଦ୍ୱ ual ତିହାସିକ ନାଗରିକତା |
" देय, प्राप्य , नियत",ଧାର୍ଯ୍ୟାର କାରଣ |
सम्यक् तत्परता,ଧ୍ୟାନର ସହ
देय राशि,ଦେୟ
"विधिवत,यथाविधि",ଯଥାର୍ଥ
"दूसरी प्रति,अनुलिपि",ନକଲ
"अवधि, मियाद",ଅବଧି
दबाव,Dueves
" ड्यूटी, कर्तव्य, कार्य, काम , शुल्क",କର୍ତ୍ତବ୍ୟ
