Odiya,Punjabi
ଅଦୁଲ୍ଲାମର ଗୁମ୍ଫା |,ਅਦੁੱਲਮ ਦੀ ਗੁਫਾ
ଗୁମ୍ଫା ଚିତ୍ର,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
ଗୁମ୍ଫା ଚିତ୍ର,ਗੁਫਾ ਚਿੱਤਰਕਾਰੀ
Centumvir,ਸੇਂਟਮਵੀਰ
ସେଞ୍ଚୁରିଅନ୍ |,ਸੈਂਚੁਰੀਅਨ
ଶତାବ୍ଦୀ,ਸਦੀ
ଶୃଙ୍ଖଳା ବାହୁବଳୀ (= ଶୃଙ୍ଖଳା ମେଲ୍),ਚੇਨ ਆਰਮਰ (= ਚੇਨ ਮੇਲ)
ଚାନ୍ଟ୍ରି |,ਛੰਤਰੀ
ଚାନ୍ଟ୍ରି |,ਛੰਤਰੀ
ଅଧ୍ୟାୟ ପୁସ୍ତକ,ਚੈਪ ਕਿਤਾਬ
ଚାପଲେନ୍ |,ਪਾਦਰੀ
ଅଧ୍ୟାୟ,ਅਧਿਆਇ
ଦୁର୍ଘଟଣାର ଅଧ୍ୟାୟ |,ਹਾਦਸਿਆਂ ਦਾ ਅਧਿਆਇ
ଚାର୍ଜ,ਚਾਰਜ
ଡିଫେୟାର୍ ଚାର୍ଜ କରନ୍ତୁ |,ਚਾਰਜ ਡੀ
ଚାର୍ଜ ବିଭାଜନ |,ਚਾਰਜ ਵਿਭਾਜਨ
ଚାର୍ଜର,ਚਾਰਜਰ
ରଥ,ਰੱਥ
ରଥ,ਰੱਥ
ରଥ,ਰੱਥ
ରଥ,ਰੱਥ
ଚାରିଟି ରୋଷେଇ ଘର |,ਚੈਰਿਟੀ ਰਸੋਈ
ଚାର୍ଟର୍,ਚਾਰਟਰ
ଚାର୍ଟିଷ୍ଟ ଆନ୍ଦୋଳନ (= ଚାର୍ଟିଜିମ୍),ਚਾਰਟਿਸਟ ਅੰਦੋਲਨ (=ਚਾਰਟਿਜ਼ਮ)
ଚାର୍ଟୋଫିଲାସିୟମ୍ |,ਚਾਰਟੋਫਾਈਲੇਸ਼ੀਅਮ
Chateau |,Chateau
ପୋଷ୍ଟ ଯାଞ୍ଚ କରନ୍ତୁ |,ਚੈੱਕ ਪੋਸਟ
ରାସାୟନିକ ଯୁଦ୍ଧ |,ਰਸਾਇਣਕ ਯੁੱਧ
ଚେଷ୍ଟର୍ |,ਚੈਸਟਰ
ମୁଖ୍ୟ,ਮੁੱਖ
ମୁଖିଆ,ਸਰਦਾਰ
ମୁଖିଆ,ਸਰਦਾਰ
ମୁଖିଆ,ਸਰਦਾਰ
ଚିଫନ୍ |,ਸ਼ਿਫੋਨ
ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |,ਸ਼ਿਸ਼ਟਾਚਾਰ
ମନୋନୀତ ଲୋକ,ਚੁਣੇ ਹੋਏ ਲੋਕ
କ୍ରିସମୋଗ୍ରାଫିନ୍ |,ਕ੍ਰਿਸਮੋਗ੍ਰਾਫੀ
ଖ୍ରୀଷ୍ଟଧର୍ମ,ਈਸਾਈ-ਜਗਤ
ଖ୍ରୀଷ୍ଟିଆନ ଯୁଗ |,ਈਸਾਈ ਯੁੱਗ
ଖ୍ରୀଷ୍ଟିଆନ ସମାଜବାଦ |,ਈਸਾਈ ਸਮਾਜਵਾਦ
ଇତିହାସ,ਇਤਹਾਸ
କ୍ରୋନିକଲର୍,ਇਤਿਹਾਸਕਾਰ
କ୍ରିସ୍ ଚେରସୋନିସ୍ |,Chryse Chersonese
ସିମେଲିୟମ୍ |,ਸਿਮਲੀਅਮ
ସିନକେସେଣ୍ଟୋ ଷ୍ଟାଇଲ୍ |,Cinquecento ਸ਼ੈਲੀ
ସର୍କୁନାଭିଗେସନ୍ |,ਸਰਕਮਨੇਵੀਗੇਸ਼ਨ
ସିଷ୍ଟର୍ସିଆନ୍ ମାଙ୍କଡ |,ਸਿਸਟਰਸੀਅਨ ਭਿਕਸ਼ੂ
ସୀତା,ਕਿਲਾ
ଉଦ୍ଧୃତ,ਹਵਾਲਾ
ଉଦ୍ଧୃତ,ਹਵਾਲਾ
ନାଗରିକ ଅବମାନନା |,ਸਿਵਲ ਅਣਆਗਿਆਕਾਰੀ
ଗୃହଯୁଦ୍ଧ |,ਸਿਵਲ ਯੁੱਧ
ସିଭିସ୍ ରୋମାନସ୍ |,ਸਿਵਿਸ ਰੋਮਨਸ
ଶାସ୍ତ୍ରୀୟ ବୟସ |,ਕਲਾਸੀਕਲ ਉਮਰ
କ୍ଲିଫ୍ଟ (= କ୍ଲେଫ୍ଟ),ਕਲੀਫ਼ਟ (=ਕਲੇਫ਼ਟ)
ଧର୍ମ ଧର୍ମ,ਕਲਰਕਵਾਦ
କ୍ଲାରଚ,ਕਲਰਚ
କ୍ଲୁନିୟକ୍ ଗତିବିଧି |,ਕਲੀਨਿਕ ਅੰਦੋਲਨ
କୋଟ ବାହୁ,ਕੋਟ ਸ਼ਸਤ੍ਰ
କୋଟ୍,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
କୋଟ୍,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
କୋଟ୍,ਹਥਿਆਰਾਂ ਦਾ ਕੋਟ
କୋଟ୍ ମେଲ୍ |,ਡਾਕ ਦਾ ਕੋਟ
କୋହର୍ଟ |,ਸਮੂਹ
Comitia,ਕੋਮੀਟੀਆ
Comitia Centuriata,Comitia Centuriata
Comitia Curiata,Comitia Curiata
Comitia Tributa,ਕੋਮੀਟੀਆ ਟ੍ਰਿਬੂਟਾ
ସ୍ମରଣୀୟ ଆର୍,ਯਾਦਗਾਰੀ arch
ସ୍ମରଣୀୟ ମୁଦ୍ରା,ਯਾਦਗਾਰੀ ਸਿੱਕਾ
ସ୍ମରଣୀୟ ସିଲ୍ |,ਯਾਦਗਾਰੀ ਮੋਹਰ
ସାଧାରଣ କ୍ଷେତ୍ର |,ਆਮ ਖੇਤਰ
କମ୍ୟୁନାର୍ଡ |,Communard
କନକର୍ଡେଟ୍ |,ਕਨਕੋਰਡੈਟ
କନକର୍ଡେଟ୍ |,ਕਨਕੋਰਡੈਟ
କଣ୍ଡୋଟିଅର୍ |,ਕੰਡੋਟੀਏਰ
ନିଶ୍ଚିତକରଣ କାର୍ଟାରମ୍ |,ਪੁਸ਼ਟੀਕਰਣ ਕਾਰਟਾਰਮ
ଦ୍ୱନ୍ଦ୍ୱ |,ਟਕਰਾਅ
ମଣ୍ଡଳୀ,ਮੰਡਲੀ
ରାଜ୍ୟ ଜିତିବା |,ਜਿੱਤਣ ਵਾਲਾ ਰਾਜ
ଜୟ,ਜੇਤੂ
କନକ୍ୟୁଷ୍ଟାଡର୍ |,ਵਿਜੇਤਾ
କନସିଲିୟମ୍ |,ਕੌਸਿਲਿਅਮ
ସ୍ଥିର,ਕੰਸਿਸਟਰੀ
ଷଡଯନ୍ତ୍ର,ਸਾਜ਼ਿਸ਼
ଷଡଯନ୍ତ୍ର,ਸਾਜ਼ਿਸ਼
କନସୁଲେଟ୍ |,ਕੌਂਸਲੇਟ
କନସୁଲେସନ୍ ବୁକ୍ |,ਸਲਾਹ-ਮਸ਼ਵਰੇ ਦੀ ਕਿਤਾਬ
କଣ୍ଟିନେଣ୍ଟାଲ୍ ସିଷ୍ଟମ୍ |,ਮਹਾਂਦੀਪੀ ਪ੍ਰਣਾਲੀ
ସମ୍ମିଳନୀ ସଂସଦ |,ਕਨਵੈਨਸ਼ਨ ਸੰਸਦ
କପରହେଡ୍ସ (= ଶାନ୍ତି ଗଣତାନ୍ତ୍ରିକ),ਕਾਪਰਹੈੱਡਸ (=ਪੀਸ ਡੈਮੋਕਰੇਟਸ)
କପିହୋଲ୍ଡ |,ਕਾਪੀਹੋਲਡ
କର୍ଡୋନିଂ |,ਘੇਰਾਬੰਦੀ
କରୋନା |,ਕਰੋਨਾ
କରୋନେସନ୍ |,ਤਾਜਪੋਸ਼ੀ
କରୋନେସନ୍ ପଥର |,ਤਾਜਪੋਸ਼ੀ ਪੱਥਰ
କର୍ପସ୍,ਕਾਰਪਸ
କର୍ସାୟର୍ |,Corsair
କର୍ସାୟର୍ |,Corsair
କର୍ସେଟ୍ (= କର୍ସଲେଟ୍),ਕੋਰਸੇਟ (=ਕੋਰਸਲੇਟ)
କର୍ଟସ୍ |,ਕੋਰਟੇਸ
କୁଟୀର (= କୁଟିଅର୍),ਕੋਟਰ (=ਕੋਟੀਅਰ)
କୁଟୀର (= କୁଟିଅର୍),ਕੋਟਰ (=ਕੋਟੀਅਰ)
ପାଲାଟିନେଟ୍ ଗଣନା କରନ୍ତୁ |,ਪੈਲੇਟਿਨੇਟ ਦੀ ਗਿਣਤੀ ਕਰੋ
ଦେଶ ଘର,ਦੇਸ਼ ਦਾ ਘਰ
କାଉଣ୍ଟି |,ਕਾਉਂਟੀ
କାଉଣ୍ଟି ବୋରୱେଲ |,ਕਾਉਂਟੀ ਬੋਰੋ
କାଉଣ୍ଟି କୋର୍ଟ |,ਕਾਉਂਟੀ ਅਦਾਲਤਾਂ
କାଉଣ୍ଟି ପାଲାଟାଇନ୍ |,ਕਾਉਂਟੀ ਪੈਲਾਟਾਈਨ
କୋର୍ଟ,ਅਦਾਲਤ
କୋର୍ଟ,ਅਦਾਲਤ
କୋର୍ଟ ସର୍କୁଲାର୍ |,ਅਦਾਲਤੀ ਸਰਕੂਲਰ
କୋର୍ଟ ଶ iqu ଳୀ,ਅਦਾਲਤੀ ਸ਼ਿਸ਼ਟਾਚਾਰ
କୋର୍ଟ,ਦਰਬਾਰੀ
ଅଦାଲତ,ਕੇਸੇਸ਼ਨ ਦੀ ਅਦਾਲਤ
କୋର୍ଟ ଅଫ୍ ଡାଇରେକ୍ଟର୍ସ (EIC),ਕੋਰਟ ਆਫ਼ ਡਾਇਰੈਕਟਰਜ਼ (EIC)
ମାଲିକଙ୍କ କୋର୍ଟ,ਮਾਲਕਾਂ ਦੀ ਅਦਾਲਤ
କୋର୍ଟ କବି,ਦਰਬਾਰੀ ਕਵੀ
ଚୁକ୍ତିଭିତ୍ତିକ କାମେରୋନିଆନ୍ |,ਨੇਮਬੱਧ ਕੈਮਰੋਨੀਅਨ
ମୁକୁଟ |,ਤਾਜ
ମୁକୁଟ |,ਤਾਜ
ମୁକୁଟ |,ਤਾਜ
ମୁକୁଟ ଜମି |,ਤਾਜ ਜ਼ਮੀਨ
ମୁକୁଟ ଜମି |,ਤਾਜ ਜ਼ਮੀਨ
କ୍ରାଉନ୍ ପ୍ରିନ୍ସ |,ਕ੍ਰਾਊਨ ਪ੍ਰਿੰਸ
କ୍ରୁସେଡ୍ |,ਕਰੂਸੇਡ
କ୍ରୁସେଡର୍ |,ਕਰੂਸੇਡਰ
କ୍ରିପ୍ଟୋଗ୍ରାମ୍ |,ਕ੍ਰਿਪਟੋਗ੍ਰਾਮ
କୁଇରାସ୍ |,ਕੁਇਰਾਸ
କୁଇରାସିଅର୍ |,ਕੁਇਰਾਸੀਅਰ
ଦେବତା ସଂସ୍କୃତି,ਪੰਥ ਦੇਵਤਾ
କୁରିଆ,ਕਰਿਆ
କୁରିଆ,ਕਰਿਆ
ରାଜା,ਜ਼ਾਰਵਾਦ
ଅନ୍ଧାର ମାଳଦ୍ୱୀପ |,ਹਨੇਰਾ ਮਹਾਂਦੀਪ
ବିଚାର ଦିନ,ਨਿਰਣੇ ਦਾ ਦਿਨ
ବିଚାର ଦିନ,ਨਿਰਣੇ ਦਾ ਦਿਨ
ଡିନ୍,ਡੀਨ
ଦଶନ୍ଧି,ਦਹਾਕਾ
ଡେନାରିୟସ୍ |,ਡੇਨਾਰੀਅਸ
ବିତାଡିତ ରାଜତନ୍ତ୍ର |,ਬਰਖਾਸਤ ਬਾਦਸ਼ਾਹ
ଲୁଟ,ਉਜਾੜ
ବିଚ୍ଛିନ୍ନତା |,ਬਰਬਾਦੀ
ଡେଥ୍ରୋନ୍ |,Dethrone
ଡାଏଡେମ୍ |,ਡਾਇਡੇਮ
ଡାଏଡେମ୍ |,ਡਾਇਡੇਮ
ଡାଏଡେମ୍ |,ਡਾਇਡੇਮ
ଡିଆସିଆ,ਡਾਇਸੀਆ
ଡିକାଷ୍ଟେରିୟମ୍ |,ਡਿਕੈਸਟਰੀਅਮ
ଦିଲୁଭିଆଲିଷ୍ଟ |,ਦਿਲੁਵੀਆਵਾਦੀ
ଡ଼ିଓସିସ୍,ਡਾਇਓਸਿਸ
ଡ଼ିଓସିସ୍,ਡਾਇਓਸਿਸ
Directoire (= Directry),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
Directoire (= Directry),ਨਿਰਦੇਸ਼ਕ (=ਡਾਇਰੈਕਟਰੀ)
ଦିରହମ୍ |,ਦਿਰਹਾਮ
ଅବିଶ୍ୱାସୀ |,ਬੇਵਫ਼ਾ
ଅବିଶ୍ୱାସୀ |,ਬੇਵਫ਼ਾ
ତ୍ୟାଗ,ਭੁੱਲ ਦਾ ਸਿਧਾਂਤ
ଡକ୍ୟୁମେଣ୍ଟ୍,ਦਸਤਾਵੇਜ਼
ଡକ୍ୟୁମେଣ୍ଟାରୀ ପ୍ରମାଣ |,ਦਸਤਾਵੇਜ਼ੀ ਸਬੂਤ
ଡୋମେସ୍ ବୁକ୍ |,ਡੋਮੇਸਡੇ ਬੁੱਕ
କନଷ୍ଟାଣ୍ଟିନର ଦାନ |,Constantine ਦਾ ਦਾਨ
ନିପାତ |,ਕਿਆਮਤ
ଡାଉଜର୍ ରାଣୀ |,ਦਾਜ ਦੀ ਰਾਣੀ
ଡ୍ରାଗନ୍ |,ਡਰੈਗਨ
ଡ୍ରୋମେଡାରିଆନ୍ |,ਡਰੋਮੇਡੇਰੀਅਨ
ଡ୍ରୋମେଡାରୀ |,ਡਰੋਮੇਡਰੀ
ଡ୍ରୋମଣ୍ଡ |,ਡਰੋਮੰਡ
ଡୁଆଲ୍ |,ਦੋਹਰਾ
ଦ୍ୱ ual ତ ମିଳିତତା |,ਦੋਹਰਾ ਗਠਜੋੜ
ଡୁଆଲ୍ ଏଣ୍ଟେଣ୍ଟେ |,ਦੋਹਰੀ entente
ଡୁଆଲ୍ ସିଷ୍ଟମ୍ (= ଦ୍ୱ ual ତ ସରକାର),ਦੋਹਰੀ ਪ੍ਰਣਾਲੀ (= ਦੋਹਰੀ ਸਰਕਾਰ)
ଡ୍ୟୁକ୍ |,ਡਿਊਕ
ଡୁମା,ਡੂਮਾ
ବାଘ ଅବତାର |,ਬੌਣਾ ਅਵਤਾਰ
ରାଜବଂଶ,ਰਾਜਵੰਸ਼
ରାଜବଂଶ,ਰਾਜਵੰਸ਼
ଇଗଲ,ਇੱਲ
ଏଲଡର୍ ମ୍ୟାନ୍ |,ਬਜ਼ੁਰਗ ਆਦਮੀ
କର୍ଣ୍ଣ,ਅਰਲ
Earldom,ਅਰਲਡਮ
ପ୍ରାରମ୍ଭିକ ଗୁପ୍ତା |,ਸ਼ੁਰੂਆਤੀ ਗੁਪਤਾ
ପ୍ରାରମ୍ଭିକ (histor ତିହାସିକ) ସାଇଟଗୁଡିକ |,ਸ਼ੁਰੂਆਤੀ (ਇਤਿਹਾਸਕ) ਸਾਈਟਾਂ
ପ୍ରାରମ୍ଭିକ ବ ed ଦିକ ଅବଧି |,ਸ਼ੁਰੂਆਤੀ ਵੈਦਿਕ ਕਾਲ
ଉପଦେଶ,ਉਪਦੇਸ਼ਕ
ପୁନ it ଉଦ୍ଧାରର ଆଦେଶ |,ਬਹਾਲੀ ਦਾ ਹੁਕਮ
ଆଠ ଗୁଣା ପଥ |,ਅੱਠ ਗੁਣਾ ਮਾਰਗ
ପ୍ରାଚୀନମାନେ,ਬਜ਼ੁਰਗ
ବୟସ୍କ ରାଜ୍ୟସ୍ତରୀୟ (= ଜେନ୍ରୋ),ਬਜ਼ੁਰਗ ਰਾਜਨੇਤਾ (=ਜੀਨਰੋ)
ହାତୀ ଛେଳି |,ਹਾਥੀ ਬੱਕਰਾ
ଏକାଦଶ ବର୍ଷର ଅତ୍ୟାଚାର |,ਗਿਆਰਾਂ ਸਾਲਾਂ ਦਾ ਜ਼ੁਲਮ
ଏଲିସା (= ଏଲିସି),ਐਲੀਸੀ (=ਐਲੀਸੀ)
ଏନକ୍ଲୋଜର ଆନ୍ଦୋଳନ |,ਘੇਰਾਬੰਦੀ ਅੰਦੋਲਨ
ଏନସାଇକ୍ଲିକ୍ |,ਐਨਸਾਈਕਲਿਕ
ଏନସାଇକ୍ଲୋପେଡିଷ୍ଟ ଆନ୍ଦୋଳନ |,ਐਨਸਾਈਕਲੋਪੀਡਿਸਟ ਲਹਿਰ
ଏଣ୍ଟେଣ୍ଟେ |,ਐਂਟੇਨਟੇ
ଏଣ୍ଟେଣ୍ଟେ କର୍ଡିଆଲ୍ |,ਏਨਟੇਂਟ ਕੋਰਡਿਆਲ
ଏଣ୍ଟ୍ରୋନ୍ |,ਰਾਜਗੱਦੀ
ଭ୍ରମଣ,ਦਲ
ଏଫୋଡ୍,ਏਫ਼ੋਦ
ଇଫୋର |,ਈਫੋਰ
ଏପିକ୍ ବୟସ |,ਮਹਾਂਕਾਵਿ ਯੁੱਗ
ଏପିକ୍ ହିରୋ |,ਮਹਾਂਕਾਵਿ ਹੀਰੋ
ଏପିଗ୍ରାଫ୍ |,ਐਪੀਗ੍ਰਾਫ
Episcopacy,ਐਪੀਸਕੋਪੇਸੀ
Episcopate |,ਐਪੀਸਕੋਪੇਟ
ଏପିସୋଡ୍,ਪ੍ਰਸੰਗ
ଯୁଗ,ਯੁਗ
ଯୁଗ ତିଆରି ଇଭେଣ୍ଟ |,ਯੁੱਗ ਬਣਾਉਣ ਵਾਲੀ ਘਟਨਾ
ଯୁଗ ସୃଷ୍ଟି କରୁଥିବା ବ୍ୟକ୍ତି |,ਯੁਗ-ਰਚਨ ਵਾਲਾ ਮਨੁੱਖ
ଉପନାମ,ਉਪਨਾਮ
ସମୀକରଣ,ਇਕਵੇਰੀ
ସମୀକରଣ,ਇਕਵੇਰੀ
ଅଶ୍ୱିନୀ ମୂର୍ତ୍ତି |,ਘੋੜਸਵਾਰ ਦੀ ਮੂਰਤੀ
ଯୁଗ,ਯੁੱਗ
ଏରଗାଷ୍ଟୁଲମ୍ |,ਅਰਗਸਟੁਲਮ
ଇଉକାରିଷ୍ଟ |,ਯੂਕੇਰਿਸਟ
ସୁସମାଚାର,ਈਵੈਂਜਲਿਜ਼ਮ
ସୁସମାଚାର ଆନ୍ଦୋଳନ |,ਖੁਸ਼ਖਬਰੀ ਦੀ ਲਹਿਰ
ସୁସମାଚାର ପ୍ରଚାରକ |,ਪ੍ਰਚਾਰਕ
Exarch,Exarch
Exilarch,Exilarch
ଫାଲାଙ୍ଗିଷ୍ଟ |,ਫਲੰਗਿਸਟ
ପିତା ଭୂମି |,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
ପିତା ଭୂମି |,ਪਿਤਾ ਦੀ ਜ਼ਮੀਨ
ଫେରିଆ |,ਫੇਰੀਆ
ଫେଟିଶ୍ |,ਫੈਟਿਸ਼
ସାମାଜିକ ହୋଲ୍ଡିଂ |,ਜਾਗੀਰਦਾਰੀ
ସାମ୍ରାଜ୍ୟବାଦ (= ସାମ୍ରାଜ୍ୟ ପ୍ରଣାଳୀ),ਜਾਗੀਰਦਾਰੀ (=ਸਾਮੰਤੀ ਸਿਸਟਮ)
ସାମ୍ରାଜ୍ୟ ବ୍ୟବସ୍ଥା |,ਜਗੀਰੂ ਸਿਸਟਮ
ବିବାଦୀୟ |,ਜਾਗੀਰਦਾਰ
ଫିଡେ ଡିଫେନ୍ସର୍ (= ବିଶ୍ୱାସର ଡିଫେଣ୍ଡର),ਫਿਦੀ ਡਿਫੈਂਸਰ (= ਵਿਸ਼ਵਾਸ ਦਾ ਰਖਵਾਲਾ)
ଫିଫ୍ |,Fief
ଫିଲ୍ଡ ସିଷ୍ଟମ୍ |,ਫੀਲਡ ਸਿਸਟਮ
ପ te ୍ଚଦଶ କର |,ਪੰਦਰਵਾਂ ਟੈਕਸ
ଚିତ୍ର ମୁଣ୍ଡ,ਚਿੱਤਰ ਸਿਰ
ଫିନ୍ ଡି ସାଇକେଲ୍ |,ਫਿਨ ਡੀ ਸੀਕਲ
ଅଗ୍ନି ଭୋଜନକାରୀ |,ਅੱਗ ਖਾਣ ਵਾਲਾ
ପାଞ୍ଚ ମାଇଲ୍ ଆକ୍ଟ |,ਪੰਜ ਮੀਲ ਐਕਟ
ପତାକା,ਝੰਡਾ
ଫ୍ଲେମେନ୍ ଡାଏଲିସ୍ |,ਫਲੇਮੇਨ ਡਾਇਲਿਸ
ଫ୍ଲେମେନ ମାର୍ଟିଆଲିସ୍ |,ਫਲੇਮੇਨ ਮਾਰਸ਼ਲਿਸ
ଜ୍ୱଳନ୍ତ ମଶାଲ |,ਬਲਦੀ ਮਸ਼ਾਲ
ଫାଙ୍କା,ਫਲੈਂਕ
ଫ୍ଲାଙ୍କିଙ୍ଗ୍ ଗତି,ਫਲੈਂਕਿੰਗ ਅੰਦੋਲਨ
ସମୃଦ୍ଧ ସଭ୍ୟତା |,ਵਧਦੀ ਹੋਈ ਸੱਭਿਅਤਾ
ଫ୍ଲୁଭିଆଲିଷ୍ଟିକ୍ ବିଶ୍ୱାସ |,ਪ੍ਰਵਾਹਵਾਦੀ ਵਿਸ਼ਵਾਸ
ଲୋକ ଭଗବାନ |,ਲੋਕ ਦੇਵਤਾ
ଲୋକ ଦେବୀ,ਲੋਕ ਦੇਵੀ
ଲୋକ ସ୍ମୃତି,ਲੋਕ ਯਾਦ
ଲୋକ ପୁରାଣ (= ଲୋକନୃତ୍ୟ),ਲੋਕ-ਕਥਾ (=ਲੋਕ ਕਥਾ)
ଚୋରାଚାଲାଣ |,ਚਾਰਾ
ଅଗ୍ରଗାମୀ |,ਧੜਾਧੜ
ଅଗ୍ରଗାମୀ |,ਪਹਿਲਾਂ ਤੋਂ
ପୂର୍ବଜ,ਪੂਰਵਜ
ଅଗ୍ରଗାମୀ |,ਅਗਲਾ
ଭରସା,ਉਦਾਸ ਉਮੀਦ
ଗଠନମୂଳକ ପର୍ଯ୍ୟାୟ |,ਰਚਨਾਤਮਕ ਪੜਾਅ
ଦୁର୍ଗ,ਕਿਲਾ
ଦୁର୍ଗ,ਕਿਲਾਬੰਦੀ
ଦୁର୍ଗ ସହର,ਕਿਲਾਬੰਦ ਸ਼ਹਿਰ
ଦୁର୍ଗ,ਕਿਲ੍ਹਾ
ଫର୍ଚୁନା,Fortuna
ଫୋରମ୍ ରୋମାନମ୍ |,ਫੋਰਮ ਰੋਮਨਮ
ଫ୍ରାନ୍ସିସ୍କାନ୍ |,ਫਰਾਂਸਿਸਕਨ
ଫ୍ରାଙ୍କଲିନ୍ |,ਫਰੈਂਕਲਿਨ
ଭ୍ରାତୃ ଯୁଦ୍ଧ |,ਭਰਾਤਰੀ ਜੰਗ
ମୁକ୍ତ ଚର୍ଚ୍ଚ,ਮੁਫ਼ਤ ਚਰਚ
ମୁକ୍ତଧାରୀ,ਫਰੀਹੋਲਡਰ
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
ଫ୍ରିଲାନ୍ସ ସ soldier ନିକ |,ਫ੍ਰੀਲਾਂਸ ਸਿਪਾਹੀ
ଫ୍ରିମାନ୍,ਫ੍ਰੀਮੈਨ
ଫ୍ରିମାନ୍,ਫ੍ਰੀਮੈਨ
ଫ୍ରିପାସ୍ |,ਫ੍ਰੀਪਾਸ
ଫରାସୀ ବିପ୍ଳବ |,ਫਰਾਂਸੀਸੀ ਕ੍ਰਾਂਤੀ
ଫ୍ରିୟାର୍ |,ਤਪੱਸਿਆ
ଫ୍ରାସିଆନ୍ ଭିକାରୀ,ਫਰਿਆਸੀਅਨ ਕਿਰਾਏਦਾਰ
ସୀମାନ୍ତ ମଣିଷ |,ਸਰਹੱਦੀ ਆਦਮੀ
ଗାଲେନ୍ |,ਗੈਲੀਓਨ
ଗାଲିକାନ୍ (= ଗାଲିକାନିଷ୍ଟ),ਗੈਲੀਕਨ (=ਗੈਲੀਕਨਿਸਟ)
ଗାଲିକାନିଜିମ୍ |,ਗੈਲੀਕਨਵਾਦ
ଗ୍ୟାରିସନ୍ |,ਗੈਰੀਸਨ
ଗଲ୍ |,ਗੌਲ
ଗାଣ୍ଟଲେଟ୍ |,ਗੌਂਟਲੇਟ
ଗାଣ୍ଟଲେଟ୍ |,ਗੌਂਟਲੇਟ
ଗେଜେବୋ |,ਗਾਜ਼ੇਬੋ
ଗେଜେବୋ |,ਗਾਜ਼ੇਬੋ
ଗେଜେବୋ |,ਗਾਜ਼ੇਬੋ
ବଂଶାନୁକ୍ରମିକ ଇତିହାସ |,ਵੰਸ਼ਾਵਲੀ ਇਤਿਹਾਸ
ବଂଶାନୁକ୍ରମିକ ରେକର୍ଡ |,ਵੰਸ਼ਾਵਲੀ ਰਿਕਾਰਡ
ବଂଶାନୁକ୍ରମିକ ସାରଣୀ |,ਵੰਸ਼ਾਵਲੀ ਸਾਰਣੀ
ବଂଶାନୁକ୍ରମିକ ବୃକ୍ଷ |,ਵੰਸ਼ਾਵਲੀ ਰੁੱਖ
ବଂଶାନୁକ୍ରମିକ,ਵੰਸ਼ਾਵਲੀ
ବଂଶାନୁକ୍ରମିକ,ਵੰਸ਼ਾਵਲੀ
ପି Generation ଼ି,ਪੀੜ੍ਹੀ
ଜାତିସଂଘ,ਨਸਲਕੁਸ਼ੀ
ଅଣଯିହୂଦୀ,ਗ਼ੈਰ-ਯਹੂਦੀ
ଅଣଯିହୂଦୀ,ਗ਼ੈਰ-ਯਹੂਦੀ
ଅଣଯିହୂଦୀ,ਗ਼ੈਰ-ਯਹੂਦੀ
ଅଣଯିହୂଦୀ,ਗ਼ੈਰ-ਯਹੂਦੀ
ଘେଟୋ |,ਘੇਟੋ
ଘେଟୋ |,ਘੇਟੋ
ଗିବ୍ବେଟ୍ |,ਗਿੱਬਟ
ଗିଲ୍ଡ (= ଗିଲ୍ଡ),ਗਿਲਡ (=ਗਿਲਡ)
ଗ୍ଲାଡିଏଟର |,ਗਲੇਡੀਏਟਰ
ଗ or ରବମୟ ବିପ୍ଳବ |,ਸ਼ਾਨਦਾਰ ਇਨਕਲਾਬ
ସୁବର୍ଣ୍ଣ ହୋର୍ଡ଼ |,ਗੋਲਡਨ ਹੋਰਡ
ଗ୍ରାଣ୍ଡ୍ ଆଲାଏନ୍ସ |,ਮਹਾਨ ਗਠਜੋੜ
ଗ୍ରାଣ୍ଡି,ਗ੍ਰੈਂਡੀ
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
ଗ୍ରାଣ୍ଡ୍ ସାଇନର୍ |,ਗ੍ਰੈਂਡ ਸਾਈਨਰ
ମହାନ ଗୃହଯୁଦ୍ଧ |,ਮਹਾਨ ਸਿਵਲ ਯੁੱਧ
ମହାନ ବିଦାୟ (ବୁଦ୍ଧଙ୍କ),ਮਹਾਨ ਵਿਦਾਇਗੀ (ਬੁੱਧ ਦਾ)
ଗ୍ରେଟର ଭାରତ |,ਗ੍ਰੇਟਰ ਇੰਡੀਆ
ମହାନ ହେଲାସ୍ |,ਮਹਾਨ Hellas
ମହାନ ହୋର୍ଡ,ਮਹਾਨ ਭੀੜ
ମହାନ ତ୍ୟାଗ (= ମହାନ ବିଦାୟ),ਮਹਾਨ ਤਿਆਗ (= ਮਹਾਨ ਰਵਾਨਗੀ)
ମହାନ ସିଲ୍ |,ਮਹਾਨ ਸੀਲ
