Marathi,English
संचयी,Cumulative
चलन,Currency
चलन विनिमय,Currency exchange
चलन टीप,Currency note
चालू,Current
चालू खाते,Current account
वर्तमान कर्तव्ये,Current duties
चालू सत्र,Current session
अभ्यासक्रम vitae,Curriculum vitae
कर्टेल,Curtail
संरक्षक,Custodian
कोठडी,Custody
सानुकूल,Custom
सानुकूल,Custom
नेहमीचा,Customary
नेहमीची प्रक्रिया,Customary procedure
सानुकूल कर्तव्य,Custom duty
ग्राहक,Customer
ग्राहक अनुकूल,Customer friendly
सानुकूल परीक्षा,Custom examination
कट डाउन,Cut down
कट मोशन,Cut motion
कट ऑफ तारीख,Cut off date
चक्र,Cycle
दररोज,Daily
दररोज भत्ता,Daily allowance
दररोज डायरी,Daily diary
दररोज नोंदणी,Daily register
दैनिक वृत्तान्त,Daily report
दररोजच्या नियमानुसार,Daily routine
दररोज वेतन,Daily wages
डाक स्टेज,Dak stage
डाक ट्रे,Dak tray
नुकसान,Damage
नुकसान,Damages
धोकादायक,Dangerous
धाडसी,Daring
डेटा,Data
डेटा बँक,Data bank
डेटा बेस,Data base
माहिती संकलन,Data collection
डेटा फीडिंग,Data feeding
डेटा प्रक्रिया,Data processing
तारीख,Date
आगमनाची तारीख,Date of arrival
जन्म तारीख,Date of birth
प्रस्थान तारीख,Date of departure
डिस्चार्जची तारीख,Date of discharge
परिपक्वताची तारीख,Date of maturity
पावतीची तारीख,Date of receipt
तारखेचा शिक्का,Date stamp
दिवसाचा अभ्यासक,Day scholar
दिवस पाळी,Day shift
कृपेचे दिवस,Days of grace
दररोज काम,Day to day work
मृत खाते,Dead account
डेड लाइन,Dead line
डेडलॉक,Deadlock
डेड स्टॉक रजिस्टर,Dead stock register
मृत वजन,Dead weight
करार,Deal
डीलिंग सहाय्यक,Dealing assistant
व्यवहार,Dealing
मृत्यू वर्धापन दिन,Death anniversary
प्रियजन भत्ता,Dearness allowance
मृत्यू लाभ,Death benefit
मृत्यू-सह-सेवानिवृत्ती ग्रॅच्युइटी,Death-cum-retirement gratuity
सेवेत मृत्यू,Death in service
Deauthorizatioin,Deauthorizatioin
डीबार,Debar
डेबिट,Debit
डेबिट सल्ला,Debit advice
कर्ज,Debt
कर्ज व्यवस्थापन,Debt management
कर्जदार,Debtor
मृत,Deceased
सभ्यता,Decency
विकेंद्रीकरण,Decentralization
निर्णय घेणारे घटक,Deciding factor
निर्णय,Decision
निर्णय घेणे,Decision making
निर्णयप्रक्रिया,Decision making process
घोषणा,Declaration
उत्पन्नाची घोषणा,Declaration of income
घोषित मूल्य,Declared value
शपथ जाहीर करा,Declare on oath
डीकोड,Decode
Concontrol,Decontrol
सजावट,Decorum
घट,Decrease
डिक्री,Decree
समर्पण,Dedication
वजा करण्यायोग्य,Deductible
कपात,Deduction
स्त्रोत वजावट,Deduction at source
पगारापासून कपात,Deduction from salary
डीड,Deed
गहाणखत डीड,Deed of mortgage
मानलेले विद्यापीठ,Deemed university
विकृत,Deface
वास्तविक,De facto
डिफॅलेकेशन,Defalcation
मानहानी,Defamation
डीफॉल्ट,Default
डिफॉल्टर,Defaulter
सदोष,Defective
संरक्षण,Defence
संरक्षण सल्ला,Defence counsel
संरक्षण उत्पादन,Defence production
प्रतिवादी,Defendant
स्थगिती,Defer
स्थगित खर्च,Deferred expenditure
अवघ्या,Defiance
तूट,Deficit
तूट बजेट,Deficit budget
परिभाषित,Define
नाकार,Defy
अधोगती,Degradation
पदवी,Degree
डीजुरे,Dejure
विलंब,Delay
प्रतिनिधी,Delegate
नियुक्त प्राधिकरण,Delegated authority
प्रतिनिधी,Delegation
शक्तींचे प्रतिनिधी,Delegation of powers
हटवा,Delete
हटविणे,Deletion
मुद्दाम,Deliberately
विचारविनिमय,Deliberation
नाजूक,Delicencing
मर्यादा,Delimitation
वितरित,Deliver
वितरण,Delivery
मागणी,Demand
मागणी नोट,Demand note
सीमांकन,Demarcation
डेमी-अधिकृत,Demi-official
लोकशाही,Democracy
प्रात्यक्षिक,Demonstration
डेमोरालायझेशन,Demoralization
डिमरेज,Demurrage
नकार,Denial
संप्रदाय,Denomination
डी नोव्हो,De novo
नाकार,Deny
निघून जा,Depart
विभाग,Department
विभागीय,Departmental
विभागीय कारवाई,Departmental action
विभागीय चौकशी,Departmental enquiry
विभागीय तपासणी,Departmental investigation
विभागीय अनियमितता,Departmental irregularity
विभागीय ग्रंथालय,Departmental library
विभागीय दुर्लक्ष,Departmental negligence
विभागीय परवानगी,Departmental permission
विभागीय पात्रता परीक्षा,Departmental qualifying examination
प्रस्थान,Departure
अवलंबित्व प्रमाणपत्र,Dependency certificate
अवलंबून,Dependent
अवलंबून मुले,Dependent children
तैनात करणे,Deploy
अनुयायी,Deponent
हद्दपारी,Deportation
डिपोज,Depose
ठेव,Deposit
डेपो,Depot
घसारा,Depreciation
उदास वर्ग,Depressed class
वंचित,Deprive
प्रतिनियुक्ती,Deputation
प्रतिनियुक्ती भत्ता,Deputation allowance
डेप्युटी,Deputy
नोंदणीकृत,Deregistered
कर्तव्याचा विकृती,Dereliction of duty
Dedereservation,Dereservation
अपमान,Derogation
अपमानास्पद,Derogatory
अपमानास्पद टीका,Derogatory remark
वंशज,Descendant
वर्णन,Description
पात्र,Deserving
डिझाइन,Design
नियुक्त करा,Designate
पदनाम,Designation
पाठवा,Despatch
पाठवा नोट,Despatch note
पाठवा नोंदणी,Despatch register
गंतव्य,Destination
निराधार,Destitute
तपशील,Detail
तपशीलवार,Detailed
शोध,Detect
ताब्यात,Detention
डीटेनु,Detenu
निर्धार,Determination
निरोधक,Deterrence
हानिकारक,Detriment
हानिकारक,Detrimental
अवमूल्यन,Devaluation
विध्वंस,Devastation
विकास,Development
विचलित करा,Deviate
साधन,Device
भक्ती,Devotion
निदान,Diagnose
आकृती,Diagram
डायरी,Diary
डिक्टेशन,Dictation
मरणार नाही,Dies non
आहार,Diet
पचवणे,Digest
प्रतिष्ठित,Dignified
प्रतिष्ठा,Dignity
डिग्रीशन,Digression
सौम्य,Dilatory
कोंडी,Dilemma
मेहनती,Diligent
परिमाण,Dimension
डिप्लोमा,Diploma
मुत्सद्दीपणा,Diplomacy
मुत्सद्दी प्रतिकारशक्ती,Diplomatic immunity
थेट,Direct
थेट स्पर्धा,Direct competition
थेट मुलाखत,Direct interview
दिशा,Direction
निर्देशिका,Directory
थेट भरती,Direct recruit
परवानगी नाही,Disallow
दिव्यांग,Disability
अपंग व्यक्ती,Disabled person
अपंगत्व लाभ,Disablement benefit
गैरसोय,Disadvantage
सहमत नाही,Disagree
परवानगी नाही,Disallowed
नकार,Disapproval
आपत्ती,Disaster
आपत्ती व्यवस्थापन,Disaster management
विघटन,Disband
वितरण,Disbursement
टाकून द्या,Discard
डिस्चार्ज,Discharge
डिस्चार्ज स्लिप,Discharge slip
शिस्तबद्ध कारवाई,Disciplinary action
शिस्तबद्ध प्रक्रिया,Disciplinary procedure
शिस्त,Discipline
अस्वीकरण,Disclaim
प्रकटीकरण,Disclosure
असंतोष,Discontent
विघटन,Discontinuance
बंद करा,Discontinue
मतभेद,Discord
सूट,Discount
शोधा,Discover
बदनामी,Discredit
विसंगती,Discrepancy
विवेक,Discretion
विवेकी अनुदान,Discretionary grant
विवेकी शक्ती,Discretionary power
भेदभाव,Discrimination
चर्चा,Discussion
अप्रामाणिक,Dishonest
अनादर,Dishonour
विघटन,Disintegration
डिस्क,Disk
विस्थापन,Dislocation
विश्वासघात,Disloyal
काढून टाकणे,Dismiss
बाद,Dismissal
डिसमिसल प्रक्रिया,Dismissal procedure
आज्ञा पाळ,Disobey
डिसऑर्डर,Disorder
अव्यवस्थित,Disorganise
असमानता,Disparity
पाठवण्याचा विभाग,Dispatch section
डिस्पेंसेबल,Dispensable
विखुरले,Disperse
विस्थापित,Displaced
प्रदर्शन,Display
नाराजी,Displeasure
विल्हेवाट,Disposal
विल्हेवाट लावणे,Dispose of
स्वभाव,Disposition
विल्हेवाट,Dispossess
वाद,Dispute
अपात्रता,Disqualification
दुर्लक्ष,Disregard
व्यत्यय,Disruption
असंतोष,Dissatisfaction
मतभेद,Dissent
डिसव्हिसिस,Disservice
पृथक्करण,Dissociate
विघटन,Dissolution
विरघळ,Dissolve
अंतर शिक्षण,Distance learning
डिस्टिलरी,Distillery
भिन्न,Distinct
वेगळे करा,Distinguish
विकृती,Distortion
त्रास,Distress
वितरण,Distribute
वितरण,Distribution
जिल्हा,District
जिल्हा केंद्र,District centre
त्रास,Disturbance
Ditto,Ditto
विचलन,Diversion
लाभांश,Dividend
विभागणी,Division
घटस्फोट,Divorce
डॉकेट,Docket
डॉक्टर,Doctor
दस्तऐवज,Document
कागदोपत्री पुरावा,Documentary evidence
दस्तऐवजीकरण,Documentation
अधिवास,Domicile
अधिवास प्रमाणपत्र,Domicile certificate
प्रबळ,Dominant
देणगी,Donation
डॉसियर,Dossier
संशयास्पद,Doubtful
कबुतराची टेलिंग,Dove tailing
डाउन ग्रेड,Down grade
मसुदा,Draft
मसुदा प्रत्युत्तर,Draft reply
कठोर उपाय,Drastic measure
काढा,Draw
ड्रॉवर,Drawer
रेखांकन,Drawing
दुष्काळ,Drought
कोरडे जाहिरात,Dry promotion
ड्युअल शुल्क,Dual charge
दुहेरी नागरिकत्व,Dual citizenship
देय,Due
देय परिश्रम,Due diligence
थकबाकी,Dues
योग्यरित्या,Duly
नक्कल,Duplicate
कालावधी,Duration
ड्युरेस,Duress
कर्तव्य,Duty
कर्तव्य भत्ता,Duty allowance
कर्तव्य चार्ट,Duty chart
कर्तव्य रजा,Duty leave
ड्यूटी रूम,Duty room
मरणार घोषित,Dying declaration
गतिशीलता,Dynamics
Sermone,Earmark
कमाईची रजा,Earned leave
कमाई,Earnings
पर्यावरणास अनुकूल,Eco-friendly
पर्यावरणशास्त्र,Ecology
अर्थिक,Economic
आर्थिक शोषण,Economical exploitation
अर्थव्यवस्था,Economy
अर्थव्यवस्था वर्ग,Economy class
संपादन,Editing
संस्करण,Edition
संपादकीय,Editorial
शिक्षण,Education
शैक्षणिक कारकीर्द,Educational career
शैक्षणिक संस्था,Educational institute
शैक्षणिक पात्रता,Educational qualification
प्रभाव,Effect
प्रभावी,Effective
प्रभावी तारीख,Effective date
परिणाम,Effects
कार्यक्षमता,Efficacy
कार्यक्षमता,Efficiency
कार्यक्षम,Efficient
इजेक्शन,Ejectment
विस्तृत,Elaborate
बाहेर पडला,Elapse
निवडलेले प्रतिनिधी,Elected representative
निवडणूक,Election
निवडणूक महाविद्यालय,Electoral college
मतदार,Electorate
विद्युतीकरण,Electrification
इलेक्ट्रॉनिक मीडिया,Electronic media
प्राथमिक,Elementary
पात्रता,Eligibility
पात्रता चाचणी,Eligibility test
निर्मूलन,Elimination
वक्तृत्व,Eloquence
लाजिरवाणे,Embarrass
भुयारीपणा,Embezzlement
प्रतीक,Emblem
एम्बॉसिंग सील,Embossing seal
आणीबाणी,Emergency
आपत्कालीन आराम,Emergency relief
उदय,Emergent
इमिग्रेशन,Emigration
Emoluments,Emoluments
एम्पिनेलमेंट,Empanelment
सहानुभूती,Empathy
रोजगार,Employ
कर्मचारी,Employee
कर्मचार्‍यांचा सहभाग,Employee participation
कर्मचार्‍यांचे योगदान,Employee’s contribution
कर्मचार्‍यांचा भविष्य निर्वाह निधी,Employee’s provident fund
मालक,Employer
रोजगार,Employment
रोजगार विनिमय,Employment exchange
रोजगाराची सूचना,Employment notice
रोजगार कार्यालय,Employment office
सक्षम,Empower
सशक्तीकरण,Empowerment
कायदे करा,Enact
अधिनियम,Enactment
एन ब्लॉक,En bloc
एन्कॅश,Encash
संलग्न,Enclose
प्रोत्साहन,Encouragement
अतिक्रमण,Encroachment
अडचण,Encumbrance
मान्यता,Endorse
देणगी,Endowment
शेवटचे उत्पादन,End product
ऊर्जा,Energy
अंमलबजावणी,Enforce
व्यस्त,Engage
वर्धित,Enhancement
आग्रह,Enjoin
एन मॅसे,En masse
चौकशी,Enquiry
नावनोंदणी,Enrol
नावनोंदणी (= नोंदणी),Enrolment (=enrollment)
नावनोंदणी क्रमांक,Enrolment number
Entre,Enroute
आगामी,Ensuing
खात्री करा,Ensure
प्रविष्ट करा,Enter
उपक्रम,Enterprise
मनोरंजन,Entertain
करमणूक,Entertainment
हक्क,Entitle
पात्र,Entitled
हक्क,Entitlement
प्रवेश,Entrance
प्रवेशद्वार,Entrant
प्रविष्टी,Entry
एंट्री लेव्हल जॉब,Entry level job
गणना,Enumeration
वातावरण,Environment
राजदूत,Envoy
साथरोग,Epidemic
एपिटोम,Epitome
समानता,Equality
समतोल,Equilibrium
उपकरणे,Equipment
इक्विटी,Equity
समतुल्य,Equivalent
समतुल्य,Equivocal
निर्मूलन,Eradicate
ERRATA,Errata
त्रुटी,Error
एस्केलेशन,Escalation
एस्कॉर्ट,Escort
अत्यावश्यक,Essential
स्थापना,Establishment
अंदाज,Estimate
अंदाजे किंमत,Estimated cost
नीतिशास्त्र,Ethics
शिष्टाचार,Etiquette
निर्वासन,Evacuation
टाळता,Evade
मूल्यांकन,Evaluation
सम संख्या,Even number
अखेरीस,Eventual
बेदखल,Eviction
पुरावा,Evidence
विकसित,Evolve
अचूक,Exact
परीक्षा,Examination
परीक्षार्थी,Examinee
परीक्षक,Examiner
उदाहरण,Example
उत्खनन,Excavation
उत्कृष्ट,Excellent
अपवाद,Exception
अपवादात्मक,Exceptional
जादा,Excess
एक्सचेंज,Exchange
Execequer,Exchequer
उत्पादन शुल्क (= उत्पादन शुल्क),Excise (=excise duty)
वगळा,Exclude
अनन्य,Exclusive
माफ करा,Excuse
अंमलबजावणी,Execute
कार्यकारी,Executive
कार्यकारी समिती,Executive committee
कार्यकारी शक्ती,Executive power
कार्यकारी,Executives
कार्यकारी कर्मचारी,Executive staff
सूट,Exempt
सूट,Exemption
व्यायाम,Exercise
माजी ग्रॅटिया,Ex-gratia
माजी ग्रॅटिया पेमेंट,Ex-gratia payment
दमट,Exhaust
परिपूर्ण,Exhaustive
प्रदर्शन,Exhibit
एक्झीजेंसी,Exigency
एक्झिम पॉलिसी,Exim policy
बाहेर पडा,Exit
एक्झिट मुलाखत,Exit interview
एक्झिट पॉलिसी,Exit policy
एक्झिट पोल,Exit poll
एक्स-ऑफिसिओ,Ex-officio
निर्दोष,Exonerate
विस्तार,Expansion
माजी भाग,Ex-parte
प्रवासी,Expatriation
फायदेशीर,Expedient
वेगवान,Expedite
बाहेर काढा,Expel
खर्च,Expenditure
अनुभव,Experience
प्रयोग,Experiment
तज्ञ,Expert
समाप्ती,Expiry
कालबाह्यता तारीख,Expiry date
स्पष्टीकरण,Explanation
स्पष्ट,Explicit
शोषण,Exploitation
अन्वेषण,Explore
स्फोट,Explosion
निर्यात,Export
माजी पोस्ट फॅक्टो,Ex-post facto
व्यक्त,Express
अभिव्यक्ती,Expression
हद्दपार,Expulsion
निर्वासित,Expunge
वाढवणे,Extend
व्याप्ती,Extent
बाह्य,External
खंडणी,Extortion
अतिरिक्त,Extra
काढा,Extract
विलक्षण,Extraordinary
विलक्षण,Extravagant
अतिरेकी,Extremist
बहिर्मुख,Extrovert
डोळा साक्षीदार,Eye witness
बनावट,Fabricate
दर्शनी मूल्य,Face value
सुलभ करा,Facilitate
सुविधा,Facility
फॅसिमिले,Facsimile
खरं,Fact
गटवाद,Factionalism
घटक,Factor
कारखाना,Factory
वास्तविक,Factual
प्राध्यापक,Faculty
अपयशी,Fail
योग्य,Fair
विश्वास,Faith
बनावट,Fake
कुटुंब,Family
दुष्काळ,Famine
भाडे,Fare
निरोप,Farewell
शेती,Farming
थकवा,Fatigue
दोष,Fault
अनुकूलता,Favour
व्यवहार्यता,Feasibility
फेडरेशन,Federation
फी,Fee
परत खायला द्या,Feed back
भावना,Feeling
सत्यापित करा,Felicitate
फेलो,Fellow
फेलोशिप,Fellowship
मादी,Female
सुपीक,Fertile
काल्पनिक,Fictitious
निष्ठा,Fidelity
फील्ड,Field
आकृती,Figure
फाईल,File
दाखल,Filing
चित्रपट,Film
अंतिम,Final
वित्त,Finance
आर्थिक,Financial
फायनान्सर,Financier
निष्कर्ष,Findings
छान,Fine
ललित कला,Fine arts
बोटाचे मुद्रण,Finger print
समाप्त वस्तू,Finished goods
आग,Fire
गोळीबार,Firing
टणक,Firm
प्रथमोपचार,First aid
प्रथम श्रेणी,First class
प्रथम विभाग,First division
पहिला माहिती अहवाल,First information report
वित्तीय,Fiscal
मत्स्यपालन,Fisheries
फिट,Fit
तंदुरुस्ती,Fitness
निराकरण,Fix
निर्धारण,Fixation
निश्चित,Fixed
झेंडा,Flag
फडफड,Flap
फ्लॅट,Flat
फ्लीट,Fleet
लवचिकता,Flexibility
उड्डाण,Flight
पूर आराम,Flood relief
मजला,Floor
प्रवाह,Flow
चढ - उतार,Fluctuation
भ्रूणक,Foeticide
फोल्डर,Folder
फोलिओ,Folio
अनुसरण करा,Follow
खालील,Following
अनुयायी,Follower
Foment,Foment
पाऊल टीप,Foot note
सक्तीने कामगार,Forced labour
अंदाज,Forecast
अग्रगण्य निष्कर्ष,Foregone conclusion
परदेशी,Foreign
फोरमॅन,Foreman
फोरनून,Forenoon
दूरदृष्टी,Foresight
अग्रलेख,Foreword
जप्त,Forfeit
बनावट,Forged
बनावट,Forgery
फॉर्म,Form
औपचारिक,Formal
स्वरूप,Format
माजी,Former
सुत्र,Formula
त्वरित,Forthwith
पुढे,Forward
अग्रेषित पत्र,Forwarding letter
पाया,Foundation
अपूर्णांक,Fraction
फ्रेंचायझी,Franchise
फसवणूक,Fraud
फुकट,Free
गोठवा,Freeze
मालवाहतूक,Freight
वारंवारता,Frequency
इंधन,Fuel
पूर्ण-प्रमाणात,Full-scale
कार्य,Function
निधी,Fund
कट्टरतावाद,Fundamentalism
सुसज्ज,Furnish
पुढील कारवाई,Further action
फायदेशीर रोजगार,Gainful employment
फायदेशीर व्यवसाय,Gainful occupation
गेट पास,Gate pass
राजपत्रित,Gazetted
राजपत्रित सुट्टी,Gazetted holiday
सामान्य,General
सामान्य प्रशासन,General administration
सामान्य शरीर,General body
सार्वत्रिक निवडणूक,General election
सर्वसाधारण सभा,General meeting
सामान्य सराव,General practice
सामान्य प्रक्रिया,General procedure
सामान्य नियम,General rule
सामान्य वॉर्ड,General ward
पिढी,Generation
अलौकिक बुद्धिमत्ता,Genius
खरा,Genuine
भेट,Gift
सार,Gist
जागतिक निविदा,Global tender
शब्दकोष,Glossary
ध्येय,Goal
खाली जा,Godown
गोल्डन हँडशेक (= गोल्डन पॅराशूट),Golden handshake(=golden parachute)
चांगले,Good
चांगले आचरण,Good conduct
चांगला विश्वास,Good faith
चांगली कार्यालये,Good offices
सद्भावना,Goodwill
शासन,Govern
कारभार,Governance
शासन,Government
भारत सरकार,Government of India
भारत सरकार चिंता,Government of India Concern
भारत सरकार उपक्रम,Government of India Undertaking
सरकारी प्रेस,Government press
सरकारी नोकर नियम आयोजित करतात,Government servants conduct rules
सरकारी सेवा,Government service
श्रेणीकरण,Gradation
ग्रेड,Grade
ग्रेडिंग,Grading
पदवीधर,Graduate
पदवीधर वेतन,Graduated wages
पदवीधर प्रशिक्षणार्थी,Graduate trainee
कलम,Graft
ग्रँड टोटल,Grand total
अनुदान,Grant
अनुदान-सहाय्य,Grant-in-aid
द्राक्षे,Grapevine
आलेख,Graph
ग्राफोलॉजी,Graphology
कृतज्ञ,Grateful
कृतज्ञता,Gratuity
हिरवा हात,Green hand
शुभेच्छा,Greeting
तक्रार,Grievance
गंभीर,Grievous
स्थूल,Gross
एकूण रक्कम,Gross amount
एकूण गैरवर्तन,Gross misconduct
एकूण दुर्लक्ष,Gross negligence
निव्वळ नफा,Gross profit
एकूण महसूल,Gross revenue
एकूण एकूण,Gross total
निराधार,Groundless
ग्राउंड भाडे,Ground rent
मैदान,Grounds
गट,Group
गटबद्ध आणि ग्रेडिंग,Grouping and grading
हमी,Guarantee
हमी,Guarantor
रक्षक,Guard
गार्ड फाईल,Guard file
पालक,Guardian
गेस्ट हाऊस,Guest house
मार्गदर्शन,Guide
मार्गदर्शक तत्त्वे,Guidelines
दोषी,Guilt
सवय,Habit
सवय,Habitual
अर्ध्या सुट्टीचा,Half-holiday
अर्धा वेतन,Half pay
हॉल,Hall
थांबवा,Halt
हात,Hand
हँडबिल,Handbill
हँडबुक,Handbook
अपंग,Handicap
हँडल,Handle
हातमाग,Handloom
सुलभ,Handy
हस्तांतरण,Hand-over
हस्ताक्षर,Handwriting
छळ,Harassment
हार्बर,Harbour
कठोर कामगार,Hard labour
हार्डवेअर,Hardware
कठोर परिश्रम करणारा,Hard working
हाउलाज,Haulage
फेरीवाला,Hawker
धोका,Hazard
डोके,Head
मुख्य कार्यालय,Head office
मुख्यालय,Headquarter
आरोग्य प्रमाणपत्र,Health certificate
सुनावणी,Hearing
सुनावणी,Hearsay
जड वाहन,Heavy vehicle
वारस,Heir
आयोजित,Held up
यासह,Herewith
हेरिटेज,Heritage
पदानुक्रम,Hierarchy
उच्च अधिकार,Higher authority
उच्च दर्जाचा,High grade
उच्चस्तरीय,High level
उच्च स्तरीय निर्णय,High level decision
हायलाइट्स,Highlights
उच्च अधिकारी,High official
उच्च प्रॉर्टी,High priorty
हायस्कूल,High school
हिंदी आवृत्ती,Hindi version
भाड्याने द्या,Hire
भाड्याने देणे,Hiring
इतिहास पत्रक,History sheet
होर्डिंग,Hoarding
होल्डिंग,Holding
सुट्टी,Holiday
श्रद्धांजली,Homage
मुख्यपृष्ठ,Home
हत्याकांड,Homicide
प्रामाणिक,Honest
मानधन,Honorarium
मानद,Honorary
सन्मान,Honour
वसतिगृहात,Hostel
विरोधी,Hostile
घराचे भाडे,House rent
घराचे भाडे भत्ता,House rent allowance
घर कर,House tax
गृहनिर्माण,Housing
गृहनिर्माण संस्था,Housing society
ह्यू आणि रडणे,Hue and cry
मानवी,Humane
मानवी हक्क,Human rights
अपमान,Humiliation
स्वच्छता,Hygiene
हायपोथेकेशन,Hypothecation
मनुष्यबळाचा हॉर्टेज,Hortage of manpower
कल्पना,Idea
आदर्श,Ideal
एकसारखे,Identical
ओळख,Identification
ओळख,Identity
ओळखपत्र,Identity card
अज्ञान,Ignorance
दुर्लक्ष करा,Ignore
बेकायदेशीर,Illegal
बेकायदेशीर संप,Illegal strike
अयोग्य,Illegible
दुर्दैवी भावना,Ill-feeling
बेकायदेशीर,Illicit
निरक्षरता,Illiteracy
अतार्किक,Illogical
उदाहरण,Illustration
प्रतिमा,Image
असंतुलन,Imbalance
अपरिपक्व,Immature
त्वरित,Immediate
त्वरित कारवाई,Immediate action
तत्काळ अधिकारी,Immediate officer
परदेशातून कायमची वस्ती करण्यासाठी येणारा किंवा आलेला,Immigrant
अनैतिक,Immoral
अचल,Immovable
रोगप्रतिकारक,Immune
प्रतिकारशक्ती,Immunity
प्रभाव,Impact
निःपक्षपाती,Impartial
महाभियोग,Impeachment
अडथळा,Impediment
अत्यावश्यक,Imperative
तोतयागिरी,Impersonation
अंमलबजावणी,Implement
गुंतागुंत,Implicate
पूर्ण,Implicit
आयात,Import
महत्वाचे,Important
आयातकर्ता,Importer
इंडेल,Impost
उधळपट्टी,Impound
छाप,Impression
अर्थपूर्ण,Imprest
अयोग्य,Improper
सुधारित करा,Improve
सुधारणा,Improvement
सुधारणा,Improvisation
दोष,Impute
बेबनाव मध्ये,In abeyance
असमर्थता,Inability
प्रवेश करण्यायोग्य,Inaccessible
अपरिवर्तनीय,Inadmissible
अनवधानाने,Inadvertently
उद्घाटन,Inauguration
रोख मध्ये,In cash
प्रोत्साहन,Incentive
प्रासंगिक,Incidental
उतार,Inclination
समावेशक,Inclusive
गुप्त,Incognito
उत्पन्न,Income
आयकर,Income tax
आयकर मंजुरी प्रमाणपत्र,Income tax clearance certificate
आयकर परतावा,Income tax return
इनकमिंग,Incoming
अक्षमता,Incompetency
अक्षम,Incompetent
अपूर्ण,Incomplete
अनिश्चित,Inconclusive
विसंगत,Incongruous
विसंगती,Inconsistency
गैरसोयी,Inconvenience
समावेश,Incorporated
चुकीचे,Incorrect
अविश्वसनीय,Incredible
वाढ,Increment
विद्यमान,Incumbent
गुंतागुंत,Incumbrance
नुकसान भरपाई,Indemnification
इंडेंट,Indent
स्वातंत्र्यदिन,Independence day
स्वतंत्र,Independent
अनुक्रमणिका,Index
निर्देशांक कार्ड,Index card
संकेत,Indication
दोषारोप,Indict
निष्क्रियता,Indifference
अप्रत्यक्ष,Indirect
अनुशासन,Indiscipline
अदृश्य,Indiscretion
अंदाधुंदी,Indiscriminate
निर्विवाद,Indisputable
अस्पष्ट,Indistinct
Indorsement,Indorsement
वैयक्तिक,Individual
प्रेरण,Induction
डुप्लिकेट मध्ये,In duplicate
औद्योगिकीकरण,Industrialization
औद्योगिक कर्मचारी,Industrial staff
मेहनती,Industrious
उद्योग,Industry
अकार्यक्षमता,Inefficiency
असमानता,Inequity
अपरिहार्य,Inevitable
अनियंत्रित,Inexpedient
अननुभवी,Inexperienced
खरं तर,In fact
संसर्ग,Infection
निकृष्ट,Inferior
अशक्तपणा,Infirmity
चलनवाढ,Inflation
चलनवाढीचा दर,Inflation rate
प्रभावशाली,Influential
अनौपचारिक,Informal
माहिती,Information
पायाभूत सुविधा,Infrastructure
उल्लंघन,Infringe
उल्लंघन,Infringement
अवरोधक,Infructuous
अंतर्निहित,Inherent
वारसा,Inherit
प्रारंभिक,Initial
आद्याक्षरे,Initials
आरंभ करा,Initiate
इंजेक्शन,Injuction
इजा,Injury
अंतर्देशीय पत्र,Inland letter
रोगप्रतिबंधक लस टोच,Inoculation
इनपुट,Input
चौकशी,Inquiry
घाला,Insert
अंतर्दृष्टी,Insight
तपासणी,Inspect
निरीक्षक,Inspector
अस्थिरता,Instability
स्थापना,Installation
हप्ता,Instalment
चिथावणी द्या,Instigate
चिथावणी,Instigation
संस्था,Institute
सूचना,Instruction
साधन,Instrument
अनिवार्य,Insubordination
विमा,Insurance
विमा,Insure
अविभाज्य,Integral
एकत्रीकरण,Integration
सचोटी,Integrity
सुगम,Intelligible
गहन,Intensive
हेतू,Intent
परस्परसंवाद,Interaction
इन अलिया,Inter alia
आंतर-विभागीय,Inter-departmental
व्याज,Interest
हस्तक्षेप,Interfere
अंतरिम,Interim
अंतरिम ऑर्डर,Interim order
अंतरिम मदत,Interim relief
अंतरिम अहवाल,Interim report
दरम्यानचे,Intermediate
इंटरमीडिएट कॉलेज,Intermediate college
इंटर्न,Intern
अंतर्गत,Internal
आंतरराष्ट्रीय कायदा,International law
इंटर्नशिप,Internship
इंटरपोलेशन,Interpolation
व्याख्या,Interpretation
चौकशी,Interrogate
व्यत्यय,Interrupt
व्यत्यय,Interruption
आंतर,Inter se
हस्तक्षेप,Intervene
हस्तक्षेप,Intervention
मुलाखत,Interview
मुलाखत,Interviewee
मुलाखत घेणारा,Interviewer
जिव्हाळ्याचा,Intimate
माहिती,Intimation
धमकी,Intimidation
असहिष्णुता,Intolerance
नशा,Intoxication
गुंतागुंत,Intricacy
गुंतागुंत,Intricate
परिचय,Introduce
परिचय,Introduction
अवैध,Invalid
अवैधता,Invalidity
नेहमीच,Invariably
तपास,Investigation
गुंतवणूक,Investment
आमंत्रण,Invitation
अनैच्छिक,Involuntary
सहभागी,Involved
इप्सो फॅक्टो,Ipso facto
इप्सो ज्यूर,Ipso jure
तर्कहीन,Irrational
अपरिवर्तनीय,Irrecoverable
अनियमित,Irregular
असंबद्ध,Irrelevant
बेजबाबदार,Irresponsible
अपरिवर्तनीय,Irrevocable
मुद्दा,Issue
जारी ऑर्डर,Issue order
जारी किंमत,Issue price
आयटम,Item
नोकरी,Job
कामाचे स्वरूप,Job description
नोकरी मूल्यांकन,Job evaluation
जॉब फ्रीझ,Job freeze
नोकरी शिकार,Job hunting
बेरोजगार,Jobless
