Bengali,Assamese
"চরিত্রগত, চরিত্রগত, চরিত্রগত, সমগ্র, চরিত্রগত","বৈশিষ্ট্যপূৰ্ণ, বৈশিষ্ট্যপূৰ্ণ, বৈশিষ্ট্যপূৰ্ণ, সমগ্ৰ, বৈশিষ্ট্যপূৰ্ণ"
"চার্জ, চার্জ, চার্জ, চার্জ","চাৰ্জ, চাৰ্জ, চাৰ্জ, চাৰ্জ"
চার্জার,চাৰ্জাৰ
পূরণ,পূৰ্ণ
চার্লস আইন,চাৰ্লছ আইন
"চার্ট, চার্ট","চাৰ্ট, চাৰ্ট"
ফলো-আপ,খতিয়ান লোৱা
"ফাঁড়ি, চ্যাসিস","আউটপোষ্ট, চেছিছ"
"পরীক্ষা, পরীক্ষা","পৰীক্ষা, পৰীক্ষা"
রাসায়নিক,ৰাসায়নিক
কেমিলুমিনেসেন্স,কেমিলুমিনেচেন্স
"শেভিং, চিপস, চিপস","শ্বেভিংছ, চিপছ, চিপছ"
শ্রেণীবিহীন পরীক্ষা,ন&#39;-ক্লাছ পৰীক্ষা
"দম বন্ধ করা (খুঁটি), দম বন্ধ করা","choking (দোষ), choke"
বিরতিহীন পরিবর্ধক,মাজে মাজে এম্প্লিফায়াৰ
গ্রুপ সঙ্গীত,গ্ৰুপ মিউজিক
রঙিন,ৰঙীন
পিগমেন্টেশন,ৰং কৰা
পিগমেন্টেশন,ৰং কৰা
পিগমেন্টেশন,ৰং কৰা
ক্রোমাটোগ্রাম,ক্ৰমেট&#39;গ্ৰাম
"কালারমিটার, ক্রোমোমিটার","ৰংমাপক, ক্ৰম&#39;মিটাৰ"
ক্রোমোফোর,ক্ৰম’ফ’ৰ
"ক্রোমোস্ফিয়ার, ক্রোমোস্ফিয়ার","ক্ৰম’স্ফিয়াৰ, ক্ৰম’স্ফিয়াৰ"
"chronograph, chronograph, chronograph","ক্ৰ’ন’গ্ৰাফ, ক্ৰ’ন’গ্ৰাফ, ক্ৰ’ন’গ্ৰাফ"
ক্রোনোমিটার,ক্ৰ&#39;নোমিটাৰ
"চলচ্চিত্র, চলচ্চিত্র","চলচ্চিত্ৰ, চলচ্চিত্ৰ"
সিনেমাটোগ্রাফি,চিনেমাট&#39;গ্ৰাফী
"শূন্য, সাইফার","শূন্য, চাইফাৰ"
পুনরাবৃত্তি,পুনৰাবৃত্তি
সার্কিট,বৰ্তনী
সার্কিটরি,বৰ্তনী
"বৃত্তাকার, বৃত্তাকার","বৃত্তাকাৰ, বৃত্তাকাৰ"
প্রচলন,প্ৰচলিত
"circulation, circulation","circulation, প্ৰচলন"
সংবহনকারী,চাৰ্কুলেটৰ
পরিধিমূলক,পৰিধিৰ
পারমাণবিক ইলেকট্রন,নিউক্লিয়াৰ ইলেক্ট্ৰন
পরিভু স্যাটেলাইট,পৰিভু উপগ্ৰহ
বেসামরিক ফ্রিকোয়েন্সি ব্যান্ড,অসামৰিক কম্পাঙ্ক বেণ্ড
"পোশাক, দখল","পোছাক, দখল"
বন্ধন,বান্ধোন
ক্লেপেয়ারন সমীকরণ,ক্লেপেইৰন সমীকৰণ
"ক্লাসিক, ক্লাসিক, ক্লাসিক","ক্লাছিক, ক্লাছিক, ক্লাছিক"
"ব্যবধান, অপসারণ (বিশেষণ)","ব্যৱধান, আঁতৰোৱা (adj.)"
খাঁজ,ক্লিভেজ
জলবায়ু,জলবায়ু
মাউন্ট,মাউন্ট
"পাইরোমিটার, মেডিকেল থার্মোমিটার","পাইৰ&#39;মিটাৰ, চিকিৎসা থাৰ্মোমিটাৰ"
ঘড়ির ভোল্টেজ,ঘড়ীৰ ভল্টেজ
ঘড়ির কাঁটার দিকে,ঘড়ীৰ কাঁটাৰ দিশত
বন্ধ সার্কিট,বন্ধ বৰ্তনী
ক্লোজড সার্কিট টেলিভিশন,বন্ধ-চাৰ্কিট টেলিভিছন
"tightly packed, tightly packed","টানকৈ পেক কৰা, টানকৈ পেক কৰা"
ভাল প্যাকেজ গঠন,ভালদৰে পেকেজ কৰা গঠন
নিকটতম পন্থা,নিকটতম এপ্ৰ&#39;চ
সর্বশেষ বস্তাবন্দী,শেহতীয়াকৈ পেক কৰা হৈছে
ঘনিষ্ঠ দৃশ্য,বন্ধ দৃশ্য
"মেঘ, মেঘ, ঝাপসা, দাগ","ডাৱৰ, ডাৱৰ, অস্পষ্টতা, দাগ"
গুচ্ছ,মুঠি
"মোটা, মোটা, অশোধিত, নিম্নমানের, অপরিশোধিত","মোটা, মোটা, খাৰুৱা, অমান্য, অপৰিশোধিত"
ম্যাক্রো স্ফটিক,মেক্ৰ&#39; স্ফটিক
"উপকূল, টার্গেট হাউস (রাডার)","উপকূল, লক্ষ্য ঘৰ (Radar)"
"আবরণ, আবরণ, আবরণ, আবরণ","আৱৰণ, কোট, কোট, আৱৰণ"
"আবরণ, আবরণ, আবরণ","আৱৰণ, আৱৰণ, আৱৰণ"
শান্ত করা,coax
"কোড, সাইন, কোড, কোড, কোড","ক&#39;ড, চিহ্ন, ক&#39;ড, ক&#39;ড, ক&#39;ড"
কোডেড,ক&#39;ড কৰা হৈছে
কোডিং পালস,ক&#39;ডিং পালছ
গুণাঙ্ক,সহগ
সংযম,সংযম
সাসপেন্স,ছাচপেন্স
"affiliation, affiliation","affiliation, সংযুক্ততা"
"affiliated, attached","সংযুক্ত, সংযুক্ত"
সংহতি,সংহতি
সানসানজি,sansanji
রাশিফল,ৰাশিফল
কুণ্ডলীকৃত,কুণ্ডলীযুক্ত
"coiling, coil building, coiling","কইলিং, কইল বিল্ডিং, কইলিং"
সমান,চেপেটা
ঠান্ডা,ঠাণ্ডা
নিম্ন তাপমাত্রা নির্গমন,কম উষ্ণতাৰ নিৰ্গমন
সাবথার্মাল নিউট্রন,উপতাপীয় নিউট্ৰন
ধ্বংস,ডেচিমেচন
"জামানত, শাখা, শাখা","জামিন, শাখা, শাখা"
"সমন্বয়কারী, সমন্বয়কারী, সংগ্রাহক","সমন্বয়ক, সমন্বয়ক, সমন্বয়ক"
সংগ্রহ,সংগ্ৰহ
"সমষ্টিগত, জনসংখ্যা","সামূহিক, জনসংখ্যা"
"সংগ্রাহক, সংগ্রাহক, সংগ্রাহক","সংগ্ৰাহক, সংগ্ৰাহক, সংগ্ৰাহক"
সংঘর্ষকারী কণা,সংঘৰ্ষ কণা
সমান্তরাল,সমান্তৰাল
"সমান্তরাল, একমুখী","সমান্তৰাল, একদিশীয়"
সমান্তরাল বৃত্ত,সমান্তৰাল চতুৰ্ভুজ
প্রান্তিককরণ,প্ৰান্তিককৰণ
প্রান্তিককরণ,প্ৰান্তিককৰণ
"সংঘর্ষ, সংঘর্ষ, সংঘর্ষ","সংঘৰ্ষ, সংঘৰ্ষ, সংঘৰ্ষ"
কোলয়েড,কলয়ড
"কালারমিটার, কালারমিটার","ৰংমাপক, ৰংমাপক"
বর্ণান্ধতা,ৰঙৰ অন্ধতা
চরিত্র,চৰিত্ৰ
"কলাম, কলাম","স্তম্ভ, স্তম্ভ"
"কমা, টুফ্ট, লেজ, লেজ","কমা, টাফ্ট, ঠেং, ঠেং"
"combination, combination, accumulation","সংমিশ্ৰণ, সংমিশ্ৰণ, সঞ্চয়"
যৌগিক স্বরবর্ণ,সংমিশ্ৰিত স্বৰবৰ্ণ
যৌগিক স্বরবর্ণ,সংমিশ্ৰিত স্বৰবৰ্ণ
দায়,দায়িত্ব
দহন,দহন
বাণিজ্যিক ফেরাইট,বাণিজ্যিক ফেৰাইট
"সাধারণ, সাধারণ, সাধারণ, সাধারণ, সাধারণ","সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ, সাধাৰণ"
যোগাযোগ,যোগাযোগ
"ডাইভারশন, ডেটাম পরিবর্তন, স্থানান্তর","ডাইভাৰচন, ডেটাম পৰিৱৰ্তন, পাৰ্মিউটেচন"
"কমিউটেটর, কম্যুটেটর, কম্যুটেটর","কমিউটেটৰ, কমিউটেটৰ, কমিউটেটৰ"
"comparator, comparator","তুলনাকাৰী, তুলনাকাৰী"
তুলনা,তুলনা কৰা
"কম্পাস, কম্পাস, কম্পাস","কম্পাছ, কম্পাছ, কম্পাছ"
"সামঞ্জস্য, সামঞ্জস্য, সামঞ্জস্য, সামঞ্জস্য","সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা, সামঞ্জস্যতা"
"ক্ষতিপূরণ, প্রতিশোধ","ক্ষতিপূৰণ দিয়া, প্ৰতিশোধ লোৱা"
"ক্ষতিপূরণ, ক্ষতিপূরণ, ক্ষতিপূরণ","ক্ষতিপূৰণ, ক্ষতিপূৰণ, ক্ষতিপূৰণ"
পাল্টা ব্যবস্থা,প্ৰতিকাৰৰ ব্যৱস্থা
"সংকলন, ব্যাখ্যা","সংকলন, ব্যাখ্যা"
"সংকলন, ব্যাখ্যা","সংকলন, ব্যাখ্যা"
পরিপূরকতা,পৰিপূৰকতা
সাপ্লিমেন্ট,পৰিপূৰক
সম্পূর্ণ,সম্পূৰ্ণ কৰা
সম্পূর্ণ সেল,সম্পূৰ্ণ কোষ
সম্পূর্ণ মড্যুলেশন,সম্পূৰ্ণ মডুলেচন
"জটিল, জটিল, প্যাকেজ","জটিল, জটিল, পেকেজ"
জটিল পরমাণু,জটিল পৰমাণু
জটিল ফাংশন,জটিল ফলন
বিন্যাস,ফৰ্মেট
জটিল প্রক্রিয়া,জটিল ব্যৱস্থা
ফলো-আপ,খতিয়ান লোৱা
"উপাদান, সংশ্লিষ্ট উপাদান","উপাদান, সংশ্লিষ্ট উপাদান"
"যৌগিক, যৌগিক","সংমিশ্ৰিত, সংমিশ্ৰিত"
"মিশ্র, মিশ্র, সম্মিলিত, অর্থ, যৌগিক","মিশ্ৰিত, মিশ্ৰিত, সংযুক্ত, বিত্ত, যৌগ"
asral দুল,asral পেণ্ডুলাম
"কম্প্রেস (সম্পাদনা), কম্প্রেস (v.)","সংকোচন (সম্পা.), সংকোচন (v.)"
সংকুচিত,সংকোচিত কৰা হৈছে
সংকোচনযোগ্যতা,সংকোচন ক্ষমতা
সংকোচনযোগ্য,সংকোচনযোগ্য
সঙ্কোচন,সংকোচন
"কম্প্রেসার, কম্প্রেসার","কম্প্ৰেছাৰ, কম্প্ৰেছাৰ"
"কম্পটন ইলেকট্রন, ভারসাম্যহীন ইলেকট্রন","কম্পটন ইলেক্ট্ৰন, প্ৰতিভাৰসাম্যপূৰ্ণ ইলেক্ট্ৰন"
গণনা,গণনা
গণনামূলক,গণনামূলক
"কম্পিউটার, কম্পিউটার, কম্পিউটার","কম্পিউটাৰ, কম্পিউটাৰ, কম্পিউটাৰ"
অবতল,অৱতল
দ্বিকনভেক্স,দ্বি উত্তল
"মনোনিবেশ করা, ঘন করা, মনোনিবেশ করা (adj.), মনোনিবেশ করা (v.)","ঘনীভূত কৰা, ঘন কৰা, ঘনীভূত কৰা (adj.), ঘনীভূত কৰা (v.)"
"কেন্দ্রীভূত, কেন্দ্রীভূত, কেন্দ্রীভূত","ঘনীভূত, ঘনীভূত, ঘনীভূত"
"একাগ্রতা, একাগ্রতা, একাগ্রতা, একাগ্রতা","ঘনত্ব, ঘনত্ব, ঘনত্ব, ঘনত্ব"
"এককেন্দ্রিক, এককেন্দ্রিক","এককেন্দ্ৰিক, সমকেন্দ্ৰিক"
ধারণা,ধাৰণা
ধারণাগত,ধাৰণাগত
"অন্তরঙ্গতা, যোগাযোগ","ঘনিষ্ঠতা, যোগাযোগ"
সুরেলা,সমন্বিত
"concurrent, trailing","সমকালীন, পিছপৰা"
"ঘনীভবন, ঘনীভবন","ঘনীভূতকৰণ, ঘনীভূতকৰণ"
"to condense, to liquefy, to liquefy","ঘনীভূত কৰা, তৰলীকৃত কৰা, তৰলীকৃত কৰা"
"ঘনীভূত, তরলীকৃত, সংকুচিত","ঘনীভূত, তৰলীকৃত, সংকুচিত"
"কনডেন্সার, ক্যাপাসিটর, সংগ্রাহক","কণ্ডেন্সাৰ, কেপাচিটৰ, সংগ্ৰাহক"
"শর্ত, শর্ত, শর্ত, শর্ত","অৱস্থা, অৱস্থা, অৱস্থা, অৱস্থা"
পরিবাহিতা,পৰিবাহীতা
ড্রাইভার,ড্ৰাইভাৰ
পরিচালনা,ড্ৰাইভিং
পরিবাহিতা,পৰিবাহীতা
বিশ্বস্ততা,ফিডেলিটি
"কনফিগারেশন, কনফিগারেশন","বিন্যাস, বিন্যাস"
কনফিগারেশন,বিন্যাস
কনফোকাল,কনফ&#39;কেল
"সংগতি, দ্বিমেরুতা, সমতা","সমন্বয়, দ্বিমেৰুত্ব, সমতা"
"সঙ্গতিপূর্ণ, অভিন্ন","congruent, একেধৰণৰ"
কনিক,কনিক
"conjugate (v.), to be conjugated (ver.)","to conjugate (v.), সংযোগ কৰা (ver.)"
লেটারাল অ্যাসোসিয়েটেড,পাৰ্শ্বীয় সংযুক্ত
চেইন সম্পর্কিত,শৃংখল সম্পৰ্কীয়
সংযোগকারী লাইন,সংযোগকাৰী লাইন
সংযোগ,সংযোগ
"পৃষ্ঠপোষক, সংযোগকারী","পৃষ্ঠপোষক, সংযোগকাৰী"
একটানা,একেৰাহে
পৃষ্ঠপোষক,পৃষ্ঠপোষক
পৃষ্ঠপোষক,পৃষ্ঠপোষক
"ধারাবাহিকতা, সামঞ্জস্য, ঘনত্ব, পুরুত্ব","স্থায়িত্ব, স্থায়িত্ব, বেধ, বেধ"
"সামঞ্জস্যপূর্ণ, বিপরীত","সামঞ্জস্যপূৰ্ণ, বিপৰীত"
কথোপকথন,কথোপকথনমূলক
কথোপকথন,কথোপকথনমূলক
স্থিতিশীলতা,স্থিৰতা
"স্থির, স্থির, অস্থাবর, অপরিবর্তনীয়, অভিন্ন","স্থিৰ, স্থিৰ, স্থাৱৰ, অপৰিৱৰ্তিত, একেধৰণৰ"
কনস্ট্যান্টান,কনষ্টেন্টান
ধারাবাহিক প্রবাহ,অবিৰত প্ৰবাহ
কোভারিয়েট সংখ্যা,সহচলক সংখ্যা
সার্কিটের বৈশিষ্ট্য,বৰ্তনীটোৰ বৈশিষ্ট্য
নক্ষত্রপুঞ্জ,নক্ষত্ৰমণ্ডল
"রচনা, রচনা, গঠন","ৰচনা, ৰচনা, গঠন"
সীমাবদ্ধ গতি,বাধ্যতামূলক গতি
বাধা,বাধা
সংকীর্ণ,সংকীৰ্ণ হোৱা
টেকসই হস্তক্ষেপ,বহনক্ষম হস্তক্ষেপ
শক্তি খরচ,ব্যৱহৃত শক্তি
"স্পর্শ, স্পর্শ, স্পর্শ","স্পৰ্শ, স্পৰ্শ, স্পৰ্শ"
"যোগাযোগ, যোগাযোগ","যোগাযোগ, যোগাযোগ"
দূষণ,দূষণ কৰা
"বিষয়বস্তু, অংশ, অর্ধেক","বিষয়বস্তু, অংশ, আধা"
"continuum, continuum","continuum, ধাৰাবাহিকতা"
রাষ্ট্রীয় ধারাবাহিকতা,অৱস্থাৰ ধাৰাবাহিকতা
"অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন","অবিৰত, অবিচ্ছেদ্য, অবিচ্ছেদ্য, অবিৰত, অবিৰত"
ধারাবাহিকতা,ধাৰাবাহিকতা
"সংকুচিত করা, সংকুচিত করা (ver.)","সংকোচন কৰা, সংকোচন কৰা (ver.)"
সঙ্কুচিত,সংকোচন
সংকোচন,সংকোচন
কাউন্টার-অরবিটাল দিক,প্ৰতি-কক্ষপথৰ দিশ
আপেক্ষিক শরীর,আপেক্ষিক শৰীৰ
"বিপরীত, বিপরীত","কনট্ৰাষ্ট, কনট্ৰাষ্ট"
নিয়ন্ত্রণ,নিয়ন্ত্ৰণ
পরিচলন,সংবহন
প্রচার পোস্ট,কনভেয়িং পোষ্ট
ভাস্কুলার,ভেছকুলাৰ
নিয়মিত পারমাণবিক ওজন,নিয়মীয়া পাৰমাণৱিক ওজন
"to converge, to converge","to converge, অভিসৰণ কৰা"
"convergence, convergence","অভিসৰণ, অভিসৰণ"
কনভারজিং লেন্স,কনভাৰ্জিং লেন্স
"বিপরীত, বিপরীত","বিপৰীত, বিপৰীত"
বিপরীতভাবে,VICA বিপৰীতে
রূপান্তর,ৰূপান্তৰ
রূপান্তরিত,ৰূপান্তৰিত
রূপান্তরকারী,ৰূপান্তৰক
রূপান্তরযোগ্য লেন্স,কনভাৰ্টিবল লেন্স
উত্তল,উত্তল
উত্তল,উত্তলতা
উত্তল,উত্তল
দ্বিকনভেক্স,দ্বি উত্তল
কুল্যান্ট,শীতল পদাৰ্থ
"রেফ্রিজারেন্ট, চিলার","শিতলকাৰী, চিলাৰ"
কুলিজ টিউব,কুলিজ টিউব
শীতল,শীতল কৰা
কুল্যান্ট,শীতল পদাৰ্থ
সহযোগিতামূলক ঘটনা,সমবায়ৰ পৰিঘটনা
"সমন্বয় করা, সমন্বয় করা","স্থানাংক, স্থানাংক"
পরিচালক অক্ষ,পৰিচালক অক্ষ
প্ল্যানার,সমতল
সমতলতা,সমতলতা
"অনুলিপি, অনুলিপি, অনুলিপি","কপি, কপি, কপি"
মূল,মুখ্য
মূল ইলেকট্রন,কোৰ ইলেক্ট্ৰন
কোরিওলিস ত্বরণ,ক’ৰিঅ’লিছ ত্বৰণ
কোরিওলিস বল,ক&#39;ৰিঅ&#39;লিছ বল
"কিরিত, করোনা","কিৰিট, কৰোনা"
করোনা অস্ট্রেলিয়া,কৰ&#39;না অষ্ট্ৰেলিয়া
করোনা বোরিয়ালিস,corona borealis
সুর্যের আগুনের ফুল্কি,সৌৰ জ্বলন
দানা,গ্ৰেনুল
দানাদার,গ্ৰেনুলাৰ
"সঠিক, সঠিক","শুদ্ধ, শুদ্ধ"
সংশোধিত,সংশোধিত
"সংশোধন, সংশোধন","সংশোধন, সংশোধন"
সহ- সম্পর্ক,সহ - সম্পৰ্ক
"correspond, correspond","to correspond, to correspond"
সমিতির নিয়ম,সংঘৰ নিয়মাৱলী
অনুষঙ্গ,সংগীত
কোসাইন নিয়ম,কোচাইন নিয়ম
স্থান প্রাচুর্য,স্থানৰ প্ৰাচুৰ্য্য
মহাজাগতিক,মহাজাগতিক
মহাকাশ রশ্মি বিস্ফোরিত,মহাকাশ ৰশ্মি ফাটি গ’ল
"মহাকাশ রশ্মি, মহাজাগতিক রশ্মি","মহাকাশ ৰশ্মি, মহাজাগতিক ৰশ্মি"
স্থান বৃষ্টিপাত,মহাকাশৰ বৰষুণ
স্থান,স্থান
মহাজাগতিক,মহাজাগতিক
"cosmology, cosmology","ব্ৰহ্মাণ্ডবিজ্ঞান, ব্ৰহ্মাণ্ডবিজ্ঞান"
মহাকাশচারী,মহাকাশচাৰী
মহাকাশবিজ্ঞান,মহাকাশ বিজ্ঞান
"কসমস, মহাবিশ্ব","cosmos, বিশ্বব্ৰহ্মাণ্ড"
কুলম্ব,কুলম্ব
কুলোমি এলাকা,কুলোমি এলেকা
কুলমিটার,কুলোমিটাৰ
"গণনা, গণনা, গণনা, গণনা","গণনা, গণনা, গণনা, গণনা"
"গণনা, বিপরীত গণনা","গণনা, বিপৰীত গণনা"
"ক্যালকুলেটর, কাউন্টার, প্যানেল","কেলকুলেটৰ, কাউণ্টাৰ, পেনেল"
ঘড়ির কাঁটার বিপরীত দিকে,ঘড়ীৰ কাঁটাৰ বিপৰীত দিশত
"বিপরীত বর্তমান, বিপরীত বর্তমান","ৰিভাৰ্ছ কাৰেণ্ট, কাউণ্টাৰ কাৰেণ্ট"
বিরোধী ইলেক্ট্রোমোটিভ ফোর্স,বিপৰীতমুখী বিদ্যুৎ গতিশীল বল
ডেপুটেশন,ডেপুটেচন
বিপরীত ধড়,ৰিভাৰ্ছ টৰ্চ
গণনা হার,গণনাৰ হাৰ
"গণনা, গণনা-সংখ্যা, গণনা, গণনা","গণনা, গণনা-সংখ্যা, গণনা, গণনা"
বল জোড়া,বল যোৰ
যুগল,সংযুক্ত
সংযোজনকারী,কাপলাৰ
কাপলিং,কাপলিং
"অভিপ্রেত দিক, পথ, পথ","উদ্দেশ্যপ্ৰণোদিত দিশ, পথ, পথ"
সমযোজীতা,সহযোগীতা
সমযোজীতা,সহযোগীতা
সহযোগী,সহযোগী
সহবাস,সহাৱস্থান
সহগামী,সমান্তৰাল
"কভারেজ এলাকা, সম্প্রচার এলাকা","কভাৰেজ এলেকা, সম্প্ৰচাৰ এলেকা"
কভার শীট,কভাৰ শ্বীট
বকবক,chatter
উর্বরতার হার,উৰ্বৰতাৰ হাৰ
সামান্য বিকৃতি,সামান্য বিকৃতি
চূড়া,শিখৰ
"মাপকাঠি, মানদণ্ড","মাপকাঠী, মাপকাঠী"
সমালোচনামূলক,জটিল অৱস্থা
সমালোচনা,সমালোচনাত্মকতা
মকর ক্লিপ,মকৰ ৰাশিৰ ক্লিপ
দুর্বৃত্তদের অন্ধকার রাজ্য,কুটিলৰ অন্ধকাৰ ৰাজ্য
ক্রস-হাইব্রিড হাইব্রিডাইজেশন,ক্ৰছ-হাইব্ৰিড হাইব্ৰিডাইজেচন
ক্রস ব্যান্ড যোগাযোগ,ক্ৰছ বেণ্ড যোগাযোগ
অপ্রাসঙ্গিক চরিত্রের অবয়ব,অপ্রাসংগিক চৰিত্ৰৰ ব্যক্তিত্ব
ক্রস বন্ধন,ক্ৰছ টাই
অতিক্রম করা এলাকা,ক্ৰছ কৰা এলেকা
ন্যূনতম বিকৃতি লেন্স,লেষ্ট এবেৰেচন লেন্স
ক্রস পণ্য,ক্ৰছ প্ৰডাক্ট
অপ্রাসঙ্গিক সংকেত,অপ্রাসংগিক সংকেত
মেঝে দখল,মজিয়াৰ বেদখল
রূপান্তর জোন,ট্ৰেঞ্জিচন জ&#39;ন
রূপান্তর বিন্দু,ট্ৰেঞ্জিচন পইণ্ট
বিনিময় মূল্য,বিনিময় মূল্য
ভেক্টর-পণ্য ভেক্টর-পণ্য,ভেক্টৰ-উৎপাদন ভেক্টৰ-উৎপাদন
"ক্রস বিভাগ, ক্রস বিভাগ","ক্ৰছ ছেকচন, ক্ৰছ ছেকচন"
"মাল্টিপল টার্ম, হাইব্রিড টার্ম","একাধিক টাৰ্ম, হাইব্ৰিড টাৰ্ম"
ক্রস তারের,ক্ৰছ তাঁৰ
"মুকুট অপটিক্যাল গ্লাস, মুকুট অপটিক্যাল গ্লাস","মুকুট অপটিকেল গ্লাছ, মুকুট অপটিকেল গ্লাছ"
শীতল মিশ্রণ,শীতল কৰা মিশ্ৰণ
নিম্ন তাপমাত্রা ইলেকট্রনিক্স,কম উষ্ণতাৰ ইলেক্ট্ৰনিকছ
হাইপোথার্মিয়া,হাইপোথাৰ্মিয়া
ক্রায়োজেনিক পরীক্ষাগার,ক্ৰাইজেনিক লেবৰেটৰী
নিমরতাপিকি,নিম্ৰতাপিকি
হিমায়িত পরিমাপক,ফ্ৰীজিং গেজ
ক্রাইমেট্রিক ধ্রুবক,ক্ৰাইমেট্ৰিক ধ্ৰুৱক
স্ফটিক,স্ফটিক
"স্ফটিক, তন্তুযুক্ত","স্ফটিকীয়, আঁহযুক্ত"
"স্ফটিককরণ, স্ফটিককরণ, স্ফটিককরণ","স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ"
স্ফটিক বিজ্ঞানী,স্ফটিক বিজ্ঞানী
স্ফটিক-কাঠামোগত,স্ফটিক-গাঁথনিগত
স্ফটিক গঠন,স্ফটিক গঠন
"ক্রিস্টালোগ্রাফি, স্ফটিক বিজ্ঞান","স্ফটিকবিজ্ঞান, স্ফটিক বিজ্ঞান"
জালি স্থানান্তর অপারেশন,জালি স্থানান্তৰ কাৰ্য্য
স্ফটিক ধোঁয়া,স্ফটিক স্মাজ
কিউব কিউব,ঘনক ঘনক
"ঘনক, ঘনক, ঘনক, ত্রিভুজ, ঘনক, ত্রিভুজ","ঘন, ঘন, ঘন, ত্ৰিভুজ, ঘন, ত্ৰিভুজ"
কিউবিক ফাটল,ঘন বিভাজন
অরবিটাল,কক্ষপথ
ক্রমবর্ধমান,ক্ৰমবৰ্ধমান
কিউরি ধ্রুবক,curie ধ্ৰুৱক
কিউরি এফেক্ট,কুৰি ইফেক্ট
"কিউরি পয়েন্ট, কিউরি তাপমাত্রা, কুরি ডিম্যাগনেটাইজেশন পয়েন্ট","কুৰি পইণ্ট, কুৰি তাপমাত্ৰা, কুৰি বিচুম্বকীয়কৰণ পইণ্ট"
কিউরি,curie
প্রবাহ,নিজৰা
স্রোতের সংখ্যালঘু,সংখ্যালঘু ধাৰা
বিতরণ,বিতৰণ
বক্রতা,বক্ৰতা
বক্ররেখা বক্ররেখা,বক্ৰ বক্ৰ ৰেখা
বাঁকা,বক্ৰ
বক্ররেখা বার,বক্ৰ বাৰ
বাঁকা পাতা,বক্ৰ পৃষ্ঠা
বৃদ্ধি বক্ররেখা,বৃদ্ধিৰ বক্ৰ
বক্ররেখা,বক্ৰৰেখা
"ছিদ্রকারী, কাটা","ছিদ্ৰকাৰী, কাটিব পৰা"
শেষ স্থান,শেষৰ মণ্ডল
শেষ ফ্রিকোয়েন্সি,শেষ কম্পাঙ্ক
শেষপ্রান্ত,শেষ বিন্দু
টার্মিনাল পয়েন্ট বেগ,টাৰ্মিনেল পইণ্ট বেগ
টার্মিনাল ভোল্টেজ,টাৰ্মিনেল ভল্টেজ
"অভিনয়কারী, অভিনয়কারী","পৰিৱেশনকাৰী, পৰিবেশক"
সাইবারনেটিক্স,চাইবাৰনেটিক্স
"চক্র, চক্র, চক্র","চক্ৰ, চক্ৰ, চক্ৰ"
প্রতি সেকেন্ডে চক্র,প্ৰতি ছেকেণ্ডত চক্ৰ
"চক্রাকার, চক্রীয়","চক্ৰীয়, চক্ৰীয়"
স্পিন,ঘূৰ্ণন
চক্রীয় পেন্ডুলাম,চক্ৰীয় পেণ্ডুলাম
সাইক্লোট্রন,চাইক্লট্ৰন
সাইক্লোট্রন ফ্রিকোয়েন্সি,চাইক্লট্ৰন কম্পাঙ্ক
"সিলিন্ডার, সিলিন্ডার","চিলিণ্ডাৰ, চিলিণ্ডাৰ"
"নলাকার, সিলিন্ডার আকৃতি, সিলিন্ডার, সিলিন্ডার","নলাকাৰ, চিলিণ্ডাৰৰ আকৃতি, চিলিণ্ডাৰ, চিলিণ্ডাৰ"
সিলিন্ডার সুরেলা,চিলিণ্ডাৰ হাৰমনিক
স্যাঁতসেঁতে,তিতি যোৱা
স্যাঁতসেঁতে সহজ সুরেলা দোলন,ডেম্প কৰা সৰল হাৰমনিক দোলন
দাম্পার,ডেম্পাৰ
ড্যানিয়েল সেল,ডেনিয়েল কোষ
অন্ধকার,অন্ধকাৰ
"রিসোর্স রিসোর্স, রিসোর্স রিসোর্স, ট্রাস্ট রিসোর্স","সম্পদ সম্পদ, সম্পদ সম্পদ, বিশ্বাস সম্পদ"
"পচন উৎপাদনকারী, দুধ উৎপাদিত, পিতামাতা, বংশধর","পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ"
ডেভিসন গরম পরীক্ষা,ডেভিছন হটাৰ পৰীক্ষা
ডিসি (নির্দেশক),ডি.চি.(নিৰ্দেশনা)
নিষ্ক্রিয় অংশ,নিষ্ক্ৰিয় অংশ
নীরব জায়গা,নিস্তব্ধ দাগ
ডি ব্রাগ্লি তরঙ্গদৈর্ঘ্য,de bragli তৰংগদৈৰ্ঘ্য
Debye বৈশিষ্ট্যগত তাপমাত্রা,ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা
"Debye দৈর্ঘ্য, Debye দূরত্ব","দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব"
ঋণ অবকাশ,debt-recess
ক্ষয়,পচি যোৱা
ক্ষয় সূচক,ক্ষয় সূচকাংক
diluent,পাতলকাৰী
