Assamese,Hindi
ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ,एपाक्सी-फाइबर ग्लास स्तर
ইপি-ৰম,ईपी-रोम
এপ্সিলন,इप्साइलन
সমতা স্থাপন,समकारीकरण
সমতা বৰ্তনী,समकारी परिपथ
সমতা,समानता
সমীকৰণ,समकरण
ইকুৱেলাইজাৰ ফিল্টাৰ,समकारक फिल्टर
সমীকৰণটো,समीकरण
বিষুৱীয় সমতল,विषुवतीय समतल
সমবিভৱ ৰেখা,समविभव रेखा
সমবিভৱ পৃষ্ঠা,समविभवी पृष्ठ
সমতুল্য বৰ্তনী,समतुल्य परिपथ
সমতুল্য ইনপুট শব্দ জেনেৰেটৰ,समतुल्य निवेश रव जनित्र
সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা,समतुल्य निवेश रव प्रतिरोध
সমতুল্য সমস্থানিক বিকিৰণ শক্তি,तुल्य समदैशिक विकीर्ण शक्ति
বিলোপ,मिटाना
শক্তি প্ৰক্ৰিয়া,ऊर्जापथी प्रक्रम
ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং,त्रुटि नियंत्रण कोडन
ভুল সংশোধন ক&#39;ড,त्रुटि संशोधन कूट
ভুল ধৰা পেলোৱা ক&#39;ড,त्रुटि संसूचन कूट
ভুল নিয়ন্ত্ৰণ,त्रुटि हस्तन
ভুলৰ হাৰ,त्रुटि दर
ভুল ভল্টেজ,त्रुटिवोल्टता
ভুল পৰিবৰ্ধক,त्रुटि प्रवर्धक
isaki ডাইঅ&#39;ড,एसाकी डायोड
এচিং,निक्षारण
ইথাৰনেট,इथरनेट
অইলাৰৰ উপপাদ্য,ऑयलर-प्रमेय
প্ৰসাৰণ হ্ৰাস ধৰণ,आयाम ह्रासी विधा
বাষ্পীভৱন প্ৰক্ৰিয়া,वाष्पीकरण प्रक्रम
ই-ভেক্টৰ,ई-सदिश
সমতা,सम-समता
ব্যতিক্ৰম নিয়ন্ত্ৰণ,अपवाद हस्तन
অতিৰিক্ত শব্দ অনুপাত,अतिरिक्त रव अनुपात
ট্ৰিপল ক&#39;ড,त्रैधिक कूट
উদ্দীপনা টেবুল,उत्तेजन टेबल
echo XOR গেট,प्रतिध्वनि XOR गेट
এক্সিকিউচন চফ্টৱেৰ,निष्पादन सॉफ्टवेयर
নিষ্পাদন পদক্ষেপ,निष्पादन चाल
নিষ্পাদন সময়,निष्पादन काल
একচেটিয়া ন&#39;ৰ গেট,एक्सक्लुसिव नॉर गेट
সম্প্ৰচাৰক,प्रसारित्र
ঘাতীয় ক্ষয়,चरघातांकी क्षय
ঘাতীয় ডাইঅ&#39;ড,चरघातांकी डायोड
ঘাতীয় ফুৰিয়েৰ শৃংখলা,चरघातांकी फूरीय श्रेणी
ঘাতীয় ফলন,चरघातांकी फलन
বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স,बाह्य आवृत्ति प्रतिकार
অতি উচ্চ কম্পাঙ্ক,अति उच्च आवृत्ति
উচ্চ সম্ভাৱনা,अत्यधिक विभव
অতি কম কম্পাঙ্ক,अतिलघु आवृत्ति
অভেদ্য অৰ্ধপৰিবাহী,अपद्रव्यी अर्द्धचालक
ফাইলটো খোলক,संचिका खोलना
অৰ্ধপৰিবাহী নিৰ্মাণ,अर्द्धचालक संविरचन
fabri পেরো অনুনাদক,फैब्री पेरो अनुनादक
পেনেল,फलक
বহুগুণক,गुणक
ফেক্টৰিয়েল,क्रमगुणित
lacunae,अवतीव्रण
ক্ষীণকৰণ,क्षीणन
ক্ষীণকৰণ,क्षीणन
ফাহি একপক্ষীয় পাৰ্যমান্যতা জোখা,फाही एकमुखी पारगम्यता मापी
বিফল হোৱা,विफलता
বিফল ধৰণ,विफल विधा
বিফলতাৰ হাৰ,विफलता दर
ফেয়াৰ চাইল্ড অৰ্ধপৰিবাহী,फेयर चाइल्ड अर्द्धचालक
পতনৰ সময়,पतन काल
পাতি কালাদ কোৰ,पाती कालद कोर
পেট কোৰ,पाती कोर
পতন হোৱা,अवपात
মিছা,असत्य
ভাঁজ কৰা কাগজ,वलित कागज
ইনপুট,निवेशांक
ইছ্যু নম্বৰ,निर्गमांक
ফাৰাড,फैराड
ফাৰাডে ইফেক্ট,फैराडे प्रभाव
ফাৰাডে ঘূৰণ,फैराडे घूर्णन
faraday স্ক্ৰীণ,फैराडे स्क्रीन
faraday ধ্ৰুৱক,फैराडे स्थिरांक
ফেৰাডেৰ আইন,फैराडे का नियम
প্ৰতিৰূপ,प्रतिकृति
প্ৰতিলিপি গ্ৰাহক,प्रतिकृति अभिग्राही
প্ৰতিলিপি যোগাযোগকাৰী,प्रतिकृति संचारी/प्रेषित्र
প্ৰতিৰূপ,प्रतिकृति
প্ৰতিলিপি সংকেত,प्रतिकृति सिग्नल
চোকা কোৰ,तीव्र कोर
দ্ৰুত fourier ৰূপান্তৰ,द्रूत फूरिये रूपांतर
জাহাজৰ ৰচিদ দিনকাৰি,क्षिप्र प्राप्ति दिण्कारी
ফাইল আবণ্টনৰ সময়সূচী,संचिका नियतन सारिणी
মাৰাত্মক ভুল,घातक त्रुटि
মূল নথিপত্ৰ,जनक संचिका
ইনপুট,निवेशांक
"দোষ, দোষ","दोष, भ्रंश"
দোষ বিশ্লেষণ,दोष विश्लेषण
দোষ ৰেটিং,दोष कोटि-निर्धारण
দোষ স্থানীয়কৰণ,भ्रंश स्थानीकरण
দোষ স্থানীয় দলং,दोष स्थानगत सेतु
দোষ ফিল্টাৰ টগল কৰক,दोष निस्पंद टॉगल
পতন সহনশীলতা,भ्रंस सह्यता
ফানোৰ এলগৰিদম,फैनो कलन-विधि
ইছ্যু নম্বৰ,निर्गमांक
ইছ্যু নম্বৰ গছ,निर्गमांक तरू
ফেক্স,फैक्स
ফাইলৰ সংমিশ্ৰণ,संचिका संयोजन
F সংযোগকাৰী,एफ संबंधक
কম্পাঙ্ক বিভাজন মাল্টিপ্লেক্সাৰ,आवृत्ति प्रभाग बहुसंकेतक
এফ ই চি ক&#39;ড,एफ.ई.सी. कोड
ফেডাৰেল কমিউনিকেচন কমিছন,संघीय संचार आयोग
পুনৰ বিনিয়োগ লুপ লাভ,पुनर्निवेश पाश लब्धि
ক্ষীণ কৰা চুম্বকীয় পদাৰ্থ,क्षीणित चुंबकीय द्रव्य
ইনপুট,निवेशांक
পুনৰ বিনিয়োগৰ উৎপাদন,पुनर्निवेश लब्धि
জীৱিকাৰ ক্ষতি,पारभरण ह्रास
পুনৰ বিনিয়োগ,पुनिर्निवेश
পুনৰ বিনিয়োগ এম্প্লিফায়াৰ,पुनर्निवेश प्रवर्धक
পুনৰ প্ৰৱৰ্তন বিকৃতি,पुनर्निविष्ट विरूपण
পুনৰ বিনিয়োগ ব্লক ডায়াগ্ৰাম,पुनर्निवेश खंडक आरेख
পুনৰ বিনিয়োগৰ ধাৰা ডায়েগ্ৰাম,पुनर्निवेश धारा आरेख
পুনৰুদ্ধাৰ লুপ,पुनर्निवेश पाश
পুনৰ বিনিয়োগ দোলক,पुनर्निवेश दोलित्र
পুনৰ বিনিয়োগৰ দৌৰ,पुनर्निवेश दौड़
পুনৰ বিনিয়োগ স্থানচ্যুতি পঞ্জীয়ন,पुनर्निवेश विस्थापन रजिस्टर
পুনৰ বিনিয়োগ নীতিৰ ডায়েগ্ৰাম,पुनर्निवेश सिद्धांत आरेख
পুনৰ প্ৰৱৰ্তন ভল্টেজ ডায়াগ্ৰাম,पुनर्निवेश वोल्टता आरेख
ফাৰ্মি স্তৰ,फर्मीस्तर
ফেৰিক ইণ্ডাক্টৰ,फेरिक प्रेरक
ফেৰাইট,फेराइट
ফেৰাইট এন্টেনা,फेराइट ऐन्टेना
ফেৰাইট অপতৃণ,फेराइट वीड
ফেৰাইট স্পিনাৰ,फेराइट परिचक्रक
ফেৰাইট বিভাজক,फेराइट पृथक्कारी
ফেৰাইট লাইন সম্প্ৰসাৰণ,फेराइट रेखा विस्तार
ফেৰাইট-কোৰ ট্ৰেন্সফৰ্মাৰ,फैराइट-कोर ट्रांसफॉर्मर
ferro ক্ৰম টেপ,फेरो क्रोम टेप
ফেৰ&#39;মেগনেটিজম,लौह-चुंबकत्व
ভাগ্য,फेट
ফিল্ড ইফেক্ট ট্ৰেঞ্জিষ্টৰ (FET),क्षेत्र प्रभाव ट्रांजिस्टर (फेट)
ফেট বুষ্টাৰ,फेट प्रर्वधक
fret পৰিপূৰক প্ৰতিসমতা,फेट पूरक सममिति
চৰ্বি হ্ৰাসৰ ধৰণ,फेट अवक्षय विधा
"ভাগ্য দ্বৈততা গেট, দ্বৈততা গেট","फेट द्वैत द्वार, द्वैत गेट"
চৰ্বি বৃদ্ধিৰ ধৰণ,फेट संवृद्धि विधा
&#39;ফ্ৰেট ফ্ৰিকুৱেন্সি ৰেচপন্স&#39;,फेट आवृत्ति अनुक्रिया
চৰ্বি গ্ৰাফিক বিশ্লেষণ,फेट आलेखी विश्लेषण
FATE বিনিয়োগৰ সুৰক্ষা,फेट निवेश सुरक्षा
চৰ্বি ওলোটা,फेट प्रतिलोमी
ভাগ্য চুক্তি,फेट संधि
চৰ্বিযুক্ত mosfet,फेट मॉसफेट
চৰ্বিৰ পৰিবাহীতা,फेट अंतराचालकता
টোপনিৰ সময়,अनयन समय
ফাইল আমদানি,संचिका आयात
আঁহ,तंतु
ফাইবাৰ সংযোগকাৰী,तंतु अनुयोजक
ফাইবাৰ বিতৰণ কৰা তথ্য আন্তঃপৃষ্ঠ,फाइबर वितरित आँकड़ा अंतरापृष्ठ
ফাইবাৰ গ্লাছ,फाइबर ग्लास
ফাইবাৰ অপটিক লিংক,तंतु प्रकाशीय लिंक
ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;,तंतु प्रकाशिकी संचरण विंडो
ফাইবাৰ লাইট ডিটেক্টৰ,तंतु प्रकाश संसूचक
ফাইবাৰ বণ্ডিং,तंतु समबंधन
ফিবোনাচি সংখ্যা,फिबोनाशी संख्या
ভাৰ্চুৱেল শব্দ উৎপাদক,कल्पित रव जनित्र
গ্ৰাহকৰ নিষ্ঠা,अभिग्राही की तदरूपता
জালিয়াতি,तद्रूपण
এলেকা সহায়ক,क्षेत्र ससहाय
ফিল্ড ইফেক্ট ডিভাইচ,क्षेत्र प्रभाव युक्ति
ফিল্ড ইফেক্ট চুইচ,क्षेत्र प्रभाव स्विच
ফিল্ড ইফেক্টিভ ট্ৰেঞ্জিষ্টৰ,क्षेत्र प्रभावी ट्रांजिस्टर
ক্ষেত্ৰ নিৰ্গমন,क्षेत्र-उत्सर्जन
সীহৰ শৰীৰ,अग्रभरण निकाय
ফিল্ড ফ্ৰিকুৱেন্সি,क्षेत्र आवृत्ति
ক্ষেত্ৰৰ তীব্ৰতা,क्षेत्र तीव्रता
ফিল্ড প্ৰগ্ৰেম লজিক এৰে,क्षेत्र क्रमादेश तर्क व्यूह
ক্ষেত্ৰ পৰীক্ষা,क्षेत्र परिक्षण
ফিল্ড বাতিল কৰা,क्षेत्र निरसन
FIFO মেমৰি,एफ आई एफ ओ स्मृति
দক্ষতা সূচকাংক,दक्षतांक
ফাইল,संचिका
ফাইল ভৰোৱা,संचिका पूर्तीकर
file কমাণ্ড,संचिका समादेश
নথিপত্ৰ চাৰ্ভাৰ,संचिका सरवर
স্তৰৰ কেপাচিটৰ,परत संधारित्र
স্তৰৰ ৰেজিষ্টৰ,परतरूपी प्रतिरोधक
ফিল্টাৰ,फिल्टर
ফিল্টাৰৰ বৈশিষ্ট্যসমূহ,फिल्टर अभिलक्षणिक
ফিল্টাৰ বৰ্তনী,फिल्टर परिपथ
সংগ্ৰহ,संच
ফিল্টাৰ ডিজাইন,फिल्टर अभिकल्पना
যোগাযোগ তথ্য,संचार आँकड़ा
ফিল্টাৰ পদ্ধতি,फिल्टर विधि
ফিল্টাৰ পুনৰ্গঠন,फिल्टर पुनर्निर्माण
চূড়ান্ত একত্ৰীকৰণ,अंतिम कोडंतरण
আঙুলিৰ ছাপ,फिंगर प्रिंट (अंगुली छाप)
সসীম আৱেগিক প্ৰতিবেদন ফিল্টাৰ,परिमित आवेगी प्रतिवेदन फिल्टर
সসীম প্ৰাচল,परिमित प्राचल
সসীম অৱস্থাৰ যন্ত্ৰ,परिमित अवस्था मशीन
ফায়াৰিং এংগেল,फायरन कोण
ফাৰ্মৱেৰ,फमवेयर
প্ৰথম চিত্ৰ শব্দ,प्रथम आँकड़ा शब्द
প্ৰথম ক্ৰমৰ প্ৰাচ,प्रथम क्रम प्राश
ফিচাৰ লুপ পৰীক্ষা,फिशर पाश परीक्षण
নেৰানেপেৰা,नियत
ফিক্সড এটেনুৱেটৰ,नियत क्षीणकारी
ফিক্সড অৰিয়েণ্টেচন,नियत अभिनति
ফিক্সড কেলকুলেটৰ,नियत गणित्र
নিৰ্দিষ্ট এলেকা,नियत क्षेत्र
এচাইনমেণ্ট মেচিন,नियत निदेंश मशीन
নিৰ্দিষ্ট সময় নিয়ন্ত্ৰক,नियत समय नियंत्रक
পতাকা,फ्लैग
ফ্লেংগ,फ्लैंज
ফ্লেপ এটেনুৱেটৰ,फ्लैप क्षीणकारी
flamboyant,दमक
উজ্জ্বলতা ৰূপান্তৰক,दमक परिवर्तक
উজ্জ্বলতা,दमक
ফ্লেট ফ্ল&#39;ৰ স্কেনিং,सपाट तल क्रमवीक्षण
সমতল কুণ্ডলী,समतल कुंडली
ফ্লেট ফাইল,सपाट फाइल
ফ্লেট ফিল্টাৰ,सपाट फिल्टर
ফ্লেট পেক,फ्लैट पैक
সমতল ফিতা কেবল,समतल रिबन केबल
ফ্লেট টপ নমুনা সংগ্ৰহ,सपाट शीर्ष प्रतिचयन
F-স্তৰ,F-परत
F-স্তৰীয় আয়নমণ্ডল,F-परत आयनमंडल
ফ্লেমিং,फ्लेमिंग
ফ্লেমিং আৰু ক্লিণ্টন ডাইভাৰ্জেন্স মেথড,फ्लेमिंग एव क्लिंटन दिक्परिवर्तन विधि
flutter,स्फुरण
flutter শব্দ,स्फुरण रव
ফ্লাটাৰ ফটোমিটাৰ,स्फुरण प्रकाशमापी
ফ্লিপ ফ্লপ,फ्लिप फ्लॉप
ফ্লিপ ফ্লপ এচিনক্ৰ&#39;নাছ বিনিয়োগ,फ्लिप फ्लॉप अतुल्यकाली निवेश
ফ্লিপ ফ্লপৰ বৈশিষ্ট্যসমূহ,फ्लिप फ्लॉप लक्षण
ফ্লিপ ফ্লপ কল সংকেত,फ्लिप फ्लॉप कालद सिगनल
ফ্লিপ ফ্লপ টাইমলাইন,फ्लिप फ्लॉप कालबद्ध
ফ্লিপ ফ্লপ কোৰ-ট্ৰিগাৰ কৰা হৈছে,फ्लिप फ्लॉप कोर-ट्रिगर
ফ্লিপ ফ্লপ jK ট্ৰিগাৰ,फ्लिप फ्लॉप j-K ट्रिगर
ফ্লিপ ফ্লপ লেচ,फ्लिप फ्लॉप लैच
ফ্লিপ ফ্লপ মাষ্টাৰ-স্লেভ,फ्लिप फ्लॉप मास्टर-स्लेव
ফ্লিপ ফ্লপ আৰ এছ,फ्लिप फ्लॉप R-S
ফ্লিপ ফ্লপ আৰম্ভ পুনৰাৰম্ভ সেট পুনৰায় সেট কৰক (SR),फ्लिप फ्लॉप आरंभन पुन: आरंभन सेट रिसेट (SR)
ফ্লিপ ফ্লপ সমকালীন বিনিয়োগ,फ्लिप फ्लाप तुल्यकाली निवेश
ভাসমান চাৰ্জ,प्लवन आवेशन
ভাসমান গঠন,प्लवी रचना
ভাসমান গেট,प्लावी गेट
বিনিয়োগ,प्लविनिवेश
অসংযুক্ত লোড,असंबद्ध भार
অসম্পৰ্কীয় উৎস,असंबद्ध स्रोत
সম্পূৰ্ণ আলোকসজ্জা,पूर प्रदीपन
ফ্লপি,फ्लॉपी
ফ্লপি ডিস্ক,फ्लॉपी डिस्क
প্ৰবাহ,प्रवाह
ফ্ল&#39; চাৰ্ট,प्रवाह संचित्र
গ্ৰেডিয়েন্ট ডায়াগ্ৰাম,क्रमदर्शी आरेख
প্ৰবাহৰ দিশ,प्रवाह दिशा
প্ৰবাহ ৰেখা,प्रवाह रेखा
ফ্ল&#39;মিটাৰ,प्रवाहमापी
FLT U2 ফিল্টাৰ,एफ एल टी U2 फिल्टर
বহুবচন ক্ষয় উপপাদ্য,उच्चावचन क्षय प्रमेय
তৰল ঘৰ্ষণ ডেম্পিং,तरल घर्षण अवमंदन
তৰল মজিয়া,तरल तल
ফ্লু&#39;ৰেচেন্স ইফেক্ট টিউব,प्रतिदीप्ति प्रभाव नलिका
ফ্লু&#39;ৰেচেণ্ট,प्रतिदीप्तिशील/प्रतिदीप्ति
flutter,फ्लटर
ফ্লাক্স ঘনত্ব,फ्लक्स घनत्व
ফ্লাক্স দুৱাৰৰ চুম্বকমাপক,फ्लक्स द्वार चुंबकत्वमापी
ফ্লাক্স বাইণ্ডিং,फ्लक्स बंधता
"ফ্লাক্স মিটাৰ, ফ্লাক্স মিটাৰ","अभिवाह मीटर, फ्लक्स मीटर"
ফ্লাক্স ছল্ডাৰ,फ्लक्स सोल्डरन
কাউণ্টাৰ ইনজুৰি,प्रतिघाव
ৰিয়েক্টেন্স উচ্চ ভল্টেজ,प्रतिघाव उच्च वोल्टता
কাউণ্টাৰকাৰেণ্ট ট্ৰেন্সফৰ্মাৰ,प्रतिघाव ट्रांसफॉर्मर
সঞ্চয় প্ৰভাৱ,संचयन प्रभाव
ফ্ৰিকুৱেন্সি মডুলেচন ডিজিটেল ডিটেক্টৰ,आवृत्ति मॉडुलन अंकीय संसूचक
ফ্ৰিকুৱেন্সি মডুলেচন পিক ডিটেক্টৰ,आवृत्ति मॉडुलन शिखर संसूचक
আৱৰণযুক্ত মডুলেচন কলা যোগ কৰা হৈছে লুপ ডিটেক্টৰ,आवृतित मॉडुलन कला अभिवद्ध पाश संसूचक
এফ এম ভয়েচ ফ্ৰিকুৱেন্সি টেলিগ্ৰাফ,एफ.एम. वाणी आवृत्ति टेलिग्राफ
focal,नाभीय
ধ্যান কেন্দ্ৰিত,फोकस
ফ&#39;কাচ কেমেৰা,फोकस कैमरा
ফ&#39;কাচ ভুল এম্প্লিফায়াৰ,फोकस त्रुटि प्रवर्धक
ফোকাচ ছবি টিউব,फोकस चित्र नलिका
ফোকাচ চাৰ্ভো,फोकस सर्वो
ফোকাচ আৰু ফ’ল’-আপ,फोकसन एवं अनुवर्तन कुंडली
ফোকাচ আৰু ফ’ল’ আপ বডি,फोकसन एवं अनुवर्तन निकाय
ফয়েল-টাইপ গেজ,पन्नी-प्रकार गेज
প্ৰথম ফাট,प्रथम भंजन
ভল্টেজ লিমিটাৰক পিছলৈ ভাঁজ কৰক,वलन पश्च वोल्टता सीमक
বগা ৰেখাৰ মান,श्वेत-रेखन मान
কাৰেণ্ট লিমিটাৰক পিছলৈ ভাঁজ কৰক,वलन पश्च धारा सीमक
ভাঁজ কৰা স্থাপত্য,वलित वास्तुकला
ভাঁজ কৰা ডাইপোল,वलित द्विध्रुव
ভাঁজ কৰা ডাইপোল,वलित द्विधुव
ভাঁজ কৰা উপাদান,वलित अवयव
ট্ৰেইলিং,अनुगामी
ফন্ট প্ৰদৰ্শন,फॉन्ट प्रदर्श
খাদ্যৰ প্ৰিন্ট,पद-चिन्ह
নিষিদ্ধ বেণ্ড,वर्जित बैंड
নিষিদ্ধ শক্তিৰ ব্যৱধান,वर्जित ऊर्जा अंतराल
বাৰ্ড জ&#39;ন,वर्जित क्षेत्र
বল,बल
প্ৰপালচিভ কনভাৰ্টাৰ,प्रणोदित दिक्परिवर्तक
বিদেশী বস্তু,बाह्य वस्तु
ফৰ্ম ফ্যাক্টৰ,रूप गुणक
পৃষ্ঠা পূৰণ কৰা,पृष्ठ भरण
আনুষ্ঠানিক যুক্তি,औपचारिक तर्क
ফৰ্মেট নম্বৰ,फार्मेट संख्या
fortran,फोर्ट्रान
আকস্মিক বিকৃতি,आकस्मिक विरूपण
ফৰৱাৰ্ড বায়াছ,अग्रबायस
ফৰৱাৰ্ড বায়াছ,अग्र अभिनत
ফৰৱাৰ্ড বায়াছ জইণ্ট,अग्र बायस संधि
ফৰৱাৰ্ড ব্লক কৰা অৱস্থা,अग्र अवरोधी अवस्था
ফৰৱাৰ্ড ব্ৰেক ভল্টেজ,अग्र भंजन वोल्टता
ফৰৱাৰ্ড ভুল সংশোধন,अग्रदिशिक त्रुटि संशोधन
ফ্ৰন্ট লুপ গেইন,अग्र पाश लब्धि
ফ্ৰন্ট ৰোড গেইন,अग्र पथ लब्धि
আগলৈ মেৰুত্ব,अग्र ध्रुवणता
আগলৈ পৰিবাহীতা,अग्र अंतराचालकता
ফৰৱাৰ্ড ট্ৰেনজিট সময়,अग्रदिशिक गमन काल
ফষ্টাৰ চিলি বিবেককাৰ,फोस्टर सिली विविक्तकर
চতুৰ্ভুজ এনকোডিং,चतुःद्वयंक कूटन
চতুৰ্ভুজ,चतुःनिवेश
ডিজিটেল ট্ৰেন্সমিছন,चतुः अवस्था अंकीय संचरण
চতুৰ্ভুজ নেটৱৰ্ক,चतुन्तर्य जालक्रम
চতুৰ্থাংশ নেটৱৰ্ক,चर्तुटर्मिनल नेटवर्क
কোৱাড টিউব কেমেৰা,चतुःट्यूब कैमरा
ফুৰিয়েৰ সহগ,फोरियर गुणांक
ফুৰিয়েৰ সংহতি,फोरियर समाकलन
ফুৰিয়েৰ বিপৰীত,फोरियर प्रतिलोम
fourier শৃংখলা,फोरियर श्रेणी
সংক্ৰমণ,संचरण
ফুৰিয়েৰ ত্ৰিকোণমিতিক শৃংখলা,फोरियर त्रिकोणमितीय श्रेणी
ফুৰিয়েৰ উপপাদ্য,फोरियर प्रमेय
চতুৰ্ভুজ ডিভাইচ,चतुःपरत युक्ति
quaternary ডাইঅ&#39;ড,चतुर्स्तरीय डायोड
মোবাইল পইণ্ট প্ৰচেছৰ,चलबिंदु संसाधित्र
ফ্লটিং পইণ্ট ইউনিট,चलबिंदु इकाई
ফাইল সলনি কৰা,संचिका उपस्थापन
ভগ্নাংশ ভুল,भिन्नात्मक त्रुटि
ডিফাৰেন্সিয়েল ট্ৰেন্সমিছন,भिन्नात्मकता संचरणता
ফ্ৰেম,फ्रेम
ফ্ৰেম বাফাৰ চিপ,फ्रेम बफर चिप
ফ্ৰেম কেপচাৰ,फ्रेम प्रग्रहण
ফ্ৰেম পাছৱৰ্ড,फ्रेम कूट शब्द
ফ্ৰেম ফৰ্মেট,"फ्रेम फॉर्मेट, संरूप"
ফ্ৰেম ফ্ৰিকুৱেন্সি,फ्रेम आवृत्ति
ফ্ৰেম লেণ্ড,फ्रेम भौम
ফ্ৰেম সমকালীন বিন্দু,फ्रेम तुल्यकालिक अंक
ফ্ৰেম সমন্বয়,फ्रेम तुल्यकालन
ফ্ৰেম সমকালীন সংকেত,फ्रेम तुल्यकालिक संकेत
ফ্ৰেংক কোড,फ्रैंक कोड
মুক্ত ইলেক্ট্ৰন,मुक्त इलेक्ट्रॉन
free Zone,मुक्त क्षेत्र
মুক্ত গতিশীল দোলক,मुक्त गतिमान दोलित्र
মুক্ত ব্যৱধান ইম্পিডেন্স,मुक्त रिक्ति प्रतिबाधा
মুক্ত ব্যৱধান,मुक्त रिक्ति पथ ह्रास
মুক্ত গতিশীল মাল্টিভাইব্ৰেটৰ,मुक्त गतिमान बहुकंपित्र
কম্পনাংক,आवृत्ति
কম্পনাংক,आवृत्ति
কম্পনাংক,आवृत्ति
কম্পনাংক,आवृत्ति
কম্পাঙ্ক সংযুক্ত চেনেল,आवृत्ति संलग्न चैनल
কম্পাঙ্ক নিযুক্তি,आवृत्ति नियतन
ফ্ৰিকুৱেন্সি বেণ্ড,आवृत्ति बैंड
ফ্ৰিকুৱেন্সি কনভাৰ্টাৰ,आवृत्ति परिवर्तक
কম্পাঙ্ক ক্ষতিপূৰণ,आवृत्ति प्रतिपूरण
কম্পাঙ্ক ক্ষতিপূৰণ,आवृत्ति क्षतिपूरण
কম্পাঙ্ক নিয়ন্ত্ৰিত দোলক,आवृत्ति नियंत्रित दोलित्र
কম্পাঙ্ক ৰূপান্তৰ,आवृत्ति रूपांतरण
ফ্ৰিকুৱেন্সি মডুলেচন,आवृत्ति विमाडुलन
ফ্ৰিকুৱেন্সি ডিটেক্টৰ,आवृत्ति संसूचक
কম্পাঙ্ক বিচ্যুতি,आवृत्ति विचलन
কম্পাঙ্ক বিচ্যুতি,आवृत्ति विचलन
কম্পাঙ্ক পাৰ্থক্য,आवृत्ति विविक्तीकरण
কম্পাঙ্ক বৈষম্যক,आवृत्ति विविक्तकर
কম্পাঙ্ক বিকৃতি,आवृत्ति विरूपण
কম্পাঙ্ক তাৰতম্য,आवृत्ति विभिन्नता
কম্পাঙ্ক বিভাজক,आवृत्ति विभाजक
মাল্টিপ্লেক্সাৰ ফ্ৰিকুৱেন্সি ডিভিজন,बहुसंकेतक आवृत्ति विभाजन
কম্পাঙ্ক ডাবলাৰ,आवृत्ति द्विगुणक
কম্পাঙ্ক চুইচিং,आवृत्ति अंतर्बदल
কম্পাঙ্ক উৎপাদন,आवृत्ति जनन
কম্পাঙ্ক নিৰ্ভৰশীল এন্টেনা,आवृत्ति अनाश्रित ऐन्टेना
কম্পাঙ্ক আন্তঃপৃষ্ঠ,आवृत्ति अंतरापृष्ठ
কম্পাঙ্ক হস্তক্ষেপ,आवृत्ति व्यतिकरण
কম্পাঙ্ক বিপৰীত,आवृत्ति प्रतिलोम
ফ্ৰিকুৱেন্সি মডুলেচন,आवृत्ति मॉडुलन
ফ্ৰিকুৱেন্সি মডুলেচন সূচকাংক,आवृत्ति मॉडुलन सूचकांक
ফ্ৰিকুৱেন্সি মডুলেটৰ,आवृत्ति मॉडुलक
কম্পাঙ্ক সংকীৰ্ণ বেণ্ড,आवृत्ति संकीर्ण बैंड
কম্পাঙ্ক শব্দ,आवृत्ति रव
কম্পাঙ্ক পৰিসৰ,आवृत्ति परास
ফ্ৰিকুৱেন্সি ৰিয়েক্টেন্স মডুলেটৰ,आवृत्ति प्रतिघात मॉडुलक
ফ্ৰিকুৱেন্সি ৰেফাৰেন্স,आवृत्ति संदर्भ
কম্পাঙ্ক প্ৰতিক্ৰিয়া,आवृत्ति अनुक्रिया
কম্পাঙ্ক গ্ৰেডিং,आवृत्ति सोपानन
কম্পাঙ্ক শব্দ বৰ্তনী,आवृत्ति ध्वनि परिपथ
কম্পাঙ্ক বৰ্ণালী,आवृत्ति स्पेक्ट्रम
কম্পাঙ্ক স্থিৰতা,आवृत्ति स्थायित्व
কম্পাঙ্ক মানদণ্ড,आवृत्ति मानक
কম্পাঙ্ক দোষ,आवृत्ति प्रदोष
কম্পাঙ্ক সংশ্লেষণ,आवृत्ति संश्लेषण
কম্পাঙ্ক সংশ্লেষণ,आवृत्ति संश्लेषण
ফ্ৰিকুৱেন্সি সংশ্লেষিত টিউনিং,आवृत्ति संश्लेषित समस्वरण
কম্পাঙ্ক ভল্টেজ পৰিৱৰ্তন,आवृत्ति वोल्टता परिवर्तन
ফ্ৰিকুৱেন্সি টু ভল্টেজ কনভাৰ্টাৰ,आवृत्ति से वोल्टता परिवर्तक
ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ,आवृत्ति-वोल्टता परिवर्तक
ফ্ৰিকুৱেন্সি-ভোল্টেজ কনভাৰ্টাৰ,आवृत्ति-वोल्टता परिवर्तक
ফ্ৰিকুৱেন্সি বেয়াৰিং,आवृत्ति सहन
কম্পাঙ্ক স্থানান্তৰ,आवृत्ति स्थानांतरण
ফ্ৰিকুৱেন্সি ট্ৰেন্সমিছন,आवृत्ति संचरण
ফ্ৰিকুৱেন্সি টিউনাৰ,आवृत्ति समस्वरित्र
