English,Marathi
Equation,समीकरण
Equatorial plane,विषुववृत्त विमान
Equipotential line,isopotential लाइन
Equipotential surface,समतुल्य पृष्ठ
Equivalent circuit,समतुल्य सर्किट
Equivalent input noise generator,समतुल्य इनपुट आवाज जनरेटर
Equivalent input noise resistance,समतुल्य इनपुट आवाज प्रतिकार
Equivalent isotropic radiated power (ETRP),समतुल्य समस्थानिक विकिरण शक्ती
Erase,हटवा
Ergodic process,ऊर्जा प्रक्रिया
Error control coding,त्रुटी नियंत्रण कोडिंग
Error correcting code,त्रुटी सुधारणे कोड
Error detecting code,त्रुटी शोध कोड
Error handling,त्रुटी हाताळणी
Error rate,त्रुटी दर
Error voltage,त्रुटी व्होल्टेज
Error amplifier,एरर एम्पलीफायर
ESAKI diode,इसाकी डायोड
Etching,नक्षीकाम
Ethernet,इथरनेट
Euler's Theorem,युलरचे प्रमेय
Evanescent mode,परिमाण कमी करणारा मोड
Evaporation process,बाष्पीभवन प्रक्रिया
E-vector,ई-वेक्टर
Even parity,समता
Exception handling,अपवाद हाताळणी
Excess noise ratio (ENR),अतिरिक्त आवाज प्रमाण
Excess-3-code,तिहेरी कोड
Excitation table,उत्तेजना सारणी
Exclusive-OR-gate,इको XOR गेट
Executions software,अंमलबजावणी सॉफ्टवेअर
Executions speed,अंमलबजावणी हलवा
Executions time,अंमलबजावणी वेळ
EX-NOR gate (exclusive NOR),अनन्य नॉर गेट
Expander,प्रसारक
Exponential decay,घातांकीय क्षय
Exponential diode,घातांक डायोड
Exponential fourier series,एक्सपोनेन्शियल फूरियर मालिका
Exponential function,घातांकीय कार्य
External frequency compensation,बाह्य वारंवारता प्रतिकार
Extremely high frequency (EHF),खूप उच्च वारंवारता
Extremely high tension (EHT),उच्च क्षमता
Extremely low frequency (ELF),खूप लहान वारंवारता
Extrinsic semiconductor,अभेद्य सेमीकंडक्टर
F.O. (opening a file),फाईल उघडा
Fabrication of semiconductor,सेमीकंडक्टर फॅब्रिकेशन
Fabry-pirot resonator,फॅब्रि पेरो रेझोनेटर
Face,पटल
Factor,गुणक
Factorial,तथ्यात्मक
Fade out,कमतरता
Fading,क्षीणन
Fading,क्षीणन
FAHY simplex permeability meter,फही एकतर्फी पारगम्यता मापक
Failure,अपयश
Failure mode,अयशस्वी मोड
Failure rate,अपयशाचा दर
Fair child semiconductors,फेअर चाइल्ड सेमीकंडक्टर
Fall time,गडी बाद होण्याचा क्रम
Falling clock edge,पाटी कलाड कोर
Falling edge,पॅट कोर
Fallout,कोसळणे
FALSE,खोटे
Fan fold paper,दुमडलेला कागद
Fan-in,इनपुट
Fan-out,अंक क्रमांक
Farad,फरद
Faraday effect,फॅराडे प्रभाव
Faraday rotation,फॅराडे रोटेशन
Faraday screen,फॅराडे स्क्रीन
Faraday's constant,फॅराडे स्थिरांक
Faraday's law,फॅरेडेचा कायदा
Facsimile,प्रतिकृती
Facsimile receiver,प्रतिकृती प्राप्तकर्ता
Facsimile transmitter,प्रतिकृती कम्युनिकेटर
Facsinite,प्रतिकृती
Facsinite signal,प्रतिकृती सिग्नल
Fast edge,तीक्ष्ण कोर
Fast fourier transform,द्रुत फोरियर ट्रान्सफॉर्म
Fast recovery rectifier,जहाजाची पावती दिनकरी
FAT (file allocation table),फाइल वाटप वेळापत्रक
Fatal error,गंभीर त्रुटी
Father file,मूळ फाइल
Fau-in,इनपुट
Fault,"दोष, दोष"
Fault analysis,दोष विश्लेषण
Fault grading,दोष रेटिंग
Fault localization,दोष स्थानिकीकरण
Fault localizing bridge,दोष स्थानिक पूल
Fault node toggle,फॉल्ट फिल्टर टॉगल
Fault tolerance,पडणे सहिष्णुता
Fauo's alogrithm,फॅनोचे अल्गोरिदम
Fau-out,अंक क्रमांक
Fau-out tree,अंक क्रमांक वृक्ष
Fax,फॅक्स
Fc (combining file),फाइल संयोजन
F-connector,F कनेक्टर
FDM (frequency division multiplexer),वारंवारता विभाग मल्टीप्लेक्सर
FEC code,FEC कोड
Federal communications commission (FCC),फेडरल कम्युनिकेशन्स कमिशन
Feedback loop gain,पुनर्गुंतवणूक लूप लाभ
Feebly magnetic material,कमी झालेले चुंबकीय पदार्थ
Feed,इनपुट
Feed back gain,पुनर्गुंतवणूक उत्पन्न
Feed through loss,निर्वाह नुकसान
Feedback,पुनर्गुंतवणूक
Feedback amplifier,पुनर्गुंतवणूक अॅम्प्लिफायर
Feedback amplifier distortion,पुन्हा परिचय विकृती
Feedback block diagram,पुनर्गुंतवणूक ब्लॉक आकृती
Feedback current diagram,पुनर्गुंतवणूक प्रवाह आकृती
Feedback loop,पुनर्स्थापना लूप
Feedback oscillator,पुनर्गुंतवणूक ऑसिलेटर
Feedback racing,पुनर्गुंतवणूक शर्यत
Feedback shift-register,पुनर्गुंतवणूक विस्थापन नोंदणी
Feedback theory diagram,पुनर्गुंतवणूक तत्त्व आकृती
Feedback voltage diagram,पुन्हा परिचय व्होल्टेज आकृती
Fermi level,फर्मी पातळी
Ferric induction,फेरीक प्रेरक
Ferrite,फेराइट
Ferrite antenna,फेराइट अँटेना
Ferrite bealt,फेराइट तण
Ferrite circulator,फेराइट स्पिनर
Ferrite isolator,फेराइट विभाजक
Ferrite line width,फेराइट लाइन विस्तार
Ferrite-core transformer,फेराइट-कोर ट्रान्सफॉर्मर
Ferro-chrome tape,फेरो क्रोम टेप
Ferromagnetism,फेरोमॅग्नेटिझम
FET,नशीब
FET (field-effect transistor),फील्ड इफेक्ट ट्रान्झिस्टर (FET)
FET amplifier,फॅट बूस्टर
FET complementary symmetry,fret पूरक सममिती
FET depletion mode,चरबी कमी करण्याचा मोड
FET dual gate,"fate duality gate, duality gate"
FET enhancement mode,फॅट ग्रोथ मोड
FET frequency response,fret वारंवारता प्रतिसाद
FET graphical analysis,फॅट ग्राफिक विश्लेषण
FET input protection,भाग्य गुंतवणूक सुरक्षा
FET inverter,चरबी उलट
FET junction,भाग्य करार
FET MOSFET,चरबी mosfet
FET trans conductance,चरबी चालकता
Fetch time,झोपेची वेळ
FI (importing a file),फाइल आयात
Fiber,फायबर
Fiber connector,फायबर कनेक्टर
Fiber distributed data interface (FDDI),फायबर वितरित डेटा इंटरफेस
Fiber glass,फायबर ग्लास
Fiber optic link,फायबर ऑप्टिक लिंक
Fiber optics propagation window,फायबर ऑप्टिक्स ट्रान्समिशन विंडो
Fiber photo detector,फायबर लाइट डिटेक्टर
Fiber splicing,फायबर बाँडिंग
Fibonocci numbers,फिबोनाची संख्या
Fictitious noise generator,आभासी आवाज जनरेटर
Fidelity of receiver,प्राप्तकर्त्याची निष्ठा
Fidelity,बनावट
Field aiding,क्षेत्र सहाय्यित
Field effect device,फील्ड इफेक्ट डिव्हाइस
Field effect switch,फील्ड इफेक्ट स्विच
Field effect transistor,फील्ड प्रभावी ट्रान्झिस्टर
Field emission,फील्ड उत्सर्जन
Field forward system,लीड बॉडी
Field frequency,फील्ड वारंवारता
Field intensity,फील्ड तीव्रता
Field programmable logic array (FPLA),फील्ड प्रोग्राम लॉजिक अॅरे
Field test,क्षेत्र चाचणी
Fields cancelling,फील्ड निरसन
FIFO memory,FIFO मेमरी
Figure of merit,कार्यक्षमता निर्देशांक
File,फाइल
File backup,फाइल फिलर
File command,फाइल कमांड
File server,फाइल सर्व्हर
Film capacitor,थर कॅपेसिटर
Film type register,थर रेझिस्टर
Filter,फिल्टर
Filter characteristic,फिल्टर वैशिष्ट्ये
Filter circuit,फिल्टर सर्किट
Filter communication data,संकलन
Filter design,फिल्टर डिझाइन
Filter link,संप्रेषण डेटा
Filter method,फिल्टर पद्धत
Filter reconstruction,फिल्टर पुनर्रचना
Final assembly,अंतिम एकत्रीकरण
Finger print,फिंगर प्रिंट
Finite impulse response filter,मर्यादित आवेगपूर्ण अहवाल फिल्टर
Finite parameters,मर्यादित पॅरामीटर
Finite state machine,मर्यादित राज्य मशीन
Firing angle,फायरिंग कोन
Firmware,फर्मवेअर
First data word,प्रथम आकृती शब्द
First order loop,प्रथम ऑर्डर प्राश
Fisher loop test,फिशर लूप चाचणी
Fixed,स्थिर
Fixed attenuator,स्थिर attenuator
Fixed bias,निश्चित अभिमुखता
Fixed counter,निश्चित कॅल्क्युलेटर
Fixed field,निश्चित क्षेत्र
Fixed instruction machine,असाइनमेंट मशीन
Fixed timer,निश्चित वेळ नियंत्रक
Flag,झेंडा
Flange,बाहेरील कडा
Flap attenuator,फडफड attenuator
Flash,चमक
Flash converter,ब्राइटनेस कन्व्हर्टर
Flashing,चमक
Flat bed scanning,फ्लॅट फ्लोर स्कॅनिंग
Flat coil,सपाट कॉइल
Flat file,फ्लॅट फाइल
Flat filter,सपाट फिल्टर
Flat pack,फ्लॅट पॅक
Flat ribbon cable,सपाट रिबन केबल
Flat-topped sampling,फ्लॅट टॉप सॅम्पलिंग
F-layer,F-स्तर
F-layer ionosphere,एफ-लेयर आयनोस्फीअर
Fleming,फ्लेमिंग
Fleming and Clinton commutator method,फ्लेमिंग आणि क्लिंटन विचलन पद्धत
Flicker,फडफड
Flicker noise,फडफड आवाज
Flicker photometer,फ्लटर फोटोमीटर
Flip flop,फ्लिप फ्लॉप
Flip flop asynchronous input,फ्लिप फ्लॉप असिंक्रोनस गुंतवणूक
Flip flop characteristic,फ्लिप फ्लॉप वैशिष्ट्ये
Flip flop clock signal,फ्लिप फ्लॉप कॉल सिग्नल
Flip flop clocked,फ्लिप फ्लॉप टाइमलाइन
Flip flop edge-triggered,फ्लिप फ्लॉप कोर-ट्रिगर
Flip flop J-K triggered,फ्लिप फ्लॉप jK ट्रिगर
Flip flop latch,फ्लिप फ्लॉप कुंडी
Flip flop master-slave,फ्लिप फ्लॉप मास्टर-स्लेव्ह
Flip flop R-S,फ्लिप फ्लॉप RS
Flip flop set reset (SR),फ्लिप फ्लॉप स्टार्टअप रीस्टार्ट सेट रीसेट (SR)
Flip flop synchronous input,फ्लिप फ्लॉप सिंक्रोनस गुंतवणूक
Float charging,फ्लोटेशन चार्ज
Floating construction,फ्लोट निर्मिती
Floating gate,फ्लोटिंग गेट
Floating input,डिव्हेस्टिचर
Floating load,असंबद्ध भार
Floating supply,असंबंधित स्रोत
Flood lightening,पूर्ण रोषणाई
Floppy,फ्लॉपी
Floppy disk,फ्लॉपी डिस्क
Flow,प्रवाह
Flow chart,प्रवाह चार्ट
Flow diagram,ग्रेडियंट आकृती
Flow direction,प्रवाह दिशा
Flow line,प्रवाह ओळ
Flow meter,फ्लोमीटर
FLT-U2 filter,FLT U2 फिल्टर
Fluctuation dissipation theorem,अनेकवचन क्षय प्रमेय
Fluid friction damping,द्रव घर्षण ओलसर
Fluid level,द्रव मजला
Fluorescence effect tube,फ्लोरोसेन्स इफेक्ट ट्यूब
Fluorescent,फ्लोरोसेंट
Flutter,फडफड
Flux density,प्रवाह घनता
Flux gate magnetometer,फ्लक्स दरवाजा मॅग्नेटोमीटर
Flux linkage,प्रवाह बंधनकारक
Flux meter,"फ्लक्स मीटर, फ्लक्स मीटर"
Flux soldering,फ्लक्स सोल्डर
Flyback,काउंटर इजा
Flyback high voltage,प्रतिक्रिया उच्च व्होल्टेज
Flyback transformer,काउंटरकरंट ट्रान्सफॉर्मर
Flywheel effect,संचय प्रभाव
FM digital detector,वारंवारता मॉड्यूलेशन डिजिटल डिटेक्टर
FM peak detector,फ्रिक्वेंसी मॉड्युलेशन पीक डिटेक्टर
FM phase locked loop detector,लिफाफा मॉड्युलेशन आर्ट अॅडेड लूप डिटेक्टर
FMVFT (FM voice frequency telegraph),एफएम आवाज वारंवारता तार
Focal,फोकल
Focus,लक्ष केंद्रित
Focus camera,फोकस कॅमेरा
Focus error amplifier,फोकस एरर अॅम्प्लिफायर
Focus picture tube,फोकस पिक्चर ट्यूब
Focus servo,फोकस सर्वो
Focussing and tracking coil,फोकस आणि फॉलोअप
Focussing and tracking system,लक्ष केंद्रित करा आणि शरीराचा पाठपुरावा करा
Foil type guage,फॉइल-प्रकार गेज
Foistbreakdown,प्रथम क्रॅक
Fold back voltage limiting,फोल्ड बॅक व्होल्टेज लिमिटर
Fold over value,व्हाईट लाइन मूल्य
Fold back current limiting,वर्तमान लिमिटर परत फोल्ड करा
Folded architecture,दुमडलेला आर्किटेक्चर
Folded dipole,दुमडलेला द्विध्रुव
Folded dipole,दुमडलेला द्विध्रुव
Folded element,दुमडलेला घटक
Follower,पिछाडीवर
Font for display,फॉन्ट डिस्प्ले
Foot print,फूड प्रिंट
Forbidden band,निषिद्ध बँड
Forbidden gap energy,निषिद्ध ऊर्जा अंतर
Forbidden region,प्रतिबंधित क्षेत्र
Force,सक्ती
Forced commutator,प्रवर्तक कनवर्टर
Foreign object,परदेशी वस्तू
Form factor,फॉर्म फॅक्टर
Form feed,पृष्ठ भरा
Formal logic,औपचारिक तर्क
Format number,स्वरूप क्रमांक
Fortran,फोरट्रान
Fortuitous distortion,अपघाती विकृती
Forward bias,फॉरवर्ड पूर्वाग्रह
Forward bias,फॉरवर्ड पूर्वाग्रह
Forward biased junction,फॉरवर्ड बायस संयुक्त
Forward blocking state,फॉरवर्ड ब्लॉकिंग स्टेट
Forward breakdown voltage,फॉरवर्ड ब्रेक व्होल्टेज
Forward error correction,अग्रेषित त्रुटी सुधारणे
Forward loop gain,फ्रंट लूप लाभ
Forward path gain,समोरचा रस्ता लाभ
Forward polarity,फॉरवर्ड ध्रुवीयता
Forward trans conductance,पुढे चालकता
Forward transist time,फॉरवर्ड ट्रान्झिट वेळ
Foster-Seely discriminator,फास्टर सिली विवेककर
Four bit coding,चौपट एन्कोडिंग
Four inputs,चतुष्पाद
Four state digital transmission,क्वाड्रॅचर डिजिटल ट्रान्समिशन
Four terminal network,चतुर्भुज नेटवर्क
Four terminal network,चतुर्थांश नेटवर्क
Four tube camera,क्वाड ट्यूब कॅमेरा
Fourier coefficient,फोरियर गुणांक
Fourier integral,फूरियर एकत्रीकरण
Fourier inverse,फोरियर उलटा
Fourier series,फोरियर मालिका
Fourier transmission,संसर्ग
Fouriertrigonometric series,फूरियर त्रिकोणमितीय मालिका
Fourier's theorem,फोरियर प्रमेय
Four-layer device,चौपट उपकरण
Four-layer diode,चतुर्थांश डायोड
FPP (floating point processor),मोबाइल पॉइंट प्रोसेसर
FPU/floating point unit,फ्लोटिंग पॉइंट युनिट
FR (retriever a file),फाइल बदलणे
Fractional error,अंशात्मक त्रुटी
Fractional transmissibility,विभेदक प्रेषण
Frame,फ्रेम
Frame buffer chip,फ्रेम बफर चिप
Frame capture,फ्रेम कॅप्चर
Frame code word,फ्रेम पासवर्ड
Frame format,फ्रेम स्वरूप
Frame frequency,फ्रेम वारंवारता
Frame ground,फ्रेम जमीन
Frame synchronising bit,फ्रेम सिंक्रोनस पॉइंट्स
Frame synchronization,फ्रेम सिंक्रोनाइझेशन
Frame synchronizing signal,फ्रेम सिंक्रोनस सिग्नल
Frank code,फ्रँक कोड
Free electron,मुक्त इलेक्ट्रॉन
Free field,मुक्त क्षेत्र
Free running oscillator,फ्री मूव्हिंग ऑसिलेटर
Free space impedance,मुक्त अंतर प्रतिबाधा
Free space path loss,मोकळे अंतर
Free-running multivibrator,फ्री मूव्हिंग मल्टीव्हायब्रेटर
Frequency,वारंवारता
Frequency,वारंवारता
Frequency,वारंवारता
Frequency,वारंवारता
Frequency adjacent channel,वारंवारता संलग्न चॅनेल
Frequency allocation,वारंवारता असाइनमेंट
Frequency bands,वारंवारता बँड
Frequency changer,वारंवारता कनवर्टर
Frequency compensation,वारंवारता भरपाई
Frequency compensation,वारंवारता भरपाई
Frequency controlled oscillator,वारंवारता नियंत्रित ऑसिलेटर
Frequency conversion,वारंवारता रूपांतरण
Frequency demodulation,वारंवारता मॉड्यूलेशन
Frequency detector,वारंवारता शोधक
Frequency deviation,वारंवारता विचलन
Frequency deviation,वारंवारता विचलन
Frequency discrimination,वारंवारता भिन्नता
Frequency discriminator,वारंवारता भेदक
Frequency distortion,वारंवारता विकृती
Frequency diversity,वारंवारता भिन्नता
Frequency divider,वारंवारता विभाजक
Frequency division multiplexing,मल्टीप्लेक्सर वारंवारता विभाग
Frequency doubler,वारंवारता दुप्पट
Frequency frogging,वारंवारता स्विचिंग
Frequency generation,वारंवारता निर्मिती
Frequency independent antenna,वारंवारता अवलंबून अँटेना
Frequency interface,वारंवारता इंटरफेस
Frequencyinterference,वारंवारता हस्तक्षेप
Frequency inversion,वारंवारता व्यस्त
Frequency modulation,वारंवारता मॉड्यूलेशन
Frequency modulation index,वारंवारता मॉड्यूलेशन निर्देशांक
Frequency modulator,वारंवारता मॉड्युलेटर
Frequency narrow band,वारंवारता अरुंद बँड
Frequency noise,वारंवारता आवाज
Frequency range,वारंवारता श्रेणी
Frequency reactance modulator,वारंवारता प्रतिक्रिया मॉड्यूलेटर
Frequency reference,वारंवारता संदर्भ
Frequency response,वारंवारता प्रतिसाद
Frequency scaling,वारंवारता प्रतवारी
Frequency sound circuit,वारंवारता ध्वनी सर्किट
Frequency spectrum,वारंवारता स्पेक्ट्रम
Frequency stability,वारंवारता स्थिरता
Frequency standards,वारंवारता मानक
Frequency swing,वारंवारता दोष
Frequency synthesis,वारंवारता संश्लेषण
Frequency synthesis,वारंवारता संश्लेषण
Frequency synthesized tuning,वारंवारता संश्लेषण ट्यूनिंग
Frequency to voltage conversion,वारंवारता व्होल्टेज बदल
Frequency to voltage converter,वारंवारता ते व्होल्टेज कनवर्टर
Frequency to voltage converter,वारंवारता-व्होल्टेज कनवर्टर
Frequency to voltage converter,वारंवारता-व्होल्टेज कनवर्टर
Frequency tolerance,वारंवारता पत्करणे
Frequency translation,वारंवारता हस्तांतरण
Frequency transmission,वारंवारता प्रसारण
Frequency tuner,वारंवारता ट्यूनर
Frequency varactor modulator,वर्ण मॉड्युलेटर
Frequency wide band,वारंवारता विस्तृत बँड
Fresnel loss frequency,फ्रेस्नेल डिग्रेडेशन वारंवारता
Friction error,घर्षण त्रुटी
Fringing colour,वर्तुळ वर्ण
Front panel control,समोर बोर्ड नियंत्रण
Front porch,समोरचा पोर्च
Frost-point hygrometer,दंव बिंदू हायग्रोमीटर
FS (saving a file),फाइल स्टोरेज
Fu Manchu virus,फू मांचू व्हायरस
Fuel pump interference,इंधन पंप हस्तक्षेप
Fugi hard disk drive,फुजी लवचिकता ऑपरेशन
Full adder,पूर्ण जोडणारा
Full duplex,संपूर्णत: दुमजली
Full duplex setting,पूर्ण डुप्लेक्स सेटअप
Full duplex transmission,पूर्ण डुप्लेक्स ट्रान्समिशन
Full load voltage,पूर्ण लोड व्होल्टेज
Full power,पूर्ण शक्ती
Full power band width,पूर्ण पॉवर बँड विस्तार
Full scale deflection,परिपूर्ण स्केल विक्षेपण
Full screen,पूर्ण स्क्रीन
Full substractor,परिपूर्ण संयुग
Full track buffering,पूर्ण गळती बफरिंग
Full wave,पूर्ण लहर
Full wave bridge rectifier,पूर्ण वेव्ह ब्रिज रेक्टिफायर
Function wave rectifier,पूर्ण लहर रेक्टिफायर
Function code,फंक्शन कोड
Function generator,फंक्शन जनरेटर
Function library,फंक्शन लायब्ररी
Function switch,फंक्शन स्विच
Functional simulator,कार्यात्मक अनुकरण
Fundamental,मूळ
Fundamental frequency,मूलभूत वारंवारता
Fundamental mode,मूलभूत मोड
Fundamental resonance,मूळ अनुनाद
Fuse,फ्यूज
Fuse effect,फ्यूज प्रभाव
Fuse map,फ्यूज नकाशा
Fusible link,विद्रव्य दुवा
Future trend,भविष्यातील कल
Fuzzy logic,"फजी लॉजिक, फजी लॉजिक"
Fuzzy logic,"अस्पष्ट तर्क, बोगस तर्क"
Fx (extracting a file),फाइल काढणे
Feedback sensitivity,पुनर्गुंतवणूक संवेदनशीलता
Gain,मिळवणे
Gain guided laser,मार्गदर्शित लेसर मिळवा
Gain margin,नफा मर्यादा
Gain-bandwidth product,बँड विस्तार गुणाकार मिळवा
Gain-cross over frequency,संक्रमण वारंवारता मिळवा
Gallagar code,गॅलाघर कोड
Galleium arsenide,गॅलियम आर्सेनाइड
Galvanic cell,गॅल्व्हॅनिक सेल
Galvanometer,गॅल्व्हानोमीटर
Galvanometric recorder,गॅल्वनाइज्ड रेकॉर्डर
Gamma,गॅमा
Gamma ray,गॅमा-किरण
Ganged tuning,आवाज ट्यूनिंग
Gap,मध्यांतर
Gas discharge lamp,गॅस विसर्जन दिवा
Gas laser,गॅस लेसर
Gate,"गेट, गेट"
Gate array,गेट अॅरे
Gate array,गेट अॅरे
Gate capacitance,गेट कॅपेसिटन्स / गेट कॅपेसिटर
Gate insulation,गेट इन्सुलेट
Gate oscillator,गेट ऑसिलेटर
Gate protection,गेट सुरक्षा
Gate protection diode,गेट संरक्षण डायोड
Gate turn-off switch,गेट लॉक स्विच
Gate-controlled switch,गेट नियंत्रित स्विच
Gate-lag network,गेट पोस्टिंग नेटवर्क
Gate-oxide capacitance,गेट ऑक्साईड कॅपेसिटर
Gating error,उघडताना त्रुटी
Gauge,गेज
Gauge factor,गेज गुणक
Gauss meter,गॉस मीटर
Gaussian density function,गॉसियन घनता कार्य
Gaussian diffusion,गॉसियन प्रसार
Gaussian distribution,गॉसियन वितरण
Gaussian distribution,गॉसियन वितरण
Gaussian noise,गॉसियन आवाज
Gaussian noise,गॉसियन आवाज
Gaussian process,गॉसियन प्रक्रिया
Gaussian pulse,गॉसियन नाडी
Gauss's law,गॉसियन कायदा
Gega Hertz,गिग हर्ट्झ
General purpose resister,सामान्य उद्देश प्रतिकार
Generated noise,आवाज निर्माण केला
Generator,जनरेटर
Generic,"पालक, सामान्य"
Geometric mean,भौमितिक सरासरी
Geometric ray tracing,भूमितीय किरण अनुरेश
Geostationary orbit,भूस्थिर कक्ष
Gerber format,gerber foment
Germanium,जर्मेनियम
Germanium diode,जर्मेनियम डायोड
Gettering treatment,getran उपचार
Ggiger counter,गिझर कॅल्क्युलेटर
Ghost memory images,स्यूडो मेमरी रिफ्लेक्स
Gibbs phenomenon,गिब्स इंद्रियगोचर
Giga,गिगा
Gimmick,नौटंकी
Glare filter,चमक फिल्टर
Glass capacitor,ग्लास कॅपेसिटर
Glitch,चूक
Global positioning satellite,पृथ्वी स्थिती उपग्रह
Glow discharge,तेजस्वी विसर्जन
Golay code,शेल कोड
Gold code,गोल्ड कोड
Goniometer,goniometer
G-parameters,g-ऑपरेशन
Grade,ग्रेड
Graded index fiber,अनुक्रमांक फायबर
Gradient,उतार
Ground noise rejection,पृथ्वी आवाज निराकरण
Granular noise,कणांचा आवाज
Granular noise,दाणेदार आवाज
Granulation noise,कणांचा आवाज
Graph,लेख
Graphic display unit,ग्राफिकल डिस्प्ले युनिट
Graphic equalizer,ग्राफिकल तुल्यकारक
Graphical analysis,ग्राफिकल विश्लेषण
Graticule,कृतज्ञता
Grating reflector,जाळीचे परावर्तक
Gross error,एकूण त्रुटी
Ground-referenced input,भू-संदर्भित गुंतवणूक
Ground,"जमीन, जमीन"
Ground reflection,जमिनीचे प्रतिबिंब
Ground return,जमीन परतावा
Ground wave,जमिनीची लाट
Ground wave,जमिनीची लाट
Ground wave propagation,भूत प्रसार
Groundedinductor,पृथ्वी कनेक्शन
Grounded load,ग्राउंड लोड (लोड)
Grounded vertical antenna,ग्राउंड अँटेना
Grounded-emitter amplifier,ग्राउंड एमिटर एम्पलीफायर
Grounded-source amplifier,ग्राउंड सोर्स एम्पलीफायर
Ground-loop,ग्राउंड लूप
Ground-plane,जमिनीची पातळी
Group code,गट कोड
Group delay time,गट विलंब कालावधी
Group selector,गट निवडकर्ता
Group velocity,गट वेग
Grover winding,ग्रोव्हर कुंडलन
Grown-junction transistor,बूस्ट जंक्शन ट्रान्झिस्टर
Guard band,संरक्षक बँड
Guard circuit,सुरक्षा सर्किट
Guard ring,गार्ड रिंग
Guest host LCD,अतिथी होस्ट एलसीडी
Guide wavelength,निर्देश तरंगलांबी
Gunn effect,तोफा प्रभाव
Gunn oscillator,तोफा ओसीलेटर
Gyrator,गायरेटर
Gyro frequency,"gyro वारंवारता, रोटेशनल वारंवारता"
Gyromagnetic resonance,रोटेशनल चुंबकीय अनुनाद
H. field,क्षैतिज क्षेत्र
Haffman encoding,हॉफमन एन्कोडिंग
Hagelbarger code,Hagelberger कोड
Half adder,अर्धा कनेक्टर
Half substractor,अर्ध-विभागीय
Half subtractor,अर्ध-विभागीय
Half wave dipole,अर्ध लहर द्विध्रुव
Half wave rectifier,हाफ वेव्ह रेक्टिफायर
Half-amplitude duration,अर्धा परिमाण कालावधी
Hall co-efficient,हॉल गुणांक
Hall effect,हॉल प्रभाव
Hall effect relay,हॉल इफेक्ट रिले
Hall state,विराम स्थिती
Hamming block code,हॅमिंग ब्लॉक कोड
Hamming bound,हॅमिंग मर्यादा
Hamming code,हॅमिंग कोड
Hamming code,हॅमिंग कोड
Hamming distance,हॅमिंग अंतर
Hamming window,हॅमिंग विंडो
Hanning line shapes,हॅनिंग लाइन आकार
Hanning window,हॅनिंग विंडो
Hard disk,लवचिक/हार्ड डिस्क
Hard disk card,लवचिकता शीट/हार्ड डिस्क शीट
Hard limit voltage,स्थायी मर्यादा व्होल्टेज
Hard limit voltage,स्थायी मर्यादा व्होल्टेज
Hard-decision decoding,कायम डीकोडिंग
Hardware,उपकरणे साहित्य/हार्डवेअर
Hardware algorithm,हार्डवेअर अल्गोरिदम
Hardware algorithm,हार्डवेअर अल्गोरिदम
Hardware description language (HDL),हार्डवेअर वर्णन भाषा
Hardware description language,हार्डवेअर वर्णन भाषा
Hard-wiring,कायम कनेक्शन
Hard-wiring,कायम कनेक्शन
Harmming code,हॅमिंग कोड
Harmonic,हार्मोनिक
Harmonic cancellation,हार्मोनिक निरसन
Harmonic distortion,हार्मोनिक विकृती
Harmonic distortion,हार्मोनिक विकृती
Harmonic mixing,हार्मोनिक मिश्रण
Harmonic restraint,सहानुभूतीपूर्ण संयम
Hartley law,हार्टले नियम
Hartley-Shanon law,हार्टले शॅनन नियम
Hand generator,हात जनरेटर
Hays transmission bridge,हेस ट्रान्समिशन ब्रिज
HDVT,उच्च घनता व्होल्टेज ट्रान्सफॉर्मर
Head,वर
Head end cable,हेड एंड केबल
Hearing response,श्रवण प्रतिसाद
Heat coil,उष्णता जन्मकुंडली
Heat sink,उष्णता प्रवेश
Helical antenna,कुंडलिनी अँटेना
Helical recording,कुंडलिनी रेकॉर्डिंग
Hertz,हर्ट्झ
Heterodyne receiver,वारंवारता मिक्सर रिसीव्हर
Heteroepitaxy,heteroepitaxy
Hexadecimal coding,हेक्साडेसिमल कोडिंग
Hexadecimal coding,हेक्साडेसिमल कोडिंग
Hexadecimal numbers,हेक्साडेसिमल संख्या
High approximation,उच्च Q अंदाजे
High circuit,उच्च सर्किट
High current transducer,उच्च वर्तमान ट्रान्सड्यूसर
High cutoff frequency,उच्च अंत वारंवारता
High definition television (HDTV),उच्च स्पष्टता दूरदर्शन (एचडी टीव्ही)
High frequency amplification,उच्च वारंवारता प्रवर्धन
High frequency compensation,उच्च वारंवारता प्रवर्धन
High frequency radio system,उच्च वारंवारता रेडिओ प्रणाली
High frequency radio system,उच्च वारंवारता रेडिओ प्रणाली
High frequency transformer,उच्च वारंवारता ट्रान्सफॉर्मर
High gain wave,उच्च लाभ लहर
High memory,उच्च स्मृती
High pass circuit,उच्च वारंवारता ट्रान्समिशन सर्किट
High pass filter,उच्च पास फिल्टर
High pass filter,उच्च पास फिल्टर
High performance (HMOS),उच्च कार्यक्षमता मॉस (एच मॉस)
High Q factor,उच्च Q गुणक
High resistance voltmeter,उच्च प्रतिकार व्होल्टमीटर
High resolution,उच्च रिझोल्यूशन
High speed comparator,वेगवान तुलनाकर्ता
High tech,उच्च तंत्रज्ञान
High threshold logic (HTL),उच्च थ्रेशोल्ड तर्क
High voltage op-AMP,उच्च व्होल्टेज ऑपरेशनल अॅम्प्लीफायर
