Kannada,Marathi
"ಸಂಯೋಜನೆ, ಸಂಯೋಜನೆ, ಶೇಖರಣೆ","संयोजन, संयोजन, जमा"
ಸಂಯೋಜಿತ ಬಣ್ಣ,संमिश्र रंग
ಸಂಯೋಜನೆ ದೋಷ,संयोजन त्रुटी
ಸಂಪರ್ಕ ಮಧ್ಯಂತರ,कनेक्शन अंतराल
"ಕಾಂಬಿನೇಶನ್ ಲೈನ್, ಟರ್ಮ್ ಕಾಂಬಿನೇಶನ್ ಲೈನ್","कॉम्बिनेशन लाइन, टर्म कॉम्बिनेशन लाइन"
ಸಂಯೋಜಿತ ಮೈಕ್ರೊಫೋನ್,संमिश्र मायक्रोफोन
ಸಂಯೋಜಿತ ಚಲನೆ,एकत्रित हालचाल
ಸಂಪರ್ಕಿಸುವ ಪ್ಲೇಟ್,कनेक्टिंग प्लेट
ನುಡಿಗಟ್ಟು,वाक्प्रचार
ಸಂಯೋಜಿತ ರೇಯಾನ್ ಸೂತ್ರ,एकत्रित रेयॉन सूत्र
ಸಂಯೋಜಿತ ಪ್ರತಿಕ್ರಿಯೆ,एकत्रित प्रतिक्रिया
ಸಂಚಯನ ಚದುರುವಿಕೆ,जमा विखुरणे
ಸಂಯೋಜಿತ ಸ್ವರ,संमिश्र स्वर
ಸಂಯೋಜಿತ ಟ್ವಿಲ್,संमिश्र टवील
ಸಂಯೋಜಿತ ಸ್ವರ,संमिश्र स्वर
ಸಮುದಾಯ ಆಂಟೆನಾ,समुदाय अँटेना
ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ ತಂತ್ರಜ್ಞಾನ,सामान्य फील्ड तंत्रज्ञान
ದಹನ-ಪ್ರೊಪಲ್ಷನ್ ಎಂಜಿನ್,दहन-प्रोपल्शन इंजिन
ಜಂಟಿ ವ್ಯವಸ್ಥೆ,संयुक्त प्रणाली
ಸಂಯೋಗ,संयोग
ಮಿಕ್ಸರ್ ಸರ್ಕ್ಯೂಟ್,मिक्सर सर्किट
ಹೊಣೆಗಾರಿಕೆ,दायित्व
ಹೊಣೆಗಾರಿಕೆ,दायित्व
ದಹನ-ಪ್ರೊಪಲ್ಷನ್ ಎಂಜಿನ್,दहन-प्रोपल्शन इंजिन
ದಹನ ಉಪಕರಣ,ज्वलन उपकरणे
ದಹನ ಬಾಂಬ್,ज्वलन बॉम्ब
ದಹನ ಕೊಠಡಿ,दहन कक्ष
ದಹನ ತಾಪಮಾನ,ज्वलन तापमान
ದಹನ ಕೊಳವೆ,ज्वलन ट्यूब
ದಹನ ವ್ಯವಸ್ಥೆ,ज्वलन प्रणाली
ಒಪ್ಪಿಸುತ್ತೇನೆ,वचनबद्ध
ಕಲೋಗ್ನೆಟ್,कोलोनेट
ಆಜ್ಞೆ,आज्ञा
ಆಜ್ಞೆಯ ಸಂಕೇತ,कमांड सिग्नल
ವಿನಾಶ ಆಜ್ಞೆಯ ಸಂಕೇತ,विनाश आदेश सिग्नल
ಆಜ್ಞಾ ಸಾಲಿನ,कमांड लाइन
ಆದೇಶ ವ್ಯವಸ್ಥೆ,कमांड सिस्टम
ಆಜ್ಞೆಯ ವಿಚಲನ ಮಿತಿ,आदेश विचलन मर्यादा
ಆದೇಶ ಸೆಟ್,कमांड सेट
ಕೇಶ ವಿನ್ಯಾಸ,केशरचना
ವಾಣಿಜ್ಯ ಫೆರೈಟ್,व्यावसायिक फेराइट
ವಾಣಿಜ್ಯ ದೂರದರ್ಶನ,व्यावसायिक दूरदर्शन
ವ್ಯಾಪಾರ ಕಾರ್ಯಕ್ರಮ,ट्रेडिंग कार्यक्रम
"ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ, ಸಾಮಾನ್ಯ","सामान्य, सामान्य, सामान्य, सामान्य, सामान्य"
ಸಮುದಾಯ ಆಂಟೆನಾ,समुदाय अँटेना
"ಸಾಮಾನ್ಯ ನೆಲೆ, ಸಾಮಾನ್ಯ ನೆಲೆ","कॉमन बेस, कॉमन बेस"
ಕರುಳು ಬಳ್ಳಿ,नाळ
ಸಾಮಾನ್ಯ ಸಂಗ್ರಾಹಕ,सामान्य कलेक्टर
ಸಾಮಾನ್ಯ ಸಂಗ್ರಾಹಕ ಸರ್ಕ್ಯೂಟ್,सामान्य कलेक्टर सर्किट
ಸಾಮಾನ್ಯ ಹೊರಸೂಸುವವನು,सामान्य उत्सर्जक
ಸಾಮಾನ್ಯ ಹೊರಸೂಸುವ ಸರ್ಕ್ಯೂಟ್,सामान्य एमिटर सर्किट
ಸಾಮಾನ್ಯ ಕ್ಷೇತ್ರ ತಂತ್ರಜ್ಞಾನ,सामान्य फील्ड तंत्रज्ञान
"ಸಾಮಾನ್ಯ ಪ್ರತಿರೋಧ, ಸಾಮಾನ್ಯ ಪ್ರತಿರೋಧ","सामान्य प्रतिबाधा, सामान्य प्रतिबाधा"
ಮೊತ್ತ ಅಯಾನ್ ಪರಿಣಾಮ,बेरीज आयन प्रभाव
ಸಾಮಾನ್ಯ ಮೋಡ್ ರೆಸಲ್ಯೂಶನ್ ಅನುಪಾತ,सामान्य मोड रिझोल्यूशन प्रमाण
ಸಾಮಾನ್ಯ ಮೋಡ್ ಸಿಗ್ನಲ್,सामान्य मोड सिग्नल
"ಸಾಮಾನ್ಯ ಬಹು, ಸಾಮಾನ್ಯ","सामान्य एकाधिक, सामान्य"
ಸಾಮಾನ್ಯ ಸ್ಫಟಿಕ,सामान्य क्रिस्टल
ಸಾಮಾನ್ಯ ಪರಿಷ್ಕರಣೆ,सामान्य परिष्करण
ಸಾರ್ವತ್ರಿಕ ದಾಸ್ತಾನು,सामुहिक साठा
ಸಾಮಾನ್ಯ ಸಮ್ಮಿತಿ,सामान्य सममिती
ಸಾಮಾನ್ಯ ಸಮ್ಮಿತಿ ಅಂಶ,सामान्य सममिती घटक
ಸಾಮಾನ್ಯ ಸ್ಥಾನ,सामान्य स्थिती
ಸಾಮಾನ್ಯ ಮೋಡ್ ರೆಸಲ್ಯೂಶನ್,सामान्य मोड रिझोल्यूशन
ಸಾಂಕ್ರಾಮಿಕ ರಾಜ್ಯಗಳು,संसर्गजन्य अवस्था
ಸಂವಹನಗಳು,कम्युनिकेशन्स
ಸಂವಹನ ವಾಹಿನಿಗಳು,संप्रेषण चॅनेल
ಸಂವಹನ ದೋಷ,संप्रेषण त्रुटी
ಸಂವಹನ ಎಂಜಿನಿಯರಿಂಗ್,संप्रेषण अभियांत्रिकी
ಸಂವಹನ ನಕ್ಷೆ,संप्रेषण नकाशा
ಶಕ್ತಿ ಪ್ರಸರಣ,ऊर्जा प्रेषण
ಸಿಗ್ನಲ್ ರಿಸೀವರ್,सिग्नल रिसीव्हर
ಸಂವಹನ ಉಪಗ್ರಹ,संप्रेषण उपग्रह
ಸಂವಹನ ವ್ಯವಸ್ಥೆ,संप्रेषण प्रणाली
ಸಮುದಾಯ ಆಂಟೆನಾ,समुदाय अँटेना
"ಟೆಲಿಗ್ರಾಫ್ ದೂರದರ್ಶನ, ಸಮುದಾಯ ದೂರದರ್ಶನ","वायर टेलिव्हिजन, कम्युनिटी टेलिव्हिजन"
ತಿರುಗಿಸಲು,वळवणे
ಪರಿವರ್ತಕ ಕೆಪಾಸಿಟರ್,कनवर्टर कॅपेसिटर
ತಿರುವು ವಲಯ,डायव्हर्जन झोन
ಹಿಮ್ಮುಖ ಕಂಬ,उलट ध्रुव
ಹಿಮ್ಮುಖ ಪ್ರತಿಕ್ರಿಯೆ,प्रतिगामी प्रतिक्रिया
"ವಿಚಲನ, ಡೇಟಾ ಬದಲಾವಣೆ, ಕ್ರಮಪಲ್ಲಟನೆ","विक्षेपण, डेटा बदल, क्रमपरिवर्तन"
ರೂಪಾಂತರ ಗುಣಾಂಕ,रूपांतर गुणांक
ಪರಿವರ್ತಕ ಕ್ಷೇತ್ರ,बदली क्षेत्र
"ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್, ಕಮ್ಯುಟೇಟರ್","कम्युटेटर, कम्युटेटर, कम्युटेटर"
ಪರಸ್ಪರ ಸ್ವಿಚ್,परस्पर स्विच
ಕೊಮೊಲ್,कोमोल
ಮಿಶ್ರ ಸ್ವರ,मिश्र स्वर
ಕಾಂಪ್ಯಾಕ್ಟ್ರಾನ್,कॉम्पॅक्ट्रॉन
ಸಂಕೋಚನ ಪ್ರಸರಣ,कॉम्प्रेशन ट्रान्समिशन
ಸಂಕೋಚಕ,कंप्रेसर
"ಹೋಲಿಕೆಗಾರ, ಹೋಲಿಕೆಗಾರ","तुलना करणारा, तुलना करणारा"
ಹೋಲಿಕೆ ಸರ್ಕ್ಯೂಟ್,तुलनात्मक सर्किट
ಹೋಲಿಕೆ ವಿಧಾನ,तुलना पद्धत
ಹೋಲಿಕೆ ವಿಧಾನ,तुलना पद्धत
ತುಲನಾತ್ಮಕ ಆಂಟೆನಾ,तुलनात्मक अँटेना
ಹೋಲಿಕೆ ಸೇತುವೆ,तुलना पूल
ಹೋಲಿಕೆ ಘಟಕ,तुलना युनिट
ಆವರ್ತನಗಳ ಹೋಲಿಕೆ,वारंवारतांची तुलना
ತುಲನಾತ್ಮಕ ಸ್ಪೆಕ್ಟ್ರೋಸ್ಕೋಪ್,तुलनात्मक स्पेक्ट्रोस्कोप
ಸ್ಪೆಕ್ಟ್ರಮ್ ಅನ್ನು ಹೋಲಿಕೆ ಮಾಡಿ,स्पेक्ट्रमची तुलना करा
ಹೋಲಿಕೆ ನಕ್ಷತ್ರಗಳು,तुलना तारे
ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ,तुलना चाचणी
"ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ, ದಿಕ್ಸೂಚಿ","होकायंत्र, होकायंत्र, होकायंत्र"
ದಿಕ್ಸೂಚಿ ಕಾರ್ಡ್,कंपास कार्ड
ದಿಕ್ಸೂಚಿ ಡಯಲ್,कंपास डायल
ಸೂಚಕ ದೋಷ,सूचक त्रुटी
"ದಿಕ್ಸೂಚಿ ಉತ್ತರ ಕೋನ, ದಿಕ್ಸೂಚಿ ದೃಷ್ಟಿಕೋನ","होकायंत्र उत्तर-कोन, होकायंत्र अभिमुखता"
"ಡಿಕ್ಲಿಸ್ಟಿ, ಕುತುಬ್ನುಮಾ ಸೂಜಿ","डिकलिस्टी, कुतुबनुमाची सुई"
"ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ, ಹೊಂದಾಣಿಕೆ","सुसंगतता, सुसंगतता, सुसंगतता, सुसंगतता"
ಸುಸಂಬದ್ಧ ಸಮೀಕರಣ,सुसंगत समीकरण
ಸ್ಥಿರ ವೇಗವರ್ಧನೆ,सातत्यपूर्ण प्रवेग
ಹೊಂದಾಣಿಕೆಯ ಬಣ್ಣದ ದೂರದರ್ಶನ,सुसंगत रंगीत दूरदर्शन
ಹೊಂದಾಣಿಕೆಯ ಸಿಂಗಲ್ ಸೈಡ್ ಬ್ಯಾಂಡ್ ಮೆಕ್ಯಾನಿಸಂ,सुसंगत सिंगल साइड बँड यंत्रणा
ಸುಸಂಬದ್ಧ ಸ್ಟೀರಿಯೋ ಸಿಸ್ಟಮ್,सुसंगत स्टिरिओ सिस्टम
"ಸರಿದೂಗಿಸು, ಸೇಡು ತೀರಿಸಿಕೊಳ್ಳು","भरपाई, बदला"
ಸಮತೋಲಿತ ಆವರ್ತಕ,प्रतिसंतुलित अल्टरनेटर
ಸರಿದೂಗಿಸುವ ಆಂಪ್ಲಿಫಯರ್,भरपाई करणारे अॅम्प्लीफायर
ವಿಕರ್ಷಣ ಶಕ್ತಿ,तिरस्करणीय शक्ती
ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ ನಿರ್ಣಾಯಕ,घड्याळाच्या उलट दिशेने निर्धारक
ಪ್ರತಿರೋಧಕ ಲೋಲಕ,प्रतिकार करणारा पेंडुलम
ಸರಿದೂಗಿಸುವ ಅರೆವಾಹಕ,भरपाई देणारा सेमीकंडक्टर
ಸಮತೋಲಿತ ವೋಲ್ಟ್ಮೀಟರ್,प्रतिसंतुलित व्होल्टमीटर
ಸರಿದೂಗಿಸುವ ಧ್ವನಿ ನಿಯಂತ್ರಕ,भरपाई करणारा लाउडनेस कंट्रोलर
ಸಮತೋಲಿತ ವ್ಯಾಟ್ಮೀಟರ್,प्रतिसंतुलित वॅटमीटर
ಪ್ರತೀಕಾರದ ನೆಲದ ಪೆನಾಲ್ಟಿ,प्रतिशोधात्मक ग्राउंड पेनल्टी
ಅಸಮರ್ಪಕತೆಯನ್ನು ಸರಿದೂಗಿಸುತ್ತದೆ,चुकीची भरपाई
ಕೌಂಟರ್ವೈಲಿಂಗ್ ಕುಶಲತೆ,काउंटरवेलिंग फेरफार
ಪ್ರತಿಕ್ರಮಗಳು,प्रतिकार
ಪರಿಹಾರ ನಿವ್ವಳ,भरपाईचे जाळे
ಪರಿಹಾರ ಫಲಕ,भरपाई देणारी प्लेट
"ಪರಿಹಾರ, ಪರಿಹಾರ, ಪರಿಹಾರ","भरपाई, भरपाई, भरपाई"
ಪ್ರತಿಫಲಿತ ಸೂರ್ಯನ ವಿಕಿರಣವನ್ನು ಅಳೆಯಲಾಗುತ್ತದೆ,परावर्तित सूर्यकिरण मोजले
ಸರಿದೂಗಿಸುವ ಸಂಕೇತ,भरपाई सिग्नल
ಪ್ರತಿರೋಧ ಪ್ರಮೇಯ,प्रतिकार प्रमेय
ಪ್ರತಿಕ್ರಮಗಳು,प्रतिकार
ವಿರೋಧಿ ಉದ್ದೇಶ,प्रतिउद्देश
"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ","संकलन, व्याख्या"
ಸಂಕಲನ ಚಾರ್ಟ್,संकलन तक्ता
ಸಂಗ್ರಹ ವಸ್ತು,संग्रह साहित्य
"ಸಂಕಲನ, ವ್ಯಾಖ್ಯಾನ","संकलन, व्याख्या"
"ಇಂಟರ್ಪ್ರಿಟರ್, ಕಂಪೈಲರ್","दुभाषी, संकलक"
ಭಾಷೆಯನ್ನು ಅರ್ಥೈಸಿಕೊಳ್ಳುವುದು,भाषेचा अर्थ लावणे
ವ್ಯಾಖ್ಯಾನ,व्याख्या
ಪೂರಕ ಪರಿವರ್ತಕ,पूरक कनवर्टर
ಪೂರಕತೆ,पूरकता
ಪೂರಕತೆ,पूरकता
ಪೂರಕ ವೇಗವರ್ಧನೆ,पूरक प्रवेग
ಪೂರಕ ಯೋಗ,पूरक योग
ಪೂರಕ ಕೋನ,पूरक कोन
ಪೂರಕ ಆಂಟೆನಾ,पूरक अँटेना
ಪೂರಕ ಆಧಾರ,पूरक आधार
ಪೂರಕ ವರ್ಣದ್ರವ್ಯ,पूरक रंगद्रव्य
ಪೂರಕ ಬಣ್ಣಗಳು,पूरक रंग
ಪೂರಕ ಘಟನೆ,पूरक कार्यक्रम
ಪೂರಕ ಫಿಲ್ಟರ್,पूरक फिल्टर
ಪೂರಕ ಜೀನ್,पूरक जनुक
ಪೂರಕ ಸಾಮರಸ್ಯ,पूरक सुसंवाद
ಪೂರಕ ಟ್ರಾನ್ಸಿಸ್ಟರ್,पूरक ट्रान्झिस्टर
ಪೂರಕ ಜಾಲರಿ,पूरक जाळी
ಸಂಪೂರ್ಣ,पूर्ण
ಪೂರ್ಣ ಕಂಪೈಲರ್,पूर्ण कंपाइलर
ಪೂರ್ಣ ವಿಶ್ಲೇಷಣೆ,संपूर्ण विश्लेषण
ಸಂಪೂರ್ಣ ಲಾಭ,पूर्ण नफा
ಪೂರ್ಣ ಸಮೃದ್ಧಿ,पूर्ण समृद्धी
ಪೂರ್ಣ ಜಾಲರಿ,पूर्ण जाळी
ಸಂಪೂರ್ಣ ಸ್ಥಗಿತ,पूर्ण ब्रेकडाउन
ಸಂಪೂರ್ಣ ಕೋಶ,पूर्ण सेल
"ಸಂಕೀರ್ಣ, ಸಂಕೀರ್ಣ, ಸಂಕೀರ್ಣ, ಸಂಕೀರ್ಣ ಒಕ್ಕೂಟ, ಸಂಕೀರ್ಣ ರಾಕ್ ಅಸೋಸಿಯೇಷನ್","जटिल, जटिल, जटिल, जटिल संघ, जटिल रॉक असोसिएशन"
ಸಂಯೋಜಿತ ನುಗ್ಗುವಿಕೆ,संमिश्र प्रवेश
ಸಂಕೀರ್ಣ ಪರಮಾಣು,जटिल अणू
ಸಂಕೀರ್ಣ ಕ್ಯಾಥೋಡ್,जटिल कॅथोड
ಸಂಕೀರ್ಣ ವಿಶಿಷ್ಟ ಕಾರ್ಯ,जटिल वैशिष्ट्यपूर्ण कार्य
ಸಂಕೀರ್ಣ ಅನುಸರಣೆ,जटिल पाठपुरावा
ಸಂಕೀರ್ಣ ಸ್ಥಿರ,जटिल स्थिरांक
ಸಂಯೋಜಿತ ಜೋಡಣೆ,संमिश्र जोडणी
ಸಂಕೀರ್ಣ ಡೇಟಾ,जटिल डेटा
ಸಂಯೋಜಿತ ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಸೂಚ್ಯಂಕ,संमिश्र डायलेक्ट्रिक निर्देशांक
ಸಂಯೋಜಿತ ಸ್ಥಳಾಂತರ,संमिश्र विस्थापन
ಸಂಯೋಜಿತ ಪ್ರದರ್ಶನ,संमिश्र प्रदर्शन
ಸಂಕೀರ್ಣ ದೋಷ,जटिल दोष
ಸಂಯೋಜಿತ ಆವರ್ತನ,संमिश्र वारंवारता
ಸಂಕೀರ್ಣ ಕಾರ್ಯ,जटिल कार्य
ಸಂಯೋಜಿತ ಪ್ರತಿರೋಧ,संमिश्र प्रतिबाधा
ಸಂಯೋಜಿತ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ,संमिश्र अपवर्तक निर्देशांक
ಸಂಕೀರ್ಣ ಕಾರ್ಯವಿಧಾನ,जटिल यंत्रणा
ಸಂಯೋಜಿತ ಮಾಡ್ಯುಲಸ್,संमिश्र मॉड्यूलस
ಸಂಕೀರ್ಣ ಏಕವರ್ಣದ ಘಟಕ,जटिल मोनोक्रोमॅटिक घटक
ಮಿಶ್ರ ಸ್ವರ,मिश्र स्वर
ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆ,जटिल संख्या
ಸಂಕೀರ್ಣ ಆಪರೇಟರ್,जटिल ऑपरेटर
ಸಂಯೋಜಿತ ವಿಮಾನ,संमिश्र विमान
ಸಂಯೋಜಿತ ಸಾಮರ್ಥ್ಯ,संमिश्र क्षमता
ಸಂಯೋಜಿತ ವಿಭವ್ ಕೂಪೆ ಮಾದರಿಗಳು,संमिश्र विभव कूप मॉडेल्स
ಸಂಕೀರ್ಣ ಮೊತ್ತ,जटिल बेरीज
ಸಂಯೋಜಿತ ವಿಕಿರಣ,संमिश्र विकिरण
ಸಂಯೋಜಿತ ವಕ್ರೀಕಾರಕ ಸೂಚ್ಯಂಕ,संमिश्र अपवर्तक निर्देशांक
ಸಂಯೋಜಿತ ಪ್ರತಿರೋಧ,संमिश्र प्रतिकार
ಸಂಯೋಜಿತ ಫಲಿತಾಂಶ,संमिश्र परिणाम
ಸಂಯೋಜಿತ ರಚನೆ,संमिश्र रचना
"ಕಾಂಪೋಸಿಟ್ ಟೆನ್ಸರ್ ಏರಿಯಾ, ಕಾಂಪ್ಲೆಕ್ಸ್ ಟೆನ್ಸರ್ ಏರಿಯಾ","संमिश्र टेन्सर क्षेत्र, जटिल टेन्सर क्षेत्र"
ಸಂಕೀರ್ಣ ಘಟಕ,जटिल युनिट
ಸಂಕೀರ್ಣ ವೇರಿಯಬಲ್,जटिल चल
ಸಂಯೋಜಿತ ವೇಗ,संमिश्र वेग
ಸಂಯೋಜಿತ ವೇಗ ಘಟಕ,संमिश्र वेग घटक
ಸಂಯೋಜಿತ ತರಂಗ,संमिश्र लहर
ಸಂಯೋಜಿತ ತರಂಗ ಜನರೇಟರ್,संमिश्र लहर जनरेटर
ಸಂಕೀರ್ಣ ತರಂಗ ಸಂಖ್ಯೆ,जटिल तरंग संख्या
ಸಂಕೀರ್ಣ ಜೀಮನ್ ಪರಿಣಾಮ,जटिल झीमन प्रभाव
ಸ್ವರೂಪ,स्वरूप
ಸಂಕೀರ್ಣ ಅಯಾನು,जटिल आयन
ಅನುಸರಿಸು,पाठपुरावा
ಅನುಕ್ರಮ ಸ್ಥಿರ,उत्तराधिकार स्थिर
"ಸಂಕೀರ್ಣ ಚಿಕಣಿಗಳು, ಸಂಕೀರ್ಣವಾದ ಹೊಡೆತಗಳು","जटिल लघुचित्रे, गुंतागुंतीचे शॉट्स"
"ಘಟಕ, ಸಂಬಂಧಿತ ಘಟಕ","घटक, संबंधित घटक"
ಘಟಕ ವಿಶ್ಲೇಷಣೆ,घटक विश्लेषण
ಘಟಕ ಪರಮಾಣು,घटक अणू
ಘಟಕ ಪೂರಕ ವೈಫಲ್ಯ,घटक पूरक अपयश
ಘಟಕ ಅವಲಂಬಿತ ವೈಫಲ್ಯ,घटक अवलंबून अपयश
ಘಟಕ ಸ್ಥಳಾಂತರ,घटक विस्थापन
ಘಟಕ ಸಮೀಕರಣ,घटक समीकरण
ಘಟಕ ಘಟನೆ,घटक घटना
ಘಟಕ ಅವಲಂಬಿತ ವೈಫಲ್ಯ,घटक अवलंबून अपयश
ಸ್ಥಳಾಂತರದ ಅಂಶ,विस्थापन घटक
ಪರಸ್ಪರ ಅಂಶ,परस्परसंवाद घटक
ಸ್ಕೇಲಾರ್ ಘಟಕ,स्केलर घटक
ಒತ್ತಡದ ಅಂಶ,तणाव घटक
ಸ್ಕೇಲಾರ್ ಘಟಕ,स्केलर घटक
ವ್ಯತ್ಯಾಸ ಅಂಶ,भिन्नता घटक
ವೆಕ್ಟರ್ ಘಟಕ,वेक्टर घटक
ವೇಗದ ಅಂಶ,वेग घटक
ಘಟಕ ಪ್ರೊಜೆಕ್ಷನ್,घटक प्रक्षेपण
ಘಟಕ ಸಂಶ್ಲೇಷಣೆ,घटक संश्लेषण
ಅಂಶ ವೈಫಲ್ಯ,घटक अपयश
ಮಿಶ್ರಲೋಹ ಆನೋಡ್,मिश्र धातु एनोड
ಜಂಟಿ ಶಿಕ್ಷೆ,संयुक्त शिक्षा
ಮಿಶ್ರಲೋಹ ಕೇಬಲ್,मिश्र धातु केबल
ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್,एकत्रित सर्किट
ಮಿಶ್ರ ಅಕ್ಷರ ಸಂಕೇತ,मिश्र वर्ण सिग्नल
ಮಿಶ್ರ ದೋಷ,मिश्र दोष
ಸಂಯೋಜಿತ ವಿದ್ಯುದ್ವಾರ,एकत्रित इलेक्ट्रोड
"ಸಂಯೋಜಿತ ಘಟನೆ, ಮಿಶ್ರ ಘಟನೆ","एकत्रित घटना, मिश्र घटना"
ಸಂಯೋಜಿತ ಫಿಲ್ಟರ್,संमिश्र फिल्टर
ಮಿಶ್ರಲೋಹ ಜಾಲರಿ,मिश्र धातुची जाळी
ಮಿಶ್ರಲೋಹ ಮಾಡ್ಯುಲೇಶನ್ ವೋಲ್ಟೇಜ್,मिश्रधातू मॉड्यूलेशन व्होल्टेज
ಮಿಶ್ರ ಚಿತ್ರ,मिश्रित चित्र
ಮಿಶ್ರ ಚಿತ್ರ ಸಂಕೇತ,मिश्रित चित्र सिग्नल
ಸಂಯೋಜಿತ ಪ್ರೊಜೆಕ್ಷನ್,संमिश्र प्रोजेक्शन
ಮಿಶ್ರ ನಾಡಿ,मिश्रित नाडी
ಮಿಶ್ರ ವಿಲೋಮ ಜಾಲರಿ,मिश्रित व्यस्त जाळी
"ಮಾಂಟೇಜ್ ಶಾಟ್, ಮಾಂಟೇಜ್ ಚಿಕಣಿ","मॉन्टेज शॉट, मॉन्टेज लघुचित्र"
ಮಿಶ್ರಲೋಹ ಸ್ಪೆಕ್ಟ್ರಮ್,मिश्र धातु स्पेक्ट्रम
ಮಿಶ್ರ ಸಿಂಕ್ರೊನೈಸೇಶನ್,मिश्रित सिंक्रोनाइझेशन
ಯುನೈಟೆಡ್ ಯಮಲ್,संयुक्त यमल
ಮಿಶ್ರಲೋಹದ ವೀಡಿಯೊ ಸಂಕೇತಗಳು,मिश्र धातु व्हिडिओ सिग्नल
"ಸಂಯೋಜನೆ, ಸಂಯೋಜನೆ, ಸಂಯೋಜನೆ","रचना, रचना, रचना"
ವೇಗವರ್ಧನೆಯ ಸಂಯೋಜನೆಯ ನಿಯಮ,त्वरणाचा संयोजन कायदा
ಜೋಡಿಸುವುದು,जोडणी
ಬಲ ಸಂಯೋಜನೆ,बल संयोजन
ವೆಕ್ಟರ್ ಸಂಯೋಜನೆ,वेक्टर संयोजन
ಸಂಯೋಜಿತ ಚಾಲಕ,संमिश्र ड्रायव्हर
"ಮಿಶ್ರ, ಮಿಶ್ರ, ಸಂಯೋಜಿತ, ತೆರೆದ","मिश्रित, मिश्रित, एकत्रित, खुले"
ಜಂಟಿ ಶಿಕ್ಷೆ,संयुक्त शिक्षा
ಸಂಯುಕ್ತ ಇಗ್ನಿಟರ್,कंपाऊंड इग्निटर
ಸಂಯುಕ್ತ ಸರ್ಕ್ಯೂಟ್,कंपाऊंड सर्किट
ಸಂಯೋಜಿತ ಸ್ಫಟಿಕ,संमिश्र क्रिस्टल
ಮಿಶ್ರ ದೋಷ,मिश्र दोष
"ಸಂಯುಕ್ತ ಎಂಜಿನ್, ದ್ವಿಪದ ಎಂಜಿನ್","कंपाऊंड इंजिन, द्विपदी इंजिन"
ಮಿಶ್ರ ಭಾಗ,मिश्रित अंश
ಮಿಶ್ರ ಆವರ್ತನ ವಿತರಣೆ,मिश्र वारंवारता वितरण
"ಸಂಯುಕ್ತ ಕಾರ್ಯ, ಸಂಯುಕ್ತ ಕಾರ್ಯ","कंपाऊंड फंक्शन, कंपाऊंड फंक्शन"
ಸಂಯುಕ್ತ ಜನರೇಟರ್,कंपाऊंड जनरेटर
"ಸಂಯುಕ್ತ ಕೊಂಬು, ಸಂಯುಕ್ತ ಕೊಂಬು","कंपाऊंड हॉर्न, कंपाऊंड हॉर्न"
ಸಂಯೋಜಿತ ಇಂಟರ್ಫೆರೋಮೀಟರ್,संमिश्र इंटरफेरोमीटर
ಮಿಶ್ರಲೋಹ ಜಾಲರಿ,मिश्र धातुची जाळी
ಸಂಯೋಜಿತ ಮಸೂರ,संमिश्र लेन्स
"ಸಂಯೋಜಿತ ಲಿವರ್, ಸಂಯೋಜಿತ ಲಿವರ್","संयुक्त लीव्हर, संयुक्त लीव्हर"
ಸಂಯುಕ್ತ ಸೂಕ್ಷ್ಮದರ್ಶಕ,कंपाऊंड मायक्रोस्कोप
ಮಿಶ್ರ ಮಾಡ್ಯುಲೇಶನ್,मिश्र मॉड्यूलेशन
ಸಂಯುಕ್ತ ಮೋಟಾರ್,कंपाऊंड मोटर
ಮಿಶ್ರ ಸ್ವರ,मिश्र स्वर
"ಸಂಯೋಜಿತ ನ್ಯೂಕ್ಲಿಯಸ್, ಸಮ್ಮಿಳನ ನ್ಯೂಕ್ಲಿಯಸ್","संयुक्त केंद्रक, संलयन केंद्रक"
ಫ್ಯೂಷನಲ್ ನ್ಯೂಕ್ಲಿಯಸ್ ಮಾದರಿ,फ्यूजनल न्यूक्लियस मॉडेल
ಮಿಶ್ರ ಸಂಖ್ಯೆ,मिश्र संख्या
ಮಿಶ್ರ ಕಾರ್ಯಾಚರಣೆ,मिश्र ऑपरेशन
ಆಸ್ರಲ್ ಲೋಲಕ,asral लोलक
ಸಂಯೋಜಿತ ದ್ಯುತಿವಿದ್ಯುತ್ ಪರಿಣಾಮ,एकत्रित फोटोइलेक्ट्रिक प्रभाव
ಜಂಟಿ ಬೋರ್ಡ್,संयुक्त बोर्ड
