Gujarati,Odiya
ડાયલ લાઇન,ଡାଏଲ୍ ଲାଇନ୍ |
ડાયલ ટોન,ଡାଏଲ୍ ସ୍ୱର
ડાયલ અપ,ଡାଏଲ୍ ଅପ୍ କରନ୍ତୁ |
"1. સંવાદ, 2. વાતચીત","1. ସଂଳାପ, 2. ବାର୍ତ୍ତାଳାପ"
વાતચીત ખંડ,ବାର୍ତ୍ତାଳାପ କକ୍ଷ |
ડાયલઅપ મોડેમ,ଡାଏଲଅପ୍ ମୋଡେମ୍ |
વીમા,ବୀମା
શબ્દકોશ,ଅଭିଧାନ
"1. વિભેદક, 2. તફાવત","1. ଭିନ୍ନକ୍ଷମ, 2 ଭିନ୍ନତା"
સંખ્યાત્મક,ସାଂଖ୍ୟିକ
ડિજિટલ સિસ્ટમ,ଡିଜିଟାଲ୍ ସିଷ୍ଟମ୍ |
ડિજિટલ સર્કિટ,ଡିଜିଟାଲ୍ ସର୍କିଟ୍ |
ડિજિટલ કમ્પ્યુટર,ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |
"1.ડિજિટલ ડેટા, 2.ડિજિટલ ડેટા","1. ଡିଜିଟାଲ୍ ଡାଟା, 2. ଡିଜିଟାଲ୍ ଡାଟା |"
ડિજિટલ સુવિધા,ଡିଜିଟାଲ୍ ସୁବିଧା
ડિજિટલ ફિલ્ટર,ଡିଜିଟାଲ୍ ଫିଲ୍ଟର୍ |
ડિજિટલ પુસ્તકાલય,ଡିଜିଟାଲ୍ ଲାଇବ୍ରେରୀ |
ડિજિટલ મોડ્યુલેશન,ଡିଜିଟାଲ୍ ମୋଡ୍ୟୁଲେସନ୍
"1. ડિજિટલ ડિસ્પ્લે, 2. ડિજિટલ મોનિટર","1. ଡିଜିଟାଲ୍ ପ୍ରଦର୍ଶନ, 2. ଡିଜିଟାଲ୍ ମନିଟର |"
ડિજિટલ છબી,ଡିଜିଟାଲ୍ ପ୍ରତିଛବି |
"1. ડિજિટલ હસ્તાક્ષર, 2. ડિજિટલ હસ્તાક્ષર","1. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ, 2. ଡିଜିଟାଲ୍ ଦସ୍ତଖତ |"
ડિજિટલ સ્વીચ,ଡିଜିଟାଲ୍ ସୁଇଚ୍ |
ડિજિટલ એનાલોગ કન્વર્ટર,ଡିଜିଟାଲ୍ ଆନାଗଲ୍ କନଭର୍ଟର |
ડિજિટાઇઝેશન,ଡିଜିଟାଇଜେସନ୍
ડિજિટાઇઝેશન,ଡିଜିଟାଇଜେସନ୍
ડિજિટાઇઝર,ଡିଜିଟାଇଜର୍
ડાયોડ,ଡାୟୋଡ୍
પ્રથમ નજરે,ପ୍ରିମା ଫେସୀ |
સીધું સરનામું,ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା
સીધું રૂપાંતર,ସିଧାସଳଖ ରୂପାନ୍ତର |
સીધું જોડાણ,ସିଧାସଳଖ ଯୋଡି |
"1. ડાયરેક્ટ મેમરી એક્સેસ, 2. ડાયરેક્ટ મેમરી એક્સેસ (DMA)","1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)"
ડાયરેક્ટ મેમરી એક્સેસ (DMA),ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)
સીધી પદ્ધતિ,ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |
દિશાઓ,ଦିଗଗୁଡିକ
ડિરેક્ટરી,ଡିରେକ୍ଟୋରୀ
"1. ડિરેક્ટરી સર્વર, 2. ડિરેક્ટરી સર્વર","1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |"
ડિરેક્ટરી સેવા,ଡିରେକ୍ଟୋରୀ ସେବା
અસમર્થ,ଅସମର୍ଥ |
નિષ્ક્રિય સંકેત,ସଙ୍କେତ ଅକ୍ଷମ କରିବା |
"1. ડિસ્કનેક્શન, 2. ડિસ્કનેક્શન","1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା"
"1. અલગ, 2. અલગ","1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |"
"1. ડિસ્ક, 2. ડિસ્ક","1. ଡିସ୍କ, 2. ଡିସ୍କ"
"1. ડિસ્ક સરનામું, 2. ડિસ્ક સરનામું","1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା"
"1. ડિસ્ક એરે, 2. ડિસ્ક એરે","1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |"
"1. ડિસ્ક ક્ષમતા, 2. ડિસ્ક ક્ષમતા","1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |"
"1. ડિસ્ક ડ્રાઈવર, 2. ડિસ્ક ડ્રાઈવ","1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |"
ડિસ્ક ફાઇલ,ଡିସ୍କ ଫାଇଲ୍ |
"1. ડિસ્ક મેમરી, 2. ડિસ્ક મેમરી, 3. ડિસ્ક મેમરી, 4. ડિસ્ક મેમરી","1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ"
ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DoS),ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS)
ડિસ્ક પેકેજ,ଡିସ୍କ ପ୍ୟାକେଜ
"1.ચક્રિકા સર્વર, 2.ડિસ્ક સર્વર","1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |"
"1. ડિસ્ક સંગ્રહ, 2. ડિસ્ક સંગ્રહ","1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ"
ડિસ્કેટ,ଡିସ୍କେଟ୍ |
ડિસ્પ્લે ફાઇલ,ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
પ્રદર્શિત છબી,ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |
નિકાલ,ନିଷ୍କାସନ
અંતર,ଦୂରତା
અંતર કાર્ય,ଦୂରତା କାର୍ଯ୍ୟ
વિકૃતિ,ବିକୃତି
વિતરિત,ବିତରଣ
વિતરિત ડેટા,ବଣ୍ଟିତ ତଥ୍ୟ |
વિતરિત સર્વર,ବଣ୍ଟିତ ସର୍ଭର |
"1.વિતરિત સિસ્ટમ, 2.વિતરિત સિસ્ટમ","1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |"
વિતરક,ବିତରକ
દસ્તાવેજ,ଡକ୍ୟୁମେଣ୍ଟ୍
દસ્તાવેજ અધિકૃત,ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |
"1. ડોક્યુમેન્ટ વિન્ડો, 2. ડોક્યુમેન્ટ વિન્ડો","1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |"
દસ્તાવેજીકરણ,ଡକ୍ୟୁମେଣ୍ଟେସନ୍
"ડોમેન, ડોમેન","ଡୋମେନ୍, ଡୋମେନ୍"
ડોમેન નામ,ଡୋମେନ୍ ନାମ
"1. ડોટ મેટ્રિક્સ પ્રિન્ટર, 2. ડોટ મેટ્રિક્સ પ્રિન્ટર","1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |"
"નીચે, નીચે","ତଳେ, ତଳେ"
"1.અવલિંક, 2.ચોરસ","1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |"
ડાઉનલોડ કરો,ଡାଉନଲୋଡ୍ କରନ୍ତୁ |
ડાઉનલોડ સમય,ଡାଉନଲୋଡ୍ ସମୟ |
ટ્રેક્શન,ଟ୍ରାକ୍ସନ୍
DRAM (ડાયનેમિક રેમ),DRAM (ଡାଇନାମିକ୍ RAM)
વહેણ,ରନ୍ ଅଫ୍
ડ્રાઈવર,ଡ୍ରାଇଭର |
પાંદડા,ପତ୍ର
ડ્રોપ લિસ્ટ બોક્સ,ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ
ડ્રમ ડ્રાઇવ,ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |
"1.ડ્રમ પ્રિન્ટર, 2.ડ્રમ પ્રિન્ટર","1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |"
"1. ઇમ યુનિટ, 2. ડ્રમ યુનિટ","1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |"
"1. દ્વૈત, 2. દ્વિ","1. ଦ୍ୱ ual ତ୍ୟ, 2 bi"
બેવડી ઘનતા,ଦ୍ୱ ual ତ ଘନତା |
"1. મૌન સરનામું, 2. નકલી સરનામું","1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |"
ડમ્પ,ଡମ୍ପିଂ
ડબલ સર્કિટ,ଡବଲ୍ ସର୍କିଟ୍ |
કાયદેસરકરણ,ଆଇନଗତକରଣ |
કી કી,କି କି
"1.D V D R./W, 2. ડીવીડી વાંચન, 3. લેખન","1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା"
ડીવીડી રોમ,DVD ROM
ગતિશીલ સૂચના,ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ
"1.ડાયનેમિક મેમરી, 2.ડાયનેમિક મેમરી","1. ଡାଇନାମିକ୍ ମେମୋରୀ, 2. ଡାଇନାମିକ୍ ମେମୋରୀ |"
"1. ડાયનેમિક્સ, 2. ડાયનેમિક્સ","1. ଡାଇନାମିକ୍ସ, 2. ଡାଇନାମିକ୍ସ"
E B C D I C,E B C D I C
ઈ-વ્યવસાય,ଇ-ବ୍ୟବସାୟ |
પડઘો,ଇକୋ
"1.e-commerce, 2.e-commerce","1.e- ବାଣିଜ୍ୟ, 2.e- ବାଣିଜ୍ୟ |"
સંપાદન,ସମ୍ପାଦନା
સંપાદક,ସମ୍ପାଦକ
શૈક્ષણિક ટેકનોલોજી,ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |
e e p rom,e e p rom
"1. અર્થપૂર્ણ સરનામું, 2. અસરકારક સરનામું","1. ଅର୍ଥପୂର୍ଣ୍ଣ ଠିକଣା, 2. ପ୍ରଭାବଶାଳୀ ଠିକଣା |"
અર્થપૂર્ણ ઓપરેન્ડ સરનામું,ଅର୍ଥପୂର୍ଣ୍ଣ ଅପରେଣ୍ଡ୍ ଠିକଣା |
અસરકારક કાર્યવાહી,ପ୍ରଭାବଶାଳୀ କାର୍ଯ୍ୟ
અસરકારક UID,ପ୍ରଭାବଶାଳୀ UID |
અસરકારક ટ્રાન્સમિશન કામગીરી,ପ୍ରଭାବଶାଳୀ ସଂକ୍ରମଣ କାର୍ଯ୍ୟ
ઓક્ટલ બાઈટ,ଅକ୍ଟାଲ୍ ବାଇଟ୍ |
"ઈલેક્ટ્રોનિક લર્નિંગ, ઈ-લર્નિંગ","ଇଲେକ୍ଟ୍ରୋନିକ୍ ଶିକ୍ଷା, ଇ-ଲର୍ନିଂ |"
ચૂંટણી અલ્ગોરિધમ,ନିର୍ବାଚନ ଆଲଗୋରିଦମ |
ઈલેક્ટ્રોનિક મેઈલ સર્વિસ (ઈ-મેલ),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ ସେବା (ଇ-ମେଲ୍)
"1.ઈલેક્ટ્રોનિક પ્રિન્ટિંગ, 2.ઈલેક્ટ્રોનિક પ્રિન્ટર","1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟିଙ୍ଗ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟର୍ |"
ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન,ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |
ઈલેક્ટ્રોનિક્સ,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ
ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ନିଷ୍କାସନ ସିଷ୍ଟମ୍ (ECS)
ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI),ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଏକ୍ସଚେଞ୍ଜ୍ (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ઇલેક્ટ્રોનિક બ્રોશર,ଇଲେକ୍ଟ୍ରୋନିକ୍ ବ୍ରୋସର |
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS),ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ଯାନ୍ତ୍ରିକତା (EFTS)
"1.ઈલેક્ટ્રોનિક જર્નલ, 2.ઈલેક્ટ્રોનિક જર્નલ","1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍ |"
ઇલેક્ટ્રોનિક પ્રકાશન,ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |
ઇલેક્ટ્રોનિક સ્વીચ,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |
"તત્વ, તત્વ","ଉପାଦାନ, ଉପାଦାନ"
ઈ-મેલ,ଇ-ମେଲ୍ |
"1. ઈ-મેલ સરનામું, 2. ઈલેક્ટ્રોનિક મેઈલિંગ સરનામું","1. ଇ-ମେଲ୍ ଠିକଣା, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲିଂ ଠିକଣା |"
એમ્બેડેડ સિસ્ટમ,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
એમ્બેડિંગ,ଏମ୍ବେଡିଂ
એમિટર કમ્પલ્ડ લોજિક (ECL),ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ (ECL)
ખાલી જગ્યા,ଖାଲି ସ୍ଥାନ
"1. ખાલી સાંકળ, 2. ખાલી સાંકળ","1. ଖାଲି ଶୃଙ୍ଖଳା, 2. ଖାଲି ଶୃଙ୍ଖଳା |"
યાંત્રિકરણ,ଯାନ୍ତ୍ରିକରଣ
"1.કેપ્સ્યુલેશન, 2.કેપ્સ્યુલેશન","1. କ୍ୟାପସୁଲେସନ୍, 2. କ୍ୟାପସୁଲେସନ୍ |"
ડીકોડર,ଡିକୋଡର୍ |
એન્કોડિંગ,ଏନକୋଡିଂ
"1. એન્કોડર, 2. કોડક","1. ଏନକୋଡର୍, 2. କୋଡାକ୍ |"
છુપાયેલ ડેટા,ଲୁକ୍କାୟିତ ତଥ୍ୟ |
છુપાયેલ ફાઇલ સિસ્ટમ,ଲୁକ୍କାୟିତ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
"1. એન્ક્રિપ્શન, 2. કોડિંગ, 3. એન્કોડિંગ","1. ଏନକ୍ରିପସନ୍, 2. କୋଡିଂ, 3. ଏନକୋଡିଂ |"
બ્લોક અંત,ବ୍ଲକ ଶେଷ
ફાઇલ-એન્ડ,ଫାଇଲ୍-ଏଣ୍ଡ୍ |
વપરાશકર્તા,ଉପଯୋଗକର୍ତ୍ତା |
દાખલ કરો,ପ୍ରବେଶ କର |
એન્ટ્રી કી,ପ୍ରବେଶ ଚାବି |
"1. ઉદ્યમ સરવર, 2. ઉદ્યમ સેવક","1. ଉଦୟମ୍ ସ war ରଭ, 2. ଉଦୟ ସେବାକ୍ |"
એન્ટરપ્રાઇઝ સિસ્ટમ,ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |
શક્તિ,ଶକ୍ତି
શક્તિ આકર્ષણ,ଶକ୍ତି ସମ୍ବନ୍ଧ
પ્રવેશ સમય,ପ୍ରବେଶ ସମୟ
ઇનપુટ ચલ,ଇନପୁଟ୍ ଭେରିଏବଲ୍ |
ગણતરીપાત્ર,ଗଣନାଯୋଗ୍ୟ
પર્યાવરણ,ପରିବେଶ
"1.યુગ, 2. યુગ, 3. સૂચના ક્ષણ","1. ଯୁଗ, 2 ଯୁଗ, 3 ନିର୍ଦ୍ଦେଶ ମୁହୂର୍ତ୍ତ"
EPRAM (ફાઇનાન્સ પ્રોગ્રામેબલ રીડ-ઓન્લી મેમરી),EPRAM (ଫାଇନାନ୍ସିଆଲ୍ ପ୍ରୋଗ୍ରାମେବଲ୍ ପଠନୀୟ ମେମୋରୀ)
એપ્સીલોન કન્સ્ટ્રક્ટર,ଏପସିଲନ୍ କନଷ୍ଟ୍ରିକ୍ଟର୍ |
બરાબરી,ସମାନତା
સાધનસામગ્રી,ଉପକରଣ
સમાનતા વર્ગ,ସମାନତା ଶ୍ରେଣୀ
સમાન સંબંધ,ସମାନ ସମ୍ପର୍କ
"1. લુપ્તતા, 2. નાબૂદી","1. ବିଲୁପ୍ତ, 2. ବିଲୋପ"
ભૂલ સુધારણા કોડ,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |
ભૂલ સુધારણા,ତ୍ରୁଟି ସଂଶୋଧନ
ભૂલ શોધ,ତ୍ରୁଟି ଚିହ୍ନଟ
ભૂલ હેન્ડલિંગ,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
ક્ષતી સંદેશ,ତ୍ରୁଟି ସନ୍ଦେଶ |
ભૂલ દર,ତ୍ରୁଟି ହାର
ભૂલ પુનઃપ્રાપ્તિ,ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର
ભૂલ નામ,ତ୍ରୁଟି ନାମ
એસ્કેપ પ્રતીક,ପଳାୟନ ପ୍ରତୀକ |
ઈથરનેટ,ଇଥରନେଟ୍ |
ઘટના,ଘଟଣା
ઘટના સાંકળ,ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |
ઘટના નિયંત્રણ,ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |
ઇવેન્ટ કાઉન્ટર,ଇଭେଣ୍ଟ କାଉଣ୍ଟର
અપવાદ હેન્ડલિંગ,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
એક્સચેન્જ ડિસ્ક સ્ટોરેજ,ଡିସ୍କ ସଂରକ୍ଷଣ ବିନିମୟ କରନ୍ତୁ |
બાકાત,ବହିଷ୍କାର
વિશિષ્ટ અને (x અથવા),ସ୍ୱତନ୍ତ୍ର ଏବଂ (x କିମ୍ବା)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍
અમલ નિવેદન,ନିଷ୍ପାଦନ ଷ୍ଟେଟମେଣ୍ଟ
પસંદગીયુક્ત શોધ,ଚୟନ ସନ୍ଧାନ |
અસ્તિત્વમાં છે,ବିଦ୍ୟମାନ
મુદ્દો,ସମସ୍ୟା
નિષ્ણાત સિસ્ટમ,ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |
"1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ","1. ଅଭିବ୍ୟକ୍ତି, 2 ଅଭିବ୍ୟକ୍ତି"
વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a),ବିସ୍ତାରିତ ଗ୍ରାଫିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ (x g a)
વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS),ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS)
ઓવરલોડ મશીન,ଓଭରଲୋଡ୍ ମେସିନ୍ |
વિસ્તૃત મેમરી,ବିସ୍ତୃତ ସ୍ମୃତି
"1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ","1. ବିସ୍ତାରିତ ସଠିକତା, 2. ବିସ୍ତାରିତ ସଠିକତା |"
"1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન","1. ବିସ୍ତାରିତ ସର୍ଟିଂ, 2. ବିସ୍ତାରିତ ପୃଥକତା |"
કૉલ કરો,ପାଟିକରି ଡାକିବା
બાહ્ય ભૂલ,ବାହ୍ୟ ତ୍ରୁଟି |
બાહ્ય કાર્ય,ବାହ୍ୟ କାର୍ଯ୍ୟ
બાહ્ય વિક્ષેપ,ବାହ୍ୟ ବାଧା
"1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી","1. ବାହ୍ୟ ସ୍ମୃତି, 2. ବାହ୍ୟ ସ୍ମୃତି"
બાહ્ય મેમરી,ବାହ୍ୟ ସ୍ମୃତି
બાહ્ય મોડેમ,ବାହ୍ୟ ମୋଡେମ୍ |
બાહ્ય સંદર્ભ,ବାହ୍ୟ ସନ୍ଦର୍ଭ
બાહ્ય શોધ,ବାହ୍ୟ ସନ୍ଧାନ |
બાહ્ય સંગ્રહ ઉપકરણ,ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ
નિષ્કર્ષણ,ନିଷ୍କାସନ
એક્સ્ટ્રાપોલેશન,ବହିଷ୍କାର
પેનલ અક્ષર પ્રિન્ટર,ପ୍ୟାନେଲ୍ ବର୍ଣ୍ଣ ପ୍ରିଣ୍ଟର୍
નિષ્ફળ-સુરક્ષા કામગીરી,ବିଫଳ-ସୁରକ୍ଷା କାର୍ଯ୍ୟ
નિષ્ફળતા દર,ବିଫଳତା ହାର
નિષ્ફળતા સ્રાવ,ବିଫଳତା ନିଷ୍କାସନ
ખોટો કોડ,ମିଥ୍ୟା କୋଡ୍
ખોટી ભૂલ,ମିଥ୍ୟା ତ୍ରୁଟି |
"1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ","1. ନିବେଶ, 2. ନିବେଶ ପଏଣ୍ଟ |"
"1. અંક, 2. અંક નંબર","1. ଇସୁ, 2. ସଂଖ୍ୟା ସଂଖ୍ୟା"
"1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ","1. ନକଲ I / O ଉପକରଣ, 2 ନକଲ ଇନପୁଟ୍ ଉପକରଣ / ଆଉଟପୁଟ୍"
ઝડપી ફોરિયર ટ્રાન્સફર,ଦ୍ରୁତ ଫୁରିଅର୍ ସ୍ଥାନାନ୍ତର |
જીવલેણ ભૂલ,ସାଂଘାତିକ ତ୍ରୁଟି |
ખામી શોધ,ତ୍ରୁଟି ଚିହ୍ନଟ
ખામી નિદાન,ତ୍ରୁଟି ନିଦାନ
સહનશીલતા દોષ,ଦୋଷ ସହନଶୀଳତା |
ફેક્સ,ଫ୍ୟାକ୍ସ
ફેક્સ સંદેશ,ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |
f dc,f dc
લક્ષણ શોધ,ଲକ୍ଷଣ ଚିହ୍ନଟ
ફિલ વ્હીલ,ପୂର୍ଣ୍ଣ ଚକ
પુનઃરોકાણ,ପୁନ vest ନିବେଶ
"1.સપ્લાયર, 2.પોષણ, 3.ફીડર","1. ଯୋଗାଣକାରୀ, 2. ପୁଷ୍ଟିକର ଖାଦ୍ୟ, 3. ଫିଡର୍ |"
કોઈપણ,anan
ફિબોનાકી શોધ,ଫିବୋନାକ୍ସି ଆବିଷ୍କାର |
ફિબોનાકી ક્રમ,ଫିବୋନାକ୍ସି କ୍ରମ |
ફિબોનાકી શ્રેણી,ଫିବୋନାକ୍ସି ସିରିଜ୍ |
ફાઇબર ઓપ્ટિક્સ,ଫାଇବର ଅପ୍ଟିକ୍ସ |
ફિડો ટ્રેપ,ଫିଡୋ ଜାଲ |
પ્રદેશ,ଅଞ୍ଚଳ
પાંચમી પેઢીનું કમ્પ્યુટર,ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
"1.ફાઈલ, 2. ફાઇલ","1. ଫାଇଲ, 2 ଫାଇଲ୍ |"
ફાઇલ એક્સેસ પદ્ધતિ,ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |
ફાઈલ ફાળવણી ટેબલ,ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |
ફાઇલ કમ્પ્રેશન,ଫାଇଲ୍ ସଙ୍କୋଚନ |
ફાઇલ નકલ,ଫାଇଲ୍ କପି
ફાઇલ રૂપરેખાંકન,ଫାଇଲ୍ ବିନ୍ୟାସ
ફાઇલ મર્જ,ଫାଇଲ୍ ମିଶ୍ରଣ |
ફાઇલ પુનઃપ્રાપ્તિ,ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର
ફાઇલ સંગ્રહ,ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |
ફાઇલ માળખું,ଫାଇଲ୍ ଗଠନ
ફાઇલ સિસ્ટમ,ଫାଇଲ୍ ସିଷ୍ଟମ୍ |
ફાઇલ ટ્રાન્સફર,ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP)
ફિલ્ટર,ଫିଲ୍ଟର୍
છેલ્લી સ્થિતિ,ଶେଷ ସ୍ଥିତି |
શોધો,ସନ୍ଧାନ କର |
મર્યાદિત રાજ્ય મશીન,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
આગ દિવાલ,ଅଗ୍ନି କାନ୍ଥ
ફર્મવેર,ଫର୍ମୱେୟାର |
વહેલા તે પહેલાં,ପ୍ରଥମେ ସେବା କର |
પ્રથમ પેઢીના કમ્પ્યુટર,ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |
ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO),ପ୍ରଥମ ଇନପୁଟ୍ ପ୍ରଥମ ଇସ୍ୟୁ (FIFO)
પ્રથમ ઓર્ડર દલીલ,ପ୍ରଥମ କ୍ରମ ଆର୍ଗୁମେଣ୍ଟ୍ |
પ્રથમ ઓર્ડર સિદ્ધાંત,ପ୍ରଥମ କ୍ରମ ନୀତି |
નિશ્ચિત વિભાજન,ସ୍ଥିର ବିଭାଜନ |
હસ્તાક્ષર,ସାଇନ୍ କରନ୍ତୁ |
લવચીક ડિસ્ક,ନମନୀୟ ଡିସ୍କ |
ફ્લોપી ડિસ્ક,ଫ୍ଲପି ଡିସ୍କ |
ફ્લોપી ડિસ્ક ડ્રાઇવ (FDD),ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (FDD)
ફ્લો ચાર્ટ,ଫ୍ଲୋ ଚାର୍ଟ
નિયંત્રણ પ્રવાહ,ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ
વહેલી સવાર,ପୂର୍ବାବଲୋକନ
ફોલ્ડર,ଫୋଲ୍ଡର
ફોન્ટ,ଫଣ୍ଟ
