Odiya,Tamil
ବିନ୍ଦୁ ବକ୍ର,புள்ளியிடப்பட்ட வளைவு
ଡୁଆଲ୍ ଭିନ୍ନକ୍ଷମ |,இரட்டை வேறுபாடு
ଦୁଇଗୁଣ ବଣ୍ଟନ,இரட்டை அதிவேக விநியோகம்
ଡବଲ୍ କୋଇଲ୍ |,இரட்டை சுருள்
ବାଇନାରୀ ଇଣ୍ଟିଗ୍ରାଲ୍ |,பைனரி ஒருங்கிணைப்பு
ବାଇନାରୀ ଏକୀକରଣ |,பைனரி ஒருங்கிணைப்பு
ଦୁଇଥର ସୀମା |,இரட்டை வரம்பு
ଡବଲ୍ ନମୁନା ଇଭେଣ୍ଟ |,இரட்டை மாதிரி நிகழ்வு
ଡବଲ୍ କ୍ରମ |,இரட்டை வரிசை
ଡବଲ୍ ସିରିଜ୍ |,இரட்டை தொடர்
ଡବଲ୍-ସଂଲଗ୍ନ ନୋଟେସନ୍ |,இரட்டை இணைக்கப்பட்ட குறியீடு
ଦୁଇଥର ସଂକଳନ |,இரட்டை தொகுப்பு
ତଳ ତ୍ୱରଣ,கீழ்நோக்கிய முடுக்கம்
ନିମ୍ନ ବିସ୍ଥାପନ |,கீழ்நோக்கிய இடப்பெயர்ச்சி
ନିମ୍ନ ଗତି,கீழ்நோக்கிய இயக்கம்
ତଳ ବେଗ,கீழ்நோக்கிய வேகம்
ଟ୍ରାକ୍ସନ୍,இழுவை
ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |,இழுவை சக்தி
"ଦ୍ୱ ual ତ ଦ୍ୱ ual ତ୍ୟ,",இரட்டை இருமை
ଡୁଆଲ୍ ବେସ୍ |,இரட்டை அடிப்படை
ଦ୍ୱ ual ତ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,இரட்டை உள் தயாரிப்பு
ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |,இரட்டை நேரியல் நிரலாக்க சிக்கல்
"ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |","இரட்டை செயல்பாடு, இரட்டை செயல்பாடு"
ଦ୍ୱ ual ତ ସମସ୍ୟା |,இரட்டை பிரச்சனை
ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ଆଲଗୋରିଦମ୍ |,இரட்டை ஒற்றை அல்காரிதம்
ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ପଦ୍ଧତି |,இரட்டை ஒற்றை முறை
ଡୁଆଲ୍ ସ୍ପେସ୍ |,இரட்டை இடம்
ଡୁଆଲ୍ ଭେରିଏବଲ୍ |,இரட்டை மாறி
ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,இரட்டை திசையன் இடம்
ନୀରବ ସୂଚକାଙ୍କ |,அமைதியான குறியீடு
ନୀରବ ଫୁଟର୍ |,அமைதியான அடிக்குறிப்பு
ନୀରବ ଚୁକ୍ତି |,அமைதியான ஒப்பந்தம்
ନୀରବ ଭେରିଏବଲ୍ |,அமைதியான மாறி
ନକଲ,நகல்
ଗତିଶୀଳ |,மாறும்
ଗତିଶୀଳ ସିଷ୍ଟମ୍ |,மாறும் அமைப்பு
ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |,மாறும் தேவை செயல்பாடு
ଗତିଶୀଳ ମଡେଲ୍ |,டைனமிக் மாதிரி
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,மாறும் நிரலாக்க
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |,மாறும் நிரலாக்க அணுகுமுறை
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ ques ଶଳ |,டைனமிக் நிரலாக்க நுட்பங்கள்
"ଗତିଶୀଳତା, ଗତିଶୀଳତା |","இயக்கவியல், இயக்கவியல்"
କଣିକା ଗତିଶୀଳତା |,துகள் இயக்கவியல்
କଠିନ ଶରୀର ଗତିଶୀଳତା |,கடினமான உடல் இயக்கவியல்
"ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ ସମ୍ପର୍କ (ver।)","பூமி, பூமி, பூமி, பூமி, பூமி, பூமி, பூமி தொடர்பு (ver.)"
ଭୂକମ୍ପ ତୀବ୍ରତା |,பூகம்பத்தின் தீவிரம்
ବିଚିତ୍ରତା,விசித்திரத்தன்மை
ଅନୁମାନ,அனுமானம்
ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |,பொருளாதார கணிப்பு
ଅର୍ଥନୀତିଜ୍ଞ,பொருளாதார நிபுணர்
ଅର୍ଥନୀତି,பொருளாதார அளவியல்
ଅର୍ଥନୀତି,பொருளாதாரம்
"ମୂଳ, ଧାର, ଲୁହ","கோர், விளிம்பு, கண்ணீர்"
ସମୁଦାୟ କୋର ସମ୍ମୁଖୀନ |,ஒட்டுமொத்த மையத்தை எதிர்கொள்ளும்
ଦକ୍ଷତା ସୂଚକାଙ୍କ,செயல்திறன் குறியீடு
ଚରିତ୍ରଗତ ଉପାଦାନ |,பண்பு உறுப்பு
ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ,பண்பு செயல்பாடு
"ଇଜେନ ମୂଲ୍ୟ, ଚରିତ୍ରିକ ମୂଲ୍ୟ |","ஈஜென் மதிப்பு, பண்பு மதிப்பு"
ବ value ଶିଷ୍ଟ୍ୟ ମୂଲ୍ୟ ସମୀକରଣ,பண்பு மதிப்பு சமன்பாடு
"ଇଜେନ ଭେକ୍ଟର, ଚରିତ୍ର ଭେକ୍ଟର |","ஈஜென் திசையன், பண்பு திசையன்"
ଇଲାଷ୍ଟିକ୍ |,மீள்
ଇଲଷ୍ଟିକ୍ କାଷ୍ଟ୍ |,மீள் நடிகர்
ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |,மீள் சமநிலை
ନମନୀୟତା,நெகிழ்ச்சி
ଇଲାଷ୍ଟିକ୍ ପୃଷ୍ଠା |,நெகிழ்ச்சி பக்கம்
"ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |","மின்னணு கணினி, மின்னணு கணினி"
"ଉପାଦାନ, ଉପାଦାନ, ଉପାଦାନ |","உறுப்பு, உறுப்பு, உறுப்பு"
ପ୍ରାରମ୍ଭିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ,ஆரம்ப நெடுவரிசை செயல்பாடு
ପ୍ରାରମ୍ଭିକ ଘଟଣା,ஆரம்ப நிகழ்வு
ପ୍ରାରମ୍ଭିକ କାର୍ଯ୍ୟ,ஆரம்ப செயல்பாடு
ପ୍ରାରମ୍ଭିକରଣ କାର୍ଯ୍ୟ,துவக்க செயல்பாடு
ପ୍ରାଥମିକ ଫଳାଫଳ,ஆரம்ப முடிவுகள்
ପ୍ରାରମ୍ଭିକ ସମ୍ଭାବ୍ୟ ନିୟମ |,ஆரம்ப நிகழ்தகவு விதி
ଆରମ୍ଭ ରେଖା କାର୍ଯ୍ୟ,தொடக்க வரி செயல்பாடு
"ବିନାଶ କରିବାକୁ, ବିନାଶ କରିବାକୁ,","அழித்து, அழித்து"
ସମାଧାନ ପ୍ରକ୍ରିୟା,தீர்வு செயல்முறை
"ଏଲିପ୍ସ, ଏଲିପ୍ସ","நீள்வட்டம், நீள்வட்டம்"
ଏଲିପସଏଡ୍ |,நீள்வட்டம்
ଏଲିପସାଇଡ୍ |,நீள்வட்டம்
ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |,நீள்வட்ட மேற்பரப்பு
ଏଲିପସଏଡାଲ୍ ଶରୀର |,நீள்வட்ட உடல்
ଏମ୍ବେଡିଂ,உட்பொதித்தல்
ନିର୍ଗମନ,உமிழ்வுகள்
ପରୀକ୍ଷାମୂଳକ ବିଶ୍ୱାସ |,அனுபவ நம்பிக்கை
ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |,அனுபவ சூத்திரம்
ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |,அனுபவ நிகழ்தகவு
ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |,அனுபவ உறவு
ଖାଲି ସେଟ୍ |,வெற்று தொகுப்பு
ବନ୍ଧା,கட்டுப்பட்டது
"ଏନକୋଡିଂ, କୋଡିଂ","குறியாக்கம், குறியாக்கம்"
ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା |,இயங்கக்கூடிய தன்மை
ଶେଷ ବିନ୍ଦୁ,இறுதி புள்ளி
ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |,வகுப்பு இடைவெளியின் இறுதிப் புள்ளி
ଶକ୍ତି,ஆற்றல்
ଶକ୍ତି-ଗତି ଉପାଦାନ |,ஆற்றல் வேக கூறு
ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |,நுழைவு மாறி
ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |,கணக்கிடக்கூடிய தொகுப்பு
"ଗଣନା, ଗଣନା","எண்ணு, எண்ணு"
"ସମାନ, ସମାନ, ସମାନ, ସମାନ |","சம, சம, சம, சம"
"ସମାନତା, ସମାନତା","சமத்துவம், சமத்துவம்"
ସମ୍ଭବତ। |,வாய்ப்பு
ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି |,கூட நிகழ்தகவு தேர்வு முறை
ସମାନ କର,சமன்
"ସମୀକରଣ, ସମୀକରଣ","சமன்பாடு, சமன்பாடு"
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,இருபடி சமன்பாடு
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,இருபடி சமன்பாடு
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,இருபடி சமன்பாடு
"ଇକ୍ୟୁଏଟର, ଇକ୍ୟୁଏଟର, ମିଡଲାଇନ୍ |","பூமத்திய ரேகை, பூமத்திய ரேகை, நடுக்கோடு"
ସ୍ଥିର,சீரான
ସମାନ୍ତରାଳ |,சமபக்க
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","சமநிலை, சமநிலை, சமநிலை"
ବଳ ସନ୍ତୁଳନ,சக்தி சமநிலை
ସନ୍ତୁଳନ ବିନ୍ଦୁ |,சமநிலை புள்ளி
ସମାନତା,சமத்துவம்
ସମାନତା ଶ୍ରେଣୀ,சமநிலை வகுப்பு
ସମାନତା ସମ୍ପର୍କ,சமமான உறவு
"ସମାନ, ସମାନ (v।), ସମାନ (ଏଡି।)","சமமான, சமமான (வி.), சமமான (எட்.)"
ସମାନ ମାଟ୍ରିକ୍ସ |,சமமான மேட்ரிக்ஸ்
ସମାନ ସେଟ୍ |,சமமான தொகுப்பு
ପ୍ରବୃତ୍ତି |,போக்குகள்
"ତ୍ରୁଟି, ଭୁଲ, ଭୁଲ, ଭୁଲ","பிழை, தவறு, தவறு, துல்லியமின்மை"
ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |,பிழை பகுப்பாய்வு
ତ୍ରୁଟି କୋଡ୍,பிழை குறியீடு
ତ୍ରୁଟି ଗୁଣବତ୍ତା,பிழை குணகம்
ବର୍ଗ ଅର୍ଥ ତ୍ରୁଟି |,சதுர சராசரி பிழை
ପ୍ରଥମ ପ୍ରକାର ତ୍ରୁଟି |,முதல் வகை பிழை
ଦ୍ୱିତୀୟ ପ୍ରକାର ତ୍ରୁଟି |,இரண்டாவது வகை பிழை
ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |,தப்பிக்கும் நிகழ்தகவு
ବେଗରୁ ରକ୍ଷା ପାଇବା |,தப்பிக்கும் வேகம்
E. Schmidt ର ମୋବାଇଲାଇଜେସନ୍ ପ୍ରକ୍ରିୟା |,E. ஷ்மிட்டின் அணிதிரட்டல் செயல்முறை
ଅତିରିକ୍ତ,சகஜமாகப்பழகு
"ଜରୁରୀ, ଜରୁରୀ |","அத்தியாவசியமான, அத்தியாவசியமான"
ପ୍ରାୟତ unique ଅନନ୍ୟ |,கிட்டத்தட்ட தனித்துவமானது
"ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ, ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ver।), ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ଏଡି।)","மதிப்பிடுவதற்கு, மதிப்பிடுவதற்கு (ver.), மதிப்பிடுவதற்கு (ed.)"
ଆକଳନ ପଦ୍ଧତି,மதிப்பீட்டு முறை
ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |,யூக்ளிடியன் ஆயத்தொகுப்புகள்
euclidean ଡୋମେନ୍ |,யூக்ளிடியன் டொமைன்
ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |,யூக்ளிடியன் வடிவியல்
ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |,யூக்ளிடியன் n-வெளி
ଇଉକ୍ଲିଡିଆନ୍ ବିମାନ |,யூக்ளிடியன் விமானம்
ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |,ஆய்லரின் தேற்றம்
"ମୂଲ୍ୟାଙ୍କନ, ମୂଲ୍ୟାଙ୍କନ","மதிப்பிடு, மதிப்பிடு"
ଏପରିକି,கூட
ଏପରିକି ବକ୍ର,கூட வளைவு
ଏପରିକି ଫଙ୍କସନ୍,கூட செயல்பாடு
ଏପରିକି ଚିତ୍ତାକର୍ଷକ |,கூட பயனற்றது
ଯୁଗ୍ମ ସଂଖ୍ୟା,இரட்டைப்படை எண்
ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |,ஒற்றைப்படை சமச்சீர்
ଏପରିକି ପର୍ମୁଟେସନ୍ |,வரிசைமாற்றம் கூட
"ଇଭେଣ୍ଟ, ଏପିସୋଡ୍ |","நிகழ்வு, அத்தியாயம்"
ଆଇସୋମେଟ୍ରିକ୍ |,ஐசோமெட்ரிக்
"ସଠିକ୍, ସଠିକ୍, ସଠିକ୍ |","துல்லியமான, துல்லியமான, சரியாக"
ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |,துல்லியமான சி-சதுர சோதனை
ପ୍ରକୃତ ଭିନ୍ନତା |,சரியான வேறுபாடு
ସଠିକ୍ ସମୀକରଣ |,சரியான சமன்பாடு
ଉଦାହରଣ |,உதாரணமாக
ବିନିମୟ,பரிமாற்றம்
ନିର୍ଦ୍ଦିଷ୍ଟ ଘଟଣା |,குறிப்பிட்ட நிகழ்வு
ବିଦ୍ୟମାନ ଆକ୍ସିୟମ୍ |,இருத்தலியல் கோட்பாடு
ବଞ୍ଚିବାର ସମ୍ଭାବନା |,உயிர்வாழும் நிகழ்தகவு
ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |,இருப்பு தேற்றம்
ବାହ୍ୟ ଭେରିଏବଲ୍ |,வெளிப்புற மாறி
"ବିସ୍ତାର, ବିସ୍ତାର","பரவியது, பரவியது"
ଆଶା କାର୍ଯ୍ୟ,எதிர்பார்ப்பு செயல்பாடு
ଆଶା କରାଯାଉଥିବା ଫ୍ରିକ୍ୱେନ୍ସି |,எதிர்பார்க்கப்படும் அதிர்வெண்
ଆଶା କରାଯାଉଥିବା ମୂଲ୍ୟ,எதிர்பார்க்கப்படும் மதிப்பு
ପରୀକ୍ଷଣ |,பரிசோதனை
"ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି, ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |","சோதனை பிழை, சோதனை பிழை"
"ବ୍ୟାଖ୍ୟା, ବ୍ୟାଖ୍ୟା","விளக்கம், விளக்கம்"
ସ୍ୱଚ୍ଛ ସମୀକରଣ,தெளிவான சமன்பாடு
ସ୍ପଷ୍ଟ ଭାବରେ,தெளிவாக
ସ୍ୱଚ୍ଛ କାର୍ଯ୍ୟ,தெளிவான செயல்பாடு
ସ୍ୱଚ୍ଛ ସମାଧାନ,தெளிவான தீர்வு
ପ୍ରଦର୍ଶକ,அடுக்கு
ସୂକ୍ଷ୍ମ ବକ୍ର,அதிவேக வளைவு
ସୂକ୍ଷ୍ମ ସମ୍ଭାବନା କାର୍ଯ୍ୟ |,அதிவேக நிகழ்தகவு செயல்பாடு
ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |,அதிவேக விநியோகம்
ସୂକ୍ଷ୍ମ ସମୀକରଣ |,அதிவேக சமன்பாடு
ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ,அதிவேக செயல்பாடு
"ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି, ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି |","அதிவேக வளர்ச்சி, அதிவேக வளர்ச்சி"
ସୂକ୍ଷ୍ମ ନିୟମ |,அதிவேக விதி
ସୂକ୍ଷ୍ମ ମାନଚିତ୍ର,அதிவேக வரைபடம்
"ଏକ୍ସପେନ୍ସିନାଲ୍ ସିରିଜ୍, ଏକ୍ସପେନ୍ସିନାଲ୍ ସିରିଜ୍ |","அதிவேகத் தொடர், அதிவேகத் தொடர்"
"ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି, ମୁଖର ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି |","வெளிப்பாடு, வெளிப்பாடு, முகபாவனை, வெளிப்பாடு"
ବିସ୍ତାରିତ ବ୍ୟବଧାନ |,நீட்டிக்கப்பட்ட இடைவெளி
ବର୍ଦ୍ଧିତ ପ୍ରକୃତ ରେଖା |,அதிகரித்த உண்மையான வரி
ବିସ୍ତୃତ ପ୍ରକୃତ ସଂଖ୍ୟା ସିଷ୍ଟମ୍ |,நீட்டிக்கப்பட்ட உண்மையான எண் அமைப்பு
ମ୍ୟାପିଂ ଏକ୍ସଟେନ୍ସନ୍ |,மேப்பிங் நீட்டிப்பு
ବାହ୍ୟ କୋଣ,வெளிப்புற கோணம்
ବାହ୍ୟ ଜୋନ୍,வெளி மண்டலம்
ବାହ୍ୟ ବିନ୍ଦୁ,வெளிப்புற புள்ளி
ବାହ୍ୟ,வெளிப்புற
ନିର୍ଦ୍ଦିଷ୍ଟ ମୂଲ୍ୟର ବହିଷ୍କାର |,முன்னறிவிப்பு மதிப்பின் விரிவாக்கம்
ଅତିରିକ୍ତ କ techni ଶଳ |,எக்ஸ்ட்ராபோலேஷன் நுட்பம்
ଶିଖର ମୂଲ୍ୟ,உச்ச மதிப்பு
"ଚରମ, ଶେଷ, ଚରମ, ସମାପ୍ତି |","தீவிர, முடிவு, தீவிர, உச்சம்"
ଉଚ୍ଚ ବିନ୍ଦୁ |,உயர் முனை
ବିପରୀତ ସେଟ୍ ର ଚରମ ବିନ୍ଦୁ |,எதிர் தொகுப்பின் தீவிர புள்ளி
କାର୍ଯ୍ୟର ଚରମ ମୂଲ୍ୟ |,செயல்பாட்டின் தீவிர மதிப்பு
ଅତ୍ୟଧିକ ଗୁଣ,தீவிர பண்புகள்
"ମୁହଁ, ପାର୍ଶ୍ୱ, ଆଗ","முகம், பக்கம், முன்"
ଚେହେରା ମୂଲ୍ୟ,முக மதிப்பு
"ଉପାଦାନ, କାରକ, କାରକ, ଧାରା,","கூறு, காரணி, காரணி, உட்பிரிவு"
ଫ୍ୟାକ୍ଟର୍ ବିଶ୍ଳେଷଣ |,காரணி பகுப்பாய்வு
ଖଣ୍ଡବିଖଣ୍ଡିତ |,துண்டு துண்டாக
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |,காரணியான
ଏକାଧିକ ଫ୍ୟାକ୍ଟର୍ ଡିଜାଇନ୍ |,பல காரணி வடிவமைப்பு
କାରକକରଣ,காரணியாக்கம்
ଫ୍ୟାକ୍ଟର୍ କରିବାକୁ |,காரணியாக
ନ୍ୟାୟ ଖେଳ,நீதி விளையாட்டு
"ଭର୍ଚୁଆଲ୍, ମିଥ୍ୟା, କୋଡ୍ |","மெய்நிகர், தவறான, குறியீடு"
"ପରିବାର, ପରିବାର, ପରିବାର, ପରିବାର","குடும்பம், குடும்பம், குலம், குடும்பம்"
ସମୁଦାୟ ବୃତ୍ତ,மொத்த வட்டம்
ବକ୍ର ସମୁଦାୟ,வளைவு மொத்தம்
କାର୍ଯ୍ୟଗୁଡ଼ିକର ପରିବାର |,செயல்பாடுகளின் குடும்பம்
ରେଖା ସମୁଦାୟ |,வரி மொத்தம்
ପ୍ରତିକୃତି,பிரதி
F- ବଣ୍ଟନ |,எஃப்-விநியோகம்
ସ୍ଥିର ଆଧାର ସମାଧାନ |,நிலையான அடிப்படை தீர்வு
ସୁସଙ୍ଗତ ସମାଧାନ |,இணக்கமான தீர்வு
"ରିଚାର୍ଜ, ପୁନ rein ନିବେଶ |","ரீசார்ஜ், மறு முதலீடு"
ଧର୍ମ ନିୟମ |,ஃபெர்மாவின் சட்டம்
ଫର୍ମାଙ୍କ ତତ୍ତ୍। |,ஃபெர்மாவின் தேற்றம்
ଫର୍ମୀ-ଡାଇରାକ-ପରିସଂଖ୍ୟାନ |,ஃபெர்மி-டிராக்-புள்ளிவிவரங்கள்
ଫାଇବୋନାକ୍ସି ସଂଖ୍ୟା |,ஃபைபோனச்சி எண்கள்
ଫାଇବୋନାସି ପରିସର |,ஃபைபோனச்சி வரம்பு
"କ୍ଷେତ୍ର, କ୍ଷେତ୍ର, କ୍ଷେତ୍ର, କ୍ଷେତ୍ର","வயல், வயல், வயல், வயல்"
ଅନ୍ତିମ ବେଗ,இறுதி வேகம்
"ସୀମିତ, ସୀମିତ","வரையறுக்கப்பட்ட, வரையறுக்கப்பட்ட"
ସୀମିତ ଆଧାର |,வரையறுக்கப்பட்ட அடிப்படை
ସୀମିତ ଦଶମିକ |,வரையறுக்கப்பட்ட தசம
ସୀମିତ ପାର୍ଥକ୍ୟ |,வரையறுக்கப்பட்ட வேறுபாடு
ସୀମିତ ପାର୍ଥକ୍ୟ ପଦ୍ଧତି |,வரையறுக்கப்பட்ட வேறுபாடு முறை
ସୀମିତ ପରିମାଣ,வரையறுக்கப்பட்ட பரிமாணம்
ସୀମିତ ଡାଇମେନ୍ସନାଲ୍ ଭେକ୍ଟର୍ |,வரையறுக்கப்பட்ட பரிமாண திசையன்
ସୀମିତ ଖେଳ |,வரையறுக்கப்பட்ட விளையாட்டு
ସୀମିତ ଜ୍ୟାମିତି |,வரையறுக்கப்பட்ட வடிவியல்
ସୀମିତ ଅବିଚ୍ଛେଦ୍ୟ |,வரையறுக்கப்பட்ட ஒருங்கிணைந்த
ସୂକ୍ଷ୍ମତା |,இறுதித்தன்மை
ସୀମିତ ମାର୍କୋଭ୍ ଶୃଙ୍ଖଳା |,வரையறுக்கப்பட்ட மார்க்கோவ் சங்கிலி
ସୂକ୍ଷ୍ମତା ପ୍ରମାଣ |,finiteness ஆதாரம்
ସୀମିତ ସଂଖ୍ୟା,வரையறுக்கப்பட்ட எண்
ସୀମିତ ଜନସଂଖ୍ୟା |,வரையறுக்கப்பட்ட மக்கள் தொகை
ସୀମିତ ସମ୍ଭାବନା |,வரையறுக்கப்பட்ட நிகழ்தகவு
ଶେଷ ଗ୍ରେଡ୍,இறுதி தரம்
ସୀମିତ ସେଟ୍ |,வரையறுக்கப்பட்ட தொகுப்பு
ସୀମିତ ବେଗ |,வரையறுக்கப்பட்ட வேகம்
ସୀମିତ ଭଲ୍ୟୁମ୍,வரையறுக்கப்பட்ட அளவு
"ମିଶ୍ରଣ, ଆଡଜଷ୍ଟ କରନ୍ତୁ |","கலக்கவும், சரிசெய்யவும்"
ବକ୍ର ଆଡଜଷ୍ଟମେଣ୍ଟ୍ |,வளைவு சரிசெய்தல்
ସିଧା ଲାଇନ ଆଡଜଷ୍ଟମେଣ୍ଟ୍ |,நேர் கோடு சரிசெய்தல்
ସ୍ଥିର ବିନ୍ଦୁ ଥିଓରେମ୍ |,நிலையான புள்ளி தேற்றம்
ସ୍ଥିର ନମୁନା |,நிலையான மாதிரி
ଉଡ଼ାଣ ବେଗ,விமான வேகம்
ଭାସମାନ ବିନ୍ଦୁ ଗଣନା |,மிதக்கும் புள்ளி கணக்கீடு
"ଫ୍ଲୋଟିଂ ପଏଣ୍ଟ ସିଷ୍ଟମ୍, ଫ୍ଲୋଟିଂ ପଏଣ୍ଟ ସିଷ୍ଟମ୍ |","மிதக்கும் புள்ளி அமைப்பு, மிதக்கும் புள்ளி அமைப்பு"
ଫ୍ଲୋ ଚାର୍ଟ,ஓட்ட விளக்கப்படம்
ପ୍ରବାହ ବେଗ,ஓட்டம் வேகம்
ତରଳ ଗତିଶୀଳତା |,திரவ இயக்கவியல்
"ଫୋକାଲ୍, କନଫୋକାଲ୍, ଫୋକାଲ୍ |","குவிய, குவிய, குவிய"
ଫୋକାଲ୍ କୋର୍ଡ |,குவிய நாண்
ଫୋକାଲ୍ ଦୂରତା |,குவிய தூரம்
ଫୋକାଲ୍ ଲମ୍ବ |,குவியத்தூரம்
"ନାଭି, ଧ୍ୟାନ, ଉତ୍ପତ୍ତି |","தொப்புள், கவனம், தோற்றம்"
"ପାଦ, ପାଦ, ପାଦ","கால், கால், கால்"
orthogonal,ஆர்த்தோகனல்
ମାଧ୍ୟାକର୍ଷଣ ଶକ୍ତି |,புவியீர்ப்பு விசை
ପୂର୍ବାନୁମାନ,முன்னறிவிப்பு
ସୂତ୍ର,சூத்திரம்
ଥ୍ରେଡିଙ୍ଗ୍,த்ரெடிங்
"ଫର୍ମାଟିଂ, ଫର୍ମାଟିଂ, ଫର୍ମୁଲା |","வடிவமைத்தல், வடிவமைத்தல், உருவாக்குதல்"
ଆଗକୁ,முன்னோக்கி
ଅଗ୍ରଗାମୀ ସନ୍ନିବେଶ |,முன்னோக்கி செருகுதல்
ଗଣିତର ମୂଳଦୁଆ |,கணிதத்தின் அடித்தளம்
ଚାରି ବିଶ୍ଳେଷଣ |,நான்கு வகை பகுப்பாய்வு
ଚାରି ସିରିଜ୍ |,நான்கு தொடர்
ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ |,ஃபோரியர் மாற்றம்
ଭିନ୍ନ,வெவ்வேறு
ଭଗ୍ନାଂଶ ସଂଯୋଜନା |,பகுதி ஆயத்தொலைவுகள்
ଭଗ୍ନାଂଶ ସଂଖ୍ୟା,பின்ன எண்
ଭଗ୍ନାଂଶ ପ୍ରୋଗ୍ରାମିଂ |,பகுதி நிரலாக்கம்
ମୁକ୍ତ ପଥ,இலவச பாதை
ମାଗଣା ଭେକ୍ଟର ମୁକ୍ତ ଭେକ୍ଟର |,இலவச திசையன் இலவச திசையன்
"ଆବୃତ୍ତି, ଆବୃତ୍ତି","அதிர்வெண், அதிர்வெண்"
ଫ୍ରିକ୍ୱେନ୍ସି ସ୍ତମ୍ଭ,அதிர்வெண் நெடுவரிசை
"ଫ୍ରିକ୍ୱେନ୍ସି ବକ୍ର, ଫ୍ରିକ୍ୱେନ୍ସି ବକ୍ର","அதிர்வெண் வளைவு, அதிர்வெண் வளைவு"
ବାରମ୍ବାର ବଣ୍ଟନ,அதிர்வெண் விநியோகம்
ଫ୍ରିକ୍ୱେନ୍ସି ହିଷ୍ଟୋଗ୍ରାମ୍ |,அதிர்வெண் ஹிஸ்டோகிராம்
ଘଟଣା ବାରମ୍ବାର,நிகழ்வு அதிர்வெண்
ଫ୍ରିକ୍ୱେନ୍ସି-ବହୁଭୂଜ |,அதிர்வெண்-பலகோணம்
ଫ୍ରିକ୍ୱେନ୍ସି ଟେବୁଲ୍ |,அதிர்வெண் அட்டவணை
frustum,விரக்தி
