Telugu,English
పిత్తాశయ మిడ్జ్,Gall midge
గడ్డి హాప్పర్,Grass hopper
గుండీ బగ్,Gundhy bug
అలవాటు,Habit
వడగళ్ళు,Hail
హెయిరీ వెచ్,Hairyvetch
హలోఫైట్,Halophyte
హారో,Harrow
హార్వెస్ట్ ఇండెక్స్,Harvest index
హార్వెస్ట్,Harvest
హార్వెస్టింగ్,Harvesting
హాచ్,Hatch
హే,Hay
హేలేజ్,Haylage
హేస్టాక్,Haystock
పొగమంచు,Haze
మబ్బుగా,Hazy
తల (అగ్రో),Head (Agro)
తల (ఛానెల్ యొక్క),Head (of channel)
వెనుకకు వెళుతుంది,Heading back
హెడ్జ్,Hedge
హెడ్జింగ్,Hedging
హెలిక్స్,Helix
హెమటైట్,Hematite
హెర్బ్,Herb
హెర్బేరియం,Herbarium
హెర్బిసైడ్,Herbicide
వంశపారంపర్యత,Heredity
మతవిశ్వాశాల,Heretability
హెర్మాఫ్రోడైట్,Hermaphrodite
హెటెరోక్రోమటిక్,Heterochromatic
హెటెరోఫెర్టిలైజేషన్,Heterofertilization
హెటెరోసిస్,Heterosis
హెటెరోసోమ్,Heterosome
హెటెరోట్రోఫ్,Heterotroph
హెక్సాప్లాయిడ్,Hexaploid
హైబర్నేట్,Hibernate
అధిక సాంద్రతగల నాటడం,High density planting
కొండ (బియ్యం),Hill (rice)
హిస్టోగ్రాం,Histogram
హిటెక్ హార్టికల్చర్,Hitech horticulture
అందులో నివశించే తేనెటీగలు,Hive
హూయింగ్,Hoeing
పట్టుకొని,Holding
హోమ్ ఫామ్,Home farm
హోమియోస్టాసిస్,Homeostasis
హోమ్‌స్టెడ్,Homestead
సజాతీయత,Homogeneity
సజాతీయ,Homogenous
హోమోలోగస్,Homologus
హోమోజైగోట్,Homozygote
హాప్పర్,Hopper
హోరిజోన్,Horizon
ఉద్యాన పంటలు,Horticultural crops
హార్టికల్చర్,Horticulture
హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్,Horti-silvi pastoral farming
హోస్ట్,Host
వేడి నీటి చికిత్స,Hot water treatment
హల్,Hull
తేమ,Humidity
హ్యూమస్,Humus
హస్క్,Husk
హస్కర్,Husker
హస్కింగ్,Husking
హైబ్రిడ్,Hybrid
హైబ్రిడైజేషన్,Hybridization
ఆర్ద్రీకరణ,Hydration
హైడ్రాలజీ,Hydrology
జలవిశ్లేషణ,Hydrolysis
హైడ్రోమీటర్,Hydrometer
హైడ్రోఫిలస్,Hydrophilous
హైడ్రోపోనిక్స్,Hydroponics
హైడ్రోస్పియర్,Hydrosphere
జలవిద్యుత్,Hydroscopicity
హైపర్‌పారాసైట్,Hyperparasite
హైపర్‌ప్లాసియా,Hyperplasia
హైఫా,Hypha
హైపోకోటైల్,Hypocotyl
పరికల్పన,Hypothesis
గర్భసంచి,Hysteresis (water)
హాజెల్ గింజ,Hazel nut
జనపనార,Hemp
హెన్‌బేన్,Henbane
హెన్నా,Henna
మందార,Hibiscus
హాప్,Hop
ఉలవలు,Horse gram
గుర్రం-కంటి-బీన్,Horse-eye-bean
తేనెటీగ,Honeybee
హాప్పర్,Hopper
హార్టికల్చర్,Horticulturist
హైడ్రాలజిస్ట్,Hydrologist
సిటు అంటుకట్టుటలో,In situ grafting
విట్రోలో,In vitro
వివో లో,In vivo
విచక్షణారహితం,Indiscriminate
పురుగు,Insect
పురుగుల తెగులు,Insect pest
పురుగు,Insectary
పురుగుమందు,Insecticide
పురుగుమందు,Insectivorous
ఇన్సోలేషన్,Insolation
కరగని,Insoluble
నాడులు,Instar (insect)
ఇన్సులేటర్,Insulator
ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్,Integrated disease management
ఇంటిగ్రేటెడ్ పోషక నిర్వహణ,Integrated nutrient management
ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్,Integrated pest management
తీవ్రత,Intensification
ఇంటెన్సివ్,Intensive
ఇంటర్‌క్రాప్,Intercrop
(పరస్పర కల్చే,Intercultivation (interculture)
వడ్డీ,Interest
ఇంటర్నోడ్,Internode
కణ విభజన,Interphase (cell division)
ఇంటర్‌పోలేషన్,Interpolation
ఇంటర్-స్టెరైల్,Inter-sterile
జాబితా,Inventory
విలోమం,Inversion
Insucre,Involucre
అయాన్,Ion
వికిరణం,Irradiation
నీటిపారుదల,Irrigation
ISO యుగ్మ వికల్పాలు,Iso alleles
ISO ఉత్పత్తి వక్రత,Iso product curve
ఐసోబార్,Isobar
ఐసోగామి,Isogamy
ఐసోలేషన్ దూరం,Isolation distance
ఐసోప్లాయిడ్,Isoploid
ఐసోక్వాంట్,Isoquant
ఐసోటోప్,Isotope
ఇండియన్ బిర్చ్,Indian birch
ఇండియన్ బ్లూ పైన్,Indian blue pine
భారతీయ చెర్రీ,Indian cherry
భారతీయ జునిపెర్,Indian juniper
భారతీయ కినో చెట్టు,Indian kino tree
భారతీయ లారల్ చెట్టు,Indian laural tree
భారతీయ పిచ్చి,Indian madder
ఇండియన్ మాడ్లర్,Indian maddler
ఇండియన్ పోడో ఫైలం,Indian podo phylum
ఇండిగో,Indigo
ఇటాలియన్ మిల్లెట్,Italian millet
ఐవరీ ట్రీ,Ivory tree
ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ,Ivy gourd/little gourd
బెల్లం,Jaggery
జపోనికా రైస్,Japonica rice
జాసిద్,Jassid
జవానికా రైస్,Javanica rice
జెల్లింగ్,Jelling
H ుమ్ సాగు,Jhum cultivation
జంపింగ్ జన్యువు,Jumping gene
జంక్ DNA,Junk DNA
బాల్య దశ,Juvenile phase
జాకరంద,Jacaranda
జాక్‌ఫ్రూట్,Jackfruit
జామున్,Jamun
జాస్మిన్,Jasmine
జట్టి ఖట్టి,Jatti khatti
జాట్రోఫా,Jattrofa
జనపనార,Jute
జాసిడ్స్,Jassids
కయోలిన్,Kaolin
KAOLINITE,Kaolinite
KAOLINITE,Kaolinite
కారింగైమా,Karyenchyma
కారియోడెస్మా,Karyodesma
కార్యోగామి,Karyogamy
కర్ణభ్యాసనము,Karyogram (idiogram)
కారియోకినిసిస్,Karyokinesis
కార్యాలజీ,Karyology
కారియోలిసిస్,Karyolysis
కారియన్,Karyon
కార్యోటైప్,Karyotype
అల్గ,Kelp (algae)
కెల్విన్ సైకిల్,Kelvin cycle
కెరాటిన్,Keratin
కెర్నల్,Kernel
ఖైరా వ్యాధి,Khaira disease
ఖరీఫ్,Kharif
తమాషా,Kidding
కైనెటోచోర్,Kinetochore
వంటగది తోట,Kitchen garden
క్లీన్ఫిల్టర్ సిండ్రోమ్,Kleinfilter syndrome
Klenow భాగం,Klenow fragment
ముడి,Knotching
కోచ్ యొక్క పోస్టులేట్,Koch's postulate
కొరిమి,Koppen's classification (Climate)
క్రెబ్స్ చక్రం,Krebs cycle
కుర్టోసిస్,Kurtosis
KVK,KVK (krishi vigyan kendra)
కడమ్,Kadam
కాలే,Kale
కాన్స్ గడ్డి,Kans grass
కరోండా,Karonda
"కిడ్నీ బీన్, రాజ్మా","Kidney bean, rajmah"
కివిఫ్రియుట్,Kiwifriut
నోల్ ఖోల్,Knol khol
కోడాంపులి,Kodampuli
కోడో మిల్లెట్,Kodo millet
కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్),Kokam butter tree (mangosteen)
ఖాప్రా బీటిల్,Khapra beetle
L.D.50 (ప్రాణాంతక మోతాదు 50),L.D.50 (lethal dose 50)
ల్యాబ్ టు ల్యాండ్,Lab to land
లేబుల్,Labile
శ్రమ,Labour
లాక్ ఒపెరాన్ మోడల్,Lac operon model
చనుబాలివ్వడం,Lactation
క్షీరసమూరం,Lactogenic hormone (prolactin)
లాక్టోస్,Lactose
లాగింగ్ స్ట్రాండ్,Lagging strand
లాంబ్డా క్లోనింగ్ వెక్టర్,Lambda cloning vector
లామినార్ గాలి ప్రవాహం,Laminar air flow
దీపం బ్రష్ క్రోమోజోమ్,Lamp brush chromosome
భూమి,Land
భూమి సామర్థ్య వర్గీకరణ,Land capability classification
భూమి సామర్థ్య పటం,Land capability map
భూమి క్షీణత,Land degradation
భూమి సమాన నిష్పత్తి,Land equivalent ratio
ల్యాండ్ లెవలింగ్,Land levelling
భూమి పునరుద్ధరణ,Land reclamation
ల్యాండ్ స్కేపింగ్,Landscaping
భూమి అనుకూలత,Land suitability
భూ వినియోగ విధానం,Land use pattern
లాంగర్‌హాన్స్ కణాలు,Langerhans cells
లోపం రేటు,Lapse rate
లార్వా,Larva
జాప్యం,Latency
గుప్త,Latent
గుప్త సంక్రమణ,Latent infection
పార్శ్వ,Lateral
లాటరైట్ నేలలు,Laterite soils
రబ్బరు పాలు,Latex
లాథరిజం,Lathyrism
లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి),Latin square design (LSD)
లాటిస్,Lattice
కంపన ప్రయోజనం యొక్క చట్టం,Law of comprative advantage
స్థిరమైన రాబడి యొక్క చట్టం,Law of constant returns
రాబడిని తగ్గించే చట్టం,Law of diminishing returns
పెరుగుతున్న చట్టం,Law of increasing retuns
కారకాలు పరిమితం చేసే చట్టం,Law of limiting factors
కనీస చట్టం,Law of minimum
ప్రత్యామ్నాయ చట్టం,Law of substitution
వేరియబుల్ నిష్పత్తుల చట్టం,Law of variable proportions
పొర,Layer
లేఅవుట్,Layout
లీచేట్,Leachate
లీచింగ్ సామర్థ్యం,Leaching efficiency
లీచింగ్ అవసరం,Leaching requirement
ప్రముఖ స్ట్రాండ్,Leading strand
ఆకు ప్రాంతం వ్యవధి,Leaf area duration
ఆకు ప్రాంత సూచిక,Leaf area index
ఆకు ప్రాంత నిష్పత్తి,Leaf area ratio
ఆకు మైనర్,Leaf miner
ఆకు పరీక్ష,Leaf testing
ఆకు,Leaf
కరపత్రం,Leaflet
లీజు,Lease
చిక్కుళ్ళు,Legume
లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం),LEISA - (Low Energy Input Sustainable Agriculture)
లెంటిసెల్,Lenticel
లెంటో క్యాపిల్లరీ పాయింట్,Lento capillary point
లెప్టోనెమా,Leptonema
లెప్టోస్పిరోసిస్,Leptospirosis
లెరో-మార్ఫిక్,Lero-morphic
గాయం,Lesion
ప్రాణాంతక మ్యుటేషన్,Lethal mutation
ల్యూకోప్లాస్ట్,Leucoplast
స్థాయి టెర్రేస్,Level terrace
లెవెలర్,Leveler (leveller)
స్థాయి స్థాయికిట,Levelling (of land)
లే వ్యవసాయం,Ley farming
లైబిగ్ యొక్క కనీస చట్టం,Liebig's law of minimum
లిగేషన్,Ligation
తేలికపాటి పరిహారం పాయింట్,Light compensation point
కాంతి సంతృప్త తీవ్రత,Light saturation intensity
కాంతి ప్రసార నిష్పత్తి,Light transmission ratio
లైట్ ట్రాప్,Light trap
పరిమితి,Liming
పరిమితి,Limitation
పరిమితం చేసే కారకం,Limiting factor
లిమోనైట్,Limonite
లైన్,Line
సరళ ప్రతిస్పందన,Linear response
అనుసంధానం,Linkage
అనుసంధాన సమూహం,Linkage group
లింకర్,Linker
లింట్ ఇండెక్స్,Lint index
Linters,Linters
లిపిడ్,Lipid
లిపోలిసిస్,Lipolysis
లిక్విడేషన్,Liquidation
లిస్టర్,Lister
లిస్టర్,Lister
జాబితా,Listing
లిథోస్పియర్,Lithosphere
లిట్టర్,Litter
లైవ్ మల్చెస్,Live mulches
లివర్‌వోర్ట్,Liverwort
పశువులు,Livestock
స్థానిక నియంత్రణ,Local control
లోకస్,Locus
మిడుత,Locust
బస (పంట బస),Lodging (crop lodging)
లోడిక్యూల్,Lodicule
Wheess,Loess
లోగార్తిమిక్ పరివర్తన,Logarthimic transformation
లాంగ్ - డే మొక్క,Long - day plant
లాంగ్ వేవ్ రేడియేషన్,Long wave radiation
లూప్,Loop
లాపింగ్,Lopping
కలప,Lumber
లక్స్,Lux
లగ్జరీ వినియోగం (పోషకం),Luxury consumption (nutrient)
లగ్జరీ జన్యువులు,Luxury genes
లైకోపీన్,Lycopene
శోషరస,Lymph
లైసిమీటర్,Lysimeter
సెల్ యొక్క లైసిస్,Lysis of cell
లైసోజెని,Lysogeny
లైసోజోమ్,Lysosome
లైసోజైమ్,Lysozyme
లాక్ ట్రీ,Lac tree
లక్ష,Lac
"లేడీ ఫింగర్, ఓక్రా","Lady's finger, okra"
భూమి కాల్‌ట్రోప్‌లు,Land caltrops
లాంటానా,Lantana
లాథైరస్,Lathyrus
లీక్,Leek
నిమ్మ గడ్డి,Lemon grass
నిమ్మకాయ,Lemon
కాయధాన్యం,Lentil
లెక్వోరిస్,Lequorice
పాలకూర,Lettuce
లిల్లీ,Lily
సున్నం,Lime
లిన్సీడ్,Linseed
లిట్చి,Litchi
సామలు,Little millet
పొడవైన పుచ్చకాయ,Long melon
పొడవైన మిరియాలు,Long pepper
లోక్వాట్,Loquat
లోటస్,Lotus
లార్సెర్న్,Lurcerne
లాక్ క్రిమి,Lac insect
లేడీ బర్డ్ బీటిల్,Lady bird beetle
ఆకు మైనర్,Leaf miner
ఆకు రోలర్,Leaf roller
ఆకు వెబ్బర్,Leaf webber
మిడుత,Locust
స్థూల పరిణామం,Macro evolution
మాక్రోక్లైమేట్,Macroclimate
స్థూల కణాలు,Macromolecule
స్థూల,Macromutation
మాక్రోన్యూట్రియంట్,Macronutrient
మాక్రోపోర్స్,Macropores
మాగ్గోట్,Maggot
మాగ్మా,Magma
మెగ్నీషియా,Magnesia
మెగ్నీషియం,Magnesium
మాగ్నెటిక్ స్టిరర్,Magnetic stirrer
పరిమాణం,Magnitude
మహువా కేక్,Mahua cake
మెయింటెనర్ లైన్,Maintainer line
నిర్వహణ,Maintenance
మొక్కజొన్న షెల్లర్,Maize sheller
మగ శుభ్రత,Male sterile
వైకల్యం,Malformation
ప్రాణాంతకత,Malignancy
పోషకాహార లోపం,Malnutrition
దుర్వినియోగం,Malpractice
మాల్టింగ్,Malting
మాంగర్,Manger
మడ అడవులు,Mangroves
మనోమీటర్,Manometer
మనోమీటర్,Manometer
మాంటిస్సా (లోగారిథం యొక్క),Mantissa (of logarithm)
ఎరువు,Manure
ఎరువు,Manuring
ఉపాంత,Marginal
ఉపాంత వ్యయం,Marginal cost
ఉపాంత భూమి,Marginal land
ఉపాంత ఉత్పత్తి,Marginal product
ఉపాంత రాబడి,Marginal return
మెరైన్,Marine
గుర్తు,Marker (genetic)
సంత,Market
విక్రయించదగినది,Marketable
విక్రయించదగిన మిగులు,Marketable surplus
మార్కెట్ మిగులు,Marketed surplus
మార్కెటింగ్,Marketing
మార్ష్,Marsh
ద్రవ్యరాశి ప్రవాహం,Mass flow
సామూహిక ఎంపిక,Mass selection
మాస్-స్పెక్ట్రోమీటర్,Mass-spectrometer
మాస్ట్,Mast
తల్లి వారసత్వం,Maternal inheritance
సంభోగం,Mating
మెట్రిక్ సంభావ్యత,Matric potential
పరిపక్వత,Maturation
పరిపక్వత (పంట),Maturity (crop)
గరిష్టంగా అందుబాటులో ఉన్న నీరు,Maximum available water
గరిష్ట పంట,Maximum cropping
గరిష్ట అవశేష పరిమితి,Maximum residue limit
గరిష్ట స్థిరమైన దిగుబడి,Maximum sustainable yield
గరిష్ట థర్మామీటర్,Maximum thermometer
గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం,Maximum water holding capacity
మేడో ఆర్చర్డింగ్,Meadow orcharding
మీలీ,Mealy
సగటు విచలనం,Mean deviation
సగటు జీవితం (అణు),Mean life (nuclear)
సముద్ర మట్టం సగటు,Mean sea level
చదరపు అర్థం,Mean square
కొలత,Measure
కొలత,Measurement
యాంత్రిక,Mechanical
యాంత్రిక విశ్లేషణ,Mechanical analysis (soil)
యాంత్రిక ఇంపెడెన్స్,Mechanical impedence
యాంత్రిక వ్యవసాయం,Mechanized farming
మధ్యస్థ,Median
Plant షధ మొక్క,Medicinal plant
మధ్యధరా వాతావరణం,Mediterranean climate
మెగాగామెటోజెనిసిస్,Megagametogenesis
మెగాస్పోరంగియా,Megasporangia
మహశితుడు,Megaspore (macrospore)
మెగాస్పోరోజెనిసిస్,Megasporogenesis
మియోసిస్,Meiosis
మెలో నేల,Mellow soil
DNA యొక్క ద్రవీభవన,Melting of DNA
మెంబ్రేన్ ఫిల్టర్,Membrane filter
మెండెలియన్ వారసత్వం,Mendelian inheritance
మెండెలిజం,Mendelism
మెండెల్ యొక్క వారసత్వ చట్టం,Mendel's law of inheritance
సరుకుల,Merchandise
మెర్క్యురీ,Mercury
మెరిస్టెమ్,Meristem
మెసోక్లిమేట్,Mesoclimate
మీసోడెర్మ్,Mesoderm
మెసోఫిల్,Mesophyll
మెసోఫైట్,Mesophyte
మీసో-పోర్స్,Meso-pores
మెసోస్పియర్,Mesosphere
దూత,Messenger RNA (m-RNA)
జీవక్రియ,Metabolism
జీవక్రియలు,Metabolites
మెటల్ డ్యామ్,Metal dam
మెటామార్ఫిక్ రాళ్ళు,Metamorphic rocks
మెటామార్ఫోసిస్,Metamorphosis
మెటాఫేస్,Metaphase
మెటాస్ట్రస్,Metastrus
మెటాక్సేనియా,Metaxenia
వాతావరణ శాస్త్రం,Meteorology
మెథెమోగ్లోబినేమియా,Methaemoglobinaemia
పద్ధతి ప్రదర్శన,Method demonstration
మైకా,Mica
మైక్రో బేసిన్,Micro basin
మైక్రో జంతుజాలం,Micro fauna
సూక్ష్మజీవి,Microbe
సూక్ష్మజీవుల బయోమాస్ కార్బన్,Microbial biomass carbon
సూక్ష్మజీవుల క్షీణత,Microbial degradation
సూక్ష్మజీవుల పురుగుమందు,Microbial insecticide
మైక్రోబయాలజీ,Microbiology
సూక్ష్మజీవి,Microbiotic
మైక్రోక్లైమేట్,Microclimate
సూక్ష్మ పర్యావరణం,Microenvironment
మైక్రోఫ్లోరా,Microflora
మైక్రోగామెటోజెనిసిస్,Microgametogenesis
మైక్రోర్రిగేషన్,Microirrigation
మైక్రోమెటొరాలజీ,Micrometeorology
మైక్రోన్యూట్రియంట్,Micronutrient
మైక్రోప్లాట్,Microplot
మైక్రోపోర్,Micropore
మైక్రోపైల్,Micropyle
మైక్రోస్కోపీ,Microscopy
మైక్రోస్పోరింగియం,Microsporangium
మైక్రోస్పోర్ సంస్కృతి,Microspore culture
మైక్రోస్పోర్ మదర్ సెల్,Microspore mother cell
మైక్రోస్పోర్,Microspore
మైక్రోటోమ్,Microtome
మైక్రోటోపోగ్రఫీ,Microtopography
మిడ్-సీజన్ దిద్దుబాటు,Mid-season correction
వలస,Migration
పాలు ధాన్యం దశ,Milk grain stage
మిల్లెపెడ్,Millepede
మిల్లట్లు,Millets
మిల్లింగ్ రికవరీ,Milling recovery
మిల్లింగ్,Milling
ఖనిజ పోషణ,Mineral nutrition
ఖనిజ నేల,Mineral soil
ఖనిజీకరణ,Mineralisation
ఖనిజాలు,Minerals
కనిష్ట థర్మామీటర్,Minimum thermometer
కనీస పండించడం,Minimum tillage
చిన్న పంటలు,Minor crops
మియోటిక్ ఇండెక్స్,Miotic index
మిస్సెన్స్ మ్యుటేషన్,Missence mutation
పొగమంచు నీటిపారుదల,Mist irrigation
పొగమంచు,Mist
మైటోకాండ్రియా,Mitochondria
మైటోసిస్,Mitosis
మిత్చెర్లిచ్ యొక్క చట్టం,Mitscherlich's law
మిశ్రమ పంట,Mixed cropping
మిశ్రమ వ్యవసాయం,Mixed farming
మిశ్రమ ఎరువులు,Mixed fertilizer
మిశ్రమ మేత,Mixed grazing
మిశ్రమ స్వార్డ్,Mixed sward
మోడల్,Model
మోడలింగ్,Modelling
సవరించిన వాతావరణ ప్యాకేజింగ్,Modified atmosphere packaging
తేమ లభ్యత సూచిక,Moisture availability index
తేమ లోటు సూచిక,Moisture deficit index
తేమ సమానమైనది,Moisture equivalent
తేమ పాలన,Moisture regime
తేమ విడుదల కర్వ్,Moisture release curve
తేమ నిలుపుదల,Moisture retention
తేమ ఒత్తిడి,Moisture stress
తేమ ఉద్రిక్తత,Moisture tension
తేమ,Moisture
మోలార్ ద్రావణం,Molar solution
మొలాసిస్,Molasses
మోల్ డ్రైనేజ్,Mole drainage
అణు జీవశాస్త్రం,Molecular biology
పరమాణు పెంపకం,Molecular breeding
మాలిక్యులర్ హైబ్రిడైజేషన్,Molecular hybridization
మొలస్సిసైడ్,Molluscicide
ద్రవ్య అడ్వాంటేజ్ సూచిక (MAI),Monetary advantage index (MAI)
మోనోక్లోనల్ యాంటీబాడీ,Monoclonal antibody
మోనోకోటిలెడాన్స్,Monocotyledons
మోటుకలు,Monocrop (Monoculture)
మోనోసియస్,Monoecious
మోనోజెనిసిస్,Monogenesis
మోనోహైబ్రిడ్,Monohybrid
మోనోజైగోటిక్,Monozygotic
రుతుపవనాలు,Monsoon
మోంట్మోరిల్లోనైట్,Montmorillonite
మూర్,Moor
మోర్,Mor
మోర్గాన్ యూనిట్,Morgan unit
మోర్ఫోజెనిసిస్,Morphogenesis
పదనిర్మాణ అనుసరణ,Morphological adaptation
పదనిర్మాణ శాస్త్రం,Morphology
తాకట్టు,Mortgage
మోటిల్,Mottle
మోట్లింగ్,Mottling
అచ్చు,Mould
మౌల్టింగ్,Moulting
మట్టిదిబ్బ సంస్కృతి,Mound culture
మట్టిదిబ్బ పొరలు,Mound layering
మొవర్,Mower
మొవింగ్,Mowing
శ్లేష్మం,Mucilage
చెత్త నేల,Muck soil
మడ్డీ,Muddy
మఫిల్,Muffle
రక్షక కవచం వ్యవసాయం,Mulch farming
రక్షక కవచం పండించడం,Mulch tillage
రక్షక కవచం,Mulch
మల్చింగ్,Mulching
ముల్,Mull
బహుళ అంతస్తుల పంట,Multi storey cropping
బహుళ సహసంబంధం,Multiple correlation
బహుళ పంట,Multiple cropping
బహుళ పంట సూచిక,Multiple cropping index
బహుళ క్రాస్,Multiple cross
బహుళ ప్రతిఘటన,Multiple resistance
మల్టీవియారిట్,Multivariate
మల్టీజోటిక్,Multizygotic
మమ్మీఫికేషన్,Mummification
మమ్మీ చేసిన పండు,Mummified fruit
మస్కోవైట్,Muscovite
పుట్టగొడుగు,Mushroom
ముటాజెన్,Mutagen
ఉత్పరివర్తన,Mutant
మ్యుటేషన్,Mutation
పరస్పర నిరోధం,Mutual inhibition
పరస్పరవాదం,Mutualism
మైసిలియం,Mycelium
మైకాలజీ,Mycology
మైకోప్లాస్మా,Mycoplasma
మైకోరిజా,Mycorrhiza
మేస్,Mace
మదర్,Madar
మధుకా,Madhuca
మొక్కజొన్న,Maize
మఖనా,Makhana
మాండరిన్,Mandarin
మామిడి జింగర్,Mango zinger
మామిడి,Mango
"మార్గోసా, వేప","Margosa, neem"
బంతి పువ్వు,Marigold
మాస్టిక్ చెట్టు,Mastic tree
మెరిల్,Merrill
మెస్టా,Mesta
పుదీనా,Mint
మోలుకా బీన్,Molucca bean
మంకీ జాక్,Monkey jack
మోరింగ,Moringa
ఉదయం కీర్తి (కాన్వోల్వులస్),Morning glory (convolvulus)
మోసాంబి,Mosambi
చిమ్మట బీన్,Moth bean
మల్బరీ,Mulberry
పుట్టగొడుగు,Mushroom
కర్బూజ,Musk melon
మస్క్,Musk
ఆవాలు,Mustard
మర్టల్,Myrtle
మాపియర్ గడ్డి,Mapier grass
మీలీ బగ్,Mealy bug
మిడ్జ్,Midge
పురుగులు,Mites
కోతి,Monkey
దోమ,Mosquito
చిమ్మట,Moth
వాతావరణ శాస్త్రవేత్త,Meteorologist
మైక్రోబయాలజిస్ట్,Microbiologist
మైకాలజిస్ట్,Mycologist
నానోటెక్నాలజీ,Nanotechnology
నేపిఫార్మ్,Napiform
మాదకద్రవ్య,Narcotic
నాస్టిక్ ఉద్యమం,Nastic movement
జాతీయ ప్రదర్శన,National demonstration
భూమి యొక్క భూమి యొక్క),Nationalization (of land)
సహజ,Natural
సహజ కోత,Natural erosion
సహజ వ్యవసాయం,Natural farming
సహజ వనరులు,Natural resources
సహజమైన ఎన్నిక,Natural selection
సహజ వృక్షసంపద,Natural vegetation
మెడ (హార్ట్),Neck (hort)
నెక్రోసిస్,Necrosis
తేనె,Nectar
ప్రతికూల అల్లెలోపతి,Negative allelopathy
నెమాటిసైడ్,Nematicide
నెమటోడ్ రెసిస్టెంట్ రూట్‌స్టాక్,Nematode resistant rootstock
నెమటాలజీ,Nematology
నియోటెని,Neoteny
నికర చికిత్స రేటు,Net assimilation rate (NAR)
నికర లాభం,Net gain
నికర ఆదాయం (వ్యవసాయ ఆదాయం),Net income (farm income)
నికర నీటిపారుదల అవసరం,Net irrigation requirement
నికర ఉత్పాదకత,Net productivity
నికర రాబడి,Net return
నెట్టింగ్,Netting
న్యూరాన్,Neuron
తటస్థ,Neutral
తటస్థత,Neutralism
తటస్థీకరణ,Neutralization
తటస్థ నేల,Neutral soil
న్యూట్రాన్ తేమ మీటర్,Neutron moisture meter
సముచితం,Niche
నికోటిన్,Nicotine
రాత్రి నేల,Night soil
నైట్రేట్ సమీకరణ,Nitrate assimilation
నైట్రేట్ తగ్గింపు,Nitrate reduction
నైట్రేట్ విషపూరితం,Nitrate toxicity
నైట్రే,Nitre
నైట్రిఫికేషన్ ఇన్హిబిటర్,Nitrification inhibitor
నత్రజని సమీకరణ,Nitrogen assimilation
నత్రజని చక్రం,Nitrogen cycle
నత్రజని లోపం,Nitrogen deficiency
నత్రజని స్థిరీకరణ,Nitrogen fixation
నత్రజని,Nitrogenous
నోబిలైజేషన్,Nobilization
నోబెల్ చెరకు,Noble cane
రాత్రి,Nocturnal
నోడ్,Node
నాడ్యులేటెడ్ ప్లాంట్,Nodulated plant
నాడ్యులేషన్,Nodulation
నాడ్యూల్,Nodule
సంచార,Nomadion
నామకరణం,Nomenclature
నాన్ అల్లెలిక్,Non allelic
కేశనాళికలు కాని రంధ్రం,Non capillary pore
పోటీ లేని పంట,Non competing crop
అర్ధంలేని మ్యుటేషన్,Nonsense mutation
ముఖ్యమైనది కాదు,Non significant
నాన్-యాసిడ్ ఏర్పడే ఎరువులు,Non-acid forming fertilizer
నాన్-కంజుగేషన్,Non-conjugation
నాన్-డిస్క్రిప్ట్ (జంతువు),Non-descript (animal)
అనవసరమైన మూలకం,Non-essential element
నాన్-హామోజెనస్,Non-homogenous
నాన్-హోమోలాగస్,Non-homologus
ధ్రువ రహిత సమ్మేళనం,Non-polar compound
పునరుత్పాదక శక్తి,Non-renewable energy
నాన్-సెలెక్టివ్ కాంటాక్ట్ హెర్బిసైడ్,Non-selective contact herbicide
ఎంపిక కాని హెర్బిసైడ్,Non-selective herbicide
నాన్-సింబియోటిక్ నత్రజని స్థిరీకరణ,Non-symbiotic nitrogen fixation
సాధారణ పంపిణీ,Normal distribution
సాధారణ మొలకల,Normal seedlings
సాధారణ పరిష్కారం,Normal solution
సాధారణీకరణ,Normalising
ఉత్తర బ్లాటింగ్,Northern blotting
నోటిఫైబుల్ డిసీజ్,Notifiable disease
నో-టిల్ నాటడం,No-till planting
విషపూరిత కలుపు మొక్కలు,Noxious weeds
అణు అయస్కాంత,Nuclear magnetic
న్యూక్లియై ఆమ్లం,Nuclei acid
న్యూక్లియోబాక్టర్,Nucleobacter
న్యూక్లియోలస్,Nucleolus
న్యూక్లియోటైడ్,Nucleotide
న్యూక్లియస్,Nucleus
శూన్య పరికల్పన,Null hypothesis
నల్లిసోమిక్,Nullisomic
శూన్య-మ్యుటేషన్,Null-mutation
నర్సు సెల్,Nurse cell
నర్సు పంట,Nurse crop
నర్సరీ,Nursery
గింజ,Nut
పోషక సైక్లింగ్,Nutrient cycling
పోషక లోపం లక్షణాలు,Nutrient deficiency symptoms
పోషణ,Nutrition
పోషక విలువలు,Nutritional value
పోషక విలువ సూచిక,Nutritive value index
వ్యవసాయానికి సంబంధించిన ముఖ్యమైన మొక్కల పేర్లు,Names of important plants related to agriculture
నాగై కర్పూరం,Nagai camphor
నార్సిసస్,Narcissus
