Hindi,Gujarati
"1.आँकड़ा विनिर्देश,2. डाटा विनिर्देश","1.ડેટા સ્પષ્ટીકરણ, 2. ડેટા સ્પષ્ટીકરણ"
"1.आँकड़ा केंद्र, 2. डाटा केंद्र","1.ડેટા સેન્ટર, 2.ડેટા સેન્ટર"
"1.ऑकड़ा भंडारण, 2. डाटा भंडारण","1. ડેટા સ્ટોરેજ, 2. ડેટા સ્ટોરેજ"
आँकड़ा भंडारण संरचना,માહિતી સંગ્રહ માળખું
"1.ऑकड़ा संरचना, 2. डाटा संरचना","1. ડેટા સ્ટ્રક્ચર, 2. ડેટા સ્ટ્રક્ચર"
"1.आँकड़ा स्विच, 2. डाटा स्विच","1.ડેટા સ્વિચ, 2.ડેટા સ્વિચ"
"1.आँकड़ा सारणी, 2.डाटा सारणी","1.ડેટા ટેબલ, 2.ડેટા ટેબલ"
"1.आँकड़ा अंतक,2. डाटा अंतक","1.ડેટા અંત, 2. ડેટા અંત"
"1.आँकड़ा अनुलेखन, 2. डाटा अनुलेखन","1. ડેટા ટ્રાન્સક્રિપ્શન, 2. ડેટા ટ્રાન્સક્રિપ્શન"
"1.आँकड़ा अंतरण,2. डाटा अंतरण","1.ડેટા ટ્રાન્સફર, 2. ડેટા ટ્રાન્સફર"
"1.आँकड़ा संचरण, 2. डाटा संचरण","1. ડેટા ટ્રાન્સમિશન, 2. ડેટા ટ્રાન્સમિશન"
"1.आँकड़ा संचरण प्रणाली, 2. डाटा संचरण प्रणाली","1.ડેટા ટ્રાન્સમિશન સિસ્ટમ, 2.ડેટા ટ્રાન્સમિશન સિસ્ટમ"
"1.आँकड़ा प्रारुप, 2. डाटा प्रारुप","1. ડેટા ફોર્મેટ, 2. ડેટા ફોર્મેટ"
"1.आँकड़ा एकक, 2. डाटा एकक","1. ડેટા યુનિટ, 2. ડેટા યુનિટ"
"1.आँकड़ा मान्यीकरण, 2. डाटा मान्यीकरण","1.ડેટા માન્યતા, 2.ડેટા માન્યતા"
डाटाबेस,ડેટાબેઝ
डाटाबेस प्रशासन,ડેટાબેઝ વહીવટ
डाटाबेस अभिकल्प,ડેટાબેઝ ડિઝાઇન
डाटाबेस प्रबंधन तंत्र,ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ
"1.आँकड़ाग्रेव, 2. डाटाग्रेव","1.ડેટાગ્રેવ, 2.ડેટાગ્રેવ"
"1.डेटम, 2. ऑकड़ा","1. ડેટમ, 2. ડેટા"
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र","1.નિષ્ક્રિય ઝોન, 2.નિષ્ક્રિય ઝોન"
गतिरोध,મડાગાંઠ
गतिरोध रोकथाम,ડેડલોક નિવારણ
दोष मार्जन,ફોલ્ટ ક્લિયરન્સ
"1.निर्णय कोष्ठ, 2. निर्णय पेटी","1. જજમેન્ટ સેલ, 2. જજમેન્ટ બોક્સ"
निर्णय निर्धारण प्रक्रम,નિર્ણય લેવાની પ્રક્રિયા
निर्णय सहायक तंत्र,નિર્ણય સપોર્ટ સિસ્ટમ
निर्णय वृक्ष,નિર્ણય વૃક્ષ
"1.कुटवाचक, 2. विकोडक","1. ડીકોડર, 2. ડીકોડર"
विघटन सिद्धांत,વિસર્જન સિદ્ધાંત
विकोडन,ડીકોડિંગ
समर्पित प्रणाल,સમર્પિત સિસ્ટમ
समर्पित दवारक,સમર્પિત પ્રેસ
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),ઇમ્યુનાઇઝેશન ડેટા નેટવર્ક (DDN)
प्रतिरक्षण सूचना प्रणाली,રોગપ્રતિકારક માહિતી સિસ્ટમ
एकीकरण,એકીકરણ
विलंब,વિલંબ
विलंब गणक,વિલંબ કાઉન્ટર
विलंब काल,વિલંબ સમય
"1.मिटाना, 2. हटाना","1.કાઢી નાખો, 2.કાઢી નાખો"
विलोपन अभिलेख,કાઢી નાખવાનો રેકોર્ડ
परिसीमक,સીમાંકક
डेल्टा माँडुलन,ડેલ્ટા મોડ્યુલેશન
माँग पृष्ठन,વિનંતી પાનું
प्रदर्शन,કામગીરી
विमाडुलन,ડિમોડ્યુલેશન
वि-बहुसंकेतक,વી-મલ્ટિપ્લેક્સર
असमान्यीकरण,વિકૃતિકરણ
"1.घनत्व, 2. सधनता","1. ઘનતા, 2. ઘનતા"
"1.आश्रिता, 2. निर्भरता","1. અવલંબન, 2. અવલંબન"
आश्रित एकक,આશ્રિત એકમ
विपंक्ति,કતાર
"1.अपनिर्देशन, 2. अपसंदर्भन","1. ડિરેફરન્સ, 2. ડિરેફરન્સ"
व्युत्पन्न वृक्ष,વ્યુત્પન્ન વૃક્ષ
व्युत्पन्न क्षेत्र,વ્યુત્પન્ન ક્ષેત્ર
अवरोही छंटाई,ઉતરતા ક્રમ
अभिकल्प,ડિઝાઇન
डेस्क परिकलक,ડેસ્ક કેલ્ક્યુલેટર
डेस्कटॉप कंप्यूटर,ડેસ્કટોપ કમ્પ્યુટર્સ
डेस्कटॉप प्रस्तुतिकरण,ડેસ્કટોપ પ્રસ્તુતિ
डेस्कटॉप प्रकाशन,ડેસ્કટોપ પ્રકાશન
डेस्कटॉप वीडियो,ડેસ્કટોપ વિડિઓ
गंतव्य पता,ગંતવ્ય સરનામું
"1.विनाशक,  2.अपध्वंशक","1. ડિસ્ટ્રોયર, 2. ડિસ્ટ્રોયર"
निर्धारणात्मक ऑटोमेटा,નિર્ધારિત ઓટોમેટા
विकासक,વિકાસકર્તા
विकास तन्त्र,વિકાસ પ્રણાલી
युक्ति,ઉપકરણ
युक्ति नियंत्रण एकक,ઉપકરણ નિયંત્રણ એકમ
युक्ति नियंत्रक,ઉપકરણ નિયંત્રક
युक्ति प्रबंधन,ઉપકરણ સંચાલન
युक्ति विधा,ઉપકરણ મોડ
निदान,નિદાન
निदानी तंत्र,ડાયગ્નોસ્ટિક સિસ્ટમ
"1.निदान, 2. निदानिकी","1. ડાયગ્નોસ્ટિક્સ, 2. ડાયગ્નોસ્ટિક્સ"
आरेख,રેખાકૃતિ
डायल,ડાયલ
डायल लाइन,ડાયલ લાઇન
डायल टोन,ડાયલ ટોન
डायल अप,ડાયલ અપ
"1.संवाद, 2. वार्तालाप","1. સંવાદ, 2. વાતચીત"
वार्तालाप कोष्ठ,વાતચીત ખંડ
डायलअप मॉडम,ડાયલઅપ મોડેમ
विमा,વીમા
शब्दकोश,શબ્દકોશ
"1. अवकलन ,2. विभेदन","1. વિભેદક, 2. તફાવત"
अंकीय,સંખ્યાત્મક
अंकीय प्रणाल,ડિજિટલ સિસ્ટમ
अंकीय परिपथ,ડિજિટલ સર્કિટ
अंकीय कंप्यूटर,ડિજિટલ કમ્પ્યુટર
"1.अंकीय आँकड़ा, 2.अंकीय डाटा","1.ડિજિટલ ડેટા, 2.ડિજિટલ ડેટા"
अंकीय सुविधा,ડિજિટલ સુવિધા
अंकीय फिल्टर,ડિજિટલ ફિલ્ટર
अंकीय लाइब्रेरी,ડિજિટલ પુસ્તકાલય
अंकीय माडुलन,ડિજિટલ મોડ્યુલેશન
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर","1. ડિજિટલ ડિસ્પ્લે, 2. ડિજિટલ મોનિટર"
अंकीय चित्र,ડિજિટલ છબી
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक","1. ડિજિટલ હસ્તાક્ષર, 2. ડિજિટલ હસ્તાક્ષર"
अंकीय स्विच,ડિજિટલ સ્વીચ
अंकीय अनुरूप रूपांतरक,ડિજિટલ એનાલોગ કન્વર્ટર
अंकरूपण,ડિજિટાઇઝેશન
अंकीकरण,ડિજિટાઇઝેશન
अंकरूपक,ડિજિટાઇઝર
डायोड,ડાયોડ
प्रत्यक्ष,પ્રથમ નજરે
प्रत्यक्ष पता,સીધું સરનામું
प्रत्यक्ष रुपांतरण,સીધું રૂપાંતર
प्रत्यक्ष युग्मन,સીધું જોડાણ
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)","1. ડાયરેક્ટ મેમરી એક્સેસ, 2. ડાયરેક્ટ મેમરી એક્સેસ (DMA)"
प्रत्यक्ष स्मृति अभिगम (डी एम ए),ડાયરેક્ટ મેમરી એક્સેસ (DMA)
प्रत्यक्ष विधि,સીધી પદ્ધતિ
निदेश,દિશાઓ
निर्देशिका,ડિરેક્ટરી
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर","1. ડિરેક્ટરી સર્વર, 2. ડિરેક્ટરી સર્વર"
निर्देशिका सेवा,ડિરેક્ટરી સેવા
असमर्थ,અસમર્થ
असमर्थकारी संकेत,નિષ્ક્રિય સંકેત
"1.असंबंधन, 2. विसंबंधन","1. ડિસ્કનેક્શન, 2. ડિસ્કનેક્શન"
"1.असतत , 2. विविक्त","1. અલગ, 2. અલગ"
"1.चक्रिका, 2. डिस्क","1. ડિસ્ક, 2. ડિસ્ક"
"1.चक्रिका पता, 2. डिस्क पता","1. ડિસ્ક સરનામું, 2. ડિસ્ક સરનામું"
"1.चक्रिका सरणी, 2. डिस्क सरणी","1. ડિસ્ક એરે, 2. ડિસ્ક એરે"
"1.चक्रिका क्षमता, 2. डिस्क क्षमता","1. ડિસ્ક ક્ષમતા, 2. ડિસ્ક ક્ષમતા"
"1.चक्रिका चालक, 2.डिस्क ड्रािव","1. ડિસ્ક ડ્રાઈવર, 2. ડિસ્ક ડ્રાઈવ"
चक्रिका संचिका,ડિસ્ક ફાઇલ
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी","1. ડિસ્ક મેમરી, 2. ડિસ્ક મેમરી, 3. ડિસ્ક મેમરી, 4. ડિસ્ક મેમરી"
चक्रिका परिचालन तंत्र (डी ओ एस),ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DoS)
चक्रिका संकुल,ડિસ્ક પેકેજ
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर","1.ચક્રિકા સર્વર, 2.ડિસ્ક સર્વર"
"1.चक्रिका भंडारण, 2. डिस्क भंडारण","1. ડિસ્ક સંગ્રહ, 2. ડિસ્ક સંગ્રહ"
डिस्केट,ડિસ્કેટ
प्रदर्श संचिका,ડિસ્પ્લે ફાઇલ
प्रदर्श प्रतिबिंब,પ્રદર્શિત છબી
निपटान,નિકાલ
दूरी,અંતર
दूरी फलन,અંતર કાર્ય
विरूपण,વિકૃતિ
वितरित,વિતરિત
वितरित आँकड़ा,વિતરિત ડેટા
वितरित परिसेवक,વિતરિત સર્વર
"1.वितरित प्रणाली, 2. वितरित तंत्र","1.વિતરિત સિસ્ટમ, 2.વિતરિત સિસ્ટમ"
वितरक,વિતરક
प्रलेख,દસ્તાવેજ
प्रलेख प्रत्यानयित,દસ્તાવેજ અધિકૃત
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो","1. ડોક્યુમેન્ટ વિન્ડો, 2. ડોક્યુમેન્ટ વિન્ડો"
प्रलेखन,દસ્તાવેજીકરણ
"डोमेन, प्रक्षेत्र","ડોમેન, ડોમેન"
डोमेन नाम,ડોમેન નામ
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर","1. ડોટ મેટ્રિક્સ પ્રિન્ટર, 2. ડોટ મેટ્રિક્સ પ્રિન્ટર"
"अध:, नीचे","નીચે, નીચે"
"1.अवलिंक , 2.अवकड़ी","1.અવલિંક, 2.ચોરસ"
अधोभारण,ડાઉનલોડ કરો
अधोभारण काल,ડાઉનલોડ સમય
कर्षण,ટ્રેક્શન
डीरैम (गतिक रैम),DRAM (ડાયનેમિક રેમ)
अपवाह,વહેણ
चालक,ડ્રાઈવર
पात,પાંદડા
निपात सूची बॉक्स,ડ્રોપ લિસ્ટ બોક્સ
ड्रम ड्रािव,ડ્રમ ડ્રાઇવ
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर","1.ડ્રમ પ્રિન્ટર, 2.ડ્રમ પ્રિન્ટર"
"1.इम एकक, 2. ड्रम इकाई","1. ઇમ યુનિટ, 2. ડ્રમ યુનિટ"
"1.द्वैत,2. द्वि","1. દ્વૈત, 2. દ્વિ"
द्वैत घनत्व,બેવડી ઘનતા
"1.मूक पता, 2. छद्म पता","1. મૌન સરનામું, 2. નકલી સરનામું"
सन्निक्षेप,ડમ્પ
दवैध परिपथ,ડબલ સર્કિટ
दवैधीकरण,કાયદેસરકરણ
केय्प्रतिकुंजी,કી કી
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन","1.D V D R./W, 2. ડીવીડી વાંચન, 3. લેખન"
डी वी डी रॉम,ડીવીડી રોમ
गतिक अनुदेश,ગતિશીલ સૂચના
"1.गतिक स्मृति, 2.गतिक मेमोरी","1.ડાયનેમિક મેમરી, 2.ડાયનેમિક મેમરી"
"1.गति विज्ञान, 2. गतिकी","1. ડાયનેમિક્સ, 2. ડાયનેમિક્સ"
ई बी सी डी आई सी,E B C D I C
ई व्यवसाय,ઈ-વ્યવસાય
प्रतिध्वनि,પડઘો
"1.ई-कॉमर्स, 2.ई-वाणिज्य","1.e-commerce, 2.e-commerce"
संपादन,સંપાદન
संपादक,સંપાદક
शैक्षिक प्रौद्योगिकी,શૈક્ષણિક ટેકનોલોજી
ई ई पी रॉम,e e p rom
"1.सार्थक पता , 2.प्रभावी पता","1. અર્થપૂર્ણ સરનામું, 2. અસરકારક સરનામું"
सार्थक संकार्य पता,અર્થપૂર્ણ ઓપરેન્ડ સરનામું
प्रभावी क्रिया,અસરકારક કાર્યવાહી
प्रभावी यू.आई.डी.,અસરકારક UID
प्रभावी संचरण संकार्य,અસરકારક ટ્રાન્સમિશન કામગીરી
अष्टबिट बािट,ઓક્ટલ બાઈટ
"इलेक्ट्रॉनिक अधिगम, ई अधिगम","ઈલેક્ટ્રોનિક લર્નિંગ, ઈ-લર્નિંગ"
चुनाव एल्गोरिथम,ચૂંટણી અલ્ગોરિધમ
इलेक्ट्रोनिक डाकसेवा (ई. मेल),ઈલેક્ટ્રોનિક મેઈલ સર્વિસ (ઈ-મેલ)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर","1.ઈલેક્ટ્રોનિક પ્રિન્ટિંગ, 2.ઈલેક્ટ્રોનિક પ્રિન્ટર"
विद्युत लेखा मशीन,ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન
इलेक्ट्रोनिकी,ઈલેક્ટ્રોનિક્સ
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ
इलेक्ट्रॉनिक विवरणिक,ઇલેક્ટ્રોનિક બ્રોશર
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका","1.ઈલેક્ટ્રોનિક જર્નલ, 2.ઈલેક્ટ્રોનિક જર્નલ"
इलेक्ट्रॉनिक प्रकाशन,ઇલેક્ટ્રોનિક પ્રકાશન
इलेक्ट्रॉनिक स्विच,ઇલેક્ટ્રોનિક સ્વીચ
"तत्व, अवयव","તત્વ, તત્વ"
ई-मेल,ઈ-મેલ
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता","1. ઈ-મેલ સરનામું, 2. ઈલેક્ટ્રોનિક મેઈલિંગ સરનામું"
अंत:स्थापित तंत्र,એમ્બેડેડ સિસ્ટમ
अंत:स्थापन,એમ્બેડિંગ
उत्सर्जक युग्मित तर्क (ई.सी.एल.),એમિટર કમ્પલ્ડ લોજિક (ECL)
रिक्त चिति,ખાલી જગ્યા
"1.रिक्त श्रृंखला, 2. रिक्त माला","1. ખાલી સાંકળ, 2. ખાલી સાંકળ"
यंत्रानुकरण,યાંત્રિકરણ
"1.केप्सूलीकरण, 2. केप्सूलन","1.કેપ્સ્યુલેશન, 2.કેપ્સ્યુલેશન"
कूटलेखक,ડીકોડર
कूटलेखन,એન્કોડિંગ
"1.कूटलेखक, 2. कोडक","1. એન્કોડર, 2. કોડક"
गूढ आंकडा,છુપાયેલ ડેટા
गूढ फािल सिस्टम,છુપાયેલ ફાઇલ સિસ્ટમ
"1.गोपन, 2. कोडन, 3. कूटलेखन","1. એન્ક્રિપ્શન, 2. કોડિંગ, 3. એન્કોડિંગ"
खंडक अंत,બ્લોક અંત
संचिका-अन्त,ફાઇલ-એન્ડ
प्रयोक्ता,વપરાશકર્તા
प्रवेश,દાખલ કરો
प्रवेश कुंजी,એન્ટ્રી કી
"1.उद्यम सरवर, 2. उद्यम सेवक","1. ઉદ્યમ સરવર, 2. ઉદ્યમ સેવક"
उद्यम तंत्र,એન્ટરપ્રાઇઝ સિસ્ટમ
सत्ता,શક્તિ
सत्ता संबंधता,શક્તિ આકર્ષણ
प्रवेश काल,પ્રવેશ સમય
प्रविष्ट चर,ઇનપુટ ચલ
गणनीय,ગણતરીપાત્ર
परिवेश,પર્યાવરણ
"1.ईपोच,2. युग,3. निर्देश क्षण","1.યુગ, 2. યુગ, 3. સૂચના ક્ષણ"
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPRAM (ફાઇનાન્સ પ્રોગ્રામેબલ રીડ-ઓન્લી મેમરી)
एपसिलॉन संवरक,એપ્સીલોન કન્સ્ટ્રક્ટર
तुल्यकारक,બરાબરી
उपस्कर,સાધનસામગ્રી
तुल्यता वर्ग,સમાનતા વર્ગ
तुल्य संबंध,સમાન સંબંધ
"1.विलोपन, 2.मिटान","1. લુપ્તતા, 2. નાબૂદી"
त्रुटि संशोधन कूट,ભૂલ સુધારણા કોડ
त्रुटि संशोधन,ભૂલ સુધારણા
त्रुटि संसूचन,ભૂલ શોધ
त्रुटि प्रहस्तन,ભૂલ હેન્ડલિંગ
त्रुटि संदेश,ક્ષતી સંદેશ
त्रुटि दर,ભૂલ દર
त्रुटि पुनर्डद्धार,ભૂલ પુનઃપ્રાપ્તિ
त्रुटि नेमक,ભૂલ નામ
पलायन संप्रतीक,એસ્કેપ પ્રતીક
ईथरनेट,ઈથરનેટ
घटना,ઘટના
घटना श्रृंखला,ઘટના સાંકળ
घटना नियंत्रण,ઘટના નિયંત્રણ
घटना गणक,ઇવેન્ટ કાઉન્ટર
अपवाद प्रहस्तन,અપવાદ હેન્ડલિંગ
विनिमय डिस्क भंडारण,એક્સચેન્જ ડિસ્ક સ્ટોરેજ
अपवर्जन,બાકાત
अनन्य और (एक्स ऑर),વિશિષ્ટ અને (x અથવા)
निष्पाद्य क्रमादेश,એક્ઝિક્યુટેબલ પ્રોગ્રામ
निष्पादन कथन,અમલ નિવેદન
चयनिक खोज,પસંદગીયુક્ત શોધ
विदयमान,અસ્તિત્વમાં છે
निर्गम,મુદ્દો
विशेषज्ञ तंत्र,નિષ્ણાત સિસ્ટમ
"1. अभिव्यक्ति ,2. व्यंजक","1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ"
विस्तारित आलेखीय आव्यूह (एक्स जी ए),વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a)
विस्तारित औदयोगिक मानक (इ.आई.एस.),વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS)
अतिदेशित मशीन,ઓવરલોડ મશીન
विस्तारित स्मृति,વિસ્તૃત મેમરી
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता","1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ"
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण","1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન"
वाह्य आह्वान,કૉલ કરો
वाह्य त्रुटि,બાહ્ય ભૂલ
वाह्य फलन,બાહ્ય કાર્ય
वाह्य अंतरायन,બાહ્ય વિક્ષેપ
"1.वाह्य स्मृति, 2. वाह्य मेमोरी","1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી"
वाह्य स्मृति,બાહ્ય મેમરી
वाह्य मॉडेम,બાહ્ય મોડેમ
वाह्य संदर्भ,બાહ્ય સંદર્ભ
वाह्य खोज,બાહ્ય શોધ
वाह्य भंडारण युक्ति,બાહ્ય સંગ્રહ ઉપકરણ
निष्कर्षण,નિષ્કર્ષણ
बहिर्वेशन,એક્સ્ટ્રાપોલેશન
फलक संप्रतीक मुद्रक,પેનલ અક્ષર પ્રિન્ટર
विफल-सुरक्षा संक्रिया,નિષ્ફળ-સુરક્ષા કામગીરી
विफलता दर,નિષ્ફળતા દર
विफलता मुक्ति,નિષ્ફળતા સ્રાવ
मिथ्या कूट,ખોટો કોડ
मिथ्या त्रुटि,ખોટી ભૂલ
"1.निवेशाँक, 2. निवेश-अंक","1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ"
"1.निर्गताँक, 2. निर्गत-अंक","1. અંક, 2. અંક નંબર"
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम","1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ"
द्रुत फौरिएर अन्तरण,ઝડપી ફોરિયર ટ્રાન્સફર
घातक त्रुटि,જીવલેણ ભૂલ
दोष संसूचन,ખામી શોધ
दोष निदान,ખામી નિદાન
दोष सहिष्णुता,સહનશીલતા દોષ
फैक्स,ફેક્સ
फैक्स संदेश,ફેક્સ સંદેશ
एफ डी सी,f dc
लक्षण संसूचन,લક્ષણ શોધ
भरण चक्र,ફિલ વ્હીલ
पुनर्निवेश,પુનઃરોકાણ
"1.प्रदायक,2.पोषक, 3.फीडर","1.સપ્લાયર, 2.પોષણ, 3.ફીડર"
आनयन,કોઈપણ
फिबोनेकी खोज,ફિબોનાકી શોધ
फिबोनेकी अनुक्रम,ફિબોનાકી ક્રમ
फिबोनेकी श्रेणी,ફિબોનાકી શ્રેણી
तंतु प्रकाशिकी,ફાઇબર ઓપ્ટિક્સ
फिडो जाल,ફિડો ટ્રેપ
क्षेत्र,પ્રદેશ
पंचम पीढ़ी कम्प्यूटर,પાંચમી પેઢીનું કમ્પ્યુટર
"1.संचिका,2. फािल","1.ફાઈલ, 2. ફાઇલ"
संचिका अभिगम विधि,ફાઇલ એક્સેસ પદ્ધતિ
संचिका नियतन सारणी,ફાઈલ ફાળવણી ટેબલ
संचिका संपीडन,ફાઇલ કમ્પ્રેશન
संचिका प्रतिलिपिकरण,ફાઇલ નકલ
संचिका विन्यास,ફાઇલ રૂપરેખાંકન
संचिका विलय,ફાઇલ મર્જ
संचिका पुन:प्राप्ति,ફાઇલ પુનઃપ્રાપ્તિ
संचिका भंडारण,ફાઇલ સંગ્રહ
संचिका संरचना,ફાઇલ માળખું
संचिका तंत्र,ફાઇલ સિસ્ટમ
संचिका अंतरण,ફાઇલ ટ્રાન્સફર
फाील अंतरण प्रोटोकॉल (एफ टी पी),ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP)
फिल्टर,ફિલ્ટર
अंतिम स्थिति,છેલ્લી સ્થિતિ
खोज,શોધો
परिमित अवस्था यंत्र,મર્યાદિત રાજ્ય મશીન
फायर वॉल,આગ દિવાલ
फर्मवेयर,ફર્મવેર
पहले आो पहले पाो,વહેલા તે પહેલાં
प्रथम पीढ़ी कंप्यूटर,પ્રથમ પેઢીના કમ્પ્યુટર
प्रथम निवेश प्रथम निर्गम (फीफो ),ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO)
प्रथम कोटि तर्क,પ્રથમ ઓર્ડર દલીલ
प्रथम कोटि सिद्धांत,પ્રથમ ઓર્ડર સિદ્ધાંત
नियत विभाजन,નિશ્ચિત વિભાજન
चिन्ह,હસ્તાક્ષર
नम्य डिस्क,લવચીક ડિસ્ક
फ्लॉपी डिस्क,ફ્લોપી ડિસ્ક
फ्लापी डिस्क चालन (एफ डी डी),ફ્લોપી ડિસ્ક ડ્રાઇવ (FDD)
प्रवाह संचित्र,ફ્લો ચાર્ટ
नियंत्रण प्रवाह,નિયંત્રણ પ્રવાહ
प्रधावन,વહેલી સવાર
फोल्डर,ફોલ્ડર
फाँट,ફોન્ટ
फाँट परिवार,ફોન્ટ કુટુંબ
वाह्य कुंजी,બાહ્ય કી
रूप,ફોર્મ
प्रतीकात्मक भाषा,સાંકેતિક ભાષા
प्रतीकात्मक विधि,પ્રતીકાત્મક પદ્ધતિ
"1.फॉरमैट, 2.आरूप","1.ફોર્મેટ, 2.ફોર્મ"
आरूपण,ચિત્ર
फोरट्रॉन,ફોર્ટન
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन","1.ફોર્ટ્રાન (કોમ્પ્યુટર ભાષા) પ્રોગ્રામ, 2.ફોર્ટ્રાન પ્રોગ્રામિંગ"
अग्रतिर्यक स्लैश,ફોરવર્ડ સ્લેશ
चतुर्थ पीढ़ी कंप्यूटर,4થી પેઢીના કમ્પ્યુટર
खंड,વિભાગ
फ्रेम,ફ્રેમ
"1.मुक्त नेट, 2.मुक्त जाल","1.ફ્રી નેટ, 2.ફ્રી નેટ"
मुक्त सॉफ्टवेयर न्यास,મફત સોફ્ટવેર ટ્રસ્ટ
मुक्त भंडारण,મફત સંગ્રહ
फ्रीवेयर,ફ્રીવેર
अग्रांत,આગળ
"1.अग्र पट्टिका, 2.अग्र पैनल","1.ફ્રન્ટ પેનલ, 2.ફ્રન્ટ પેનલ"
"1.प्रकार्य,2. फलन","1.કાર્યો, 2. કાર્ય"
प्रकार्य कुंजी,કાર્ય કી
प्रकार्य संदर्भ,કાર્ય સંદર્ભ
प्रकार्यात्मक निर्भरता,કાર્યાત્મક નિર્ભરતા
प्रकार्य परीक्षण,કાર્ય પરીક્ષણ
"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक","1.અસ્પષ્ટ તર્ક, 2.અસ્પષ્ટ તર્ક"
"1.अस्पष्ट समुच्चय, 2.फज्जी सेट","1.ફઝી સેટ, 2.ફઝી સેટ"
लब्धि,લાભ
खेल तरू,રમતગમતનું વૃક્ષ
अंतराल संप्रतीक,અંતરાલ પાત્ર
कचरा,કચરો
कचरा संग्रहण,કચરો સંગ્રહ
कचरा संग्रहण,કચરો સંગ્રહ
कचरा अंदर कचरा बाहर (गीगो),ટ્રૅશ ઇનસાઇડ ટ્રૅશ આઉટ (ગીગો)
द्वार,દરવાજો
दवार पथ (नेटवर्क के संदर्भ में),ડોર પાથ (નેટવર્કના સંદર્ભમાં)
व्यापक क्रमादेश,વ્યાપક કાર્યક્રમ
व्यापक क्रमादेश,વ્યાપક કાર્યક્રમ
व्यापक उद्देश्य कंप्यूटर,વ્યાપક હેતુ કમ્પ્યુટર
व्यापकीकृत उद्देश्य कंप्यूटर,સામાન્ય હેતુ કમ્પ્યુટર
सामान्य पंजी,સામાન્ય રજીસ્ટર
व्यापकीकरण,સામાન્યીકરણ
व्यापकीकरण,સામાન્યીકરણ
व्यापक उद्देशीय भाषा,વ્યાપક પદાર્થ ભાષા
व्यापक उद्देश्य संक्रिया प्रणाली,વ્યાપક હેતુ ઓપરેશન સિસ્ટમ
व्यापक उद्देश्य पंजी,વ્યાપક હેતુ રજીસ્ટર
जनित त्रुटि,ભૂલ જનરેટ
जनन प्रकार्य,પ્રજનન કાર્ય
वर्ग सामान्य,વર્ગ સામાન્ય
