Marathi,Gujarati
फ्रेम विभाजक,ફ્રેમ વિભાજક
"प्रादेशिक उत्सर्जन, प्रादेशिक उत्सर्जन","પ્રાદેશિક ઉત્સર્જન, પ્રાદેશિક ઉત્સર્જન"
फील्ड उत्सर्जक सूक्ष्मदर्शक,ક્ષેત્ર ઉત્સર્જક માઇક્રોસ્કોપ
फील्ड ऊर्जा,ક્ષેત્ર ઊર્જા
फील्ड वर्धित फोटोइलेक्ट्रिक उत्सर्जन,ક્ષેત્ર ઉન્નત ફોટોઇલેક્ટ્રિક ઉત્સર્જન
फील्ड समीकरण,ક્ષેત્ર સમીકરણ
फील्ड उपकरणे,ક્ષેત્ર સાધનો
क्षेत्र विस्तार,વિસ્તાર વિસ્તરણ
मुक्त उत्सर्जन प्रवाह,મુક્ત ઉત્સર્જન પ્રવાહ
क्षेत्र मुक्त मजला,વિસ્તાર મુક્ત માળ
क्षेत्र मुक्त वळवणे,વિસ્તાર મુક્ત ડાયવર્ઝન
फील्ड वारंवारता नियंत्रण,ક્ષેત્ર આવર્તન નિયંત્રણ
क्षेत्र कार्य,વિસ્તાર કાર્ય
द्विनेत्री दुर्बिणी,દૂરબીન દૂરબીન
फील्ड ग्रेडियंट,ક્ષેત્ર ઢાળ
क्षेत्र निर्देशांक,વિસ્તાર સૂચકાંક
फील्ड तीव्रता,ક્ષેત્રની તીવ્રતા
फील्ड-आयन उत्सर्जन,ક્ષેત્ર-આયન ઉત્સર્જન
फ्रेम कीस्टोन वेव्ह फॉर्म,ફ્રેમ કીસ્ટોન વેવ ફોર્મ
फील्ड लेन्स,ફીલ્ડ લેન્સ
फ्रेम रेखीयता नियंत्रण,ફ્રેમ રેખીયતા નિયંત્રણ
फील्ड चुंबक,ક્ષેત્ર ચુંબક
फ्रेम मॉनिटर ट्यूब,ફ્રેમ મોનિટર ટ્યુબ
मास-फोर्सचे क्षेत्र,સામૂહિક દળોનું ક્ષેત્ર
सतत तणाव क्षेत्र,સતત તણાવ ક્ષેત્ર
विभेदक गती क्षेत्र,વિભેદક ગતિ ઝોન
फॉल्ट झोन,ફોલ્ટ ઝોન
बल क्षेत्र,બળ ક્ષેત્ર
रेषा क्षेत्र,રેખા વિસ્તાર
मूव्हिंग चार्जचे क्षेत्र,મૂવિંગ ચાર્જનું ક્ષેત્ર
बिंदू क्षेत्र,બિંદુ વિસ્તાર
निव्वळ जडत्व क्षेत्र,ચોખ્ખી જડતા ક્ષેત્ર
वेक्टर फील्ड,વેક્ટર ક્ષેત્ર
दृष्टीचे क्षेत्र,દ્રષ્ટિનું ક્ષેત્ર
फील्ड ऑपरेटर,ક્ષેત્ર ઓપરેટર
फील्ड कण,ક્ષેત્ર કણ
"क्षेत्र रेखाचित्र, क्षेत्रचित्र","વિસ્તાર ડાયાગ્રામ, ફિલ્ડગ્રાફી"
"बाह्य प्रसारण, (स्टुडिओ) बाह्य प्रसारण","બાહ્ય પ્રસારણ, (સ્ટુડિયો) બાહ્ય પ્રસારણ"
फील्ड आलेख तंत्र,ફીલ્ડ ગ્રાફ તકનીક
फील्ड प्रतिबंधक इलेक्ट्रोड,ક્ષેત્ર અવરોધક ઇલેક્ટ્રોડ
मुक्त क्षेत्र संवेदनशीलता,ફ્રી ઝોનની સંવેદનશીલતા
फ्रेम अनुक्रमिक यंत्रणा,ફ્રેમ ક્રમિક મિકેનિઝમ
फ्रेम अभिमुखता प्रणाली,ફ્રેમ ઓરિએન્ટેશન સિસ્ટમ
क्षेत्र मर्यादा,વિસ્તાર મર્યાદા
फील्ड तीव्रता मोजली,ક્ષેત્રની તીવ્રતા માપવામાં આવે છે
लाटेची फील्ड तीव्रता,તરંગની ક્ષેત્રની તીવ્રતા
फ्रेम स्कॅनिंग,ફ્રેમ સ્કેનિંગ
फ्रेम सिंक्रोनाइझेशन सिग्नल,ફ્રેમ સિંક્રનાઇઝેશન સિગ્નલ
फ्रेम अभिमुखता,ફ્રેમ ઓરિએન્ટેશન
फ्रेम कालबाह्य,ફ્રેમ સમયસમાપ્તિ
फील्ड वेक्टर,ક્ષેત્ર વેક્ટર
फील्ड कुंडली,ક્ષેત્ર જન્માક્ષર
फील्ड-इफेक्ट डायोड,ક્ષેત્ર-અસર ડાયોડ
फील्ड इफेक्ट ट्रान्झिस्टर,ક્ષેત્ર અસર ટ્રાંઝિસ્ટર
फील्ड-इफेक्ट व्हॅरिस्टर,ફિલ્ડ-ઇફેક્ટ વેરિસ્ટર
"युनिपोलर ट्रान्झिस्टर, फील्डिस्टर","યુનિપોલર ટ્રાંઝિસ્ટર, ફિલ્ડિસ્ટર"
निश्चित वारंवारता प्रसारित,સ્થિર આવર્તન પ્રસારિત
पाचवा (मध्यांतर),પાંચમું (અંતરાલ)
पंचकोनी तत्त्व,પંચકોણીય સિદ્ધાંત
"संख्या, आकृती","સંખ્યા, આકૃતિ"
आकार अक्ष,આકાર ધરી
सायफर मास्क,સાઇફર માસ્ક
कार्यक्षमता निर्देशांक,કાર્યક્ષમતા સૂચકાંક
"धागा, फिलामेंट, फिलामेंट, शैवाल फिलामेंट","થ્રેડ, ફિલામેન્ટ, ફિલામેન્ટ, શેવાળ ફિલામેન્ટ"
फिलामेंट प्रवाह,ફિલામેન્ટ સ્ટ્રીમ
फिलामेंट दिवा,ફિલામેન્ટ લેમ્પ
फिलामेंट कॅथोड,ફિલામેન્ટ કેથોડ
तणाव मायक्रोमीटर,ટેન્શન માઇક્રોમીટર
फायबर मायक्रोस्कोप तुलनाकर्ता,ફાઇબર માઇક્રોસ્કોપ તુલનાત્મક
"वाळू, बुस्ट","રેતી, બસ્ટન"
परिपूर्ण वेळ,સંપૂર્ણ સમય
पूरक बँड,પૂરક બેન્ડ
पूर्ण मजला,પૂર્ણ માળ
पूर्ण सेल,સંપૂર્ણ કોષ
(गणिताचे) भरा,(ગણિતનું) ભરો
गुणांक भरा,ભરો ગુણાંક
"चित्रपट, थर","ફિલ્મ, સ્તર"
"फिल्म बेज, फिल्म बॅज","ફિલ્મ બેજ, ફિલ્મ બેજ"
चित्रपट उकळणे,ફિલ્મ ઉકળતા
स्तर गुणांक,સ્તર ગુણાંક
चित्रपट शोषक,ફિલ્મ શોષક
चित्रपट-क्रम,ફિલ્મ-સિક્વન્સ
फिल्म कूलिंग पद्धत,ફિલ્મ ઠંડક પદ્ધતિ
"टेलिफिल्म, फिल्म पिकअप","ટેલિફિલ્મ, ફિલ્મ પિકઅપ"
चित्रपट-सकारात्मक,ફિલ્મ-સકારાત્મક
चित्रपट प्रक्षेपण वाचक,ફિલ્મ પ્રોજેક્શન રીડર
चित्रपट रेकॉर्डर,ફિલ્મ રેકોર્ડર
चित्रपट प्रदर्शन,ફિલ્મ સ્ક્રીનીંગ
चित्रपट स्लाइड,ફિલ્મ સ્લાઇડ
क्षिप्रता चित्रपट,ફિલ્મ ક્ષિપ્રતા
चित्रीकरण,ફિલ્માંકન
चित्रपट मोजमाप,ફિલ્મ માપન
"फिल्टर, फिल्टर, फिल्टर (n.) फिल्टर, फिल्टर, फिल्टर (ver.)","ફિલ્ટર, ફિલ્ટર, ફિલ્ટર (n.) ફિલ્ટર, ફિલ્ટર, ફિલ્ટર (ver.)"
फिल्टर कॅपेसिटर,ફિલ્ટર કેપેસિટર
"फिल्टर रूम, गाळण्याची खोली","ફિલ્ટર રૂમ, ફિલ્ટરેશન રૂમ"
फिल्टर चोक,ફિલ્ટર ચોક
फिल्टर सर्किट,ફિલ્ટર સર્કિટ
फिल्टर क्रिस्टल,ફિલ્ટર ક્રિસ્ટલ
फिल्टर रिझोल्यूशन,ફિલ્ટર રીઝોલ્યુશન
फिल्टर गुणांक,ફિલ્ટર ગુણાંક
फिल्टर प्रतिबाधा प्रतिरोधक,ફિલ્ટર અવબાધ રેઝિસ્ટર
"फिल्टर पेपर, फिल्टर पेपर","ફિલ્ટર પેપર, ફિલ્ટર પેપર"
फिल्टर पासबँड,ફિલ્ટર પાસબેન્ડ
"फिल्टर पंप, फिल्टर पंप","ફિલ્ટર પંપ, ફિલ્ટર પંપ"
फिल्टर अणुभट्टी,ફિલ્ટર રિએક્ટર
फिल्टर विभाग,ફિલ્ટર વિભાગ
फिल्टर स्लॉट,ફિલ્ટર સ્લોટ
फिल्टर स्पेक्ट्रोफोटोमीटर,ફિલ્ટર સ્પેક્ટ્રોફોટોમીટર
फिल्टर ट्रान्समिशन बँड,ફિલ્ટર ટ્રાન્સમિશન બેન્ડ
फिल्टर केलेले रेडिएशन,ફિલ્ટર કરેલ રેડિયેશન
"गाळणे, गाळणे, गाळणे","ગાળણ, ગાળણ, ગાળણ"
मीन बाजूला अँटेना,મીન બાજુ એન્ટેના
मीन बाजूला लहरी मार्ग,મીન બાજુ તરંગ માર્ગ
"अंतिम, अंतिम","અંતિમ, અંતિમ"
अंतिम अॅम्प्लीफायर,અંતિમ એમ્પ્લીફાયર
अंतिम एनोड,અંતિમ એનોડ
शेवटची तारीख,છેલ્લી તારીખ
अंतिम शॉट,અંતિમ શોટ
अंतिम वेग,અંતિમ વેગ
अन्वेषण दुर्बिणी,સંશોધનાત્મક ટેલિસ્કોપ
"शुद्ध, बारीक, बारीक, बारीक, दाणेदार","શુદ્ધ, પાતળું, દંડ, દંડ, દાણાદાર"
सूक्ष्म समायोजन,સૂક્ષ્મ ગોઠવણ
मायक्रोपिग्मेंटेशन भेद,માઇક્રોપિગમેન્ટેશન ભેદ
मायक्रोस्ट्रक्चर,માઇક્રોસ્ટ્રક્ચર
सूक्ष्म नियंत्रण घटक,સૂક્ષ્મ નિયંત્રણ તત્વ
सूक्ष्म फिल्टर,માઇક્રો ફિલ્ટર
बारीक कण,બારીક કણો
सूक्ष्म स्कॅनिंग,માઇક્રોસ્કોપિક સ્કેનિંગ
मऊ शिलाई,નરમ ટાંકો
सूक्ष्म लॅमिनेशन,માઇક્રો લેમિનેશન
सुरेख रचना,સરસ માળખું
मायक्रोस्ट्रक्चर,માઇક્રોસ્ટ્રક્ચર
मायक्रोस्ट्रक्चर सिद्धांत,માઇક્રોસ્ટ્રક્ચર સિદ્ધાંત
फाइन ट्यूनिंग नियंत्रण,ફાઇન ટ્યુનિંગ નિયંત્રણ
सूक्ष्म विभाजित,માઇક્રો વિભાજિત
"मर्यादित, संपुष्टात येणारे, शून्य नसलेले","મર્યાદિત, સમાપ્તિ, બિન-શૂન્ય"
मर्यादित ध्वनिक मोठेपणा समीकरण,મર્યાદિત એકોસ્ટિક કંપનવિસ્તાર સમીકરણ
मर्यादित चालकता,મર્યાદિત વાહકતા
मर्यादित संरचनात्मक समीकरण,મર્યાદિત માળખાકીય સમીકરણ
मर्यादित सुधारणा,મર્યાદિત સુધારો
मर्यादित विस्तार,મર્યાદિત વિસ્તરણ
मर्यादित क्षेत्र,મર્યાદિત ક્ષેત્ર
मर्यादित स्वरूप,મર્યાદિત સ્વરૂપ
मर्यादित उडी,મર્યાદિત કૂદકો
मर्यादित माप,મર્યાદિત માપ
मर्यादित संख्या,મર્યાદિત સંખ્યા
मर्यादित दोलन,મર્યાદિત ઓસિલેશન
मर्यादित अपूर्णांक,મર્યાદિત અપૂર્ણાંક
मर्यादित विमान लहर,મર્યાદિત વિમાન તરંગ
मर्यादित दर,મર્યાદિત દર
मर्यादित रोटेशन,મર્યાદિત પરિભ્રમણ
tat श्रेणी,tat શ્રેણી
मर्यादित जागा खंड,મર્યાદિત જગ્યા વોલ્યુમ
"मर्यादित लोकसंख्या, मर्यादित जग","મર્યાદિત વસ્તી, મર્યાદિત વિશ્વ"
मर्यादित वेग,મર્યાદિત વેગ
मर्यादित खंड,મર્યાદિત વોલ્યુમ
फिनसेन,ફિન્સેન
आगीचा इशारा,આગ ચેતવણી
तेजस्वी उल्का,તેજસ્વી ઉલ્કા
"फायर इंजिन, फायर इंजिन","ફાયર એન્જિન, ફાયર એન્જિન"
अग्नीरोधक,અગ્નિશામક
"आग करणे, जाळणे, जाळणे","આગ લગાડવી, બાળવું, બાળવું"
"फायरिंग अँगल, गेट अँगल","ફાયરિંગ એંગલ, ગેટ એંગલ"
प्रज्वलन क्षमता,ઇગ્નીશન સંભવિત
आग वेळ,આગ સમય
पहिला एनोड,પ્રથમ એનોડ
प्रथम श्रेणी प्रवाह,પ્રથમ વર્ગ પ્રવાહ
प्रथम फ्रेनल झोन,પ્રથમ ફ્રેનલ ઝોન
प्रथम प्रसारण,પ્રથમ ટ્રાન્સમિશન
प्रथम श्रेणी,પ્રથમ ગ્રેડ
प्रथम ऑर्डर अभिव्यक्ती,પ્રથમ ઓર્ડર અભિવ્યક્તિ
प्रथम ऑर्डर जनरेटर,પ્રથમ ઓર્ડર જનરેટર
"लीव्हरचा पहिला प्रकार, लीव्हरचा पहिला प्रकार","પ્રથમ પ્રકારનું લીવર, પ્રથમ પ્રકારનું લીવર"
प्रथम ऑर्डरचे प्रमाण,પ્રથમ ઓર્ડર જથ્થો
प्रथम पदवी अडथळा,પ્રથમ ડિગ્રી વિક્ષેપ
प्रथम ऑर्डर प्रतिक्रिया,પ્રથમ ઓર્ડર પ્રતિક્રિયા
प्रथम ऑर्डर स्पेक्ट्रम,પ્રથમ ઓર્ડર સ્પેક્ટ્રમ
मोनोलिथिक तत्त्व,મોનોલિથિક સિદ્ધાંત
प्रथम ओव्हरटोन,પ્રથમ ઓવરટોન
पहिला ओव्हरटोन बँड,પ્રથમ ઓવરટોન બેન્ડ
प्रथम उल्लंघन,પ્રથમ ઉલ્લંઘન
मूलभूत नियम,મૂળભૂત નિયમો
आगमनाचा मूलभूत नियम,આગમનનો મૂળભૂત કાયદો
प्रथम क्वांटम निर्बंध,પ્રથમ ક્વોન્ટમ પ્રતિબંધ
प्रथम प्रतिबिंब,પ્રથમ પ્રતિબિંબ
सामान्य आवाज,સામાન્ય અવાજ
प्रथम पुली प्रणाली,પ્રથમ ગરગડી સિસ્ટમ
ख्रिसमस ट्री अँटेना,ક્રિસમસ ટ્રી એન્ટેના
माशाची शेपटी,માછલીની પૂંછડી
फिश टेल अँटेना,માછલીની પૂંછડી એન્ટેના
"विखंडन, विखंडन","વિખંડન, વિખંડન"
विखंडन,વિખંડન
विखंडन,ફ્રેગમેન્ટેશન
विखंडन अडथळा,વિભાજન અવરોધ
विखंडन बॉम्ब,ફિશન બોમ્બ
विखंडन कक्ष,ફ્રેગમેન્ટેશન ચેમ્બર
"विखंडन चॅनेल, विखंडन प्रणाली","ફિશન ચેનલ, ફિશન સિસ્ટમ"
विखंडन काउंटर,ફ્રેગમેન્ટેશન કાઉન્ટર
विखंडन क्रॉस सेक्शन,ફ્રેગમેન્ટેશન ક્રોસ સેક્શન
विखंडन तुकडा,ફ્રેગમેન્ટેશન ફ્રેગમેન્ટ
फिशन फ्यूजन-फिशन बॉम्ब,ફિશન ફ્યુઝન-ફિશન બોમ્બ
विखंडन उत्पादन,વિભાજન ઉત્પાદન
विखंडन दर,વિભાજન દર
विखंडन अणुभट्टी,ફિશન રિએક્ટર
विखंडन स्पेक्ट्रम,વિભાજન સ્પેક્ટ્રમ
"फिशन स्पाइक, फिशन प्रास","ફિશન સ્પાઇક, ફિશન પ્રાસ"
विखंडन लाभ,ફ્રેગમેન્ટેશન ગેઇન
विखंडन उत्पन्न वक्र,ફ્રેગમેન્ટેશન ઉપજ વળાંક
विखंडन,વિખંડન
विखंडनयोग्य वितरण,વિભાજનયોગ્ય વિતરણ
खंडित,ખંડિત
"मिसळा, समायोजित करा","ભળવું, ગોઠવવું"
वक्र समायोजन,વળાંક ગોઠવણ
फिट्झगेराल्ड आकुंचन,ફિટ્ઝગેરાલ્ડ સંકોચન
फिट्झगेराल्ड गुणक,ફિટ્ઝગેરાલ્ડ ગુણક
पंचकोनी प्रणाली,પંચકોણીય સિસ્ટમ
पंच इलेक्ट्रोड ट्यूब,પંચ ઇલેક્ટ્રોડ ટ્યુબ
पाच अक्ष सममिती,પાંચ અક્ષ સપ્રમાણતા
पंचधा अपभ्रंश,પંચધા અપભ્રષ્ટ
पंचकोनी रोटेशनल सममिती,પંચકોણીય રોટેશનલ સપ્રમાણતા
"पोझिशनिंग, फिक्सिंग, स्थिरीकरण","સ્થિતિ, ફિક્સિંગ, સ્થિરીકરણ"
"फिक्सेशन, फिक्सेशन, टार्गेट बाइंडिंग, फिक्सेशन","ફિક્સેશન, ફિક્સેશન, લક્ષ્ય બંધન, ફિક્સેશન"
"संयुक्त, संयुक्त, निश्चित, निश्चित, स्थिर, अस्थिर, बंधनकारक","સંયોજન, સંયુક્ત, નિશ્ચિત, નિશ્ચિત, નિશ્ચિત, બિન-અસ્થિર, બંધાયેલ"
स्थिर अँटेना,સ્થિર એન્ટેના
स्थिर तटबंदीचे मॉडेल,સ્થિર રેમ્પાર્ટ મોડેલ
निश्चित सीमा,નિશ્ચિત સીમા
योग्य गांभीर्य निवडा,યોગ્ય ગંભીરતા પસંદ કરો
स्थिर अनुनाद,સ્થિર પડઘો
बद्ध अंत,બંધાયેલ અંત
बाँड दंड,બોન્ડ દંડ
स्थिर आवरण,સ્થિર કવર
निश्चित त्रुटी,નિશ્ચિત ભૂલ
निश्चित क्षेत्र,નિશ્ચિત વિસ્તાર
निश्चित फील्ड प्रवेगक,નિશ્ચિત ક્ષેત્ર પ્રવેગક
स्थिर फोकस लेन्स,નિશ્ચિત ફોકસ લેન્સ
निश्चित प्रेरक,નિશ્ચિત પ્રેરક
मध्यांतर अंदाज,અંતરાલની આગાહી
स्थिर प्रकाश,સ્થિર પ્રકાશ
स्थिर क्षण,સ્થિર ક્ષણ
निश्चित धारक,સ્થિર ધારક
स्थिरबिंदू,નિશ્ચિત બિંદુ
निश्चित तापमान,નિશ્ચિત તાપમાન
अनुसूचित प्रोग्राम करण्यायोग्य संगणक,સુનિશ્ચિત પ્રોગ્રામેબલ કમ્પ્યુટર
"निश्चित पुली, निश्चित पुली","નિશ્ચિત ગરગડી, નિશ્ચિત ગરગડી"
निश्चित अंतर प्रतीक जनरेटर,નિશ્ચિત અંતર પ્રતીક જનરેટર
व्हेरिएबल रेझिस्टर,ચલ રેઝિસ્ટર
निश्चित स्क्रीनिंग,નિશ્ચિત સ્ક્રીનીંગ
निश्चित स्पार्किंग अंतराल,નિશ્ચિત સ્પાર્કિંગ અંતરાલ
स्थिर स्थिती,સ્થિર સ્થિતિ
"निश्चित मुदत, निश्चित मुदत","નિશ્ચિત મુદત, નિયત મુદત"
स्थिर चालू ट्रान्समिशन,સ્થિર ચાલી રહેલ ટ્રાન્સમિશન
स्थिर लूप,સ્થિર લૂપ
निश्चित शब्दसंग्रह,નિશ્ચિત શબ્દભંડોળ
"स्थिरीकरण, स्थिती निश्चित करणे","સ્થિરીકરણ, સ્થિતિ ફિક્સેશન"
निश्चित तापमान,નિશ્ચિત તાપમાન
फिझो इंटरफेरोमीटर,ફિઝો ઇન્ટરફેરોમીટર
फिझोचा वापर,ફિઝોનો ઉપયોગ
लेन्स कव्हर,લેન્સ કવર
ध्वज चित्र,ધ્વજ ચિત્ર
चाचणी ओळ,પરીક્ષણ રેખા
फ्लॅग व्हिप अँटेना,ફ્લેગ વ્હિપ એન્ટેના
ज्योत,જ્યોત
ज्वाला विझवण्याचे यंत्र,જ્યોત ઓલવવાનું સાધન
ज्योत क्षीणन,જ્યોત એટેન્યુએશન
फ्लेम एमिशन स्पेक्ट्रोस्कोपी फ्लेम एमिशन स्पेक्ट्रोमेट्री निरीक्षण,ફ્લેમ એમિશન સ્પેક્ટ્રોસ્કોપી ફ્લેમ એમિશન સ્પેક્ટ્રોમેટ્રી ઓબ્ઝર્વેશન
ज्योत उत्तेजना,જ્યોત ઉત્તેજના
ज्वाला लेसर,જ્યોત લેસર
प्रवेगक ज्वलन,ત્વરિત કમ્બશન
फ्लेम फोटोमीटर पद्धत,જ્યોત ફોટોમીટર પદ્ધતિ
फ्लेम फोटोमीटर,જ્યોત ફોટોમીટર
फ्लेम फोटोमीटर पद्धत,જ્યોત ફોટોમીટર પદ્ધતિ
फ्लेम फोटोमेट्रिक विश्लेषण,જ્યોત ફોટોમેટ્રિક વિશ્લેષણ
ज्योत फोटोमेट्री,જ્યોત ફોટોમેટ્રી
फ्लेम स्पेक्ट्रोमीटर फोटोमीटर,જ્યોત સ્પેક્ટ્રોમીટર ફોટોમીટર
ज्वाला स्पेक्ट्रम,જ્યોત સ્પેક્ટ્રમ
ज्वलनशीलता,જ્વલનશીલતા
फडफड attenuator,ફ્લૅપ એટેન્યુએટર
झडप झडप,વાલ્વ વાલ્વ
कंट्रोलर खेचणे,નિયંત્રક ખેંચો
"हॉर्न एंगल, डायव्हर्जन एंगल","હોર્ન એંગલ, ડાયવર્જન્સ એંગલ"
भिन्न हॉर्न,અલગ અલગ હોર્ન
भिन्नता,વિચલન
रोषणाईची जागा,રોશની સ્થળ
sansfur तारा,sansfur તારો
भिन्न रेडिएटिव्ह विभाजक,ડાયવર્જન્ટ રેડિયેટિવ વિભાજક
भिन्न घसा,ભિન્ન ગળું
"स्वत: फुगणारा, हॉर्न","સ્વ-ફુલાવતું, હોર્ન"
"फ्लॅश, फडफड, फ्लॅश, लय","ફ્લેશ, ફ્લટર, ફ્લેશ, લય"
चमकणारा चाप,ફ્લેશિંગ ચાપ
व्यस्त क्षमता,વ્યસ્ત સંભવિત
बबल चेंबर,બબલ ચેમ્બર
attenuator,એટેન્યુએટર
थुंकणे उपकरणे,સ્પુટર સાધનો
प्रदीपन समन्वय,રોશની કોઓર્ડિનેટ્સ
चमकणारा आकार,ચમકતો આકાર
Sfur फिल्म एकाग्रता,Sfur ફિલ્મ ધ્યાન કેન્દ્રિત
फ्लॅश दिवा,ફ્લેશ લેમ્પ
फॉस्फर चुंबकीकरण,ફોસ્ફર ચુંબકીયકરણ
वीज,વીજળી
फ्लॅश फोटोग्राफी,ફ્લેશ ફોટોગ્રાફી
ठिणगी,સ્પાર્ક
"फ्लॅश रिज, फ्लॅश रिज","ફ્લેશ રિજ, ફ્લેશ રિજ"
फ्लोरोसेन्स स्पेक्ट्रोस्कोपी; फ्लोरोसेन्स स्पेक्ट्रम निरीक्षण,ફ્લોરોસેન્સ સ્પેક્ટ્રોસ્કોપી; ફ્લોરોસેન્સ સ્પેક્ટ્રમ અવલોકન
फ्लूरोसेन्स स्पेक्ट्रम,ફ્લોરોસેન્સ સ્પેક્ટ્રમ
फायर ट्यूब,ફાયર ટ્યુબ
फ्लॅश एक्स-रे ट्यूब,ફ્લેશ એક્સ-રે ટ્યુબ
भ्रम,ભ્રામકતા
"इग्निशन, ग्लास कोटिंग","ઇગ્નીશન, ગ્લાસ કોટિંગ"
चमकणे,ચમકવું
फ्लॅश बीकन,ફ્લેશ બીકન
अग्निमापक,અગ્નિ માપક
तेजस्वी विसर्जन,સ્પાર્કલ નિમજ્જન
फ्लॅश डिस्चार्ज व्होल्टेज,ફ્લેશ ડિસ્ચાર્જ વોલ્ટેજ
"सपाट, सपाट सपाट (v.) साधा, समस्थानिक (सं.)","સપાટ, સપાટ સપાટ (વિ.) સાદો, આઇસોટોપ (સં.)"
सपाट एरोफाइल,ફ્લેટ એરોફિલ
"सपाट कोन, सरळ कोन","સપાટ કોણ, સીધો કોણ"
सपाट कनेक्शन,સપાટ જોડાણ
सपाट वाळू,સપાટ રેતી
सपाट रेषा,સપાટ રેખા
फ्लॅट लाउडस्पीकर,ફ્લેટ લાઉડસ્પીકર
मऊ टोन,નરમ સ્વર
सपाट चित्र,સપાટ ચિત્ર
"चिपित रामर, चिपित मुद्गर","ચિપિત રેમર, ચિપિત મુદ્ગર"
"एकसमान प्रतिसाद, सपाट प्रतिसाद","યુનિફોર્મ રિસ્પોન્સ, ફ્લેટ રિસ્પોન્સ"
कालावधी,સમયગાળો
सपाट फिरकी,સપાટ સ્પિન
सपाट पॅरासोनिक एरोफॉइल,ફ્લેટ પેરાસોનિક એરોફોઇલ
"सपाट पृष्ठ, सपाट पृष्ठ","સપાટ પાનું, સપાટ પાનું"
फ्लॅट टॉप अँटेना,ફ્લેટ ટોપ એન્ટેના
फ्लॅट टॉप प्रतिसाद,ફ્લેટ ટોપ પ્રતિસાદ
सपाट मार्ग,સપાટ માર્ગ
सपाट ट्यूनिंग,ફ્લેટ ટ્યુનિંગ
"सपाटपणा, तटस्थता","સપાટતા, તટસ્થતા"
सपाटपणा घटक,સપાટતા પરિબળ
सर्वात सपाट स्लाइड,સૌથી સપાટ સ્લાઇડ
चव,સ્વાદ
फ्लेमिंग झडप,ફ્લેમિંગ વાલ્વ
"लवचिक, लवचिक","લવચીક, લવચીક"
लवचिक कॉर्ड,લવચીક દોરી
लवचिक जोडणी,લવચીક જોડાણ
कमी रेणू,નીચા પરમાણુ
लवचिक प्रतिरोधक,લવચીક રેઝિસ્ટર
लवचिक निलंबन,લવચીક સસ્પેન્શન
लवचिक तरंग मार्ग,લવચીક તરંગ પાથ
फ्लेक्सोमीटर,ફ્લેક્સોમીટર
लवचिक प्रतिकार,નમ્ર પ્રતિકાર
जाणूनबुजून चिकाटी,ઇરાદાપૂર્વકની દ્રઢતા
विश्रांतिगृह,લેઝર સેન્ટર
आराम मोड,લેઝર મોડ
"वायवीय मॉड्यूलस, वायवीय गुणांक","ન્યુમેટિક મોડ્યુલસ, ન્યુમેટિક ગુણાંક"
जाणूनबुजून चिकाटी,ઇરાદાપૂર્વકની દ્રઢતા
आमेन शक्ती,આમીન શક્તિ
उत्सर्जन लहर,ઉત્સર્જન તરંગ
आमेन तत्त्व,આમેન સિદ્ધાંત
फडफड,ફફડાટ
फडफड प्रभाव,ફ્લટર અસર
फडफड आवाज,ફફડાટનો અવાજ
फ्लटर फोटोमीटर,ફ્લટર ફોટોમીટર
"उड्डाण, विमानचालन","ફ્લાઇટ, ઉડ્ડયન"
फ्लाइट डिझाइन फ्लाइट डिझाइन,ફ્લાઇટ ડિઝાઇન ફ્લાઇટ ડિઝાઇન
विमानचालन उंची,ઉડ્ડયન ઊંચાઈ
उड्डाण मार्ग,ફ્લાઇટ પાથ
उड्डाण नमुना,ફ્લાઇટ પેટર્ન
उड्डाण गती,ફ્લાઇટ ઝડપ
उड्डाण वेळ,ફ્લાઇટનો સમય
विमानचालन मार्ग,ઉડ્ડયન માર્ગ
फ्लाइट मॉडेल,ફ્લાઇટ મોડેલ
उड्डाणाचा वेग,ફ્લાઇટ વેગ
उड्डाण मार्ग संगणक,ફ્લાઇટ પાથ કમ્પ્યુટર
उड्डाण मार्ग विचलन सूचक,ફ્લાઇટ પાથ વિચલન સૂચક
फ्लाइट मॉडेल,ફ્લાઇટ મોડેલ
चकमक काच,ચકમક કાચ
टर्न की तंत्र,ટર્ન કી તકનીક
फ्लिप चिप,ફ્લિપ ચિપ
उलट कॉइल,વિપરીત કોઇલ
"इनव्हर्टेड सर्किट, फ्लिप फ्लॉप सर्किट","ઊંધી સર્કિટ, ફ્લિપ ફ્લોપ સર્કિટ"
"उत्क्रांती प्रक्रिया, उमक्लाप प्रक्रिया","ઉત્ક્રાંતિ પ્રક્રિયા, ઉમક્લેપ પ્રક્રિયા"
फ्लोट ऑपरेटेड इंडिकेटर,ફ્લોટ સંચાલિત સૂચક
फ्लोटेशन स्विच,ફ્લોટેશન સ્વીચ
फ्लोट झडप,ફ્લોટ વાલ્વ
फ्लोट चिकटपणा,ફ્લોટ સ્નિગ્ધતા
फ्लोटेशन,ફ્લોટેશન
फ्लोटेशन विश्लेषण,ફ્લોટેશન વિશ્લેષણ
शेड्युलिंग क्रिया,સુનિશ્ચિત ક્રિયા
परिवर्तनीय पत्ता,કન્વર્ટિબલ સરનામું
"पूरक बॅटरी, फ्लोटिंग पोटेंशियल बॅटरी","પૂરક બેટરી, ફ્લોટિંગ પોટેન્શિયલ બેટરી"
तरंगणारे शरीर,તરતું શરીર
