Gujarati,Bengali
કલેક્ટર પ્રવાહ,সংগ্রাহক বর্তমান
આધાર વાહકતા,বেস কন্ডাক্টেন্সে সংগ্রাহক
કલેક્ટક-આધાર-જંકશન,সংগ্রাহক-বেস জংশন
રંગ,রঙ
રંગીન વિશ્લેષક,রঙ বিশ্লেষক
રંગ,রঙ ভারসাম্য
રંગમાટ,রঙ ফেটে
રંગસંધ,রঙ চার্ট
સંયોજન,রঙ সংমিশ্রণ
રંગસંધ,রঙ ধ্রুবক
રંગ નિયંત્રણ (ક્રોમ નિયંત્રણ),রঙ নিয়ন্ত্রণ (ক্রোম নিয়ন্ত্রণ)
રંગબદ,রঙ গভীরতা
રંગીન થાક,রঙ ক্লান্তি
રંગસંધ,রঙ ফিল্টার
કલર કિલર,রঙিন কিলার সার্কিট
રંગસંધ,রঙিন কাইনেসপ
કલર,রঙ মিশ্রণ
દાણા,রঙিন প্যাটার্ন
રંગ -ધારે તે,রঙ উপলব্ধি
રંગીન ચિત્ર,রঙিন চিত্রের স্ক্রিন
રંગભૂમિ,রঙ স্থান
રંગબેરંગી,রঙ সাবকারিয়ার
રંગ તાપમાન,রঙের তাপমাত্রা
રંગ -પ્રસારણ,রঙ সংক্রমণ
રંગીન નળી,রঙ টিউব
રંગ,রঙিন
રંગહીન,বর্ণহীন
સંયોજન,সংমিশ্রণ
વારાફરતી,কম্বাইনার
સંયોજન પ્રક્રિયા,সংমিশ্রণ প্রক্রিয়া
દહન,দহন
આદેશ આપવો,কমান্ড
પ્રારંભ,শুরু
વેપારી પ્રસારણ,বাণিজ্যিক সম্প্রচার
વાણિજ્ય ટેલિવિઝન,বাণিজ্যিক টেলিভিশন
સામાન્ય કલેકટર સર્કિટ,সাধারণ সংগ্রাহক সার্কিট
વાતચીત,যোগাযোগ
સંચાર ઉપગ્રહ,যোগাযোগ স্যাটেলাইট
સાર્વજનિક રેડિયો કેન્દ્ર,সম্প্রদায় রেডিও কেন্দ্র
સામુદાયિક રેડિયો સ્ટેશન,সম্প্রদায় রেডিও স্টেশন
કોમ્પેક્ટ ડિસ્ક (સીડી),কমপ্যাক্ট ডিস্ক (সিডি)
કોમ્પેક્ટ ડિસ્ક ખેલાડી,কমপ্যাক্ট ডিস্ক প্লেয়ার
સાન્ત્વન,সামরিক
સરખામણી,তুলনা করা
સુસંગતતા,সামঞ্জস্যতা
સુસંગત,উপযুক্ত
સંકલન કરનાર,সংকলক
પૂરક,পরিপূরক
પૂરક ટ્રાંસિસ્ટર,পরিপূরক ট্রানজিস্টর
સંકુલ,জটিল তরঙ্গ
ઘટક,উপাদান
સંયુક્ત,সংমিশ্রণ
સંયુક્ત,যৌগিক সার্কিট
સંયુક્ત ડિજિટલ,যৌগিক ডিজিটাল
સંયુક્ત રેડિયો આવર્તન સંકેત,যৌগিক রেডিও ফ্রিকোয়েন্সি সিগন্যাল
સંયુક્ત સંકેત,যৌগিক সংকেত
સંયુક્ત વિડિઓ,যৌগিক ভিডিও
સંયુક્ત વિડિઓ સિગ્નલ,যৌগিক ভিডিও সংকেত
-નું જોડાણ,গঠন
સંકુચિત ડેટા,সংকুচিত ডেটা
સંકુચિત ડિજિટાઇઝ્ડ વિડિઓ,সংকুচিত ডিজিটাইজড ভিডিও
સંકુચિત વિડિઓ,সংকুচিত ভিডিও
સંકોચન,সঙ্কোচন
સંકોચન કલા,সংক্ষেপণ শিল্পকর্ম
સંકોચન,সংকোচনের ঝুঁকি
સંકોચનની તકનીક,সংক্ষেপণ কৌশল
સંકુચિત,সংক্ষেপক
ગણતરી,গণনা
કોમ્પ્યુટર,কম্পিউটার
કમ્પ્યુટર આધારિત મલ્ટિમીડિયા,কম্পিউটার ভিত্তিক মাল্টিমিডিয়া
કોમ્પ્યુટર પ્રોગ્રામીંગ,কম্পিউটার প্রোগ্রামিং
કમ્પ્યુટર પ્રૌદ્યોગિકી,কম্পিউটার প্রযুক্তি
અંતરાલ,অবতল লেন্স
અંતરીલ અરીસો,অবতল আয়না
છુપાવવું તે,গোপন
કેન્દ્રિત,কেন্দ্রীভূত
એકાગ્રતા,একাগ্রতা
કેન્દ્રિત લેન્સ,কেন্দ্রীভূত লেন্স
કન્ડેન્સર માઇક્રોફોન,কনডেনসার মাইক্রোফোন
સંતુલનની શરત,ভারসাম্য শর্ত
ઉધાર,চালনা
વહન પ્રવાહ,পরিবাহিতা বর্তমান
વાહકતા,পরিবাহিতা
વ્યવસ્થાપક,কন্ডাক্টর
ગોઠવણી,কনফিগারেশন
જોડાણ,সংযোগ
જોડાણ,সংযোগ
સંલગ્ન,সংযোগকারী
સુસંગતતા,ধারাবাহিকতা
એક સ્થિરતાપૂર્વક,ধারাবাহিকভাবে
ને આશ્વાસન આપવું,কনসোল
સતત,ধ্রুবক
સતત કંપનવિસ્તાર,ধ্রুবক প্রশস্ততা
માઇક્રોફોનનો સંપર્ક કરો,মাইক্রোফোনের সাথে যোগাযোগ করুন
કન્ટેન ફોર્મેટ,ধারক ফর্ম্যাট
દૂષણ,দূষণ
સંતુષ્ટ,বিষয়বস্তু
સંલગ્ન,সংলগ্ন
સતતપણું,ধারাবাহিকতা
સાતત્ય કેન્દ્ર,ধারাবাহিকতা বুথ
સાતત્ય knાંકણ,ধারাবাহিকতা গিঁট
સતત,একটানা
સતત ચાપ,অবিচ্ছিন্ন চাপ
સતત તરંગ,অবিচ্ছিন্ন তরঙ্গ
સમોચ્ચ રેખા,কনট্যুর লাইন
સમોચ્ચ યોજના,কনট্যুর পরিকল্পনা
કરાર,চুক্তি
સંકોચન,সংকোচন
વિપરીત ગુણોત્તર,বৈপরীত্য অনুপাত
નિયંત્રણ વર્તુળ,নিয়ন্ত্রণ বর্তনী
નિયંત્રણ વીજળી,বৈদ্যুতিন নিয়ন্ত্রণ করুন
અંકુશ,নিয়ন্ত্রণ সরঞ্জাম
નિયંત્રણ ગ્રીસ,গ্রিড নিয়ন্ত্রণ করুন
નિયંત્રણ રેખા,নিয়ন্ত্রণ লাইন
કંટ્રોલ પેનલ,নিয়ন্ত্রণ প্যানেল
નિયંત્રણ કક્ષ,নিয়ন্ত্রণ কক্ষ
અંકુશ,নিয়ন্ত্রণ টেবিল
નિયંત્રણ ટાવર,নিয়ন্ত্রণ টাওয়ার
નિયંત્રક,নিয়ামক
એકતરફી,রূপান্তর
એકતરતી લેન્સ,কনভারজেন্ট লেন্স
રૂપાંતર કરનાર,রূপান্তরকারী
બહિર્મુખ લેન્સ,উত্তল লেন্স
માર્ગ,সমঝোতা
સંકટ,কনভোলিউশন কোডড
મરણોત્તર,কনভোলিউশনাল ইন্টারলিভ
મંતવ્ય,কনভোলিউশনাল ইন্টারলিভিং
કૂકી,কুকি
કૂકીટર,কুকিয়ার
કોપરો,Coprocessor
દોરી,কর্ড
કોથળી,করোনা
કોરોના -વિસર્જન,করোনার স্রাব
સંબંધ,পারস্পরিক সম্পর্ক
કોસિન ઘટક,কোসাইন উপাদান
કોસિન તરંગ,কোসাইন ওয়েভ
બ્રહ્માંડિક અવાજ,মহাজাগতিক শব্দ
કાઉન્ટર,কাউন্টার
પ્રતિવિશેષ,ঘড়ির কাঁটার বিপরীতে
જોડીદાર,কাপলার
જોડાણ,কাপলিং
જોડાણ કરનાર,কাপলিং কনডেনসার
જોડાણ નેટવર્ક,কাপলিং নেটওয়ার্ক
સંલગ્ન પ્રતિકાર,কাপলিং প্রতিরোধের
સહ સંયોજક બંધન,সমযোজী বন্ধন
કવરેજ,কভারেজ
ભડકો,ক্র্যাশ
વિવેચક,সমালোচনামূলক ব্যান্ড
નિર્ણાયક શરત,গুরুতর অবস্থায়
વિવેચક,সমালোচনামূলক কাপলিং
વિવેચક આવર્તન,সমালোচনামূলক ফ্রিকোয়েন্সি
નિર્ણાયક પરિમાણ,সমালোচনামূলক প্যারামিটার
મગરો,কুমির ক্লিপ
ફાલ,ক্রস বিবর্ণ
Crossલટ -મોડ્યુલેશન,ক্রস মড্যুলেশন
આતુરતા,ক্রস টক
ક્રોસફેક,ক্রসফ্যাড
ભંડાર,ক্রিপ্টোগ্রাফি
ક્રિસ્ટલ,স্ফটিক
ક્રિસ્ટલ ફિલ્ટર,স্ফটিক ফিল্টার
સંકેત,কিউ
કયડ -નિશાન,কিউ চিহ্ন
ક્વોરી ઉપકરણ,কিউইং ডিভাইস
પ્રવાહ,বর্তমান ড্রেন
વર્તમાન મીટર,বর্তমান মিটার
વર્તમાન ટ્રાન્સફોર્મર,বর্তমান ট্রান্সফরমার
શબ,কার্সার
વળાંક,বক্ররেখা
આવર્તન બંધ કરવું,ফ্রিকোয়েন্সি কেটে ফেলুন
કટર,কাটার
કોયરો,সাইবার ক্যাফে
સાયબર સુરક્ષા,সাইবার নিরাপত্তা
કોયરાની જગ્યા,সাইবার স্পেস
ચક્ર,সাইকেল
સાધનસંપત્તિ,চক্রীয়
ડીસી. ઘટક,ডিসি উপাদান
ડીસી. પ્લેટની વીજળી,ডিসি প্লেট পাওয়ার
ડીસી. પુન: સ્થાપન,ডিসি পুন: প্রতিষ্ঠা
વિધ્વંસ,ড্যাম্পার ডায়োড
ભીનાશ,স্যাঁতসেঁতে
અંધારું,অন্ধকার
માહિતી,ডেটা
માહિતી પ્રસારણ,ডেটা সম্প্রচার
આધારપ્રણી,তথ্য সংকোচন
માહિતી શારકામ,ডেটা ড্রিলিং
આધાર -એન્ક્રિપ્શન,তথ্য এনক্রিপশন
આધારપત્રક,আমার স্নাতকের
આધાર -નિયંત્રણ,ডেটা হ্যান্ডলিং
માહિતી ખાણકામ,ডেটা মাইনিং
આંકડા,তথ্য প্রক্রিয়াজাতকরণ
ડેટા પ્રોસેસર,ডাটা প্রসেসর
ડેટા ઘટાડ્યો બીટ સિસ્ટમ,ডেটা হ্রাস বিট সিস্টেম
માહિતી સેવા,তথ্য সেবা
આધાર સામગ્રી,তথ্য তালিকা
માહિતી સંગ્રાહક,তথ্য ভান্ডার
આંકડા,তথ্য প্রবাহ
આંકડાકીય પરિવર્તન,ডেটা রূপান্তর
આંકડા,ডেটা ট্রান্সমিশন
ડેટાબેઝ,তথ্যশালা
ઓળખપત્ર,ডেটাকাস্টিং
ડબ્બા,ডেটাগ্রাম
ડી.બી. મીટર,ডিবি মিটার
મડાગાંઠ,মৃত বায়ু
મૃત શોર્ટ સર્કિટ,মৃত শর্ট সার্কিট
મૃત સ્થળ,ডেড স্পট
મડાગાંઠ,অচলাবস্থা
ડીબગ કાર્યક્રમ,ডিবাগ প্রোগ্রাম
ઉઘાડું,ডিবাগিং
અવાજનો સડો,শব্দ ক্ষয়
ડેસિબેલ (ડીબી),ডেসিবেল (ডিবি)
દશાંશ,দশমিক
દશાંશ સંહિતા,দশমিক কোড
દશાંશ,দশমিক অঙ্ক
સ્પષ્ટીકરણ,ডেসিফারিং
ડીકોડર,ডিকোডার
ડીકોડિંગ,ডিকোডিং
ડિજિટલ ટ્રાન્સમિશનમાં ડીકોડિંગ,ডিজিটাল সংক্রমণে ডিকোডিং
વિઘટન,ডিকম্প্রেশন
શોક,ডিকোপলিং
ડિક્યુપલિંગ સર્કિટ,ডিকোপলিং সার্কিট
ડિક્યુપલિંગ નેટવર્ક,ডিকোপলিং নেটওয়ার্ক
ડિક્રિપેશન,ডিক্রিপশন
સમર્પિત રેખા,ডেডিকেটেড লাইন
દાદર,ডি-এমবেডিং
દહન,ডি-জোর
ચૂક,ডিফল্ট
ગુણવત્તામાં ખામી,গুণমান ত্রুটি
ખામીયુક્ત,ত্রুটিযুক্ত
ખામીયુક્ત એકમ,ত্রুটিযুক্ত ইউনিট
વ્યાખ્યા,সংজ্ঞা
સુશોભન,ডিফ্লেশন
શૃય,বিকৃতি
અવકાશ,ডিফ্র্যাগমেন্টেশন
કોઇલ,ডি-গাউসিং কয়েল
પ્રમાણ,ডিগ্রি
દખલ,ডি-ইন্টারলিভার
વિલંબ -રેખા,বিলম্ব লাইন
વિલંબ સમય,বিলম্ব সময়
વિલંબિત ફ્રેમ મેમરી,বিলম্বিত ফ্রেম মেমরি
વિલંબિત સ્કેનીંગ,বিলম্বিত স্ক্যানিং
વિલંબિત સુમેળ સંકેત,বিলম্বিত সিঙ্ক্রোনাইজেশন সংকেত
ડિલિવરી,বিতরণ
વિતરણ પદ્ધતિ,বিতরণ ব্যবস্থাপনা
નશાખોરી,ডিমোডুলেশন
નામંજૂર કરનાર કાર્ડ,ডেমোডুলেটর কার্ড
બેભાન વ્યક્તિ,ডেমাল্টিপ্লেক্সার
ક્ષેત્રની .ંડાઈ,মাঠের গভীরতা
ઉતરતું,অবতরণ
નિયમાની વિશિષ્ટતા,নকশার সবিস্তার বিবরণী
ડેસ્કટ .પ,ডেস্কটপ
તપાસ -ઉત્પાદન,ডিটেক্টর আউটপুট
વિચલનો,বিচ্যুতি
સાધન,যন্ত্র
ઉપકારની ચાલક,ডিভাইস ড্রাইভার
રોગનિવાર,কারণ নির্ণয়
ચિત્ર,চিত্র
સંવાદ ટ્રેક,ডায়ালগ ট্র্যাক
વ્યતાના,ব্যাস মোড
હીરાની સ્ટાઇલસ,ডায়মন্ড স্টাইলাস
પાટા,ডায়াফ্রাম
ડાયફ્ર ra મેટિક શોષક,ডায়াফ্রাম্যাটিক শোষণকারী
અલગ -અલગ વાત,ডাইচোটিক শ্রবণ
શિખાઉ,ডাইলেট্রিক
ડાઇલેક્ટ્રિક બ્રેક- ડાઉન,ডাইলেট্রিক ব্রেক- ডাউন
ડાઇલેક્ટ્રિક નુકસાન,ডাইলেট্রিক ক্ষতি
તફાવત આવર્તન,পার্থক্য ফ্রিকোয়েন্সি
તફાવત આવર્તન વિકૃતિ (ડીએફડી),পার্থক্য ফ্রিকোয়েন্সি বিকৃতি (ডিএফডি)
ફરક,পার্থক্য টোন
વિભેદક એમ્પ્લીફાયર,ডিফারেনশিয়াল এম্প্লিফায়ার
પરિબળ,বিচ্ছুরণ
વિસારક,ডিফিউজার
અંક,অঙ্ক
ડિજિટલ,ডিজিটাল
ડિજિટલ આર્ટિફેક્ટ,ডিজিটাল আর্টিফ্যাক্ট
ડિજિટલ audio ડિઓ,ডিজিটাল অডিও
ડિજિટલ audio ડિઓ ફિલ્ટર,ডিজিটাল অডিও ফিল্টার
ડિજિટલ audio ડિઓ વર્ક સ્ટેશન,ডিজিটাল অডিও ওয়ার্ক স্টেশন
ડીજીટલ કેમેરા,ডিজিটাল ক্যামেরা
ડિજિટલ કમ્પ્યુટર,ডিজিটাল কম্পিউটার
ડિજિટલ ડેટા,ডিজিটাল ডেটা
ડિજિટલ સંપાદન,ডিজিটাল সম্পাদনা
ડિજિટિહાઇટર,ডিজিটাল এক্সাইটার
ડિજિટલ ફિલ્ટર,ডিজিটাল ফিল্টার
ડિજિટલ ફ્રેમ સિંક્રોનાઇઝર,ডিজিটাল ফ্রেম সিঙ্ক্রোনাইজার
ડિજિટલ હેરિટેજ,ডিজিটাল heritage তিহ্য
ડિજિટલ છબી,ডিজিটাল চিত্র
ડિજિટલ ગ્રંથાલય,ডিজিটাল লাইব্রেরি
ડિજિટલ મીટર,ডিজিটাল মিটার
ડિજિટલ મોડ્યુલેશન,ডিজিটাল মড্যুলেশন
ડિજિટલ મલ્ટીપ્લેક્સ,ডিজিটাল মাল্টিপ্লেক্স
ડિજિટલ નેટવર્ક,ডিজিটাল নেটওয়ার্ক
Digitalપચારિક outputપટી,ডিজিটাল ফলাফল
ડિજિટલ પ્લેબેક,ডিজিটাল প্লেব্যাক
ડિજિટલ રેડિયો મોન્ડિલે (ડીઆરએમ),ডিজিটাল রেডিও মন্ডিয়াল (ডিআরএম)
ડિજિટલ રેકોર્ડિંગ,ডিজিটাল রেকর্ডিং
ડિજિટલ ક્રાંતિ,ডিজিটাল বিপ্লব
ડિજિટલ સંકેત,ডিজিটাল সিগন্যাল
ડિજિટલ સિગ્નલ પ્રોસેસીંગ (ડીએસપી),ডিজিটাল সিগন্যাল প্রসেসিং (ডিএসপি)
ડિજિટલ સહી,ডিজিটাল স্বাক্ষর
ડિજિટલ પ્રૌદ્યોગિકી,ডিজিটাল প্রযুক্তি
ડિજિટલથી એનાલોગ કન્વર્ટર,অ্যানালগ রূপান্তরকারী ডিজিটাল
ડિજિટલ વિડિઓ,ডিজিটাল ভিডিও
ડિજિટલ વોલ્ટમીટર,ডিজিটাল ভোল্টমিটার
વિભાજન,ডিজিটালাইজেশন
અંશે,ডিজিটাইজেশন
ડિજિટાઇઝ્ડ વિડિઓ,ডিজিটাইজড ভিডিও
સિધ્ધાંત,ডিজিটাইজার
ઝાંખું,ম্লান
પરિમાણ,মাত্রা
ઝાંખું,ডিমার
પશુ -વ્યવસ્થા,ডায়োড
ડૂબકી મારવી,ডুব
દ્વિપક્ષી,ডিপ্লেক্সার
દ્વિધ્રુવ,ডিপোল অ্যান্টেনা
પ્રત્યક્ષ પ્રસારણ,সরাসরি সম্প্রচার
ડાયરેક્ટ વર્તમાન (ડી સી),সরাসরি কারেন্ট (ডি সি)
સીધું પસંદ કરવું,সরাসরি বাছাই
પ્રત્યક્ષ વાંચન સાધન,সরাসরি পড়ার যন্ত্র
પ્રત્યક્ષ રેકોર્ડિંગ,সরাসরি রেকর্ডিং
દિશાત્મક એન્ટેના,দিকনির্দেশক অ্যান্টেনা
દિશાત્મક દંપતી,দিকনির্দেশক কাপলার
દિશાત્મક માઇક્રોફોન,দিকনির্দেশক মাইক্রোফোন
ઉદ્ધતા,নির্দেশিকা
ડિરેક્ટરી,ডিরেক্টরি
અપંગ કરવું,অক্ষম করুন
છટણી,ডিস্ক অ্যান্টেনা
ડિસ્ક આધારિત સંગ્રહ,ডিস্ক ভিত্তিক স্টোরেজ
અંધકારમય,বিচ্ছিন্ন
ઝૂંપડી,ডিস্ক
ડિસ્ક ડ્રાઇવ,তথ্য ধারণ করে যে চাকতি
છળ,ডিস্ক কোটা
વિઘટન,ডিস্কেট
વિઘટન,স্থানচ্যুতি
વિક્ષેપ,বিচ্ছুরণ
વિસ્થાપન,উত্পাটন
પ્રદર્શન,প্রদর্শন
પ્રદર્શન એકમ (કન્સોલ),প্রদর্শন ইউনিট (কনসোল)
અપરાધ,অপচয়
જુસ્સો,বিচ্ছিন্নতা
નિસ્યંદિત પાણી,বিশুদ্ধ পানি
વિકૃતિ,বিকৃতি
વિતરણ,বিতরণ
વિતરણ એમ્પંતક,বিতরণ পরিবর্ধক
ભાગ,বিভাগ
ભાજક,বিভাজক
દસ્તાવેજ,নথি
ડોલ્બી,Dolby ডিজিটাল
ક્ષેત્ર,ডোমেইন
ક્ષેત્રમાં,ডোমেন নিয়ন্ত্রক
ધૂમ્રપાનની અસર,ডপলার এফেক্ট
ડબલ ધ્રુવ (દ્વિધ્રુવી),ডাবল মেরু (ডিপোল)
ડબલ ધ્રુવ સિંગલ થ્રો સ્વીચ,ডাবল মেরু একক থ্রো সুইচ
બે બાજુવાળી ડિસ્ક,ডাবল পার্শ্বযুক্ত ডিস্ক
બેવડું,ডাবল্ট
નીચે આવવાનું તરંગ,ডাউন ওয়েভ ডাউন
નીચેનો પ્રવાહ,ডাউন স্ট্রিম
ડાઉનલિંક,ডাউনলিংক
ડાઉનલોડ કરવું,ডাউনলোড
ડાઉનલોડનું,ডাউনলোড করা
ચિત્ર,অঙ্কন
ડ્રોલીંગ બીટ,ড্রিলিং বিট
શારકામ યંત્ર,ড্রিলিং মেশিন
ઝુંબેશ,ড্রাইভ
ડ્રમ,ড্রাম
સુકા બલ્બનું તાપમાન,শুকনো বাল্ব তাপমাত্রা
સૂકકો,শুকনো সেল
સૂકા સોલ્ડર,শুকনো সোল্ডার
ડ્યુઅલ ચેનલ મોડ,দ্বৈত চ্যানেল মোড
ડબ,ডাবিং
નાવિક,ডুড
ફેંકડી,ডাম্প
બેવડી,দ্বৈত
સમયગાળો,সময়কাল
ધૂળ,ধুলো
ક dustંગ,ডাস্ট বাগ
ધૂળની સાબિતી,ধুলা প্রমাণ
ડસ્ટર,ডাস্টার
ગતિશીલ,গতিশীল
ગતિશીલ બીટ ફાળવણી,গতিশীল বিট বরাদ্দ
ગતિશીલ ઇન્ટરમોડ્યુલેશન વિકૃતિ (ડીઆઈએમ),গতিশীল ইন্টারমোডুলেশন বিকৃতি (ডিম)
ગતિશીલ જથ્થો,গতিশীল পরিমাণ
ગતિશીલ શ્રેણી,গতিশীল পরিসীমা
ગતિશીલ શ્રેણી નિયંત્રણ,গতিশীল পরিসীমা নিয়ন্ত্রণ
પર્યટક,ডায়নামো
કાનનો ફોન,কানের ফোন
પૃથ્વી,পৃথিবী
પૃથ્વીના મણકા,পৃথিবী বাল্জ
પૃથ્વીનો પ્રતિકાર,পৃথিবী প্রতিরোধ
માટીનો લાકડી,আর্থ রড
પૃથ્વી ઉપગ્રહ,আর্থ স্যাটেলাইট
ભૂસ્તર,আর্থ স্টেশন
માટીનું,আর্থ টার্মিনাল
વસ્તુ,আর্থিং
પડઘો,প্রতিধ্বনি
ગુંજ,প্রতিধ্বনির কামরা
પ્રક્ષેપો,এডি কারেন্ট
એડી વર્તમાન ખોટ,এডি বর্তমান ক্ষতি
ધારદાર મીટર,এজওয়াইজ মিটার
સંપાદન,সম্পাদনা
અસરકારક એન્ટેના height ંચાઇ,কার্যকর অ্যান্টেনা উচ্চতা
અસરકારક એન્ટેના લંબાઈ,কার্যকর অ্যান্টেনার দৈর্ঘ্য
અસરકારક વોલ્ટેજ,কার্যকর ভোল্টেজ
કાર્યક્ષમતા,দক্ষতা
સ્થિતિસ્થાપકતા,স্থিতিস্থাপকতা
વિદ્યુત સ્રાવ,বৈদ্যুতিক স্রাব
વિદ્યુત ક્ષેત્ર,বৈদ্যুতিক ক্ষেত্র
વિદ્યુત ફ્લેશ,বৈদ্যুতিন ফ্ল্যাশ
વીજળી,বৈদ্যুতিক চুলা
વિદ્યુત -મીટર,বৈদ্যুতিক মিটার
વિદ્યુત મોટર,বৈদ্যুতিক মটর
વીજળી આંચકો,বৈদ্যুতিক শক
વીજળી ફેલાવી,বৈদ্যুতিক স্পার্ক
વિદ્યુત -સાધન,বৈদ্যুতিক সরঞ্জাম
વિદ્યુત અવાજ,বৈদ্যুতিক শব্দ
વિદ્યુત -તોફાન,বৈদ্যুতিক ঝড়
વિદ્યુત દ્વારા સંચાલિત સંગીત સાધન,বৈদ্যুতিকভাবে পরিচালিত বাদ্যযন্ত্র
વીજળી,বিদ্যুৎ
વીજળી પુરવઠો,বিদ্যুৎ সরবরাহ
વિદ્યુત -વિસ્ફોટ સંબંધી,ইলেক্ট্রোডাইনামিক
વિદ્યુતપ્રવાહ,তড়িৎ - ধারক
વીજળીનું,বৈদ্যুতিন চৌম্বক
વિદ્યુત વિક્ષેપ,বৈদ্যুতিন চৌম্বকীয় ব্যাঘাত
વીજળીકાત,বৈদ্যুতিন চৌম্বকীয় হস্তক্ষেপ
વિદ્યુત -વર્ણપટ,ইলেক্ট্রোম্যাগনেটিক বর্ণালী
વિદ્યુત -તરંગ,ইলেক্ট্রোম্যাগনেটিক তরঙ্গ
વિદ્યુત -પ્રચાર,বৈদ্যুতিন চৌম্বকীয় তরঙ্গ প্রচার
ઇલેક્ટ્રોન મલ્ટીપલ ફોટોટ્યુબ,ইলেক্ট্রন একাধিক ফটোোট ्यूब
વિદ્યુત -ગણતરી,বৈদ্যূতিক গণকযন্ত্র
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ (ઇડીપી),বৈদ্যুতিন ডেটা প্রসেসিং (ইডিপি)
ઇલેક્ટ્રોનિક મેઇલ (ઇ-મેઇલ),বৈদ্যুতিন মেল (ই-মেইল)
વિદ્યુત -ફેરબદલ પદ્ધતિ,বৈদ্যুতিন স্যুইচিং সিস্টেম
વિદ્યુત -વિચ્છેદન,ইলেকট্রনিক্স
વીજળીકરણ,ইলেক্ট্রোপ্লেটিং
વિદ્યુત -વિસ્ફોટ વિષયક,ইলেক্ট্রোস্ট্যাটিক
Elevંચું,উচ্চতা
જડિત,এম্বেড
એમ્બેડ કરેલું audio ડિઓ,এম্বেডড অডিও
જડિત પદ્ધતિ,এম্বেডেড সিস্টেম
મુદ્રા,প্রতীক
Ingંચી રહેલા વલણો,উঠতি প্রবণতা
ઉત્સર્જન,নিঃসরণ
ખ્યાતિ,ইমিটার
ઉત્સુક અનુયાયી,ইমিটার অনুসরণকারী
ઉત્સર્જક,ইমিটার টার্মিনাল
ઉત્સર્જક-જંકશન,ইমিটার-বেস-জংশন
સક્ષમ કરવું,সক্ষম করুন
દંડ,Enamelled তার
અકસ્માત,এনসিফার
વાડો,ঘের
વિકૃતિ,এনকোড
એન્કોડર,এনকোডার
ઉન્માદ,এনকোডিং
એન્ક્રિપ્શન,জোড়া লাগানো
અંત,শেষ চিহ্ন
અંતિમ વપરાશકર્તા,শেষ ব্যবহারকারী
શક્તિ,শক্তি
Energyર્જા વિખેરી,শক্তি ছত্রভঙ্গ
E ર્જા વિતરણ,শক্তি বিতরণ
અમલ,প্রয়োগ
એન્જિન,ইঞ্জিন
ઇજનેર,প্রকৌশলী
ઈજનેરી,প্রকৌশল
ઈજનેર ભંડાર,ইঞ্জিনিয়ারিং স্টোর
કોતરણી,খোদাই করা
વધારવું,উন্নত
દાણ,এনসেম্বল
દાખલ કરો કી,কী প্রবেশ করান
સાહસિક આર્કિટેક્ચર,এন্টারপ্রাইজ আর্কিটেকচার
Enthંચું,এনথালপি
પ્રાણ,এনট্রপি
કોડી,এনট্রপি কোডিং
પ્રક્ષેપણ,এনট্রপি অপ্রয়োজনীয়তা
સરખું,সমান
એકરૂપ કરવું તે,সমতা
એકરૂપ વ્યક્તિ,সমতুল্য
સામાન,সরঞ্জাম
સાધનસામગ્રીનો coverાંકણ,সরঞ্জাম কভার
સમાન,সমতুল্য
ભુસવું,মুছুন
માથું કાaseવું,মাথা মুছুন
ધોવાણ,ক্ষয়
અનિયમિત,অনিশ্চিত
ભૂલ,ত্রুটি
ભૂલ નિયંત્રણ કોડિંગ,ত্রুটি নিয়ন্ত্রণ কোডিং
ભૂલ સુધારણા,ত্রুটি সংশোধন
ભૂલ તપાસ,ত্রুটি সনাক্তকরণ
ભૂલ,শিল্প খাত
ભૂલ સંભાવના,ত্রুটি সম্ভাবনা
અલંકાર,ইথারনেট
અશિષ્ટ કેબલ,ইথারনেট তারের
જ્ eાનવિજ્icsાન,ইউজেনিক্স
ખાલી કરાવું છું,খালি করা
વિનિમય,বিনিময়
બહાર નીકળવું,উত্তেজনাপূর্ণ
અમલમાં મૂકવું,এক্সিকিউট
અમલનો સમય,সঞ্চালনের সময়
અઘોષ,নিষ্কাশন
બહાર નીકળવું,প্রস্থান
વિસ્તૃત,প্রসারিত
વિસ્તરણ વાલ્વ,সম্প্রসারণ ভালভ
પ્રયોગ,পরীক্ষা
નિષ્ણાત પદ્ધતિ,দক্ষ পদ্ধতি
અન્વેષણ કરવું,অন্বেষণ
સંશોધન કરનાર,অনুসন্ধানকারী
એક્સ્પો (પ્રદર્શન),এক্সপো (প্রদর্শনী)
વીજ પુરવઠો વધારવો,বিদ্যুৎ সরবরাহের বর্ধন
બાહ્ય નિયંત્રણ,বাহ্যিক নিয়ন্ত্রণ
બાહ્ય સ્મૃતિ,বাহ্যিক স্মৃতি
બાહ્ય સંગ્રહ,বাহ্যিক সংগ্রহস্থল
બાહ્ય થ્રેડ,বাহ্যিক থ্রেড
અર્ક,নির্যাস
વધારા,এক্সট্রানেট
રચના કરવી,বানোয়াট
પાસું,দিক
પ્રેક્ષય,ফ্যাসিমাইল
પરિબળ,ফ্যাক্টর
ઝાંખર કરવું,বিবর্ণ
પથરવું,বিবর্ণ
ફાળવું,বিবর্ণ
નિસ્તેજ,ফাদার
નિસ્તેજ,বিবর্ণ
ઝાંખું ક્ષેત્ર,বিবর্ণ অঞ্চল
