Malayalam,Bengali
ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ,নির্ধারক স্বয়ংক্রিয়তা
ഡെവലപ്പർ,বিকাশকারী
വികസന സംവിധാനം,উন্নয়ন ব্যবস্থা
ഉപകരണം,যন্ত্র
ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്,ডিভাইস নিয়ন্ত্রণ ইউনিট
ഉപകരണ കൺട്രോളർ,ডিভাইস নিয়ামক
ഉപകരണ മാനേജ്മെന്റ്,যন্ত্র ব্যবস্থাপনা
ഉപകരണ മോഡ്,ডিভাইস মোড
രോഗനിർണയം,রোগ নির্ণয়
ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം,ডায়াগনস্টিক সিস্টেম
"1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്","1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস"
ഡയഗ്രം,চিত্র
ഡയൽ ചെയ്യുക,ডায়াল
ഡയൽ ലൈൻ,ডায়াল লাইন
ഡയൽ ടോണ്,ডায়াল টোন
ഡയൽ അപ്,ডায়াল আপ
"1. സംഭാഷണം, 2. സംഭാഷണം","1. সংলাপ, 2. কথোপকথন"
സംഭാഷണ മുറി,কথোপকথন ঘর
ഡയലപ്പ് മോഡം,ডায়ালআপ মডেম
ഇൻഷുറൻസ്,বীমা
നിഘണ്ടു,অভিধান
"1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം","1. ডিফারেনশিয়াল, 2. পৃথকীকরণ"
സംഖ്യാപരമായ,সংখ্যাসূচক
ഡിജിറ്റൽ സംവിധാനം,ডিজিটাল সিস্টেম
ഡിജിറ്റൽ സർക്യൂട്ട്,ডিজিটাল সার্কিট
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,ডিজিটাল কম্পিউটার
"1.ഡിജിറ്റൽ ഡാറ്റ, 2.ഡിജിറ്റൽ ഡാറ്റ","1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা"
ഡിജിറ്റൽ സൗകര്യം,ডিজিটাল সুবিধা
ഡിജിറ്റൽ ഫിൽട്ടർ,ডিজিটাল ফিল্টার
ഡിജിറ്റൽ ലൈബ്രറി,ডিজিটাল লাইব্রেরি
ഡിജിറ്റൽ മോഡുലേഷൻ,ডিজিটাল মড্যুলেশন
"1. ഡിജിറ്റൽ ഡിസ്പ്ലേ, 2. ഡിജിറ്റൽ മോണിറ്റർ","1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর"
ഡിജിറ്റൽ ചിത്രം,ডিজিটাল ইমেজ
"1. ഡിജിറ്റൽ സിഗ്നേച്ചർ, 2. ഡിജിറ്റൽ സിഗ്നേച്ചർ","1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর"
ഡിജിറ്റൽ സ്വിച്ച്,ডিজিটাল সুইচ
ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ,ডিজিটাল এনালগ রূপান্তরকারী
ഡിജിറ്റൈസേഷൻ,ডিজিটাইজেশন
ഡിജിറ്റൈസേഷൻ,ডিজিটাইজেশন
ഡിജിറ്റൈസർ,ডিজিটাইজার
ഡയോഡ്,ডায়োড
പ്രഥമദൃഷ്ട്യാ,প্রথম দৃষ্টিতে
നേരിട്ടുള്ള വിലാസം,সরাসরি ঠিকানা
നേരിട്ടുള്ള പരിവർത്തനം,সরাসরি রূপান্তর
നേരിട്ടുള്ള സംയോജനം,সরাসরি সংযোগ
"1. ഡയറക്ട് മെമ്മറി ആക്സസ്, 2. ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)","1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)"
ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA),সরাসরি মেমরি অ্যাক্সেস (DMA)
നേരിട്ടുള്ള രീതി,সরাসরি পদ্ধতি
ദിശകൾ,দিকনির্দেশ
ഡയറക്ടറി,ডিরেক্টরি
"1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ","1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার"
ഡയറക്ടറി സേവനം,ডিরেক্টরি সেবা
സാധ്യമല്ല,অক্ষম
സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു,অক্ষম সংকেত
"1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ","1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন"
"1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്","1. বিচ্ছিন্ন, 2. বিযুক্ত"
"1. ഡിസ്ക്, 2. ഡിസ്ക്","1. ডিস্ক, 2. ডিস্ক"
"1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം","1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা"
"1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ","1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে"
"1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്","1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ"
ഡിസ്ക് ഫയൽ,ডিস্ক ফাইল
"1. ഡിസ്ക് മെമ്മറി, 2. ഡിസ്ക് മെമ്മറി, 3. ഡിസ്ക് മെമ്മറി, 4. ഡിസ്ക് മെമ്മറി","1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি"
ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DoS),ডিস্ক অপারেটিং সিস্টেম (DoS)
ഡിസ്ക് പാക്കേജ്,ডিস্ক প্যাকেজ
"1.ചക്രിക സെർവർ, 2.ഡിസ്ക് സെർവർ","1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার"
"1. ഡിസ്ക് സംഭരണം, 2. ഡിസ്ക് സംഭരണം","1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ"
ഡിസ്കെറ്റ്,ডিস্কেট
ഫയൽ പ്രദർശിപ്പിക്കുക,প্রদর্শন ফাইল
ചിത്രം പ്രദർശിപ്പിക്കുക,প্রদর্শন চিত্র
നിർമാർജനം,নিষ্পত্তি
ദൂരം,দূরত্ব
ദൂരം പ്രവർത്തനം,দূরত্ব ফাংশন
വളച്ചൊടിക്കൽ,বিকৃতি
എത്തിച്ചു,বিতরণ করা
വിതരണം ചെയ്ത ഡാറ്റ,বিতরণ করা তথ্য
വിതരണം ചെയ്ത സെർവർ,বিতরণ করা সার্ভার
"1.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം, 2.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം","1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম"
വിതരണക്കാരൻ,পরিবেশক
പ്രമാണം,নথি
പ്രമാണം അംഗീകൃത,নথি স্বীকৃত
"1. ഡോക്യുമെന്റ് വിൻഡോ, 2. ഡോക്യുമെന്റ് വിൻഡോ","1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো"
പ്രമാണീകരണം,ডকুমেন্টেশন
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ","ডোমেইন, ডোমেইন"
ഡൊമെയ്ൻ നാമം,ডোমেন নাম
"1. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ, 2. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ","1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার"
"താഴെ, താഴെ","নীচে, নীচে"
"1.അവലിങ്ക്, 2.ചതുരം","1.Avallink, 2.Square"
ഡൗൺലോഡ്,ডাউনলোড
ഡൗൺലോഡ് സമയം,ডাউনলোড সময়
ട്രാക്ഷൻ,আকর্ষণ
DRAM (ഡൈനാമിക് റാം),DRAM (ডাইনামিক RAM)
ഒഴുക്ക്,রানঅফ
ഡ്രൈവർ,ড্রাইভার
ഇലകൾ,পাতা
ഡ്രോപ്പ് ലിസ്റ്റ് ബോക്സ്,ড্রপ লিস্ট বক্স
ഡ്രം ഡ്രൈവ്,ড্রাম ড্রাইভ
"1.ഡ്രം പ്രിന്റർ, 2.ഡ്രം പ്രിന്റർ","1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার"
"1. Im യൂണിറ്റ്, 2. ഡ്രം യൂണിറ്റ്","1. আইএম ইউনিট, 2. ড্রাম ইউনিট"
"1. ദ്വൈതത, 2. ദ്വി","1. দ্বৈততা, 2. দ্বি"
ഇരട്ട സാന്ദ്രത,দ্বৈত ঘনত্ব
"1. നിശബ്ദ വിലാസം, 2. വ്യാജ വിലാസം","1. নীরব ঠিকানা, 2. জাল ঠিকানা"
തള്ളുക,ডাম্প
ഇരട്ട സർക്യൂട്ട്,ডুপ্লেক্স সার্কিট
നിയമവിധേയമാക്കൽ,বৈধকরণ
കീ കീ,কী কী
"1.D V D R./W, 2. ഡിവിഡി വായന, 3. എഴുത്ത്","1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা"
ഡിവിഡി റോം,ডিভিডি রম
ചലനാത്മക നിർദ്ദേശം,গতিশীল নির্দেশ
"1.ഡൈനാമിക് മെമ്മറി, 2.ഡൈനാമിക് മെമ്മറി","1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি"
"1. ഡൈനാമിക്സ്, 2. ഡൈനാമിക്സ്","1. গতিবিদ্যা, 2. গতিবিদ্যা"
ഇ ബി സി ഡി ഐ സി,E B C D I C
ഇ-ബിസിനസ്,ই-ব্যবসা
പ്രതിധ്വനി,প্রতিধ্বনি
"1.ഇ-കൊമേഴ്‌സ്, 2.ഇ-കൊമേഴ്‌സ്","1.e-commerce, 2.e-commerce"
എഡിറ്റിംഗ്,সম্পাদনা
എഡിറ്റർ,সম্পাদক
വിദ്യാഭ്യാസ സാങ്കേതികവിദ്യ,শিক্ষাবিষয়ক প্রযুক্তি
ഇ ഇ പി റോം,e e p rom
"1. അർത്ഥവത്തായ വിലാസം, 2. ഫലപ്രദമായ വിലാസം","1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা"
അർത്ഥവത്തായ പ്രവർത്തന വിലാസം,অর্থপূর্ণ অপারেন্ড ঠিকানা
ഫലപ്രദമായ പ്രവർത്തനം,কার্যকর পদক্ষেপ
ഫലപ്രദമായ യുഐഡി,কার্যকরী ইউআইডি
ഫലപ്രദമായ ട്രാൻസ്മിഷൻ പ്രവർത്തനം,কার্যকর ট্রান্সমিশন অপারেশন
ഒക്ടൽ ബൈറ്റ്,অক্টাল বাইট
"ഇലക്ട്രോണിക് പഠനം, ഇ-ലേണിംഗ്","ইলেকট্রনিক লার্নিং, ই-লার্নিং"
തിരഞ്ഞെടുപ്പ് അൽഗോരിതം,নির্বাচন অ্যালগরিদম
ഇലക്ട്രോണിക് മെയിൽ സേവനം (ഇ-മെയിൽ),ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল)
"1.ഇലക്‌ട്രോണിക് പ്രിന്റിംഗ്, 2.ഇലക്‌ട്രോണിക് പ്രിന്റർ","1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার"
ഇലക്ട്രിക്കൽ അക്കൗണ്ടിംഗ് മെഷീൻ,বৈদ্যুতিক অ্যাকাউন্টিং মেশিন
ഇലക്ട്രോണിക്സ്,ইলেকট্রনিক্স
ഇലക്ട്രോണിക് എക്‌സ്‌ഹോസ്റ്റ് സിസ്റ്റം (ഇസിഎസ്),ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS)
ഇലക്ട്രോണിക് ഡാറ്റ എക്സ്ചേഞ്ച് (EDI),ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI)
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ
ഇലക്ട്രോണിക് ബ്രോഷർ,ইলেকট্রনিক ব্রোশিওর
ഇലക്ട്രോണിക് ഫണ്ട് ട്രാൻസ്ഫർ മെക്കാനിസം (ഇഎഫ്ടിഎസ്),ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS)
"1.ഇലക്‌ട്രോണിക് ജേണൽ, 2.ഇലക്‌ട്രോണിക് ജേണൽ","1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল"
ഇലക്ട്രോണിക് പ്രസിദ്ധീകരണം,ইলেকট্রনিক প্রকাশনা
ഇലക്ട്രോണിക് സ്വിച്ച്,ইলেকট্রনিক সুইচ
"ഘടകം, ഘടകം","উপাদান, উপাদান"
ഇ-മെയിൽ,ই-মেইল
"1. ഇ-മെയിൽ വിലാസം, 2. ഇലക്ട്രോണിക് മെയിലിംഗ് വിലാസം","1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা"
എംബഡഡ് സിസ്റ്റം,এমবেডেড সিস্টেম
ഉൾച്ചേർക്കൽ,এমবেডিং
എമിറ്റർ കപ്പിൾഡ് ലോജിക് (ECL),ইমিটার কাপলড লজিক (ইসিএল)
ശൂന്യമായ ഇടം,ফাঁকা স্থান
"1. ബ്ലാങ്ക് ചെയിൻ, 2. ബ്ലാങ്ക് ചെയിൻ","1. ফাঁকা চেইন, 2. ফাঁকা চেইন"
യന്ത്രവൽക്കരണം,যান্ত্রিকীকরণ
"1.ക്യാപ്സുലേഷൻ, 2.ക്യാപ്സുലേഷൻ","1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন"
ഡീകോഡർ,ডিকোডার
എൻകോഡിംഗ്,এনকোডিং
"1. എൻകോഡർ, 2. കൊഡാക്ക്","1. এনকোডার, 2. কোডাক"
മറച്ച ഡാറ്റ,লুকানো তথ্য
മറഞ്ഞിരിക്കുന്ന ഫയൽ സിസ്റ്റം,লুকানো ফাইল সিস্টেম
"1. എൻക്രിപ്ഷൻ, 2. കോഡിംഗ്, 3. എൻകോഡിംഗ്","1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং"
ബ്ലോക്ക് അവസാനം,ব্লক শেষ
ഫയൽ-അവസാനം,ফাইল-এন্ড
ഉപയോക്താവ്,ব্যবহারকারী
നൽകുക,প্রবেশ করা
എൻട്രി കീ,এন্ট্রি কী
"1. ഉദ്യം സർവാർ, 2. ഉദ്യം സേവക്","1. উদ্যম সারওয়ার, 2. উদ্যম সেবক"
എന്റർപ്രൈസ് സിസ്റ്റം,এন্টারপ্রাইজ সিস্টেম
ശക്തി,শক্তি
ശക്തി ബന്ധം,শক্তি সখ্যতা
പ്രവേശന സമയം,প্রবেশের সময়
ഇൻപുട്ട് വേരിയബിൾ,ইনপুট পরিবর্তনশীল
എണ്ണാവുന്ന,গণনার যোগ্য
പരിസ്ഥിതി,পরিবেশ
"1.യുഗം, 2. യുഗം, 3. നിർദ്ദേശ നിമിഷം","1.Epoch, 2. যুগ, 3. নির্দেশের মুহূর্ত"
EPRAM (ഫിനാൻസ് പ്രോഗ്രാമബിൾ റീഡ്-ഓൺലി മെമ്മറി),EPRAM (ফাইনান্স প্রোগ্রামেবল রিড-ওনলি মেমরি)
എപ്സിലോൺ കൺസ്ട്രക്റ്റർ,epsilon constrictor
സമനില,সমানকারী
ഉപകരണങ്ങൾ,সরঞ্জাম
തുല്യതാ ക്ലാസ്,সমতা শ্রেণী
തുല്യമായ ബന്ധം,সমতুল্য সম্পর্ক
"1. വംശനാശം, 2. ഉന്മൂലനം","1. বিলুপ্তি, 2. নির্মূল"
പിശക് തിരുത്തൽ കോഡ്,ত্রুটি সংশোধন কোড
തെറ്റ് തിരുത്തൽ,ত্রুটি সংশোধন
പിശക് കണ്ടെത്തൽ,ত্রুটি সনাক্তকরণ
പിശക് കൈകാര്യം ചെയ്യൽ,শিল্প খাত
പിശക് സന്ദേശം,ভুল বার্তা
പിശക് നിരക്ക്,ত্রুটি হার
പിശക് വീണ്ടെടുക്കൽ,ত্রুটি পুনরুদ্ধার
പിശക് പേര്,ত্রুটির নাম
രക്ഷപ്പെടൽ ചിഹ്നം,পালাবার প্রতীক
ഇഥർനെറ്റ്,ইথারনেট
സംഭവം,ঘটনা
ഇവന്റ് ചെയിൻ,ইভেন্ট চেইন
ഇവന്റ് നിയന്ത്രണം,ঘটনা নিয়ন্ত্রণ
ഇവന്റ് കൗണ്ടർ,ইভেন্ট কাউন্টার
ഒഴിവാക്കൽ കൈകാര്യം ചെയ്യൽ,ব্যতিক্রম হ্যান্ডলিং
എക്സ്ചേഞ്ച് ഡിസ്ക് സംഭരണം,বিনিময় ডিস্ক স্টোরেজ
ഒഴിവാക്കൽ,বর্জন
എക്സ്ക്ലൂസീവ് കൂടാതെ (x അല്ലെങ്കിൽ),একচেটিয়া এবং (x বা)
എക്സിക്യൂട്ടബിൾ പ്രോഗ്രാം,এক্সিকিউটেবল প্রোগ্রাম
നിർവ്വഹണ പ്രസ്താവന,মৃত্যুদন্ড বিবৃতি
തിരഞ്ഞെടുത്ത തിരയൽ,নির্বাচনী অনুসন্ধান
നിലവിലുള്ള,বিদ্যমান
ഇഷ്യൂ,সমস্যা
വിദഗ്ധ സംവിധാനം,দক্ষ পদ্ধতি
"1. എക്സ്പ്രഷൻ, 2. ആവിഷ്കാരം","1. অভিব্যক্তি, 2. অভিব্যক্তি"
വിപുലീകരിച്ച ഗ്രാഫിക്കൽ മാട്രിക്സ് (x g a),বর্ধিত গ্রাফিক্যাল ম্যাট্রিক্স (x g a)
വിപുലീകരിച്ച വ്യാവസായിക മാനദണ്ഡങ്ങൾ (EIS),বর্ধিত শিল্প মান (EIS)
ഓവർലോഡഡ് മെഷീൻ,ওভারলোড মেশিন
വിപുലീകരിച്ച മെമ്മറി,বর্ধিত মেমরি
"1. എക്സ്റ്റൻഡഡ് പ്രിസിഷൻ, 2. എക്സ്റ്റൻഡഡ് കൃത്യത","1. বর্ধিত নির্ভুলতা, 2. বর্ধিত নির্ভুলতা"
"1.എക്സ്റ്റെൻഡഡ് സോർട്ടിംഗ്, 2.എക്സ്റ്റെൻഡഡ് സെപ്പറേഷൻ","1. বর্ধিত বাছাই, 2. বর্ধিত বিচ্ছেদ"
സഹായത്തിനായി വിളിക്കുക,ডাক
ബാഹ്യ പിശക്,বাহ্যিক ত্রুটি
ബാഹ്യ പ്രവർത്തനം,বাইরের ফাংশন
ബാഹ്യ തടസ്സം,বাহ্যিক বাধা
"1. ബാഹ്യ മെമ്മറി, 2. ബാഹ്യ മെമ്മറി","1. বাহ্যিক মেমরি, 2. বহিরাগত মেমরি"
ബാഹ്യ മെമ്മറി,বাহ্যিক স্মৃতি
ബാഹ്യ മോഡം,বাহ্যিক মডেম
ബാഹ്യ റഫറൻസ്,বাহ্যিক রেফারেন্স
ബാഹ്യ തിരയൽ,বাহ্যিক অনুসন্ধান
ബാഹ്യ സംഭരണ ഉപകരണം,বাহ্যিক স্টোরেজ ডিভাইস
വേർതിരിച്ചെടുക്കൽ,নিষ্কাশন
എക്സ്ട്രാപോളേഷൻ,এক্সট্রাপোলেশন
പാനൽ പ്രതീക പ്രിന്റർ,প্যানেল অক্ষর প্রিন্টার
പരാജയപ്പെടാത്ത പ്രവർത്തനം,ব্যর্থ-নিরাপত্তা অপারেশন
പരാജയതോത്,ব্যর্থতার হার
പരാജയം ഡിസ്ചാർജ്,ব্যর্থতা স্রাব
തെറ്റായ കോഡ്,মিথ্যা কোড
തെറ്റായ പിശക്,মিথ্যা ত্রুটি
"1.നിക്ഷേപം, 2.നിക്ഷേപ പോയിന്റുകൾ","1.বিনিয়োগ, 2.বিনিয়োগ পয়েন্ট"
"1. ലക്കം, 2. ലക്കം നമ്പർ","1. ইস্যু, 2. ইস্যু নম্বর"
"1. റെപ്ലിക്കേഷൻ I/O ഉപകരണം, 2. റെപ്ലിക്ക ഇൻപുട്ട് ഉപകരണം/ഔട്ട്‌പുട്ട്","1. প্রতিলিপি I/O ডিভাইস, 2. প্রতিরূপ ইনপুট ডিভাইস/আউটপুট"
ദ്രുത ഫോർയർ ട്രാൻസ്ഫർ,দ্রুত ফোরিয়ার স্থানান্তর
മാരകമായ തെറ്റ്,মারাত্মক ত্রুটি
തെറ്റ് കണ്ടെത്തൽ,ত্রুটি সনাক্তকরণ
തെറ്റ് രോഗനിർണയം,ত্রুটি নির্ণয়
തെറ്റ് സഹിഷ്ണുത,দোষ সহনশীলতা
ഫാക്സ്,ফ্যাক্স
ഫാക്സ് സന്ദേശം,ফ্যাক্স বার্তা
എഫ് ഡിസി,f dc
ലക്ഷണം കണ്ടുപിടിക്കൽ,লক্ষণ সনাক্তকরণ
ചക്രം നിറയ്ക്കുക,ভরাট চাকা
പുനർനിക്ഷേപം,পুনঃবিনিয়োগ
"1.വിതരണക്കാരൻ, 2. പോഷകാഹാരം, 3. തീറ്റ","1. সরবরাহকারী, 2. পুষ্টি, 3. ফিডার"
ഏതെങ്കിലും,anan
ഫിബൊനാച്ചിയുടെ കണ്ടെത്തൽ,ফিবোনাচি আবিষ্কার
ഫിബൊനാച്ചി സീക്വൻസ്,ফিবোনাচি ক্রম
ഫിബൊനാച്ചി സീരീസ്,ফিবোনাচি সিরিজ
ഫൈബർ ഒപ്റ്റിക്സ്,ফাইবার অপটিক্স
ഫിഡോ കെണി,ফিডো ফাঁদ
പ്രദേശം,অঞ্চল
അഞ്ചാം തലമുറ കമ്പ്യൂട്ടർ,পঞ্চম প্রজন্মের কম্পিউটার
"1. ഫയൽ, 2. ഫയൽ","1. ফাইল, 2। ফাইল"
ഫയൽ ആക്സസ് രീതി,ফাইল অ্যাক্সেস পদ্ধতি
ഫയൽ അലോക്കേഷൻ പട്ടിക,ফাইল বরাদ্দ টেবিল
ഫയൽ കംപ്രഷൻ,ফাইল কম্প্রেশন
ഫയൽ പകർത്തൽ,ফাইল কপি করা
ഫയൽ കോൺഫിഗറേഷൻ,ফাইল কনফিগারেশন
ഫയൽ ലയിപ്പിക്കുക,ফাইল মার্জ
ഫയൽ വീണ്ടെടുക്കൽ,ফাইল পুনরুদ্ধার
ഫയൽ സംഭരണം,ফাইল স্টোরেজ
ഫയൽ ഘടന,ফাইল গঠন
ഫയൽ സിസ്റ്റം,নথি ব্যবস্থা
ഫയൽ കൈമാറ്റം,ফাইল স্থানান্তর
ഫയൽ ട്രാൻസ്ഫർ പ്രോട്ടോക്കോൾ (FTP),ফাইল ট্রান্সফার প্রোটোকল (FTP)
ഫിൽട്ടർ,ছাঁকনি
അവസാന സ്ഥാനം,শেষ অবস্থান
തിരയുക,অনুসন্ধান করুন
പരിമിത സംസ്ഥാന യന്ത്രം,সসীম রাষ্ট্র মেশিন
അഗ്നി മതിൽ,আগুন প্রাচীর
ഫേംവെയർ,ফার্মওয়্যার
ആദ്യം വരുന്നവർക്ക് ആദ്യം നൽകുക,আগে আসলে আগে পাবেন
ആദ്യ തലമുറ കമ്പ്യൂട്ടർ,প্রথম প্রজন্মের কম্পিউটার
ആദ്യ ഇൻപുട്ട് ആദ്യ ലക്കം (FIFO),ফার্স্ট ইনপুট ফার্স্ট ইস্যু (FIFO)
ആദ്യ ഓർഡർ വാദം,প্রথম আদেশের যুক্তি
ആദ്യ ഓർഡർ തത്വം,প্রথম আদেশ নীতি
നിശ്ചിത വിഭജനം,স্থির বিভাগ
അടയാളം,চিহ্ন
ഫ്ലെക്സിബിൾ ഡിസ്ക്,নমনীয় ডিস্ক
ഫ്ലോപ്പി ഡിസ്ക്,ফ্লপি ডিস্ক
ഫ്ലോപ്പി ഡിസ്ക് ഡ്രൈവ് (FDD),ফ্লপি ডিস্ক ড্রাইভ (FDD)
ഫ്ലോ ചാർട്ട്,ফ্লো চার্ট
നിയന്ത്രണം ഒഴുക്ക്,নিয়ন্ত্রণ প্রবাহ
മുന്നേ,প্রভাত
ഫോൾഡർ,ফোল্ডার
ഫോണ്ട്,ফন্ট
ഫോണ്ട് കുടുംബം,ফন্ট পরিবার
ബാഹ്യ കീ,বাহ্যিক কী
ഫോം,ফর্ম
പ്രതീകാത്മക ഭാഷ,প্রতীকী ভাষা
പ്രതീകാത്മക രീതി,প্রতীকী পদ্ধতি
"1.ഫോർമാറ്റ്, 2.ഫോം","1.ফর্ম্যাট, 2.ফর্ম"
ഡ്രോയിംഗ്,অঙ্কন
ഫോർട്രോൺ,fortron
"1.ഫോർട്രാൻ (ഒരു കമ്പ്യൂട്ടർ ഭാഷ) പ്രോഗ്രാം, 2. ഫോർട്രാൻ പ്രോഗ്രാമിംഗ്","1.ফরট্রান (একটি কম্পিউটার ভাষা) প্রোগ্রাম, 2.ফরট্রান প্রোগ্রামিং"
ഫോർവേഡ് സ്ലാഷ്,ফরোয়ার্ড স্ল্যাশ
നാലാം തലമുറ കമ്പ്യൂട്ടർ,৪র্থ প্রজন্মের কম্পিউটার
വിഭാഗം,অধ্যায়
ഫ്രെയിം,ফ্রেম
"1.സ്വതന്ത്ര വല, 2.സൗജന്യ വല","1.ফ্রি নেট, 2.ফ্রি নেট"
സ്വതന്ത്ര സോഫ്റ്റ്‌വെയർ ട്രസ്റ്റ്,বিনামূল্যে সফ্টওয়্যার বিশ্বাস
സൗജന്യ സംഭരണം,বিনামূল্যে সঞ্চয়স্থান
ഫ്രീവെയർ,বিনামূল্যের
മുന്നിൽ,সামনে
"1.ഫ്രണ്ട് പാനൽ, 2.ഫ്രണ്ട് പാനൽ","1.ফ্রন্ট প্যানেল, 2.ফ্রন্ট প্যানেল"
"1. പ്രവർത്തനങ്ങൾ, 2. പ്രവർത്തനം","1. ফাংশন, 2. ফাংশন"
ഫംഗ്ഷൻ കീ,ফাংশন কী
ഫംഗ്ഷൻ റഫറൻസ്,ফাংশন রেফারেন্স
പ്രവർത്തനപരമായ ആശ്രിതത്വം,কার্যকরী নির্ভরতা
ഫംഗ്ഷൻ ടെസ്റ്റ്,ফাংশন পরীক্ষা
"1.അവ്യക്തമായ യുക്തി, 2.അവ്യക്തമായ യുക്തി","1.অস্পষ্ট যুক্তি, 2.অস্পষ্ট যুক্তি"
"1. ഫസി സെറ്റ്, 2. ഫസി സെറ്റ്","1.ফাজি সেট, 2.ফাজি সেট"
നേട്ടം,লাভ করা
കായിക വൃക്ഷം,ক্রীড়া গাছ
ഇടവേള പ്രതീകം,ব্যবধান চরিত্র
മാലിന്യം,আবর্জনা
മാലിന്ന്യ ശേഖരണം,আবর্জনা সংগ্রহ
മാലിന്ന്യ ശേഖരണം,আবর্জনা সংগ্রহ
ട്രാഷ് ഔട്ട് ഇൻസൈഡ് ട്രാഷ് (ജിഗോ),ট্র্যাশ ইনসাইড ট্র্যাশ আউট (গিগো)
വാതിൽ,দরজা
വാതിൽ പാത (നെറ്റ്‌വർക്കിന്റെ പശ്ചാത്തലത്തിൽ),দরজার পথ (নেটওয়ার্কের প্রসঙ্গে)
സമഗ്രമായ പ്രോഗ്രാം,ব্যাপক প্রোগ্রাম
സമഗ്രമായ പ്രോഗ്രാം,ব্যাপক প্রোগ্রাম
വിശാലമായ ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ,ব্যাপক উদ্দেশ্য কম্পিউটার
പൊതു ഉദ്ദേശ്യ കമ്പ്യൂട്ടർ,সাধারণ উদ্দেশ্য কম্পিউটার
പൊതു രജിസ്റ്റർ,সাধারণ রেজিস্টার
പൊതുവൽക്കരണം,সাধারণীকরণ
പൊതുവൽക്കരണം,সাধারণীকরণ
