Kannada,Telugu
ವರ್ಗ ಸಿ ಟ್ಯೂನ್ಡ್ ಆಂಪ್ಲಿಫಯರ್,క్లాస్ సి ట్యూన్డ్ యాంప్లిఫైయర్
ಹೊರಸೂಸುವಿಕೆ ವರ್ಗ,ఉద్గార తరగతి
ಶಾಸ್ತ್ರೀಯ ಭೌತಶಾಸ್ತ್ರ,క్లాసికల్ ఫిజిక్స్
ವರ್ಗೀಕರಣ,వర్గీకరణ
ಶುಚಿಗೊಳಿಸುವ ಏಜೆಂಟ್,శుభ్రపరిచే ఏజెంట్
ಸ್ಪಷ್ಟ,క్లియర్
ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ,ఛానెల్ క్లియర్
ಕ್ಲಿಕ್,క్లిక్ చేయండి
ಗ್ರಾಹಕ,క్లయింట్
ಕ್ಲೈಂಟ್ ಸಂಬಂಧ (ಸರ್ವರ್ ಸಂಬಂಧ),క్లయింట్ సంబంధం (సర్వర్ సంబంధం)
ಬಂಡವಾಳ,క్లిఫ్ ప్రభావం
ಬಿಲ್ಲೆ,క్లిప్ బోర్డు
ಚಂಚಲವಾದ,క్లిప్పింగ్
ಗಡಿಯಾರ ನಾಡಿ,క్లాక్ పల్స్
ಗಡಿಯಾರ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್,క్లాక్డ్ ఫ్లిప్ ఫ్లాప్
ಗಡಿಯಾರ ಮೈಕ್,క్లాక్ఫేస్డ్ మైక్
ಗಡಿಯಾರ ಆವರ್ತನ,గడియారం-ఫ్రీక్వెన్సీ
ಪ್ರದಕ್ಷಿಣೆಯಾಗಿ,సవ్యదిశలో
ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್,క్లోజ్డ్ సర్క్యూట్
ಮುಚ್ಚಿದ ಲೂಪ್,నిర్భంద వలయం
ಚೂರು,క్లస్టర్
ಚೂರುಚೂರು,క్లస్టరింగ్
ಬ ೦ ದೆ,అస్తవ్యస్తంగా
ಕಾಲ್ಚೆಂಡಲ ನಷ್ಟ,అయోమయ నష్టం
ಲೇಪನ,పూత
ಗಟ್ಟಿ ಕವಚದ ತಂತಿ,ఏకాక్షక కేబుల్
ಏಕಾಕ್ಷ ರೇಖೆ,ఏకాక్షక రేఖ
ಏಕಾಕ್ಷ ಪ್ರಸರಣ ಮಾರ್ಗ,ఏకాక్షక ప్రసార రేఖ
ಸಹ-ಚಾನೆಲ್,కో-ఛానెల్
ಸಹ-ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ,కో-ఛానెల్ జోక్యం
ಕೋಕ್ಲಿಯಾ,కోక్లియా
ಸಂಹಿತೆ,కోడ్
ಸಂಹಿತೆ,కోడ్ సంఖ్య
ಕೋಡ್ ದರ,కోడ్ రేటు
ಕೋಡ್ ಪದ,కోడ్ పదం
ಕೊಡೆಕ್ (ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್),కోడెక్ (కోడింగ్ డీకోడింగ్)
ಕೋಡೆಡ್ ಆಡಿಯೊ,కోడెడ్ ఆడియో
ಕೋಡರ್,కోడర్
ಕೋಡಿಂಗ್,కోడింగ్
ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್ ತಂತ್ರ,కోడింగ్ డీకోడింగ్ టెక్నిక్
ಕೋಡಿಂಗ್ ದೋಷ,కోడింగ్ లోపం
ಕಪ್ಪರೆ,కోడింగ్ రేటు
ಕೋಡಿಂಗ್ ತಂತ್ರ,కోడింగ్ టెక్నిక్
ಗುಣಕ,గుణకం
ದಟ್ಟಣೆ,బలవంతపు
ಸುಸಂಬದ್ಧ ಮಾಡ್ಯುಲೇಷನ್,పొందికైన మాడ్యులేషన్
ಸುರುಳಿ,కాయిల్
ಸಹಯೋಗ,సహకారం
ಕುಸಿತ,కూలిపోతుంది
ಸಂಗ್ರಾಹಕ,కలెక్టర్
ಸಂಗ್ರಾಹಕ,కలెక్టర్ కరెంట్
ಮೂಲ ವಾಹಕತೆಗೆ ಸಂಗ್ರಾಹಕ,బేస్ కండక్టెన్స్ నుండి కలెక్టర్
ಸಂಗ್ರಾಹಕ-ಬೇಸ್ ಜಂಕ್ಷನ್,కలెక్టర్-బేస్ జంక్షన్
ಬಣ್ಣ,రంగు
ಬಣ್ಣ ವಿಶ್ಲೇಷಕ,కలర్ ఎనలైజర్
ಬಣ್ಣ ಸಮತೋಲನ,రంగు సమతుల్యత
ಬಣ್ಣ ಬಡಿ,రంగు పేలుడు
ಬಣ್ಣ ಚಾರ್ಟ್,రంగు చార్ట్
ಬಣ್ಣ ಸಂಯೋಜನೆ,రంగు కలయిక
ಬಣ್ಣ ಸ್ಥಿರ,రంగు స్థిరాంకం
ಬಣ್ಣ ನಿಯಂತ್ರಣ (ಕ್ರೋಮ್ ನಿಯಂತ್ರಣ),రంగు నియంత్రణ (క్రోమ్ నియంత్రణ)
ಬಣ್ಣ ಆಳ,రంగు లోతు
ಬಣ್ಣಗಳ ಆಯಾಸ,రంగు అలసట
ಬಣ್ಣ ಫಿಲ್ಟರ್,కలర్ ఫిల్టర్
ಬಣ್ಣ ಕೊಲೆಗಾರ ಸರ್ಕ್ಯೂಟ್,కలర్ కిల్లర్ సర్క్యూట్
ಬಣ್ಣ ಕೈನೆಸ್ಕೋಪ್,కలర్ కైన్‌కోప్
ಬಣ್ಣ ಮಿಶ್ರಣ,కలర్ మిక్సర్
ಬಣ್ಣ ಮಾದರಿ,రంగు నమూనా
ಬಣ್ಣ ಗ್ರಹಿಕೆ,రంగు అవగాహన
ಬಣ್ಣ ಚಿತ್ರ ಪರದೆ,కలర్ పిక్చర్ స్క్రీన్
ಬಣ್ಣ ಸ್ಥಳ,రంగు స్థలం
ಬಣ್ಣ,రంగు సబ్‌కారియర్
ಬಣ್ಣ ತಾಪಮಾನ,రంగు ఉష్ణోగ్రత
ಬಣ್ಣ ಹರಡುವಿಕೆ,రంగు ప్రసారం
ಬಣ್ಣ ಕೊಳವೆ,కలర్ ట్యూబ్
ಬಣ್ಣ,రంగు
ಬಣ್ಣರಹಿತ,రంగులేని
ಸಂಯೋಜನೆ,కలయిక
ಸಂಯೋಜಕ,కాంబినర్
ಸಂಯೋಜನೆ ಪ್ರಕ್ರಿಯೆ,కలయిక ప్రక్రియ
ದಹನ,దహన
ಸ ೦ ಧಿಗೆ,కమాండ్
ಪ್ರಾರಂಭಿಸು,ప్రారంభం
ವಾಣಿಜ್ಯ ಪ್ರಸಾರ,వాణిజ్య ప్రసారం
ವಾಣಿಜ್ಯ ದೂರದರ್ಶನ,వాణిజ్య టెలివిజన్
ಸಾಮಾನ್ಯ ಸಂಗ್ರಾಹಕ ಸರ್ಕ್ಯೂಟ್,సాధారణ కలెక్టర్ సర్క్యూట్
ಸಂವಹನ,కమ్యూనికేషన్
ಸಂವಹನ ಉಪಗ್ರಹ,కమ్యూనికేషన్ ఉపగ్రహం
ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ,కమ్యూనిటీ రేడియో సెంటర్
ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ,కమ్యూనిటీ రేడియో స్టేషన్
ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ (ಸಿಡಿ),కాంపాక్ట్ డిస్క్ (సిడి)
ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ ಪ್ಲೇಯರ್,కాంపాక్ట్ డిస్క్ ప్లేయర్
ಗಡಿ,కంపాండర్
ಸಂಕೋಚನ,కంపాండింగ్
ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ,అనుకూలత
ಹೊಂದಬಲ್ಲ,అనుకూలంగా
ಕೊಲೆಗಡುಕ,కంపైలర్
ಪೂರ್ಯ,పరిపూరకరమైనది
ಪೂರಕ ಟ್ರಾನ್ಸಿಸ್ಟರ್,కాంప్లిమెంటరీ ట్రాన్సిస్టర్
ಸಂಕೀರ್ಣ ಅಲೆ,సంక్లిష్ట తరంగం
ಅಂಶ,భాగం
ಸಂಯೋಜಿತ,మిశ్రమ
ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್,మిశ్రమ సర్క్యూట్
ಸಂಯೋಜಿತ ಡಿಜಿಟಲ್,మిశ్రమ డిజిటల్
ಸಂಯೋಜಿತ ರೇಡಿಯೋ ಆವರ್ತನ ಸಂಕೇತ,మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్
ಸಂಯೋಜಿತ ಸಂಕೇತ,మిశ్రమ సిగ్నల్
ಸಂಯೋಜಿತ ವೀಡಿಯೊ,మిశ్రమ వీడియో
ಸಂಯೋಜಿತ ವೀಡಿಯೊ ಸಂಕೇತ,మిశ్రమ వీడియో సిగ్నల్
ಸಂಯೋಜನೆ,కూర్పు
ಸಂಕುಚಿತ ಡೇಟಾ,కంప్రెస్డ్ డేటా
ಸಂಕುಚಿತ ಡಿಜಿಟಲೀಕರಣಗೊಂಡ ವೀಡಿಯೊ,కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో
ಸಂಕುಚಿತ ವೀಡಿಯೊ,కంప్రెస్డ్ వీడియో
ಸಂಕೋಚನ,కుదింపు
ಸಂಕೋಚನ ಕಲಾಕೃತಿ,కంప్రెషన్ ఆర్టిఫ్యాక్ట్
ಸಂಕೋಚನ ಅಪಾಯ,కుదింపు ప్రమాదం
ಸಂಕೋಚನ ತಂತ್ರ,కంప్రెషన్ టెక్నిక్
ಜೋಪಾನದವ,కంప్రెసర్
ಲೆಕ್ಕಾಚಾರ,కంప్యూట్
ಕಂಪ್ಯೂಟರ್,కంప్యూటర్
ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಮಲ್ಟಿಮೀಡಿಯಾ,కంప్యూటర్ ఆధారిత మల్టీమీడియా
ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್,కంప్యూటర్ ప్రోగ్రామింగ్
ಕಂಪ್ಯೂಟರ್ ತಂತ್ರಜ್ಞಾನ,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
ಕಾನ್ವೆಂಟ್ ಲೆನ್ಸ್,పుటాకార లెన్స్
ಕನ್ನಡಿ,పుటాకార అద్దం
ಮರೆತುಹೋಗುವುದು,దాచడం
ಕೇಂದ್ರೀಕೃತವಾಗಿತ್ತು,సాంద్రీకృత
ಏಕಾಗ್ರತೆ,ఏకాగ్రత
ಏಕಕೇಂದ್ರಕ ಮಸೂರ,కేంద్రీకృత లెన్స్
ಘನವಸ್ತಮೀನ,కండెన్సర్ మైక్రోఫోన్
ಸಮತೋಲನದ ಸ್ಥಿತಿ,సమతుల్యత యొక్క పరిస్థితి
ಸಂಕುಚಿತಗೊಳಿಸುವುದು,ప్రసరణ
ಕಂಡಕ್ಷನ್ ಕರೆಂಟ್,ప్రసరణ ప్రస్తుత
ವಾಹಕತೆ,వాహకత
ವಾಹಕಕ,కండక్టర్
ಸಂರಚನೆ,ఆకృతీకరణ
ಸಂಪರ್ಕ,కనెక్షన్
ಸಂಪರ್ಕೀಕರಣ,కనెక్టివిటీ
ಸಂಪರ್ಕ,కనెక్టర్
ಸ್ಥಿರತೆ,స్థిరత్వం
ಸ್ಥಿರವಾಗಿ,స్థిరంగా
ಗಡಿ,కన్సోల్
ನಿರಂತರ,స్థిరాంకం
ಸ್ಥಿರ ವೈಶಾಲ್ಯ,స్థిరమైన వ్యాప్తి
ಮೈಕ್ರೊಫೋನ್ ಸಂಪರ್ಕಿಸಿ,మైక్రోఫోన్‌ను సంప్రదించండి
ಕಂಟೇನರ್ ಸ್ವರೂಪ,కంటైనర్ ఫార్మాట్
ಮಾಲಿನ್ಯ,కాలుష్యం
ಕಲೆ,విషయము
ನೆಮ್ಮದಿಯ,పరస్పర
ನಿರಂತರತೆ,కొనసాగింపు
ನಿರಂತರ ಬೂತ್,కొనసాగింపు బూత్
ನಿರಂತರ ಗುಬ್ಬಿ,కొనసాగింపు నాబ్
ನಿರಂತರ,నిరంతర
ನಿರಂತರ ಚಾಪ,నిరంతర ఆర్క్
ನಿರಂತರ ಅಲೆ,నిరంతర వేవ్
ಬಾಹ್ಯರೇಖೆ,ఆకృతి రేఖ
ಬಾಹ್ಯರೇಖೆಯ ಯೋಜನೆ,ఆకృతి ప్రణాళిక
ಒಪ್ಪಂದ,ఒప్పందం
ದೂಷಣೆ,సంకోచం
ವ್ಯತಿರಿಕ್ತ ಅನುಪಾತ,కాంట్రాస్ట్ రేషియో
ನಿಯಂತ್ರಣ ವಿವರಣೆ,కంట్రోల్ సర్క్యూట్
ನಿಯಂತ್ರಿತ ವಿದ್ಯುದ್ವಾರ,కంట్రోల్ ఎలక్ట్రోడ్
ನಿಯಂತ್ರಣ ಉಪಕರಣಗಳು,నియంత్రణ పరికరాలు
ನಿಯಂತ್ರಣ ಗ್ರಿಡ್,కంట్రోల్ గ్రిడ్
ನಿಯಂತ್ರಣ ಮಾರ್ಗ,నియంత్రణ రేఖ
ನಿಯಂತ್ರಣಫಲಕ,నియంత్రణ ప్యానెల్
ನಿಯಂತ್ರಣ ಕೊಠಡಿ,నియంత్రణ గది
ನಿಯಂತ್ರಣ ಮೇಜು,నియంత్రణ పట్టిక
ನಿಯಂತ್ರಣ ಗೋಪುರ,కంట్రోల్ టవర్
ನಿಯಂತ್ರಕ,నియంత్రిక
ಒಮ್ಮುಖವಾಗುವಿಕೆ,కన్వర్జెన్స్
ಒಮ್ಮುಖ ಮಸೂರ,కన్వర్జెంట్ లెన్స్
ವರ್ಗಾಯಿಸುವವನು,కన్వర్టర్
ಪೀನ ಮಸೂರ,కుంభాకార లెన్స్
ಕಣ್ಗಾವಲು,కన్విల్యూషన్
ಕನ್ವಲ್ಯೂಷನ್ ಕೋಡೆಡ್,కన్వల్యూషన్ కోడెడ్
ಕನ್ವಿಲ್ಯೂಶನಲ್ ಇಂಟರ್ಲೀವ್,కన్వల్యూషనల్ ఇంటర్‌లీవ్
ಕನ್ವಿರಚಲ್ ಇಂಟರ್ಲೀವಿಂಗ್,కన్వల్యూషనల్ ఇంటర్‌లీవింగ్
ಕುಕೀ,కుకీ
ಕನ್ನಡಿಯ,కుకీయర్
ನಿಷೇಧಕ,కోప్రాసెసర్
ಹಗ್ಗ,త్రాడు
ಕರೋನ,కరోనా
ಕರೋನ,కరోనా ఉత్సర్గ
ಪರಸ್ಪರ,సహసంబంధం
ಕಾಸಿನ್ ಘಟಕ,కొసైన్ భాగం
ಕಾಸಿನ್ ತರಂಗ,కొసైన్ వేవ్
ಕಾಸ್ಮಿಕ್ ಶಬ್ದ,విశ్వ శబ్దం
ಪ್ರತಿಕೂಲತೆ,కౌంటర్
ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ,కౌంటర్ సవ్యదిశలో
ಕಪಾಟು,కప్లర్
ಜೋಡಣೆ,కలపడం
ಕಪ್ಲಿಂಗ್ ಕಂಡೆನ್ಸರ್,కప్లింగ్ కండెన్సర్
ಜೋಡಣೆ ನೆಟ್‌ವರ್ಕ್,కలపడం నెట్‌వర్క్
ಜೋಡಣೆ ಪ್ರತಿರೋಧ,కలపడం నిరోధకత
ಕೋವೆಲನ್ಸಿಯ ಬಂಡಿ,సమయోజనీయ బంధం
ವ್ಯಾಪ್ತಿ,కవరేజ్
ಅಪಘಾತ,క్రాష్
ವಿಮರ್ಶಕರ ತಂಡ,క్రిటికల్ బ్యాండ్
ವಿಮರ್ಶೆ,క్లిష్ట పరిస్థితి
ವಿಮರ್ಶಾತ್ಮಕ ಜೋಡಣೆ,క్లిష్టమైన కలపడం
ನಿರ್ಣಾಯಕ ಆವರ್ತನ,క్లిష్టమైన ఫ్రీక్వెన్సీ
ವಿಮರ್ಶಾತ್ಮಕ ನಿಯತಾಂಕ,క్లిష్టమైన పరామితి
ಮೊಸಳೆ ಕ್ಲಿಪ್,క్రోకోడైల్ క్లిప్
ಅಡ್ಡ ಮರೆಯಾಗುತ್ತಿರುವ,క్రాస్ ఫేడింగ్
ಅಡ್ಡಕತ್ತು,క్రాస్ మాడ్యులేషన్
ಅಡ್ಡ ಮಾತುಕತೆ,క్రాస్ టాక్
ಅಡ್ಡನಡು,క్రాస్ఫేడ్
ಕ್ರಿಪ್ಟೋಗ್ರಫಿ,క్రిప్టోగ్రఫీ
ಸ್ಫಟಿಕ,క్రిస్టల్
ಸ್ಫಟಿಕ ಫಿಲ್ಟರ್,క్రిస్టల్ ఫిల్టర్
ಸೂಚನೆ,క్యూ
ಕ್ಯೂ ಗುರುತುಗಳು,క్యూ మార్కులు
ಕ್ಯೂಯಿಂಗ್ ಸಾಧನ,క్యూయింగ్ పరికరం
ಪ್ರಸ್ತುತ,ప్రస్తుత కాలువ
ಪ್ರಸ್ತುತ ಮೀಟರ್,ప్రస్తుత మీటర్
ಪ್ರಸ್ತುತ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್,ప్రస్తుత ట్రాన్స్ఫార్మర్
ಕರ್ಸರ್,కర్సర్
ಉರುಳು,వక్రరేఖ
ಆವರ್ತನವನ್ನು ಕತ್ತರಿಸಿ,ఫ్రీక్వెన్సీని కత్తిరించండి
ಕಟ್ಟುವವನು,కట్టర్
ಸೈಬರ್ ಕೆಫೆ,సైబర్ కేఫ్
ಸೈಬರ್ ಭದ್ರತೆ,సైబర్ భద్రతా
ಸೈಬರ್ ಜಾಗ,సైబర్ స్థలం
ಚಕ್ರ,చక్రం
ಆವರ್ತಕ,చక్రీయ
ಡಿಸಿ. ಅಂಶ,డి.సి. భాగం
ಡಿಸಿ. ತಟ್ಟೆಯ ಶಕ್ತಿ,డి.సి. ప్లేట్ శక్తి
ಡಿಸಿ. ಪುನಃಸ್ಥಾಪನೆ,డి.సి. పునరుద్ధరణ
ಡಯೋಡೆ,డంపర్ డయోడ్
ತೇವಗೊಳಿಸುವ,డంపింగ్
ಕತ್ತಲೆ,చీకటి
ದತ್ತ,సమాచారం
ದತ್ತಾಂಶ ಪ್ರಸಾರ,డేటా ప్రసారం
ದತ್ತಾಂಶ ಸಂಕೋಚನ,డేటా కుదింపు
ದತ್ತಾಂಶ ಕೊರೆಯುವ,డేటా డ్రిల్లింగ్
ದತ್ತಾಂಶ ಗೂ r ನಿಶ್ಚಯ,డేటా గుప్తీకరణ
ದತ್ತಾಂಶಗಳು,సమాచార దస్తా
ದತ್ತಾಂಶ ನಿರ್ವಹಣೆ,డేటా నిర్వహణ
ದತ್ತಾಂಶ ಗಣಿಗಾರಿಕೆ,డేటా మైనింగ్
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ,డేటా ప్రాసెసింగ్
ದತ್ತಾಂಶ ಸಂಸ್ಕಾರಕ,డేటా ప్రాసెసర్
ಡೇಟಾ ಕಡಿಮೆಯಾಗಿದೆ ಬಿಟ್ ಸಿಸ್ಟಮ್,డేటా తగ్గించిన బిట్ సిస్టమ్
ದತ್ತಾಂಶ ಸೇವೆ,డేటా సేవ
ಮಾಹಿತಿಯ ಕಾಗದ,సమాచార పట్టిక
ದತ್ತಾಂಶ ಸಂಗ್ರಹಣೆ,డేటా నిల్వ
ದತ್ತಾಂಶಗಳು,డేటా స్ట్రీమ్
ದತ್ತಾಂಶ ಪರಿವರ್ತನೆ,డేటా పరివర్తన
ದತ್ತಾಂಶ ಪ್ರಸಾರ,డేటా ప్రసారం
ದತ್ತಸಂಚಯ,డేటాబేస్
ದತ್ತಸೇಂದ್ರಿ,డేటాకాస్టింగ్
ದಟ್ಗ್ರಾಮ್,డేటాగ్రామ్
ಡಿಬಿ ಮೀಟರ್,DB మీటర్
ಭೀಕರ ಗಾಳಿ,చనిపోయిన గాలి
ಸತ್ತ ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್,డెడ్ షార్ట్ సర్క్యూట్
ಜಡ ಸ್ಥಾನ,డెడ్ స్పాట్
ಅಸ್ತವ್ಯಸ್ತತೆ,డెడ్లాక్
ಡೀಬಗ್ ಕಾರ್ಯಕ್ರಮ,డీబగ్ ప్రోగ్రామ్
ಡೀಗಗ್ ಮಾಡುವುದು,డీబగ్గింగ్
ಧ್ವನಿಯ ಕೊಳೆತ,ధ్వని క్షయం
ಡೆಸಿಬೆಲ್ (ಡಿಬಿ),డిసిబెల్
ದಶಮಾನ,దశాంశం
ದಶಮಾಂಶ ಸಂಕೇತ,దశాంశ కోడ్
ದಶಮಾಂಶ ಅಂಕಿಯ,దశాంశ అంకె
ಅರ್ಥಚಕರ್ಯ,డెసిఫరింగ్
ಡಿಕೋಡರ್,డీకోడర్
ಡಿಕೋಡಿಂಗ್,డీకోడింగ్
ಡಿಜಿಟಲ್ ಪ್ರಸರಣದಲ್ಲಿ ಡಿಕೋಡಿಂಗ್,డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్
ತಗ್ಗಿಸು,డికంప్రెషన్
ಡಕ್ಯುಲಿಂಗ,డికప్లింగ్
ಸರ್ಕ್ಯೂಟ್,డికప్లింగ్ సర్క్యూట్
ಡಿಕೌಪ್ಲಿಂಗ್ ನೆಟ್‌ವರ್ಕ್,డికప్లింగ్ నెట్‌వర్క్
ನಿರ್ಣಾಯಕತೆ,డిక్రిప్షన్
ಸಮರ್ಪಿತ ಸಾಲು,అంకితమైన పంక్తి
ಕಬ್ಬಿಣದ,డి-ఎంబెడింగ్
ಒತ್ತು,డి-ఎంఫాసిస్
ಗಡಿಬಿಡಿ,డిఫాల్ట్
ಗುಣಮಟ್ಟದಲ್ಲಿ ದೋಷ,నాణ్యతలో లోపం
ದೋಷಯುಕ್ತ,లోపభూయిష్ట
ದೋಷಯುಕ್ತ ಘಟಕ,లోపభూయిష్ట యూనిట్
ವಿವರಣೆ,నిర్వచనం
ತಿರುಗುವಿಕೆ,విక్షేపం
ವಿರೂಪ,వైకల్యం
ವಿರೂಪಗೊಳಿಸುವಿಕೆ,డీఫ్రాగ్మెంటేషన్
ಡಿ-ಗೇಸಿಂಗ್ ಕಾಯಿಲ್,డి-గాస్సింగ్ కాయిల్
ಪದ,డిగ్రీ
ಅಂತರ್ವರ್ಧಕ,డి-ఇంటర్‌లీవర్
ವಿಳಂಬ ರೇಖೆ,ఆలస్యం లైన్
ವಿಳಂಬ ಸಮಯ,సమయం ఆలస్యం
ವಿಳಂಬವಾದ ಫ್ರೇಮ್ ಮೆಮೊರಿ,ఫ్రేమ్ మెమరీ ఆలస్యం
ವಿಳಂಬವಾದ ಸ್ಕ್ಯಾನಿಂಗ್,ఆలస్యం స్కానింగ్
ವಿಳಂಬ ಸಿಂಕ್ರೊನೈಸೇಶನ್ ಸಿಗ್ನಲ್,ఆలస్యం సమకాలీకరణ సిగ్నల్
ವಿತರಣೆ,డెలివరీ
ವಿತರಣಾ ವ್ಯವಸ್ಥೆ,బట్వాడా వ్యవస్థ
ಅಪಹರಣ,డెమోడ్యులేషన్
ಡಿಮೋಡ್ಯುಲೇಟರ್ ಕಾರ್ಡ್,డెమోడ్యులేటర్ కార్డ్
ಕಸಾಯಿಖಾನೆ,డెమల్టిప్లెక్సర్
ಕ್ಷೇತ್ರದ ಆಳ,ఫీల్డ్ యొక్క లోతు
ಅವರೋಹಣ,అవరోహణ
ವಿನ್ಯಾಸ ವಿವರಣೆ,డిజైన్ స్పెసిఫికేషన్
ಮೇಜಿನ,డెస్క్‌టాప్
ಪತ್ತೆಕಾರಕ ಉತ್ಪಾದನೆ,డిటెక్టర్ అవుట్పుట్
ವಿಚಲನ,విచలనం
ಸಾಧನ,పరికరం
ಸಾಧನ ಚಾಲಕ,పరికర డ్రైవర్
ರೋಗ,విశ్లేషణ
ರೇಖಾಚಿತ್ರ,రేఖాచిత్రం
ಸಂವಾದ ಟ್ರ್ಯಾಕ್,డైలాగ్ ట్రాక్
ವ್ಯಾಸದ ಕ್ರಮ,వ్యాసమైన మోడ్
ವಜ್ರದ ಸ್ಟೈಲಸ್,డైమండ్ స్టైలస్
ವೇಷಭೂಷಣ,ఉదరవితానం
ಡಯಾಫ್ರಾಗ್ಮ್ಯಾಟಿಕ್ ಅಬ್ಸಾರ್ಬರ್,డయాఫ్రాగ్మాటిక్ అబ్జార్బర్
ದ್ವಂದ್ವ ಬಾಂಧವ್ಯ,డైకోటిక్ లిజనింగ్
ಅಂಧನ,విద్యుద్వాహక
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಬ್ರೇಕ್- ಡೌನ್,విద్యుద్వాహక విచ్ఛిన్నం- డౌన్
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ನಷ್ಟ,విద్యుద్వాహక నష్టం
ವ್ಯತ್ಯಾಸ ಆವರ್ತನ,తేడా ఫ్రీక్వెన్సీ
ವ್ಯತ್ಯಾಸ ಆವರ್ತನ ಅಸ್ಪಷ್ಟತೆ (ಡಿಎಫ್‌ಡಿ),తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD)
ವ್ಯತ್ಯಾಸ ಸ್ವರ,తేడా టోన్
ಭೇದಾತ್ಮಕ ವರ್ಧಕ,అవకలన యాంప్లిఫైయర్
ಸಂಧಿಸುವಿಕೆ,విక్షేపం
ಹರಡುವವನು,డిఫ్యూజర్
ಅಂಕ,అంకె
ಒಂದು ಬಗೆಯ,డిజిటల్
ಅಂಕಿ,డిజిటల్ ఆర్టిఫ్యాక్ట్
ಡಿಪಾರ್ಟಿ,డిజిటల్ ఆడియో
ಡಿಜಿಟಲ್ ಆಡಿಯೊ ಫಿಲ್ಟರ್,డిజిటల్ ఆడియో ఫిల్టర్
ಡಿಜಿಟಲ್ ಆಡಿಯೊ ಕಾರ್ಯ ಕೇಂದ್ರ,డిజిటల్ ఆడియో వర్క్ స్టేషన్
ಡಿಜಿಟಲ್ ಕ್ಯಾಮರಾ,డిజిటల్ కెమెరా
ಅಭಿವೃದ್ಧಿ ಕಂಪ್ಯೂಟರ್,డిజిటల్ కంప్యూటర్
ಅಂಕಿ,డిజిటల్ డేటా
ಅಂಕಿ ಸಂಪಾದನೆ,డిజిటల్ ఎడిటింగ్
ಡಿಫೀಟರ್,డిజిటల్ ఎక్సైటర్
ಡಿಜಿಟಲ್ ಫಿಲ್ಟರ್,డిజిటల్ ఫిల్టర్
ಡಿಜಿಟಲ್ ಫ್ರೇಮ್ ಸಿಂಕ್ರೊನೈಜರ್,డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్
ಡಿಜಿಟಲ್ ಪರಂಪರೆ,డిజిటల్ వారసత్వం
ಡಿಫೆನಿಸ್ಟ್‌ ಚಿತ್ರ,డిజిటల్ చిత్రం
ಡಿಜಿಟಲ್ ಗ್ರಂಥಾಲಯ,డిజిటల్ లైబ్రరీ
ಅಂಕಿ ಮಾಪಕ,డిజిటల్ మీటర్
ಲಿಪ್ಯೋನ್ಯುಲೇಷನ್,డిజిటల్ మాడ్యులేషన్
ಡಿಫೀಸು,డిజిటల్ మల్టీప్లెక్స్
ಅಂಕಿ,డిజిటల్ నెట్‌వర్క్
ಡಿಜಿಟಲ್ ಉತ್ಪಾದನೆ,డిజిటల్ అవుట్పుట్
ಡಿಫೀಸು,డిజిటల్ ప్లేబ్యాక్
ಡಿಜಿಟಲ್ ರೇಡಿಯೋ ಮೊಂಡಿಯಾಲ್ (ಡಿಆರ್ಎಂ),డిజిటల్ రేడియో మొండియాల్ (DRM)
ಅಂಕಿ -ರೆಕಾರ್ಡಿಂಗ್,డిజిటల్ రికార్డింగ్
ಡಿಜಿಟಲ್ ಕ್ರಾಂತಿ,డిజిటల్ విప్లవం
ಡಿಫಾರ್ಮ್,డిజిటల్ సిగ్నల్
