Malayalam,Hindi
കോഡ് ചെയ്ത ഓഡിയോ,कोडित श्रव्य
കോഡർ,"कोडक, कूटक"
കോഡിംഗ്,"कोडन, कूटन"
കോഡിംഗ് ഡീകോഡിംഗ് സാങ്കേതികത,कोडन-विकोडन तकनीक
കോഡിംഗ് പിശക്,"कोडन त्रुटि, कूटन त्रुटि"
കോഡിംഗ് നിരക്ക്,कोडन दर
കോഡിംഗ് രീതി,"कोडन तकनीक, कूटन तकनीक"
ഗുണകര്മ്മം,गुणांक
നിർബന്ധിത,निग्राहिता
യോജിച്ച മോഡുലേഷൻ,संसक्त मॉडुलन
കോണം,कुंडली
സഹപവര്ത്തനം,सहयोग
തകര്ന്നടിയുക,निपात
കളപ്പുര,"संग्राहक, संग्राही, कलेक्टर"
കളക്ടർ കറന്റ്,"संग्राहक धारा, कलेक्टर धारा"
അടിസ്ഥാന പെരുമാറ്റത്തിലേക്കുള്ള കളക്ടർ,संग्राही-आधार चालकत्व
കളക്ടർ-അടിസ്ഥാന ജംഗ്ഷൻ,आधार-संग्राही जंक्शन
നിറം,"वर्ण, रंग"
കളർ അനലൈസർ,वर्ण विष्लेषक
നിറം ബാലൻസ്,वर्ण संतुलन
നിറം പൊട്ടിത്തെറി,वर्ण प्रस्फोट
കളർ ചാർട്ട്,वर्ण चार्ट
വർണ്ണ കോമ്പിനേഷൻ,वर्ण संयोजन
വർണ്ണ സ്ഥിരത,वर्णांक
വർണ്ണ നിയന്ത്രണം (Chrome നിയന്ത്രണം),वर्ण नियंत्रण
നിറം ആഴം,"रंग गहराई, वर्ण गभीरता"
കളർ ക്ഷീണം,वर्ण श्रांति
കളർ ഫിൽട്ടർ,"वर्ण फिल्टर, वर्ण निस्यंदक"
കളർ കില്ലർ സർക്യൂട്ട്,वर्णांतक परिपथ
കളർ കൈൻകോപ്പ്,वर्ण चित्रनलिका
കളർ മിക്സർ,वर्ण मिश्रक
വർണ്ണ പാറ്റേൺ,"वर्ण विन्यास, वर्ण प्रतिरूप"
വർണ്ണ പെർസെപ്ഷൻ,वर्णावगम
കളർ പിക്ചർ സ്ക്രീൻ,"वर्ण चित्रपट्ट, वर्ण चित्र स्क्रीन"
കളർ സ്പേസ്,रंग समष्टि
കളർ സബ്കറിയർ,रंग उपवाहक
വർണ്ണ താപനില,"रंग ताप, वर्ण ताप"
കളർ ട്രാൻസ്മിഷൻ,"रंगीन प्रसारण, कलर ट्रांसमिशन"
കളർ ട്യൂബ്,वर्ण नलिका
നിറങ്ങൾ,रंजन
നിറമില്ലാത്ത,वर्णहीन
സമ്മിശണം,संयोजन
കോമ്പിനർ,संयोजक
സംയോജനം സംയോജിപ്പിക്കുന്നു,संयोजन प्रक्रम
ജ്വലിക്കുക,दहन
ആജ്ഞാപിക്കുക,"समादेश, कमान"
തുടങ്ങുന്നതിനു,प्रारंभ
വാണിജ്യ പ്രക്ഷേപണം,वाणिज्यिक प्रसारण
വാണിജ്യ ടെലിവിഷൻ,"वाणिज्यिक टेलीविजन, वाणिज्यिक दूरदर्शन"
സാധാരണ കളക്ടർ സർക്യൂട്ട്,उभयनिष्ठ संग्राही परिपथ
വാര്ത്താവിനിമയം,संचार
ആശയവിനിമയ ഉപഗ്രഹം,संचार उपग्रह
കമ്മ്യൂണിറ്റി റേഡിയോ സെന്റർ,सामुदायिक रेडियो केंद्र
കമ്മ്യൂണിറ്റി റേഡിയോ സ്റ്റേഷൻ,"सामुदायिक रेडियो स्टेशन, सामुदायिक रेडियो केंद्र"
കോംപാക്റ്റ് ഡിസ്ക് (സിഡി),कॉम्पैक्ट डिस्क (सीडी)
കോംപാക്റ്റ് ഡിസ്ക് പ്ലെയർ,कॉम्पैक्ट डिस्क प्लेयर
വേലക്കാരന്,संपीडन-प्रसारित्र
സൃഷ്ടിച്ച്,संपीडन-प्रसारण
അനുയോജ്യത,सुसंगतता
അനുഗുണമായ,सुसंगत
കംപൈലർ,"संकलक, क्रमादेश अंतरक"
പൂരകൻ,पूरक
പരസ്പര ബന്ധപ്പെടേണ്ട ട്രാൻസിസ്റ്റർ,पूरक ट्रांजिस्टर
സങ്കീർണ്ണമായ വേവ്,सम्मिश्र तरंग
ഘടകം,घटक
സംയോജിത,"संयुक्त, संयोजित, सम्मिश्र"
സംയോജിത സർക്യൂട്ട്,संयुक्त परिपथ
സംയോജിത ഡിജിറ്റൽ,संयुक्त डिजिटल
സംയോജിത റേഡിയോ ഫ്രീക്വൻസി സിഗ്നൽ,संयुक्त रेडियो आवृत्ति संकेत
സംയോജിത സിഗ്നൽ,संयुक्त संकेत
സംയോജിത വീഡിയോ,संयुक्त वीडियो
സംയോജിത വീഡിയോ സിഗ്നൽ,संयुक्त –श्य संकेत
രചന,"बनावट, रचना"
കംപ്രസ്സുചെയ്ത ഡാറ്റ,संपीडित आंकड़ा
കംപ്രസ്സുചെയ്ത ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ,संपीडित अंकीकृत –श्य
കംപ്രസ്സുചെയ്ത വീഡിയോ,संपीडित वीडियो
കംപ്രഷൻ,संपीडन
കംപ്രഷൻ ആർട്ടിഫാക്റ്റ്,संपीडन विरूपण साक्ष्य
കംപ്രഷൻ അപകടം,संपीडन संकट
കംപ്രഷൻ രീതി,संपीडन तकनीक
കംപ്രർ,संपीडित्र
കണക്കുകൂട്ടുക,अभिकलन
കന്വൂട്ടര്,"अभिकलित्र, कंप्यूटर"
കമ്പ്യൂട്ടർ ആസ്ഥാനമായുള്ള മൾട്ടിമീഡിയ,कंप्यूटर आधारित बहुमाध्यम
കമ്പ്യൂട്ടർ പ്രോഗ്രാമിംഗ്,कंप्यूटर प्रोग्रामन
കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യ,कंप्यूटर प्रौद्योगिकी
കോൺകീവ് ലെൻസ്,अवतल लेन्स
കോൺകീവ് മിറർ,अवतल दर्पण
ഒളിച്ചുഴ ലഭിക്കല്,"प्रच्छादन, गोपन"
ഏകാഗ്രത,"सांद्रित, गाढ़ा, संकेंद्रित"
ഏകാഗത,"संकेंद्रण, सांद्रण"
ഏകാഗത ലെൻസ്,संकेंद्रिक लेन्स
കണ്ടൻസർ മൈക്രോഫോൺ,"संधारित्र माइक्रोफोन, कन्डेंसर माइक्रोफोन"
സന്തുലിതാവസ്ഥയുടെ അവസ്ഥ,साम्यावस्था
ആവർത്തനം,चालन
ചണംകരണം,चालन धारा
ചാരന്വിറ്റി,चालकता
മേല്നോട്ടക്കാരി,चालक
കോൺഫിഗറേഷൻ,"संरूपण, विन्यास"
കൂട്ടുകെട്ട്,"संबंधन, संयोजन"
കണക്റ്റിവിറ്റി,"संबद्धता, योजकता"
കണക്റ്റർ,"संबंधक, योजक"
സ്ഥിരത,सुसंगति
സ്ഥിരമായി,सुसंगततः
കൺസോൾ,कन्सोल
സ്ഥിരമായ,"स्थिर, नियतांक, स्थिरांक, नियत"
സ്ഥിരമായ വ്യാപ്തി,"अचर कोणांक, अचर आयाम"
മൈക്രോഫോൺ ബന്ധപ്പെടുക,संपर्क माइक्रोफोन
കണ്ടെയ്നർ ഫോർമാറ്റ്,पात्र आरूप
മലിനമാക്കല്,संदूषण
സന്തുഷ്ടമായ,"अंतर्वस्तु, अंश"
തുടർച്ചനാൽ,"निकटस्थ, समीपस्थ, संलग्न, संस्पशब"
തുടർച്ച,"सांतत्य, सातत्य, निरंतरता"
തുടർച്ച ബൂത്ത്,सातत्य बूथ
തുടർച്ച നോബ്,सातत्य घुंडी
ഇടതടവില്ലാതെ,"सतत, निरंतर, अविरल, अविच्छिन्न"
തുടർച്ചയായ ആർക്ക്,"सतत चाप, अविच्छिन्न चाप"
തുടർച്ചയായ തരംഗം,सतत तरंग
കോണ്ടൂർ ലൈൻ,समोच्च रेखा
കോണ്ടൂർ പ്ലാൻ,समोच्च रेखीय योजना
ഉടന്വടി,"संविदा, संकुचित करना"
സങ്കോചനം,संकुचन
ദൃശ്യതീവ്രത അനുപാതം,विपर्यास अनुपात
നിയന്ത്രണ സർക്യൂട്ട്,नियंत्रण परिपथ
ഇലക്ട്രോഡ് നിയന്ത്രിക്കുക,नियंत्रण इलेक्ट्रोड
ഉപകരണങ്ങൾ നിയന്ത്രിക്കുക,नियंत्रण उपस्कर
നിയന്ത്രണ ഗ്രിഡ്,नियंत्रण ग्रिड
നിയന്ത്രണ രേഖ,नियंत्रण रेखा
നിയന്ത്രണ പാനൽ,नियंत्रण पैनल
നിയന്ത്രണ മുറി,नियंत्रण कक्ष
നിയന്ത്രണ പട്ടിക,नियंत्रण सारणी
നിയന്ത്രണ ഗോപുരം,"नियंत्रण मीनार, नियंत्रण टावर"
കണ്ട്രോളർ,नियंत्रक
ഒത്തുപണി,अभिसरण
മൊത്തത്തിലുള്ള ലെൻസ്,अभिसारी लेन्स
കവർത്തനമാർഗ്ഗം,परिवर्तक
കൺവെക്സ് ലെൻസ്,उत्तल लेन्स
സാരമക്ഷമമായ,संवलन
പരിമിതി കോഡ് ചെയ്തു,संवलन कोडित
പരിണാമപരമായ പരസ്പരബന്ധം,"संवलनात्मक अंतरापत्र, संवलनीय अंतरापत्र"
പരിണാമപരമായ സംക്രമണ,"संवलनात्मक अंतरापत्रण, संवलनीय अंतरापत्रण"
കുക്കി,कुकी
കുക്കിതാവ്,कुकियर
കോപാസസ്സർ,सहप्रक्रमक
ചരട്,"डोरी, कॉर्ड"
കൊറോണ,"किरीट, कोरोना"
കൊറോണ ഡിസ്ചാർജ്,किरीट विसर्जन
പരസ്പരബന്ധം,सहसंबंधन
കോസിൻ ഘടകം,"कोसाइन घटक, कोज्या घटक"
കോസിൻ തരംഗം,"कोज्या तरंग, कोसाइन तरंग"
കോസ്മിക് ശബ്ദം,अंतरिक्ष रव
കൗണ്ടര്,"गणक, काउंटर"
എതിർ ഘടികാരദിശയിൽ,वामावर्त
കപ്ലർ,युग्मक
കപ്ലിംഗ്,युग्मन
കപ്ലിംഗ് കണ്ടൻസർ,युग्मन संधारित्र
കപ്ലിംഗ് നെറ്റ്വർക്ക്,"युग्मन जालक्रम, युग्मन नेटवर्क"
Conpling പ്രതിരോധം,युग्मन प्रतिरोध
കോവാലന്റ് ബോണ്ട്,सहसंयोजी आबंध
കവറേജ്,"व्याप्ति, कवरेज"
തകര്ച്ച,ध्वंस
ഗുരുതരമായ ബാൻഡ്,क्रांतिक बैंड
ഗുരുതരമായ അവസ്ഥ,क्रांतिक अवस्था
ഗുരുതരമായ കപ്ലിംഗ്,क्रांतिक युग्मन
ഗുരുതരമായ ആവൃത്തി,क्रांतिक आवृत्ति
ഗുരുതരമായ പാരാമീറ്റർ,क्रांतिक प्राचल
മുതല ക്ലിപ്പ്,मकरदंती क्लिप
ക്രോസ് മങ്ങൽ,पार मंदन
ക്രോസ് മോഡുലേഷൻ,क्रॉस मॉडुलन
ക്രോസ് ടോക്ക്,"क्रॉस वार्ता, क्रॉस टाक, संकर वार्ता"
ക്രോസ്ഫേഡ്,पारमंद
ക്രിപ്റ്റോഗ്രഫി,"गूढ़लेखन, गूढ़लेखिकी, क्रिप्टोग्राफी"
സ്ഫടികം,क्रिस्टल
ക്രിസ്റ്റൽ ഫിൽട്ടർ,क्रिस्टल फिल्टर
ശീതം,"अनुसंकेत, इंगित"
ക്യൂ മാർക്ക്,अनुसंकेत चिह्न
ഉപകരണം ക്യൂപ്പിംഗ് ഉപകരണം,अनुसंकेत युक्ति
നിലവിലെ ഡ്രെയിൻ,धारा अपवाह
നിലവിലെ മീറ്റർ,धारामापी
നിലവിലെ ട്രാൻസ്ഫോർമർ,धारा ट्रांसफार्मर
കഴ്സർ,"प्रसंकेतक, कर्सर"
വളവ്,वक्र
ആവൃത്തി മുറിക്കുക,अंतक आवृत्ति
മുറിവ്,कर्तक
സൈബർ കഫേ,साइबर कैफे
സൈബർ സുരക്ഷ,साइबर सुरक्षा
സൈബർ സ്ഥലം,साइबर स्पेस
ആവൃത്തി,"चक्र, आवर्तन"
ചാക്രിക,चक्रीय
D.C. ഘടകം,डी.सी. (दिष्टधारा) घटक
D.C. പ്ലേറ്റ് വൈദ്യുതി,डी.सी. प्लेट षक्ति
D.C. പുനസ്ഥാപിക്കൽ,डी.सी. पुनः स्थापन
ഡാംപ്പർ ഡയോഡ്,अवमंदक डायोड
നനഞ്ഞ,अवमंदन
ഇരുണ്ട,अदीप्त
ഡാറ്റ,"आंकड़ा, डाटा"
ഡാറ്റ ബ്രോഡ്കാസ്റ്റിംഗ്,आंकड़ा प्रसारण
ഡാറ്റ കംപ്രഷൻ,आंकड़ा संपीडन
ഡാറ്റ ഡ്രില്ലിംഗ്,"आंकड़ा प्रवेधन, डाटा प्रवेधन"
ഡാറ്റ എൻക്രിപ്ഷൻ,"डाटा कूटलेखन, आंकड़ा कूटलेखन"
ഡാറ്റ ഫയൽ,आंकड़ा संचिका
ഡാറ്റ കൈകാര്യം ചെയ്യൽ,"डाटा संचालन, आंकड़ा संचालन"
ഡാറ്റ ഖനനം,आंकड़ा खनन
ഡാറ്റ പ്രോസസ്സിംഗ്,"आंकड़ा प्रक्रमण, डाटा प्रक्रमण"
ഡാറ്റ പ്രോസസ്സ്,"डाटा प्रक्रमक, आंकड़ा प्रक्रमक"
ഡാറ്റ കുറച്ച ബിറ്റ് സിസ്റ്റം,आंकड़ा लघुकृत बिट तंत्र
ഡാറ്റ സേവനം,आंकड़ा सेवा
ഡാറ്റ ഷീറ്റ്,"डाटा पत्र, आंकड़ा पत्र, डाटा शीट"
ഡാറ്റ സംഭരണം,"डाटा भंडारण, आंकड़ा भंडारण"
ഡാറ്റ സ്ട്രീം,"डाटा प्रवाह, आंकड़ा प्रवाह"
ഡാറ്റ പരിവർത്തനം,आंकड़ा रूपांतरण
ഡാറ്റ ട്രാൻസ്മിഷൻ,"डाटा संचरण, आंकड़ा संचरण"
ഡാറ്റാബേസ്,"आंकड़ा आधार, डाटा बेस"
അപകീർത്തികരമായ,आंकड़ा प्रसारण
ഡാറ്റാഗ്രാം,"आंकड़ा-लेख, डाटाग्राम"
ഡിബി മീറ്റർ,"डेसिबल मीटर, dB मीटर"
ചത്ത വായു,अमॉडुलित प्रसारण
ഡെഡ് ഷോർട്ട് സർക്യൂട്ട്,पूर्ण लघु परिपथ
ചത്ത സ്ഥലം,मूक स्थल
ഡെഡ്ലോക്ക്,गतिरोध
ഡീബഗ് പ്രോഗ്രാം,दोषमार्जन कार्यक्रम
ഡീബഗ്ഗിംഗ്,"डीबगिंग, दोषमार्जन"
ശബ്ദത്തിന്റെ ക്ഷയം,ध्वनि-क्षय
ഡെസിബെൽ (ഡിബി),डेसिबल
ദശാംശ,"दशमलव, दशमिक"
ദശാംശ കോഡ്,दशमिक कोड
ദശാംശ അക്ക,दशमिक डिजिट
അനുശാസിക്കുന്നു,कूटवाचन
അചഞ്ചര്,"कूट वाचक, विकोडक"
ഡീകോഡിംഗ്,"कूट वाचन, विकोडन"
ഡിജിറ്റൽ ട്രാൻസ്മിഷനിൽ ഡീകോഡ് ചെയ്യുന്നു,अंकीय संचरण विकोडन
വികൃതമായ,विसंपीडन
തളർത്തുക,वियुग्मन
സർക്യൂട്ട് ഉപേക്ഷിക്കുന്നു,वियुग्मन परिपथ
നെറ്റ്വർക്ക് തീരുമാനിക്കുക,"वियुग्मन जालक्रम, वियुग्मन नेटवर्क"
ഡീക്രിപ്ഷൻ,"विकोडन, विकूटन, विगोपन"
സമർപ്പിതരേഖ,समर्पित लाइन
ഡി-എംബഡിംഗ്,वि-अंतः स्थापन
ഡി-is ന്നൽ,विप्रबलन
കുറ്റം,"स्वतः निर्धारित, डिफाल्ट"
ഗുണനിലവാരത്തിൽ തകരാറ്,गुणता दोष
കുറവുള്ള,"सदोष, दोषपूर्ण"
വികലമായ യൂണിറ്റ്,"सदोष एकक, दोषपूर्ण एकक"
നിര്വചനം,"परिभाषा, स्पष्टता"
വ്യതിചലനം,विक्षेपण
അവശമനം,"विरूपण, विकृति"
വഞ്ചന,एकीकरण
ഡി-ഗെയ്സിംഗ് കോയിൽ,"चुंबकीय विक्षेत्रण कुंडली, विगासिंग कुंडली"
ഡിഗ്രി,"डिग्री, अंश"
ഡി-ഇന്റർലീവ്,वि-अंतरापत्रक
കാലതാമസം,डिले लाइन
കാലതാമസം,विलंब काल
ഫ്രെയിം മെമ്മറി വൈകി,विलंबित फ्रेम स्मृति
സ്കാനിംഗ് വൈകി,विलंबित क्रमवीक्षण
സമന്വയ സിഗ്നൽ വൈകി,विलंबित तुल्यकालन संकेत
പസവം,"प्रदान, प्रस्तुति"
ഡെലിവറി സംവിധാനം,"वितरण तंत्र, वितरण प्रणाली, प्रदान तंत्र, प्रदान प्रणाली"
പൊളിക്കുക,विमॉडुलन
ഡിമോഡലേറ്റർ കാർഡ്,विमॉडुलक कार्ड
ലംതിപ്റ്റൻ,विबहुसंकेतक
ഫീൽഡിന്റെ ആഴം,क्षेत्र गहराई
അവരോഹണം,अवरोहण
ഡിസൈൻ സവിശേഷത,अभिकल्प विनिर्देश
ഡെസ്ക്ടോപ്പ്,डेस्कटॉप
ഡിറ്റക്ടർ .ട്ട്പുട്ട്,"संसूचक उत्पाद, संसूचक निर्गत"
വതിചലനം,विचलन
ഉപായം,"युक्ति, साधन"
ഉപകരണ ഡ്രൈവർ,युक्ति चालक
ഡയഗ്നോസ്റ്റിക്സ്,नैदानिकी
രേഖാലേഖം,आरेख
ഡയലോഗ് ട്രാക്ക്,संवाद पथ
വ്യാജ മോഡ്,व्यासीय विधा
ഡയമണ്ട് സ്റ്റൈലസ്,"हीरक स्टाइलस, हीरक सुई"
ഡയഫ്രം,"मध्यपट, तनुपट"
ഡയഫ്രാഗ്മാറ്റിക് ആഗിര്ബർ,तनुपटीय अवशोषक
ഡിക്കോട്ടിക് ലിസണിംഗ്,द्विशाखी श्रवण
ഡീലക്റ്റിക്,"डाइइलेक्ट्रिक, परावैद्युत"
ഡീലക്ട്രിക് ബ്രേക്ക്- താഴേക്ക്,"डाइइलेक्ट्रिक भंग, परावैद्युत भंग"
ഡീലക്ട്രിക് നഷ്ടം,परावैद्युत हानि
വ്യത്യാസ ആവൃത്തി,अंतर आवृत्ति
വ്യത്യാസ ആവൃത്തിയുടെ വികസനം (DFD),अंतर आवृत्ति विरूपण
വ്യത്യാസ സ്വരം,"अंतर स्वरक, अंतर टोन"
ഡിഫറൻഷ്യൽ ആംപ്ലിഫയർ,विभेदी प्रवर्धक
ഡിഫ്രാക്ഷൻ,विवर्तन
ഡിഫ്യൂസർ,विसारक
അക്കം,अंक
ഡിജിറ്റൽ,"अंकीय, डिजिटल"
ഡിജിറ്റൽ ആർട്ടിഫാക്റ്റ്,अंकीय विरूपण साक्ष्य
ഡിജിറ്റൽ ഓഡിയോ,अंकीय श्रव्य
ഡിജിറ്റൽ ഓഡിയോ ഫിൽട്ടർ,"डिजिटल ऑडियो फिल्टर, अंकीय श्रव्य फिल्टर"
ഡിജിറ്റൽ ഓഡിയോ വർക്ക് സ്റ്റേഷൻ,"डिजिटल ऑडियो कार्य स्टेशन, अंकीय श्रव्य कार्य केन्द्र"
ഡിജിറ്റൽ ക്യാമറ,"अंकीय कैमरा, डिजिटल कैमरा"
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,"अंकीय कंप्यूटर, डिजिटल कंप्यूटर"
ഡിജിറ്റൽ ഡാറ്റ,"अंकीय आंकड़ा, अंकीय डाटा"
ഡിജിറ്റൽ എഡിറ്റിംഗ്,अंकीय संपादन
ഡിജിറ്റൽ എക്സൈറ്റർ,"अंकीय उत्तेजक, डिजिटल एक्साइटर"
ഡിജിറ്റൽ ഫിൽട്ടർ,"अंकीय फिल्टर, अंकीय निस्यंदक"
ഡിജിറ്റൽ ഫ്രെയിം സമന്വയം,अंकीय फ्रेम तुल्यकालक
ഡിജിറ്റൽ പൈതൃകം,अंकीय विरासत
ഡിജിറ്റൽ ഇമേജ്,अंकीय प्रतिबिंब
ഡിജിറ്റൽ ലൈബ്രറി,अंकीय लाइबेरी
ഡിജിറ്റൽ മീറ്റർ,"डिजिटल मीटर, अंकीयमापी"
ഡിജിറ്റൽ മോഡുലേഷൻ,अंकीय मॉडुलन
ഡിജിറ്റൽ മൾട്ടിഫ്ക്സ്,अंकीय बहुसंकेत
ഡിജിറ്റൽ നെറ്റ്വർക്ക്,अंकीय जालक्रम
ഡിജിറ്റൽ .ട്ട്പുട്ട്,अंकीय निर्गत
ഡിജിറ്റൽ പ്ലേബാക്ക്,"अंकीय प्रतिश्रवण, अंकीय प्लेबैक"
ഡിജിറ്റൽ റേഡിയോ മൊണ്ടാലിലേക്ക് (ഡിആർഎം),विष्वव्यापी अंकीय रेडियो
ഡിജിറ്റൽ റെക്കോർഡിംഗ്,अंकीय अभिलेखन
ഡിജിറ്റൽ വിപ്ലവം,अंकीय क्रांति
ഡിജിറ്റൽ സിഗ്നൽ,अंकीय संकेत
ഡിജിറ്റൽ സിഗ്നൽ പ്രോസസ്സിംഗ് (DSP),डिजिटल सिगनल प्रक्रमण
ഡിജിറ്റൽ ഒപ്പ്,"अंकीय हस्ताक्षर, अंकीय चिd"
ഡിജിറ്റൽ സാങ്കേതികവിദ്യ,"अंकीय प्रौद्योगिकी, डिजिटल प्रौद्योगिकी"
അനലോഗ് കൺവെർട്ടറിലേക്കുള്ള ഡിജിറ്റൽ,अंकीय-अनुरूप परिवर्तक
ഡിജിറ്റൽ വീഡിയോ,"अंकीय –ष्य, डिजिटल वीडियो"
ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ,अंकीय वोल्टतामापी
ഡിജിറ്റലൈസേഷൻ,अंकरूपण
ഡിജിറ്റൈസേഷൻ,"अंकरूपण, अंकीकरण"
ഡിജിറ്റൈസ് ചെയ്ത വീഡിയോ,"अंकीकृत –ष्य, अंकीकृत वीडियो"
ഡിജിറ്റൈസർ,"अंकक, अंकरूपक"
മങ്ങിന്,मंद
പരിമാണം,"विमा, विस्तार"
മയക്കുമരുന്ന്,मंदक
ഡയോഡ്,डायोड
മുക്കുക,नति
ഡി മെൽക്സർ,द्विसंकेतक
ഡിപ്ലോൾ ആന്റിന,द्विधुवी ऐन्टेना
നേരിട്ടുള്ള പ്രക്ഷേപണം,सीधा प्रसारण
നേരിട്ടുള്ള കറന്റ് (ഡി സി),दिष्टधारा (डी सी)
നേരിട്ടുള്ള പിക്ക് അപ്പ്,"सीधा पिकअप, पकड़ना"
നേരിട്ടുള്ള വായന ഉപകരണം,प्रत्यक्ष पठन यंत्र
നേരിട്ടുള്ള റെക്കോർഡിംഗ്,प्रत्यक्ष अभिलेखन
ദിശാസൂചന ആന്റിന,दिशिक ऐन्टेना
ദിശാസൂചന കപ്ലർ,दिशिक युग्मक
ദിശാസൂചന മൈക്രോഫോൺ,दिशिक माइक्रोफोन
നിര്ദേശം,"दिशात्मकता, दिशिकता"
മേല്വിലാസപ്പട്ടിക,निर्देशिका
പ്രവർത്തനരഹിതമാക്കുക,असमर्थ
ഡിസ്ക് ആന്റിന,डिस्क ऐन्टेना
ഡിസ്ക് അടിസ്ഥാനമാക്കിയുള്ള സംഭരണം,डिस्क आधारित भंडारण
അപവാദം,"अलग, विविक्त, भिन्न"
ചകം,"डिस्क, चक्रिका"
ഡിസ്ക് ഡ്രൈവ്,"डिस्क ड्राइव, चालक"
ഡിസ്ക് ക്വാട്ട,डिस्क नियतांश
അകെച്ചെറ്റ്,डिस्केट
സ്ഥാനഭാവം,"विस्थापन, प्रभ्रंश"
പതിക്കല്,"प्रकीर्णन, परिक्षेपण"
സ്ഥാനമാറ്റാം,विस्थापन
പദര്ശനം,प्रदर्शित करना; प्रदर्श
ഡിസ്പ്ലേ യൂണിറ്റ് (കൺസോൾ),प्रदर्श एकक (कन्सोल)
ഭിന്നിപ്പ്,क्षय
വൈരാഗ്യം,"बेसुरापन, असंनादिता"
വാറ്റിയെടുത്ത വെള്ളം,आसुत जल
വളച്ചൊടിക്കൽ,विरूपण
വിതരണ,वितरण
വിതരണം ആംപ്ലിഫയർ,वितरण प्रवर्धक
ഡിവിഷൻ,"विभाजन, प्रभाग"
ഭിചതീരം,भाजक
രേഖ,"प्रलेख, दस्तावेज"
ഡോൾബി ഡിജിറ്റൽ,"डोल्बी अंकीय, डोल्बी डिजिटल"
ഡൊമെയ്ൻ,प्रक्षेत्र
ഡൊമെയ്ൻ കണ്ട്രോളർ,प्रक्षेत्र नियंत्रक
ഡോപ്ലർ ഇഫക്റ്റ്,डॉप्लर प्रभाव
ഡബിൾ പോൾ (ഡിയോൾ),द्विधुव
ഇരട്ട പോൾ സിംഗിൾ ത്രോ സ്വിച്ച്,द्विधुव एकल क्षेप स्विच
ഇരട്ട സൈഡ് ഡിസ്ക്,"द्विपार्ष्व चक्रिका, द्विपार्ष्व डिस्क"
ഇരട്ട,द्विक
താഴേക്ക് വരുന്ന തരംഗം,अधोगामी तरंग
താഴേക്ക് അരുവി,अनुप्रवाह
ഡൗൺലിങ്ക്,"अधोयोजन, डाउनलिंक"
ഡൗൺലോഡ്,"डाउनलोड, अधोभार"
ഡൗൺലോഡുചെയ്യുന്നു,अधोभारण
ഡ്രോയിംഗ്,"आरेखण, आहरण"
ഡ്രില്ലിംഗ് ബിറ്റ്,"प्रवेधन बिट, बरमा अणी"
ഡ്രില്ലിംഗ് മെഷീൻ,प्रवेधन यंत्र
ഓടിക്കുക,"चालन, ड्राइव"
ചെണ്ട,"ड्रम, ढोल"
ഡ്രൈ ബൾബ് താപനില,शुष्क बल्ब तापमान
വരണ്ട സെൽ,शुष्क सेल
ഡ്രൈ സോൾഡർ,"ड्राई सोल्डर, विफल सोल्डर"
ഡ്യുവൽ ചാനൽ മോഡ്,द्वि चैनल विधा
ഡബ്ബിംഗ്,"डबीकरण, काट-छाँट, अंतरण"
ദുരുപയോഗം,"निष्फल, निरर्थक"
ഉപേക്ഷിക്കുക,निपात
ഡ്യുപ്ലെക്സ്,द्वैध
കാലയളവ്,अवधि
പൊടി,"धूल, धूलि"
പൊടി ബഗ്,धूलि दोष
പൊടി തെളിവ്,धूलि रोधी
ദുണ്രന്മാര്,"झाड़न, धूलित्र"
ചലനാത്മക,"गतिक, गतिशील"
ഡൈനാമിക് ബിറ്റ് വിഹിതം,गतिक बिट नियतन
ഡൈനാമിക് ഇന്റർമോഡുലേഷൻ വക്രീകരണം (മങ്ങിയത്),गतिक अंतरामॉडुलन विरूपण
ഡൈനാമിക് ക്വാണ്ടൈസേഷൻ,"गतिक क्वांटमन, गतिक क्वांटमीकरण"
ഡൈനാമിക് റേഞ്ച്,गतिक परास
ഡൈനാമിക് റേഞ്ച് നിയന്ത്രണം,गतिक परास नियंत्रण
ഡൈനാമോ,डाइनेमो
ഇയർ ഫോൺ,"कर्णफोन, ईयरफोन"
ഭൂമി,भूमि
എർത്ത് ബൾബ്,भू-उभार
ഭൂമി ചെറുത്തുനിൽപ്പ്,भू-प्रतिरोध
എർത്ത് വടി,भू-छड़
എർത്ത് ഉപഗ്രഹം,भू-उपग्रह
ഭൂമി സ്റ്റേഷൻ,भू-केंद्र
എർത്ത് ടെർമിനൽ,भू-टर्मिनल
പൊയ്ക്കുന്നത്,"भू-संपर्क करना, भू-संपर्कन"
പതിധനി,प्रतिध्वनि
എക്കോ ചേംബർ,प्रतिध्वनि कक्ष
എഡ്ഡി കറന്റ്,भंवर धारा
എഡ്ഡി നിലവിലെ നഷ്ടം,भंवर धारा हानि
എഗ്രിവൈസ് മീറ്റർ,"एजवाइज मीटर, अधिकोर मापी"
എഡിറ്റിംഗ്,संपादन
ഫലപ്രദമായ ആന്റിന ഉയരം,प्रभावी ऐन्टेना ऊंचाई
ഫലപ്രദമായ ആന്റിന നീളം,प्रभावी ऐन्टेना लंबाई
