Bengali,Assamese
বাবেল,বাবেল
Babine এর প্রতিশোধকারী,বেবিনৰ প্ৰতিশোধকাৰী
ব্যাবস (ব্লাইন্ড অ্যাপ্রোচ বিকন সিস্টেম),বাবছ (ব্লাইণ্ড এপ্ৰ&#39;চ বিকন চিষ্টেম)
পিছনের উপাদান,পিছফালৰ উপাদান
পিছনের সঞ্চালন,পিঠিৰ পৰিবাহীতা
পোস্টেরিয়র ডিফিউশন,পশ্চাৎ প্ৰসাৰণ
ব্যাক ডায়োড,বেক ডাইঅ&#39;ড
প্রতিপক্ষ বনাম খ. (এন্টি-ইলেক্ট্রোমোটিভ ফোর্স),প্ৰতিপক্ষ বনাম। খ. (বৈদ্যুতিক বিৰোধী শক্তি)
ফিরে প্রতিধ্বনি,পিছলৈ প্ৰতিধ্বনি
পিছনে আগুন,পিছফালে জুই
ফিরে প্রবাহ,বেক ফ্ল&#39;
পিছনের ফোকাস দূরত্ব,পিছফালৰ ফ&#39;কাচ দূৰত্ব
অনুতাপ,অনুতাপ কৰা
পোস্টেরিয়র লোব,পশ্চাৎ লোব
"পিছনের ছবি, পিছনের ব্যবধান","পিছফালৰ ছবি, পিছফালৰ ব্যৱধান"
"প্রভাব পরে ছবি, ব্যাক ল্যাগ প্রভাব","ইফেক্টৰ পিছত ছবি, বেক লেগ ইফেক্ট"
দেরী সময়কাল,লেট পিৰিয়ড
পোস্টেরিয়র নিপিড,পশ্চাৎ nipped
ফিরে প্রতিফলন,পিঠিৰ প্ৰতিফলন
ফিরে প্রতিরোধ,পিঠিৰ প্ৰতিৰোধ ক্ষমতা
পিছনে স্থানচ্যুতি পরিবর্তন,পিছফালৰ বিচ্যুতি পৰিৱৰ্তন
ব্যাক শান্ট কীিং,পিছলৈ শ্বাণ্ট কী কৰা
পিছনের গতি সীমাবদ্ধকারী,ৰিয়াৰ স্পীড লিমিটাৰ
সম্পর্ক পরবর্তী,সম্পৰ্কৰ পিছৰ
বন্ধ বন্ধনী জোড়া,বিপৰীত ব্ৰেকেট যোৰ
ব্যাক-রিপিটার,বেক-ৰিপিটাৰ
প্রতিদান,ৰিইম্বৰ্চেমেণ্ট
বিরোধী ভোল্টেজ,এন্টি ভল্টেজ
অন্তর্বর্তী তরঙ্গ,অন্তৰ্স্থলীৰ তৰংগ
পিছনের প্রতিফলন এক্স-রে ক্যামেরা,পিছফালৰ প্ৰতিফলন এক্স-ৰে কেমেৰা
ব্যাক স্ক্যাটার ফ্যাক্টর,বেক স্কেটাৰ ফ্যাক্টৰ
ব্যাক স্ক্যাটার,পিছলৈ বিক্ষিপ্ততা
পশ্চাদগামী ত্বরণ,পিছলৈ ত্বৰণ
লালিত প্রিন্টার,লালন-পালন কৰা প্ৰিন্টাৰ
বিপরীত খিলান,বিপৰীত তোৰণ
ব্যাকগ্রাউন্ড ফিল্ম,পটভূমি ফিল্ম
পটভূমি ছবি,পটভূমিৰ ছবি
"ব্যাকগ্রাউন্ড, ব্যাকগ্রাউন্ড","পটভূমি, পটভূমি"
পটভূমি গণনা,পটভূমি গণনা
ব্যাকগ্রাউন্ড স্ট্রিম,পটভূমিৰ প্ৰবাহ
"ব্যাকগ্রাউন্ড কভার, ব্যাকগ্রাউন্ড কভার","পটভূমিৰ কভাৰ, পটভূমিৰ কভাৰ"
ব্যাকগ্রাউন্ড লাউডস্পীকার,পটভূমিৰ লাউডস্পীকাৰ
ব্যাকগ্রাউন্ড মনিটর,পটভূমি মনিটৰ
পৃষ্ঠ অভিক্ষেপ,পৃষ্ঠৰ প্ৰক্ষেপণ
পটভূমি বিকিরণ,পটভূমিৰ বিকিৰণ
"পশ্চাৎপদ, পশ্চাৎপদ","পিছপৰা, পিছপৰা"
পরিবর্তন,ঘুৰা
ব্যাক ভোল্টেজ পালসার,বেক ভল্টেজ পালছাৰ
পোস্টেরিয়র সামিট,পশ্চাৎ শীৰ্ষ সন্মিলন
পশ্চাদপদ ভার্নিয়ার,পিছপৰা vernier
পোস্টেরিয়র স্ক্যাটারিং,পশ্চাৎ বিক্ষিপ্ততা
ব্যাকওয়ার্ড ওয়েভ ম্যাগনেট্রন,পিছলৈ তৰংগ মেগনেট্ৰন
ব্যাকওয়ার্ড ওয়েভ অসিলেটর,পিছলৈ তৰংগ দোলক
পশ্চাদগামী তরঙ্গ নল,পিছলৈ তৰংগ নলী
পোস্টেরিয়র গ্রেগরি নিউটন সূত্র,পশ্চাৎ গ্ৰেগৰী নিউটন সূত্ৰ
অন্তরক,ইনচুলেটৰ
দরিদ্র জ্যামিতিক কনফিগারেশন,দুৰ্বল জ্যামিতিক সংৰূপ
মিথ্যা রায়ের ধারা,মিছা বিচাৰৰ দফা
বাধা,বাধাগ্ৰস্ততা
বাধা ফলক,বাধাৰ ফলক
বাধা চিহ্ন,বাধাৰ চিন
প্যারাশুট জাম্প,পেৰাচুট জাম্প
পেট পুঁতি,পেটৰ গুটি
বেয়ার-প্রেমময়,উদং-প্ৰেমময়
গরম করার,উত্তাপন কৰা
"ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য, ভারসাম্য","ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
ভারসাম্য কোষ,ভাৰসাম্য কোষ
ভারসাম্য রাশিফল,ভাৰসাম্য ৰাশিফল
ভারসাম্য সূচক,ভাৰসাম্য সূচক
"ক্যালিব্রেটর চাকা, ব্যালেন্সিং হুইল, ব্যালেন্সিং হুইল","কেলিব্ৰেটৰৰ চকা, ভাৰসাম্য ৰক্ষা কৰা চকা, ভাৰসাম্য ৰক্ষা কৰা চকা"
সুষম অ্যান্টেনা,সুষম এন্টেনা
সুষম পরিবর্ধক,সুষম এম্প্লিফায়াৰ
সুষম সম্মুখীন ড্যাম্পার,ভাৰসাম্যপূৰ্ণ ফেচিং ডেম্পাৰ
সুষম অ্যান্টেনা,সুষম এন্টেনা
সুষম সেতু,সুষম দলং
"ব্যালেন্স কনভার্টার, বেলুন","বেলেন্স কনভাৰ্টাৰ, বেলুন"
ভারসাম্য ত্রুটি,ভাৰসাম্য ৰক্ষাৰ ভুল
সুষম ত্রুটি পরিসীমা,সুষম ভুল পৰিসৰ
সুষম ফিল্টার,সুষম ফিল্টাৰ
সুষম শক্তি,সুষম বল
সুষম ঘূর্ণন স্ট্যাবিলাইজার,সুষম ঘূৰ্ণনশীল স্থিতিশীলতা
সুষম শোষক,সুষম শোষক
সুষম লাইন,সুষম ৰেখা
সুষম লাইন সিস্টেম,সুষম ৰেখা ব্যৱস্থা
সুষম লোড,সুষম বোজা
সুষম মিশুক,সুষম মিক্সাৰ
ব্যালেন্সড মডুলেটর ব্যালেন্সড মডুলেটর,সুষম মডুলেটৰ সুষম মডুলেটৰ
সুষম আউটপুট জেনারেটর,সুষম আউটপুট জেনেৰেটৰ
সুষম প্রতিক্রিয়া,সুষম বিক্ৰিয়া
সুষম শেষ,সুষম শেষ
সুষম ভোল্টেজ,সুষম ভল্টেজ
ব্যালেন্সার,বেলেন্সাৰ
ভারসাম্য,ভাৰসাম্যতা বজাই ৰখা
রিবাউন্ড অ্যান্টেনা,ৰিবাউণ্ড এন্টেনা
ভারসাম্য ক্ষমতা,ভাৰসাম্য ৰক্ষাৰ ক্ষমতা
"ক্যাপাসিট্যান্স আর্থ কানেক্টিভিটি, রিভার্স আর্থ কানেক্টিভিটি","কেপাচিটেন্স আৰ্থ সংযোগ, বিপৰীত আৰ্থ সংযোগ"
ক্ষেত্রের ভারসাম্য পদ্ধতি,ফিল্ড বেলেন্স পদ্ধতি
বল বিয়ারিং,বল বেয়াৰিং
বৃত্তাকার চুম্বক,ঘূৰণীয়া চুম্বক
বৃত্তাকার বজ্রপাত,ঘূৰণীয়া বিজুলী
রিলে টেলিভিশন,ৰিলে টেলিভিছন
gullet ভালভ,গুলেট ভালভ
লক্ষ্য পথ,লক্ষ্য পথ
"স্ট্যাটিক লোড, ব্যালাস্ট","স্থিতিশীল লোড, ballast"
বর্তমান স্টেবিলাইজার বাতি,কাৰেণ্ট ষ্টেবিলাইজাৰ লেম্প
"কারেন্ট স্টেবিলাইজার রেজিস্ট্যান্স, ব্যারেটর","কাৰেণ্ট ষ্টেবিলাইজাৰ ৰেজিষ্টেন্স, বেৰেটৰ"
স্ট্রীম স্টেবিলাইজার টিউব,ষ্ট্ৰিম ষ্টেবিলাইজাৰ টিউব
"ব্যালিস্টিক, ব্যালিস্টিক","বেলিষ্টিক, বেলিষ্টিক"
ব্যালিস্টিক আরোহণ,বেলিষ্টিক আৰোহণ
ব্যালিস্টিক শরীর,বেলিষ্টিক শৰীৰ
ব্যালিস্টিক ক্যামেরা,বেলিষ্টিক কেমেৰা
ব্যালিস্টিক সহগ,বেলিষ্টিক সহগ
ব্যালিস্টিক সীমাবদ্ধতা,বেলিষ্টিক নিষেধাজ্ঞা
ব্যালিস্টিক ঘনত্ব,বেলিষ্টিক ঘনত্ব
ব্যালিস্টিক দক্ষতা,বেলিষ্টিক দক্ষতা
প্রজেক্টিভ গুণক,প্ৰজেক্টিভ মাল্টিপ্লাইয়াৰ
"প্রজেকশন গ্যালভানোমিটার, ইন্টারপোলেশন গ্যালভানোমিটার","প্ৰজেকচন গেলভেন’মিটাৰ, ইন্টাৰপ’লেচন গেলভেন’মিটাৰ"
মিসাইল,মিছাইল
ব্যালিস্টিক পেন্ডুলাম,বেলিষ্টিক পেণ্ডুলাম
ব্যালিস্টিক সমস্যা,বেলিষ্টিক সমস্যা
ব্যালিস্টিক পরিবর্তন গুণক,বেলিষ্টিক পৰিৱৰ্তন বহুগুণক
ব্যালিস্টিক সংবেদনশীলতা,বেলিষ্টিক সংবেদনশীলতা
ব্যালিস্টিক পরীক্ষা,বেলিষ্টিক পৰীক্ষা
অভিক্ষেপ,প্ৰক্ষেপণ
বিনামূল্যে পথচলা,মুক্ত ট্ৰেজেক্টৰী
লঞ্চ যান,লঞ্চ বাহন
ব্যালিস্টিক তরঙ্গ,বেলিষ্টিক তৰংগ
ব্যালিস্টিক বাতাস,বেলিষ্টিক বতাহ
"ব্যালিস্টিক, অস্ত্র","বেলিষ্টিক, অস্ত্ৰ-শস্ত্ৰ"
"প্রক্ষিপ্ত তাপ, প্রক্ষিপ্ত তাপ","প্ৰক্ষেপণীয় তাপ, প্ৰক্ষেপণীয় তাপ"
বেলুনের শব্দ,বেলুন শব্দ
ব্যালনেট,বেলনেট
"বেলুন, বেলুন","বেলুন, বেলুন"
বেলুন ফটোগ্রাফি,বেলুন ফটোগ্ৰাফী
বেলুনের ছবি,বেলুন ছবি
বেলুন টায়ার,বেলুন টায়াৰ
"balloon-borne, balloon-borne","বেলুন বহন কৰা, বেলুন ধাৰণ কৰা"
ব্যালট,বেলট
বালমার বিচ্ছিন্নতা,বালমাৰ বিচ্ছিন্নতা
বালমার সূত্র,বালমাৰ সূত্ৰ
বালমার সীমা,বালমাৰ সীমা
বালমার সিরিজ,বালমাৰ ছিৰিজ
বালমার পোস্ট,বালমাৰ পোষ্ট
"এসএস, বেলুন","এছ এছ, বেলুন"
বানাখ বীজগণিত,বানাখ বীজগণিত
কলা ক্যারেক্টার টিউব,কল চৰিত্ৰ টিউব
কলা জ্যাক,কল জেক
কলা প্লাগ,কল প্লাগ
"ব্যান্ড, ব্যান্ড, ব্যান্ড, দল","বেণ্ড, বেণ্ড, বেণ্ড, দল"
বিস্ফোরণ,ফুটা
ব্যান্ড বিরতি,বেণ্ড ব্ৰেক
ব্যান্ড সংকোচন,বেণ্ড সংকোচন
ব্যান্ড বক্ররেখা,বেণ্ড বক্ৰ
পাট্টাকোর শক্তি,পাট্টাকোৰ শক্তি
ব্যান্ড রিমুভার ফিল্টার,বেণ্ড আঁতৰোৱা ফিল্টাৰ
ব্যান্ড ফাঁক,বেণ্ড গেপ
ব্যান্ড দল,বেণ্ড গ্ৰুপ
ব্যান্ড শীর্ষ,বেণ্ড টপ
ব্যান্ড সীমিত ফাংশন,বেণ্ড সীমিতকৰণ কাৰ্য্য
ব্যান্ড মূল,বেণ্ড অৰিজিনেল
ব্যান্ড পার্ক পরিবর্ধক,বেণ্ড পাৰ্ক এম্প্লিফায়াৰ
ব্যান্ড পার্কের বৈশিষ্ট্য,বেণ্ড পাৰ্কৰ বৈশিষ্ট্য
ব্যান্ড সমান প্রতিক্রিয়া,বেণ্ড পাৰ সঁহাৰি
ব্যান্ড সিরিজ,বেণ্ড ছিৰিজ
ব্যান্ডের কাজ,বেণ্ডৰ কাম
ব্যান্ড ক্রম,বেণ্ড ক্ৰম
ব্যান্ড আকৃতি,বেণ্ডৰ আকৃতি
ব্যান্ড বর্ণালী,বেণ্ড বৰ্ণালী
ব্যান্ড সম্প্রসারণ,বেণ্ড সম্প্ৰসাৰণ
ব্যান্ড সম্প্রসারণ টিউনিং নিয়ন্ত্রণ,বেণ্ড সম্প্ৰসাৰণ টিউনিং নিয়ন্ত্ৰণ
ব্যান্ড রিমুভার ফিল্টার,বেণ্ড আঁতৰোৱা ফিল্টাৰ
ব্যান্ড শক্তি,বেণ্ড শক্তি
ব্যান্ড সুইচ,বেণ্ড চুইচ
বোর্ড শরীর,বোৰ্ডৰ শৰীৰ
কঠিন পদার্থের বোর্ড তত্ত্ব,কঠিন পদাৰ্থৰ বৰ্ড তত্ত্ব
বেল্টের ধরন,বেল্টৰ ধৰণ
ব্যান্ড প্রস্থ,বেণ্ড প্ৰস্থ
ব্যাং-ব্যাং নিয়ন্ত্রণ,বেং-বেং নিয়ন্ত্ৰণ
পতাকা সীমাবদ্ধ চিহ্ন,পতাকা সীমিত চিহ্ন
বোর্ড সীমিত সংকেত স্থান,বৰ্ডৰ সীমিত সংকেত স্থান
ব্যান্ড সমান প্রতিক্রিয়া,বেণ্ড পাৰ সঁহাৰি
ব্যান্ড ফাঁক শক্তি,বেণ্ড ফাঁক শক্তি
তরঙ্গ বোর্ড প্রস্থ,তৰংগ বৰ্ডৰ প্ৰস্থ
"অ্যারে, পুল, তীরে, তীরে, ব্যাংক","এৰে, পুল, তীৰ, পাৰ, পাৰ"
বাতির মরীচি,লেম্পৰ ৰশ্মি
ব্যাংক কয়েল,বেংকৰ কইল
"স্তম্ভ, রড, কোব, সিলি, ড্যান্ড; রড, বার, বার, প্রাচীর, বার, লাইন, লাইন, পরীক্ষা লাইন, প্রান্ত","স্তম্ভ, ৰড, কব, চিলি, ডাণ্ড; ৰড, বাৰ, বাৰ, বেৰ, বাৰ, ৰেখা, ৰেখা, পৰীক্ষা ৰেখা, প্ৰান্ত"
রড এবং অ্যাডার পরীক্ষা,ৰড আৰু এডাৰ পৰীক্ষা
স্ট্রিপ জেনারেটর,ষ্ট্ৰিপ জেনেৰেটৰ
বার চুম্বক,বাৰ চুম্বক
ডোরাকাটা চিত্রম,ডাঠ চিত্ৰম
পেন্ডুলাম,পেণ্ডুলাম পেণ্ডুলাম
পেনাল্টি রিলে,পেনাল্টি ৰিলে
বারডেন কুপার শ্রীফার নীতি (বিসিএস মতবাদ),বাৰ্ডিন কুপাৰ শ্ৰীফাৰ নীতি (বিচিএছ মতবাদ)
বারদিন নীতি,bardeen নীতি
স্পষ্ট কবজ,স্পষ্ট মনোমোহা
প্রতিফলকহীন চুল্লি,ৰিফ্লেক্টৰবিহীন ৰিয়েক্টৰ
ব্যারিটোন বক্তৃতা,বেৰিটন স্পীচ
বারখাউসেন প্রভাব,barkhausen প্ৰভাৱ
বারখাউসেন লাফ,barkhausen জাম্প
বারলো চক্র,barlow চক্ৰ
শস্যাগার,ভঁৰাল
বারনেট পদ্ধতি,বাৰ্নেট পদ্ধতি
বায়ু চাপ ফিউজ,বায়ুৰ চাপৰ ফিউজ
বায়ু চাপ গ্রাফ,বায়ুৰ চাপৰ গ্ৰাফ
"barograph, barograph","বেৰ&#39;গ্ৰাফ, বেৰ&#39;গ্ৰাফ"
ব্যারোমিটার,বেৰ&#39;মিটাৰ
ব্যারোমিটার পদ্ধতি,বেৰ&#39;মিটাৰ পদ্ধতি
ব্যারোমিটার টিউব,বেৰ&#39;মিটাৰ টিউব
ব্যারোমেট্রিক বৈশিষ্ট্য,বেৰ&#39;মেট্ৰিক বৈশিষ্ট্য
ব্যারোমিটার কনডেন্সার,বেৰ&#39;মিটাৰ কণ্ডেন্সাৰ
চাপের সূত্র,চাপৰ সূত্ৰ
বায়ু চাপ গ্রেডিয়েন্ট,বায়ুৰ চাপৰ গ্ৰেডিয়েণ্ট
ব্যারোমেট্রিক উচ্চতা,বেৰ&#39;মেট্ৰিক উচ্চতা
বায়ু চাপ পর্যবেক্ষণ,বায়ুৰ চাপ নিৰীক্ষণ কৰা
চাপ লোড,চাপৰ বোজা
বায়ুমণ্ডলীয় চাপ,বায়ুমণ্ডলীয় চাপ
বায়ু চাপ গ্রেডিয়েন্ট,বায়ুৰ চাপৰ গ্ৰেডিয়েণ্ট
বায়ুচাপের প্রবণতা,বায়ুৰ চাপৰ ধাৰা
বায়ু চাপ তরঙ্গ,বায়ুৰ চাপৰ তৰংগ
বায়ুমণ্ডলীয় চাপ,বায়ুমণ্ডলীয় চাপ
বায়ু চাপ মুখ,বায়ুৰ চাপৰ মুখ
চাপ প্রতিরোধের,চাপ প্ৰতিৰোধ ক্ষমতা
ব্যারোমিটার,বেৰ&#39;মিটাৰ
"কার্শ মন্ডল, ব্যারো মন্ডল","কাৰ্শ মণ্ডল, বৰুৱা মণ্ডল"
চাপ,চাপযুক্ত
বায়ুসংক্রান্ত সুইচ,বায়ুচালিত চুইচ
চাপ ট্রমা,চাপৰ আঘাত
ফ্ল্যাশ সংযোগকারী,ফ্লেচ সংযোগকাৰী
ঝড় সংযোগ,ধুমুহাৰ সংযোগ
বার সর্পিল,বাৰ সৰ্পিল
ব্যারেল স্প্রে,বেৰেল স্প্ৰে
বাধাদানকারী,বেৰেটৰ
ব্যারেট ইমপ্লান্টেশন,বেৰেট ইমপ্লাণ্টেচন
"বাধা, বাধা, পারমাণবিক বাধা, ঝিল্লি","বাধা, বাধা, নিউক্লিয়াৰ বাধা, মেমব্ৰেন"
বাধা শক্তি,বাধা শক্তি
বাধা অঞ্চল,বাধা অঞ্চল
বাধার উচ্চতা,বাধাৰ উচ্চতা
বাধা স্তর,বাধাৰ স্তৰ
বাধা স্তর ক্যাপাসিট্যান্স,বাধা স্তৰৰ ধাৰণক্ষমতা
বাধা স্তর সেল,বাধা স্তৰৰ কোষ
বার্টলেট বল,বাৰ্টলেট বল
বেরিয়ন,barion
baryon-গির্জা,baryon-চাৰ্চ
বেরিয়ন নম্বর,baryon সংখ্যা
ব্যারিয়ন অনুরণন,baryon অনুনাদ
বেরিয়াম পরমাণু,বেৰিয়াম পৰমাণু পৰমাণু
গুরুমন্ডল,গুৰুমণ্ডল
"ভিত্তি গ্রাম-অণু, ভিত্তি মোল","ভিত্তি গ্ৰাম-অণু, ভিত্তি মোল"
নিচ তলা,তলৰ মহলা
নির্দেশের ঠিকানা,নিৰ্দেশনা ঠিকনা
বেস ব্যান্ড,বেচ বেণ্ড
বেস পেনাল্টি,ভিত্তি শাস্তি
নীচের শিয়ারিং,তলৰ ছিয়াৰিং
বেস কালেক্টর কনভেনশন,ভিত্তি সংগ্ৰাহক কনভেনচন
আধার শঙ্কে,আধাৰ শংকায়
ভিত্তি পরিবর্তন,ভিত্তি পৰিৱৰ্তন
বেস ট্র্যাকশন,ভিত্তি ট্ৰেকচন
বেস ইলেক্ট্রোড,ভিত্তি ইলেক্ট্ৰ&#39;ড
বেস বিনিময়,ভিত্তি বিনিময়
"বেস এক্সচেঞ্জ ক্যাপাসিটি, বেস এক্সচেঞ্জ ক্যাপাসিটি","ভিত্তি বিনিময় ক্ষমতা, ভিত্তি বিনিময় ক্ষমতা"
বেস ফিল্ম,বেচ ফিল্ম
মূল দল,মূল দল
ভিত্তি শক্তি,ভিত্তি শক্তি
বেস-উচ্চতা অনুপাত,ভিত্তি-উচ্চতা অনুপাত
অন্তরক বেস,ইনচুলেটিং বেচ
"বেসলাইন, নির্দেশ লাইন","ভিত্তিৰেখা, নিৰ্দেশনা ৰেখা"
বেসলাইন মান,ভিত্তি ৰেখাৰ মান
"অধাতু, বেস ধাতু","অধাতু, ভিত্তি ধাতু"
বেস মড্যুলেশন,ভিত্তি মডুলেচন
আধার নম্বর,আধাৰ নম্বৰ
ভিত্তি এলাকা,ভিত্তি এলেকা
বেস প্রতিরোধের,ভিত্তি ৰেজিষ্টেন্স
বেস রিং,ভিত্তি আঙঠি
বেস এক্সটেনশন প্রতিরোধের,ভিত্তি সম্প্ৰসাৰণ প্ৰতিৰোধ ক্ষমতা
বেস টার্মিনাল,বেচ টাৰ্মিনেল
বেস ট্রান্সমিশন সহগ,ভিত্তি সংবহন সহগ
বেস ভোল্টেজ,বেচ ভল্টেজ
অভ্যন্তরীণ ভিত্তি,ভিতৰৰ ভিত্তি
বেসলাইন সার্কিট,ভিত্তিৰেখা বৰ্তনী
বেস-লোড অ্যান্টেনা,বেচ-লোড কৰা এন্টেনা
বাইরের ভিত্তি,বাহিৰৰ ভিত্তি
ভিত্তি-স্টক সিস্টেম,ভিত্তি ষ্টক ব্যৱস্থা
মৌলিক,প্ৰাথমিক
মৌলিক ফ্রিকোয়েন্সি,মূল কম্পাঙ্ক
মৌলিক ধাতু সংশোধনকারী,মূল ধাতু ৰেক্টিফায়াৰ
মৌলিক ফটোগ্রাফি নীতি,মৌলিক ফটোগ্ৰাফী নীতি
সর্বনিম্ন পুনরাবৃত্তি হার,সৰ্বনিম্ন পুনৰাবৃত্তিৰ হাৰ
অবকাঠামো,আন্তঃগাঁথনি
বেস ওয়েভ ঘটনা,ভিত্তি তৰংগ পৰিঘটনা
ভিত্তি,ভেঁটি
পারমাণবিক ঘাঁটি,পাৰমাণৱিক ভিত্তি
ঝুড়ি কুণ্ডলী,বাস্কেট কইল
ক্র্যানবেরি ক্যাপ,ক্ৰেনবেৰী কেপ
"বাইশ দন্ড, মান্দ্রা দন্ড","বাইছ দণ্ড, মন্দ্ৰ দণ্ড"
"মান্দ্রা বৃদ্ধি, খাদ বৃদ্ধি","মন্দ্ৰা বৃদ্ধি, বেছ বৃদ্ধি"
খাদ ক্লারিনেট,ক্লাৰিনেট
"Basclef, F Clef","বাস্কলেফ, এফ ক্লেফ"
খাদ ক্ষতিপূরণ,বেছ ক্ষতিপূৰণ
খাদ নিয়ন্ত্রক,বেছ নিয়ন্ত্ৰক
"মান্দ্রা মডিফায়ার, বাস মডিফায়ার","মান্দ্ৰা মডিফায়াৰ, বেছ মডিফায়াৰ"
"প্রতিফলক ফিল্টার, বাস প্রতিফলক ফিল্টার","ৰিফ্লেক্টৰ ফিল্টাৰ, বেছ ৰিফ্লেক্টৰ ফিল্টাৰ"
"খাদ ড্রাম, বড় ড্রাম","বেছ ড্ৰাম, ডাঙৰ ড্ৰাম"
"মন্দ্র বাঁশি, বাস বাঁশি","মন্দ্ৰা বাঁহী, বেছ বাঁহী"
"মান্দার স্বর লাউডস্পিকার, ওফার","মন্দৰ স্বৰ লাউডস্পীকাৰ, ওফাৰ"
"মান্দার স্বরা রিফ্লেক্স, বাস রিফ্লেক্স","মন্দৰ স্বৰা প্ৰতিফলন, বেছ প্ৰতিফলন"
bas reversible প্রতিরোধক,bas উলটিব পৰা ৰেজিষ্টৰ
"খাদ প্রতিক্রিয়া, চাঁদ প্রতিক্রিয়া","bass response, চন্দ্ৰ প্ৰতিক্ৰিয়া"
মান্দ্রা দরজা,মন্দ্ৰা দুৱাৰ
খাদ tuba,বাস টুবা
সাউন্ড টিউনিং,শব্দ টিউনিং
"বাইশ, মান্দ্রস্বর","বাইছ, মন্দ্ৰস্বৰ"
মান্দ্রস্বর ব্যারিটোন,মন্দ্ৰস্বৰ বেৰিটন
"মান্দ্রা ক্ষতিপূরণ, বাইস ক্ষতিপূরণ","মন্দ্ৰা ক্ষতিপূৰণ, বাইছ ক্ষতিপূৰণ"
"বাসাল, মান্দ্রা","বাসল, মন্দ্ৰা"
"গন ফিডার, ব্যাচ ফিডার","গণ ফিডাৰ, বেচ ফিডাৰ"
"গণনা, দল গঠন","গণনা, দল গঠন"
শীট বাঁধাই,শ্বীট-বাইণ্ডিং
"কুন্ড, কুন্ড, হিটার, গরম করার পাত্র, স্নান","cistern, cistern, হিটাৰ, গৰম কৰা পাত্ৰ, গা ধোৱা"
অ্যাক্রোমেটিক,achromatic
"ক্রোডোস্ফিয়ার, বাথিস্ফিয়ার","ক্ৰ&#39;ড&#39;স্ফিয়াৰ, বেথিস্ফিয়াৰ"
"bathythermograph, গভীর থার্মোমিটার","bathythermograph, গভীৰ থাৰ্মোমিটাৰ"
পিক-এ-বু সিস্টেম,peek-a-boo ব্যৱস্থা
পাশের ব্যাটারি,কাষৰ বেটাৰী
গ্রেডেড ব্যাটারি,গ্ৰেডযুক্ত বেটাৰী
ব্যাটারি,বেটাৰি
ব্যাটারি চার্জার,বেটেৰি চাৰ্জাৰ
ব্যাটারি ইলেক্ট্রোলাইট,বেটাৰী ইলেক্ট্ৰলাইট
ব্যাটারি গেজ,বেটাৰী গেজ
ব্যাটারি চালিত হেডফোন,বেটাৰী চালিত হেডফোন
যুদ্ধক্ষেত্র নজরদারি রাডার,যুদ্ধক্ষেত্ৰৰ চোৱাচিতা ৰাডাৰ
পালক অ্যান্টেনা,পাখিৰ এন্টেনা
বউদ,বাউড
বোডো কোড,বডো ক&#39;ড
"অ্যারে, চেম্বার, উপসাগর, মহাসাগর","array, কক্ষ, উপসাগৰ, সাগৰ"
বেয়নেট সকেট,বেয়নেট চকেট
বীকন,বিকন
বীকন পথ,বিকন পথ
বাতিঘর আলো,বিকন পোহৰ
বীকন উপস্থাপনা,বিকন উপস্থাপন
"বীকন-ব্লাড, বিকন লাল","বিকন-ব্লাড, বিকন ৰেড"
বীকন হাইজ্যাকিং,বিকন হাইজেকিং
বীকন ট্রান্সপন্ডার,বিকন ট্ৰেন্সপণ্ডাৰ
"মানিকা, বিড","মণিকা, বিড"
মানিকা থার্মিস্টর,মণিকা থাৰ্মিষ্টৰ
"মরীচি, মরীচি, মরীচি, ট্রাম্প","ৰশ্মি, ৰশ্মি, ৰশ্মি, ট্রাম্প"
কণা মরীচি,কণা ৰশ্মি
মরীচি বায়বীয়,ৰশ্মি আকাশী
"মরীচি প্রান্তিককরণ, ক্যামেরা প্রান্তিককরণ","ৰশ্মি প্ৰান্তিককৰণ, কেমেৰা প্ৰান্তিককৰণ"
মরীচি কোণ,ৰশ্মি কোণ
"মরীচি প্রতিরোধের, মরীচি প্রতিরোধের","ৰশ্মি প্ৰতিৰোধ, ৰশ্মি প্ৰতিৰোধ"
মরীচি attenuator,ৰশ্মি ক্ষীণকাৰী
penal-bent,শাস্তি-বেণ্ট
মরীচি flexor,ৰশ্মি ফ্লেক্সৰ
মরীচি নমন,ৰশ্মি বেণ্ডিং
"ব্যারোমিটার, মরীচি কম্পাস","বেৰ&#39;মিটাৰ, ৰশ্মি কম্পাছ"
মরীচি অভিসারন,ৰশ্মিৰ অভিসৰণ
মরীচি কাপলিং,ৰশ্মি সংযোজন
মরীচি কাপলিং,ৰশ্মি সংযোজন
মরীচি প্রবাহ,ৰশ্মিৰ ধাৰা
বার বক্রতা,বাৰ বক্ৰতা
মরীচি টিউব,ৰশ্মিৰ নলী
মরীচি অপসারণ,ৰশ্মিৰ বিচ্ছিন্নতা
মরীচি গর্ত,ৰশ্মিৰ ফুটা
মরীচি প্রতিবন্ধকতা,ৰশ্মিৰ প্ৰতিৰোধ ক্ষমতা
মরীচি পয়েন্টার,ৰশ্মি পইণ্টাৰ
মরীচি জীটার,ৰশ্মি জিটাৰ
দানাদার দোলনা,গ্ৰেনুলাৰ দোলন
