Kannada,Assamese
1. ಶುಚಿಗೊಳಿಸುವಿಕೆ 2. ಸ್ಕ್ರಬ್ಬಿಂಗ್ 3. ಸ್ವಚ್ಛಗೊಳಿಸುವಿಕೆ 4. ಶುದ್ಧೀಕರಣ,১/ পৰিষ্কাৰ কৰা ২.স্ক্ৰাব কৰা ৩. পৰিষ্কাৰ কৰা ৪.বিশুদ্ধকৰণ
ನಿರಂತರ ಪರಾಗಸ್ಪರ್ಶ,স্থায়ী পৰগাছা
ಶಿಲುಬೆಯ ಹಣ್ಣು,ক্ৰুচিফেৰাছ ফল
ಹವಾಮಾನ,জলবায়ু
ಹವಾಮಾನಶಾಸ್ತ್ರ,জলবায়ুবিজ্ঞান
ಬರಿಯ,shear
ಉಂಡೆ (ಜೇಡಿಮಣ್ಣು),গোট (মাটি)
ತದ್ರೂಪಿ,ক্ল&#39;ন
1.ಮೋಡಗಳು 2.ಮೋಡಗಳು,১.ডাৱৰ ২.ডাৱৰ
ಗೊಂಚಲು,ক্লাম্প
ಗುಂಪನ್ನು,মুঠি
1. ಒರಟು 2. ಒರಟು 3. ಕಚ್ಚಾ 4. ಒರಟು,১.মোটা ২.ৰুক্ষ ৩.কেঁচা ৪.ৰুক্ষ
1. ಕವರ್ 2. ಲೆಥೆರೆಟ್,১.আৱৰণ ২.চামৰাৰ টুকুৰা
ಕೋಯಾ,কয়া
1. ಕೋಎಂಜೈಮ್ 2. ಸಹ-ಕಿಣ್ವ,১/ কো-এনজাইম ২.কো-এনজাইম
ಒಗ್ಗಟ್ಟು,সংহতি
1. ಫೈಬರ್ (ಸೆಣಬು) 2. ತೆಂಗಿನಕಾಯಿ ಒರಟು,১/ আঁহ (পাট পাট) ২) নাৰিকল মোটা
ಮುಳಂಕೂರು ಚೋಳ,মুলংকুৰ চোলা
,
ಕೊಲೊಯ್ಡ್ (ಮಣ್ಣು),কলয়ড (মাটি)
1.ಕಾಲಮ್ 2.ಕೊಲುಮೆಲ್ಲಾ,১.স্তম্ভ ২.কলমেলা
1. ಪೆನಾಲ್ಟಿ 2. ಕಾಲಮ್ 3. ಕಾಲಮ್,১/ শাস্তি ২.স্তম্ভ ৩.স্তম্ভ
ಕಮ್ಯುನಿಯನ್,কমিউনিয়ন
ವಾಣಿಜ್ಯ ಬ್ಯಾಂಕ್,বাণিজ্যিক বেংক
1. ಸರಕು 2. ಸರಕು,১/ পণ্য ২/ ব্যৱসায়িক সামগ্ৰী
ಸಮುದಾಯ,সমুদায়
ಸಂಕೋಚನ (ಮಣ್ಣಿನ),সংকোচন (মাটিৰ)
1. ಹೊಂದಾಣಿಕೆ 2. ಹೊಂದಾಣಿಕೆ,1. সামঞ্জস্যতা 2. সামঞ্জস্যতা
ಹೊಂದಾಣಿಕೆ,সামঞ্জস্যতা
1. ಪರಿಹಾರ 2. ಪರಿಹಾರ,১/ ক্ষতিপূৰণ ২/ ক্ষতিপূৰণ
ಸ್ಪರ್ಧಾತ್ಮಕ ಪರಸ್ಪರ ಕ್ರಿಯೆ,প্ৰতিযোগিতামূলক পাৰস্পৰিক ক্ৰিয়া
ಪೂರಕ ಬೆಳೆ,শস্যৰ পৰিপূৰক
1.ಸಂಯೋಜಿತ 2.ಸಂಕೀರ್ಣ,১.সংমিশ্ৰিত ২.জটিল
ಘಟಕ,সমষ্টিবাসী
ಸಂಯೋಜನೆ,সুৰ-ৰচনা
ಗೊಬ್ಬರ,পচন সাৰ
ಚಕ್ರಬಡ್ಡಿ,যৌগিক আগ্ৰহ
ಗಣನೆ,গণনা
1. ಕಂಪ್ಯೂಟರ್ 2. ಕಂಪ್ಯೂಟರ್,1. কম্পিউটাৰ 2. কম্পিউটাৰ
1. ಏಕಾಗ್ರತೆ 2. ಏಕಾಗ್ರತೆ,১/ ঘনত্ব ২. ঘনত্ব
1. ಆಪ್ಟಿಮೈಜರ್ 2. ರಿವೈಟಲೈಸರ್,১.অপ্টিমাইজাৰ ২.ৰিভাইটালাইজাৰ
ವಾಹಕತೆ,পৰিবাহীতা
1. ಕಾನ್ಫಿಗರೇಶನ್ 2. ಕಾನ್ಫಿಗರೇಶನ್,1. বিন্যাস 2. বিন্যাস
1. ಅನುಸರಣೆ 2. ಸಂರಚನೆ 3. ಅನುಸರಣೆ,1. অনুকূলতা 2. সংৰূপ 3. অনুকূলতা
1. ಏಕೀಕರಣ 2. ಹೈಬ್ರಿಡೈಸೇಶನ್,১.সংহতি ২.সংকৰকৰণ
ಸಂಯೋಗ,সংযোজন
1. ಸಂಯೋಜಕ 2. ಸಂಯೋಜಕ,1. যোগকৰণ 2. সংযোগী
ರಕ್ಷಣೆ,সুৰক্ষা
ಬಲವರ್ಧನೆ,একত্ৰীকৰণ
1. ಪದಾರ್ಥ 2. ಪದಾರ್ಥಗಳು,১.উপাদান ২.উপাদান
ಗ್ರಾಹಕ,গ্ৰাহক
ಬಳಕೆ,সেৱন
ಮಾಲಿನ್ಯ,দূষণ কৰা
ಬಾಹ್ಯರೇಖೆ ನೆಟ್ಟ,কনট্যুৰ ৰোপণ
ಬಾಹ್ಯರೇಖೆ ರೇಖೆ,কনট্যুৰ ৰেখা
1. ಗುತ್ತಿಗೆ ಕೃಷಿ 2. ಗುತ್ತಿಗೆ ಕೃಷಿ 3. ಗುತ್ತಿಗೆ ಕೃಷಿ,১/ ঠিকাদাৰী খেতি ২.ঠিকাদাৰী খেতি ৩.চুক্তিবদ্ধ কৃষি
ನಿಯಂತ್ರಿತ ವಾತಾವರಣದ ಶೇಖರಣೆ,নিয়ন্ত্ৰিত বায়ুমণ্ডলীয় সংৰক্ষণ
ಸಹಕಾರಿ ಬ್ಯಾಂಕ್,সমবায় বেংক
ಸಹಕಾರ ಸಂಘದ ಸದಸ್ಯ,সমবায় সমিতিৰ সদস্য
ಗುಲ್ಮಾವನ್,গুলমাৱন
ಘನಾಕೃತಿಯ,ঘনকীয়
1. ದಾಲ್ಪುಂಜ್ 2. ಕೊರೊಲ್ಲಾ,১.দলপুঞ্জ ২.কৰোলা
1. ಕಾರ್ಟೆಕ್ಸ್ 2. ಕಾರ್ಟೆಕ್ಸ್,১.কৰ্টেক্স ২.কৰ্টেক্স
ವೆಚ್ಚ,খৰচ
ಕೋಟಿಲ್ಡನ್,কুটিলডন
ಕ್ರೆಡಿಟ್ ಸಮಿತಿ,ক্ৰেডিট কমিটি
1. ಸಾಲ ನೀಡಿಕೆ 2. ಕ್ರೆಡಿಟ್,১/ ঋণ দিয়া ২.ক্ৰেডিট
1. ಸಾಲದಾತ 2. ಸಾಲಗಾರ,১/ ঋণদাতা ২.পাওনাদাৰ
1. ಕ್ರೆಸ್ಟ್ 2. ಶೃಂಗ 3. ಶಿಖರ,1. শিখৰ 2. শিখৰ 3. শিখৰ
ಹಿಂತೆಗೆದುಕೊಳ್ಳುವಿಕೆ,প্ৰত্যাহাৰ
ಸಮಸ್ಯೆ,বিপদ
ಪರೀಕ್ಷೆ,পৰীক্ষা
ನಿರ್ಣಾಯಕ,জটিল অৱস্থা
ಬೆಳೆ ವಿಮೆ,শস্যৰ বীমা
ಬೆಳೆ ಸಾಲ,শস্যৰ ঋণ
1. ಬೆಳೆ 2. ಬೆಳೆ,১.শস্য ২.শস্য
ಕೃಷಿ ಪ್ರದೇಶ,খেতি কৰা অঞ্চল
ಅಡ್ಡ ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ,ক্ৰছ অসঙ্গতিপূৰ্ণ
1. ಕಿರೀಟ 2. ಪಿನಾಕಲ್ (ಸಸ್ಯ),1. মুকুট 2. শিখৰ (উদ্ভিদ)
ಮೃದು ಕಣಗಳು,কোমল কণা
ಕ್ರಸ್ಟ್,খোলা
1. ಕ್ರಿಪ್ಟೋಗಮ್ 2. ಫ್ಲೋರಿಫಾರ್ಮ್ ಅಲ್ಲದ,1. ক্ৰিপ্টোগাম 2. নন-ফ্ল&#39;ৰিফৰ্ম
ಕತ್ತರಿಸು (ಹಣ್ಣು),ছাঁটনি (ফল)
ಪೆನ್ನು,কলম
ತಳಿ ವೈವಿಧ್ಯ,জাত জাত
1. ಎಳೆತ 2. ಕೃಷಿ 3. ಬೇಸಾಯ,১.ট্ৰেকচন ২.কৃষি ৩.খেতি কৰা
1. ರೈತ 2. ಕೃಷಿಕ,১/ কৃষক ২/ খেতিয়ক
1. ಸಾಗುವಳಿ 2. ಸಾಗುವಳಿ 3. ಪಾಲನೆ,১.খেতি ২.খেতি ৩.পালন
1.ಸಂಪನ್ಮೂಲ 2.ತಯಾರಿಕೆ,১.সম্পদ ২.প্ৰস্তুতি
1.ಕುಂತಲನ್ 2.ಕುಂಚೋನ್,১.কুন্তলন ২.কুঞ্চন
ಭಂಗಿ,মুদ্ৰা
1. ಎಪಿಡರ್ಮಿಸ್ 2. ಹೊರಪೊರೆ,১.এপিডাৰ্মিছ ২.কিউটিকল
1. ಪೆನ್ 2. ಕತ್ತರಿಸುವುದು 3. ಕತ್ತರಿಸುವುದು 4. ಕತ್ತರಿಸುವುದು 5. ಕತ್ತರಿಸುವುದು,1. কলম 2. কাটি 3. কাটি 4. কাটি 5. কাটিব
1. ವರ್ಮ್ ಕಾರ್ಪಸ್ 2. ಚೀಲ 3. ಚೀಲ 4. ವಿರೂಪಗೊಂಡ ಗಡ್ಡೆ 5. ನಿಯೋಪ್ಲಾಸಂ,১.কৃমিৰ কৰ্পাছ ২.চিষ্ট ৩.চিষ্ট ৪.বিকৃত গোট ৫.নিওপ্লাজম
ಸೈಟೋಕ್ರೋಮ್,চাইট&#39;ক্ৰ&#39;ম
ಜೀವಕೋಶದ ಜೋಡಣೆ,কোষ সংযোজন
ಜೀವಕೋಶದ ಸಂತಾನೋತ್ಪತ್ತಿ,কোষৰ প্ৰজনন
ಜೀವಕೋಶದ ತಳಿಶಾಸ್ತ್ರ,কোষৰ জিনীয় বিজ্ঞান
ಸೈಟೋಪ್ಲಾಸ್ಮಿಕ್ ವಿಭಾಗ,চাইট’প্লাজমিক বিভাজন
ಜೀವಕೋಶದ ಜೀವಶಾಸ್ತ್ರ,কোষ জীৱবিজ্ঞান
ಜೀವಕೋಶದ ವಿಘಟನೆ,কোষৰ লাইছিছ
1. ಸೈಟೋಮಿಯರ್ 2. ಕೋಶ ವಿಭಜನೆ,১) চাইট’মিৰ ২) কোষৰ বিভাজন
ಸೈಟೋಪ್ಲಾಸಂ,চাইট’প্লাজম
1. ಡೈರಿ 2. ಡೈರಿ,১/ দুগ্ধজাত সামগ্ৰী ২.দুগ্ধজাত সামগ্ৰী
ಡೈರಿ ಉದ್ಯಮ,দুগ্ধ উদ্যোগ
1. ಅಣೆಕಟ್ಟು 2. ತಳಿಗಾರ,১.বান্ধ ২.প্ৰজননকাৰী
ದಿನ ಸಂಪೂರ್ಣ ಸಸ್ಯ,দিন নিৰপেক্ষ উদ্ভিদ
ಹೂಬಿಡುವ ನಂತರ ದಿನ,ফুল ফুলাৰ পিছদিনা
ಪೂರ್ಣ ಹೂಬಿಡುವ ನಂತರ ದಿನ,সম্পূৰ্ণ ফুল ফুলাৰ পিছত দিন
ಅಸಮರ್ಥತೆ,অদক্ষতা
ಡಿಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,ডিকেলচিফিকেশন
1. ಹೊರಹಾಕು 2. ಹೊರಹಾಕು,1. dislodge 2. dislodge কৰা
ಕೊಳೆತ,পচি যোৱা
ಪತನಶೀಲ,পৰ্ণপাতী
1. ದಶಮಾಂಶ 2. ದಶಮಾಂಶ,১.দশমিক ২.দশমিক
ಕೀಳರಿಮೆ,হীনমন্যতা
ಅನುರಾನ್ (ಮಣ್ಣು),অনুৰণ (মাটি)
ವಿಪುಷ್ಪನ್,বিপুষ্পন
ಬಿಲ್ಲಿಂಗ್,বিলিং
ಅರಣ್ಯನಾಶ,বনাঞ্চল ধ্বংস কৰা
ಅವಮಾನ,বদনাম
ಅವನತಿ,অৱক্ষয়
ಭಾಗ ದಿನ,অংশ দিন
1. ಪ್ರಮಾಣ 2. ಭಾಗ,১.পৰিমাণ ২.অংশ
ಅಳಿವು,ডিহিচেন্স
ಹೊಟ್ಟು ತೆಗೆಯುವುದು,খোলা আঁতৰোৱা
ಹೊಟ್ಟು ತೆಗೆಯುವುದು,খোলা আঁতৰোৱা
ನಿರ್ಜಲೀಕರಣ,পানীলগা
ಜಲರಹಿತ,জলহীন
ಬೇಡಿಕೆ,দাবী কৰা
1. ಡಿನಾಟರೇಶನ್ 2. ಗುಣಾಕಾರ,১.ডিনেচাৰেচন ২.গুণন
ನಿಂದನೆ,ডেনুডেচন
1. ಠೇವಣಿ (ಮಣ್ಣು) 2. ಠೇವಣಿ (ಅರ್ಥಶಾಸ್ತ್ರ),1. জমা (মাটি) 2. জমা (অৰ্থনীতি)
ಠೇವಣಿ,জমা
1. ಸವಕಳಿ 2. ಸವಕಳಿ,১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস
ನಿರ್ಲವಣೀಕರಣ,ডিচেলাইনেচন
1. ನೀರು ಒಣಗಿಸುವುದು 2. ನಿರ್ಜಲೀಕರಣ,১/ পানী শুকুৱাই লোৱা ২/ পানীলগা
1. ವಿನ್ಯಾಸ 2. ವಿನ್ಯಾಸ,1. ডিজাইন 2. ডিজাইন
ಒಣ,শুকান
ಕರ್ನಲ್ ತೆಗೆಯುವಿಕೆ,কাৰ্ণেল আঁতৰোৱা
ಡಿ-ಇಂಟರ್ಕಲೇಶನ್,ডি-ইণ্টাৰকেলেচন
ಸಂಯೋಗ,সংযোজন
1. ಗಂಡು ಮಂಜರಿ ಉದ್ಧರಣ (ಮೆಕ್ಕೆಜೋಳ) 2. ಬಲ್ಲರ್ ಹೊರತೆಗೆಯುವಿಕೆ,১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন
ಬಲ್ಲರ್ ಅಥವಾ ಕುಂದನ್ ಕತ್ತರಿಸುವುದು,বল্লাৰ বা কুন্দন কাটিব পৰা
ನಿರ್ಣಯಕ,নিৰ্ণায়ক
ಅಪಮೌಲ್ಯೀಕರಣ,বিমুদ্ৰাকৰণ
ಸಸ್ಯರಹಿತ,ডি-ভেজিটেট
ವಿಚಲನ,বিচ্যুতি
ದುಪ್ಪಟ್ಟು,দুণ্ডণ
ರೋಗನಿರ್ಣಯ,নিদান
ವಿಭಿನ್ನ ಪ್ರಬುದ್ಧತೆ,ভিন্ন পৰিপক্কতা
ಕವಲೊಡೆಯುವಿಕೆ,bifurcation
1. ಡೈಕೋಟಿಲ್ಡನ್ 2. ಡೈಕೋಟಿಲ್ಡನ್ (ಬೀಜ),1. দ্বিবিষাক্ত (বীজ)
ಬೆನ್ನು ರೋಗ,পিঠিৰ ৰোগ
1. ಪ್ರಸರಣ 2. ಪ್ರಸರಣ,১.প্ৰসাৰণ ২.প্ৰসাৰণ
ಜೀರ್ಣಸಾಧ್ಯತೆ,হজম ক্ষমতা
ಡೈಹೈಬ್ರಿಡ್,ডাইহাইব্ৰিড
1. ಅಣೆಕಟ್ಟು 2. ಚರಂಡಿ 3. ಕುಟುಂಬ,১.বান্ধ ২.নলা ৩.পৰিয়াল
ಅತ್ಯಲ್ಪ,সামান্য
1. ಏಕಪತ್ನಿ 2. ಏಕಪತ್ನಿ,১.একপত্নী ২.একপত্নী
ಡಿಪ್ಲಾಯ್ಡ್,ডিপ্লয়ড
1. ಡಿಪ್ಲಾಯ್ಡ್ 2. ಡಿಪ್ಲಾಯ್ಡ್,১.দ্বিগুণী ২.দ্বিগুণী
ದ್ವಿಧ್ರುವಿ,ডাইপোল
1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಬಡ್ ತೆಗೆಯುವಿಕೆ,১.নিষ্কাশন ২.কলি আঁতৰোৱা
1. ನೇಗಿಲು ಉಳುಮೆ 2. ನೂಲುವ,১.হালোৱা হাল বাই ২.ঘূৰোৱা
ರಿಯಾಯಿತಿ,ৰেহাই
ಸೋಂಕುಗಳೆತ,বীজাণুনাশক
1. ಪ್ರಸರಣ 2. ಸ್ಕ್ಯಾಟರಿಂಗ್,১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা
1. ಚದುರುವಿಕೆ 2. ವ್ಯತ್ಯಾಸ,1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স
ವೈವಿಧ್ಯೀಕರಣ,বৈচিত্ৰ্যতা
ವೈವಿಧ್ಯಮಯ ಕೃಷಿ,বৈচিত্ৰময় কৃষি
ಡಿಎನ್ಎ ಹೆಜ್ಜೆ,dna পদক্ষেপ
ಡಿಎನ್ಎ ರಿಸೀವರ್,ডি এন এ ৰিচিভাৰ
ಡಾಕ್ ಬಾಡಿಗೆ,ডক ভাড়া
ಪರಿಣಾಮಕಾರಿ,কাৰ্যকৰী
ಸುಪ್ತಾವಸ್ಥೆ,নিদ্ৰাহীনতা
1. ಪ್ರಮಾಣ 2. ಡೋಸೇಜ್ 3. ಡೋಸೇಜ್,১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা
ಡಬಲ್ ಸಿಗ್ಮೋಯ್ಡ್ ಕರ್ವ್,ডাবল চিগম&#39;ইড বক্ৰ
1. ಬಿರುಗಾಳಿ 2. ಹಿಗ್ಗಿಸಿ,1. gust 2. টানিব পৰা
1. ಎಕ್ಸಾಸ್ಟ್ ಡ್ರೈನ್ 2. ಎಫ್ಲುಯೆಂಟ್,1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট
ಒಳಚರಂಡಿ,নিষ্কাশন
ಎಳೆತ,ট্ৰেকচন
1. ಔಷಧಿ ಕೊಡು 2. ಕುಡಿಸು,1. ঔষধ দিয়া 2. তিয়াই পেলোৱা
ಸೌಂದರ್ಯವರ್ಧಕಗಳು (ಬೀಜಗಳು),প্ৰসাধন সামগ্ৰী (বীজ)
1. ಆಗರ್ 2. ಆಳವಿಲ್ಲದ ದೋಷ 3. ಡ್ರಿಲ್ 4. ಆಗರ್,1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ
1. ರಂಧ್ರ 2. ಡ್ರಿಲ್ 3. ಡ್ರಿಲ್,১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল
1. ಕೊರೆಯುವುದು 2. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಬಿತ್ತನೆ 3. ಡ್ರಿಲ್ನೊಂದಿಗೆ ಸುರಿಯುವುದು,১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া
ಹನಿ ನೀರಾವರಿ,ড্ৰিপ জলসিঞ্চন
ಒಣ ಬೇಸಾಯ,শুকান খেতি কৰা
1.ಧೂಳು 2.ಬುಕ್ನೆ,১.ধূলি ২.বুকনি
1. ಡಸ್ಟರ್ 2. ಸ್ಕ್ಯಾಟರರ್,১.ডাষ্টাৰ ২.বিকিৰণকাৰী
ಚಿಮುಕಿಸಲು,ছটিয়াই দিয়া
1. ಕುಬ್ಜ 2. ವಾಮನ,১.বামন ২.ৱামন
ವಾಮನ ಪಿರಮಿಡ್,বামন পিৰামিড
ವಾಮಿನಿ ಭವನ,বামিণী ভৱন
ಪರಿಸರ ವಿಜ್ಞಾನ,পৰিৱেশ বিজ্ঞান
ಅರ್ಥಶಾಸ್ತ್ರ,অৰ্থনীতি
ಆರ್ಥಿಕ ದಕ್ಷತೆ,অৰ্থনৈতিক দক্ষতা
ಸಾಂದರ್ಭಿಕ ಪ್ರಕಾರ,পৰিস্থিতিগত ধৰণ
ಹೆಚ್ಚುವರಿ ಶ್ರೇಣೀಕೃತ,অতিৰিক্ত স্তৰযুক্ত
ಮೃದು,কোমল
ಮಣ್ಣಿನ ವಿಜ್ಞಾನ,soil বিজ্ঞান
1. ಸೇತುವೆ 2. ಅಂಚು 3. ಸ್ಟ್ರಾಂಡ್ ಮುಚ್ಚುವಿಕೆ,1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা
ಆಹಾರ ಭಾಗ,খাদ্যৰ অংশ
ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,চাহিদাৰ স্থিতিস্থাপকতা
ಉತ್ಪಾದನಾ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,উৎপাদন স্থিতিস্থাপকতা
ವಿದ್ಯುದ್ವಿಭಜನೆ,ইলেক্ট্ৰ&#39;লাইছিছ
ಎಲೆಕ್ಟ್ರೋಫೋರೆಸಿಸ್,ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
ಆವಿಯಾಗುವಿಕೆ,বাষ্পীভৱন
1. ಶಿರಚ್ಛೇದಕ 2. ಕ್ರಿಮಿನಾಶಕ 3. ಶಿರಚ್ಛೇದಕ 4. ಕ್ರಿಮಿನಾಶಕ,১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ
1. ವೀರ್ ಬಂಡಿ 2. ಸ್ಟ್ರಾಬಂಡಿ,১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী
ಭ್ರೂಣ,ভ্ৰূণ
1. ಭ್ರೂಣಶಾಸ್ತ್ರ 2. ಭೌತಶಾಸ್ತ್ರ,১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান
1. ನಿರ್ಗಮನ 2. ನಿರ್ಗಮನ,1. প্ৰস্থান 2. প্ৰস্থান
ಎಮಲ್ಸಿಫೈಯರ್,ইমালচাইফায়াৰ
ಅಂತರ್ವರ್ಧಕ,অন্তৰ্জাতীয়
ಇಂಟ್ರಾ ಪಾಯಿಂಟ್ ವಿಭಾಗ,ইন্ট্ৰা-পইণ্ট ডিভিজন
ಒಳ-ಪರಾವಲಂಬಿ,অন্তঃপৰজীৱী
ಎಂಡೋಸ್ಪರ್ಮ್,এণ্ডোস্পাৰ্ম
ಉದ್ಯಮ,উদ্যোগ
ಕೀಟಶಾಸ್ತ್ರ,পতংগবিজ্ঞান
ಪರಿಸರ,পৰিৱেশ
1. ಕಿಣ್ವ 2. ಕಿಣ್ವ,১.এনজাইম ২.এনজাইম
ಕ್ಲಸ್ಟರ್ ಕಸಿ,ক্লাষ্টাৰ গ্ৰাফটিং
1. ಎಪಿಫೈಟ್ 2. ಎಪಿಫೈಟ್,১.এপিফাইট ২.এপিফাইট
ಈಕ್ವಿಟಿ,ন্যায়
ನಿವಾರಣೆ,নিৰ্মূলকৰণ
ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು,প্ৰয়োজনীয় পুষ্টিকৰ উপাদান
1. ಅಳತೆ 2. ಜಂಪ್ 3. ಮೌಲ್ಯಮಾಪನ,1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন
ಕೈಚಳಕ,সূক্ষ্মতা
ಸುಜನ್ನಿಕ್,সুজাননিক
ಮೌಲ್ಯಮಾಪನ,মূল্যায়ন
ಉಗಿ ಮಾಪಕ,ভাপ গেজ
ಆವಿಯಾಗುವಿಕೆ,বাষ্পীভৱন
ಶಾಶ್ವತ ಕ್ರಾಂತಿ,চিৰন্তন বিপ্লৱ
1. ನಿತ್ಯಹರಿದ್ವರ್ಣ 2. ನಿತ್ಯಹರಿದ್ವರ್ಣ,১.চিৰসেউজ ২.চিৰসেউজ
ಅಭಿವೃದ್ಧಿ,বিকাশ
ಕತ್ತರಿಸಿದ,কাটি পেলোৱা
ಪರೀಕ್ಷಯ್ (ಫಲವತ್ತತೆ),পৰীক্ষয় (উৰ্বৰতা)
ಶೋಷಣೆ,শোষণ
1. ಅನ್ವೇಷಣೆ 2. ಪರಿಶೋಧನೆ,১.অন্বেষণ ২.অন্বেষণ
1. ಹೊರತೆಗೆಯುವಿಕೆ 2. ಹೊರಸೂಸುವಿಕೆ,১.এক্সট্ৰুচন ২.নিগমন
ಕಣ್ಣು,নয়ন
1. ಅಂಶ 2. ಘಟಕ 3. ಅಂಶ 4. ಸಂಪನ್ಮೂಲ,1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ
ಅಂಶ ಉತ್ಪಾದಕತೆ,কাৰক উৎপাদনশীলতা
ವ್ಯಾಪಾರಿಯ ರಿಯಾಯಿತಿ,ট্ৰেডছমেনৰ ৰেহাই
ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ,ফেক্টৰিয়েল ব্লক ডিজাইন
ಪರ್ಯಾಯ,বিকল্প
1. ಪಟ್ಟಿ 2. ಪಲಿಹಾರ್,১.পট্টি ২.পালিহাৰ
ಒಟ್ಟು,গোটেই অংশ
ಕ್ಷೇತ್ರ ಮೌಲ್ಯಮಾಪನ,ক্ষেত্ৰ মূল্যায়ন
ಕೃಷಿ ಬಜೆಟ್,ফাৰ্ম বাজেট
ಕೃಷಿ ವ್ಯಾಪಾರ,কৃষি ব্যৱসায়
ಕ್ಷೇತ್ರ ಯೋಜನೆ,ক্ষেত্ৰ পৰিকল্পনা
1. ರೈತ 2. ರೈತ,১.কৃষক ২.কৃষক
1. ಕೃಷಿ 2. ಕೃಷಿ,১.কৃষি ২.খেতি কৰা
ಘರ್ಷಣೆ,সংঘৰ্ষ
ಬಹು ಸಂತಾನೋತ್ಪತ್ತಿ,একাধিক প্ৰজনন
ಹುದುಗುವಿಕೆ,কিম্বন
ಫಲವತ್ತತೆ,উৰ্বৰতা
ಗೊಬ್ಬರ,সাৰ
ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ,সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা
ನಾರಿನಂತಿರುವ,আঁহযুক্ত
1. ಫಾರ್ಮ್ 2. ಪ್ರದೇಶ 3. ಸ್ಥಳ,১.পাম ২.এলেকা ৩.অৱস্থান
ಮಣ್ಣಿನ ನೀರನ್ನು ಹಿಡಿದಿಟ್ಟುಕೊಳ್ಳುವುದು,মাটিৰ পানী ধৰি ৰখা
ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ,ক্ষেত্ৰ প্ৰদৰ্শন
1. ನಿಶ್ಚಲತೆ 2. ಸ್ಥಿರೀಕರಣ 3. ಸ್ಥಿರೀಕರಣ,1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা
1. ಮುಳುಗುವಿಕೆ 2. ಒಳಸೇರಿಸುವಿಕೆ,1. প্লাৱন 2. গৰ্ভধাৰণ
ನಿರ್ವಹಣಾ ಚಿತ್ರ,ফ্ল&#39; ডায়াগ্ৰাম
ಆಹಾರ ಮೌಲ್ಯ,খাদ্য মূল্য
ಮೇವು,পশুখাদ্য
ಮುನ್ಸೂಚನೆ,পুৰ্বানুমান
ಅರಣ್ಯ,অৰণ্য
ಅರಣ್ಯೀಕರಣ,বনানীকৰণ
1. ತಾಡ್ಪರ್ನ್ 2. ಫಾರ್ಮ್,১.তাদপৰ্ণ ২.ফৰ্ম
ಹಿಮ ನಿರೋಧಕ,হিম প্ৰতিৰোধী
1. ಪಾಲಾ 2. ಬ್ಲೈಟ್,১.পালা ২.ব্লাইট
1. ಹೆಪ್ಪುಗಟ್ಟಿದ 2. ಹೆಪ್ಪುಗಟ್ಟಿದ,1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন
ಕಾರ್ಯ,অনুষ্ঠান
1. ಹಣ್ಣಿನ ಪತನ 2. ಹಣ್ಣಿನ ಪತನ,১/ ফলৰ পতন ২.ফলৰ পতন
ಹಣ್ಣಾಗುತ್ತವೆ,ফল হৈ পৰে
1. ಧೂಮೀಕರಣ 2. ಧೂಮೀಕರಣ,1. ধূমপান 2. ধূমপান
ಶಿಲೀಂಧ್ರನಾಶಕ,ভেঁকুৰনাশক
