Marathi,Bengali
1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे,1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা
ठिबक सिंचन,ড্রিপ সেচ
कोरडी शेती,শুকনো চাষ
1.धूळ 2.बुकनी,1.ধুলো 2.বুকনি
1. डस्टर 2. स्कॅटरर,1. ডাস্টার 2. বিক্ষিপ্তকারী
शिंपडणे,ছিটানো
1. बटू 2. वामन,1. বামন 2. বামন
वामन पिरॅमिड,বামন পিরামিড
वामिनी भवन,ভামিনী ভবন
पर्यावरणशास्त्र,বাস্তুশাস্ত্র
अर्थमिति,অর্থনীতি
आर्थिक कार्यक्षमता,অর্থনৈতিক দক্ষতা
परिस्थितीजन्य प्रकार,পরিস্থিতিগত প্রকার
अतिरिक्त-स्तरीकृत,অতিরিক্ত স্তরিত
मऊ,নরম
माती विज्ञान,মৃত্তিকা বিজ্ঞান
1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर,1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার
अन्न भाग,খাদ্য অংশ
मागणीची लवचिकता,চাহিদার স্থিতিস্থাপকতা
उत्पादन लवचिकता,উত্পাদন স্থিতিস্থাপকতা
इलेक्ट्रोलिसिस,তড়িৎ বিশ্লেষণ
इलेक्ट्रोफोरेसीस,ইলেক্ট্রোফোরেসিস
बाष्पीभवन,বাষ্পীভবন
1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा,1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত
1. विर बंदी 2. स्ट्रॉबंडी,1. উইয়ার বান্দি 2. স্ট্রবান্ডি
गर्भ,ভ্রূণ
1. भ्रूणशास्त्र 2. भौतिकशास्त्र,1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা
1. बाहेर पडा 2. बाहेर पडा,1. প্রস্থান 2. প্রস্থান
emulsifier,ইমালসিফায়ার
अंतर्जात,অন্তঃসত্ত্বা
आंतर-बिंदू विभागणी,আন্তঃবিন্দু বিভাগ
आंतर-परजीवी,অন্তঃপরজীবী
एंडोस्पर्म,এন্ডোস্পার্ম
उपक्रम,এন্টারপ্রাইজ
कीटकशास्त्र,কীটতত্ত্ব
वातावरण,পরিবেশ
1. एन्झाइम 2. एन्झाइम,1. এনজাইম 2. এনজাইম
क्लस्टर ग्राफ्टिंग,ক্লাস্টার গ্রাফটিং
1. एपिफाइट 2. एपिफाइट,1. এপিফাইট 2. এপিফাইট
इक्विटी,ইক্যুইটি
निर्मूलन,নির্মূল
आवश्यक पोषक,অত্যাবশ্যক পুষ্টি
1. मापन 2. उडी 3. मूल्यांकन,1. পরিমাপ 2. জাম্প 3. মূল্যায়ন
चातुर्य,সূক্ষ্মতা
सुजननिक,সুজনিক
मूल्यमापन,মূল্যায়ন
स्टीम गेज,বাষ্প গেজ
बाष्पीभवन,বাষ্পীভবন
शाश्वत क्रांती,চিরন্তন বিপ্লব
1. सदाहरित 2. सदाहरित,1. চিরসবুজ 2. চিরসবুজ
विकास,উন্নয়ন
कापला,বিছিন্ন করা
परिक्षय (प्रजनन क्षमता),পরিক্ষয় (উর্বরতা)
शोषण,শোষণ
1. अन्वेषण 2. अन्वेषण,1. অন্বেষণ 2. অন্বেষণ
1. एक्सट्रूजन 2. उत्सर्जन,1. এক্সট্রুশন 2. নির্গমন
डोळा,আই
1. घटक 2. घटक 3. घटक 4. संसाधन,1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স
घटक उत्पादकता,ফ্যাক্টর উত্পাদনশীলতা
व्यापारी सवलत,ব্যবসায়ীদের ডিসকাউন্ট
फॅक्टोरियल ब्लॉक डिझाइन,ফ্যাক্টরিয়াল ব্লক ডিজাইন
पर्यायी,বিকল্প
1. पट्टी 2. पालिहार,1. পট্টি 2. পালিহার
स्थूल,স্থূল
फील्ड मूल्यांकन,ক্ষেত্রের মূল্যায়ন
शेती बजेट,খামার বাজেট
कृषी व्यवसाय,কৃষি ব্যবসা
क्षेत्र नियोजन,ক্ষেত্রের পরিকল্পনা
1. शेतकरी 2. शेतकरी,1. কৃষক 2. কৃষক
1. शेती 2. शेती,1. কৃষি 2. কৃষিকাজ
टक्कर,সংঘর্ষ
एकाधिक प्रजनन,একাধিক প্রজনন
किण्वन,গাঁজন
प्रजनन क्षमता,উর্বরতা
खत,সার
खत वापर कार्यक्षमता,সার ব্যবহারের দক্ষতা
तंतुमय,তন্তুযুক্ত
1. शेत 2. क्षेत्रफळ 3. ठिकाण,1. খামার 2. এলাকা 3. অবস্থান
माती पाणी धारण,মাটির জল ধরে রাখা
फील्ड प्रात्यक्षिक,ক্ষেত্র প্রদর্শন
1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन,1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন
1. पूर 2. गर्भाधान,1. প্লাবন 2. গর্ভধারণ
प्रवाह चित्र,প্রবাহ চিত্র
अन्न मूल्य,খাদ্য মূল্য
चारा,পশুখাদ্য
अंदाज,পূর্বাভাস
वन,বন। জংগল
वनीकरण,বনায়ন
1. तडपर्न 2. फॉर्म,1. তাদপার্ন 2. ফর্ম
दंव प्रतिरोधक,হিম প্রতিরোধী
1. पाला 2. अनिष्ट,1. পাল 2. ব্লাইট
1. गोठलेले 2. गोठलेले,1. হিমায়িত 2. হিমায়িত
कार्य,ফাংশন
1. फ्रुट फॉल 2. फ्रुट फॉल,1. ফল পতন 2. ফল পতন
फळ बनणे,ফল হত্তয়া
1. फ्युमिगेशन 2. फ्युमिगेशन,1. ফিউমিগেশন 2. ফিউমিগেশন
बुरशीनाशक,ছত্রাকনাশক
बुरशीविरोधी,অ্যান্টিফাঙ্গাল
बुरशी,ছত্রাক
1. खुद 2. सीता,1. খুদ 2. সীতা
1. फ्यूजन 2. फ्यूजन,1. ফিউশন 2. ফিউশন
कापूस लोकर,সুতি পশম
केसाळ,লোমশ
1. झाडाचा व्रण 2. पिटिका,1. গাছের আলসার 2. পিটিকা
1. गेमेट्स 2. गेमेट्स,1. গ্যামেট 2. গেমেট
1. बाग 2. बाग,1. বাগান 2. বাগান
1. पानसाल 2. हायड्रोमीटर,1. পানসাল 2. হাইড্রোমিটার
जनुक संग्रह,জিন সংগ্রহ
जीन टॅगन,জিন ট্যাগন
वंशावळी,বংশতালিকা
जनुक नकाशा,জিন মানচিত্র
अनुवांशिक,জেনেটিক্স
1. जीनोम 2. सांगेन,1. জিনোম 2. সংগেন
संजिनी कलेक्शन,সঞ্জিনী কালেকশন
जीनोमिक्स,জিনোমিক্স
जीनोटाइप,জিনোটাইপ
1. जीन स्ट्रक्चर 2. जीन प्रकार,1. জিনের গঠন 2. জিনের ধরন
लिनेज,লিনেজ
1. वंश 2. वंश,1. বংশ 2. বংশ
1. जंतू 2. जंतू,1. জীবাণু 2. জীবাণু
जंतूनाशक,জীবাণু নাশক
उगवण,অঙ্কুরোদগম
1. जर्मप्लाझम 2. जर्मप्लाझम,1. জার্মপ্লাজম 2. জার্মপ্লাজম
गिबेरेलिक ऍसिड,জিবেরেলিক অ্যাসিড
गोळा करणे,কুড়ানো
तुष,টুশ
1. ग्लूटेन 2. खादाड,1. গ্লুটেন 2. পেটুক
ग्लायकोलिसिस,গ্লাইকোলাইসিস
छान,চমৎকার
सुवर्ण क्रांती,সোনালী বিপ্লব
1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण,1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস
1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती,1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ
पेन विसंगत,কলম অসামঞ্জস্যপূর্ণ
ग्राना,গ্রানা
दाणेदार,দানাদার
हिरवे खत,সবুজ সার
हरित क्रांती,সবুজ বিপ্লব
वाढ आणि विकास,বৃদ্ধি এবং উন্নয়ন
1. हिरड्या रोग,1. মাড়ির রোগ
विषमलिंगी,বিষমকামী
1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप,1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা
1. ओला 2. कर्कपट 3. कर्का,1. ওলা 2. কারকাপাত 3. কারকা
रोमिलवॉच,রোমিলওয়াচ
खारट गळू,লবণাক্ত সিস্ট
हॅरो,হ্যারো
1. कापणी निर्देशांक 2. कापणी निर्देशांक,1. ফসল কাটার সূচক 2. ফসল কাটার সূচক
1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न,1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন
1. तोडणे 2. कापणी करणे 3. तोडणे,1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং
1. अंडी घालणे 2. अंडी फोर्स,1. ডিম পাড়া 2. ডিম ফোর্স
सुकलेले गवत,শুষ্ক ঘাস
कोरडे खाद्य,শুকনো ফিড
गंजी,গেঞ্জি
धुके,কুয়াশা
धुके,ঝাপসা
1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा,1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা
खोबणीचा शेवट,খাঁজ শেষ
शीर्ष रोपांची छाटणी,শীর্ষ ছাঁটাই
कुंपण,বেড়া
ताब्यात,হেফাজত
कुंडलिनी,কুন্ডলিনী
हेमॅटाइट,হেমাটাইট
1. औषधी वनस्पती 2. औषधी वनस्पती,1. ভেষজ 2. ভেষজ
1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम,1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম
तणनाशक,হার্বিসাইড
आनुवंशिकता,বংশগতি
आनुवंशिकता,বংশগতি
उभयलिंगी,উভকামী
heterochromatic,heterochromatic
heterofertilization,heterofertilization
1. हायब्रिडोज 2. हेटेरोसिस,1. হাইব্রিডোজ 2. হেটেরোসিস
सेक्सक्रोमोसोम,সেক্সক্রোমোজোম
पालनपोषण,লালনপালন
हेक्साडेसिमल,হেক্সাডেসিমেল
थंड सुप्तता,ঠান্ডা সুপ্ততা
उच्च घनता लागवड,উচ্চ ঘনত্ব রোপণ
1. पिंडलक 2. टेकडी (भात),1. পিন্ডলক 2. পাহাড় (ধান)
हिस्टोग्राम,হিস্টোগ্রাম
उच्च तंत्रज्ञान फलोत्पादन,উচ্চ প্রযুক্তির উদ্যানপালন
1. दही 2. पोळ्या,1. দই 2. মৌচাক
1. खुरपणी 2. खुरपणी,1. আগাছা 2. আগাছা
धारण,ধারণ
खाजगी शेत,ব্যক্তিগত খামার
होमिओस्टॅसिस,হোমিওস্টেসিস
जन्मभुमी,স্বদেশ
एकजिनसीपणा,একজাতীয়তা
1. एकसंध 2. एकसंध,1. সমজাতীয় 2. সমজাতীয়
सहानुभूती,সহানুভূতিশীল
एकसंध,সমজাতীয়
1. खुर्लिका 2. अन्न कंटेनर 3. हापर,1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার
1. थर 2. क्षितिज,1. স্তর 2. দিগন্ত
बागायती पिके,উদ্যান ফসল
1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन,1. হর্টিকালচার 2. হর্টিকালচার 3. হর্টিকালচার 4. হর্টিকালচার
