Punjabi,Assamese
ਔਰਥੋਗੋਨਲ ਸਮਾਨਾਂਤਰ,অৰ্থোগনেল সমান্তৰাল
"ਸੰਚਤ ਸੰਕਲਿਤ,",ক্ৰমবৰ্ধমান সংকলিত
ਸੰਚਤ ਕਰਵ,ক্ৰমবৰ্ধমান বক্ৰ
ਸੰਚਤ ਵੰਡ ਫੰਕਸ਼ਨ,ক্ৰমবৰ্ধমান বিতৰণ ফলন
ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ,ক্ৰমবৰ্ধমান কম্পাঙ্ক
ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਫੰਕਸ਼ਨ,ক্ৰমবৰ্ধমান কম্পাঙ্ক ফলন
ਸੰਚਤ ਫ੍ਰੀਕੁਐਂਸੀ ਗ੍ਰਾਫ਼ ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਗ੍ਰਾਫ,ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ ক্ৰমবৰ্ধমান কম্পাঙ্ক গ্ৰাফ
ਸੰਚਤ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ,ক্ৰমবৰ্ধমান সম্ভাৱনা ফলন
"ਕਰਲ, ਕੁਇੰਟਲ","curl, কুইন্টল"
ਦੁਵੱਲੇ ਵਕਰ,দ্বিসমান্তৰাল বক্ৰ
ਵੈਕਟਰ ਕਰਲ,ভেক্টৰ কাৰ্ল
"ਕਮਾਨ, arch","ধনু, খিলান"
ਸਟ੍ਰੀਮ,নিজৰা
ਮੂਵਿੰਗ ਪੁਆਇੰਟ,চলন্ত বিন্দু
ਵਕਰਤਾ,বক্ৰতা
ਵਕਰ ਪ੍ਰਭਾਵ,বক্ৰতা প্ৰভাৱ
ਕਰਵ,বক্ৰ
ਕਰਵ ਲਾਈਨ,বক্ৰ ৰেখা
ਕਰਵ ਟਰੇਸਿੰਗ,বক্ৰ ট্ৰেচিং
curvilinear asymptote,বক্ৰৰেখাৰ এছিম্পটট
ਕਰਵਿਲੀਨੀਅਰ ਕੋਆਰਡੀਨੇਟਸ,বক্ৰৰেখা স্থানাংক
ਕਰਵਿਲੀਨੀਅਰ ਰਿਗਰੈਸ਼ਨ,বক্ৰৰেখাৰ ৰিগ্ৰেছন
"amphibious, cusp","অস্পষ্ট, cusp"
"ਪਹੀਆ, ਰੋਟੇਸ਼ਨ, ਚੱਕਰ, ਕਾਸਟਿੰਗ ਵ੍ਹੀਲ, ਕੰਪੈਕਸ਼ਨ ਵ੍ਹੀਲ","চকা, ঘূৰণ, চক্ৰ, ঢালাই চকা, সংকোচন চকা"
ਚੱਕਰੀ ਵਿਭਿੰਨਤਾ,চক্ৰীয় ভ্যাৰিয়েন্স
ਚੱਕਰੀ ਵੈਕਟਰ ਉਤਪਾਦ,চক্ৰীয় ভেক্টৰ উৎপাদন
ਚੱਕਰ ਦੀ ਮੰਗ,চক্ৰীয় চাহিদা
ਚੱਕਰੀ ਸਮੀਕਰਨ,চক্ৰীয় প্ৰকাশ
ਚੱਕਰੀ ਗਰੁੱਪ,চক্ৰীয় গোট
ਚੱਕਰੀ ਕ੍ਰਮਵਾਰ,চক্ৰীয় ক্ৰমবিন্যাস
"cycloid, cycloid","চাইক্ল&#39;ইড, চাইক্ল&#39;ইড"
"ਸਿਲੰਡਰ, ਸਿਲੰਡਰ","চিলিণ্ডাৰ, চিলিণ্ডাৰ"
"ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ","নলাকাৰ, চিলিণ্ডাৰ, নলাকাৰ, চিলিণ্ডাৰ"
ਸਿਲੰਡਰ ਪੰਨਾ,চিলিণ্ডাৰ পৃষ্ঠা
"ਜ਼ੀਰੋ, ਸਿਫਰ","শূন্য, চাইফাৰ"
ਦਿਲਬਰਟ ਦਾ ਸਿਧਾਂਤ,ডিলবাৰ্টৰ মতবাদ
ਗਿੱਲੀ ਸਧਾਰਨ ਹਾਰਮੋਨਿਕ ਮੋਸ਼ਨ,ডেম্প কৰা সহজ হাৰমনিক গতি
ਲਗਾਤਾਰ ਗਿੱਲਾ,ডেম্পিং ধ্ৰুৱক
"ਦੱਤ, ਉਪਤ, ਦਾਤਾ, ਭਰੋਸਾ","দত্ত, উপত্ত, ডাটা, ট্ৰাষ্ট"
ਦੱਤ ਅੰਡਰਟੇਕਿੰਗ,দত্ত আণ্ডাৰটেকিং
ਭਰੋਸਾ ਸਰੋਤ ਸਿਸਟਮ,বিশ্বাস সম্পদ ব্যৱস্থা
ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ,ডাটা প্ৰচেছৰ
ਡਾਟਾ ਸ਼ੀਟ,ডাটা শ্বীট
ਡੇਕਗਨ,decagon
dekagram,ডেকাগ্ৰাম
decameter,ডেকামিটাৰ
ਸੜਨ ਸੂਚਕਾਂਕ,ক্ষয় সূচকাংক
ਸੜਨ ਵਕਰ,ক্ষয় বক্ৰ
ਸ਼ਾਨਦਾਰ ਫੰਕਸ਼ਨ,মাৰ্জিত কাৰ্য্য
desigram,desigram
ਦਸ਼ਮਲਵ,দশমিক
"ਦਸ਼ਮਲਵ, ਦਸ਼ਮਲਵ","দশমিক, দশমিক"
ਦਸ਼ਮਲਵ ਕੋਡ,দশমিক ক&#39;ড
ਦਸ਼ਮਲਵ ਕੋਡਿਡ ਅੰਕ,দশমিক ক&#39;ডযুক্ত অংক
ਦਸ਼ਮਲਵ ਵਿਸਥਾਰ,দশমিক প্ৰসাৰণ
ਦਸ਼ਮਲਵ ਅੰਸ਼,দশমিক ভগ্নাংশ
ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ,দশমিক সংকেত ব্যৱস্থা
ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ,দশমিক সংকেত ব্যৱস্থা
ਦਸ਼ਮਲਵ ਬਿੰਦੂ,দশমিক বিন্দু
ਦਸ਼ਮਲਵ ਸਕੇਲ,দশমিক স্কেল
ਦਸ਼ਮਲਵ ਸਿਸਟਮ,দশমিক ব্যৱস্থা
ਡੈਸੀਮੀਟਰ,ডেচিমিটাৰ
ਇੰਕੋਡਿੰਗ,এনকোডিং
ਫੈਸਲੇ ਦਾ ਮਾਡਲ,সিদ্ধান্তৰ আৰ্হি
ਫੈਸਲੇ ਦੀ ਥਿਊਰੀ,সিদ্ধান্ত তত্ত্ব
ਫੈਸਲਾ ਵੇਰੀਏਬਲ,সিদ্ধান্ত চলক
"ਡੀਕੋਡਰ, ਡੀਕੋਡਰ","ডিকোডাৰ, ডিকোডাৰ"
"ਏਨਕੋਡਿੰਗ, ਡੀਕੋਡਿੰਗ","এনকোডিং, ডিকোডিং"
ਵੱਖ ਕਰਨ ਯੋਗ ਸੈੱਟ,পৃথক কৰিব পৰা ছেট
ਘਟਣਾ,ডিমিনিচিং
ਘਟਾਉਣ ਵਾਲਾ ਫੰਕਸ਼ਨ,ডিমিনিচিং ফাংচন
ਡੇਡਿਕਿੰਡ-ਕਟ,ডেডেকাইণ্ড-কাট
ਡੇਡਕਿੰਡ-ਪ੍ਰਮੇਯ,ডেডেকাইণ্ড-উপাপাদ্য
ਸ਼ਾਮਲ ਕਰਨ ਲਈ,অন্তৰ্ভুক্ত কৰা
ਕਾਰਪੋਰੇਟ ਅਭਿਆਸ,কৰ্পৰেট প্ৰেকটিছ
ਗਲਤ,ভুল কৰা
ਪਰਿਭਾਸ਼ਾਤਮਕ ਸਮੀਕਰਨ,সংজ্ঞাগত সমীকৰণ
ਨਿਸ਼ਚਿਤ ਅਟੁੱਟ,নিৰ্দিষ্ট অখণ্ড
ਸਥਿਰ ਮੈਟ੍ਰਿਕਸ,ফিক্সড মেট্ৰিক্স
"ਪਰਿਭਾਸ਼ਾ, ਸਪਸ਼ਟਤਾ, ਨਿਸ਼ਚਿਤਤਾ","সংজ্ঞা, স্পষ্টতা, নিশ্চয়তা"
deformation ਕਰਵ,বিকৃতি বক্ৰ
ਵਿਗੜਿਆ ਪੰਨਾ,বিকৃত পৃষ্ঠা
"debauchery, debauchery","debauchery, অশ্লীলতা"
ਆਵਾਜਾਈ ਦੀਆਂ ਸਮੱਸਿਆਵਾਂ ਵਿੱਚ ਗਲਤੀ,পৰিবহণৰ সমস্যাত ভুল হোৱা
"ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਡਿਗਰੀ, ਮਾਤਰਾ, ਵਿਸ਼ਾਲਤਾ, ਡਿਗਰੀ","ডিগ্ৰী, ডিগ্ৰী, শক্তি, ডিগ্ৰী, পৰিমাণ, মাত্ৰা, ডিগ্ৰী"
ਅੰਤਰ ਸਮੀਕਰਨ ਦੀ ਸ਼ਕਤੀ,অৱভেদ্য সমীকৰণৰ শক্তি
"ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ, ਆਜ਼ਾਦੀ ਦੀ ਡਿਗਰੀ","স্বাধীনতাৰ ডিগ্ৰী, স্বাধীনতাৰ মাত্ৰা"
ਬਹੁਪਦ ਦੀ ਸ਼ਕਤੀ,বহুপদৰ শক্তি
ਬਾਹਰ ਕੱਢਿਆ ਦਲ,বহিষ্কাৰ কৰা এনট্যুৰেজ
ਡੈਲਟਾ ਫੰਕਸ਼ਨ,ডেল্টা ফাংচন
ਮੰਗ ਅਤੇ ਉਪਯੋਗਤਾ ਵਕਰ,চাহিদা আৰু উপযোগিতা বক্ৰ
ਮੰਗ ਸਮੀਕਰਨ,চাহিদা সমীকৰণ
ਮੰਗ ਫੰਕਸ਼ਨ,চাহিদা কাৰ্য্য
ਜਨਸੰਖਿਆ ਅਧਿਐਨ,জনগাঁথনিগত অধ্যয়ন
ਜਨਸੰਖਿਆ,জনগাঁথনি
ਘਣਾਉਣ ਵਾਲਾ ਪ੍ਰਮੇਯ,the-mower উপপাদ্য
"ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ, ਗਵਾਹੀ ਦੇਣ ਲਈ, ਪ੍ਰਦਰਸ਼ਿਤ ਕਰਨ ਲਈ","প্ৰদৰ্শন কৰা, সাক্ষ্য দিয়া, প্ৰদৰ্শন কৰা"
"ਨੁਮਾਇੰਦਗੀ, ਸਬੂਤ, ਪ੍ਰਦਰਸ਼ਨ, ਪ੍ਰਦਰਸ਼ਨ","প্ৰতিনিধিত্ব, প্ৰমাণ, প্ৰদৰ্শন, প্ৰদৰ্শন"
ਪ੍ਰਤੀਨਿਧ ਜਿਓਮੈਟਰੀ,প্ৰতিনিধিত্বমূলক জ্যামিতি
ਹਰ,প্ৰত্যেক
ਸੰਘਣੀ ਕੁੱਲ,ঘন সমষ্টি
"ਘਣਤਾ, ਘਣਤਾ","ঘনত্ব, ঘনত্ব"
ਗਿਣਨਯੋਗ ਸੈੱਟ,গণনাযোগ্য ছেট
ਚੜ੍ਹਦਾ ਸਥਿਰ,আৰোহী ধ্ৰুৱক
ਨਿਰਭਰ ਘਟਨਾ,নিৰ্ভৰশীল ইভেন্ট
ਨਿਰਭਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,নিৰ্ভৰশীল যাদৃচ্ছিক চলক
ਨਿਰਭਰ ਵੇਰੀਏਬਲ,নিৰ্ভৰশীল চলক
ਨਿਰਭਰ ਵੇਰੀਏਬਲ,নিৰ্ভৰশীল চলক
ਡਿਪਰੈਸ਼ਨ ਦਾ ਕੋਣ,বিষণ্ণতাৰ কোণ
"ਵਿਉਤਪੰਨ, ਵਿਉਤਪੰਨ, ਵਿਭਿੰਨਤਾ","ব্যুৎপত্তি, ব্যুৎপত্তি, পাৰ্থক্য"
"ਡੈਰੀਵੇਟਿਵ, ਡੈਰੀਵੇਟਿਵ","ডেৰাইভেটিভ, ডেৰাইভেটিভ"
ਪ੍ਰਾਪਤ ਸੀਮਾ,ব্যুৎপন্ন পৰিসৰ
ਪ੍ਰਾਪਤ ਸੈੱਟ,ব্যুৎপত্তি কৰা গোট
"ਉਤਰਦਾ, ਉਤਰਦਾ","অৱতৰণ কৰা, অৱতৰণ কৰা"
ਘਟਦੇ ਕ੍ਰਮ,অৱনমিত ক্ৰম
ਘਟਦੀ ਸੀਮਾ,অৱনমিত পৰিসৰ
ਪ੍ਰੋਜੈਕਟਿਵ ਜਿਓਮੈਟਰੀ,প্ৰক্ষেপণ জ্যামিতি
ਵਰਣਨਯੋਗ ਮਾਡਲ,বৰ্ণনাত্মক আৰ্হি
ਵਰਣਨਯੋਗ ਅੰਕੜੇ,বৰ্ণনাত্মক পৰিসংখ্যা
"ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਡੀ.), ਡਿਜ਼ਾਈਨ ਕਰਨਾ, ਡਿਜ਼ਾਈਨ ਕਰਨਾ (ਐਨ.)","ডিজাইন কৰা, ডিজাইন কৰা, ডিজাইন কৰা (ed.), ডিজাইন কৰা, ডিজাইন কৰা (n.)"
ਪ੍ਰਯੋਗ ਦਾ ਡਿਜ਼ਾਈਨ,পৰীক্ষাৰ ডিজাইন
ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ,ডেস্ক কেলকুলেটৰ
"ਪਛਾਣ, ਖੋਜ","চিনাক্তকৰণ, ধৰা পেলোৱা"
"ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ, ਨਿਰਣਾਇਕ","নিৰ্ণায়ক, নিৰ্ণায়ক, নিৰ্ণায়ক"
ਨਿਰਣਾਇਕ ਕ੍ਰਮ,নিৰ্ধাৰিত ক্ৰম
ਨਿਰਧਾਰਤ ਕਰਨ ਲਈ,নিৰ্ধাৰণ কৰিবলৈ
ਨਿਰਣਾਇਕ ਮਾਡਲ,নিৰ্ধাৰিত আৰ্হি
ਨਿਰਣਾਇਕ ਸਮੱਸਿਆ,নিৰ্ধাৰিত সমস্যা
ਭਟਕਣਾ,বিচ্যুতি
ਭਟਕਣਾ ਗੁਣਾਂਕ,বিচ্যুতি সহগ
ਬਾਈਨਰੀ ਸਿਸਟਮ,বাইনাৰী ব্যৱস্থা
"ਤਿਰਛੀ ਕਪੋਨਿਊਜ਼,",তিৰ্যক হাইপ&#39;টেনাছ
ਮੈਟ੍ਰਿਕਸ ਵਿਕਰਣੀਕਰਨ,মেট্ৰিক্স তিৰ্যকীকৰণ
"ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ, ਡਾਇਗਨਲ ਮੈਟ੍ਰਿਕਸ","তিৰ্যক মেট্ৰিক্স, তিৰ্যক মেট্ৰিক্স"
ਵਿਕਰਣ ਸਮਾਨਤਾ,তিৰ্যক সমতা
ਚਿੱਤਰ,ডায়েগ্ৰাম
ਡਰਾਇੰਗ ਢੰਗ,অংকন পদ্ধতি
ਗ੍ਰਾਫਿਕਲ ਪ੍ਰਤੀਨਿਧਤਾ,চিত্ৰাঙ্কিত উপস্থাপন
ਵਿਆਸ,ব্যাস
ਵਿਆਸ ਸੈੱਟ ਕਰੋ,ব্যাস নিৰ্ধাৰণ কৰক
ਵਿਆਸ ਦੇ ਉਲਟ,ডায়েমেট্ৰিকভাৱে বিপৰীত
"ਕਰਾਸਫਾਇਰ, ਪਾਸਾ ਸੁੱਟੋ","ক্ৰছফায়াৰ, পাশা নিক্ষেপ কৰা"
ਉਭਾਰ ਵਰਗੀਕਰਣ,উভচৰ শ্ৰেণীবিভাজন
"ਵਿਭਾਜਨ, ਅੱਧਾ","bifurcation, আধা"
ਸ਼ਬਦਕੋਸ਼,অভিধান
ਵਿਭਾਜਨ ਕੈਲਕੂਲਸ,ডিফাৰেন্সিয়েল কেলকুলাছ
ਅੰਤਰ ਸਮੀਕਰਨ,অৱভেদ্য সমীকৰণ
ਅੰਤਰ ਫਾਰਮੂਲਾ,ডিফাৰেন্সিয়েল সূত্ৰ
ਅੰਤਰ ਵਿਧੀ,ডিফাৰেন্সিয়েল পদ্ধতি
ਸੈੱਟ ਦੇ ਅੰਤਰ,গোটৰ পাৰ্থক্য
ਵੱਖ ਕਰਨ ਯੋਗ,ভিন্নতামূলক
ਅੰਤਰ ਵਕਰ,ডিফাৰেন্সিয়েল কাৰ্ভ
ਅੰਤਰ ਫੰਕਸ਼ਨ,ডিফাৰেন্সিয়েল ফাংচন
"ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰਜਾਮੀ, ਅੰਤਰ","ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, আন্তঃপৰীক্ষামূলক, আন্তঃসংস্থা, পাৰ্থক্য"
ਅੰਤਰ ਗਣਿਤ,ডিফাৰেন্সিয়েল মেথ
ਵਿਭਿੰਨ ਗੁਣਾਂਕ,ডিফাৰেন্সিয়েল সহগ
ਅੰਤਰ ਸਮੀਕਰਨ,অৱভেদ্য সমীকৰণ
ਵਿਭਿੰਨ ਟੱਕਰ,ডিফাৰেন্সিয়েল কলিচন
ਅੰਤਰ ਫਾਰਮੂਲਾ,ডিফাৰেন্সিয়েল সূত্ৰ
ਅੰਤਰ ਫੰਕਸ਼ਨ,ডিফাৰেন্সিয়েল ফাংচন
ਵਿਭਿੰਨ ਜਿਓਮੈਟਰੀ,ডিফাৰেন্সিয়েল জ্যামিতি
ਉੱਚ ਕ੍ਰਮ ਅੰਤਰ,উচ্চ ক্ৰমৰ ডিফাৰেন্সিয়েল
ਵਿਭਿੰਨ ਭਾਗ,ডিফাৰেন্সিয়েল ছেগমেণ্ট
ਵੱਖਰਾ,পাৰ্থক্য কৰা
"ਭਿੰਨਤਾ, ਵਿਭਿੰਨਤਾ","পাৰ্থক্য, পাৰ্থক্য"
ਅੰਤਰ ਫਾਰਮੂਲਾ,ডিফাৰেন্সিয়েল সূত্ৰ
ਵੈਕਟਰ ਦਾ ਅੰਤਰ,ভেক্টৰৰ পাৰ্থক্য
"ਫੈਲਾਅ, ਫੈਲਾਅ","প্ৰসাৰণ, প্ৰসাৰণ"
"ਸੰਖਿਆ, ਡਾਇਡੇਮ, ਉਂਗਲੀ","সংখ্যা, ডায়েডেম, আঙুলি"
ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ,ডিজিটেল কম্পিউটাৰ
ਅੰਕੀ ਦੱਤ,অংকি দত্ত
"ਸੀਮਾ, ਚੌੜਾਈ, ਮਾਪ, ਸ਼ਕਤੀ","পৰিসৰ, প্ৰস্থ, মাত্ৰা, শক্তি"
ਆਯਾਮ,মাত্ৰাগততা
ਅਯਾਮ ਰਹਿਤ,মাত্ৰাহীন
ਸਮੀਕਰਨ ਮਾਪ,সমীকৰণৰ মাত্ৰা
ਡਾਇਓਫੈਂਟਸ ਦਾ ਸਮੀਕਰਨ,ডাইঅ’ফেন্টাছৰ সমীকৰণ
ਡਿੱਗਣ ਦਾ ਕੋਣ,পতনৰ কোণ
ਡਾਇਪੋਲ ਕੋਆਰਡੀਨੇਟਸ,ডাইপোল স্থানাংক
dipole,ডাইপোল
bipyramid,বাইপিৰামিড
dirac ਡੈਲਟਾ ਫੰਕਸ਼ਨ,dirac ডেল্টা ফাংচন
ਆਮ ਸਪਰਸ਼,সাধাৰণ স্পৰ্শক
ਸੱਜੇ ਕੋਣ,সোঁকোণ
ਸਿੱਧੀ ਲਾਈਨ,প্ৰত্যক্ষ ৰেখা
ਸਪੇਸ ਡੈਰੀਵੇਟਿਵ,স্থান ব্যুৎপত্তি
"dicosine, dico-cosine","ডাইকোচিন, ডাইকো-কোচাইন"
ਅਧਿਕਤਮ ਦੀ ਦਿਸ਼ਾ,ৰ দিশটো সৰ্বোচ্চ
ਪ੍ਰੋਜੈਕਸ਼ਨ ਦਿਸ਼ਾ,প্ৰজেকচন দিশ
ਦਿਸ਼ਾ ਅਨੁਪਾਤ,দিশ অনুপাত
ਰੈਗੂਲੇਟਰੀ ਚੱਕਰ,নিয়ন্ত্ৰণ বৃত্ত
ਰੈਗੂਲੇਟਰ ਚੱਕਰ,নিয়ন্ত্ৰক বৃত্ত
ਅਨੁਲੋਮਾ ਉਤਪਾਦ,এনুলোমা প্ৰডাক্ট
"ਸਿੱਧਾ ਸਬੂਤ, ਸਿੱਧਾ ਸਬੂਤ","প্ৰত্যক্ষ প্ৰমাণ, প্ৰত্যক্ষ প্ৰমাণ"
ਕ੍ਰਮਵਾਰ ਅਨੁਪਾਤ,ক্ৰমিক অনুপাত
ਕਿਸਮਤ,ভাগ্য
ਅਨੁਲੋਮਾ ਜੋੜ,anuloma যোগফল
ਵੱਖ ਕੀਤਾ ਸੈੱਟ,disjointed set
"ਵਿਗਾੜ, ਵਿਗਾੜ, ਬਰੇਕ","discontinuity, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
ਡੈਰੀਵੇਟਿਵ ਦੀ ਖੰਡਨਤਾ,ডেৰাইভেটিভৰ বিচ্ছিন্নতা
ਪਹਿਲੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,প্ৰথম ধৰণৰ বিচ্ছিন্নতা
ਦੂਜੀ ਕਿਸਮ ਦੀ ਰੁਕਾਵਟ,দ্বিতীয় প্ৰকাৰৰ বিচ্ছিন্নতা
ਲਗਾਤਾਰ ਵੰਡ,বিচ্ছিন্ন বিতৰণ
ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ,বিচ্ছিন্ন কাৰ্য্য
ਲਗਾਤਾਰ ਅੰਤਰ,বিচ্ছিন্ন ভ্যাৰিয়েন্স
ਕਣ,কণা
ਲਗਾਤਾਰ ਵੰਡ,বিচ্ছিন্ন বিতৰণ
ਨਿਰੰਤਰ ਸੰਭਾਵਨਾ ਵੰਡ,বিচ্ছিন্ন সম্ভাৱনা বিতৰণ
ਲਗਾਤਾਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ,বিচ্ছিন্ন যাদৃচ্ছিক চলক
ਲਗਾਤਾਰ ਨਮੂਨਾ ਸਪੇਸ,বিচ্ছিন্ন নমুনা স্থান
ਵੱਖਰਾ ਕੁੱਲ,বিচ্ছিন্ন সমষ্টি
ਵੱਖਰੀ ਆਬਾਦੀ,বিচ্ছিন্ন জনসংখ্যা
ਵੱਖ ਰਾਜ,বিচ্ছিন্ন অৱস্থা
ਲਗਾਤਾਰ ਅੰਤਰ,বিচ্ছিন্ন ভ্যাৰিয়েন্স
ਵਿਤਰਕ ਟੈਕਸ,বিতৰণ কৰ
ਪੱਖਪਾਤੀ ਵਿਸ਼ਲੇਸ਼ਣ,বৈষম্যমূলক বিশ্লেষণ
ਅਸੰਬੰਧਿਤ,disjointed
ਅਸੰਬੰਧਿਤ ਘਟਨਾ,disjointed ইভেন্ট
ਵੱਖ ਕੀਤਾ ਸੈੱਟ,disjointed set
ਡਿਸਜੋਇੰਟ ਸੰਮਿਲਨ,disjoint সন্নিৱিষ্ট কৰা
"ਖੰਡਨ, ਤਰਕਸ਼ੀਲ ਜੋੜ","disjunction, যুক্তিসংগত যোগফল"
"ਖਿੰਡਾਉਣਾ, ਖਿੰਡਾਉਣਾ","বিক্ষিপ্ততা, বিক্ষিপ্ততা"
ਫੈਲਾਅ ਚਾਰਟ,বিক্ষিপ্ততা লেখচিত্ৰ
ਫੈਲਾਅ ਸੂਚਕਾਂਕ,বিক্ষিপ্ততা সূচকাংক
ਫੈਲਾਅ ਚਿੱਤਰ,বিক্ষিপ্ততা ডায়েগ্ৰাম
ਫੈਲਾਅ ਮੈਟਰਿਕਸ,বিক্ষিপ্ততা মেট্ৰিক্স
ਵਿਸਥਾਪਨ,স্থানচ্যুতি
ਪ੍ਰਦਰਸ਼ਨੀ,প্ৰদৰ্শন
ਕੰਸੋਲ,কনছ&#39;ল
"ਅਸਮਾਨ, ਅਸਮਾਨ","অসমান, অসমান"
dissipating ਫੋਰਸ,ক্ষয়কাৰী বল
ਦੂਰੀ ਫੰਕਸ਼ਨ,দূৰত্বৰ ফলন
ਦੂਰੀ ਮਾਡਿਊਲਸ,দূৰত্ব মডুলাছ
ਗੈਰ-ਵਿਤਰਕ,অবিতৰণমূলক
"ਵੰਡ ਨਿਯਮ, ਵੰਡ ਨਿਯਮ","বিতৰণ নিয়ম, বিতৰণ নিয়ম"
"ਖਿਲਾਰਨਾ, ਵਿਗਾੜਨਾ","to dissipate, বিসৰ্জন কৰা"
"ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ, ਵਖਰੇਵਾਂ","বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
ਵਿਭਿੰਨਤਾ ਪ੍ਰਮੇਯ,বিচ্ছিন্নতা উপপাদ্য
ਵੱਖਰੇ,ডাইভাৰ্জেন্ট
ਵੱਖ-ਵੱਖ ਸੀਮਾ,বিচ্ছিন্ন পৰিসৰ
ਵੰਡਿਆ ਅੰਤਰ,বিভক্ত পাৰ্থক্য
"ਵੰਡਣਯੋਗਤਾ, ਵੰਡਣਯੋਗਤਾ","বিভাজনযোগ্যতা, বিভাজনযোগ্যতা"
"ਵੰਡਣਯੋਗ, ਵੰਡਣਯੋਗ","বিভাজ্য, বিভাজ্য"
"ਵੰਡ, ਵੰਡ, ਵੰਡ","বিভাজন, বিভাজন, বিভাজন"
ਡਿਵੀਜ਼ਨ ਐਲਗੋਰਿਦਮ,বিভাজন এলগৰিদম
ਸਪਲਿਟ ਰਿੰਗ,স্প্লিট ৰিং
ਚਤੁਰਭੁਜ,চতুৰ্ভুজ
ਡੇਕਗਨ,decagon
"ਡੋਮੇਨ, ਡੋਮੇਨ, ਪ੍ਰਾਂਤ, ਖੇਤਰ","ডমেইন, ডমেইন, প্ৰদেশ, ভূখণ্ড"
ਫੰਕਸ਼ਨ ਦਾ ਡੋਮੇਨ,কাৰ্য্যৰ ডমেইন
ਪਰਿਭਾਸ਼ਾ-ਪ੍ਰਾਂਤ,সংজ্ঞা-প্ৰদেশ
ਹੋਂਦ ਦੀ ਸਥਿਤੀ,অস্তিত্বৰ অৱস্থা
ਓਵਰਰਾਈਡਿੰਗ ਡਿਵਾਈਸ,অভাৰৰাইডিং ডিভাইচ
ਡੋਪਲਰ ਪ੍ਰਭਾਵ,ডপলাৰ ইফেক্ট
"ਬਿੰਦੂ ਉਤਪਾਦ, ਸਕੇਲਰ ਉਤਪਾਦ","পইণ্ট প্ৰডাক্ট, স্কেলাৰ প্ৰডাক্ট"
ਬਿੰਦੀ ਵਾਲਾ ਕਰਵ,বিন্দুযুক্ত বক্ৰ
ਦੋਹਰਾ ਅੰਤਰ,ডুৱেল ডিফাৰেন্সিয়েল
ਡਬਲ ਘਾਤ ਅੰਕੀ ਵੰਡ,ডাবল ঘাতীয় বিতৰণ
ਡਬਲ ਕੋਇਲ,ডাবল কইল
ਬਾਈਨਰੀ ਅਟੁੱਟ,বাইনাৰী অখণ্ড
ਬਾਈਨਰੀ ਏਕੀਕਰਣ,বাইনাৰী সংহতি
ਡਬਲ ਸੀਮਾ,ডাবল লিমিট
ਡਬਲ ਨਮੂਨਾ ਲੈਣ ਦੀ ਘਟਨਾ,ডাবল নমুনা সংগ্ৰহৰ ইভেন্ট
ਡਬਲ ਕ੍ਰਮ,ডাবল ক্ৰম
ਡਬਲ ਸੀਰੀਜ਼,ডাবল ছিৰিজ
ਡਬਲ-ਅਟੈਚਡ ਨੋਟੇਸ਼ਨ,ডাবল-সংলগ্ন সংকেত
ਡਬਲ ਸੰਕਲਨ,ডাবল কম্পাইলেচন
ਹੇਠਾਂ ਵੱਲ ਪ੍ਰਵੇਗ,তললৈ ত্বৰণ
ਹੇਠਾਂ ਵੱਲ ਵਿਸਥਾਪਨ,তললৈ স্থানান্তৰিত হোৱা
ਹੇਠਾਂ ਵੱਲ ਮੋਸ਼ਨ,তললৈ গতি
