Odiya,Marathi
କ୍ରେଡିଟ୍ କମିଟି,क्रेडिट समिती
1. ending ଣ 2. କ୍ରେଡିଟ୍,1. कर्ज देणे 2. क्रेडिट
1. ender ଣଦାତା 2. କ୍ରେଡିଟର୍,1. सावकार 2. कर्जदार
1. କ୍ରେଷ୍ଟ 2. ଭର୍ଟେକ୍ସ 3. ସ୍ପାୟର୍ |,1. क्रेस्ट 2. शिरोबिंदू 3. स्पायर
ପ୍ରତ୍ୟାହାର,मागे घेणे
ସମସ୍ୟା,समस्या
ପରୀକ୍ଷା,चाचणी
ଗୁରୁତର,गंभीर
ଫସଲ ବୀମା |,पीक विमा
ଫସଲ loan ଣ,पीक कर्ज
1. ଫସଲ 2. ଫସଲ,1. पीक 2. पीक
ଚାଷ କ୍ଷେତ୍ର,लागवड क्षेत्र
କ୍ରସ୍ ଅସଙ୍ଗତ |,क्रॉस विसंगत
1. ମୁକୁଟ 2. ଶିଖର (ଉଦ୍ଭିଦ),1. मुकुट 2. शिखर (वनस्पती)
ନରମ କଣିକା |,मऊ कण
ଭୂତଳ,कवच
1. କ୍ରିପ୍ଟୋଗାମ 2. ଅଣ-ଫ୍ଲୋରିଫର୍ମ |,1. क्रिप्टोगाम 2. नॉन-फ्लोरिफॉर्म
ଛେଦନ (ଫଳ),छाटणी (फळ)
କଲମ,पेन
କୃଷି ପ୍ରକାର,वाणाची विविधता
1. ଟ୍ରାକ୍ସନ୍ 2. କୃଷି 3. ଚାଷ,1. कर्षण 2. शेती 3. शेती
1. କୃଷକ 2. କୃଷକ,1. शेतकरी 2. शेती करणारा
1. ଚାଷ 2. ଚାଷ 3. ପାଳିବା |,1. मशागत 2. मशागत 3. संगोपन
1. ଉତ୍ସ 2. ପ୍ରସ୍ତୁତି,1. संसाधन 2. तयारी
1. କୁଣ୍ଟାଲାନ୍ 2. କୁଞ୍ଚନ୍ |,1.कुंतलन 2.कुंचोन
ସ୍ଥିତି,पवित्रा
1. ଏପିଡର୍ମିସ୍ 2. କଟିକଲ୍ |,1. एपिडर्मिस 2. क्यूटिकल
1. କଲମ 2. କାଟିବା 3. କାଟିବା 4. କାଟିବା 5. କାଟିବା |,1. पेन 2. कटिंग 3. कटिंग 4. कटिंग 5. कटिंग
1. ପୋକ କର୍ପସ୍ 2. ସିଷ୍ଟ 3. ସିଷ୍ଟ 4. ବିକୃତ ଲମ୍ପ 5. ନିଓପ୍ଲାଜମ୍ |,1. वर्म कॉर्पस 2. सिस्ट 3. सिस्ट 4. विकृत ढेकूळ 5. निओप्लाझम
ସାଇଟୋକ୍ରୋମ୍ |,सायटोक्रोम
କକ୍ଷ ଯୋଡି,सेल जोडणी
କକ୍ଷ ପ୍ରଜନନ |,सेल पुनरुत्पादन
କୋଷ ଜେନେଟିକ୍ସ |,सेल आनुवंशिकी
ସାଇଟୋପ୍ଲାଜାମିକ୍ ବିଭାଜନ |,सायटोप्लाज्मिक विभागणी
କୋଷ ଜୀବ ବିଜ୍ଞାନ |,सेल जीवशास्त्र
ସେଲ୍ ଲାଇସିସ୍ |,सेल lysis
1. ସାଇଟୋମେର୍ 2. ସେଲ୍ ସେଗମେଣ୍ଟେସନ୍ |,1. सायटोमेर 2. सेल सेगमेंटेशन
ସାଇଟୋପ୍ଲାଜମ୍ |,सायटोप्लाझम
1. ଦୁଗ୍ଧ 2. ଦୁଗ୍ଧ,1. दुग्धव्यवसाय 2. दुग्धव्यवसाय
ଦୁଗ୍ଧ ଶିଳ୍ପ,डेअरी उद्योग
1. ବନ୍ଧ 2. ପ୍ରଜନକ,1. धरण 2. ब्रीडर
ଦିନ ସଂପୂର୍ଣ୍ଣ ଉଦ୍ଭିଦ |,दिवस निरपेक्ष वनस्पती
ଫୁଲର ଦିନ ପରେ |,फुलांच्या नंतर दिवस
ପୂର୍ଣ୍ଣ ଫୁଲର ଦିନ ପରେ |,पूर्ण फुलांच्या नंतरचा दिवस
ଅପାରଗତା |,अकार्यक्षमता
decalcification,decalcification
1. ସ୍ଥାନାନ୍ତର 2. ସ୍ଥାନାନ୍ତର,1. डिस्लॉज 2. डिस्लॉज
କ୍ଷୟ,क्षय
ପତଳା,पर्णपाती
1. ଦଶମିକ 2. ଦଶମିକ,1. दशांश 2. दशांश
ତୁଚ୍ଛତା,कनिष्ठता
ଅନୁରାନ୍ (ମୃତ୍ତିକା),अनुरन (माती)
ଭିପୁଷ୍ପନ୍ |,विपुष्पन
ବିଲିଂ,बिलिंग
ଜଙ୍ଗଲ ନଷ୍ଟ,जंगलतोड
ଅପମାନ,बदनामी
ଅବନତି |,ऱ्हास
ପାର୍ଟ ଦିନ,भाग दिवस
1. ପରିମାଣ 2. ଭାଗ,1. प्रमाण 2. भाग
ଅବହେଳା |,विघटन
ହଳ ଅପସାରଣ |,भुसा काढणे
ହଳ ଅପସାରଣ |,भुसा काढणे
ଡିହାଇଡ୍ରେସନ୍,निर्जलीकरण
ଆନ୍ହାଇଡ୍ରସ୍,निर्जल
ଚାହିଦା,मागणी
1. ଅବନତି 2. ଗୁଣନ,1. विकृतीकरण 2. गुणाकार
ନିନ୍ଦା,निंदा
1. ଜମା (ମୃତ୍ତିକା) 2. ଜମା (ଅର୍ଥନୀତି),1. ठेव (माती) 2. ठेव (अर्थशास्त्र)
ଜମା,ठेव
1. ଅବନତି 2. ଅବନତି,1. घसारा 2. घसारा
ନିଷ୍କାସନ,डिसेलिनेशन
1. ଜଳ ଶୁଖିବା 2. ଡିହାଇଡ୍ରେସନ୍ |,1. पाणी कोरडे होणे 2. निर्जलीकरण
1. ଡିଜାଇନ୍ 2. ଡିଜାଇନ୍,1. डिझाइन 2. डिझाइन
ଶୁଖୁଆ |,कोरडे
କର୍ଣ୍ଣଲ ଅପସାରଣ,कर्नल काढणे
ଡି-ଇଣ୍ଟରକାଲେସନ୍ |,डी-इंटरकलेशन
ସଂଯୋଗ,संयुग्मन
1. ପୁରୁଷ ମଞ୍ଜରୀ ନିଷ୍କାସନ (ମକା) 2. ବଲାର୍ ନିଷ୍କାସନ |,1. नर मांजरी उतारा (मका) 2. बल्लार उतारा
ବଲାର୍ କିମ୍ବା କୁନ୍ଦନ କାଟିବା |,बल्लार किंवा कुंदन कटिंग
ନିର୍ଣ୍ଣୟକାରୀ,निर्धारक
ମୂଲ୍ୟ ହ୍ରାସ,अवमूल्यन
ଡି-ଶାକାହାରୀ |,वनस्पती काढून टाकणे
ବ୍ୟତିକ୍ରମ,विचलन
ଦୁଇଥର |,दुप्पट
ନିରାକରଣ,निदान
ଭିନ୍ନ ପରିପକ୍ .ତା |,भिन्न परिपक्वता
ବିଭାଜନ,दुभाजक
1. ଡିକୋଟିଲଡନ୍ 2. ଡିକୋଟିଲଡନ୍ (ବିହନ),1. डायकोटीलेडॉन 2. डायकोटीलेडॉन (बियाणे)
ପିଠି ରୋଗ,पाठीचा आजार
1. ବିଭାଜନ 2. ବିଭେଦ |,1. प्रसार 2. प्रसार
ହଜମ ଯୋଗ୍ୟତା |,पचनक्षमता
ଡିହାଇବ୍ରିଡ୍ |,dihybrid
1. ଡ୍ୟାମ୍ 2. ଡ୍ରେନ୍ 3. ପରିବାର |,1. धरण 2. नाला 3. कुटुंब
ଅଳ୍ପ,अल्प
1. ଏକମାତ୍ର 2. ଏକମାତ୍ର |,1. एकपत्नी 2. एकपत्नी
ଡିପ୍ଲଏଡ୍ |,द्विगुणित
1. ଡିପ୍ଲଏଡ୍ 2. ଡିପ୍ଲଏଡ୍ |,1. डिप्लोइड 2. डिप्लोइड
ଡିପୋଲ୍,द्विध्रुव
1. ନିଷ୍କାସନ 2. ବୁଡ୍ ଅପସାରଣ |,1. उतारा 2. अंकुर काढणे
1. ହଳ ହଳ କରିବା 2. ଘୂର୍ଣ୍ଣନ |,1. नांगरणी 2. कताई
ରିହାତି,सवलत
ନିରାକରଣ,निर्जंतुकीकरण
1. ବିଚ୍ଛେଦ 2. ବିଛାଇବା |,1. फैलाव 2. विखुरणे
1. ବିଛାଇବା 2. ଭିନ୍ନତା |,1.विखुरणे 2.विविधता
ବିବିଧକରଣ,विविधीकरण
ବିବିଧ କୃଷି |,वैविध्यपूर्ण शेती
dna step,डीएनए पाऊल
DNA | ରସିଦ,डीएनए प्राप्तकर्ता
ଡକ୍ ନିଯୁକ୍ତି |,डॉक भाड्याने
ପ୍ରଭାବଶାଳୀ |,प्रभावी
ଶୋଇବା,सुप्तता
1. ପରିମାଣ 2. ଡୋଜ୍ 3. ଡୋଜ,1. प्रमाण 2. डोस 3. डोस
ଡବଲ୍ ସିଗମଏଡ୍ ବକ୍ର,दुहेरी सिग्मॉइड वक्र
1. ଗସ୍ତ 2. ବିସ୍ତାର,1. झोडप 2. ताणणे
1. ନିଷ୍କାସନ ଡ୍ରେନ୍ 2. ପ୍ରବାହିତ,1. एक्झॉस्ट ड्रेन 2. सांडपाणी
ଜଳ ନିଷ୍କାସନ,ड्रेनेज
ଟ୍ରାକ୍ସନ୍,कर्षण
1. medicine ଷଧ ଦିଅ,1. औषध द्या 2. भिजवा
ପ୍ରସାଧନ ସାମଗ୍ରୀ (ମଞ୍ଜି),सौंदर्य प्रसाधने (बिया)
1. ଆଗର୍ 2. ଅସ୍ଥାୟୀ ଦୋଷ 3. ଡ୍ରିଲ୍ 4. ଆଗର୍ |,1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर
1. ଛିଦ୍ର 2. ଡ୍ରିଲ୍ 3. ଡ୍ରିଲ୍ |,1. भोक 2. ड्रिल 3. ड्रिल
1. ଡ୍ରିଲିଂ 2. ଡ୍ରିଲ ସହିତ ବୁଣିବା 3. ଡ୍ରିଲ ସହିତ ing ାଳିବା |,1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे
ଡ୍ରପ୍ ଜଳସେଚନ,ठिबक सिंचन
ଶୁଖିଲା ଚାଷ,कोरडी शेती
1. ଧୂଳି 2. ବୁକନି |,1.धूळ 2.बुकनी
1. ଧୂଳି 2. ଛିନ୍ନଛତ୍ରକାରୀ |,1. डस्टर 2. स्कॅटरर
ଛିଞ୍ଚିବା ପାଇଁ |,शिंपडणे
1. ବଧୂ 2. ଭାମନା |,1. बटू 2. वामन
ଭାମନା ପିରାମିଡ୍ |,वामन पिरॅमिड
ଭାମିନୀ ଭବନ,वामिनी भवन
ପରିବେଶ,पर्यावरणशास्त्र
ଅର୍ଥନୀତି,अर्थमिति
ଅର୍ଥନ efficiency ତିକ ଦକ୍ଷତା |,आर्थिक कार्यक्षमता
ପରିସ୍ଥିତି ପ୍ରକାର |,परिस्थितीजन्य प्रकार
ଅତିରିକ୍ତ ସ୍ତରୀୟ |,अतिरिक्त-स्तरीकृत
ନରମ,मऊ
ମୃତ୍ତିକା ବିଜ୍ଞାନ |,माती विज्ञान
1. ବ୍ରିଜ୍ 2. ଏଡିଙ୍ଗ୍ 3. ଷ୍ଟ୍ରାଣ୍ଡ୍ ବନ୍ଦ |,1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर
ଖାଦ୍ୟ ଅଂଶ,अन्न भाग
ଚାହିଦା,मागणीची लवचिकता
ଉତ୍ପାଦନ ଇଲାସ୍ଟିସିଟି |,उत्पादन लवचिकता
ଇଲେକ୍ଟ୍ରୋଲାଇସିସ୍,इलेक्ट्रोलिसिस
ଇଲେକ୍ଟ୍ରୋଫୋରେସିସ୍ |,इलेक्ट्रोफोरेसीस
ବାଷ୍ପୀକରଣ,बाष्पीभवन
1. ଡିକାପିଟେଟର୍ 2. ଷ୍ଟେରିଲାଇଜର୍ 3. ଡେକାପିଟେଟର୍ 4. ଷ୍ଟେରିଲାଇଜର |,1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा
1. ୱେର୍ ବାଣ୍ଡି 2. ଷ୍ଟ୍ରବାବାଣ୍ଡି |,1. विर बंदी 2. स्ट्रॉबंडी
ଭ୍ରୁଣ,गर्भ
1. ଭ୍ରୁଣ ବିଜ୍ଞାନ 2. ପଦାର୍ଥ ବିଜ୍ଞାନ |,1. भ्रूणशास्त्र 2. भौतिकशास्त्र
1. ପ୍ରସ୍ଥାନ 2. ପ୍ରସ୍ଥାନ,1. बाहेर पडा 2. बाहेर पडा
ଏମୁଲେସିଫାୟର୍ |,emulsifier
ଏଣ୍ଡୋଜେନସ୍ |,अंतर्जात
ଆନ୍ତ a- ବିନ୍ଦୁ ବିଭାଜନ |,आंतर-बिंदू विभागणी
ଆନ୍ତ a- ପରଜୀବୀ |,आंतर-परजीवी
ଏଣ୍ଡୋସ୍ପର୍ମ |,एंडोस्पर्म
ଉଦ୍ୟୋଗ,उपक्रम
ଏଣ୍ଟୋମୋଲୋଜି |,कीटकशास्त्र
ପରିବେଶ,वातावरण
1. ଏନଜାଇମ୍ 2. ଏନଜାଇମ୍ |,1. एन्झाइम 2. एन्झाइम
କ୍ଲଷ୍ଟର ଗ୍ରାଫ୍ଟିଙ୍ଗ୍ |,क्लस्टर ग्राफ्टिंग
1. ଏପିଫାଇଟ୍ 2. ଏପିଫାଇଟ୍ |,1. एपिफाइट 2. एपिफाइट
ଇକ୍ୱିଟି,इक्विटी
ବିଲୋପ,निर्मूलन
ଜରୁରୀ ପୋଷକ ତତ୍ତ୍ୱ |,आवश्यक पोषक
1. ମାପ 2. ଡେଇଁବା 3. ମୂଲ୍ୟାଙ୍କନ |,1. मापन 2. उडी 3. मूल्यांकन
ସୁନ୍ଦରତା,चातुर्य
ସୁଜନିକ୍ |,सुजननिक
ମୂଲ୍ୟାଙ୍କନ,मूल्यमापन
ବାଷ୍ପ ଗେଜ୍ |,स्टीम गेज
ବାଷ୍ପୀକରଣ,बाष्पीभवन
ଅନନ୍ତ ବିପ୍ଳବ |,शाश्वत क्रांती
1. ଚିର ସବୁଜ 2. ଚିର ସବୁଜ |,1. सदाहरित 2. सदाहरित
ବିକାଶ,विकास
ବିଛିନ୍ନ ହେବା,कापला
ପାରିକଶାୟ (ଉର୍ବରତା),परिक्षय (प्रजनन क्षमता)
ଶୋଷଣ,शोषण
1. ଅନୁସନ୍ଧାନ 2. ଅନୁସନ୍ଧାନ,1. अन्वेषण 2. अन्वेषण
1. ନିର୍ବାହ 2. ନିର୍ଗମନ,1. एक्सट्रूजन 2. उत्सर्जन
ଆଖି,डोळा
1. କାରକ 2. ଉପାଦାନ 3. କାରକ 4. ଉତ୍ସ |,1. घटक 2. घटक 3. घटक 4. संसाधन
କାରକ ଉତ୍ପାଦକତା |,घटक उत्पादकता
ବ୍ୟବସାୟୀଙ୍କ ରିହାତି,व्यापारी सवलत
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ ବ୍ଲକ୍ ଡିଜାଇନ୍ |,फॅक्टोरियल ब्लॉक डिझाइन
ବିକଳ୍ପ,पर्यायी
1. ପାଟି 2. ପାଲିହାର |,1. पट्टी 2. पालिहार
ମୋଟ,स्थूल
କ୍ଷେତ୍ର ମୂଲ୍ୟାଙ୍କନ |,फील्ड मूल्यांकन
ଚାଷ ବଜେଟ୍,शेती बजेट
କୃଷି ବ୍ୟବସାୟ,कृषी व्यवसाय
କ୍ଷେତ୍ର ଯୋଜନା,क्षेत्र नियोजन
1. କୃଷକ 2. କୃଷକ,1. शेतकरी 2. शेतकरी
1. କୃଷି 2. ଚାଷ,1. शेती 2. शेती
ଧକ୍କା |,टक्कर
ଏକାଧିକ ପ୍ରଜନନ |,एकाधिक प्रजनन
fermentation,किण्वन
ଉର୍ବରତା |,प्रजनन क्षमता
ସାର,खत
ସାର ବ୍ୟବହାର ଦକ୍ଷତା |,खत वापर कार्यक्षमता
ଫାଇବ୍ରସ୍ |,तंतुमय
1. ଚାଷ 2. କ୍ଷେତ୍ର 3. ସ୍ଥାନ,1. शेत 2. क्षेत्रफळ 3. ठिकाण
ମୃତ୍ତିକା ଜଳ ଧାରଣ,माती पाणी धारण
କ୍ଷେତ୍ର ପ୍ରଦର୍ଶନ,फील्ड प्रात्यक्षिक
1. ଅସ୍ଥିରତା 2. ସ୍ଥିରତା 3. ସ୍ଥିରତା |,1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन
1. ଅବନତି 2. ଗର୍ଭଧାରଣ,1. पूर 2. गर्भाधान
ପ୍ରବାହ ଚିତ୍ର,प्रवाह चित्र
ଖାଦ୍ୟ ମୂଲ୍ୟ,अन्न मूल्य
ଖାଇବାକୁ |,चारा
ପୂର୍ବାନୁମାନ,अंदाज
ଜଙ୍ଗଲ,वन
ବୃକ୍ଷରୋପଣ,वनीकरण
1. ତାଡପର୍ନ୍ 2. ଫର୍ମ |,1. तडपर्न 2. फॉर्म
ବରଫ ପ୍ରତିରୋଧକ |,दंव प्रतिरोधक
1. ପାଲା 2. ବ୍ଲାଇଟ୍ |,1. पाला 2. अनिष्ट
1. ଫ୍ରିଜ୍,1. गोठलेले 2. गोठलेले
କାର୍ଯ୍ୟ,कार्य
1. ଫଳ ପତନ 2. ଫଳ ପତନ |,1. फ्रुट फॉल 2. फ्रुट फॉल
ଫଳ ପାଅ |,फळ बनणे
1. ଧୂମପାନ,1. फ्युमिगेशन 2. फ्युमिगेशन
ଫଙ୍ଗିସାଇଡ୍ |,बुरशीनाशक
ଆଣ୍ଟିଫଙ୍ଗାଲ୍ |,बुरशीविरोधी
କବକ,बुरशी
1. ଖୁଦ୍ 2. ସୀତା |,1. खुद 2. सीता
1. ଫ୍ୟୁଜନ୍ 2. ଫ୍ୟୁଜନ୍ |,1. फ्यूजन 2. फ्यूजन
ସୂତା ଲୋମ,कापूस लोकर
ଲୋମଶାଳୀ |,केसाळ
1. ବୃକ୍ଷ ଅଲସର 2. ପିଟିକା |,1. झाडाचा व्रण 2. पिटिका
1. ଗ୍ୟାମେଟସ୍,1. गेमेट्स 2. गेमेट्स
1. ଉଦ୍ୟାନ 2. ଉଦ୍ୟାନ,1. बाग 2. बाग
1. ପାନ୍ସଲ୍ 2. ହାଇଡ୍ରୋମିଟର |,1. पानसाल 2. हायड्रोमीटर
ଜିନ୍ ସଂଗ୍ରହ,जनुक संग्रह
ଜିନ୍ ଟ୍ୟାଗନ୍ |,जीन टॅगन
ବଂଶାନୁକ୍ରମିକ,वंशावळी
ଜିନ୍ ମାନଚିତ୍ର,जनुक नकाशा
ଜେନେଟିକ୍ସ,अनुवांशिक
1. ଜେନୋମ୍ 2. ସାଙ୍ଗେନ |,1. जीनोम 2. सांगेन
ସଞ୍ଜିନୀ ସଂଗ୍ରହ |,संजिनी कलेक्शन
ଜେନୋମିକ୍ସ,जीनोमिक्स
ଜେନୋଟାଇପ୍,जीनोटाइप
1. ଜିନ୍ ଗଠନ 2. ଜିନ୍ ପ୍ରକାର |,1. जीन स्ट्रक्चर 2. जीन प्रकार
ଲିନେଜ୍ |,लिनेज
ବଂଶ 2. ବଂଶ,1. वंश 2. वंश
1. ଜର୍ମ 2. ଜର୍ମ,1. जंतू 2. जंतू
ଜୀବାଣୁ,जंतूनाशक
ଅଙ୍କୁର,उगवण
1. ଜର୍ମପ୍ଲାସ୍ 2. ଜର୍ମପ୍ଲାସ୍ |,1. जर्मप्लाझम 2. जर्मप्लाझम
ଗିବରେଲିକ୍ ଏସିଡ୍ |,गिबेरेलिक ऍसिड
ସଂଗ୍ରହ,गोळा करणे
ତୁଷ,तुष
1. ଗ୍ଲୁଟେନ୍ 2. ଗ୍ଲୁଟନ୍ |,1. ग्लूटेन 2. खादाड
ଗ୍ଲାଇକୋଲିସିସ୍,ग्लायकोलिसिस
ଭଲ,छान
ସୁବର୍ଣ୍ଣ ବିପ୍ଳବ |,सुवर्ण क्रांती
1. ବର୍ଗୀକରଣ 2. ବର୍ଗୀକରଣ 3. ସ୍ତରକରଣ,1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण
1. ଗ୍ରାଫ୍ଟେଡ୍ ପ୍ଲାଣ୍ଟ 2. ପେନୁମ୍ବ୍ରାଲ୍ ପ୍ଲାଣ୍ଟ |,1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती
କଲମ ଅସଙ୍ଗତ |,पेन विसंगत
ଗ୍ରାନା,ग्राना
ଗ୍ରାନ୍ୟୁଲେସନ୍,दाणेदार
ସବୁଜ ଖତ,हिरवे खत
ସବୁଜ ବିପ୍ଳବ |,हरित क्रांती
ଅଭିବୃଦ୍ଧି ଏବଂ ବିକାଶ,वाढ आणि विकास
1. ଗୁଣ୍ଡ ରୋଗ,1. हिरड्या रोग
ହେଟେରୋଜକ୍ସୁଆଲ୍ |,विषमलिंगी
1. ପ୍ରକୃତି 2. ପ୍ରକୃତି 3. ରୂପଗୁନା 4. ଦୃଶ୍ୟ |,1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप
1. ଓଲା 2. କରକାପତ୍ 3. କର୍କା |,1. ओला 2. कर्कपट 3. कर्का
ରୋମିଲୱାଚ୍ |,रोमिलवॉच
ସାଲାଇନ୍ ସିଷ୍ଟ୍ |,खारट गळू
harrow,हॅरो
1. ଅମଳ ସୂଚକାଙ୍କ 2. ଅମଳ ସୂଚକାଙ୍କ |,1. कापणी निर्देशांक 2. कापणी निर्देशांक
1. ଅମଳ 2. ଅମଳ ହୋଇଥିବା ଫସଲ 3. ସମାପ୍ତ ଫସଲ 4. ଅମଳ |,1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न
1. କାଟିବା 2. ଅମଳ 3. ଅମଳ କରିବା |,1. तोडणे 2. कापणी करणे 3. तोडणे
1. ଅଣ୍ଡା ଦେବା 2. ଅଣ୍ଡା ବଳ |,1. अंडी घालणे 2. अंडी फोर्स
ଶୁଖିଲା ଘାସ |,सुकलेले गवत
ଶୁଖିଲା ଫିଡ୍ |,कोरडे खाद्य
ganji,गंजी
କୁହୁଡି,धुके
ଦୁର୍ବଳ,धुके
1. ବାଲି 2. ସୀତା 3. ମୁଣ୍ଡକ 4. ଶୀର୍ଷ 5. ମୁଣ୍ଡ 6. ସିରା |,1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा
ଗଭୀରର ଶେଷ,खोबणीचा शेवट
ଉପର ଛେଦନ,शीर्ष रोपांची छाटणी
ବାଡ଼,कुंपण
ହେପାଜତ,ताब्यात
କୁଣ୍ଡାଲିନି |,कुंडलिनी
ହେମାଟାଇଟ୍ |,हेमॅटाइट
1. b ଷଧ 2. b ଷଧ |,1. औषधी वनस्पती 2. औषधी वनस्पती
1. ବଟାନିକାଲ୍ କଲେକ୍ସନ୍ 2. ବଟାନିକାଲ୍ ସଂଗ୍ରହାଳୟ |,1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम
b ଷଧୀୟ,तणनाशक
ବଂଶାନୁକ୍ରମିକ,आनुवंशिकता
ବଂଶାନୁକ୍ରମିକ,आनुवंशिकता
ସମଲିଙ୍ଗୀ,उभयलिंगी
ହେଟେରୋକ୍ରୋମାଟିକ୍ |,heterochromatic
ହେଟେରୋଫର୍ଟିଲାଇଜେସନ୍ |,heterofertilization
1. ହାଇବ୍ରିଡୋଜ 2. ହେଟେରୋସିସ୍ |,1. हायब्रिडोज 2. हेटेरोसिस
ସେକ୍ସକ୍ରୋମୋଜୋମ୍ |,सेक्सक्रोमोसोम
ପୋଷଣ,पालनपोषण
ଷୋଡେସିମାଲ୍ |,हेक्साडेसिमल
ଶୀତଳତା,थंड सुप्तता
ଉଚ୍ଚ ସାନ୍ଦ୍ରତା ବୃକ୍ଷ ରୋପଣ |,उच्च घनता लागवड
1. ପିଣ୍ଡଲକ୍ 2. ପାହାଡ (ଧାନ),1. पिंडलक 2. टेकडी (भात)
ହିଷ୍ଟୋଗ୍ରାମ୍ |,हिस्टोग्राम
ଉଚ୍ଚ ବ tech ଷୟିକ ଉଦ୍ୟାନ କୃଷି |,उच्च तंत्रज्ञान फलोत्पादन
1.curd 2. hive,1. दही 2. पोळ्या
1. ତୃଣକ 2. ତୃଣକ,1. खुरपणी 2. खुरपणी
ଧରିବା,धारण
ଘରୋଇ ଚାଷ,खाजगी शेत
ହୋମିଓଷ୍ଟାସିସ୍ |,होमिओस्टॅसिस
ମାତୃଭୂମି,जन्मभुमी
ଏକତା,एकजिनसीपणा
1. ସମଲିଙ୍ଗୀ 2. ସମଲିଙ୍ଗୀ |,1. एकसंध 2. एकसंध
ସହାନୁଭୂତି,सहानुभूती
ସମଲିଙ୍ଗୀ,एकसंध
1. ଖୁରଲିକା 2. ଖାଦ୍ୟ ପାତ୍ର 3. ହାପର୍ |,1. खुर्लिका 2. अन्न कंटेनर 3. हापर
1. ସ୍ତର 2. ରାଶି,1. थर 2. क्षितिज
ଉଦ୍ୟାନ କୃଷି ଫସଲ |,बागायती पिके
1. ଉଦ୍ୟାନ କୃଷି 2. ଉଦ୍ୟାନ କୃଷି 3. ଉଦ୍ୟାନ କୃଷି 4. ଉଦ୍ୟାନ କୃଷି,1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन
